sequence,v115@KhA8FeA8BeB8DeF8CeB8Je/EJvhFalBRhBGjBznBUs?BlrB,v115@KhA8FeA8BeB8DeF8CeB8JeT/IvhFelBFhBxiBXoBUs?BCsB,v115@KhA8FeA8BeB8DeF8CeB8Jem/IvhFFhBXiBTjB0kBRs?BSxB,v115@KhA8FeA8BeB8DeF8CeB8JeT/IvhFelBFhBSoBRsB8r?B3sB,v115@KhA8FeA8BeB8DeF8CeB8JeRBJvhF3iBcoBlkB6rBmk?BTsB,v115@KhA8FeA8BeB8DeF8CeB8Jei/IvhFRhBcoBzkBlmBXs?BusB
JZTOSLI,X,O,X,X,O,X
JZITLSO,X,X,O,O,O,X
JZITLOS,X,X,O,O,X,X
JZITSLO,O,O,O,O,X,X
JZITSOL,X,O,O,O,X,X
JZITOLS,X,X,O,O,X,X
JZITOSL,X,O,O,O,X,X
JZILTSO,X,X,O,O,O,X
JZILTOS,X,X,O,O,X,X
JZILSTO,O,X,O,O,O,X
JZILSOT,O,X,O,O,X,X
JZILOTS,X,X,O,O,X,X
JZILOST,X,X,O,O,X,X
JZISTLO,O,O,O,O,X,X
JZISTOL,X,O,O,O,X,X
JZISLTO,O,O,O,O,X,X
JZISLOT,O,O,O,O,X,X
JZISOTL,O,O,O,O,X,X
JZISOLT,O,O,O,O,X,X
JZIOTLS,X,X,O,O,X,X
JZIOTSL,O,O,O,O,X,X
JZIOLTS,X,X,O,O,X,X
JZIOLST,O,X,O,O,X,X
JZIOSTL,O,O,O,O,X,X
JZIOSLT,O,O,O,O,X,X
JZLTISO,X,X,O,O,O,X
JZLTIOS,X,X,O,O,X,X
JZLTSIO,X,O,X,X,O,X
JZLTSOI,X,O,X,X,O,X
JZLTOIS,X,X,O,O,O,X
JZLTOSI,X,O,X,X,O,X
JZLITSO,X,X,O,O,O,X
JZLITOS,X,X,O,O,X,X
JZLISTO,O,X,O,O,O,X
JZLISOT,O,X,O,O,X,X
JZLIOTS,X,X,O,O,X,X
JZLIOST,X,X,O,O,X,X
JZLSTIO,O,O,X,X,O,X
JZLSTOI,X,O,X,X,O,X
JZLSITO,O,O,X,X,O,X
JZLSIOT,O,O,X,X,X,X
JZLSOTI,X,O,X,X,X,X
JZLSOIT,O,O,X,X,X,X
JZLOTIS,X,X,O,O,O,X
JZLOTSI,X,O,X,X,O,X
JZLOITS,X,X,O,O,O,X
JZLOIST,X,X,O,O,O,X
JZLOSTI,X,O,X,X,O,X
JZLOSIT,X,O,X,X,O,X
JZSTILO,O,O,O,X,X,X
JZSTIOL,X,O,O,X,X,O
JZSTLIO,O,O,X,X,O,X
JZSTLOI,X,O,X,X,O,X
JZSTOIL,X,O,O,X,X,O
JZSTOLI,X,O,X,X,X,O
JZSITLO,O,O,O,X,X,X
JZSITOL,X,O,O,X,X,X
JZSILTO,O,O,O,X,X,X
JZSILOT,O,O,O,X,X,X
JZSIOTL,O,O,O,X,X,X
JZSIOLT,O,O,O,X,X,X
JZSLTIO,O,O,X,X,O,X
JZSLTOI,X,O,X,X,O,X
JZSLITO,O,O,X,X,O,X
JZSLIOT,O,O,X,X,X,X
JZSLOTI,O,O,X,X,X,X
JZSLOIT,O,O,X,X,X,X
JZSOTIL,O,O,O,X,X,O
JZSOTLI,O,O,X,X,X,O
JZSOITL,O,O,O,X,X,X
JZSOILT,O,O,O,X,X,X
JZSOLTI,O,O,X,X,X,O
JZSOLIT,O,O,X,X,X,X
JZOTILS,X,X,O,O,X,X
JZOTISL,O,O,O,O,X,X
JZOTLIS,X,X,O,O,O,X
JZOTLSI,X,O,X,X,O,X
JZOTSIL,O,O,O,X,X,X
JZOTSLI,O,O,X,X,O,X
JZOITLS,X,X,O,O,X,X
JZOITSL,O,O,O,O,X,X
JZOILTS,X,X,O,O,X,X
JZOILST,O,X,O,O,X,X
JZOISTL,O,O,O,O,X,X
JZOISLT,O,O,O,O,X,X
JZOLTIS,X,X,O,O,O,X
JZOLTSI,X,O,X,X,O,X
JZOLITS,X,X,O,O,O,X
JZOLIST,O,X,O,O,O,X
JZOLSTI,O,O,X,X,O,O
JZOLSIT,O,O,X,X,O,X
JZOSTIL,O,O,O,X,X,O
JZOSTLI,O,O,X,X,O,O
JZOSITL,O,O,O,X,X,X
JZOSILT,O,O,O,X,X,X
JZOSLTI,O,O,X,X,O,O
JZOSLIT,O,O,X,X,O,X
JOTILSZ,X,X,X,O,X,O
JOTILZS,X,X,X,O,X,X
JOTISLZ,O,O,X,O,X,O
JOTISZL,X,O,O,O,X,O
JOTIZLS,X,X,O,O,X,X
JOTIZSL,X,O,O,O,X,X
JOTLISZ,X,X,X,O,X,O
JOTLIZS,X,X,X,O,O,X
JOTLSIZ,X,O,X,O,X,O
JOTLSZI,X,O,X,X,X,O
JOTLZIS,X,X,X,O,O,X
JOTLZSI,X,O,X,X,O,X
JOTSILZ,O,O,X,O,X,O
JOTSIZL,X,O,X,O,X,O
JOTSLIZ,O,O,X,O,X,O
JOTSLZI,O,O,X,X,X,O
JOTSZIL,O,O,X,X,X,O
JOTSZLI,O,O,X,X,X,O
JOTZILS,X,X,O,O,X,X
JOTZISL,O,O,O,O,X,X
JOTZLIS,X,X,O,O,O,X
JOTZLSI,X,O,X,X,O,X
JOTZSIL,O,O,O,X,X,X
JOTZSLI,O,O,X,X,O,X
JOITLSZ,X,X,X,O,X,O
JOITLZS,X,X,X,O,X,X
JOITSLZ,O,O,X,O,X,O
JOITSZL,X,O,O,O,X,O
JOITZLS,X,X,O,O,X,X
JOITZSL,X,O,O,O,X,X
JOILTSZ,X,X,X,O,X,O
JOILTZS,X,X,X,O,X,X
JOILSTZ,O,X,X,O,X,X
JOILSZT,O,X,X,O,X,X
JOILZTS,X,X,X,O,X,X
JOILZST,X,X,X,O,X,X
JOISTLZ,O,O,X,O,X,X
JOISTZL,X,O,O,O,X,X
JOISLTZ,O,O,X,O,X,X
JOISLZT,O,O,X,O,X,X
JOISZTL,O,O,O,O,X,X
JOISZLT,O,O,O,O,X,X
JOIZTLS,X,X,O,O,X,X
JOIZTSL,O,O,O,O,X,X
JOIZLTS,X,X,O,O,X,X
JOIZLST,O,X,O,O,X,X
JOIZSTL,O,O,O,O,X,X
JOIZSLT,O,O,O,O,X,X
JOLTISZ,X,X,X,O,X,O
JOLTIZS,X,X,X,O,O,X
JOLTSIZ,X,O,X,O,X,O
JOLTSZI,X,O,X,X,X,O
JOLTZIS,X,X,X,O,O,X
JOLTZSI,X,O,X,X,O,X
JOLITSZ,X,X,X,O,X,O
JOLITZS,X,X,X,O,O,X
JOLISTZ,O,X,X,O,X,X
JOLISZT,O,X,X,O,X,X
JOLIZTS,X,X,X,O,O,X
JOLIZST,X,X,X,O,O,X
JOLSTIZ,O,O,X,O,X,O
JOLSTZI,O,O,X,X,X,O
JOLSITZ,O,O,X,O,X,X
JOLSIZT,O,O,X,O,X,X
JOLSZTI,O,O,X,X,X,O
JOLSZIT,O,O,X,X,X,X
JOLZTIS,X,X,X,O,O,X
JOLZTSI,X,O,X,X,O,X
JOLZITS,X,X,X,O,O,X
JOLZIST,O,X,X,O,O,X
JOLZSTI,O,O,X,X,O,O
JOLZSIT,O,O,X,X,O,X
JOSTILZ,O,O,X,O,X,O
JOSTIZL,X,O,X,O,X,O
JOSTLIZ,O,O,X,O,X,O
JOSTLZI,O,O,X,X,X,O
JOSTZIL,O,O,X,X,X,O
JOSTZLI,O,O,X,X,X,O
JOSITLZ,O,O,X,O,X,X
JOSITZL,X,O,X,O,X,X
JOSILTZ,O,O,X,O,X,X
JOSILZT,O,O,X,O,X,X
JOSIZTL,O,O,X,O,X,X
JOSIZLT,O,O,X,O,X,X
JOSLTIZ,O,O,X,O,X,O
JOSLTZI,O,O,X,X,X,O
JOSLITZ,O,O,X,O,X,X
JOSLIZT,O,O,X,O,X,X
JOSLZTI,O,O,X,X,X,O
JOSLZIT,O,O,X,X,X,X
JOSZTIL,O,O,X,X,X,O
JOSZTLI,O,O,X,X,X,O
JOSZITL,O,O,X,X,X,X
JOSZILT,O,O,X,X,X,X
JOSZLTI,O,O,X,X,X,O
JOSZLIT,O,O,X,X,X,X
JOZTILS,X,X,O,O,X,X
JOZTISL,O,O,O,O,X,X
JOZTLIS,X,X,O,O,O,X
JOZTLSI,X,O,X,X,O,X
JOZTSIL,O,O,O,X,X,X
JOZTSLI,O,O,X,X,O,X
JOZITLS,X,X,O,O,X,X
JOZITSL,O,O,O,O,X,X
JOZILTS,X,X,O,O,X,X
JOZILST,O,X,O,O,X,X
JOZISTL,O,O,O,O,X,X
JOZISLT,O,O,O,O,X,X
JOZLTIS,X,X,O,O,O,X
JOZLTSI,X,O,X,X,O,X
JOZLITS,X,X,O,O,O,X
JOZLIST,O,X,O,O,O,X
JOZLSTI,O,O,X,X,O,O
JOZLSIT,O,O,X,X,O,X
JOZSTIL,O,O,O,X,X,O
JOZSTLI,O,O,X,X,O,O
JOZSITL,O,O,O,X,X,X
JOZSILT,O,O,O,X,X,X
JOZSLTI,O,O,X,X,O,O
JOZSLIT,O,O,X,X,O,X
STILJZO,O,X,X,O,X,X
STILJOZ,O,O,X,O,X,X
STILZJO,O,X,O,X,O,X
STILZOJ,O,X,O,X,O,O
STILOJZ,O,X,X,X,X,O
STILOZJ,X,X,O,X,O,O
STIJLZO,O,X,X,O,X,X
STIJLOZ,O,O,X,O,X,X
STIJZLO,X,O,O,O,X,X
STIJZOL,X,O,O,O,X,O
STIJOLZ,X,O,X,O,X,O
STIJOZL,X,O,O,O,X,O
STIZLJO,O,O,O,X,O,X
STIZLOJ,O,X,O,X,O,O
STIZJLO,O,O,O,X,X,X
STIZJOL,X,O,O,X,X,O
STIZOLJ,O,X,O,X,X,O
STIZOJL,O,O,O,X,X,O
STIOLJZ,O,X,X,X,X,O
STIOLZJ,X,X,O,X,X,O
STIOJLZ,O,O,X,X,X,O
STIOJZL,X,O,O,X,X,O
STIOZLJ,X,X,O,X,X,O
STIOZJL,X,O,O,X,X,O
STLIJZO,O,X,X,O,X,X
STLIJOZ,O,O,X,O,X,X
STLIZJO,O,X,X,X,O,X
STLIZOJ,O,X,X,X,O,O
STLIOJZ,O,X,X,X,X,O
STLIOZJ,X,X,X,X,O,O
STLJIZO,O,X,X,O,X,X
STLJIOZ,O,O,X,O,X,X
STLJZIO,O,O,X,X,X,X
STLJZOI,X,O,X,X,X,X
STLJOIZ,O,O,X,O,X,X
STLJOZI,O,O,X,X,X,X
STLZIJO,O,O,X,X,O,X
STLZIOJ,O,X,X,X,O,O
STLZJIO,O,O,X,X,O,X
STLZJOI,X,O,X,X,O,X
STLZOIJ,O,X,X,X,O,O
STLZOJI,O,X,X,X,O,O
STLOIJZ,O,X,X,X,X,O
STLOIZJ,X,X,X,X,O,O
STLOJIZ,O,X,X,X,X,O
STLOJZI,O,X,X,X,X,O
STLOZIJ,O,X,X,X,O,O
STLOZJI,O,X,X,X,O,O
STJILZO,O,X,X,O,X,X
STJILOZ,O,O,X,O,X,X
STJIZLO,X,O,X,O,X,X
STJIZOL,X,O,X,O,X,O
STJIOLZ,X,O,X,O,X,O
STJIOZL,X,O,X,O,X,O
STJLIZO,O,X,X,O,X,X
STJLIOZ,O,O,X,O,X,X
STJLZIO,O,O,X,X,X,X
STJLZOI,X,O,X,X,X,X
STJLOIZ,O,O,X,O,X,X
STJLOZI,O,O,X,X,X,X
STJZILO,O,O,X,X,X,X
STJZIOL,X,O,X,X,X,O
STJZLIO,O,O,X,X,X,X
STJZLOI,X,O,X,X,X,X
STJZOIL,X,O,X,X,X,O
STJZOLI,X,O,X,X,X,O
STJOILZ,O,O,X,O,X,O
STJOIZL,X,O,X,O,X,O
STJOLIZ,O,O,X,O,X,O
STJOLZI,O,O,X,X,X,O
STJOZIL,O,O,X,X,X,O
STJOZLI,O,O,X,X,X,O
STZILJO,O,O,O,X,O,X
STZILOJ,O,X,O,X,O,O
STZIJLO,O,O,O,X,X,X
STZIJOL,X,O,O,X,X,O
STZIOLJ,O,X,O,X,X,O
STZIOJL,O,O,O,X,X,O
STZLIJO,O,O,X,X,O,X
STZLIOJ,O,X,X,X,O,O
STZLJIO,O,O,X,X,O,X
STZLJOI,X,O,X,X,O,X
STZLOIJ,O,X,X,X,O,O
STZLOJI,O,X,X,X,O,O
STZJILO,O,O,O,X,X,X
STZJIOL,X,O,O,X,X,O
STZJLIO,O,O,X,X,O,X
STZJLOI,X,O,X,X,O,X
STZJOIL,X,O,O,X,X,O
STZJOLI,X,O,X,X,X,O
STZOILJ,O,X,O,X,O,O
STZOIJL,O,O,O,X,X,O
STZOLIJ,O,X,X,X,O,O
STZOLJI,O,X,X,X,O,O
STZOJIL,O,O,O,X,X,O
STZOJLI,O,O,X,X,O,O
STOILJZ,O,X,X,X,X,O
STOILZJ,X,X,O,X,X,O
STOIJLZ,O,O,X,X,X,O
STOIJZL,X,O,O,X,X,O
STOIZLJ,X,X,O,X,X,O
STOIZJL,X,O,O,X,X,O
STOLIJZ,O,X,X,X,X,O
STOLIZJ,X,X,X,X,O,O
STOLJIZ,O,X,X,X,X,O
STOLJZI,O,X,X,X,X,O
STOLZIJ,O,X,X,X,O,O
STOLZJI,O,X,X,X,O,O
STOJILZ,O,O,X,X,X,O
STOJIZL,X,O,X,X,X,O
STOJLIZ,O,O,X,X,X,O
STOJLZI,O,O,X,X,X,O
STOJZIL,O,O,X,X,X,O
STOJZLI,O,O,X,X,X,O
STOZILJ,O,X,O,X,O,O
STOZIJL,O,O,O,X,X,O
STOZLIJ,O,X,X,X,O,O
STOZLJI,O,X,X,X,O,O
STOZJIL,O,O,O,X,X,O
STOZJLI,O,O,X,X,O,O
SITLJZO,O,X,X,O,X,X
SITLJOZ,O,O,X,O,X,X
SITLZJO,O,X,O,X,O,X
SITLZOJ,O,X,O,X,O,O
SITLOJZ,O,X,X,X,X,O
SITLOZJ,X,X,O,X,O,O
SITJLZO,O,X,X,O,X,X
SITJLOZ,O,O,X,O,X,X
SITJZLO,X,O,O,O,X,X
SITJZOL,X,O,O,O,X,O
SITJOLZ,X,O,X,O,X,O
SITJOZL,X,O,O,O,X,O
SITZLJO,O,O,O,X,O,X
SITZLOJ,O,X,O,X,O,O
SITZJLO,O,O,O,X,X,X
SITZJOL,X,O,O,X,X,O
SITZOLJ,O,X,O,X,X,O
SITZOJL,O,O,O,X,X,O
SITOLJZ,O,X,X,X,X,O
SITOLZJ,X,X,O,X,X,O
SITOJLZ,O,O,X,X,X,O
SITOJZL,X,O,O,X,X,O
SITOZLJ,X,X,O,X,X,O
SITOZJL,X,O,O,X,X,O
SILTJZO,O,X,X,O,X,X
SILTJOZ,O,O,X,O,X,X
SILTZJO,O,X,O,X,O,X
SILTZOJ,O,X,O,X,O,X
SILTOJZ,O,X,X,X,X,X
SILTOZJ,X,X,O,X,O,X
SILJTZO,O,X,X,O,X,X
SILJTOZ,O,O,X,O,X,X
SILJZTO,O,O,X,O,X,X
SILJZOT,O,O,X,O,X,X
SILJOTZ,O,O,X,O,X,X
SILJOZT,O,O,X,O,X,X
SILZTJO,O,O,O,X,O,X
SILZTOJ,O,X,O,X,O,X
SILZJTO,O,O,O,X,O,X
SILZJOT,O,O,O,X,X,X
SILZOTJ,O,X,O,X,O,X
SILZOJT,O,O,O,X,X,X
SILOTJZ,O,X,X,X,X,X
SILOTZJ,X,X,O,X,O,X
SILOJTZ,O,O,X,O,X,X
SILOJZT,O,O,X,O,X,X
SILOZTJ,O,X,O,X,O,X
SILOZJT,O,O,O,X,O,X
SIJTLZO,O,X,X,O,X,X
SIJTLOZ,O,O,X,O,X,X
SIJTZLO,X,O,O,O,X,X
SIJTZOL,X,O,O,O,X,X
SIJTOLZ,X,O,X,O,X,X
SIJTOZL,X,O,O,O,X,X
SIJLTZO,O,X,X,O,X,X
SIJLTOZ,O,O,X,O,X,X
SIJLZTO,O,O,X,O,X,X
SIJLZOT,O,O,X,O,X,X
SIJLOTZ,O,O,X,O,X,X
SIJLOZT,O,O,X,O,X,X
SIJZTLO,O,O,O,O,X,X
SIJZTOL,X,O,O,O,X,X
SIJZLTO,O,O,O,O,X,X
SIJZLOT,O,O,O,O,X,X
SIJZOTL,O,O,O,O,X,X
SIJZOLT,O,O,O,O,X,X
SIJOTLZ,O,O,X,O,X,X
SIJOTZL,X,O,O,O,X,X
SIJOLTZ,O,O,X,O,X,X
SIJOLZT,O,O,X,O,X,X
SIJOZTL,O,O,O,O,X,X
SIJOZLT,O,O,O,O,X,X
SIZTLJO,O,O,O,X,O,X
SIZTLOJ,O,X,O,X,O,O
SIZTJLO,O,O,O,X,X,X
SIZTJOL,X,O,O,X,X,O
SIZTOLJ,O,X,O,X,X,O
SIZTOJL,O,O,O,X,X,O
SIZLTJO,O,O,O,X,O,X
SIZLTOJ,O,X,O,X,O,X
SIZLJTO,O,O,O,X,O,X
SIZLJOT,O,O,O,X,X,X
SIZLOTJ,O,X,O,X,O,X
SIZLOJT,O,O,O,X,X,X
SIZJTLO,O,O,O,X,X,X
SIZJTOL,X,O,O,X,X,X
SIZJLTO,O,O,O,X,X,X
SIZJLOT,O,O,O,X,X,X
SIZJOTL,O,O,O,X,X,X
SIZJOLT,O,O,O,X,X,X
SIZOTLJ,O,X,O,X,X,O
SIZOTJL,O,O,O,X,X,O
SIZOLTJ,O,X,O,X,X,O
SIZOLJT,O,O,O,X,X,X
SIZOJTL,O,O,O,X,X,X
SIZOJLT,O,O,O,X,X,X
SIOTLJZ,O,X,X,X,X,O
SIOTLZJ,X,X,O,X,X,O
SIOTJLZ,O,O,X,X,X,O
SIOTJZL,X,O,O,X,X,O
SIOTZLJ,X,X,O,X,X,O
SIOTZJL,X,O,O,X,X,O
SIOLTJZ,O,X,X,X,X,O
SIOLTZJ,X,X,O,X,X,O
SIOLJTZ,O,O,X,O,X,X
SIOLJZT,O,O,X,O,X,X
SIOLZTJ,O,X,O,X,X,O
SIOLZJT,O,O,O,X,X,X
SIOJTLZ,O,O,X,O,X,X
SIOJTZL,X,O,O,O,X,X
SIOJLTZ,O,O,X,O,X,X
SIOJLZT,O,O,X,O,X,X
SIOJZTL,O,O,O,O,X,X
SIOJZLT,O,O,O,O,X,X
SIOZTLJ,O,X,O,X,X,O
SIOZTJL,O,O,O,X,X,O
SIOZLTJ,O,X,O,X,X,O
SIOZLJT,O,O,O,X,X,X
SIOZJTL,O,O,O,X,X,X
SIOZJLT,O,O,O,X,X,X
SLTIJZO,O,X,X,O,X,X
SLTIJOZ,O,O,X,O,X,X
SLTIZJO,O,X,X,X,O,X
SLTIZOJ,O,X,X,X,O,O
SLTIOJZ,O,X,X,X,X,O
SLTIOZJ,X,X,X,X,O,O
SLTJIZO,O,X,X,O,X,X
SLTJIOZ,O,O,X,O,X,X
SLTJZIO,O,O,X,X,X,X
SLTJZOI,X,O,X,X,X,X
SLTJOIZ,O,O,X,O,X,X
SLTJOZI,O,O,X,X,X,X
SLTZIJO,O,O,X,X,O,X
SLTZIOJ,O,X,X,X,O,O
SLTZJIO,O,O,X,X,O,X
SLTZJOI,X,O,X,X,O,X
SLTZOIJ,O,X,X,X,O,O
SLTZOJI,O,X,X,X,O,O
SLTOIJZ,O,X,X,X,X,O
SLTOIZJ,X,X,X,X,O,O
SLTOJIZ,O,X,X,X,X,O
SLTOJZI,O,X,X,X,X,O
SLTOZIJ,O,X,X,X,O,O
SLTOZJI,O,X,X,X,O,O
SLITJZO,O,X,X,O,X,X
SLITJOZ,O,O,X,O,X,X
SLITZJO,O,X,X,X,O,X
SLITZOJ,O,X,X,X,O,X
SLITOJZ,O,X,X,X,X,X
SLITOZJ,X,X,X,X,O,X
SLIJTZO,O,X,X,O,X,X
SLIJTOZ,O,O,X,O,X,X
SLIJZTO,O,O,X,O,X,X
SLIJZOT,O,O,X,O,X,X
SLIJOTZ,O,O,X,O,X,X
SLIJOZT,O,O,X,O,X,X
SLIZTJO,O,O,X,X,O,X
SLIZTOJ,O,X,X,X,O,X
SLIZJTO,O,O,X,X,O,X
SLIZJOT,O,O,X,X,X,X
SLIZOTJ,O,X,X,X,O,X
SLIZOJT,O,O,X,X,X,X
SLIOTJZ,O,X,X,X,X,X
SLIOTZJ,X,X,X,X,O,X
SLIOJTZ,O,O,X,O,X,X
SLIOJZT,O,O,X,O,X,X
SLIOZTJ,O,X,X,X,O,X
SLIOZJT,O,O,X,X,O,X
SLJTIZO,O,X,X,O,X,X
SLJTIOZ,O,O,X,O,X,X
SLJTZIO,O,O,X,X,X,X
SLJTZOI,X,O,X,X,X,X
SLJTOIZ,O,O,X,O,X,X
SLJTOZI,O,O,X,X,X,X
SLJITZO,O,X,X,O,X,X
SLJITOZ,O,O,X,O,X,X
SLJIZTO,O,O,X,O,X,X
SLJIZOT,O,O,X,O,X,X
SLJIOTZ,O,O,X,O,X,X
SLJIOZT,O,O,X,O,X,X
SLJZTIO,O,O,X,X,X,X
SLJZTOI,X,O,X,X,X,X
SLJZITO,O,O,X,X,X,X
SLJZIOT,O,O,X,X,X,X
SLJZOTI,O,O,X,X,X,X
SLJZOIT,O,O,X,X,X,X
SLJOTIZ,O,O,X,O,X,X
SLJOTZI,O,O,X,X,X,X
SLJOITZ,O,O,X,O,X,X
SLJOIZT,O,O,X,O,X,X
SLJOZTI,O,O,X,X,X,X
SLJOZIT,O,O,X,X,X,X
SLZTIJO,O,O,X,X,O,X
SLZTIOJ,O,X,X,X,O,O
SLZTJIO,O,O,X,X,O,X
SLZTJOI,X,O,X,X,O,X
SLZTOIJ,O,X,X,X,O,O
SLZTOJI,O,X,X,X,O,O
SLZITJO,O,O,X,X,O,X
SLZITOJ,O,X,X,X,O,X
SLZIJTO,O,O,X,X,O,X
SLZIJOT,O,O,X,X,X,X
SLZIOTJ,O,X,X,X,O,X
SLZIOJT,O,O,X,X,X,X
SLZJTIO,O,O,X,X,O,X
SLZJTOI,X,O,X,X,O,X
SLZJITO,O,O,X,X,O,X
SLZJIOT,O,O,X,X,X,X
SLZJOTI,O,O,X,X,X,X
SLZJOIT,O,O,X,X,X,X
SLZOTIJ,O,X,X,X,O,O
SLZOTJI,O,X,X,X,O,O
SLZOITJ,O,X,X,X,O,O
SLZOIJT,O,O,X,X,O,X
SLZOJTI,O,O,X,X,O,O
SLZOJIT,O,O,X,X,O,X
SLOTIJZ,O,X,X,X,X,O
SLOTIZJ,X,X,X,X,O,O
SLOTJIZ,O,X,X,X,X,O
SLOTJZI,O,X,X,X,X,O
SLOTZIJ,O,X,X,X,O,O
SLOTZJI,O,X,X,X,O,O
SLOITJZ,O,X,X,X,X,O
SLOITZJ,X,X,X,X,O,O
SLOIJTZ,O,O,X,O,X,X
SLOIJZT,O,O,X,O,X,X
SLOIZTJ,O,X,X,X,O,O
SLOIZJT,O,O,X,X,O,X
SLOJTIZ,O,O,X,O,X,O
SLOJTZI,O,O,X,X,X,O
SLOJITZ,O,O,X,O,X,X
SLOJIZT,O,O,X,O,X,X
SLOJZTI,O,O,X,X,X,O
SLOJZIT,O,O,X,X,X,X
SLOZTIJ,O,X,X,X,O,O
SLOZTJI,O,X,X,X,O,O
SLOZITJ,O,X,X,X,O,O
SLOZIJT,O,O,X,X,O,X
SLOZJTI,O,O,X,X,O,O
SLOZJIT,O,O,X,X,O,X
SJTILZO,O,X,X,O,X,X
SJTILOZ,O,O,X,O,X,X
SJTIZLO,X,O,X,O,X,X
SJTIZOL,X,O,X,O,X,O
SJTIOLZ,X,O,X,O,X,O
SJTIOZL,X,O,X,O,X,O
SJTLIZO,O,X,X,O,X,X
SJTLIOZ,O,O,X,O,X,X
SJTLZIO,O,O,X,X,X,X
SJTLZOI,X,O,X,X,X,X
SJTLOIZ,O,O,X,O,X,X
SJTLOZI,O,O,X,X,X,X
SJTZILO,O,O,X,X,X,X
SJTZIOL,X,O,X,X,X,O
SJTZLIO,O,O,X,X,X,X
SJTZLOI,X,O,X,X,X,X
SJTZOIL,X,O,X,X,X,O
SJTZOLI,X,O,X,X,X,O
SJTOILZ,O,O,X,O,X,O
SJTOIZL,X,O,X,O,X,O
SJTOLIZ,O,O,X,O,X,O
SJTOLZI,O,O,X,X,X,O
SJTOZIL,O,O,X,X,X,O
SJTOZLI,O,O,X,X,X,O
SJITLZO,O,X,X,O,X,X
SJITLOZ,O,O,X,O,X,X
SJITZLO,X,O,X,O,X,X
SJITZOL,X,O,X,O,X,X
SJITOLZ,X,O,X,O,X,X
SJITOZL,X,O,X,O,X,X
SJILTZO,O,X,X,O,X,X
SJILTOZ,O,O,X,O,X,X
SJILZTO,O,O,X,O,X,X
SJILZOT,O,O,X,O,X,X
SJILOTZ,O,O,X,O,X,X
SJILOZT,O,O,X,O,X,X
SJIZTLO,O,O,X,O,X,X
SJIZTOL,X,O,X,O,X,X
SJIZLTO,O,O,X,O,X,X
SJIZLOT,O,O,X,O,X,X
SJIZOTL,O,O,X,O,X,X
SJIZOLT,O,O,X,O,X,X
SJIOTLZ,O,O,X,O,X,X
SJIOTZL,X,O,X,O,X,X
SJIOLTZ,O,O,X,O,X,X
SJIOLZT,O,O,X,O,X,X
SJIOZTL,O,O,X,O,X,X
SJIOZLT,O,O,X,O,X,X
SJLTIZO,O,X,X,O,X,X
SJLTIOZ,O,O,X,O,X,X
SJLTZIO,O,O,X,X,X,X
SJLTZOI,X,O,X,X,X,X
SJLTOIZ,O,O,X,O,X,X
SJLTOZI,O,O,X,X,X,X
SJLITZO,O,X,X,O,X,X
SJLITOZ,O,O,X,O,X,X
SJLIZTO,O,O,X,O,X,X
SJLIZOT,O,O,X,O,X,X
SJLIOTZ,O,O,X,O,X,X
SJLIOZT,O,O,X,O,X,X
SJLZTIO,O,O,X,X,X,X
SJLZTOI,X,O,X,X,X,X
SJLZITO,O,O,X,X,X,X
SJLZIOT,O,O,X,X,X,X
SJLZOTI,O,O,X,X,X,X
SJLZOIT,O,O,X,X,X,X
SJLOTIZ,O,O,X,O,X,X
SJLOTZI,O,O,X,X,X,X
SJLOITZ,O,O,X,O,X,X
SJLOIZT,O,O,X,O,X,X
SJLOZTI,O,O,X,X,X,X
SJLOZIT,O,O,X,X,X,X
SJZTILO,O,O,X,X,X,X
SJZTIOL,X,O,X,X,X,O
SJZTLIO,O,O,X,X,X,X
SJZTLOI,X,O,X,X,X,X
SJZTOIL,X,O,X,X,X,O
SJZTOLI,X,O,X,X,X,O
SJZITLO,O,O,X,X,X,X
SJZITOL,X,O,X,X,X,X
SJZILTO,O,O,X,X,X,X
SJZILOT,O,O,X,X,X,X
SJZIOTL,O,O,X,X,X,X
SJZIOLT,O,O,X,X,X,X
SJZLTIO,O,O,X,X,X,X
SJZLTOI,X,O,X,X,X,X
SJZLITO,O,O,X,X,X,X
SJZLIOT,O,O,X,X,X,X
SJZLOTI,O,O,X,X,X,X
SJZLOIT,O,O,X,X,X,X
SJZOTIL,O,O,X,X,X,O
SJZOTLI,O,O,X,X,X,O
SJZOITL,O,O,X,X,X,X
SJZOILT,O,O,X,X,X,X
SJZOLTI,O,O,X,X,X,O
SJZOLIT,O,O,X,X,X,X
SJOTILZ,O,O,X,O,X,O
SJOTIZL,X,O,X,O,X,O
SJOTLIZ,O,O,X,O,X,O
SJOTLZI,O,O,X,X,X,O
SJOTZIL,O,O,X,X,X,O
SJOTZLI,O,O,X,X,X,O
SJOITLZ,O,O,X,O,X,X
SJOITZL,X,O,X,O,X,X
SJOILTZ,O,O,X,O,X,X
SJOILZT,O,O,X,O,X,X
SJOIZTL,O,O,X,O,X,X
SJOIZLT,O,O,X,O,X,X
SJOLTIZ,O,O,X,O,X,O
SJOLTZI,O,O,X,X,X,O
SJOLITZ,O,O,X,O,X,X
SJOLIZT,O,O,X,O,X,X
SJOLZTI,O,O,X,X,X,O
SJOLZIT,O,O,X,X,X,X
SJOZTIL,O,O,X,X,X,O
