sequence,v115@QhC8EeF8DeC8JeT/IvhFOlBxhBXjBdsBUrBCrB,v115@QhC8EeF8DeC8JeT/IvhF0gBxhBXjB2qBdsBSwB,v115@QhC8EeF8DeC8JeT/IvhF9mBOnBXjB0lBilBRwB,v115@QhC8EeF8DeC8JeT/IvhFNlBGhBxiB8qB3rBisB,v115@QhC8EeF8DeC8JeT/IvhFxgBXjByqBtrBOsB0qB,v115@QhC8EeF8DeC8JeT/IvhFKlBxhBXjBcrBesBtqB,v115@QhC8EeF8DeC8Jei/IvhFXjBUlBRmB9rBOsBzqB
LSIOTJZ,O,O,O,X,O,X,X
LSIOTZJ,O,X,O,O,O,X,X
LSIOJTZ,O,X,O,X,X,X,X
LSIOJZT,O,O,O,X,X,O,X
LSIOZTJ,X,X,O,O,X,X,X
LSIOZJT,O,X,O,X,X,X,X
LSJTIZO,X,O,X,X,O,X,X
LSJTIOZ,O,O,X,X,O,X,X
LSJTZIO,O,O,X,X,O,O,X
LSJTZOI,O,O,X,X,O,O,X
LSJTOIZ,O,O,X,X,O,X,X
LSJTOZI,O,O,X,X,O,O,X
LSJITZO,X,X,X,X,X,X,X
LSJITOZ,X,X,X,X,X,X,X
LSJIZTO,X,X,X,O,X,O,X
LSJIZOT,X,O,X,X,X,O,X
LSJIOTZ,O,X,X,X,X,X,X
LSJIOZT,O,O,X,X,X,O,X
LSJZTIO,O,O,X,O,X,O,X
LSJZTOI,O,O,X,O,X,O,X
LSJZITO,X,X,X,O,X,O,O
LSJZIOT,O,O,X,X,X,O,O
LSJZOTI,O,O,X,X,X,O,X
LSJZOIT,O,O,X,X,X,O,X
LSJOTIZ,O,O,X,X,O,X,X
LSJOTZI,O,O,X,X,O,O,X
LSJOITZ,O,X,O,X,X,X,X
LSJOIZT,O,O,O,X,X,O,X
LSJOZTI,O,O,X,X,X,O,X
LSJOZIT,O,O,X,X,X,O,X
LSZTIJO,O,X,X,O,O,X,O
LSZTIOJ,O,X,X,O,O,X,O
LSZTJIO,O,X,X,O,O,X,X
LSZTJOI,O,X,X,O,O,X,X
LSZTOIJ,O,X,X,O,O,X,X
LSZTOJI,O,X,X,O,O,X,X
LSZITJO,X,X,X,O,X,X,O
LSZITOJ,X,X,X,O,X,X,O
LSZIJTO,X,X,X,O,X,X,O
LSZIJOT,O,X,X,X,X,X,O
LSZIOTJ,X,X,X,O,X,X,O
LSZIOJT,O,X,X,X,X,X,O
LSZJTIO,O,X,X,O,X,O,X
LSZJTOI,O,X,X,O,X,O,X
LSZJITO,X,X,X,O,X,O,O
LSZJIOT,O,X,X,X,X,O,O
LSZJOTI,O,X,X,X,X,O,X
LSZJOIT,O,X,X,X,X,O,X
LSZOTIJ,O,X,X,O,O,X,X
LSZOTJI,O,X,X,O,O,X,X
LSZOITJ,X,X,X,O,X,X,O
LSZOIJT,O,X,X,X,X,X,O
LSZOJTI,O,X,X,X,X,O,X
LSZOJIT,O,X,X,X,X,O,X
LSOTIJZ,O,O,X,X,O,X,X
LSOTIZJ,O,X,X,O,O,X,X
LSOTJIZ,O,O,X,X,O,X,X
LSOTJZI,O,O,X,X,O,O,X
LSOTZIJ,O,X,X,O,O,X,X
LSOTZJI,O,X,X,O,O,X,X
LSOITJZ,O,O,O,X,O,X,X
LSOITZJ,O,X,O,O,O,X,X
LSOIJTZ,O,X,O,X,X,X,X
LSOIJZT,O,O,O,X,X,O,X
LSOIZTJ,X,X,O,O,X,X,X
LSOIZJT,O,X,O,X,X,X,X
LSOJTIZ,O,O,X,X,O,X,X
LSOJTZI,O,O,X,X,O,O,X
LSOJITZ,O,X,O,X,X,X,X
LSOJIZT,O,O,O,X,X,O,X
LSOJZTI,O,O,X,X,X,O,X
LSOJZIT,O,O,X,X,X,O,X
LSOZTIJ,O,X,X,O,O,X,X
LSOZTJI,O,X,X,O,O,X,X
LSOZITJ,X,X,X,O,X,X,O
LSOZIJT,O,X,X,X,X,X,O
LSOZJTI,O,X,X,X,X,O,X
LSOZJIT,O,X,X,X,X,O,X
LZTIJSO,O,X,X,X,O,X,X
LZTIJOS,O,X,X,X,O,X,X
LZTISJO,O,X,X,X,O,X,O
LZTISOJ,O,X,X,X,O,X,O
LZTIOJS,O,X,X,X,O,X,X
LZTIOSJ,O,X,X,X,O,X,X
LZTJISO,O,X,X,X,O,O,X
LZTJIOS,O,X,X,X,O,O,X
LZTJSIO,O,X,X,X,O,O,X
LZTJSOI,O,X,X,X,O,O,X
LZTJOIS,O,X,X,X,O,O,X
LZTJOSI,O,X,X,X,O,O,X
LZTSIJO,O,X,X,O,O,X,O
LZTSIOJ,O,X,X,O,O,X,O
LZTSJIO,O,X,X,O,O,X,X
LZTSJOI,O,X,X,O,O,X,X
LZTSOIJ,O,X,X,O,O,X,X
LZTSOJI,O,X,X,O,O,X,X
LZTOIJS,O,X,X,X,O,X,X
LZTOISJ,O,X,X,X,O,X,X
LZTOJIS,O,X,X,X,O,O,X
LZTOJSI,O,X,X,X,O,O,X
LZTOSIJ,O,X,X,O,O,X,X
LZTOSJI,O,X,X,O,O,X,X
LZITJSO,X,X,X,X,O,X,X
LZITJOS,X,X,X,X,O,X,X
LZITSJO,X,X,X,X,O,X,O
LZITSOJ,X,X,X,X,O,X,O
LZITOJS,X,X,X,X,O,X,X
LZITOSJ,X,X,X,X,O,X,X
LZIJTSO,X,X,X,X,X,O,X
LZIJTOS,X,X,X,X,X,O,X
LZIJSTO,X,X,X,X,X,O,O
LZIJSOT,X,X,X,X,X,O,O
LZIJOTS,X,X,X,X,X,O,X
LZIJOST,X,X,X,X,X,O,X
LZISTJO,X,X,X,X,X,X,O
LZISTOJ,X,X,X,X,X,X,O
LZISJTO,X,X,X,X,X,X,O
LZISJOT,X,X,X,X,X,X,O
LZISOTJ,X,X,X,X,X,X,O
LZISOJT,X,X,X,X,X,X,O
LZIOTJS,X,X,X,X,O,X,X
LZIOTSJ,X,X,X,X,O,X,X
LZIOJTS,X,X,X,X,X,O,X
LZIOJST,X,X,X,X,X,O,X
LZIOSTJ,X,X,X,X,X,X,O
LZIOSJT,X,X,X,X,X,X,O
LZJTISO,O,X,X,X,X,O,X
LZJTIOS,O,X,X,X,X,O,X
LZJTSIO,O,X,X,X,X,O,X
LZJTSOI,O,X,X,X,X,O,X
LZJTOIS,O,X,X,X,X,O,X
LZJTOSI,O,X,X,X,X,O,X
LZJITSO,X,X,X,X,X,O,X
LZJITOS,X,X,X,X,X,O,X
LZJISTO,X,X,X,X,X,O,O
LZJISOT,X,X,X,X,X,O,O
LZJIOTS,X,X,X,X,X,O,X
LZJIOST,X,X,X,X,X,O,X
LZJSTIO,O,X,X,X,X,O,X
LZJSTOI,O,X,X,X,X,O,X
LZJSITO,X,X,X,X,X,O,O
LZJSIOT,O,X,X,X,X,O,O
LZJSOTI,O,X,X,X,X,O,X
LZJSOIT,O,X,X,X,X,O,X
LZJOTIS,O,X,X,X,X,O,X
LZJOTSI,O,X,X,X,X,O,X
LZJOITS,X,X,X,X,X,O,X
LZJOIST,X,X,X,X,X,O,X
LZJOSTI,O,X,X,X,X,O,X
LZJOSIT,O,X,X,X,X,O,X
LZSTIJO,O,X,X,O,O,X,O
LZSTIOJ,O,X,X,O,O,X,O
LZSTJIO,O,X,X,O,O,X,X
LZSTJOI,O,X,X,O,O,X,X
LZSTOIJ,O,X,X,O,O,X,X
LZSTOJI,O,X,X,O,O,X,X
LZSITJO,X,X,X,O,X,X,O
LZSITOJ,X,X,X,O,X,X,O
LZSIJTO,X,X,X,O,X,X,O
LZSIJOT,O,X,X,X,X,X,O
LZSIOTJ,X,X,X,O,X,X,O
LZSIOJT,O,X,X,X,X,X,O
LZSJTIO,O,X,X,O,X,O,X
LZSJTOI,O,X,X,O,X,O,X
LZSJITO,X,X,X,O,X,O,O
LZSJIOT,O,X,X,X,X,O,O
LZSJOTI,O,X,X,X,X,O,X
LZSJOIT,O,X,X,X,X,O,X
LZSOTIJ,O,X,X,O,O,X,X
LZSOTJI,O,X,X,O,O,X,X
LZSOITJ,X,X,X,O,X,X,O
LZSOIJT,O,X,X,X,X,X,O
LZSOJTI,O,X,X,X,X,O,X
LZSOJIT,O,X,X,X,X,O,X
LZOTIJS,O,X,X,X,O,X,X
LZOTISJ,O,X,X,X,O,X,X
LZOTJIS,O,X,X,X,O,O,X
LZOTJSI,O,X,X,X,O,O,X
LZOTSIJ,O,X,X,O,O,X,X
LZOTSJI,O,X,X,O,O,X,X
LZOITJS,X,X,X,X,O,X,X
LZOITSJ,X,X,X,X,O,X,X
LZOIJTS,X,X,X,X,X,O,X
LZOIJST,X,X,X,X,X,O,X
LZOISTJ,X,X,X,X,X,X,O
LZOISJT,X,X,X,X,X,X,O
LZOJTIS,O,X,X,X,X,O,X
LZOJTSI,O,X,X,X,X,O,X
LZOJITS,X,X,X,X,X,O,X
LZOJIST,X,X,X,X,X,O,X
LZOJSTI,O,X,X,X,X,O,X
LZOJSIT,O,X,X,X,X,O,X
LZOSTIJ,O,X,X,O,O,X,X
LZOSTJI,O,X,X,O,O,X,X
LZOSITJ,X,X,X,O,X,X,O
LZOSIJT,O,X,X,X,X,X,O
LZOSJTI,O,X,X,X,X,O,X
LZOSJIT,O,X,X,X,X,O,X
LOTIJSZ,O,O,X,X,O,X,X
LOTIJZS,X,O,X,X,O,X,X
LOTISJZ,O,O,X,X,O,X,X
LOTISZJ,O,X,X,O,O,X,X
LOTIZJS,O,X,X,X,O,X,X
LOTIZSJ,O,X,X,X,O,X,X
LOTJISZ,O,O,X,X,O,X,X
LOTJIZS,X,O,X,X,O,X,X
LOTJSIZ,O,O,X,X,O,X,X
LOTJSZI,O,O,X,X,O,O,X
LOTJZIS,O,O,X,X,O,O,X
LOTJZSI,O,O,X,X,O,O,X
LOTSIJZ,O,O,X,X,O,X,X
LOTSIZJ,O,X,X,O,O,X,X
LOTSJIZ,O,O,X,X,O,X,X
LOTSJZI,O,O,X,X,O,O,X
LOTSZIJ,O,X,X,O,O,X,X
LOTSZJI,O,X,X,O,O,X,X
LOTZIJS,O,X,X,X,O,X,X
LOTZISJ,O,X,X,X,O,X,X
LOTZJIS,O,X,X,X,O,O,X
LOTZJSI,O,X,X,X,O,O,X
LOTZSIJ,O,X,X,O,O,X,X
LOTZSJI,O,X,X,O,O,X,X
LOITJSZ,X,X,O,X,O,X,X
LOITJZS,X,X,O,X,O,X,X
LOITSJZ,X,X,O,X,O,X,X
LOITSZJ,X,X,O,O,O,X,X
LOITZJS,X,X,O,X,O,X,X
LOITZSJ,X,X,O,X,O,X,X
LOIJTSZ,X,X,O,X,O,X,X
LOIJTZS,X,X,O,X,O,X,X
LOIJSTZ,X,X,O,X,X,X,X
LOIJSZT,X,X,O,X,X,O,X
LOIJZTS,X,X,O,X,X,O,X
LOIJZST,X,X,O,X,X,O,X
LOISTJZ,X,X,O,X,O,X,X
LOISTZJ,X,X,O,O,O,X,X
LOISJTZ,X,X,O,X,X,X,X
LOISJZT,X,X,O,X,X,O,X
LOISZTJ,X,X,O,O,X,X,X
LOISZJT,X,X,O,X,X,X,X
LOIZTJS,X,X,O,X,O,X,X
LOIZTSJ,X,X,O,X,O,X,X
LOIZJTS,X,X,O,X,X,O,X
LOIZJST,X,X,O,X,X,O,X
LOIZSTJ,X,X,O,X,X,X,X
LOIZSJT,X,X,O,X,X,X,X
LOJTISZ,O,O,X,X,O,X,X
LOJTIZS,X,O,X,X,O,X,X
LOJTSIZ,O,O,X,X,O,X,X
LOJTSZI,O,O,X,X,O,O,X
LOJTZIS,O,O,X,X,O,O,X
LOJTZSI,O,O,X,X,O,O,X
LOJITSZ,X,X,X,X,O,X,X
LOJITZS,X,X,X,X,O,X,X
LOJISTZ,X,X,X,X,X,X,X
LOJISZT,X,X,X,X,X,O,X
LOJIZTS,X,X,X,X,X,O,X
LOJIZST,X,X,X,X,X,O,X
LOJSTIZ,O,O,X,X,O,X,X
LOJSTZI,O,O,X,X,O,O,X
LOJSITZ,O,X,X,X,X,X,X
LOJSIZT,O,O,X,X,X,O,X
LOJSZTI,O,O,X,X,X,O,X
LOJSZIT,O,O,X,X,X,O,X
LOJZTIS,O,O,X,X,X,O,X
LOJZTSI,O,O,X,X,X,O,X
LOJZITS,X,X,X,X,X,O,X
LOJZIST,X,O,X,X,X,O,X
LOJZSTI,O,O,X,X,X,O,X
LOJZSIT,O,O,X,X,X,O,X
LOSTIJZ,O,O,X,X,O,X,X
LOSTIZJ,O,X,X,O,O,X,X
LOSTJIZ,O,O,X,X,O,X,X
LOSTJZI,O,O,X,X,O,O,X
LOSTZIJ,O,X,X,O,O,X,X
LOSTZJI,O,X,X,O,O,X,X
LOSITJZ,O,O,O,X,O,X,X
LOSITZJ,O,X,O,O,O,X,X
LOSIJTZ,O,X,O,X,X,X,X
LOSIJZT,O,O,O,X,X,O,X
LOSIZTJ,X,X,O,O,X,X,X
LOSIZJT,O,X,O,X,X,X,X
LOSJTIZ,O,O,X,X,O,X,X
LOSJTZI,O,O,X,X,O,O,X
LOSJITZ,O,X,O,X,X,X,X
LOSJIZT,O,O,O,X,X,O,X
LOSJZTI,O,O,X,X,X,O,X
LOSJZIT,O,O,X,X,X,O,X
LOSZTIJ,O,X,X,O,O,X,X
LOSZTJI,O,X,X,O,O,X,X
LOSZITJ,X,X,X,O,X,X,O
LOSZIJT,O,X,X,X,X,X,O
LOSZJTI,O,X,X,X,X,O,X
LOSZJIT,O,X,X,X,X,O,X
LOZTIJS,O,X,X,X,O,X,X
LOZTISJ,O,X,X,X,O,X,X
LOZTJIS,O,X,X,X,O,O,X
LOZTJSI,O,X,X,X,O,O,X
LOZTSIJ,O,X,X,O,O,X,X
LOZTSJI,O,X,X,O,O,X,X
LOZITJS,X,X,X,X,O,X,X
LOZITSJ,X,X,X,X,O,X,X
LOZIJTS,X,X,X,X,X,O,X
LOZIJST,X,X,X,X,X,O,X
LOZISTJ,X,X,X,X,X,X,O
LOZISJT,X,X,X,X,X,X,O
LOZJTIS,O,X,X,X,X,O,X
LOZJTSI,O,X,X,X,X,O,X
LOZJITS,X,X,X,X,X,O,X
LOZJIST,X,X,X,X,X,O,X
LOZJSTI,O,X,X,X,X,O,X
LOZJSIT,O,X,X,X,X,O,X
LOZSTIJ,O,X,X,O,O,X,X
LOZSTJI,O,X,X,O,O,X,X
LOZSITJ,X,X,X,O,X,X,O
LOZSIJT,O,X,X,X,X,X,O
LOZSJTI,O,X,X,X,X,O,X
LOZSJIT,O,X,X,X,X,O,X
JTILSZO,X,O,X,X,X,X,X
JTILSOZ,O,O,X,X,X,X,X
JTILZSO,X,O,X,X,X,X,X
JTILZOS,X,O,X,X,X,X,X
JTILOSZ,O,O,X,X,X,X,X
JTILOZS,X,O,X,X,X,X,X
JTISLZO,X,O,X,X,X,X,X
JTISLOZ,O,O,X,X,X,X,X
JTISZLO,O,O,X,O,X,X,X
JTISZOL,O,O,X,O,X,X,X
JTISOLZ,O,O,X,X,X,X,X
JTISOZL,O,O,X,O,X,X,X
JTIZLSO,O,O,X,X,X,X,X
JTIZLOS,O,O,X,X,X,X,X
JTIZSLO,O,O,X,X,X,X,X
JTIZSOL,O,O,X,X,X,X,X
JTIZOLS,O,O,X,X,X,X,X
JTIZOSL,O,O,X,X,X,X,X
JTIOLSZ,O,O,X,X,X,X,X
JTIOLZS,X,O,X,X,X,X,X
JTIOSLZ,O,O,X,X,X,X,X
JTIOSZL,O,O,X,O,X,X,X
JTIOZLS,O,O,X,X,X,X,X
JTIOZSL,O,O,X,X,X,X,X
JTLISZO,X,O,X,X,O,X,X
JTLISOZ,O,O,X,X,O,X,X
JTLIZSO,X,O,X,X,O,X,X
JTLIZOS,X,O,X,X,O,X,X
JTLIOSZ,O,O,X,X,O,X,X
JTLIOZS,X,O,X,X,O,X,X
JTLSIZO,X,O,X,X,O,X,X
JTLSIOZ,O,O,X,X,O,X,X
JTLSZIO,O,O,X,X,O,O,X
JTLSZOI,O,O,X,X,O,O,X
JTLSOIZ,O,O,X,X,O,X,X
JTLSOZI,O,O,X,X,O,O,X
JTLZISO,O,O,X,X,O,O,X
JTLZIOS,O,O,X,X,O,O,X
JTLZSIO,O,O,X,X,O,O,X
JTLZSOI,O,O,X,X,O,O,X
JTLZOIS,O,O,X,X,O,O,X
JTLZOSI,O,O,X,X,O,O,X
JTLOISZ,O,O,X,X,O,X,X
JTLOIZS,X,O,X,X,O,X,X
JTLOSIZ,O,O,X,X,O,X,X
JTLOSZI,O,O,X,X,O,O,X
JTLOZIS,O,O,X,X,O,O,X
JTLOZSI,O,O,X,X,O,O,X
JTSILZO,X,O,X,X,X,X,X
JTSILOZ,O,O,X,X,X,X,X
JTSIZLO,O,O,X,O,X,X,X
JTSIZOL,O,O,X,O,X,X,X
JTSIOLZ,O,O,X,X,X,X,X
JTSIOZL,O,O,X,O,X,X,X
JTSLIZO,X,O,X,X,O,X,X
JTSLIOZ,O,O,X,X,O,X,X
JTSLZIO,O,O,X,X,O,O,X
JTSLZOI,O,O,X,X,O,O,X
JTSLOIZ,O,O,X,X,O,X,X
JTSLOZI,O,O,X,X,O,O,X
JTSZILO,O,O,X,O,X,X,X
JTSZIOL,O,O,X,O,X,X,X
JTSZLIO,O,O,X,O,X,O,X
JTSZLOI,O,O,X,O,X,O,X
JTSZOIL,O,O,X,O,X,X,X
JTSZOLI,O,O,X,O,X,O,X
JTSOILZ,O,O,X,X,X,X,X
JTSOIZL,O,O,X,O,X,X,X
JTSOLIZ,O,O,X,X,O,X,X
JTSOLZI,O,O,X,X,O,O,X
JTSOZIL,O,O,X,O,X,X,X
JTSOZLI,O,O,X,O,X,O,X
JTZILSO,O,O,X,X,X,X,X
JTZILOS,O,O,X,X,X,X,X
JTZISLO,O,O,X,X,X,X,X
JTZISOL,O,O,X,X,X,X,X
JTZIOLS,O,O,X,X,X,X,X
JTZIOSL,O,O,X,X,X,X,X
JTZLISO,O,O,X,X,X,O,X
JTZLIOS,O,O,X,X,X,O,X
JTZLSIO,O,O,X,X,X,O,X
JTZLSOI,O,O,X,X,X,O,X
JTZLOIS,O,O,X,X,X,O,X
JTZLOSI,O,O,X,X,X,O,X
JTZSILO,O,O,X,O,X,X,X
JTZSIOL,O,O,X,O,X,X,X
JTZSLIO,O,O,X,O,X,O,X
JTZSLOI,O,O,X,O,X,O,X
JTZSOIL,O,O,X,O,X,X,X
JTZSOLI,O,O,X,O,X,O,X
JTZOILS,O,O,X,X,X,X,X
JTZOISL,O,O,X,X,X,X,X
JTZOLIS,O,O,X,X,X,O,X
JTZOLSI,O,O,X,X,X,O,X
JTZOSIL,O,O,X,O,X,X,X
JTZOSLI,O,O,X,O,X,O,X
JTOILSZ,O,O,X,X,X,X,X
JTOILZS,X,O,X,X,X,X,X
JTOISLZ,O,O,X,X,X,X,X
JTOISZL,O,O,X,O,X,X,X
JTOIZLS,O,O,X,X,X,X,X
JTOIZSL,O,O,X,X,X,X,X
JTOLISZ,O,O,X,X,O,X,X
JTOLIZS,X,O,X,X,O,X,X
JTOLSIZ,O,O,X,X,O,X,X
JTOLSZI,O,O,X,X,O,O,X
JTOLZIS,O,O,X,X,O,O,X
JTOLZSI,O,O,X,X,O,O,X
JTOSILZ,O,O,X,X,X,X,X
JTOSIZL,O,O,X,O,X,X,X
JTOSLIZ,O,O,X,X,O,X,X
JTOSLZI,O,O,X,X,O,O,X
JTOSZIL,O,O,X,O,X,X,X
JTOSZLI,O,O,X,O,X,O,X
JTOZILS,O,O,X,X,X,X,X
JTOZISL,O,O,X,X,X,X,X
JTOZLIS,O,O,X,X,X,O,X
JTOZLSI,O,O,X,X,X,O,X
JTOZSIL,O,O,X,O,X,X,X
JTOZSLI,O,O,X,O,X,O,X
JITLSZO,X,O,O,X,X,X,X
JITLSOZ,O,O,O,X,X,X,X
JITLZSO,X,O,O,X,X,X,X
JITLZOS,X,O,O,X,X,X,X
JITLOSZ,O,O,O,X,X,X,X
JITLOZS,X,O,O,X,X,X,X
JITSLZO,X,O,O,X,X,X,X
JITSLOZ,O,O,O,X,X,X,X
JITSZLO,O,O,O,O,X,X,X
JITSZOL,O,O,O,O,X,X,X
JITSOLZ,O,O,O,X,X,X,X
JITSOZL,O,O,O,O,X,X,X
JITZLSO,O,O,O,X,X,X,X
JITZLOS,O,O,O,X,X,X,X
JITZSLO,O,O,O,X,X,X,X
JITZSOL,O,O,O,X,X,X,X
JITZOLS,O,O,O,X,X,X,X
JITZOSL,O,O,O,X,X,X,X
JITOLSZ,O,O,O,X,X,X,X
JITOLZS,X,O,O,X,X,X,X
JITOSLZ,O,O,O,X,X,X,X
JITOSZL,O,O,O,O,X,X,X
JITOZLS,O,O,O,X,X,X,X
JITOZSL,O,O,O,X,X,X,X
JILTSZO,X,X,O,X,X,X,X
JILTSOZ,X,X,O,X,X,X,X
JILTZSO,X,X,O,X,X,X,X
JILTZOS,X,X,O,X,X,X,X
JILTOSZ,X,X,O,X,X,X,X
JILTOZS,X,X,O,X,X,X,X
JILSTZO,X,X,O,X,X,X,X
JILSTOZ,X,X,O,X,X,X,X
JILSZTO,X,X,O,X,X,O,X
JILSZOT,X,X,O,X,X,O,X
JILSOTZ,X,X,O,X,X,X,X
JILSOZT,X,X,O,X,X,O,X
JILZTSO,X,X,O,X,X,O,X
JILZTOS,X,X,O,X,X,O,X
JILZSTO,X,X,O,X,X,O,X
JILZSOT,X,X,O,X,X,O,X
JILZOTS,X,X,O,X,X,O,X
JILZOST,X,X,O,X,X,O,X
JILOTSZ,X,X,O,X,X,X,X
JILOTZS,X,X,O,X,X,X,X
JILOSTZ,X,X,O,X,X,X,X
JILOSZT,X,X,O,X,X,O,X
JILOZTS,X,X,O,X,X,O,X
JILOZST,X,X,O,X,X,O,X
JISTLZO,X,O,O,X,X,X,X
JISTLOZ,O,O,O,X,X,X,X
JISTZLO,O,O,O,O,X,X,X
JISTZOL,O,O,O,O,X,X,X
JISTOLZ,O,O,O,X,X,X,X
JISTOZL,O,O,O,O,X,X,X
JISLTZO,X,X,O,X,X,X,X
JISLTOZ,X,X,O,X,X,X,X
JISLZTO,X,X,O,O,X,O,X
JISLZOT,X,O,O,X,X,O,X
JISLOTZ,O,X,O,X,X,X,X
JISLOZT,O,O,O,X,X,O,X
JISZTLO,O,O,O,O,X,X,X
JISZTOL,O,O,O,O,X,X,X
JISZLTO,X,X,O,O,X,O,X
JISZLOT,O,O,O,X,X,O,X
JISZOTL,O,O,O,O,X,X,X
JISZOLT,O,O,O,X,X,O,X
JISOTLZ,O,O,O,X,X,X,X
JISOTZL,O,O,O,O,X,X,X
JISOLTZ,O,X,O,X,X,X,X
JISOLZT,O,O,O,X,X,O,X
JISOZTL,O,O,O,O,X,X,X
JISOZLT,O,O,O,X,X,O,X
JIZTLSO,O,O,O,X,X,X,X
JIZTLOS,O,O,O,X,X,X,X
JIZTSLO,O,O,O,X,X,X,X
JIZTSOL,O,O,O,X,X,X,X
JIZTOLS,O,O,O,X,X,X,X
JIZTOSL,O,O,O,X,X,X,X
JIZLTSO,X,X,O,X,X,O,X
JIZLTOS,X,X,O,X,X,O,X
JIZLSTO,X,X,O,X,X,O,X
JIZLSOT,X,O,O,X,X,O,X
JIZLOTS,X,X,O,X,X,O,X
JIZLOST,X,O,O,X,X,O,X
JIZSTLO,O,O,O,X,X,X,X
JIZSTOL,O,O,O,X,X,X,X
JIZSLTO,X,X,O,X,X,O,X
JIZSLOT,O,O,O,X,X,O,X
JIZSOTL,O,O,O,X,X,X,X
JIZSOLT,O,O,O,X,X,O,X
JIZOTLS,O,O,O,X,X,X,X
JIZOTSL,O,O,O,X,X,X,X
JIZOLTS,X,X,O,X,X,O,X
JIZOLST,X,O,O,X,X,O,X
JIZOSTL,O,O,O,X,X,X,X
JIZOSLT,O,O,O,X,X,O,X
JIOTLSZ,O,O,O,X,X,X,X
JIOTLZS,X,O,O,X,X,X,X
JIOTSLZ,O,O,O,X,X,X,X
JIOTSZL,O,O,O,O,X,X,X
JIOTZLS,O,O,O,X,X,X,X
JIOTZSL,O,O,O,X,X,X,X
JIOLTSZ,X,X,O,X,X,X,X
JIOLTZS,X,X,O,X,X,X,X
JIOLSTZ,X,X,O,X,X,X,X
JIOLSZT,X,X,O,X,X,O,X
JIOLZTS,X,X,O,X,X,O,X
JIOLZST,X,X,O,X,X,O,X
JIOSTLZ,O,O,O,X,X,X,X
JIOSTZL,O,O,O,O,X,X,X
JIOSLTZ,O,X,O,X,X,X,X
JIOSLZT,O,O,O,X,X,O,X
JIOSZTL,O,O,O,O,X,X,X
JIOSZLT,O,O,O,X,X,O,X
JIOZTLS,O,O,O,X,X,X,X
JIOZTSL,O,O,O,X,X,X,X
JIOZLTS,X,X,O,X,X,O,X
JIOZLST,X,O,O,X,X,O,X
JIOZSTL,O,O,O,X,X,X,X
JIOZSLT,O,O,O,X,X,O,X
JLTISZO,X,O,X,X,O,X,X
JLTISOZ,O,O,X,X,O,X,X
JLTIZSO,X,O,X,X,O,X,X
JLTIZOS,X,O,X,X,O,X,X
JLTIOSZ,O,O,X,X,O,X,X
JLTIOZS,X,O,X,X,O,X,X
JLTSIZO,X,O,X,X,O,X,X
JLTSIOZ,O,O,X,X,O,X,X
JLTSZIO,O,O,X,X,O,O,X
JLTSZOI,O,O,X,X,O,O,X
JLTSOIZ,O,O,X,X,O,X,X
JLTSOZI,O,O,X,X,O,O,X
JLTZISO,O,O,X,X,O,O,X
JLTZIOS,O,O,X,X,O,O,X
JLTZSIO,O,O,X,X,O,O,X
JLTZSOI,O,O,X,X,O,O,X
JLTZOIS,O,O,X,X,O,O,X
JLTZOSI,O,O,X,X,O,O,X
JLTOISZ,O,O,X,X,O,X,X
JLTOIZS,X,O,X,X,O,X,X
JLTOSIZ,O,O,X,X,O,X,X
JLTOSZI,O,O,X,X,O,O,X
JLTOZIS,O,O,X,X,O,O,X
JLTOZSI,O,O,X,X,O,O,X
JLITSZO,X,X,X,X,O,X,X
JLITSOZ,X,X,X,X,O,X,X
JLITZSO,X,X,X,X,O,X,X
JLITZOS,X,X,X,X,O,X,X
JLITOSZ,X,X,X,X,O,X,X
JLITOZS,X,X,X,X,O,X,X
JLISTZO,X,X,X,X,X,X,X
JLISTOZ,X,X,X,X,X,X,X
JLISZTO,X,X,X,X,X,O,X
JLISZOT,X,X,X,X,X,O,X
JLISOTZ,X,X,X,X,X,X,X
JLISOZT,X,X,X,X,X,O,X
JLIZTSO,X,X,X,X,X,O,X
JLIZTOS,X,X,X,X,X,O,X
JLIZSTO,X,X,X,X,X,O,X
JLIZSOT,X,X,X,X,X,O,X
JLIZOTS,X,X,X,X,X,O,X
JLIZOST,X,X,X,X,X,O,X
JLIOTSZ,X,X,X,X,O,X,X
JLIOTZS,X,X,X,X,O,X,X
JLIOSTZ,X,X,X,X,X,X,X
JLIOSZT,X,X,X,X,X,O,X
JLIOZTS,X,X,X,X,X,O,X
JLIOZST,X,X,X,X,X,O,X
JLSTIZO,X,O,X,X,O,X,X
JLSTIOZ,O,O,X,X,O,X,X
JLSTZIO,O,O,X,X,O,O,X
JLSTZOI,O,O,X,X,O,O,X
JLSTOIZ,O,O,X,X,O,X,X
JLSTOZI,O,O,X,X,O,O,X
JLSITZO,X,X,X,X,X,X,X
JLSITOZ,X,X,X,X,X,X,X
JLSIZTO,X,X,X,X,X,O,X
JLSIZOT,X,O,X,X,X,O,X
JLSIOTZ,O,X,X,X,X,X,X
JLSIOZT,O,O,X,X,X,O,X
JLSZTIO,O,O,X,X,X,O,X
JLSZTOI,O,O,X,X,X,O,X
JLSZITO,X,X,X,X,X,O,O
JLSZIOT,O,O,X,X,X,O,O
JLSZOTI,O,O,X,X,X,O,X
JLSZOIT,O,O,X,X,X,O,X
JLSOTIZ,O,O,X,X,O,X,X
