sequence,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeCAJvhFmiB5oB?XlBlmBcsBTrB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeuEJvhF8mBziB?5oBilBXsBFrB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeuEJvhFclBihB?ziB5oBFsB3rB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeGAJvhF/mBFiB?8nB5oBzkBywB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeuEJvhFXiB8nB?5oBilBzrBFrB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeCAJvhFziB5oB?XlBFsBOrB8rB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeCAJvhFThBOnB?8nB5oBXlB1wB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeuEJvhFclBThB?5oBlnB3rBisB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeWFJvhFxiBlmB?csB6tBXlBTrB
LZSIJTO,O,O,O,O,X,X,O,O,O
LZSIJOT,O,O,O,O,O,X,X,O,X
LZSIOTJ,O,O,X,O,O,X,O,O,X
LZSIOJT,O,O,O,O,O,X,X,O,X
LZSJTIO,O,O,O,O,X,X,O,O,O
LZSJTOI,O,O,O,O,X,X,O,O,O
LZSJITO,O,O,O,O,X,X,O,O,O
LZSJIOT,O,O,O,O,O,X,X,O,X
LZSJOTI,O,O,X,O,O,X,X,O,X
LZSJOIT,O,O,O,O,O,X,X,O,X
LZSOTIJ,O,O,X,O,O,X,O,O,X
LZSOTJI,O,O,X,O,O,X,O,O,X
LZSOITJ,O,O,X,O,O,X,O,O,X
LZSOIJT,O,O,O,O,O,X,X,O,X
LZSOJTI,O,O,X,O,O,X,X,O,X
LZSOJIT,O,O,O,O,O,X,X,O,X
LZOTIJS,X,X,O,O,O,X,X,X,O
LZOTISJ,X,X,O,O,O,X,X,X,X
LZOTJIS,X,X,O,O,O,X,X,X,O
LZOTJSI,X,X,O,O,O,X,X,X,O
LZOTSIJ,X,X,O,O,O,X,X,X,X
LZOTSJI,X,X,O,O,O,X,X,X,X
LZOITJS,X,X,O,O,O,X,X,X,O
LZOITSJ,X,X,O,O,O,X,X,X,X
LZOIJTS,X,X,O,O,O,X,X,X,O
LZOIJST,X,O,O,O,O,X,X,O,X
LZOISTJ,X,O,X,O,O,X,X,O,X
LZOISJT,X,O,O,O,O,X,X,O,X
LZOJTIS,X,X,O,O,O,X,X,X,O
LZOJTSI,X,X,O,O,O,X,X,X,O
LZOJITS,X,X,O,O,O,X,X,X,O
LZOJIST,X,O,O,O,O,X,X,O,X
LZOJSTI,X,O,X,O,O,X,X,O,X
LZOJSIT,X,O,O,O,O,X,X,O,X
LZOSTIJ,X,O,X,O,O,X,X,O,X
LZOSTJI,X,O,X,O,O,X,X,O,X
LZOSITJ,X,O,X,O,O,X,X,O,X
LZOSIJT,X,O,O,O,O,X,X,O,X
LZOSJTI,X,O,X,O,O,X,X,O,X
LZOSJIT,X,O,O,O,O,X,X,O,X
LOTIJSZ,X,O,X,X,X,X,X,X,X
LOTIJZS,X,X,O,X,O,X,X,X,X
LOTISJZ,X,O,X,X,X,O,X,X,X
LOTISZJ,X,O,O,X,X,O,X,X,X
LOTIZJS,X,X,O,X,O,X,X,X,X
LOTIZSJ,X,X,O,X,O,X,X,X,X
LOTJISZ,X,O,X,X,X,X,X,X,X
LOTJIZS,X,X,O,X,O,X,X,X,X
LOTJSIZ,X,O,X,X,X,X,X,X,X
LOTJSZI,X,O,X,X,X,X,X,X,X
LOTJZIS,X,X,O,X,O,X,X,X,X
LOTJZSI,X,X,O,X,O,X,X,X,X
LOTSIJZ,X,O,X,X,X,O,X,X,X
LOTSIZJ,X,O,O,X,X,O,X,X,X
LOTSJIZ,X,O,X,X,X,O,X,X,X
LOTSJZI,X,O,X,X,X,X,X,X,X
LOTSZIJ,X,O,O,X,X,O,X,X,X
LOTSZJI,X,O,O,X,X,X,X,X,X
LOTZIJS,X,X,O,X,O,X,X,X,X
LOTZISJ,X,X,O,X,O,X,X,X,X
LOTZJIS,X,X,O,X,O,X,X,X,X
LOTZJSI,X,X,O,X,O,X,X,X,X
LOTZSIJ,X,X,O,X,O,X,X,X,X
LOTZSJI,X,X,O,X,O,X,X,X,X
LOITJSZ,X,O,X,X,X,X,X,X,X
LOITJZS,X,X,O,X,O,X,X,X,X
LOITSJZ,X,O,X,X,X,O,X,X,X
LOITSZJ,X,O,O,X,X,O,X,X,X
LOITZJS,X,X,O,X,O,X,X,X,X
LOITZSJ,X,X,O,X,O,X,X,X,X
LOIJTSZ,X,O,X,X,X,X,X,X,X
LOIJTZS,X,X,X,X,O,X,X,X,X
LOIJSTZ,X,O,X,X,X,X,X,X,X
LOIJSZT,X,O,X,O,O,X,X,X,X
LOIJZTS,X,X,O,O,O,X,X,X,O
LOIJZST,X,O,O,O,O,X,X,X,X
LOISTJZ,X,O,X,X,X,O,X,X,X
LOISTZJ,X,O,X,X,X,O,X,O,X
LOISJTZ,X,O,X,X,X,O,X,X,X
LOISJZT,X,O,X,O,O,X,X,X,X
LOISZTJ,X,O,X,O,O,O,X,O,X
LOISZJT,X,O,O,O,O,X,X,O,X
LOIZTJS,X,X,O,O,O,X,X,X,O
LOIZTSJ,X,X,O,O,O,X,X,X,X
LOIZJTS,X,X,O,O,O,X,X,X,O
LOIZJST,X,O,O,O,O,X,X,O,X
LOIZSTJ,X,O,X,O,O,X,X,O,X
LOIZSJT,X,O,O,O,O,X,X,O,X
LOJTISZ,X,O,X,X,X,X,X,X,X
LOJTIZS,X,X,X,X,O,X,X,X,X
LOJTSIZ,X,O,X,X,X,X,X,X,X
LOJTSZI,X,O,X,X,X,X,X,X,X
LOJTZIS,X,X,X,X,O,X,X,X,X
LOJTZSI,X,X,X,X,O,X,X,X,X
LOJITSZ,X,O,X,X,X,X,X,X,X
LOJITZS,X,X,X,X,O,X,X,X,X
LOJISTZ,X,O,X,X,X,X,X,X,X
LOJISZT,X,O,X,O,O,X,X,X,X
LOJIZTS,X,X,O,O,O,X,X,X,O
LOJIZST,X,O,O,O,O,X,X,X,X
LOJSTIZ,X,O,X,X,X,X,X,X,X
LOJSTZI,X,O,X,X,X,X,X,X,X
LOJSITZ,X,O,X,X,X,X,X,X,X
LOJSIZT,X,O,X,O,O,X,X,X,X
LOJSZTI,X,O,X,O,O,X,X,X,X
LOJSZIT,X,O,X,O,O,X,X,X,X
LOJZTIS,X,X,O,O,O,X,X,X,O
LOJZTSI,X,X,X,O,O,X,X,X,O
LOJZITS,X,X,O,O,O,X,X,X,O
LOJZIST,X,O,O,O,O,X,X,X,X
LOJZSTI,X,O,X,O,O,X,X,X,X
LOJZSIT,X,O,O,O,O,X,X,X,X
LOSTIJZ,X,O,X,X,X,O,X,X,X
LOSTIZJ,X,O,X,X,X,O,X,O,X
LOSTJIZ,X,O,X,X,X,O,X,X,X
LOSTJZI,X,O,X,X,X,X,X,X,X
LOSTZIJ,X,O,X,X,X,O,X,O,X
LOSTZJI,X,O,X,X,X,X,X,O,X
LOSITJZ,X,O,X,X,X,O,X,X,X
LOSITZJ,X,O,X,X,X,O,X,O,X
LOSIJTZ,X,O,X,X,X,O,X,X,X
LOSIJZT,X,O,X,O,O,X,X,X,X
LOSIZTJ,X,O,X,O,O,O,X,O,X
LOSIZJT,X,O,O,O,O,X,X,O,X
LOSJTIZ,X,O,X,X,X,O,X,X,X
LOSJTZI,X,O,X,X,X,X,X,X,X
LOSJITZ,X,O,X,X,X,O,X,X,X
LOSJIZT,X,O,X,O,O,X,X,X,X
LOSJZTI,X,O,X,O,O,X,X,X,X
LOSJZIT,X,O,X,O,O,X,X,X,X
LOSZTIJ,X,O,X,O,O,O,X,O,X
LOSZTJI,X,O,X,O,O,X,X,O,X
LOSZITJ,X,O,X,O,O,O,X,O,X
LOSZIJT,X,O,O,O,O,X,X,O,X
LOSZJTI,X,O,X,O,O,X,X,O,X
LOSZJIT,X,O,O,O,O,X,X,O,X
LOZTIJS,X,X,O,O,O,X,X,X,O
LOZTISJ,X,X,O,O,O,X,X,X,X
LOZTJIS,X,X,O,O,O,X,X,X,O
LOZTJSI,X,X,O,O,O,X,X,X,O
LOZTSIJ,X,X,O,O,O,X,X,X,X
LOZTSJI,X,X,O,O,O,X,X,X,X
LOZITJS,X,X,O,O,O,X,X,X,O
LOZITSJ,X,X,O,O,O,X,X,X,X
LOZIJTS,X,X,O,O,O,X,X,X,O
LOZIJST,X,O,O,O,O,X,X,O,X
LOZISTJ,X,O,X,O,O,X,X,O,X
LOZISJT,X,O,O,O,O,X,X,O,X
LOZJTIS,X,X,O,O,O,X,X,X,O
LOZJTSI,X,X,O,O,O,X,X,X,O
LOZJITS,X,X,O,O,O,X,X,X,O
LOZJIST,X,O,O,O,O,X,X,O,X
LOZJSTI,X,O,X,O,O,X,X,O,X
LOZJSIT,X,O,O,O,O,X,X,O,X
LOZSTIJ,X,O,X,O,O,X,X,O,X
LOZSTJI,X,O,X,O,O,X,X,O,X
LOZSITJ,X,O,X,O,O,X,X,O,X
LOZSIJT,X,O,O,O,O,X,X,O,X
LOZSJTI,X,O,X,O,O,X,X,O,X
LOZSJIT,X,O,O,O,O,X,X,O,X
JTILSZO,X,O,X,X,X,X,X,X,X
JTILSOZ,X,O,X,X,X,X,X,X,X
JTILZSO,X,X,O,X,X,X,X,X,X
JTILZOS,X,X,O,X,O,X,X,X,X
JTILOSZ,X,O,X,X,X,X,X,X,X
JTILOZS,X,X,O,X,O,X,X,X,X
JTISLZO,O,O,X,X,X,O,X,X,X
JTISLOZ,X,O,X,X,X,O,X,X,X
JTISZLO,O,X,X,O,X,O,X,O,X
JTISZOL,O,X,X,O,X,O,X,O,X
JTISOLZ,X,O,X,X,X,O,X,X,X
JTISOZL,X,X,X,X,X,O,X,O,X
JTIZLSO,O,X,O,O,X,X,X,O,X
JTIZLOS,X,X,O,X,O,X,X,X,X
JTIZSLO,O,X,O,O,X,X,X,O,X
JTIZSOL,O,X,O,O,X,X,X,O,X
JTIZOLS,X,X,O,X,O,X,X,X,X
JTIZOSL,O,X,O,X,X,X,X,O,X
JTIOLSZ,X,O,X,X,X,X,X,X,X
JTIOLZS,X,X,O,X,O,X,X,X,X
JTIOSLZ,X,O,X,X,X,O,X,X,X
JTIOSZL,X,X,X,X,X,O,X,X,X
JTIOZLS,X,X,O,X,O,X,X,X,X
JTIOZSL,X,X,O,X,X,X,X,X,X
JTLISZO,X,O,X,X,X,X,X,X,X
JTLISOZ,X,O,X,X,X,X,X,X,X
JTLIZSO,X,X,O,X,X,X,X,X,O
JTLIZOS,X,X,O,X,O,X,X,X,O
JTLIOSZ,X,O,X,X,X,X,X,X,X
JTLIOZS,X,X,O,X,O,X,X,X,X
JTLSIZO,X,O,X,X,X,X,X,X,X
JTLSIOZ,X,O,X,X,X,X,X,X,X
JTLSZIO,X,O,X,X,X,X,X,X,X
JTLSZOI,X,O,X,X,X,X,X,X,X
JTLSOIZ,X,O,X,X,X,X,X,X,X
JTLSOZI,X,O,X,X,X,X,X,X,X
JTLZISO,X,X,O,X,X,X,X,X,O
JTLZIOS,X,X,O,X,O,X,X,X,O
JTLZSIO,X,X,O,X,X,X,X,X,O
JTLZSOI,X,X,O,X,X,X,X,X,O
JTLZOIS,X,X,O,X,O,X,X,X,O
JTLZOSI,X,X,O,X,O,X,X,X,O
JTLOISZ,X,O,X,X,X,X,X,X,X
JTLOIZS,X,X,O,X,O,X,X,X,X
JTLOSIZ,X,O,X,X,X,X,X,X,X
JTLOSZI,X,O,X,X,X,X,X,X,X
JTLOZIS,X,X,O,X,O,X,X,X,X
JTLOZSI,X,X,O,X,O,X,X,X,X
JTSILZO,O,O,X,X,X,O,X,X,X
JTSILOZ,X,O,X,X,X,O,X,X,X
JTSIZLO,O,X,X,O,X,O,X,O,X
JTSIZOL,O,X,X,O,X,O,X,O,X
JTSIOLZ,X,O,X,X,X,O,X,X,X
JTSIOZL,X,X,X,X,X,O,X,O,X
JTSLIZO,O,O,X,X,X,O,X,X,X
JTSLIOZ,X,O,X,X,X,O,X,X,X
JTSLZIO,O,O,X,X,X,X,X,X,X
JTSLZOI,O,O,X,X,X,X,X,X,X
JTSLOIZ,X,O,X,X,X,O,X,X,X
JTSLOZI,X,O,X,X,X,X,X,X,X
JTSZILO,O,X,X,O,X,X,X,O,X
JTSZIOL,O,X,X,O,X,X,X,O,X
JTSZLIO,O,X,X,O,X,X,X,O,X
JTSZLOI,O,X,X,X,X,X,X,O,X
JTSZOIL,O,X,X,O,X,X,X,O,X
JTSZOLI,O,X,X,X,X,X,X,O,X
JTSOILZ,X,O,X,X,X,O,X,X,X
JTSOIZL,X,X,X,X,X,O,X,O,X
JTSOLIZ,X,O,X,X,X,O,X,X,X
JTSOLZI,X,O,X,X,X,X,X,X,X
JTSOZIL,X,X,X,X,X,X,X,O,X
JTSOZLI,X,X,X,X,X,X,X,O,X
JTZILSO,O,X,O,O,X,X,X,O,O
JTZILOS,X,X,O,X,O,X,X,X,O
JTZISLO,O,X,O,O,X,X,X,O,X
JTZISOL,O,X,O,O,X,X,X,O,X
JTZIOLS,X,X,O,X,O,X,X,X,X
JTZIOSL,O,X,O,X,X,X,X,O,X
JTZLISO,O,X,O,O,X,X,X,O,O
JTZLIOS,X,X,O,X,O,X,X,X,O
JTZLSIO,O,X,O,O,X,X,X,O,O
JTZLSOI,O,X,O,O,X,X,X,O,O
JTZLOIS,X,X,O,X,O,X,X,X,O
JTZLOSI,X,X,O,X,O,X,X,X,O
JTZSILO,O,X,O,O,X,X,X,O,X
JTZSIOL,O,X,O,O,X,X,X,O,X
JTZSLIO,O,X,O,O,X,X,X,O,O
JTZSLOI,O,X,O,X,X,X,X,O,O
JTZSOIL,O,X,O,O,X,X,X,O,X
JTZSOLI,O,X,O,X,X,X,X,O,X
JTZOILS,X,X,O,X,O,X,X,X,X
JTZOISL,O,X,O,X,X,X,X,O,X
JTZOLIS,X,X,O,X,O,X,X,X,O
JTZOLSI,X,X,O,X,O,X,X,X,O
JTZOSIL,O,X,O,X,X,X,X,O,X
JTZOSLI,O,X,O,X,X,X,X,O,X
JTOILSZ,X,O,X,X,X,X,X,X,X
JTOILZS,X,X,O,X,O,X,X,X,X
JTOISLZ,X,O,X,X,X,O,X,X,X
JTOISZL,X,X,X,X,X,O,X,X,X
JTOIZLS,X,X,O,X,O,X,X,X,X
JTOIZSL,X,X,O,X,X,X,X,X,X
JTOLISZ,X,O,X,X,X,X,X,X,X
JTOLIZS,X,X,O,X,O,X,X,X,X
JTOLSIZ,X,O,X,X,X,X,X,X,X
JTOLSZI,X,O,X,X,X,X,X,X,X
JTOLZIS,X,X,O,X,O,X,X,X,X
JTOLZSI,X,X,O,X,O,X,X,X,X
JTOSILZ,X,O,X,X,X,O,X,X,X
JTOSIZL,X,X,X,X,X,O,X,X,X
JTOSLIZ,X,O,X,X,X,O,X,X,X
JTOSLZI,X,O,X,X,X,X,X,X,X
JTOSZIL,X,X,X,X,X,X,X,X,X
JTOSZLI,X,X,X,X,X,X,X,X,X
JTOZILS,X,X,O,X,O,X,X,X,X
JTOZISL,X,X,O,X,X,X,X,X,X
JTOZLIS,X,X,O,X,O,X,X,X,X
JTOZLSI,X,X,O,X,O,X,X,X,X
JTOZSIL,X,X,O,X,X,X,X,X,X
JTOZSLI,X,X,O,X,X,X,X,X,X
JITLSZO,X,O,X,X,X,X,X,X,X
JITLSOZ,X,O,X,X,X,X,X,X,X
JITLZSO,X,X,O,X,X,X,X,X,X
JITLZOS,X,X,O,X,O,X,X,X,X
JITLOSZ,X,O,X,X,X,X,X,X,X
JITLOZS,X,X,O,X,O,X,X,X,X
JITSLZO,O,O,X,X,X,O,X,X,X
JITSLOZ,X,O,X,X,X,O,X,X,X
JITSZLO,O,X,X,O,X,O,X,O,X
JITSZOL,O,X,X,O,X,O,X,O,X
JITSOLZ,X,O,X,X,X,O,X,X,X
JITSOZL,X,X,X,X,X,O,X,O,X
JITZLSO,O,X,O,O,X,X,X,O,X
JITZLOS,X,X,O,X,O,X,X,X,X
JITZSLO,O,X,O,O,X,X,X,O,X
JITZSOL,O,X,O,O,X,X,X,O,X
JITZOLS,X,X,O,X,O,X,X,X,X
JITZOSL,O,X,O,X,X,X,X,O,X
JITOLSZ,X,O,X,X,X,X,X,X,X
JITOLZS,X,X,O,X,O,X,X,X,X
JITOSLZ,X,O,X,X,X,O,X,X,X
JITOSZL,X,X,X,X,X,O,X,X,X
JITOZLS,X,X,O,X,O,X,X,X,X
JITOZSL,X,X,O,X,X,X,X,X,X
JILTSZO,X,O,X,X,X,X,X,X,X
JILTSOZ,X,O,X,X,X,X,X,X,X
JILTZSO,X,X,O,X,X,X,X,X,O
JILTZOS,X,X,O,X,O,X,X,X,O
JILTOSZ,X,O,X,X,X,X,X,X,X
JILTOZS,X,X,O,X,O,X,X,X,X
JILSTZO,O,O,X,X,X,X,X,X,X
JILSTOZ,X,O,X,X,X,X,X,X,X
JILSZTO,O,O,X,O,X,X,X,X,O
JILSZOT,O,O,X,X,O,X,X,X,X
JILSOTZ,X,O,X,X,X,X,X,X,X
JILSOZT,O,O,X,X,O,X,X,X,X
JILZTSO,O,X,O,O,X,X,X,X,O
JILZTOS,X,X,O,X,O,X,X,X,O
JILZSTO,O,O,O,O,X,X,X,X,O
JILZSOT,O,O,O,O,O,X,X,X,X
JILZOTS,X,X,O,X,O,X,X,X,O
JILZOST,X,O,O,O,O,X,X,X,X
JILOTSZ,X,O,X,X,X,X,X,X,X
JILOTZS,X,X,X,X,O,X,X,X,X
JILOSTZ,X,O,X,X,X,X,X,X,X
JILOSZT,X,O,X,X,O,X,X,X,X
JILOZTS,X,X,O,X,O,X,X,X,O
JILOZST,X,O,O,X,O,X,X,X,X
JISTLZO,O,O,X,X,X,O,X,X,X
JISTLOZ,X,O,X,X,X,O,X,X,X
JISTZLO,O,X,X,O,X,O,X,O,X
JISTZOL,O,X,X,O,X,O,X,O,X
JISTOLZ,X,O,X,X,X,O,X,X,X
JISTOZL,X,X,X,X,X,O,X,O,X
JISLTZO,O,O,X,X,X,O,X,X,X
JISLTOZ,X,O,X,X,X,O,X,X,X
JISLZTO,O,O,X,O,X,X,O,X,X
JISLZOT,O,O,X,X,O,X,X,X,X
JISLOTZ,X,O,X,X,X,O,X,X,X
JISLOZT,O,O,X,X,O,X,X,X,X
JISZTLO,O,X,X,O,X,X,O,O,X
JISZTOL,O,X,X,O,X,X,O,O,X
JISZLTO,O,O,X,O,X,X,O,O,X
JISZLOT,O,O,X,O,O,X,X,O,X
JISZOTL,O,X,X,O,X,X,X,O,X
JISZOLT,O,O,X,O,O,X,X,O,X
JISOTLZ,X,O,X,X,X,O,X,X,X
JISOTZL,X,X,X,O,X,O,X,O,X
JISOLTZ,X,O,X,X,X,O,X,X,X
JISOLZT,O,O,X,O,O,X,X,X,X
JISOZTL,O,X,X,O,X,X,X,O,X
JISOZLT,O,O,X,O,O,X,X,O,X
JIZTLSO,O,X,O,O,X,X,O,O,O
JIZTLOS,X,X,O,X,O,X,O,X,O
JIZTSLO,O,X,O,O,X,X,O,O,X
JIZTSOL,O,X,O,O,X,X,O,O,X
JIZTOLS,X,X,O,X,O,X,O,X,X
JIZTOSL,O,X,O,X,X,X,O,O,X
JIZLTSO,O,X,O,O,X,X,X,O,O
JIZLTOS,X,X,O,X,O,X,X,X,O
JIZLSTO,O,O,O,O,X,X,X,O,O
JIZLSOT,O,O,O,O,O,X,X,O,X
JIZLOTS,X,X,O,O,O,X,X,X,O
JIZLOST,X,O,O,O,O,X,X,O,X
JIZSTLO,O,X,O,O,X,X,O,O,X
JIZSTOL,O,X,O,O,X,X,O,O,X
JIZSLTO,O,O,O,O,X,X,O,O,X
JIZSLOT,O,O,O,O,O,X,X,O,X
JIZSOTL,O,X,O,O,X,X,X,O,X
JIZSOLT,O,O,O,O,O,X,X,O,X
JIZOTLS,X,X,O,O,O,X,X,X,X
JIZOTSL,O,X,O,O,X,X,X,O,X
JIZOLTS,X,X,O,O,O,X,X,X,X
JIZOLST,X,O,O,O,O,X,X,O,X
JIZOSTL,O,X,O,O,X,X,X,O,X
JIZOSLT,O,O,O,O,O,X,X,O,X
JIOTLSZ,X,O,X,X,X,X,X,X,X
JIOTLZS,X,X,O,X,O,X,X,X,X
JIOTSLZ,X,O,X,X,X,O,X,X,X
JIOTSZL,X,X,X,O,X,O,X,X,X
JIOTZLS,X,X,O,O,O,X,X,X,X
JIOTZSL,X,X,O,O,X,X,X,X,X
JIOLTSZ,X,O,X,X,X,X,X,X,X
JIOLTZS,X,X,X,X,O,X,X,X,X
JIOLSTZ,X,O,X,X,X,X,X,X,X
JIOLSZT,X,O,X,O,O,X,X,X,X
JIOLZTS,X,X,O,O,O,X,X,X,X
JIOLZST,X,O,O,O,O,X,X,X,X
JIOSTLZ,X,O,X,X,X,O,X,X,X
JIOSTZL,X,X,X,O,X,O,X,O,X
JIOSLTZ,X,O,X,X,X,O,X,X,X
JIOSLZT,O,O,X,O,O,X,X,X,X
JIOSZTL,O,X,X,O,X,X,X,O,X
JIOSZLT,O,O,X,O,O,X,X,O,X
JIOZTLS,X,X,O,O,O,X,X,X,X
JIOZTSL,O,X,O,O,X,X,X,O,X
JIOZLTS,X,X,O,O,O,X,X,X,X
JIOZLST,X,O,O,O,O,X,X,O,X
JIOZSTL,O,X,O,O,X,X,X,O,X
JIOZSLT,O,O,O,O,O,X,X,O,X
JLTISZO,X,O,X,X,X,X,X,X,X
JLTISOZ,X,O,X,X,X,X,X,X,X
JLTIZSO,X,X,O,X,X,X,X,X,O
JLTIZOS,X,X,O,X,O,X,X,X,O
JLTIOSZ,X,O,X,X,X,X,X,X,X
JLTIOZS,X,X,O,X,O,X,X,X,X
JLTSIZO,X,O,X,X,X,X,X,X,X
JLTSIOZ,X,O,X,X,X,X,X,X,X
JLTSZIO,X,O,X,X,X,X,X,X,X
JLTSZOI,X,O,X,X,X,X,X,X,X
JLTSOIZ,X,O,X,X,X,X,X,X,X
JLTSOZI,X,O,X,X,X,X,X,X,X
JLTZISO,X,X,O,X,X,X,X,X,O
JLTZIOS,X,X,O,X,O,X,X,X,O
JLTZSIO,X,X,O,X,X,X,X,X,O
JLTZSOI,X,X,O,X,X,X,X,X,O
JLTZOIS,X,X,O,X,O,X,X,X,O
JLTZOSI,X,X,O,X,O,X,X,X,O
JLTOISZ,X,O,X,X,X,X,X,X,X
JLTOIZS,X,X,O,X,O,X,X,X,X
JLTOSIZ,X,O,X,X,X,X,X,X,X
JLTOSZI,X,O,X,X,X,X,X,X,X
JLTOZIS,X,X,O,X,O,X,X,X,X
JLTOZSI,X,X,O,X,O,X,X,X,X
JLITSZO,X,O,X,X,X,X,X,X,X
JLITSOZ,X,O,X,X,X,X,X,X,X
JLITZSO,X,X,O,X,X,X,X,X,O
JLITZOS,X,X,O,X,O,X,X,X,O
JLITOSZ,X,O,X,X,X,X,X,X,X
JLITOZS,X,X,O,X,O,X,X,X,X
JLISTZO,O,O,X,X,X,X,X,X,X
JLISTOZ,X,O,X,X,X,X,X,X,X
JLISZTO,O,O,X,O,X,X,X,X,O
JLISZOT,O,O,X,X,O,X,X,X,X
JLISOTZ,X,O,X,X,X,X,X,X,X
JLISOZT,O,O,X,X,O,X,X,X,X
JLIZTSO,O,X,O,O,X,X,X,X,O
JLIZTOS,X,X,O,X,O,X,X,X,O
JLIZSTO,O,O,O,O,X,X,X,X,O
JLIZSOT,O,O,O,O,O,X,X,X,X
JLIZOTS,X,X,O,X,O,X,X,X,O
JLIZOST,X,O,O,O,O,X,X,X,X
JLIOTSZ,X,O,X,X,X,X,X,X,X
JLIOTZS,X,X,X,X,O,X,X,X,X
JLIOSTZ,X,O,X,X,X,X,X,X,X
JLIOSZT,X,O,X,X,O,X,X,X,X
JLIOZTS,X,X,O,X,O,X,X,X,O
JLIOZST,X,O,O,X,O,X,X,X,X
JLSTIZO,O,O,X,X,X,X,X,X,X
JLSTIOZ,X,O,X,X,X,X,X,X,X
JLSTZIO,O,O,X,X,X,X,X,X,X
JLSTZOI,O,O,X,X,X,X,X,X,X
JLSTOIZ,X,O,X,X,X,X,X,X,X
JLSTOZI,X,O,X,X,X,X,X,X,X
JLSITZO,O,O,X,X,X,X,X,X,X
JLSITOZ,X,O,X,X,X,X,X,X,X
JLSIZTO,O,O,X,O,X,X,X,X,O
JLSIZOT,O,O,X,X,O,X,X,X,X
JLSIOTZ,X,O,X,X,X,X,X,X,X
JLSIOZT,O,O,X,X,O,X,X,X,X
JLSZTIO,O,O,X,O,X,X,X,X,O
JLSZTOI,O,O,X,X,X,X,X,X,O
JLSZITO,O,O,X,O,X,X,X,X,O
JLSZIOT,O,O,X,X,O,X,X,X,X
JLSZOTI,O,O,X,X,O,X,X,X,X
JLSZOIT,O,O,X,X,O,X,X,X,X
JLSOTIZ,X,O,X,X,X,X,X,X,X
JLSOTZI,X,O,X,X,X,X,X,X,X
JLSOITZ,X,O,X,X,X,X,X,X,X
JLSOIZT,O,O,X,X,O,X,X,X,X
JLSOZTI,O,O,X,X,O,X,X,X,X
JLSOZIT,O,O,X,X,O,X,X,X,X
JLZTISO,O,X,O,O,X,X,X,X,O
JLZTIOS,X,X,O,X,O,X,X,X,O
JLZTSIO,O,X,O,O,X,X,X,X,O
JLZTSOI,O,X,O,O,X,X,X,X,O
JLZTOIS,X,X,O,X,O,X,X,X,O
JLZTOSI,X,X,O,X,O,X,X,X,O
JLZITSO,O,X,O,O,X,X,X,X,O
JLZITOS,X,X,O,X,O,X,X,X,O
JLZISTO,O,O,O,O,X,X,X,X,O
JLZISOT,O,O,O,O,O,X,X,X,X
JLZIOTS,X,X,O,X,O,X,X,X,O
JLZIOST,X,O,O,O,O,X,X,X,X
JLZSTIO,O,O,O,O,X,X,X,X,O
JLZSTOI,O,O,O,O,X,X,X,X,O
JLZSITO,O,O,O,O,X,X,X,X,O
JLZSIOT,O,O,O,O,O,X,X,X,X
JLZSOTI,O,O,X,O,O,X,X,X,X
JLZSOIT,O,O,O,O,O,X,X,X,X
JLZOTIS,X,X,O,X,O,X,X,X,O
JLZOTSI,X,X,O,X,O,X,X,X,O
JLZOITS,X,X,O,X,O,X,X,X,O
JLZOIST,X,O,O,O,O,X,X,X,X
JLZOSTI,X,O,X,O,O,X,X,X,X
JLZOSIT,X,O,O,O,O,X,X,X,X
JLOTISZ,X,O,X,X,X,X,X,X,X
JLOTIZS,X,X,X,X,O,X,X,X,X
JLOTSIZ,X,O,X,X,X,X,X,X,X
JLOTSZI,X,O,X,X,X,X,X,X,X
JLOTZIS,X,X,X,X,O,X,X,X,X
JLOTZSI,X,X,X,X,O,X,X,X,X
JLOITSZ,X,O,X,X,X,X,X,X,X
JLOITZS,X,X,X,X,O,X,X,X,X
JLOISTZ,X,O,X,X,X,X,X,X,X
JLOISZT,X,O,X,X,O,X,X,X,X
JLOIZTS,X,X,O,X,O,X,X,X,O
JLOIZST,X,O,O,X,O,X,X,X,X
JLOSTIZ,X,O,X,X,X,X,X,X,X
JLOSTZI,X,O,X,X,X,X,X,X,X
JLOSITZ,X,O,X,X,X,X,X,X,X
JLOSIZT,X,O,X,X,O,X,X,X,X
JLOSZTI,X,O,X,X,O,X,X,X,X
JLOSZIT,X,O,X,X,O,X,X,X,X
JLOZTIS,X,X,O,X,O,X,X,X,O
JLOZTSI,X,X,X,X,O,X,X,X,O
JLOZITS,X,X,O,X,O,X,X,X,O
JLOZIST,X,O,O,X,O,X,X,X,X
JLOZSTI,X,O,X,X,O,X,X,X,X
JLOZSIT,X,O,O,X,O,X,X,X,X
JSTILZO,O,O,X,X,X,O,X,X,X
