sequence,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFOlB/mBUiB5?oBtqBywB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFNlBamBUiB5?oBfsBWwB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFKlBWmBNnB5?oB0rBXrB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhF0gB6mBNnB5?oB/qB2wB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFKlBWmBNnB5?oBXrB0rB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFSmBNnB5oB/?qB0rBmqB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFOlBNnB5oBC?mB0rBXrB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFNlBGhB5oB8?qBXnBywB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFNlBUhB5oBO?sBCrB3rB
LTZSJOI,O,O,O,X,O,O,O,O,X
LTZSOIJ,O,O,O,X,O,O,O,O,X
LTZSOJI,O,O,O,X,O,O,O,O,X
LTZOIJS,O,O,O,X,O,X,O,X,X
LTZOISJ,O,O,O,X,O,O,O,O,X
LTZOJIS,O,O,O,X,O,X,O,X,X
LTZOJSI,O,O,O,X,X,X,O,X,X
LTZOSIJ,O,O,O,X,O,O,O,O,X
LTZOSJI,O,O,O,X,O,O,O,O,X
LTOIJSZ,O,O,O,O,O,X,X,X,O
LTOIJZS,O,O,O,O,O,X,O,X,O
LTOISJZ,O,O,O,O,O,X,X,X,X
LTOISZJ,O,O,O,O,O,O,X,O,X
LTOIZJS,O,O,O,X,O,X,O,X,X
LTOIZSJ,O,O,O,X,O,O,O,O,X
LTOJISZ,O,O,O,O,O,X,X,X,O
LTOJIZS,O,O,O,O,O,X,O,X,O
LTOJSIZ,O,O,O,O,O,X,X,X,O
LTOJSZI,O,O,X,O,O,X,X,X,O
LTOJZIS,O,O,O,O,O,X,O,X,O
LTOJZSI,O,O,O,O,X,X,O,X,O
LTOSIJZ,O,O,O,O,O,X,X,X,X
LTOSIZJ,O,O,O,O,O,O,X,O,X
LTOSJIZ,O,O,O,O,O,X,X,X,X
LTOSJZI,O,O,X,O,O,X,X,X,X
LTOSZIJ,O,O,O,O,O,O,X,O,X
LTOSZJI,O,O,O,O,O,O,X,O,X
LTOZIJS,O,O,O,X,O,X,O,X,X
LTOZISJ,O,O,O,X,O,O,O,O,X
LTOZJIS,O,O,O,X,O,X,O,X,X
LTOZJSI,O,O,O,X,X,X,O,X,X
LTOZSIJ,O,O,O,X,O,O,O,O,X
LTOZSJI,O,O,O,X,O,O,O,O,X
LITJSZO,O,O,X,O,O,X,X,X,O
LITJSOZ,O,O,O,O,O,X,X,X,O
LITJZSO,O,O,O,O,X,X,O,X,O
LITJZOS,O,O,O,O,O,X,O,X,O
LITJOSZ,O,O,O,O,O,X,X,X,O
LITJOZS,O,O,O,O,O,X,O,X,O
LITSJZO,O,O,X,O,O,X,X,X,X
LITSJOZ,O,O,O,O,O,X,X,X,X
LITSZJO,O,O,O,O,O,O,X,O,X
LITSZOJ,O,O,O,O,O,O,X,O,X
LITSOJZ,O,O,O,O,O,X,X,X,X
LITSOZJ,O,O,O,O,O,O,X,O,X
LITZJSO,O,O,O,X,X,X,O,X,X
LITZJOS,O,O,O,X,O,X,O,X,X
LITZSJO,O,O,O,X,O,O,O,O,X
LITZSOJ,O,O,O,X,O,O,O,O,X
LITZOJS,O,O,O,X,O,X,O,X,X
LITZOSJ,O,O,O,X,O,O,O,O,X
LITOJSZ,O,O,O,O,O,X,X,X,O
LITOJZS,O,O,O,O,O,X,O,X,O
LITOSJZ,O,O,O,O,O,X,X,X,X
LITOSZJ,O,O,O,O,O,O,X,O,X
LITOZJS,O,O,O,X,O,X,O,X,X
LITOZSJ,O,O,O,X,O,O,O,O,X
LIJTSZO,O,O,X,O,O,X,X,X,O
LIJTSOZ,O,O,O,O,O,X,X,X,O
LIJTZSO,O,O,O,O,X,X,O,X,O
LIJTZOS,O,O,O,O,O,X,O,X,O
LIJTOSZ,O,O,O,O,O,X,X,X,O
LIJTOZS,O,O,O,O,O,X,O,X,O
LIJSTZO,O,O,X,O,O,X,X,X,O
LIJSTOZ,O,O,X,O,O,X,X,X,O
LIJSZTO,O,O,X,O,X,X,X,X,O
LIJSZOT,O,O,X,O,X,X,X,X,X
LIJSOTZ,O,O,X,O,O,X,X,X,O
LIJSOZT,O,O,X,O,X,X,X,X,X
LIJZTSO,O,O,O,X,X,X,O,X,O
LIJZTOS,O,O,O,X,X,X,O,X,O
LIJZSTO,O,O,X,X,X,X,X,X,O
LIJZSOT,O,O,X,X,X,X,X,X,X
LIJZOTS,O,X,O,X,X,X,O,X,O
LIJZOST,O,X,X,X,X,X,X,X,X
LIJOTSZ,O,O,O,O,O,X,X,X,O
LIJOTZS,O,O,O,O,O,X,O,X,O
LIJOSTZ,O,O,X,O,O,X,X,X,O
LIJOSZT,O,O,X,O,X,X,X,X,X
LIJOZTS,O,X,O,X,X,X,O,X,O
LIJOZST,O,X,X,X,X,X,X,X,X
LISTJZO,O,O,X,O,O,X,X,X,X
LISTJOZ,O,O,O,O,O,X,X,X,X
LISTZJO,O,O,O,O,O,O,X,O,X
LISTZOJ,O,O,O,O,O,O,X,O,X
LISTOJZ,O,O,O,O,O,X,X,X,X
LISTOZJ,O,O,O,O,O,O,X,O,X
LISJTZO,O,X,X,O,O,X,X,X,X
LISJTOZ,O,X,X,O,O,X,X,X,X
LISJZTO,O,X,X,O,X,X,X,O,X
LISJZOT,O,X,X,O,X,X,X,X,X
LISJOTZ,O,X,X,O,O,X,X,X,X
LISJOZT,O,X,X,O,X,X,X,X,X
LISZTJO,O,O,O,O,O,O,X,O,X
LISZTOJ,O,O,O,O,O,O,X,O,X
LISZJTO,O,X,X,O,X,X,X,O,X
LISZJOT,O,X,X,O,X,X,X,X,X
LISZOTJ,O,O,O,O,O,O,X,O,X
LISZOJT,O,X,X,O,X,X,X,X,X
LISOTJZ,O,O,O,O,O,X,X,X,X
LISOTZJ,O,O,O,O,O,O,X,O,X
LISOJTZ,O,X,X,O,O,X,X,X,X
LISOJZT,O,X,X,O,X,X,X,X,X
LISOZTJ,O,O,O,O,O,O,X,O,X
LISOZJT,O,X,X,O,X,X,X,X,X
LIZTJSO,O,X,O,X,X,X,O,X,X
LIZTJOS,O,X,O,X,O,X,O,X,X
LIZTSJO,O,O,O,X,O,O,O,O,X
LIZTSOJ,O,O,O,X,O,O,O,O,X
LIZTOJS,O,X,O,X,O,X,O,X,X
LIZTOSJ,O,O,O,X,O,O,O,O,X
LIZJTSO,O,X,O,X,X,X,O,X,X
LIZJTOS,O,X,O,X,X,X,O,X,X
LIZJSTO,O,X,X,X,X,X,X,X,X
LIZJSOT,O,X,X,X,X,X,X,X,X
LIZJOTS,O,X,O,X,X,X,O,X,X
LIZJOST,O,X,X,X,X,X,X,X,X
LIZSTJO,O,O,O,X,O,O,X,O,X
LIZSTOJ,O,O,O,X,O,O,X,O,X
LIZSJTO,O,X,X,X,X,X,X,O,X
LIZSJOT,O,X,X,X,X,X,X,X,X
LIZSOTJ,O,O,O,X,O,O,X,O,X
LIZSOJT,O,X,X,X,X,X,X,X,X
LIZOTJS,O,X,O,X,O,X,O,X,X
LIZOTSJ,O,O,O,X,O,O,O,O,X
LIZOJTS,O,X,O,X,X,X,O,X,X
LIZOJST,O,X,X,X,X,X,X,X,X
LIZOSTJ,O,O,O,X,O,O,X,O,X
LIZOSJT,O,X,X,X,X,X,X,X,X
LIOTJSZ,O,O,O,O,O,X,X,X,O
LIOTJZS,O,O,O,O,O,X,O,X,O
LIOTSJZ,O,O,O,O,O,X,X,X,X
LIOTSZJ,O,O,O,O,O,O,X,O,X
LIOTZJS,O,O,O,X,O,X,O,X,X
LIOTZSJ,O,O,O,X,O,O,O,O,X
LIOJTSZ,O,O,O,O,O,X,X,X,O
LIOJTZS,O,O,O,O,O,X,O,X,O
LIOJSTZ,O,O,X,O,O,X,X,X,O
LIOJSZT,O,O,X,O,X,X,X,X,X
LIOJZTS,O,X,O,X,X,X,O,X,O
LIOJZST,O,X,X,X,X,X,X,X,X
LIOSTJZ,O,O,O,O,O,X,X,X,X
LIOSTZJ,O,O,O,O,O,O,X,O,X
LIOSJTZ,O,X,X,O,O,X,X,X,X
LIOSJZT,O,X,X,O,X,X,X,X,X
LIOSZTJ,O,O,O,O,O,O,X,O,X
LIOSZJT,O,X,X,O,X,X,X,X,X
LIOZTJS,O,X,O,X,O,X,O,X,X
LIOZTSJ,O,O,O,X,O,O,O,O,X
LIOZJTS,O,X,O,X,X,X,O,X,X
LIOZJST,O,X,X,X,X,X,X,X,X
LIOZSTJ,O,O,O,X,O,O,X,O,X
LIOZSJT,O,X,X,X,X,X,X,X,X
LJTISZO,O,O,X,O,O,X,X,X,O
LJTISOZ,O,O,O,O,O,X,X,X,O
LJTIZSO,O,O,O,O,X,X,O,X,O
LJTIZOS,O,O,O,O,O,X,O,X,O
LJTIOSZ,O,O,O,O,O,X,X,X,O
LJTIOZS,O,O,O,O,O,X,O,X,O
LJTSIZO,O,O,X,O,O,X,X,X,O
LJTSIOZ,O,O,O,O,O,X,X,X,O
LJTSZIO,O,O,X,O,O,X,X,X,O
LJTSZOI,O,O,X,O,O,X,X,X,O
LJTSOIZ,O,O,O,O,O,X,X,X,O
LJTSOZI,O,O,X,O,O,X,X,X,O
LJTZISO,O,O,O,O,X,X,O,X,O
LJTZIOS,O,O,O,O,O,X,O,X,O
LJTZSIO,O,O,O,O,X,X,O,X,O
LJTZSOI,O,O,O,O,X,X,O,X,O
LJTZOIS,O,O,O,O,O,X,O,X,O
LJTZOSI,O,O,O,O,X,X,O,X,O
LJTOISZ,O,O,O,O,O,X,X,X,O
LJTOIZS,O,O,O,O,O,X,O,X,O
LJTOSIZ,O,O,O,O,O,X,X,X,O
LJTOSZI,O,O,X,O,O,X,X,X,O
LJTOZIS,O,O,O,O,O,X,O,X,O
LJTOZSI,O,O,O,O,X,X,O,X,O
LJITSZO,O,O,X,O,O,X,X,X,O
LJITSOZ,O,O,O,O,O,X,X,X,O
LJITZSO,O,O,O,O,X,X,O,X,O
LJITZOS,O,O,O,O,O,X,O,X,O
LJITOSZ,O,O,O,O,O,X,X,X,O
LJITOZS,O,O,O,O,O,X,O,X,O
LJISTZO,O,O,X,O,O,X,X,X,O
LJISTOZ,O,O,X,O,O,X,X,X,O
LJISZTO,O,O,X,O,X,X,X,X,O
LJISZOT,O,O,X,O,X,X,X,X,X
LJISOTZ,O,O,X,O,O,X,X,X,O
LJISOZT,O,O,X,O,X,X,X,X,X
LJIZTSO,O,O,O,X,X,X,O,X,O
LJIZTOS,O,O,O,X,X,X,O,X,O
LJIZSTO,O,O,X,X,X,X,X,X,O
LJIZSOT,O,O,X,X,X,X,X,X,X
LJIZOTS,O,X,O,X,X,X,O,X,O
LJIZOST,O,X,X,X,X,X,X,X,X
LJIOTSZ,O,O,O,O,O,X,X,X,O
LJIOTZS,O,O,O,O,O,X,O,X,O
LJIOSTZ,O,O,X,O,O,X,X,X,O
LJIOSZT,O,O,X,O,X,X,X,X,X
LJIOZTS,O,X,O,X,X,X,O,X,O
LJIOZST,O,X,X,X,X,X,X,X,X
LJSTIZO,O,O,X,O,O,X,X,X,O
LJSTIOZ,O,O,X,O,O,X,X,X,O
LJSTZIO,O,O,X,O,O,X,X,X,O
LJSTZOI,O,O,X,O,O,X,X,X,O
LJSTOIZ,O,O,X,O,O,X,X,X,O
LJSTOZI,O,O,X,O,O,X,X,X,O
LJSITZO,O,O,X,O,O,X,X,X,O
LJSITOZ,O,O,X,O,O,X,X,X,O
LJSIZTO,O,O,X,O,X,X,X,X,O
LJSIZOT,O,O,X,O,X,X,X,X,X
LJSIOTZ,O,O,X,O,O,X,X,X,O
LJSIOZT,O,O,X,O,X,X,X,X,X
LJSZTIO,O,O,X,O,X,X,X,X,O
LJSZTOI,O,O,X,O,X,X,X,X,O
LJSZITO,O,O,X,O,X,X,X,X,O
LJSZIOT,O,O,X,O,X,X,X,X,X
LJSZOTI,O,O,X,O,X,X,X,X,X
LJSZOIT,O,O,X,O,X,X,X,X,X
LJSOTIZ,O,O,X,O,O,X,X,X,O
LJSOTZI,O,O,X,O,O,X,X,X,O
LJSOITZ,O,O,X,O,O,X,X,X,O
LJSOIZT,O,O,X,O,X,X,X,X,X
LJSOZTI,O,O,X,O,X,X,X,X,X
LJSOZIT,O,O,X,O,X,X,X,X,X
LJZTISO,O,O,O,X,X,X,O,X,O
LJZTIOS,O,O,O,X,X,X,O,X,O
LJZTSIO,O,O,O,X,X,X,O,X,O
LJZTSOI,O,O,O,X,X,X,O,X,O
LJZTOIS,O,O,O,X,X,X,O,X,O
LJZTOSI,O,O,O,X,X,X,O,X,O
LJZITSO,O,O,O,X,X,X,O,X,O
LJZITOS,O,O,O,X,X,X,O,X,O
LJZISTO,O,O,X,X,X,X,X,X,O
LJZISOT,O,O,X,X,X,X,X,X,X
LJZIOTS,O,X,O,X,X,X,O,X,O
LJZIOST,O,X,X,X,X,X,X,X,X
LJZSTIO,O,O,X,X,X,X,X,X,O
LJZSTOI,O,O,X,X,X,X,X,X,O
LJZSITO,O,O,X,X,X,X,X,X,O
LJZSIOT,O,O,X,X,X,X,X,X,X
LJZSOTI,O,O,X,X,X,X,X,X,X
LJZSOIT,O,O,X,X,X,X,X,X,X
LJZOTIS,O,X,O,X,X,X,O,X,O
LJZOTSI,O,X,O,X,X,X,O,X,O
LJZOITS,O,X,O,X,X,X,O,X,O
LJZOIST,O,X,X,X,X,X,X,X,X
LJZOSTI,O,X,X,X,X,X,X,X,X
LJZOSIT,O,X,X,X,X,X,X,X,X
LJOTISZ,O,O,O,O,O,X,X,X,O
LJOTIZS,O,O,O,O,O,X,O,X,O
LJOTSIZ,O,O,O,O,O,X,X,X,O
LJOTSZI,O,O,X,O,O,X,X,X,O
LJOTZIS,O,O,O,O,O,X,O,X,O
LJOTZSI,O,O,O,O,X,X,O,X,O
LJOITSZ,O,O,O,O,O,X,X,X,O
LJOITZS,O,O,O,O,O,X,O,X,O
LJOISTZ,O,O,X,O,O,X,X,X,O
LJOISZT,O,O,X,O,X,X,X,X,X
LJOIZTS,O,X,O,X,X,X,O,X,O
LJOIZST,O,X,X,X,X,X,X,X,X
LJOSTIZ,O,O,X,O,O,X,X,X,O
LJOSTZI,O,O,X,O,O,X,X,X,O
LJOSITZ,O,O,X,O,O,X,X,X,O
LJOSIZT,O,O,X,O,X,X,X,X,X
LJOSZTI,O,O,X,O,X,X,X,X,X
LJOSZIT,O,O,X,O,X,X,X,X,X
LJOZTIS,O,X,O,X,X,X,O,X,O
LJOZTSI,O,X,O,X,X,X,O,X,O
LJOZITS,O,X,O,X,X,X,O,X,O
LJOZIST,O,X,X,X,X,X,X,X,X
LJOZSTI,O,X,X,X,X,X,X,X,X
LJOZSIT,O,X,X,X,X,X,X,X,X
LSTIJZO,O,O,X,O,O,X,X,X,X
LSTIJOZ,O,O,O,O,O,X,X,X,X
LSTIZJO,O,O,O,O,O,O,X,O,X
LSTIZOJ,O,O,O,O,O,O,X,O,X
LSTIOJZ,O,O,O,O,O,X,X,X,X
LSTIOZJ,O,O,O,O,O,O,X,O,X
LSTJIZO,O,O,X,O,O,X,X,X,X
LSTJIOZ,O,O,O,O,O,X,X,X,X
LSTJZIO,O,O,X,O,O,X,X,X,X
LSTJZOI,O,O,X,O,O,X,X,X,X
LSTJOIZ,O,O,O,O,O,X,X,X,X
LSTJOZI,O,O,X,O,O,X,X,X,X
LSTZIJO,O,O,O,O,O,O,X,O,X
LSTZIOJ,O,O,O,O,O,O,X,O,X
LSTZJIO,O,O,O,O,O,O,X,O,X
LSTZJOI,O,O,O,O,O,O,X,O,X
LSTZOIJ,O,O,O,O,O,O,X,O,X
LSTZOJI,O,O,O,O,O,O,X,O,X
LSTOIJZ,O,O,O,O,O,X,X,X,X
LSTOIZJ,O,O,O,O,O,O,X,O,X
LSTOJIZ,O,O,O,O,O,X,X,X,X
LSTOJZI,O,O,X,O,O,X,X,X,X
LSTOZIJ,O,O,O,O,O,O,X,O,X
LSTOZJI,O,O,O,O,O,O,X,O,X
LSITJZO,O,O,X,O,O,X,X,X,X
LSITJOZ,O,O,O,O,O,X,X,X,X
LSITZJO,O,O,O,O,O,O,X,O,X
LSITZOJ,O,O,O,O,O,O,X,O,X
LSITOJZ,O,O,O,O,O,X,X,X,X
LSITOZJ,O,O,O,O,O,O,X,O,X
LSIJTZO,O,X,X,O,O,X,X,X,X
LSIJTOZ,O,X,X,O,O,X,X,X,X
LSIJZTO,O,X,X,O,X,X,X,O,X
LSIJZOT,O,X,X,O,X,X,X,X,X
LSIJOTZ,O,X,X,O,O,X,X,X,X
LSIJOZT,O,X,X,O,X,X,X,X,X
LSIZTJO,O,O,O,O,O,O,X,O,X
LSIZTOJ,O,O,O,O,O,O,X,O,X
LSIZJTO,O,X,X,O,X,X,X,O,X
LSIZJOT,O,X,X,O,X,X,X,X,X
LSIZOTJ,O,O,O,O,O,O,X,O,X
LSIZOJT,O,X,X,O,X,X,X,X,X
LSIOTJZ,O,O,O,O,O,X,X,X,X
LSIOTZJ,O,O,O,O,O,O,X,O,X
LSIOJTZ,O,X,X,O,O,X,X,X,X
LSIOJZT,O,X,X,O,X,X,X,X,X
LSIOZTJ,O,O,O,O,O,O,X,O,X
LSIOZJT,O,X,X,O,X,X,X,X,X
LSJTIZO,O,X,X,O,O,X,X,X,X
LSJTIOZ,O,X,X,O,O,X,X,X,X
LSJTZIO,O,X,X,O,O,X,X,X,X
LSJTZOI,O,X,X,O,O,X,X,X,X
LSJTOIZ,O,X,X,O,O,X,X,X,X
LSJTOZI,O,X,X,O,O,X,X,X,X
LSJITZO,O,X,X,O,O,X,X,X,X
LSJITOZ,O,X,X,O,O,X,X,X,X
LSJIZTO,O,X,X,O,X,X,X,O,X
LSJIZOT,O,X,X,O,X,X,X,X,X
LSJIOTZ,O,X,X,O,O,X,X,X,X
LSJIOZT,O,X,X,O,X,X,X,X,X
LSJZTIO,O,X,X,O,X,X,X,O,X
LSJZTOI,O,X,X,O,X,X,X,O,X
LSJZITO,O,X,X,O,X,X,X,O,X
LSJZIOT,O,X,X,O,X,X,X,X,X
LSJZOTI,O,X,X,O,X,X,X,X,X
LSJZOIT,O,X,X,O,X,X,X,X,X
LSJOTIZ,O,X,X,O,O,X,X,X,X
LSJOTZI,O,X,X,O,O,X,X,X,X
LSJOITZ,O,X,X,O,O,X,X,X,X
LSJOIZT,O,X,X,O,X,X,X,X,X
LSJOZTI,O,X,X,O,X,X,X,X,X
LSJOZIT,O,X,X,O,X,X,X,X,X
LSZTIJO,O,O,O,O,O,O,X,O,X
LSZTIOJ,O,O,O,O,O,O,X,O,X
LSZTJIO,O,O,O,O,O,O,X,O,X
LSZTJOI,O,O,O,O,O,O,X,O,X
LSZTOIJ,O,O,O,O,O,O,X,O,X
LSZTOJI,O,O,O,O,O,O,X,O,X
LSZITJO,O,O,O,O,O,O,X,O,X
LSZITOJ,O,O,O,O,O,O,X,O,X
LSZIJTO,O,X,X,O,X,X,X,O,X
LSZIJOT,O,X,X,O,X,X,X,X,X
LSZIOTJ,O,O,O,O,O,O,X,O,X
LSZIOJT,O,X,X,O,X,X,X,X,X
LSZJTIO,O,X,X,O,X,X,X,O,X
LSZJTOI,O,X,X,O,X,X,X,O,X
LSZJITO,O,X,X,O,X,X,X,O,X
LSZJIOT,O,X,X,O,X,X,X,X,X
LSZJOTI,O,X,X,O,X,X,X,X,X
LSZJOIT,O,X,X,O,X,X,X,X,X
LSZOTIJ,O,O,O,O,O,O,X,O,X
LSZOTJI,O,O,O,O,O,O,X,O,X
LSZOITJ,O,O,O,O,O,O,X,O,X
LSZOIJT,O,X,X,O,X,X,X,X,X
LSZOJTI,O,X,X,O,X,X,X,X,X
LSZOJIT,O,X,X,O,X,X,X,X,X
LSOTIJZ,O,O,O,O,O,X,X,X,X
LSOTIZJ,O,O,O,O,O,O,X,O,X
LSOTJIZ,O,O,O,O,O,X,X,X,X
LSOTJZI,O,O,X,O,O,X,X,X,X
LSOTZIJ,O,O,O,O,O,O,X,O,X
LSOTZJI,O,O,O,O,O,O,X,O,X
LSOITJZ,O,O,O,O,O,X,X,X,X
LSOITZJ,O,O,O,O,O,O,X,O,X
LSOIJTZ,O,X,X,O,O,X,X,X,X
LSOIJZT,O,X,X,O,X,X,X,X,X
LSOIZTJ,O,O,O,O,O,O,X,O,X
LSOIZJT,O,X,X,O,X,X,X,X,X
LSOJTIZ,O,X,X,O,O,X,X,X,X
LSOJTZI,O,X,X,O,O,X,X,X,X
LSOJITZ,O,X,X,O,O,X,X,X,X
LSOJIZT,O,X,X,O,X,X,X,X,X
LSOJZTI,O,X,X,O,X,X,X,X,X
LSOJZIT,O,X,X,O,X,X,X,X,X
LSOZTIJ,O,O,O,O,O,O,X,O,X
LSOZTJI,O,O,O,O,O,O,X,O,X
LSOZITJ,O,O,O,O,O,O,X,O,X
LSOZIJT,O,X,X,O,X,X,X,X,X
LSOZJTI,O,X,X,O,X,X,X,X,X
LSOZJIT,O,X,X,O,X,X,X,X,X
LZTIJSO,O,X,O,X,X,X,O,X,X
LZTIJOS,O,X,O,X,O,X,O,X,X
LZTISJO,O,O,O,X,O,O,O,O,X
LZTISOJ,O,O,O,X,O,O,O,O,X
LZTIOJS,O,X,O,X,O,X,O,X,X
LZTIOSJ,O,O,O,X,O,O,O,O,X
LZTJISO,O,X,O,X,X,X,O,X,X
LZTJIOS,O,X,O,X,O,X,O,X,X
LZTJSIO,O,X,O,X,X,X,O,X,X
LZTJSOI,O,X,O,X,X,X,O,X,X
LZTJOIS,O,X,O,X,O,X,O,X,X
LZTJOSI,O,X,O,X,X,X,O,X,X
LZTSIJO,O,O,O,X,O,O,O,O,X
LZTSIOJ,O,O,O,X,O,O,O,O,X
LZTSJIO,O,O,O,X,O,O,O,O,X
LZTSJOI,O,O,O,X,O,O,O,O,X
LZTSOIJ,O,O,O,X,O,O,O,O,X
LZTSOJI,O,O,O,X,O,O,O,O,X
LZTOIJS,O,X,O,X,O,X,O,X,X
LZTOISJ,O,O,O,X,O,O,O,O,X
LZTOJIS,O,X,O,X,O,X,O,X,X
LZTOJSI,O,X,O,X,X,X,O,X,X
LZTOSIJ,O,O,O,X,O,O,O,O,X
LZTOSJI,O,O,O,X,O,O,O,O,X
LZITJSO,O,X,O,X,X,X,O,X,X
LZITJOS,O,X,O,X,O,X,O,X,X
LZITSJO,O,O,O,X,O,O,O,O,X
LZITSOJ,O,O,O,X,O,O,O,O,X
LZITOJS,O,X,O,X,O,X,O,X,X
LZITOSJ,O,O,O,X,O,O,O,O,X
LZIJTSO,O,X,O,X,X,X,O,X,X
LZIJTOS,O,X,O,X,X,X,O,X,X
LZIJSTO,O,X,X,X,X,X,X,X,X
LZIJSOT,O,X,X,X,X,X,X,X,X
LZIJOTS,O,X,O,X,X,X,O,X,X
LZIJOST,O,X,X,X,X,X,X,X,X
LZISTJO,O,O,O,X,O,O,X,O,X
LZISTOJ,O,O,O,X,O,O,X,O,X
LZISJTO,O,X,X,X,X,X,X,O,X
LZISJOT,O,X,X,X,X,X,X,X,X
LZISOTJ,O,O,O,X,O,O,X,O,X
LZISOJT,O,X,X,X,X,X,X,X,X
LZIOTJS,O,X,O,X,O,X,O,X,X
LZIOTSJ,O,O,O,X,O,O,O,O,X
LZIOJTS,O,X,O,X,X,X,O,X,X
LZIOJST,O,X,X,X,X,X,X,X,X
LZIOSTJ,O,O,O,X,O,O,X,O,X
LZIOSJT,O,X,X,X,X,X,X,X,X
LZJTISO,O,X,O,X,X,X,O,X,X
LZJTIOS,O,X,O,X,X,X,O,X,X
LZJTSIO,O,X,O,X,X,X,O,X,X
LZJTSOI,O,X,O,X,X,X,O,X,X
LZJTOIS,O,X,O,X,X,X,O,X,X
LZJTOSI,O,X,O,X,X,X,O,X,X
LZJITSO,O,X,O,X,X,X,O,X,X
LZJITOS,O,X,O,X,X,X,O,X,X
LZJISTO,O,X,X,X,X,X,X,X,X
LZJISOT,O,X,X,X,X,X,X,X,X
LZJIOTS,O,X,O,X,X,X,O,X,X
LZJIOST,O,X,X,X,X,X,X,X,X
LZJSTIO,O,X,X,X,X,X,X,X,X
LZJSTOI,O,X,X,X,X,X,X,X,X
LZJSITO,O,X,X,X,X,X,X,X,X
LZJSIOT,O,X,X,X,X,X,X,X,X
LZJSOTI,O,X,X,X,X,X,X,X,X
LZJSOIT,O,X,X,X,X,X,X,X,X
LZJOTIS,O,X,O,X,X,X,O,X,X
LZJOTSI,O,X,O,X,X,X,O,X,X
LZJOITS,O,X,O,X,X,X,O,X,X
LZJOIST,O,X,X,X,X,X,X,X,X
LZJOSTI,O,X,X,X,X,X,X,X,X
LZJOSIT,O,X,X,X,X,X,X,X,X
LZSTIJO,O,O,O,X,O,O,X,O,X
LZSTIOJ,O,O,O,X,O,O,X,O,X
LZSTJIO,O,O,O,X,O,O,X,O,X
LZSTJOI,O,O,O,X,O,O,X,O,X
LZSTOIJ,O,O,O,X,O,O,X,O,X
LZSTOJI,O,O,O,X,O,O,X,O,X
LZSITJO,O,O,O,X,O,O,X,O,X
LZSITOJ,O,O,O,X,O,O,X,O,X
LZSIJTO,O,X,X,X,X,X,X,O,X
LZSIJOT,O,X,X,X,X,X,X,X,X
LZSIOTJ,O,O,O,X,O,O,X,O,X
LZSIOJT,O,X,X,X,X,X,X,X,X
LZSJTIO,O,X,X,X,X,X,X,O,X
LZSJTOI,O,X,X,X,X,X,X,O,X
LZSJITO,O,X,X,X,X,X,X,O,X
LZSJIOT,O,X,X,X,X,X,X,X,X
LZSJOTI,O,X,X,X,X,X,X,X,X
LZSJOIT,O,X,X,X,X,X,X,X,X
LZSOTIJ,O,O,O,X,O,O,X,O,X
LZSOTJI,O,O,O,X,O,O,X,O,X
LZSOITJ,O,O,O,X,O,O,X,O,X
LZSOIJT,O,X,X,X,X,X,X,X,X
LZSOJTI,O,X,X,X,X,X,X,X,X
LZSOJIT,O,X,X,X,X,X,X,X,X
LZOTIJS,O,X,O,X,O,X,O,X,X
LZOTISJ,O,O,O,X,O,O,O,O,X
LZOTJIS,O,X,O,X,O,X,O,X,X
LZOTJSI,O,X,O,X,X,X,O,X,X
LZOTSIJ,O,O,O,X,O,O,O,O,X
LZOTSJI,O,O,O,X,O,O,O,O,X
LZOITJS,O,X,O,X,O,X,O,X,X
LZOITSJ,O,O,O,X,O,O,O,O,X
LZOIJTS,O,X,O,X,X,X,O,X,X
LZOIJST,O,X,X,X,X,X,X,X,X
LZOISTJ,O,O,O,X,O,O,X,O,X
LZOISJT,O,X,X,X,X,X,X,X,X
LZOJTIS,O,X,O,X,X,X,O,X,X
LZOJTSI,O,X,O,X,X,X,O,X,X
LZOJITS,O,X,O,X,X,X,O,X,X
LZOJIST,O,X,X,X,X,X,X,X,X
LZOJSTI,O,X,X,X,X,X,X,X,X
LZOJSIT,O,X,X,X,X,X,X,X,X
LZOSTIJ,O,O,O,X,O,O,X,O,X
LZOSTJI,O,O,O,X,O,O,X,O,X
LZOSITJ,O,O,O,X,O,O,X,O,X
LZOSIJT,O,X,X,X,X,X,X,X,X
LZOSJTI,O,X,X,X,X,X,X,X,X
LZOSJIT,O,X,X,X,X,X,X,X,X
LOTIJSZ,O,O,O,O,O,X,X,X,O
LOTIJZS,O,O,O,O,O,X,O,X,O
LOTISJZ,O,O,O,O,O,X,X,X,X
LOTISZJ,O,O,O,O,O,O,X,O,X
LOTIZJS,O,O,O,X,O,X,O,X,X
LOTIZSJ,O,O,O,X,O,O,O,O,X
