sequence,v115@9gA8IeC8GeA8EeA8CeB8CeD8KeGAJvhFThB/nBaoB5?oBUqBFrB,v115@9gA8IeC8GeA8EeA8CeB8CeD8KeGAJvhFThBxiB0nB6?tBFqBXrB,v115@9gA8IeC8GeA8EeA8CeB8CeD8KeGAJvhFThBynB5oB0?nBFqBXrB,v115@9gA8IeC8GeA8EeA8CeB8CeD8KeXBJvhFiiB5oBcrBz?nBFqBGqB,v115@9gA8IeC8GeA8EeA8CeB8CeD8KeXBJvhFiiB5oBcrBz?nBGqBFqB,v115@9gA8IeC8GeA8EeA8CeB8CeD8KeGAJvhFxiBTmB0nB6?tBFqBXrB
SZTOLJI,O,O,X,X,X,O
SZTOJIL,O,O,X,X,X,X
SZTOJLI,O,O,X,X,X,O
SZITLJO,O,O,X,X,X,X
SZITLOJ,O,O,X,X,X,X
SZITJLO,O,O,X,X,X,X
SZITJOL,O,O,X,X,X,X
SZITOLJ,O,O,X,O,O,X
SZITOJL,O,O,X,X,X,X
SZILTJO,O,O,X,X,X,X
SZILTOJ,O,O,X,X,X,X
SZILJTO,O,O,X,X,X,X
SZILJOT,O,O,O,X,X,X
SZILOTJ,O,O,X,O,O,X
SZILOJT,O,O,O,O,O,X
SZIJTLO,O,O,X,X,X,X
SZIJTOL,O,O,X,X,O,X
SZIJLTO,O,O,X,X,X,X
SZIJLOT,O,O,O,X,O,X
SZIJOTL,O,O,X,X,O,X
SZIJOLT,O,O,O,O,O,X
SZIOTLJ,O,X,X,O,O,X
SZIOTJL,O,O,X,X,X,X
SZIOLTJ,O,O,X,O,O,X
SZIOLJT,O,O,O,O,O,X
SZIOJTL,O,O,X,X,O,X
SZIOJLT,O,O,O,O,O,X
SZLTIJO,O,O,X,X,X,O
SZLTIOJ,O,O,X,X,X,O
SZLTJIO,O,O,X,X,X,O
SZLTJOI,O,O,X,X,X,O
SZLTOIJ,O,O,X,X,X,O
SZLTOJI,O,O,X,X,X,O
SZLITJO,O,O,X,X,X,O
SZLITOJ,O,O,X,X,X,O
SZLIJTO,O,O,X,X,X,O
SZLIJOT,O,O,O,X,X,X
SZLIOTJ,O,O,X,O,O,X
SZLIOJT,O,O,O,O,O,X
SZLJTIO,O,O,X,X,X,O
SZLJTOI,O,O,X,X,X,O
SZLJITO,O,O,X,X,X,O
SZLJIOT,O,O,O,X,X,X
SZLJOTI,O,O,X,X,X,X
SZLJOIT,O,O,O,X,X,X
SZLOTIJ,O,O,X,O,O,X
SZLOTJI,O,O,X,X,X,X
SZLOITJ,O,O,X,O,O,X
SZLOIJT,O,O,O,O,O,X
SZLOJTI,O,O,X,X,X,X
SZLOJIT,O,O,O,O,O,X
SZJTILO,O,O,X,X,X,X
SZJTIOL,O,O,X,X,O,X
SZJTLIO,O,O,X,X,X,O
SZJTLOI,O,O,X,X,X,O
SZJTOIL,O,O,X,X,O,X
SZJTOLI,O,O,X,X,O,O
SZJITLO,O,O,X,X,X,X
SZJITOL,O,O,X,X,O,X
SZJILTO,O,O,X,X,X,X
SZJILOT,O,O,O,X,O,X
SZJIOTL,O,O,X,X,O,X
SZJIOLT,O,O,O,O,O,X
SZJLTIO,O,O,X,X,X,O
SZJLTOI,O,O,X,X,X,O
SZJLITO,O,O,X,X,X,O
SZJLIOT,O,O,O,X,O,X
SZJLOTI,O,O,X,X,O,X
SZJLOIT,O,O,O,X,O,X
SZJOTIL,O,O,X,X,O,X
SZJOTLI,O,O,X,X,O,X
SZJOITL,O,O,X,X,O,X
SZJOILT,O,O,O,O,O,X
SZJOLTI,O,O,X,X,O,X
SZJOLIT,O,O,O,O,O,X
SZOTILJ,O,X,X,O,O,X
SZOTIJL,O,O,X,X,X,X
SZOTLIJ,O,O,X,O,O,X
SZOTLJI,O,O,X,X,X,X
SZOTJIL,O,O,X,X,X,X
SZOTJLI,O,O,X,X,X,X
SZOITLJ,O,X,X,O,O,X
SZOITJL,O,O,X,X,X,X
SZOILTJ,O,O,X,O,O,X
SZOILJT,O,O,O,O,O,X
SZOIJTL,O,O,X,X,O,X
SZOIJLT,O,O,O,O,O,X
SZOLTIJ,O,O,X,O,O,X
SZOLTJI,O,O,X,X,X,X
SZOLITJ,O,O,X,O,O,X
SZOLIJT,O,O,O,O,O,X
SZOLJTI,O,O,X,X,O,X
SZOLJIT,O,O,O,O,O,X
SZOJTIL,O,O,X,X,O,X
SZOJTLI,O,O,X,X,O,X
SZOJITL,O,O,X,X,O,X
SZOJILT,O,O,O,O,O,X
SZOJLTI,O,O,X,X,O,X
SZOJLIT,O,O,O,O,O,X
SOTILJZ,O,X,O,X,X,X
SOTILZJ,O,X,X,O,X,X
SOTIJLZ,O,X,O,X,X,X
SOTIJZL,O,X,X,X,X,X
SOTIZLJ,O,X,X,O,X,X
SOTIZJL,O,X,X,O,X,X
SOTLIJZ,O,O,O,X,X,X
SOTLIZJ,O,X,X,O,X,X
SOTLJIZ,O,O,O,X,X,X
SOTLJZI,O,O,X,X,X,X
SOTLZIJ,O,O,X,O,X,X
SOTLZJI,O,O,X,O,X,X
SOTJILZ,O,X,O,X,X,X
SOTJIZL,O,X,X,X,X,X
SOTJLIZ,O,O,O,X,X,X
SOTJLZI,O,O,X,X,X,X
SOTJZIL,O,O,X,X,X,X
SOTJZLI,O,O,X,X,X,X
SOTZILJ,O,X,X,O,X,X
SOTZIJL,O,O,X,O,X,X
SOTZLIJ,O,O,X,O,X,X
SOTZLJI,O,O,X,O,X,X
SOTZJIL,O,O,X,O,X,X
SOTZJLI,O,O,X,O,X,X
SOITLJZ,O,X,O,X,X,X
SOITLZJ,O,X,X,O,X,X
SOITJLZ,O,X,O,X,X,X
SOITJZL,O,X,X,X,X,X
SOITZLJ,O,X,X,O,X,X
SOITZJL,O,X,X,O,X,X
SOILTJZ,O,O,O,X,X,X
SOILTZJ,O,X,X,O,X,X
SOILJTZ,O,O,O,X,X,X
SOILJZT,O,O,O,X,O,X
SOILZTJ,O,O,X,O,O,X
SOILZJT,O,O,O,O,O,X
SOIJTLZ,O,X,O,X,X,X
SOIJTZL,O,X,X,X,X,X
SOIJLTZ,O,O,O,X,X,X
SOIJLZT,O,O,O,X,O,X
SOIJZTL,O,O,X,X,O,X
SOIJZLT,O,O,O,X,O,X
SOIZTLJ,O,X,X,O,O,X
SOIZTJL,O,O,X,X,X,X
SOIZLTJ,O,O,X,O,O,X
SOIZLJT,O,O,O,O,O,X
SOIZJTL,O,O,X,X,O,X
SOIZJLT,O,O,O,O,O,X
SOLTIJZ,O,O,O,X,X,X
SOLTIZJ,O,X,X,O,X,X
SOLTJIZ,O,O,O,X,X,X
SOLTJZI,O,O,X,X,X,X
SOLTZIJ,O,O,X,O,X,X
SOLTZJI,O,O,X,O,X,X
SOLITJZ,O,O,O,X,X,X
SOLITZJ,O,X,X,O,X,X
SOLIJTZ,O,O,O,X,X,X
SOLIJZT,O,O,O,X,O,X
SOLIZTJ,O,O,X,O,O,X
SOLIZJT,O,O,O,O,O,X
SOLJTIZ,O,O,O,X,X,X
SOLJTZI,O,O,X,X,X,X
SOLJITZ,O,O,O,X,X,X
SOLJIZT,O,O,O,X,O,X
SOLJZTI,O,O,X,X,O,X
SOLJZIT,O,O,O,X,O,X
SOLZTIJ,O,O,X,O,O,X
SOLZTJI,O,O,X,X,X,X
SOLZITJ,O,O,X,O,O,X
SOLZIJT,O,O,O,O,O,X
SOLZJTI,O,O,X,X,O,X
SOLZJIT,O,O,O,O,O,X
SOJTILZ,O,X,O,X,X,X
SOJTIZL,O,X,X,X,X,X
SOJTLIZ,O,O,O,X,X,X
SOJTLZI,O,O,X,X,X,X
SOJTZIL,O,O,X,X,X,X
SOJTZLI,O,O,X,X,X,X
SOJITLZ,O,X,O,X,X,X
SOJITZL,O,X,X,X,X,X
SOJILTZ,O,O,O,X,X,X
SOJILZT,O,O,O,X,O,X
SOJIZTL,O,O,X,X,O,X
SOJIZLT,O,O,O,X,O,X
SOJLTIZ,O,O,O,X,X,X
SOJLTZI,O,O,X,X,X,X
SOJLITZ,O,O,O,X,X,X
SOJLIZT,O,O,O,X,O,X
SOJLZTI,O,O,X,X,O,X
SOJLZIT,O,O,O,X,O,X
SOJZTIL,O,O,X,X,O,X
SOJZTLI,O,O,X,X,O,X
SOJZITL,O,O,X,X,O,X
SOJZILT,O,O,O,X,O,X
SOJZLTI,O,O,X,X,O,X
SOJZLIT,O,O,O,X,O,X
SOZTILJ,O,X,X,O,O,X
SOZTIJL,O,O,X,X,X,X
SOZTLIJ,O,O,X,O,O,X
SOZTLJI,O,O,X,X,X,X
SOZTJIL,O,O,X,X,X,X
SOZTJLI,O,O,X,X,X,X
SOZITLJ,O,X,X,O,O,X
SOZITJL,O,O,X,X,X,X
SOZILTJ,O,O,X,O,O,X
SOZILJT,O,O,O,O,O,X
SOZIJTL,O,O,X,X,O,X
SOZIJLT,O,O,O,O,O,X
SOZLTIJ,O,O,X,O,O,X
SOZLTJI,O,O,X,X,X,X
SOZLITJ,O,O,X,O,O,X
SOZLIJT,O,O,O,O,O,X
SOZLJTI,O,O,X,X,O,X
SOZLJIT,O,O,O,O,O,X
SOZJTIL,O,O,X,X,O,X
SOZJTLI,O,O,X,X,O,X
SOZJITL,O,O,X,X,O,X
SOZJILT,O,O,O,O,O,X
SOZJLTI,O,O,X,X,O,X
SOZJLIT,O,O,O,O,O,X
ZTILJSO,O,O,O,X,X,O
ZTILJOS,O,O,X,X,X,O
ZTILSJO,O,O,O,X,X,O
ZTILSOJ,O,O,O,O,X,O
ZTILOJS,O,O,X,O,X,O
ZTILOSJ,O,O,X,O,X,O
ZTIJLSO,O,O,O,X,X,O
ZTIJLOS,O,O,X,X,X,O
ZTIJSLO,O,O,X,X,X,X
ZTIJSOL,O,O,X,O,O,X
ZTIJOLS,O,X,X,O,O,O
ZTIJOSL,O,O,X,O,O,X
ZTISLJO,O,O,O,X,X,X
ZTISLOJ,O,O,O,O,X,X
ZTISJLO,O,O,O,X,X,X
ZTISJOL,O,O,O,O,X,X
ZTISOLJ,O,O,O,O,O,X
ZTISOJL,O,O,O,O,X,X
ZTIOLJS,O,X,X,O,O,O
ZTIOLSJ,O,X,X,O,O,O
ZTIOJLS,O,X,X,O,O,O
ZTIOJSL,O,O,X,O,O,X
ZTIOSLJ,O,O,X,O,O,X
ZTIOSJL,O,O,X,O,X,X
ZTLIJSO,O,O,O,X,X,O
ZTLIJOS,O,O,X,X,X,O
ZTLISJO,O,O,O,X,X,O
ZTLISOJ,O,O,O,O,X,O
ZTLIOJS,O,O,X,O,X,O
ZTLIOSJ,O,O,X,O,X,O
ZTLJISO,O,O,O,X,X,O
ZTLJIOS,O,O,X,X,X,O
ZTLJSIO,O,O,O,X,X,O
ZTLJSOI,O,O,O,X,X,O
ZTLJOIS,O,O,X,X,X,O
ZTLJOSI,O,O,X,X,X,O
ZTLSIJO,O,O,O,X,X,O
ZTLSIOJ,O,O,O,O,X,O
ZTLSJIO,O,O,O,X,X,O
ZTLSJOI,O,O,O,X,X,O
ZTLSOIJ,O,O,O,O,X,O
ZTLSOJI,O,O,O,O,X,O
ZTLOIJS,O,O,X,O,X,O
ZTLOISJ,O,O,X,O,X,O
ZTLOJIS,O,O,X,O,X,O
ZTLOJSI,O,O,X,O,X,O
ZTLOSIJ,O,O,X,O,X,O
ZTLOSJI,O,O,X,O,X,O
ZTJILSO,O,O,O,X,X,O
ZTJILOS,O,O,X,X,X,O
ZTJISLO,O,O,X,X,X,X
ZTJISOL,O,O,X,O,O,X
ZTJIOLS,O,X,X,O,O,O
ZTJIOSL,O,O,X,O,O,X
ZTJLISO,O,O,O,X,X,O
ZTJLIOS,O,O,X,X,X,O
ZTJLSIO,O,O,O,X,X,O
ZTJLSOI,O,O,O,X,X,O
ZTJLOIS,O,O,X,X,X,O
ZTJLOSI,O,O,X,X,X,O
ZTJSILO,O,O,X,X,X,X
ZTJSIOL,O,O,X,O,O,X
ZTJSLIO,O,O,X,X,X,O
ZTJSLOI,O,O,X,X,X,O
ZTJSOIL,O,O,X,O,O,X
ZTJSOLI,O,O,X,O,O,O
ZTJOILS,O,X,X,O,O,O
ZTJOISL,O,O,X,O,O,X
ZTJOLIS,O,O,X,O,O,O
ZTJOLSI,O,O,X,O,O,O
ZTJOSIL,O,O,X,O,O,X
ZTJOSLI,O,O,X,O,O,O
ZTSILJO,O,O,O,X,X,X
ZTSILOJ,O,O,O,O,X,X
ZTSIJLO,O,O,O,X,X,X
ZTSIJOL,O,O,O,O,X,X
ZTSIOLJ,O,O,O,O,O,X
ZTSIOJL,O,O,O,O,X,X
ZTSLIJO,O,O,O,X,X,O
ZTSLIOJ,O,O,O,O,X,O
ZTSLJIO,O,O,O,X,X,O
ZTSLJOI,O,O,O,X,X,O
ZTSLOIJ,O,O,O,O,X,O
ZTSLOJI,O,O,O,O,X,O
ZTSJILO,O,O,O,X,X,X
ZTSJIOL,O,O,O,O,X,X
ZTSJLIO,O,O,O,X,X,O
ZTSJLOI,O,O,O,X,X,O
ZTSJOIL,O,O,O,O,X,X
ZTSJOLI,O,O,O,O,X,O
ZTSOILJ,O,O,O,O,O,X
ZTSOIJL,O,O,O,O,X,X
ZTSOLIJ,O,O,O,O,O,O
ZTSOLJI,O,O,O,O,X,O
ZTSOJIL,O,O,O,O,X,X
ZTSOJLI,O,O,O,O,X,O
ZTOILJS,O,X,X,O,O,O
ZTOILSJ,O,X,X,O,O,O
ZTOIJLS,O,X,X,O,O,O
ZTOIJSL,O,O,X,O,O,X
ZTOISLJ,O,O,X,O,O,X
ZTOISJL,O,O,X,O,X,X
ZTOLIJS,O,O,X,O,O,O
ZTOLISJ,O,O,X,O,O,O
ZTOLJIS,O,O,X,O,O,O
ZTOLJSI,O,O,X,O,O,O
ZTOLSIJ,O,O,X,O,O,O
ZTOLSJI,O,O,X,O,X,O
ZTOJILS,O,X,X,O,O,O
ZTOJISL,O,O,X,O,O,X
ZTOJLIS,O,O,X,O,O,O
ZTOJLSI,O,O,X,O,O,O
ZTOJSIL,O,O,X,O,O,X
ZTOJSLI,O,O,X,O,O,O
ZTOSILJ,O,O,X,O,O,X
ZTOSIJL,O,O,X,O,X,X
ZTOSLIJ,O,O,X,O,O,O
ZTOSLJI,O,O,X,O,X,O
ZTOSJIL,O,O,X,O,X,X
ZTOSJLI,O,O,X,O,X,O
ZITLJSO,O,O,O,X,X,O
ZITLJOS,O,O,X,X,X,O
ZITLSJO,O,O,O,X,X,O
ZITLSOJ,O,O,O,O,X,O
ZITLOJS,O,O,X,O,X,O
ZITLOSJ,O,O,X,O,X,O
ZITJLSO,O,O,O,X,X,O
ZITJLOS,O,O,X,X,X,O
ZITJSLO,O,O,X,X,X,X
ZITJSOL,O,O,X,O,O,X
ZITJOLS,O,X,X,O,O,O
ZITJOSL,O,O,X,O,O,X
ZITSLJO,O,O,O,X,X,X
ZITSLOJ,O,O,O,O,X,X
ZITSJLO,O,O,O,X,X,X
ZITSJOL,O,O,O,O,X,X
ZITSOLJ,O,O,O,O,O,X
ZITSOJL,O,O,O,O,X,X
ZITOLJS,O,X,X,O,O,O
ZITOLSJ,O,X,X,O,O,O
ZITOJLS,O,X,X,O,O,O
ZITOJSL,O,O,X,O,O,X
ZITOSLJ,O,O,X,O,O,X
ZITOSJL,O,O,X,O,X,X
ZILTJSO,O,O,O,X,X,O
ZILTJOS,O,O,X,X,X,O
ZILTSJO,O,O,O,X,X,O
ZILTSOJ,O,O,O,X,X,O
ZILTOJS,O,O,X,X,X,O
ZILTOSJ,O,O,X,X,X,O
ZILJTSO,O,O,O,X,X,O
ZILJTOS,O,O,X,X,X,O
ZILJSTO,O,O,X,X,X,O
ZILJSOT,O,O,O,X,O,X
ZILJOTS,X,O,X,X,O,O
ZILJOST,X,O,X,X,O,X
ZILSTJO,O,O,X,X,X,O
ZILSTOJ,O,O,X,X,X,O
ZILSJTO,O,O,X,X,X,O
ZILSJOT,O,O,O,X,X,X
ZILSOTJ,O,O,X,O,O,X
ZILSOJT,O,O,O,O,O,X
ZILOTJS,X,O,X,X,O,O
ZILOTSJ,X,O,X,O,O,O
ZILOJTS,X,O,X,X,O,O
ZILOJST,X,O,X,O,O,X
ZILOSTJ,X,O,X,O,O,X
ZILOSJT,X,O,X,O,O,X
ZIJTLSO,O,O,O,X,X,O
ZIJTLOS,O,O,X,X,X,O
ZIJTSLO,O,O,X,X,X,X
ZIJTSOL,O,O,X,X,O,X
ZIJTOLS,O,X,X,X,O,O
ZIJTOSL,O,O,X,X,O,X
ZIJLTSO,O,O,O,X,X,O
ZIJLTOS,O,O,X,X,X,O
ZIJLSTO,O,O,X,X,X,O
ZIJLSOT,O,O,O,X,O,X
ZIJLOTS,X,O,X,X,O,O
ZIJLOST,X,O,X,X,O,X
ZIJSTLO,O,O,X,X,X,X
ZIJSTOL,O,O,X,X,O,X
ZIJSLTO,O,O,X,X,X,X
ZIJSLOT,O,O,O,X,O,X
ZIJSOTL,O,O,X,X,O,X
ZIJSOLT,O,O,O,O,O,X
ZIJOTLS,O,X,X,X,O,X
ZIJOTSL,O,O,X,X,O,X
ZIJOLTS,X,X,X,X,O,X
ZIJOLST,X,X,X,O,O,X
ZIJOSTL,O,O,X,X,O,X
ZIJOSLT,O,O,X,O,O,X
ZISTLJO,O,O,X,X,X,X
ZISTLOJ,O,O,X,X,X,X
ZISTJLO,O,O,X,X,X,X
ZISTJOL,O,O,X,X,X,X
ZISTOLJ,O,O,X,O,O,X
ZISTOJL,O,O,X,X,X,X
ZISLTJO,O,O,X,X,X,X
ZISLTOJ,O,O,X,X,X,X
ZISLJTO,O,O,X,X,X,X
ZISLJOT,O,O,O,X,X,X
ZISLOTJ,O,O,X,O,O,X
ZISLOJT,O,O,O,O,O,X
ZISJTLO,O,O,X,X,X,X
ZISJTOL,O,O,X,X,O,X
ZISJLTO,O,O,X,X,X,X
ZISJLOT,O,O,O,X,O,X
ZISJOTL,O,O,X,X,O,X
ZISJOLT,O,O,O,O,O,X
ZISOTLJ,O,X,X,O,O,X
ZISOTJL,O,O,X,X,X,X
ZISOLTJ,O,O,X,O,O,X
ZISOLJT,O,O,O,O,O,X
ZISOJTL,O,O,X,X,O,X
ZISOJLT,O,O,O,O,O,X
ZIOTLJS,O,X,X,O,O,X
ZIOTLSJ,O,X,X,O,O,X
ZIOTJLS,O,X,X,O,O,X
ZIOTJSL,O,O,X,O,O,X
ZIOTSLJ,O,O,X,O,O,X
ZIOTSJL,O,O,X,O,X,X
ZIOLTJS,X,X,X,O,O,X
ZIOLTSJ,X,X,X,O,O,X
ZIOLJTS,X,X,X,X,O,X
ZIOLJST,X,X,X,O,O,X
ZIOLSTJ,X,X,X,O,O,X
ZIOLSJT,X,X,X,O,O,X
ZIOJTLS,O,X,X,X,O,X
ZIOJTSL,O,O,X,X,O,X
ZIOJLTS,X,X,X,X,O,X
ZIOJLST,X,X,X,O,O,X
ZIOJSTL,O,O,X,X,O,X
ZIOJSLT,O,O,X,O,O,X
ZIOSTLJ,O,X,X,O,O,X
ZIOSTJL,O,O,X,X,X,X
ZIOSLTJ,O,X,X,O,O,X
ZIOSLJT,O,O,X,O,O,X
ZIOSJTL,O,O,X,X,O,X
ZIOSJLT,O,O,X,O,O,X
ZLTIJSO,O,O,O,X,X,O
ZLTIJOS,O,O,X,X,X,O
ZLTISJO,O,O,O,X,X,O
ZLTISOJ,O,O,O,X,X,O
ZLTIOJS,O,O,X,X,X,O
ZLTIOSJ,O,O,X,X,X,O
ZLTJISO,O,O,O,X,X,O
ZLTJIOS,O,O,X,X,X,O
ZLTJSIO,O,O,O,X,X,O
ZLTJSOI,O,O,O,X,X,O
ZLTJOIS,O,O,X,X,X,O
ZLTJOSI,O,O,X,X,X,O
ZLTSIJO,O,O,O,X,X,O
ZLTSIOJ,O,O,O,X,X,O
ZLTSJIO,O,O,O,X,X,O
ZLTSJOI,O,O,O,X,X,O
ZLTSOIJ,O,O,O,X,X,O
ZLTSOJI,O,O,O,X,X,O
ZLTOIJS,O,O,X,X,X,O
ZLTOISJ,O,O,X,X,X,O
ZLTOJIS,O,O,X,X,X,O
ZLTOJSI,O,O,X,X,X,O
ZLTOSIJ,O,O,X,X,X,O
ZLTOSJI,O,O,X,X,X,O
ZLITJSO,O,O,O,X,X,O
ZLITJOS,O,O,X,X,X,O
ZLITSJO,O,O,O,X,X,O
ZLITSOJ,O,O,O,X,X,O
ZLITOJS,O,O,X,X,X,O
ZLITOSJ,O,O,X,X,X,O
ZLIJTSO,O,O,O,X,X,O
ZLIJTOS,O,O,X,X,X,O
ZLIJSTO,O,O,X,X,X,O
ZLIJSOT,O,O,O,X,O,X
ZLIJOTS,X,O,X,X,O,O
ZLIJOST,X,O,X,X,O,X
ZLISTJO,O,O,X,X,X,O
ZLISTOJ,O,O,X,X,X,O
ZLISJTO,O,O,X,X,X,O
ZLISJOT,O,O,O,X,X,X
ZLISOTJ,O,O,X,O,O,X
ZLISOJT,O,O,O,O,O,X
ZLIOTJS,X,O,X,X,O,O
ZLIOTSJ,X,O,X,O,O,O
ZLIOJTS,X,O,X,X,O,O
ZLIOJST,X,O,X,O,O,X
ZLIOSTJ,X,O,X,O,O,X
ZLIOSJT,X,O,X,O,O,X
ZLJTISO,O,O,O,X,X,O
ZLJTIOS,O,O,X,X,X,O
ZLJTSIO,O,O,O,X,X,O
ZLJTSOI,O,O,O,X,X,O
ZLJTOIS,O,O,X,X,X,O
ZLJTOSI,O,O,X,X,X,O
ZLJITSO,O,O,O,X,X,O
ZLJITOS,O,O,X,X,X,O
ZLJISTO,O,O,X,X,X,O
ZLJISOT,O,O,O,X,O,X
ZLJIOTS,X,O,X,X,O,O
ZLJIOST,X,O,X,X,O,X
ZLJSTIO,O,O,X,X,X,O
ZLJSTOI,O,O,X,X,X,O
ZLJSITO,O,O,X,X,X,O
ZLJSIOT,O,O,O,X,O,X
ZLJSOTI,O,O,X,X,O,X
ZLJSOIT,O,O,O,X,O,X
ZLJOTIS,X,O,X,X,O,O
ZLJOTSI,X,O,X,X,O,O
ZLJOITS,X,O,X,X,O,O
ZLJOIST,X,O,X,X,O,X
ZLJOSTI,X,O,X,X,O,X
ZLJOSIT,X,O,X,X,O,X
ZLSTIJO,O,O,X,X,X,O
ZLSTIOJ,O,O,X,X,X,O
ZLSTJIO,O,O,X,X,X,O
ZLSTJOI,O,O,X,X,X,O
ZLSTOIJ,O,O,X,X,X,O
ZLSTOJI,O,O,X,X,X,O
ZLSITJO,O,O,X,X,X,O
ZLSITOJ,O,O,X,X,X,O
ZLSIJTO,O,O,X,X,X,O
ZLSIJOT,O,O,O,X,X,X
ZLSIOTJ,O,O,X,O,O,X
ZLSIOJT,O,O,O,O,O,X
ZLSJTIO,O,O,X,X,X,O
ZLSJTOI,O,O,X,X,X,O
ZLSJITO,O,O,X,X,X,O
ZLSJIOT,O,O,O,X,X,X
ZLSJOTI,O,O,X,X,X,X
ZLSJOIT,O,O,O,X,X,X
ZLSOTIJ,O,O,X,O,O,X
ZLSOTJI,O,O,X,X,X,X
ZLSOITJ,O,O,X,O,O,X
ZLSOIJT,O,O,O,O,O,X
ZLSOJTI,O,O,X,X,X,X
ZLSOJIT,O,O,O,O,O,X
ZLOTIJS,X,O,X,X,O,O
ZLOTISJ,X,O,X,O,O,O
ZLOTJIS,X,O,X,X,O,O
ZLOTJSI,X,O,X,X,O,O
ZLOTSIJ,X,O,X,O,O,O
ZLOTSJI,X,O,X,X,X,O
ZLOITJS,X,O,X,X,O,O
ZLOITSJ,X,O,X,O,O,O
ZLOIJTS,X,O,X,X,O,O
ZLOIJST,X,O,X,O,O,X
ZLOISTJ,X,O,X,O,O,X
ZLOISJT,X,O,X,O,O,X
ZLOJTIS,X,O,X,X,O,O
ZLOJTSI,X,O,X,X,O,O
ZLOJITS,X,O,X,X,O,O
ZLOJIST,X,O,X,O,O,X
ZLOJSTI,X,O,X,X,O,X
ZLOJSIT,X,O,X,O,O,X
ZLOSTIJ,X,O,X,O,O,X
ZLOSTJI,X,O,X,X,X,X
ZLOSITJ,X,O,X,O,O,X
ZLOSIJT,X,O,X,O,O,X
ZLOSJTI,X,O,X,X,O,X
ZLOSJIT,X,O,X,O,O,X
ZJTILSO,O,O,O,X,X,O
ZJTILOS,O,O,X,X,X,O
ZJTISLO,O,O,X,X,X,X
ZJTISOL,O,O,X,X,O,X
ZJTIOLS,O,X,X,X,O,O
ZJTIOSL,O,O,X,X,O,X
ZJTLISO,O,O,O,X,X,O
ZJTLIOS,O,O,X,X,X,O
ZJTLSIO,O,O,O,X,X,O
ZJTLSOI,O,O,O,X,X,O
ZJTLOIS,O,O,X,X,X,O
ZJTLOSI,O,O,X,X,X,O
ZJTSILO,O,O,X,X,X,X
ZJTSIOL,O,O,X,X,O,X
ZJTSLIO,O,O,X,X,X,O
ZJTSLOI,O,O,X,X,X,O
ZJTSOIL,O,O,X,X,O,X
ZJTSOLI,O,O,X,X,O,O
ZJTOILS,O,X,X,X,O,O
ZJTOISL,O,O,X,X,O,X
ZJTOLIS,O,O,X,X,O,O
ZJTOLSI,O,O,X,X,O,O
ZJTOSIL,O,O,X,X,O,X
ZJTOSLI,O,O,X,X,O,O
ZJITLSO,O,O,O,X,X,O
ZJITLOS,O,O,X,X,X,O
ZJITSLO,O,O,X,X,X,X
ZJITSOL,O,O,X,X,O,X
ZJITOLS,O,X,X,X,O,O
ZJITOSL,O,O,X,X,O,X
ZJILTSO,O,O,O,X,X,O
ZJILTOS,O,O,X,X,X,O
ZJILSTO,O,O,X,X,X,O
ZJILSOT,O,O,O,X,O,X
ZJILOTS,X,O,X,X,O,O
ZJILOST,X,O,X,X,O,X
ZJISTLO,O,O,X,X,X,X
ZJISTOL,O,O,X,X,O,X
ZJISLTO,O,O,X,X,X,X
ZJISLOT,O,O,O,X,O,X
ZJISOTL,O,O,X,X,O,X
ZJISOLT,O,O,O,O,O,X
ZJIOTLS,O,X,X,X,O,X
ZJIOTSL,O,O,X,X,O,X
ZJIOLTS,X,X,X,X,O,X
ZJIOLST,X,X,X,O,O,X
ZJIOSTL,O,O,X,X,O,X
ZJIOSLT,O,O,X,O,O,X
ZJLTISO,O,O,O,X,X,O
ZJLTIOS,O,O,X,X,X,O
ZJLTSIO,O,O,O,X,X,O
ZJLTSOI,O,O,O,X,X,O
ZJLTOIS,O,O,X,X,X,O
ZJLTOSI,O,O,X,X,X,O
ZJLITSO,O,O,O,X,X,O
ZJLITOS,O,O,X,X,X,O
ZJLISTO,O,O,X,X,X,O
ZJLISOT,O,O,O,X,O,X
ZJLIOTS,X,O,X,X,O,O
ZJLIOST,X,O,X,X,O,X
ZJLSTIO,O,O,X,X,X,O
ZJLSTOI,O,O,X,X,X,O
ZJLSITO,O,O,X,X,X,O
ZJLSIOT,O,O,O,X,O,X
ZJLSOTI,O,O,X,X,O,X
ZJLSOIT,O,O,O,X,O,X
ZJLOTIS,X,O,X,X,O,O
ZJLOTSI,X,O,X,X,O,O
ZJLOITS,X,O,X,X,O,O
ZJLOIST,X,O,X,X,O,X
ZJLOSTI,X,O,X,X,O,X
ZJLOSIT,X,O,X,X,O,X
ZJSTILO,O,O,X,X,X,X
ZJSTIOL,O,O,X,X,O,X
ZJSTLIO,O,O,X,X,X,O
ZJSTLOI,O,O,X,X,X,O
ZJSTOIL,O,O,X,X,O,X
ZJSTOLI,O,O,X,X,O,O
ZJSITLO,O,O,X,X,X,X
ZJSITOL,O,O,X,X,O,X
ZJSILTO,O,O,X,X,X,X
ZJSILOT,O,O,O,X,O,X
ZJSIOTL,O,O,X,X,O,X
ZJSIOLT,O,O,O,O,O,X
ZJSLTIO,O,O,X,X,X,O
ZJSLTOI,O,O,X,X,X,O
ZJSLITO,O,O,X,X,X,O
ZJSLIOT,O,O,O,X,O,X
