sequence,v115@PhD8GeD8BeB8AeB8Jei/IvhFzgBWnBxiBUlBXrBlsB,v115@PhD8GeD8BeB8AeB8JeT/IvhF2lBRhBCjB3mB0qBlsB,v115@PhD8GeD8BeB8AeB8Jex/IvhFXhB8mBCjBmkBzqBlsB,v115@PhD8GeD8BeB8AeB8Jex/IvhF8lBzhBCjBmkBXrBlsB,v115@PhD8GeD8BeB8AeB8JeT/IvhF0gBxiB/qBCnBOrBlsB,v115@PhD8GeD8BeB8AeB8JeT/IvhFXhBxiB2qBCnBlsB0qB,v115@PhD8GeD8BeB8AeB8JeT/IvhFUiB/qBFmBRsBmqBCtB
LSIZTJO,O,O,X,X,X,X,X
LSIZTOJ,O,O,X,O,O,X,O
LSIZJTO,O,O,X,O,X,X,X
LSIZJOT,O,O,X,O,O,X,X
LSIZOTJ,O,O,X,O,O,X,O
LSIZOJT,O,O,X,O,O,X,X
LSIOTJZ,O,O,X,X,O,X,X
LSIOTZJ,O,X,X,X,O,X,O
LSIOJTZ,O,O,X,X,X,O,X
LSIOJZT,O,O,X,O,O,X,X
LSIOZTJ,O,O,X,O,O,X,O
LSIOZJT,O,O,X,O,O,X,X
LSJTIZO,O,X,X,O,X,X,X
LSJTIOZ,O,O,X,O,X,X,X
LSJTZIO,O,X,X,O,X,X,X
LSJTZOI,O,X,X,O,X,X,X
LSJTOIZ,O,O,X,O,X,O,X
LSJTOZI,O,O,X,O,X,O,X
LSJITZO,O,X,X,X,X,X,X
LSJITOZ,O,O,X,X,X,X,X
LSJIZTO,O,X,O,O,X,X,X
LSJIZOT,O,O,O,O,O,X,X
LSJIOTZ,O,O,X,X,X,O,X
LSJIOZT,O,O,O,O,O,X,X
LSJZTIO,O,O,O,O,X,X,X
LSJZTOI,O,O,X,O,X,X,X
LSJZITO,O,O,O,O,X,X,X
LSJZIOT,O,O,O,O,O,X,X
LSJZOTI,O,O,O,O,O,O,X
LSJZOIT,O,O,O,O,O,X,X
LSJOTIZ,O,O,X,X,X,O,X
LSJOTZI,O,O,X,O,X,O,X
LSJOITZ,O,O,X,X,X,O,X
LSJOIZT,O,O,O,O,O,X,X
LSJOZTI,O,O,O,O,O,O,X
LSJOZIT,O,O,O,O,O,X,X
LSZTIJO,O,O,O,O,O,X,X
LSZTIOJ,O,O,X,O,O,X,X
LSZTJIO,O,O,O,O,O,X,X
LSZTJOI,O,O,X,O,O,X,X
LSZTOIJ,O,O,X,O,O,X,X
LSZTOJI,O,O,X,O,O,X,X
LSZITJO,O,O,O,O,X,X,X
LSZITOJ,O,O,X,O,O,X,X
LSZIJTO,O,O,O,O,X,X,X
LSZIJOT,O,O,O,O,O,X,X
LSZIOTJ,O,O,X,O,O,X,X
LSZIOJT,O,O,O,O,O,X,X
LSZJTIO,O,O,O,O,X,X,X
LSZJTOI,O,O,X,O,X,X,X
LSZJITO,O,O,O,O,X,X,X
LSZJIOT,O,O,O,O,O,X,X
LSZJOTI,O,O,O,O,O,O,X
LSZJOIT,O,O,O,O,O,X,X
LSZOTIJ,O,O,O,O,O,X,X
LSZOTJI,O,O,O,O,O,X,X
LSZOITJ,O,O,O,O,O,X,X
LSZOIJT,O,O,O,O,O,X,X
LSZOJTI,O,O,O,O,O,O,X
LSZOJIT,O,O,O,O,O,X,X
LSOTIJZ,O,O,X,X,O,X,X
LSOTIZJ,O,X,X,X,O,X,O
LSOTJIZ,O,O,X,X,O,O,X
LSOTJZI,O,O,X,O,O,O,X
LSOTZIJ,O,O,X,O,O,X,O
LSOTZJI,O,O,X,O,O,X,X
LSOITJZ,O,O,X,X,O,X,X
LSOITZJ,O,X,X,X,O,X,O
LSOIJTZ,O,O,X,X,X,O,X
LSOIJZT,O,O,X,O,O,X,X
LSOIZTJ,O,O,X,O,O,X,O
LSOIZJT,O,O,X,O,O,X,X
LSOJTIZ,O,O,X,X,X,O,X
LSOJTZI,O,O,X,O,X,O,X
LSOJITZ,O,O,X,X,X,O,X
LSOJIZT,O,O,O,O,O,X,X
LSOJZTI,O,O,O,O,O,O,X
LSOJZIT,O,O,O,O,O,X,X
LSOZTIJ,O,O,O,O,O,X,X
LSOZTJI,O,O,O,O,O,X,X
LSOZITJ,O,O,O,O,O,X,X
LSOZIJT,O,O,O,O,O,X,X
LSOZJTI,O,O,O,O,O,O,X
LSOZJIT,O,O,O,O,O,X,X
LZTIJSO,O,O,X,X,X,X,X
LZTIJOS,O,O,X,X,X,X,X
LZTISJO,O,O,X,X,X,X,X
LZTISOJ,O,O,X,X,X,X,X
LZTIOJS,O,O,X,X,X,X,X
LZTIOSJ,O,O,X,X,X,X,X
LZTJISO,O,O,O,X,X,X,X
LZTJIOS,O,O,X,X,X,X,X
LZTJSIO,O,O,O,X,X,X,X
LZTJSOI,O,O,X,X,X,X,X
LZTJOIS,O,O,O,X,X,X,X
LZTJOSI,O,O,O,X,X,X,X
LZTSIJO,O,O,O,X,X,X,X
LZTSIOJ,O,O,X,X,X,X,X
LZTSJIO,O,O,O,X,X,X,X
LZTSJOI,O,O,X,X,X,X,X
LZTSOIJ,O,O,X,X,X,X,X
LZTSOJI,O,O,X,X,X,X,X
LZTOIJS,O,O,X,X,X,X,X
LZTOISJ,O,O,X,X,X,X,X
LZTOJIS,O,O,O,X,X,X,X
LZTOJSI,O,O,O,X,X,X,X
LZTOSIJ,O,O,O,X,X,X,X
LZTOSJI,O,O,O,X,X,X,X
LZITJSO,O,X,X,X,X,X,X
LZITJOS,O,X,X,X,X,X,X
LZITSJO,O,X,X,X,X,X,X
LZITSOJ,O,X,X,X,X,X,X
LZITOJS,O,X,X,X,X,X,X
LZITOSJ,O,X,X,X,X,X,X
LZIJTSO,O,O,O,X,X,X,X
LZIJTOS,O,O,X,X,X,X,X
LZIJSTO,O,O,O,X,X,X,X
LZIJSOT,O,O,O,X,X,X,X
LZIJOTS,X,O,O,X,X,X,X
LZIJOST,X,O,O,X,X,X,X
LZISTJO,O,O,O,X,X,X,X
LZISTOJ,O,O,X,X,O,X,X
LZISJTO,O,O,O,X,X,X,X
LZISJOT,O,O,O,X,O,X,X
LZISOTJ,O,O,X,X,O,X,X
LZISOJT,O,O,O,X,O,X,X
LZIOTJS,O,X,X,X,X,X,X
LZIOTSJ,O,X,X,X,X,X,X
LZIOJTS,X,O,O,X,X,X,X
LZIOJST,X,O,O,X,X,X,X
LZIOSTJ,O,O,O,X,O,X,X
LZIOSJT,O,O,O,X,O,X,X
LZJTISO,O,O,O,X,X,X,X
LZJTIOS,O,O,X,X,X,X,X
LZJTSIO,O,O,O,X,X,X,X
LZJTSOI,O,O,X,X,X,X,X
LZJTOIS,O,O,O,X,X,X,X
LZJTOSI,O,O,O,X,X,X,X
LZJITSO,O,O,O,X,X,X,X
LZJITOS,O,O,X,X,X,X,X
LZJISTO,O,O,O,X,X,X,X
LZJISOT,O,O,O,X,X,X,X
LZJIOTS,X,O,O,X,X,X,X
LZJIOST,X,O,O,X,X,X,X
LZJSTIO,O,O,O,O,X,X,X
LZJSTOI,O,O,X,O,X,X,X
LZJSITO,O,O,O,O,X,X,X
LZJSIOT,O,O,O,O,X,X,X
LZJSOTI,O,O,O,O,X,O,X
LZJSOIT,O,O,O,O,X,X,X
LZJOTIS,O,O,O,X,X,X,X
LZJOTSI,O,O,O,X,X,X,X
LZJOITS,X,O,O,X,X,X,X
LZJOIST,X,O,O,X,X,X,X
LZJOSTI,X,O,O,X,X,O,X
LZJOSIT,X,O,O,X,X,X,X
LZSTIJO,O,O,O,X,X,X,X
LZSTIOJ,O,O,X,O,O,X,X
LZSTJIO,O,O,O,O,X,X,X
LZSTJOI,O,O,X,O,X,X,X
LZSTOIJ,O,O,X,O,O,X,X
LZSTOJI,O,O,X,O,O,X,X
LZSITJO,O,O,O,X,X,X,X
LZSITOJ,O,O,X,O,O,X,X
LZSIJTO,O,O,O,O,X,X,X
LZSIJOT,O,O,O,O,O,X,X
LZSIOTJ,O,O,X,O,O,X,X
LZSIOJT,O,O,O,O,O,X,X
LZSJTIO,O,O,O,O,X,X,X
LZSJTOI,O,O,X,O,X,X,X
LZSJITO,O,O,O,O,X,X,X
LZSJIOT,O,O,O,O,O,X,X
LZSJOTI,O,O,O,O,O,O,X
LZSJOIT,O,O,O,O,O,X,X
LZSOTIJ,O,O,O,O,O,X,X
LZSOTJI,O,O,O,O,O,X,X
LZSOITJ,O,O,O,O,O,X,X
LZSOIJT,O,O,O,O,O,X,X
LZSOJTI,O,O,O,O,O,O,X
LZSOJIT,O,O,O,O,O,X,X
LZOTIJS,O,O,X,X,X,X,X
LZOTISJ,O,O,X,X,X,X,X
LZOTJIS,O,O,O,X,X,X,X
LZOTJSI,O,O,O,X,X,X,X
LZOTSIJ,O,O,O,X,X,X,X
LZOTSJI,O,O,O,X,X,X,X
LZOITJS,O,X,X,X,X,X,X
LZOITSJ,O,X,X,X,X,X,X
LZOIJTS,X,O,O,X,X,X,X
LZOIJST,X,O,O,X,X,X,X
LZOISTJ,O,O,O,X,O,X,X
LZOISJT,O,O,O,X,O,X,X
LZOJTIS,O,O,O,X,X,X,X
LZOJTSI,O,O,O,X,X,X,X
LZOJITS,X,O,O,X,X,X,X
LZOJIST,X,O,O,X,X,X,X
LZOJSTI,X,O,O,X,X,O,X
LZOJSIT,X,O,O,X,X,X,X
LZOSTIJ,O,O,O,X,O,X,X
LZOSTJI,O,O,O,X,O,X,X
LZOSITJ,O,O,O,X,O,X,X
LZOSIJT,O,O,O,X,O,X,X
LZOSJTI,O,O,O,X,O,O,X
LZOSJIT,O,O,O,X,O,X,X
LOTIJSZ,O,X,O,X,O,O,X
LOTIJZS,O,X,O,X,X,O,X
LOTISJZ,O,O,X,X,O,O,X
LOTISZJ,O,O,X,X,O,O,X
LOTIZJS,O,O,O,X,X,O,X
LOTIZSJ,O,O,O,X,O,O,X
LOTJISZ,O,X,O,X,O,O,X
LOTJIZS,O,X,O,X,X,O,X
LOTJSIZ,O,O,O,X,O,O,X
LOTJSZI,O,O,O,X,O,O,X
LOTJZIS,O,O,O,X,X,O,X
LOTJZSI,O,O,O,X,X,O,X
LOTSIJZ,O,O,X,X,O,O,X
LOTSIZJ,O,O,X,X,O,O,X
LOTSJIZ,O,O,O,X,O,O,X
LOTSJZI,O,O,O,X,O,O,X
LOTSZIJ,O,O,O,X,O,O,X
LOTSZJI,O,O,O,X,O,O,X
LOTZIJS,O,O,O,X,X,O,X
LOTZISJ,O,O,O,X,O,O,X
LOTZJIS,O,O,O,X,X,O,X
LOTZJSI,O,O,O,X,X,O,X
LOTZSIJ,O,O,O,X,O,O,X
LOTZSJI,O,O,O,X,O,O,X
LOITJSZ,O,X,X,X,O,O,X
LOITJZS,O,X,X,X,X,O,X
LOITSJZ,O,X,X,X,O,O,X
LOITSZJ,O,X,X,X,O,O,X
LOITZJS,O,X,X,X,X,O,X
LOITZSJ,O,X,X,X,O,O,X
LOIJTSZ,X,X,X,X,X,O,X
LOIJTZS,X,X,O,X,X,O,X
LOIJSTZ,X,X,X,X,X,O,X
LOIJSZT,X,X,O,X,O,X,X
LOIJZTS,X,X,O,X,X,X,X
LOIJZST,X,X,O,X,X,X,X
LOISTJZ,O,O,X,X,O,X,X
LOISTZJ,X,X,X,X,O,X,O
LOISJTZ,O,O,X,X,X,O,X
LOISJZT,O,O,X,X,O,X,X
LOISZTJ,O,O,X,X,O,X,O
LOISZJT,O,O,X,X,O,X,X
LOIZTJS,O,X,X,X,X,X,X
LOIZTSJ,O,X,X,X,X,X,X
LOIZJTS,X,O,O,X,X,X,X
LOIZJST,X,O,O,X,X,X,X
LOIZSTJ,O,O,O,X,O,X,O
LOIZSJT,O,O,O,X,O,X,X
LOJTISZ,X,X,O,X,X,O,X
LOJTIZS,X,X,O,X,X,O,X
LOJTSIZ,X,X,O,X,X,O,X
LOJTSZI,X,X,O,X,X,O,X
LOJTZIS,X,X,O,X,X,O,X
LOJTZSI,X,X,O,X,X,O,X
LOJITSZ,X,X,O,X,X,O,X
LOJITZS,X,X,O,X,X,O,X
LOJISTZ,X,X,X,X,X,O,X
LOJISZT,X,X,O,X,O,X,X
LOJIZTS,X,X,O,X,X,X,X
LOJIZST,X,X,O,X,X,X,X
LOJSTIZ,X,O,X,X,X,O,X
LOJSTZI,X,O,X,O,X,O,X
LOJSITZ,X,O,X,X,X,O,X
LOJSIZT,X,O,O,O,O,X,X
LOJSZTI,X,O,O,O,O,O,X
LOJSZIT,X,O,O,O,O,X,X
LOJZTIS,X,O,O,X,X,X,X
LOJZTSI,X,O,O,X,X,X,X
LOJZITS,X,O,O,X,X,X,X
LOJZIST,X,O,O,X,X,X,X
LOJZSTI,X,O,O,X,X,O,X
LOJZSIT,X,O,O,X,X,X,X
LOSTIJZ,O,O,X,X,O,X,X
LOSTIZJ,O,X,X,X,O,X,O
LOSTJIZ,O,O,X,X,O,O,X
LOSTJZI,O,O,X,O,O,O,X
LOSTZIJ,O,O,X,O,O,X,O
LOSTZJI,O,O,X,O,O,X,X
LOSITJZ,O,O,X,X,O,X,X
LOSITZJ,O,X,X,X,O,X,O
LOSIJTZ,O,O,X,X,X,O,X
LOSIJZT,O,O,X,O,O,X,X
LOSIZTJ,O,O,O,O,O,X,O
LOSIZJT,O,O,O,O,O,X,X
LOSJTIZ,O,O,X,X,X,O,X
LOSJTZI,O,O,X,O,X,O,X
LOSJITZ,O,O,X,X,X,O,X
LOSJIZT,O,O,O,O,O,X,X
LOSJZTI,O,O,O,O,O,O,X
LOSJZIT,O,O,O,O,O,X,X
LOSZTIJ,O,O,O,O,O,X,X
LOSZTJI,O,O,O,O,O,X,X
LOSZITJ,O,O,O,O,O,X,X
LOSZIJT,O,O,O,O,O,X,X
LOSZJTI,O,O,O,O,O,O,X
LOSZJIT,O,O,O,O,O,X,X
LOZTIJS,O,O,X,X,X,X,X
LOZTISJ,O,O,X,X,X,X,X
LOZTJIS,O,O,O,X,X,X,X
LOZTJSI,O,O,O,X,X,X,X
LOZTSIJ,O,O,O,X,X,X,X
LOZTSJI,O,O,O,X,X,X,X
LOZITJS,O,X,X,X,X,X,X
LOZITSJ,O,X,X,X,X,X,X
LOZIJTS,X,O,O,X,X,X,X
LOZIJST,X,O,O,X,X,X,X
LOZISTJ,O,O,O,X,O,X,X
LOZISJT,O,O,O,X,O,X,X
LOZJTIS,O,O,O,X,X,X,X
LOZJTSI,O,O,O,X,X,X,X
LOZJITS,X,O,O,X,X,X,X
LOZJIST,X,O,O,X,X,X,X
LOZJSTI,X,O,O,X,X,O,X
LOZJSIT,X,O,O,X,X,X,X
LOZSTIJ,O,O,O,X,O,X,X
LOZSTJI,O,O,O,X,O,X,X
LOZSITJ,O,O,O,X,O,X,X
LOZSIJT,O,O,O,X,O,X,X
LOZSJTI,O,O,O,X,O,O,X
LOZSJIT,O,O,O,X,O,X,X
JTILSZO,O,X,O,O,O,O,X
JTILSOZ,O,X,O,O,O,O,X
JTILZSO,O,X,O,X,X,O,X
JTILZOS,O,X,O,X,X,O,X
JTILOSZ,O,X,O,O,O,O,X
JTILOZS,O,X,O,X,X,O,X
JTISLZO,O,X,O,O,O,O,X
JTISLOZ,O,X,O,O,O,O,X
JTISZLO,O,X,O,O,O,X,X
JTISZOL,O,X,O,O,O,X,X
JTISOLZ,O,X,O,O,O,O,X
JTISOZL,O,X,O,O,O,X,X
JTIZLSO,O,X,O,X,X,O,X
JTIZLOS,O,X,O,X,X,O,X
JTIZSLO,O,X,O,X,X,X,X
JTIZSOL,O,X,O,X,X,X,X
JTIZOLS,O,X,O,X,X,O,X
JTIZOSL,O,X,O,X,X,X,X
JTIOLSZ,O,X,O,O,O,O,X
JTIOLZS,O,X,O,X,X,O,X
JTIOSLZ,O,X,O,O,O,O,X
JTIOSZL,O,X,O,O,O,X,X
JTIOZLS,O,X,O,X,X,O,X
JTIOZSL,O,X,O,X,X,X,X
JTLISZO,O,X,O,O,O,O,X
JTLISOZ,O,X,O,O,O,O,X
JTLIZSO,O,X,O,X,X,O,X
JTLIZOS,O,X,O,X,X,O,X
JTLIOSZ,O,X,O,O,O,O,X
JTLIOZS,O,X,O,X,X,O,X
JTLSIZO,O,O,O,O,O,O,X
JTLSIOZ,O,O,O,O,O,O,X
JTLSZIO,O,O,O,O,O,O,X
JTLSZOI,O,O,O,O,O,O,X
JTLSOIZ,O,O,O,O,O,O,X
JTLSOZI,O,O,O,O,O,O,X
JTLZISO,O,O,O,X,X,O,X
JTLZIOS,O,O,O,X,X,O,X
JTLZSIO,O,O,O,O,X,O,X
JTLZSOI,O,O,O,O,X,O,X
JTLZOIS,O,O,O,X,X,O,X
JTLZOSI,O,O,O,O,X,O,X
JTLOISZ,O,X,O,O,O,O,X
JTLOIZS,O,X,O,X,X,O,X
JTLOSIZ,O,O,O,O,O,O,X
JTLOSZI,O,O,O,O,O,O,X
JTLOZIS,O,O,O,X,X,O,X
JTLOZSI,O,O,O,O,X,O,X
JTSILZO,O,O,O,O,O,O,X
JTSILOZ,O,O,O,O,O,O,X
JTSIZLO,O,O,O,O,O,X,X
JTSIZOL,O,O,O,O,O,X,X
JTSIOLZ,O,O,O,O,O,O,X
JTSIOZL,O,O,O,O,O,X,X
JTSLIZO,O,O,O,O,O,O,X
JTSLIOZ,O,O,O,O,O,O,X
JTSLZIO,O,O,O,O,O,O,X
JTSLZOI,O,O,O,O,O,O,X
JTSLOIZ,O,O,O,O,O,O,X
JTSLOZI,O,O,O,O,O,O,X
JTSZILO,O,O,O,O,O,X,X
JTSZIOL,O,O,O,O,O,X,X
JTSZLIO,O,O,O,O,O,X,X
JTSZLOI,O,O,O,O,O,X,X
JTSZOIL,O,O,O,O,O,X,X
JTSZOLI,O,O,O,O,O,X,X
JTSOILZ,O,O,O,O,O,O,X
JTSOIZL,O,O,O,O,O,X,X
JTSOLIZ,O,O,O,O,O,O,X
JTSOLZI,O,O,O,O,O,O,X
JTSOZIL,O,O,O,O,O,X,X
JTSOZLI,O,O,O,O,O,X,X
JTZILSO,O,O,O,X,X,O,X
JTZILOS,O,O,O,X,X,O,X
JTZISLO,O,O,O,X,X,X,X
JTZISOL,O,O,O,X,X,X,X
JTZIOLS,O,O,O,X,X,O,X
JTZIOSL,O,O,O,X,X,X,X
JTZLISO,O,O,O,X,X,O,X
JTZLIOS,O,O,O,X,X,O,X
JTZLSIO,O,O,O,O,X,O,X
JTZLSOI,O,O,O,O,X,O,X
JTZLOIS,O,O,O,X,X,O,X
JTZLOSI,O,O,O,O,X,O,X
JTZSILO,O,O,O,O,X,X,X
JTZSIOL,O,O,O,O,X,X,X
JTZSLIO,O,O,O,O,X,X,X
JTZSLOI,O,O,O,O,X,X,X
JTZSOIL,O,O,O,O,X,X,X
JTZSOLI,O,O,O,O,X,X,X
JTZOILS,O,O,O,X,X,O,X
JTZOISL,O,O,O,X,X,X,X
JTZOLIS,O,O,O,X,X,O,X
JTZOLSI,O,O,O,O,X,O,X
JTZOSIL,O,O,O,O,X,X,X
JTZOSLI,O,O,O,O,X,X,X
JTOILSZ,O,X,O,O,O,O,X
JTOILZS,O,X,O,X,X,O,X
JTOISLZ,O,X,O,O,O,O,X
JTOISZL,O,X,O,O,O,X,X
JTOIZLS,O,X,O,X,X,O,X
JTOIZSL,O,X,O,X,X,X,X
JTOLISZ,O,X,O,O,O,O,X
JTOLIZS,O,X,O,X,X,O,X
JTOLSIZ,O,O,O,O,O,O,X
JTOLSZI,O,O,O,O,O,O,X
JTOLZIS,O,O,O,X,X,O,X
JTOLZSI,O,O,O,O,X,O,X
JTOSILZ,O,O,O,O,O,O,X
JTOSIZL,O,O,O,O,O,X,X
JTOSLIZ,O,O,O,O,O,O,X
JTOSLZI,O,O,O,O,O,O,X
JTOSZIL,O,O,O,O,O,X,X
JTOSZLI,O,O,O,O,O,X,X
JTOZILS,O,O,O,X,X,O,X
JTOZISL,O,O,O,X,X,X,X
JTOZLIS,O,O,O,X,X,O,X
JTOZLSI,O,O,O,O,X,O,X
JTOZSIL,O,O,O,O,X,X,X
JTOZSLI,O,O,O,O,X,X,X
JITLSZO,O,X,O,O,O,O,X
JITLSOZ,O,X,O,O,O,O,X
JITLZSO,O,X,O,X,X,O,X
JITLZOS,O,X,O,X,X,O,X
JITLOSZ,O,X,O,O,O,O,X
JITLOZS,O,X,O,X,X,O,X
JITSLZO,O,X,O,O,O,O,X
JITSLOZ,O,X,O,O,O,O,X
JITSZLO,O,X,O,O,O,X,X
JITSZOL,O,X,O,O,O,X,X
JITSOLZ,O,X,O,O,O,O,X
JITSOZL,O,X,O,O,O,X,X
JITZLSO,O,X,O,X,X,O,X
JITZLOS,O,X,O,X,X,O,X
JITZSLO,O,X,O,X,X,X,X
JITZSOL,O,X,O,X,X,X,X
JITZOLS,O,X,O,X,X,O,X
JITZOSL,O,X,O,X,X,X,X
JITOLSZ,O,X,O,O,O,O,X
JITOLZS,O,X,O,X,X,O,X
JITOSLZ,O,X,O,O,O,O,X
JITOSZL,O,X,O,O,O,X,X
JITOZLS,O,X,O,X,X,O,X
JITOZSL,O,X,O,X,X,X,X
JILTSZO,O,X,O,X,X,O,X
JILTSOZ,O,X,O,X,X,O,X
JILTZSO,O,X,O,X,X,O,X
JILTZOS,O,X,O,X,X,O,X
JILTOSZ,O,X,O,X,X,O,X
JILTOZS,O,X,O,X,X,O,X
JILSTZO,O,X,X,X,X,X,X
JILSTOZ,O,X,X,X,X,X,X
JILSZTO,O,X,O,O,X,X,X
JILSZOT,O,X,O,O,O,X,X
JILSOTZ,O,X,X,X,X,O,X
JILSOZT,O,X,O,O,O,X,X
JILZTSO,O,X,O,X,X,X,X
JILZTOS,O,X,X,X,X,X,X
JILZSTO,O,X,O,X,X,X,X
JILZSOT,O,X,O,X,X,X,X
JILZOTS,X,X,O,X,X,X,X
JILZOST,X,X,O,X,X,X,X
JILOTSZ,X,X,O,X,X,O,X
JILOTZS,X,X,O,X,X,O,X
JILOSTZ,X,X,X,X,X,O,X
JILOSZT,X,X,O,X,O,X,X
JILOZTS,X,X,O,X,X,X,X
JILOZST,X,X,O,X,X,X,X
JISTLZO,O,X,O,O,O,O,X
JISTLOZ,O,X,O,O,O,O,X
JISTZLO,O,X,O,O,O,X,X
JISTZOL,O,X,O,O,O,X,O
JISTOLZ,O,X,O,O,O,O,X
JISTOZL,X,X,O,O,O,X,O
JISLTZO,O,X,X,X,X,X,X
JISLTOZ,O,X,X,X,X,X,X
JISLZTO,O,X,O,O,X,X,X
JISLZOT,O,X,O,O,O,X,X
JISLOTZ,O,X,X,X,X,O,X
JISLOZT,O,X,O,O,O,X,X
JISZTLO,O,X,O,O,X,X,X
JISZTOL,O,X,X,O,X,X,O
JISZLTO,O,X,O,O,X,X,X
JISZLOT,O,X,O,O,O,X,X
JISZOTL,O,X,X,O,X,X,O
JISZOLT,O,X,O,O,O,X,X
JISOTLZ,O,X,O,X,O,O,X
JISOTZL,X,X,O,X,O,X,O
JISOLTZ,O,X,X,X,X,O,X
JISOLZT,O,X,O,O,O,X,X
JISOZTL,O,X,O,O,X,X,O
JISOZLT,O,X,O,O,O,X,X
JIZTLSO,O,X,O,X,X,O,X
JIZTLOS,O,X,O,X,X,O,X
JIZTSLO,O,X,O,X,X,X,X
JIZTSOL,O,X,O,X,X,X,X
JIZTOLS,O,X,O,X,X,O,X
JIZTOSL,O,X,O,X,X,X,X
JIZLTSO,O,X,O,X,X,X,X
JIZLTOS,O,X,X,X,X,X,X
JIZLSTO,O,X,O,X,X,X,X
JIZLSOT,O,X,O,X,X,X,X
JIZLOTS,X,X,O,X,X,X,X
JIZLOST,X,X,O,X,X,X,X
JIZSTLO,O,X,O,X,X,X,X
JIZSTOL,O,X,X,X,X,X,O
JIZSLTO,O,X,O,X,X,X,X
JIZSLOT,O,X,O,X,X,X,X
JIZSOTL,O,X,X,X,X,X,O
JIZSOLT,O,X,O,X,X,X,X
JIZOTLS,X,X,O,X,X,O,X
JIZOTSL,X,X,O,X,X,X,X
JIZOLTS,X,X,O,X,X,X,X
JIZOLST,X,X,O,X,X,X,X
JIZOSTL,X,X,O,X,X,X,O
JIZOSLT,X,X,O,X,X,X,X
JIOTLSZ,X,X,O,X,O,O,X
JIOTLZS,X,X,O,X,X,O,X
JIOTSLZ,X,X,O,X,O,O,X
JIOTSZL,X,X,O,X,O,X,X
JIOTZLS,X,X,O,X,X,O,X
JIOTZSL,X,X,O,X,X,X,X
JIOLTSZ,X,X,O,X,X,O,X
JIOLTZS,X,X,O,X,X,O,X
JIOLSTZ,X,X,X,X,X,O,X
JIOLSZT,X,X,O,X,O,X,X
JIOLZTS,X,X,O,X,X,X,X
JIOLZST,X,X,O,X,X,X,X
JIOSTLZ,X,X,O,X,O,O,X
JIOSTZL,X,X,O,X,O,X,O
JIOSLTZ,X,X,X,X,X,O,X
JIOSLZT,X,X,O,X,O,X,X
JIOSZTL,X,X,O,X,X,X,O
JIOSZLT,X,X,O,X,O,X,X
JIOZTLS,X,X,O,X,X,O,X
JIOZTSL,X,X,O,X,X,X,X
JIOZLTS,X,X,O,X,X,X,X
JIOZLST,X,X,O,X,X,X,X
JIOZSTL,X,X,O,X,X,X,O
JIOZSLT,X,X,O,X,X,X,X
JLTISZO,O,X,O,O,X,O,X
JLTISOZ,O,X,O,O,X,O,X
JLTIZSO,O,X,O,X,X,O,X
JLTIZOS,O,X,O,X,X,O,X
JLTIOSZ,O,X,O,O,X,O,X
JLTIOZS,O,X,O,X,X,O,X
JLTSIZO,O,X,O,O,X,O,X
JLTSIOZ,O,X,O,O,X,O,X
JLTSZIO,O,X,O,O,X,O,X
JLTSZOI,O,X,O,O,X,O,X
JLTSOIZ,O,X,O,O,X,O,X
JLTSOZI,O,X,O,O,X,O,X
JLTZISO,O,X,O,X,X,O,X
JLTZIOS,O,X,O,X,X,O,X
JLTZSIO,O,X,O,O,X,O,X
JLTZSOI,O,X,O,O,X,O,X
JLTZOIS,O,X,O,X,X,O,X
JLTZOSI,O,X,O,O,X,O,X
JLTOISZ,O,X,O,O,X,O,X
JLTOIZS,O,X,O,X,X,O,X
JLTOSIZ,O,X,O,O,X,O,X
JLTOSZI,O,X,O,O,X,O,X
JLTOZIS,O,X,O,X,X,O,X
JLTOZSI,O,X,O,O,X,O,X
JLITSZO,O,X,O,X,X,O,X
JLITSOZ,O,X,O,X,X,O,X
JLITZSO,O,X,O,X,X,O,X
JLITZOS,O,X,O,X,X,O,X
JLITOSZ,O,X,O,X,X,O,X
JLITOZS,O,X,O,X,X,O,X
JLISTZO,O,X,X,X,X,X,X
JLISTOZ,O,X,X,X,X,X,X
JLISZTO,O,X,O,O,X,X,X
JLISZOT,O,X,O,O,O,X,X
JLISOTZ,O,X,X,X,X,O,X
JLISOZT,O,X,O,O,O,X,X
JLIZTSO,O,X,O,X,X,X,X
JLIZTOS,O,X,X,X,X,X,X
JLIZSTO,O,X,O,X,X,X,X
JLIZSOT,O,X,O,X,X,X,X
JLIZOTS,X,X,O,X,X,X,X
JLIZOST,X,X,O,X,X,X,X
JLIOTSZ,X,X,O,X,X,O,X
JLIOTZS,X,X,O,X,X,O,X
JLIOSTZ,X,X,X,X,X,O,X
JLIOSZT,X,X,O,X,O,X,X
JLIOZTS,X,X,O,X,X,X,X
JLIOZST,X,X,O,X,X,X,X
JLSTIZO,O,X,X,O,X,X,X
JLSTIOZ,O,O,X,O,X,X,X
JLSTZIO,O,X,X,O,X,X,X
JLSTZOI,O,X,X,O,X,X,X
JLSTOIZ,O,O,X,O,X,O,X
JLSTOZI,O,O,X,O,X,O,X
JLSITZO,O,X,X,X,X,X,X
JLSITOZ,O,O,X,X,X,X,X
JLSIZTO,O,X,O,O,X,X,X
JLSIZOT,O,O,O,O,O,X,X
JLSIOTZ,O,O,X,X,X,O,X
JLSIOZT,O,O,O,O,O,X,X
