sequence,v115@HhB8HeB8EeD8EeD8Jem/IvhFRiBSoBFmB8rBXqBzqB,v115@HhB8HeB8EeD8EeD8Jex/IvhFlhBcnBTjBmlBXqBSwB,v115@HhB8HeB8EeD8EeD8Jex/IvhFylBumBcnBTjBXqBVwB,v115@HhB8HeB8EeD8EeD8Jex/IvhF8lBCiBTjBeqBXnBVwB,v115@HhB8HeB8EeD8EeD8JeKFJvhFWmBxhBTjBXnBVwB0pB,v115@HhB8HeB8EeD8EeD8Jem/IvhFUhBTjB1qBXnBCsBRvB,v115@HhB8HeB8EeD8EeD8Jem/IvhFSnBTjB3lBFmB8rBRvB
IZTOLJS,X,O,O,X,X,O,X
IZTOLSJ,X,O,O,X,X,O,X
IZTOJLS,X,O,O,X,X,O,X
IZTOJSL,X,O,O,X,X,O,X
IZTOSLJ,X,O,O,X,X,O,X
IZTOSJL,X,O,O,X,X,O,X
IZLTJSO,O,O,O,X,X,X,X
IZLTJOS,X,O,O,X,X,X,X
IZLTSJO,O,X,O,X,X,X,X
IZLTSOJ,O,O,O,X,X,X,X
IZLTOJS,X,O,O,X,X,X,X
IZLTOSJ,X,O,O,X,X,X,X
IZLJTSO,O,O,X,X,X,X,X
IZLJTOS,X,O,X,X,X,X,X
IZLJSTO,O,O,X,X,X,X,X
IZLJSOT,O,O,X,X,X,X,O
IZLJOTS,X,O,X,X,X,X,X
IZLJOST,O,O,X,X,X,X,O
IZLSTJO,O,O,O,X,X,X,X
IZLSTOJ,O,O,O,X,X,X,X
IZLSJTO,O,O,X,X,X,X,X
IZLSJOT,O,O,X,X,X,X,O
IZLSOTJ,O,O,O,X,X,X,X
IZLSOJT,O,O,X,X,X,X,O
IZLOTJS,X,O,O,X,X,X,X
IZLOTSJ,X,O,O,X,X,X,X
IZLOJTS,X,O,X,X,X,X,X
IZLOJST,O,O,X,X,X,X,O
IZLOSTJ,O,O,O,X,X,X,X
IZLOSJT,O,O,X,X,X,X,O
IZJTLSO,O,X,O,X,X,O,X
IZJTLOS,X,X,O,X,X,O,X
IZJTSLO,O,X,O,X,X,O,X
IZJTSOL,O,X,O,X,X,O,X
IZJTOLS,X,O,O,X,X,O,X
IZJTOSL,X,O,O,X,X,O,X
IZJLTSO,O,O,X,X,X,X,X
IZJLTOS,X,O,X,X,X,X,X
IZJLSTO,O,O,X,X,X,X,X
IZJLSOT,O,O,X,X,X,X,O
IZJLOTS,X,O,X,X,X,X,X
IZJLOST,O,O,X,X,X,X,O
IZJSTLO,O,O,O,X,X,X,X
IZJSTOL,O,O,O,X,X,X,X
IZJSLTO,O,O,X,X,X,X,X
IZJSLOT,O,O,X,X,X,X,O
IZJSOTL,O,O,O,X,X,X,X
IZJSOLT,O,O,X,X,X,X,O
IZJOTLS,X,O,O,X,X,O,X
IZJOTSL,X,O,O,X,X,O,X
IZJOLTS,X,O,X,X,X,X,X
IZJOLST,O,O,X,X,X,X,O
IZJOSTL,O,O,O,X,X,X,X
IZJOSLT,O,O,X,X,X,X,O
IZSTLJO,O,O,O,X,X,O,X
IZSTLOJ,O,O,O,X,X,O,X
IZSTJLO,O,O,O,X,X,O,X
IZSTJOL,O,O,O,X,X,O,X
IZSTOLJ,O,O,O,X,X,O,X
IZSTOJL,O,O,O,X,X,O,X
IZSLTJO,O,O,O,X,X,X,X
IZSLTOJ,O,O,O,X,X,X,X
IZSLJTO,O,O,X,X,X,X,X
IZSLJOT,O,O,X,X,X,X,O
IZSLOTJ,O,O,O,X,X,X,X
IZSLOJT,O,O,X,X,X,X,O
IZSJTLO,O,O,O,X,X,X,X
IZSJTOL,O,O,O,X,X,X,X
IZSJLTO,O,O,X,X,X,X,X
IZSJLOT,O,O,X,X,X,X,O
IZSJOTL,O,O,O,X,X,X,X
IZSJOLT,O,O,X,X,X,X,O
IZSOTLJ,O,O,O,X,X,O,X
IZSOTJL,O,O,O,X,X,O,X
IZSOLTJ,O,O,O,X,X,X,X
IZSOLJT,O,O,X,X,X,X,O
IZSOJTL,O,O,O,X,X,X,X
IZSOJLT,O,O,X,X,X,X,O
IZOTLJS,X,O,O,X,X,O,X
IZOTLSJ,X,O,O,X,X,O,X
IZOTJLS,X,O,O,X,X,O,X
IZOTJSL,X,O,O,X,X,O,X
IZOTSLJ,X,O,O,X,X,O,X
IZOTSJL,X,O,O,X,X,O,X
IZOLTJS,X,O,O,X,X,X,X
IZOLTSJ,X,O,O,X,X,X,X
IZOLJTS,X,O,X,X,X,X,X
IZOLJST,O,O,X,X,X,X,O
IZOLSTJ,O,O,O,X,X,X,X
IZOLSJT,O,O,X,X,X,X,O
IZOJTLS,X,O,O,X,X,O,X
IZOJTSL,X,O,O,X,X,O,X
IZOJLTS,X,O,X,X,X,X,X
IZOJLST,O,O,X,X,X,X,O
IZOJSTL,O,O,O,X,X,X,X
IZOJSLT,O,O,X,X,X,X,O
IZOSTLJ,O,O,O,X,X,O,X
IZOSTJL,O,O,O,X,X,O,X
IZOSLTJ,O,O,O,X,X,X,X
IZOSLJT,O,O,X,X,X,X,O
IZOSJTL,O,O,O,X,X,X,X
IZOSJLT,O,O,X,X,X,X,O
IOTLJSZ,X,X,X,X,O,O,O
IOTLJZS,X,O,O,X,X,O,X
IOTLSJZ,X,X,X,X,O,O,O
IOTLSZJ,X,X,O,X,O,O,X
IOTLZJS,X,O,O,X,X,O,X
IOTLZSJ,X,O,O,X,X,O,X
IOTJLSZ,X,X,X,X,O,O,O
IOTJLZS,X,X,O,X,X,O,X
IOTJSLZ,X,X,X,O,O,O,O
IOTJSZL,X,X,X,O,O,O,X
IOTJZLS,X,X,O,O,X,O,X
IOTJZSL,X,X,O,O,X,O,X
IOTSLJZ,X,X,X,O,O,O,O
IOTSLZJ,X,X,O,X,O,O,X
IOTSJLZ,X,X,X,O,O,O,O
IOTSJZL,X,O,X,O,O,O,X
IOTSZLJ,X,O,O,X,O,O,X
IOTSZJL,X,O,O,X,O,O,X
IOTZLJS,X,O,O,X,X,O,X
IOTZLSJ,X,O,O,X,X,O,X
IOTZJLS,X,O,O,X,X,O,X
IOTZJSL,X,O,O,X,X,O,X
IOTZSLJ,X,O,O,X,X,O,X
IOTZSJL,X,O,O,X,X,O,X
IOLTJSZ,X,X,X,X,X,O,O
IOLTJZS,X,O,O,X,X,O,X
IOLTSJZ,X,X,X,X,X,O,O
IOLTSZJ,X,X,O,X,X,O,X
IOLTZJS,X,O,O,X,X,O,X
IOLTZSJ,X,O,O,X,X,O,X
IOLJTSZ,X,X,X,X,X,O,O
IOLJTZS,X,O,X,X,X,O,X
IOLJSTZ,X,X,X,X,X,X,O
IOLJSZT,X,O,X,X,X,X,O
IOLJZTS,X,O,X,X,X,X,X
IOLJZST,X,O,X,X,X,X,O
IOLSTJZ,X,X,X,X,X,O,O
IOLSTZJ,X,X,X,X,X,O,X
IOLSJTZ,X,X,X,X,X,X,O
IOLSJZT,X,O,X,X,X,X,O
IOLSZTJ,X,O,O,X,X,X,X
IOLSZJT,X,O,X,X,X,X,O
IOLZTJS,X,O,O,X,X,X,X
IOLZTSJ,X,O,O,X,X,X,X
IOLZJTS,X,O,X,X,X,X,X
IOLZJST,X,O,X,X,X,X,O
IOLZSTJ,X,O,O,X,X,X,X
IOLZSJT,X,O,X,X,X,X,O
IOJTLSZ,X,X,X,X,X,O,O
IOJTLZS,X,X,O,X,X,O,X
IOJTSLZ,X,X,X,O,X,O,O
IOJTSZL,X,X,X,O,X,O,X
IOJTZLS,X,X,O,O,X,O,X
IOJTZSL,X,X,O,O,X,O,X
IOJLTSZ,X,X,X,X,X,O,O
IOJLTZS,X,O,X,X,X,O,X
IOJLSTZ,X,X,X,X,X,X,O
IOJLSZT,X,O,X,X,X,X,O
IOJLZTS,X,O,X,X,X,X,X
IOJLZST,X,O,X,X,X,X,O
IOJSTLZ,X,X,X,O,X,O,O
IOJSTZL,X,O,X,O,X,O,X
IOJSLTZ,X,X,X,O,X,X,O
IOJSLZT,X,O,X,X,X,X,O
IOJSZTL,X,O,O,X,X,X,X
IOJSZLT,X,O,X,X,X,X,O
IOJZTLS,X,O,O,X,X,O,X
IOJZTSL,X,O,O,X,X,O,X
IOJZLTS,X,O,X,X,X,X,X
IOJZLST,X,O,X,X,X,X,O
IOJZSTL,X,O,O,X,X,X,X
IOJZSLT,X,O,X,X,X,X,O
IOSTLJZ,X,X,X,O,O,O,O
IOSTLZJ,X,X,O,X,O,O,X
IOSTJLZ,X,X,X,O,O,O,O
IOSTJZL,X,O,X,O,O,O,X
IOSTZLJ,X,O,O,X,O,O,X
IOSTZJL,X,O,O,X,O,O,X
IOSLTJZ,X,X,X,O,O,O,O
IOSLTZJ,X,X,X,X,O,O,X
IOSLJTZ,X,X,X,O,X,X,O
IOSLJZT,X,O,X,X,X,X,O
IOSLZTJ,X,O,O,X,X,X,X
IOSLZJT,X,O,X,X,X,X,O
IOSJTLZ,X,X,X,O,O,O,O
IOSJTZL,X,O,X,O,O,O,X
IOSJLTZ,X,X,X,O,X,X,O
IOSJLZT,X,O,X,X,X,X,O
IOSJZTL,X,O,O,X,X,X,X
IOSJZLT,X,O,X,X,X,X,O
IOSZTLJ,X,O,O,X,O,O,X
IOSZTJL,X,O,O,X,O,O,X
IOSZLTJ,X,O,O,X,X,X,X
IOSZLJT,X,O,X,X,X,X,O
IOSZJTL,X,O,O,X,X,X,X
IOSZJLT,X,O,X,X,X,X,O
IOZTLJS,X,O,O,X,X,O,X
IOZTLSJ,X,O,O,X,X,O,X
IOZTJLS,X,O,O,X,X,O,X
IOZTJSL,X,O,O,X,X,O,X
IOZTSLJ,X,O,O,X,X,O,X
IOZTSJL,X,O,O,X,X,O,X
IOZLTJS,X,O,O,X,X,X,X
IOZLTSJ,X,O,O,X,X,X,X
IOZLJTS,X,O,X,X,X,X,X
IOZLJST,X,O,X,X,X,X,O
IOZLSTJ,X,O,O,X,X,X,X
IOZLSJT,X,O,X,X,X,X,O
IOZJTLS,X,O,O,X,X,O,X
IOZJTSL,X,O,O,X,X,O,X
IOZJLTS,X,O,X,X,X,X,X
IOZJLST,X,O,X,X,X,X,O
IOZJSTL,X,O,O,X,X,X,X
IOZJSLT,X,O,X,X,X,X,O
IOZSTLJ,X,O,O,X,X,O,X
IOZSTJL,X,O,O,X,X,O,X
IOZSLTJ,X,O,O,X,X,X,X
IOZSLJT,X,O,X,X,X,X,O
IOZSJTL,X,O,O,X,X,X,X
IOZSJLT,X,O,X,X,X,X,O
LTIJSZO,O,X,X,X,O,X,X
LTIJSOZ,X,X,X,X,O,X,O
LTIJZSO,O,O,O,X,X,X,X
LTIJZOS,X,O,O,X,X,X,X
LTIJOSZ,X,X,X,X,O,X,O
LTIJOZS,X,O,O,X,X,X,X
LTISJZO,O,X,X,X,O,X,X
LTISJOZ,X,X,X,X,O,X,O
LTISZJO,O,X,O,X,O,X,X
LTISZOJ,O,X,O,X,O,X,X
LTISOJZ,X,X,X,X,O,X,O
LTISOZJ,X,X,O,X,O,X,X
LTIZJSO,O,O,O,X,X,X,X
LTIZJOS,X,O,O,X,X,X,X
LTIZSJO,O,X,O,X,X,X,X
LTIZSOJ,O,O,O,X,X,X,X
LTIZOJS,X,O,O,X,X,X,X
LTIZOSJ,X,O,O,X,X,X,X
LTIOJSZ,X,X,X,X,O,X,O
LTIOJZS,X,O,O,X,X,X,X
LTIOSJZ,X,X,X,X,O,X,O
LTIOSZJ,X,X,O,X,O,X,X
LTIOZJS,X,O,O,X,X,X,X
LTIOZSJ,X,O,O,X,X,X,X
LTJISZO,O,X,X,X,O,X,X
LTJISOZ,X,X,X,X,O,X,O
LTJIZSO,O,O,O,X,X,X,X
LTJIZOS,X,O,O,X,X,X,X
LTJIOSZ,X,X,X,X,O,X,O
LTJIOZS,X,O,O,X,X,X,X
LTJSIZO,O,X,X,O,O,X,X
LTJSIOZ,X,X,X,O,O,X,X
LTJSZIO,O,X,X,O,O,X,X
LTJSZOI,O,X,X,O,O,X,X
LTJSOIZ,X,X,X,O,O,X,X
LTJSOZI,X,X,X,O,O,X,X
LTJZISO,O,O,O,O,X,X,X
LTJZIOS,X,O,O,O,X,X,X
LTJZSIO,O,O,O,O,O,X,X
LTJZSOI,O,O,O,O,O,X,X
LTJZOIS,X,O,O,O,X,X,X
LTJZOSI,X,O,O,O,O,X,X
LTJOISZ,X,X,X,X,O,X,O
LTJOIZS,X,O,O,X,X,X,X
LTJOSIZ,X,X,X,O,O,X,X
LTJOSZI,X,X,X,O,O,X,X
LTJOZIS,X,O,O,O,X,X,X
LTJOZSI,X,O,O,O,O,X,X
LTSIJZO,O,X,X,O,O,X,X
LTSIJOZ,X,X,X,O,O,X,X
LTSIZJO,O,X,O,X,O,X,X
LTSIZOJ,O,X,O,X,O,X,X
LTSIOJZ,X,X,X,O,O,X,X
LTSIOZJ,X,X,O,X,O,X,X
LTSJIZO,O,X,X,O,O,X,X
LTSJIOZ,X,X,X,O,O,X,X
LTSJZIO,O,X,X,O,O,X,X
LTSJZOI,O,X,X,O,O,X,X
LTSJOIZ,X,X,X,O,O,X,X
LTSJOZI,X,X,X,O,O,X,X
LTSZIJO,O,X,O,X,O,X,X
LTSZIOJ,O,X,O,X,O,X,X
LTSZJIO,O,X,O,O,O,X,X
LTSZJOI,O,X,O,O,O,X,X
LTSZOIJ,O,X,O,X,O,X,X
LTSZOJI,O,X,O,O,O,X,X
LTSOIJZ,X,X,X,O,O,X,X
LTSOIZJ,X,X,O,X,O,X,X
LTSOJIZ,X,X,X,O,O,X,X
LTSOJZI,X,X,X,O,O,X,X
LTSOZIJ,X,X,O,X,O,X,X
LTSOZJI,X,X,O,O,O,X,X
LTZIJSO,O,O,O,X,X,X,X
LTZIJOS,X,O,O,X,X,X,X
LTZISJO,O,X,O,X,X,X,X
LTZISOJ,O,O,O,X,X,X,X
LTZIOJS,X,O,O,X,X,X,X
LTZIOSJ,X,O,O,X,X,X,X
LTZJISO,O,O,O,X,X,X,X
LTZJIOS,X,O,O,X,X,X,X
LTZJSIO,O,O,O,X,O,X,X
LTZJSOI,O,O,O,X,O,X,X
LTZJOIS,X,O,O,X,X,X,X
LTZJOSI,X,O,O,X,O,X,X
LTZSIJO,O,X,O,X,O,X,X
LTZSIOJ,O,O,O,X,O,X,X
LTZSJIO,O,O,O,X,O,X,X
LTZSJOI,O,O,O,X,O,X,X
LTZSOIJ,O,O,O,X,O,X,X
LTZSOJI,O,O,O,X,O,X,X
LTZOIJS,X,O,O,X,X,X,X
LTZOISJ,X,O,O,X,X,X,X
LTZOJIS,X,O,O,X,X,X,X
LTZOJSI,X,O,O,X,O,X,X
LTZOSIJ,X,O,O,X,O,X,X
LTZOSJI,X,O,O,X,O,X,X
LTOIJSZ,X,X,X,X,O,X,O
LTOIJZS,X,O,O,X,X,X,X
LTOISJZ,X,X,X,X,O,X,O
LTOISZJ,X,X,O,X,O,X,X
LTOIZJS,X,O,O,X,X,X,X
LTOIZSJ,X,O,O,X,X,X,X
LTOJISZ,X,X,X,X,O,X,O
LTOJIZS,X,O,O,X,X,X,X
LTOJSIZ,X,X,X,O,O,X,X
LTOJSZI,X,X,X,O,O,X,X
LTOJZIS,X,O,O,O,X,X,X
LTOJZSI,X,O,O,O,O,X,X
LTOSIJZ,X,X,X,O,O,X,X
LTOSIZJ,X,X,O,X,O,X,X
LTOSJIZ,X,X,X,O,O,X,X
LTOSJZI,X,X,X,O,O,X,X
LTOSZIJ,X,X,O,X,O,X,X
LTOSZJI,X,X,O,O,O,X,X
LTOZIJS,X,O,O,X,X,X,X
LTOZISJ,X,O,O,X,X,X,X
LTOZJIS,X,O,O,X,X,X,X
LTOZJSI,X,O,O,X,O,X,X
LTOZSIJ,X,O,O,X,O,X,X
LTOZSJI,X,O,O,X,O,X,X
LITJSZO,O,X,X,X,X,O,X
LITJSOZ,X,X,X,X,X,O,O
LITJZSO,O,O,O,X,X,O,X
LITJZOS,X,O,O,X,X,O,X
LITJOSZ,X,X,X,X,X,O,O
LITJOZS,X,O,O,X,X,O,X
LITSJZO,O,X,X,X,X,O,X
LITSJOZ,X,X,X,X,X,O,O
LITSZJO,O,X,O,X,X,O,X
LITSZOJ,O,X,O,X,X,O,X
LITSOJZ,X,X,X,X,X,O,O
LITSOZJ,X,X,O,X,X,O,X
LITZJSO,O,O,O,X,X,O,X
LITZJOS,X,O,O,X,X,O,X
LITZSJO,O,X,O,X,X,O,X
LITZSOJ,O,O,O,X,X,O,X
LITZOJS,X,O,O,X,X,O,X
LITZOSJ,X,O,O,X,X,O,X
LITOJSZ,X,X,X,X,X,O,O
LITOJZS,X,O,O,X,X,O,X
LITOSJZ,X,X,X,X,X,O,O
LITOSZJ,X,X,O,X,X,O,X
LITOZJS,X,O,O,X,X,O,X
LITOZSJ,X,O,O,X,X,O,X
LIJTSZO,O,X,X,X,X,O,X
LIJTSOZ,X,X,X,X,X,O,O
LIJTZSO,O,O,X,X,X,O,X
LIJTZOS,X,O,X,X,X,O,X
LIJTOSZ,X,X,X,X,X,O,O
LIJTOZS,X,O,X,X,X,O,X
LIJSTZO,O,X,X,X,X,X,X
LIJSTOZ,X,X,X,X,X,X,O
LIJSZTO,O,O,X,X,X,X,X
LIJSZOT,O,O,X,X,X,X,O
LIJSOTZ,X,X,X,X,X,X,O
LIJSOZT,O,O,X,X,X,X,O
LIJZTSO,O,O,X,X,X,X,X
LIJZTOS,X,O,X,X,X,X,X
LIJZSTO,O,O,X,X,X,X,X
LIJZSOT,O,O,X,X,X,X,O
LIJZOTS,X,O,X,X,X,X,X
LIJZOST,O,O,X,X,X,X,O
LIJOTSZ,X,X,X,X,X,O,O
LIJOTZS,X,O,X,X,X,O,X
LIJOSTZ,X,X,X,X,X,X,O
LIJOSZT,O,O,X,X,X,X,O
LIJOZTS,X,O,X,X,X,X,X
LIJOZST,O,O,X,X,X,X,O
LISTJZO,O,X,X,X,X,O,X
LISTJOZ,X,X,X,X,X,O,O
LISTZJO,O,X,X,X,X,O,X
LISTZOJ,O,X,X,X,X,O,X
LISTOJZ,X,X,X,X,X,O,O
LISTOZJ,X,X,X,X,X,O,X
LISJTZO,O,X,X,X,X,X,X
LISJTOZ,X,X,X,X,X,X,O
LISJZTO,O,O,X,X,X,X,X
LISJZOT,O,O,X,X,X,X,O
LISJOTZ,X,X,X,X,X,X,O
LISJOZT,O,O,X,X,X,X,O
LISZTJO,O,O,O,X,X,X,X
LISZTOJ,O,O,O,X,X,X,X
LISZJTO,O,O,X,X,X,X,X
LISZJOT,O,O,X,X,X,X,O
LISZOTJ,O,O,O,X,X,X,X
LISZOJT,O,O,X,X,X,X,O
LISOTJZ,X,X,X,X,X,O,O
LISOTZJ,X,X,X,X,X,O,X
LISOJTZ,X,X,X,X,X,X,O
LISOJZT,O,O,X,X,X,X,O
LISOZTJ,O,O,O,X,X,X,X
LISOZJT,O,O,X,X,X,X,O
LIZTJSO,O,O,O,X,X,X,X
LIZTJOS,X,O,O,X,X,X,X
LIZTSJO,O,X,O,X,X,X,X
LIZTSOJ,O,O,O,X,X,X,X
LIZTOJS,X,O,O,X,X,X,X
LIZTOSJ,X,O,O,X,X,X,X
LIZJTSO,O,O,X,X,X,X,X
LIZJTOS,X,O,X,X,X,X,X
LIZJSTO,O,O,X,X,X,X,X
LIZJSOT,O,O,X,X,X,X,O
LIZJOTS,X,O,X,X,X,X,X
LIZJOST,O,O,X,X,X,X,O
LIZSTJO,O,O,O,X,X,X,X
LIZSTOJ,O,O,O,X,X,X,X
LIZSJTO,O,O,X,X,X,X,X
LIZSJOT,O,O,X,X,X,X,O
LIZSOTJ,O,O,O,X,X,X,X
LIZSOJT,O,O,X,X,X,X,O
LIZOTJS,X,O,O,X,X,X,X
LIZOTSJ,X,O,O,X,X,X,X
LIZOJTS,X,O,X,X,X,X,X
LIZOJST,O,O,X,X,X,X,O
LIZOSTJ,O,O,O,X,X,X,X
LIZOSJT,O,O,X,X,X,X,O
LIOTJSZ,X,X,X,X,X,O,O
LIOTJZS,X,O,O,X,X,O,X
LIOTSJZ,X,X,X,X,X,O,O
LIOTSZJ,X,X,O,X,X,O,X
LIOTZJS,X,O,O,X,X,O,X
LIOTZSJ,X,O,O,X,X,O,X
LIOJTSZ,X,X,X,X,X,O,O
LIOJTZS,X,O,X,X,X,O,X
LIOJSTZ,X,X,X,X,X,X,O
LIOJSZT,O,O,X,X,X,X,O
LIOJZTS,X,O,X,X,X,X,X
LIOJZST,O,O,X,X,X,X,O
LIOSTJZ,X,X,X,X,X,O,O
LIOSTZJ,X,X,X,X,X,O,X
LIOSJTZ,X,X,X,X,X,X,O
LIOSJZT,O,O,X,X,X,X,O
LIOSZTJ,O,O,O,X,X,X,X
LIOSZJT,O,O,X,X,X,X,O
LIOZTJS,X,O,O,X,X,X,X
LIOZTSJ,X,O,O,X,X,X,X
LIOZJTS,X,O,X,X,X,X,X
LIOZJST,O,O,X,X,X,X,O
LIOZSTJ,O,O,O,X,X,X,X
LIOZSJT,O,O,X,X,X,X,O
LJTISZO,O,X,X,X,X,X,X
LJTISOZ,X,X,X,X,X,X,O
LJTIZSO,O,O,X,X,X,X,X
LJTIZOS,X,O,X,X,X,X,X
LJTIOSZ,X,X,X,X,X,X,O
LJTIOZS,X,O,X,X,X,X,X
LJTSIZO,O,X,X,O,X,X,X
LJTSIOZ,X,X,X,O,X,X,X
LJTSZIO,O,X,X,O,X,X,X
LJTSZOI,O,X,X,O,X,X,X
LJTSOIZ,X,X,X,O,X,X,X
LJTSOZI,X,X,X,O,X,X,X
LJTZISO,O,O,X,O,X,X,X
LJTZIOS,X,O,X,O,X,X,X
LJTZSIO,O,O,X,O,X,X,X
LJTZSOI,O,O,X,O,X,X,X
LJTZOIS,X,O,X,O,X,X,X
LJTZOSI,X,O,X,O,X,X,X
LJTOISZ,X,X,X,X,X,X,O
LJTOIZS,X,O,X,X,X,X,X
LJTOSIZ,X,X,X,O,X,X,X
LJTOSZI,X,X,X,O,X,X,X
LJTOZIS,X,O,X,O,X,X,X
LJTOZSI,X,O,X,O,X,X,X
LJITSZO,O,X,X,X,X,O,X
LJITSOZ,X,X,X,X,X,O,O
LJITZSO,O,O,X,X,X,O,X
LJITZOS,X,O,X,X,X,O,X
LJITOSZ,X,X,X,X,X,O,O
LJITOZS,X,O,X,X,X,O,X
LJISTZO,O,X,X,X,X,X,X
LJISTOZ,X,X,X,X,X,X,O
LJISZTO,O,O,X,X,X,X,X
LJISZOT,O,O,X,X,X,X,O
LJISOTZ,X,X,X,X,X,X,O
LJISOZT,O,O,X,X,X,X,O
LJIZTSO,O,O,X,X,X,X,X
LJIZTOS,X,O,X,X,X,X,X
LJIZSTO,O,O,X,X,X,X,X
LJIZSOT,O,O,X,X,X,X,O
LJIZOTS,X,O,X,X,X,X,X
LJIZOST,O,O,X,X,X,X,O
LJIOTSZ,X,X,X,X,X,O,O
LJIOTZS,X,O,X,X,X,O,X
LJIOSTZ,X,X,X,X,X,X,O
LJIOSZT,O,O,X,X,X,X,O
LJIOZTS,X,O,X,X,X,X,X
LJIOZST,O,O,X,X,X,X,O
LJSTIZO,O,X,X,O,X,X,X
LJSTIOZ,X,X,X,O,X,X,X
LJSTZIO,O,X,X,O,X,X,X
LJSTZOI,O,X,X,O,X,X,X
LJSTOIZ,X,X,X,O,X,X,X
LJSTOZI,X,X,X,O,X,X,X
LJSITZO,O,X,X,O,X,X,X
LJSITOZ,X,X,X,O,X,X,O
LJSIZTO,O,O,X,X,X,X,X
LJSIZOT,O,O,X,X,X,X,O
LJSIOTZ,X,X,X,O,X,X,O
LJSIOZT,O,O,X,X,X,X,O
LJSZTIO,O,O,X,O,X,X,X
LJSZTOI,O,O,X,O,X,X,X
LJSZITO,O,O,X,X,X,X,X
LJSZIOT,O,O,X,X,X,X,X
LJSZOTI,O,O,X,O,X,X,X
LJSZOIT,O,O,X,X,X,X,X
LJSOTIZ,X,X,X,O,X,X,X
LJSOTZI,X,X,X,O,X,X,X
LJSOITZ,X,X,X,O,X,X,O
LJSOIZT,O,O,X,X,X,X,O
LJSOZTI,O,O,X,O,X,X,X
LJSOZIT,O,O,X,X,X,X,X
LJZTISO,O,O,X,X,X,X,X
LJZTIOS,X,O,X,X,X,X,X
LJZTSIO,O,O,X,X,X,X,X
LJZTSOI,O,O,X,X,X,X,X
LJZTOIS,X,O,X,X,X,X,X
LJZTOSI,X,O,X,X,X,X,X
LJZITSO,O,O,X,X,X,X,X
LJZITOS,X,O,X,X,X,X,X
LJZISTO,O,O,X,X,X,X,X
LJZISOT,O,O,X,X,X,X,O
LJZIOTS,X,O,X,X,X,X,X
LJZIOST,O,O,X,X,X,X,O
LJZSTIO,O,O,X,X,X,X,X
LJZSTOI,O,O,X,X,X,X,X
LJZSITO,O,O,X,X,X,X,X
LJZSIOT,O,O,X,X,X,X,X
LJZSOTI,O,O,X,X,X,X,X
LJZSOIT,O,O,X,X,X,X,X
LJZOTIS,X,O,X,X,X,X,X
LJZOTSI,X,O,X,X,X,X,X
LJZOITS,X,O,X,X,X,X,X
LJZOIST,O,O,X,X,X,X,O
LJZOSTI,O,O,X,X,X,X,X
LJZOSIT,O,O,X,X,X,X,X
LJOTISZ,X,X,X,X,X,X,O
LJOTIZS,X,O,X,X,X,X,X
LJOTSIZ,X,X,X,O,X,X,X
LJOTSZI,X,X,X,O,X,X,X
LJOTZIS,X,O,X,O,X,X,X
LJOTZSI,X,O,X,O,X,X,X
LJOITSZ,X,X,X,X,X,O,O
LJOITZS,X,O,X,X,X,O,X
LJOISTZ,X,X,X,X,X,X,O
LJOISZT,O,O,X,X,X,X,O
LJOIZTS,X,O,X,X,X,X,X
LJOIZST,O,O,X,X,X,X,O
LJOSTIZ,X,X,X,O,X,X,X
LJOSTZI,X,X,X,O,X,X,X
LJOSITZ,X,X,X,O,X,X,O
LJOSIZT,O,O,X,X,X,X,O
LJOSZTI,O,O,X,O,X,X,X
LJOSZIT,O,O,X,X,X,X,X
LJOZTIS,X,O,X,X,X,X,X
LJOZTSI,X,O,X,X,X,X,X
LJOZITS,X,O,X,X,X,X,X
LJOZIST,O,O,X,X,X,X,O
LJOZSTI,O,O,X,X,X,X,X
LJOZSIT,O,O,X,X,X,X,X
LSTIJZO,O,X,X,O,O,X,X
LSTIJOZ,X,X,X,O,O,X,X
LSTIZJO,O,X,X,X,O,X,X
LSTIZOJ,O,X,X,X,O,X,X
LSTIOJZ,X,X,X,O,O,X,X
LSTIOZJ,X,X,X,X,O,X,X
LSTJIZO,O,X,X,O,O,X,X
LSTJIOZ,X,X,X,O,O,X,X
LSTJZIO,O,X,X,O,O,X,X
LSTJZOI,O,X,X,O,O,X,X
LSTJOIZ,X,X,X,O,O,X,X
LSTJOZI,X,X,X,O,O,X,X
LSTZIJO,O,X,X,X,O,X,X
LSTZIOJ,O,X,X,X,O,X,X
LSTZJIO,O,X,X,O,O,X,X
LSTZJOI,O,X,X,O,O,X,X
LSTZOIJ,O,X,X,X,O,X,X
LSTZOJI,O,X,X,O,O,X,X
LSTOIJZ,X,X,X,O,O,X,X
LSTOIZJ,X,X,X,X,O,X,X
LSTOJIZ,X,X,X,O,O,X,X
LSTOJZI,X,X,X,O,O,X,X
LSTOZIJ,X,X,X,X,O,X,X
LSTOZJI,X,X,X,O,O,X,X
LSITJZO,O,X,X,O,O,O,X
LSITJOZ,X,X,X,O,O,O,O
LSITZJO,O,X,X,X,O,O,X
LSITZOJ,O,X,X,X,O,O,X
LSITOJZ,X,X,X,O,O,O,O
LSITOZJ,X,X,X,X,O,O,X
LSIJTZO,O,X,X,O,X,X,X
LSIJTOZ,X,X,X,O,X,X,O
LSIJZTO,O,O,X,X,X,X,X
LSIJZOT,O,O,X,X,X,X,O
LSIJOTZ,X,X,X,O,X,X,O
LSIJOZT,O,O,X,X,X,X,O
