sequence,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBxhBXjB1rBStB2xB,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBlhBxnBCoBmrBXtB,v115@JhA8GeD8FeF8CeA8JeT/IvhFxgB/nB+oBFmBUsBatB,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBGjBRnBimBFsBXtB,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBlhBGjBxrBXtBisB,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBlhB3iB+oBxrByxB
IOLTSJZ,O,X,X,X,O,X
IOLTSZJ,O,X,X,X,O,X
IOLTZJS,O,X,O,X,X,O
IOLTZSJ,O,X,O,X,O,X
IOLJTSZ,X,X,X,X,X,O
IOLJTZS,X,X,O,X,X,O
IOLJSTZ,X,X,X,X,X,O
IOLJSZT,X,X,X,X,X,O
IOLJZTS,X,X,X,X,X,O
IOLJZST,X,X,X,X,X,O
IOLSTJZ,O,X,X,X,O,X
IOLSTZJ,O,X,X,X,O,X
IOLSJTZ,X,X,X,X,O,X
IOLSJZT,O,X,X,X,O,X
IOLSZTJ,O,X,X,X,O,X
IOLSZJT,O,X,X,X,O,X
IOLZTJS,O,X,X,X,X,O
IOLZTSJ,O,X,X,X,O,X
IOLZJTS,X,X,X,X,X,O
IOLZJST,O,X,X,X,X,O
IOLZSTJ,O,X,X,X,O,X
IOLZSJT,O,X,X,X,O,X
IOJTLSZ,X,X,X,X,X,O
IOJTLZS,X,O,O,X,X,O
IOJTSLZ,X,O,X,X,O,O
IOJTSZL,X,O,O,X,O,O
IOJTZLS,X,O,O,X,X,O
IOJTZSL,X,O,O,X,O,O
IOJLTSZ,X,X,X,X,X,O
IOJLTZS,X,O,O,X,X,O
IOJLSTZ,X,X,X,X,X,O
IOJLSZT,X,X,X,X,X,O
IOJLZTS,X,O,X,X,X,O
IOJLZST,X,X,X,X,X,O
IOJSTLZ,X,O,X,X,O,O
IOJSTZL,X,O,O,X,O,O
IOJSLTZ,X,O,X,X,O,O
IOJSLZT,X,O,X,X,O,O
IOJSZTL,X,O,X,X,O,O
IOJSZLT,X,O,X,X,O,O
IOJZTLS,X,O,O,X,X,O
IOJZTSL,X,O,O,X,O,O
IOJZLTS,X,O,X,X,X,O
IOJZLST,X,X,X,X,X,O
IOJZSTL,X,O,O,X,O,O
IOJZSLT,X,O,X,X,O,O
IOSTLJZ,X,X,X,O,O,X
IOSTLZJ,X,O,X,O,O,X
IOSTJLZ,X,O,X,O,O,O
IOSTJZL,X,O,O,O,O,O
IOSTZLJ,X,O,O,O,O,X
IOSTZJL,X,O,O,O,O,O
IOSLTJZ,X,X,X,X,O,X
IOSLTZJ,X,O,X,X,O,X
IOSLJTZ,X,O,X,X,O,X
IOSLJZT,X,O,X,O,O,X
IOSLZTJ,X,O,X,X,O,X
IOSLZJT,X,O,X,O,O,X
IOSJTLZ,X,O,X,O,O,O
IOSJTZL,X,O,O,O,O,O
IOSJLTZ,X,O,X,X,O,O
IOSJLZT,X,O,X,O,O,O
IOSJZTL,X,O,X,O,O,O
IOSJZLT,X,O,X,O,O,O
IOSZTLJ,X,O,X,O,O,X
IOSZTJL,X,O,X,O,O,O
IOSZLTJ,X,O,X,X,O,X
IOSZLJT,X,O,X,O,O,X
IOSZJTL,X,O,X,O,O,O
IOSZJLT,X,O,X,O,O,O
IOZTLJS,O,X,O,O,X,O
IOZTLSJ,O,X,O,X,O,X
IOZTJLS,O,O,O,O,X,O
IOZTJSL,X,O,O,O,O,O
IOZTSLJ,O,O,O,O,O,X
IOZTSJL,X,O,O,O,O,O
IOZLTJS,O,X,X,X,X,O
IOZLTSJ,O,X,X,X,O,X
IOZLJTS,X,X,X,X,X,O
IOZLJST,O,X,X,X,X,O
IOZLSTJ,O,X,X,X,O,X
IOZLSJT,O,X,X,X,O,X
IOZJTLS,O,O,O,X,X,O
IOZJTSL,X,O,O,X,O,O
IOZJLTS,X,O,X,X,X,O
IOZJLST,O,X,X,X,X,O
IOZJSTL,X,O,O,X,O,O
IOZJSLT,X,O,X,X,O,O
IOZSTLJ,O,O,O,O,O,X
IOZSTJL,X,O,O,O,O,O
IOZSLTJ,O,O,X,X,O,X
IOZSLJT,O,O,X,O,O,X
IOZSJTL,X,O,O,O,O,O
IOZSJLT,X,O,X,O,O,O
LTIJSZO,O,X,X,X,X,X
LTIJSOZ,O,X,X,X,X,X
LTIJZSO,O,X,O,X,X,X
LTIJZOS,O,X,O,O,X,X
LTIJOSZ,O,X,X,X,X,X
LTIJOZS,O,X,O,O,X,X
LTISJZO,O,X,X,X,X,X
LTISJOZ,O,X,X,X,X,X
LTISZJO,O,X,X,X,X,X
LTISZOJ,O,X,X,X,X,X
LTISOJZ,O,X,X,X,X,X
LTISOZJ,O,X,X,X,X,X
LTIZJSO,O,X,O,X,X,X
LTIZJOS,O,X,O,O,X,X
LTIZSJO,O,X,O,X,X,X
LTIZSOJ,O,X,O,X,X,X
LTIZOJS,O,X,O,O,X,X
LTIZOSJ,O,X,O,X,X,X
LTIOJSZ,O,X,X,X,X,X
LTIOJZS,O,X,O,O,X,X
LTIOSJZ,O,X,X,X,X,X
LTIOSZJ,O,X,X,X,X,X
LTIOZJS,O,X,O,O,X,X
LTIOZSJ,O,X,O,X,X,X
LTJISZO,O,X,X,X,X,X
LTJISOZ,O,X,X,X,X,X
LTJIZSO,O,X,O,X,X,X
LTJIZOS,O,X,O,X,X,X
LTJIOSZ,O,X,X,X,X,X
LTJIOZS,O,X,O,X,X,X
LTJSIZO,O,X,X,X,X,X
LTJSIOZ,O,X,X,X,X,X
LTJSZIO,O,X,X,X,X,X
LTJSZOI,O,X,X,X,X,X
LTJSOIZ,O,X,X,X,X,X
LTJSOZI,O,X,X,X,X,X
LTJZISO,O,X,O,X,X,X
LTJZIOS,O,X,O,X,X,X
LTJZSIO,O,X,O,X,X,X
LTJZSOI,O,X,O,X,X,X
LTJZOIS,O,X,O,X,X,X
LTJZOSI,O,X,O,X,X,X
LTJOISZ,O,X,X,X,X,X
LTJOIZS,O,X,O,X,X,X
LTJOSIZ,O,X,X,X,X,X
LTJOSZI,O,X,X,X,X,X
LTJOZIS,O,X,O,X,X,X
LTJOZSI,O,X,O,X,X,X
LTSIJZO,O,X,X,O,X,X
LTSIJOZ,O,X,X,O,X,X
LTSIZJO,O,X,X,O,X,X
LTSIZOJ,O,X,X,O,X,X
LTSIOJZ,O,X,X,O,X,X
LTSIOZJ,O,X,X,O,X,X
LTSJIZO,O,X,X,O,X,X
LTSJIOZ,O,X,X,O,X,X
LTSJZIO,O,X,X,X,X,X
LTSJZOI,O,X,X,X,X,X
LTSJOIZ,O,X,X,O,X,X
LTSJOZI,O,X,X,X,X,X
LTSZIJO,O,X,X,O,X,X
LTSZIOJ,O,X,X,O,X,X
LTSZJIO,O,X,X,X,X,X
LTSZJOI,O,X,X,X,X,X
LTSZOIJ,O,X,X,O,X,X
LTSZOJI,O,X,X,X,X,X
LTSOIJZ,O,X,X,O,X,X
LTSOIZJ,O,X,X,O,X,X
LTSOJIZ,O,X,X,O,X,X
LTSOJZI,O,X,X,X,X,X
LTSOZIJ,O,X,X,O,X,X
LTSOZJI,O,X,X,X,X,X
LTZIJSO,O,X,O,X,X,X
LTZIJOS,O,X,O,O,X,X
LTZISJO,O,X,O,X,X,X
LTZISOJ,O,X,O,X,X,X
LTZIOJS,O,X,O,O,X,X
LTZIOSJ,O,X,O,X,X,X
LTZJISO,O,X,O,X,X,X
LTZJIOS,O,X,O,X,X,X
LTZJSIO,O,X,O,X,X,X
LTZJSOI,O,X,O,X,X,X
LTZJOIS,O,X,O,X,X,X
LTZJOSI,O,X,O,X,X,X
LTZSIJO,O,X,O,O,X,X
LTZSIOJ,O,X,O,O,X,X
LTZSJIO,O,X,O,X,X,X
LTZSJOI,O,X,O,X,X,X
LTZSOIJ,O,X,O,O,X,X
LTZSOJI,O,X,O,X,X,X
LTZOIJS,O,X,O,O,X,X
LTZOISJ,O,X,O,X,X,X
LTZOJIS,O,X,O,X,X,X
LTZOJSI,O,X,O,X,X,X
LTZOSIJ,O,X,O,O,X,X
LTZOSJI,O,X,O,X,X,X
LTOIJSZ,O,X,X,X,X,X
LTOIJZS,O,X,O,O,X,X
LTOISJZ,O,X,X,X,X,X
LTOISZJ,O,X,X,X,X,X
LTOIZJS,O,X,O,O,X,X
LTOIZSJ,O,X,O,X,X,X
LTOJISZ,O,X,X,X,X,X
LTOJIZS,O,X,O,X,X,X
LTOJSIZ,O,X,X,X,X,X
LTOJSZI,O,X,X,X,X,X
LTOJZIS,O,X,O,X,X,X
LTOJZSI,O,X,O,X,X,X
LTOSIJZ,O,X,X,O,X,X
LTOSIZJ,O,X,X,O,X,X
LTOSJIZ,O,X,X,O,X,X
LTOSJZI,O,X,X,X,X,X
LTOSZIJ,O,X,X,O,X,X
LTOSZJI,O,X,X,X,X,X
LTOZIJS,O,X,O,O,X,X
LTOZISJ,O,X,O,X,X,X
LTOZJIS,O,X,O,X,X,X
LTOZJSI,O,X,O,X,X,X
LTOZSIJ,O,X,O,O,X,X
LTOZSJI,O,X,O,X,X,X
LITJSZO,O,X,X,X,X,O
LITJSOZ,O,X,X,X,X,O
LITJZSO,O,X,O,X,X,O
LITJZOS,O,X,O,X,X,O
LITJOSZ,O,X,X,X,X,O
LITJOZS,O,X,O,X,X,O
LITSJZO,O,X,X,X,O,X
LITSJOZ,O,X,X,X,O,X
LITSZJO,O,X,X,X,O,X
LITSZOJ,O,X,X,X,O,X
LITSOJZ,O,X,X,X,O,X
LITSOZJ,O,X,X,X,O,X
LITZJSO,O,X,O,X,X,O
LITZJOS,O,X,O,X,X,O
LITZSJO,O,X,O,X,O,X
LITZSOJ,O,X,O,X,O,X
LITZOJS,O,X,O,X,X,O
LITZOSJ,O,X,O,X,O,X
LITOJSZ,O,X,X,X,X,O
LITOJZS,O,X,O,X,X,O
LITOSJZ,O,X,X,X,O,X
LITOSZJ,O,X,X,X,O,X
LITOZJS,O,X,O,X,X,O
LITOZSJ,O,X,O,X,O,X
LIJTSZO,X,X,X,X,X,O
LIJTSOZ,X,X,X,X,X,O
LIJTZSO,X,X,O,X,X,O
LIJTZOS,X,X,O,X,X,O
LIJTOSZ,X,X,X,X,X,O
LIJTOZS,X,X,O,X,X,O
LIJSTZO,X,X,X,X,X,O
LIJSTOZ,X,X,X,X,X,O
LIJSZTO,X,X,X,X,X,O
LIJSZOT,X,X,X,X,X,O
LIJSOTZ,X,X,X,X,X,O
LIJSOZT,X,X,X,X,X,O
LIJZTSO,X,X,X,X,X,O
LIJZTOS,X,X,X,X,X,O
LIJZSTO,X,X,X,X,X,O
LIJZSOT,X,X,X,X,X,O
LIJZOTS,X,X,X,X,X,O
LIJZOST,X,X,X,X,X,O
LIJOTSZ,X,X,X,X,X,O
LIJOTZS,X,X,O,X,X,O
LIJOSTZ,X,X,X,X,X,O
LIJOSZT,X,X,X,X,X,O
LIJOZTS,X,X,X,X,X,O
LIJOZST,X,X,X,X,X,O
LISTJZO,O,X,X,X,O,X
LISTJOZ,O,X,X,X,O,X
LISTZJO,O,X,X,X,O,X
LISTZOJ,O,X,X,X,O,X
LISTOJZ,O,X,X,X,O,X
LISTOZJ,O,X,X,X,O,X
LISJTZO,X,X,X,X,O,X
LISJTOZ,X,X,X,X,O,X
LISJZTO,X,X,X,X,O,X
LISJZOT,O,X,X,X,O,X
LISJOTZ,X,X,X,X,O,X
LISJOZT,O,X,X,X,O,X
LISZTJO,O,X,X,X,O,X
LISZTOJ,O,X,X,X,O,X
LISZJTO,X,X,X,X,O,X
LISZJOT,O,X,X,X,O,X
LISZOTJ,O,X,X,X,O,X
LISZOJT,O,X,X,X,O,X
LISOTJZ,O,X,X,X,O,X
LISOTZJ,O,X,X,X,O,X
LISOJTZ,X,X,X,X,O,X
LISOJZT,O,X,X,X,O,X
LISOZTJ,O,X,X,X,O,X
LISOZJT,O,X,X,X,O,X
LIZTJSO,O,X,X,X,X,O
LIZTJOS,O,X,X,X,X,O
LIZTSJO,O,X,X,X,O,X
LIZTSOJ,O,X,X,X,O,X
LIZTOJS,O,X,X,X,X,O
LIZTOSJ,O,X,X,X,O,X
LIZJTSO,X,X,X,X,X,O
LIZJTOS,X,X,X,X,X,O
LIZJSTO,X,X,X,X,X,O
LIZJSOT,O,X,X,X,X,O
LIZJOTS,X,X,X,X,X,O
LIZJOST,O,X,X,X,X,O
LIZSTJO,O,X,X,X,O,X
LIZSTOJ,O,X,X,X,O,X
LIZSJTO,X,X,X,X,O,X
LIZSJOT,O,X,X,X,O,X
LIZSOTJ,O,X,X,X,O,X
LIZSOJT,O,X,X,X,O,X
LIZOTJS,O,X,X,X,X,O
LIZOTSJ,O,X,X,X,O,X
LIZOJTS,X,X,X,X,X,O
LIZOJST,O,X,X,X,X,O
LIZOSTJ,O,X,X,X,O,X
LIZOSJT,O,X,X,X,O,X
LIOTJSZ,O,X,X,X,X,O
LIOTJZS,O,X,O,X,X,O
LIOTSJZ,O,X,X,X,O,X
LIOTSZJ,O,X,X,X,O,X
LIOTZJS,O,X,O,X,X,O
LIOTZSJ,O,X,O,X,O,X
LIOJTSZ,X,X,X,X,X,O
LIOJTZS,X,X,O,X,X,O
LIOJSTZ,X,X,X,X,X,O
LIOJSZT,X,X,X,X,X,O
LIOJZTS,X,X,X,X,X,O
LIOJZST,X,X,X,X,X,O
LIOSTJZ,O,X,X,X,O,X
LIOSTZJ,O,X,X,X,O,X
LIOSJTZ,X,X,X,X,O,X
LIOSJZT,O,X,X,X,O,X
LIOSZTJ,O,X,X,X,O,X
LIOSZJT,O,X,X,X,O,X
LIOZTJS,O,X,X,X,X,O
LIOZTSJ,O,X,X,X,O,X
LIOZJTS,X,X,X,X,X,O
LIOZJST,O,X,X,X,X,O
LIOZSTJ,O,X,X,X,O,X
LIOZSJT,O,X,X,X,O,X
LJTISZO,O,X,X,X,X,X
LJTISOZ,O,X,X,X,X,X
LJTIZSO,O,X,O,X,X,X
LJTIZOS,O,O,O,X,X,X
LJTIOSZ,O,X,X,X,X,X
LJTIOZS,O,O,O,X,X,X
LJTSIZO,O,O,X,X,X,X
LJTSIOZ,O,O,X,X,X,X
LJTSZIO,O,O,X,X,X,X
LJTSZOI,O,O,X,X,X,X
LJTSOIZ,O,O,X,X,X,X
LJTSOZI,O,O,X,X,X,X
LJTZISO,O,X,O,X,X,X
LJTZIOS,O,O,O,X,X,X
LJTZSIO,O,O,O,X,X,X
LJTZSOI,O,O,O,X,X,X
LJTZOIS,O,O,O,X,X,X
LJTZOSI,O,O,O,X,X,X
LJTOISZ,O,X,X,X,X,X
LJTOIZS,O,O,O,X,X,X
LJTOSIZ,O,O,X,X,X,X
LJTOSZI,O,O,X,X,X,X
LJTOZIS,O,O,O,X,X,X
LJTOZSI,O,O,O,X,X,X
LJITSZO,X,X,X,X,X,O
LJITSOZ,X,X,X,X,X,O
LJITZSO,X,X,O,X,X,O
LJITZOS,X,O,O,X,X,O
LJITOSZ,X,X,X,X,X,O
LJITOZS,X,O,O,X,X,O
LJISTZO,X,X,X,X,X,O
LJISTOZ,X,X,X,X,X,O
LJISZTO,X,X,X,X,X,O
LJISZOT,X,X,X,X,X,O
LJISOTZ,X,X,X,X,X,O
LJISOZT,X,X,X,X,X,O
LJIZTSO,X,X,X,X,X,O
LJIZTOS,X,O,X,X,X,O
LJIZSTO,X,X,X,X,X,O
LJIZSOT,X,X,X,X,X,O
LJIZOTS,X,O,X,X,X,O
LJIZOST,X,X,X,X,X,O
LJIOTSZ,X,X,X,X,X,O
LJIOTZS,X,O,O,X,X,O
LJIOSTZ,X,X,X,X,X,O
LJIOSZT,X,X,X,X,X,O
LJIOZTS,X,O,X,X,X,O
LJIOZST,X,X,X,X,X,O
LJSTIZO,O,O,X,X,X,X
LJSTIOZ,O,O,X,X,X,X
LJSTZIO,O,O,X,X,X,X
LJSTZOI,O,O,X,X,X,X
LJSTOIZ,O,O,X,X,X,X
LJSTOZI,O,O,X,X,X,X
LJSITZO,X,O,X,X,X,X
LJSITOZ,X,O,X,X,X,X
LJSIZTO,X,O,X,X,X,X
LJSIZOT,O,O,X,X,X,X
LJSIOTZ,X,O,X,X,X,X
LJSIOZT,O,O,X,X,X,X
LJSZTIO,O,O,X,X,X,X
LJSZTOI,O,O,X,X,X,X
LJSZITO,X,O,X,X,X,X
LJSZIOT,O,O,X,X,X,X
LJSZOTI,O,O,X,X,X,X
LJSZOIT,O,O,X,X,X,X
LJSOTIZ,O,O,X,X,X,X
LJSOTZI,O,O,X,X,X,X
LJSOITZ,X,O,X,X,X,X
LJSOIZT,O,O,X,X,X,X
LJSOZTI,O,O,X,X,X,X
LJSOZIT,O,O,X,X,X,X
LJZTISO,O,X,O,X,X,O
LJZTIOS,O,O,O,X,X,O
LJZTSIO,O,O,O,X,X,X
LJZTSOI,O,O,O,X,X,X
LJZTOIS,O,O,O,X,X,O
LJZTOSI,O,O,O,X,X,X
LJZITSO,X,X,X,X,X,O
LJZITOS,X,O,X,X,X,O
LJZISTO,X,X,X,X,X,O
LJZISOT,O,X,X,X,X,O
LJZIOTS,X,O,X,X,X,O
LJZIOST,O,X,X,X,X,O
LJZSTIO,O,O,O,X,X,X
LJZSTOI,O,O,O,X,X,X
LJZSITO,X,O,X,X,X,X
LJZSIOT,O,O,X,X,X,X
LJZSOTI,O,O,O,X,X,X
LJZSOIT,O,O,X,X,X,X
LJZOTIS,O,O,O,X,X,O
LJZOTSI,O,O,O,X,X,X
LJZOITS,X,O,X,X,X,O
LJZOIST,O,X,X,X,X,O
LJZOSTI,O,O,O,X,X,X
LJZOSIT,O,O,X,X,X,X
LJOTISZ,O,X,X,X,X,X
LJOTIZS,O,O,O,X,X,X
LJOTSIZ,O,O,X,X,X,X
LJOTSZI,O,O,X,X,X,X
LJOTZIS,O,O,O,X,X,X
LJOTZSI,O,O,O,X,X,X
LJOITSZ,X,X,X,X,X,O
LJOITZS,X,O,O,X,X,O
LJOISTZ,X,X,X,X,X,O
LJOISZT,X,X,X,X,X,O
LJOIZTS,X,O,X,X,X,O
LJOIZST,X,X,X,X,X,O
LJOSTIZ,O,O,X,X,X,X
LJOSTZI,O,O,X,X,X,X
LJOSITZ,X,O,X,X,X,X
LJOSIZT,O,O,X,X,X,X
LJOSZTI,O,O,X,X,X,X
LJOSZIT,O,O,X,X,X,X
LJOZTIS,O,O,O,X,X,O
LJOZTSI,O,O,O,X,X,X
LJOZITS,X,O,X,X,X,O
LJOZIST,O,X,X,X,X,O
LJOZSTI,O,O,O,X,X,X
LJOZSIT,O,O,X,X,X,X
LSTIJZO,O,X,X,O,X,X
LSTIJOZ,O,X,X,O,X,X
LSTIZJO,O,X,X,O,X,X
LSTIZOJ,O,X,X,O,X,X
LSTIOJZ,O,X,X,O,X,X
LSTIOZJ,O,X,X,O,X,X
LSTJIZO,O,X,X,O,X,X
LSTJIOZ,O,X,X,O,X,X
LSTJZIO,O,X,X,X,X,X
LSTJZOI,O,X,X,X,X,X
LSTJOIZ,O,X,X,O,X,X
LSTJOZI,O,X,X,X,X,X
LSTZIJO,O,X,X,O,X,X
LSTZIOJ,O,X,X,O,X,X
LSTZJIO,O,X,X,X,X,X
LSTZJOI,O,X,X,X,X,X
LSTZOIJ,O,X,X,O,X,X
LSTZOJI,O,X,X,X,X,X
LSTOIJZ,O,X,X,O,X,X
LSTOIZJ,O,X,X,O,X,X
LSTOJIZ,O,X,X,O,X,X
LSTOJZI,O,X,X,X,X,X
LSTOZIJ,O,X,X,O,X,X
LSTOZJI,O,X,X,X,X,X
LSITJZO,O,X,X,X,O,X
LSITJOZ,O,X,X,X,O,X
LSITZJO,O,X,X,X,O,X
LSITZOJ,O,O,X,X,O,X
LSITOJZ,O,X,X,X,O,X
LSITOZJ,O,O,X,X,O,X
LSIJTZO,X,O,X,X,O,X
LSIJTOZ,X,O,X,X,O,X
LSIJZTO,X,O,X,X,O,X
LSIJZOT,O,O,X,O,O,X
LSIJOTZ,X,O,X,X,O,X
LSIJOZT,O,O,X,O,O,X
LSIZTJO,O,X,X,X,O,X
LSIZTOJ,O,O,X,X,O,X
LSIZJTO,X,O,X,X,O,X
LSIZJOT,O,O,X,O,O,X
LSIZOTJ,O,O,X,X,O,X
LSIZOJT,O,O,X,O,O,X
LSIOTJZ,O,X,X,X,O,X
LSIOTZJ,O,O,X,X,O,X
LSIOJTZ,X,O,X,X,O,X
LSIOJZT,O,O,X,O,O,X
LSIOZTJ,O,O,X,X,O,X
LSIOZJT,O,O,X,O,O,X
LSJTIZO,O,O,X,O,X,X
LSJTIOZ,O,O,X,O,X,X
LSJTZIO,O,O,X,X,X,X
LSJTZOI,O,O,X,X,X,X
LSJTOIZ,O,O,X,O,X,X
LSJTOZI,O,O,X,X,X,X
LSJITZO,X,O,X,X,O,X
LSJITOZ,X,O,X,X,O,X
LSJIZTO,X,O,X,X,O,X
LSJIZOT,O,O,X,O,O,X
LSJIOTZ,X,O,X,X,O,X
LSJIOZT,O,O,X,O,O,X
LSJZTIO,O,O,X,X,X,X
LSJZTOI,O,O,X,X,O,X
LSJZITO,X,O,X,X,O,X
LSJZIOT,O,O,X,O,O,X
LSJZOTI,O,O,X,X,O,X
LSJZOIT,O,O,X,O,O,X
LSJOTIZ,O,O,X,O,X,X
LSJOTZI,O,O,X,X,X,X
LSJOITZ,X,O,X,X,O,X
LSJOIZT,O,O,X,O,O,X
LSJOZTI,O,O,X,X,O,X
LSJOZIT,O,O,X,O,O,X
LSZTIJO,O,X,X,O,O,X
LSZTIOJ,O,O,X,O,O,X
LSZTJIO,O,X,X,X,X,X
LSZTJOI,O,X,X,X,O,X
LSZTOIJ,O,O,X,O,O,X
LSZTOJI,O,X,X,X,O,X
LSZITJO,O,X,X,X,O,X
LSZITOJ,O,O,X,X,O,X
LSZIJTO,X,O,X,X,O,X
LSZIJOT,O,O,X,O,O,X
LSZIOTJ,O,O,X,X,O,X
LSZIOJT,O,O,X,O,O,X
LSZJTIO,O,X,X,X,X,X
LSZJTOI,O,X,X,X,O,X
LSZJITO,X,X,X,X,O,X
LSZJIOT,O,X,X,O,O,X
LSZJOTI,O,X,X,X,O,X
LSZJOIT,O,X,X,O,O,X
LSZOTIJ,O,O,X,O,O,X
LSZOTJI,O,X,X,X,O,X
LSZOITJ,O,O,X,X,O,X
LSZOIJT,O,O,X,O,O,X
LSZOJTI,O,X,X,X,O,X
LSZOJIT,O,X,X,O,O,X
LSOTIJZ,O,X,X,O,X,X
LSOTIZJ,O,X,X,O,X,X
LSOTJIZ,O,X,X,O,X,X
LSOTJZI,O,X,X,X,X,X
LSOTZIJ,O,X,X,O,X,X
LSOTZJI,O,X,X,X,X,X
LSOITJZ,O,X,X,X,O,X
LSOITZJ,O,O,X,X,O,X
LSOIJTZ,X,O,X,X,O,X
LSOIJZT,O,O,X,O,O,X
LSOIZTJ,O,O,X,X,O,X
LSOIZJT,O,O,X,O,O,X
LSOJTIZ,O,O,X,O,X,X
LSOJTZI,O,O,X,X,X,X
LSOJITZ,X,O,X,X,O,X
LSOJIZT,O,O,X,O,O,X
LSOJZTI,O,O,X,X,O,X
LSOJZIT,O,O,X,O,O,X
LSOZTIJ,O,O,X,O,O,X
LSOZTJI,O,X,X,X,O,X
LSOZITJ,O,O,X,X,O,X
LSOZIJT,O,O,X,O,O,X
LSOZJTI,O,X,X,X,O,X
LSOZJIT,O,X,X,O,O,X
LZTIJSO,O,X,O,X,X,O
LZTIJOS,O,X,O,O,X,O
LZTISJO,O,X,O,X,O,X
LZTISOJ,O,X,O,X,O,X
LZTIOJS,O,X,O,O,X,O
LZTIOSJ,O,X,O,X,O,X
LZTJISO,O,X,O,X,X,O
LZTJIOS,O,O,O,X,X,O
LZTJSIO,O,O,O,X,X,X
LZTJSOI,O,O,O,X,X,X
LZTJOIS,O,O,O,X,X,O
LZTJOSI,O,O,O,X,X,X
LZTSIJO,O,X,O,O,O,X
LZTSIOJ,O,O,O,O,O,X
LZTSJIO,O,X,O,X,X,X
LZTSJOI,O,X,O,X,O,X
LZTSOIJ,O,O,O,O,O,X
LZTSOJI,O,X,O,X,O,X
LZTOIJS,O,X,O,O,X,O
LZTOISJ,O,X,O,X,O,X
LZTOJIS,O,O,O,X,X,O
LZTOJSI,O,O,O,X,X,X
LZTOSIJ,O,O,O,O,O,X
LZTOSJI,O,X,O,X,O,X
LZITJSO,O,X,X,X,X,O
LZITJOS,O,X,X,X,X,O
LZITSJO,O,X,X,X,O,X
LZITSOJ,O,X,X,X,O,X
LZITOJS,O,X,X,X,X,O
LZITOSJ,O,X,X,X,O,X
LZIJTSO,X,X,X,X,X,O
LZIJTOS,X,X,X,X,X,O
LZIJSTO,X,X,X,X,X,O
LZIJSOT,O,X,X,X,X,O
LZIJOTS,X,X,X,X,X,O
LZIJOST,O,X,X,X,X,O
LZISTJO,O,X,X,X,O,X
LZISTOJ,O,X,X,X,O,X
LZISJTO,X,X,X,X,O,X
LZISJOT,O,X,X,X,O,X
LZISOTJ,O,X,X,X,O,X
LZISOJT,O,X,X,X,O,X
LZIOTJS,O,X,X,X,X,O
LZIOTSJ,O,X,X,X,O,X
LZIOJTS,X,X,X,X,X,O
LZIOJST,O,X,X,X,X,O
LZIOSTJ,O,X,X,X,O,X
LZIOSJT,O,X,X,X,O,X
LZJTISO,O,X,O,X,X,O
LZJTIOS,O,O,O,X,X,O
LZJTSIO,O,O,O,X,X,X
LZJTSOI,O,O,O,X,X,X
LZJTOIS,O,O,O,X,X,O
LZJTOSI,O,O,O,X,X,X
LZJITSO,X,X,X,X,X,O
LZJITOS,X,O,X,X,X,O
LZJISTO,X,X,X,X,X,O
LZJISOT,O,X,X,X,X,O
LZJIOTS,X,O,X,X,X,O
LZJIOST,O,X,X,X,X,O
LZJSTIO,O,O,O,X,X,X
LZJSTOI,O,O,O,X,X,X
LZJSITO,X,O,X,X,X,X
LZJSIOT,O,O,X,X,X,X
LZJSOTI,O,O,O,X,X,X
LZJSOIT,O,O,X,X,X,X
LZJOTIS,O,O,O,X,X,O
LZJOTSI,O,O,O,X,X,X
LZJOITS,X,O,X,X,X,O
LZJOIST,O,X,X,X,X,O
LZJOSTI,O,O,O,X,X,X
LZJOSIT,O,O,X,X,X,X
LZSTIJO,O,X,O,O,O,X
LZSTIOJ,O,O,O,O,O,X
LZSTJIO,O,X,O,X,X,X
LZSTJOI,O,X,O,X,O,X
LZSTOIJ,O,O,O,O,O,X
LZSTOJI,O,X,O,X,O,X
LZSITJO,O,X,X,X,O,X
LZSITOJ,O,O,X,X,O,X
LZSIJTO,X,O,X,X,O,X
LZSIJOT,O,O,X,O,O,X
LZSIOTJ,O,O,X,X,O,X
LZSIOJT,O,O,X,O,O,X
LZSJTIO,O,X,O,X,X,X
LZSJTOI,O,X,O,X,O,X
LZSJITO,X,X,X,X,O,X
LZSJIOT,O,X,X,O,O,X
LZSJOTI,O,X,O,X,O,X
LZSJOIT,O,X,X,O,O,X
LZSOTIJ,O,O,O,O,O,X
LZSOTJI,O,X,O,X,O,X
LZSOITJ,O,O,X,X,O,X
LZSOIJT,O,O,X,O,O,X
LZSOJTI,O,X,O,X,O,X
LZSOJIT,O,X,X,O,O,X
LZOTIJS,O,X,O,O,X,O
LZOTISJ,O,X,O,X,O,X
LZOTJIS,O,O,O,X,X,O
LZOTJSI,O,O,O,X,X,X
LZOTSIJ,O,O,O,O,O,X
LZOTSJI,O,X,O,X,O,X
LZOITJS,O,X,X,X,X,O
LZOITSJ,O,X,X,X,O,X
LZOIJTS,X,X,X,X,X,O
LZOIJST,O,X,X,X,X,O
LZOISTJ,O,X,X,X,O,X
LZOISJT,O,X,X,X,O,X
LZOJTIS,O,O,O,X,X,O
