sequence,v115@LhB8GeC8CeB8BeC8BeB8JeT/IvhFNlBRhBGjBinB0p?B3sB,v115@LhB8GeC8CeB8BeC8BeB8JeOEJvhFNlBRhB3iBcoBqp?BTsB,v115@LhB8GeC8CeB8BeC8BeB8JeNEJvhFUgBRhBGjBinBzp?B3sB,v115@LhB8GeC8CeB8BeC8BeB8Jei/IvhFRhB3iBcoB9pBOq?BTsB,v115@LhB8GeC8CeB8BeC8BeB8JeT/IvhFNlBRhBSoB2sB0p?B3sB,v115@LhB8GeC8CeB8BeC8BeB8Jei/IvhFRhBcnBTjB9pBOq?B3sB,v115@LhB8GeC8CeB8BeC8BeB8JeT/IvhFNlBRhBOsBXoB0p?BCtB,v115@LhB8GeC8CeB8BeC8BeB8JeT/IvhFNlBRhBWoBKsBXo?B0pB,v115@LhB8GeC8CeB8BeC8BeB8JeNFJvhFRhBGjBTkBinB3s?B0pB,v115@LhB8GeC8CeB8BeC8BeB8JeNEJvhFRhBunBcoBXlBKs?BzpB,v115@LhB8GeC8CeB8BeC8BeB8JeUAJvhFRhBTjBmpBisB/p?B9sB
LJITSOZ,X,O,X,O,X,X,X,X,X,X,O
LJITZSO,X,O,O,O,O,X,O,O,X,O,O
LJITZOS,O,O,X,O,O,X,O,O,X,O,O
LJITOSZ,X,O,X,O,X,X,X,X,X,X,O
LJITOZS,X,O,X,O,O,X,X,O,X,X,O
LJISTZO,X,X,X,X,O,X,O,O,X,O,O
LJISTOZ,X,X,X,X,X,X,X,X,X,X,O
LJISZTO,X,X,X,X,O,X,O,O,X,O,O
LJISZOT,X,X,X,X,X,X,X,X,X,O,O
LJISOTZ,X,X,X,X,X,X,X,X,X,X,O
LJISOZT,X,X,X,X,X,X,X,X,X,X,O
LJIZTSO,X,O,X,O,O,X,O,O,X,O,O
LJIZTOS,O,O,X,O,O,X,O,O,X,O,O
LJIZSTO,X,O,X,O,O,X,O,O,X,O,O
LJIZSOT,X,X,X,X,X,X,X,X,X,O,O
LJIZOTS,X,O,X,X,O,X,X,O,X,O,X
LJIZOST,X,O,X,X,X,X,X,X,X,O,X
LJIOTSZ,X,O,X,O,X,X,X,X,X,X,O
LJIOTZS,X,O,O,O,O,X,X,O,X,X,O
LJIOSTZ,X,X,X,X,X,X,X,X,X,X,O
LJIOSZT,X,X,X,X,X,X,X,X,X,X,O
LJIOZTS,X,O,X,O,O,X,X,O,X,X,X
LJIOZST,X,O,X,O,X,X,X,X,X,X,X
LJSTIZO,X,O,X,X,O,O,O,O,X,O,O
LJSTIOZ,X,O,X,X,X,O,X,X,X,X,O
LJSTZIO,X,O,X,X,O,O,O,O,X,O,O
LJSTZOI,X,O,X,X,O,O,O,O,X,O,O
LJSTOIZ,X,O,X,X,X,O,X,X,X,X,O
LJSTOZI,X,O,X,X,X,O,X,X,X,X,O
LJSITZO,X,X,X,X,O,X,O,O,X,O,O
LJSITOZ,X,X,X,X,X,X,X,X,X,X,O
LJSIZTO,X,X,X,X,O,X,O,O,X,O,O
LJSIZOT,X,X,X,X,X,X,X,X,X,O,O
LJSIOTZ,X,X,X,X,X,X,X,X,X,X,O
LJSIOZT,X,X,X,X,X,X,X,X,X,X,O
LJSZTIO,X,O,X,X,O,O,O,O,X,O,O
LJSZTOI,X,O,X,X,O,O,O,O,X,O,O
LJSZITO,X,O,X,X,O,O,O,O,X,O,O
LJSZIOT,X,X,X,X,X,O,X,X,X,O,O
LJSZOTI,X,O,X,X,O,O,O,O,X,O,O
LJSZOIT,X,O,X,X,X,O,X,X,X,O,O
LJSOTIZ,X,O,X,X,X,O,X,X,X,X,O
LJSOTZI,X,O,X,X,X,O,X,X,X,X,O
LJSOITZ,X,X,X,X,X,X,X,X,X,X,O
LJSOIZT,X,X,X,X,X,X,X,X,X,X,O
LJSOZTI,X,O,X,X,X,O,X,X,X,X,O
LJSOZIT,X,O,X,X,X,O,X,X,X,X,O
LJZTISO,X,O,X,O,O,X,O,O,X,O,O
LJZTIOS,O,O,X,O,O,X,O,O,X,O,O
LJZTSIO,X,O,X,O,O,X,O,O,X,O,O
LJZTSOI,X,O,X,O,O,X,O,O,X,O,O
LJZTOIS,O,O,X,O,O,X,O,O,X,O,O
LJZTOSI,X,O,X,O,O,X,O,O,X,O,O
LJZITSO,X,O,X,O,O,X,O,O,X,O,O
LJZITOS,O,O,X,O,O,X,O,O,X,O,O
LJZISTO,X,O,X,O,O,X,O,O,X,O,O
LJZISOT,X,X,X,X,X,X,X,X,X,O,O
LJZIOTS,X,O,X,X,O,X,X,O,X,O,X
LJZIOST,X,O,X,X,X,X,X,X,X,O,X
LJZSTIO,X,O,X,O,O,X,O,O,X,O,O
LJZSTOI,X,O,X,O,O,X,O,O,X,O,O
LJZSITO,X,O,X,O,O,X,O,O,X,O,O
LJZSIOT,X,X,X,X,X,X,X,X,X,O,O
LJZSOTI,X,O,X,X,O,X,O,O,X,O,O
LJZSOIT,X,O,X,X,X,X,X,X,X,O,O
LJZOTIS,O,O,X,O,O,X,O,O,X,O,O
LJZOTSI,X,O,X,O,O,X,O,O,X,O,O
LJZOITS,X,O,X,O,O,X,X,O,X,O,X
LJZOIST,X,O,X,O,X,X,X,X,X,O,X
LJZOSTI,X,O,X,O,O,X,O,O,X,O,O
LJZOSIT,X,O,X,O,X,X,X,X,X,O,O
LJOTISZ,X,O,X,O,X,O,X,X,X,X,O
LJOTIZS,X,O,O,O,O,X,X,O,X,X,O
LJOTSIZ,X,O,X,O,X,O,X,X,X,X,O
LJOTSZI,X,O,X,O,X,O,X,X,X,X,O
LJOTZIS,X,O,O,O,O,X,X,O,X,X,O
LJOTZSI,X,O,X,O,O,O,X,O,X,X,O
LJOITSZ,X,O,X,O,X,X,X,X,X,X,O
LJOITZS,X,O,O,O,O,X,X,O,X,X,O
LJOISTZ,X,X,X,X,X,X,X,X,X,X,O
LJOISZT,X,X,X,X,X,X,X,X,X,X,O
LJOIZTS,X,O,X,O,O,X,X,O,X,X,X
LJOIZST,X,O,X,O,X,X,X,X,X,X,X
LJOSTIZ,X,O,X,X,X,O,X,X,X,X,O
LJOSTZI,X,O,X,X,X,O,X,X,X,X,O
LJOSITZ,X,X,X,X,X,X,X,X,X,X,O
LJOSIZT,X,X,X,X,X,X,X,X,X,X,O
LJOSZTI,X,O,X,X,X,O,X,X,X,X,O
LJOSZIT,X,O,X,X,X,O,X,X,X,X,O
LJOZTIS,X,O,X,O,O,X,X,O,X,X,O
LJOZTSI,X,O,X,O,O,X,X,O,X,X,O
LJOZITS,X,O,X,O,O,X,X,O,X,X,X
LJOZIST,X,O,X,O,X,X,X,X,X,X,X
LJOZSTI,X,O,X,O,O,X,X,O,X,X,O
LJOZSIT,X,O,X,O,X,X,X,X,X,X,O
LSTIJZO,O,O,O,X,X,X,X,O,O,O,X
LSTIJOZ,O,O,O,X,X,X,X,X,O,X,X
LSTIZJO,O,O,O,X,X,O,X,O,O,O,X
LSTIZOJ,O,O,O,X,X,O,X,O,O,O,X
LSTIOJZ,O,O,O,X,X,X,X,X,O,X,X
LSTIOZJ,O,O,O,X,X,O,X,X,O,O,X
LSTJIZO,O,O,O,X,O,O,O,O,O,O,X
LSTJIOZ,O,O,O,X,X,O,X,X,O,X,X
LSTJZIO,O,O,O,X,O,O,O,O,O,O,X
LSTJZOI,O,O,O,X,O,O,O,O,O,O,X
LSTJOIZ,O,O,O,X,X,O,X,X,O,X,X
LSTJOZI,O,O,O,X,X,O,X,X,O,X,X
LSTZIJO,O,O,O,X,X,O,X,O,O,O,X
LSTZIOJ,O,O,O,X,X,O,X,O,O,O,X
LSTZJIO,O,O,O,X,O,O,O,O,O,O,X
LSTZJOI,O,O,O,X,O,O,O,O,O,O,X
LSTZOIJ,O,O,O,X,X,O,X,O,O,O,X
LSTZOJI,O,O,O,X,O,O,O,O,O,O,X
LSTOIJZ,O,O,O,X,X,X,X,X,O,X,X
LSTOIZJ,O,O,O,X,X,O,X,X,O,O,X
LSTOJIZ,O,O,O,X,X,O,X,X,O,X,X
LSTOJZI,O,O,O,X,X,O,X,X,O,X,X
LSTOZIJ,O,O,O,X,X,O,X,X,O,O,X
LSTOZJI,O,O,O,X,X,O,X,X,O,O,X
LSITJZO,O,X,O,X,X,X,X,O,O,O,X
LSITJOZ,O,X,O,X,X,X,X,X,O,X,X
LSITZJO,O,X,O,X,X,X,X,O,O,O,X
LSITZOJ,O,X,O,X,X,X,X,O,O,O,X
LSITOJZ,O,X,O,X,X,X,X,X,O,X,X
LSITOZJ,O,X,O,X,X,X,X,X,O,O,X
LSIJTZO,O,X,O,X,X,X,X,O,O,O,O
LSIJTOZ,O,X,O,X,X,X,X,X,O,X,O
LSIJZTO,O,X,O,X,X,X,X,O,O,O,O
LSIJZOT,O,X,O,X,X,X,X,X,X,O,O
LSIJOTZ,O,X,O,X,X,X,X,X,O,X,O
LSIJOZT,O,X,O,X,X,X,X,X,X,X,O
LSIZTJO,O,X,O,X,X,X,X,O,O,O,X
LSIZTOJ,O,X,O,X,X,X,X,O,O,O,X
LSIZJTO,O,X,O,X,X,X,X,O,O,O,X
LSIZJOT,O,X,O,X,X,X,X,X,X,O,X
LSIZOTJ,O,X,O,X,X,X,X,X,X,O,X
LSIZOJT,O,X,O,X,X,X,X,X,X,O,X
LSIOTJZ,O,X,O,X,X,X,X,X,O,X,X
LSIOTZJ,O,X,O,X,X,X,X,X,O,O,X
LSIOJTZ,O,X,O,X,X,X,X,X,O,X,X
LSIOJZT,O,X,O,X,X,X,X,X,X,X,X
LSIOZTJ,O,X,O,X,X,X,X,X,X,O,X
LSIOZJT,O,X,O,X,X,X,X,X,X,O,X
LSJTIZO,O,O,O,X,O,O,O,O,O,O,O
LSJTIOZ,O,O,O,X,X,O,X,X,O,X,O
LSJTZIO,O,O,O,X,O,O,O,O,O,O,O
LSJTZOI,O,O,O,X,O,O,O,O,O,O,O
LSJTOIZ,O,O,O,X,X,O,X,X,O,X,O
LSJTOZI,O,O,O,X,X,O,X,X,O,X,O
LSJITZO,O,X,O,X,O,X,O,O,O,O,O
LSJITOZ,O,X,O,X,X,X,X,X,O,X,O
LSJIZTO,O,X,O,X,O,X,O,O,O,O,O
LSJIZOT,O,X,O,X,X,X,X,X,X,O,O
LSJIOTZ,O,X,O,X,X,X,X,X,O,X,O
LSJIOZT,O,X,O,X,X,X,X,X,X,X,O
LSJZTIO,O,O,O,X,O,O,O,O,O,O,O
LSJZTOI,O,O,O,X,O,O,O,O,O,O,O
LSJZITO,O,O,O,X,O,O,O,O,O,O,O
LSJZIOT,O,X,O,X,X,O,X,X,X,O,O
LSJZOTI,O,O,O,X,O,O,O,O,O,O,O
LSJZOIT,O,O,O,X,X,O,X,X,X,O,O
LSJOTIZ,O,O,O,X,X,O,X,X,O,X,O
LSJOTZI,O,O,O,X,X,O,X,X,O,X,O
LSJOITZ,O,X,O,X,X,X,X,X,O,X,O
LSJOIZT,O,X,O,X,X,X,X,X,X,X,O
LSJOZTI,O,O,O,X,X,O,X,X,O,X,O
LSJOZIT,O,O,O,X,X,O,X,X,X,X,O
LSZTIJO,O,O,O,X,X,O,X,O,O,O,X
LSZTIOJ,O,O,O,X,X,O,X,O,O,O,X
LSZTJIO,O,O,O,X,O,O,O,O,O,O,X
LSZTJOI,O,O,O,X,O,O,O,O,O,O,X
LSZTOIJ,O,O,O,X,X,O,X,O,O,O,X
LSZTOJI,O,O,O,X,O,O,O,O,O,O,X
LSZITJO,O,O,O,X,X,O,X,O,O,O,X
LSZITOJ,O,O,O,X,X,O,X,O,O,O,X
LSZIJTO,O,O,O,X,X,O,X,O,O,O,X
LSZIJOT,O,X,O,X,X,O,X,X,X,O,X
LSZIOTJ,O,X,O,X,X,O,X,X,X,O,X
LSZIOJT,O,X,O,X,X,O,X,X,X,O,X
LSZJTIO,O,O,O,X,O,O,O,O,O,O,X
LSZJTOI,O,O,O,X,O,O,O,O,O,O,X
LSZJITO,O,O,O,X,O,O,O,O,O,O,X
LSZJIOT,O,X,O,X,X,O,X,X,X,O,X
LSZJOTI,O,O,O,X,O,O,O,O,O,O,X
LSZJOIT,O,O,O,X,X,O,X,X,X,O,X
LSZOTIJ,O,O,O,X,X,O,X,O,O,O,X
LSZOTJI,O,O,O,X,O,O,O,O,O,O,X
LSZOITJ,O,O,O,X,X,O,X,X,X,O,X
LSZOIJT,O,O,O,X,X,O,X,X,X,O,X
LSZOJTI,O,O,O,X,O,O,O,O,O,O,X
LSZOJIT,O,O,O,X,X,O,X,X,X,O,X
LSOTIJZ,O,O,O,X,X,X,X,X,O,X,X
LSOTIZJ,O,O,O,X,X,O,X,X,O,O,X
LSOTJIZ,O,O,O,X,X,O,X,X,O,X,X
LSOTJZI,O,O,O,X,X,O,X,X,O,X,X
LSOTZIJ,O,O,O,X,X,O,X,X,O,O,X
LSOTZJI,O,O,O,X,X,O,X,X,O,O,X
LSOITJZ,O,X,O,X,X,X,X,X,O,X,X
LSOITZJ,O,X,O,X,X,X,X,X,O,O,X
LSOIJTZ,O,X,O,X,X,X,X,X,O,X,X
LSOIJZT,O,X,O,X,X,X,X,X,X,X,X
LSOIZTJ,O,X,O,X,X,X,X,X,X,O,X
LSOIZJT,O,X,O,X,X,X,X,X,X,O,X
LSOJTIZ,O,O,O,X,X,O,X,X,O,X,O
LSOJTZI,O,O,O,X,X,O,X,X,O,X,O
LSOJITZ,O,X,O,X,X,X,X,X,O,X,O
LSOJIZT,O,X,O,X,X,X,X,X,X,X,O
LSOJZTI,O,O,O,X,X,O,X,X,O,X,O
LSOJZIT,O,O,O,X,X,O,X,X,X,X,O
LSOZTIJ,O,O,O,X,X,O,X,X,O,O,X
LSOZTJI,O,O,O,X,X,O,X,X,O,O,X
LSOZITJ,O,O,O,X,X,O,X,X,X,O,X
LSOZIJT,O,O,O,X,X,O,X,X,X,O,X
LSOZJTI,O,O,O,X,X,O,X,X,O,O,X
LSOZJIT,O,O,O,X,X,O,X,X,X,O,X
LZTIJSO,X,O,X,O,O,X,O,O,X,O,X
LZTIJOS,O,O,X,X,O,X,O,O,X,O,X
LZTISJO,O,O,X,O,X,X,X,O,X,O,X
LZTISOJ,O,O,X,O,X,X,X,O,X,O,X
LZTIOJS,O,O,X,O,O,X,O,O,X,O,X
LZTIOSJ,O,O,X,O,X,X,X,O,X,O,X
LZTJISO,X,O,X,O,O,X,O,O,X,O,X
LZTJIOS,O,O,X,O,O,X,O,O,X,O,X
LZTJSIO,X,O,X,O,O,X,O,O,X,O,X
LZTJSOI,X,O,X,O,O,X,O,O,X,O,X
LZTJOIS,O,O,X,O,O,X,O,O,X,O,X
LZTJOSI,X,O,X,O,O,X,O,O,X,O,X
LZTSIJO,O,O,X,O,X,X,X,O,X,O,X
LZTSIOJ,O,O,X,O,X,X,X,O,X,O,X
LZTSJIO,O,O,X,O,O,X,O,O,X,O,X
LZTSJOI,O,O,X,O,O,X,O,O,X,O,X
LZTSOIJ,O,O,X,O,X,X,X,O,X,O,X
LZTSOJI,O,O,X,O,O,X,O,O,X,O,X
LZTOIJS,O,O,X,O,O,X,O,O,X,O,X
LZTOISJ,O,O,X,O,X,X,X,O,X,O,X
LZTOJIS,O,O,X,O,O,X,O,O,X,O,X
LZTOJSI,X,O,X,O,O,X,O,O,X,O,X
LZTOSIJ,O,O,X,O,X,X,X,O,X,O,X
LZTOSJI,O,O,X,O,O,X,O,O,X,O,X
LZITJSO,X,O,X,O,O,X,O,O,X,O,X
LZITJOS,O,O,X,X,O,X,O,O,X,O,X
LZITSJO,O,O,X,O,X,X,X,O,X,O,X
LZITSOJ,O,O,X,O,X,X,X,O,X,O,X
LZITOJS,O,O,X,X,O,X,O,O,X,O,X
LZITOSJ,O,O,X,O,X,X,X,O,X,O,X
LZIJTSO,X,O,X,O,O,X,O,O,X,O,O
LZIJTOS,O,O,X,O,O,X,O,O,X,O,O
LZIJSTO,X,O,X,O,O,X,O,O,X,O,O
LZIJSOT,X,X,X,X,X,X,X,X,X,O,O
LZIJOTS,X,O,X,X,O,X,X,O,X,O,X
LZIJOST,X,O,X,X,X,X,X,X,X,O,X
LZISTJO,O,O,X,O,X,X,X,O,X,O,X
LZISTOJ,O,O,X,O,X,X,X,O,X,O,X
LZISJTO,O,O,X,O,X,X,X,O,X,O,X
LZISJOT,O,X,X,X,X,X,X,X,X,O,X
LZISOTJ,O,X,X,X,X,X,X,X,X,O,X
LZISOJT,O,X,X,X,X,X,X,X,X,O,X
LZIOTJS,X,O,X,X,O,X,X,O,X,O,X
LZIOTSJ,X,O,X,X,X,X,X,O,X,O,X
LZIOJTS,X,O,X,X,O,X,X,O,X,O,X
LZIOJST,X,O,X,X,X,X,X,X,X,O,X
LZIOSTJ,X,O,X,X,X,X,X,X,X,O,X
LZIOSJT,X,O,X,X,X,X,X,X,X,O,X
LZJTISO,X,O,X,O,O,X,O,O,X,O,O
LZJTIOS,O,O,X,O,O,X,O,O,X,O,O
LZJTSIO,X,O,X,O,O,X,O,O,X,O,O
LZJTSOI,X,O,X,O,O,X,O,O,X,O,O
LZJTOIS,O,O,X,O,O,X,O,O,X,O,O
LZJTOSI,X,O,X,O,O,X,O,O,X,O,O
LZJITSO,X,O,X,O,O,X,O,O,X,O,O
LZJITOS,O,O,X,O,O,X,O,O,X,O,O
LZJISTO,X,O,X,O,O,X,O,O,X,O,O
LZJISOT,X,X,X,X,X,X,X,X,X,O,O
LZJIOTS,X,O,X,X,O,X,X,O,X,O,X
LZJIOST,X,O,X,X,X,X,X,X,X,O,X
LZJSTIO,X,O,X,O,O,X,O,O,X,O,O
LZJSTOI,X,O,X,O,O,X,O,O,X,O,O
LZJSITO,X,O,X,O,O,X,O,O,X,O,O
LZJSIOT,X,X,X,X,X,X,X,X,X,O,O
LZJSOTI,X,O,X,X,O,X,O,O,X,O,O
LZJSOIT,X,O,X,X,X,X,X,X,X,O,O
LZJOTIS,O,O,X,O,O,X,O,O,X,O,O
LZJOTSI,X,O,X,O,O,X,O,O,X,O,O
LZJOITS,X,O,X,O,O,X,X,O,X,O,X
LZJOIST,X,O,X,O,X,X,X,X,X,O,X
LZJOSTI,X,O,X,O,O,X,O,O,X,O,O
LZJOSIT,X,O,X,O,X,X,X,X,X,O,O
LZSTIJO,O,O,X,O,X,X,X,O,X,O,X
LZSTIOJ,O,O,X,O,X,X,X,O,X,O,X
LZSTJIO,O,O,X,O,O,X,O,O,X,O,X
LZSTJOI,O,O,X,O,O,X,O,O,X,O,X
LZSTOIJ,O,O,X,O,X,X,X,O,X,O,X
LZSTOJI,O,O,X,X,O,X,O,O,X,O,X
LZSITJO,O,O,X,O,X,X,X,O,X,O,X
LZSITOJ,O,O,X,O,X,X,X,O,X,O,X
LZSIJTO,O,O,X,O,X,X,X,O,X,O,X
LZSIJOT,O,X,X,X,X,X,X,X,X,O,X
LZSIOTJ,O,X,X,X,X,X,X,X,X,O,X
LZSIOJT,O,X,X,X,X,X,X,X,X,O,X
LZSJTIO,O,O,X,O,O,X,O,O,X,O,X
LZSJTOI,O,O,X,O,O,X,O,O,X,O,X
LZSJITO,O,O,X,O,O,X,O,O,X,O,X
LZSJIOT,O,X,X,X,X,X,X,X,X,O,X
LZSJOTI,O,O,X,X,O,X,O,O,X,O,X
LZSJOIT,O,O,X,X,X,X,X,X,X,O,X
LZSOTIJ,O,O,X,X,X,X,X,O,X,O,X
LZSOTJI,O,O,X,X,O,X,O,O,X,O,X
LZSOITJ,O,O,X,X,X,X,X,X,X,O,X
LZSOIJT,O,O,X,X,X,X,X,X,X,O,X
LZSOJTI,O,O,X,X,O,X,O,O,X,O,X
LZSOJIT,O,O,X,X,X,X,X,X,X,O,X
LZOTIJS,O,O,X,O,O,X,O,O,X,O,X
LZOTISJ,O,O,X,O,X,X,X,O,X,O,X
LZOTJIS,O,O,X,O,O,X,O,O,X,O,X
LZOTJSI,X,O,X,O,O,X,O,O,X,O,X
LZOTSIJ,O,O,X,O,X,X,X,O,X,O,X
LZOTSJI,O,O,X,O,O,X,O,O,X,O,X
LZOITJS,X,O,X,O,O,X,X,O,X,O,X
LZOITSJ,X,O,X,O,X,X,X,O,X,O,X
LZOIJTS,X,O,X,O,O,X,X,O,X,O,X
LZOIJST,X,O,X,O,X,X,X,X,X,O,X
LZOISTJ,X,O,X,O,X,X,X,X,X,O,X
LZOISJT,X,O,X,O,X,X,X,X,X,O,X
LZOJTIS,O,O,X,O,O,X,O,O,X,O,O
LZOJTSI,X,O,X,O,O,X,O,O,X,O,O
LZOJITS,X,O,X,O,O,X,X,O,X,O,X
LZOJIST,X,O,X,O,X,X,X,X,X,O,X
LZOJSTI,X,O,X,O,O,X,O,O,X,O,O
LZOJSIT,X,O,X,O,X,X,X,X,X,O,O
LZOSTIJ,O,O,X,O,X,X,X,O,X,O,X
LZOSTJI,O,O,X,O,O,X,O,O,X,O,X
LZOSITJ,O,O,X,O,X,X,X,X,X,O,X
LZOSIJT,O,O,X,O,X,X,X,X,X,O,X
LZOSJTI,O,O,X,O,O,X,O,O,X,O,X
LZOSJIT,O,O,X,O,X,X,X,X,X,O,X
LOTIJSZ,X,O,X,X,X,X,X,X,X,X,X
LOTIJZS,X,O,O,O,X,X,X,O,X,X,X
LOTISJZ,X,O,O,X,X,X,X,X,O,X,X
LOTISZJ,X,O,O,O,X,O,X,X,O,O,X
LOTIZJS,X,O,O,O,X,X,X,O,X,O,X
LOTIZSJ,X,O,O,O,X,X,X,O,X,O,X
LOTJISZ,X,O,X,O,X,O,X,X,X,X,O
LOTJIZS,X,O,O,O,O,X,X,O,X,X,O
LOTJSIZ,X,O,X,O,X,O,X,X,X,X,O
LOTJSZI,X,O,X,O,X,O,X,X,X,X,O
LOTJZIS,X,O,O,O,O,X,X,O,X,X,O
LOTJZSI,X,O,X,O,O,O,X,O,X,X,O
LOTSIJZ,X,O,O,X,X,X,X,X,O,X,X
LOTSIZJ,X,O,O,O,X,O,X,X,O,O,X
LOTSJIZ,X,O,O,X,X,O,X,X,O,X,X
LOTSJZI,X,O,O,X,X,O,X,X,O,X,X
LOTSZIJ,X,O,O,O,X,O,X,X,O,O,X
LOTSZJI,X,O,O,O,X,O,X,X,O,O,X
LOTZIJS,X,O,O,O,O,X,X,O,X,O,X
LOTZISJ,X,O,O,O,X,X,X,O,X,O,X
LOTZJIS,X,O,O,O,O,X,X,O,X,O,X
LOTZJSI,X,O,X,O,O,X,X,O,X,O,X
LOTZSIJ,X,O,O,O,X,O,X,O,X,O,X
LOTZSJI,X,O,O,O,O,O,X,O,X,O,X
LOITJSZ,X,O,X,X,X,X,X,X,X,X,X
LOITJZS,X,O,O,O,X,X,X,O,X,X,X
LOITSJZ,X,O,O,X,X,X,X,X,X,X,X
LOITSZJ,X,O,O,O,X,X,X,X,X,O,X
LOITZJS,X,O,O,O,X,X,X,O,X,O,X
LOITZSJ,X,O,O,O,X,X,X,O,X,O,X
LOIJTSZ,X,O,X,O,X,X,X,X,X,X,O
LOIJTZS,X,O,O,O,X,X,X,O,X,X,O
LOIJSTZ,X,X,X,X,X,X,X,X,X,X,O
LOIJSZT,X,X,X,X,X,X,X,X,X,X,O
LOIJZTS,X,O,X,O,X,X,X,O,X,X,X
LOIJZST,X,O,X,O,X,X,X,X,X,X,X
LOISTJZ,X,X,O,X,X,X,X,X,X,X,X
LOISTZJ,X,X,O,X,X,X,X,X,X,O,X
LOISJTZ,X,X,O,X,X,X,X,X,X,X,X
LOISJZT,X,X,O,X,X,X,X,X,X,X,X
LOISZTJ,X,X,O,X,X,X,X,X,X,O,X
LOISZJT,X,X,O,X,X,X,X,X,X,O,X
LOIZTJS,X,O,X,O,X,X,X,O,X,O,X
LOIZTSJ,X,O,X,O,X,X,X,O,X,O,X
LOIZJTS,X,O,X,O,X,X,X,O,X,O,X
LOIZJST,X,O,X,O,X,X,X,X,X,O,X
LOIZSTJ,X,O,X,O,X,X,X,X,X,O,X
LOIZSJT,X,O,X,O,X,X,X,X,X,O,X
LOJTISZ,X,O,X,O,X,O,X,X,X,X,O
LOJTIZS,X,O,O,O,O,X,X,O,X,X,O
LOJTSIZ,X,O,X,O,X,O,X,X,X,X,O
LOJTSZI,X,O,X,O,X,O,X,X,X,X,O
LOJTZIS,X,O,O,O,O,X,X,O,X,X,O
LOJTZSI,X,O,X,O,O,O,X,O,X,X,O
LOJITSZ,X,O,X,O,X,X,X,X,X,X,O
LOJITZS,X,O,O,O,O,X,X,O,X,X,O
LOJISTZ,X,X,X,X,X,X,X,X,X,X,O
LOJISZT,X,X,X,X,X,X,X,X,X,X,O
LOJIZTS,X,O,X,O,O,X,X,O,X,X,X
LOJIZST,X,O,X,O,X,X,X,X,X,X,X
LOJSTIZ,X,O,X,X,X,O,X,X,X,X,O
LOJSTZI,X,O,X,X,X,O,X,X,X,X,O
LOJSITZ,X,X,X,X,X,X,X,X,X,X,O
LOJSIZT,X,X,X,X,X,X,X,X,X,X,O
LOJSZTI,X,O,X,X,X,O,X,X,X,X,O
LOJSZIT,X,O,X,X,X,O,X,X,X,X,O
LOJZTIS,X,O,X,O,O,X,X,O,X,X,O
LOJZTSI,X,O,X,O,O,X,X,O,X,X,O
LOJZITS,X,O,X,O,O,X,X,O,X,X,X
LOJZIST,X,O,X,O,X,X,X,X,X,X,X
LOJZSTI,X,O,X,O,O,X,X,O,X,X,O
LOJZSIT,X,O,X,O,X,X,X,X,X,X,O
LOSTIJZ,X,O,O,X,X,X,X,X,O,X,X
LOSTIZJ,X,O,O,X,X,O,X,X,O,O,X
LOSTJIZ,X,O,O,X,X,O,X,X,O,X,X
LOSTJZI,X,O,O,X,X,O,X,X,O,X,X
LOSTZIJ,X,O,O,X,X,O,X,X,O,O,X
LOSTZJI,X,O,O,X,X,O,X,X,O,O,X
LOSITJZ,X,X,O,X,X,X,X,X,O,X,X
LOSITZJ,X,X,O,X,X,X,X,X,O,O,X
LOSIJTZ,X,X,O,X,X,X,X,X,O,X,X
LOSIJZT,X,X,O,X,X,X,X,X,X,X,X
LOSIZTJ,X,X,O,X,X,X,X,X,X,O,X
LOSIZJT,X,X,O,X,X,X,X,X,X,O,X
LOSJTIZ,X,O,O,X,X,O,X,X,O,X,O
LOSJTZI,X,O,O,X,X,O,X,X,O,X,O
LOSJITZ,X,X,O,X,X,X,X,X,O,X,O
LOSJIZT,X,X,O,X,X,X,X,X,X,X,O
LOSJZTI,X,O,O,X,X,O,X,X,O,X,O
LOSJZIT,X,O,O,X,X,O,X,X,X,X,O
LOSZTIJ,X,O,O,X,X,O,X,X,O,O,X
LOSZTJI,X,O,O,X,X,O,X,X,O,O,X
LOSZITJ,X,O,O,X,X,O,X,X,X,O,X
LOSZIJT,X,O,O,X,X,O,X,X,X,O,X
LOSZJTI,X,O,O,X,X,O,X,X,O,O,X
LOSZJIT,X,O,O,X,X,O,X,X,X,O,X
LOZTIJS,X,O,X,O,O,X,X,O,X,O,X
LOZTISJ,X,O,X,O,X,X,X,O,X,O,X
LOZTJIS,X,O,X,O,O,X,X,O,X,O,X
LOZTJSI,X,O,X,O,O,X,X,O,X,O,X
LOZTSIJ,X,O,X,O,X,X,X,O,X,O,X
LOZTSJI,X,O,X,O,O,X,X,O,X,O,X
LOZITJS,X,O,X,O,O,X,X,O,X,O,X
LOZITSJ,X,O,X,O,X,X,X,O,X,O,X
LOZIJTS,X,O,X,O,O,X,X,O,X,O,X
LOZIJST,X,O,X,O,X,X,X,X,X,O,X
LOZISTJ,X,O,X,O,X,X,X,X,X,O,X
LOZISJT,X,O,X,O,X,X,X,X,X,O,X
LOZJTIS,X,O,X,O,O,X,X,O,X,O,O
LOZJTSI,X,O,X,O,O,X,X,O,X,O,O
LOZJITS,X,O,X,O,O,X,X,O,X,O,X
LOZJIST,X,O,X,O,X,X,X,X,X,O,X
