sequence,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFmhBCjB/qBToB0r?BFrB,v115@HhB8HeB8DeB8BeC8DeC8Jem/IvhFChBxiB/rBToB0q?BFsB,v115@HhB8HeB8DeB8BeC8DeC8Jem/IvhF8mBCjB3lBToBFm?BRwB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFymBTlBFoBGoB0r?BXrB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFymBTlBFoBGoBXr?B0rB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhF/mBGjBTlBUoBVw?BasB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFlhBziB+oB/qBUm?BywB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFzhBfoB6oB2qB1w?B8qB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFVmBGjB/qBUoBTr?BasB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFylB3mBFoBGoB0q?BzrB,v115@HhB8HeB8DeB8BeC8DeC8JeFBJvhF6qBcrBxnBmkBTo?BXsB,v115@HhB8HeB8DeB8BeC8DeC8Je3AJvhFCiB8qBxnBmkBTo?B1wB
ITZOSLJ,X,X,X,O,O,O,X,X,X,O,X,O
ITZOSJL,X,X,X,X,X,O,X,X,X,X,X,X
ITOLJSZ,O,X,X,O,O,X,X,X,X,X,X,X
ITOLJZS,O,X,X,O,O,X,X,X,X,X,X,X
ITOLSJZ,O,X,X,O,O,X,X,X,X,X,X,X
ITOLSZJ,O,X,X,O,O,O,X,X,X,X,X,X
ITOLZJS,O,X,X,O,O,O,X,X,X,X,X,X
ITOLZSJ,X,X,X,O,O,O,X,X,X,X,X,O
ITOJLSZ,O,X,X,O,O,X,X,X,X,X,X,X
ITOJLZS,O,X,X,O,O,X,X,X,X,X,X,X
ITOJSLZ,X,X,X,X,O,X,X,O,X,X,X,X
ITOJSZL,X,X,X,X,X,O,X,X,X,X,X,X
ITOJZLS,X,X,X,O,X,O,X,X,X,X,X,X
ITOJZSL,X,X,X,X,X,O,X,X,X,X,X,X
ITOSLJZ,O,X,X,O,O,X,X,O,X,X,X,X
ITOSLZJ,O,X,X,O,O,O,X,X,X,X,X,X
ITOSJLZ,O,X,X,X,O,X,X,O,X,X,X,X
ITOSJZL,X,X,X,X,X,O,X,X,X,X,X,X
ITOSZLJ,O,X,X,O,O,O,X,X,X,X,X,X
ITOSZJL,O,X,X,X,X,O,X,X,X,X,X,X
ITOZLJS,O,X,X,O,O,O,X,X,X,X,X,X
ITOZLSJ,X,X,X,O,O,O,X,X,X,X,X,O
ITOZJLS,O,X,X,O,X,O,X,X,X,X,X,X
ITOZJSL,X,X,X,X,X,O,X,X,X,X,X,X
ITOZSLJ,X,X,X,O,O,O,X,X,X,O,X,O
ITOZSJL,X,X,X,X,X,O,X,X,X,X,X,X
ILTJSZO,O,X,X,X,X,X,X,X,X,X,X,X
ILTJSOZ,O,X,X,X,X,X,X,X,X,X,X,X
ILTJZSO,O,X,X,X,X,X,X,X,X,X,X,O
ILTJZOS,O,X,X,X,X,X,X,X,X,X,X,X
ILTJOSZ,O,X,X,X,X,X,X,X,X,X,X,X
ILTJOZS,O,X,X,X,X,X,X,X,X,X,X,X
ILTSJZO,O,X,X,X,X,X,X,X,X,X,X,X
ILTSJOZ,O,X,X,X,X,X,X,X,X,X,X,X
ILTSZJO,O,X,X,X,X,X,X,X,X,X,X,O
ILTSZOJ,X,X,X,X,X,X,X,X,X,X,X,O
ILTSOJZ,X,X,X,X,O,X,X,X,X,X,X,X
ILTSOZJ,X,X,X,X,O,X,X,X,X,X,X,X
ILTZJSO,O,X,X,X,X,X,X,X,X,X,O,O
ILTZJOS,O,X,X,X,X,X,X,X,X,X,O,X
ILTZSJO,X,X,X,X,X,X,X,X,X,O,O,O
ILTZSOJ,X,X,X,X,X,X,X,X,X,O,O,O
ILTZOJS,X,X,X,O,X,X,X,X,X,X,O,X
ILTZOSJ,X,X,X,O,X,X,X,X,X,X,O,O
ILTOJSZ,X,X,X,O,O,X,X,X,X,X,X,X
ILTOJZS,X,X,X,O,O,X,X,X,X,X,X,X
ILTOSJZ,X,X,X,O,O,X,X,X,X,X,X,X
ILTOSZJ,X,X,X,O,O,X,X,X,X,X,X,X
ILTOZJS,X,X,X,O,O,X,X,X,X,X,X,X
ILTOZSJ,X,X,X,O,O,X,X,X,X,X,X,O
ILJTSZO,O,X,X,X,X,X,X,X,X,X,X,X
ILJTSOZ,O,X,X,X,X,X,X,X,X,X,X,X
ILJTZSO,O,X,X,X,X,X,X,X,X,X,X,O
ILJTZOS,O,X,X,X,X,X,X,X,X,X,X,X
ILJTOSZ,O,X,X,X,X,X,X,X,X,X,X,X
ILJTOZS,O,X,X,X,X,X,X,X,X,X,X,X
ILJSTZO,O,X,X,X,X,X,X,X,X,X,X,X
ILJSTOZ,O,X,X,X,X,X,X,X,X,X,X,X
ILJSZTO,O,X,X,X,X,X,O,X,X,X,X,X
ILJSZOT,O,X,X,X,X,X,O,X,X,X,X,X
ILJSOTZ,O,X,X,X,X,X,X,X,X,X,X,X
ILJSOZT,O,X,X,X,X,X,O,X,X,X,X,X
ILJZTSO,O,X,X,X,X,X,X,X,X,X,O,X
ILJZTOS,O,X,X,X,X,X,X,X,X,X,O,X
ILJZSTO,O,X,X,X,X,X,X,X,X,X,X,X
ILJZSOT,O,X,X,X,X,X,X,X,X,X,X,X
ILJZOTS,O,X,X,X,X,X,X,X,X,X,X,X
ILJZOST,O,X,X,X,X,X,X,X,X,X,X,X
ILJOTSZ,O,X,X,X,X,X,X,X,X,X,X,X
ILJOTZS,O,X,X,X,X,X,X,X,X,X,X,X
ILJOSTZ,O,X,X,X,X,X,X,X,X,X,X,X
ILJOSZT,O,X,X,X,X,X,O,X,X,X,X,X
ILJOZTS,O,X,X,X,X,X,X,X,X,X,X,X
ILJOZST,O,X,X,X,X,X,X,X,X,X,X,X
ILSTJZO,O,X,X,X,X,X,X,X,X,X,X,X
ILSTJOZ,O,X,X,X,X,X,X,X,X,X,X,X
ILSTZJO,O,X,X,X,X,X,X,X,X,X,X,O
ILSTZOJ,X,X,X,X,X,X,X,X,X,X,X,O
ILSTOJZ,X,X,X,X,O,X,X,X,X,X,X,X
ILSTOZJ,X,X,X,X,O,X,X,X,X,X,X,X
ILSJTZO,O,X,X,X,X,X,X,X,X,X,X,X
ILSJTOZ,O,X,X,X,X,X,X,X,X,X,X,X
ILSJZTO,O,X,X,X,X,X,O,X,X,X,X,X
ILSJZOT,O,X,X,X,X,X,O,X,X,X,X,X
ILSJOTZ,O,X,X,X,X,X,X,X,X,X,X,X
ILSJOZT,O,X,X,X,X,X,O,X,X,X,X,X
ILSZTJO,O,X,X,X,X,X,O,X,X,X,O,X
ILSZTOJ,X,X,X,X,X,X,X,X,X,X,O,X
ILSZJTO,O,X,X,X,X,X,O,X,X,X,X,X
ILSZJOT,O,X,X,X,X,X,O,X,O,X,X,X
ILSZOTJ,O,X,X,X,X,X,X,X,O,X,X,X
ILSZOJT,O,X,X,X,X,X,X,X,O,X,X,X
ILSOTJZ,O,X,X,X,O,X,X,X,X,X,X,X
ILSOTZJ,O,X,X,X,O,X,X,X,O,X,X,X
ILSOJTZ,O,X,X,X,O,X,X,X,X,X,X,X
ILSOJZT,O,X,X,X,X,X,X,X,X,X,X,X
ILSOZTJ,O,X,X,X,O,X,X,X,O,X,X,X
ILSOZJT,O,X,X,X,X,X,X,X,O,X,X,X
ILZTJSO,O,X,X,X,X,X,X,X,X,X,O,O
ILZTJOS,O,X,X,X,X,X,X,X,X,X,O,X
ILZTSJO,X,X,X,X,X,X,X,X,X,O,O,O
ILZTSOJ,X,X,X,X,X,X,X,X,X,O,O,O
ILZTOJS,X,X,X,O,X,X,X,X,X,X,O,X
ILZTOSJ,X,X,X,O,X,X,X,X,X,X,O,O
ILZJTSO,O,X,X,X,X,X,X,X,X,X,O,X
ILZJTOS,O,X,X,X,X,X,X,X,X,X,O,X
ILZJSTO,O,X,X,X,X,X,X,X,X,X,X,X
ILZJSOT,O,X,X,X,X,X,X,X,O,X,X,X
ILZJOTS,O,X,X,X,X,O,X,X,X,X,X,X
ILZJOST,O,X,X,X,X,X,X,X,X,X,X,X
ILZSTJO,O,X,X,X,X,X,X,X,X,O,O,X
ILZSTOJ,X,X,X,X,X,X,X,X,X,O,O,X
ILZSJTO,O,X,X,X,X,X,X,X,X,O,X,X
ILZSJOT,O,X,X,X,X,X,X,X,O,X,X,X
ILZSOTJ,X,X,X,X,X,X,X,X,O,O,X,X
ILZSOJT,O,X,X,X,X,X,X,X,O,X,X,X
ILZOTJS,O,X,X,O,X,O,X,X,X,X,O,X
ILZOTSJ,X,X,X,O,X,O,X,X,X,X,O,X
ILZOJTS,O,X,X,O,X,O,X,X,X,X,X,X
ILZOJST,O,X,X,X,X,X,X,X,X,X,X,X
ILZOSTJ,X,X,X,O,X,X,X,X,X,X,X,X
ILZOSJT,O,X,X,X,X,X,X,X,X,X,X,X
ILOTJSZ,O,X,X,O,O,X,X,X,X,X,X,X
ILOTJZS,O,X,X,O,O,X,X,X,X,X,X,X
ILOTSJZ,O,X,X,O,O,X,X,X,X,X,X,X
ILOTSZJ,O,X,X,O,O,O,X,X,X,X,X,X
ILOTZJS,O,X,X,O,O,O,X,X,X,X,X,X
ILOTZSJ,X,X,X,O,O,O,X,X,X,X,X,O
ILOJTSZ,O,X,X,O,O,X,X,X,X,X,X,X
ILOJTZS,O,X,X,O,O,X,X,X,X,X,X,X
ILOJSTZ,O,X,X,X,X,X,X,X,X,X,X,X
ILOJSZT,O,X,X,X,X,X,X,X,X,X,X,X
ILOJZTS,O,X,X,X,X,X,X,X,X,X,X,X
ILOJZST,O,X,X,X,X,X,X,X,X,X,X,X
ILOSTJZ,O,X,X,O,O,X,X,X,X,X,X,X
ILOSTZJ,O,X,X,O,O,X,X,X,X,X,X,X
ILOSJTZ,O,X,X,X,O,X,X,X,X,X,X,X
ILOSJZT,O,X,X,X,X,X,X,X,X,X,X,X
ILOSZTJ,O,X,X,X,O,X,X,X,X,X,X,X
ILOSZJT,O,X,X,X,X,X,X,X,X,X,X,X
ILOZTJS,O,X,X,O,O,O,X,X,X,X,O,X
ILOZTSJ,X,X,X,O,O,O,X,X,X,X,O,X
ILOZJTS,O,X,X,O,X,O,X,X,X,X,X,X
ILOZJST,O,X,X,X,X,X,X,X,X,X,X,X
ILOZSTJ,O,X,X,O,X,X,X,X,X,X,X,X
ILOZSJT,O,X,X,X,X,X,X,X,X,X,X,X
IJTLSZO,O,X,X,X,X,X,X,X,X,X,X,X
IJTLSOZ,O,X,X,X,X,X,X,X,X,X,X,X
IJTLZSO,O,X,X,X,X,X,X,X,X,X,X,O
IJTLZOS,O,X,X,X,X,X,X,X,X,X,X,X
IJTLOSZ,O,X,X,X,X,X,X,X,X,X,X,X
IJTLOZS,O,X,X,X,X,X,X,X,X,X,X,X
IJTSLZO,X,X,X,X,X,X,X,X,X,X,X,X
IJTSLOZ,X,X,X,X,X,X,X,X,X,X,X,X
IJTSZLO,X,X,X,X,X,X,O,X,X,X,X,X
IJTSZOL,X,X,O,X,X,X,O,X,X,X,X,X
IJTSOLZ,X,X,O,X,X,X,X,X,X,X,X,X
IJTSOZL,X,X,O,X,X,X,O,X,X,X,X,X
IJTZLSO,X,X,X,X,X,X,X,X,X,X,X,O
IJTZLOS,X,X,X,X,X,X,X,X,X,X,X,X
IJTZSLO,X,X,X,X,X,X,X,X,X,O,X,O
IJTZSOL,X,X,O,X,X,X,X,X,X,X,X,X
IJTZOLS,X,X,O,X,X,X,X,X,X,X,X,X
IJTZOSL,X,X,O,X,X,X,X,X,X,X,X,X
IJTOLSZ,O,X,O,O,O,X,X,X,X,X,X,X
IJTOLZS,O,X,O,O,O,X,X,X,X,X,X,X
IJTOSLZ,X,X,O,X,O,X,X,X,X,X,X,X
IJTOSZL,X,X,O,X,X,X,O,X,X,X,X,X
IJTOZLS,X,X,O,O,X,X,X,X,X,X,X,X
IJTOZSL,X,X,O,X,X,X,X,X,X,X,X,X
IJLTSZO,O,X,X,X,X,X,X,X,X,X,X,X
IJLTSOZ,O,X,X,X,X,X,X,X,X,X,X,X
IJLTZSO,O,X,X,X,X,X,X,X,X,X,X,O
IJLTZOS,O,X,X,X,X,X,X,X,X,X,X,X
IJLTOSZ,O,X,X,X,X,X,X,X,X,X,X,X
IJLTOZS,O,X,X,X,X,X,X,X,X,X,X,X
IJLSTZO,O,X,X,X,X,X,X,X,X,X,X,X
IJLSTOZ,O,X,X,X,X,X,X,X,X,X,X,X
IJLSZTO,O,X,X,X,X,X,O,X,X,X,X,X
IJLSZOT,O,X,O,X,X,X,O,X,X,X,X,X
IJLSOTZ,O,X,O,X,X,X,X,X,X,X,X,X
IJLSOZT,O,X,O,X,X,X,O,X,X,X,X,X
IJLZTSO,O,X,X,X,X,X,X,X,X,X,O,X
IJLZTOS,O,X,X,X,X,X,X,X,X,X,O,X
IJLZSTO,O,X,X,X,X,X,X,X,X,X,X,X
IJLZSOT,O,X,O,X,X,X,X,X,X,X,X,X
IJLZOTS,O,X,O,X,X,X,X,X,X,X,X,X
IJLZOST,O,X,O,X,X,X,X,X,X,X,X,X
IJLOTSZ,O,X,O,X,X,X,X,X,X,X,X,X
IJLOTZS,O,X,O,X,X,X,X,X,X,X,X,X
IJLOSTZ,O,X,O,X,X,X,X,X,X,X,X,X
IJLOSZT,O,X,O,X,X,X,O,X,X,X,X,X
IJLOZTS,O,X,O,X,X,X,X,X,X,X,X,X
IJLOZST,O,X,O,X,X,X,X,X,X,X,X,X
IJSTLZO,O,X,X,X,X,X,X,X,X,X,X,X
IJSTLOZ,O,X,X,X,X,X,X,X,X,X,X,X
IJSTZLO,X,X,X,X,X,X,O,X,X,X,X,X
IJSTZOL,X,X,O,X,X,X,O,X,X,X,X,X
IJSTOLZ,O,X,O,X,X,X,X,X,X,X,X,X
IJSTOZL,X,X,O,X,X,X,O,X,X,X,X,X
IJSLTZO,O,X,X,X,X,X,X,X,X,X,X,X
IJSLTOZ,O,X,X,X,X,X,X,X,X,X,X,X
IJSLZTO,O,X,X,X,X,X,O,X,X,X,X,X
IJSLZOT,O,X,O,X,X,X,O,X,X,X,X,X
IJSLOTZ,O,X,O,X,X,X,X,X,X,X,X,X
IJSLOZT,O,X,O,X,X,X,O,X,X,X,X,X
IJSZTLO,O,X,X,X,X,X,O,X,X,X,X,X
IJSZTOL,O,X,O,X,X,X,O,X,O,X,X,X
IJSZLTO,O,X,X,X,X,X,O,X,X,X,X,X
IJSZLOT,O,X,O,X,X,X,O,X,O,X,X,X
IJSZOTL,O,X,O,X,X,X,O,X,O,X,X,X
IJSZOLT,O,X,O,X,X,X,O,X,O,X,X,X
IJSOTLZ,O,X,O,X,X,X,X,X,X,X,X,X
IJSOTZL,X,X,O,X,X,X,O,X,O,X,X,X
IJSOLTZ,O,X,O,X,X,X,X,X,X,X,X,X
IJSOLZT,O,X,O,X,X,X,O,X,X,X,X,X
IJSOZTL,O,X,O,X,X,X,O,X,O,X,X,X
IJSOZLT,O,X,O,X,X,X,O,X,O,X,X,X
IJZTLSO,O,X,X,X,X,X,X,X,X,X,X,X
IJZTLOS,O,X,X,X,X,X,X,X,X,X,X,X
IJZTSLO,X,X,X,X,X,X,X,X,X,O,X,X
IJZTSOL,X,X,O,X,X,X,X,X,O,X,X,X
IJZTOLS,O,X,O,X,X,O,X,X,X,X,X,X
IJZTOSL,X,X,O,X,X,O,X,X,X,X,X,X
IJZLTSO,O,X,X,X,X,X,X,X,X,X,O,X
IJZLTOS,O,X,X,X,X,X,X,X,X,X,O,X
IJZLSTO,O,X,X,X,X,X,X,X,X,X,X,X
IJZLSOT,O,X,O,X,X,X,X,X,O,X,X,X
IJZLOTS,O,O,O,X,X,O,X,X,X,X,X,X
IJZLOST,O,O,O,X,X,X,X,X,X,X,X,X
IJZSTLO,O,X,X,X,X,X,O,X,X,O,X,X
IJZSTOL,O,X,O,X,X,X,O,X,O,X,X,X
IJZSLTO,O,X,X,X,X,X,O,X,X,O,X,X
IJZSLOT,O,O,O,X,X,X,O,X,O,X,X,X
IJZSOTL,O,O,O,X,X,O,O,X,O,X,X,X
IJZSOLT,O,O,O,X,X,X,O,X,O,X,X,X
IJZOTLS,O,O,O,X,X,O,X,X,X,X,X,X
IJZOTSL,X,O,O,X,X,O,X,X,X,X,X,X
IJZOLTS,O,O,O,X,X,O,X,X,X,X,X,X
IJZOLST,O,O,O,X,X,X,X,X,X,X,X,X
IJZOSTL,O,O,O,X,X,O,O,X,O,X,X,X
IJZOSLT,O,O,O,X,X,X,O,X,O,X,X,X
IJOTLSZ,O,X,O,O,O,X,X,X,X,X,X,X
IJOTLZS,O,X,O,O,O,X,X,X,X,X,X,X
IJOTSLZ,X,X,O,X,O,X,X,X,X,X,X,X
IJOTSZL,X,X,O,X,X,O,O,X,X,X,X,X
IJOTZLS,X,O,O,O,X,O,X,X,X,X,X,X
IJOTZSL,X,O,O,X,X,O,X,X,X,X,X,X
IJOLTSZ,O,X,O,O,O,X,X,X,X,X,X,X
IJOLTZS,O,X,O,O,O,X,X,X,X,X,X,X
IJOLSTZ,O,X,O,X,X,X,X,X,X,X,X,X
IJOLSZT,O,X,O,X,X,X,O,X,X,X,X,X
IJOLZTS,O,O,O,X,X,X,X,X,X,X,X,X
IJOLZST,O,O,O,X,X,X,X,X,X,X,X,X
IJOSTLZ,O,X,O,X,O,X,X,X,X,X,X,X
IJOSTZL,X,X,O,X,X,X,O,X,X,X,X,X
IJOSLTZ,O,X,O,X,O,X,X,X,X,X,X,X
IJOSLZT,O,X,O,X,X,X,O,X,X,X,X,X
IJOSZTL,O,O,O,X,X,X,O,X,X,X,X,X
IJOSZLT,O,O,O,X,X,X,O,X,X,X,X,X
IJOZTLS,O,O,O,O,X,O,X,X,X,X,X,X
IJOZTSL,X,O,O,X,X,O,X,X,X,X,X,X
IJOZLTS,O,O,O,O,X,O,X,X,X,X,X,X
IJOZLST,O,O,O,X,X,X,X,X,X,X,X,X
IJOZSTL,O,O,O,X,X,O,O,X,X,X,X,X
IJOZSLT,O,O,O,X,X,X,O,X,X,X,X,X
ISTLJZO,O,X,X,X,X,X,X,O,X,X,X,X
ISTLJOZ,O,X,X,X,X,X,X,O,X,X,X,X
ISTLZJO,O,X,X,X,X,X,X,X,X,X,X,O
ISTLZOJ,X,X,X,X,X,X,X,X,X,X,X,O
ISTLOJZ,X,X,X,X,O,X,X,O,X,X,X,X
ISTLOZJ,X,X,X,X,O,X,X,X,X,X,X,X
ISTJLZO,O,X,X,X,X,X,X,O,X,X,X,X
ISTJLOZ,O,X,X,X,X,X,X,O,X,X,X,X
ISTJZLO,X,X,X,X,X,X,O,X,X,X,X,X
ISTJZOL,X,X,X,X,X,X,O,X,X,X,X,X
ISTJOLZ,O,X,X,X,X,X,X,O,X,X,X,X
ISTJOZL,X,X,X,X,X,X,O,X,X,X,X,X
ISTZLJO,O,X,X,X,X,X,O,X,X,O,X,O
ISTZLOJ,X,X,X,X,X,X,X,X,X,O,X,O
ISTZJLO,O,X,X,X,X,X,O,X,X,O,X,O
ISTZJOL,O,X,X,X,X,X,O,X,O,X,X,X
ISTZOLJ,O,X,X,X,X,X,X,X,O,O,X,O
ISTZOJL,O,X,X,X,X,X,O,X,O,X,X,X
ISTOLJZ,O,X,X,O,O,X,X,O,X,X,X,X
ISTOLZJ,O,X,X,O,O,X,X,X,O,X,X,X
ISTOJLZ,O,X,X,X,O,X,X,O,X,X,X,X
ISTOJZL,X,X,X,X,X,X,X,X,O,X,X,X
ISTOZLJ,O,X,X,O,O,X,X,X,O,X,X,X
ISTOZJL,O,X,X,X,X,X,X,X,O,X,X,X
ISLTJZO,O,X,X,X,X,X,X,O,X,X,X,X
ISLTJOZ,O,X,X,X,X,X,X,O,X,X,X,X
ISLTZJO,O,X,X,X,X,X,X,X,X,X,X,O
ISLTZOJ,X,X,X,X,X,X,X,X,X,X,X,O
ISLTOJZ,X,X,X,X,O,X,X,O,X,X,X,X
ISLTOZJ,X,X,X,X,O,X,X,X,X,X,X,X
ISLJTZO,O,X,X,X,X,X,X,X,X,X,X,X
ISLJTOZ,O,X,X,X,X,X,X,X,X,X,X,X
ISLJZTO,O,X,X,X,X,X,O,X,X,X,X,X
ISLJZOT,O,X,X,X,X,X,O,X,X,X,X,X
ISLJOTZ,O,X,X,X,X,X,X,X,X,X,X,X
ISLJOZT,O,X,X,X,X,X,O,X,X,X,X,X
ISLZTJO,O,X,X,X,X,X,O,X,X,X,O,X
ISLZTOJ,X,X,X,X,X,X,X,X,X,X,O,X
ISLZJTO,O,X,X,X,X,X,O,X,X,X,X,X
ISLZJOT,O,X,X,X,X,X,O,X,O,X,X,X
ISLZOTJ,O,X,X,X,X,X,X,X,O,X,X,X
ISLZOJT,O,X,X,X,X,X,X,X,O,X,X,X
ISLOTJZ,O,X,X,X,O,X,X,O,X,X,X,X
ISLOTZJ,O,X,X,X,O,X,X,X,O,X,X,X
ISLOJTZ,O,X,X,X,O,X,X,X,X,X,X,X
ISLOJZT,O,X,X,X,X,X,X,X,X,X,X,X
ISLOZTJ,O,X,X,X,O,X,X,X,O,X,X,X
ISLOZJT,O,X,X,X,X,X,X,X,O,X,X,X
ISJTLZO,O,X,X,X,X,X,X,X,X,X,X,X
ISJTLOZ,O,X,X,X,X,X,X,X,X,X,X,X
ISJTZLO,X,X,X,X,X,X,O,X,X,X,X,X
ISJTZOL,X,X,X,X,X,X,O,X,X,X,X,X
ISJTOLZ,O,X,X,X,X,X,X,X,X,X,X,X
ISJTOZL,X,X,X,X,X,X,O,X,X,X,X,X
ISJLTZO,O,X,X,X,X,X,X,X,X,X,X,X
ISJLTOZ,O,X,X,X,X,X,X,X,X,X,X,X
ISJLZTO,O,X,X,X,X,X,O,X,X,X,X,X
ISJLZOT,O,X,X,X,X,X,O,X,X,X,X,X
ISJLOTZ,O,X,X,X,X,X,X,X,X,X,X,X
ISJLOZT,O,X,X,X,X,X,O,X,X,X,X,X
ISJZTLO,O,X,X,X,X,X,O,X,X,X,X,X
ISJZTOL,O,X,X,X,X,X,O,X,O,X,X,X
ISJZLTO,O,X,X,X,X,X,O,X,X,X,X,X
ISJZLOT,O,X,X,X,X,X,O,X,O,X,X,X
ISJZOTL,O,X,X,X,X,X,O,X,O,X,X,X
ISJZOLT,O,X,O,X,X,X,O,X,O,X,X,X
ISJOTLZ,O,X,X,X,X,X,X,X,X,X,X,X
ISJOTZL,X,X,X,X,X,X,O,X,O,X,X,X
ISJOLTZ,O,X,X,X,X,X,X,X,X,X,X,X
ISJOLZT,O,X,O,X,X,X,O,X,X,X,X,X
ISJOZTL,O,X,X,X,X,X,O,X,O,X,X,X
ISJOZLT,O,X,O,X,X,X,O,X,O,X,X,X
ISZTLJO,O,X,X,X,X,X,O,X,X,O,X,X
ISZTLOJ,X,X,X,X,X,X,X,X,X,O,X,X
ISZTJLO,O,X,X,X,X,X,O,X,X,O,X,X
ISZTJOL,O,X,X,X,X,X,O,X,O,X,X,X
ISZTOLJ,O,X,X,X,X,X,X,X,O,O,X,X
ISZTOJL,O,X,X,X,X,X,O,X,O,X,X,X
ISZLTJO,O,X,X,X,X,X,O,X,X,O,O,X
ISZLTOJ,X,X,X,X,X,X,X,X,X,O,O,X
ISZLJTO,O,X,X,X,X,X,O,X,X,O,X,X
ISZLJOT,O,O,X,X,X,X,O,X,O,X,X,X
ISZLOTJ,O,O,X,X,X,X,X,X,O,O,X,X
ISZLOJT,O,O,X,X,X,X,X,X,O,X,X,X
ISZJTLO,O,X,X,X,X,X,O,X,X,O,X,X
ISZJTOL,O,X,X,X,X,X,O,X,O,X,X,X
ISZJLTO,O,X,X,X,X,X,O,X,X,O,X,X
ISZJLOT,O,O,X,X,X,X,O,X,O,X,X,X
ISZJOTL,O,O,X,X,X,O,O,X,O,X,X,X
ISZJOLT,O,O,O,X,X,X,O,X,O,X,X,X
ISZOTLJ,O,O,X,X,X,O,X,X,O,O,X,X
ISZOTJL,O,O,X,X,X,O,O,X,O,X,X,X
ISZOLTJ,O,O,X,X,X,X,X,X,O,O,X,X
ISZOLJT,O,O,O,X,X,X,X,X,O,X,X,X
ISZOJTL,O,O,X,X,X,O,O,X,O,X,X,X
ISZOJLT,O,O,O,X,X,X,O,X,O,X,X,X
ISOTLJZ,O,X,X,O,O,X,X,O,X,X,X,X
ISOTLZJ,O,X,X,O,O,O,X,X,O,X,X,X
ISOTJLZ,O,X,X,X,O,X,X,O,X,X,X,X
ISOTJZL,X,X,X,X,X,O,X,X,O,X,X,X
ISOTZLJ,O,O,X,O,O,O,X,X,O,X,X,X
ISOTZJL,O,O,X,X,X,O,X,X,O,X,X,X
ISOLTJZ,O,X,X,O,O,X,X,O,X,X,X,X
ISOLTZJ,O,X,X,O,O,X,X,X,O,X,X,X
ISOLJTZ,O,X,X,X,O,X,X,X,X,X,X,X
ISOLJZT,O,X,O,X,X,X,X,X,X,X,X,X
ISOLZTJ,O,O,X,X,O,X,X,X,O,X,X,X
ISOLZJT,O,O,O,X,X,X,X,X,O,X,X,X
ISOJTLZ,O,X,X,X,O,X,X,X,X,X,X,X
ISOJTZL,X,X,X,X,X,X,O,X,O,X,X,X
ISOJLTZ,O,X,X,X,O,X,X,X,X,X,X,X
ISOJLZT,O,X,O,X,X,X,O,X,X,X,X,X
ISOJZTL,O,O,X,X,X,X,O,X,O,X,X,X
ISOJZLT,O,O,O,X,X,X,O,X,O,X,X,X
ISOZTLJ,O,O,X,O,O,O,X,X,O,X,X,X
ISOZTJL,O,O,X,X,X,O,O,X,O,X,X,X
ISOZLTJ,O,O,X,O,O,X,X,X,O,X,X,X
ISOZLJT,O,O,O,X,X,X,X,X,O,X,X,X
ISOZJTL,O,O,X,X,X,O,O,X,O,X,X,X
ISOZJLT,O,O,O,X,X,X,O,X,O,X,X,X
IZTLJSO,O,X,X,X,X,X,X,X,X,X,O,O
IZTLJOS,O,X,X,X,X,X,X,X,X,X,O,X
IZTLSJO,X,X,X,X,X,X,X,X,X,O,O,O
IZTLSOJ,X,X,X,X,X,X,X,X,X,O,O,O
IZTLOJS,X,X,X,O,X,X,X,X,X,X,O,X
IZTLOSJ,X,X,X,O,X,X,X,X,X,X,O,O
IZTJLSO,O,X,X,X,X,X,X,X,X,X,X,O
IZTJLOS,O,X,X,X,X,X,X,X,X,X,X,X
IZTJSLO,X,X,X,X,X,X,X,X,X,O,X,O
IZTJSOL,X,X,O,X,X,O,X,X,O,X,X,X
IZTJOLS,O,X,O,X,X,O,X,X,X,X,X,X
IZTJOSL,X,X,O,X,X,O,X,X,X,X,X,X
IZTSLJO,X,X,X,X,X,X,X,X,X,O,X,O
IZTSLOJ,X,X,X,X,X,X,X,X,X,O,X,O
IZTSJLO,X,X,X,X,X,X,X,X,X,O,X,O
IZTSJOL,X,X,O,X,X,O,X,X,O,X,X,X
IZTSOLJ,X,X,O,X,X,O,X,X,O,O,X,O
IZTSOJL,X,X,O,X,X,O,X,X,O,X,X,X
IZTOLJS,O,X,O,O,O,O,X,X,X,X,X,X
IZTOLSJ,X,X,O,O,O,O,X,X,X,X,X,O
IZTOJLS,O,X,O,O,X,O,X,X,X,X,X,X
IZTOJSL,X,X,O,X,X,O,X,X,X,X,X,X
IZTOSLJ,X,X,O,O,O,O,X,X,X,O,X,O
IZTOSJL,X,X,O,X,X,O,X,X,X,X,X,X
IZLTJSO,O,X,X,X,X,X,X,X,X,X,O,O
IZLTJOS,O,X,X,X,X,X,X,X,X,X,O,X
IZLTSJO,X,X,X,X,X,X,X,X,X,O,O,O
IZLTSOJ,X,X,X,X,X,X,X,X,X,O,O,O
