sequence,v115@QhA8FeE8CeF8Jex/IvhF/mBUiBFjBTkB2qBSvB,v115@QhA8FeE8CeF8Jei/IvhF3gBUiBFjBTmBxpBWvB,v115@QhA8FeE8CeF8Jex/IvhFFiBXjBTkBeqBSrB8qB,v115@QhA8FeE8CeF8JeKEJvhFRgBUiBFjBTmBXqBGqB,v115@QhA8FeE8CeF8JeKEJvhFUhBFiBXjBxqBupBTqB,v115@QhA8FeE8CeF8Jex/IvhFFiBXjB2pBSrB8qBzpB,v115@QhA8FeE8CeF8JeT/IvhFXjB2qBRmBCnB0pBlqB,v115@QhA8FeE8CeF8JeT/IvhFRhBFjBmlBCnB/qB0pB
JOTLIZS,X,X,O,O,X,O,X,X
JOTLSIZ,O,X,O,O,X,O,X,X
JOTLSZI,O,X,O,O,X,O,X,X
JOTLZIS,X,X,O,O,X,O,X,O
JOTLZSI,X,X,O,O,X,O,X,O
JOTSILZ,O,O,O,X,X,X,X,X
JOTSIZL,O,O,X,X,X,X,X,X
JOTSLIZ,O,X,O,O,X,O,X,X
JOTSLZI,O,O,O,O,X,O,X,X
JOTSZIL,O,O,X,X,X,X,X,X
JOTSZLI,O,O,O,O,X,X,X,X
JOTZILS,X,O,X,X,X,X,X,O
JOTZISL,O,O,X,X,X,X,X,X
JOTZLIS,X,X,O,O,X,X,X,O
JOTZLSI,X,X,O,O,X,X,X,O
JOTZSIL,O,O,X,X,X,X,X,X
JOTZSLI,O,O,O,O,X,X,X,O
JOITLSZ,O,O,O,X,X,X,X,X
JOITLZS,X,O,O,X,X,X,X,X
JOITSLZ,O,O,O,X,X,X,X,X
JOITSZL,O,O,X,X,X,X,X,X
JOITZLS,X,O,X,X,X,X,X,X
JOITZSL,O,O,X,X,X,X,X,X
JOILTSZ,O,O,O,X,X,X,X,X
JOILTZS,X,O,O,X,X,X,X,X
JOILSTZ,O,O,O,X,X,X,X,X
JOILSZT,O,O,O,X,X,X,X,X
JOILZTS,X,O,O,X,X,X,X,X
JOILZST,X,O,O,X,X,X,X,X
JOISTLZ,O,O,O,X,X,X,X,X
JOISTZL,O,O,X,X,X,X,X,X
JOISLTZ,O,O,O,X,X,X,X,X
JOISLZT,O,O,O,X,X,X,X,X
JOISZTL,O,O,X,X,X,X,O,X
JOISZLT,O,O,X,X,X,X,O,X
JOIZTLS,X,O,X,X,X,X,X,X
JOIZTSL,O,O,X,X,X,X,O,X
JOIZLTS,X,O,X,X,X,X,X,X
JOIZLST,X,O,X,X,X,X,O,X
JOIZSTL,O,O,X,X,X,X,O,X
JOIZSLT,O,O,X,X,X,X,O,X
JOLTISZ,O,X,O,X,X,O,X,X
JOLTIZS,X,X,O,O,X,O,X,X
JOLTSIZ,O,X,O,O,X,O,X,X
JOLTSZI,O,X,O,O,X,O,X,X
JOLTZIS,X,X,O,O,X,O,X,O
JOLTZSI,X,X,O,O,X,O,X,O
JOLITSZ,O,X,O,X,X,O,X,X
JOLITZS,X,X,O,O,X,O,X,X
JOLISTZ,O,X,O,X,X,O,X,X
JOLISZT,O,X,O,X,X,O,X,X
JOLIZTS,X,X,O,O,X,O,X,X
JOLIZST,X,X,O,X,X,O,X,X
JOLSTIZ,O,X,O,O,X,O,X,X
JOLSTZI,O,X,O,O,X,O,X,X
JOLSITZ,O,X,O,O,X,O,X,X
JOLSIZT,O,X,O,O,X,O,X,X
JOLSZTI,O,X,O,O,X,O,X,X
JOLSZIT,O,X,O,O,X,O,X,X
JOLZTIS,X,X,O,O,X,O,X,O
JOLZTSI,X,X,O,O,X,O,X,O
JOLZITS,X,X,O,O,X,O,X,O
JOLZIST,X,X,O,X,X,O,X,X
JOLZSTI,X,X,O,O,X,O,X,O
JOLZSIT,X,X,O,O,X,O,X,X
JOSTILZ,O,O,O,X,X,X,X,X
JOSTIZL,O,O,X,X,X,X,X,X
JOSTLIZ,O,X,O,O,X,O,X,X
JOSTLZI,O,O,O,O,X,O,X,X
JOSTZIL,O,O,X,X,X,X,X,X
JOSTZLI,O,O,O,O,X,X,X,X
JOSITLZ,O,O,O,X,X,X,X,X
JOSITZL,O,O,X,X,X,X,X,X
JOSILTZ,O,O,O,X,X,X,X,X
JOSILZT,O,O,O,X,X,X,X,X
JOSIZTL,O,O,X,X,X,X,O,X
JOSIZLT,O,O,X,X,X,X,O,X
JOSLTIZ,O,X,O,O,X,O,X,X
JOSLTZI,O,O,O,O,X,O,X,X
JOSLITZ,O,X,O,O,X,O,X,X
JOSLIZT,O,X,O,O,X,O,X,X
JOSLZTI,O,O,O,O,X,O,X,X
JOSLZIT,O,X,O,O,X,O,X,X
JOSZTIL,O,O,X,X,X,X,O,X
JOSZTLI,O,O,O,O,X,X,X,X
JOSZITL,O,O,X,X,X,X,O,X
JOSZILT,O,O,X,X,X,X,O,X
JOSZLTI,O,O,O,O,X,X,X,X
JOSZLIT,O,X,O,O,X,X,O,X
JOZTILS,X,O,X,X,X,X,X,O
JOZTISL,O,O,X,X,X,X,O,X
JOZTLIS,X,X,O,O,X,X,X,O
JOZTLSI,X,X,O,O,X,X,X,O
JOZTSIL,O,O,X,X,X,X,O,X
JOZTSLI,O,O,O,O,X,X,X,O
JOZITLS,X,O,X,X,X,X,X,O
JOZITSL,O,O,X,X,X,X,O,X
JOZILTS,X,O,X,X,X,X,X,O
JOZILST,X,O,X,X,X,X,O,X
JOZISTL,O,O,X,X,X,X,O,X
JOZISLT,O,O,X,X,X,X,O,X
JOZLTIS,X,X,O,O,X,X,X,O
JOZLTSI,X,X,O,O,X,X,X,O
JOZLITS,X,X,O,O,X,X,X,O
JOZLIST,X,X,O,X,X,X,O,X
JOZLSTI,X,X,O,O,X,X,X,O
JOZLSIT,X,X,O,O,X,X,O,X
JOZSTIL,O,O,X,X,X,X,O,X
JOZSTLI,O,O,O,O,X,X,X,O
JOZSITL,O,O,X,X,X,X,O,X
JOZSILT,O,O,X,X,X,X,O,X
JOZSLTI,O,O,O,O,X,X,X,O
JOZSLIT,O,X,O,O,X,X,O,X
STILJZO,X,O,X,X,O,O,X,X
STILJOZ,X,X,O,X,O,O,X,X
STILZJO,X,O,X,X,O,X,X,X
STILZOJ,X,O,X,X,O,X,X,X
STILOJZ,X,O,O,O,O,X,X,X
STILOZJ,X,O,X,O,O,X,X,X
STIJLZO,O,O,X,X,O,O,X,X
STIJLOZ,X,X,O,X,O,O,X,X
STIJZLO,O,O,X,X,O,X,X,X
STIJZOL,O,X,X,X,X,X,O,X
STIJOLZ,O,X,O,X,X,X,X,X
STIJOZL,O,X,X,X,X,X,X,X
STIZLJO,X,O,X,X,O,X,X,X
STIZLOJ,X,O,X,X,O,X,X,X
STIZJLO,O,O,X,X,O,X,X,X
STIZJOL,O,X,X,X,X,X,O,X
STIZOLJ,O,O,X,X,O,X,X,X
STIZOJL,O,X,X,X,X,X,O,X
STIOLJZ,X,O,O,O,O,X,X,X
STIOLZJ,O,O,X,O,O,X,X,X
STIOJLZ,O,O,O,X,X,X,X,X
STIOJZL,O,O,X,X,X,X,X,X
STIOZLJ,O,O,X,O,O,X,X,X
STIOZJL,O,O,X,X,X,X,X,X
STLIJZO,X,X,X,X,O,O,X,X
STLIJOZ,X,X,O,X,O,O,X,X
STLIZJO,X,X,X,X,O,X,X,X
STLIZOJ,X,X,X,X,O,X,X,X
STLIOJZ,X,X,O,O,O,X,X,X
STLIOZJ,X,X,X,O,O,X,X,X
STLJIZO,O,X,X,X,O,O,X,X
STLJIOZ,X,X,O,X,O,O,X,X
STLJZIO,O,X,X,X,X,O,X,X
STLJZOI,O,X,O,X,X,O,X,O
STLJOIZ,O,X,O,O,X,O,X,X
STLJOZI,O,X,O,O,X,O,X,X
STLZIJO,X,X,X,X,O,X,X,X
STLZIOJ,X,X,X,X,O,X,X,X
STLZJIO,O,X,X,X,X,O,X,X
STLZJOI,O,X,O,X,X,O,X,O
STLZOIJ,O,X,X,O,X,X,X,X
STLZOJI,O,X,O,O,X,X,X,O
STLOIJZ,X,X,O,O,O,X,X,X
STLOIZJ,O,X,X,O,O,X,X,X
STLOJIZ,O,X,O,O,X,O,X,X
STLOJZI,O,X,O,O,X,O,X,X
STLOZIJ,O,X,X,O,X,X,X,X
STLOZJI,O,X,O,O,X,X,X,X
STJILZO,O,X,X,X,O,O,X,X
STJILOZ,X,X,O,X,O,O,X,X
STJIZLO,O,X,X,X,O,X,X,X
STJIZOL,O,X,X,X,X,X,O,X
STJIOLZ,O,X,O,X,X,X,X,X
STJIOZL,O,X,X,X,X,X,X,X
STJLIZO,O,X,X,X,O,O,X,X
STJLIOZ,X,X,O,X,O,O,X,X
STJLZIO,O,X,X,X,X,O,X,X
STJLZOI,O,X,O,X,X,O,X,O
STJLOIZ,O,X,O,O,X,O,X,X
STJLOZI,O,X,O,O,X,O,X,X
STJZILO,O,X,X,X,X,X,X,X
STJZIOL,O,X,X,X,X,X,O,X
STJZLIO,O,X,X,X,X,O,X,X
STJZLOI,O,X,O,X,X,O,X,O
STJZOIL,O,X,X,X,X,X,O,X
STJZOLI,O,X,O,X,X,X,X,O
STJOILZ,O,X,O,X,X,X,X,X
STJOIZL,O,X,X,X,X,X,X,X
STJOLIZ,O,X,O,O,X,O,X,X
STJOLZI,O,X,O,O,X,O,X,X
STJOZIL,O,X,X,X,X,X,X,X
STJOZLI,O,X,O,O,X,X,X,X
STZILJO,X,O,X,X,O,X,X,X
STZILOJ,X,O,X,X,O,X,X,X
STZIJLO,O,O,X,X,O,X,X,X
STZIJOL,O,X,X,X,X,X,O,X
STZIOLJ,O,O,X,X,O,X,X,X
STZIOJL,O,X,X,X,X,X,O,X
STZLIJO,X,X,X,X,O,X,X,X
STZLIOJ,X,X,X,X,O,X,X,X
STZLJIO,O,X,X,X,X,O,X,X
STZLJOI,O,X,O,X,X,O,X,O
STZLOIJ,O,X,X,O,X,X,X,X
STZLOJI,O,X,O,O,X,X,X,O
STZJILO,O,X,X,X,X,X,X,X
STZJIOL,O,X,X,X,X,X,O,X
STZJLIO,O,X,X,X,X,O,X,X
STZJLOI,O,X,O,X,X,O,X,O
STZJOIL,O,X,X,X,X,X,O,X
STZJOLI,O,X,O,X,X,X,X,O
STZOILJ,O,O,X,O,X,X,X,X
STZOIJL,O,O,X,X,X,X,O,X
STZOLIJ,O,O,X,O,X,X,X,X
STZOLJI,O,O,O,O,X,X,X,O
STZOJIL,O,O,X,X,X,X,O,X
STZOJLI,O,O,O,O,X,X,X,O
STOILJZ,X,O,O,O,O,X,X,X
STOILZJ,O,O,X,O,O,X,X,X
STOIJLZ,O,O,O,X,X,X,X,X
STOIJZL,O,O,X,X,X,X,X,X
STOIZLJ,O,O,X,O,O,X,X,X
STOIZJL,O,O,X,X,X,X,X,X
STOLIJZ,X,O,O,O,O,X,X,X
STOLIZJ,O,O,X,O,O,X,X,X
STOLJIZ,O,X,O,O,X,O,X,X
STOLJZI,O,O,O,O,X,O,X,X
STOLZIJ,O,O,X,O,X,X,X,X
STOLZJI,O,O,O,O,X,X,X,X
STOJILZ,O,O,O,X,X,X,X,X
STOJIZL,O,O,X,X,X,X,X,X
STOJLIZ,O,X,O,O,X,O,X,X
STOJLZI,O,O,O,O,X,O,X,X
STOJZIL,O,O,X,X,X,X,X,X
STOJZLI,O,O,O,O,X,X,X,X
STOZILJ,O,O,X,O,X,X,X,X
STOZIJL,O,O,X,X,X,X,X,X
STOZLIJ,O,O,X,O,X,X,X,X
STOZLJI,O,O,O,O,X,X,X,X
STOZJIL,O,O,X,X,X,X,X,X
STOZJLI,O,O,O,O,X,X,X,X
SITLJZO,X,O,X,X,O,O,X,X
SITLJOZ,X,X,O,X,O,O,X,X
SITLZJO,X,O,X,X,O,X,X,X
SITLZOJ,X,O,X,X,O,X,X,X
SITLOJZ,X,O,O,O,O,X,X,X
SITLOZJ,X,O,X,O,O,X,X,X
SITJLZO,O,O,X,X,O,O,X,X
SITJLOZ,X,X,O,X,O,O,X,X
SITJZLO,O,O,X,X,O,X,X,X
SITJZOL,O,X,X,X,X,X,O,X
SITJOLZ,O,X,O,X,X,X,X,X
SITJOZL,O,X,X,X,X,X,X,X
SITZLJO,X,O,X,X,O,X,X,X
SITZLOJ,X,O,X,X,O,X,X,X
SITZJLO,O,O,X,X,O,X,X,X
SITZJOL,O,X,X,X,X,X,O,X
SITZOLJ,O,O,X,X,O,X,X,X
SITZOJL,O,X,X,X,X,X,O,X
SITOLJZ,X,O,O,O,O,X,X,X
SITOLZJ,O,O,X,O,O,X,X,X
SITOJLZ,O,O,O,X,X,X,X,X
SITOJZL,O,O,X,X,X,X,X,X
SITOZLJ,O,O,X,O,O,X,X,X
SITOZJL,O,O,X,X,X,X,X,X
SILTJZO,X,O,X,X,O,O,X,X
SILTJOZ,X,X,O,X,O,O,X,X
SILTZJO,X,O,X,X,O,X,X,X
SILTZOJ,X,O,X,X,O,X,X,X
SILTOJZ,X,O,O,O,O,X,X,X
SILTOZJ,X,O,X,O,O,X,X,X
SILJTZO,X,O,X,X,O,O,X,X
SILJTOZ,X,X,O,X,O,O,X,X
SILJZTO,X,O,X,X,O,O,X,X
SILJZOT,X,X,X,X,O,O,O,X
SILJOTZ,X,X,O,X,O,O,X,X
SILJOZT,X,X,O,X,O,O,X,X
SILZTJO,X,O,X,X,O,X,X,X
SILZTOJ,X,O,X,X,O,X,X,X
SILZJTO,X,O,X,X,O,X,X,X
SILZJOT,X,X,X,X,O,X,O,X
SILZOTJ,X,O,X,X,O,X,X,X
SILZOJT,X,X,X,X,O,X,O,X
SILOTJZ,X,O,O,O,O,X,X,X
SILOTZJ,X,O,X,O,O,X,X,X
SILOJTZ,X,O,O,O,O,X,X,X
SILOJZT,X,O,O,O,O,X,X,X
SILOZTJ,X,O,X,O,O,X,X,X
SILOZJT,X,O,X,O,O,X,X,X
SIJTLZO,O,O,X,X,O,O,X,X
SIJTLOZ,X,X,O,X,O,O,X,X
SIJTZLO,O,O,X,X,O,X,X,X
SIJTZOL,O,X,X,X,X,X,O,X
SIJTOLZ,O,X,O,X,X,X,X,X
SIJTOZL,O,X,X,X,X,X,X,X
SIJLTZO,O,O,X,X,O,O,X,X
SIJLTOZ,X,X,O,X,O,O,X,X
SIJLZTO,O,O,X,X,O,O,X,X
SIJLZOT,X,X,X,X,O,O,O,X
SIJLOTZ,X,X,O,X,O,O,X,X
SIJLOZT,X,X,O,X,O,O,X,X
SIJZTLO,O,O,X,X,O,X,X,X
SIJZTOL,O,X,X,X,X,X,O,X
SIJZLTO,O,O,X,X,O,X,X,X
SIJZLOT,X,X,X,X,O,X,O,X
SIJZOTL,O,X,X,X,X,X,O,X
SIJZOLT,O,X,X,X,X,X,O,X
SIJOTLZ,O,X,O,X,X,X,X,X
SIJOTZL,O,X,X,X,X,X,X,X
SIJOLTZ,O,X,O,X,X,X,X,X
SIJOLZT,O,X,O,X,X,X,X,X
SIJOZTL,O,X,X,X,X,X,O,X
SIJOZLT,O,X,X,X,X,X,O,X
SIZTLJO,X,O,X,X,O,X,X,X
SIZTLOJ,X,O,X,X,O,X,X,X
SIZTJLO,O,O,X,X,O,X,X,X
SIZTJOL,O,X,X,X,X,X,O,X
SIZTOLJ,O,O,X,X,O,X,X,X
SIZTOJL,O,X,X,X,X,X,O,X
SIZLTJO,X,O,X,X,O,X,X,X
SIZLTOJ,X,O,X,X,O,X,X,X
SIZLJTO,X,O,X,X,O,X,X,X
SIZLJOT,X,X,X,X,O,X,O,X
SIZLOTJ,X,O,X,X,O,X,X,X
SIZLOJT,X,X,X,X,O,X,O,X
SIZJTLO,O,O,X,X,O,X,X,X
SIZJTOL,O,X,X,X,X,X,O,X
SIZJLTO,O,O,X,X,O,X,X,X
SIZJLOT,X,X,X,X,O,X,O,X
SIZJOTL,O,X,X,X,X,X,O,X
SIZJOLT,O,X,X,X,X,X,O,X
SIZOTLJ,O,O,X,X,O,X,X,X
SIZOTJL,O,X,X,X,X,X,O,X
SIZOLTJ,O,O,X,X,O,X,X,X
SIZOLJT,X,X,X,X,O,X,O,X
SIZOJTL,O,X,X,X,X,X,O,X
SIZOJLT,O,X,X,X,X,X,O,X
SIOTLJZ,X,O,O,O,O,X,X,X
SIOTLZJ,O,O,X,O,O,X,X,X
SIOTJLZ,O,O,O,X,X,X,X,X
SIOTJZL,O,O,X,X,X,X,X,X
SIOTZLJ,O,O,X,O,O,X,X,X
SIOTZJL,O,O,X,X,X,X,X,X
SIOLTJZ,X,O,O,O,O,X,X,X
SIOLTZJ,O,O,X,O,O,X,X,X
SIOLJTZ,X,O,O,O,O,X,X,X
SIOLJZT,X,O,O,O,O,X,X,X
SIOLZTJ,O,O,X,O,O,X,X,X
SIOLZJT,X,O,X,O,O,X,X,X
SIOJTLZ,O,O,O,X,X,X,X,X
SIOJTZL,O,O,X,X,X,X,X,X
SIOJLTZ,O,O,O,X,X,X,X,X
SIOJLZT,O,O,O,X,X,X,X,X
SIOJZTL,O,O,X,X,X,X,O,X
SIOJZLT,O,O,X,X,X,X,O,X
SIOZTLJ,O,O,X,O,O,X,X,X
SIOZTJL,O,O,X,X,X,X,O,X
SIOZLTJ,O,O,X,O,O,X,X,X
SIOZLJT,X,O,X,O,O,X,O,X
SIOZJTL,O,O,X,X,X,X,O,X
SIOZJLT,O,O,X,X,X,X,O,X
SLTIJZO,X,X,X,X,O,O,X,X
SLTIJOZ,X,X,O,X,O,O,X,X
SLTIZJO,X,X,X,X,O,X,X,X
SLTIZOJ,X,X,X,X,O,X,X,X
SLTIOJZ,X,X,O,O,O,X,X,X
SLTIOZJ,X,X,X,O,O,X,X,X
SLTJIZO,O,X,X,X,O,O,X,X
SLTJIOZ,X,X,O,X,O,O,X,X
SLTJZIO,O,X,X,X,X,O,X,X
SLTJZOI,O,X,O,X,X,O,X,O
SLTJOIZ,O,X,O,O,X,O,X,X
SLTJOZI,O,X,O,O,X,O,X,X
SLTZIJO,X,X,X,X,O,X,X,X
SLTZIOJ,X,X,X,X,O,X,X,X
SLTZJIO,O,X,X,X,X,O,X,X
SLTZJOI,O,X,O,X,X,O,X,O
SLTZOIJ,O,X,X,O,X,X,X,X
SLTZOJI,O,X,O,O,X,X,X,O
SLTOIJZ,X,X,O,O,O,X,X,X
SLTOIZJ,O,X,X,O,O,X,X,X
SLTOJIZ,O,X,O,O,X,O,X,X
SLTOJZI,O,X,O,O,X,O,X,X
SLTOZIJ,O,X,X,O,X,X,X,X
SLTOZJI,O,X,O,O,X,X,X,X
SLITJZO,X,X,X,X,O,O,X,X
SLITJOZ,X,X,O,X,O,O,X,X
SLITZJO,X,X,X,X,O,X,X,X
SLITZOJ,X,X,X,X,O,X,X,X
SLITOJZ,X,X,O,O,O,X,X,X
SLITOZJ,X,X,X,O,O,X,X,X
SLIJTZO,X,X,X,X,O,O,X,X
SLIJTOZ,X,X,O,X,O,O,X,X
SLIJZTO,X,X,X,X,O,O,X,X
SLIJZOT,X,X,X,X,O,O,O,X
SLIJOTZ,X,X,O,X,O,O,X,X
SLIJOZT,X,X,O,X,O,O,X,X
SLIZTJO,X,X,X,X,O,X,X,X
SLIZTOJ,X,X,X,X,O,X,X,X
SLIZJTO,X,X,X,X,O,X,X,X
SLIZJOT,X,X,X,X,O,X,O,X
SLIZOTJ,X,X,X,X,O,X,X,X
SLIZOJT,X,X,X,X,O,X,O,X
SLIOTJZ,X,X,O,O,O,X,X,X
SLIOTZJ,X,X,X,O,O,X,X,X
SLIOJTZ,X,X,O,O,O,X,X,X
SLIOJZT,X,X,O,O,O,X,X,X
SLIOZTJ,X,X,X,O,O,X,X,X
SLIOZJT,X,X,X,O,O,X,X,X
SLJTIZO,O,X,X,X,O,O,X,X
SLJTIOZ,X,X,O,X,O,O,X,X
SLJTZIO,O,X,X,X,X,O,X,X
SLJTZOI,O,X,O,X,X,O,X,O
SLJTOIZ,O,X,O,O,X,O,X,X
SLJTOZI,O,X,O,O,X,O,X,X
SLJITZO,O,X,X,X,O,O,X,X
SLJITOZ,X,X,O,X,O,O,X,X
SLJIZTO,O,X,X,X,O,O,X,X
SLJIZOT,X,X,X,X,O,O,O,X
SLJIOTZ,X,X,O,X,O,O,X,X
SLJIOZT,X,X,O,X,O,O,X,X
SLJZTIO,O,X,X,X,X,O,X,X
SLJZTOI,O,X,O,X,X,O,X,O
SLJZITO,O,X,X,X,X,O,X,X
SLJZIOT,X,X,X,X,X,O,O,X
SLJZOTI,O,X,O,X,X,O,X,O
SLJZOIT,O,X,O,X,X,O,O,X
SLJOTIZ,O,X,O,O,X,O,X,X
SLJOTZI,O,X,O,O,X,O,X,X
SLJOITZ,O,X,O,O,X,O,X,X
SLJOIZT,O,X,O,O,X,O,X,X
SLJOZTI,O,X,O,O,X,O,X,X
SLJOZIT,O,X,O,O,X,O,X,X
SLZTIJO,X,X,X,X,O,X,X,X
SLZTIOJ,X,X,X,X,O,X,X,X
SLZTJIO,O,X,X,X,X,O,X,X
SLZTJOI,O,X,O,X,X,O,X,O
SLZTOIJ,O,X,X,O,X,X,X,X
SLZTOJI,O,X,O,O,X,X,X,O
SLZITJO,X,X,X,X,O,X,X,X
SLZITOJ,X,X,X,X,O,X,X,X
SLZIJTO,X,X,X,X,O,X,X,X
SLZIJOT,X,X,X,X,O,X,O,X
SLZIOTJ,X,X,X,X,O,X,X,X
SLZIOJT,X,X,X,X,O,X,O,X
SLZJTIO,O,X,X,X,X,O,X,X
SLZJTOI,O,X,O,X,X,O,X,O
SLZJITO,O,X,X,X,X,O,X,X
SLZJIOT,X,X,X,X,X,O,O,X
SLZJOTI,O,X,O,X,X,O,X,O
SLZJOIT,O,X,O,X,X,O,O,X
SLZOTIJ,O,X,X,O,X,X,X,X
SLZOTJI,O,X,O,O,X,X,X,O
SLZOITJ,O,X,X,O,X,X,X,X
SLZOIJT,X,X,X,O,X,X,O,X
SLZOJTI,O,X,O,O,X,X,X,O
SLZOJIT,O,X,O,O,X,X,O,X
SLOTIJZ,X,X,O,O,O,X,X,X
SLOTIZJ,O,X,X,O,O,X,X,X
SLOTJIZ,O,X,O,O,X,O,X,X
SLOTJZI,O,X,O,O,X,O,X,X
SLOTZIJ,O,X,X,O,X,X,X,X
SLOTZJI,O,X,O,O,X,X,X,X
SLOITJZ,X,X,O,O,O,X,X,X
SLOITZJ,O,X,X,O,O,X,X,X
SLOIJTZ,X,X,O,O,O,X,X,X
SLOIJZT,X,X,O,O,O,X,X,X
SLOIZTJ,O,X,X,O,O,X,X,X
SLOIZJT,X,X,X,O,O,X,X,X
SLOJTIZ,O,X,O,O,X,O,X,X
SLOJTZI,O,X,O,O,X,O,X,X
SLOJITZ,O,X,O,O,X,O,X,X
SLOJIZT,O,X,O,O,X,O,X,X
SLOJZTI,O,X,O,O,X,O,X,X
SLOJZIT,O,X,O,O,X,O,X,X
SLOZTIJ,O,X,X,O,X,X,X,X
SLOZTJI,O,X,O,O,X,X,X,X
SLOZITJ,O,X,X,O,X,X,X,X
SLOZIJT,X,X,X,O,X,X,X,X
SLOZJTI,O,X,O,O,X,X,X,X
SLOZJIT,O,X,O,O,X,X,X,X
SJTILZO,O,X,X,X,O,O,X,X
SJTILOZ,X,X,O,X,O,O,X,X
SJTIZLO,O,X,X,X,O,X,X,X
SJTIZOL,O,X,X,X,X,X,O,X
SJTIOLZ,O,X,O,X,X,X,X,X
SJTIOZL,O,X,X,X,X,X,X,X
SJTLIZO,O,X,X,X,O,O,X,X
SJTLIOZ,X,X,O,X,O,O,X,X
SJTLZIO,O,X,X,X,X,O,X,X
SJTLZOI,O,X,O,X,X,O,X,O
SJTLOIZ,O,X,O,O,X,O,X,X
SJTLOZI,O,X,O,O,X,O,X,X
SJTZILO,O,X,X,X,X,X,X,X
SJTZIOL,O,X,X,X,X,X,O,X
SJTZLIO,O,X,X,X,X,O,X,X
SJTZLOI,O,X,O,X,X,O,X,O
SJTZOIL,O,X,X,X,X,X,O,X
SJTZOLI,O,X,O,X,X,X,X,O
SJTOILZ,O,X,O,X,X,X,X,X
SJTOIZL,O,X,X,X,X,X,X,X
SJTOLIZ,O,X,O,O,X,O,X,X
SJTOLZI,O,X,O,O,X,O,X,X
SJTOZIL,O,X,X,X,X,X,X,X
SJTOZLI,O,X,O,O,X,X,X,X
SJITLZO,O,X,X,X,O,O,X,X
SJITLOZ,X,X,O,X,O,O,X,X
SJITZLO,O,X,X,X,O,X,X,X
SJITZOL,O,X,X,X,X,X,O,X
SJITOLZ,O,X,O,X,X,X,X,X
SJITOZL,O,X,X,X,X,X,X,X
SJILTZO,O,X,X,X,O,O,X,X
SJILTOZ,X,X,O,X,O,O,X,X
SJILZTO,O,X,X,X,O,O,X,X
SJILZOT,X,X,X,X,O,O,O,X
SJILOTZ,X,X,O,X,O,O,X,X
SJILOZT,X,X,O,X,O,O,X,X
SJIZTLO,O,X,X,X,O,X,X,X
SJIZTOL,O,X,X,X,X,X,O,X
SJIZLTO,O,X,X,X,O,X,X,X
SJIZLOT,X,X,X,X,O,X,O,X
SJIZOTL,O,X,X,X,X,X,O,X
SJIZOLT,O,X,X,X,X,X,O,X
SJIOTLZ,O,X,O,X,X,X,X,X
SJIOTZL,O,X,X,X,X,X,X,X
SJIOLTZ,O,X,O,X,X,X,X,X
SJIOLZT,O,X,O,X,X,X,X,X
SJIOZTL,O,X,X,X,X,X,O,X
SJIOZLT,O,X,X,X,X,X,O,X
SJLTIZO,O,X,X,X,O,O,X,X
SJLTIOZ,X,X,O,X,O,O,X,X
SJLTZIO,O,X,X,X,X,O,X,X
SJLTZOI,O,X,O,X,X,O,X,O
SJLTOIZ,O,X,O,O,X,O,X,X
SJLTOZI,O,X,O,O,X,O,X,X
SJLITZO,O,X,X,X,O,O,X,X
SJLITOZ,X,X,O,X,O,O,X,X
SJLIZTO,O,X,X,X,O,O,X,X
SJLIZOT,X,X,X,X,O,O,O,X
SJLIOTZ,X,X,O,X,O,O,X,X
SJLIOZT,X,X,O,X,O,O,X,X
SJLZTIO,O,X,X,X,X,O,X,X
SJLZTOI,O,X,O,X,X,O,X,O
SJLZITO,O,X,X,X,X,O,X,X
SJLZIOT,X,X,X,X,X,O,O,X
SJLZOTI,O,X,O,X,X,O,X,O
SJLZOIT,O,X,O,X,X,O,O,X
SJLOTIZ,O,X,O,O,X,O,X,X
SJLOTZI,O,X,O,O,X,O,X,X
SJLOITZ,O,X,O,O,X,O,X,X
SJLOIZT,O,X,O,O,X,O,X,X
SJLOZTI,O,X,O,O,X,O,X,X
SJLOZIT,O,X,O,O,X,O,X,X
SJZTILO,O,X,X,X,X,X,X,X
SJZTIOL,O,X,X,X,X,X,O,X
SJZTLIO,O,X,X,X,X,O,X,X
SJZTLOI,O,X,O,X,X,O,X,O
SJZTOIL,O,X,X,X,X,X,O,X
SJZTOLI,O,X,O,X,X,X,X,O
SJZITLO,O,X,X,X,X,X,X,X
SJZITOL,O,X,X,X,X,X,O,X
SJZILTO,O,X,X,X,X,X,X,X
SJZILOT,X,X,X,X,X,X,O,X
SJZIOTL,O,X,X,X,X,X,O,X
SJZIOLT,O,X,X,X,X,X,O,X
SJZLTIO,O,X,X,X,X,O,X,X
SJZLTOI,O,X,O,X,X,O,X,O
SJZLITO,O,X,X,X,X,O,X,X
SJZLIOT,X,X,X,X,X,O,O,X
SJZLOTI,O,X,O,X,X,O,X,O
SJZLOIT,O,X,O,X,X,O,O,X
SJZOTIL,O,X,X,X,X,X,O,X
SJZOTLI,O,X,O,X,X,X,X,O
SJZOITL,O,X,X,X,X,X,O,X
SJZOILT,O,X,X,X,X,X,O,X
SJZOLTI,O,X,O,X,X,X,X,O
SJZOLIT,O,X,O,X,X,X,O,X
SJOTILZ,O,X,O,X,X,X,X,X
SJOTIZL,O,X,X,X,X,X,X,X
SJOTLIZ,O,X,O,O,X,O,X,X
SJOTLZI,O,X,O,O,X,O,X,X
