sequence,v115@9gD8FeA8IeB8HeB8EeC8JefIJvhF6oBRlBUnBlmBTq?B2wB,v115@9gD8FeA8IeB8HeB8EeC8JeGDJvhFaqBRmBUoBlmBzq?BXsB,v115@9gD8FeA8IeB8HeB8EeC8JeXBJvhFxiBToBmqBCsBUq?BFsB,v115@9gD8FeA8IeB8HeB8EeC8Je0BJvhFxiBFlBSsBToB3q?B2wB,v115@9gD8FeA8IeB8HeB8EeC8JexBJvhFTjBFlB0mBWtB3q?BywB,v115@9gD8FeA8IeB8HeB8EeC8JexBJvhF8nB+oBFlB3qBzr?BirB,v115@9gD8FeA8IeB8HeB8EeC8JeVGJvhFUlBOsBToB3mBCo?BxvB,v115@9gD8FeA8IeB8HeB8EeC8JezCJvhF+oBRlBiqBFsB8r?BXrB,v115@9gD8FeA8IeB8HeB8EeC8JeKGJvhFWnBxiBToB0qBXs?BFqB,v115@9gD8FeA8IeB8HeB8EeC8JemBJvhFCjBToBxqBXsBUq?BFrB,v115@9gD8FeA8IeB8HeB8EeC8JeXBJvhFVnBUlBToBCoBmr?BxvB,v115@9gD8FeA8IeB8HeB8EeC8JemBJvhFCjBUlBToBxrB3q?B1wB,v115@9gD8FeA8IeB8HeB8EeC8JeUFJvhFFmBXnBToBCoBmr?BxvB,v115@9gD8FeA8IeB8HeB8EeC8JeRFJvhFFnBXoBGoBTqB0r?BirB,v115@9gD8FeA8IeB8HeB8EeC8JeeGJvhFUiBFlBfsBToBCo?BxvB,v115@9gD8FeA8IeB8HeB8EeC8JeVHJvhFUjBRlBXmBStB2v?BzrB,v115@9gD8FeA8IeB8HeB8EeC8JeXBJvhF6oBUlB1rBznBOs?BxvB,v115@9gD8FeA8IeB8HeB8EeC8JexBJvhF6oB1qBznB3rBUq?BmrB,v115@9gD8FeA8IeB8HeB8EeC8JeWIJvhFUlBRmBlmBToByv?BXsB,v115@9gD8FeA8IeB8HeB8EeC8JeTBJvhF6oBUlBmnBxrB1v?BXsB,v115@9gD8FeA8IeB8HeB8EeC8Je0CJvhF6oBFlB3qBRsBmr?BTrB
TLSJIZO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TLSJIOZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TLSJZIO,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSJZOI,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSJOIZ,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSJOZI,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSZIJO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TLSZIOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TLSZJIO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSZJOI,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSZOIJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSZOJI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOIJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TLSOIZJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TLSOJIZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOJZI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOZIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOZJI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZIJSO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TLZIJOS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TLZISJO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZISOJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZIOJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZIOSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJISO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TLZJIOS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TLZJSIO,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJSOI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJOIS,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJOSI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSIJO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TLZSIOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TLZSJIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSJOI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSOIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSOJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOIJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TLZOISJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TLZOJIS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOJSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOSIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOSJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOIJSZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TLOIJZS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOISJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLOISZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TLOIZJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TLOIZSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TLOJISZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJIZS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJSIZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJSZI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJZIS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJZSI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSIJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TLOSIZJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TLOSJIZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TLOSJZI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TLOSZIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TLOSZJI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TLOZIJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TLOZISJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TLOZJIS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZJSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZSIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZSJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILSZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJILSOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJILZSO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILZOS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILOSZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJILOZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISLZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJISLOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJISZLO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJISZOL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJISOLZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJISOZL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJIZLSO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZLOS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZSLO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJIZSOL,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJIZOLS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZOSL,X,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJIOLSZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJIOLZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJIOSLZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJIOSZL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TJIOZLS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJIOZSL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TJLISZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLISOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIZSO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIZOS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIOSZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIOZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSIZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJLSIOZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJLSZIO,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSZOI,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSOIZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSOZI,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZISO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJLZIOS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJLZSIO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSOI,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZOIS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZOSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOISZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOIZS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOSIZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOSZI,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZIS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZSI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSILZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJSILOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJSIZLO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJSIZOL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSIOLZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSIOZL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLIZO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJSLIOZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJSLZIO,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLZOI,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLOIZ,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLOZI,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZILO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZIOL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLIO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLOI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZOIL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZOLI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOILZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOIZL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOLIZ,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOLZI,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOZIL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOZLI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZILSO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TJZILOS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TJZISLO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZISOL,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZIOLS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZIOSL,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLISO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJZLIOS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJZLSIO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSOI,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLOIS,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLOSI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSILO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSIOL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSLIO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSLOI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSOIL,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSOLI,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOILS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOISL,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOLIS,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOLSI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSIL,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSLI,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOILSZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOILZS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOISLZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOISZL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TJOIZLS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOIZSL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TJOLISZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLIZS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOLSIZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLSZI,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLZIS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOLZSI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSILZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSIZL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOSLIZ,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSLZI,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSZIL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOSZLI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZILS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOZISL,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOZLIS,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOZLSI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZSIL,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOZSLI,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILJZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
TSILJOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O
TSILZJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSILZOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSILOJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O
TSILOZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
TSIJLZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
TSIJLOZ,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O
TSIJZLO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
TSIJZOL,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
TSIJOLZ,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TSIJOZL,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
TSIZLJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSIZLOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSIZJLO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
TSIZJOL,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
TSIZOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
TSIZOJL,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
TSIOLJZ,O,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,O
TSIOLZJ,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
TSIOJLZ,O,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X
TSIOJZL,O,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TSIOZLJ,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
TSIOZJL,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TSLIJZO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSLIJOZ,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
TSLIZJO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSLIZOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSLIOJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
TSLIOZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
TSLJIZO,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
TSLJIOZ,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O
TSLJZIO,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJZOI,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJOIZ,X,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLJOZI,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZIJO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSLZIOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSLZJIO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZJOI,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZOIJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZOJI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOIJZ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O
TSLOIZJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TSLOJIZ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TSLOJZI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSLOZIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSLOZJI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSJILZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSJILOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
TSJIZLO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSJIZOL,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSJIOLZ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSJIOZL,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSJLIZO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSJLIOZ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
TSJLZIO,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLZOI,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLOIZ,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJLOZI,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZILO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSJZIOL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSJZLIO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZLOI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZOIL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZOLI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOILZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSJOIZL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOLIZ,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TSJOLZI,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TSJOZIL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOZLI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
