sequence,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeOEJvhFXgBaoBRmBc?sBlmBzpB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeT/IvhFxgBilBfsBm?nBlnB0pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeFBJvhFiiBxkBfsBz?nBmkB0pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8Jex/IvhFXhB8mBziBl?pBisBmpB,v115@GhA8IeA8CeB8DeB8BeC8AeC8Jel/IvhFUhBziB2pBR?sBasBXqB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeXAJvhFVmBziB2pBR?sBasB0pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeUAJvhFRhBziBlmBm?pBisB/pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeFBJvhFmiBxkBfsB0?nBikBzpB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeUBJvhFziB/pBFlBR?sBasBmpB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JexAJvhFTkBilBfsBm?nBlnB0pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeUBJvhFeoBxkBXnBi?kBzpBFsB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeFBJvhFTiBeoBxkBf?sBypB0pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeUBJvhFxkBlnBikBf?sBmnBzpB,v115@GhA8IeA8CeB8DeB8BeC8AeC8Je0/IvhFziB/pBRmBO?qBlmBisB
LIJZOTS,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LIJZOST,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LIJOTSZ,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LIJOTZS,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LIJOSTZ,X,X,X,X,O,O,X,X,X,O,X,X,X,X
LIJOSZT,X,X,X,X,O,X,X,X,X,O,X,X,X,O
LIJOZTS,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LIJOZST,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISTJZO,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LISTJOZ,X,X,X,X,X,X,X,X,O,O,X,O,X,X
LISTZJO,X,O,X,X,X,X,X,O,O,X,X,X,X,X
LISTZOJ,X,O,X,X,X,X,X,X,O,X,X,X,X,O
LISTOJZ,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LISTOZJ,X,X,O,X,X,X,X,X,O,X,X,X,X,O
LISJTZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISJTOZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LISJZTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISJZOT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
LISJOTZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LISJOZT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
LISZTJO,X,O,X,X,X,X,X,O,O,X,X,X,X,X
LISZTOJ,X,O,X,X,X,X,X,X,O,X,X,X,X,O
LISZJTO,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LISZJOT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
LISZOTJ,X,O,X,X,X,X,X,X,O,X,X,X,X,O
LISZOJT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
LISOTJZ,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LISOTZJ,X,X,O,X,X,X,X,X,O,X,X,X,X,O
LISOJTZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LISOJZT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
LISOZTJ,X,O,O,X,X,X,X,X,O,X,X,X,X,O
LISOZJT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
LIZTJSO,O,X,X,O,X,X,X,X,X,X,X,X,O,X
LIZTJOS,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZTSJO,O,O,X,O,X,X,X,X,X,X,X,X,O,X
LIZTSOJ,X,O,X,O,X,X,X,X,X,X,X,X,O,X
LIZTOJS,O,X,X,O,X,X,X,X,X,X,X,X,O,X
LIZTOSJ,O,O,X,O,X,X,X,X,X,X,X,X,O,X
LIZJTSO,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZJTOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZJSTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LIZJSOT,O,O,X,X,O,X,X,X,X,X,O,X,X,X
LIZJOTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZJOST,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LIZSTJO,O,O,X,O,X,X,X,X,O,X,X,X,X,X
LIZSTOJ,X,O,X,O,X,X,X,X,O,X,X,X,X,O
LIZSJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJOT,O,O,X,O,X,X,X,X,X,O,X,X,X,O
LIZSOTJ,O,O,X,O,X,X,X,X,O,X,X,X,X,O
LIZSOJT,O,O,X,O,X,X,X,X,X,O,X,X,X,O
LIZOTJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZOJTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZOJST,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LIZOSTJ,O,O,X,O,X,X,X,X,O,X,X,X,X,O
LIZOSJT,O,O,X,O,X,X,X,X,X,O,X,X,X,O
LIOTJSZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIOTJZS,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIOTSJZ,X,X,X,X,X,O,O,X,X,O,X,X,X,X
LIOTSZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIOTZJS,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIOTZSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LIOJTZS,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LIOJSTZ,X,X,X,X,O,O,X,X,X,O,X,X,X,X
LIOJSZT,O,X,X,X,O,X,X,X,X,O,X,X,X,O
LIOJZTS,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LIOJZST,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOSTJZ,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LIOSTZJ,X,X,O,X,X,X,X,X,O,X,X,X,X,O
LIOSJTZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIOSJZT,O,O,X,X,X,X,X,X,X,O,X,X,X,O
LIOSZTJ,O,O,O,X,X,X,X,X,O,X,X,X,X,O
LIOSZJT,O,O,X,X,X,X,X,X,X,O,X,X,X,O
LIOZTJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOZTSJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOZJTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOZJST,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,O,X,O,X,X,X,X,O,X,X,X,X,O
LIOZSJT,O,O,X,O,X,X,X,X,X,O,X,X,X,O
LJTISZO,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LJTISOZ,X,X,X,X,O,O,O,X,X,X,X,O,X,X
LJTIZSO,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LJTIZOS,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LJTIOSZ,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LJTIOZS,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LJTSIZO,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LJTSIOZ,X,X,X,X,X,O,O,X,X,X,X,O,X,X
LJTSZIO,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSZOI,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSOIZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LJTSOZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZISO,O,X,X,O,O,X,O,X,X,X,X,X,X,X
LJTZIOS,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LJTZSIO,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTZSOI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTZOIS,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTZOSI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTOISZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOIZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOSIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOSZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOZIS,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTOZSI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJITSZO,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LJITSOZ,X,X,X,X,O,O,O,X,X,X,X,O,X,X
LJITZSO,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LJITZOS,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LJITOSZ,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LJITOZS,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LJISTZO,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LJISTOZ,X,X,X,X,O,O,X,X,X,O,X,O,X,X
LJISZTO,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJISZOT,X,O,X,X,O,X,X,X,X,O,O,X,X,O
LJISOTZ,X,X,X,X,O,O,X,X,X,O,X,O,X,X
LJISOZT,X,O,X,X,O,X,X,X,X,O,X,X,X,O
LJIZTSO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LJIZTOS,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJIZSTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJIZSOT,O,O,X,X,O,X,X,X,X,X,O,X,X,X
LJIZOTS,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJIZOST,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LJIOTZS,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LJIOSTZ,X,X,X,X,O,O,X,X,X,O,X,X,X,X
LJIOSZT,X,X,X,X,O,X,X,X,X,O,X,X,X,O
LJIOZTS,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJIOZST,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSTIZO,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LJSTIOZ,X,X,X,X,X,O,O,X,X,O,X,O,X,X
LJSTZIO,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LJSTZOI,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LJSTOIZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LJSTOZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LJSITZO,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJSITOZ,X,X,X,X,X,O,X,X,X,O,X,O,X,X
LJSIZTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSIZOT,X,O,X,X,X,X,X,X,X,O,O,X,X,O
LJSIOTZ,X,X,X,X,X,O,X,X,X,O,X,O,X,X
LJSIOZT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
LJSZTIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,O,O,X,X,X,X,X,X,X,O,O,X,X,O
LJSZOTI,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LJSZOIT,X,O,X,X,X,X,X,X,X,O,O,X,X,O
LJSOTIZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LJSOTZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LJSOITZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJSOIZT,X,O,X,X,X,X,X,X,X,O,O,X,X,O
LJSOZTI,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LJSOZIT,X,O,X,X,X,X,X,X,X,O,O,X,X,O
LJZTISO,O,X,X,O,O,X,O,X,X,X,X,X,X,X
LJZTIOS,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LJZTSIO,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJZTSOI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJZTOIS,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJZTOSI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJZITSO,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZITOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZISTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJZISOT,O,O,X,X,O,X,X,X,X,X,O,X,X,X
LJZIOTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZIOST,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJZSTIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZSTOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZSITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,O,O,X,O,X,X,X,X,X,X,O,X,X,X
LJZSOTI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZSOIT,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LJZOTIS,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LJZOTSI,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LJZOITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LJZOSTI,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZOSIT,O,O,X,O,X,X,X,X,X,X,O,X,X,X
LJOTISZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOTIZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOTSIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOTSZI,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOTZIS,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOTZSI,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOITSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOITZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOISTZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOISZT,O,X,X,X,X,X,X,X,X,O,O,X,X,O
LJOIZTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOIZST,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOSTIZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LJOSTZI,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LJOSITZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOSIZT,O,X,X,X,X,X,X,X,X,O,O,X,X,O
LJOSZTI,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOSZIT,O,X,X,X,X,X,X,X,X,O,O,X,X,O
LJOZTIS,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOZTSI,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOZITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZIST,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOZSTI,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOZSIT,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LSTIJZO,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LSTIJOZ,X,X,X,X,X,X,O,X,O,O,X,O,X,X
LSTIZJO,X,O,X,O,X,X,X,O,O,X,X,X,X,X
LSTIZOJ,X,O,X,O,X,X,X,X,O,X,X,X,X,O
LSTIOJZ,X,X,O,X,X,X,O,X,O,O,X,X,X,X
LSTIOZJ,X,X,O,X,X,X,X,X,O,X,X,X,X,O
LSTJIZO,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LSTJIOZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LSTJZIO,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LSTJZOI,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LSTJOIZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LSTJOZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LSTZIJO,X,O,X,O,X,X,X,O,O,X,X,X,X,X
LSTZIOJ,X,O,O,O,X,X,X,X,O,X,X,X,X,O
LSTZJIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSTZJOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSTZOIJ,X,O,O,O,X,X,X,O,X,X,X,X,X,O
LSTZOJI,X,O,O,O,X,X,X,O,X,X,X,X,X,X
LSTOIJZ,X,X,O,X,X,X,O,X,X,O,X,X,X,X
LSTOIZJ,X,X,O,X,X,X,X,O,X,X,X,X,X,O
LSTOJIZ,X,X,O,X,X,X,O,X,X,O,X,X,X,X
LSTOJZI,X,X,O,X,X,X,O,X,X,O,X,X,X,X
LSTOZIJ,X,X,O,O,X,X,X,O,X,X,X,X,X,O
LSTOZJI,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LSITJZO,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LSITJOZ,X,X,X,X,X,X,X,X,O,O,X,O,X,X
LSITZJO,X,O,X,X,X,X,X,O,O,X,X,X,X,X
LSITZOJ,X,O,X,X,X,X,X,X,O,X,X,X,X,O
LSITOJZ,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LSITOZJ,X,X,O,X,X,X,X,X,O,X,X,X,X,O
LSIJTZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSIJTOZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LSIJZTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSIJZOT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
LSIJOTZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LSIJOZT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
LSIZTJO,X,O,X,X,X,X,X,O,O,X,X,X,X,X
LSIZTOJ,X,O,X,O,X,X,X,X,O,X,X,X,X,O
LSIZJTO,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LSIZJOT,X,O,X,O,X,X,X,X,X,O,X,X,X,O
LSIZOTJ,X,O,X,O,X,X,X,X,O,X,X,X,X,O
LSIZOJT,X,O,X,O,X,X,X,X,X,O,X,X,X,O
LSIOTJZ,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LSIOTZJ,X,X,O,X,X,X,X,X,O,X,X,X,X,O
LSIOJTZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LSIOJZT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
LSIOZTJ,X,O,O,X,X,X,X,X,O,X,X,X,X,O
LSIOZJT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
LSJTIZO,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LSJTIOZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LSJTZIO,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LSJTZOI,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LSJTOIZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LSJTOZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LSJITZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJITOZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LSJIZTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJIZOT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
LSJIOTZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LSJIOZT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
LSJZTIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJZTOI,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJZITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJZIOT,O,O,X,X,X,X,X,X,X,O,X,X,X,O
LSJZOTI,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LSJZOIT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
LSJOTIZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LSJOTZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LSJOITZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LSJOIZT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
LSJOZTI,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LSJOZIT,X,O,X,X,X,X,X,X,X,O,X,X,X,O
LSZTIJO,X,O,X,O,X,X,X,O,O,X,X,X,X,X
LSZTIOJ,X,O,O,O,X,X,X,X,O,X,X,X,X,O
LSZTJIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSZTJOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSZTOIJ,X,O,O,O,X,X,X,O,X,X,X,X,X,O
LSZTOJI,X,O,O,O,X,X,X,O,X,X,X,X,X,X
LSZITJO,O,O,X,O,X,X,X,O,O,X,X,X,X,X
LSZITOJ,X,O,O,O,X,X,X,X,O,X,X,X,X,O
LSZIJTO,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LSZIJOT,O,O,X,O,X,X,X,X,X,O,X,X,X,O
LSZIOTJ,O,O,O,O,X,X,X,X,O,X,X,X,X,O
LSZIOJT,O,O,O,O,X,X,X,X,X,O,X,X,X,O
LSZJTIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSZJTOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSZJITO,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LSZJIOT,O,O,X,O,X,X,X,X,X,O,X,X,X,O
LSZJOTI,X,O,X,O,X,X,X,O,X,O,X,X,X,X
LSZJOIT,X,O,X,O,X,X,X,O,X,O,X,X,X,O
LSZOTIJ,O,O,O,O,X,X,X,O,X,X,X,X,X,O
LSZOTJI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
LSZOITJ,O,O,O,O,X,X,X,O,X,X,X,X,X,O
LSZOIJT,O,O,O,O,X,X,X,O,X,O,X,X,X,O
LSZOJTI,O,O,O,O,X,X,X,O,X,O,X,X,X,X
LSZOJIT,O,O,O,O,X,X,X,O,X,O,X,X,X,O
LSOTIJZ,X,X,O,X,X,X,O,X,X,O,X,X,X,X
LSOTIZJ,X,X,O,X,X,X,X,O,X,X,X,X,X,O
LSOTJIZ,X,X,O,X,X,X,O,X,X,O,X,X,X,X
LSOTJZI,O,X,O,X,X,X,O,X,X,O,X,X,X,X
LSOTZIJ,O,X,O,O,X,X,X,O,X,X,X,X,X,O
LSOTZJI,O,X,O,O,X,X,X,O,X,X,X,X,X,X
LSOITJZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LSOITZJ,X,X,O,X,X,X,X,O,X,X,X,X,X,O
LSOIJTZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LSOIJZT,O,O,X,X,X,X,X,X,X,O,X,X,X,O
LSOIZTJ,O,O,O,X,X,X,X,O,X,X,X,X,X,O
LSOIZJT,O,O,O,X,X,X,X,O,X,O,X,X,X,O
LSOJTIZ,X,X,O,X,X,X,O,X,X,O,X,X,X,X
LSOJTZI,O,X,O,X,X,X,O,X,X,O,X,X,X,X
LSOJITZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LSOJIZT,O,O,X,X,X,X,X,X,X,O,X,X,X,O
LSOJZTI,O,O,O,X,X,X,X,X,X,O,X,X,X,X
LSOJZIT,O,O,O,X,X,X,X,X,X,O,X,X,X,O
LSOZTIJ,O,O,O,O,X,X,X,O,X,X,X,X,X,O
LSOZTJI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
LSOZITJ,O,O,O,O,X,X,X,O,X,X,X,X,X,O
LSOZIJT,O,O,O,O,X,X,X,O,X,O,X,X,X,O
LSOZJTI,O,O,O,O,X,X,X,O,X,O,X,X,X,X
LSOZJIT,O,O,O,O,X,X,X,O,X,O,X,X,X,O
LZTIJSO,O,X,X,O,X,X,O,X,X,X,X,X,O,X
LZTIJOS,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LZTISJO,O,O,X,O,X,X,X,X,X,X,X,X,O,X
LZTISOJ,X,O,O,O,X,X,X,X,X,X,X,X,O,X
LZTIOJS,O,X,X,O,X,X,O,X,X,X,X,X,O,X
LZTIOSJ,O,O,X,O,X,X,X,X,X,X,X,X,O,X
LZTJISO,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LZTJIOS,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LZTJSIO,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LZTJSOI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LZTJOIS,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LZTJOSI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LZTSIJO,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LZTSIOJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LZTSJIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LZTSJOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LZTSOIJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LZTSOJI,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LZTOIJS,O,X,X,O,X,X,O,X,X,X,X,X,O,X
LZTOISJ,O,O,X,O,X,X,X,X,X,X,X,X,O,X
LZTOJIS,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LZTOJSI,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LZTOSIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LZTOSJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LZITJSO,O,X,X,O,X,X,X,X,X,X,X,X,O,X
LZITJOS,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LZITSJO,O,O,X,O,X,X,X,X,X,X,X,X,O,X
LZITSOJ,X,O,O,O,X,X,X,X,X,X,X,X,O,X
LZITOJS,O,X,X,O,X,X,X,X,X,X,X,X,O,X
LZITOSJ,O,O,X,O,X,X,X,X,X,X,X,X,O,X
LZIJTSO,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LZIJTOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LZIJSTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LZIJSOT,O,O,X,X,O,X,X,X,X,X,O,X,X,X
LZIJOTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LZIJOST,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LZISTJO,O,O,X,O,X,X,X,X,O,X,X,X,X,X
LZISTOJ,X,O,O,O,X,X,X,X,O,X,X,X,X,O
LZISJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LZISJOT,O,O,X,O,X,X,X,X,X,O,X,X,X,O
LZISOTJ,O,O,O,O,X,X,X,X,O,X,X,X,X,O
LZISOJT,O,O,O,O,X,X,X,X,X,O,X,X,X,O
LZIOTJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LZIOTSJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LZIOJTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LZIOJST,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LZIOSTJ,O,O,O,O,X,X,X,X,O,X,X,X,X,O
