sequence,v115@9gB8HeC8GeA8IeE8AeA8Me8FJvhFWnBxiB6tBXlBlr?BzsB,v115@9gB8HeC8GeA8IeE8AeA8MexAJvhFTjBSqB/rBFnBGt?B0sB,v115@9gB8HeC8GeA8IeE8AeA8MelAJvhF3hBGjB8rBznBRq?BSyB,v115@9gB8HeC8GeA8IeE8AeA8MelAJvhF3hBCjB8rBToBRq?BWyB,v115@9gB8HeC8GeA8IeE8AeA8Me0AJvhFGjBzmBqsB/tBRq?BlrB,v115@9gB8HeC8GeA8IeE8AeA8MelAJvhF3hBWoB8rB6tBRq?BzsB,v115@9gB8HeC8GeA8IeE8AeA8MelAJvhF3hBSoB8rBusBRq?BTtB,v115@9gB8HeC8GeA8IeE8AeA8Me0BJvhFliB5oBzlBetBXl?BCsB,v115@9gB8HeC8GeA8IeE8AeA8Me8FJvhFzhB5nBOtBXlB6t?BlrB,v115@9gB8HeC8GeA8IeE8AeA8Me8FJvhFCiBxnBXlBToBlr?BWyB,v115@9gB8HeC8GeA8IeE8AeA8Me8FJvhFzhB5nB6tBXlBOt?BlrB,v115@9gB8HeC8GeA8IeE8AeA8Me0AJvhFfoB6oBzmBRqBWy?BlrB,v115@9gB8HeC8GeA8IeE8AeA8Me0BJvhFxiBzlBGoBXlBCs?BVyB
LTJOSIZ,O,O,O,O,X,X,X,O,X,X,X,X,O
LTJOSZI,O,O,O,O,X,X,X,O,X,X,X,X,O
LTJOZIS,O,X,O,O,X,X,X,O,O,O,O,X,O
LTJOZSI,O,X,O,O,X,X,X,O,X,X,X,X,O
LTSIJZO,O,O,O,X,O,X,X,X,X,X,X,X,X
LTSIJOZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LTSIZJO,O,O,O,X,O,X,X,X,X,O,X,X,X
LTSIZOJ,X,X,O,X,O,X,X,X,X,O,O,X,X
LTSIOJZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LTSIOZJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LTSJIZO,O,O,O,X,O,X,X,X,X,O,X,X,X
LTSJIOZ,X,O,O,X,O,X,X,X,X,X,X,X,O
LTSJZIO,O,O,O,X,O,X,X,X,X,O,X,X,X
LTSJZOI,O,O,O,X,X,X,X,X,X,X,X,X,X
LTSJOIZ,X,O,O,X,X,X,X,X,X,X,X,X,O
LTSJOZI,X,O,O,X,X,X,X,X,X,X,X,X,O
LTSZIJO,O,O,O,X,O,X,X,X,X,O,X,X,X
LTSZIOJ,X,X,O,X,O,X,X,X,X,O,O,X,X
LTSZJIO,O,O,O,X,O,X,X,X,X,O,X,X,X
LTSZJOI,O,O,O,X,X,X,X,X,X,X,X,X,X
LTSZOIJ,X,X,O,X,X,X,X,X,X,X,O,X,X
LTSZOJI,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSOIJZ,X,O,O,X,X,X,X,X,X,X,X,X,X
LTSOIZJ,X,X,O,X,X,X,X,X,X,X,O,X,X
LTSOJIZ,X,O,O,X,X,X,X,X,X,X,X,X,O
LTSOJZI,X,O,O,X,X,X,X,X,X,X,X,X,O
LTSOZIJ,X,X,O,X,X,X,X,X,X,X,O,X,X
LTSOZJI,X,X,O,X,X,X,X,X,X,X,X,X,O
LTZIJSO,O,X,O,X,X,X,X,X,X,O,X,X,X
LTZIJOS,O,X,O,X,X,X,X,X,O,O,O,X,X
LTZISJO,O,X,O,X,O,X,X,X,X,O,X,X,X
LTZISOJ,X,X,O,X,O,X,X,X,X,O,O,X,X
LTZIOJS,O,X,O,X,X,X,X,X,O,O,O,X,X
LTZIOSJ,X,X,O,X,O,X,X,X,X,O,O,X,X
LTZJISO,O,X,O,O,X,X,X,X,X,O,X,X,X
LTZJIOS,O,X,O,X,X,X,X,X,O,O,O,X,O
LTZJSIO,O,X,O,O,X,X,X,X,X,O,X,X,X
LTZJSOI,O,X,O,O,X,X,X,X,X,X,X,X,X
LTZJOIS,O,X,O,O,X,X,X,X,O,O,O,X,O
LTZJOSI,O,X,O,O,X,X,X,X,X,X,X,X,O
LTZSIJO,O,X,O,X,O,X,X,X,X,O,X,X,X
LTZSIOJ,X,X,O,X,O,X,X,X,X,O,O,X,X
LTZSJIO,O,X,O,O,O,X,X,X,X,O,X,X,X
LTZSJOI,O,X,O,O,X,X,X,X,X,X,X,X,X
LTZSOIJ,X,X,O,X,X,X,O,X,X,X,O,X,X
LTZSOJI,X,X,O,X,X,O,O,X,X,X,X,X,X
LTZOIJS,O,X,O,X,X,X,X,X,O,O,O,X,O
LTZOISJ,O,X,O,X,X,X,O,X,X,O,O,X,X
LTZOJIS,O,X,O,X,X,X,X,X,O,O,O,X,O
LTZOJSI,O,X,O,X,X,O,O,X,X,X,X,X,O
LTZOSIJ,O,X,O,X,X,X,O,X,X,X,O,X,X
LTZOSJI,O,X,O,X,X,O,O,X,X,X,X,X,O
LTOIJSZ,O,X,O,X,X,X,X,X,X,X,X,X,O
LTOIJZS,O,X,O,X,X,O,O,X,O,X,O,X,O
LTOISJZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LTOISZJ,O,X,O,X,X,X,O,X,X,X,O,X,X
LTOIZJS,O,X,O,X,X,O,O,X,O,O,O,X,O
LTOIZSJ,O,X,O,X,X,O,O,X,X,O,O,X,X
LTOJISZ,O,X,O,X,X,X,X,O,X,X,X,X,O
LTOJIZS,O,X,O,X,X,O,O,O,O,O,O,X,O
LTOJSIZ,O,X,O,X,X,X,X,O,X,X,X,X,O
LTOJSZI,O,X,O,X,X,X,X,O,X,X,X,X,O
LTOJZIS,O,X,O,X,X,X,X,O,O,O,O,X,O
LTOJZSI,O,X,O,X,X,O,O,O,X,X,X,X,O
LTOSIJZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LTOSIZJ,O,X,O,X,X,X,O,X,X,X,O,X,X
LTOSJIZ,O,X,O,X,X,X,X,X,X,X,X,X,O
LTOSJZI,O,X,O,X,X,X,X,X,X,X,X,X,O
LTOSZIJ,O,X,O,X,X,X,O,X,X,X,O,X,X
LTOSZJI,O,X,O,X,X,X,O,X,X,X,X,X,O
LTOZIJS,O,X,O,X,X,X,O,X,O,O,O,X,O
LTOZISJ,O,X,O,X,X,X,O,X,X,O,O,X,X
LTOZJIS,O,X,O,X,X,X,X,O,O,O,O,X,O
LTOZJSI,O,X,O,X,X,O,O,O,X,X,X,X,O
LTOZSIJ,O,X,O,X,X,X,O,X,X,X,O,X,X
LTOZSJI,O,X,O,X,X,O,O,X,X,X,X,X,O
LITJSZO,O,O,O,O,X,X,X,X,X,X,X,X,X
LITJSOZ,X,O,O,X,X,X,X,X,X,X,X,X,O
LITJZSO,O,X,O,O,X,X,X,X,X,X,X,X,X
LITJZOS,O,X,O,O,X,X,X,X,O,X,O,X,O
LITJOSZ,X,O,O,O,X,X,X,X,X,X,X,X,O
LITJOZS,O,X,O,O,X,X,X,X,O,X,O,X,O
LITSJZO,O,O,O,X,O,X,X,X,X,X,X,X,X
LITSJOZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LITSZJO,O,O,O,X,O,X,X,X,X,X,X,X,X
LITSZOJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LITSOJZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LITSOZJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LITZJSO,O,X,O,O,X,X,X,X,X,X,X,X,X
LITZJOS,O,X,O,O,X,X,X,X,O,X,O,X,X
LITZSJO,O,X,O,O,O,X,X,X,X,X,X,X,X
LITZSOJ,X,X,O,X,O,O,O,X,X,X,O,X,X
LITZOJS,O,X,O,X,X,O,O,X,O,X,O,X,X
LITZOSJ,X,X,O,X,O,O,O,X,X,X,O,X,X
LITOJSZ,X,X,O,X,X,X,X,X,X,X,X,X,O
LITOJZS,O,X,O,X,X,O,O,X,O,X,O,X,O
LITOSJZ,X,X,O,X,O,X,X,X,X,X,X,X,X
LITOSZJ,X,X,O,X,O,X,O,X,X,X,O,X,X
LITOZJS,O,X,O,X,X,O,O,X,O,X,O,X,O
LITOZSJ,X,X,O,X,O,O,O,X,X,X,O,X,X
LIJTSZO,O,O,O,O,X,X,X,X,X,X,X,X,X
LIJTSOZ,X,O,O,X,X,X,X,O,X,X,X,X,X
LIJTZSO,O,X,O,O,X,X,X,X,X,X,X,X,X
LIJTZOS,O,X,O,O,X,X,X,O,O,X,O,X,X
LIJTOSZ,X,O,O,O,X,X,X,O,X,X,X,X,X
LIJTOZS,O,X,O,O,X,X,X,O,O,X,O,X,X
LIJSTZO,X,O,O,O,O,X,X,X,X,X,X,O,X
LIJSTOZ,X,O,O,X,O,X,X,O,X,X,X,O,X
LIJSZTO,X,O,O,O,O,X,X,X,X,X,X,O,X
LIJSZOT,X,O,O,O,O,X,X,X,X,X,X,O,X
LIJSOTZ,X,O,O,X,O,X,X,O,X,X,X,O,X
LIJSOZT,X,O,O,X,O,X,X,O,X,X,X,O,X
LIJZTSO,X,X,O,O,X,X,X,X,X,X,X,X,X
LIJZTOS,X,X,O,O,X,X,X,O,O,X,O,X,X
LIJZSTO,X,O,O,O,O,X,X,X,X,X,X,O,X
LIJZSOT,X,O,O,O,O,X,X,X,X,X,X,O,X
LIJZOTS,X,X,O,O,X,X,X,O,X,X,X,X,X
LIJZOST,X,O,O,O,O,X,X,O,X,X,X,O,X
LIJOTSZ,X,O,O,O,X,X,X,O,X,X,X,X,X
LIJOTZS,X,X,O,O,X,X,X,O,X,X,X,X,X
LIJOSTZ,X,O,O,O,O,X,X,O,X,X,X,O,X
LIJOSZT,X,O,O,O,O,X,X,O,X,X,X,O,X
LIJOZTS,X,X,O,O,X,X,X,O,X,X,X,X,X
LIJOZST,X,O,O,O,O,X,X,O,X,X,X,O,X
LISTJZO,O,O,O,X,O,X,X,X,X,X,X,X,X
LISTJOZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LISTZJO,O,O,O,X,O,X,X,X,X,X,X,X,X
LISTZOJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LISTOJZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LISTOZJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LISJTZO,X,O,O,X,O,X,X,X,X,X,X,X,X
LISJTOZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LISJZTO,X,O,O,X,O,X,X,X,X,X,X,X,X
LISJZOT,X,O,O,X,O,X,X,X,X,X,X,X,X
LISJOTZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LISJOZT,X,O,O,X,O,X,X,X,X,X,X,X,X
LISZTJO,X,O,O,X,O,X,X,X,X,X,X,X,X
LISZTOJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LISZJTO,X,O,O,X,O,X,X,X,X,X,X,X,X
LISZJOT,X,O,O,X,O,X,X,X,X,X,X,X,X
LISZOTJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LISZOJT,X,X,O,X,O,X,X,X,X,X,X,X,X
LISOTJZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LISOTZJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LISOJTZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LISOJZT,X,O,O,X,O,X,X,X,X,X,X,X,X
LISOZTJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LISOZJT,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZTJSO,O,X,O,O,X,X,X,X,X,X,X,X,X
LIZTJOS,O,X,O,O,X,X,X,X,O,X,O,X,X
LIZTSJO,O,X,O,O,O,X,X,X,X,X,X,X,X
LIZTSOJ,X,X,O,X,O,O,O,X,X,X,O,X,X
LIZTOJS,O,X,O,X,X,O,O,X,O,X,O,X,X
LIZTOSJ,X,X,O,X,O,O,O,X,X,X,O,X,X
LIZJTSO,X,X,O,O,X,X,X,X,X,X,X,X,X
LIZJTOS,X,X,O,O,X,X,X,X,O,X,O,X,X
LIZJSTO,X,O,O,O,O,X,X,X,X,X,X,O,X
LIZJSOT,X,O,O,O,O,X,X,X,X,X,X,O,X
LIZJOTS,X,X,O,O,X,X,X,X,X,X,X,X,X
LIZJOST,X,O,O,O,O,X,X,X,X,X,X,O,X
LIZSTJO,X,O,O,O,O,X,X,X,X,X,X,X,X
LIZSTOJ,X,X,O,X,O,O,O,X,X,X,O,X,X
LIZSJTO,X,O,O,O,O,X,X,X,X,X,X,X,X
LIZSJOT,X,O,O,O,O,X,X,X,X,X,X,X,X
LIZSOTJ,X,X,O,X,O,O,O,X,X,X,X,X,X
LIZSOJT,X,X,O,X,O,O,O,X,X,X,X,X,X
LIZOTJS,X,X,O,X,X,O,O,X,X,X,O,X,X
LIZOTSJ,X,X,O,X,O,O,O,X,X,X,O,X,X
LIZOJTS,X,X,O,X,X,O,O,X,X,X,X,X,X
LIZOJST,X,X,O,X,O,O,O,X,X,X,X,O,X
LIZOSTJ,X,X,O,X,O,O,O,X,X,X,X,X,X
LIZOSJT,X,X,O,X,O,O,O,X,X,X,X,X,X
LIOTJSZ,X,X,O,X,X,X,X,X,X,X,X,X,O
LIOTJZS,O,X,O,X,X,O,O,X,X,X,O,X,O
LIOTSJZ,X,X,O,X,O,X,X,X,X,X,X,X,X
LIOTSZJ,X,X,O,X,O,X,O,X,X,X,O,X,X
LIOTZJS,O,X,O,X,X,O,O,X,X,X,O,X,O
LIOTZSJ,X,X,O,X,O,O,O,X,X,X,O,X,X
LIOJTSZ,X,O,O,X,X,X,X,O,X,X,X,X,X
LIOJTZS,X,X,O,X,X,O,O,O,X,X,X,X,X
LIOJSTZ,X,O,O,X,O,X,X,O,X,X,X,O,X
LIOJSZT,X,O,O,X,O,X,X,O,X,X,X,O,X
LIOJZTS,X,X,O,X,X,O,O,O,X,X,X,X,X
LIOJZST,X,O,O,X,O,O,O,O,X,X,X,O,X
LIOSTJZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LIOSTZJ,X,X,O,X,O,X,O,X,X,X,X,X,X
LIOSJTZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LIOSJZT,X,O,O,X,O,X,X,X,X,X,X,X,X
LIOSZTJ,X,X,O,X,O,X,O,X,X,X,X,X,X
LIOSZJT,X,X,O,X,O,X,O,X,X,X,X,X,X
LIOZTJS,X,X,O,X,X,O,O,X,X,X,O,X,O
LIOZTSJ,X,X,O,X,O,O,O,X,X,X,O,X,X
LIOZJTS,X,X,O,X,X,O,O,O,X,X,X,X,X
LIOZJST,X,X,O,X,O,O,O,O,X,X,X,O,X
LIOZSTJ,X,X,O,X,O,O,O,X,X,X,X,X,X
LIOZSJT,X,X,O,X,O,O,O,X,X,X,X,X,X
LJTISZO,O,O,O,O,X,X,X,X,X,O,X,X,X
LJTISOZ,X,O,O,X,X,X,X,O,X,X,X,X,O
LJTIZSO,O,X,O,O,X,X,X,X,X,O,X,X,X
LJTIZOS,O,X,O,O,X,X,X,O,O,O,O,X,O
LJTIOSZ,X,O,O,O,X,X,X,O,X,X,X,X,O
LJTIOZS,O,X,O,O,X,X,X,O,O,O,O,X,O
LJTSIZO,O,O,O,O,X,X,X,X,X,O,X,X,X
LJTSIOZ,X,O,O,X,X,X,X,O,X,X,X,X,O
LJTSZIO,O,O,O,O,X,X,X,X,X,O,X,X,X
LJTSZOI,O,O,O,O,X,X,X,X,X,X,X,X,X
LJTSOIZ,X,O,O,X,X,X,X,O,X,X,X,X,O
LJTSOZI,X,O,O,X,X,X,X,O,X,X,X,X,O
LJTZISO,O,X,O,O,X,X,X,X,X,O,X,X,X
LJTZIOS,O,X,O,O,X,X,X,O,O,O,O,X,O
LJTZSIO,O,X,O,O,X,X,X,X,X,O,X,X,X
LJTZSOI,O,X,O,O,X,X,X,X,X,X,X,X,X
LJTZOIS,O,X,O,O,X,X,X,O,O,O,O,X,O
LJTZOSI,O,X,O,O,X,X,X,O,X,X,X,X,O
LJTOISZ,X,O,O,O,X,X,X,O,X,X,X,X,O
LJTOIZS,O,X,O,O,X,X,X,O,O,O,O,X,O
LJTOSIZ,X,O,O,O,X,X,X,O,X,X,X,X,O
LJTOSZI,X,O,O,O,X,X,X,O,X,X,X,X,O
LJTOZIS,O,X,O,O,X,X,X,O,O,O,O,X,O
LJTOZSI,O,X,O,O,X,X,X,O,X,X,X,X,O
LJITSZO,O,O,O,O,X,X,X,X,X,O,X,X,X
LJITSOZ,X,O,O,X,X,X,X,O,X,X,X,X,X
LJITZSO,O,X,O,O,X,X,X,X,X,O,X,X,X
LJITZOS,O,X,O,O,X,X,X,O,O,O,O,X,X
LJITOSZ,X,O,O,O,X,X,X,O,X,X,X,X,X
LJITOZS,O,X,O,O,X,X,X,O,O,O,O,X,X
LJISTZO,X,O,O,O,O,X,X,X,X,O,X,O,X
LJISTOZ,X,O,O,X,O,X,X,O,X,X,X,O,X
LJISZTO,X,O,O,O,O,X,X,X,X,O,X,O,X
LJISZOT,X,O,O,O,O,X,X,X,X,O,X,O,X
LJISOTZ,X,O,O,X,O,X,X,O,X,X,X,O,X
LJISOZT,X,O,O,X,O,X,X,O,X,X,X,O,X
LJIZTSO,X,X,O,O,X,X,X,X,X,O,X,X,X
LJIZTOS,X,X,O,O,X,X,X,O,O,O,O,X,X
LJIZSTO,X,O,O,O,O,X,X,X,X,O,X,O,X
LJIZSOT,X,O,O,O,O,X,X,X,X,O,X,O,X
LJIZOTS,X,X,O,O,X,X,X,O,X,O,X,X,X
LJIZOST,X,O,O,O,O,X,X,O,X,O,X,O,X
LJIOTSZ,X,O,O,O,X,X,X,O,X,X,X,X,X
LJIOTZS,X,X,O,O,X,X,X,O,X,O,X,X,X
LJIOSTZ,X,O,O,O,O,X,X,O,X,X,X,O,X
LJIOSZT,X,O,O,O,O,X,X,O,X,X,X,O,X
LJIOZTS,X,X,O,O,X,X,X,O,X,O,X,X,X
LJIOZST,X,O,O,O,O,X,X,O,X,O,X,O,X
LJSTIZO,X,O,O,O,O,X,X,X,X,X,X,O,X
LJSTIOZ,X,O,O,X,O,X,X,O,X,X,X,O,X
LJSTZIO,X,O,O,O,O,X,X,X,X,X,X,O,X
LJSTZOI,X,O,O,O,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,O,O,X,X,X,X,O,X,X,X,X,X
LJSTOZI,X,O,O,X,X,X,X,O,X,X,X,X,X
LJSITZO,X,O,O,O,O,X,X,X,X,X,X,O,X
LJSITOZ,X,O,O,X,O,X,X,O,X,X,X,O,X
LJSIZTO,X,O,O,O,O,X,X,X,X,X,X,O,X
LJSIZOT,X,O,O,O,O,X,X,X,X,X,X,O,X
LJSIOTZ,X,O,O,X,O,X,X,O,X,X,X,O,X
LJSIOZT,X,O,O,X,O,X,X,O,X,X,X,O,X
LJSZTIO,X,O,O,O,O,X,X,X,X,X,X,O,X
LJSZTOI,X,O,O,O,X,X,X,X,X,X,X,X,X
LJSZITO,X,O,O,O,O,X,X,X,X,X,X,O,X
LJSZIOT,X,O,X,X,O,X,X,X,X,X,X,O,X
LJSZOTI,X,O,O,O,X,X,X,X,X,X,X,X,X
LJSZOIT,X,O,X,X,O,X,X,X,X,X,X,O,X
LJSOTIZ,X,O,O,X,X,X,X,O,X,X,X,X,X
LJSOTZI,X,O,O,X,X,X,X,O,X,X,X,X,X
LJSOITZ,X,O,O,X,O,X,X,O,X,X,X,O,X
LJSOIZT,X,O,O,X,O,X,X,O,X,X,X,O,X
LJSOZTI,X,O,O,X,X,X,X,O,X,X,X,X,X
LJSOZIT,X,O,O,X,O,X,X,O,X,X,X,O,X
LJZTISO,O,X,O,O,X,X,X,X,X,O,X,X,X
LJZTIOS,O,X,O,O,X,X,X,O,O,O,O,X,X
LJZTSIO,O,X,O,O,X,X,X,X,X,O,X,X,X
LJZTSOI,O,X,O,O,X,X,X,X,X,X,X,X,X
LJZTOIS,O,X,O,O,X,X,X,O,O,O,O,X,X
LJZTOSI,O,X,O,O,X,X,X,O,X,X,X,X,X
LJZITSO,X,X,O,O,X,X,X,X,X,O,X,X,X
LJZITOS,X,X,O,O,X,X,X,O,O,O,O,X,X
LJZISTO,X,O,O,O,O,X,X,X,X,O,X,O,X
LJZISOT,X,O,O,O,O,X,X,X,X,O,X,O,X
LJZIOTS,X,X,O,O,X,X,X,O,X,O,X,X,X
LJZIOST,X,O,O,O,O,X,X,O,X,O,X,O,X
LJZSTIO,X,O,O,O,O,X,X,X,X,X,X,O,X
LJZSTOI,X,O,O,O,X,X,X,X,X,X,X,X,X
LJZSITO,X,O,O,O,O,X,X,X,X,X,X,O,X
LJZSIOT,X,O,X,X,O,X,X,X,X,X,X,O,X
LJZSOTI,X,O,O,O,X,X,X,X,X,X,X,X,X
LJZSOIT,X,O,O,O,O,X,X,X,X,X,X,O,X
LJZOTIS,X,X,O,O,X,X,X,O,X,X,X,X,X
LJZOTSI,X,X,O,O,X,X,X,O,X,X,X,X,X
LJZOITS,X,X,O,O,X,X,X,O,X,X,X,X,X
LJZOIST,X,O,O,O,X,X,X,O,X,X,X,X,X
LJZOSTI,X,O,O,O,X,X,X,O,X,X,X,X,X
LJZOSIT,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOTISZ,X,O,O,O,X,X,X,O,X,X,X,X,O
LJOTIZS,X,X,O,O,X,X,X,O,X,X,X,X,O
LJOTSIZ,X,O,O,O,X,X,X,O,X,X,X,X,O
LJOTSZI,X,O,O,O,X,X,X,O,X,X,X,X,O
LJOTZIS,X,X,O,O,X,X,X,O,X,X,X,X,O
LJOTZSI,X,X,O,O,X,X,X,O,X,X,X,X,O
LJOITSZ,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOITZS,X,X,O,O,X,X,X,O,X,X,X,X,X
LJOISTZ,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOISZT,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOIZTS,X,X,O,O,X,X,X,O,X,X,X,X,X
LJOIZST,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOSTIZ,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOSTZI,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOSITZ,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOSIZT,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOSZTI,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOSZIT,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOZTIS,X,X,O,O,X,X,X,O,X,X,X,X,O
LJOZTSI,X,X,O,O,X,X,X,O,X,X,X,X,O
LJOZITS,X,X,O,O,X,X,X,O,X,X,X,X,X
LJOZIST,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOZSTI,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOZSIT,X,O,O,O,X,X,X,O,X,X,X,X,X
LSTIJZO,O,O,O,X,O,X,X,X,X,X,X,X,X
LSTIJOZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSTIZJO,O,O,O,X,O,X,X,X,X,X,X,X,X
LSTIZOJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LSTIOJZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSTIOZJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LSTJIZO,O,O,O,X,O,X,X,X,X,X,X,X,X
LSTJIOZ,X,O,O,X,O,X,X,X,X,X,X,X,O
LSTJZIO,O,O,O,X,O,X,X,X,X,X,X,X,X
LSTJZOI,O,O,O,X,X,X,X,X,X,X,X,X,X
LSTJOIZ,X,O,O,X,X,X,X,X,X,X,X,X,O
LSTJOZI,X,O,O,X,X,X,X,X,X,X,X,X,O
LSTZIJO,O,O,O,X,O,X,X,X,X,X,X,X,X
LSTZIOJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LSTZJIO,O,O,O,X,O,X,X,X,X,X,X,X,X
LSTZJOI,O,O,O,X,X,X,X,X,X,X,X,X,X
LSTZOIJ,X,X,O,X,X,X,X,X,X,X,O,X,X
LSTZOJI,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTOIJZ,X,O,O,X,X,X,X,X,X,X,X,X,X
LSTOIZJ,X,X,O,X,X,X,X,X,X,X,O,X,X
LSTOJIZ,X,O,O,X,X,X,X,X,X,X,X,X,O
LSTOJZI,X,O,O,X,X,X,X,X,X,X,X,X,O
LSTOZIJ,X,X,O,X,X,X,X,X,X,X,O,X,X
LSTOZJI,X,X,O,X,X,X,X,X,X,X,X,X,O
LSITJZO,O,O,O,X,O,X,X,X,X,X,X,X,X
LSITJOZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSITZJO,O,O,O,X,O,X,X,X,X,X,X,X,X
LSITZOJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LSITOJZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSITOZJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LSIJTZO,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIJTOZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIJZTO,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIJZOT,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIJOTZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIJOZT,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIZTJO,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIZTOJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LSIZJTO,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIZJOT,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIZOTJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LSIZOJT,X,X,O,X,O,X,X,X,X,X,X,X,X
LSIOTJZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIOTZJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LSIOJTZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIOJZT,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIOZTJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LSIOZJT,X,X,O,X,O,X,X,X,X,X,X,X,X
LSJTIZO,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJTIOZ,X,O,O,X,O,X,X,O,X,X,X,X,X
LSJTZIO,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJTZOI,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJTOIZ,X,O,O,X,X,X,X,O,X,X,X,X,X
LSJTOZI,X,O,O,X,X,X,X,O,X,X,X,X,X
LSJITZO,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJITOZ,X,O,O,X,O,X,X,O,X,X,X,X,X
LSJIZTO,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJIZOT,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJIOTZ,X,O,O,X,O,X,X,O,X,X,X,X,X
LSJIOZT,X,O,O,X,O,X,X,O,X,X,X,X,X
LSJZTIO,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJZTOI,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJZITO,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJZIOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LSJZOTI,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJZOIT,X,O,X,X,O,X,X,X,X,X,X,X,X
LSJOTIZ,X,O,O,X,X,X,X,O,X,X,X,X,X
LSJOTZI,X,O,O,X,X,X,X,O,X,X,X,X,X
LSJOITZ,X,O,O,X,O,X,X,O,X,X,X,X,X
LSJOIZT,X,O,O,X,O,X,X,O,X,X,X,X,X
LSJOZTI,X,O,O,X,X,X,X,O,X,X,X,X,X
LSJOZIT,X,O,O,X,O,X,X,O,X,X,X,X,X
LSZTIJO,O,O,O,X,O,X,X,X,X,X,X,X,X
LSZTIOJ,X,X,O,X,O,X,X,X,X,X,O,X,X
LSZTJIO,O,O,O,X,O,X,X,X,X,X,X,X,X
