sequence,v115@9gB8HeC8GeC8GeC8CeA8Me0AJvhFxhBTjB3mB1sBWw?BSyB,v115@9gB8HeC8GeC8GeC8CeA8Me0AJvhFlhB3iB5oBetBzq?BCsB,v115@9gB8HeC8GeC8GeC8CeA8MexAJvhFXiBTjBUmB1sBWw?BSyB,v115@9gB8HeC8GeC8GeC8CeA8MelAJvhFzhB5nB8qB6tBOt?B3rB,v115@9gB8HeC8GeC8GeC8CeA8MexAJvhFTjBqqB/rBFnBGt?B0sB,v115@9gB8HeC8GeC8GeC8CeA8MelAJvhFRiBSoB8qB+rB/s?BTtB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhFxiBFnB6tBGrBzs?B0qB,v115@9gB8HeC8GeC8GeC8CeA8Me6FJvhFThBxiBXnB8sB+t?BVwB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhF5oBFnB8sB6qBTr?BmsB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhFxiBFnB8sB+tB6q?BTrB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhFxiBFnBGrBCtBTt?B0qB
ILJSZOT,X,O,X,O,O,X,X,X,X,X,X
ILJSOTZ,X,O,O,X,O,X,X,X,X,X,X
ILJSOZT,X,O,X,O,O,X,X,X,X,X,X
ILJZTSO,O,O,O,O,X,X,X,X,X,X,X
ILJZTOS,O,O,O,X,X,X,X,X,X,X,X
ILJZSTO,O,O,O,O,O,X,X,X,X,X,X
ILJZSOT,O,O,X,O,O,X,X,X,X,X,X
ILJZOTS,O,O,O,X,X,X,X,X,X,X,X
ILJZOST,O,O,X,X,O,X,X,X,X,X,X
ILJOTSZ,O,O,O,X,O,X,X,X,X,X,X
ILJOTZS,O,O,O,X,X,X,X,X,X,X,X
ILJOSTZ,X,O,O,X,O,X,X,X,X,X,X
ILJOSZT,X,O,X,X,O,X,X,X,X,X,X
ILJOZTS,O,O,O,X,X,X,X,X,X,X,X
ILJOZST,O,O,X,X,O,X,X,X,X,X,X
ILSTJZO,X,X,X,X,O,X,X,X,X,X,X
ILSTJOZ,X,X,O,X,O,X,X,X,X,X,X
ILSTZJO,X,X,X,O,O,X,X,X,X,X,X
ILSTZOJ,X,X,O,O,X,X,X,X,X,X,X
ILSTOJZ,X,X,O,X,O,X,X,X,X,X,X
ILSTOZJ,X,X,O,O,X,X,X,X,X,X,X
ILSJTZO,X,X,O,X,O,X,X,X,X,X,X
ILSJTOZ,X,X,O,X,O,X,X,X,X,X,X
ILSJZTO,X,X,O,O,O,X,X,X,X,X,X
ILSJZOT,X,X,X,O,O,X,X,X,X,X,X
ILSJOTZ,X,X,O,X,O,X,X,X,X,X,X
ILSJOZT,X,X,X,O,O,X,X,X,X,X,X
ILSZTJO,X,X,X,O,O,X,X,X,X,X,X
ILSZTOJ,X,X,X,O,X,X,X,X,X,X,X
ILSZJTO,X,X,X,O,O,X,X,X,X,X,X
ILSZJOT,X,X,X,O,O,X,X,X,X,X,X
ILSZOTJ,X,X,X,O,X,X,X,X,X,X,X
ILSZOJT,X,X,X,O,X,X,X,X,X,X,X
ILSOTJZ,X,X,O,X,O,X,X,X,X,X,X
ILSOTZJ,X,X,O,O,X,X,X,X,X,X,X
ILSOJTZ,X,X,O,X,O,X,X,X,X,X,X
ILSOJZT,X,X,X,O,O,X,X,X,X,X,X
ILSOZTJ,X,X,X,O,X,X,X,X,X,X,X
ILSOZJT,X,X,X,O,X,X,X,X,X,X,X
ILZTJSO,O,O,X,O,X,X,X,X,X,X,X
ILZTJOS,O,O,X,X,X,X,X,X,X,X,X
ILZTSJO,O,X,X,O,X,X,X,X,X,X,X
ILZTSOJ,O,X,O,O,X,X,X,X,X,X,X
ILZTOJS,O,X,X,X,X,X,X,X,X,X,X
ILZTOSJ,O,X,O,O,X,X,X,X,O,X,X
ILZJTSO,O,O,O,O,X,X,X,X,X,X,X
ILZJTOS,O,O,O,X,X,X,X,X,X,X,X
ILZJSTO,O,O,O,O,O,X,X,X,X,X,X
ILZJSOT,O,O,X,O,O,X,X,X,X,X,X
ILZJOTS,O,O,O,X,X,X,X,X,X,X,X
ILZJOST,O,O,X,X,O,X,X,X,X,X,X
ILZSTJO,X,X,X,O,O,X,X,X,X,X,X
ILZSTOJ,O,X,X,O,X,X,X,X,X,X,X
ILZSJTO,O,X,X,O,O,X,X,X,X,X,X
ILZSJOT,O,X,X,O,O,X,X,X,X,X,X
ILZSOTJ,O,X,X,O,X,X,X,X,X,X,X
ILZSOJT,O,X,X,O,X,X,X,X,X,X,X
ILZOTJS,O,X,X,X,X,X,X,X,X,X,X
ILZOTSJ,O,X,O,O,X,X,X,X,O,X,X
ILZOJTS,O,X,O,X,X,X,X,X,X,X,X
ILZOJST,O,X,X,X,X,X,X,X,X,X,X
ILZOSTJ,O,X,X,O,X,X,X,X,O,X,X
ILZOSJT,O,X,X,O,X,X,X,X,X,X,X
ILOTJSZ,O,O,O,X,X,X,X,X,X,X,X
ILOTJZS,O,O,O,X,X,X,X,X,X,X,X
ILOTSJZ,O,X,O,X,X,X,X,X,X,X,X
ILOTSZJ,O,X,O,X,X,X,X,X,X,X,X
ILOTZJS,O,O,X,X,X,X,X,X,X,X,X
ILOTZSJ,O,X,O,O,X,X,X,X,X,X,X
ILOJTSZ,O,O,O,X,O,X,X,X,X,X,X
ILOJTZS,O,O,O,X,X,X,X,X,X,X,X
ILOJSTZ,X,O,O,X,O,X,X,X,X,X,X
ILOJSZT,X,O,X,X,O,X,X,X,X,X,X
ILOJZTS,O,O,O,X,X,X,X,X,X,X,X
ILOJZST,O,O,X,X,O,X,X,X,X,X,X
ILOSTJZ,X,X,O,X,O,X,X,X,X,X,X
ILOSTZJ,X,X,O,O,X,X,X,X,X,X,X
ILOSJTZ,X,X,O,X,O,X,X,X,X,X,X
ILOSJZT,X,X,X,O,O,X,X,X,X,X,X
ILOSZTJ,X,X,X,O,X,X,X,X,O,X,X
ILOSZJT,X,X,X,O,X,X,X,X,X,X,X
ILOZTJS,O,O,X,X,X,X,X,X,X,X,X
ILOZTSJ,O,X,O,O,X,X,X,X,O,X,X
ILOZJTS,O,O,O,X,X,X,X,X,X,X,X
ILOZJST,O,O,X,X,X,X,X,X,X,X,X
ILOZSTJ,O,X,X,O,X,X,X,X,O,X,X
ILOZSJT,O,X,X,O,X,X,X,X,X,X,X
IJTLSZO,O,O,O,X,O,X,X,O,X,X,X
IJTLSOZ,O,O,O,X,O,X,O,O,X,X,O
IJTLZSO,O,O,O,O,X,X,X,O,X,X,X
IJTLZOS,O,O,O,X,X,X,X,O,X,X,X
IJTLOSZ,O,O,O,X,O,X,X,O,X,X,O
IJTLOZS,O,O,O,X,X,X,X,O,X,X,O
IJTSLZO,O,O,O,X,X,X,X,O,X,X,X
IJTSLOZ,O,O,O,X,X,X,O,O,X,X,O
IJTSZLO,O,O,O,X,X,X,X,O,X,X,X
IJTSZOL,O,O,O,X,X,X,X,O,X,X,X
IJTSOLZ,O,O,O,X,X,X,O,O,X,X,X
IJTSOZL,O,O,O,X,X,X,X,X,X,X,X
IJTZLSO,O,O,O,O,X,X,X,O,X,O,X
IJTZLOS,O,O,O,X,X,X,X,O,X,O,X
IJTZSLO,O,O,O,O,X,X,X,O,X,O,X
IJTZSOL,O,O,O,O,X,X,X,O,X,O,X
IJTZOLS,O,X,O,X,X,X,X,O,X,O,X
IJTZOSL,O,O,O,X,X,X,X,O,X,O,X
IJTOLSZ,O,O,O,X,O,X,O,O,X,X,X
IJTOLZS,O,O,O,X,X,X,O,O,X,X,X
IJTOSLZ,O,O,O,X,X,X,O,O,X,X,X
IJTOSZL,O,O,O,X,X,X,X,X,X,X,X
IJTOZLS,O,O,O,X,X,X,X,O,X,X,X
IJTOZSL,O,O,O,X,X,X,X,O,X,X,X
IJLTSZO,O,O,O,X,O,X,X,O,X,X,X
IJLTSOZ,O,O,O,X,O,X,O,O,X,X,O
IJLTZSO,O,O,O,O,X,X,X,O,X,X,X
IJLTZOS,O,O,O,X,X,X,X,O,X,X,X
IJLTOSZ,O,O,O,X,O,X,X,O,X,X,O
IJLTOZS,O,O,O,X,X,X,X,O,X,X,O
IJLSTZO,X,O,O,X,O,X,X,X,X,X,X
IJLSTOZ,X,O,O,X,O,X,O,X,X,X,O
IJLSZTO,X,O,O,O,O,X,X,X,X,X,X
IJLSZOT,X,O,X,O,O,X,X,X,X,X,X
IJLSOTZ,X,O,O,X,O,X,X,X,X,X,X
IJLSOZT,X,O,X,O,O,X,X,X,X,X,X
IJLZTSO,O,O,O,O,X,X,X,O,X,O,X
IJLZTOS,O,O,O,X,X,X,X,O,X,O,X
IJLZSTO,O,O,O,O,O,X,X,O,X,X,X
IJLZSOT,O,O,X,O,O,X,X,X,X,X,X
IJLZOTS,O,O,O,X,X,X,X,X,X,X,X
IJLZOST,O,O,X,X,O,X,X,X,X,X,X
IJLOTSZ,O,O,O,X,O,X,X,X,X,X,X
IJLOTZS,O,O,O,X,X,X,X,X,X,X,X
IJLOSTZ,X,O,O,X,O,X,X,X,X,X,X
IJLOSZT,X,O,X,X,O,X,X,X,X,X,X
IJLOZTS,O,O,O,X,X,X,X,X,X,X,X
IJLOZST,O,O,X,X,O,X,X,X,X,X,X
IJSTLZO,O,O,O,X,X,O,X,O,X,X,X
IJSTLOZ,O,O,O,X,X,X,O,O,X,X,O
IJSTZLO,O,O,O,X,X,O,X,O,X,X,X
IJSTZOL,O,O,O,X,X,O,X,O,X,X,X
IJSTOLZ,O,O,O,X,X,X,O,O,X,X,X
IJSTOZL,O,O,O,X,X,X,X,X,X,X,X
IJSLTZO,O,O,O,X,O,O,X,X,X,X,X
IJSLTOZ,O,O,O,X,O,X,O,X,X,X,O
IJSLZTO,O,O,O,O,O,O,X,X,X,X,X
IJSLZOT,X,O,X,O,O,O,X,X,X,X,X
IJSLOTZ,X,O,O,X,O,X,X,X,X,X,X
IJSLOZT,X,O,X,O,O,O,X,X,X,X,X
IJSZTLO,O,O,O,O,X,O,X,O,X,O,X
IJSZTOL,O,O,O,O,X,O,X,O,X,O,X
IJSZLTO,O,O,O,O,X,O,X,O,X,X,X
IJSZLOT,X,O,X,O,X,O,X,X,X,X,X
IJSZOTL,O,O,O,O,X,O,X,O,X,X,X
IJSZOLT,X,O,X,O,X,O,X,X,X,X,X
IJSOTLZ,O,O,X,X,X,O,O,X,X,X,X
IJSOTZL,O,O,X,X,X,O,X,X,X,X,X
IJSOLTZ,X,O,X,X,O,O,O,X,X,X,X
IJSOLZT,X,O,X,O,O,O,X,X,X,X,X
IJSOZTL,O,O,X,O,X,O,X,X,X,X,X
IJSOZLT,X,O,X,O,X,O,X,X,X,X,X
IJZTLSO,O,O,O,O,X,X,X,O,X,O,X
IJZTLOS,O,O,O,X,X,X,X,O,X,O,X
IJZTSLO,O,O,O,O,X,O,X,O,X,O,X
IJZTSOL,O,O,O,O,X,O,X,O,X,O,X
IJZTOLS,O,X,O,X,X,X,X,O,X,O,X
IJZTOSL,O,O,O,X,X,O,X,O,O,O,X
IJZLTSO,O,O,O,O,X,X,X,O,X,O,X
IJZLTOS,O,O,O,X,X,X,X,O,X,O,X
IJZLSTO,O,O,O,O,O,X,X,O,X,X,X
IJZLSOT,O,O,X,O,O,X,X,X,X,X,X
IJZLOTS,O,O,O,X,X,X,X,X,X,X,X
IJZLOST,O,O,X,X,O,X,X,X,X,X,X
IJZSTLO,O,O,O,O,X,O,X,O,X,O,X
IJZSTOL,O,O,O,O,X,O,X,O,X,O,X
IJZSLTO,O,O,O,O,X,O,X,O,X,X,X
IJZSLOT,O,O,X,O,X,O,X,X,X,X,X
IJZSOTL,O,O,O,O,X,O,X,O,X,X,X
IJZSOLT,X,O,X,O,X,O,X,X,X,X,X
IJZOTLS,O,O,O,X,X,X,X,O,X,O,X
IJZOTSL,O,O,O,X,X,O,X,O,O,O,X
IJZOLTS,O,O,O,X,X,X,X,X,X,X,X
IJZOLST,O,O,X,X,O,X,X,X,X,X,X
IJZOSTL,O,O,O,X,X,O,X,O,O,O,X
IJZOSLT,X,O,X,X,X,O,X,X,X,X,X
IJOTLSZ,X,O,O,X,O,X,O,O,X,X,X
IJOTLZS,X,O,O,X,X,X,O,O,X,X,X
IJOTSLZ,X,O,O,X,X,X,O,O,X,X,X
IJOTSZL,X,O,O,X,X,X,X,X,X,X,X
IJOTZLS,X,O,X,X,X,X,X,O,X,X,X
IJOTZSL,X,O,O,X,X,X,X,O,X,X,X
IJOLTSZ,X,O,O,X,O,X,O,X,X,X,X
IJOLTZS,X,O,O,X,X,X,O,X,X,X,X
IJOLSTZ,X,O,O,X,O,X,O,X,X,X,X
IJOLSZT,X,O,X,X,O,X,X,X,X,X,X
IJOLZTS,X,O,O,X,X,X,X,X,X,X,X
IJOLZST,X,O,X,X,O,X,X,X,X,X,X
IJOSTLZ,X,O,X,X,X,O,O,X,X,X,X
IJOSTZL,X,O,X,X,X,O,X,X,X,X,X
IJOSLTZ,X,O,X,X,O,O,O,X,X,X,X
IJOSLZT,X,O,X,X,O,O,X,X,X,X,X
IJOSZTL,X,O,X,X,X,O,X,X,O,O,X
IJOSZLT,X,O,X,X,X,O,X,X,X,X,X
IJOZTLS,X,O,O,X,X,X,X,O,X,O,X
IJOZTSL,X,O,O,X,X,O,X,O,O,O,X
IJOZLTS,X,O,O,X,X,X,X,X,X,X,X
IJOZLST,X,O,X,X,O,X,X,X,X,X,X
IJOZSTL,X,O,O,X,X,O,X,O,O,O,X
IJOZSLT,X,O,X,X,X,O,X,X,X,X,X
ISTLJZO,X,X,X,X,X,O,X,X,X,X,X
ISTLJOZ,X,X,O,X,X,X,X,X,X,X,X
ISTLZJO,X,X,X,O,X,X,X,X,X,X,X
ISTLZOJ,X,X,O,O,X,X,X,X,X,X,X
ISTLOJZ,X,X,O,X,X,X,X,X,X,X,X
ISTLOZJ,X,X,O,O,X,X,X,X,X,X,X
ISTJLZO,X,X,X,X,X,O,X,X,X,X,X
ISTJLOZ,X,X,O,X,X,X,X,X,X,X,X
ISTJZLO,X,X,X,X,X,O,X,X,X,X,X
ISTJZOL,X,X,X,X,X,O,X,X,X,X,X
ISTJOLZ,X,X,O,X,X,X,X,X,X,X,X
ISTJOZL,X,X,O,X,X,X,X,X,X,X,X
ISTZLJO,X,X,X,O,X,X,X,X,X,X,X
ISTZLOJ,X,X,O,O,X,X,X,X,X,X,X
ISTZJLO,X,X,X,O,X,X,X,X,X,X,X
ISTZJOL,X,X,X,O,X,X,X,X,X,X,X
ISTZOLJ,X,X,X,O,X,X,X,X,X,X,X
ISTZOJL,X,X,O,O,X,X,X,X,X,X,X
ISTOLJZ,X,X,O,X,X,X,X,X,X,X,X
ISTOLZJ,X,X,O,O,X,X,X,X,X,X,X
ISTOJLZ,X,X,O,X,X,X,X,X,X,X,X
ISTOJZL,X,X,O,X,X,X,X,X,X,X,X
ISTOZLJ,X,X,X,O,X,X,X,X,X,X,X
ISTOZJL,X,X,O,O,X,X,X,X,X,X,X
ISLTJZO,X,X,X,X,O,O,X,X,X,X,X
ISLTJOZ,X,X,O,X,O,X,X,X,X,X,X
ISLTZJO,X,X,X,O,O,X,X,X,X,X,X
ISLTZOJ,X,X,O,O,X,X,X,X,X,X,X
ISLTOJZ,X,X,O,X,O,X,X,X,X,X,X
ISLTOZJ,X,X,O,O,X,X,X,X,X,X,X
ISLJTZO,X,X,O,X,O,O,X,X,X,X,X
ISLJTOZ,X,X,O,X,O,X,X,X,X,X,X
ISLJZTO,X,X,O,O,O,O,X,X,X,X,X
ISLJZOT,X,X,X,O,O,O,X,X,X,X,X
ISLJOTZ,X,X,O,X,O,X,X,X,X,X,X
ISLJOZT,X,X,X,O,O,O,X,X,X,X,X
ISLZTJO,X,X,X,O,O,X,X,X,X,X,X
ISLZTOJ,X,X,X,O,X,X,X,X,X,X,X
ISLZJTO,X,X,X,O,O,O,X,X,X,X,X
ISLZJOT,X,X,X,O,O,O,X,X,X,X,X
ISLZOTJ,X,X,X,O,X,X,X,X,X,X,X
ISLZOJT,X,X,X,O,X,X,X,X,X,X,X
ISLOTJZ,X,X,O,X,O,X,X,X,X,X,X
ISLOTZJ,X,X,O,O,X,X,X,X,X,X,X
ISLOJTZ,X,X,O,X,O,X,X,X,X,X,X
ISLOJZT,X,X,X,O,O,O,X,X,X,X,X
ISLOZTJ,X,X,X,O,X,X,X,X,X,X,X
ISLOZJT,X,X,X,O,X,X,X,X,X,X,X
ISJTLZO,X,O,O,X,X,O,X,X,X,X,X
ISJTLOZ,X,O,O,X,X,X,X,X,X,X,X
ISJTZLO,X,O,O,X,X,O,X,X,X,X,X
ISJTZOL,X,O,O,X,X,O,X,X,X,X,X
ISJTOLZ,X,O,O,X,X,X,X,X,X,X,X
ISJTOZL,X,O,O,X,X,X,X,X,X,X,X
ISJLTZO,X,O,O,X,O,O,X,X,X,X,X
ISJLTOZ,X,O,O,X,O,X,X,X,X,X,X
ISJLZTO,X,O,O,O,O,O,X,X,X,X,X
ISJLZOT,X,O,X,O,O,O,X,X,X,X,X
ISJLOTZ,X,O,O,X,O,X,X,X,X,X,X
ISJLOZT,X,O,X,O,O,O,X,X,X,X,X
ISJZTLO,X,O,O,O,X,O,X,X,X,X,X
ISJZTOL,X,O,O,O,X,O,X,X,X,X,X
ISJZLTO,X,O,O,O,X,O,X,X,X,X,X
ISJZLOT,X,O,X,O,X,O,X,X,X,X,X
ISJZOTL,X,O,O,O,X,O,X,X,X,X,X
ISJZOLT,X,O,X,O,X,O,X,X,X,X,X
ISJOTLZ,X,O,X,X,X,O,X,X,X,X,X
ISJOTZL,X,O,X,X,X,O,X,X,X,X,X
ISJOLTZ,X,O,X,X,O,O,X,X,X,X,X
ISJOLZT,X,O,X,O,O,O,X,X,X,X,X
ISJOZTL,X,O,X,O,X,O,X,X,X,X,X
ISJOZLT,X,O,X,O,X,O,X,X,X,X,X
ISZTLJO,X,X,X,O,X,X,X,X,X,X,X
ISZTLOJ,X,X,X,O,X,X,X,X,X,X,X
ISZTJLO,X,O,X,O,X,X,X,X,X,X,X
ISZTJOL,X,O,X,O,X,X,X,X,X,X,X
ISZTOLJ,X,X,X,O,X,X,X,X,O,X,X
ISZTOJL,X,X,X,O,X,X,X,X,O,X,X
ISZLTJO,X,X,X,O,X,X,X,X,X,X,X
ISZLTOJ,X,X,X,O,X,X,X,X,X,X,X
ISZLJTO,X,X,X,O,X,O,X,X,X,X,X
ISZLJOT,X,X,X,O,X,O,X,X,X,X,X
ISZLOTJ,X,X,X,O,X,X,X,X,X,X,X
ISZLOJT,X,X,X,O,X,X,X,X,X,X,X
ISZJTLO,X,O,X,O,X,O,X,X,X,X,X
ISZJTOL,X,O,X,O,X,O,X,X,X,X,X
ISZJLTO,X,O,X,O,X,O,X,X,X,X,X
ISZJLOT,X,O,X,O,X,O,X,X,X,X,X
ISZJOTL,X,O,X,O,X,O,X,X,X,X,X
ISZJOLT,X,O,X,O,X,O,X,X,X,X,X
ISZOTLJ,X,X,X,O,X,X,X,X,O,X,X
ISZOTJL,X,X,X,O,X,X,X,X,O,X,X
ISZOLTJ,X,X,X,O,X,X,X,X,O,X,X
ISZOLJT,X,X,X,O,X,X,X,X,X,X,X
ISZOJTL,X,X,X,O,X,X,X,X,O,X,X
ISZOJLT,X,X,X,O,X,X,X,X,X,X,X
ISOTLJZ,X,X,X,X,X,O,X,X,X,X,X
ISOTLZJ,X,X,X,O,X,X,X,X,X,X,X
ISOTJLZ,X,X,X,X,X,O,X,X,X,X,X
ISOTJZL,X,X,X,X,X,O,X,X,X,X,X
ISOTZLJ,X,X,X,O,X,X,X,X,O,X,X
ISOTZJL,X,X,X,O,X,X,X,X,O,X,X
ISOLTJZ,X,X,X,X,X,O,X,X,X,X,X
ISOLTZJ,X,X,X,O,X,X,X,X,X,X,X
ISOLJTZ,X,X,X,X,X,O,X,X,X,X,X
ISOLJZT,X,X,X,O,X,O,X,X,X,X,X
ISOLZTJ,X,X,X,O,X,X,X,X,O,X,X
ISOLZJT,X,X,X,O,X,O,X,X,X,X,X
ISOJTLZ,X,O,X,X,X,O,X,X,X,X,X
ISOJTZL,X,O,X,X,X,O,X,X,X,X,X
ISOJLTZ,X,O,X,X,X,O,X,X,X,X,X
ISOJLZT,X,O,X,O,X,O,X,X,X,X,X
ISOJZTL,X,O,X,O,X,O,X,X,O,X,X
ISOJZLT,X,O,X,O,X,O,X,X,X,X,X
ISOZTLJ,X,X,X,O,X,X,X,X,O,X,X
ISOZTJL,X,O,X,O,X,X,X,X,O,X,X
ISOZLTJ,X,X,X,O,X,X,X,X,O,X,X
ISOZLJT,X,X,X,O,X,O,X,X,X,X,X
ISOZJTL,X,O,X,O,X,O,X,X,O,X,X
ISOZJLT,X,O,X,O,X,O,X,X,X,X,X
IZTLJSO,O,O,X,O,X,X,X,X,X,X,X
IZTLJOS,O,O,X,X,X,X,X,X,X,X,X
IZTLSJO,O,X,X,O,X,X,X,X,X,X,X
IZTLSOJ,O,X,O,O,X,X,X,X,X,X,X
IZTLOJS,O,X,X,X,X,X,X,X,X,X,X
IZTLOSJ,O,X,O,O,X,X,X,X,O,X,X
IZTJLSO,O,O,X,O,X,X,X,X,X,X,X
IZTJLOS,O,O,X,X,X,X,X,X,X,X,X
IZTJSLO,O,O,X,O,X,O,X,X,X,X,X
IZTJSOL,O,O,X,O,X,O,X,X,X,X,X
IZTJOLS,O,X,X,X,X,X,X,X,X,X,X
IZTJOSL,O,O,X,X,X,O,X,X,O,X,X
IZTSLJO,O,X,X,O,X,X,X,X,X,X,X
IZTSLOJ,O,X,O,O,X,X,X,X,X,X,X
IZTSJLO,O,O,X,O,X,X,X,X,X,X,X
IZTSJOL,O,O,X,O,X,X,X,X,X,X,X
IZTSOLJ,O,X,X,O,X,X,X,X,O,X,X
IZTSOJL,O,X,O,O,X,X,X,X,O,X,X
IZTOLJS,O,X,X,X,X,X,X,X,X,X,X
IZTOLSJ,O,X,X,O,X,X,X,X,O,X,X
IZTOJLS,O,X,X,X,X,X,X,X,X,X,X
IZTOJSL,O,O,X,X,X,O,X,X,O,X,X
IZTOSLJ,O,X,X,O,X,X,X,X,O,X,X
IZTOSJL,O,X,O,O,X,X,X,X,O,X,X
IZLTJSO,O,O,X,O,X,X,X,X,X,X,X
IZLTJOS,O,O,X,X,X,X,X,X,X,X,X
IZLTSJO,O,X,X,O,X,X,X,X,X,X,X
IZLTSOJ,O,X,O,O,X,X,X,X,X,X,X
IZLTOJS,O,X,X,X,X,X,X,X,X,X,X
IZLTOSJ,O,X,O,O,X,X,X,X,O,X,X
IZLJTSO,O,O,O,O,X,X,X,X,X,X,X
IZLJTOS,O,O,O,X,X,X,X,X,X,X,X
IZLJSTO,O,O,O,O,O,X,X,X,X,X,X
IZLJSOT,O,O,X,O,O,X,X,X,X,X,X
IZLJOTS,O,O,O,X,X,X,X,X,X,X,X
IZLJOST,O,O,X,X,O,X,X,X,X,X,X
IZLSTJO,X,X,X,O,O,X,X,X,X,X,X
IZLSTOJ,O,X,X,O,X,X,X,X,X,X,X
IZLSJTO,O,X,X,O,O,X,X,X,X,X,X
IZLSJOT,O,X,X,O,O,X,X,X,X,X,X
IZLSOTJ,O,X,X,O,X,X,X,X,X,X,X
IZLSOJT,O,X,X,O,X,X,X,X,X,X,X
IZLOTJS,O,X,X,X,X,X,X,X,X,X,X
IZLOTSJ,O,X,O,O,X,X,X,X,O,X,X
IZLOJTS,O,X,O,X,X,X,X,X,X,X,X
IZLOJST,O,X,X,X,X,X,X,X,X,X,X
IZLOSTJ,O,X,X,O,X,X,X,X,O,X,X
IZLOSJT,O,X,X,O,X,X,X,X,X,X,X
IZJTLSO,O,O,O,O,X,X,X,X,X,X,X
IZJTLOS,O,O,O,X,X,X,X,X,X,X,X
IZJTSLO,O,O,O,O,X,O,X,X,X,X,X
IZJTSOL,O,O,O,O,X,O,X,X,X,X,X
IZJTOLS,O,X,O,X,X,X,X,X,X,X,X
IZJTOSL,O,O,O,X,X,O,X,X,O,X,X
IZJLTSO,O,O,O,O,X,X,X,X,X,X,X
IZJLTOS,O,O,O,X,X,X,X,X,X,X,X
IZJLSTO,O,O,O,O,O,X,X,X,X,X,X
IZJLSOT,O,O,X,O,O,X,X,X,X,X,X
IZJLOTS,O,O,O,X,X,X,X,X,X,X,X
IZJLOST,O,O,X,X,O,X,X,X,X,X,X
IZJSTLO,O,O,O,O,X,O,X,X,X,X,X
IZJSTOL,O,O,O,O,X,O,X,X,X,X,X
IZJSLTO,O,O,O,O,X,O,X,X,X,X,X
IZJSLOT,O,O,X,O,X,O,X,X,X,X,X
IZJSOTL,O,O,O,O,X,O,X,X,X,X,X
IZJSOLT,X,O,X,O,X,O,X,X,X,X,X
IZJOTLS,O,O,O,X,X,X,X,X,X,X,X
IZJOTSL,O,O,O,X,X,O,X,X,O,X,X
IZJOLTS,O,O,O,X,X,X,X,X,X,X,X
IZJOLST,O,O,X,X,O,X,X,X,X,X,X
IZJOSTL,O,O,O,X,X,O,X,X,O,X,X
IZJOSLT,X,O,X,X,X,O,X,X,X,X,X
IZSTLJO,X,X,X,O,X,X,X,X,X,X,X
IZSTLOJ,O,X,X,O,X,X,X,X,X,X,X
IZSTJLO,X,O,X,O,X,X,X,X,X,X,X
IZSTJOL,X,O,X,O,X,X,X,X,X,X,X
IZSTOLJ,O,X,X,O,X,X,X,X,O,X,X
IZSTOJL,O,X,X,O,X,X,X,X,O,X,X
IZSLTJO,X,X,X,O,X,X,X,X,X,X,X
IZSLTOJ,O,X,X,O,X,X,X,X,X,X,X
IZSLJTO,O,X,X,O,X,X,X,X,X,X,X
IZSLJOT,O,X,X,O,X,X,X,X,X,X,X
IZSLOTJ,O,X,X,O,X,X,X,X,X,X,X
IZSLOJT,O,X,X,O,X,X,X,X,X,X,X
IZSJTLO,O,O,X,O,X,X,X,X,X,X,X
IZSJTOL,O,O,X,O,X,X,X,X,X,X,X
IZSJLTO,O,O,X,O,X,X,X,X,X,X,X
IZSJLOT,O,O,X,O,X,X,X,X,X,X,X
IZSJOTL,O,O,X,O,X,X,X,X,X,X,X
IZSJOLT,X,O,X,O,X,X,X,X,X,X,X
IZSOTLJ,X,X,X,O,X,X,X,X,O,X,X
IZSOTJL,X,X,X,O,X,X,X,X,O,X,X
IZSOLTJ,X,X,X,O,X,X,X,X,O,X,X
IZSOLJT,X,X,X,O,X,X,X,X,X,X,X
IZSOJTL,X,X,X,O,X,X,X,X,O,X,X
IZSOJLT,X,X,X,O,X,X,X,X,X,X,X
IZOTLJS,O,O,X,X,X,X,X,X,X,X,X
IZOTLSJ,O,X,X,O,X,X,X,X,O,X,X
IZOTJLS,O,O,X,X,X,X,X,X,X,X,X
IZOTJSL,O,O,X,X,X,O,X,X,O,X,X
IZOTSLJ,O,X,X,O,X,X,X,X,O,X,X
IZOTSJL,O,O,X,O,X,X,X,X,O,X,X
IZOLTJS,O,O,X,X,X,X,X,X,X,X,X
IZOLTSJ,O,X,X,O,X,X,X,X,O,X,X
IZOLJTS,O,O,X,X,X,X,X,X,X,X,X
IZOLJST,O,O,X,X,X,X,X,X,X,X,X
IZOLSTJ,O,X,X,O,X,X,X,X,O,X,X
IZOLSJT,O,X,X,O,X,X,X,X,X,X,X
IZOJTLS,O,O,X,X,X,X,X,X,X,X,X
IZOJTSL,O,O,X,X,X,O,X,X,O,X,X
IZOJLTS,O,O,X,X,X,X,X,X,X,X,X
IZOJLST,O,O,X,X,X,X,X,X,X,X,X
IZOJSTL,O,O,X,X,X,O,X,X,O,X,X
IZOJSLT,X,O,X,X,X,O,X,X,X,X,X
IZOSTLJ,X,X,X,O,X,X,X,X,O,X,X
IZOSTJL,X,O,X,O,X,X,X,X,O,X,X
IZOSLTJ,X,X,X,O,X,X,X,X,O,X,X
