sequence,v115@OhC8GeC8CeA8AeE8Jei/IvhFzgBfnBxiBcpBeqBFrB,v115@OhC8GeC8CeA8AeE8JeOEJvhF8kBzgBfnBxnByuBFrB,v115@OhC8GeC8CeA8AeE8JeT/IvhF0hBxiBllBXlB2uBirB,v115@OhC8GeC8CeA8AeE8Jei/IvhFFhBxiBcpBzmBmqBXqB,v115@OhC8GeC8CeA8AeE8Jem/IvhFzgBfnBxiBipBFrB0pB,v115@OhC8GeC8CeA8AeE8JeyEJvhFzgBfnB0kBxnB2uBFrB,v115@OhC8GeC8CeA8AeE8JeOEJvhF8kBFhBxiBfrBzmByuB,v115@OhC8GeC8CeA8AeE8JezAJvhFfnBxiBmkB0pBFrBipB,v115@OhC8GeC8CeA8AeE8Je/EJvhFUgBxiByqBzmB2uBFrB,v115@OhC8GeC8CeA8AeE8JeFBJvhFxiBmkBfrBzmB0pBipB,v115@OhC8GeC8CeA8AeE8JefHJvhFxiBikBUmBFqBTpBmqB
SIOTLJZ,O,O,X,X,O,O,O,X,X,X,X
SIOTLZJ,X,O,X,X,O,X,O,O,X,O,X
SIOTJLZ,O,O,X,X,O,O,O,X,X,X,X
SIOTJZL,O,X,X,O,X,O,X,O,X,O,X
SIOTZLJ,X,O,X,O,O,X,O,O,X,O,X
SIOTZJL,O,X,X,X,X,O,X,O,X,O,X
SIOLTJZ,X,O,X,X,O,X,O,X,X,X,X
SIOLTZJ,X,O,X,X,O,X,O,X,X,O,X
SIOLJTZ,X,X,X,X,O,X,O,X,O,X,X
SIOLJZT,X,X,X,X,X,X,O,X,O,X,X
SIOLZTJ,X,O,X,X,X,X,O,X,X,O,X
SIOLZJT,X,O,X,X,X,X,O,X,X,O,X
SIOJTLZ,O,X,X,X,X,O,O,X,O,X,X
SIOJTZL,O,X,X,O,X,O,X,X,O,O,X
SIOJLTZ,X,X,X,X,X,O,O,X,O,X,X
SIOJLZT,X,X,X,X,X,X,O,X,O,X,X
SIOJZTL,O,X,X,O,X,X,X,X,O,O,X
SIOJZLT,O,X,X,O,X,X,X,X,O,O,X
SIOZTLJ,X,X,X,O,X,X,O,O,X,O,O
SIOZTJL,O,X,X,X,X,X,X,O,X,O,X
SIOZLTJ,X,X,X,O,X,X,O,X,X,O,X
SIOZLJT,O,X,X,O,X,X,O,X,X,O,X
SIOZJTL,O,X,X,O,X,X,X,O,X,O,X
SIOZJLT,O,X,X,O,X,X,X,X,X,O,X
SLTIJZO,O,O,O,X,O,O,O,X,X,X,X
SLTIJOZ,O,O,O,X,O,O,X,X,X,X,X
SLTIZJO,O,O,O,X,O,X,O,O,X,X,X
SLTIZOJ,X,O,X,X,O,X,O,O,X,X,X
SLTIOJZ,O,O,X,X,O,O,X,X,X,X,X
SLTIOZJ,X,O,X,X,O,X,O,O,X,X,X
SLTJIZO,O,O,O,X,O,O,O,X,X,X,X
SLTJIOZ,O,O,O,X,O,O,X,X,X,X,X
SLTJZIO,O,O,O,X,O,O,O,X,X,X,X
SLTJZOI,O,O,O,X,O,O,O,X,X,X,X
SLTJOIZ,O,O,O,X,O,O,X,X,X,X,X
SLTJOZI,O,O,O,X,O,O,X,X,X,X,X
SLTZIJO,O,O,O,X,O,X,O,O,X,X,X
SLTZIOJ,X,O,X,X,O,X,O,O,X,X,X
SLTZJIO,O,O,O,X,O,X,O,O,X,X,X
SLTZJOI,O,O,O,X,O,X,O,O,X,X,X
SLTZOIJ,X,O,X,X,O,X,O,O,X,X,X
SLTZOJI,X,O,X,X,O,X,O,O,X,X,X
SLTOIJZ,O,O,X,X,O,O,O,X,X,X,X
SLTOIZJ,X,O,X,X,O,X,O,O,X,X,X
SLTOJIZ,O,O,X,X,O,O,O,X,X,X,X
SLTOJZI,O,O,X,X,O,O,O,X,X,X,X
SLTOZIJ,X,O,X,X,O,X,O,O,X,X,X
SLTOZJI,X,O,X,X,O,X,O,O,X,X,X
SLITJZO,O,O,O,X,O,O,O,X,X,X,X
SLITJOZ,O,O,O,X,O,O,X,X,X,X,X
SLITZJO,O,O,O,X,O,X,O,O,X,X,X
SLITZOJ,X,O,X,X,O,X,O,O,X,X,X
SLITOJZ,O,O,X,X,O,O,X,X,X,X,X
SLITOZJ,X,O,X,X,O,X,O,O,X,X,X
SLIJTZO,O,O,O,X,O,O,O,X,X,X,X
SLIJTOZ,O,O,O,X,O,O,X,X,X,X,X
SLIJZTO,O,O,O,X,O,O,O,X,X,X,X
SLIJZOT,O,O,O,X,X,X,O,X,X,X,X
SLIJOTZ,X,X,O,X,O,O,X,X,X,X,X
SLIJOZT,X,X,O,X,X,X,X,X,X,X,X
SLIZTJO,O,O,O,X,O,X,O,O,X,X,O
SLIZTOJ,X,O,X,X,O,X,O,O,X,X,O
SLIZJTO,O,O,O,X,O,X,O,O,X,X,X
SLIZJOT,O,O,O,X,X,X,O,X,X,X,X
SLIZOTJ,X,O,X,X,X,X,O,X,X,X,X
SLIZOJT,O,O,X,X,X,X,O,X,X,X,X
SLIOTJZ,X,O,X,X,O,X,O,X,X,X,X
SLIOTZJ,X,O,X,X,O,X,O,X,X,X,X
SLIOJTZ,X,X,X,X,O,X,O,X,X,X,X
SLIOJZT,X,X,X,X,X,X,O,X,X,X,X
SLIOZTJ,X,O,X,X,X,X,O,X,X,X,X
SLIOZJT,X,O,X,X,X,X,O,X,X,X,X
SLJTIZO,O,O,O,X,O,O,O,X,X,X,X
SLJTIOZ,O,O,O,X,O,O,X,X,X,X,X
SLJTZIO,O,O,O,X,O,O,O,X,X,X,X
SLJTZOI,O,O,O,X,O,O,O,X,O,X,X
SLJTOIZ,O,O,O,X,O,O,X,X,O,X,X
SLJTOZI,O,O,O,X,O,O,X,X,O,X,X
SLJITZO,O,O,O,X,O,O,O,X,X,X,X
SLJITOZ,O,O,O,X,O,O,X,X,X,X,X
SLJIZTO,O,O,O,X,O,O,O,X,X,X,X
SLJIZOT,O,O,O,X,X,X,O,X,O,X,X
SLJIOTZ,X,X,O,X,O,O,X,X,O,X,X
SLJIOZT,X,X,O,X,X,X,X,X,O,X,X
SLJZTIO,O,O,O,X,O,O,O,X,X,X,X
SLJZTOI,O,O,O,X,O,O,O,X,O,X,X
SLJZITO,O,O,O,X,O,O,O,X,X,X,X
SLJZIOT,O,O,O,X,X,X,O,X,O,X,X
SLJZOTI,O,O,O,X,X,X,O,X,O,X,X
SLJZOIT,O,O,O,X,X,X,O,X,O,X,X
SLJOTIZ,X,X,O,X,O,O,O,X,O,X,X
SLJOTZI,X,X,O,X,O,O,O,X,O,X,X
SLJOITZ,X,X,O,X,O,O,O,X,O,X,X
SLJOIZT,X,X,O,X,X,X,O,X,O,X,X
SLJOZTI,X,X,O,X,X,X,O,X,O,X,X
SLJOZIT,X,X,O,X,X,X,O,X,O,X,X
SLZTIJO,O,O,O,X,O,X,O,O,X,X,O
SLZTIOJ,X,O,X,X,O,X,O,O,X,X,O
SLZTJIO,O,O,O,X,O,X,O,O,X,X,O
SLZTJOI,O,O,O,X,O,X,O,O,X,X,O
SLZTOIJ,X,O,X,X,O,X,O,O,X,X,O
SLZTOJI,X,O,X,X,O,X,O,O,X,X,O
SLZITJO,O,O,O,X,O,X,O,O,X,X,O
SLZITOJ,X,O,X,X,O,X,O,O,X,X,O
SLZIJTO,O,O,O,X,O,X,O,O,X,X,X
SLZIJOT,O,O,O,X,X,X,O,X,X,X,X
SLZIOTJ,X,O,X,X,X,X,O,X,X,X,X
SLZIOJT,O,O,X,X,X,X,O,X,X,X,X
SLZJTIO,O,O,O,X,O,X,O,O,X,X,X
SLZJTOI,O,O,O,X,O,X,O,O,X,X,X
SLZJITO,O,O,O,X,O,X,O,O,X,X,X
SLZJIOT,O,O,O,X,X,X,O,X,X,X,X
SLZJOTI,O,O,O,X,X,X,O,X,X,O,X
SLZJOIT,O,O,O,X,X,X,O,X,X,O,X
SLZOTIJ,X,O,X,X,X,X,O,X,X,O,X
SLZOTJI,X,O,X,X,X,X,O,X,X,O,X
SLZOITJ,X,O,X,X,X,X,O,X,X,O,X
SLZOIJT,O,O,X,X,X,X,O,X,X,O,X
SLZOJTI,O,O,X,X,X,X,O,X,X,O,X
SLZOJIT,O,O,X,X,X,X,O,X,X,O,X
SLOTIJZ,X,O,X,X,O,X,O,X,X,X,X
SLOTIZJ,X,O,X,X,O,X,O,X,X,O,X
SLOTJIZ,X,O,X,X,O,X,O,X,X,X,X
SLOTJZI,X,O,X,X,O,X,O,X,X,X,X
SLOTZIJ,X,O,X,X,O,X,O,X,X,O,X
SLOTZJI,X,O,X,X,O,X,O,X,X,O,X
SLOITJZ,X,O,X,X,O,X,O,X,X,X,X
SLOITZJ,X,O,X,X,O,X,O,X,X,O,X
SLOIJTZ,X,X,X,X,O,X,O,X,O,X,X
SLOIJZT,X,X,X,X,X,X,O,X,O,X,X
SLOIZTJ,X,O,X,X,X,X,O,X,X,O,X
SLOIZJT,X,O,X,X,X,X,O,X,X,O,X
SLOJTIZ,X,X,X,X,O,X,O,X,O,X,X
SLOJTZI,X,X,X,X,O,X,O,X,O,X,X
SLOJITZ,X,X,X,X,O,X,O,X,O,X,X
SLOJIZT,X,X,X,X,X,X,O,X,O,X,X
SLOJZTI,X,X,X,X,X,X,O,X,O,X,X
SLOJZIT,X,X,X,X,X,X,O,X,O,X,X
SLOZTIJ,X,O,X,X,X,X,O,X,X,O,X
SLOZTJI,X,O,X,X,X,X,O,X,X,O,X
SLOZITJ,X,O,X,X,X,X,O,X,X,O,X
SLOZIJT,X,O,X,X,X,X,O,X,X,O,X
SLOZJTI,X,O,X,X,X,X,O,X,X,O,X
SLOZJIT,X,O,X,X,X,X,O,X,X,O,X
SJTILZO,O,O,X,X,O,O,O,X,X,X,X
SJTILOZ,O,O,X,X,O,O,X,X,X,X,X
SJTIZLO,O,X,X,O,X,O,X,O,X,X,X
SJTIZOL,O,X,O,X,X,O,X,O,O,X,X
SJTIOLZ,O,O,X,X,O,O,X,X,O,X,X
SJTIOZL,O,X,O,X,X,O,X,O,O,X,X
SJTLIZO,O,O,O,X,O,O,O,X,X,X,X
SJTLIOZ,O,O,O,X,O,O,X,X,X,X,X
SJTLZIO,O,O,O,X,O,O,O,X,X,X,X
SJTLZOI,O,O,O,X,O,O,O,X,O,X,X
SJTLOIZ,O,O,O,X,O,O,X,X,O,X,X
SJTLOZI,O,O,O,X,O,O,X,X,O,X,X
SJTZILO,O,X,X,O,X,O,X,O,X,X,X
SJTZIOL,O,X,O,X,X,O,X,O,O,X,X
SJTZLIO,O,X,X,O,X,O,X,O,X,X,X
SJTZLOI,O,X,X,X,X,O,X,O,O,X,X
SJTZOIL,O,X,O,X,X,O,X,O,O,X,X
SJTZOLI,O,X,O,X,X,O,X,O,O,X,X
SJTOILZ,O,O,X,X,O,O,X,X,O,X,X
SJTOIZL,O,X,O,X,X,O,X,O,O,X,X
SJTOLIZ,O,O,O,X,O,O,X,X,O,X,X
SJTOLZI,O,O,O,X,O,O,X,X,O,X,X
SJTOZIL,O,X,O,X,X,O,X,O,O,X,X
SJTOZLI,O,X,O,X,X,O,X,O,O,X,X
SJITLZO,O,O,X,X,O,O,O,X,X,X,X
SJITLOZ,O,O,X,X,O,O,X,X,X,X,X
SJITZLO,O,X,X,O,X,O,X,O,X,X,X
SJITZOL,O,X,O,X,X,O,X,O,O,X,X
SJITOLZ,O,O,X,X,O,O,X,X,O,X,X
SJITOZL,O,X,O,X,X,O,X,O,O,X,X
SJILTZO,O,O,O,X,O,O,O,X,X,X,X
SJILTOZ,O,O,O,X,O,O,X,X,X,X,X
SJILZTO,O,O,O,X,O,O,O,X,X,X,X
SJILZOT,O,O,O,X,X,X,O,X,O,X,X
SJILOTZ,X,X,O,X,O,O,X,X,O,X,X
SJILOZT,X,X,O,X,X,X,X,X,O,X,X
SJIZTLO,O,X,X,O,X,O,X,O,X,X,O
SJIZTOL,O,X,X,X,X,O,X,O,O,X,X
SJIZLTO,O,X,X,O,X,O,X,O,X,X,X
SJIZLOT,O,X,X,X,X,X,X,X,O,X,X
SJIZOTL,O,X,X,X,X,X,X,O,O,X,X
SJIZOLT,O,X,X,X,X,X,X,X,O,X,X
SJIOTLZ,O,X,X,X,X,O,X,X,O,X,X
SJIOTZL,O,X,O,X,X,O,X,X,O,X,X
SJIOLTZ,X,X,O,X,X,O,X,X,O,X,X
SJIOLZT,X,X,O,X,X,X,X,X,O,X,X
SJIOZTL,O,X,X,X,X,X,X,X,O,X,X
SJIOZLT,O,X,X,X,X,X,X,X,O,X,X
SJLTIZO,O,O,O,X,O,O,O,X,X,X,X
SJLTIOZ,O,O,O,X,O,O,X,X,X,X,X
SJLTZIO,O,O,O,X,O,O,O,X,X,X,X
SJLTZOI,O,O,O,X,O,O,O,X,O,X,X
SJLTOIZ,O,O,O,X,O,O,X,X,O,X,X
SJLTOZI,O,O,O,X,O,O,X,X,O,X,X
SJLITZO,O,O,O,X,O,O,O,X,X,X,X
SJLITOZ,O,O,O,X,O,O,X,X,X,X,X
SJLIZTO,O,O,O,X,O,O,O,X,X,X,X
SJLIZOT,O,O,O,X,X,X,O,X,O,X,X
SJLIOTZ,X,X,O,X,O,O,X,X,O,X,X
SJLIOZT,X,X,O,X,X,X,X,X,O,X,X
SJLZTIO,O,O,O,X,O,O,O,X,X,X,X
SJLZTOI,O,O,O,X,O,O,O,X,O,X,X
SJLZITO,O,O,O,X,O,O,O,X,X,X,X
SJLZIOT,O,O,O,X,X,X,O,X,O,X,X
SJLZOTI,O,O,O,X,X,X,O,X,O,X,X
SJLZOIT,O,O,O,X,X,X,O,X,O,X,X
SJLOTIZ,X,X,O,X,O,O,O,X,O,X,X
SJLOTZI,X,X,O,X,O,O,O,X,O,X,X
SJLOITZ,X,X,O,X,O,O,O,X,O,X,X
SJLOIZT,X,X,O,X,X,X,O,X,O,X,X
SJLOZTI,X,X,O,X,X,X,O,X,O,X,X
SJLOZIT,X,X,O,X,X,X,O,X,O,X,X
SJZTILO,O,X,X,O,X,O,X,O,X,X,O
SJZTIOL,O,X,X,X,X,O,X,O,O,X,X
SJZTLIO,O,X,X,O,X,O,X,O,X,X,O
SJZTLOI,O,X,X,X,X,O,X,O,O,X,O
SJZTOIL,O,X,X,X,X,O,X,O,O,O,X
SJZTOLI,O,X,X,X,X,O,X,O,O,O,X
SJZITLO,O,X,X,O,X,O,X,O,X,X,O
SJZITOL,O,X,X,X,X,O,X,O,O,X,X
SJZILTO,O,X,X,O,X,O,X,O,X,X,X
SJZILOT,O,X,X,X,X,X,X,X,O,X,X
SJZIOTL,O,X,X,X,X,X,X,O,O,O,X
SJZIOLT,O,X,X,X,X,X,X,X,O,O,X
SJZLTIO,O,X,X,O,X,O,X,O,X,X,X
SJZLTOI,O,X,X,X,X,O,X,O,O,X,X
SJZLITO,O,X,X,O,X,O,X,O,X,X,X
SJZLIOT,O,X,X,X,X,X,X,X,O,X,X
SJZLOTI,O,X,X,O,X,X,X,X,O,O,X
SJZLOIT,O,X,X,O,X,X,X,X,O,O,X
SJZOTIL,O,X,X,O,X,X,X,O,O,O,X
SJZOTLI,O,X,X,O,X,X,X,O,O,O,X
SJZOITL,O,X,X,O,X,X,X,O,O,O,X
SJZOILT,O,X,X,O,X,X,X,X,O,O,X
SJZOLTI,O,X,X,O,X,X,X,X,O,O,X
SJZOLIT,O,X,X,O,X,X,X,X,O,O,X
SJOTILZ,O,X,X,X,X,O,O,X,O,X,X
SJOTIZL,O,X,O,O,X,O,X,X,O,O,X
SJOTLIZ,O,X,O,X,X,O,O,X,O,X,X
SJOTLZI,O,X,O,X,X,O,O,X,O,X,X
SJOTZIL,O,X,O,O,X,O,X,X,O,O,X
SJOTZLI,O,X,O,O,X,O,X,X,O,O,X
SJOITLZ,O,X,X,X,X,O,O,X,O,X,X
SJOITZL,O,X,O,O,X,O,X,X,O,O,X
SJOILTZ,X,X,O,X,X,O,O,X,O,X,X
SJOILZT,X,X,O,X,X,X,O,X,O,X,X
SJOIZTL,O,X,X,O,X,X,X,X,O,O,X
SJOIZLT,O,X,X,O,X,X,X,X,O,O,X
SJOLTIZ,X,X,O,X,X,O,O,X,O,X,X
SJOLTZI,X,X,O,X,X,O,O,X,O,X,X
SJOLITZ,X,X,O,X,X,O,O,X,O,X,X
SJOLIZT,X,X,O,X,X,X,O,X,O,X,X
SJOLZTI,X,X,O,X,X,X,O,X,O,X,X
SJOLZIT,X,X,O,X,X,X,O,X,O,X,X
SJOZTIL,O,X,X,O,X,X,X,X,O,O,X
SJOZTLI,O,X,X,O,X,X,X,X,O,O,X
SJOZITL,O,X,X,O,X,X,X,X,O,O,X
SJOZILT,O,X,X,O,X,X,X,X,O,O,X
SJOZLTI,O,X,X,O,X,X,X,X,O,O,X
SJOZLIT,O,X,X,O,X,X,X,X,O,O,X
SZTILJO,O,O,X,X,O,X,O,O,X,X,O
SZTILOJ,X,O,X,X,O,X,O,O,X,X,O
SZTIJLO,O,X,X,X,X,O,X,O,X,X,O
SZTIJOL,O,X,X,X,X,O,X,O,X,X,X
SZTIOLJ,X,O,X,X,O,X,X,O,X,X,O
SZTIOJL,O,X,X,X,X,O,X,O,X,X,X
SZTLIJO,O,O,X,X,O,X,O,O,X,X,O
SZTLIOJ,X,O,X,X,O,X,O,O,X,X,O
SZTLJIO,O,O,X,X,O,X,O,O,X,X,O
SZTLJOI,O,O,X,X,O,X,O,O,X,X,O
SZTLOIJ,X,O,X,X,O,X,O,O,X,X,O
SZTLOJI,X,O,X,X,O,X,O,O,X,X,O
SZTJILO,O,X,X,X,X,O,X,O,X,X,O
SZTJIOL,O,X,X,X,X,O,X,O,X,X,X
SZTJLIO,O,X,X,X,X,O,X,O,X,X,O
SZTJLOI,O,X,X,X,X,O,X,O,X,X,O
SZTJOIL,O,X,X,X,X,O,X,O,X,O,X
SZTJOLI,O,X,X,X,X,O,X,O,X,O,X
SZTOILJ,X,O,X,X,O,X,X,O,X,O,O
SZTOIJL,O,X,X,X,X,O,X,O,X,O,X
SZTOLIJ,X,O,X,X,O,X,X,O,X,O,O
SZTOLJI,X,O,X,X,O,X,X,O,X,O,O
SZTOJIL,O,X,X,X,X,O,X,O,X,O,X
SZTOJLI,O,X,X,X,X,O,X,O,X,O,X
SZITLJO,O,O,X,X,O,X,O,O,X,X,O
SZITLOJ,X,O,X,X,O,X,O,O,X,X,O
SZITJLO,O,X,X,X,X,O,X,O,X,X,O
SZITJOL,O,X,X,X,X,O,X,O,X,X,X
SZITOLJ,X,O,X,X,O,X,X,O,X,X,O
SZITOJL,O,X,X,X,X,O,X,O,X,X,X
SZILTJO,O,O,X,X,O,X,O,O,X,X,O
SZILTOJ,X,O,X,X,O,X,O,O,X,X,O
SZILJTO,O,O,X,O,O,X,O,O,X,X,X
SZILJOT,O,O,X,X,X,X,O,X,X,X,X
SZILOTJ,X,O,X,O,X,X,O,X,X,X,X
SZILOJT,O,O,X,O,X,X,O,X,X,X,X
SZIJTLO,O,X,X,O,X,O,X,O,X,X,O
SZIJTOL,O,X,X,X,X,O,X,O,X,X,X
SZIJLTO,O,X,X,O,X,O,X,O,X,X,X
SZIJLOT,O,X,X,X,X,X,X,X,X,X,X
SZIJOTL,O,X,X,X,X,X,X,O,X,O,X
SZIJOLT,O,X,X,X,X,X,X,X,X,O,X
SZIOTLJ,X,X,X,O,X,X,X,O,X,O,O
SZIOTJL,O,X,X,X,X,X,X,O,X,O,X
SZIOLTJ,X,X,X,O,X,X,X,X,X,O,X
SZIOLJT,O,X,X,O,X,X,X,X,X,O,X
SZIOJTL,O,X,X,O,X,X,X,O,X,O,X
SZIOJLT,O,X,X,O,X,X,X,X,X,O,X
SZLTIJO,O,O,X,X,O,X,O,O,X,X,O
SZLTIOJ,X,O,X,X,O,X,O,O,X,X,O
SZLTJIO,O,O,X,X,O,X,O,O,X,X,O
SZLTJOI,O,O,X,X,O,X,O,O,X,X,O
SZLTOIJ,X,O,X,X,O,X,O,O,X,X,O
SZLTOJI,X,O,X,X,O,X,O,O,X,X,O
SZLITJO,O,O,X,X,O,X,O,O,X,X,O
SZLITOJ,X,O,X,X,O,X,O,O,X,X,O
SZLIJTO,O,O,X,O,O,X,O,O,X,X,X
SZLIJOT,O,O,X,X,X,X,O,X,X,X,X
SZLIOTJ,X,O,X,O,X,X,O,X,X,X,X
SZLIOJT,O,O,X,O,X,X,O,X,X,X,X
SZLJTIO,O,O,X,O,O,X,O,O,X,X,X
SZLJTOI,O,O,X,X,O,X,O,O,X,X,X
SZLJITO,O,O,X,O,O,X,O,O,X,X,X
SZLJIOT,O,O,X,X,X,X,O,X,X,X,X
SZLJOTI,O,O,X,O,X,X,O,X,X,O,X
SZLJOIT,O,O,X,O,X,X,O,X,X,O,X
SZLOTIJ,X,O,X,O,X,X,O,X,X,O,X
SZLOTJI,X,O,X,X,X,X,O,X,X,O,X
SZLOITJ,X,O,X,O,X,X,O,X,X,O,X
SZLOIJT,O,O,X,O,X,X,O,X,X,O,X
SZLOJTI,O,O,X,O,X,X,O,X,X,O,X
SZLOJIT,O,O,X,O,X,X,O,X,X,O,X
SZJTILO,O,X,X,O,X,O,X,O,X,X,O
SZJTIOL,O,X,X,X,X,O,X,O,X,X,X
SZJTLIO,O,X,X,O,X,O,X,O,X,X,O
SZJTLOI,O,X,X,X,X,O,X,O,X,X,O
SZJTOIL,O,X,X,X,X,O,X,O,X,O,X
SZJTOLI,O,X,X,X,X,O,X,O,X,O,X
SZJITLO,O,X,X,O,X,O,X,O,X,X,O
SZJITOL,O,X,X,X,X,O,X,O,X,X,X
SZJILTO,O,X,X,O,X,O,X,O,X,X,X
SZJILOT,O,X,X,X,X,X,X,X,X,X,X
SZJIOTL,O,X,X,X,X,X,X,O,X,O,X
SZJIOLT,O,X,X,X,X,X,X,X,X,O,X
SZJLTIO,O,X,X,O,X,O,X,O,X,X,X
SZJLTOI,O,X,X,X,X,O,X,O,X,X,X
SZJLITO,O,X,X,O,X,O,X,O,X,X,X
SZJLIOT,O,X,X,X,X,X,X,X,X,X,X
SZJLOTI,O,X,X,O,X,X,X,X,X,O,X
SZJLOIT,O,X,X,O,X,X,X,X,X,O,X
SZJOTIL,O,X,X,O,X,X,X,O,X,O,X
SZJOTLI,O,X,X,O,X,X,X,O,X,O,X
SZJOITL,O,X,X,O,X,X,X,O,X,O,X
SZJOILT,O,X,X,O,X,X,X,X,X,O,X
SZJOLTI,O,X,X,O,X,X,X,X,X,O,X
SZJOLIT,O,X,X,O,X,X,X,X,X,O,X
SZOTILJ,X,X,X,O,X,X,O,O,X,O,O
SZOTIJL,O,X,X,X,X,X,X,O,X,O,X
SZOTLIJ,X,X,X,O,X,X,O,O,X,O,O
SZOTLJI,X,X,X,X,X,X,O,O,X,O,O
SZOTJIL,O,X,X,X,X,X,X,O,X,O,X
SZOTJLI,O,X,X,X,X,X,X,O,X,O,X
SZOITLJ,X,X,X,O,X,X,O,O,X,O,O
SZOITJL,O,X,X,X,X,X,X,O,X,O,X
SZOILTJ,X,X,X,O,X,X,O,X,X,O,X
SZOILJT,O,X,X,O,X,X,O,X,X,O,X
SZOIJTL,O,X,X,O,X,X,X,O,X,O,X
SZOIJLT,O,X,X,O,X,X,X,X,X,O,X
SZOLTIJ,X,X,X,O,X,X,O,X,X,O,X
SZOLTJI,X,X,X,X,X,X,O,X,X,O,X
SZOLITJ,X,X,X,O,X,X,O,X,X,O,X
SZOLIJT,O,X,X,O,X,X,O,X,X,O,X
SZOLJTI,O,X,X,O,X,X,O,X,X,O,X
SZOLJIT,O,X,X,O,X,X,O,X,X,O,X
SZOJTIL,O,X,X,O,X,X,X,O,X,O,X
SZOJTLI,O,X,X,O,X,X,X,O,X,O,X
SZOJITL,O,X,X,O,X,X,X,O,X,O,X
SZOJILT,O,X,X,O,X,X,X,X,X,O,X
SZOJLTI,O,X,X,O,X,X,X,X,X,O,X
SZOJLIT,O,X,X,O,X,X,X,X,X,O,X
SOTILJZ,O,O,X,X,O,O,O,X,X,X,X
SOTILZJ,X,O,X,X,O,X,O,O,X,O,X
SOTIJLZ,O,O,X,X,O,O,O,X,X,X,X
SOTIJZL,O,X,X,O,X,O,X,O,X,O,X
SOTIZLJ,X,O,X,O,O,X,O,O,X,O,X
SOTIZJL,O,X,X,X,X,O,X,O,X,O,X
SOTLIJZ,O,O,X,X,O,O,O,X,X,X,X
SOTLIZJ,X,O,X,X,O,X,O,O,X,O,X
SOTLJIZ,O,O,X,X,O,O,O,X,X,X,X
SOTLJZI,O,O,X,X,O,O,O,X,X,X,X
SOTLZIJ,X,O,X,X,O,X,O,O,X,O,X
SOTLZJI,X,O,X,X,O,X,O,O,X,O,X
SOTJILZ,O,O,X,X,O,O,O,X,X,X,X
SOTJIZL,O,X,X,O,X,O,X,O,X,O,X
SOTJLIZ,O,O,X,X,O,O,O,X,X,X,X
SOTJLZI,O,O,X,X,O,O,O,X,X,X,X
SOTJZIL,O,X,X,O,X,O,X,O,X,O,X
SOTJZLI,O,X,X,O,X,O,X,O,X,O,X
SOTZILJ,X,O,X,O,O,X,O,O,X,O,X
SOTZIJL,O,X,X,X,X,O,X,O,X,O,X
SOTZLIJ,X,O,X,O,O,X,O,O,X,O,X
SOTZLJI,X,O,X,X,O,X,O,O,X,O,X
SOTZJIL,O,X,X,X,X,O,X,O,X,O,X
SOTZJLI,O,X,X,X,X,O,X,O,X,O,X
SOITLJZ,O,O,X,X,O,O,O,X,X,X,X
SOITLZJ,X,O,X,X,O,X,O,O,X,O,X
SOITJLZ,O,O,X,X,O,O,O,X,X,X,X
SOITJZL,O,X,X,O,X,O,X,O,X,O,X
SOITZLJ,X,O,X,O,O,X,O,O,X,O,X
SOITZJL,O,X,X,X,X,O,X,O,X,O,X
SOILTJZ,X,O,X,X,O,X,O,X,X,X,X
SOILTZJ,X,O,X,X,O,X,O,X,X,O,X
SOILJTZ,X,X,X,X,O,X,O,X,O,X,X
SOILJZT,X,X,X,X,X,X,O,X,O,X,X
SOILZTJ,X,O,X,X,X,X,O,X,X,O,X
SOILZJT,X,O,X,X,X,X,O,X,X,O,X
SOIJTLZ,O,X,X,X,X,O,O,X,O,X,X
SOIJTZL,O,X,X,O,X,O,X,X,O,O,X
SOIJLTZ,X,X,X,X,X,O,O,X,O,X,X
SOIJLZT,X,X,X,X,X,X,O,X,O,X,X
SOIJZTL,O,X,X,O,X,X,X,X,O,O,X
SOIJZLT,O,X,X,O,X,X,X,X,O,O,X
SOIZTLJ,X,X,X,O,X,X,O,O,X,O,O
SOIZTJL,O,X,X,X,X,X,X,O,X,O,X
SOIZLTJ,X,X,X,O,X,X,O,X,X,O,X
SOIZLJT,O,X,X,O,X,X,O,X,X,O,X
SOIZJTL,O,X,X,O,X,X,X,O,X,O,X
SOIZJLT,O,X,X,O,X,X,X,X,X,O,X
SOLTIJZ,X,O,X,X,O,X,O,X,X,X,X
SOLTIZJ,X,O,X,X,O,X,O,X,X,O,X
SOLTJIZ,X,O,X,X,O,X,O,X,X,X,X
SOLTJZI,X,O,X,X,O,X,O,X,X,X,X
SOLTZIJ,X,O,X,X,O,X,O,X,X,O,X
SOLTZJI,X,O,X,X,O,X,O,X,X,O,X
SOLITJZ,X,O,X,X,O,X,O,X,X,X,X
SOLITZJ,X,O,X,X,O,X,O,X,X,O,X
SOLIJTZ,X,X,X,X,O,X,O,X,O,X,X
SOLIJZT,X,X,X,X,X,X,O,X,O,X,X
SOLIZTJ,X,O,X,X,X,X,O,X,X,O,X
SOLIZJT,X,O,X,X,X,X,O,X,X,O,X
SOLJTIZ,X,X,X,X,O,X,O,X,O,X,X
SOLJTZI,X,X,X,X,O,X,O,X,O,X,X
SOLJITZ,X,X,X,X,O,X,O,X,O,X,X
SOLJIZT,X,X,X,X,X,X,O,X,O,X,X
