sequence,v115@GhA8IeA8AeA8FeF8CeC8JeOEJvhFXgBxhB8nB1qBzr?BirB,v115@GhA8IeA8AeA8FeF8CeC8JeOEJvhFlgB3hBziBUlBxr?BywB,v115@GhA8IeA8AeA8FeF8CeC8JeOEJvhFXgBKnBziBxqBFr?B0rB,v115@GhA8IeA8AeA8FeF8CeC8Jex/IvhF8mBziBikB1qBXs?BOrB,v115@GhA8IeA8AeA8FeF8CeC8Jex/IvhFXhBziBikBmqBFs?B8rB
OILSJZT,X,O,O,X,X
OILSZTJ,X,O,X,O,X
OILSZJT,X,O,O,X,X
OILZTJS,X,O,X,X,O
OILZTSJ,X,O,X,O,X
OILZJTS,X,O,O,X,O
OILZJST,X,O,O,X,X
OILZSTJ,X,O,X,O,X
OILZSJT,X,O,O,X,X
OIJTLSZ,X,X,O,X,O
OIJTLZS,X,X,O,X,O
OIJTSLZ,X,O,O,X,X
OIJTSZL,O,O,X,X,X
OIJTZLS,O,O,X,X,X
OIJTZSL,O,O,X,X,X
OIJLTSZ,X,X,O,X,O
OIJLTZS,X,X,O,X,O
OIJLSTZ,X,O,O,X,O
OIJLSZT,X,O,O,X,X
OIJLZTS,X,O,O,X,O
OIJLZST,X,O,O,X,X
OIJSTLZ,X,O,O,X,X
OIJSTZL,O,O,X,X,X
OIJSLTZ,X,O,O,X,X
OIJSLZT,X,O,O,X,X
OIJSZTL,O,O,X,X,X
OIJSZLT,O,O,O,X,X
OIJZTLS,O,O,X,X,X
OIJZTSL,O,O,X,X,X
OIJZLTS,O,O,O,X,X
OIJZLST,O,O,O,X,X
OIJZSTL,O,O,X,X,X
OIJZSLT,O,O,O,X,X
OISTLJZ,X,O,O,O,X
OISTLZJ,X,X,X,O,X
OISTJLZ,X,O,O,X,X
OISTJZL,O,O,X,X,X
OISTZLJ,O,O,X,O,X
OISTZJL,O,O,X,X,X
OISLTJZ,X,O,O,O,X
OISLTZJ,X,X,X,O,X
OISLJTZ,X,O,O,O,X
OISLJZT,X,O,O,X,X
OISLZTJ,X,O,X,O,X
OISLZJT,X,O,O,X,X
OISJTLZ,X,O,O,X,X
OISJTZL,O,O,X,X,X
OISJLTZ,X,O,O,X,X
OISJLZT,X,O,O,X,X
OISJZTL,O,O,X,X,X
OISJZLT,O,O,O,X,X
OISZTLJ,O,O,X,O,X
OISZTJL,O,O,X,X,X
OISZLTJ,X,O,X,O,X
OISZLJT,O,O,O,X,X
OISZJTL,O,O,X,X,X
OISZJLT,O,O,O,X,X
OIZTLJS,O,O,X,X,X
OIZTLSJ,O,O,X,X,X
OIZTJLS,O,O,X,X,X
OIZTJSL,O,O,X,X,X
OIZTSLJ,O,O,X,X,X
OIZTSJL,O,O,X,X,X
OIZLTJS,O,O,X,X,X
OIZLTSJ,O,O,X,X,X
OIZLJTS,O,O,O,X,X
OIZLJST,O,O,O,X,X
OIZLSTJ,X,O,X,X,X
OIZLSJT,O,O,O,X,X
OIZJTLS,O,O,X,X,X
OIZJTSL,O,O,X,X,X
OIZJLTS,O,O,O,X,X
OIZJLST,O,O,O,X,X
OIZJSTL,O,O,X,X,X
OIZJSLT,O,O,O,X,X
OIZSTLJ,O,O,X,X,X
OIZSTJL,O,O,X,X,X
OIZSLTJ,X,O,X,X,X
OIZSLJT,O,O,O,X,X
OIZSJTL,O,O,X,X,X
OIZSJLT,O,O,O,X,X
OLTIJSZ,X,X,O,O,O
OLTIJZS,X,X,O,X,O
OLTISJZ,X,X,O,O,O
OLTISZJ,X,X,X,O,X
OLTIZJS,X,X,X,X,O
OLTIZSJ,X,X,X,O,X
OLTJISZ,X,X,O,O,O
OLTJIZS,X,X,O,X,O
OLTJSIZ,X,X,O,O,O
OLTJSZI,O,X,X,O,O
OLTJZIS,O,X,X,X,O
OLTJZSI,O,X,X,X,O
OLTSIJZ,X,X,O,O,O
OLTSIZJ,X,X,X,O,X
OLTSJIZ,X,X,O,O,O
OLTSJZI,O,X,X,O,O
OLTSZIJ,O,X,X,O,X
OLTSZJI,O,X,X,O,X
OLTZIJS,O,X,X,X,O
OLTZISJ,O,X,X,O,X
OLTZJIS,O,X,X,X,O
OLTZJSI,O,X,X,X,O
OLTZSIJ,O,X,X,O,X
OLTZSJI,O,X,X,O,X
OLITJSZ,X,X,O,O,O
OLITJZS,X,X,O,X,O
OLITSJZ,X,X,O,O,O
OLITSZJ,X,X,X,O,X
OLITZJS,X,X,X,X,O
OLITZSJ,X,X,X,O,X
OLIJTSZ,X,X,O,O,O
OLIJTZS,X,X,O,X,O
OLIJSTZ,X,O,O,O,O
OLIJSZT,X,O,O,X,X
OLIJZTS,X,O,O,X,O
OLIJZST,X,O,O,X,X
OLISTJZ,X,O,O,O,O
OLISTZJ,X,X,X,O,X
OLISJTZ,X,O,O,O,O
OLISJZT,X,O,O,X,X
OLISZTJ,X,O,X,O,X
OLISZJT,X,O,O,X,X
OLIZTJS,X,O,X,X,O
OLIZTSJ,X,O,X,O,X
OLIZJTS,X,O,O,X,O
OLIZJST,X,O,O,X,X
OLIZSTJ,X,O,X,O,X
OLIZSJT,X,O,O,X,X
OLJTISZ,X,X,O,O,O
OLJTIZS,X,X,O,X,O
OLJTSIZ,X,X,O,O,O
OLJTSZI,O,X,X,O,O
OLJTZIS,O,X,X,X,O
OLJTZSI,O,X,X,X,O
OLJITSZ,X,X,O,O,O
OLJITZS,X,X,O,X,O
OLJISTZ,X,O,O,O,O
OLJISZT,X,O,O,X,X
OLJIZTS,X,O,O,X,O
OLJIZST,X,O,O,X,X
OLJSTIZ,X,X,O,O,O
OLJSTZI,O,X,X,O,O
OLJSITZ,X,X,O,O,O
OLJSIZT,X,X,O,X,X
OLJSZTI,O,X,X,O,X
OLJSZIT,O,X,O,X,X
OLJZTIS,O,O,X,X,O
OLJZTSI,O,X,X,X,O
OLJZITS,O,O,O,X,O
OLJZIST,O,O,O,X,X
OLJZSTI,O,X,X,X,X
OLJZSIT,O,X,O,X,X
OLSTIJZ,X,X,O,O,O
OLSTIZJ,X,X,X,O,X
OLSTJIZ,X,X,O,O,O
OLSTJZI,O,X,X,O,O
OLSTZIJ,O,X,X,O,X
OLSTZJI,O,X,X,O,X
OLSITJZ,X,X,O,O,O
OLSITZJ,X,X,X,O,X
OLSIJTZ,X,X,O,O,O
OLSIJZT,X,X,O,X,X
OLSIZTJ,X,X,X,O,X
OLSIZJT,X,X,O,X,X
OLSJTIZ,X,X,O,O,O
OLSJTZI,O,X,X,O,O
OLSJITZ,X,X,O,O,O
OLSJIZT,X,X,O,X,X
OLSJZTI,O,X,X,O,X
OLSJZIT,O,X,O,X,X
OLSZTIJ,O,X,X,O,X
OLSZTJI,O,X,X,O,X
OLSZITJ,X,X,X,O,X
OLSZIJT,O,X,O,X,X
OLSZJTI,O,X,X,O,X
OLSZJIT,O,X,O,X,X
OLZTIJS,O,O,X,X,O
OLZTISJ,O,O,X,O,X
OLZTJIS,O,O,X,X,O
OLZTJSI,O,X,X,X,O
OLZTSIJ,O,X,X,O,X
OLZTSJI,O,X,X,O,X
OLZITJS,O,O,X,X,O
OLZITSJ,O,O,X,O,X
OLZIJTS,O,O,O,X,O
OLZIJST,O,O,O,X,X
OLZISTJ,X,O,X,O,X
OLZISJT,O,O,O,X,X
OLZJTIS,O,O,X,X,O
OLZJTSI,O,X,X,X,O
OLZJITS,O,O,O,X,O
OLZJIST,O,O,O,X,X
OLZJSTI,O,X,X,X,X
OLZJSIT,O,X,O,X,X
OLZSTIJ,O,X,X,O,X
OLZSTJI,O,X,X,O,X
OLZSITJ,X,X,X,O,X
OLZSIJT,O,X,O,X,X
OLZSJTI,O,X,X,O,X
OLZSJIT,O,X,O,X,X
OJTILSZ,X,X,O,X,O
OJTILZS,X,X,O,X,O
OJTISLZ,X,O,O,X,X
OJTISZL,O,O,X,X,X
OJTIZLS,O,O,X,X,X
OJTIZSL,O,O,X,X,X
OJTLISZ,X,X,O,O,O
OJTLIZS,X,X,O,X,O
OJTLSIZ,X,X,O,O,O
OJTLSZI,O,X,X,O,O
OJTLZIS,O,X,X,X,O
OJTLZSI,O,X,X,X,O
OJTSILZ,X,X,O,X,X
OJTSIZL,O,X,X,X,X
OJTSLIZ,X,X,O,O,O
OJTSLZI,O,X,X,O,O
OJTSZIL,O,X,X,X,X
OJTSZLI,O,X,X,O,X
OJTZILS,O,O,X,X,X
OJTZISL,O,O,X,X,X
OJTZLIS,O,O,X,X,O
OJTZLSI,O,X,X,X,O
OJTZSIL,O,O,X,X,X
OJTZSLI,O,X,X,X,X
OJITLSZ,X,X,O,X,O
OJITLZS,X,X,O,X,O
OJITSLZ,X,O,O,X,X
OJITSZL,O,O,X,X,X
OJITZLS,O,O,X,X,X
OJITZSL,O,O,X,X,X
OJILTSZ,X,X,O,X,O
OJILTZS,X,X,O,X,O
OJILSTZ,X,O,O,X,O
OJILSZT,X,O,O,X,X
OJILZTS,X,O,O,X,O
OJILZST,X,O,O,X,X
OJISTLZ,X,O,O,X,X
OJISTZL,O,O,X,X,X
OJISLTZ,X,O,O,X,X
OJISLZT,X,O,O,X,X
OJISZTL,O,O,X,X,X
OJISZLT,O,O,O,X,X
OJIZTLS,O,O,X,X,X
OJIZTSL,O,O,X,X,X
OJIZLTS,O,O,O,X,X
OJIZLST,O,O,O,X,X
OJIZSTL,O,O,X,X,X
OJIZSLT,O,O,O,X,X
OJLTISZ,X,X,O,O,O
OJLTIZS,X,X,O,X,O
OJLTSIZ,X,X,O,O,O
OJLTSZI,O,X,X,O,O
OJLTZIS,O,X,X,X,O
OJLTZSI,O,X,X,X,O
OJLITSZ,X,X,O,O,O
OJLITZS,X,X,O,X,O
OJLISTZ,X,O,O,O,O
OJLISZT,X,O,O,X,X
OJLIZTS,X,O,O,X,O
OJLIZST,X,O,O,X,X
OJLSTIZ,X,X,O,O,O
OJLSTZI,O,X,X,O,O
OJLSITZ,X,X,O,O,O
OJLSIZT,X,X,O,X,X
OJLSZTI,O,X,X,O,X
OJLSZIT,O,X,O,X,X
OJLZTIS,O,O,X,X,O
OJLZTSI,O,X,X,X,O
OJLZITS,O,O,O,X,O
OJLZIST,O,O,O,X,X
OJLZSTI,O,X,X,X,X
OJLZSIT,O,X,O,X,X
OJSTILZ,X,X,O,X,X
OJSTIZL,O,X,X,X,X
OJSTLIZ,X,X,O,O,O
OJSTLZI,O,X,X,O,O
OJSTZIL,O,X,X,X,X
OJSTZLI,O,X,X,O,X
OJSITLZ,X,O,O,X,X
OJSITZL,O,O,X,X,X
OJSILTZ,X,O,O,X,X
OJSILZT,X,O,O,X,X
OJSIZTL,O,O,X,X,X
OJSIZLT,O,O,O,X,X
OJSLTIZ,X,X,O,O,O
OJSLTZI,O,X,X,O,O
OJSLITZ,X,X,O,O,O
OJSLIZT,X,X,O,X,X
OJSLZTI,O,X,X,O,X
OJSLZIT,O,X,O,X,X
OJSZTIL,O,O,X,X,X
OJSZTLI,O,X,X,O,X
OJSZITL,O,O,X,X,X
OJSZILT,O,O,O,X,X
OJSZLTI,O,X,X,O,X
OJSZLIT,O,X,O,X,X
OJZTILS,O,O,X,X,X
OJZTISL,O,O,X,X,X
OJZTLIS,O,O,X,X,O
OJZTLSI,O,X,X,X,O
OJZTSIL,O,O,X,X,X
OJZTSLI,O,X,X,X,X
OJZITLS,O,O,X,X,X
OJZITSL,O,O,X,X,X
OJZILTS,O,O,O,X,X
OJZILST,O,O,O,X,X
OJZISTL,O,O,X,X,X
OJZISLT,O,O,O,X,X
OJZLTIS,O,O,X,X,O
OJZLTSI,O,X,X,X,O
OJZLITS,O,O,O,X,O
OJZLIST,O,O,O,X,X
OJZLSTI,O,X,X,X,X
OJZLSIT,O,X,O,X,X
OJZSTIL,O,O,X,X,X
OJZSTLI,O,X,X,X,X
OJZSITL,O,O,X,X,X
OJZSILT,O,O,O,X,X
OJZSLTI,O,X,X,X,X
OJZSLIT,O,X,O,X,X
OSTILJZ,X,X,O,O,X
OSTILZJ,X,X,X,O,X
OSTIJLZ,X,X,O,X,X
OSTIJZL,O,X,X,X,X
OSTIZLJ,O,X,X,O,X
OSTIZJL,O,X,X,X,X
OSTLIJZ,X,X,O,O,O
OSTLIZJ,X,X,X,O,X
OSTLJIZ,X,X,O,O,O
OSTLJZI,O,X,X,O,O
OSTLZIJ,O,X,X,O,X
OSTLZJI,O,X,X,O,X
OSTJILZ,X,X,O,X,X
OSTJIZL,O,X,X,X,X
OSTJLIZ,X,X,O,O,O
OSTJLZI,O,X,X,O,O
OSTJZIL,O,X,X,X,X
OSTJZLI,O,X,X,O,X
OSTZILJ,O,X,X,O,X
OSTZIJL,O,X,X,X,X
OSTZLIJ,O,X,X,O,X
OSTZLJI,O,X,X,O,X
OSTZJIL,O,X,X,X,X
OSTZJLI,O,X,X,O,X
OSITLJZ,X,O,O,O,X
OSITLZJ,X,X,X,O,X
OSITJLZ,X,O,O,X,X
OSITJZL,O,O,X,X,X
OSITZLJ,O,O,X,O,X
OSITZJL,O,O,X,X,X
OSILTJZ,X,O,O,O,X
OSILTZJ,X,X,X,O,X
OSILJTZ,X,O,O,O,X
OSILJZT,X,O,O,X,X
OSILZTJ,X,O,X,O,X
OSILZJT,X,O,O,X,X
OSIJTLZ,X,O,O,X,X
OSIJTZL,O,O,X,X,X
OSIJLTZ,X,O,O,X,X
OSIJLZT,X,O,O,X,X
OSIJZTL,O,O,X,X,X
OSIJZLT,O,O,O,X,X
OSIZTLJ,O,O,X,O,X
OSIZTJL,O,O,X,X,X
OSIZLTJ,X,O,X,O,X
OSIZLJT,O,O,O,X,X
OSIZJTL,O,O,X,X,X
OSIZJLT,O,O,O,X,X
OSLTIJZ,X,X,O,O,O
OSLTIZJ,X,X,X,O,X
OSLTJIZ,X,X,O,O,O
OSLTJZI,O,X,X,O,O
OSLTZIJ,O,X,X,O,X
OSLTZJI,O,X,X,O,X
OSLITJZ,X,X,O,O,O
OSLITZJ,X,X,X,O,X
OSLIJTZ,X,X,O,O,O
OSLIJZT,X,X,O,X,X
OSLIZTJ,X,X,X,O,X
OSLIZJT,X,X,O,X,X
OSLJTIZ,X,X,O,O,O
OSLJTZI,O,X,X,O,O
OSLJITZ,X,X,O,O,O
OSLJIZT,X,X,O,X,X
OSLJZTI,O,X,X,O,X
OSLJZIT,O,X,O,X,X
OSLZTIJ,O,X,X,O,X
OSLZTJI,O,X,X,O,X
OSLZITJ,X,X,X,O,X
OSLZIJT,O,X,O,X,X
OSLZJTI,O,X,X,O,X
OSLZJIT,O,X,O,X,X
OSJTILZ,X,X,O,X,X
OSJTIZL,O,X,X,X,X
OSJTLIZ,X,X,O,O,O
OSJTLZI,O,X,X,O,O
OSJTZIL,O,X,X,X,X
OSJTZLI,O,X,X,O,X
OSJITLZ,X,O,O,X,X
OSJITZL,O,O,X,X,X
OSJILTZ,X,O,O,X,X
OSJILZT,X,O,O,X,X
OSJIZTL,O,O,X,X,X
OSJIZLT,O,O,O,X,X
OSJLTIZ,X,X,O,O,O
OSJLTZI,O,X,X,O,O
OSJLITZ,X,X,O,O,O
OSJLIZT,X,X,O,X,X
OSJLZTI,O,X,X,O,X
OSJLZIT,O,X,O,X,X
OSJZTIL,O,O,X,X,X
OSJZTLI,O,X,X,O,X
OSJZITL,O,O,X,X,X
OSJZILT,O,O,O,X,X
OSJZLTI,O,X,X,O,X
OSJZLIT,O,X,O,X,X
OSZTILJ,O,O,X,O,X
OSZTIJL,O,O,X,X,X
OSZTLIJ,O,X,X,O,X
OSZTLJI,O,X,X,O,X
OSZTJIL,O,O,X,X,X
OSZTJLI,O,X,X,O,X
OSZITLJ,O,O,X,O,X
OSZITJL,O,O,X,X,X
OSZILTJ,X,O,X,O,X
OSZILJT,O,O,O,X,X
OSZIJTL,O,O,X,X,X
OSZIJLT,O,O,O,X,X
OSZLTIJ,O,X,X,O,X
OSZLTJI,O,X,X,O,X
OSZLITJ,X,X,X,O,X
OSZLIJT,O,X,O,X,X
OSZLJTI,O,X,X,O,X
OSZLJIT,O,X,O,X,X
OSZJTIL,O,O,X,X,X
OSZJTLI,O,X,X,O,X
OSZJITL,O,O,X,X,X
OSZJILT,O,O,O,X,X
OSZJLTI,O,X,X,O,X
OSZJLIT,O,X,O,X,X
OZTILJS,O,O,X,X,X
OZTILSJ,O,O,X,X,X
OZTIJLS,O,O,X,X,X
OZTIJSL,O,O,X,X,X
OZTISLJ,O,O,X,X,X
OZTISJL,O,O,X,X,X
OZTLIJS,O,O,X,X,O
OZTLISJ,O,O,X,O,X
OZTLJIS,O,O,X,X,O
OZTLJSI,O,X,X,X,O
OZTLSIJ,O,X,X,O,X
OZTLSJI,O,X,X,O,X
OZTJILS,O,O,X,X,X
OZTJISL,O,O,X,X,X
OZTJLIS,O,O,X,X,O
OZTJLSI,O,X,X,X,O
OZTJSIL,O,O,X,X,X
OZTJSLI,O,X,X,X,X
OZTSILJ,O,O,X,O,X
OZTSIJL,O,O,X,X,X
OZTSLIJ,O,X,X,O,X
OZTSLJI,O,X,X,O,X
OZTSJIL,O,O,X,X,X
OZTSJLI,O,X,X,O,X
OZITLJS,O,O,X,X,X
OZITLSJ,O,O,X,X,X
OZITJLS,O,O,X,X,X
OZITJSL,O,O,X,X,X
OZITSLJ,O,O,X,X,X
OZITSJL,O,O,X,X,X
OZILTJS,O,O,X,X,X
OZILTSJ,O,O,X,X,X
OZILJTS,O,O,O,X,X
OZILJST,O,O,O,X,X
OZILSTJ,X,O,X,X,X
OZILSJT,O,O,O,X,X
OZIJTLS,O,O,X,X,X
OZIJTSL,O,O,X,X,X
OZIJLTS,O,O,O,X,X
OZIJLST,O,O,O,X,X
OZIJSTL,O,O,X,X,X
OZIJSLT,O,O,O,X,X
OZISTLJ,O,O,X,X,X
OZISTJL,O,O,X,X,X
OZISLTJ,X,O,X,X,X
OZISLJT,O,O,O,X,X
OZISJTL,O,O,X,X,X
OZISJLT,O,O,O,X,X
OZLTIJS,O,O,X,X,O
OZLTISJ,O,O,X,O,X
OZLTJIS,O,O,X,X,O
OZLTJSI,O,X,X,X,O
OZLTSIJ,O,X,X,O,X
OZLTSJI,O,X,X,O,X
OZLITJS,O,O,X,X,O
OZLITSJ,O,O,X,O,X
OZLIJTS,O,O,O,X,O
OZLIJST,O,O,O,X,X
OZLISTJ,X,O,X,O,X
OZLISJT,O,O,O,X,X
OZLJTIS,O,O,X,X,O
OZLJTSI,O,X,X,X,O
OZLJITS,O,O,O,X,O
OZLJIST,O,O,O,X,X
OZLJSTI,O,X,X,X,X
OZLJSIT,O,X,O,X,X
OZLSTIJ,O,X,X,O,X
OZLSTJI,O,X,X,O,X
OZLSITJ,X,X,X,O,X
OZLSIJT,O,X,O,X,X
OZLSJTI,O,X,X,O,X
OZLSJIT,O,X,O,X,X
OZJTILS,O,O,X,X,X
OZJTISL,O,O,X,X,X
OZJTLIS,O,O,X,X,O
OZJTLSI,O,X,X,X,O
OZJTSIL,O,O,X,X,X
OZJTSLI,O,X,X,X,X
OZJITLS,O,O,X,X,X
OZJITSL,O,O,X,X,X
OZJILTS,O,O,O,X,X
OZJILST,O,O,O,X,X
OZJISTL,O,O,X,X,X
OZJISLT,O,O,O,X,X
OZJLTIS,O,O,X,X,O
OZJLTSI,O,X,X,X,O
OZJLITS,O,O,O,X,O
OZJLIST,O,O,O,X,X
OZJLSTI,O,X,X,X,X
OZJLSIT,O,X,O,X,X
OZJSTIL,O,O,X,X,X
OZJSTLI,O,X,X,X,X
OZJSITL,O,O,X,X,X
OZJSILT,O,O,O,X,X
OZJSLTI,O,X,X,X,X
OZJSLIT,O,X,O,X,X
OZSTILJ,O,O,X,O,X
OZSTIJL,O,O,X,X,X
OZSTLIJ,O,X,X,O,X
OZSTLJI,O,X,X,O,X
OZSTJIL,O,O,X,X,X
OZSTJLI,O,X,X,O,X
OZSITLJ,O,O,X,O,X
OZSITJL,O,O,X,X,X
OZSILTJ,X,O,X,O,X
OZSILJT,O,O,O,X,X
OZSIJTL,O,O,X,X,X
OZSIJLT,O,O,O,X,X
OZSLTIJ,O,X,X,O,X
OZSLTJI,O,X,X,O,X
OZSLITJ,X,X,X,O,X
OZSLIJT,O,X,O,X,X
OZSLJTI,O,X,X,O,X
OZSLJIT,O,X,O,X,X
OZSJTIL,O,O,X,X,X
OZSJTLI,O,X,X,O,X
OZSJITL,O,O,X,X,X
OZSJILT,O,O,O,X,X
OZSJLTI,O,X,X,O,X
OZSJLIT,O,X,O,X,X
