sequence,v115@NhA8HeF8DeE8Je0/IvhFRiBSoB/pBFmBTqBmqB,v115@NhA8HeF8DeE8JeUBJvhFRiBSoB/pBFlBzqBmpB,v115@NhA8HeF8DeE8JeT/IvhFRiBSoB/qBFmB0pBmqB,v115@NhA8HeF8DeE8JeT/IvhFlgBRiBSoB/qBOrB0pB,v115@NhA8HeF8DeE8Jem/IvhFUhBRiBSoBTkBfrBVvB,v115@NhA8HeF8DeE8JeRCJvhFSoBTkB/qBFmB0pBmqB,v115@NhA8HeF8DeE8Jex/IvhFGiBTjB/pBUlBFmByvB,v115@NhA8HeF8DeE8JeOEJvhF8kBRiBSoBFmBXqBzqB
ISLZTJO,O,X,O,O,X,X,O,O
ISLZTOJ,O,X,O,O,X,O,O,O
ISLZJTO,O,X,O,O,X,X,X,O
ISLZJOT,O,X,O,O,X,X,X,O
ISLZOTJ,O,O,O,O,X,O,O,O
ISLZOJT,O,O,O,O,X,X,X,O
ISLOTJZ,O,O,X,X,O,O,X,X
ISLOTZJ,O,O,O,O,O,O,X,O
ISLOJTZ,O,O,X,X,O,O,X,X
ISLOJZT,O,O,X,X,X,X,X,X
ISLOZTJ,O,O,O,O,X,O,O,O
ISLOZJT,O,O,O,O,X,X,X,O
ISJTLZO,O,X,O,O,X,X,X,O
ISJTLOZ,X,X,X,O,X,O,X,X
ISJTZLO,O,X,O,O,X,X,O,O
ISJTZOL,X,X,O,O,X,X,O,O
ISJTOLZ,X,X,X,O,X,O,X,X
ISJTOZL,X,X,X,O,X,X,O,X
ISJLTZO,O,X,O,O,X,X,X,O
ISJLTOZ,X,X,X,O,X,O,X,X
ISJLZTO,O,X,O,O,X,X,X,O
ISJLZOT,O,X,O,O,X,X,X,O
ISJLOTZ,O,O,X,O,X,O,X,X
ISJLOZT,O,O,X,O,X,X,X,X
ISJZTLO,O,X,O,O,X,X,O,O
ISJZTOL,X,X,O,O,X,X,O,O
ISJZLTO,O,X,O,O,X,X,X,O
ISJZLOT,O,X,O,O,X,X,X,O
ISJZOTL,O,X,O,O,X,X,O,O
ISJZOLT,O,X,O,O,X,X,X,O
ISJOTLZ,O,O,X,O,X,O,X,X
ISJOTZL,O,O,X,O,X,X,O,X
ISJOLTZ,O,O,X,O,X,O,X,X
ISJOLZT,O,O,X,O,X,X,X,X
ISJOZTL,O,O,X,O,X,X,O,X
ISJOZLT,O,O,X,O,X,X,X,X
ISZTLJO,O,X,O,O,X,X,O,O
ISZTLOJ,O,X,O,O,X,O,O,O
ISZTJLO,O,X,O,O,X,X,O,O
ISZTJOL,X,X,O,O,X,X,O,O
ISZTOLJ,O,X,O,O,X,O,O,O
ISZTOJL,O,X,O,O,X,X,O,O
ISZLTJO,O,X,O,O,X,X,O,O
ISZLTOJ,O,X,O,O,X,O,O,O
ISZLJTO,O,X,O,O,X,X,X,O
ISZLJOT,O,X,O,O,X,X,X,O
ISZLOTJ,O,O,O,O,X,O,O,O
ISZLOJT,O,O,O,O,X,X,X,O
ISZJTLO,O,X,O,O,X,X,O,O
ISZJTOL,X,X,O,O,X,X,O,O
ISZJLTO,O,X,O,O,X,X,X,O
ISZJLOT,O,X,O,O,X,X,X,O
ISZJOTL,O,X,O,O,X,X,O,O
ISZJOLT,O,X,O,O,X,X,X,O
ISZOTLJ,O,O,O,O,X,O,O,O
ISZOTJL,O,O,O,O,X,X,O,O
ISZOLTJ,O,O,O,O,X,O,O,O
ISZOLJT,O,O,O,O,X,X,X,O
ISZOJTL,O,O,O,O,X,X,O,O
ISZOJLT,O,O,O,O,X,X,X,O
ISOTLJZ,O,O,X,X,O,O,X,X
ISOTLZJ,O,O,O,O,O,O,X,O
ISOTJLZ,O,O,X,X,O,O,X,X
ISOTJZL,O,O,X,X,O,X,O,X
ISOTZLJ,O,O,O,O,O,O,O,O
ISOTZJL,O,O,O,O,O,X,O,O
ISOLTJZ,O,O,X,X,O,O,X,X
ISOLTZJ,O,O,O,O,O,O,X,O
ISOLJTZ,O,O,X,X,O,O,X,X
ISOLJZT,O,O,X,X,X,X,X,X
ISOLZTJ,O,O,O,O,X,O,O,O
ISOLZJT,O,O,O,O,X,X,X,O
ISOJTLZ,O,O,X,X,O,O,X,X
ISOJTZL,O,O,X,X,O,X,O,X
ISOJLTZ,O,O,X,X,O,O,X,X
ISOJLZT,O,O,X,X,X,X,X,X
ISOJZTL,O,O,X,X,X,X,O,X
ISOJZLT,O,O,X,X,X,X,X,X
ISOZTLJ,O,O,O,O,X,O,O,O
ISOZTJL,O,O,O,O,X,X,O,O
ISOZLTJ,O,O,O,O,X,O,O,O
ISOZLJT,O,O,O,O,X,X,X,O
ISOZJTL,O,O,O,O,X,X,O,O
ISOZJLT,O,O,O,O,X,X,X,O
IZTLJSO,X,X,X,O,O,X,X,X
IZTLJOS,X,X,X,O,X,X,X,X
IZTLSJO,O,X,O,O,O,X,X,O
IZTLSOJ,O,X,O,O,O,O,X,O
IZTLOJS,X,X,X,O,O,X,X,X
IZTLOSJ,O,O,O,O,O,X,X,X
IZTJLSO,X,X,X,O,O,X,X,X
IZTJLOS,X,X,X,O,X,X,X,X
IZTJSLO,X,X,X,O,O,X,X,X
IZTJSOL,X,X,X,O,O,X,X,X
IZTJOLS,X,X,X,O,X,X,X,X
IZTJOSL,X,X,X,O,X,X,X,X
IZTSLJO,O,X,O,O,O,X,X,O
IZTSLOJ,O,X,O,O,O,O,X,O
IZTSJLO,O,X,O,O,O,X,X,O
IZTSJOL,X,X,O,O,O,X,X,O
IZTSOLJ,O,X,O,O,O,O,X,O
IZTSOJL,X,X,O,O,O,X,X,O
IZTOLJS,X,X,X,O,O,X,X,X
IZTOLSJ,O,O,O,O,O,X,X,X
IZTOJLS,X,X,X,O,O,X,X,X
IZTOJSL,X,X,X,O,O,X,X,X
IZTOSLJ,O,O,O,O,O,X,X,X
IZTOSJL,O,O,O,O,O,X,X,X
IZLTJSO,X,X,X,O,O,X,X,X
IZLTJOS,X,X,X,O,X,X,X,X
IZLTSJO,O,X,O,O,O,X,X,O
IZLTSOJ,O,X,O,O,O,O,X,O
IZLTOJS,X,X,X,O,O,X,X,X
IZLTOSJ,O,O,O,O,O,X,X,X
IZLJTSO,X,X,X,O,X,X,X,X
IZLJTOS,X,X,X,O,X,X,X,X
IZLJSTO,X,X,O,O,X,X,X,X
IZLJSOT,X,X,O,O,X,X,X,X
IZLJOTS,X,X,X,O,X,X,X,X
IZLJOST,X,O,O,O,X,X,X,X
IZLSTJO,O,X,O,O,X,X,X,O
IZLSTOJ,O,X,O,O,X,O,X,O
IZLSJTO,O,X,O,O,X,X,X,O
IZLSJOT,O,X,O,O,X,X,X,O
IZLSOTJ,O,O,O,O,X,O,X,O
IZLSOJT,O,O,O,O,X,X,X,O
IZLOTJS,X,X,X,O,O,X,X,X
IZLOTSJ,O,O,O,O,O,X,X,X
IZLOJTS,X,X,X,O,O,X,X,X
IZLOJST,X,O,O,O,X,X,X,X
IZLOSTJ,O,O,O,O,X,O,X,X
IZLOSJT,O,O,O,O,X,X,X,X
IZJTLSO,X,X,X,O,X,X,X,X
IZJTLOS,X,X,X,O,X,X,X,X
IZJTSLO,X,X,X,O,X,X,X,X
IZJTSOL,X,X,X,O,X,X,X,X
IZJTOLS,X,X,X,O,X,X,X,X
IZJTOSL,X,X,X,O,X,X,X,X
IZJLTSO,X,X,X,O,X,X,X,X
IZJLTOS,X,X,X,O,X,X,X,X
IZJLSTO,X,X,O,O,X,X,X,X
IZJLSOT,X,X,O,O,X,X,X,X
IZJLOTS,X,X,X,O,X,X,X,X
IZJLOST,X,O,O,O,X,X,X,X
IZJSTLO,X,X,O,O,X,X,X,X
IZJSTOL,X,X,O,O,X,X,X,X
IZJSLTO,X,X,O,O,X,X,X,X
IZJSLOT,X,X,O,O,X,X,X,X
IZJSOTL,X,X,O,O,X,X,X,X
IZJSOLT,X,X,O,O,X,X,X,X
IZJOTLS,X,X,X,O,X,X,X,X
IZJOTSL,X,X,X,O,X,X,X,X
IZJOLTS,X,X,X,O,X,X,X,X
IZJOLST,X,O,O,O,X,X,X,X
IZJOSTL,X,O,O,O,X,X,X,X
IZJOSLT,X,O,O,O,X,X,X,X
IZSTLJO,O,X,O,O,X,X,X,O
IZSTLOJ,O,X,O,O,X,O,X,O
IZSTJLO,O,X,O,O,X,X,X,O
IZSTJOL,X,X,O,O,X,X,X,O
IZSTOLJ,O,X,O,O,X,O,X,O
IZSTOJL,O,X,O,O,X,X,X,O
IZSLTJO,O,X,O,O,X,X,X,O
IZSLTOJ,O,X,O,O,X,O,X,O
IZSLJTO,O,X,O,O,X,X,X,O
IZSLJOT,O,X,O,O,X,X,X,O
IZSLOTJ,O,O,O,O,X,O,X,O
IZSLOJT,O,O,O,O,X,X,X,O
IZSJTLO,O,X,O,O,X,X,X,O
IZSJTOL,X,X,O,O,X,X,X,O
IZSJLTO,O,X,O,O,X,X,X,O
IZSJLOT,O,X,O,O,X,X,X,O
IZSJOTL,O,X,O,O,X,X,X,O
IZSJOLT,O,X,O,O,X,X,X,O
IZSOTLJ,O,O,O,O,X,O,X,O
IZSOTJL,O,O,O,O,X,X,X,O
IZSOLTJ,O,O,O,O,X,O,X,O
IZSOLJT,O,O,O,O,X,X,X,O
IZSOJTL,O,O,O,O,X,X,X,O
IZSOJLT,O,O,O,O,X,X,X,O
IZOTLJS,X,X,X,O,O,X,X,X
IZOTLSJ,O,O,O,O,O,X,X,X
IZOTJLS,X,X,X,O,O,X,X,X
IZOTJSL,X,X,X,O,O,X,X,X
IZOTSLJ,O,O,O,O,O,X,X,X
IZOTSJL,O,O,O,O,O,X,X,X
IZOLTJS,X,X,X,O,O,X,X,X
IZOLTSJ,O,O,O,O,O,X,X,X
IZOLJTS,X,X,X,O,O,X,X,X
IZOLJST,X,O,O,O,X,X,X,X
IZOLSTJ,O,O,O,O,X,O,X,X
IZOLSJT,O,O,O,O,X,X,X,X
IZOJTLS,X,X,X,O,O,X,X,X
IZOJTSL,X,X,X,O,O,X,X,X
IZOJLTS,X,X,X,O,O,X,X,X
IZOJLST,X,O,O,O,X,X,X,X
IZOJSTL,X,O,O,O,X,X,X,X
IZOJSLT,X,O,O,O,X,X,X,X
IZOSTLJ,O,O,O,O,X,O,X,X
IZOSTJL,O,O,O,O,X,X,X,X
IZOSLTJ,O,O,O,O,X,O,X,X
IZOSLJT,O,O,O,O,X,X,X,X
IZOSJTL,O,O,O,O,X,X,X,X
IZOSJLT,O,O,O,O,X,X,X,X
IOTLJSZ,O,X,X,X,O,X,X,X
IOTLJZS,X,X,X,X,O,X,X,X
IOTLSJZ,O,O,X,X,O,O,X,X
IOTLSZJ,O,O,O,X,O,O,X,O
IOTLZJS,X,X,X,X,O,X,X,X
IOTLZSJ,O,O,X,X,O,X,X,X
IOTJLSZ,O,X,X,X,O,X,X,X
IOTJLZS,X,X,X,X,O,X,X,X
IOTJSLZ,O,X,X,X,O,X,X,X
IOTJSZL,O,X,X,X,O,X,O,X
IOTJZLS,X,X,X,X,O,X,X,X
IOTJZSL,X,X,X,X,O,X,X,X
IOTSLJZ,O,O,X,X,O,O,X,X
IOTSLZJ,O,O,O,X,O,O,X,O
IOTSJLZ,O,O,X,X,O,O,X,X
IOTSJZL,O,O,X,X,O,X,O,X
IOTSZLJ,O,O,O,X,O,O,O,O
IOTSZJL,O,O,O,X,O,X,O,O
IOTZLJS,X,X,X,X,O,X,X,X
IOTZLSJ,O,O,X,X,O,X,X,X
IOTZJLS,X,X,X,X,O,X,X,X
IOTZJSL,X,X,X,X,O,X,X,X
IOTZSLJ,O,O,X,X,O,X,X,X
IOTZSJL,O,O,X,X,O,X,X,X
IOLTJSZ,O,X,X,X,O,X,X,X
IOLTJZS,X,X,X,X,O,X,X,X
IOLTSJZ,O,O,X,X,O,O,X,X
IOLTSZJ,O,O,O,X,O,O,X,O
IOLTZJS,X,X,X,X,O,X,X,X
IOLTZSJ,O,O,X,X,O,X,X,X
IOLJTSZ,O,X,X,O,O,X,X,X
IOLJTZS,X,X,X,X,O,X,X,X
IOLJSTZ,O,O,X,O,O,O,X,X
IOLJSZT,O,O,X,O,X,X,X,X
IOLJZTS,X,X,X,O,O,X,X,X
IOLJZST,X,O,X,O,X,X,X,X
IOLSTJZ,O,O,X,X,O,O,X,X
IOLSTZJ,O,O,O,O,O,O,X,O
IOLSJTZ,O,O,X,X,O,O,X,X
IOLSJZT,O,O,X,X,X,X,X,X
IOLSZTJ,O,O,O,O,X,O,X,O
IOLSZJT,O,O,O,O,X,X,X,O
IOLZTJS,X,X,X,O,O,X,X,X
IOLZTSJ,O,O,O,O,O,X,X,X
IOLZJTS,X,X,X,O,O,X,X,X
IOLZJST,X,O,O,O,X,X,X,X
IOLZSTJ,O,O,O,O,X,O,X,X
IOLZSJT,O,O,O,O,X,X,X,X
IOJTLSZ,O,X,X,O,O,X,X,X
IOJTLZS,X,X,X,X,O,X,X,X
IOJTSLZ,O,X,X,O,O,X,X,X
IOJTSZL,O,X,X,O,O,X,O,X
IOJTZLS,X,X,X,X,O,X,X,X
IOJTZSL,X,X,X,X,O,X,X,X
IOJLTSZ,O,X,X,O,O,X,X,X
IOJLTZS,X,X,X,X,O,X,X,X
IOJLSTZ,O,O,X,O,O,O,X,X
IOJLSZT,O,O,X,O,X,X,X,X
IOJLZTS,X,X,X,O,O,X,X,X
IOJLZST,X,O,X,O,X,X,X,X
IOJSTLZ,O,O,X,O,O,O,X,X
IOJSTZL,O,O,X,O,O,X,O,X
IOJSLTZ,O,O,X,O,O,O,X,X
IOJSLZT,O,O,X,O,X,X,X,X
IOJSZTL,O,O,X,O,X,X,O,X
IOJSZLT,O,O,X,O,X,X,X,X
IOJZTLS,X,X,X,O,O,X,X,X
IOJZTSL,X,X,X,O,O,X,X,X
IOJZLTS,X,X,X,O,O,X,X,X
IOJZLST,X,O,X,O,X,X,X,X
IOJZSTL,X,O,X,O,X,X,X,X
IOJZSLT,X,O,X,O,X,X,X,X
IOSTLJZ,O,O,X,X,O,O,X,X
IOSTLZJ,O,O,O,O,O,O,X,O
IOSTJLZ,O,O,X,X,O,O,X,X
IOSTJZL,O,O,X,X,O,X,O,X
IOSTZLJ,O,O,O,O,O,O,O,O
IOSTZJL,O,O,O,O,O,X,O,O
IOSLTJZ,O,O,X,X,O,O,X,X
IOSLTZJ,O,O,O,O,O,O,X,O
IOSLJTZ,O,O,X,X,O,O,X,X
IOSLJZT,O,O,X,X,X,X,X,X
IOSLZTJ,O,O,O,O,X,O,O,O
IOSLZJT,O,O,O,O,X,X,X,O
IOSJTLZ,O,O,X,X,O,O,X,X
IOSJTZL,O,O,X,X,O,X,O,X
IOSJLTZ,O,O,X,X,O,O,X,X
IOSJLZT,O,O,X,X,X,X,X,X
IOSJZTL,O,O,X,X,X,X,O,X
IOSJZLT,O,O,X,X,X,X,X,X
IOSZTLJ,O,O,O,O,X,O,O,O
IOSZTJL,O,O,O,O,X,X,O,O
IOSZLTJ,O,O,O,O,X,O,O,O
IOSZLJT,O,O,O,O,X,X,X,O
IOSZJTL,O,O,O,O,X,X,O,O
IOSZJLT,O,O,O,O,X,X,X,O
IOZTLJS,X,X,X,O,O,X,X,X
IOZTLSJ,O,O,O,O,O,X,X,X
IOZTJLS,X,X,X,O,O,X,X,X
IOZTJSL,X,X,X,O,O,X,X,X
IOZTSLJ,O,O,O,O,O,X,X,X
IOZTSJL,O,O,O,O,O,X,X,X
IOZLTJS,X,X,X,O,O,X,X,X
IOZLTSJ,O,O,O,O,O,X,X,X
IOZLJTS,X,X,X,O,O,X,X,X
IOZLJST,X,O,O,O,X,X,X,X
IOZLSTJ,O,O,O,O,X,O,X,X
IOZLSJT,O,O,O,O,X,X,X,X
IOZJTLS,X,X,X,O,O,X,X,X
IOZJTSL,X,X,X,O,O,X,X,X
IOZJLTS,X,X,X,O,O,X,X,X
IOZJLST,X,O,O,O,X,X,X,X
IOZJSTL,X,O,O,O,X,X,X,X
IOZJSLT,X,O,O,O,X,X,X,X
IOZSTLJ,O,O,O,O,X,O,X,X
IOZSTJL,O,O,O,O,X,X,X,X
IOZSLTJ,O,O,O,O,X,O,X,X
IOZSLJT,O,O,O,O,X,X,X,X
IOZSJTL,O,O,O,O,X,X,X,X
IOZSJLT,O,O,O,O,X,X,X,X
LTIJSZO,O,X,O,O,O,X,X,O
LTIJSOZ,X,X,X,O,O,O,X,X
LTIJZSO,X,X,X,O,O,X,X,X
LTIJZOS,X,X,X,O,X,X,X,X
LTIJOSZ,O,X,X,O,O,X,X,X
LTIJOZS,X,X,X,X,O,X,X,X
LTISJZO,O,X,O,O,O,X,X,O
LTISJOZ,X,X,X,X,O,O,X,X
LTISZJO,O,X,O,O,O,X,X,O
LTISZOJ,O,X,O,O,O,O,X,O
LTISOJZ,O,O,X,X,O,O,X,X
LTISOZJ,O,O,O,O,O,O,X,O
LTIZJSO,X,X,X,O,O,X,X,X
LTIZJOS,X,X,X,O,X,X,X,X
LTIZSJO,O,X,O,O,O,X,X,O
LTIZSOJ,O,X,O,O,O,O,X,O
LTIZOJS,X,X,X,O,O,X,X,X
LTIZOSJ,O,O,O,O,O,X,X,X
LTIOJSZ,O,X,X,X,O,X,X,X
LTIOJZS,X,X,X,X,O,X,X,X
LTIOSJZ,O,O,X,X,O,O,X,X
LTIOSZJ,O,O,O,X,O,O,X,O
LTIOZJS,X,X,X,X,O,X,X,X
LTIOZSJ,O,O,X,X,O,X,X,X
LTJISZO,O,X,O,O,O,X,X,O
LTJISOZ,X,X,X,O,O,O,X,X
LTJIZSO,X,X,X,O,O,X,X,X
LTJIZOS,X,X,X,O,X,X,X,X
LTJIOSZ,O,X,X,O,O,X,X,X
LTJIOZS,X,X,X,X,O,X,X,X
LTJSIZO,O,X,O,O,O,X,X,O
LTJSIOZ,X,X,X,O,O,O,X,X
LTJSZIO,O,X,O,O,O,X,O,O
LTJSZOI,O,X,O,O,O,X,O,O
LTJSOIZ,X,X,X,O,O,O,X,X
LTJSOZI,X,X,X,O,O,O,O,X
LTJZISO,X,X,X,O,O,X,X,X
LTJZIOS,X,X,X,O,X,X,X,X
LTJZSIO,X,X,X,O,O,X,X,X
LTJZSOI,X,X,X,O,O,X,X,X
LTJZOIS,X,X,X,O,X,X,X,X
LTJZOSI,X,X,X,O,X,X,X,X
LTJOISZ,O,X,X,O,O,X,X,X
LTJOIZS,X,X,X,X,O,X,X,X
LTJOSIZ,O,X,X,O,O,X,X,X
LTJOSZI,O,X,X,O,O,X,O,X
LTJOZIS,X,X,X,X,O,X,X,X
LTJOZSI,X,X,X,X,O,X,X,X
LTSIJZO,O,X,O,O,O,X,X,O
LTSIJOZ,X,X,X,X,O,O,X,X
LTSIZJO,O,X,O,O,O,X,X,O
LTSIZOJ,O,X,O,O,O,O,X,O
LTSIOJZ,O,O,X,X,O,O,X,X
LTSIOZJ,O,O,O,O,O,O,X,O
LTSJIZO,O,X,O,O,O,X,X,O
LTSJIOZ,X,X,X,O,O,O,X,X
LTSJZIO,O,X,O,O,O,X,O,O
LTSJZOI,O,X,O,O,O,X,O,O
LTSJOIZ,X,X,X,O,O,O,X,X
LTSJOZI,X,X,X,O,O,O,O,X
LTSZIJO,O,X,O,O,O,X,O,O
LTSZIOJ,O,X,O,O,O,O,O,O
LTSZJIO,O,X,O,O,O,X,O,O
LTSZJOI,O,X,O,O,O,X,O,O
LTSZOIJ,O,X,O,O,O,O,O,O
LTSZOJI,O,X,O,O,O,O,O,O
LTSOIJZ,O,O,X,X,O,O,X,X
LTSOIZJ,O,O,O,O,O,O,X,O
LTSOJIZ,O,O,X,X,O,O,X,X
LTSOJZI,O,O,X,X,O,O,O,X
LTSOZIJ,O,O,O,O,O,O,O,O
LTSOZJI,O,O,O,O,O,O,O,O
LTZIJSO,X,X,X,O,O,X,X,X
LTZIJOS,X,X,X,O,X,X,X,X
LTZISJO,O,X,O,O,O,X,X,O
LTZISOJ,O,X,O,O,O,O,X,O
LTZIOJS,X,X,X,O,O,X,X,X
LTZIOSJ,O,O,O,O,O,X,X,X
LTZJISO,X,X,X,O,O,X,X,X
LTZJIOS,X,X,X,O,X,X,X,X
LTZJSIO,X,X,X,O,O,X,X,X
LTZJSOI,X,X,X,O,O,X,X,X
LTZJOIS,X,X,X,O,X,X,X,X
LTZJOSI,X,X,X,O,X,X,X,X
LTZSIJO,O,X,O,O,O,X,X,O
LTZSIOJ,O,X,O,O,O,O,X,O
LTZSJIO,O,X,O,O,O,X,X,O
LTZSJOI,O,X,O,O,O,X,X,O
LTZSOIJ,O,X,O,O,O,O,X,O
LTZSOJI,O,X,O,O,O,O,X,O
LTZOIJS,X,X,X,O,O,X,X,X
LTZOISJ,O,O,O,O,O,X,X,X
LTZOJIS,X,X,X,O,O,X,X,X
LTZOJSI,X,X,X,O,O,X,X,X
LTZOSIJ,O,O,O,O,O,X,X,X
LTZOSJI,O,O,O,O,O,X,X,X
LTOIJSZ,O,X,X,X,O,X,X,X
LTOIJZS,X,X,X,X,O,X,X,X
LTOISJZ,O,O,X,X,O,O,X,X
LTOISZJ,O,O,O,X,O,O,X,O
LTOIZJS,X,X,X,X,O,X,X,X
LTOIZSJ,O,O,X,X,O,X,X,X
LTOJISZ,O,X,X,X,O,X,X,X
LTOJIZS,X,X,X,X,O,X,X,X
LTOJSIZ,O,X,X,X,O,X,X,X
LTOJSZI,O,X,X,X,O,X,O,X
LTOJZIS,X,X,X,X,O,X,X,X
LTOJZSI,X,X,X,X,O,X,X,X
LTOSIJZ,O,O,X,X,O,O,X,X
LTOSIZJ,O,O,O,X,O,O,X,O
LTOSJIZ,O,O,X,X,O,O,X,X
LTOSJZI,O,O,X,X,O,O,O,X
LTOSZIJ,O,O,O,X,O,O,O,O
LTOSZJI,O,O,O,X,O,O,O,O
LTOZIJS,X,X,X,X,O,X,X,X
LTOZISJ,O,O,X,X,O,X,X,X
LTOZJIS,X,X,X,X,O,X,X,X
LTOZJSI,X,X,X,X,O,X,X,X
LTOZSIJ,O,O,X,X,O,X,X,X
LTOZSJI,O,O,X,X,O,X,X,X
LITJSZO,O,X,O,O,O,X,X,O
LITJSOZ,X,X,X,O,O,O,X,X
LITJZSO,X,X,X,O,O,X,X,X
LITJZOS,X,X,X,O,X,X,X,X
LITJOSZ,O,X,X,O,O,X,X,X
LITJOZS,X,X,X,X,O,X,X,X
LITSJZO,O,X,O,O,O,X,X,O
LITSJOZ,X,X,X,X,O,O,X,X
LITSZJO,O,X,O,O,O,X,X,O
LITSZOJ,O,X,O,O,O,O,X,O
LITSOJZ,O,O,X,X,O,O,X,X
LITSOZJ,O,O,O,O,O,O,X,O
LITZJSO,X,X,X,O,O,X,X,X
LITZJOS,X,X,X,O,X,X,X,X
LITZSJO,O,X,O,O,O,X,X,O
LITZSOJ,O,X,O,O,O,O,X,O
LITZOJS,X,X,X,O,O,X,X,X
LITZOSJ,O,O,O,O,O,X,X,X
LITOJSZ,O,X,X,X,O,X,X,X
LITOJZS,X,X,X,X,O,X,X,X
LITOSJZ,O,O,X,X,O,O,X,X
LITOSZJ,O,O,O,X,O,O,X,O
LITOZJS,X,X,X,X,O,X,X,X
LITOZSJ,O,O,X,X,O,X,X,X
LIJTSZO,O,X,O,O,O,X,X,O
LIJTSOZ,X,X,X,O,O,O,X,X
LIJTZSO,X,X,X,O,O,X,X,X
LIJTZOS,X,X,X,O,X,X,X,X
LIJTOSZ,O,X,X,O,O,X,X,X
LIJTOZS,X,X,X,X,O,X,X,X
LIJSTZO,O,X,O,O,X,X,X,O
LIJSTOZ,X,X,X,O,X,O,X,X
LIJSZTO,O,X,O,O,X,X,X,O
LIJSZOT,O,X,O,O,X,X,X,O
LIJSOTZ,O,O,X,O,X,O,X,X
LIJSOZT,O,O,X,O,X,X,X,X
LIJZTSO,X,X,X,O,X,X,X,X
LIJZTOS,X,X,X,O,X,X,X,X
LIJZSTO,X,X,O,O,X,X,X,X
LIJZSOT,X,X,O,O,X,X,X,X
LIJZOTS,X,X,X,O,X,X,X,X
LIJZOST,X,O,O,O,X,X,X,X
LIJOTSZ,O,X,X,O,O,X,X,X
LIJOTZS,X,X,X,X,O,X,X,X
LIJOSTZ,O,O,X,O,O,O,X,X
LIJOSZT,O,O,X,O,X,X,X,X
LIJOZTS,X,X,X,O,O,X,X,X
LIJOZST,X,O,X,O,X,X,X,X
LISTJZO,O,X,O,O,O,X,X,O
LISTJOZ,X,X,X,X,O,O,X,X
LISTZJO,O,X,O,O,O,X,X,O
LISTZOJ,O,X,O,O,O,O,X,O
LISTOJZ,O,O,X,X,O,O,X,X
LISTOZJ,O,O,O,O,O,O,X,O
LISJTZO,O,X,O,O,X,X,X,O
LISJTOZ,X,X,X,O,X,O,X,X
LISJZTO,O,X,O,O,X,X,X,O
LISJZOT,O,X,O,O,X,X,X,O
LISJOTZ,O,O,X,O,X,O,X,X
LISJOZT,O,O,X,O,X,X,X,X
LISZTJO,O,X,O,O,X,X,X,O
LISZTOJ,O,X,O,O,X,O,X,O
LISZJTO,O,X,O,O,X,X,X,O
LISZJOT,O,X,O,O,X,X,X,O
LISZOTJ,O,O,O,O,X,O,X,O
LISZOJT,O,O,O,O,X,X,X,O
LISOTJZ,O,O,X,X,O,O,X,X
LISOTZJ,O,O,O,O,O,O,X,O
LISOJTZ,O,O,X,X,O,O,X,X
LISOJZT,O,O,X,X,X,X,X,X
LISOZTJ,O,O,O,O,X,O,X,O
LISOZJT,O,O,O,O,X,X,X,O
LIZTJSO,X,X,X,O,O,X,X,X
LIZTJOS,X,X,X,O,X,X,X,X
LIZTSJO,O,X,O,O,O,X,X,O
LIZTSOJ,O,X,O,O,O,O,X,O
LIZTOJS,X,X,X,O,O,X,X,X
LIZTOSJ,O,O,O,O,O,X,X,X
LIZJTSO,X,X,X,O,X,X,X,X
LIZJTOS,X,X,X,O,X,X,X,X
LIZJSTO,X,X,O,O,X,X,X,X
LIZJSOT,X,X,O,O,X,X,X,X
LIZJOTS,X,X,X,O,X,X,X,X
LIZJOST,X,O,O,O,X,X,X,X
LIZSTJO,O,X,O,O,X,X,X,O
LIZSTOJ,O,X,O,O,X,O,X,O
LIZSJTO,O,X,O,O,X,X,X,O
LIZSJOT,O,X,O,O,X,X,X,O
LIZSOTJ,O,O,O,O,X,O,X,O
LIZSOJT,O,O,O,O,X,X,X,O
LIZOTJS,X,X,X,O,O,X,X,X
LIZOTSJ,O,O,O,O,O,X,X,X
LIZOJTS,X,X,X,O,O,X,X,X
LIZOJST,X,O,O,O,X,X,X,X
LIZOSTJ,O,O,O,O,X,O,X,X
LIZOSJT,O,O,O,O,X,X,X,X
LIOTJSZ,O,X,X,X,O,X,X,X
LIOTJZS,X,X,X,X,O,X,X,X
LIOTSJZ,O,O,X,X,O,O,X,X
LIOTSZJ,O,O,O,X,O,O,X,O
LIOTZJS,X,X,X,X,O,X,X,X
LIOTZSJ,O,O,X,X,O,X,X,X
LIOJTSZ,O,X,X,O,O,X,X,X
LIOJTZS,X,X,X,X,O,X,X,X
LIOJSTZ,O,O,X,O,O,O,X,X
LIOJSZT,O,O,X,O,X,X,X,X
LIOJZTS,X,X,X,O,O,X,X,X
LIOJZST,X,O,X,O,X,X,X,X
LIOSTJZ,O,O,X,X,O,O,X,X
LIOSTZJ,O,O,O,O,O,O,X,O
LIOSJTZ,O,O,X,X,O,O,X,X
LIOSJZT,O,O,X,X,X,X,X,X
LIOSZTJ,O,O,O,O,X,O,X,O
LIOSZJT,O,O,O,O,X,X,X,O
LIOZTJS,X,X,X,O,O,X,X,X
LIOZTSJ,O,O,O,O,O,X,X,X
LIOZJTS,X,X,X,O,O,X,X,X
LIOZJST,X,O,O,O,X,X,X,X
LIOZSTJ,O,O,O,O,X,O,X,X
LIOZSJT,O,O,O,O,X,X,X,X
