sequence,v115@HhA8IeC8EeE8DeC8Je0/IvhFxgB6nBTjBtqB3rBmrB,v115@HhA8IeC8EeE8DeC8Je0/IvhFxgBXiBTjBtqBSsB2wB,v115@HhA8IeC8EeE8DeC8Je0/IvhF6lBNmBTjBXnBGnBRwB,v115@HhA8IeC8EeE8DeC8Jex/IvhFihB9nBTjBfsBUrBGqB,v115@HhA8IeC8EeE8DeC8Je0/IvhFxhBTjBdrBWsB6qBXsB,v115@HhA8IeC8EeE8DeC8Je0/IvhFxgB+nBTjBqqB/rBdsB,v115@HhA8IeC8EeE8DeC8Je0/IvhFGjBRmB3nB6qBNrBzrB
ZOJSLTI,O,X,X,X,X,O,X
ZOJSLIT,O,X,X,X,X,O,X
ZOSTILJ,O,O,X,O,X,X,X
ZOSTIJL,O,X,X,O,X,X,X
ZOSTLIJ,O,O,X,O,X,X,X
ZOSTLJI,O,O,X,O,X,X,X
ZOSTJIL,O,X,X,O,O,X,X
ZOSTJLI,O,X,X,O,O,X,X
ZOSITLJ,O,O,O,O,X,X,X
ZOSITJL,O,X,O,O,X,X,X
ZOSILTJ,O,O,O,O,X,X,X
ZOSILJT,O,O,O,X,X,X,X
ZOSIJTL,X,X,O,O,X,X,O
ZOSIJLT,O,X,O,X,X,X,O
ZOSLTIJ,O,O,X,O,X,X,X
ZOSLTJI,O,O,X,O,X,O,X
ZOSLITJ,O,O,O,O,X,X,X
ZOSLIJT,O,O,O,X,X,O,X
ZOSLJTI,O,O,X,X,X,O,X
ZOSLJIT,O,O,X,X,X,O,X
ZOSJTIL,O,X,X,O,O,X,X
ZOSJTLI,O,X,X,O,O,X,X
ZOSJITL,X,X,X,O,X,X,O
ZOSJILT,O,X,X,X,X,X,O
ZOSJLTI,O,X,X,X,X,O,X
ZOSJLIT,O,X,X,X,X,O,X
OTILJSZ,X,O,O,X,X,X,X
OTILJZS,O,O,O,X,X,X,X
OTILSJZ,O,O,O,X,X,X,X
OTILSZJ,O,O,O,X,X,X,X
OTILZJS,O,O,O,X,X,X,X
OTILZSJ,O,O,O,O,X,X,X
OTIJLSZ,X,O,O,X,O,X,X
OTIJLZS,O,O,O,X,O,X,X
OTIJSLZ,O,X,O,X,O,X,X
OTIJSZL,O,X,O,X,O,X,X
OTIJZLS,O,O,O,X,O,X,X
OTIJZSL,O,X,O,O,O,X,X
OTISLJZ,O,O,O,X,X,X,X
OTISLZJ,O,O,O,X,X,X,X
OTISJLZ,O,X,O,X,X,X,X
OTISJZL,O,X,O,X,X,X,X
OTISZLJ,O,O,O,O,X,X,X
OTISZJL,O,X,O,O,X,X,X
OTIZLJS,O,O,O,X,X,X,X
OTIZLSJ,O,O,O,O,X,X,X
OTIZJLS,O,O,O,X,O,X,X
OTIZJSL,O,X,O,O,O,X,X
OTIZSLJ,O,O,O,O,X,X,X
OTIZSJL,O,X,O,O,X,X,X
OTLIJSZ,X,O,X,X,X,X,X
OTLIJZS,O,O,X,X,X,X,X
OTLISJZ,O,O,X,X,X,X,X
OTLISZJ,O,O,X,X,X,X,X
OTLIZJS,O,O,X,X,X,X,X
OTLIZSJ,O,O,X,O,X,X,X
OTLJISZ,X,O,X,X,O,X,X
OTLJIZS,O,O,X,X,O,X,X
OTLJSIZ,O,O,X,X,O,O,X
OTLJSZI,O,O,X,X,O,O,X
OTLJZIS,O,O,X,X,O,X,X
OTLJZSI,O,O,X,X,O,O,X
OTLSIJZ,O,O,X,X,X,X,X
OTLSIZJ,O,O,X,X,X,X,X
OTLSJIZ,O,O,X,X,X,O,X
OTLSJZI,O,O,X,X,X,O,X
OTLSZIJ,O,O,X,O,X,X,X
OTLSZJI,O,O,X,O,X,O,X
OTLZIJS,O,O,X,X,X,X,X
OTLZISJ,O,O,X,O,X,X,X
OTLZJIS,O,O,X,X,O,X,X
OTLZJSI,O,O,X,X,O,O,X
OTLZSIJ,O,O,X,O,X,X,X
OTLZSJI,O,O,X,O,X,O,X
OTJILSZ,X,O,X,X,O,X,X
OTJILZS,O,O,X,X,O,X,X
OTJISLZ,O,X,X,X,O,X,X
OTJISZL,O,X,X,X,O,X,X
OTJIZLS,O,O,X,X,O,X,X
OTJIZSL,O,X,X,O,O,X,X
OTJLISZ,X,O,X,X,O,X,X
OTJLIZS,O,O,X,X,O,X,X
OTJLSIZ,O,O,X,X,O,O,X
OTJLSZI,O,O,X,X,O,O,X
OTJLZIS,O,O,X,X,O,X,X
OTJLZSI,O,O,X,X,O,O,X
OTJSILZ,O,X,X,X,O,X,X
OTJSIZL,O,X,X,X,O,X,X
OTJSLIZ,O,X,X,X,O,O,X
OTJSLZI,O,X,X,X,O,O,X
OTJSZIL,O,X,X,O,O,X,X
OTJSZLI,O,X,X,O,O,X,X
OTJZILS,O,O,X,X,O,X,X
OTJZISL,O,X,X,O,O,X,X
OTJZLIS,O,O,X,X,O,X,X
OTJZLSI,O,O,X,X,O,O,X
OTJZSIL,O,X,X,O,O,X,X
OTJZSLI,O,X,X,O,O,X,X
OTSILJZ,O,O,X,X,X,X,X
OTSILZJ,O,O,X,X,X,X,X
OTSIJLZ,O,X,X,X,X,X,X
OTSIJZL,O,X,X,X,X,X,X
OTSIZLJ,O,O,X,O,X,X,X
OTSIZJL,O,X,X,O,X,X,X
OTSLIJZ,O,O,X,X,X,X,X
OTSLIZJ,O,O,X,X,X,X,X
OTSLJIZ,O,O,X,X,X,O,X
OTSLJZI,O,O,X,X,X,O,X
OTSLZIJ,O,O,X,O,X,X,X
OTSLZJI,O,O,X,O,X,O,X
OTSJILZ,O,X,X,X,O,X,X
OTSJIZL,O,X,X,X,O,X,X
OTSJLIZ,O,X,X,X,O,O,X
OTSJLZI,O,X,X,X,O,O,X
OTSJZIL,O,X,X,O,O,X,X
OTSJZLI,O,X,X,O,O,X,X
OTSZILJ,O,O,X,O,X,X,X
OTSZIJL,O,X,X,O,X,X,X
OTSZLIJ,O,O,X,O,X,X,X
OTSZLJI,O,O,X,O,X,X,X
OTSZJIL,O,X,X,O,O,X,X
OTSZJLI,O,X,X,O,O,X,X
OTZILJS,O,O,O,X,X,X,X
OTZILSJ,O,O,O,O,X,X,X
OTZIJLS,O,O,O,X,O,X,X
OTZIJSL,O,X,O,O,O,X,X
OTZISLJ,O,O,O,O,X,X,X
OTZISJL,O,X,O,O,X,X,X
OTZLIJS,O,O,O,X,X,X,X
OTZLISJ,O,O,O,O,X,X,X
OTZLJIS,O,O,X,X,O,X,X
OTZLJSI,O,O,X,X,O,O,X
OTZLSIJ,O,O,X,O,X,X,X
OTZLSJI,O,O,X,O,X,O,X
OTZJILS,O,O,X,X,O,X,X
OTZJISL,O,X,X,O,O,X,X
OTZJLIS,O,O,X,X,O,X,X
OTZJLSI,O,O,X,X,O,O,X
OTZJSIL,O,X,X,O,O,X,X
OTZJSLI,O,X,X,O,O,X,X
OTZSILJ,O,O,X,O,X,X,X
OTZSIJL,O,X,X,O,X,X,X
OTZSLIJ,O,O,X,O,X,X,X
OTZSLJI,O,O,X,O,X,X,X
OTZSJIL,O,X,X,O,O,X,X
OTZSJLI,O,X,X,O,O,X,X
OITLJSZ,X,O,O,X,X,X,X
OITLJZS,O,O,O,X,X,X,X
OITLSJZ,O,O,O,X,X,X,X
OITLSZJ,O,O,O,X,X,X,X
OITLZJS,O,O,O,X,X,X,X
OITLZSJ,O,O,O,O,X,X,X
OITJLSZ,X,O,O,X,O,X,X
OITJLZS,O,O,O,X,O,X,X
OITJSLZ,O,X,O,X,O,X,X
OITJSZL,O,X,O,X,O,X,X
OITJZLS,O,O,O,X,O,X,X
OITJZSL,O,X,O,O,O,X,X
OITSLJZ,O,O,O,X,X,X,X
OITSLZJ,O,O,O,X,X,X,X
OITSJLZ,O,X,O,X,X,X,X
OITSJZL,O,X,O,X,X,X,X
OITSZLJ,O,O,O,O,X,X,X
OITSZJL,O,X,O,O,X,X,X
OITZLJS,O,O,O,X,X,X,X
OITZLSJ,O,O,O,O,X,X,X
OITZJLS,O,O,O,X,O,X,X
OITZJSL,O,X,O,O,O,X,X
OITZSLJ,O,O,O,O,X,X,X
OITZSJL,O,X,O,O,X,X,X
OILTJSZ,X,O,O,X,X,X,X
OILTJZS,O,O,O,X,X,X,X
OILTSJZ,O,O,O,X,X,X,X
OILTSZJ,O,O,O,X,X,X,X
OILTZJS,O,O,O,X,X,X,X
OILTZSJ,O,O,O,O,X,X,X
OILJTSZ,X,X,O,X,X,X,X
OILJTZS,X,X,O,X,X,X,X
OILJSTZ,X,X,O,X,X,O,X
OILJSZT,X,X,O,X,X,O,X
OILJZTS,X,X,O,X,X,X,X
OILJZST,X,X,O,X,X,O,X
OILSTJZ,O,O,O,X,X,X,X
OILSTZJ,O,O,O,X,X,X,X
OILSJTZ,X,X,O,X,X,O,X
OILSJZT,X,O,O,X,X,O,X
OILSZTJ,O,O,O,X,X,X,X
OILSZJT,O,O,O,X,X,O,X
OILZTJS,O,O,O,X,X,X,X
OILZTSJ,O,O,O,O,X,X,X
OILZJTS,O,X,O,X,X,X,X
OILZJST,O,O,O,X,X,O,X
OILZSTJ,O,O,O,O,X,X,X
OILZSJT,O,O,O,X,X,O,X
OIJTLSZ,X,X,O,X,O,X,X
OIJTLZS,X,X,O,X,O,X,X
OIJTSLZ,X,X,O,X,O,X,X
OIJTSZL,X,X,O,X,O,X,X
OIJTZLS,X,X,O,X,O,X,X
OIJTZSL,X,X,O,O,O,X,X
OIJLTSZ,X,X,O,X,O,X,X
OIJLTZS,X,X,O,X,O,X,X
OIJLSTZ,X,X,O,X,X,O,X
OIJLSZT,X,X,O,X,X,O,X
OIJLZTS,X,X,O,X,X,X,X
OIJLZST,X,X,O,X,X,O,X
OIJSTLZ,X,X,O,X,O,X,X
OIJSTZL,X,X,O,X,O,X,X
OIJSLTZ,X,X,O,X,X,O,X
OIJSLZT,X,X,O,X,X,O,X
OIJSZTL,X,X,O,X,X,X,X
OIJSZLT,X,X,O,X,X,X,X
OIJZTLS,X,X,O,X,O,X,X
OIJZTSL,X,X,O,O,O,X,X
OIJZLTS,X,X,O,X,X,X,X
OIJZLST,X,X,O,X,X,O,X
OIJZSTL,X,X,O,O,X,X,X
OIJZSLT,X,X,O,X,X,X,X
OISTLJZ,O,X,O,X,X,X,X
OISTLZJ,O,X,O,X,X,X,X
OISTJLZ,O,X,O,X,X,X,X
OISTJZL,O,X,O,X,X,X,X
OISTZLJ,O,X,O,O,X,X,X
OISTZJL,O,X,O,O,X,X,X
OISLTJZ,O,X,O,X,X,X,X
OISLTZJ,O,X,O,X,X,X,X
OISLJTZ,X,X,O,X,X,O,X
OISLJZT,X,X,O,X,X,O,X
OISLZTJ,O,X,O,X,X,X,X
OISLZJT,O,X,O,X,X,O,X
OISJTLZ,X,X,O,X,X,X,X
OISJTZL,X,X,O,X,X,X,X
OISJLTZ,X,X,O,X,X,O,X
OISJLZT,X,X,O,X,X,O,X
OISJZTL,X,X,O,X,X,X,X
OISJZLT,X,X,O,X,X,X,X
OISZTLJ,O,X,O,O,X,X,X
OISZTJL,O,X,O,O,X,X,X
OISZLTJ,O,X,O,O,X,X,X
OISZLJT,O,X,O,X,X,X,X
OISZJTL,X,X,O,O,X,X,X
OISZJLT,O,X,O,X,X,X,X
OIZTLJS,O,O,O,X,X,X,X
OIZTLSJ,O,O,O,O,X,X,X
OIZTJLS,O,O,O,X,O,X,X
OIZTJSL,O,X,O,O,O,X,X
OIZTSLJ,O,O,O,O,X,X,X
OIZTSJL,O,X,O,O,X,X,X
OIZLTJS,O,O,O,X,X,X,X
OIZLTSJ,O,O,O,O,X,X,X
OIZLJTS,O,X,O,X,X,X,X
OIZLJST,O,O,O,X,X,O,X
OIZLSTJ,O,O,O,O,X,X,X
OIZLSJT,O,O,O,X,X,O,X
OIZJTLS,O,O,O,X,O,X,X
OIZJTSL,O,X,O,O,O,X,X
OIZJLTS,O,X,O,X,X,X,X
OIZJLST,O,O,O,X,X,O,X
OIZJSTL,X,X,O,O,X,X,X
OIZJSLT,O,X,O,X,X,X,X
OIZSTLJ,O,O,O,O,X,X,X
OIZSTJL,O,X,O,O,X,X,X
OIZSLTJ,O,O,O,O,X,X,X
OIZSLJT,O,O,O,X,X,X,X
OIZSJTL,X,X,O,O,X,X,X
OIZSJLT,O,X,O,X,X,X,X
OLTIJSZ,X,O,X,X,X,X,X
OLTIJZS,O,O,X,X,X,X,X
OLTISJZ,O,O,X,X,X,X,X
OLTISZJ,O,O,X,X,X,X,X
OLTIZJS,O,O,X,X,X,X,X
OLTIZSJ,O,O,X,O,X,X,X
OLTJISZ,X,O,X,X,O,X,X
OLTJIZS,O,O,X,X,O,X,X
OLTJSIZ,O,O,X,X,O,O,X
OLTJSZI,O,O,X,X,O,O,X
OLTJZIS,O,O,X,X,O,X,X
OLTJZSI,O,O,X,X,O,O,X
OLTSIJZ,O,O,X,X,X,X,X
OLTSIZJ,O,O,X,X,X,X,X
OLTSJIZ,O,O,X,X,X,O,X
OLTSJZI,O,O,X,X,X,O,X
OLTSZIJ,O,O,X,O,X,X,X
OLTSZJI,O,O,X,O,X,O,X
OLTZIJS,O,O,X,X,X,X,X
OLTZISJ,O,O,X,O,X,X,X
OLTZJIS,O,O,X,X,O,X,X
OLTZJSI,O,O,X,X,O,O,X
OLTZSIJ,O,O,X,O,X,X,X
OLTZSJI,O,O,X,O,X,O,X
OLITJSZ,X,O,O,X,X,X,X
OLITJZS,O,O,O,X,X,X,X
OLITSJZ,O,O,O,X,X,X,X
OLITSZJ,O,O,O,X,X,X,X
OLITZJS,O,O,O,X,X,X,X
OLITZSJ,O,O,O,O,X,X,X
OLIJTSZ,X,X,O,X,X,X,X
OLIJTZS,X,X,O,X,X,X,X
OLIJSTZ,X,X,O,X,X,O,X
OLIJSZT,X,X,O,X,X,O,X
OLIJZTS,X,X,O,X,X,X,X
OLIJZST,X,X,O,X,X,O,X
OLISTJZ,O,O,O,X,X,X,X
OLISTZJ,O,O,O,X,X,X,X
OLISJTZ,X,X,O,X,X,O,X
OLISJZT,X,O,O,X,X,O,X
OLISZTJ,O,O,O,X,X,X,X
OLISZJT,O,O,O,X,X,O,X
OLIZTJS,O,O,O,X,X,X,X
OLIZTSJ,O,O,O,O,X,X,X
OLIZJTS,O,X,O,X,X,X,X
OLIZJST,O,O,O,X,X,O,X
OLIZSTJ,O,O,O,O,X,X,X
OLIZSJT,O,O,O,X,X,O,X
OLJTISZ,X,O,X,X,O,X,X
OLJTIZS,O,O,X,X,O,X,X
OLJTSIZ,O,O,X,X,O,O,X
OLJTSZI,O,O,X,X,O,O,X
OLJTZIS,O,O,X,X,O,X,X
OLJTZSI,O,O,X,X,O,O,X
OLJITSZ,X,X,X,X,O,X,X
OLJITZS,X,X,X,X,O,X,X
OLJISTZ,X,X,X,X,X,O,X
OLJISZT,X,X,X,X,X,O,X
OLJIZTS,X,X,X,X,X,X,X
OLJIZST,X,X,X,X,X,O,X
OLJSTIZ,O,O,X,X,X,O,X
OLJSTZI,O,O,X,X,X,O,X
OLJSITZ,X,X,X,X,X,O,X
OLJSIZT,X,O,X,X,X,O,X
OLJSZTI,O,O,X,X,X,O,X
OLJSZIT,O,O,X,X,X,O,X
OLJZTIS,O,O,X,X,O,X,X
OLJZTSI,O,O,X,X,O,O,X
OLJZITS,O,X,X,X,X,X,X
OLJZIST,O,O,X,X,X,O,X
OLJZSTI,O,O,X,X,X,O,X
OLJZSIT,O,O,X,X,X,O,X
OLSTIJZ,O,O,X,X,X,X,X
OLSTIZJ,O,O,X,X,X,X,X
OLSTJIZ,O,O,X,X,X,O,X
OLSTJZI,O,O,X,X,X,O,X
OLSTZIJ,O,O,X,O,X,X,X
OLSTZJI,O,O,X,O,X,O,X
OLSITJZ,O,O,X,X,X,X,X
OLSITZJ,O,O,X,X,X,X,X
OLSIJTZ,X,X,X,X,X,O,X
OLSIJZT,X,O,X,X,X,O,X
OLSIZTJ,O,O,X,X,X,X,X
OLSIZJT,O,O,X,X,X,O,X
OLSJTIZ,O,O,X,X,X,O,X
OLSJTZI,O,O,X,X,X,O,X
OLSJITZ,X,X,X,X,X,O,X
OLSJIZT,X,O,X,X,X,O,X
OLSJZTI,O,O,X,X,X,O,X
OLSJZIT,O,O,X,X,X,O,X
OLSZTIJ,O,O,X,O,X,X,X
OLSZTJI,O,O,X,O,X,O,X
OLSZITJ,O,O,X,O,X,X,X
OLSZIJT,O,O,X,X,X,O,X
OLSZJTI,O,O,X,X,X,O,X
OLSZJIT,O,O,X,X,X,O,X
OLZTIJS,O,O,O,X,X,X,X
OLZTISJ,O,O,O,O,X,X,X
OLZTJIS,O,O,X,X,O,X,X
OLZTJSI,O,O,X,X,O,O,X
OLZTSIJ,O,O,X,O,X,X,X
OLZTSJI,O,O,X,O,X,O,X
OLZITJS,O,O,O,X,X,X,X
OLZITSJ,O,O,O,O,X,X,X
OLZIJTS,O,X,O,X,X,X,X
OLZIJST,O,O,O,X,X,O,X
OLZISTJ,O,O,O,O,X,X,X
OLZISJT,O,O,O,X,X,O,X
OLZJTIS,O,O,X,X,O,X,X
OLZJTSI,O,O,X,X,O,O,X
OLZJITS,O,X,O,X,X,X,X
OLZJIST,O,O,O,X,X,O,X
OLZJSTI,O,O,X,X,X,O,X
OLZJSIT,O,O,X,X,X,O,X
OLZSTIJ,O,O,X,O,X,X,X
OLZSTJI,O,O,X,O,X,O,X
OLZSITJ,O,O,O,O,X,X,X
OLZSIJT,O,O,O,X,X,O,X
OLZSJTI,O,O,X,X,X,O,X
OLZSJIT,O,O,X,X,X,O,X
OJTILSZ,X,O,X,X,O,X,X
OJTILZS,O,O,X,X,O,X,X
OJTISLZ,O,X,X,X,O,X,X
OJTISZL,O,X,X,X,O,X,X
OJTIZLS,O,O,X,X,O,X,X
OJTIZSL,O,X,X,O,O,X,X
OJTLISZ,X,O,X,X,O,X,X
OJTLIZS,O,O,X,X,O,X,X
OJTLSIZ,O,O,X,X,O,O,X
OJTLSZI,O,O,X,X,O,O,X
OJTLZIS,O,O,X,X,O,X,X
OJTLZSI,O,O,X,X,O,O,X
OJTSILZ,O,X,X,X,O,X,X
OJTSIZL,O,X,X,X,O,X,X
OJTSLIZ,O,X,X,X,O,O,X
OJTSLZI,O,X,X,X,O,O,X
OJTSZIL,O,X,X,O,O,X,X
OJTSZLI,O,X,X,O,O,X,X
OJTZILS,O,O,X,X,O,X,X
OJTZISL,O,X,X,O,O,X,X
OJTZLIS,O,O,X,X,O,X,X
OJTZLSI,O,O,X,X,O,O,X
OJTZSIL,O,X,X,O,O,X,X
OJTZSLI,O,X,X,O,O,X,X
OJITLSZ,X,X,O,X,O,X,X
OJITLZS,X,X,O,X,O,X,X
OJITSLZ,X,X,O,X,O,X,X
OJITSZL,X,X,O,X,O,X,X
OJITZLS,X,X,O,X,O,X,X
OJITZSL,X,X,O,O,O,X,X
OJILTSZ,X,X,O,X,O,X,X
OJILTZS,X,X,O,X,O,X,X
OJILSTZ,X,X,O,X,X,O,X
OJILSZT,X,X,O,X,X,O,X
OJILZTS,X,X,O,X,X,X,X
OJILZST,X,X,O,X,X,O,X
OJISTLZ,X,X,O,X,O,X,X
OJISTZL,X,X,O,X,O,X,X
OJISLTZ,X,X,O,X,X,O,X
OJISLZT,X,X,O,X,X,O,X
OJISZTL,X,X,O,X,X,X,X
OJISZLT,X,X,O,X,X,X,X
OJIZTLS,X,X,O,X,O,X,X
OJIZTSL,X,X,O,O,O,X,X
OJIZLTS,X,X,O,X,X,X,X
OJIZLST,X,X,O,X,X,O,X
OJIZSTL,X,X,O,O,X,X,X
OJIZSLT,X,X,O,X,X,X,X
OJLTISZ,X,O,X,X,O,X,X
OJLTIZS,O,O,X,X,O,X,X
OJLTSIZ,O,O,X,X,O,O,X
OJLTSZI,O,O,X,X,O,O,X
OJLTZIS,O,O,X,X,O,X,X
OJLTZSI,O,O,X,X,O,O,X
OJLITSZ,X,X,X,X,O,X,X
OJLITZS,X,X,X,X,O,X,X
OJLISTZ,X,X,X,X,X,O,X
OJLISZT,X,X,X,X,X,O,X
OJLIZTS,X,X,X,X,X,X,X
OJLIZST,X,X,X,X,X,O,X
OJLSTIZ,O,O,X,X,X,O,X
OJLSTZI,O,O,X,X,X,O,X
OJLSITZ,X,X,X,X,X,O,X
OJLSIZT,X,O,X,X,X,O,X
OJLSZTI,O,O,X,X,X,O,X
OJLSZIT,O,O,X,X,X,O,X
OJLZTIS,O,O,X,X,O,X,X
OJLZTSI,O,O,X,X,O,O,X
OJLZITS,O,X,X,X,X,X,X
OJLZIST,O,O,X,X,X,O,X
OJLZSTI,O,O,X,X,X,O,X
OJLZSIT,O,O,X,X,X,O,X
OJSTILZ,O,X,X,X,O,X,X
OJSTIZL,O,X,X,X,O,X,X
OJSTLIZ,O,X,X,X,O,O,X
OJSTLZI,O,X,X,X,O,O,X
OJSTZIL,O,X,X,O,O,X,X
OJSTZLI,O,X,X,O,O,X,X
OJSITLZ,X,X,X,X,O,X,X
OJSITZL,X,X,X,X,O,X,X
OJSILTZ,X,X,X,X,X,O,X
OJSILZT,X,X,X,X,X,O,X
OJSIZTL,X,X,X,X,X,X,O
OJSIZLT,X,X,X,X,X,X,O
OJSLTIZ,O,X,X,X,X,O,X
OJSLTZI,O,X,X,X,X,O,X
OJSLITZ,X,X,X,X,X,O,X
OJSLIZT,X,X,X,X,X,O,X
OJSLZTI,O,X,X,X,X,O,X
OJSLZIT,O,X,X,X,X,O,X
OJSZTIL,O,X,X,O,O,X,X
OJSZTLI,O,X,X,O,O,X,X
OJSZITL,X,X,X,O,X,X,O
OJSZILT,O,X,X,X,X,X,O
OJSZLTI,O,X,X,X,X,O,X
OJSZLIT,O,X,X,X,X,O,X
OJZTILS,O,O,X,X,O,X,X
OJZTISL,O,X,X,O,O,X,X
OJZTLIS,O,O,X,X,O,X,X
OJZTLSI,O,O,X,X,O,O,X
OJZTSIL,O,X,X,O,O,X,X
OJZTSLI,O,X,X,O,O,X,X
OJZITLS,O,O,O,X,O,X,X
OJZITSL,O,X,O,O,O,X,X
OJZILTS,O,X,O,X,X,X,X
OJZILST,O,O,O,X,X,O,X
OJZISTL,X,X,O,O,X,X,X
OJZISLT,O,X,O,X,X,X,X
OJZLTIS,O,O,X,X,O,X,X
OJZLTSI,O,O,X,X,O,O,X
OJZLITS,O,X,O,X,X,X,X
OJZLIST,O,O,O,X,X,O,X
OJZLSTI,O,O,X,X,X,O,X
OJZLSIT,O,O,X,X,X,O,X
OJZSTIL,O,X,X,O,O,X,X
OJZSTLI,O,X,X,O,O,X,X
OJZSITL,X,X,X,O,X,X,O
OJZSILT,O,X,X,X,X,X,O
OJZSLTI,O,X,X,X,X,O,X
OJZSLIT,O,X,X,X,X,O,X
OSTILJZ,O,O,X,X,X,X,X
OSTILZJ,O,O,X,X,X,X,X
OSTIJLZ,O,X,X,X,X,X,X
OSTIJZL,O,X,X,X,X,X,X
OSTIZLJ,O,O,X,O,X,X,X
OSTIZJL,O,X,X,O,X,X,X
OSTLIJZ,O,O,X,X,X,X,X
OSTLIZJ,O,O,X,X,X,X,X
OSTLJIZ,O,O,X,X,X,O,X
OSTLJZI,O,O,X,X,X,O,X
OSTLZIJ,O,O,X,O,X,X,X
OSTLZJI,O,O,X,O,X,O,X
OSTJILZ,O,X,X,X,O,X,X
OSTJIZL,O,X,X,X,O,X,X
OSTJLIZ,O,X,X,X,O,O,X
OSTJLZI,O,X,X,X,O,O,X
OSTJZIL,O,X,X,O,O,X,X
OSTJZLI,O,X,X,O,O,X,X
OSTZILJ,O,O,X,O,X,X,X
OSTZIJL,O,X,X,O,X,X,X
OSTZLIJ,O,O,X,O,X,X,X
OSTZLJI,O,O,X,O,X,X,X
OSTZJIL,O,X,X,O,O,X,X
OSTZJLI,O,X,X,O,O,X,X
OSITLJZ,O,X,O,X,X,X,X
OSITLZJ,O,X,O,X,X,X,X
OSITJLZ,O,X,O,X,X,X,X
OSITJZL,O,X,O,X,X,X,X
OSITZLJ,O,X,O,O,X,X,X
OSITZJL,O,X,O,O,X,X,X
OSILTJZ,O,X,O,X,X,X,X
OSILTZJ,O,X,O,X,X,X,X
OSILJTZ,X,X,O,X,X,O,X
OSILJZT,X,X,O,X,X,O,X
OSILZTJ,O,X,O,X,X,X,X
OSILZJT,O,X,O,X,X,O,X
OSIJTLZ,X,X,O,X,X,X,X
OSIJTZL,X,X,O,X,X,X,X
OSIJLTZ,X,X,O,X,X,O,X
OSIJLZT,X,X,O,X,X,O,X
OSIJZTL,X,X,O,X,X,X,O
OSIJZLT,X,X,O,X,X,X,O
OSIZTLJ,O,X,O,O,X,X,X
OSIZTJL,O,X,O,O,X,X,X
OSIZLTJ,O,X,O,O,X,X,X
OSIZLJT,O,X,O,X,X,X,X
OSIZJTL,X,X,O,O,X,X,O
OSIZJLT,O,X,O,X,X,X,O
OSLTIJZ,O,O,X,X,X,X,X
OSLTIZJ,O,O,X,X,X,X,X
OSLTJIZ,O,O,X,X,X,O,X
OSLTJZI,O,O,X,X,X,O,X
OSLTZIJ,O,O,X,O,X,X,X
OSLTZJI,O,O,X,O,X,O,X
OSLITJZ,O,O,X,X,X,X,X
OSLITZJ,O,O,X,X,X,X,X
OSLIJTZ,X,X,X,X,X,O,X
OSLIJZT,X,O,X,X,X,O,X
OSLIZTJ,O,O,X,X,X,X,X
OSLIZJT,O,O,X,X,X,O,X
OSLJTIZ,O,O,X,X,X,O,X
OSLJTZI,O,O,X,X,X,O,X
OSLJITZ,X,X,X,X,X,O,X
OSLJIZT,X,O,X,X,X,O,X
OSLJZTI,O,O,X,X,X,O,X
OSLJZIT,O,O,X,X,X,O,X
OSLZTIJ,O,O,X,O,X,X,X
OSLZTJI,O,O,X,O,X,O,X
OSLZITJ,O,O,X,O,X,X,X
OSLZIJT,O,O,X,X,X,O,X
OSLZJTI,O,O,X,X,X,O,X
OSLZJIT,O,O,X,X,X,O,X
OSJTILZ,O,X,X,X,O,X,X
OSJTIZL,O,X,X,X,O,X,X
OSJTLIZ,O,X,X,X,O,O,X
OSJTLZI,O,X,X,X,O,O,X
OSJTZIL,O,X,X,O,O,X,X
OSJTZLI,O,X,X,O,O,X,X
OSJITLZ,X,X,X,X,O,X,X
OSJITZL,X,X,X,X,O,X,X
OSJILTZ,X,X,X,X,X,O,X
OSJILZT,X,X,X,X,X,O,X
OSJIZTL,X,X,X,X,X,X,O
OSJIZLT,X,X,X,X,X,X,O
OSJLTIZ,O,X,X,X,X,O,X
OSJLTZI,O,X,X,X,X,O,X
OSJLITZ,X,X,X,X,X,O,X
OSJLIZT,X,X,X,X,X,O,X
OSJLZTI,O,X,X,X,X,O,X
OSJLZIT,O,X,X,X,X,O,X
OSJZTIL,O,X,X,O,O,X,X
OSJZTLI,O,X,X,O,O,X,X
OSJZITL,X,X,X,O,X,X,O
OSJZILT,O,X,X,X,X,X,O
OSJZLTI,O,X,X,X,X,O,X
OSJZLIT,O,X,X,X,X,O,X
OSZTILJ,O,O,X,O,X,X,X
OSZTIJL,O,X,X,O,X,X,X
OSZTLIJ,O,O,X,O,X,X,X
OSZTLJI,O,O,X,O,X,X,X
OSZTJIL,O,X,X,O,O,X,X
OSZTJLI,O,X,X,O,O,X,X
OSZITLJ,O,O,O,O,X,X,X
OSZITJL,O,X,O,O,X,X,X
OSZILTJ,O,O,O,O,X,X,X
OSZILJT,O,O,O,X,X,X,X
OSZIJTL,X,X,O,O,X,X,O
OSZIJLT,O,X,O,X,X,X,O
OSZLTIJ,O,O,X,O,X,X,X
OSZLTJI,O,O,X,O,X,O,X
OSZLITJ,O,O,O,O,X,X,X
OSZLIJT,O,O,O,X,X,O,X
OSZLJTI,O,O,X,X,X,O,X
OSZLJIT,O,O,X,X,X,O,X
OSZJTIL,O,X,X,O,O,X,X
