sequence,v115@PhB8BeB8DeE8DeC8Jem/IvhFChBxiBTkBcsBXrBlrB,v115@PhB8BeB8DeE8DeC8Jex/IvhFmhBCjBTkBcrBXsBlqB,v115@PhB8BeB8DeE8DeC8Jem/IvhFfmBCjBTkBUnBlmBRwB,v115@PhB8BeB8DeE8DeC8JeWGJvhFxiBlkBTnBikBXrB0rB,v115@PhB8BeB8DeE8DeC8JeWGJvhFxiBlkBTnBikB0rBXrB,v115@PhB8BeB8DeE8DeC8Jei/IvhFcmBxiB3kBTnB1wBuqB,v115@PhB8BeB8DeE8DeC8JeKEJvhFzfBFhBxiB3mBcsBWwB,v115@PhB8BeB8DeE8DeC8JeOEJvhF8kBzgBxiBSsBVwBfsB,v115@PhB8BeB8DeE8DeC8Jei/IvhF1mBxiB3kBcsBTrBuqB,v115@PhB8BeB8DeE8DeC8JeWHJvhFxiBlkBUmBikBXsBzqB,v115@PhB8BeB8DeE8DeC8JelBJvhFxkB/rBOsBTkBCoB0qB,v115@PhB8BeB8DeE8DeC8JemAJvhFUiBxkBfsBTkBCoBVwB
LIJTSZO,O,X,X,X,X,X,X,X,X,X,X,O
LIJTSOZ,O,X,X,X,X,X,X,X,X,X,X,X
LIJTZSO,O,X,X,X,X,X,X,X,X,X,X,X
LIJTZOS,O,X,X,X,X,X,X,X,X,X,X,X
LIJTOSZ,O,X,X,X,X,X,X,X,X,X,X,X
LIJTOZS,O,X,X,X,X,X,X,X,X,X,X,X
LIJSTZO,O,X,X,X,X,X,X,X,X,X,O,X
LIJSTOZ,O,X,X,X,X,X,X,X,X,X,O,X
LIJSZTO,O,X,X,X,X,X,X,X,X,X,X,X
LIJSZOT,O,X,O,X,X,X,X,X,X,X,X,X
LIJSOTZ,O,X,O,X,X,X,X,X,X,X,X,X
LIJSOZT,O,X,O,X,X,X,X,X,X,X,X,X
LIJZTSO,O,X,X,X,X,X,X,X,X,X,X,X
LIJZTOS,O,X,X,X,X,X,X,X,X,X,X,X
LIJZSTO,O,X,X,X,X,X,O,X,X,X,X,X
LIJZSOT,O,X,O,X,X,X,O,X,X,X,X,X
LIJZOTS,O,X,O,X,X,X,X,X,X,X,X,X
LIJZOST,O,X,O,X,X,X,O,X,X,X,X,X
LIJOTSZ,O,X,O,X,X,X,X,X,X,X,X,X
LIJOTZS,O,X,O,X,X,X,X,X,X,X,X,X
LIJOSTZ,O,X,O,X,X,X,X,X,X,X,X,X
LIJOSZT,O,X,O,X,X,X,X,X,X,X,X,X
LIJOZTS,O,X,O,X,X,X,X,X,X,X,X,X
LIJOZST,O,X,O,X,X,X,O,X,X,X,X,X
LISTJZO,O,X,X,X,X,X,X,X,X,X,X,X
LISTJOZ,O,X,X,X,X,X,X,X,X,X,X,X
LISTZJO,X,X,X,X,X,X,X,X,X,O,X,X
LISTZOJ,X,X,O,X,X,X,X,X,O,X,X,X
LISTOJZ,O,X,O,X,X,O,X,X,X,X,X,X
LISTOZJ,X,X,O,X,X,O,X,X,X,X,X,X
LISJTZO,O,X,X,X,X,X,X,X,X,X,O,X
LISJTOZ,O,X,X,X,X,X,X,X,X,X,O,X
LISJZTO,O,X,X,X,X,X,X,X,X,X,X,X
LISJZOT,O,X,O,X,X,X,X,X,O,X,X,X
LISJOTZ,O,O,O,X,X,O,X,X,X,X,X,X
LISJOZT,O,O,O,X,X,X,X,X,X,X,X,X
LISZTJO,O,X,X,X,X,X,O,X,X,O,X,X
LISZTOJ,O,X,O,X,X,X,O,X,O,X,X,X
LISZJTO,O,X,X,X,X,X,O,X,X,O,X,X
LISZJOT,O,O,O,X,X,X,O,X,O,X,X,X
LISZOTJ,O,O,O,X,X,O,O,X,O,X,X,X
LISZOJT,O,O,O,X,X,X,O,X,O,X,X,X
LISOTJZ,O,O,O,X,X,O,X,X,X,X,X,X
LISOTZJ,X,O,O,X,X,O,X,X,X,X,X,X
LISOJTZ,O,O,O,X,X,O,X,X,X,X,X,X
LISOJZT,O,O,O,X,X,X,X,X,X,X,X,X
LISOZTJ,O,O,O,X,X,O,O,X,O,X,X,X
LISOZJT,O,O,O,X,X,X,O,X,O,X,X,X
LIZTJSO,O,X,X,X,X,X,X,X,X,X,X,X
LIZTJOS,O,X,X,X,X,X,X,X,X,X,X,X
LIZTSJO,X,X,X,X,X,X,O,X,X,X,X,X
LIZTSOJ,X,X,O,X,X,X,O,X,X,X,X,X
LIZTOJS,O,X,O,X,X,X,X,X,X,X,X,X
LIZTOSJ,X,X,O,X,X,X,O,X,X,X,X,X
LIZJTSO,O,X,X,X,X,X,X,X,X,X,X,X
LIZJTOS,O,X,X,X,X,X,X,X,X,X,X,X
LIZJSTO,O,X,X,X,X,X,O,X,X,X,X,X
LIZJSOT,O,X,O,X,X,X,O,X,X,X,X,X
LIZJOTS,O,X,O,X,X,X,X,X,X,X,X,X
LIZJOST,O,X,O,X,X,X,O,X,X,X,X,X
LIZSTJO,O,X,X,X,X,X,O,X,X,X,X,X
LIZSTOJ,O,X,O,X,X,X,O,X,O,X,X,X
LIZSJTO,O,X,X,X,X,X,O,X,X,X,X,X
LIZSJOT,O,X,O,X,X,X,O,X,O,X,X,X
LIZSOTJ,O,X,O,X,X,X,O,X,O,X,X,X
LIZSOJT,O,X,O,X,X,X,O,X,O,X,X,X
LIZOTJS,O,X,O,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,O,X,X,X,O,X,O,X,X,X
LIZOJTS,O,X,O,X,X,X,X,X,X,X,X,X
LIZOJST,O,X,O,X,X,X,O,X,X,X,X,X
LIZOSTJ,O,X,O,X,X,X,O,X,O,X,X,X
LIZOSJT,O,X,O,X,X,X,O,X,O,X,X,X
LIOTJSZ,O,X,O,O,O,X,X,X,X,X,X,X
LIOTJZS,O,X,O,O,O,X,X,X,X,X,X,X
LIOTSJZ,X,O,O,O,X,O,X,X,X,X,X,X
LIOTSZJ,X,O,O,X,X,O,X,X,X,X,X,X
LIOTZJS,X,X,O,X,O,X,X,X,X,X,X,X
LIOTZSJ,X,X,O,X,X,O,O,X,X,X,X,X
LIOJTSZ,O,X,O,O,O,X,X,X,X,X,X,X
LIOJTZS,O,X,O,O,O,X,X,X,X,X,X,X
LIOJSTZ,O,O,O,X,X,X,X,X,X,X,X,X
LIOJSZT,O,O,O,X,X,X,X,X,X,X,X,X
LIOJZTS,O,X,O,X,X,X,X,X,X,X,X,X
LIOJZST,O,X,O,X,X,X,O,X,X,X,X,X
LIOSTJZ,O,O,O,O,X,O,X,X,X,X,X,X
LIOSTZJ,X,O,O,X,X,O,X,X,X,X,X,X
LIOSJTZ,O,O,O,O,X,O,X,X,X,X,X,X
LIOSJZT,O,O,O,X,X,X,X,X,X,X,X,X
LIOSZTJ,O,O,O,X,X,O,O,X,X,X,X,X
LIOSZJT,O,O,O,X,X,X,O,X,X,X,X,X
LIOZTJS,O,X,O,X,O,X,X,X,X,X,X,X
LIOZTSJ,X,X,O,X,X,X,O,X,X,X,X,X
LIOZJTS,O,X,O,X,O,X,X,X,X,X,X,X
LIOZJST,O,X,O,X,X,X,O,X,X,X,X,X
LIOZSTJ,O,O,O,X,X,X,O,X,X,X,X,X
LIOZSJT,O,O,O,X,X,X,O,X,X,X,X,X
LJTISZO,O,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,O,X,X,X,X,X,X,X,X,X,X,X
LJTIZSO,O,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,O,X,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,O,X,X,X,X,X,X,X,X,X,X,X
LJTIOZS,O,X,X,X,X,X,X,X,X,X,X,X
LJTSIZO,O,X,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,O,X,X,X,X,X,X,X,X,X,X,X
LJTSZIO,O,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,X,X,X,O,X,X,X,X,X,X,X,X
LJTSOZI,X,X,X,O,X,X,X,X,X,X,X,X
LJTZISO,O,X,X,X,X,X,X,X,X,X,X,X
LJTZIOS,O,X,X,X,X,X,X,X,X,X,X,X
LJTZSIO,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,X,X,X,X,O,X,X,X,X,X,X,X
LJTZOSI,X,X,X,X,O,X,X,X,X,X,X,X
LJTOISZ,X,X,X,O,O,X,X,X,X,X,X,X
LJTOIZS,X,X,X,O,O,X,X,X,X,X,X,X
LJTOSIZ,X,X,X,O,O,X,X,X,X,X,X,X
LJTOSZI,X,X,X,O,O,X,X,X,X,X,X,X
LJTOZIS,X,X,X,O,O,X,X,X,X,X,X,X
LJTOZSI,X,X,X,O,O,X,X,X,X,X,X,X
LJITSZO,O,X,X,X,X,X,X,X,X,X,X,X
LJITSOZ,O,X,X,X,X,X,X,X,X,X,X,X
LJITZSO,O,X,X,X,X,X,X,X,X,X,X,X
LJITZOS,O,X,X,X,X,X,X,X,X,X,X,X
LJITOSZ,O,X,X,X,X,X,X,X,X,X,X,X
LJITOZS,O,X,X,X,X,X,X,X,X,X,X,X
LJISTZO,O,X,X,X,X,X,X,X,X,X,O,X
LJISTOZ,O,X,X,X,X,X,X,X,X,X,O,X
LJISZTO,O,X,X,X,X,X,X,X,X,X,X,X
LJISZOT,O,X,O,X,X,X,X,X,X,X,X,X
LJISOTZ,O,X,O,X,X,X,X,X,X,X,X,X
LJISOZT,O,X,O,X,X,X,X,X,X,X,X,X
LJIZTSO,O,X,X,X,X,X,X,X,X,X,X,X
LJIZTOS,O,X,X,X,X,X,X,X,X,X,X,X
LJIZSTO,O,X,X,X,X,X,O,X,X,X,X,X
LJIZSOT,O,X,O,X,X,X,O,X,X,X,X,X
LJIZOTS,O,X,O,X,X,X,X,X,X,X,X,X
LJIZOST,O,X,O,X,X,X,O,X,X,X,X,X
LJIOTSZ,O,X,O,X,X,X,X,X,X,X,X,X
LJIOTZS,O,X,O,X,X,X,X,X,X,X,X,X
LJIOSTZ,O,X,O,X,X,X,X,X,X,X,X,X
LJIOSZT,O,X,O,X,X,X,X,X,X,X,X,X
LJIOZTS,O,X,O,X,X,X,X,X,X,X,X,X
LJIOZST,O,X,O,X,X,X,O,X,X,X,X,X
LJSTIZO,O,X,X,X,X,X,X,X,X,X,O,X
LJSTIOZ,O,X,X,X,X,X,X,X,X,X,O,X
LJSTZIO,O,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,O,X,O,X,X,X,X,X,X,X,X
LJSTOZI,X,X,X,O,X,X,X,X,X,X,X,X
LJSITZO,O,X,X,X,X,X,X,X,X,X,O,X
LJSITOZ,O,X,X,X,X,X,X,X,X,X,O,X
LJSIZTO,O,X,X,X,X,X,X,X,X,X,X,X
LJSIZOT,O,X,O,X,X,X,X,X,X,X,X,X
LJSIOTZ,O,O,O,X,X,X,X,X,X,X,X,X
LJSIOZT,O,O,O,X,X,X,X,X,X,X,X,X
LJSZTIO,O,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,X,O,X,X,X,X,X,X,X,X,X,X
LJSZITO,O,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,O,O,X,X,X,X,X,X,X,X,X,X
LJSZOTI,O,O,O,X,X,X,X,X,X,X,X,X
LJSZOIT,O,O,O,X,X,X,X,X,X,X,X,X
LJSOTIZ,O,O,O,O,X,X,X,X,X,X,X,X
LJSOTZI,O,X,O,O,X,X,X,X,X,X,X,X
LJSOITZ,O,O,O,O,X,X,X,X,X,X,X,X
LJSOIZT,O,O,O,X,X,X,X,X,X,X,X,X
LJSOZTI,O,O,O,X,X,X,X,X,X,X,X,X
LJSOZIT,O,O,O,X,X,X,X,X,X,X,X,X
LJZTISO,O,X,X,X,X,X,X,X,X,X,X,X
LJZTIOS,O,X,X,X,X,X,X,X,X,X,X,X
LJZTSIO,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSOI,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOIS,X,X,X,X,O,X,X,X,X,X,X,X
LJZTOSI,X,X,X,X,O,X,X,X,X,X,X,X
LJZITSO,O,X,X,X,X,X,X,X,X,X,X,X
LJZITOS,O,X,X,X,X,X,X,X,X,X,X,X
LJZISTO,O,X,X,X,X,X,O,X,X,X,X,X
LJZISOT,O,X,X,X,X,X,O,X,X,X,X,X
LJZIOTS,O,X,X,X,X,X,X,X,X,X,X,X
LJZIOST,O,X,X,X,X,X,O,X,X,X,X,X
LJZSTIO,O,X,X,X,X,X,O,X,X,X,X,X
LJZSTOI,X,X,X,X,X,X,O,X,X,X,X,X
LJZSITO,O,X,X,X,X,X,O,X,X,X,X,X
LJZSIOT,O,X,X,X,X,X,O,X,X,X,X,X
LJZSOTI,X,X,O,X,X,X,O,X,X,X,X,X
LJZSOIT,O,X,O,X,X,X,O,X,X,X,X,X
LJZOTIS,O,X,X,X,O,X,X,X,X,X,X,X
LJZOTSI,X,X,O,X,O,X,X,X,X,X,X,X
LJZOITS,O,X,X,X,O,X,X,X,X,X,X,X
LJZOIST,O,X,O,X,X,X,O,X,X,X,X,X
LJZOSTI,X,X,O,X,X,X,O,X,X,X,X,X
LJZOSIT,O,X,O,X,X,X,O,X,X,X,X,X
LJOTISZ,O,X,O,O,O,X,X,X,X,X,X,X
LJOTIZS,O,X,O,O,O,X,X,X,X,X,X,X
LJOTSIZ,O,X,O,O,O,X,X,X,X,X,X,X
LJOTSZI,O,X,O,O,O,X,X,X,X,X,X,X
LJOTZIS,O,X,X,O,O,X,X,X,X,X,X,X
LJOTZSI,X,X,O,O,O,X,X,X,X,X,X,X
LJOITSZ,O,X,O,O,O,X,X,X,X,X,X,X
LJOITZS,O,X,O,O,O,X,X,X,X,X,X,X
LJOISTZ,O,O,O,X,X,X,X,X,X,X,X,X
LJOISZT,O,O,O,X,X,X,X,X,X,X,X,X
LJOIZTS,O,X,O,X,X,X,X,X,X,X,X,X
LJOIZST,O,X,O,X,X,X,O,X,X,X,X,X
LJOSTIZ,O,O,O,X,X,X,X,X,X,X,X,X
LJOSTZI,O,X,O,X,X,X,X,X,X,X,X,X
LJOSITZ,O,O,O,X,X,X,X,X,X,X,X,X
LJOSIZT,O,O,O,X,X,X,X,X,X,X,X,X
LJOSZTI,O,O,O,X,X,X,X,X,X,X,X,X
LJOSZIT,O,O,O,X,X,X,X,X,X,X,X,X
LJOZTIS,O,X,X,X,X,X,X,X,X,X,X,X
LJOZTSI,X,X,O,X,X,X,X,X,X,X,X,X
LJOZITS,O,X,O,X,X,X,X,X,X,X,X,X
LJOZIST,O,X,O,X,X,X,O,X,X,X,X,X
LJOZSTI,O,X,O,X,X,X,O,X,X,X,X,X
LJOZSIT,O,X,O,X,X,X,O,X,X,X,X,X
LSTIJZO,O,X,X,X,X,X,X,X,X,X,X,X
LSTIJOZ,O,X,X,X,X,X,X,X,X,X,X,X
LSTIZJO,X,X,X,X,X,X,X,X,X,O,X,X
LSTIZOJ,X,X,O,X,X,O,X,X,O,X,X,X
LSTIOJZ,O,X,O,X,X,O,X,X,X,X,X,X
LSTIOZJ,X,X,O,X,X,O,X,X,X,X,X,X
LSTJIZO,O,X,X,X,X,X,X,X,X,X,X,X
LSTJIOZ,O,X,X,X,X,X,X,X,X,X,X,X
LSTJZIO,O,X,X,X,X,X,X,X,X,X,X,X
LSTJZOI,X,X,X,X,X,O,X,X,X,X,X,X
LSTJOIZ,X,O,X,O,X,O,X,X,X,X,X,X
LSTJOZI,X,X,X,O,X,O,X,X,X,X,X,X
LSTZIJO,O,X,X,X,X,X,X,X,X,O,X,X
LSTZIOJ,O,X,X,X,X,O,X,X,O,X,X,X
LSTZJIO,O,X,X,X,X,X,X,X,X,O,X,X
LSTZJOI,X,O,X,X,X,O,X,X,X,O,X,X
LSTZOIJ,O,O,X,X,X,O,X,X,O,X,X,X
LSTZOJI,O,O,O,X,X,O,X,X,O,X,X,X
LSTOIJZ,O,O,O,O,X,O,X,X,X,X,X,X
LSTOIZJ,X,O,O,X,X,O,X,X,O,X,X,X
LSTOJIZ,O,O,O,O,X,O,X,X,X,X,X,X
LSTOJZI,O,X,O,O,X,O,X,X,O,X,X,X
LSTOZIJ,O,O,X,X,X,O,X,X,O,X,X,X
LSTOZJI,O,O,O,X,X,O,X,X,O,X,X,X
LSITJZO,O,X,X,X,X,X,X,X,X,X,X,X
LSITJOZ,O,X,X,X,X,X,X,X,X,X,X,X
LSITZJO,X,X,X,X,X,X,X,X,X,O,X,X
LSITZOJ,X,X,O,X,X,O,X,X,O,X,X,X
LSITOJZ,O,X,O,X,X,O,X,X,X,X,X,X
LSITOZJ,X,X,O,X,X,O,X,X,X,X,X,X
LSIJTZO,O,X,X,X,X,X,X,X,X,X,O,X
LSIJTOZ,O,X,X,X,X,X,X,X,X,X,O,X
LSIJZTO,O,X,X,X,X,X,X,X,X,X,X,X
LSIJZOT,O,X,O,X,X,X,X,X,O,X,X,X
LSIJOTZ,O,O,O,X,X,O,X,X,X,X,X,X
LSIJOZT,O,O,O,X,X,X,X,X,X,X,X,X
LSIZTJO,O,X,X,X,X,X,O,X,X,O,X,X
LSIZTOJ,O,X,O,X,X,X,O,X,O,X,X,X
LSIZJTO,O,X,X,X,X,X,O,X,X,O,X,X
LSIZJOT,O,O,O,X,X,X,O,X,O,X,X,X
LSIZOTJ,O,O,O,X,X,O,O,X,O,X,X,X
LSIZOJT,O,O,O,X,X,X,O,X,O,X,X,X
LSIOTJZ,O,O,O,X,X,O,X,X,X,X,X,X
LSIOTZJ,X,O,O,X,X,O,X,X,O,X,X,X
LSIOJTZ,O,O,O,X,X,O,X,X,X,X,X,X
LSIOJZT,O,O,O,X,X,X,X,X,X,X,X,X
LSIOZTJ,O,O,O,X,X,O,O,X,O,X,X,X
LSIOZJT,O,O,O,X,X,X,O,X,O,X,X,X
LSJTIZO,O,X,X,X,X,X,X,X,X,X,O,X
LSJTIOZ,O,X,X,X,X,X,X,X,X,X,O,X
LSJTZIO,O,X,X,X,X,X,X,X,X,X,X,X
LSJTZOI,X,X,X,X,X,O,X,X,X,X,X,X
LSJTOIZ,X,O,X,O,X,O,X,X,X,X,X,X
LSJTOZI,X,X,X,O,X,O,X,X,X,X,X,X
LSJITZO,O,X,X,X,X,X,X,X,X,X,O,X
LSJITOZ,O,X,X,X,X,X,X,X,X,X,O,X
LSJIZTO,O,X,X,X,X,X,X,X,X,X,X,X
LSJIZOT,O,X,O,X,X,X,X,X,O,X,X,X
LSJIOTZ,O,O,O,X,X,O,X,X,X,X,X,X
LSJIOZT,O,O,O,X,X,X,X,X,X,X,X,X
LSJZTIO,O,X,X,X,X,X,X,X,X,X,X,X
LSJZTOI,X,O,X,X,X,X,X,X,X,X,X,X
LSJZITO,O,X,X,X,X,X,X,X,X,X,X,X
LSJZIOT,O,O,X,X,X,X,X,X,O,X,X,X
LSJZOTI,O,O,O,X,X,X,X,X,O,X,X,X
LSJZOIT,O,O,O,X,X,X,X,X,O,X,X,X
LSJOTIZ,O,O,O,O,X,O,X,X,X,X,X,X
LSJOTZI,O,X,O,O,X,O,X,X,O,X,X,X
LSJOITZ,O,O,O,O,X,O,X,X,X,X,X,X
LSJOIZT,O,O,O,X,X,X,X,X,X,X,X,X
LSJOZTI,O,O,O,X,X,X,X,X,O,X,X,X
LSJOZIT,O,O,O,X,X,X,X,X,O,X,X,X
LSZTIJO,O,X,X,X,X,X,O,X,X,O,X,X
LSZTIOJ,O,X,X,X,X,O,O,X,O,X,X,X
LSZTJIO,O,X,X,X,X,X,O,X,X,O,X,X
LSZTJOI,X,O,X,X,X,O,O,X,X,O,X,X
LSZTOIJ,O,O,X,X,X,O,O,X,O,X,X,X
LSZTOJI,O,O,O,X,X,O,O,X,O,X,X,X
LSZITJO,O,X,X,X,X,X,O,X,X,O,X,X
LSZITOJ,O,X,O,X,X,X,O,X,O,X,X,X
LSZIJTO,O,X,X,X,X,X,O,X,X,O,X,X
LSZIJOT,O,O,O,X,X,X,O,X,O,X,X,X
LSZIOTJ,O,O,O,X,X,O,O,X,O,X,X,X
LSZIOJT,O,O,O,X,X,X,O,X,O,X,X,X
LSZJTIO,O,X,X,X,X,X,O,X,X,O,X,X
LSZJTOI,X,O,X,X,X,X,O,X,X,O,X,X
LSZJITO,O,X,X,X,X,X,O,X,X,O,X,X
LSZJIOT,O,O,X,X,X,X,O,X,O,X,X,X
LSZJOTI,O,O,O,X,X,X,O,X,O,X,X,X
LSZJOIT,O,O,O,X,X,X,O,X,O,X,X,X
LSZOTIJ,O,O,X,X,X,O,O,X,O,X,X,X
LSZOTJI,O,O,O,X,X,O,O,X,O,X,X,X
LSZOITJ,O,O,O,X,X,O,O,X,O,X,X,X
LSZOIJT,O,O,O,X,X,X,O,X,O,X,X,X
LSZOJTI,O,O,O,X,X,X,O,X,O,X,X,X
LSZOJIT,O,O,O,X,X,X,O,X,O,X,X,X
LSOTIJZ,O,O,O,O,X,O,X,X,X,X,X,X
LSOTIZJ,X,O,O,X,X,O,X,X,O,X,X,X
LSOTJIZ,O,O,O,O,X,O,X,X,X,X,X,X
LSOTJZI,O,X,O,O,X,O,X,X,O,X,X,X
LSOTZIJ,O,O,X,X,X,O,X,X,O,X,X,X
LSOTZJI,O,O,O,X,X,O,X,X,O,X,X,X
LSOITJZ,O,O,O,O,X,O,X,X,X,X,X,X
LSOITZJ,X,O,O,X,X,O,X,X,O,X,X,X
LSOIJTZ,O,O,O,O,X,O,X,X,X,X,X,X
LSOIJZT,O,O,O,X,X,X,X,X,X,X,X,X
LSOIZTJ,O,O,O,X,X,O,O,X,O,X,X,X
LSOIZJT,O,O,O,X,X,X,O,X,O,X,X,X
LSOJTIZ,O,O,O,O,X,O,X,X,X,X,X,X
LSOJTZI,O,X,O,O,X,O,X,X,O,X,X,X
LSOJITZ,O,O,O,O,X,O,X,X,X,X,X,X
LSOJIZT,O,O,O,X,X,X,X,X,X,X,X,X
LSOJZTI,O,O,O,X,X,X,X,X,O,X,X,X
LSOJZIT,O,O,O,X,X,X,X,X,O,X,X,X
LSOZTIJ,O,O,X,X,X,O,O,X,O,X,X,X
LSOZTJI,O,O,O,X,X,O,O,X,O,X,X,X
LSOZITJ,O,O,O,X,X,O,O,X,O,X,X,X
LSOZIJT,O,O,O,X,X,X,O,X,O,X,X,X
LSOZJTI,O,O,O,X,X,X,O,X,O,X,X,X
LSOZJIT,O,O,O,X,X,X,O,X,O,X,X,X
LZTIJSO,O,X,X,X,X,X,X,O,X,X,X,X
LZTIJOS,O,X,X,X,X,X,X,O,X,X,X,X
LZTISJO,X,X,X,X,X,X,O,X,X,X,X,X
LZTISOJ,X,X,X,X,X,X,O,X,X,X,X,X
LZTIOJS,O,X,X,X,X,X,X,O,X,X,X,X
LZTIOSJ,X,X,X,X,X,X,O,X,X,X,X,X
LZTJISO,O,X,X,X,X,X,X,O,X,X,X,X
LZTJIOS,O,X,X,X,X,X,X,O,X,X,X,X
LZTJSIO,X,X,X,X,X,X,X,O,X,X,X,X
LZTJSOI,X,X,X,X,X,X,X,O,X,X,X,X
LZTJOIS,X,X,X,X,O,X,X,O,X,X,X,X
LZTJOSI,X,X,X,X,O,X,X,O,X,X,X,X
LZTSIJO,X,X,X,X,X,X,O,X,X,O,X,X
LZTSIOJ,X,X,X,X,X,X,O,X,X,X,X,X
LZTSJIO,X,X,X,X,X,X,O,O,X,O,X,X
LZTSJOI,X,X,X,X,X,X,O,O,X,O,X,X
LZTSOIJ,X,X,X,X,X,X,O,X,X,X,X,X
LZTSOJI,X,X,O,X,X,X,O,O,X,X,X,X
LZTOIJS,O,X,X,X,O,X,X,O,X,X,X,X
LZTOISJ,X,X,X,X,X,X,O,X,X,X,X,X
LZTOJIS,O,X,X,X,O,X,X,O,X,X,X,X
LZTOJSI,X,X,O,X,O,X,X,O,X,X,X,X
LZTOSIJ,X,X,X,X,X,X,O,X,X,X,X,X
LZTOSJI,X,X,O,X,X,X,O,O,X,X,X,X
LZITJSO,O,X,X,X,X,X,X,X,X,X,X,X
LZITJOS,O,X,X,X,X,X,X,X,X,X,X,X
LZITSJO,X,X,X,X,X,X,O,X,X,X,X,X
LZITSOJ,X,X,O,X,X,X,O,X,X,X,X,X
LZITOJS,O,X,O,X,X,X,X,X,X,X,X,X
LZITOSJ,X,X,O,X,X,X,O,X,X,X,X,X
LZIJTSO,O,X,X,X,X,X,X,X,X,X,X,X
LZIJTOS,O,X,X,X,X,X,X,X,X,X,X,X
LZIJSTO,O,X,X,X,X,X,O,X,X,X,X,X
LZIJSOT,O,X,O,X,X,X,O,X,X,X,X,X
LZIJOTS,O,X,O,X,X,X,X,X,X,X,X,X
LZIJOST,O,X,O,X,X,X,O,X,X,X,X,X
LZISTJO,O,X,X,X,X,X,O,X,X,X,X,X
LZISTOJ,O,X,O,X,X,X,O,X,O,X,X,X
LZISJTO,O,X,X,X,X,X,O,X,X,X,X,X
LZISJOT,O,X,O,X,X,X,O,X,O,X,X,X
LZISOTJ,O,X,O,X,X,X,O,X,O,X,X,X
LZISOJT,O,X,O,X,X,X,O,X,O,X,X,X
LZIOTJS,O,X,O,X,X,X,X,X,X,X,X,X
LZIOTSJ,X,X,O,X,X,X,O,X,O,X,X,X
LZIOJTS,O,X,O,X,X,X,X,X,X,X,X,X
LZIOJST,O,X,O,X,X,X,O,X,X,X,X,X
LZIOSTJ,O,X,O,X,X,X,O,X,O,X,X,X
LZIOSJT,O,X,O,X,X,X,O,X,O,X,X,X
LZJTISO,O,X,X,X,X,X,X,O,X,X,X,X
LZJTIOS,O,X,X,X,X,X,X,O,X,X,X,X
LZJTSIO,X,X,X,X,X,X,X,O,X,X,X,X
LZJTSOI,X,X,X,X,X,X,X,O,X,X,X,X
LZJTOIS,X,X,X,X,O,X,X,O,X,X,X,X
LZJTOSI,X,X,X,X,O,X,X,O,X,X,X,X
LZJITSO,O,X,X,X,X,X,X,X,X,X,X,X
LZJITOS,O,X,X,X,X,X,X,X,X,X,X,X
LZJISTO,O,X,X,X,X,X,O,X,X,X,X,X
LZJISOT,O,X,X,X,X,X,O,X,X,X,X,X
LZJIOTS,O,X,X,X,X,X,X,X,X,X,X,X
LZJIOST,O,X,X,X,X,X,O,X,X,X,X,X
LZJSTIO,O,X,X,X,X,X,O,X,X,X,X,X
LZJSTOI,X,X,X,X,X,X,O,X,X,X,X,X
LZJSITO,O,X,X,X,X,X,O,X,X,X,X,X
LZJSIOT,O,X,X,X,X,X,O,X,X,X,X,X
LZJSOTI,X,X,O,X,X,X,O,X,X,X,X,X
LZJSOIT,O,X,O,X,X,X,O,X,X,X,X,X
LZJOTIS,O,X,X,X,O,X,X,O,X,X,X,X
LZJOTSI,X,X,O,X,O,X,X,O,X,X,X,X
LZJOITS,O,X,X,X,O,X,X,X,X,X,X,X
LZJOIST,O,X,O,X,X,X,O,X,X,X,X,X
LZJOSTI,X,X,O,X,X,X,O,X,X,X,X,X
LZJOSIT,O,X,O,X,X,X,O,X,X,X,X,X
LZSTIJO,O,X,X,X,X,X,O,X,X,O,X,X
LZSTIOJ,O,X,X,X,X,X,O,X,O,X,X,X
LZSTJIO,O,X,X,X,X,X,O,X,X,O,X,X
LZSTJOI,X,O,X,X,X,X,O,X,X,O,X,X
LZSTOIJ,O,O,X,X,X,X,O,X,O,X,X,X
LZSTOJI,O,O,O,X,X,X,O,X,O,X,X,X
LZSITJO,O,X,X,X,X,X,O,X,X,O,X,X
LZSITOJ,O,X,O,X,X,X,O,X,O,X,X,X
LZSIJTO,O,X,X,X,X,X,O,X,X,O,X,X
LZSIJOT,O,O,O,X,X,X,O,X,O,X,X,X
LZSIOTJ,O,O,O,X,X,X,O,X,O,X,X,X
LZSIOJT,O,O,O,X,X,X,O,X,O,X,X,X
