sequence,v115@ChA8GeC8IeB8CeA8CeE8KeT/IvhFigBmiB5oB0nBlp?B3qB,v115@ChA8GeC8IeB8CeA8CeE8Ke2EJvhFRgBTiB6tBXoB0p?BlqB,v115@ChA8GeC8IeB8CeA8CeE8Ke2EJvhFRgBTiBXoB6tB0p?BlqB,v115@ChA8GeC8IeB8CeA8CeE8Ke0/IvhFTiBeoB5oB/pBiq?BlqB,v115@ChA8GeC8IeB8CeA8CeE8KeOEJvhFTiBVtBRqB8pB6t?B3qB,v115@ChA8GeC8IeB8CeA8CeE8KexCJvhFTkB2qB0nB6tBlp?B3qB
SZTJILO,O,X,O,X,X,X
SZTJIOL,O,X,O,O,X,X
SZTJLIO,O,X,O,X,X,X
SZTJLOI,O,X,O,X,X,X
SZTJOIL,O,X,O,O,X,X
SZTJOLI,O,X,O,X,X,X
SZTOILJ,O,X,O,X,X,X
SZTOIJL,O,X,O,X,X,X
SZTOLIJ,O,X,O,X,X,X
SZTOLJI,O,X,O,X,X,X
SZTOJIL,O,X,O,O,X,X
SZTOJLI,O,X,O,X,X,X
SZITLJO,O,X,X,X,X,X
SZITLOJ,O,X,X,X,X,X
SZITJLO,O,X,X,X,X,X
SZITJOL,O,X,O,O,X,X
SZITOLJ,O,X,X,X,X,X
SZITOJL,O,X,O,X,X,X
SZILTJO,O,X,X,O,X,X
SZILTOJ,O,X,X,X,X,X
SZILJTO,O,X,X,O,X,X
SZILJOT,O,O,O,O,X,X
SZILOTJ,O,X,X,X,X,X
SZILOJT,O,O,O,O,X,X
SZIJTLO,O,X,X,X,X,X
SZIJTOL,O,X,O,O,X,X
SZIJLTO,O,X,X,O,X,X
SZIJLOT,O,O,O,O,X,X
SZIJOTL,O,X,O,O,X,X
SZIJOLT,O,O,O,O,X,X
SZIOTLJ,O,X,X,X,X,X
SZIOTJL,O,X,O,X,X,X
SZIOLTJ,O,X,X,X,X,X
SZIOLJT,O,O,O,X,X,X
SZIOJTL,O,X,O,O,X,X
SZIOJLT,O,O,O,O,X,X
SZLTIJO,O,X,X,O,X,X
SZLTIOJ,O,X,X,X,X,X
SZLTJIO,O,X,X,O,X,X
SZLTJOI,O,X,X,O,X,X
SZLTOIJ,O,X,X,X,X,X
SZLTOJI,O,X,X,O,X,X
SZLITJO,O,X,X,O,X,X
SZLITOJ,O,X,X,X,X,X
SZLIJTO,O,X,X,O,X,X
SZLIJOT,O,O,O,O,X,O
SZLIOTJ,O,X,X,X,X,X
SZLIOJT,O,O,O,O,X,O
SZLJTIO,O,X,X,O,X,X
SZLJTOI,O,X,X,O,X,X
SZLJITO,O,X,X,O,X,X
SZLJIOT,O,O,O,O,X,O
SZLJOTI,O,O,O,O,X,O
SZLJOIT,O,O,O,O,X,O
SZLOTIJ,O,X,X,X,X,X
SZLOTJI,O,X,X,O,X,X
SZLOITJ,O,X,X,X,X,X
SZLOIJT,O,O,O,O,X,O
SZLOJTI,O,O,O,O,X,O
SZLOJIT,O,O,O,O,X,O
SZJTILO,O,X,X,X,X,X
SZJTIOL,O,X,O,O,X,X
SZJTLIO,O,X,X,X,X,X
SZJTLOI,O,X,X,X,X,X
SZJTOIL,O,X,O,O,X,X
SZJTOLI,O,X,O,X,X,X
SZJITLO,O,X,X,X,X,X
SZJITOL,O,X,O,O,X,X
SZJILTO,O,X,X,O,X,X
SZJILOT,O,O,O,O,X,X
SZJIOTL,O,X,O,O,X,X
SZJIOLT,O,O,O,O,X,X
SZJLTIO,O,X,X,O,X,X
SZJLTOI,O,X,X,O,X,X
SZJLITO,O,X,X,O,X,X
SZJLIOT,O,O,O,O,X,O
SZJLOTI,O,O,O,O,X,O
SZJLOIT,O,O,O,O,X,O
SZJOTIL,O,X,O,O,X,X
SZJOTLI,O,X,O,X,X,X
SZJOITL,O,X,O,O,X,X
SZJOILT,O,O,O,O,X,X
SZJOLTI,O,O,O,O,X,O
SZJOLIT,O,O,O,O,X,O
SZOTILJ,O,X,O,X,X,X
SZOTIJL,O,X,O,X,X,X
SZOTLIJ,O,X,O,X,X,X
SZOTLJI,O,X,O,X,X,X
SZOTJIL,O,X,O,O,X,X
SZOTJLI,O,X,O,X,X,X
SZOITLJ,O,X,X,X,X,X
SZOITJL,O,X,O,X,X,X
SZOILTJ,O,X,X,X,X,X
SZOILJT,O,O,O,X,X,X
SZOIJTL,O,X,O,O,X,X
SZOIJLT,O,O,O,O,X,X
SZOLTIJ,O,X,X,X,X,X
SZOLTJI,O,X,X,O,X,X
SZOLITJ,O,X,X,X,X,X
SZOLIJT,O,O,O,O,X,O
SZOLJTI,O,O,O,O,X,O
SZOLJIT,O,O,O,O,X,O
SZOJTIL,O,X,O,O,X,X
SZOJTLI,O,X,O,X,X,X
SZOJITL,O,X,O,O,X,X
SZOJILT,O,O,O,O,X,X
SZOJLTI,O,O,O,O,X,O
SZOJLIT,O,O,O,O,X,O
SOTILJZ,O,O,O,X,X,X
SOTILZJ,O,X,X,X,X,X
SOTIJLZ,O,O,O,X,O,X
SOTIJZL,O,X,O,X,O,X
SOTIZLJ,O,X,O,X,X,X
SOTIZJL,O,X,O,X,X,X
SOTLIJZ,O,O,O,X,X,X
SOTLIZJ,O,X,X,X,X,X
SOTLJIZ,O,O,O,O,X,X
SOTLJZI,O,O,O,O,X,X
SOTLZIJ,O,O,O,X,X,X
SOTLZJI,O,O,O,O,X,X
SOTJILZ,O,O,O,O,O,X
SOTJIZL,O,X,O,O,O,X
SOTJLIZ,O,O,O,O,X,X
SOTJLZI,O,O,O,O,X,X
SOTJZIL,O,X,O,O,X,X
SOTJZLI,O,X,O,X,X,X
SOTZILJ,O,O,O,X,X,X
SOTZIJL,O,O,O,X,X,X
SOTZLIJ,O,O,O,X,X,X
SOTZLJI,O,O,O,X,X,X
SOTZJIL,O,O,O,O,X,X
SOTZJLI,O,O,O,X,X,X
SOITLJZ,O,X,O,X,X,X
SOITLZJ,O,X,X,X,X,X
SOITJLZ,O,X,O,X,O,X
SOITJZL,O,X,O,X,O,X
SOITZLJ,O,X,O,X,X,X
SOITZJL,O,X,O,X,X,X
SOILTJZ,O,X,X,X,X,X
SOILTZJ,O,X,X,X,X,X
SOILJTZ,X,X,X,O,X,X
SOILJZT,X,X,X,O,X,X
SOILZTJ,O,X,X,X,X,X
SOILZJT,O,X,X,O,X,X
SOIJTLZ,X,X,X,O,O,X
SOIJTZL,X,X,X,O,O,X
SOIJLTZ,X,X,X,O,X,X
SOIJLZT,X,X,X,O,X,X
SOIJZTL,X,X,X,O,X,X
SOIJZLT,X,X,X,O,X,X
SOIZTLJ,O,X,X,X,X,X
SOIZTJL,O,X,O,X,X,X
SOIZLTJ,O,X,X,X,X,X
SOIZLJT,O,X,O,X,X,X
SOIZJTL,O,X,O,O,X,X
SOIZJLT,O,X,O,O,X,X
SOLTIJZ,O,O,O,X,X,X
SOLTIZJ,O,X,X,X,X,X
SOLTJIZ,O,O,O,O,X,X
SOLTJZI,O,O,O,O,X,X
SOLTZIJ,O,O,O,X,X,X
SOLTZJI,O,O,O,O,X,X
SOLITJZ,O,X,X,X,X,X
SOLITZJ,O,X,X,X,X,X
SOLIJTZ,X,X,X,O,X,X
SOLIJZT,X,X,X,O,X,X
SOLIZTJ,O,X,X,X,X,X
SOLIZJT,O,X,X,O,X,X
SOLJTIZ,X,X,X,O,X,X
SOLJTZI,X,X,X,O,X,X
SOLJITZ,X,X,X,O,X,X
SOLJIZT,X,X,X,O,X,X
SOLJZTI,X,X,X,O,X,O
SOLJZIT,X,X,X,O,X,O
SOLZTIJ,O,X,X,X,X,X
SOLZTJI,O,X,X,O,X,X
SOLZITJ,O,X,X,X,X,X
SOLZIJT,O,O,O,O,X,O
SOLZJTI,O,O,O,O,X,O
SOLZJIT,O,O,O,O,X,O
SOJTILZ,X,X,O,O,O,X
SOJTIZL,X,X,O,O,O,X
SOJTLIZ,X,X,O,O,X,X
SOJTLZI,X,X,O,O,X,X
SOJTZIL,X,X,O,O,X,X
SOJTZLI,X,X,O,X,X,X
SOJITLZ,X,X,X,O,O,X
SOJITZL,X,X,X,O,O,X
SOJILTZ,X,X,X,O,X,X
SOJILZT,X,X,X,O,X,X
SOJIZTL,X,X,X,O,X,X
SOJIZLT,X,X,X,O,X,X
SOJLTIZ,X,X,X,O,X,X
SOJLTZI,X,X,X,O,X,X
SOJLITZ,X,X,X,O,X,X
SOJLIZT,X,X,X,O,X,X
SOJLZTI,X,X,X,O,X,O
SOJLZIT,X,X,X,O,X,O
SOJZTIL,X,X,O,O,X,X
SOJZTLI,X,X,O,X,X,X
SOJZITL,X,X,O,O,X,X
SOJZILT,X,X,O,O,X,X
SOJZLTI,X,X,O,O,X,O
SOJZLIT,X,X,O,O,X,O
SOZTILJ,O,X,O,X,X,X
SOZTIJL,O,X,O,X,X,X
SOZTLIJ,O,X,O,X,X,X
SOZTLJI,O,X,O,X,X,X
SOZTJIL,O,X,O,O,X,X
SOZTJLI,O,X,O,X,X,X
SOZITLJ,O,X,X,X,X,X
SOZITJL,O,X,O,X,X,X
SOZILTJ,O,X,X,X,X,X
SOZILJT,O,O,O,X,X,X
SOZIJTL,O,X,O,O,X,X
SOZIJLT,O,O,O,O,X,X
SOZLTIJ,O,X,X,X,X,X
SOZLTJI,O,X,X,O,X,X
SOZLITJ,O,X,X,X,X,X
SOZLIJT,O,O,O,O,X,O
SOZLJTI,O,O,O,O,X,O
SOZLJIT,O,O,O,O,X,O
SOZJTIL,O,X,O,O,X,X
SOZJTLI,O,X,O,X,X,X
SOZJITL,O,X,O,O,X,X
SOZJILT,O,O,O,O,X,X
SOZJLTI,O,O,O,O,X,O
SOZJLIT,O,O,O,O,X,O
ZTILJSO,O,O,O,X,X,X
ZTILJOS,O,O,O,X,X,X
ZTILSJO,O,O,O,X,X,X
ZTILSOJ,O,O,O,X,X,X
ZTILOJS,O,O,O,X,X,X
ZTILOSJ,O,O,O,X,X,X
ZTIJLSO,O,O,O,X,O,X
ZTIJLOS,O,O,O,X,O,X
ZTIJSLO,O,O,O,X,O,X
ZTIJSOL,O,O,O,X,O,X
ZTIJOLS,O,O,O,X,O,X
ZTIJOSL,O,O,O,X,O,X
ZTISLJO,O,O,O,X,X,X
ZTISLOJ,O,O,O,X,X,X
ZTISJLO,O,O,O,X,X,X
ZTISJOL,O,O,O,X,X,X
ZTISOLJ,O,O,O,X,X,X
ZTISOJL,O,O,O,X,X,X
ZTIOLJS,O,O,O,X,X,X
ZTIOLSJ,O,O,O,X,X,X
ZTIOJLS,O,O,O,X,O,X
ZTIOJSL,O,O,O,X,O,X
ZTIOSLJ,O,O,O,X,X,X
ZTIOSJL,O,O,O,X,X,X
ZTLIJSO,O,O,O,X,X,X
ZTLIJOS,O,O,O,X,X,O
ZTLISJO,O,O,O,X,X,X
ZTLISOJ,O,O,O,X,X,X
ZTLIOJS,O,O,O,X,X,O
ZTLIOSJ,O,O,O,X,X,X
ZTLJISO,O,O,O,X,X,X
ZTLJIOS,O,O,O,X,X,O
ZTLJSIO,O,O,O,X,X,X
ZTLJSOI,O,O,O,X,X,X
ZTLJOIS,O,O,O,X,X,O
ZTLJOSI,O,O,O,X,X,O
ZTLSIJO,O,O,O,X,X,X
ZTLSIOJ,O,O,O,X,X,X
ZTLSJIO,O,O,O,X,X,X
ZTLSJOI,O,O,O,X,X,X
ZTLSOIJ,O,O,O,X,X,X
ZTLSOJI,O,O,O,X,X,X
ZTLOIJS,O,O,O,X,X,O
ZTLOISJ,O,O,O,X,X,X
ZTLOJIS,O,O,O,X,X,O
ZTLOJSI,O,O,O,X,X,O
ZTLOSIJ,O,O,O,X,X,X
ZTLOSJI,O,O,O,X,X,X
ZTJILSO,O,O,O,X,O,X
ZTJILOS,O,O,O,X,O,X
ZTJISLO,O,O,O,X,O,X
ZTJISOL,O,O,O,X,O,X
ZTJIOLS,O,O,O,X,O,X
ZTJIOSL,O,O,O,X,O,X
ZTJLISO,O,O,O,X,X,X
ZTJLIOS,O,O,O,X,X,O
ZTJLSIO,O,O,O,X,X,X
ZTJLSOI,O,O,O,X,X,X
ZTJLOIS,O,O,O,X,X,O
ZTJLOSI,O,O,O,X,X,O
ZTJSILO,O,O,O,X,X,X
ZTJSIOL,O,O,O,X,X,X
ZTJSLIO,O,O,O,X,X,X
ZTJSLOI,O,O,O,X,X,X
ZTJSOIL,O,O,O,X,X,X
ZTJSOLI,O,O,O,X,X,X
ZTJOILS,O,O,O,X,O,X
ZTJOISL,O,O,O,X,O,X
ZTJOLIS,O,O,O,X,X,O
ZTJOLSI,O,O,O,X,X,O
ZTJOSIL,O,O,O,X,X,X
ZTJOSLI,O,O,O,X,X,X
ZTSILJO,O,O,O,X,X,X
ZTSILOJ,O,O,O,X,X,X
ZTSIJLO,O,O,O,X,X,X
ZTSIJOL,O,O,O,X,X,X
ZTSIOLJ,O,O,O,X,X,X
ZTSIOJL,O,O,O,X,X,X
ZTSLIJO,O,O,O,X,X,X
ZTSLIOJ,O,O,O,X,X,X
ZTSLJIO,O,O,O,X,X,X
ZTSLJOI,O,O,O,X,X,X
ZTSLOIJ,O,O,O,X,X,X
ZTSLOJI,O,O,O,X,X,X
ZTSJILO,O,O,O,X,X,X
ZTSJIOL,O,O,O,X,X,X
ZTSJLIO,O,O,O,X,X,X
ZTSJLOI,O,O,O,X,X,X
ZTSJOIL,O,O,O,X,X,X
ZTSJOLI,O,O,O,X,X,X
ZTSOILJ,O,O,O,X,X,X
ZTSOIJL,O,O,O,X,X,X
ZTSOLIJ,O,O,O,X,X,X
ZTSOLJI,O,O,O,X,X,X
ZTSOJIL,O,O,O,X,X,X
ZTSOJLI,O,O,O,X,X,X
ZTOILJS,O,O,O,X,X,X
ZTOILSJ,O,O,O,X,X,X
ZTOIJLS,O,O,O,X,O,X
ZTOIJSL,O,O,O,X,O,X
ZTOISLJ,O,O,O,X,X,X
ZTOISJL,O,O,O,X,X,X
ZTOLIJS,O,O,O,X,X,O
ZTOLISJ,O,O,O,X,X,X
ZTOLJIS,O,O,O,X,X,O
ZTOLJSI,O,O,O,X,X,O
ZTOLSIJ,O,O,O,X,X,X
ZTOLSJI,O,O,O,X,X,X
ZTOJILS,O,O,O,X,O,X
ZTOJISL,O,O,O,X,O,X
ZTOJLIS,O,O,O,X,X,O
ZTOJLSI,O,O,O,X,X,O
ZTOJSIL,O,O,O,X,X,X
ZTOJSLI,O,O,O,X,X,X
ZTOSILJ,O,O,O,X,X,X
ZTOSIJL,O,O,O,X,X,X
ZTOSLIJ,O,O,O,X,X,X
ZTOSLJI,O,O,O,X,X,X
ZTOSJIL,O,O,O,X,X,X
ZTOSJLI,O,O,O,X,X,X
ZITLJSO,O,X,X,X,X,X
ZITLJOS,O,O,X,X,X,X
ZITLSJO,O,X,X,X,X,X
ZITLSOJ,O,X,X,X,X,X
ZITLOJS,O,O,X,X,X,X
ZITLOSJ,O,X,X,X,X,X
ZITJLSO,O,X,X,X,O,X
ZITJLOS,O,O,X,X,O,X
ZITJSLO,O,X,X,X,O,X
ZITJSOL,O,X,O,X,O,X
ZITJOLS,O,O,X,X,O,X
ZITJOSL,O,X,O,X,O,X
ZITSLJO,O,X,X,X,X,X
ZITSLOJ,O,X,X,X,X,X
ZITSJLO,O,X,X,X,X,X
ZITSJOL,O,X,O,X,X,X
ZITSOLJ,O,X,X,X,X,X
ZITSOJL,O,X,O,X,X,X
ZITOLJS,O,O,X,X,X,X
ZITOLSJ,O,X,X,X,X,X
ZITOJLS,O,O,X,X,O,X
ZITOJSL,O,X,O,X,O,X
ZITOSLJ,O,X,X,X,X,X
ZITOSJL,O,X,O,X,X,X
ZILTJSO,O,X,X,X,X,X
ZILTJOS,O,O,X,X,X,O
ZILTSJO,O,X,X,X,X,X
ZILTSOJ,O,X,X,X,X,X
ZILTOJS,O,O,X,X,X,O
ZILTOSJ,O,X,X,X,X,X
ZILJTSO,O,X,X,X,X,X
ZILJTOS,O,O,X,X,X,O
ZILJSTO,O,X,X,O,X,X
ZILJSOT,O,O,O,O,X,O
ZILJOTS,O,O,X,X,X,O
ZILJOST,O,O,O,O,X,O
ZILSTJO,O,X,X,O,X,X
ZILSTOJ,O,X,X,X,X,X
ZILSJTO,O,X,X,O,X,X
ZILSJOT,O,O,O,O,X,O
ZILSOTJ,O,X,X,X,X,X
ZILSOJT,O,O,O,O,X,O
ZILOTJS,O,O,X,X,X,O
ZILOTSJ,O,X,X,X,X,X
ZILOJTS,O,O,X,X,X,O
ZILOJST,O,O,O,X,X,O
ZILOSTJ,O,X,X,X,X,X
ZILOSJT,O,O,O,X,X,O
ZIJTLSO,O,X,X,X,O,X
ZIJTLOS,O,O,X,X,O,X
ZIJTSLO,O,X,X,X,O,X
ZIJTSOL,O,X,O,X,O,X
ZIJTOLS,O,O,X,X,O,X
ZIJTOSL,O,X,O,X,O,X
ZIJLTSO,O,X,X,X,X,X
ZIJLTOS,O,O,X,X,X,O
ZIJLSTO,O,X,X,O,X,X
ZIJLSOT,O,O,O,O,X,O
ZIJLOTS,O,O,X,X,X,O
ZIJLOST,O,O,O,O,X,O
ZIJSTLO,O,X,X,X,X,X
ZIJSTOL,O,X,O,O,X,X
ZIJSLTO,O,X,X,O,X,X
ZIJSLOT,O,O,O,O,X,X
ZIJSOTL,O,X,O,O,X,X
ZIJSOLT,O,O,O,O,X,X
ZIJOTLS,O,O,X,X,O,X
ZIJOTSL,O,X,O,X,O,X
ZIJOLTS,O,O,X,X,X,O
ZIJOLST,O,O,O,O,X,O
ZIJOSTL,O,X,O,O,X,X
ZIJOSLT,O,O,O,O,X,X
ZISTLJO,O,X,X,X,X,X
ZISTLOJ,O,X,X,X,X,X
ZISTJLO,O,X,X,X,X,X
ZISTJOL,O,X,O,O,X,X
ZISTOLJ,O,X,X,X,X,X
ZISTOJL,O,X,O,X,X,X
ZISLTJO,O,X,X,O,X,X
ZISLTOJ,O,X,X,X,X,X
ZISLJTO,O,X,X,O,X,X
ZISLJOT,O,O,O,O,X,X
ZISLOTJ,O,X,X,X,X,X
ZISLOJT,O,O,O,O,X,X
ZISJTLO,O,X,X,X,X,X
ZISJTOL,O,X,O,O,X,X
ZISJLTO,O,X,X,O,X,X
ZISJLOT,O,O,O,O,X,X
ZISJOTL,O,X,O,O,X,X
ZISJOLT,O,O,O,O,X,X
ZISOTLJ,O,X,X,X,X,X
ZISOTJL,O,X,O,X,X,X
ZISOLTJ,O,X,X,X,X,X
ZISOLJT,O,O,O,X,X,X
ZISOJTL,O,X,O,O,X,X
ZISOJLT,O,O,O,O,X,X
ZIOTLJS,O,O,X,X,X,X
ZIOTLSJ,O,X,X,X,X,X
ZIOTJLS,O,O,X,X,O,X
ZIOTJSL,O,X,O,X,O,X
ZIOTSLJ,O,X,X,X,X,X
ZIOTSJL,O,X,O,X,X,X
ZIOLTJS,O,O,X,X,X,O
ZIOLTSJ,O,X,X,X,X,X
ZIOLJTS,O,O,X,X,X,O
ZIOLJST,O,O,O,X,X,O
ZIOLSTJ,O,X,X,X,X,X
ZIOLSJT,O,O,O,X,X,O
ZIOJTLS,O,O,X,X,O,X
ZIOJTSL,O,X,O,X,O,X
ZIOJLTS,O,O,X,X,X,O
ZIOJLST,O,O,O,X,X,O
ZIOJSTL,O,X,O,X,X,X
ZIOJSLT,O,O,O,X,X,X
ZIOSTLJ,O,X,X,X,X,X
ZIOSTJL,O,X,O,X,X,X
ZIOSLTJ,O,X,X,X,X,X
ZIOSLJT,O,O,O,X,X,X
ZIOSJTL,O,X,O,X,X,X
ZIOSJLT,O,O,O,X,X,X
ZLTIJSO,O,O,X,X,X,X
ZLTIJOS,O,O,X,X,X,O
ZLTISJO,O,O,X,X,X,X
ZLTISOJ,O,O,X,X,X,X
ZLTIOJS,O,O,X,X,X,O
ZLTIOSJ,O,O,X,X,X,X
ZLTJISO,O,O,X,X,X,X
ZLTJIOS,O,O,X,X,X,O
ZLTJSIO,O,O,X,X,X,X
ZLTJSOI,O,O,X,X,X,X
ZLTJOIS,O,O,X,X,X,O
ZLTJOSI,O,O,X,X,X,O
ZLTSIJO,O,O,X,X,X,X
ZLTSIOJ,O,O,X,X,X,X
ZLTSJIO,O,O,X,X,X,X
ZLTSJOI,O,O,X,X,X,X
ZLTSOIJ,O,O,X,X,X,X
ZLTSOJI,O,O,X,X,X,X
ZLTOIJS,O,O,X,X,X,O
ZLTOISJ,O,O,X,X,X,X
ZLTOJIS,O,O,X,X,X,O
ZLTOJSI,O,O,X,X,X,O
ZLTOSIJ,O,O,X,X,X,X
ZLTOSJI,O,O,X,X,X,X
ZLITJSO,O,X,X,X,X,X
ZLITJOS,O,O,X,X,X,O
ZLITSJO,O,X,X,X,X,X
ZLITSOJ,O,X,X,X,X,X
ZLITOJS,O,O,X,X,X,O
ZLITOSJ,O,X,X,X,X,X
ZLIJTSO,O,X,X,X,X,X
ZLIJTOS,O,O,X,X,X,O
ZLIJSTO,O,X,X,O,X,X
ZLIJSOT,O,O,O,O,X,O
ZLIJOTS,O,O,X,X,X,O
ZLIJOST,O,O,O,O,X,O
ZLISTJO,O,X,X,O,X,X
ZLISTOJ,O,X,X,X,X,X
ZLISJTO,O,X,X,O,X,X
ZLISJOT,O,O,O,O,X,O
ZLISOTJ,O,X,X,X,X,X
ZLISOJT,O,O,O,O,X,O
ZLIOTJS,O,O,X,X,X,O
ZLIOTSJ,O,X,X,X,X,X
ZLIOJTS,O,O,X,X,X,O
ZLIOJST,O,O,O,X,X,O
ZLIOSTJ,O,X,X,X,X,X
ZLIOSJT,O,O,O,X,X,O
ZLJTISO,O,X,X,X,X,X
ZLJTIOS,O,O,X,X,X,O
ZLJTSIO,O,X,X,X,X,X
ZLJTSOI,O,X,X,X,X,X
ZLJTOIS,O,O,X,X,X,O
ZLJTOSI,O,O,X,X,X,O
ZLJITSO,O,X,X,X,X,X
ZLJITOS,O,O,X,X,X,O
ZLJISTO,O,X,X,O,X,X
ZLJISOT,O,O,O,O,X,O
ZLJIOTS,O,O,X,X,X,O
ZLJIOST,O,O,O,O,X,O
ZLJSTIO,O,X,X,O,X,X
ZLJSTOI,O,X,X,O,X,X
ZLJSITO,O,X,X,O,X,X
ZLJSIOT,O,O,O,O,X,O
ZLJSOTI,O,O,O,O,X,O
ZLJSOIT,O,O,O,O,X,O
ZLJOTIS,O,O,X,X,X,O
ZLJOTSI,O,O,X,X,X,O
ZLJOITS,O,O,X,X,X,O
ZLJOIST,O,O,O,O,X,O
ZLJOSTI,O,O,O,O,X,O
ZLJOSIT,O,O,O,O,X,O
ZLSTIJO,O,X,X,O,X,X
ZLSTIOJ,O,X,X,X,X,X
ZLSTJIO,O,X,X,O,X,X
ZLSTJOI,O,X,X,O,X,X
ZLSTOIJ,O,X,X,X,X,X
ZLSTOJI,O,X,X,O,X,X
ZLSITJO,O,X,X,O,X,X
ZLSITOJ,O,X,X,X,X,X
ZLSIJTO,O,X,X,O,X,X
ZLSIJOT,O,O,O,O,X,O
ZLSIOTJ,O,X,X,X,X,X
ZLSIOJT,O,O,O,O,X,O
ZLSJTIO,O,X,X,O,X,X
ZLSJTOI,O,X,X,O,X,X
ZLSJITO,O,X,X,O,X,X
ZLSJIOT,O,O,O,O,X,O
ZLSJOTI,O,O,O,O,X,O
ZLSJOIT,O,O,O,O,X,O
ZLSOTIJ,O,X,X,X,X,X
ZLSOTJI,O,X,X,O,X,X
ZLSOITJ,O,X,X,X,X,X
ZLSOIJT,O,O,O,O,X,O
ZLSOJTI,O,O,O,O,X,O
ZLSOJIT,O,O,O,O,X,O
ZLOTIJS,O,O,X,X,X,O
ZLOTISJ,O,O,X,X,X,X
ZLOTJIS,O,O,X,X,X,O
ZLOTJSI,O,O,X,X,X,O
ZLOTSIJ,O,O,X,X,X,X
ZLOTSJI,O,O,X,X,X,X
ZLOITJS,O,O,X,X,X,O
ZLOITSJ,O,X,X,X,X,X
ZLOIJTS,O,O,X,X,X,O
ZLOIJST,O,O,O,X,X,O
ZLOISTJ,O,X,X,X,X,X
ZLOISJT,O,O,O,X,X,O
ZLOJTIS,O,O,X,X,X,O
ZLOJTSI,O,O,X,X,X,O
ZLOJITS,O,O,X,X,X,O
ZLOJIST,O,O,O,O,X,O
ZLOJSTI,O,O,O,O,X,O
ZLOJSIT,O,O,O,O,X,O
ZLOSTIJ,O,X,X,X,X,X
ZLOSTJI,O,X,X,O,X,X
ZLOSITJ,O,X,X,X,X,X
ZLOSIJT,O,O,O,O,X,O
ZLOSJTI,O,O,O,O,X,O
ZLOSJIT,O,O,O,O,X,O
ZJTILSO,O,X,X,X,O,X
ZJTILOS,O,O,X,X,O,X
ZJTISLO,O,X,X,X,O,X
ZJTISOL,O,X,O,X,O,X
ZJTIOLS,O,O,X,X,O,X
ZJTIOSL,O,X,O,X,O,X
ZJTLISO,O,X,X,X,X,X
ZJTLIOS,O,O,X,X,X,O
ZJTLSIO,O,X,X,X,X,X
ZJTLSOI,O,X,X,X,X,X
ZJTLOIS,O,O,X,X,X,O
ZJTLOSI,O,O,X,X,X,O
ZJTSILO,O,X,X,X,X,X
ZJTSIOL,O,X,O,X,X,X
ZJTSLIO,O,X,X,X,X,X
ZJTSLOI,O,X,X,X,X,X
ZJTSOIL,O,X,O,X,X,X
ZJTSOLI,O,X,O,X,X,X
ZJTOILS,O,O,X,X,O,X
ZJTOISL,O,X,O,X,O,X
ZJTOLIS,O,O,X,X,X,O
ZJTOLSI,O,O,X,X,X,O
ZJTOSIL,O,X,O,X,X,X
ZJTOSLI,O,X,O,X,X,X
ZJITLSO,O,X,X,X,O,X
ZJITLOS,O,O,X,X,O,X
ZJITSLO,O,X,X,X,O,X
ZJITSOL,O,X,O,X,O,X
ZJITOLS,O,O,X,X,O,X
ZJITOSL,O,X,O,X,O,X
ZJILTSO,O,X,X,X,X,X
ZJILTOS,O,O,X,X,X,O
ZJILSTO,O,X,X,O,X,X
ZJILSOT,O,O,O,O,X,O
ZJILOTS,O,O,X,X,X,O
ZJILOST,O,O,O,O,X,O
ZJISTLO,O,X,X,X,X,X
ZJISTOL,O,X,O,O,X,X
ZJISLTO,O,X,X,O,X,X
ZJISLOT,O,O,O,O,X,X
ZJISOTL,O,X,O,O,X,X
ZJISOLT,O,O,O,O,X,X
ZJIOTLS,O,O,X,X,O,X
ZJIOTSL,O,X,O,X,O,X
ZJIOLTS,O,O,X,X,X,O
ZJIOLST,O,O,O,O,X,O
ZJIOSTL,O,X,O,O,X,X
ZJIOSLT,O,O,O,O,X,X
ZJLTISO,O,X,X,X,X,X
ZJLTIOS,O,O,X,X,X,O
ZJLTSIO,O,X,X,X,X,X
ZJLTSOI,O,X,X,X,X,X
ZJLTOIS,O,O,X,X,X,O
ZJLTOSI,O,O,X,X,X,O
ZJLITSO,O,X,X,X,X,X
ZJLITOS,O,O,X,X,X,O
ZJLISTO,O,X,X,O,X,X
ZJLISOT,O,O,O,O,X,O
ZJLIOTS,O,O,X,X,X,O
ZJLIOST,O,O,O,O,X,O
ZJLSTIO,O,X,X,O,X,X
ZJLSTOI,O,X,X,O,X,X
ZJLSITO,O,X,X,O,X,X
ZJLSIOT,O,O,O,O,X,O
ZJLSOTI,O,O,O,O,X,O
ZJLSOIT,O,O,O,O,X,O
ZJLOTIS,O,O,X,X,X,O
ZJLOTSI,O,O,X,X,X,O
ZJLOITS,O,O,X,X,X,O
ZJLOIST,O,O,O,O,X,O
ZJLOSTI,O,O,O,O,X,O
ZJLOSIT,O,O,O,O,X,O
ZJSTILO,O,X,X,X,X,X
ZJSTIOL,O,X,O,O,X,X
ZJSTLIO,O,X,X,X,X,X
ZJSTLOI,O,X,X,X,X,X
ZJSTOIL,O,X,O,O,X,X
ZJSTOLI,O,X,O,X,X,X
ZJSITLO,O,X,X,X,X,X
ZJSITOL,O,X,O,O,X,X
