sequence,v115@9gA8IeB8HeB8GeE8DeB8JeaFJvhFRhBGjBzlB8sB3r?BFsB,v115@9gA8IeB8HeB8GeE8DeB8JeFAJvhFxhBTjB3lB0nBir?BWxB,v115@9gA8IeB8HeB8GeE8DeB8JeFAJvhFxhBTjB3lBcrB2s?BSxB,v115@9gA8IeB8HeB8GeE8DeB8JeRAJvhFzhBcoBilBFrBXs?BusB,v115@9gA8IeB8HeB8GeE8DeB8JeUAJvhFWnBTjBxqBlsBar?BXsB,v115@9gA8IeB8HeB8GeE8DeB8JeUAJvhFFhBXiBTjBmqBRs?BSxB,v115@9gA8IeB8HeB8GeE8DeB8JeUAJvhFTjBxmB3lBCnB2w?BlsB,v115@9gA8IeB8HeB8GeE8DeB8Je3AJvhFTjBxmBUlBCnB2w?BlsB,v115@9gA8IeB8HeB8GeE8DeB8JeRAJvhFcmBSoBTlB/sBmn?B1wB,v115@9gA8IeB8HeB8GeE8DeB8JeRAJvhFUiB2qBXoBzrBFr?BCtB
ILOTZJS,O,X,X,X,O,X,X,X,X,X
ILOTZSJ,X,X,X,O,O,X,X,X,X,X
ILOJTSZ,O,X,X,X,X,O,X,X,X,X
ILOJTZS,O,X,X,X,X,O,X,X,X,X
ILOJSTZ,O,X,X,X,X,O,X,X,X,X
ILOJSZT,O,X,X,X,X,O,X,X,X,X
ILOJZTS,O,X,X,X,X,O,X,X,X,X
ILOJZST,O,X,X,X,X,O,X,X,X,X
ILOSTJZ,O,O,X,X,X,X,X,X,X,X
ILOSTZJ,O,O,X,X,X,X,X,X,O,X
ILOSJTZ,O,O,X,X,X,O,X,X,X,X
ILOSJZT,O,X,X,X,X,O,X,X,X,X
ILOSZTJ,O,O,X,X,X,X,X,X,X,X
ILOSZJT,O,X,X,X,X,O,X,X,X,X
ILOZTJS,O,X,X,X,O,X,X,X,X,X
ILOZTSJ,X,X,X,O,O,X,X,X,X,X
ILOZJTS,O,X,X,X,X,O,X,X,X,X
ILOZJST,O,X,X,X,X,O,X,X,X,X
ILOZSTJ,O,X,X,X,X,X,X,X,X,X
ILOZSJT,O,X,X,X,X,O,X,X,X,X
IJTLSZO,X,X,X,O,O,O,X,X,X,X
IJTLSOZ,X,X,X,O,O,O,X,O,X,X
IJTLZSO,X,X,X,O,O,O,X,X,X,X
IJTLZOS,X,X,X,X,O,O,O,X,X,X
IJTLOSZ,X,X,X,O,O,O,X,O,X,X
IJTLOZS,X,X,O,X,O,O,O,X,X,X
IJTSLZO,X,X,X,O,O,O,X,X,X,X
IJTSLOZ,X,X,X,O,O,O,X,O,X,X
IJTSZLO,X,X,O,O,O,O,X,X,X,X
IJTSZOL,X,X,O,X,O,O,O,O,X,X
IJTSOLZ,X,X,X,X,O,O,X,O,X,X
IJTSOZL,X,X,O,X,O,O,O,O,X,X
IJTZLSO,X,X,X,O,O,O,X,X,X,X
IJTZLOS,X,X,O,X,O,O,O,X,X,X
IJTZSLO,X,X,O,O,O,O,X,X,X,X
IJTZSOL,X,X,O,X,O,O,O,O,X,X
IJTZOLS,X,X,O,X,O,O,O,X,X,X
IJTZOSL,X,X,O,X,O,O,O,O,X,X
IJTOLSZ,X,X,X,X,O,O,X,O,X,X
IJTOLZS,X,X,O,X,O,O,O,X,X,X
IJTOSLZ,X,X,X,X,O,O,X,O,X,X
IJTOSZL,X,X,O,X,O,O,O,O,X,X
IJTOZLS,X,X,O,X,O,O,O,X,X,X
IJTOZSL,X,X,O,X,O,O,O,O,X,X
IJLTSZO,X,X,X,O,X,O,X,X,X,X
IJLTSOZ,X,X,X,O,X,O,X,X,X,X
IJLTZSO,X,X,X,O,X,O,X,X,X,X
IJLTZOS,X,X,X,X,X,O,X,X,X,X
IJLTOSZ,X,X,X,O,X,O,X,X,X,X
IJLTOZS,X,X,O,X,X,O,X,X,X,X
IJLSTZO,X,X,X,X,X,O,X,X,X,X
IJLSTOZ,X,X,X,X,X,O,X,X,X,X
IJLSZTO,X,X,X,X,X,O,X,X,X,X
IJLSZOT,X,X,X,X,X,O,X,X,X,X
IJLSOTZ,O,X,X,X,X,O,X,O,X,X
IJLSOZT,O,X,X,X,X,O,X,O,X,X
IJLZTSO,X,X,X,O,X,O,X,X,X,X
IJLZTOS,X,X,O,X,X,O,X,X,X,X
IJLZSTO,X,X,O,X,X,O,X,X,X,X
IJLZSOT,O,X,O,X,X,O,X,X,X,X
IJLZOTS,O,X,O,X,X,O,O,X,X,X
IJLZOST,O,X,O,X,X,O,O,X,X,X
IJLOTSZ,O,X,X,X,X,O,X,X,X,X
IJLOTZS,O,X,O,X,X,O,X,X,X,X
IJLOSTZ,O,X,X,X,X,O,X,O,X,X
IJLOSZT,O,X,X,X,X,O,X,O,X,X
IJLOZTS,O,X,O,X,X,O,O,X,X,X
IJLOZST,O,X,O,X,X,O,O,X,X,X
IJSTLZO,X,X,X,O,X,O,X,X,X,X
IJSTLOZ,X,X,X,O,X,O,X,X,X,X
IJSTZLO,X,X,O,O,X,O,X,X,X,X
IJSTZOL,X,X,O,X,X,O,X,X,X,X
IJSTOLZ,X,X,X,X,X,O,X,O,X,X
IJSTOZL,X,X,O,X,X,O,X,O,X,X
IJSLTZO,X,X,X,X,X,O,X,X,X,X
IJSLTOZ,X,X,X,X,X,O,X,X,X,X
IJSLZTO,X,X,X,X,X,O,X,X,X,X
IJSLZOT,X,X,X,X,X,O,X,X,X,X
IJSLOTZ,O,X,X,X,X,O,X,O,X,X
IJSLOZT,O,X,X,X,X,O,X,O,X,X
IJSZTLO,X,X,O,O,X,O,X,X,X,X
IJSZTOL,X,X,O,X,X,O,X,X,X,X
IJSZLTO,X,X,O,X,X,O,X,X,X,X
IJSZLOT,X,X,O,X,X,O,X,X,X,X
IJSZOTL,X,X,O,X,X,O,O,O,X,X
IJSZOLT,X,X,O,X,X,O,O,O,X,X
IJSOTLZ,O,X,X,X,X,O,X,O,X,O
IJSOTZL,X,X,O,X,X,O,X,O,X,O
IJSOLTZ,O,X,X,X,X,O,X,O,X,X
IJSOLZT,O,X,X,X,X,O,X,O,X,X
IJSOZTL,X,X,O,X,X,O,O,O,X,O
IJSOZLT,O,X,O,X,X,O,O,O,X,X
IJZTLSO,X,X,X,O,O,O,X,X,X,X
IJZTLOS,X,X,O,X,O,O,O,X,X,X
IJZTSLO,X,X,O,O,O,O,X,X,X,X
IJZTSOL,X,X,O,X,O,O,O,X,X,X
IJZTOLS,X,X,O,X,O,O,O,X,X,X
IJZTOSL,X,X,O,X,O,O,O,X,X,X
IJZLTSO,X,X,X,O,X,O,X,X,X,X
IJZLTOS,X,X,O,X,X,O,X,X,X,X
IJZLSTO,X,X,O,X,X,O,X,X,X,X
IJZLSOT,O,X,O,X,X,O,X,X,X,X
IJZLOTS,O,X,O,X,X,O,O,X,X,X
IJZLOST,O,X,O,X,X,O,O,X,X,X
IJZSTLO,X,X,O,O,X,O,X,X,X,X
IJZSTOL,X,X,O,X,X,O,X,X,X,X
IJZSLTO,X,X,O,X,X,O,X,X,X,X
IJZSLOT,O,X,O,X,X,O,X,X,X,X
IJZSOTL,O,X,O,X,X,O,O,O,X,X
IJZSOLT,O,X,O,X,X,O,O,O,X,X
IJZOTLS,O,X,O,X,O,O,O,X,X,X
IJZOTSL,X,X,O,X,O,O,O,X,X,X
IJZOLTS,O,X,O,X,X,O,O,X,X,X
IJZOLST,O,X,O,X,X,O,O,X,X,X
IJZOSTL,O,X,O,X,X,O,O,O,X,X
IJZOSLT,O,X,O,X,X,O,O,O,X,X
IJOTLSZ,O,X,X,X,O,O,X,O,X,X
IJOTLZS,O,X,O,X,O,O,O,X,X,X
IJOTSLZ,X,X,X,X,O,O,X,O,X,X
IJOTSZL,X,X,O,X,O,O,O,O,X,X
IJOTZLS,X,X,O,X,O,O,O,X,X,X
IJOTZSL,X,X,O,X,O,O,O,O,X,X
IJOLTSZ,O,X,X,X,X,O,X,X,X,X
IJOLTZS,O,X,O,X,X,O,X,X,X,X
IJOLSTZ,O,X,X,X,X,O,X,O,X,X
IJOLSZT,O,X,X,X,X,O,X,O,X,X
IJOLZTS,O,X,O,X,X,O,O,X,X,X
IJOLZST,O,X,O,X,X,O,O,X,X,X
IJOSTLZ,O,X,X,X,X,O,X,O,X,O
IJOSTZL,X,X,O,X,X,O,X,O,X,O
IJOSLTZ,O,X,X,X,X,O,X,O,X,X
IJOSLZT,O,X,X,X,X,O,X,O,X,X
IJOSZTL,X,X,O,X,X,O,O,O,X,O
IJOSZLT,O,X,O,X,X,O,O,O,X,X
IJOZTLS,O,X,O,X,O,O,O,X,X,X
IJOZTSL,X,X,O,X,O,O,O,X,X,X
IJOZLTS,O,X,O,X,X,O,O,X,X,X
IJOZLST,O,X,O,X,X,O,O,X,X,X
IJOZSTL,O,X,O,X,X,O,O,O,X,O
IJOZSLT,O,X,O,X,X,O,O,O,X,X
ISTLJZO,X,O,X,O,O,X,X,X,X,X
ISTLJOZ,X,O,X,O,O,X,X,X,X,X
ISTLZJO,X,O,O,O,O,X,X,X,X,X
ISTLZOJ,X,O,O,O,O,X,X,X,X,X
ISTLOJZ,X,O,X,O,O,X,X,X,X,X
ISTLOZJ,X,O,O,O,O,X,X,X,X,X
ISTJLZO,X,O,X,O,O,O,X,X,X,X
ISTJLOZ,X,O,X,O,O,O,X,X,X,X
ISTJZLO,X,X,O,O,O,O,X,X,X,X
ISTJZOL,X,O,O,X,O,O,X,X,X,X
ISTJOLZ,X,O,X,X,O,O,X,X,X,X
ISTJOZL,X,O,O,X,O,O,X,X,X,X
ISTZLJO,X,O,O,O,O,X,X,X,X,X
ISTZLOJ,X,O,O,O,O,X,X,X,X,X
ISTZJLO,X,X,O,O,O,O,X,X,X,X
ISTZJOL,X,O,O,X,O,O,X,X,X,X
ISTZOLJ,X,O,O,O,O,X,X,X,X,X
ISTZOJL,X,O,O,X,O,O,X,X,X,X
ISTOLJZ,X,O,X,O,O,X,X,X,X,X
ISTOLZJ,X,O,O,O,O,X,X,X,X,X
ISTOJLZ,X,O,X,X,O,O,X,X,X,X
ISTOJZL,X,O,O,X,O,O,X,X,X,X
ISTOZLJ,X,O,O,O,O,X,X,X,X,X
ISTOZJL,X,O,O,X,O,O,X,X,X,X
ISLTJZO,X,O,X,O,X,X,X,X,X,X
ISLTJOZ,X,O,X,O,X,X,X,X,X,X
ISLTZJO,X,O,O,O,X,X,X,X,X,X
ISLTZOJ,X,O,O,O,X,X,X,X,X,X
ISLTOJZ,X,O,X,O,X,X,X,X,X,X
ISLTOZJ,X,O,O,O,X,X,X,X,X,X
ISLJTZO,X,O,X,X,X,O,X,X,X,X
ISLJTOZ,X,O,X,X,X,O,X,X,X,X
ISLJZTO,X,O,X,X,X,O,X,X,X,X
ISLJZOT,X,O,X,X,X,O,X,X,X,X
ISLJOTZ,O,O,X,X,X,O,X,X,X,X
ISLJOZT,O,X,X,X,X,O,X,X,X,X
ISLZTJO,X,O,O,O,X,X,X,X,X,X
ISLZTOJ,X,O,O,O,X,X,X,X,X,X
ISLZJTO,X,O,O,X,X,O,X,X,X,X
ISLZJOT,O,O,O,X,X,O,X,X,X,X
ISLZOTJ,O,O,O,X,X,X,X,X,X,X
ISLZOJT,O,O,X,X,X,O,X,X,X,X
ISLOTJZ,O,O,X,X,X,X,X,X,X,X
ISLOTZJ,O,O,O,X,X,X,X,X,O,X
ISLOJTZ,O,O,X,X,X,O,X,X,X,X
ISLOJZT,O,X,X,X,X,O,X,X,X,X
ISLOZTJ,O,O,X,X,X,X,X,X,X,X
ISLOZJT,O,O,X,X,X,O,X,X,X,X
ISJTLZO,X,O,X,O,X,O,X,X,X,X
ISJTLOZ,X,O,X,O,X,O,X,X,X,X
ISJTZLO,X,X,O,O,X,O,X,X,X,X
ISJTZOL,X,O,O,X,X,O,X,X,X,X
ISJTOLZ,X,O,X,X,X,O,X,X,X,X
ISJTOZL,X,O,O,X,X,O,X,X,X,X
ISJLTZO,X,O,X,X,X,O,X,X,X,X
ISJLTOZ,X,O,X,X,X,O,X,X,X,X
ISJLZTO,X,O,X,X,X,O,X,X,X,X
ISJLZOT,X,O,X,X,X,O,X,X,X,X
ISJLOTZ,O,O,X,X,X,O,X,X,X,X
ISJLOZT,O,X,X,X,X,O,X,X,X,X
ISJZTLO,X,X,O,O,X,O,X,X,X,X
ISJZTOL,X,O,O,X,X,O,X,X,X,X
ISJZLTO,X,X,O,X,X,O,X,X,X,X
ISJZLOT,X,X,O,X,X,O,X,X,X,X
ISJZOTL,X,O,O,X,X,O,X,X,X,X
ISJZOLT,X,X,O,X,X,O,X,X,X,X
ISJOTLZ,O,O,X,X,X,O,X,X,X,O
ISJOTZL,X,O,O,X,X,O,X,X,X,O
ISJOLTZ,O,X,X,X,X,O,X,X,X,X
ISJOLZT,O,X,X,X,X,O,X,X,X,X
ISJOZTL,X,X,X,X,X,O,X,X,X,O
ISJOZLT,O,X,X,X,X,O,X,X,X,X
ISZTLJO,X,O,O,O,O,X,X,X,X,X
ISZTLOJ,X,O,O,O,O,X,X,X,X,X
ISZTJLO,X,X,O,O,O,O,X,X,X,X
ISZTJOL,X,O,O,X,O,O,X,X,X,X
ISZTOLJ,X,O,O,O,O,X,X,X,X,X
ISZTOJL,X,O,O,X,O,O,X,X,X,X
ISZLTJO,X,O,O,O,X,X,X,X,X,X
ISZLTOJ,X,O,O,O,X,X,X,X,X,X
ISZLJTO,X,O,O,X,X,O,X,X,X,X
ISZLJOT,O,O,O,X,X,O,X,X,X,X
ISZLOTJ,O,O,O,X,X,X,X,X,X,X
ISZLOJT,O,O,X,X,X,O,X,X,X,X
ISZJTLO,X,X,O,O,X,O,X,X,X,X
ISZJTOL,X,O,O,X,X,O,X,X,X,X
ISZJLTO,X,X,O,X,X,O,X,X,X,X
ISZJLOT,O,X,O,X,X,O,X,X,X,X
ISZJOTL,O,O,O,X,X,O,X,X,X,X
ISZJOLT,O,X,O,X,X,O,X,X,X,X
ISZOTLJ,O,O,O,O,O,X,X,X,X,X
ISZOTJL,O,O,O,X,O,O,X,X,X,X
ISZOLTJ,O,O,O,X,X,X,X,X,X,X
ISZOLJT,O,O,X,X,X,O,X,X,X,X
ISZOJTL,O,O,O,X,X,O,X,X,X,O
ISZOJLT,O,X,O,X,X,O,X,X,X,X
ISOTLJZ,O,O,X,O,O,X,X,X,X,X
ISOTLZJ,O,O,O,O,O,X,X,X,O,X
ISOTJLZ,O,O,X,X,O,O,X,X,X,X
ISOTJZL,X,O,O,X,O,O,X,X,X,X
ISOTZLJ,O,O,O,O,O,X,X,X,O,X
ISOTZJL,O,O,O,X,O,O,X,X,O,X
ISOLTJZ,O,O,X,X,X,X,X,X,X,X
ISOLTZJ,O,O,O,X,X,X,X,X,O,X
ISOLJTZ,O,O,X,X,X,O,X,X,X,X
ISOLJZT,O,X,X,X,X,O,X,X,X,X
ISOLZTJ,O,O,X,X,X,X,X,X,X,X
ISOLZJT,O,O,X,X,X,O,X,X,X,X
ISOJTLZ,O,O,X,X,X,O,X,X,X,O
ISOJTZL,X,O,O,X,X,O,X,X,X,O
ISOJLTZ,O,X,X,X,X,O,X,X,X,X
ISOJLZT,O,X,X,X,X,O,X,X,X,X
ISOJZTL,O,X,X,X,X,O,X,X,X,O
ISOJZLT,O,X,X,X,X,O,X,X,X,X
ISOZTLJ,O,O,O,O,O,X,X,X,X,X
ISOZTJL,O,O,O,X,O,O,X,X,X,X
ISOZLTJ,O,O,O,X,X,X,X,X,X,X
ISOZLJT,O,O,X,X,X,O,X,X,X,X
ISOZJTL,O,O,O,X,X,O,X,X,X,O
ISOZJLT,O,X,O,X,X,O,X,X,X,X
IZTLJSO,X,X,X,O,O,X,X,X,X,X
IZTLJOS,X,O,O,X,O,X,X,X,X,X
IZTLSJO,X,O,X,O,O,X,X,X,X,X
IZTLSOJ,X,O,X,O,O,X,X,X,X,X
IZTLOJS,X,O,O,X,O,X,O,X,X,X
IZTLOSJ,X,O,O,O,O,X,O,X,X,X
IZTJLSO,X,X,X,O,O,O,X,X,X,X
IZTJLOS,X,X,O,X,O,O,O,X,X,X
IZTJSLO,X,X,O,O,O,O,X,X,X,X
IZTJSOL,X,X,O,X,O,O,O,X,X,X
IZTJOLS,X,O,O,X,O,O,O,X,X,X
IZTJOSL,X,O,O,X,O,O,O,X,X,X
IZTSLJO,X,O,O,O,O,X,X,X,X,X
IZTSLOJ,X,O,O,O,O,X,X,X,X,X
IZTSJLO,X,X,O,O,O,O,X,X,X,X
IZTSJOL,X,O,O,X,O,O,X,X,X,X
IZTSOLJ,X,O,O,O,O,X,O,X,X,X
IZTSOJL,X,O,O,X,O,O,O,X,X,X
IZTOLJS,X,O,O,X,O,X,O,X,X,X
IZTOLSJ,X,O,O,O,O,X,O,X,X,X
IZTOJLS,X,O,O,X,O,O,O,X,X,X
IZTOJSL,X,O,O,X,O,O,O,X,X,X
IZTOSLJ,X,O,O,O,O,X,O,X,X,X
IZTOSJL,X,O,O,X,O,O,O,X,X,X
IZLTJSO,X,X,X,O,O,X,X,X,X,X
IZLTJOS,X,O,O,X,O,X,X,X,X,X
IZLTSJO,X,O,X,O,O,X,X,X,X,X
IZLTSOJ,X,O,X,O,O,X,X,X,X,X
IZLTOJS,X,O,O,X,O,X,X,X,X,X
IZLTOSJ,X,O,O,O,O,X,X,X,X,X
IZLJTSO,X,X,X,O,X,O,X,X,X,X
IZLJTOS,X,O,O,X,X,O,X,X,X,X
IZLJSTO,X,O,O,X,X,O,X,X,X,X
IZLJSOT,O,O,O,X,X,O,X,X,X,X
IZLJOTS,O,O,O,X,X,O,X,X,X,X
IZLJOST,O,O,O,X,X,O,X,X,X,X
IZLSTJO,X,O,O,O,X,X,X,X,X,X
IZLSTOJ,X,O,O,O,X,X,X,X,X,X
IZLSJTO,X,O,O,X,X,O,X,X,X,X
IZLSJOT,O,O,O,X,X,O,X,X,X,X
IZLSOTJ,O,O,O,X,X,X,X,X,X,X
IZLSOJT,O,O,X,X,X,O,X,X,X,X
IZLOTJS,O,O,O,X,O,X,X,X,X,X
IZLOTSJ,X,O,O,O,O,X,X,X,X,X
IZLOJTS,O,O,X,X,X,O,X,X,X,X
IZLOJST,O,O,X,X,X,O,X,X,X,X
IZLOSTJ,O,O,O,X,X,X,X,X,X,X
IZLOSJT,O,O,X,X,X,O,X,X,X,X
IZJTLSO,X,X,X,O,O,O,X,X,X,X
IZJTLOS,X,X,O,X,O,O,O,X,X,X
IZJTSLO,X,X,O,O,O,O,X,X,X,X
IZJTSOL,X,X,O,X,O,O,O,X,X,X
IZJTOLS,X,O,O,X,O,O,O,X,X,X
IZJTOSL,X,O,O,X,O,O,O,X,X,X
IZJLTSO,X,X,X,O,X,O,X,X,X,X
IZJLTOS,X,O,O,X,X,O,X,X,X,X
IZJLSTO,X,O,O,X,X,O,X,X,X,X
IZJLSOT,O,O,O,X,X,O,X,X,X,X
IZJLOTS,O,O,O,X,X,O,O,X,X,X
IZJLOST,O,O,O,X,X,O,O,X,X,X
IZJSTLO,X,X,O,O,X,O,X,X,X,X
IZJSTOL,X,O,O,X,X,O,X,X,X,X
IZJSLTO,X,X,O,X,X,O,X,X,X,X
IZJSLOT,O,X,O,X,X,O,X,X,X,X
IZJSOTL,O,O,O,X,X,O,O,X,X,X
IZJSOLT,O,X,O,X,X,O,O,X,X,X
IZJOTLS,O,O,O,X,O,O,O,X,X,X
IZJOTSL,X,O,O,X,O,O,O,X,X,X
IZJOLTS,O,O,O,X,X,O,O,X,X,X
IZJOLST,O,O,O,X,X,O,O,X,X,X
IZJOSTL,O,O,O,X,X,O,O,X,X,X
IZJOSLT,O,X,O,X,X,O,O,X,X,X
IZSTLJO,X,O,O,O,O,X,X,X,X,X
IZSTLOJ,X,O,O,O,O,X,X,X,X,X
IZSTJLO,X,X,O,O,O,O,X,X,X,X
IZSTJOL,X,O,O,X,O,O,X,X,X,X
IZSTOLJ,X,O,O,O,O,X,X,X,X,X
IZSTOJL,X,O,O,X,O,O,X,X,X,X
IZSLTJO,X,O,O,O,X,X,X,X,X,X
IZSLTOJ,X,O,O,O,X,X,X,X,X,X
IZSLJTO,X,O,O,X,X,O,X,X,X,X
IZSLJOT,O,O,O,X,X,O,X,X,X,X
IZSLOTJ,O,O,O,X,X,X,X,X,X,X
IZSLOJT,O,O,X,X,X,O,X,X,X,X
IZSJTLO,X,X,O,O,X,O,X,X,X,X
IZSJTOL,X,O,O,X,X,O,X,X,X,X
IZSJLTO,X,X,O,X,X,O,X,X,X,X
IZSJLOT,O,X,O,X,X,O,X,X,X,X
IZSJOTL,O,O,O,X,X,O,X,X,X,X
IZSJOLT,O,X,O,X,X,O,X,X,X,X
IZSOTLJ,O,O,O,O,O,X,X,X,X,X
IZSOTJL,O,O,O,X,O,O,X,X,X,X
IZSOLTJ,O,O,O,X,X,X,X,X,X,X
IZSOLJT,O,O,X,X,X,O,X,X,X,X
IZSOJTL,O,O,O,X,X,O,X,X,X,X
IZSOJLT,O,X,O,X,X,O,X,X,X,X
IZOTLJS,O,O,O,X,O,X,O,X,X,X
IZOTLSJ,X,O,O,O,O,X,O,X,X,X
IZOTJLS,O,O,O,X,O,O,O,X,X,X
IZOTJSL,X,O,O,X,O,O,O,X,X,X
IZOTSLJ,X,O,O,O,O,X,O,X,X,X
IZOTSJL,X,O,O,X,O,O,O,X,X,X
IZOLTJS,O,O,O,X,O,X,X,X,X,X
IZOLTSJ,X,O,O,O,O,X,X,X,X,X
IZOLJTS,O,O,X,X,X,O,X,X,X,X
IZOLJST,O,O,X,X,X,O,X,X,X,X
IZOLSTJ,O,O,O,X,X,X,X,X,X,X
IZOLSJT,O,O,X,X,X,O,X,X,X,X
IZOJTLS,O,O,O,X,O,O,O,X,X,X
IZOJTSL,X,O,O,X,O,O,O,X,X,X
IZOJLTS,O,O,O,X,X,O,O,X,X,X
IZOJLST,O,O,O,X,X,O,O,X,X,X
IZOJSTL,O,O,O,X,X,O,O,X,X,X
IZOJSLT,O,X,O,X,X,O,O,X,X,X
IZOSTLJ,O,O,O,O,O,X,X,X,X,X
IZOSTJL,O,O,O,X,O,O,X,X,X,X
IZOSLTJ,O,O,O,X,X,X,X,X,X,X
IZOSLJT,O,O,X,X,X,O,X,X,X,X
IZOSJTL,O,O,O,X,X,O,X,X,X,X
IZOSJLT,O,X,O,X,X,O,X,X,X,X
IOTLJSZ,O,X,X,O,O,X,X,X,X,X
IOTLJZS,O,X,X,X,O,X,X,X,X,X
IOTLSJZ,O,X,X,O,O,X,X,O,X,X
IOTLSZJ,O,X,X,O,O,X,X,O,X,X
IOTLZJS,O,X,X,X,O,X,O,X,X,X
IOTLZSJ,X,X,X,O,O,X,O,X,X,X
IOTJLSZ,O,X,X,X,O,O,X,X,X,X
IOTJLZS,O,X,O,X,O,O,X,X,X,X
IOTJSLZ,X,X,X,X,O,O,X,O,X,X
IOTJSZL,X,X,O,X,O,O,X,O,X,X
IOTJZLS,X,X,O,X,O,O,O,X,X,X
IOTJZSL,X,X,O,X,O,O,O,X,X,X
IOTSLJZ,O,O,X,O,O,X,X,O,X,X
IOTSLZJ,O,O,O,O,O,X,X,O,O,X
IOTSJLZ,O,O,X,X,O,O,X,O,X,X
IOTSJZL,X,O,O,X,O,O,X,O,X,X
IOTSZLJ,O,O,O,O,O,X,O,O,O,X
IOTSZJL,O,O,O,X,O,O,O,O,O,X
IOTZLJS,O,O,O,X,O,X,O,X,X,X
IOTZLSJ,X,O,O,O,O,X,O,X,O,X
IOTZJLS,O,O,O,X,O,O,O,X,X,X
IOTZJSL,X,O,O,X,O,O,O,X,O,X
IOTZSLJ,X,O,O,O,O,X,O,O,O,X
IOTZSJL,X,O,O,X,O,O,O,O,O,X
IOLTJSZ,O,X,X,O,O,X,X,X,X,X
IOLTJZS,O,X,X,X,O,X,X,X,X,X
IOLTSJZ,O,X,X,O,O,X,X,X,X,X
IOLTSZJ,O,X,X,O,O,X,X,X,X,X
IOLTZJS,O,X,X,X,O,X,X,X,X,X
IOLTZSJ,X,X,X,O,O,X,X,X,X,X
IOLJTSZ,O,X,X,X,X,O,X,X,X,X
IOLJTZS,O,X,X,X,X,O,X,X,X,X
IOLJSTZ,O,X,X,X,X,O,X,X,X,X
IOLJSZT,O,X,X,X,X,O,X,X,X,X
IOLJZTS,O,X,X,X,X,O,X,X,X,X
IOLJZST,O,X,X,X,X,O,X,X,X,X
IOLSTJZ,O,O,X,X,X,X,X,X,X,X
IOLSTZJ,O,O,X,X,X,X,X,X,O,X
IOLSJTZ,O,O,X,X,X,O,X,X,X,X
IOLSJZT,O,X,X,X,X,O,X,X,X,X
IOLSZTJ,O,O,X,X,X,X,X,X,X,X
IOLSZJT,O,X,X,X,X,O,X,X,X,X
IOLZTJS,O,X,X,X,O,X,X,X,X,X
IOLZTSJ,X,X,X,O,O,X,X,X,X,X
IOLZJTS,O,X,X,X,X,O,X,X,X,X
IOLZJST,O,X,X,X,X,O,X,X,X,X
IOLZSTJ,O,X,X,X,X,X,X,X,X,X
IOLZSJT,O,X,X,X,X,O,X,X,X,X
IOJTLSZ,O,X,X,X,O,O,X,O,X,X
IOJTLZS,O,X,O,X,O,O,O,X,X,X
IOJTSLZ,X,X,X,X,O,O,X,O,X,X
IOJTSZL,X,X,O,X,O,O,O,O,X,X
IOJTZLS,X,X,O,X,O,O,O,X,X,X
IOJTZSL,X,X,O,X,O,O,O,O,X,X
IOJLTSZ,O,X,X,X,X,O,X,X,X,X
IOJLTZS,O,X,O,X,X,O,X,X,X,X
IOJLSTZ,O,X,X,X,X,O,X,O,X,X
IOJLSZT,O,X,X,X,X,O,X,O,X,X
IOJLZTS,O,X,O,X,X,O,O,X,X,X
IOJLZST,O,X,O,X,X,O,O,X,X,X
IOJSTLZ,O,X,X,X,X,O,X,O,X,O
IOJSTZL,X,X,O,X,X,O,X,O,X,O
IOJSLTZ,O,X,X,X,X,O,X,O,X,X
IOJSLZT,O,X,X,X,X,O,X,O,X,X
IOJSZTL,O,X,O,X,X,O,O,O,X,O
IOJSZLT,O,X,O,X,X,O,O,O,X,X
IOJZTLS,O,X,O,X,O,O,O,X,X,X
IOJZTSL,X,X,O,X,O,O,O,X,X,X
IOJZLTS,O,X,O,X,X,O,O,X,X,X
IOJZLST,O,X,O,X,X,O,O,X,X,X
IOJZSTL,O,X,O,X,X,O,O,O,X,O
IOJZSLT,O,X,O,X,X,O,O,O,X,X
IOSTLJZ,O,O,X,O,O,X,X,X,X,X
IOSTLZJ,O,O,O,O,O,X,X,X,O,X
IOSTJLZ,O,O,X,X,O,O,X,X,X,X
IOSTJZL,X,O,O,X,O,O,X,X,X,X
IOSTZLJ,O,O,O,O,O,X,X,X,O,X
IOSTZJL,O,O,O,X,O,O,X,X,O,X
IOSLTJZ,O,O,X,X,X,X,X,X,X,X
IOSLTZJ,O,O,O,X,X,X,X,X,O,X
IOSLJTZ,O,O,X,X,X,O,X,X,X,X
IOSLJZT,O,X,X,X,X,O,X,X,X,X
IOSLZTJ,O,O,X,X,X,X,X,X,X,X
IOSLZJT,O,X,X,X,X,O,X,X,X,X
IOSJTLZ,O,O,X,X,X,O,X,X,X,O
IOSJTZL,X,O,O,X,X,O,X,X,X,O
IOSJLTZ,O,X,X,X,X,O,X,X,X,X
IOSJLZT,O,X,X,X,X,O,X,X,X,X
IOSJZTL,O,X,X,X,X,O,X,X,X,O
IOSJZLT,O,X,X,X,X,O,X,X,X,X
IOSZTLJ,O,O,O,O,O,X,X,X,X,X
IOSZTJL,O,O,O,X,O,O,X,X,X,X
IOSZLTJ,O,O,O,X,X,X,X,X,X,X
IOSZLJT,O,O,X,X,X,O,X,X,X,X
IOSZJTL,O,O,O,X,X,O,X,X,X,O
IOSZJLT,O,X,O,X,X,O,X,X,X,X
IOZTLJS,O,O,O,X,O,X,O,X,X,X
