sequence,v115@MhB8CeA8DeC8BeB8DeD8Jei/IvhFRhBziB+oBfqBUr?BlqB,v115@MhB8CeA8DeC8BeB8DeD8Je/EJvhFihBziB+oB0lBFl?BxvB,v115@MhB8CeA8DeC8BeB8DeD8Je/EJvhFUgBRhBKrBFoBGo?BTqB,v115@MhB8CeA8DeC8BeB8DeD8JeT/IvhFihBXlBFoB0lBGo?BxvB,v115@MhB8CeA8DeC8BeB8DeD8JeT/IvhFRhBGjBKrBUoBFq?B/qB,v115@MhB8CeA8DeC8BeB8DeD8Je/EJvhFRhBziB+oBlqBaq?BUrB,v115@MhB8CeA8DeC8BeB8DeD8JeT/IvhFihB0lBGoBXlBFo?BxvB,v115@MhB8CeA8DeC8BeB8DeD8Jex/IvhFCjB0kBToB3qBmq?BlrB,v115@MhB8CeA8DeC8BeB8DeD8JeT/IvhFGjBllBUoBXlBim?BxvB
LZOTJIS,X,X,X,X,O,X,X,X,X
LZOTJSI,X,X,X,X,O,X,X,X,X
LZOTSIJ,X,X,O,O,O,X,X,O,X
LZOTSJI,X,X,O,O,O,X,X,O,X
LZOITJS,X,X,X,X,O,X,O,X,O
LZOITSJ,X,X,O,O,O,X,X,X,X
LZOIJTS,O,X,X,X,O,X,O,X,O
LZOIJST,O,X,X,X,X,X,O,X,X
LZOISTJ,X,X,O,O,X,X,X,O,X
LZOISJT,X,X,O,X,X,X,O,O,X
LZOJTIS,O,X,X,X,O,X,X,X,X
LZOJTSI,X,X,X,X,O,X,X,X,X
LZOJITS,O,X,X,X,O,X,O,X,O
LZOJIST,O,X,X,X,X,X,O,X,X
LZOJSTI,X,X,X,X,O,X,X,O,X
LZOJSIT,O,X,X,X,X,X,X,O,X
LZOSTIJ,X,X,O,O,O,X,X,O,X
LZOSTJI,X,X,O,O,O,X,X,O,X
LZOSITJ,X,X,O,X,X,X,X,O,X
LZOSIJT,X,X,O,X,X,X,X,O,X
LZOSJTI,X,X,O,X,O,X,X,O,X
LZOSJIT,X,X,O,X,X,X,X,O,X
LOTIJSZ,X,X,O,O,X,X,X,X,X
LOTIJZS,X,X,X,X,X,X,O,X,X
LOTISJZ,X,X,O,O,X,X,X,X,X
LOTISZJ,X,X,O,O,X,X,X,X,X
LOTIZJS,X,X,X,X,O,X,O,X,X
LOTIZSJ,X,X,O,O,O,X,X,X,X
LOTJISZ,X,X,O,O,X,X,X,X,X
LOTJIZS,X,X,X,X,X,X,O,X,X
LOTJSIZ,X,X,O,O,X,X,X,X,X
LOTJSZI,X,X,O,O,X,X,X,X,X
LOTJZIS,X,X,X,X,O,X,X,X,X
LOTJZSI,X,X,X,X,O,X,X,X,X
LOTSIJZ,X,X,O,O,X,X,X,X,X
LOTSIZJ,X,X,O,O,X,X,X,X,X
LOTSJIZ,X,X,O,O,X,X,X,X,X
LOTSJZI,X,X,O,O,X,X,X,X,X
LOTSZIJ,X,X,O,O,O,X,X,O,X
LOTSZJI,X,X,O,O,O,X,X,O,X
LOTZIJS,X,X,X,X,O,X,X,X,X
LOTZISJ,X,X,O,O,O,X,X,X,X
LOTZJIS,X,X,X,X,O,X,X,X,X
LOTZJSI,X,X,X,X,O,X,X,X,X
LOTZSIJ,X,X,O,O,O,X,X,O,X
LOTZSJI,X,X,O,O,O,X,X,O,X
LOITJSZ,X,X,O,O,X,X,X,X,X
LOITJZS,X,X,X,X,X,X,O,X,X
LOITSJZ,X,X,O,O,X,X,X,X,X
LOITSZJ,X,X,O,O,X,X,X,X,X
LOITZJS,X,X,X,X,O,X,O,X,O
LOITZSJ,X,X,O,O,O,X,X,X,X
LOIJTSZ,O,O,O,O,X,X,X,X,X
LOIJTZS,O,O,X,X,X,X,O,X,X
LOIJSTZ,O,O,O,O,X,X,X,X,X
LOIJSZT,O,O,O,X,X,X,O,X,X
LOIJZTS,O,O,X,X,X,X,O,X,X
LOIJZST,O,O,X,X,X,X,O,X,X
LOISTJZ,X,X,O,O,X,X,X,X,X
LOISTZJ,X,X,O,O,X,X,X,X,X
LOISJTZ,X,O,O,O,X,X,X,X,X
LOISJZT,X,O,O,X,X,X,O,X,X
LOISZTJ,X,X,O,O,X,X,X,O,X
LOISZJT,X,O,O,X,X,X,O,O,X
LOIZTJS,X,X,X,X,O,X,O,X,O
LOIZTSJ,X,X,O,O,O,X,X,X,X
LOIZJTS,X,O,X,X,O,X,O,X,O
LOIZJST,X,O,X,X,X,X,O,X,X
LOIZSTJ,X,X,O,O,X,X,X,O,X
LOIZSJT,X,O,O,X,X,X,O,O,X
LOJTISZ,O,O,O,O,X,X,X,X,X
LOJTIZS,O,O,X,X,X,X,O,X,X
LOJTSIZ,O,O,O,O,X,X,X,X,X
LOJTSZI,O,X,O,O,X,X,X,X,X
LOJTZIS,O,X,X,X,O,X,X,X,X
LOJTZSI,X,X,X,X,O,X,X,X,X
LOJITSZ,O,O,O,O,X,X,X,X,X
LOJITZS,O,O,X,X,X,X,O,X,X
LOJISTZ,O,O,O,O,X,X,X,X,X
LOJISZT,O,O,O,X,X,X,O,X,X
LOJIZTS,O,O,X,X,X,X,O,X,X
LOJIZST,O,O,X,X,X,X,O,X,X
LOJSTIZ,O,O,O,O,X,X,X,X,X
LOJSTZI,O,X,O,O,X,X,X,X,X
LOJSITZ,O,O,O,X,X,X,X,X,X
LOJSIZT,O,O,O,X,X,X,O,X,X
LOJSZTI,O,X,O,X,X,X,X,O,X
LOJSZIT,O,O,O,X,X,X,X,O,X
LOJZTIS,O,X,X,X,O,X,X,X,X
LOJZTSI,X,X,X,X,O,X,X,X,X
LOJZITS,O,O,X,X,O,X,O,X,X
LOJZIST,O,O,X,X,X,X,O,X,X
LOJZSTI,O,X,X,X,O,X,X,O,X
LOJZSIT,O,O,X,X,X,X,X,O,X
LOSTIJZ,X,X,O,O,X,X,X,X,X
LOSTIZJ,X,X,O,O,X,X,X,X,X
LOSTJIZ,X,X,O,O,X,X,X,X,X
LOSTJZI,X,X,O,O,X,X,X,X,X
LOSTZIJ,X,X,O,O,O,X,X,O,X
LOSTZJI,X,X,O,O,O,X,X,O,X
LOSITJZ,X,X,O,O,X,X,X,X,X
LOSITZJ,X,X,O,O,X,X,X,X,X
LOSIJTZ,O,O,O,O,X,X,X,X,X
LOSIJZT,O,O,O,X,X,X,O,X,X
LOSIZTJ,X,X,O,O,X,X,X,O,X
LOSIZJT,X,O,O,X,X,X,O,O,X
LOSJTIZ,O,O,O,O,X,X,X,X,X
LOSJTZI,O,X,O,O,X,X,X,X,X
LOSJITZ,O,O,O,X,X,X,X,X,X
LOSJIZT,O,O,O,X,X,X,O,X,X
LOSJZTI,O,X,O,X,X,X,X,O,X
LOSJZIT,O,O,O,X,X,X,X,O,X
LOSZTIJ,X,X,O,O,O,X,X,O,X
LOSZTJI,X,X,O,O,O,X,X,O,X
LOSZITJ,X,X,O,X,X,X,X,O,X
LOSZIJT,O,X,O,X,X,X,X,O,X
LOSZJTI,O,X,O,X,O,X,X,O,X
LOSZJIT,O,X,O,X,X,X,X,O,X
LOZTIJS,X,X,X,X,O,X,X,X,X
LOZTISJ,X,X,O,O,O,X,X,X,X
LOZTJIS,X,X,X,X,O,X,X,X,X
LOZTJSI,X,X,X,X,O,X,X,X,X
LOZTSIJ,X,X,O,O,O,X,X,O,X
LOZTSJI,X,X,O,O,O,X,X,O,X
LOZITJS,X,X,X,X,O,X,O,X,O
LOZITSJ,X,X,O,O,O,X,X,X,X
LOZIJTS,O,X,X,X,O,X,O,X,O
LOZIJST,O,X,X,X,X,X,O,X,X
LOZISTJ,X,X,O,O,X,X,X,O,X
LOZISJT,X,X,O,X,X,X,O,O,X
LOZJTIS,O,X,X,X,O,X,X,X,X
LOZJTSI,X,X,X,X,O,X,X,X,X
LOZJITS,O,X,X,X,O,X,O,X,O
LOZJIST,O,X,X,X,X,X,O,X,X
LOZJSTI,X,X,X,X,O,X,X,O,X
LOZJSIT,O,X,X,X,X,X,X,O,X
LOZSTIJ,X,X,O,O,O,X,X,O,X
LOZSTJI,X,X,O,O,O,X,X,O,X
LOZSITJ,X,X,O,X,X,X,X,O,X
LOZSIJT,X,X,O,X,X,X,X,O,X
LOZSJTI,X,X,O,X,O,X,X,O,X
LOZSJIT,X,X,O,X,X,X,X,O,X
JTILSZO,X,O,O,X,X,O,X,X,X
JTILSOZ,X,O,X,O,X,O,X,X,X
JTILZSO,X,O,X,X,X,X,X,X,X
JTILZOS,X,O,X,X,X,X,O,X,X
JTILOSZ,O,O,O,O,X,O,X,X,X
JTILOZS,O,O,X,X,X,X,O,X,X
JTISLZO,X,O,O,X,X,O,X,X,X
JTISLOZ,O,O,X,O,X,O,X,X,X
JTISZLO,X,O,X,X,X,O,X,X,X
JTISZOL,X,O,X,X,X,O,X,X,X
JTISOLZ,O,O,X,O,X,O,X,X,X
JTISOZL,X,O,X,X,X,O,X,X,X
JTIZLSO,X,O,X,X,X,X,X,X,X
JTIZLOS,O,O,X,X,X,X,O,X,X
JTIZSLO,O,O,X,X,X,O,X,X,X
JTIZSOL,O,O,X,X,X,O,X,X,X
JTIZOLS,O,O,X,X,X,X,O,X,X
JTIZOSL,O,O,X,X,X,O,X,X,X
JTIOLSZ,O,O,X,O,X,O,X,X,X
JTIOLZS,O,O,X,X,X,X,O,X,X
JTIOSLZ,O,O,X,O,X,O,X,X,X
JTIOSZL,X,O,X,X,X,O,X,X,X
JTIOZLS,O,O,X,X,X,X,O,X,X
JTIOZSL,O,O,X,X,X,O,X,X,X
JTLISZO,X,O,O,X,X,O,X,X,X
JTLISOZ,X,O,X,O,X,O,X,X,X
JTLIZSO,X,O,X,X,X,X,X,X,X
JTLIZOS,X,O,X,X,X,X,O,X,X
JTLIOSZ,O,O,O,O,X,O,X,X,X
JTLIOZS,O,O,X,X,X,X,O,X,X
JTLSIZO,X,O,O,X,X,O,X,X,X
JTLSIOZ,O,O,X,X,X,O,X,X,X
JTLSZIO,O,X,O,X,X,O,X,X,X
JTLSZOI,O,X,O,X,X,O,X,X,X
JTLSOIZ,O,O,O,O,X,O,X,X,X
JTLSOZI,O,X,O,O,X,O,X,X,X
JTLZISO,X,X,X,X,O,X,X,X,X
JTLZIOS,O,X,X,X,O,X,X,X,X
JTLZSIO,X,X,X,X,O,X,X,X,X
JTLZSOI,X,X,X,X,O,X,X,X,X
JTLZOIS,O,X,X,X,O,X,X,X,X
JTLZOSI,X,X,X,X,O,X,X,X,X
JTLOISZ,O,O,O,O,X,O,X,X,X
JTLOIZS,O,O,X,X,X,X,O,X,X
JTLOSIZ,O,O,O,O,X,O,X,X,X
JTLOSZI,O,X,O,O,X,O,X,X,X
JTLOZIS,O,X,X,X,O,X,X,X,X
JTLOZSI,X,X,X,X,O,X,X,X,X
JTSILZO,X,O,O,X,X,O,X,X,X
JTSILOZ,O,O,X,X,X,O,X,X,X
JTSIZLO,X,O,X,X,X,O,X,X,X
JTSIZOL,X,O,X,X,X,O,X,X,X
JTSIOLZ,O,O,X,X,X,O,X,X,X
JTSIOZL,X,O,X,X,X,O,X,X,X
JTSLIZO,X,O,O,X,X,O,X,X,X
JTSLIOZ,O,O,X,X,X,O,X,X,X
JTSLZIO,O,X,O,X,X,O,X,X,X
JTSLZOI,O,X,O,X,X,O,X,X,X
JTSLOIZ,O,O,O,O,X,O,X,X,X
JTSLOZI,O,X,O,O,X,O,X,X,X
JTSZILO,O,X,X,X,X,O,X,X,X
JTSZIOL,O,X,X,X,X,O,X,X,X
JTSZLIO,O,X,X,X,X,O,X,X,X
JTSZLOI,O,X,X,X,X,O,X,X,X
JTSZOIL,O,X,X,X,X,O,X,X,X
JTSZOLI,O,X,X,X,X,O,X,X,X
JTSOILZ,O,O,X,X,X,O,X,X,X
JTSOIZL,X,O,X,X,X,O,X,X,X
JTSOLIZ,O,O,O,O,X,O,X,X,X
JTSOLZI,O,X,O,O,X,O,X,X,X
JTSOZIL,O,X,X,X,X,O,X,X,X
JTSOZLI,O,X,X,X,X,O,X,X,X
JTZILSO,X,X,X,X,O,X,X,X,X
JTZILOS,O,X,X,X,O,X,X,X,X
JTZISLO,O,X,X,X,X,O,X,X,X
JTZISOL,O,X,X,X,X,O,X,X,X
JTZIOLS,O,X,X,X,O,X,X,X,X
JTZIOSL,O,X,X,X,X,O,X,X,X
JTZLISO,X,X,X,X,O,X,X,X,X
JTZLIOS,O,X,X,X,O,X,X,X,X
JTZLSIO,X,X,X,X,O,X,X,X,X
JTZLSOI,X,X,X,X,O,X,X,X,X
JTZLOIS,O,X,X,X,O,X,X,X,X
JTZLOSI,X,X,X,X,O,X,X,X,X
JTZSILO,O,X,X,X,X,O,X,X,X
JTZSIOL,O,X,X,X,X,O,X,X,X
JTZSLIO,O,X,X,X,O,O,X,X,X
JTZSLOI,O,X,X,X,O,O,X,X,X
JTZSOIL,O,X,X,X,X,O,X,X,X
JTZSOLI,O,X,X,X,O,O,X,X,X
JTZOILS,O,X,X,X,O,X,X,X,X
JTZOISL,O,X,X,X,X,O,X,X,X
JTZOLIS,O,X,X,X,O,X,X,X,X
JTZOLSI,X,X,X,X,O,X,X,X,X
JTZOSIL,O,X,X,X,X,O,X,X,X
JTZOSLI,O,X,X,X,O,O,X,X,X
JTOILSZ,O,O,X,O,X,O,X,X,X
JTOILZS,O,O,X,X,X,X,O,X,X
JTOISLZ,O,O,X,O,X,O,X,X,X
JTOISZL,X,O,X,X,X,O,X,X,X
JTOIZLS,O,O,X,X,X,X,O,X,X
JTOIZSL,O,O,X,X,X,O,X,X,X
JTOLISZ,O,O,O,O,X,O,X,X,X
JTOLIZS,O,O,X,X,X,X,O,X,X
JTOLSIZ,O,O,O,O,X,O,X,X,X
JTOLSZI,O,X,O,O,X,O,X,X,X
JTOLZIS,O,X,X,X,O,X,X,X,X
JTOLZSI,X,X,X,X,O,X,X,X,X
JTOSILZ,O,O,X,X,X,O,X,X,X
JTOSIZL,X,O,X,X,X,O,X,X,X
JTOSLIZ,O,O,O,O,X,O,X,X,X
JTOSLZI,O,X,O,O,X,O,X,X,X
JTOSZIL,O,X,X,X,X,O,X,X,X
JTOSZLI,O,X,X,X,X,O,X,X,X
JTOZILS,O,X,X,X,O,X,X,X,X
JTOZISL,O,X,X,X,X,O,X,X,X
JTOZLIS,O,X,X,X,O,X,X,X,X
JTOZLSI,X,X,X,X,O,X,X,X,X
JTOZSIL,O,X,X,X,X,O,X,X,X
JTOZSLI,O,X,X,X,O,O,X,X,X
JITLSZO,X,O,O,X,X,O,X,X,X
JITLSOZ,X,O,X,O,X,O,X,X,X
JITLZSO,X,O,X,X,X,X,X,X,X
JITLZOS,X,O,X,X,X,X,O,X,X
JITLOSZ,O,O,O,O,X,O,X,X,X
JITLOZS,O,O,X,X,X,X,O,X,X
JITSLZO,X,O,O,X,X,O,X,X,X
JITSLOZ,O,O,X,O,X,O,X,X,X
JITSZLO,X,O,X,X,X,O,X,X,X
JITSZOL,X,O,X,X,X,O,X,X,X
JITSOLZ,O,O,X,O,X,O,X,X,X
JITSOZL,X,O,X,X,X,O,X,X,X
JITZLSO,X,O,X,X,X,X,X,X,X
JITZLOS,O,O,X,X,X,X,O,X,O
JITZSLO,O,O,X,X,X,O,X,X,X
JITZSOL,O,O,X,X,X,O,X,X,O
JITZOLS,O,O,X,X,X,X,O,X,O
JITZOSL,O,O,X,X,X,O,X,X,O
JITOLSZ,O,O,X,O,X,O,X,X,X
JITOLZS,O,O,X,X,X,X,O,X,X
JITOSLZ,O,O,X,O,X,O,X,X,X
JITOSZL,X,O,X,X,X,O,X,X,X
JITOZLS,O,O,X,X,X,X,O,X,O
JITOZSL,O,O,X,X,X,O,X,X,O
JILTSZO,X,O,O,X,X,O,X,X,X
JILTSOZ,X,O,X,O,X,O,X,X,X
JILTZSO,X,O,X,X,X,X,X,X,X
JILTZOS,X,O,X,X,X,X,O,X,X
JILTOSZ,O,O,O,O,X,O,X,X,X
JILTOZS,O,O,X,X,X,X,O,X,X
JILSTZO,X,O,O,X,X,X,X,X,X
JILSTOZ,O,O,X,O,X,X,X,X,X
JILSZTO,O,O,O,X,X,X,X,X,X
JILSZOT,O,O,X,X,X,X,O,X,X
JILSOTZ,O,O,X,O,X,X,X,X,X
JILSOZT,O,O,X,X,X,X,O,X,X
JILZTSO,X,O,X,X,X,X,X,X,X
JILZTOS,O,O,X,X,X,X,O,X,X
JILZSTO,O,O,X,X,X,X,X,X,X
JILZSOT,O,O,X,X,X,X,O,X,X
JILZOTS,O,O,X,X,X,X,O,X,X
JILZOST,O,O,X,X,X,X,O,X,X
JILOTSZ,O,O,O,O,X,O,X,X,X
JILOTZS,O,O,X,X,X,X,O,X,X
JILOSTZ,O,O,O,O,X,X,X,X,X
JILOSZT,O,O,O,X,X,X,O,X,X
JILOZTS,O,O,X,X,X,X,O,X,X
JILOZST,O,O,X,X,X,X,O,X,X
JISTLZO,X,O,O,X,X,O,X,X,X
JISTLOZ,O,O,X,O,X,O,X,X,X
JISTZLO,X,O,X,X,X,O,X,X,X
JISTZOL,X,O,X,X,X,O,X,X,X
JISTOLZ,O,O,X,O,X,O,X,X,X
JISTOZL,X,O,X,X,X,O,X,X,X
JISLTZO,X,O,O,X,X,X,X,X,X
JISLTOZ,O,O,X,O,X,X,X,X,X
JISLZTO,O,O,O,X,X,X,X,X,X
JISLZOT,O,O,X,X,X,X,O,X,X
JISLOTZ,O,O,X,O,X,X,X,X,X
JISLOZT,O,O,X,X,X,X,O,X,X
JISZTLO,O,O,X,X,X,X,X,X,X
JISZTOL,O,O,X,X,X,X,X,X,X
JISZLTO,O,O,X,X,X,X,X,X,X
JISZLOT,O,O,X,X,X,X,O,X,X
JISZOTL,O,O,X,X,X,X,X,X,X
JISZOLT,O,O,X,X,X,X,O,X,X
JISOTLZ,O,O,X,O,X,O,X,X,X
JISOTZL,X,O,X,X,X,O,X,X,X
JISOLTZ,O,O,X,O,X,X,X,X,X
JISOLZT,O,O,X,X,X,X,O,X,X
JISOZTL,O,O,X,X,X,X,X,X,X
JISOZLT,O,O,X,X,X,X,O,X,X
JIZTLSO,X,O,X,X,X,X,X,X,X
JIZTLOS,O,O,X,X,X,X,O,X,O
JIZTSLO,O,O,X,X,X,O,X,X,X
JIZTSOL,O,O,X,X,X,O,X,X,O
JIZTOLS,O,O,X,X,X,X,O,X,O
JIZTOSL,O,O,X,X,X,O,X,X,O
JIZLTSO,X,O,X,X,X,X,X,X,X
JIZLTOS,O,O,X,X,X,X,O,X,O
JIZLSTO,O,O,X,X,X,X,X,X,X
JIZLSOT,O,O,X,X,X,X,O,X,X
JIZLOTS,O,O,X,X,X,X,O,X,O
JIZLOST,O,O,X,X,X,X,O,X,X
JIZSTLO,O,O,X,X,X,X,X,X,X
JIZSTOL,O,O,X,X,X,X,X,X,O
JIZSLTO,O,O,X,X,X,X,X,X,X
JIZSLOT,O,O,X,X,X,X,O,X,X
JIZSOTL,O,O,X,X,X,X,X,X,O
JIZSOLT,O,O,X,X,X,X,O,X,X
JIZOTLS,O,O,X,X,X,X,O,X,O
JIZOTSL,O,O,X,X,X,O,X,X,O
JIZOLTS,O,O,X,X,X,X,O,X,O
JIZOLST,O,O,X,X,X,X,O,X,X
JIZOSTL,O,O,X,X,X,X,X,X,O
JIZOSLT,O,O,X,X,X,X,O,X,X
JIOTLSZ,O,O,X,O,X,O,X,X,X
JIOTLZS,O,O,X,X,X,X,O,X,X
JIOTSLZ,O,O,X,O,X,O,X,X,X
JIOTSZL,X,O,X,X,X,O,X,X,X
JIOTZLS,O,O,X,X,X,X,O,X,O
JIOTZSL,O,O,X,X,X,O,X,X,O
JIOLTSZ,O,O,X,O,X,O,X,X,X
JIOLTZS,O,O,X,X,X,X,O,X,X
JIOLSTZ,O,O,X,O,X,X,X,X,X
JIOLSZT,O,O,X,X,X,X,O,X,X
JIOLZTS,O,O,X,X,X,X,O,X,X
JIOLZST,O,O,X,X,X,X,O,X,X
JIOSTLZ,O,O,X,O,X,O,X,X,X
JIOSTZL,X,O,X,X,X,O,X,X,X
JIOSLTZ,O,O,X,O,X,X,X,X,X
JIOSLZT,O,O,X,X,X,X,O,X,X
JIOSZTL,O,O,X,X,X,X,X,X,X
JIOSZLT,O,O,X,X,X,X,O,X,X
JIOZTLS,O,O,X,X,X,X,O,X,O
JIOZTSL,O,O,X,X,X,O,X,X,O
JIOZLTS,O,O,X,X,X,X,O,X,O
JIOZLST,O,O,X,X,X,X,O,X,X
JIOZSTL,O,O,X,X,X,X,X,X,O
JIOZSLT,O,O,X,X,X,X,O,X,X
JLTISZO,X,O,O,X,X,O,X,X,X
JLTISOZ,X,O,X,O,X,O,X,X,X
JLTIZSO,X,O,X,X,X,X,X,X,X
JLTIZOS,X,O,X,X,X,X,O,X,X
JLTIOSZ,O,O,O,O,X,O,X,X,X
JLTIOZS,O,O,X,X,X,X,O,X,X
JLTSIZO,X,O,O,X,X,O,X,X,X
JLTSIOZ,O,O,X,X,X,O,X,X,X
JLTSZIO,O,X,O,X,X,O,X,X,X
JLTSZOI,O,X,O,X,X,O,X,X,X
JLTSOIZ,O,O,O,O,X,O,X,X,X
JLTSOZI,O,X,O,O,X,O,X,X,X
JLTZISO,X,X,X,X,O,X,X,X,X
JLTZIOS,O,X,X,X,O,X,X,X,X
JLTZSIO,X,X,X,X,O,X,X,X,X
JLTZSOI,X,X,X,X,O,X,X,X,X
JLTZOIS,O,X,X,X,O,X,X,X,X
JLTZOSI,X,X,X,X,O,X,X,X,X
JLTOISZ,O,O,O,O,X,O,X,X,X
JLTOIZS,O,O,X,X,X,X,O,X,X
JLTOSIZ,O,O,O,O,X,O,X,X,X
JLTOSZI,O,X,O,O,X,O,X,X,X
JLTOZIS,O,X,X,X,O,X,X,X,X
JLTOZSI,X,X,X,X,O,X,X,X,X
JLITSZO,X,O,O,X,X,O,X,X,X
JLITSOZ,X,O,X,O,X,O,X,X,X
JLITZSO,X,O,X,X,X,X,X,X,X
JLITZOS,X,O,X,X,X,X,O,X,X
JLITOSZ,O,O,O,O,X,O,X,X,X
JLITOZS,O,O,X,X,X,X,O,X,X
JLISTZO,X,O,O,X,X,X,X,X,X
JLISTOZ,O,O,X,O,X,X,X,X,X
JLISZTO,O,O,O,X,X,X,X,X,X
JLISZOT,O,O,X,X,X,X,O,X,X
JLISOTZ,O,O,X,O,X,X,X,X,X
JLISOZT,O,O,X,X,X,X,O,X,X
JLIZTSO,X,O,X,X,X,X,X,X,X
JLIZTOS,O,O,X,X,X,X,O,X,X
JLIZSTO,O,O,X,X,X,X,X,X,X
JLIZSOT,O,O,X,X,X,X,O,X,X
JLIZOTS,O,O,X,X,X,X,O,X,X
JLIZOST,O,O,X,X,X,X,O,X,X
JLIOTSZ,O,O,O,O,X,O,X,X,X
JLIOTZS,O,O,X,X,X,X,O,X,X
JLIOSTZ,O,O,O,O,X,X,X,X,X
JLIOSZT,O,O,O,X,X,X,O,X,X
JLIOZTS,O,O,X,X,X,X,O,X,X
JLIOZST,O,O,X,X,X,X,O,X,X
JLSTIZO,X,O,O,X,X,O,X,X,X
JLSTIOZ,O,O,X,X,X,O,X,X,X
JLSTZIO,O,X,O,X,X,O,X,X,X
JLSTZOI,O,X,O,X,X,O,X,X,X
JLSTOIZ,O,O,O,O,X,O,X,X,X
JLSTOZI,O,X,O,O,X,O,X,X,X
JLSITZO,X,O,O,X,X,X,X,X,X
JLSITOZ,O,O,X,X,X,X,X,X,X
JLSIZTO,O,O,O,X,X,X,X,X,X
JLSIZOT,O,O,X,X,X,X,O,X,X
JLSIOTZ,O,O,X,X,X,X,X,X,X
JLSIOZT,O,O,X,X,X,X,O,X,X
JLSZTIO,O,X,O,X,X,X,X,X,X
JLSZTOI,O,X,O,X,X,X,X,X,X
JLSZITO,O,O,O,X,X,X,X,X,X
JLSZIOT,O,O,X,X,X,X,X,X,X
JLSZOTI,O,X,X,X,X,X,X,X,X
JLSZOIT,O,O,X,X,X,X,X,X,X
JLSOTIZ,O,O,O,O,X,O,X,X,X
JLSOTZI,O,X,O,O,X,O,X,X,X
JLSOITZ,O,O,O,X,X,X,X,X,X
JLSOIZT,O,O,O,X,X,X,O,X,X
JLSOZTI,O,X,O,X,X,X,X,X,X
JLSOZIT,O,O,O,X,X,X,X,X,X
JLZTISO,X,X,X,X,O,X,X,X,X
JLZTIOS,O,X,X,X,O,X,X,X,X
JLZTSIO,X,X,X,X,O,X,X,X,X
JLZTSOI,X,X,X,X,O,X,X,X,X
JLZTOIS,O,X,X,X,O,X,X,X,X
JLZTOSI,X,X,X,X,O,X,X,X,X
JLZITSO,X,O,X,X,O,X,X,X,X
JLZITOS,O,O,X,X,O,X,O,X,X
JLZISTO,O,O,X,X,X,X,X,X,X
JLZISOT,O,O,X,X,X,X,O,X,X
JLZIOTS,O,O,X,X,O,X,O,X,X
JLZIOST,O,O,X,X,X,X,O,X,X
JLZSTIO,O,X,X,X,O,X,X,X,X
JLZSTOI,O,X,X,X,O,X,X,X,X
JLZSITO,O,O,X,X,X,X,X,X,X
JLZSIOT,O,O,X,X,X,X,X,X,X
JLZSOTI,O,X,X,X,O,X,X,X,X
JLZSOIT,O,O,X,X,X,X,X,X,X
JLZOTIS,O,X,X,X,O,X,X,X,X
JLZOTSI,X,X,X,X,O,X,X,X,X
JLZOITS,O,O,X,X,O,X,O,X,X
JLZOIST,O,O,X,X,X,X,O,X,X
JLZOSTI,O,X,X,X,O,X,X,X,X
JLZOSIT,O,O,X,X,X,X,X,X,X
JLOTISZ,O,O,O,O,X,O,X,X,X
JLOTIZS,O,O,X,X,X,X,O,X,X
JLOTSIZ,O,O,O,O,X,O,X,X,X
JLOTSZI,O,X,O,O,X,O,X,X,X
JLOTZIS,O,X,X,X,O,X,X,X,X
JLOTZSI,X,X,X,X,O,X,X,X,X
JLOITSZ,O,O,O,O,X,O,X,X,X
JLOITZS,O,O,X,X,X,X,O,X,X
JLOISTZ,O,O,O,O,X,X,X,X,X
JLOISZT,O,O,O,X,X,X,O,X,X
JLOIZTS,O,O,X,X,X,X,O,X,X
JLOIZST,O,O,X,X,X,X,O,X,X
JLOSTIZ,O,O,O,O,X,O,X,X,X
JLOSTZI,O,X,O,O,X,O,X,X,X
JLOSITZ,O,O,O,X,X,X,X,X,X
JLOSIZT,O,O,O,X,X,X,O,X,X
JLOSZTI,O,X,O,X,X,X,X,X,X
JLOSZIT,O,O,O,X,X,X,X,X,X
JLOZTIS,O,X,X,X,O,X,X,X,X
JLOZTSI,X,X,X,X,O,X,X,X,X
JLOZITS,O,O,X,X,O,X,O,X,X
JLOZIST,O,O,X,X,X,X,O,X,X
JLOZSTI,O,X,X,X,O,X,X,X,X
JLOZSIT,O,O,X,X,X,X,X,X,X
JSTILZO,X,O,O,X,X,O,X,X,X
JSTILOZ,O,O,X,X,X,O,X,X,X
JSTIZLO,X,O,X,X,X,O,X,X,X
JSTIZOL,X,O,X,X,X,O,X,X,X
JSTIOLZ,O,O,X,X,X,O,X,X,X
JSTIOZL,X,O,X,X,X,O,X,X,X
JSTLIZO,X,O,O,X,X,O,X,X,X
JSTLIOZ,O,O,X,X,X,O,X,X,X
JSTLZIO,O,X,O,X,X,O,X,X,X
JSTLZOI,O,X,O,X,X,O,X,X,X
JSTLOIZ,O,O,O,O,X,O,X,X,X
JSTLOZI,O,X,O,O,X,O,X,X,X
JSTZILO,O,X,X,X,X,O,X,X,X
JSTZIOL,O,X,X,X,X,O,X,X,X
JSTZLIO,O,X,X,X,X,O,X,X,X
JSTZLOI,O,X,X,X,X,O,X,X,X
JSTZOIL,O,X,X,X,X,O,X,X,X
JSTZOLI,O,X,X,X,X,O,X,X,X
JSTOILZ,O,O,X,X,X,O,X,X,X
JSTOIZL,X,O,X,X,X,O,X,X,X
JSTOLIZ,O,O,O,O,X,O,X,X,X
