sequence,v115@RhA8BeB8EeF8AeC8Je/EJvhFRgBzhBGjBilBUoBFsB,v115@RhA8BeB8EeF8AeC8JeT/IvhFxgBymBGjBXlBUoBFsB,v115@RhA8BeB8EeF8AeC8JemAJvhFzhBfoB6oBxkB0kBFsB,v115@RhA8BeB8EeF8AeC8JemAJvhFFiB6oBxkBfsBzsB0pB,v115@RhA8BeB8EeF8AeC8Jex/IvhFylBFiBTjB0kBfsBWyB,v115@RhA8BeB8EeF8AeC8JeT/IvhFmhBSoBxlBXlBUoBFsB,v115@RhA8BeB8EeF8AeC8JeT/IvhF6oBxlBmnBXlBlmBcsB,v115@RhA8BeB8EeF8AeC8JeT/IvhFUjBxlBOsBXqBlrBSyB,v115@RhA8BeB8EeF8AeC8JeT/IvhFxgB+oBXlB0mBlnBisB,v115@RhA8BeB8EeF8AeC8JeT/IvhFSoBxlBVsBXlBUoBmrB
ILOJSZT,X,X,X,O,O,X,O,X,X,X
ILOJZTS,X,O,X,X,X,X,O,O,X,X
ILOJZST,X,O,X,O,O,X,O,O,X,X
ILOSTJZ,X,X,O,O,O,X,X,X,X,X
ILOSTZJ,X,O,O,O,X,X,X,X,X,X
ILOSJTZ,X,X,O,O,O,X,O,X,X,X
ILOSJZT,X,O,X,O,O,X,O,X,X,X
ILOSZTJ,X,O,X,O,X,X,X,X,X,X
ILOSZJT,X,O,X,O,X,X,X,X,X,X
ILOZTJS,X,O,X,X,X,X,X,X,X,X
ILOZTSJ,X,X,X,X,X,X,X,X,X,X
ILOZJTS,X,O,X,X,X,X,O,X,X,X
ILOZJST,X,O,X,O,X,X,O,X,X,X
ILOZSTJ,X,O,X,O,X,X,X,X,X,X
ILOZSJT,X,O,X,O,X,X,X,X,X,X
IJTLSZO,X,X,O,X,X,X,X,X,X,X
IJTLSOZ,X,X,O,X,X,O,X,X,X,X
IJTLZSO,X,X,X,X,X,X,X,X,X,X
IJTLZOS,X,X,X,X,X,O,X,X,X,X
IJTLOSZ,X,X,O,O,X,O,O,X,X,O
IJTLOZS,X,X,X,X,X,O,O,X,X,O
IJTSLZO,X,X,O,X,X,X,X,X,X,X
IJTSLOZ,X,X,O,O,X,O,X,X,X,X
IJTSZLO,X,X,O,X,X,X,X,X,O,X
IJTSZOL,X,X,O,O,X,X,X,X,O,X
IJTSOLZ,X,X,O,O,X,O,X,X,X,X
IJTSOZL,X,X,O,O,X,X,X,X,O,X
IJTZLSO,X,X,X,X,X,X,X,X,O,X
IJTZLOS,X,X,X,X,X,O,X,X,X,X
IJTZSLO,X,X,O,X,X,X,X,X,O,X
IJTZSOL,X,X,O,X,X,X,X,X,O,X
IJTZOLS,X,X,X,X,X,O,X,O,X,X
IJTZOSL,X,X,O,X,X,X,X,O,O,X
IJTOLSZ,X,X,O,O,X,O,O,X,X,O
IJTOLZS,X,X,X,X,X,O,O,X,X,O
IJTOSLZ,X,X,O,O,X,O,X,X,X,X
IJTOSZL,X,X,O,O,X,X,X,X,X,X
IJTOZLS,X,X,X,X,X,O,X,O,X,X
IJTOZSL,X,X,O,X,X,X,X,O,X,X
IJLTSZO,X,X,O,X,O,X,X,X,X,X
IJLTSOZ,X,X,O,X,O,X,X,X,X,X
IJLTZSO,X,X,X,X,X,X,X,X,X,X
IJLTZOS,X,X,X,X,X,X,X,X,X,X
IJLTOSZ,X,X,O,O,O,X,O,X,X,X
IJLTOZS,X,X,X,X,X,X,O,X,X,X
IJLSTZO,X,X,O,X,O,X,X,X,X,X
IJLSTOZ,X,X,O,O,O,X,X,X,X,X
IJLSZTO,X,X,O,X,O,X,X,X,X,X
IJLSZOT,X,X,X,X,O,X,X,X,X,X
IJLSOTZ,X,X,O,O,O,X,O,X,X,X
IJLSOZT,X,X,X,O,O,X,O,X,X,X
IJLZTSO,X,X,X,X,O,X,X,X,X,X
IJLZTOS,X,X,X,X,O,X,X,X,X,X
IJLZSTO,X,X,O,X,O,X,X,X,X,X
IJLZSOT,X,X,X,X,O,X,X,X,X,X
IJLZOTS,X,X,X,X,O,X,O,O,X,X
IJLZOST,X,X,X,O,O,X,O,O,X,X
IJLOTSZ,X,X,X,O,O,X,O,X,X,X
IJLOTZS,X,X,X,X,X,X,O,X,X,X
IJLOSTZ,X,X,O,O,O,X,O,X,X,X
IJLOSZT,X,X,X,O,O,X,O,X,X,X
IJLOZTS,X,X,X,X,O,X,O,O,X,X
IJLOZST,X,X,X,O,O,X,O,O,X,X
IJSTLZO,X,X,O,X,O,X,X,X,X,X
IJSTLOZ,X,X,O,O,O,X,X,X,X,X
IJSTZLO,X,X,O,X,O,X,X,X,O,X
IJSTZOL,X,X,O,O,O,X,X,X,O,X
IJSTOLZ,X,X,O,O,O,X,X,X,X,X
IJSTOZL,X,X,O,O,O,X,X,X,O,X
IJSLTZO,X,X,O,X,O,X,X,X,X,X
IJSLTOZ,X,X,O,O,O,X,X,X,X,X
IJSLZTO,X,X,O,X,O,X,X,X,O,X
IJSLZOT,X,X,X,X,O,X,X,X,O,X
IJSLOTZ,X,X,O,O,O,X,O,X,X,X
IJSLOZT,X,X,X,O,O,X,O,X,O,X
IJSZTLO,X,X,O,X,O,X,X,X,O,X
IJSZTOL,X,X,O,O,O,X,X,X,O,X
IJSZLTO,X,X,O,X,O,X,X,X,O,X
IJSZLOT,X,X,X,X,O,X,X,X,O,X
IJSZOTL,X,X,X,O,O,X,X,O,O,X
IJSZOLT,X,X,X,O,O,X,X,O,O,X
IJSOTLZ,X,X,O,O,O,X,X,X,X,X
IJSOTZL,X,X,O,O,O,X,X,X,O,X
IJSOLTZ,X,X,O,O,O,X,O,X,X,X
IJSOLZT,X,X,X,O,O,X,O,X,O,X
IJSOZTL,X,X,X,O,O,X,X,O,O,X
IJSOZLT,X,X,X,O,O,X,X,O,O,X
IJZTLSO,X,X,X,X,O,X,X,X,O,X
IJZTLOS,X,X,X,X,O,X,X,X,X,X
IJZTSLO,X,X,O,X,O,X,X,X,O,X
IJZTSOL,X,X,O,X,O,X,X,X,O,X
IJZTOLS,X,X,X,X,O,X,X,O,X,X
IJZTOSL,X,X,O,X,O,X,X,O,O,X
IJZLTSO,X,X,X,X,O,X,X,X,O,X
IJZLTOS,X,X,X,X,O,X,X,X,X,X
IJZLSTO,X,X,O,X,O,X,X,X,O,X
IJZLSOT,X,X,X,X,O,X,X,X,O,X
IJZLOTS,X,X,X,X,O,X,O,O,X,X
IJZLOST,X,X,X,O,O,X,O,O,X,X
IJZSTLO,X,X,O,X,O,X,X,X,O,X
IJZSTOL,X,X,O,O,O,X,X,X,O,X
IJZSLTO,X,X,O,X,O,X,X,X,O,X
IJZSLOT,X,X,X,X,O,X,X,X,O,X
IJZSOTL,X,X,X,O,O,X,X,O,O,X
IJZSOLT,X,X,X,O,O,X,X,O,O,X
IJZOTLS,X,X,X,X,O,X,X,O,X,X
IJZOTSL,X,X,X,X,O,X,X,O,O,X
IJZOLTS,X,X,X,X,O,X,O,O,X,X
IJZOLST,X,X,X,O,O,X,O,O,X,X
IJZOSTL,X,X,X,O,O,X,X,O,O,X
IJZOSLT,X,X,X,O,O,X,X,O,O,X
IJOTLSZ,X,X,O,O,X,O,O,X,X,O
IJOTLZS,X,X,X,X,X,O,O,X,X,O
IJOTSLZ,X,X,O,O,X,O,X,X,X,X
IJOTSZL,X,X,O,O,X,X,X,X,X,X
IJOTZLS,X,X,X,X,X,O,X,O,X,X
IJOTZSL,X,X,O,X,X,X,X,O,X,X
IJOLTSZ,X,X,X,O,O,X,O,X,X,X
IJOLTZS,X,X,X,X,X,X,O,X,X,X
IJOLSTZ,X,X,O,O,O,X,O,X,X,X
IJOLSZT,X,X,X,O,O,X,O,X,X,X
IJOLZTS,X,X,X,X,O,X,O,O,X,X
IJOLZST,X,X,X,O,O,X,O,O,X,X
IJOSTLZ,X,X,O,O,O,X,X,X,X,X
IJOSTZL,X,X,O,O,O,X,X,X,X,X
IJOSLTZ,X,X,O,O,O,X,O,X,X,X
IJOSLZT,X,X,X,O,O,X,O,X,X,X
IJOSZTL,X,X,X,O,O,X,X,O,X,X
IJOSZLT,X,X,X,O,O,X,X,O,X,X
IJOZTLS,X,X,X,X,O,X,X,O,X,X
IJOZTSL,X,X,X,X,O,X,X,O,X,X
IJOZLTS,X,X,X,X,O,X,O,O,X,X
IJOZLST,X,X,X,O,O,X,O,O,X,X
IJOZSTL,X,X,X,O,O,X,X,O,X,X
IJOZSLT,X,X,X,O,O,X,X,O,X,X
ISTLJZO,O,O,O,X,O,X,X,X,X,X
ISTLJOZ,O,O,O,O,O,O,X,X,X,X
ISTLZJO,O,O,O,X,O,X,X,X,X,X
ISTLZOJ,O,O,O,X,O,X,X,X,X,X
ISTLOJZ,O,O,O,O,O,O,X,X,X,O
ISTLOZJ,O,O,O,O,X,X,X,X,X,O
ISTJLZO,O,O,O,X,O,X,X,X,X,X
ISTJLOZ,O,O,O,O,O,O,X,X,X,X
ISTJZLO,O,O,O,X,O,X,X,X,O,X
ISTJZOL,O,O,O,O,O,X,X,X,O,X
ISTJOLZ,X,O,O,O,O,O,X,X,X,X
ISTJOZL,O,O,O,O,O,X,X,X,O,X
ISTZLJO,O,O,O,X,O,X,X,X,X,X
ISTZLOJ,O,O,O,X,O,X,X,X,X,X
ISTZJLO,O,O,O,X,O,X,X,X,O,X
ISTZJOL,O,O,O,O,O,X,X,X,O,X
ISTZOLJ,O,O,O,O,O,X,X,X,X,X
ISTZOJL,O,O,O,O,O,X,X,X,O,X
ISTOLJZ,O,O,O,O,X,O,X,X,X,O
ISTOLZJ,O,O,O,O,X,X,X,X,X,O
ISTOJLZ,X,O,O,O,X,O,X,X,X,X
ISTOJZL,O,O,O,O,X,X,X,X,O,X
ISTOZLJ,O,O,O,O,X,X,X,X,X,X
ISTOZJL,O,O,O,O,X,X,X,X,O,X
ISLTJZO,O,O,O,X,O,X,X,X,X,X
ISLTJOZ,O,O,O,O,O,X,X,X,X,X
ISLTZJO,O,O,O,X,O,X,X,X,X,X
ISLTZOJ,O,O,O,X,O,X,X,X,X,X
ISLTOJZ,O,O,O,O,O,X,X,X,X,X
ISLTOZJ,O,O,O,O,X,X,X,X,X,X
ISLJTZO,O,X,O,X,O,X,X,X,X,X
ISLJTOZ,O,X,O,O,O,X,X,X,X,X
ISLJZTO,O,O,O,X,O,X,X,X,O,X
ISLJZOT,O,O,X,X,O,X,X,X,O,X
ISLJOTZ,X,X,O,O,O,X,O,X,X,X
ISLJOZT,X,O,X,O,O,X,O,X,O,X
ISLZTJO,O,O,O,X,O,X,X,X,X,X
ISLZTOJ,O,O,O,X,O,X,X,X,X,X
ISLZJTO,O,O,O,X,O,X,X,X,O,X
ISLZJOT,O,O,X,X,O,X,X,X,O,X
ISLZOTJ,O,O,X,X,O,X,X,X,X,X
ISLZOJT,O,O,X,X,O,X,X,X,O,X
ISLOTJZ,O,O,O,O,O,X,X,X,X,X
ISLOTZJ,O,O,O,O,X,X,X,X,X,X
ISLOJTZ,X,X,O,O,O,X,O,X,X,X
ISLOJZT,X,O,X,O,O,X,O,X,O,X
ISLOZTJ,O,O,X,O,X,X,X,X,X,X
ISLOZJT,O,O,X,O,X,X,X,X,O,X
ISJTLZO,O,O,O,X,O,X,X,X,X,X
ISJTLOZ,O,O,O,O,O,X,X,X,X,X
ISJTZLO,O,O,O,X,O,X,X,X,O,X
ISJTZOL,O,O,O,O,O,X,X,X,O,X
ISJTOLZ,X,O,O,O,O,X,X,X,X,X
ISJTOZL,O,O,O,O,O,X,X,X,O,X
ISJLTZO,O,X,O,X,O,X,X,X,X,X
ISJLTOZ,O,X,O,O,O,X,X,X,X,X
ISJLZTO,O,O,O,X,O,X,X,X,O,X
ISJLZOT,O,O,X,X,O,X,X,X,O,X
ISJLOTZ,X,X,O,O,O,X,O,X,X,X
ISJLOZT,X,O,X,O,O,X,O,X,O,X
ISJZTLO,O,O,O,X,O,X,X,X,O,X
ISJZTOL,O,O,O,O,O,X,X,X,O,X
ISJZLTO,O,O,O,X,O,X,X,X,O,X
ISJZLOT,O,O,X,X,O,X,X,X,O,X
ISJZOTL,O,O,X,O,O,X,X,O,O,X
ISJZOLT,O,O,X,O,O,X,X,O,O,X
ISJOTLZ,X,O,O,O,O,X,X,X,X,X
ISJOTZL,X,O,O,O,O,X,X,X,O,X
ISJOLTZ,X,X,O,O,O,X,O,X,X,X
ISJOLZT,X,O,X,O,O,X,O,X,O,X
ISJOZTL,X,O,X,O,O,X,X,O,O,X
ISJOZLT,X,O,X,O,O,X,X,O,O,X
ISZTLJO,O,O,O,X,O,X,X,X,X,X
ISZTLOJ,O,O,O,X,O,X,X,X,X,X
ISZTJLO,O,O,O,X,O,X,X,X,O,X
ISZTJOL,O,O,O,O,O,X,X,X,O,X
ISZTOLJ,O,O,O,O,O,X,X,X,X,X
ISZTOJL,O,O,O,O,O,X,X,X,O,X
ISZLTJO,O,O,O,X,O,X,X,X,X,X
ISZLTOJ,O,O,O,X,O,X,X,X,X,X
ISZLJTO,O,O,O,X,O,X,X,X,O,X
ISZLJOT,O,O,X,X,O,X,X,X,O,X
ISZLOTJ,O,O,X,X,O,X,X,X,X,X
ISZLOJT,O,O,X,X,O,X,X,X,O,X
ISZJTLO,O,O,O,X,O,X,X,X,O,X
ISZJTOL,O,O,O,O,O,X,X,X,O,X
ISZJLTO,O,O,O,X,O,X,X,X,O,X
ISZJLOT,O,O,X,X,O,X,X,X,O,X
ISZJOTL,O,O,X,O,O,X,X,X,O,X
ISZJOLT,O,O,X,O,O,X,X,X,O,X
ISZOTLJ,O,O,X,O,O,X,X,X,X,X
ISZOTJL,O,O,X,O,O,X,X,X,O,X
ISZOLTJ,O,O,X,O,O,X,X,X,X,X
ISZOLJT,O,O,X,O,O,X,X,X,O,X
ISZOJTL,O,O,X,O,O,X,X,X,O,X
ISZOJLT,O,O,X,O,O,X,X,X,O,X
ISOTLJZ,O,O,O,O,X,O,X,X,X,O
ISOTLZJ,O,O,O,O,X,X,X,X,X,O
ISOTJLZ,X,O,O,O,X,O,X,X,X,X
ISOTJZL,O,O,O,O,X,X,X,X,O,X
ISOTZLJ,O,O,O,O,X,X,X,X,X,X
ISOTZJL,O,O,O,O,X,X,X,X,O,X
ISOLTJZ,O,O,O,O,X,X,X,X,X,X
ISOLTZJ,O,O,O,O,X,X,X,X,X,X
ISOLJTZ,X,X,O,O,X,X,O,X,X,X
ISOLJZT,X,O,X,O,X,X,O,X,O,X
ISOLZTJ,O,O,X,O,X,X,X,X,X,X
ISOLZJT,O,O,X,O,X,X,X,X,O,X
ISOJTLZ,X,O,O,O,X,X,X,X,X,X
ISOJTZL,X,O,O,O,X,X,X,X,O,X
ISOJLTZ,X,X,O,O,X,X,O,X,X,X
ISOJLZT,X,O,X,O,X,X,O,X,O,X
ISOJZTL,X,O,X,O,X,X,X,O,O,X
ISOJZLT,X,O,X,O,X,X,X,O,O,X
ISOZTLJ,O,O,X,O,X,X,X,X,X,X
ISOZTJL,O,O,X,O,X,X,X,X,O,X
ISOZLTJ,O,O,X,O,X,X,X,X,X,X
ISOZLJT,O,O,X,O,X,X,X,X,O,X
ISOZJTL,O,O,X,O,X,X,X,X,O,X
ISOZJLT,O,O,X,O,X,X,X,X,O,X
IZTLJSO,O,O,X,X,O,X,X,X,X,X
IZTLJOS,O,O,X,X,O,O,X,X,X,X
IZTLSJO,O,O,X,X,O,X,X,X,X,X
IZTLSOJ,O,O,X,X,O,X,X,X,X,X
IZTLOJS,O,O,X,X,X,O,X,X,X,O
IZTLOSJ,O,O,X,X,X,X,X,X,X,O
IZTJLSO,O,O,X,X,O,X,X,X,O,X
IZTJLOS,O,O,X,X,O,O,X,X,X,X
IZTJSLO,O,O,O,X,O,X,X,X,O,X
IZTJSOL,O,O,O,X,O,X,X,X,O,X
IZTJOLS,O,O,X,X,O,O,X,X,X,X
IZTJOSL,O,X,O,X,O,X,X,X,O,X
IZTSLJO,O,O,O,X,O,X,X,X,X,X
IZTSLOJ,O,O,O,X,O,X,X,X,X,X
IZTSJLO,O,O,O,X,O,X,X,X,O,X
IZTSJOL,O,O,O,X,O,X,X,X,O,X
IZTSOLJ,O,O,O,X,O,X,X,X,X,X
IZTSOJL,O,O,O,X,O,X,X,X,O,X
IZTOLJS,O,O,X,X,X,O,X,X,X,O
IZTOLSJ,O,O,X,X,X,X,X,X,X,O
IZTOJLS,O,O,X,X,X,O,X,X,X,X
IZTOJSL,O,X,O,X,X,X,X,X,X,X
IZTOSLJ,O,X,O,X,X,X,X,X,X,X
IZTOSJL,O,X,O,X,X,X,X,X,X,X
IZLTJSO,O,O,X,X,O,X,X,X,X,X
IZLTJOS,O,O,X,X,O,X,X,X,X,X
IZLTSJO,O,O,X,X,O,X,X,X,X,X
IZLTSOJ,O,O,X,X,O,X,X,X,X,X
IZLTOJS,O,O,X,X,X,X,X,X,X,X
IZLTOSJ,O,X,X,X,X,X,X,X,X,X
IZLJTSO,O,O,X,X,O,X,X,X,O,X
IZLJTOS,O,O,X,X,O,X,X,X,X,X
IZLJSTO,O,O,O,X,O,X,X,X,O,X
IZLJSOT,O,O,X,X,O,X,X,X,O,X
IZLJOTS,X,O,X,X,O,X,O,X,X,X
IZLJOST,X,O,X,O,O,X,O,X,X,X
IZLSTJO,O,O,O,X,O,X,X,X,X,X
IZLSTOJ,O,O,O,X,O,X,X,X,X,X
IZLSJTO,O,O,O,X,O,X,X,X,O,X
IZLSJOT,O,O,X,X,O,X,X,X,O,X
IZLSOTJ,O,O,X,X,O,X,X,X,X,X
IZLSOJT,O,O,X,X,O,X,X,X,O,X
IZLOTJS,X,O,X,X,X,X,X,X,X,X
IZLOTSJ,X,X,X,X,X,X,X,X,X,X
IZLOJTS,X,O,X,X,O,X,O,X,X,X
IZLOJST,X,O,X,O,O,X,O,X,X,X
IZLOSTJ,X,O,X,O,O,X,X,X,X,X
IZLOSJT,X,O,X,O,O,X,X,X,X,X
IZJTLSO,O,O,X,X,O,X,X,X,O,X
IZJTLOS,O,O,X,X,O,X,X,X,X,X
IZJTSLO,O,O,O,X,O,X,X,X,O,X
IZJTSOL,O,O,O,X,O,X,X,X,O,X
IZJTOLS,O,O,X,X,O,X,X,O,X,X
IZJTOSL,O,X,O,X,O,X,X,O,O,X
IZJLTSO,O,O,X,X,O,X,X,X,O,X
IZJLTOS,O,O,X,X,O,X,X,X,X,X
IZJLSTO,O,O,O,X,O,X,X,X,O,X
IZJLSOT,O,O,X,X,O,X,X,X,O,X
IZJLOTS,X,O,X,X,O,X,O,O,X,X
IZJLOST,X,O,X,O,O,X,O,O,X,X
IZJSTLO,O,O,O,X,O,X,X,X,O,X
IZJSTOL,O,O,O,O,O,X,X,X,O,X
IZJSLTO,O,O,O,X,O,X,X,X,O,X
IZJSLOT,O,O,X,X,O,X,X,X,O,X
IZJSOTL,O,O,X,O,O,X,X,O,O,X
IZJSOLT,O,O,X,O,O,X,X,O,O,X
IZJOTLS,X,O,X,X,O,X,X,O,X,X
IZJOTSL,X,X,X,X,O,X,X,O,O,X
IZJOLTS,X,O,X,X,O,X,O,O,X,X
IZJOLST,X,O,X,O,O,X,O,O,X,X
IZJOSTL,X,X,X,O,O,X,X,O,O,X
IZJOSLT,X,X,X,O,O,X,X,O,O,X
IZSTLJO,O,O,O,X,O,X,X,X,X,X
IZSTLOJ,O,O,O,X,O,X,X,X,X,X
IZSTJLO,O,O,O,X,O,X,X,X,O,X
IZSTJOL,O,O,O,O,O,X,X,X,O,X
IZSTOLJ,O,O,O,O,O,X,X,X,X,X
IZSTOJL,O,O,O,O,O,X,X,X,O,X
IZSLTJO,O,O,O,X,O,X,X,X,X,X
IZSLTOJ,O,O,O,X,O,X,X,X,X,X
IZSLJTO,O,O,O,X,O,X,X,X,O,X
IZSLJOT,O,O,X,X,O,X,X,X,O,X
IZSLOTJ,O,O,X,X,O,X,X,X,X,X
IZSLOJT,O,O,X,X,O,X,X,X,O,X
IZSJTLO,O,O,O,X,O,X,X,X,O,X
IZSJTOL,O,O,O,O,O,X,X,X,O,X
IZSJLTO,O,O,O,X,O,X,X,X,O,X
IZSJLOT,O,O,X,X,O,X,X,X,O,X
IZSJOTL,O,O,X,O,O,X,X,X,O,X
IZSJOLT,O,O,X,O,O,X,X,X,O,X
IZSOTLJ,O,O,X,O,O,X,X,X,X,X
IZSOTJL,O,O,X,O,O,X,X,X,O,X
IZSOLTJ,O,O,X,O,O,X,X,X,X,X
IZSOLJT,O,O,X,O,O,X,X,X,O,X
IZSOJTL,O,O,X,O,O,X,X,X,O,X
IZSOJLT,O,O,X,O,O,X,X,X,O,X
IZOTLJS,X,O,X,X,X,O,X,X,X,O
IZOTLSJ,X,O,X,X,X,X,X,X,X,O
IZOTJLS,X,O,X,X,X,O,X,X,X,X
IZOTJSL,X,X,X,X,X,X,X,X,X,X
IZOTSLJ,X,X,X,X,X,X,X,X,X,X
IZOTSJL,X,X,X,X,X,X,X,X,X,X
IZOLTJS,X,O,X,X,X,X,X,X,X,X
IZOLTSJ,X,X,X,X,X,X,X,X,X,X
IZOLJTS,X,O,X,X,O,X,O,X,X,X
IZOLJST,X,O,X,O,O,X,O,X,X,X
IZOLSTJ,X,X,X,O,O,X,X,X,X,X
IZOLSJT,X,O,X,O,O,X,X,X,X,X
IZOJTLS,X,O,X,X,O,X,X,O,X,X
IZOJTSL,X,X,X,X,O,X,X,O,O,X
IZOJLTS,X,O,X,X,O,X,O,O,X,X
IZOJLST,X,O,X,O,O,X,O,O,X,X
IZOJSTL,X,X,X,O,O,X,X,O,O,X
IZOJSLT,X,X,X,O,O,X,X,O,O,X
IZOSTLJ,X,X,X,O,O,X,X,X,X,X
IZOSTJL,X,X,X,O,O,X,X,X,O,X
IZOSLTJ,X,X,X,O,O,X,X,X,X,X
IZOSLJT,X,X,X,O,O,X,X,X,O,X
IZOSJTL,X,X,X,O,O,X,X,X,O,X
IZOSJLT,X,X,X,O,O,X,X,X,O,X
IOTLJSZ,X,X,O,O,X,O,O,X,X,O
IOTLJZS,X,O,X,X,X,O,O,X,X,O
IOTLSJZ,X,X,O,O,X,O,X,X,X,O
IOTLSZJ,X,O,O,O,X,X,X,X,X,O
IOTLZJS,X,O,X,X,X,O,X,X,X,O
IOTLZSJ,X,O,X,X,X,X,X,X,X,O
IOTJLSZ,X,X,O,O,X,O,O,X,X,O
IOTJLZS,X,X,X,X,X,O,O,X,X,O
IOTJSLZ,X,X,O,O,X,O,X,X,X,X
IOTJSZL,X,X,O,O,X,X,X,X,X,X
IOTJZLS,X,X,X,X,X,O,X,O,X,X
IOTJZSL,X,X,O,X,X,X,X,O,X,X
IOTSLJZ,X,X,O,O,X,O,X,X,X,O
IOTSLZJ,X,X,O,O,X,X,X,X,X,O
IOTSJLZ,X,X,O,O,X,O,X,X,X,X
IOTSJZL,X,X,O,O,X,X,X,X,X,X
IOTSZLJ,X,X,O,O,X,X,X,X,X,X
IOTSZJL,X,X,O,O,X,X,X,X,X,X
IOTZLJS,X,O,X,X,X,O,X,X,X,O
IOTZLSJ,X,O,X,X,X,X,X,X,X,O
IOTZJLS,X,O,X,X,X,O,X,X,X,X
IOTZJSL,X,X,O,X,X,X,X,X,X,X
IOTZSLJ,X,X,O,X,X,X,X,X,X,X
IOTZSJL,X,X,O,X,X,X,X,X,X,X
IOLTJSZ,X,X,X,O,X,O,O,X,X,O
IOLTJZS,X,X,X,X,X,O,O,X,X,O
IOLTSJZ,X,X,X,O,X,O,X,X,X,O
IOLTSZJ,X,X,X,O,X,X,X,X,X,O
IOLTZJS,X,O,X,X,X,O,X,X,X,O
IOLTZSJ,X,X,X,X,X,X,X,X,X,O
IOLJTSZ,X,X,X,O,X,X,O,X,X,X
IOLJTZS,X,X,X,X,X,X,O,X,X,X
IOLJSTZ,X,X,O,O,X,X,O,X,X,X
IOLJSZT,X,X,X,O,X,X,O,X,X,X
IOLJZTS,X,O,X,X,X,X,O,O,X,X
IOLJZST,X,O,X,O,X,X,O,O,X,X
IOLSTJZ,X,X,O,O,X,X,X,X,X,X
IOLSTZJ,X,X,O,O,X,X,X,X,X,X
IOLSJTZ,X,X,O,O,X,X,O,X,X,X
IOLSJZT,X,X,X,O,X,X,O,X,X,X
IOLSZTJ,X,X,X,O,X,X,X,X,X,X
IOLSZJT,X,O,X,O,X,X,X,X,X,X
IOLZTJS,X,O,X,X,X,X,X,X,X,X
IOLZTSJ,X,X,X,X,X,X,X,X,X,X
IOLZJTS,X,O,X,X,X,X,O,X,X,X
IOLZJST,X,O,X,O,X,X,O,X,X,X
IOLZSTJ,X,X,X,O,X,X,X,X,X,X
IOLZSJT,X,O,X,O,X,X,X,X,X,X
IOJTLSZ,X,X,O,O,X,O,O,X,X,O
IOJTLZS,X,X,X,X,X,O,O,X,X,O
IOJTSLZ,X,X,O,O,X,O,X,X,X,X
IOJTSZL,X,X,O,O,X,X,X,X,X,X
IOJTZLS,X,X,X,X,X,O,X,O,X,X
IOJTZSL,X,X,O,X,X,X,X,O,X,X
IOJLTSZ,X,X,X,O,X,X,O,X,X,X
IOJLTZS,X,X,X,X,X,X,O,X,X,X
IOJLSTZ,X,X,O,O,X,X,O,X,X,X
IOJLSZT,X,X,X,O,X,X,O,X,X,X
IOJLZTS,X,X,X,X,X,X,O,O,X,X
IOJLZST,X,X,X,O,X,X,O,O,X,X
IOJSTLZ,X,X,O,O,X,X,X,X,X,X
IOJSTZL,X,X,O,O,X,X,X,X,X,X
IOJSLTZ,X,X,O,O,X,X,O,X,X,X
IOJSLZT,X,X,X,O,X,X,O,X,X,X
IOJSZTL,X,X,X,O,X,X,X,O,X,X
IOJSZLT,X,X,X,O,X,X,X,O,X,X
IOJZTLS,X,X,X,X,X,X,X,O,X,X
IOJZTSL,X,X,X,X,X,X,X,O,X,X
IOJZLTS,X,X,X,X,X,X,O,O,X,X
IOJZLST,X,X,X,O,X,X,O,O,X,X
IOJZSTL,X,X,X,O,X,X,X,O,X,X
IOJZSLT,X,X,X,O,X,X,X,O,X,X
IOSTLJZ,X,X,O,O,X,O,X,X,X,O
IOSTLZJ,X,X,O,O,X,X,X,X,X,O
IOSTJLZ,X,X,O,O,X,O,X,X,X,X
IOSTJZL,X,X,O,O,X,X,X,X,X,X
IOSTZLJ,X,X,O,O,X,X,X,X,X,X
IOSTZJL,X,X,O,O,X,X,X,X,X,X
IOSLTJZ,X,X,O,O,X,X,X,X,X,X
IOSLTZJ,X,X,O,O,X,X,X,X,X,X
IOSLJTZ,X,X,O,O,X,X,O,X,X,X
IOSLJZT,X,X,X,O,X,X,O,X,X,X
IOSLZTJ,X,X,X,O,X,X,X,X,X,X
IOSLZJT,X,X,X,O,X,X,X,X,X,X
IOSJTLZ,X,X,O,O,X,X,X,X,X,X
IOSJTZL,X,X,O,O,X,X,X,X,X,X
IOSJLTZ,X,X,O,O,X,X,O,X,X,X
IOSJLZT,X,X,X,O,X,X,O,X,X,X
IOSJZTL,X,X,X,O,X,X,X,O,X,X
IOSJZLT,X,X,X,O,X,X,X,O,X,X
IOSZTLJ,X,X,X,O,X,X,X,X,X,X
IOSZTJL,X,X,X,O,X,X,X,X,X,X
IOSZLTJ,X,X,X,O,X,X,X,X,X,X
IOSZLJT,X,X,X,O,X,X,X,X,X,X
IOSZJTL,X,X,X,O,X,X,X,X,X,X
IOSZJLT,X,X,X,O,X,X,X,X,X,X
IOZTLJS,X,O,X,X,X,O,X,X,X,O
IOZTLSJ,X,O,X,X,X,X,X,X,X,O
IOZTJLS,X,O,X,X,X,O,X,X,X,X
IOZTJSL,X,X,X,X,X,X,X,X,X,X
IOZTSLJ,X,X,X,X,X,X,X,X,X,X
IOZTSJL,X,X,X,X,X,X,X,X,X,X
IOZLTJS,X,O,X,X,X,X,X,X,X,X
IOZLTSJ,X,X,X,X,X,X,X,X,X,X
