sequence,v115@MhB8HeB8BeB8CeF8Jel/IvhFRhBunBcoB/pBKqBzqB,v115@MhB8HeB8BeB8CeF8JeRBJvhFqnBTjB/pBFlB8qBmpB,v115@MhB8HeB8BeB8CeF8JeT/IvhF2lBRhBCjBXoB0pBlqB,v115@MhB8HeB8BeB8CeF8Jei/IvhFRhBGjB1pB8qBznBXqB,v115@MhB8HeB8BeB8CeF8Jel/IvhFRhBqnBTjB2pB8qBXqB,v115@MhB8HeB8BeB8CeF8JeRBJvhFCjB2pBzlBXoBUqBlpB,v115@MhB8HeB8BeB8CeF8JeKEJvhFRhBWoBFlB8qBXoBzpB
IZTOLJS,O,X,O,O,X,X,X
IZTOLSJ,O,X,O,O,X,X,X
IZTOJLS,O,X,O,O,X,X,X
IZTOJSL,O,X,O,O,X,X,X
IZTOSLJ,O,X,O,O,X,X,X
IZTOSJL,O,X,O,O,X,X,X
IZLTJSO,O,X,O,O,O,X,O
IZLTJOS,X,X,O,O,O,X,O
IZLTSJO,O,O,O,O,X,X,O
IZLTSOJ,O,O,O,O,X,X,X
IZLTOJS,X,X,O,O,O,X,O
IZLTOSJ,X,O,O,O,X,X,X
IZLJTSO,O,X,X,O,O,X,O
IZLJTOS,X,X,X,O,O,X,O
IZLJSTO,O,O,X,X,O,X,O
IZLJSOT,O,O,X,X,O,X,X
IZLJOTS,O,X,X,X,O,X,O
IZLJOST,O,O,X,X,O,X,X
IZLSTJO,O,O,O,X,X,X,O
IZLSTOJ,O,O,O,X,X,X,X
IZLSJTO,O,O,O,X,O,X,O
IZLSJOT,O,O,X,X,O,X,X
IZLSOTJ,O,O,O,X,X,X,X
IZLSOJT,O,O,X,X,O,X,X
IZLOTJS,O,X,X,O,O,X,O
IZLOTSJ,O,O,X,O,X,X,X
IZLOJTS,O,X,X,O,O,X,O
IZLOJST,O,O,X,X,O,X,X
IZLOSTJ,O,O,X,X,X,X,X
IZLOSJT,O,O,X,X,O,X,X
IZJTLSO,O,X,O,O,O,X,O
IZJTLOS,X,X,O,O,O,X,O
IZJTSLO,O,X,O,O,O,X,X
IZJTSOL,O,X,O,X,X,X,X
IZJTOLS,O,X,O,O,O,X,X
IZJTOSL,O,X,O,O,X,X,X
IZJLTSO,O,X,X,O,O,X,O
IZJLTOS,X,X,X,O,O,X,O
IZJLSTO,O,O,X,X,O,X,O
IZJLSOT,O,O,X,X,O,X,X
IZJLOTS,O,X,X,X,O,X,O
IZJLOST,O,O,X,X,O,X,X
IZJSTLO,O,O,O,O,O,X,X
IZJSTOL,O,X,O,X,X,X,X
IZJSLTO,O,O,O,X,O,X,O
IZJSLOT,O,O,X,X,O,X,X
IZJSOTL,O,X,X,X,X,X,X
IZJSOLT,O,X,X,X,X,X,X
IZJOTLS,O,X,X,O,O,X,X
IZJOTSL,O,X,X,O,X,X,X
IZJOLTS,O,X,X,O,O,X,O
IZJOLST,O,X,X,X,O,X,X
IZJOSTL,O,X,X,O,X,X,X
IZJOSLT,O,X,X,X,X,X,X
IZSTLJO,O,O,O,O,X,X,X
IZSTLOJ,O,O,O,O,X,X,X
IZSTJLO,O,O,O,O,X,X,X
IZSTJOL,O,X,O,X,X,X,X
IZSTOLJ,X,O,O,O,X,X,X
IZSTOJL,O,X,O,O,X,X,X
IZSLTJO,O,O,O,X,X,X,O
IZSLTOJ,O,O,O,X,X,X,X
IZSLJTO,O,O,O,X,O,X,O
IZSLJOT,O,O,X,X,O,X,X
IZSLOTJ,O,O,O,X,X,X,X
IZSLOJT,O,O,X,X,O,O,X
IZSJTLO,O,O,O,O,O,X,X
IZSJTOL,O,X,O,X,X,X,X
IZSJLTO,O,O,O,X,O,X,O
IZSJLOT,O,O,X,X,O,X,X
IZSJOTL,O,X,X,X,X,X,X
IZSJOLT,O,X,X,X,X,X,X
IZSOTLJ,O,O,O,O,X,X,X
IZSOTJL,O,X,O,O,X,X,X
IZSOLTJ,O,O,O,X,X,X,X
IZSOLJT,O,O,X,X,X,O,X
IZSOJTL,O,X,X,O,X,O,X
IZSOJLT,O,X,X,X,X,O,X
IZOTLJS,O,X,O,O,X,X,X
IZOTLSJ,O,X,O,O,X,X,X
IZOTJLS,O,X,O,O,X,X,X
IZOTJSL,O,X,O,O,X,X,X
IZOTSLJ,O,X,O,O,X,X,X
IZOTSJL,O,X,O,O,X,X,X
IZOLTJS,O,X,X,O,O,X,O
IZOLTSJ,O,O,X,O,X,X,X
IZOLJTS,O,X,X,O,O,X,O
IZOLJST,O,O,X,X,O,X,X
IZOLSTJ,O,O,X,X,X,X,X
IZOLSJT,O,O,X,X,O,X,X
IZOJTLS,O,X,X,O,O,X,X
IZOJTSL,O,X,X,O,X,X,X
IZOJLTS,O,X,X,O,O,X,O
IZOJLST,O,X,X,X,O,X,X
IZOJSTL,O,X,X,O,X,O,X
IZOJSLT,O,X,X,X,X,O,X
IZOSTLJ,O,O,O,O,X,X,X
IZOSTJL,O,X,O,O,X,X,X
IZOSLTJ,O,O,O,X,X,X,X
IZOSLJT,O,O,X,X,X,O,X
IZOSJTL,O,X,X,O,X,O,X
IZOSJLT,O,X,X,X,X,O,X
IOTLJSZ,X,X,X,O,X,X,X
IOTLJZS,X,X,X,O,X,X,X
IOTLSJZ,O,X,X,O,X,X,X
IOTLSZJ,O,X,X,X,X,X,X
IOTLZJS,O,X,X,O,X,X,X
IOTLZSJ,O,X,X,O,X,X,X
IOTJLSZ,X,X,X,O,X,X,X
IOTJLZS,X,X,X,O,X,X,X
IOTJSLZ,X,X,O,O,X,O,X
IOTJSZL,X,X,O,X,X,O,X
IOTJZLS,X,X,O,O,X,X,X
IOTJZSL,X,X,O,O,X,X,X
IOTSLJZ,O,X,O,O,X,O,X
IOTSLZJ,O,X,O,X,X,X,X
IOTSJLZ,X,X,O,O,X,O,X
IOTSJZL,X,X,O,X,X,O,X
IOTSZLJ,O,X,O,X,X,X,X
IOTSZJL,O,X,O,X,X,X,X
IOTZLJS,O,X,O,O,X,X,X
IOTZLSJ,O,X,O,O,X,X,X
IOTZJLS,O,X,O,O,X,X,X
IOTZJSL,O,X,O,O,X,X,X
IOTZSLJ,O,X,O,O,X,X,X
IOTZSJL,O,X,O,O,X,X,X
IOLTJSZ,X,X,X,O,O,X,X
IOLTJZS,X,X,X,O,O,X,X
IOLTSJZ,O,X,X,O,X,X,X
IOLTSZJ,O,O,X,X,X,X,X
IOLTZJS,O,X,X,O,O,X,X
IOLTZSJ,O,O,X,X,X,X,X
IOLJTSZ,X,X,X,O,O,X,X
IOLJTZS,X,X,X,O,O,X,X
IOLJSTZ,O,X,X,X,O,O,X
IOLJSZT,O,O,X,X,X,O,X
IOLJZTS,O,X,X,O,O,X,O
IOLJZST,O,O,X,X,O,X,X
IOLSTJZ,O,X,X,X,X,O,X
IOLSTZJ,O,O,X,X,X,X,X
IOLSJTZ,O,X,X,X,O,O,X
IOLSJZT,O,O,X,X,X,O,X
IOLSZTJ,O,O,X,X,X,X,X
IOLSZJT,O,O,X,X,O,O,X
IOLZTJS,O,X,X,O,O,X,O
IOLZTSJ,O,O,X,O,X,X,X
IOLZJTS,O,X,X,O,O,X,O
IOLZJST,O,O,X,X,O,X,X
IOLZSTJ,O,O,X,X,X,X,X
IOLZSJT,O,O,X,X,O,X,X
IOJTLSZ,X,X,X,O,O,X,X
IOJTLZS,X,X,X,O,O,X,X
IOJTSLZ,X,X,X,O,X,O,X
IOJTSZL,X,X,X,X,X,O,X
IOJTZLS,X,X,X,O,O,X,X
IOJTZSL,X,X,X,O,X,X,X
IOJLTSZ,X,X,X,O,O,X,X
IOJLTZS,X,X,X,O,O,X,X
IOJLSTZ,O,X,X,X,O,O,X
IOJLSZT,O,X,X,X,X,O,X
IOJLZTS,O,X,X,O,O,X,O
IOJLZST,O,X,X,X,O,X,X
IOJSTLZ,X,X,X,O,X,O,X
IOJSTZL,X,X,X,X,X,O,X
IOJSLTZ,O,X,X,X,X,O,X
IOJSLZT,O,X,X,X,X,O,X
IOJSZTL,O,X,X,O,X,O,X
IOJSZLT,O,X,X,X,X,O,X
IOJZTLS,O,X,X,O,O,X,X
IOJZTSL,O,X,X,O,X,X,X
IOJZLTS,O,X,X,O,O,X,O
IOJZLST,O,X,X,X,O,X,X
IOJZSTL,O,X,X,O,X,O,X
IOJZSLT,O,X,X,X,X,O,X
IOSTLJZ,O,X,O,O,X,O,X
IOSTLZJ,O,X,O,X,X,X,X
IOSTJLZ,X,X,O,O,X,O,X
IOSTJZL,X,X,O,X,X,O,X
IOSTZLJ,O,X,O,X,X,X,X
IOSTZJL,O,X,O,X,X,X,X
IOSLTJZ,O,X,O,X,X,O,X
IOSLTZJ,O,O,O,X,X,X,X
IOSLJTZ,O,X,X,X,X,O,X
IOSLJZT,O,O,X,X,X,O,X
IOSLZTJ,O,O,O,X,X,X,X
IOSLZJT,O,O,X,X,X,O,X
IOSJTLZ,X,X,X,O,X,O,X
IOSJTZL,X,X,X,X,X,O,X
IOSJLTZ,O,X,X,X,X,O,X
IOSJLZT,O,X,X,X,X,O,X
IOSJZTL,O,X,X,O,X,O,X
IOSJZLT,O,X,X,X,X,O,X
IOSZTLJ,O,O,O,O,X,X,X
IOSZTJL,O,X,O,O,X,X,X
IOSZLTJ,O,O,O,X,X,X,X
IOSZLJT,O,O,X,X,X,O,X
IOSZJTL,O,X,X,O,X,O,X
IOSZJLT,O,X,X,X,X,O,X
IOZTLJS,O,X,O,O,X,X,X
IOZTLSJ,O,X,O,O,X,X,X
IOZTJLS,O,X,O,O,X,X,X
IOZTJSL,O,X,O,O,X,X,X
IOZTSLJ,O,X,O,O,X,X,X
IOZTSJL,O,X,O,O,X,X,X
IOZLTJS,O,X,X,O,O,X,O
IOZLTSJ,O,O,X,O,X,X,X
IOZLJTS,O,X,X,O,O,X,O
IOZLJST,O,O,X,X,O,X,X
IOZLSTJ,O,O,X,X,X,X,X
IOZLSJT,O,O,X,X,O,X,X
IOZJTLS,O,X,X,O,O,X,X
IOZJTSL,O,X,X,O,X,X,X
IOZJLTS,O,X,X,O,O,X,O
IOZJLST,O,X,X,X,O,X,X
IOZJSTL,O,X,X,O,X,O,X
IOZJSLT,O,X,X,X,X,O,X
IOZSTLJ,O,O,O,O,X,X,X
IOZSTJL,O,X,O,O,X,X,X
IOZSLTJ,O,O,O,X,X,X,X
IOZSLJT,O,O,X,X,X,O,X
IOZSJTL,O,X,X,O,X,O,X
IOZSJLT,O,X,X,X,X,O,X
LTIJSZO,X,X,O,O,X,X,X
LTIJSOZ,X,X,O,O,O,X,X
LTIJZSO,X,X,O,O,X,X,O
LTIJZOS,X,X,O,O,O,X,O
LTIJOSZ,X,X,X,O,O,X,X
LTIJOZS,X,X,X,O,O,X,X
LTISJZO,O,X,O,O,X,X,X
LTISJOZ,X,X,O,O,X,X,X
LTISZJO,O,O,O,X,X,X,X
LTISZOJ,O,O,O,X,X,X,X
LTISOJZ,X,X,O,O,X,X,X
LTISOZJ,O,O,O,X,X,X,X
LTIZJSO,O,X,O,O,O,X,O
LTIZJOS,X,X,O,O,O,X,O
LTIZSJO,O,O,O,O,X,X,O
LTIZSOJ,O,O,O,O,X,X,X
LTIZOJS,X,X,O,O,O,X,O
LTIZOSJ,X,O,O,O,X,X,X
LTIOJSZ,X,X,X,O,O,X,X
LTIOJZS,X,X,X,O,O,X,X
LTIOSJZ,X,X,X,O,X,X,X
LTIOSZJ,X,O,X,X,X,X,X
LTIOZJS,X,X,X,O,O,X,X
LTIOZSJ,X,O,X,O,X,X,X
LTJISZO,X,X,O,O,X,X,X
LTJISOZ,X,X,O,O,O,X,X
LTJIZSO,X,X,O,O,O,X,O
LTJIZOS,X,X,O,O,O,X,O
LTJIOSZ,X,X,X,O,O,X,X
LTJIOZS,X,X,X,O,O,X,X
LTJSIZO,X,X,O,O,X,X,X
LTJSIOZ,X,X,O,O,O,X,X
LTJSZIO,X,X,O,O,O,X,X
LTJSZOI,X,X,O,X,O,X,X
LTJSOIZ,X,X,O,X,O,X,X
LTJSOZI,X,X,O,X,O,X,X
LTJZISO,X,X,O,O,O,X,O
LTJZIOS,X,X,O,O,O,X,O
LTJZSIO,X,X,O,O,O,X,O
LTJZSOI,X,X,O,X,O,X,O
LTJZOIS,X,X,O,O,O,X,O
LTJZOSI,X,X,O,O,O,X,O
LTJOISZ,X,X,X,O,O,X,X
LTJOIZS,X,X,X,O,O,X,X
LTJOSIZ,X,X,X,O,O,X,X
LTJOSZI,X,X,X,O,O,X,X
LTJOZIS,X,X,X,O,O,X,X
LTJOZSI,X,X,X,O,O,X,X
LTSIJZO,O,X,O,O,X,X,X
LTSIJOZ,X,X,O,O,X,X,X
LTSIZJO,O,O,O,X,X,X,X
LTSIZOJ,O,O,O,X,X,X,X
LTSIOJZ,O,X,O,O,X,X,X
LTSIOZJ,O,O,O,X,X,X,X
LTSJIZO,O,X,O,O,X,X,X
LTSJIOZ,X,X,O,O,X,X,X
LTSJZIO,O,X,O,O,X,X,X
LTSJZOI,O,X,O,X,X,X,X
LTSJOIZ,O,X,O,X,X,X,X
LTSJOZI,O,X,O,X,X,X,X
LTSZIJO,O,O,O,O,X,X,X
LTSZIOJ,O,O,O,O,X,X,X
LTSZJIO,O,O,O,O,X,X,X
LTSZJOI,O,O,O,X,X,X,X
LTSZOIJ,O,O,O,O,X,X,X
LTSZOJI,O,O,O,O,X,X,X
LTSOIJZ,O,X,O,O,X,X,X
LTSOIZJ,O,O,O,X,X,X,X
LTSOJIZ,O,X,O,O,X,X,X
LTSOJZI,O,X,O,O,X,X,X
LTSOZIJ,O,O,O,O,X,X,X
LTSOZJI,O,O,O,O,X,X,X
LTZIJSO,O,X,O,O,O,X,O
LTZIJOS,X,X,O,O,O,X,O
LTZISJO,O,O,O,O,X,X,O
LTZISOJ,O,O,O,O,X,X,X
LTZIOJS,X,X,O,O,O,X,O
LTZIOSJ,X,O,O,O,X,X,X
LTZJISO,O,X,O,O,O,X,O
LTZJIOS,X,X,O,O,O,X,O
LTZJSIO,O,X,O,O,O,X,O
LTZJSOI,O,X,O,X,O,X,O
LTZJOIS,O,X,O,O,O,X,O
LTZJOSI,O,X,O,O,O,X,O
LTZSIJO,O,O,O,O,X,X,O
LTZSIOJ,O,O,O,O,X,X,X
LTZSJIO,O,O,O,O,X,X,O
LTZSJOI,O,O,O,X,X,X,O
LTZSOIJ,O,O,O,O,X,X,X
LTZSOJI,O,O,O,O,X,X,X
LTZOIJS,O,X,O,O,O,X,O
LTZOISJ,O,O,O,O,X,X,X
LTZOJIS,O,X,O,O,O,X,O
LTZOJSI,O,X,O,O,O,X,O
LTZOSIJ,O,O,O,O,X,X,X
LTZOSJI,O,O,O,O,X,X,X
LTOIJSZ,X,X,X,O,O,X,X
LTOIJZS,X,X,X,O,O,X,X
LTOISJZ,O,X,X,O,X,X,X
LTOISZJ,O,O,X,X,X,X,X
LTOIZJS,O,X,X,O,O,X,X
LTOIZSJ,O,O,X,O,X,X,X
LTOJISZ,X,X,X,O,O,X,X
LTOJIZS,X,X,X,O,O,X,X
LTOJSIZ,X,X,X,O,O,X,X
LTOJSZI,X,X,X,O,O,X,X
LTOJZIS,X,X,X,O,O,X,X
LTOJZSI,X,X,X,O,O,X,X
LTOSIJZ,O,X,X,O,X,X,X
LTOSIZJ,O,O,X,X,X,X,X
LTOSJIZ,O,X,X,O,X,X,X
LTOSJZI,O,X,X,O,X,X,X
LTOSZIJ,O,O,X,O,X,X,X
LTOSZJI,O,O,X,O,X,X,X
LTOZIJS,O,X,X,O,O,X,X
LTOZISJ,O,O,X,O,X,X,X
LTOZJIS,O,X,X,O,O,X,X
LTOZJSI,O,X,X,O,O,X,X
LTOZSIJ,O,O,X,O,X,X,X
LTOZSJI,O,O,X,O,X,X,X
LITJSZO,X,X,O,O,X,X,X
LITJSOZ,X,X,O,O,O,X,X
LITJZSO,X,X,O,O,X,X,O
LITJZOS,X,X,O,O,O,X,O
LITJOSZ,X,X,X,O,O,X,X
LITJOZS,X,X,X,O,O,X,X
LITSJZO,O,X,O,O,X,X,X
LITSJOZ,X,X,O,O,X,X,X
LITSZJO,O,O,O,X,X,X,X
LITSZOJ,O,O,O,X,X,X,X
LITSOJZ,X,X,O,O,X,X,X
LITSOZJ,O,O,O,X,X,X,X
LITZJSO,O,X,O,O,O,X,O
LITZJOS,X,X,O,O,O,X,O
LITZSJO,O,O,O,X,X,X,O
LITZSOJ,O,O,O,X,X,X,X
LITZOJS,X,X,O,O,O,X,O
LITZOSJ,X,O,O,X,X,X,X
LITOJSZ,X,X,X,O,O,X,X
LITOJZS,X,X,X,O,O,X,X
LITOSJZ,X,X,X,O,X,X,X
LITOSZJ,X,O,X,X,X,X,X
LITOZJS,X,X,X,O,O,X,X
LITOZSJ,X,O,X,X,X,X,X
LIJTSZO,X,X,X,O,X,X,X
LIJTSOZ,X,X,X,O,O,X,X
LIJTZSO,X,X,X,O,O,X,O
LIJTZOS,X,X,X,O,O,X,O
LIJTOSZ,X,X,X,O,O,X,X
LIJTOZS,X,X,X,O,O,X,X
LIJSTZO,O,X,X,X,X,X,X
LIJSTOZ,X,X,X,X,O,X,X
LIJSZTO,O,O,X,X,X,X,O
LIJSZOT,O,O,X,X,X,X,X
LIJSOTZ,X,X,X,X,O,X,X
LIJSOZT,X,O,X,X,X,X,X
LIJZTSO,O,X,X,O,O,X,O
LIJZTOS,X,X,X,O,O,X,O
LIJZSTO,O,O,X,X,O,X,O
LIJZSOT,O,O,X,X,O,X,X
LIJZOTS,X,X,X,X,O,X,O
LIJZOST,O,O,X,X,O,X,X
LIJOTSZ,X,X,X,X,O,X,X
LIJOTZS,X,X,X,X,O,X,X
LIJOSTZ,X,X,X,X,O,X,X
LIJOSZT,X,O,X,X,X,X,X
LIJOZTS,X,X,X,X,O,X,O
LIJOZST,X,O,X,X,O,X,X
LISTJZO,O,X,O,X,X,X,X
LISTJOZ,X,X,O,X,X,X,X
LISTZJO,O,O,O,X,X,X,X
LISTZOJ,O,O,O,X,X,X,X
LISTOJZ,O,X,O,X,X,O,X
LISTOZJ,O,O,O,X,X,X,X
LISJTZO,O,X,O,X,X,X,X
LISJTOZ,X,X,O,X,O,X,X
LISJZTO,O,O,O,X,X,X,O
LISJZOT,O,O,X,X,X,X,X
LISJOTZ,X,X,X,X,O,O,X
LISJOZT,X,O,X,X,X,O,X
LISZTJO,O,O,O,X,X,X,O
LISZTOJ,O,O,O,X,X,X,X
LISZJTO,O,O,O,X,O,X,O
LISZJOT,O,O,X,X,O,X,X
LISZOTJ,O,O,O,X,X,X,X
LISZOJT,O,O,X,X,O,O,X
LISOTJZ,O,X,O,X,X,O,X
LISOTZJ,O,O,O,X,X,X,X
LISOJTZ,O,X,X,X,O,O,X
LISOJZT,O,O,X,X,X,O,X
LISOZTJ,O,O,O,X,X,X,X
LISOZJT,O,O,X,X,O,O,X
LIZTJSO,O,X,O,O,O,X,O
LIZTJOS,X,X,O,O,O,X,O
LIZTSJO,O,O,O,O,X,X,O
LIZTSOJ,O,O,O,O,X,X,X
LIZTOJS,X,X,O,O,O,X,O
LIZTOSJ,X,O,O,O,X,X,X
LIZJTSO,O,X,X,O,O,X,O
LIZJTOS,X,X,X,O,O,X,O
LIZJSTO,O,O,X,X,O,X,O
LIZJSOT,O,O,X,X,O,X,X
LIZJOTS,O,X,X,X,O,X,O
LIZJOST,O,O,X,X,O,X,X
LIZSTJO,O,O,O,X,X,X,O
LIZSTOJ,O,O,O,X,X,X,X
LIZSJTO,O,O,O,X,O,X,O
LIZSJOT,O,O,X,X,O,X,X
LIZSOTJ,O,O,O,X,X,X,X
LIZSOJT,O,O,X,X,O,X,X
LIZOTJS,O,X,X,O,O,X,O
LIZOTSJ,O,O,X,O,X,X,X
LIZOJTS,O,X,X,O,O,X,O
LIZOJST,O,O,X,X,O,X,X
LIZOSTJ,O,O,X,X,X,X,X
LIZOSJT,O,O,X,X,O,X,X
LIOTJSZ,X,X,X,O,O,X,X
LIOTJZS,X,X,X,O,O,X,X
LIOTSJZ,O,X,X,O,X,X,X
LIOTSZJ,O,O,X,X,X,X,X
LIOTZJS,O,X,X,O,O,X,X
LIOTZSJ,O,O,X,X,X,X,X
LIOJTSZ,X,X,X,O,O,X,X
LIOJTZS,X,X,X,O,O,X,X
LIOJSTZ,O,X,X,X,O,O,X
LIOJSZT,O,O,X,X,X,O,X
LIOJZTS,O,X,X,O,O,X,O
LIOJZST,O,O,X,X,O,X,X
LIOSTJZ,O,X,X,X,X,O,X
LIOSTZJ,O,O,X,X,X,X,X
LIOSJTZ,O,X,X,X,O,O,X
LIOSJZT,O,O,X,X,X,O,X
LIOSZTJ,O,O,X,X,X,X,X
LIOSZJT,O,O,X,X,O,O,X
LIOZTJS,O,X,X,O,O,X,O
LIOZTSJ,O,O,X,O,X,X,X
LIOZJTS,O,X,X,O,O,X,O
LIOZJST,O,O,X,X,O,X,X
LIOZSTJ,O,O,X,X,X,X,X
LIOZSJT,O,O,X,X,O,X,X
LJTISZO,X,X,X,O,X,X,X
LJTISOZ,X,X,X,O,O,X,X
LJTIZSO,X,X,X,O,O,X,O
LJTIZOS,X,X,X,O,O,X,O
LJTIOSZ,X,X,X,O,O,X,X
LJTIOZS,X,X,X,O,O,X,X
LJTSIZO,X,X,X,O,X,X,X
LJTSIOZ,X,X,X,O,O,X,X
LJTSZIO,X,X,X,O,O,X,X
LJTSZOI,X,X,X,X,O,X,X
LJTSOIZ,X,X,X,X,O,X,X
LJTSOZI,X,X,X,X,O,X,X
LJTZISO,X,X,X,O,O,X,O
LJTZIOS,X,X,X,O,O,X,O
LJTZSIO,X,X,X,O,O,X,O
LJTZSOI,X,X,X,X,O,X,O
LJTZOIS,X,X,X,O,O,X,O
LJTZOSI,X,X,X,X,O,X,O
LJTOISZ,X,X,X,O,O,X,X
LJTOIZS,X,X,X,O,O,X,X
LJTOSIZ,X,X,X,X,O,X,X
LJTOSZI,X,X,X,X,O,X,X
LJTOZIS,X,X,X,O,O,X,X
LJTOZSI,X,X,X,X,O,X,X
LJITSZO,X,X,X,O,X,X,X
LJITSOZ,X,X,X,O,O,X,X
LJITZSO,X,X,X,O,O,X,O
LJITZOS,X,X,X,O,O,X,O
LJITOSZ,X,X,X,O,O,X,X
LJITOZS,X,X,X,O,O,X,X
LJISTZO,O,X,X,X,X,X,X
LJISTOZ,X,X,X,X,O,X,X
LJISZTO,O,O,X,X,X,X,O
LJISZOT,O,O,X,X,X,X,X
LJISOTZ,X,X,X,X,O,X,X
LJISOZT,X,O,X,X,X,X,X
LJIZTSO,O,X,X,O,O,X,O
LJIZTOS,X,X,X,O,O,X,O
LJIZSTO,O,O,X,X,O,X,O
LJIZSOT,O,O,X,X,O,X,X
LJIZOTS,X,X,X,X,O,X,O
LJIZOST,O,O,X,X,O,X,X
LJIOTSZ,X,X,X,X,O,X,X
LJIOTZS,X,X,X,X,O,X,X
LJIOSTZ,X,X,X,X,O,X,X
LJIOSZT,X,O,X,X,X,X,X
LJIOZTS,X,X,X,X,O,X,O
LJIOZST,X,O,X,X,O,X,X
LJSTIZO,O,X,X,X,X,X,X
LJSTIOZ,X,X,X,X,O,X,X
LJSTZIO,O,X,X,X,O,X,X
LJSTZOI,O,X,X,X,O,X,X
LJSTOIZ,O,X,X,X,O,O,X
LJSTOZI,O,X,X,X,O,O,X
LJSITZO,O,X,X,X,X,X,X
LJSITOZ,X,X,X,X,O,X,X
LJSIZTO,O,O,X,X,X,X,O
LJSIZOT,O,O,X,X,X,X,X
LJSIOTZ,X,X,X,X,O,O,X
LJSIOZT,X,O,X,X,X,O,X
LJSZTIO,O,O,X,X,O,X,O
LJSZTOI,O,O,X,X,O,X,O
LJSZITO,O,O,X,X,O,X,O
LJSZIOT,O,O,X,X,O,X,X
LJSZOTI,O,O,X,X,O,O,X
LJSZOIT,O,O,X,X,O,O,X
LJSOTIZ,O,X,X,X,O,O,X
LJSOTZI,O,X,X,X,O,O,X
LJSOITZ,O,X,X,X,O,O,X
LJSOIZT,O,O,X,X,X,O,X
LJSOZTI,O,O,X,X,O,O,X
LJSOZIT,O,O,X,X,O,O,X
LJZTISO,O,X,X,O,O,X,O
LJZTIOS,X,X,X,O,O,X,O
LJZTSIO,O,X,X,O,O,X,O
LJZTSOI,O,X,X,X,O,X,O
LJZTOIS,O,X,X,O,O,X,O
LJZTOSI,O,X,X,X,O,X,O
LJZITSO,O,X,X,O,O,X,O
LJZITOS,X,X,X,O,O,X,O
LJZISTO,O,O,X,X,O,X,O
LJZISOT,O,O,X,X,O,X,X
LJZIOTS,O,X,X,X,O,X,O
LJZIOST,O,O,X,X,O,X,X
LJZSTIO,O,O,X,X,O,X,O
LJZSTOI,O,O,X,X,O,X,O
LJZSITO,O,O,X,X,O,X,O
LJZSIOT,O,O,X,X,O,X,X
LJZSOTI,O,O,X,X,O,X,X
LJZSOIT,O,O,X,X,O,X,X
LJZOTIS,O,X,X,X,O,X,O
LJZOTSI,O,X,X,X,O,X,O
LJZOITS,O,X,X,X,O,X,O
LJZOIST,O,O,X,X,O,X,X
LJZOSTI,O,O,X,X,O,X,X
LJZOSIT,O,O,X,X,O,X,X
LJOTISZ,X,X,X,X,O,X,X
LJOTIZS,X,X,X,X,O,X,X
LJOTSIZ,X,X,X,X,O,X,X
LJOTSZI,X,X,X,X,O,X,X
LJOTZIS,X,X,X,X,O,X,X
LJOTZSI,X,X,X,X,O,X,X
LJOITSZ,X,X,X,X,O,X,X
LJOITZS,X,X,X,X,O,X,X
LJOISTZ,O,X,X,X,O,O,X
LJOISZT,O,O,X,X,X,O,X
LJOIZTS,O,X,X,X,O,X,O
LJOIZST,O,O,X,X,O,X,X
LJOSTIZ,O,X,X,X,O,O,X
LJOSTZI,O,X,X,X,O,O,X
LJOSITZ,O,X,X,X,O,O,X
LJOSIZT,O,O,X,X,X,O,X
LJOSZTI,O,O,X,X,O,O,X
LJOSZIT,O,O,X,X,O,O,X
LJOZTIS,O,X,X,X,O,X,O
LJOZTSI,O,X,X,X,O,X,O
LJOZITS,O,X,X,X,O,X,O
LJOZIST,O,O,X,X,O,X,X
LJOZSTI,O,O,X,X,O,X,X
LJOZSIT,O,O,X,X,O,X,X
LSTIJZO,O,X,O,X,X,X,X
LSTIJOZ,X,X,O,X,X,X,X
LSTIZJO,O,O,O,X,X,X,X
LSTIZOJ,O,O,O,X,X,X,X
LSTIOJZ,O,X,O,X,X,O,X
LSTIOZJ,O,O,O,X,X,X,X
LSTJIZO,O,X,O,X,X,X,X
LSTJIOZ,X,X,O,X,X,X,X
LSTJZIO,O,X,O,X,X,X,X
LSTJZOI,O,X,O,X,X,X,X
LSTJOIZ,O,X,O,X,X,O,X
LSTJOZI,O,X,O,X,X,O,X
LSTZIJO,O,O,O,X,X,X,X
LSTZIOJ,O,O,O,X,X,X,X
LSTZJIO,O,O,O,X,X,X,X
LSTZJOI,O,O,O,X,X,X,X
LSTZOIJ,O,O,O,X,X,X,X
LSTZOJI,O,O,O,X,X,X,X
LSTOIJZ,O,X,O,X,X,O,X
LSTOIZJ,O,O,O,X,X,X,X
LSTOJIZ,O,X,O,X,X,O,X
LSTOJZI,O,X,O,X,X,O,X
LSTOZIJ,O,O,O,X,X,X,X
LSTOZJI,O,O,O,X,X,X,X
LSITJZO,O,X,O,X,X,X,X
LSITJOZ,X,X,O,X,X,X,X
LSITZJO,O,O,O,X,X,X,X
LSITZOJ,O,O,O,X,X,X,X
LSITOJZ,O,X,O,X,X,O,X
LSITOZJ,O,O,O,X,X,X,X
LSIJTZO,O,X,O,X,X,X,X
LSIJTOZ,X,X,O,X,O,X,X
LSIJZTO,O,O,O,X,X,X,O
LSIJZOT,O,O,X,X,X,X,X
LSIJOTZ,X,X,X,X,O,O,X
LSIJOZT,X,O,X,X,X,O,X
