sequence,v115@MhB8HeB8BeB8CeF8Jel/IvhFRhBunBcoB/pBKqBzqB,v115@MhB8HeB8BeB8CeF8JeRBJvhFqnBTjB/pBFlB8qBmpB,v115@MhB8HeB8BeB8CeF8JeT/IvhF2lBRhBCjBXoB0pBlqB,v115@MhB8HeB8BeB8CeF8Jei/IvhFRhBGjB1pB8qBznBXqB,v115@MhB8HeB8BeB8CeF8Jel/IvhFRhBqnBTjB2pB8qBXqB,v115@MhB8HeB8BeB8CeF8JeRBJvhFCjB2pBzlBXoBUqBlpB,v115@MhB8HeB8BeB8CeF8JeKEJvhFRhBWoBFlB8qBXoBzpB
ZOSLTIJ,O,O,O,X,X,X,X
ZOSLTJI,O,O,O,X,X,X,X
ZOSLITJ,O,O,O,X,X,X,X
ZOSLIJT,O,O,X,X,O,O,X
ZOSLJTI,O,O,O,X,O,O,X
ZOSLJIT,O,O,X,X,O,O,X
ZOSJTIL,O,X,O,O,X,O,X
ZOSJTLI,O,O,O,O,O,O,X
ZOSJITL,O,X,X,O,X,O,X
ZOSJILT,O,X,X,X,X,O,X
ZOSJLTI,O,O,O,X,O,O,X
ZOSJLIT,O,O,X,X,O,O,X
OTILJSZ,X,X,X,O,X,X,X
OTILJZS,X,X,X,O,X,X,X
OTILSJZ,O,X,X,O,X,X,X
OTILSZJ,O,X,X,X,X,X,X
OTILZJS,O,X,X,O,X,X,X
OTILZSJ,O,X,X,O,X,X,X
OTIJLSZ,X,X,X,O,X,X,X
OTIJLZS,X,X,X,O,X,X,X
OTIJSLZ,X,X,O,O,X,O,X
OTIJSZL,X,X,O,X,X,O,X
OTIJZLS,X,X,O,O,X,X,X
OTIJZSL,X,X,O,O,X,X,X
OTISLJZ,O,X,O,O,X,O,X
OTISLZJ,O,X,O,X,X,X,X
OTISJLZ,X,X,O,O,X,O,X
OTISJZL,X,X,O,X,X,O,X
OTISZLJ,O,X,O,X,X,X,X
OTISZJL,O,X,O,X,X,X,X
OTIZLJS,O,X,O,O,X,X,X
OTIZLSJ,O,X,O,O,X,X,X
OTIZJLS,O,X,O,O,X,X,X
OTIZJSL,O,X,O,O,X,X,X
OTIZSLJ,O,X,O,O,X,X,X
OTIZSJL,O,X,O,O,X,X,X
OTLIJSZ,X,X,X,O,O,X,X
OTLIJZS,X,X,X,O,O,X,X
OTLISJZ,O,X,X,O,X,X,X
OTLISZJ,O,O,X,X,X,X,X
OTLIZJS,O,X,X,O,O,X,X
OTLIZSJ,O,O,X,O,X,X,X
OTLJISZ,X,X,X,O,O,X,X
OTLJIZS,X,X,X,O,O,X,X
OTLJSIZ,X,X,X,O,O,X,X
OTLJSZI,X,X,X,O,O,X,X
OTLJZIS,X,X,X,O,O,X,X
OTLJZSI,X,X,X,O,O,X,X
OTLSIJZ,O,X,X,O,X,X,X
OTLSIZJ,O,O,X,X,X,X,X
OTLSJIZ,O,X,X,O,X,X,X
OTLSJZI,O,X,X,O,X,X,X
OTLSZIJ,O,O,X,O,X,X,X
OTLSZJI,O,O,X,O,X,X,X
OTLZIJS,O,X,X,O,O,X,X
OTLZISJ,O,O,X,O,X,X,X
OTLZJIS,O,X,X,O,O,X,X
OTLZJSI,O,X,X,O,O,X,X
OTLZSIJ,O,O,X,O,X,X,X
OTLZSJI,O,O,X,O,X,X,X
OTJILSZ,X,X,X,O,O,X,X
OTJILZS,X,X,X,O,O,X,X
OTJISLZ,X,X,O,O,X,O,X
OTJISZL,X,X,O,X,X,O,X
OTJIZLS,X,X,O,O,O,X,X
OTJIZSL,X,X,O,O,X,X,X
OTJLISZ,X,X,X,O,O,X,X
OTJLIZS,X,X,X,O,O,X,X
OTJLSIZ,X,X,X,O,O,X,X
OTJLSZI,X,X,X,O,O,X,X
OTJLZIS,X,X,X,O,O,X,X
OTJLZSI,X,X,X,O,O,X,X
OTJSILZ,X,X,O,O,X,O,X
OTJSIZL,X,X,O,X,X,O,X
OTJSLIZ,X,X,O,O,O,O,X
OTJSLZI,X,X,O,O,O,O,X
OTJSZIL,X,X,O,O,X,O,X
OTJSZLI,X,X,O,O,O,O,X
OTJZILS,X,X,O,O,O,X,X
OTJZISL,X,X,O,O,X,X,X
OTJZLIS,X,X,O,O,O,X,X
OTJZLSI,X,X,O,O,O,X,X
OTJZSIL,X,X,O,O,X,X,X
OTJZSLI,X,X,O,O,O,X,X
OTSILJZ,O,X,O,O,X,O,X
OTSILZJ,O,X,O,X,X,X,X
OTSIJLZ,X,X,O,O,X,O,X
OTSIJZL,X,X,O,X,X,O,X
OTSIZLJ,O,X,O,X,X,X,X
OTSIZJL,O,X,O,X,X,X,X
OTSLIJZ,O,X,O,O,X,O,X
OTSLIZJ,O,O,O,X,X,X,X
OTSLJIZ,O,X,O,O,X,O,X
OTSLJZI,O,X,O,O,X,O,X
OTSLZIJ,O,O,O,O,X,X,X
OTSLZJI,O,O,O,O,X,X,X
OTSJILZ,X,X,O,O,X,O,X
OTSJIZL,X,X,O,X,X,O,X
OTSJLIZ,X,X,O,O,X,O,X
OTSJLZI,X,X,O,O,X,O,X
OTSJZIL,X,X,O,O,X,O,X
OTSJZLI,X,X,O,O,X,O,X
OTSZILJ,O,O,O,O,X,X,X
OTSZIJL,O,X,O,O,X,X,X
OTSZLIJ,O,O,O,O,X,X,X
OTSZLJI,O,O,O,O,X,X,X
OTSZJIL,O,X,O,O,X,X,X
OTSZJLI,O,O,O,O,X,X,X
OTZILJS,O,X,O,O,X,X,X
OTZILSJ,O,X,O,O,X,X,X
OTZIJLS,O,X,O,O,X,X,X
OTZIJSL,O,X,O,O,X,X,X
OTZISLJ,O,X,O,O,X,X,X
OTZISJL,O,X,O,O,X,X,X
OTZLIJS,O,X,O,O,O,X,X
OTZLISJ,O,O,O,O,X,X,X
OTZLJIS,O,X,O,O,O,X,X
OTZLJSI,O,X,O,O,O,X,X
OTZLSIJ,O,O,O,O,X,X,X
OTZLSJI,O,O,O,O,X,X,X
OTZJILS,O,X,O,O,O,X,X
OTZJISL,O,X,O,O,X,X,X
OTZJLIS,O,X,O,O,O,X,X
OTZJLSI,O,X,O,O,O,X,X
OTZJSIL,O,X,O,O,X,X,X
OTZJSLI,O,X,O,O,O,X,X
OTZSILJ,O,O,O,O,X,X,X
OTZSIJL,O,X,O,O,X,X,X
OTZSLIJ,O,O,O,O,X,X,X
OTZSLJI,O,O,O,O,X,X,X
OTZSJIL,O,X,O,O,X,X,X
OTZSJLI,O,O,O,O,X,X,X
OITLJSZ,X,X,X,O,X,X,X
OITLJZS,X,X,X,O,X,X,X
OITLSJZ,O,X,X,O,X,X,X
OITLSZJ,O,X,X,X,X,X,X
OITLZJS,O,X,X,O,X,X,X
OITLZSJ,O,X,X,O,X,X,X
OITJLSZ,X,X,X,O,X,X,X
OITJLZS,X,X,X,O,X,X,X
OITJSLZ,X,X,O,O,X,O,X
OITJSZL,X,X,O,X,X,O,X
OITJZLS,X,X,O,O,X,X,X
OITJZSL,X,X,O,O,X,X,X
OITSLJZ,O,X,O,O,X,O,X
OITSLZJ,O,X,O,X,X,X,X
OITSJLZ,X,X,O,O,X,O,X
OITSJZL,X,X,O,X,X,O,X
OITSZLJ,O,X,O,X,X,X,X
OITSZJL,O,X,O,X,X,X,X
OITZLJS,O,X,O,O,X,X,X
OITZLSJ,O,X,O,O,X,X,X
OITZJLS,O,X,O,O,X,X,X
OITZJSL,O,X,O,O,X,X,X
OITZSLJ,O,X,O,O,X,X,X
OITZSJL,O,X,O,O,X,X,X
OILTJSZ,X,X,X,O,O,X,X
OILTJZS,X,X,X,O,O,X,X
OILTSJZ,O,X,X,O,X,X,X
OILTSZJ,O,O,X,X,X,X,X
OILTZJS,O,X,X,O,O,X,X
OILTZSJ,O,O,X,X,X,X,X
OILJTSZ,X,X,X,O,O,X,X
OILJTZS,X,X,X,O,O,X,X
OILJSTZ,O,X,X,X,O,O,X
OILJSZT,O,O,X,X,X,O,X
OILJZTS,O,X,X,O,O,X,O
OILJZST,O,O,X,X,O,X,X
OILSTJZ,O,X,X,X,X,O,X
OILSTZJ,O,O,X,X,X,X,X
OILSJTZ,O,X,X,X,O,O,X
OILSJZT,O,O,X,X,X,O,X
OILSZTJ,O,O,X,X,X,X,X
OILSZJT,O,O,X,X,O,O,X
OILZTJS,O,X,X,O,O,X,O
OILZTSJ,O,O,X,O,X,X,X
OILZJTS,O,X,X,O,O,X,O
OILZJST,O,O,X,X,O,X,X
OILZSTJ,O,O,X,X,X,X,X
OILZSJT,O,O,X,X,O,X,X
OIJTLSZ,X,X,X,O,O,X,X
OIJTLZS,X,X,X,O,O,X,X
OIJTSLZ,X,X,X,O,X,O,X
OIJTSZL,X,X,X,X,X,O,X
OIJTZLS,X,X,X,O,O,X,X
OIJTZSL,X,X,X,O,X,X,X
OIJLTSZ,X,X,X,O,O,X,X
OIJLTZS,X,X,X,O,O,X,X
OIJLSTZ,O,X,X,X,O,O,X
OIJLSZT,O,X,X,X,X,O,X
OIJLZTS,O,X,X,O,O,X,O
OIJLZST,O,X,X,X,O,X,X
OIJSTLZ,X,X,X,O,X,O,X
OIJSTZL,X,X,X,X,X,O,X
OIJSLTZ,O,X,X,X,X,O,X
OIJSLZT,O,X,X,X,X,O,X
OIJSZTL,O,X,X,O,X,O,X
OIJSZLT,O,X,X,X,X,O,X
OIJZTLS,O,X,X,O,O,X,X
OIJZTSL,O,X,X,O,X,X,X
OIJZLTS,O,X,X,O,O,X,O
OIJZLST,O,X,X,X,O,X,X
OIJZSTL,O,X,X,O,X,O,X
OIJZSLT,O,X,X,X,X,O,X
OISTLJZ,O,X,O,O,X,O,X
OISTLZJ,O,X,O,X,X,X,X
OISTJLZ,X,X,O,O,X,O,X
OISTJZL,X,X,O,X,X,O,X
OISTZLJ,O,X,O,X,X,X,X
OISTZJL,O,X,O,X,X,X,X
OISLTJZ,O,X,O,X,X,O,X
OISLTZJ,O,O,O,X,X,X,X
OISLJTZ,O,X,X,X,X,O,X
OISLJZT,O,O,X,X,X,O,X
OISLZTJ,O,O,O,X,X,X,X
OISLZJT,O,O,X,X,X,O,X
OISJTLZ,X,X,X,O,X,O,X
OISJTZL,X,X,X,X,X,O,X
OISJLTZ,O,X,X,X,X,O,X
OISJLZT,O,X,X,X,X,O,X
OISJZTL,O,X,X,O,X,O,X
OISJZLT,O,X,X,X,X,O,X
OISZTLJ,O,O,O,O,X,X,X
OISZTJL,O,X,O,O,X,X,X
OISZLTJ,O,O,O,X,X,X,X
OISZLJT,O,O,X,X,X,O,X
OISZJTL,O,X,X,O,X,O,X
OISZJLT,O,X,X,X,X,O,X
OIZTLJS,O,X,O,O,X,X,X
OIZTLSJ,O,X,O,O,X,X,X
OIZTJLS,O,X,O,O,X,X,X
OIZTJSL,O,X,O,O,X,X,X
OIZTSLJ,O,X,O,O,X,X,X
OIZTSJL,O,X,O,O,X,X,X
OIZLTJS,O,X,X,O,O,X,O
OIZLTSJ,O,O,X,O,X,X,X
OIZLJTS,O,X,X,O,O,X,O
OIZLJST,O,O,X,X,O,X,X
OIZLSTJ,O,O,X,X,X,X,X
OIZLSJT,O,O,X,X,O,X,X
OIZJTLS,O,X,X,O,O,X,X
OIZJTSL,O,X,X,O,X,X,X
OIZJLTS,O,X,X,O,O,X,O
OIZJLST,O,X,X,X,O,X,X
OIZJSTL,O,X,X,O,X,O,X
OIZJSLT,O,X,X,X,X,O,X
OIZSTLJ,O,O,O,O,X,X,X
OIZSTJL,O,X,O,O,X,X,X
OIZSLTJ,O,O,O,X,X,X,X
OIZSLJT,O,O,X,X,X,O,X
OIZSJTL,O,X,X,O,X,O,X
OIZSJLT,O,X,X,X,X,O,X
OLTIJSZ,X,X,X,O,O,X,X
OLTIJZS,X,X,X,O,O,X,X
OLTISJZ,O,X,X,O,X,X,X
OLTISZJ,O,O,X,X,X,X,X
OLTIZJS,O,X,X,O,O,X,X
OLTIZSJ,O,O,X,O,X,X,X
OLTJISZ,X,X,X,O,O,X,X
OLTJIZS,X,X,X,O,O,X,X
OLTJSIZ,X,X,X,O,O,X,X
OLTJSZI,X,X,X,O,O,X,X
OLTJZIS,X,X,X,O,O,X,X
OLTJZSI,X,X,X,O,O,X,X
OLTSIJZ,O,X,X,O,X,X,X
OLTSIZJ,O,O,X,X,X,X,X
OLTSJIZ,O,X,X,O,X,X,X
OLTSJZI,O,X,X,O,X,X,X
OLTSZIJ,O,O,X,O,X,X,X
OLTSZJI,O,O,X,O,X,X,X
OLTZIJS,O,X,X,O,O,X,X
OLTZISJ,O,O,X,O,X,X,X
OLTZJIS,O,X,X,O,O,X,X
OLTZJSI,O,X,X,O,O,X,X
OLTZSIJ,O,O,X,O,X,X,X
OLTZSJI,O,O,X,O,X,X,X
OLITJSZ,X,X,X,O,O,X,X
OLITJZS,X,X,X,O,O,X,X
OLITSJZ,O,X,X,O,X,X,X
OLITSZJ,O,O,X,X,X,X,X
OLITZJS,O,X,X,O,O,X,X
OLITZSJ,O,O,X,X,X,X,X
OLIJTSZ,X,X,X,O,O,X,X
OLIJTZS,X,X,X,O,O,X,X
OLIJSTZ,O,X,X,X,O,O,X
OLIJSZT,O,O,X,X,X,O,X
OLIJZTS,O,X,X,O,O,X,O
OLIJZST,O,O,X,X,O,X,X
OLISTJZ,O,X,X,X,X,O,X
OLISTZJ,O,O,X,X,X,X,X
OLISJTZ,O,X,X,X,O,O,X
OLISJZT,O,O,X,X,X,O,X
OLISZTJ,O,O,X,X,X,X,X
OLISZJT,O,O,X,X,O,O,X
OLIZTJS,O,X,X,O,O,X,O
OLIZTSJ,O,O,X,O,X,X,X
OLIZJTS,O,X,X,O,O,X,O
OLIZJST,O,O,X,X,O,X,X
OLIZSTJ,O,O,X,X,X,X,X
OLIZSJT,O,O,X,X,O,X,X
OLJTISZ,X,X,X,O,O,X,X
OLJTIZS,X,X,X,O,O,X,X
OLJTSIZ,X,X,X,O,O,X,X
OLJTSZI,X,X,X,O,O,X,X
OLJTZIS,X,X,X,O,O,X,X
OLJTZSI,X,X,X,O,O,X,X
OLJITSZ,X,X,X,O,O,X,X
OLJITZS,X,X,X,O,O,X,X
OLJISTZ,O,X,X,X,O,O,X
OLJISZT,O,O,X,X,X,O,X
OLJIZTS,O,X,X,O,O,X,O
OLJIZST,O,O,X,X,O,X,X
OLJSTIZ,O,X,X,X,O,O,X
OLJSTZI,O,X,X,X,O,O,X
OLJSITZ,O,X,X,X,O,O,X
OLJSIZT,O,O,X,X,X,O,X
OLJSZTI,O,O,X,X,O,O,X
OLJSZIT,O,O,X,X,O,O,X
OLJZTIS,O,X,X,O,O,X,O
OLJZTSI,O,X,X,O,O,X,O
OLJZITS,O,X,X,O,O,X,O
OLJZIST,O,O,X,X,O,X,X
OLJZSTI,O,O,X,X,O,X,X
OLJZSIT,O,O,X,X,O,X,X
OLSTIJZ,O,X,X,X,X,O,X
OLSTIZJ,O,O,X,X,X,X,X
OLSTJIZ,O,X,X,X,X,O,X
OLSTJZI,O,X,X,X,X,O,X
OLSTZIJ,O,O,X,X,X,X,X
OLSTZJI,O,O,X,X,X,X,X
OLSITJZ,O,X,X,X,X,O,X
OLSITZJ,O,O,X,X,X,X,X
OLSIJTZ,O,X,X,X,O,O,X
OLSIJZT,O,O,X,X,X,O,X
OLSIZTJ,O,O,X,X,X,X,X
OLSIZJT,O,O,X,X,O,O,X
OLSJTIZ,O,X,X,X,O,O,X
OLSJTZI,O,X,X,X,O,O,X
OLSJITZ,O,X,X,X,O,O,X
OLSJIZT,O,O,X,X,X,O,X
OLSJZTI,O,O,X,X,O,O,X
OLSJZIT,O,O,X,X,O,O,X
OLSZTIJ,O,O,X,X,X,X,X
OLSZTJI,O,O,X,X,X,X,X
OLSZITJ,O,O,X,X,X,X,X
OLSZIJT,O,O,X,X,O,O,X
OLSZJTI,O,O,X,X,O,O,X
OLSZJIT,O,O,X,X,O,O,X
OLZTIJS,O,X,X,O,O,X,O
OLZTISJ,O,O,X,O,X,X,X
OLZTJIS,O,X,X,O,O,X,O
OLZTJSI,O,X,X,O,O,X,O
OLZTSIJ,O,O,X,O,X,X,X
OLZTSJI,O,O,X,O,X,X,X
OLZITJS,O,X,X,O,O,X,O
OLZITSJ,O,O,X,O,X,X,X
OLZIJTS,O,X,X,O,O,X,O
OLZIJST,O,O,X,X,O,X,X
OLZISTJ,O,O,X,X,X,X,X
OLZISJT,O,O,X,X,O,X,X
OLZJTIS,O,X,X,O,O,X,O
OLZJTSI,O,X,X,O,O,X,O
OLZJITS,O,X,X,O,O,X,O
OLZJIST,O,O,X,X,O,X,X
OLZJSTI,O,O,X,X,O,X,X
OLZJSIT,O,O,X,X,O,X,X
OLZSTIJ,O,O,X,X,X,X,X
OLZSTJI,O,O,X,X,X,X,X
OLZSITJ,O,O,X,X,X,X,X
OLZSIJT,O,O,X,X,O,X,X
OLZSJTI,O,O,X,X,O,X,X
OLZSJIT,O,O,X,X,O,X,X
OJTILSZ,X,X,X,O,O,X,X
OJTILZS,X,X,X,O,O,X,X
OJTISLZ,X,X,X,O,X,O,X
OJTISZL,X,X,X,X,X,O,X
OJTIZLS,X,X,X,O,O,X,X
OJTIZSL,X,X,X,O,X,X,X
OJTLISZ,X,X,X,O,O,X,X
OJTLIZS,X,X,X,O,O,X,X
OJTLSIZ,X,X,X,O,O,X,X
OJTLSZI,X,X,X,O,O,X,X
OJTLZIS,X,X,X,O,O,X,X
OJTLZSI,X,X,X,O,O,X,X
OJTSILZ,X,X,X,O,X,O,X
OJTSIZL,X,X,X,X,X,O,X
OJTSLIZ,X,X,X,O,O,O,X
OJTSLZI,X,X,X,O,O,O,X
OJTSZIL,X,X,X,O,X,O,X
OJTSZLI,X,X,X,O,O,O,X
OJTZILS,X,X,X,O,O,X,X
OJTZISL,X,X,X,O,X,X,X
OJTZLIS,X,X,X,O,O,X,X
OJTZLSI,X,X,X,O,O,X,X
OJTZSIL,X,X,X,O,X,X,X
OJTZSLI,X,X,X,O,O,X,X
OJITLSZ,X,X,X,O,O,X,X
OJITLZS,X,X,X,O,O,X,X
OJITSLZ,X,X,X,O,X,O,X
OJITSZL,X,X,X,X,X,O,X
OJITZLS,X,X,X,O,O,X,X
OJITZSL,X,X,X,O,X,X,X
OJILTSZ,X,X,X,O,O,X,X
OJILTZS,X,X,X,O,O,X,X
OJILSTZ,O,X,X,X,O,O,X
OJILSZT,O,X,X,X,X,O,X
OJILZTS,O,X,X,O,O,X,O
OJILZST,O,X,X,X,O,X,X
OJISTLZ,X,X,X,O,X,O,X
OJISTZL,X,X,X,X,X,O,X
OJISLTZ,O,X,X,X,X,O,X
OJISLZT,O,X,X,X,X,O,X
OJISZTL,O,X,X,O,X,O,X
OJISZLT,O,X,X,X,X,O,X
OJIZTLS,O,X,X,O,O,X,X
OJIZTSL,O,X,X,O,X,X,X
OJIZLTS,O,X,X,O,O,X,O
OJIZLST,O,X,X,X,O,X,X
OJIZSTL,O,X,X,O,X,O,X
OJIZSLT,O,X,X,X,X,O,X
OJLTISZ,X,X,X,O,O,X,X
OJLTIZS,X,X,X,O,O,X,X
OJLTSIZ,X,X,X,O,O,X,X
OJLTSZI,X,X,X,O,O,X,X
OJLTZIS,X,X,X,O,O,X,X
OJLTZSI,X,X,X,O,O,X,X
OJLITSZ,X,X,X,O,O,X,X
OJLITZS,X,X,X,O,O,X,X
OJLISTZ,O,X,X,X,O,O,X
OJLISZT,O,O,X,X,X,O,X
OJLIZTS,O,X,X,O,O,X,O
OJLIZST,O,O,X,X,O,X,X
OJLSTIZ,O,X,X,X,O,O,X
OJLSTZI,O,X,X,X,O,O,X
OJLSITZ,O,X,X,X,O,O,X
OJLSIZT,O,O,X,X,X,O,X
OJLSZTI,O,O,X,X,O,O,X
OJLSZIT,O,O,X,X,O,O,X
OJLZTIS,O,X,X,O,O,X,O
OJLZTSI,O,X,X,O,O,X,O
OJLZITS,O,X,X,O,O,X,O
OJLZIST,O,O,X,X,O,X,X
OJLZSTI,O,O,X,X,O,X,X
OJLZSIT,O,O,X,X,O,X,X
OJSTILZ,X,X,X,O,X,O,X
OJSTIZL,X,X,X,X,X,O,X
OJSTLIZ,X,X,X,O,O,O,X
OJSTLZI,X,X,X,O,O,O,X
OJSTZIL,X,X,X,O,X,O,X
OJSTZLI,X,X,X,O,O,O,X
OJSITLZ,X,X,X,O,X,O,X
OJSITZL,X,X,X,X,X,O,X
OJSILTZ,O,X,X,X,X,O,X
OJSILZT,O,X,X,X,X,O,X
OJSIZTL,O,X,X,O,X,O,X
OJSIZLT,O,X,X,X,X,O,X
OJSLTIZ,O,X,X,X,O,O,X
OJSLTZI,O,X,X,X,O,O,X
OJSLITZ,O,X,X,X,O,O,X
OJSLIZT,O,O,X,X,X,O,X
OJSLZTI,O,O,X,X,O,O,X
OJSLZIT,O,O,X,X,O,O,X
OJSZTIL,O,X,X,O,X,O,X
OJSZTLI,O,O,X,O,O,O,X
OJSZITL,O,X,X,O,X,O,X
OJSZILT,O,X,X,X,X,O,X
OJSZLTI,O,O,X,X,O,O,X
OJSZLIT,O,O,X,X,O,O,X
OJZTILS,O,X,X,O,O,X,X
OJZTISL,O,X,X,O,X,X,X
OJZTLIS,O,X,X,O,O,X,X
OJZTLSI,O,X,X,O,O,X,X
OJZTSIL,O,X,X,O,X,X,X
OJZTSLI,O,X,X,O,O,X,X
OJZITLS,O,X,X,O,O,X,X
OJZITSL,O,X,X,O,X,X,X
OJZILTS,O,X,X,O,O,X,O
OJZILST,O,X,X,X,O,X,X
OJZISTL,O,X,X,O,X,O,X
OJZISLT,O,X,X,X,X,O,X
OJZLTIS,O,X,X,O,O,X,O
OJZLTSI,O,X,X,O,O,X,O
OJZLITS,O,X,X,O,O,X,O
OJZLIST,O,O,X,X,O,X,X
OJZLSTI,O,O,X,X,O,X,X
OJZLSIT,O,O,X,X,O,X,X
OJZSTIL,O,X,X,O,X,O,X
OJZSTLI,O,O,X,O,O,O,X
OJZSITL,O,X,X,O,X,O,X
OJZSILT,O,X,X,X,X,O,X
OJZSLTI,O,O,X,X,O,O,X
OJZSLIT,O,O,X,X,O,O,X
OSTILJZ,O,X,O,O,X,O,X
OSTILZJ,O,X,O,X,X,X,X
OSTIJLZ,X,X,O,O,X,O,X
OSTIJZL,X,X,O,X,X,O,X
OSTIZLJ,O,X,O,X,X,X,X
OSTIZJL,O,X,O,X,X,X,X
OSTLIJZ,O,X,O,O,X,O,X
OSTLIZJ,O,O,O,X,X,X,X
OSTLJIZ,O,X,O,O,X,O,X
OSTLJZI,O,X,O,O,X,O,X
OSTLZIJ,O,O,O,O,X,X,X
OSTLZJI,O,O,O,O,X,X,X
OSTJILZ,X,X,O,O,X,O,X
OSTJIZL,X,X,O,X,X,O,X
OSTJLIZ,X,X,O,O,X,O,X
OSTJLZI,X,X,O,O,X,O,X
OSTJZIL,X,X,O,O,X,O,X
OSTJZLI,X,X,O,O,X,O,X
OSTZILJ,O,O,O,O,X,X,X
OSTZIJL,O,X,O,O,X,X,X
OSTZLIJ,O,O,O,O,X,X,X
OSTZLJI,O,O,O,O,X,X,X
OSTZJIL,O,X,O,O,X,X,X
OSTZJLI,O,O,O,O,X,X,X
OSITLJZ,O,X,O,O,X,O,X
OSITLZJ,O,X,O,X,X,X,X
OSITJLZ,X,X,O,O,X,O,X
OSITJZL,X,X,O,X,X,O,X
OSITZLJ,O,X,O,X,X,X,X
OSITZJL,O,X,O,X,X,X,X
OSILTJZ,O,X,O,X,X,O,X
OSILTZJ,O,O,O,X,X,X,X
OSILJTZ,O,X,X,X,X,O,X
OSILJZT,O,O,X,X,X,O,X
OSILZTJ,O,O,O,X,X,X,X
OSILZJT,O,O,X,X,X,O,X
OSIJTLZ,X,X,X,O,X,O,X
OSIJTZL,X,X,X,X,X,O,X
OSIJLTZ,O,X,X,X,X,O,X
OSIJLZT,O,X,X,X,X,O,X
OSIJZTL,O,X,X,O,X,O,X
OSIJZLT,O,X,X,X,X,O,X
OSIZTLJ,O,O,O,O,X,X,X
OSIZTJL,O,X,O,O,X,X,X
OSIZLTJ,O,O,O,X,X,X,X
OSIZLJT,O,O,X,X,X,O,X
OSIZJTL,O,X,X,O,X,O,X
OSIZJLT,O,X,X,X,X,O,X
OSLTIJZ,O,X,O,X,X,O,X
OSLTIZJ,O,O,O,X,X,X,X
OSLTJIZ,O,X,O,X,X,O,X
OSLTJZI,O,X,O,X,X,O,X
OSLTZIJ,O,O,O,X,X,X,X
OSLTZJI,O,O,O,X,X,X,X
OSLITJZ,O,X,O,X,X,O,X
OSLITZJ,O,O,O,X,X,X,X
OSLIJTZ,O,X,X,X,O,O,X
OSLIJZT,O,O,X,X,X,O,X
OSLIZTJ,O,O,O,X,X,X,X
OSLIZJT,O,O,X,X,O,O,X
OSLJTIZ,O,X,X,X,O,O,X
OSLJTZI,O,X,X,X,O,O,X
OSLJITZ,O,X,X,X,O,O,X
OSLJIZT,O,O,X,X,X,O,X
OSLJZTI,O,O,X,X,O,O,X
OSLJZIT,O,O,X,X,O,O,X
OSLZTIJ,O,O,O,X,X,X,X
OSLZTJI,O,O,O,X,X,X,X
OSLZITJ,O,O,O,X,X,X,X
OSLZIJT,O,O,X,X,O,O,X
OSLZJTI,O,O,O,X,O,O,X
OSLZJIT,O,O,X,X,O,O,X
OSJTILZ,X,X,X,O,X,O,X
OSJTIZL,X,X,X,X,X,O,X
OSJTLIZ,X,X,X,O,O,O,X
OSJTLZI,X,X,X,O,O,O,X
OSJTZIL,X,X,X,O,X,O,X
OSJTZLI,X,X,X,O,O,O,X
OSJITLZ,X,X,X,O,X,O,X
OSJITZL,X,X,X,X,X,O,X
OSJILTZ,O,X,X,X,X,O,X
OSJILZT,O,X,X,X,X,O,X
OSJIZTL,O,X,X,O,X,O,X
OSJIZLT,O,X,X,X,X,O,X
OSJLTIZ,O,X,X,X,O,O,X
OSJLTZI,O,X,X,X,O,O,X
OSJLITZ,O,X,X,X,O,O,X
OSJLIZT,O,O,X,X,X,O,X
OSJLZTI,O,O,X,X,O,O,X
OSJLZIT,O,O,X,X,O,O,X
OSJZTIL,O,X,X,O,X,O,X
OSJZTLI,O,O,X,O,O,O,X
OSJZITL,O,X,X,O,X,O,X
OSJZILT,O,X,X,X,X,O,X
OSJZLTI,O,O,X,X,O,O,X
OSJZLIT,O,O,X,X,O,O,X
OSZTILJ,O,O,O,O,X,X,X
OSZTIJL,O,X,O,O,X,X,X
OSZTLIJ,O,O,O,O,X,X,X
OSZTLJI,O,O,O,O,X,X,X
OSZTJIL,O,X,O,O,X,X,X
OSZTJLI,O,O,O,O,X,X,X
OSZITLJ,O,O,O,O,X,X,X
OSZITJL,O,X,O,O,X,X,X
OSZILTJ,O,O,O,X,X,X,X
OSZILJT,O,O,X,X,X,O,X
OSZIJTL,O,X,X,O,X,O,X
OSZIJLT,O,X,X,X,X,O,X
OSZLTIJ,O,O,O,X,X,X,X
OSZLTJI,O,O,O,X,X,X,X
OSZLITJ,O,O,O,X,X,X,X
OSZLIJT,O,O,X,X,O,O,X
OSZLJTI,O,O,O,X,O,O,X
OSZLJIT,O,O,X,X,O,O,X
OSZJTIL,O,X,O,O,X,O,X
OSZJTLI,O,O,O,O,O,O,X
OSZJITL,O,X,X,O,X,O,X
OSZJILT,O,X,X,X,X,O,X
OSZJLTI,O,O,O,X,O,O,X
OSZJLIT,O,O,X,X,O,O,X
OZTILJS,O,X,O,O,X,X,X
OZTILSJ,O,X,O,O,X,X,X
OZTIJLS,O,X,O,O,X,X,X
OZTIJSL,O,X,O,O,X,X,X
OZTISLJ,O,X,O,O,X,X,X
OZTISJL,O,X,O,O,X,X,X
OZTLIJS,O,X,O,O,O,X,X
OZTLISJ,O,O,O,O,X,X,X
OZTLJIS,O,X,O,O,O,X,X
OZTLJSI,O,X,O,O,O,X,X
