sequence,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF0hBliB5oBzlBet?BCsB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBWnBxiB6tBlr?BzsB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBzhB5nBOtB6t?BlrB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBCiBxnBToBlr?BWyB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBzhB5nB6tBOt?BlrB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF0hBxiBzlBGoBCs?BVyB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBWnBxiBlrBCt?BTtB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhFlhB5nBzlB8rB6t?BOtB,v115@9gB8HeA8IeC8GeE8AeA8MeGDJvhFRlBzmBqsB/tB0l?BlrB
SILJZTO,O,X,O,X,O,X,X,X,X
SILJZOT,O,X,X,X,X,X,X,X,O
SILJOTZ,O,X,X,X,X,X,X,X,O
SILJOZT,O,X,X,X,X,X,X,O,O
SILZTJO,X,O,O,X,O,O,O,X,X
SILZTOJ,X,O,O,X,O,O,O,X,X
SILZJTO,O,X,O,X,O,O,X,X,X
SILZJOT,O,X,X,X,X,O,X,X,O
SILZOTJ,X,X,X,X,O,O,X,O,X
SILZOJT,X,X,X,X,X,O,X,O,O
SILOTJZ,X,X,X,X,X,X,X,X,O
SILOTZJ,X,X,X,X,X,X,X,O,X
SILOJTZ,O,X,X,X,X,X,X,X,O
SILOJZT,O,X,X,X,X,X,X,O,O
SILOZTJ,O,X,X,X,O,X,X,O,X
SILOZJT,O,X,X,X,X,X,X,O,O
SIJTLZO,O,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,X,X,X,O
SIJTZLO,X,X,O,O,X,X,X,X,X
SIJTZOL,O,X,O,X,X,X,X,X,X
SIJTOLZ,O,X,X,X,X,X,X,X,X
SIJTOZL,O,X,O,X,X,X,X,X,X
SIJLTZO,O,X,X,X,X,X,X,X,X
SIJLTOZ,O,X,X,X,X,X,X,X,O
SIJLZTO,O,X,O,O,O,X,X,X,X
SIJLZOT,O,X,X,O,X,X,X,X,O
SIJLOTZ,O,X,X,X,X,X,X,X,O
SIJLOZT,O,X,X,X,X,X,X,O,O
SIJZTLO,X,X,O,O,O,X,X,X,X
SIJZTOL,O,X,O,O,O,X,X,X,X
SIJZLTO,O,X,O,O,O,X,X,X,X
SIJZLOT,O,X,X,O,X,X,X,X,O
SIJZOTL,O,X,O,X,X,X,X,X,X
SIJZOLT,O,X,X,O,X,X,X,X,X
SIJOTLZ,O,X,X,X,X,X,X,X,X
SIJOTZL,O,X,X,X,X,X,X,X,X
SIJOLTZ,O,X,X,X,X,X,X,X,O
SIJOLZT,O,X,X,X,X,X,X,O,O
SIJOZTL,O,X,O,X,X,X,X,O,X
SIJOZLT,O,X,X,O,X,X,X,O,X
SIZTLJO,X,O,O,O,O,X,O,X,X
SIZTLOJ,X,O,O,O,O,X,O,X,X
SIZTJLO,X,O,O,O,O,X,O,X,X
SIZTJOL,X,O,O,O,O,X,O,X,X
SIZTOLJ,X,O,O,O,O,X,X,X,X
SIZTOJL,X,O,O,X,O,X,X,X,X
SIZLTJO,X,O,O,X,O,X,O,X,X
SIZLTOJ,X,O,O,X,O,X,O,X,X
SIZLJTO,X,X,O,X,O,X,X,X,X
SIZLJOT,X,X,X,X,X,X,X,X,O
SIZLOTJ,X,X,X,X,O,X,X,O,X
SIZLOJT,X,X,X,X,X,X,X,O,O
SIZJTLO,X,X,O,O,O,X,X,X,X
SIZJTOL,O,X,O,O,O,X,X,X,X
SIZJLTO,O,X,O,O,O,X,X,X,X
SIZJLOT,O,X,X,O,X,X,X,X,O
SIZJOTL,O,X,O,X,X,X,X,X,X
SIZJOLT,O,X,X,O,X,X,X,X,X
SIZOTLJ,O,O,O,X,O,X,X,O,X
SIZOTJL,O,O,O,X,O,X,X,O,X
SIZOLTJ,O,O,X,X,O,X,X,O,X
SIZOLJT,O,O,X,X,X,X,X,O,X
SIZOJTL,O,O,O,X,X,X,X,O,X
SIZOJLT,O,O,X,X,X,X,X,O,X
SIOTLJZ,X,X,X,X,X,O,X,X,X
SIOTLZJ,X,X,X,X,X,O,X,O,X
SIOTJLZ,O,X,X,X,X,O,X,X,X
SIOTJZL,O,X,X,X,X,O,X,X,X
SIOTZLJ,O,X,X,X,X,O,X,O,X
SIOTZJL,O,X,X,X,X,O,X,O,X
SIOLTJZ,X,X,X,X,X,O,X,X,O
SIOLTZJ,X,O,X,X,X,O,X,O,X
SIOLJTZ,O,X,X,X,X,X,X,X,O
SIOLJZT,O,O,X,X,X,X,X,O,O
SIOLZTJ,O,O,X,X,O,O,X,O,X
SIOLZJT,O,O,X,X,X,O,X,O,O
SIOJTLZ,O,X,X,X,X,X,X,X,X
SIOJTZL,O,X,X,X,X,X,X,X,X
SIOJLTZ,O,X,X,X,X,X,X,X,O
SIOJLZT,O,X,X,X,X,X,X,O,O
SIOJZTL,O,X,O,X,X,X,X,O,X
SIOJZLT,O,X,X,X,X,X,X,O,X
SIOZTLJ,O,O,O,X,O,O,X,O,X
SIOZTJL,O,O,O,X,O,O,X,O,X
SIOZLTJ,O,O,X,X,O,O,X,O,X
SIOZLJT,O,O,X,X,X,O,X,O,X
SIOZJTL,O,O,O,X,X,O,X,O,X
SIOZJLT,O,O,X,X,X,O,X,O,X
SLTIJZO,X,O,X,X,X,O,X,X,X
SLTIJOZ,X,X,X,X,X,O,X,X,O
SLTIZJO,X,O,X,X,O,O,X,X,X
SLTIZOJ,X,O,X,X,O,O,X,X,X
SLTIOJZ,X,X,X,X,X,X,X,X,O
SLTIOZJ,X,X,X,X,O,X,X,O,X
SLTJIZO,O,O,X,X,X,O,O,X,X
SLTJIOZ,O,X,X,X,X,O,X,X,O
SLTJZIO,O,O,X,X,X,O,O,X,X
SLTJZOI,O,O,X,X,X,O,O,X,X
SLTJOIZ,O,X,X,X,X,O,X,X,O
SLTJOZI,O,X,X,X,X,O,X,X,X
SLTZIJO,X,O,X,X,O,O,O,X,X
SLTZIOJ,X,O,X,X,O,O,O,X,X
SLTZJIO,O,O,X,X,O,O,O,X,X
SLTZJOI,O,O,X,X,O,O,O,X,X
SLTZOIJ,X,O,X,X,O,O,O,X,X
SLTZOJI,X,O,X,X,O,O,O,X,X
SLTOIJZ,X,X,X,X,X,O,X,X,O
SLTOIZJ,X,X,X,X,O,O,X,O,X
SLTOJIZ,X,X,X,X,X,O,X,X,O
SLTOJZI,X,X,X,X,X,O,X,X,X
SLTOZIJ,X,X,X,X,O,O,X,O,X
SLTOZJI,X,X,X,X,O,O,X,O,X
SLITJZO,X,O,X,X,X,O,X,X,X
SLITJOZ,X,X,X,X,X,O,X,X,O
SLITZJO,X,O,X,X,O,O,X,X,X
SLITZOJ,X,O,X,X,O,O,X,X,X
SLITOJZ,X,X,X,X,X,X,X,X,O
SLITOZJ,X,X,X,X,O,X,X,O,X
SLIJTZO,O,X,X,X,X,X,X,X,X
SLIJTOZ,O,X,X,X,X,X,X,X,O
SLIJZTO,O,X,O,X,O,X,X,X,X
SLIJZOT,O,X,X,X,X,X,X,X,O
SLIJOTZ,O,X,X,X,X,X,X,X,O
SLIJOZT,O,X,X,X,X,X,X,O,O
SLIZTJO,X,O,O,X,O,O,O,X,X
SLIZTOJ,X,O,O,X,O,O,O,X,X
SLIZJTO,O,X,O,X,O,O,X,X,X
SLIZJOT,O,X,X,X,X,O,X,X,O
SLIZOTJ,X,X,X,X,O,O,X,O,X
SLIZOJT,X,X,X,X,X,O,X,O,O
SLIOTJZ,X,X,X,X,X,X,X,X,O
SLIOTZJ,X,X,X,X,X,X,X,O,X
SLIOJTZ,O,X,X,X,X,X,X,X,O
SLIOJZT,O,X,X,X,X,X,X,O,O
SLIOZTJ,O,X,X,X,O,X,X,O,X
SLIOZJT,O,X,X,X,X,X,X,O,O
SLJTIZO,O,X,X,X,X,O,X,X,X
SLJTIOZ,O,X,X,X,X,O,X,X,O
SLJTZIO,O,X,X,X,X,O,X,X,X
SLJTZOI,O,X,X,X,X,O,X,X,X
SLJTOIZ,O,X,X,X,X,O,X,X,O
SLJTOZI,O,X,X,X,X,O,X,X,X
SLJITZO,O,X,X,X,X,X,X,X,X
SLJITOZ,O,X,X,X,X,X,X,X,O
SLJIZTO,O,X,O,O,O,X,X,X,X
SLJIZOT,O,X,X,O,X,X,X,X,O
SLJIOTZ,O,X,X,X,X,X,X,X,O
SLJIOZT,O,X,X,X,X,X,X,O,O
SLJZTIO,O,O,O,O,O,O,O,X,X
SLJZTOI,O,O,O,O,O,O,O,X,X
SLJZITO,O,X,O,O,O,O,X,X,X
SLJZIOT,O,X,X,O,X,O,X,X,O
SLJZOTI,O,X,X,X,X,X,X,X,X
SLJZOIT,O,X,X,X,X,X,X,X,O
SLJOTIZ,O,X,X,X,X,X,X,X,O
SLJOTZI,O,X,X,X,X,X,X,X,X
SLJOITZ,O,X,X,X,X,X,X,X,O
SLJOIZT,O,X,X,X,X,X,X,O,O
SLJOZTI,O,X,X,X,X,X,X,O,X
SLJOZIT,O,X,X,X,X,X,X,O,O
SLZTIJO,X,O,O,O,O,O,O,X,X
SLZTIOJ,X,O,O,O,O,O,O,X,X
SLZTJIO,O,O,O,O,O,O,O,X,X
SLZTJOI,O,O,O,O,O,O,O,X,X
SLZTOIJ,X,O,O,O,O,O,O,X,X
SLZTOJI,X,O,O,O,O,O,O,X,X
SLZITJO,X,O,O,X,O,O,O,X,X
SLZITOJ,X,O,O,X,O,O,O,X,X
SLZIJTO,O,X,O,X,O,O,X,X,X
SLZIJOT,O,X,X,X,X,O,X,X,O
SLZIOTJ,X,X,X,X,O,O,X,O,X
SLZIOJT,X,X,X,X,X,O,X,O,O
SLZJTIO,O,O,O,O,O,O,O,X,X
SLZJTOI,O,O,O,O,O,O,O,X,X
SLZJITO,O,X,O,O,O,O,X,X,X
SLZJIOT,O,X,X,O,X,O,X,X,O
SLZJOTI,O,X,X,X,X,X,X,X,X
SLZJOIT,O,X,X,X,X,X,X,X,O
SLZOTIJ,X,O,X,X,O,O,O,O,X
SLZOTJI,X,O,X,X,O,O,O,O,X
SLZOITJ,X,O,X,X,O,O,X,O,X
SLZOIJT,X,O,X,X,X,O,X,O,O
SLZOJTI,O,O,X,X,X,X,X,O,X
SLZOJIT,O,O,X,X,X,X,X,O,O
SLOTIJZ,X,X,X,X,X,O,X,X,O
SLOTIZJ,X,O,X,X,X,O,X,O,X
SLOTJIZ,O,X,X,X,X,O,X,X,O
SLOTJZI,O,X,X,X,X,O,X,X,X
SLOTZIJ,X,O,X,X,X,O,X,O,X
SLOTZJI,O,O,X,X,X,O,X,O,X
SLOITJZ,X,X,X,X,X,O,X,X,O
SLOITZJ,X,O,X,X,X,O,X,O,X
SLOIJTZ,O,X,X,X,X,X,X,X,O
SLOIJZT,O,O,X,X,X,X,X,O,O
SLOIZTJ,O,O,X,X,O,O,X,O,X
SLOIZJT,O,O,X,X,X,O,X,O,O
SLOJTIZ,O,X,X,X,X,O,X,X,O
SLOJTZI,O,X,X,X,X,O,X,X,X
SLOJITZ,O,X,X,X,X,X,X,X,O
SLOJIZT,O,O,X,X,X,X,X,O,O
SLOJZTI,O,O,X,X,X,O,X,O,X
SLOJZIT,O,O,X,X,X,O,X,O,O
SLOZTIJ,O,O,X,X,O,O,O,O,X
SLOZTJI,O,O,X,X,O,O,O,O,X
SLOZITJ,O,O,X,X,O,O,X,O,X
SLOZIJT,O,O,X,X,X,O,X,O,O
SLOZJTI,O,O,X,X,X,O,X,O,X
SLOZJIT,O,O,X,X,X,O,X,O,O
SJTILZO,O,X,X,O,X,X,X,X,X
SJTILOZ,O,X,X,X,X,O,X,X,O
SJTIZLO,X,X,O,O,X,X,X,X,X
SJTIZOL,O,X,O,O,X,O,X,X,X
SJTIOLZ,O,X,X,X,X,O,X,X,X
SJTIOZL,O,X,O,X,X,O,X,X,X
SJTLIZO,O,X,X,O,X,O,X,X,X
SJTLIOZ,O,X,X,X,X,O,X,X,O
SJTLZIO,O,X,X,O,X,O,X,X,X
SJTLZOI,O,X,X,O,X,O,X,X,X
SJTLOIZ,O,X,X,X,X,O,X,X,O
SJTLOZI,O,X,X,X,X,O,X,X,X
SJTZILO,X,X,O,O,X,X,X,X,X
SJTZIOL,O,X,O,O,X,O,X,X,X
SJTZLIO,X,X,O,O,X,X,X,X,X
SJTZLOI,X,X,O,O,X,X,X,X,X
SJTZOIL,O,X,O,O,X,O,X,X,X
SJTZOLI,O,X,O,O,X,O,X,X,X
SJTOILZ,O,X,X,X,X,O,X,X,X
SJTOIZL,O,X,O,X,X,O,X,X,X
SJTOLIZ,O,X,X,X,X,O,X,X,X
SJTOLZI,O,X,X,X,X,O,X,X,X
SJTOZIL,O,X,O,X,X,O,X,X,X
SJTOZLI,O,X,O,X,X,O,X,X,X
SJITLZO,O,X,X,O,X,X,X,X,X
SJITLOZ,O,X,X,X,X,X,X,X,O
SJITZLO,X,X,O,O,X,X,X,X,X
SJITZOL,O,X,O,O,X,X,X,X,X
SJITOLZ,O,X,X,X,X,X,X,X,X
SJITOZL,O,X,O,X,X,X,X,X,X
SJILTZO,O,X,X,X,X,X,X,X,X
SJILTOZ,O,X,X,X,X,X,X,X,O
SJILZTO,O,X,O,O,O,X,X,X,X
SJILZOT,O,X,X,O,X,X,X,X,O
SJILOTZ,O,X,X,X,X,X,X,X,O
SJILOZT,O,X,X,X,X,X,X,O,O
SJIZTLO,X,X,O,O,O,X,X,X,X
SJIZTOL,O,X,O,O,O,X,X,X,X
SJIZLTO,O,X,O,O,O,X,X,X,X
SJIZLOT,O,X,X,O,X,X,X,X,O
SJIZOTL,O,X,O,X,X,X,X,X,X
SJIZOLT,O,X,X,O,X,X,X,X,X
SJIOTLZ,O,X,X,X,X,X,X,X,X
SJIOTZL,O,X,X,X,X,X,X,X,X
SJIOLTZ,O,X,X,X,X,X,X,X,O
SJIOLZT,O,X,X,X,X,X,X,O,O
SJIOZTL,O,X,O,X,X,X,X,O,X
SJIOZLT,O,X,X,O,X,X,X,O,X
SJLTIZO,O,X,X,X,X,O,X,X,X
SJLTIOZ,O,X,X,X,X,O,X,X,O
SJLTZIO,O,X,X,X,X,O,X,X,X
SJLTZOI,O,X,X,X,X,O,X,X,X
SJLTOIZ,O,X,X,X,X,O,X,X,O
SJLTOZI,O,X,X,X,X,O,X,X,X
SJLITZO,O,X,X,X,X,X,X,X,X
SJLITOZ,O,X,X,X,X,X,X,X,O
SJLIZTO,O,X,O,O,O,X,X,X,X
SJLIZOT,O,X,X,O,X,X,X,X,O
SJLIOTZ,O,X,X,X,X,X,X,X,O
SJLIOZT,O,X,X,X,X,X,X,O,O
SJLZTIO,O,O,O,O,O,O,O,X,X
SJLZTOI,O,O,O,O,O,O,O,X,X
SJLZITO,O,X,O,O,O,O,X,X,X
SJLZIOT,O,X,X,O,X,O,X,X,O
SJLZOTI,O,X,X,X,X,X,X,X,X
SJLZOIT,O,X,X,X,X,X,X,X,O
SJLOTIZ,O,X,X,X,X,X,X,X,O
SJLOTZI,O,X,X,X,X,X,X,X,X
SJLOITZ,O,X,X,X,X,X,X,X,O
SJLOIZT,O,X,X,X,X,X,X,O,O
SJLOZTI,O,X,X,X,X,X,X,O,X
SJLOZIT,O,X,X,X,X,X,X,O,O
SJZTILO,X,O,O,O,O,X,O,X,X
SJZTIOL,O,O,O,O,O,X,O,X,X
SJZTLIO,X,O,O,O,O,X,O,X,X
SJZTLOI,X,O,O,O,O,X,O,X,X
SJZTOIL,O,O,O,O,O,X,O,X,X
SJZTOLI,O,O,O,O,O,X,O,X,X
SJZITLO,X,X,O,O,O,X,X,X,X
SJZITOL,O,X,O,O,O,X,X,X,X
SJZILTO,O,X,O,O,O,X,X,X,X
SJZILOT,O,X,X,O,X,X,X,X,O
SJZIOTL,O,X,O,X,X,X,X,X,X
SJZIOLT,O,X,X,O,X,X,X,X,X
SJZLTIO,O,O,O,O,O,X,O,X,X
SJZLTOI,O,O,O,O,O,X,O,X,X
SJZLITO,O,X,O,O,O,X,X,X,X
SJZLIOT,O,X,X,O,X,X,X,X,O
SJZLOTI,O,X,X,X,X,X,X,X,X
SJZLOIT,O,X,X,X,X,X,X,X,O
SJZOTIL,O,O,O,O,X,X,X,X,X
SJZOTLI,O,O,O,O,X,X,X,X,X
SJZOITL,O,O,O,X,X,X,X,X,X
SJZOILT,O,O,X,O,X,X,X,X,X
SJZOLTI,O,O,X,X,X,X,X,X,X
SJZOLIT,O,O,X,X,X,X,X,X,X
SJOTILZ,O,X,X,X,X,O,X,X,X
SJOTIZL,O,X,X,X,X,O,X,X,X
SJOTLIZ,O,X,X,X,X,O,X,X,X
SJOTLZI,O,X,X,X,X,O,X,X,X
SJOTZIL,O,X,X,X,X,O,X,X,X
SJOTZLI,O,X,X,X,X,O,X,X,X
SJOITLZ,O,X,X,X,X,X,X,X,X
SJOITZL,O,X,X,X,X,X,X,X,X
SJOILTZ,O,X,X,X,X,X,X,X,O
SJOILZT,O,X,X,X,X,X,X,O,O
SJOIZTL,O,X,O,X,X,X,X,O,X
SJOIZLT,O,X,X,O,X,X,X,O,X
SJOLTIZ,O,X,X,X,X,O,X,X,O
SJOLTZI,O,X,X,X,X,O,X,X,X
SJOLITZ,O,X,X,X,X,X,X,X,O
SJOLIZT,O,O,X,X,X,X,X,O,O
SJOLZTI,O,O,X,X,X,O,X,O,X
SJOLZIT,O,O,X,X,X,O,X,O,O
SJOZTIL,O,O,O,O,X,O,X,O,X
SJOZTLI,O,O,O,O,X,O,X,O,X
SJOZITL,O,O,O,X,X,O,X,O,X
SJOZILT,O,O,X,O,X,O,X,O,X
SJOZLTI,O,O,X,X,X,O,X,O,X
SJOZLIT,O,O,X,X,X,O,X,O,X
SZTILJO,X,O,O,O,O,X,O,X,X
SZTILOJ,X,O,O,O,O,X,O,X,X
SZTIJLO,X,O,O,O,O,X,O,X,X
SZTIJOL,X,O,O,O,O,X,O,X,X
SZTIOLJ,X,O,O,O,O,X,X,X,X
SZTIOJL,X,O,O,X,O,X,X,X,X
SZTLIJO,X,O,O,O,O,O,O,X,X
SZTLIOJ,X,O,O,O,O,O,O,X,X
SZTLJIO,X,O,O,O,O,O,O,X,X
SZTLJOI,X,O,O,O,O,O,O,X,X
SZTLOIJ,X,O,O,O,O,O,O,X,X
SZTLOJI,X,O,O,O,O,O,O,X,X
SZTJILO,X,O,O,O,O,X,O,X,X
SZTJIOL,X,O,O,O,O,O,O,X,X
SZTJLIO,X,O,O,O,O,X,O,X,X
SZTJLOI,X,O,O,O,O,X,O,X,X
SZTJOIL,X,O,O,O,O,O,O,X,X
SZTJOLI,X,O,O,O,O,O,O,X,X
SZTOILJ,X,O,O,O,O,O,X,X,X
SZTOIJL,X,O,O,X,O,O,X,X,X
SZTOLIJ,X,O,O,O,O,O,O,X,X
SZTOLJI,X,O,O,O,O,O,O,X,X
SZTOJIL,X,O,O,O,O,O,O,X,X
SZTOJLI,X,O,O,O,O,O,O,X,X
SZITLJO,X,O,O,O,O,X,O,X,X
SZITLOJ,X,O,O,O,O,X,O,X,X
SZITJLO,X,O,O,O,O,X,O,X,X
SZITJOL,X,O,O,O,O,X,O,X,X
SZITOLJ,X,O,O,O,O,X,X,X,X
SZITOJL,X,O,O,X,O,X,X,X,X
SZILTJO,X,O,O,X,O,X,O,X,X
SZILTOJ,X,O,O,X,O,X,O,X,X
SZILJTO,X,X,O,X,O,X,X,X,X
SZILJOT,X,X,X,X,X,X,X,X,O
SZILOTJ,X,X,X,X,O,X,X,O,X
SZILOJT,X,X,X,X,X,X,X,O,O
SZIJTLO,X,X,O,O,O,X,X,X,X
SZIJTOL,O,X,O,O,O,X,X,X,X
SZIJLTO,O,X,O,O,O,X,X,X,X
SZIJLOT,O,X,X,O,X,X,X,X,O
SZIJOTL,O,X,O,X,X,X,X,X,X
SZIJOLT,O,X,X,O,X,X,X,X,X
SZIOTLJ,O,O,O,X,O,X,X,O,X
SZIOTJL,O,O,O,X,O,X,X,O,X
SZIOLTJ,O,O,X,X,O,X,X,O,X
SZIOLJT,O,O,X,X,X,X,X,O,X
SZIOJTL,O,O,O,X,X,X,X,O,X
SZIOJLT,O,O,X,X,X,X,X,O,X
SZLTIJO,X,O,O,O,O,O,O,X,X
SZLTIOJ,X,O,O,O,O,O,O,X,X
SZLTJIO,O,O,O,O,O,O,O,X,X
SZLTJOI,O,O,O,O,O,O,O,X,X
SZLTOIJ,X,O,O,O,O,O,O,X,X
SZLTOJI,X,O,O,O,O,O,O,X,X
SZLITJO,X,O,O,X,O,O,O,X,X
SZLITOJ,X,O,O,X,O,O,O,X,X
SZLIJTO,O,X,O,X,O,O,X,X,X
SZLIJOT,O,X,X,X,X,O,X,X,O
SZLIOTJ,X,X,X,X,O,O,X,O,X
SZLIOJT,X,X,X,X,X,O,X,O,O
SZLJTIO,O,O,O,O,O,O,O,X,X
SZLJTOI,O,O,O,O,O,O,O,X,X
SZLJITO,O,X,O,O,O,O,X,X,X
SZLJIOT,O,X,X,O,X,O,X,X,O
SZLJOTI,O,X,X,X,X,X,X,X,X
SZLJOIT,O,X,X,X,X,X,X,X,O
SZLOTIJ,X,O,X,X,O,O,O,O,X
SZLOTJI,X,O,X,X,O,O,O,O,X
SZLOITJ,X,O,X,X,O,O,X,O,X
SZLOIJT,X,O,X,X,X,O,X,O,O
SZLOJTI,O,O,X,X,X,X,X,O,X
SZLOJIT,O,O,X,X,X,X,X,O,O
SZJTILO,X,O,O,O,O,X,O,X,X
SZJTIOL,O,O,O,O,O,X,O,X,X
SZJTLIO,X,O,O,O,O,X,O,X,X
SZJTLOI,X,O,O,O,O,X,O,X,X
SZJTOIL,O,O,O,O,O,X,O,X,X
SZJTOLI,O,O,O,O,O,X,O,X,X
SZJITLO,X,X,O,O,O,X,X,X,X
SZJITOL,O,X,O,O,O,X,X,X,X
SZJILTO,O,X,O,O,O,X,X,X,X
SZJILOT,O,X,X,O,X,X,X,X,O
SZJIOTL,O,X,O,X,X,X,X,X,X
SZJIOLT,O,X,X,O,X,X,X,X,X
SZJLTIO,O,O,O,O,O,X,O,X,X
SZJLTOI,O,O,O,O,O,X,O,X,X
SZJLITO,O,X,O,O,O,X,X,X,X
SZJLIOT,O,X,X,O,X,X,X,X,O
SZJLOTI,O,X,X,X,X,X,X,X,X
SZJLOIT,O,X,X,X,X,X,X,X,O
SZJOTIL,O,O,O,O,X,X,X,X,X
SZJOTLI,O,O,O,O,X,X,X,X,X
SZJOITL,O,O,O,X,X,X,X,X,X
SZJOILT,O,O,X,O,X,X,X,X,X
SZJOLTI,O,O,X,X,X,X,X,X,X
SZJOLIT,O,O,X,X,X,X,X,X,X
SZOTILJ,O,O,O,O,O,O,X,O,X
SZOTIJL,O,O,O,X,O,O,X,O,X
SZOTLIJ,O,O,O,O,O,O,O,O,X
SZOTLJI,O,O,O,O,O,O,O,O,X
SZOTJIL,O,O,O,O,O,O,O,O,X
SZOTJLI,O,O,O,O,O,O,O,O,X
SZOITLJ,O,O,O,X,O,O,X,O,X
SZOITJL,O,O,O,X,O,O,X,O,X
SZOILTJ,O,O,X,X,O,O,X,O,X
SZOILJT,O,O,X,X,X,O,X,O,X
SZOIJTL,O,O,O,X,X,O,X,O,X
SZOIJLT,O,O,X,X,X,O,X,O,X
SZOLTIJ,O,O,X,X,O,O,O,O,X
SZOLTJI,O,O,X,X,O,O,O,O,X
SZOLITJ,O,O,X,X,O,O,X,O,X
SZOLIJT,O,O,X,X,X,O,X,O,X
SZOLJTI,O,O,X,X,X,O,X,O,X
SZOLJIT,O,O,X,X,X,O,X,O,X
SZOJTIL,O,O,O,O,X,O,X,O,X
SZOJTLI,O,O,O,O,X,O,X,O,X
SZOJITL,O,O,O,X,X,O,X,O,X
SZOJILT,O,O,X,O,X,O,X,O,X
SZOJLTI,O,O,X,X,X,O,X,O,X
SZOJLIT,O,O,X,X,X,O,X,O,X
SOTILJZ,X,X,X,X,X,O,X,X,X
SOTILZJ,X,X,X,X,X,O,X,O,X
SOTIJLZ,O,X,X,X,X,O,X,X,X
SOTIJZL,O,X,X,X,X,O,X,X,X
SOTIZLJ,O,X,X,X,X,O,X,O,X
SOTIZJL,O,X,X,X,X,O,X,O,X
SOTLIJZ,X,O,X,X,X,O,X,X,X
SOTLIZJ,X,O,X,X,X,O,X,O,X
SOTLJIZ,O,O,X,X,X,O,X,X,X
SOTLJZI,O,O,X,X,X,O,X,X,X
SOTLZIJ,X,O,X,X,X,O,X,O,X
SOTLZJI,O,O,X,X,X,O,X,O,X
SOTJILZ,O,X,X,X,X,O,X,X,X
SOTJIZL,O,O,X,X,X,O,X,X,X
SOTJLIZ,O,O,X,X,X,O,X,X,X
SOTJLZI,O,O,X,X,X,O,X,X,X
SOTJZIL,O,O,X,X,X,O,X,X,X
SOTJZLI,O,O,X,X,X,O,X,X,X
SOTZILJ,O,O,X,X,X,O,X,O,X
SOTZIJL,O,O,X,X,X,O,X,O,X
SOTZLIJ,O,O,X,X,X,O,X,O,X
SOTZLJI,O,O,X,X,X,O,X,O,X
SOTZJIL,O,O,X,X,X,O,X,O,X
SOTZJLI,O,O,X,X,X,O,X,O,X
SOITLJZ,X,X,X,X,X,O,X,X,X
SOITLZJ,X,X,X,X,X,O,X,O,X
SOITJLZ,O,X,X,X,X,O,X,X,X
SOITJZL,O,X,X,X,X,O,X,X,X
SOITZLJ,O,X,X,X,X,O,X,O,X
SOITZJL,O,X,X,X,X,O,X,O,X
SOILTJZ,X,X,X,X,X,O,X,X,O
SOILTZJ,X,O,X,X,X,O,X,O,X
SOILJTZ,O,X,X,X,X,X,X,X,O
SOILJZT,O,O,X,X,X,X,X,O,O
SOILZTJ,O,O,X,X,O,O,X,O,X
SOILZJT,O,O,X,X,X,O,X,O,O
SOIJTLZ,O,X,X,X,X,X,X,X,X
SOIJTZL,O,X,X,X,X,X,X,X,X
SOIJLTZ,O,X,X,X,X,X,X,X,O
SOIJLZT,O,X,X,X,X,X,X,O,O
SOIJZTL,O,X,O,X,X,X,X,O,X
SOIJZLT,O,X,X,X,X,X,X,O,X
SOIZTLJ,O,O,O,X,O,O,X,O,X
SOIZTJL,O,O,O,X,O,O,X,O,X
SOIZLTJ,O,O,X,X,O,O,X,O,X
SOIZLJT,O,O,X,X,X,O,X,O,X
SOIZJTL,O,O,O,X,X,O,X,O,X
SOIZJLT,O,O,X,X,X,O,X,O,X
SOLTIJZ,X,O,X,X,X,O,X,X,O
SOLTIZJ,X,O,X,X,X,O,X,O,X
SOLTJIZ,O,O,X,X,X,O,X,X,O
SOLTJZI,O,O,X,X,X,O,X,X,X
SOLTZIJ,X,O,X,X,X,O,X,O,X
SOLTZJI,O,O,X,X,X,O,X,O,X
SOLITJZ,X,O,X,X,X,O,X,X,O
SOLITZJ,X,O,X,X,X,O,X,O,X
SOLIJTZ,O,X,X,X,X,X,X,X,O
SOLIJZT,O,O,X,X,X,X,X,O,O
SOLIZTJ,O,O,X,X,O,O,X,O,X
SOLIZJT,O,O,X,X,X,O,X,O,O
SOLJTIZ,O,X,X,X,X,O,X,X,O
SOLJTZI,O,X,X,X,X,O,X,X,X
SOLJITZ,O,X,X,X,X,X,X,X,O
SOLJIZT,O,O,X,X,X,X,X,O,O
SOLJZTI,O,O,X,X,X,O,X,O,X
SOLJZIT,O,O,X,X,X,O,X,O,O
SOLZTIJ,O,O,X,X,O,O,O,O,X
SOLZTJI,O,O,X,X,O,O,O,O,X
SOLZITJ,O,O,X,X,O,O,X,O,X
SOLZIJT,O,O,X,X,X,O,X,O,O
SOLZJTI,O,O,X,X,X,O,X,O,X
