sequence,v115@YhF8AeF8Jei/IvhFRhBcnBTjB3kBGmBlqB,v115@YhF8AeF8JeOEJvhF8kBChBTjBxmBXnBlqB,v115@YhF8AeF8Jel/IvhF3gBRiBSoB2pB8qBzrB,v115@YhF8AeF8Je0/IvhFxhBTjB2pBFmBXnB6qB,v115@YhF8AeF8Jei/IvhF3gBGjB1pB8qBRsBzrB,v115@YhF8AeF8JeKEJvhFxhBTjBUlBFmBXnBGqB,v115@YhF8AeF8JeOEJvhFTjBClBxmB/qBUrBFsB
IZLTSJO,O,X,O,X,O,X,X
IZLTSOJ,O,X,O,X,O,X,X
IZLTOJS,O,O,X,X,O,X,X
IZLTOSJ,O,X,X,X,O,X,X
IZLJTSO,X,X,O,X,O,X,X
IZLJTOS,X,O,O,X,O,X,X
IZLJSTO,O,X,O,X,O,X,X
IZLJSOT,O,O,O,X,X,X,X
IZLJOTS,X,O,O,X,X,X,O
IZLJOST,O,O,O,X,X,X,O
IZLSTJO,X,X,O,X,O,X,X
IZLSTOJ,O,X,O,X,O,X,X
IZLSJTO,X,X,O,X,O,X,X
IZLSJOT,O,O,O,X,X,X,X
IZLSOTJ,O,X,O,X,X,X,X
IZLSOJT,O,O,O,X,X,X,X
IZLOTJS,O,O,O,X,X,X,X
IZLOTSJ,O,X,O,X,X,X,X
IZLOJTS,X,O,O,X,X,X,O
IZLOJST,O,O,O,X,X,X,O
IZLOSTJ,O,X,O,X,X,X,X
IZLOSJT,O,O,O,X,X,X,X
IZJTLSO,O,O,O,X,O,X,X
IZJTLOS,O,O,O,X,O,X,X
IZJTSLO,O,O,O,X,O,X,X
IZJTSOL,O,O,O,X,O,X,X
IZJTOLS,O,O,O,X,O,X,X
IZJTOSL,O,O,O,X,O,X,X
IZJLTSO,X,X,O,X,O,X,X
IZJLTOS,X,O,O,X,O,X,X
IZJLSTO,O,X,O,X,O,X,X
IZJLSOT,O,O,O,X,X,X,X
IZJLOTS,X,O,O,X,X,X,O
IZJLOST,O,O,O,X,X,X,O
IZJSTLO,O,X,O,X,O,X,X
IZJSTOL,O,X,O,X,O,X,X
IZJSLTO,O,X,O,X,O,X,X
IZJSLOT,O,O,O,X,X,X,X
IZJSOTL,O,X,O,X,O,X,X
IZJSOLT,O,O,O,X,X,X,X
IZJOTLS,O,O,O,X,O,X,X
IZJOTSL,O,O,O,X,O,X,X
IZJOLTS,X,O,O,X,X,X,O
IZJOLST,O,O,O,X,X,X,O
IZJOSTL,O,X,O,X,O,X,X
IZJOSLT,O,O,O,X,X,X,X
IZSTLJO,O,X,O,X,O,X,X
IZSTLOJ,O,X,O,X,O,X,X
IZSTJLO,O,X,X,X,O,X,X
IZSTJOL,O,X,X,X,O,X,X
IZSTOLJ,O,X,O,X,O,X,X
IZSTOJL,O,X,O,X,O,X,X
IZSLTJO,O,X,O,X,O,X,X
IZSLTOJ,O,X,O,X,O,X,X
IZSLJTO,O,X,O,X,O,X,X
IZSLJOT,O,O,O,X,X,X,X
IZSLOTJ,O,X,O,X,X,X,X
IZSLOJT,O,O,O,X,X,X,X
IZSJTLO,O,X,O,X,O,X,X
IZSJTOL,O,X,O,X,O,X,X
IZSJLTO,O,X,O,X,O,X,X
IZSJLOT,O,O,O,X,X,X,X
IZSJOTL,O,X,O,X,O,X,X
IZSJOLT,O,O,O,X,X,X,X
IZSOTLJ,O,X,O,X,O,X,X
IZSOTJL,O,X,O,X,O,X,X
IZSOLTJ,O,X,O,X,X,X,X
IZSOLJT,O,O,O,X,X,X,X
IZSOJTL,O,X,O,X,O,X,X
IZSOJLT,O,O,O,X,X,X,X
IZOTLJS,O,O,O,X,O,X,X
IZOTLSJ,O,O,O,X,O,X,X
IZOTJLS,O,O,O,X,O,X,X
IZOTJSL,O,O,O,X,O,X,X
IZOTSLJ,O,O,O,X,O,X,X
IZOTSJL,O,O,O,X,O,X,X
IZOLTJS,O,O,O,X,X,X,X
IZOLTSJ,O,X,O,X,X,X,X
IZOLJTS,X,O,O,X,X,X,O
IZOLJST,O,O,O,X,X,X,O
IZOLSTJ,O,X,O,X,X,X,X
IZOLSJT,O,O,O,X,X,X,X
IZOJTLS,O,O,O,X,O,X,X
IZOJTSL,O,O,O,X,O,X,X
IZOJLTS,X,O,O,X,X,X,O
IZOJLST,O,O,O,X,X,X,O
IZOJSTL,O,X,O,X,O,X,X
IZOJSLT,O,O,O,X,X,X,X
IZOSTLJ,O,X,O,X,O,X,X
IZOSTJL,O,X,O,X,O,X,X
IZOSLTJ,O,X,O,X,X,X,X
IZOSLJT,O,O,O,X,X,X,X
IZOSJTL,O,X,O,X,O,X,X
IZOSJLT,O,O,O,X,X,X,X
IOTLJSZ,X,X,O,X,X,X,O
IOTLJZS,X,O,O,X,O,X,O
IOTLSJZ,X,X,X,X,X,O,X
IOTLSZJ,X,O,X,X,X,O,X
IOTLZJS,X,O,O,X,O,X,X
IOTLZSJ,X,O,O,X,O,O,X
IOTJLSZ,X,X,O,X,X,X,O
IOTJLZS,X,O,O,X,O,X,O
IOTJSLZ,O,X,O,O,X,X,X
IOTJSZL,O,X,O,O,X,X,X
IOTJZLS,O,O,O,X,O,X,X
IOTJZSL,O,O,O,O,O,X,X
IOTSLJZ,O,X,X,O,X,O,X
IOTSLZJ,O,O,X,X,X,O,X
IOTSJLZ,O,X,X,O,X,O,X
IOTSJZL,O,X,X,O,X,X,X
IOTSZLJ,O,O,X,X,X,O,X
IOTSZJL,O,O,X,O,X,X,X
IOTZLJS,O,O,O,X,O,X,X
IOTZLSJ,O,O,O,X,O,X,X
IOTZJLS,O,O,O,X,O,X,X
IOTZJSL,O,O,O,X,O,X,X
IOTZSLJ,O,O,O,X,O,X,X
IOTZSJL,O,O,O,X,O,X,X
IOLTJSZ,X,X,O,X,X,X,O
IOLTJZS,X,O,O,X,X,X,O
IOLTSJZ,X,X,X,X,X,O,X
IOLTSZJ,X,O,X,X,X,O,X
IOLTZJS,X,O,O,X,X,X,X
IOLTZSJ,X,O,O,X,X,O,X
IOLJTSZ,X,X,O,X,X,X,O
IOLJTZS,X,X,O,X,X,X,O
IOLJSTZ,X,X,O,X,X,X,O
IOLJSZT,X,X,O,X,X,X,O
IOLJZTS,X,O,O,X,X,X,O
IOLJZST,X,O,O,X,X,X,O
IOLSTJZ,X,X,X,X,X,O,X
IOLSTZJ,X,X,X,X,X,O,X
IOLSJTZ,X,X,O,X,X,O,O
IOLSJZT,X,X,O,X,X,X,O
IOLSZTJ,X,X,O,X,X,O,X
IOLSZJT,X,O,O,X,X,X,X
IOLZTJS,X,O,O,X,X,X,X
IOLZTSJ,X,X,O,X,X,O,X
IOLZJTS,X,O,O,X,X,X,O
IOLZJST,X,O,O,X,X,X,O
IOLZSTJ,X,X,O,X,X,O,X
IOLZSJT,X,O,O,X,X,X,X
IOJTLSZ,X,X,O,X,X,X,O
IOJTLZS,X,O,O,X,O,X,O
IOJTSLZ,X,X,O,O,X,X,X
IOJTSZL,X,X,O,O,X,X,X
IOJTZLS,X,O,O,X,O,X,X
IOJTZSL,X,O,O,O,O,X,X
IOJLTSZ,X,X,O,X,X,X,O
IOJLTZS,X,X,O,X,X,X,O
IOJLSTZ,X,X,O,X,X,X,O
IOJLSZT,X,X,O,X,X,X,O
IOJLZTS,X,O,O,X,X,X,O
IOJLZST,X,O,O,X,X,X,O
IOJSTLZ,X,X,O,O,X,X,X
IOJSTZL,X,X,O,O,X,X,X
IOJSLTZ,X,X,O,O,X,X,O
IOJSLZT,O,X,O,X,X,X,O
IOJSZTL,O,X,O,O,X,X,X
IOJSZLT,O,O,O,X,X,X,X
IOJZTLS,X,O,O,X,O,X,X
IOJZTSL,O,O,O,O,O,X,X
IOJZLTS,X,O,O,X,X,X,O
IOJZLST,O,O,O,X,X,X,O
IOJZSTL,O,X,O,O,O,X,X
IOJZSLT,O,O,O,X,X,X,X
IOSTLJZ,O,X,X,O,X,O,X
IOSTLZJ,O,O,X,X,X,O,X
IOSTJLZ,O,X,X,O,X,O,X
IOSTJZL,O,X,X,O,X,X,X
IOSTZLJ,O,O,X,X,X,O,X
IOSTZJL,O,O,X,O,X,X,X
IOSLTJZ,O,X,X,O,X,O,X
IOSLTZJ,O,X,X,X,X,O,X
IOSLJTZ,X,X,O,O,X,O,O
IOSLJZT,O,X,O,X,X,X,O
IOSLZTJ,O,X,O,X,X,O,X
IOSLZJT,O,O,O,X,X,X,X
IOSJTLZ,X,X,O,O,X,O,X
IOSJTZL,X,X,O,O,X,X,X
IOSJLTZ,X,X,O,O,X,O,O
IOSJLZT,O,X,O,X,X,X,O
IOSJZTL,O,X,O,O,X,X,X
IOSJZLT,O,O,O,X,X,X,X
IOSZTLJ,O,X,O,X,X,O,X
IOSZTJL,O,X,O,O,X,X,X
IOSZLTJ,O,X,O,X,X,O,X
IOSZLJT,O,O,O,X,X,X,X
IOSZJTL,O,X,O,O,X,X,X
IOSZJLT,O,O,O,X,X,X,X
IOZTLJS,O,O,O,X,O,X,X
IOZTLSJ,O,O,O,X,O,X,X
IOZTJLS,O,O,O,X,O,X,X
IOZTJSL,O,O,O,X,O,X,X
IOZTSLJ,O,O,O,X,O,X,X
IOZTSJL,O,O,O,X,O,X,X
IOZLTJS,O,O,O,X,X,X,X
IOZLTSJ,O,X,O,X,X,X,X
IOZLJTS,X,O,O,X,X,X,O
IOZLJST,O,O,O,X,X,X,O
IOZLSTJ,O,X,O,X,X,X,X
IOZLSJT,O,O,O,X,X,X,X
IOZJTLS,O,O,O,X,O,X,X
IOZJTSL,O,O,O,X,O,X,X
IOZJLTS,X,O,O,X,X,X,O
IOZJLST,O,O,O,X,X,X,O
IOZJSTL,O,X,O,X,O,X,X
IOZJSLT,O,O,O,X,X,X,X
IOZSTLJ,O,X,O,X,O,X,X
IOZSTJL,O,X,O,X,O,X,X
IOZSLTJ,O,X,O,X,X,X,X
IOZSLJT,O,O,O,X,X,X,X
IOZSJTL,O,X,O,X,O,X,X
IOZSJLT,O,O,O,X,X,X,X
LTIJSZO,X,X,O,X,O,X,X
LTIJSOZ,X,X,O,X,X,X,X
LTIJZSO,X,O,O,X,O,X,X
LTIJZOS,X,O,O,X,O,X,X
LTIJOSZ,X,X,O,X,X,X,O
LTIJOZS,X,O,O,X,O,X,O
LTISJZO,X,X,X,X,O,O,X
LTISJOZ,X,X,X,X,X,O,X
LTISZJO,X,O,X,X,O,O,X
LTISZOJ,X,O,X,X,O,O,X
LTISOJZ,X,X,X,X,X,O,X
LTISOZJ,X,O,X,X,X,O,X
LTIZJSO,X,O,O,X,O,X,X
LTIZJOS,X,O,O,X,O,X,X
LTIZSJO,X,O,O,X,O,O,X
LTIZSOJ,X,O,O,X,O,O,X
LTIZOJS,X,O,X,X,O,X,X
LTIZOSJ,X,O,X,X,O,O,X
LTIOJSZ,X,X,O,X,X,X,O
LTIOJZS,X,O,O,X,O,X,O
LTIOSJZ,X,X,X,X,X,O,X
LTIOSZJ,X,O,X,X,X,O,X
LTIOZJS,X,O,O,X,O,X,X
LTIOZSJ,X,O,O,X,O,O,X
LTJISZO,X,X,O,X,O,X,X
LTJISOZ,X,X,O,X,X,X,X
LTJIZSO,X,O,O,X,O,X,X
LTJIZOS,X,O,O,X,O,X,X
LTJIOSZ,X,X,O,X,X,X,O
LTJIOZS,X,O,O,X,O,X,O
LTJSIZO,O,X,O,O,O,O,X
LTJSIOZ,O,X,O,O,X,O,X
LTJSZIO,O,X,O,O,O,O,X
LTJSZOI,O,X,O,O,O,O,X
LTJSOIZ,O,X,O,O,X,O,X
LTJSOZI,O,X,O,O,X,O,X
LTJZISO,O,O,O,X,O,X,X
LTJZIOS,O,O,O,X,O,X,X
LTJZSIO,O,O,O,O,O,O,X
LTJZSOI,O,O,O,O,O,O,X
LTJZOIS,O,O,O,X,O,X,X
LTJZOSI,O,O,O,O,O,O,X
LTJOISZ,X,X,O,X,X,X,O
LTJOIZS,X,O,O,X,O,X,O
LTJOSIZ,O,X,O,O,X,O,X
LTJOSZI,O,X,O,O,X,O,X
LTJOZIS,O,O,O,X,O,X,X
LTJOZSI,O,O,O,O,O,O,X
LTSIJZO,O,X,X,O,O,O,X
LTSIJOZ,O,X,X,O,X,O,X
LTSIZJO,O,O,X,X,O,O,X
LTSIZOJ,O,O,X,X,O,O,X
LTSIOJZ,O,X,X,O,X,O,X
LTSIOZJ,O,O,X,X,X,O,X
LTSJIZO,O,X,X,O,O,O,X
LTSJIOZ,O,X,X,O,X,O,X
LTSJZIO,O,X,X,O,O,O,X
LTSJZOI,O,X,X,O,O,O,X
LTSJOIZ,O,X,X,O,X,O,X
LTSJOZI,O,X,X,O,X,O,X
LTSZIJO,O,O,X,X,O,O,X
LTSZIOJ,O,O,X,X,O,O,X
LTSZJIO,O,O,X,X,O,O,X
LTSZJOI,O,O,X,X,O,O,X
LTSZOIJ,O,O,X,X,O,O,X
LTSZOJI,O,O,X,X,O,O,X
LTSOIJZ,O,X,X,O,X,O,X
LTSOIZJ,O,O,X,X,X,O,X
LTSOJIZ,O,X,X,O,X,O,X
LTSOJZI,O,X,X,O,X,O,X
LTSOZIJ,O,O,X,X,X,O,X
LTSOZJI,O,O,X,X,X,O,X
LTZIJSO,O,O,O,X,O,X,X
LTZIJOS,O,O,O,X,O,X,X
LTZISJO,O,O,O,X,O,O,X
LTZISOJ,O,O,O,X,O,O,X
LTZIOJS,O,O,X,X,O,X,X
LTZIOSJ,O,O,X,X,O,O,X
LTZJISO,O,O,O,X,O,X,X
LTZJIOS,O,O,O,X,O,X,X
LTZJSIO,O,O,O,X,O,O,X
LTZJSOI,O,O,O,X,O,O,X
LTZJOIS,O,O,O,X,O,X,X
LTZJOSI,O,O,O,X,O,O,X
LTZSIJO,O,O,O,X,O,O,X
LTZSIOJ,O,O,O,X,O,O,X
LTZSJIO,O,O,O,X,O,O,X
LTZSJOI,O,O,O,X,O,O,X
LTZSOIJ,O,O,O,X,O,O,X
LTZSOJI,O,O,O,X,O,O,X
LTZOIJS,O,O,O,X,O,X,X
LTZOISJ,O,O,O,X,O,O,X
LTZOJIS,O,O,O,X,O,X,X
LTZOJSI,O,O,O,X,O,O,X
LTZOSIJ,O,O,O,X,O,O,X
LTZOSJI,O,O,O,X,O,O,X
LTOIJSZ,X,X,O,X,X,X,O
LTOIJZS,X,O,O,X,O,X,O
LTOISJZ,X,X,X,X,X,O,X
LTOISZJ,X,O,X,X,X,O,X
LTOIZJS,X,O,O,X,O,X,X
LTOIZSJ,X,O,O,X,O,O,X
LTOJISZ,X,X,O,X,X,X,O
LTOJIZS,X,O,O,X,O,X,O
LTOJSIZ,O,X,O,O,X,O,X
LTOJSZI,O,X,O,O,X,O,X
LTOJZIS,O,O,O,X,O,X,X
LTOJZSI,O,O,O,O,O,O,X
LTOSIJZ,O,X,X,O,X,O,X
LTOSIZJ,O,O,X,X,X,O,X
LTOSJIZ,O,X,X,O,X,O,X
LTOSJZI,O,X,X,O,X,O,X
LTOSZIJ,O,O,X,X,X,O,X
LTOSZJI,O,O,X,X,X,O,X
LTOZIJS,O,O,O,X,O,X,X
LTOZISJ,O,O,O,X,O,O,X
LTOZJIS,O,O,O,X,O,X,X
LTOZJSI,O,O,O,X,O,O,X
LTOZSIJ,O,O,O,X,O,O,X
LTOZSJI,O,O,O,X,O,O,X
LITJSZO,X,X,O,X,O,X,X
LITJSOZ,X,X,O,X,X,X,X
LITJZSO,X,O,O,X,O,X,X
LITJZOS,X,O,O,X,O,X,X
LITJOSZ,X,X,O,X,X,X,O
LITJOZS,X,O,O,X,O,X,O
LITSJZO,X,X,X,X,O,O,X
LITSJOZ,X,X,X,X,X,O,X
LITSZJO,X,O,X,X,O,O,X
LITSZOJ,X,O,X,X,O,O,X
LITSOJZ,X,X,X,X,X,O,X
LITSOZJ,X,O,X,X,X,O,X
LITZJSO,X,O,O,X,O,X,X
LITZJOS,X,O,O,X,O,X,X
LITZSJO,X,O,O,X,O,O,X
LITZSOJ,X,O,O,X,O,O,X
LITZOJS,X,O,X,X,O,X,X
LITZOSJ,X,O,X,X,O,O,X
LITOJSZ,X,X,O,X,X,X,O
LITOJZS,X,O,O,X,O,X,O
LITOSJZ,X,X,X,X,X,O,X
LITOSZJ,X,O,X,X,X,O,X
LITOZJS,X,O,O,X,O,X,X
LITOZSJ,X,O,O,X,O,O,X
LIJTSZO,X,X,O,X,O,X,X
LIJTSOZ,X,X,O,X,X,X,X
LIJTZSO,X,X,O,X,O,X,X
LIJTZOS,X,X,O,X,O,X,X
LIJTOSZ,X,X,O,X,X,X,O
LIJTOZS,X,X,O,X,O,X,O
LIJSTZO,X,X,O,X,X,X,X
LIJSTOZ,X,X,O,X,X,X,X
LIJSZTO,X,X,O,X,X,X,X
LIJSZOT,X,X,O,X,X,X,X
LIJSOTZ,X,X,O,X,X,X,O
LIJSOZT,X,X,O,X,X,X,O
LIJZTSO,X,X,O,X,O,X,X
LIJZTOS,X,O,O,X,O,X,X
LIJZSTO,X,X,O,X,O,X,X
LIJZSOT,X,O,O,X,X,X,X
LIJZOTS,X,O,O,X,X,X,O
LIJZOST,X,O,O,X,X,X,O
LIJOTSZ,X,X,O,X,X,X,O
LIJOTZS,X,X,O,X,X,X,O
LIJOSTZ,X,X,O,X,X,X,O
LIJOSZT,X,X,O,X,X,X,O
LIJOZTS,X,O,O,X,X,X,O
LIJOZST,X,O,O,X,X,X,O
LISTJZO,X,X,X,X,X,O,X
LISTJOZ,X,X,X,X,X,O,X
LISTZJO,X,X,X,X,X,O,X
LISTZOJ,X,X,X,X,X,O,X
LISTOJZ,X,X,X,X,X,O,X
LISTOZJ,X,X,X,X,X,O,X
LISJTZO,X,X,O,X,X,O,X
LISJTOZ,X,X,O,X,X,O,X
LISJZTO,X,X,O,X,X,X,X
LISJZOT,X,X,O,X,X,X,X
LISJOTZ,X,X,O,X,X,O,O
LISJOZT,X,X,O,X,X,X,O
LISZTJO,X,X,O,X,X,O,X
LISZTOJ,X,X,O,X,X,O,X
LISZJTO,X,X,O,X,X,X,X
LISZJOT,X,O,O,X,X,X,X
LISZOTJ,X,X,O,X,X,O,X
LISZOJT,X,O,O,X,X,X,X
LISOTJZ,X,X,X,X,X,O,X
LISOTZJ,X,X,X,X,X,O,X
LISOJTZ,X,X,O,X,X,O,O
LISOJZT,X,X,O,X,X,X,O
LISOZTJ,X,X,O,X,X,O,X
LISOZJT,X,O,O,X,X,X,X
LIZTJSO,X,X,O,X,O,X,X
LIZTJOS,X,O,O,X,O,X,X
LIZTSJO,X,X,O,X,O,O,X
LIZTSOJ,X,X,O,X,O,O,X
LIZTOJS,X,O,X,X,O,X,X
LIZTOSJ,X,X,X,X,O,O,X
LIZJTSO,X,X,O,X,O,X,X
LIZJTOS,X,O,O,X,O,X,X
LIZJSTO,X,X,O,X,O,X,X
LIZJSOT,X,O,O,X,X,X,X
LIZJOTS,X,O,O,X,X,X,O
LIZJOST,X,O,O,X,X,X,O
LIZSTJO,X,X,O,X,O,O,X
LIZSTOJ,X,X,O,X,O,O,X
LIZSJTO,X,X,O,X,O,X,X
LIZSJOT,X,O,O,X,X,X,X
LIZSOTJ,X,X,O,X,X,O,X
LIZSOJT,X,O,O,X,X,X,X
LIZOTJS,X,O,O,X,X,X,X
LIZOTSJ,X,X,O,X,X,O,X
LIZOJTS,X,O,O,X,X,X,O
LIZOJST,X,O,O,X,X,X,O
LIZOSTJ,X,X,O,X,X,O,X
LIZOSJT,X,O,O,X,X,X,X
LIOTJSZ,X,X,O,X,X,X,O
LIOTJZS,X,O,O,X,X,X,O
LIOTSJZ,X,X,X,X,X,O,X
LIOTSZJ,X,O,X,X,X,O,X
LIOTZJS,X,O,O,X,X,X,X
LIOTZSJ,X,O,O,X,X,O,X
LIOJTSZ,X,X,O,X,X,X,O
LIOJTZS,X,X,O,X,X,X,O
LIOJSTZ,X,X,O,X,X,X,O
LIOJSZT,X,X,O,X,X,X,O
LIOJZTS,X,O,O,X,X,X,O
LIOJZST,X,O,O,X,X,X,O
LIOSTJZ,X,X,X,X,X,O,X
LIOSTZJ,X,X,X,X,X,O,X
LIOSJTZ,X,X,O,X,X,O,O
LIOSJZT,X,X,O,X,X,X,O
LIOSZTJ,X,X,O,X,X,O,X
LIOSZJT,X,O,O,X,X,X,X
LIOZTJS,X,O,O,X,X,X,X
LIOZTSJ,X,X,O,X,X,O,X
LIOZJTS,X,O,O,X,X,X,O
LIOZJST,X,O,O,X,X,X,O
LIOZSTJ,X,X,O,X,X,O,X
LIOZSJT,X,O,O,X,X,X,X
LJTISZO,X,X,O,X,O,X,X
LJTISOZ,X,X,O,X,X,X,X
LJTIZSO,X,X,O,X,O,X,X
LJTIZOS,X,X,O,X,O,X,X
LJTIOSZ,X,X,O,X,X,X,O
LJTIOZS,X,X,O,X,O,X,O
LJTSIZO,X,X,O,O,O,O,X
LJTSIOZ,X,X,O,O,X,O,X
LJTSZIO,X,X,O,O,O,O,X
LJTSZOI,X,X,O,O,O,O,X
LJTSOIZ,X,X,O,O,X,O,X
LJTSOZI,X,X,O,O,X,O,X
LJTZISO,X,X,O,X,O,X,X
LJTZIOS,X,X,O,X,O,X,X
LJTZSIO,X,X,O,O,O,O,X
LJTZSOI,X,X,O,O,O,O,X
LJTZOIS,X,X,O,X,O,X,X
LJTZOSI,X,X,O,O,O,O,X
LJTOISZ,X,X,O,X,X,X,O
LJTOIZS,X,X,O,X,O,X,O
LJTOSIZ,X,X,O,O,X,O,X
LJTOSZI,X,X,O,O,X,O,X
LJTOZIS,X,X,O,X,O,X,X
LJTOZSI,X,X,O,O,O,O,X
LJITSZO,X,X,O,X,O,X,X
LJITSOZ,X,X,O,X,X,X,X
LJITZSO,X,X,O,X,O,X,X
LJITZOS,X,X,O,X,O,X,X
LJITOSZ,X,X,O,X,X,X,O
LJITOZS,X,X,O,X,O,X,O
LJISTZO,X,X,O,X,X,X,X
LJISTOZ,X,X,O,X,X,X,X
LJISZTO,X,X,O,X,X,X,X
LJISZOT,X,X,O,X,X,X,X
LJISOTZ,X,X,O,X,X,X,O
LJISOZT,X,X,O,X,X,X,O
LJIZTSO,X,X,O,X,O,X,X
LJIZTOS,X,O,O,X,O,X,X
LJIZSTO,X,X,O,X,O,X,X
LJIZSOT,X,O,O,X,X,X,X
LJIZOTS,X,O,O,X,X,X,O
LJIZOST,X,O,O,X,X,X,O
LJIOTSZ,X,X,O,X,X,X,O
LJIOTZS,X,X,O,X,X,X,O
LJIOSTZ,X,X,O,X,X,X,O
LJIOSZT,X,X,O,X,X,X,O
LJIOZTS,X,O,O,X,X,X,O
LJIOZST,X,O,O,X,X,X,O
LJSTIZO,X,X,O,O,X,O,X
LJSTIOZ,X,X,O,O,X,O,X
LJSTZIO,O,X,O,O,X,O,X
LJSTZOI,O,X,O,O,X,O,X
LJSTOIZ,X,X,O,O,X,O,X
LJSTOZI,O,X,O,O,X,O,X
LJSITZO,X,X,O,O,X,O,X
LJSITOZ,X,X,O,O,X,O,X
LJSIZTO,O,X,O,X,X,X,X
LJSIZOT,O,X,O,X,X,X,X
LJSIOTZ,X,X,O,O,X,O,O
LJSIOZT,O,X,O,X,X,X,O
LJSZTIO,O,X,O,O,X,O,X
LJSZTOI,O,X,O,O,X,O,X
LJSZITO,O,X,O,X,X,X,X
LJSZIOT,O,X,O,X,X,X,X
LJSZOTI,O,X,O,O,X,O,X
LJSZOIT,O,X,O,X,X,X,X
LJSOTIZ,X,X,O,O,X,O,X
LJSOTZI,O,X,O,O,X,O,X
LJSOITZ,X,X,O,O,X,O,O
LJSOIZT,O,X,O,X,X,X,O
LJSOZTI,O,X,O,O,X,O,X
LJSOZIT,O,X,O,X,X,X,X
LJZTISO,X,O,O,X,O,X,X
LJZTIOS,X,O,O,X,O,X,X
LJZTSIO,X,O,O,O,O,O,X
LJZTSOI,X,O,O,O,O,O,X
LJZTOIS,X,O,O,X,O,X,X
LJZTOSI,X,O,O,O,O,O,X
LJZITSO,X,X,O,X,O,X,X
LJZITOS,X,O,O,X,O,X,X
LJZISTO,O,X,O,X,O,X,X
LJZISOT,O,O,O,X,X,X,X
LJZIOTS,X,O,O,X,X,X,O
LJZIOST,O,O,O,X,X,X,O
LJZSTIO,O,X,O,O,O,O,X
LJZSTOI,O,X,O,O,O,O,X
LJZSITO,O,X,O,X,O,X,X
LJZSIOT,O,X,O,X,X,X,X
LJZSOTI,O,X,O,O,X,O,X
LJZSOIT,O,X,O,X,X,X,X
LJZOTIS,X,O,O,X,X,X,X
LJZOTSI,X,O,O,O,X,O,X
LJZOITS,X,O,O,X,X,X,O
LJZOIST,O,O,O,X,X,X,O
LJZOSTI,O,X,O,O,X,O,X
LJZOSIT,O,X,O,X,X,X,X
LJOTISZ,X,X,O,X,X,X,O
LJOTIZS,X,X,O,X,X,X,O
LJOTSIZ,X,X,O,O,X,O,X
LJOTSZI,X,X,O,O,X,O,X
LJOTZIS,X,X,O,X,X,X,X
LJOTZSI,X,X,O,O,X,O,X
LJOITSZ,X,X,O,X,X,X,O
LJOITZS,X,X,O,X,X,X,O
LJOISTZ,X,X,O,X,X,X,O
LJOISZT,X,X,O,X,X,X,O
LJOIZTS,X,O,O,X,X,X,O
LJOIZST,X,O,O,X,X,X,O
LJOSTIZ,X,X,O,O,X,O,X
LJOSTZI,O,X,O,O,X,O,X
LJOSITZ,X,X,O,O,X,O,O
LJOSIZT,O,X,O,X,X,X,O
LJOSZTI,O,X,O,O,X,O,X
LJOSZIT,O,X,O,X,X,X,X
LJOZTIS,X,O,O,X,X,X,X
LJOZTSI,X,O,O,O,X,O,X
LJOZITS,X,O,O,X,X,X,O
LJOZIST,O,O,O,X,X,X,O
LJOZSTI,O,X,O,O,X,O,X
LJOZSIT,O,X,O,X,X,X,X
LSTIJZO,O,X,X,O,X,O,X
LSTIJOZ,O,X,X,O,X,O,X
LSTIZJO,O,X,X,X,X,O,X
LSTIZOJ,O,X,X,X,X,O,X
LSTIOJZ,O,X,X,O,X,O,X
LSTIOZJ,O,X,X,X,X,O,X
LSTJIZO,O,X,X,O,X,O,X
LSTJIOZ,O,X,X,O,X,O,X
LSTJZIO,O,X,X,O,X,O,X
LSTJZOI,O,X,X,O,X,O,X
LSTJOIZ,O,X,X,O,X,O,X
LSTJOZI,O,X,X,O,X,O,X
LSTZIJO,O,X,X,X,X,O,X
LSTZIOJ,O,X,X,X,X,O,X
LSTZJIO,O,X,X,X,X,O,X
LSTZJOI,O,X,X,X,X,O,X
LSTZOIJ,O,X,X,X,X,O,X
LSTZOJI,O,X,X,X,X,O,X
LSTOIJZ,O,X,X,O,X,O,X
LSTOIZJ,O,X,X,X,X,O,X
LSTOJIZ,O,X,X,O,X,O,X
LSTOJZI,O,X,X,O,X,O,X
LSTOZIJ,O,X,X,X,X,O,X
LSTOZJI,O,X,X,X,X,O,X
LSITJZO,O,X,X,O,X,O,X
LSITJOZ,O,X,X,O,X,O,X
LSITZJO,O,X,X,X,X,O,X
LSITZOJ,O,X,X,X,X,O,X
LSITOJZ,O,X,X,O,X,O,X
LSITOZJ,O,X,X,X,X,O,X
LSIJTZO,X,X,O,O,X,O,X
LSIJTOZ,X,X,O,O,X,O,X
LSIJZTO,O,X,O,X,X,X,X
LSIJZOT,O,X,O,X,X,X,X
LSIJOTZ,X,X,O,O,X,O,O
LSIJOZT,O,X,O,X,X,X,O
LSIZTJO,O,X,O,X,X,O,X
LSIZTOJ,O,X,O,X,X,O,X
LSIZJTO,O,X,O,X,X,X,X
LSIZJOT,O,X,O,X,X,X,X
LSIZOTJ,O,X,O,X,X,O,X
LSIZOJT,O,X,O,X,X,X,X
LSIOTJZ,O,X,X,O,X,O,X
LSIOTZJ,O,X,X,X,X,O,X
LSIOJTZ,X,X,O,O,X,O,O
LSIOJZT,O,X,O,X,X,X,O
