sequence,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFlhB3iB5oBU?mBywBzsB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFXhBliB5oBU?nBTrByxB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFiiB5oBFmBf?tBUsBTrB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PexAJvhF/nBGjBilBc?rBVxBTtB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhF/nB5oBFmBa?tBUsBTrB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhF6oBFmBXnB0?nBTrBxxB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFxhB6oBFmB3?rBUtBTsB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFxhBTnB0rBX?tB6tBFrB
JZSTLIO,O,X,O,X,O,X,O,X
JZSTLOI,O,X,O,X,X,X,O,X
JZSTOIL,O,X,O,X,O,X,O,O
JZSTOLI,X,X,O,X,X,X,O,O
JZSITLO,O,O,O,X,O,X,O,X
JZSITOL,O,O,O,X,O,X,O,X
JZSILTO,O,O,O,X,O,X,O,X
JZSILOT,O,O,O,X,X,X,X,X
JZSIOTL,O,O,O,X,O,X,X,O
JZSIOLT,O,O,O,X,X,X,X,O
JZSLTIO,O,O,O,X,O,X,O,X
JZSLTOI,O,O,O,X,X,X,O,X
JZSLITO,O,O,O,X,O,X,O,X
JZSLIOT,O,O,O,X,X,X,X,X
JZSLOTI,O,O,O,X,X,X,O,O
JZSLOIT,O,O,O,X,X,X,X,O
JZSOTIL,O,O,O,X,O,X,O,O
JZSOTLI,O,O,O,X,X,X,O,O
JZSOITL,O,O,O,X,O,X,X,O
JZSOILT,O,O,O,X,X,X,X,O
JZSOLTI,O,O,O,X,X,X,O,O
JZSOLIT,O,O,O,X,X,X,X,O
JZOTILS,O,O,X,X,X,X,X,X
JZOTISL,O,O,O,O,O,X,X,X
JZOTLIS,O,O,X,O,X,X,X,X
JZOTLSI,O,O,X,O,X,X,X,X
JZOTSIL,O,O,X,O,O,X,X,X
JZOTSLI,O,O,X,O,X,X,X,X
JZOITLS,O,O,X,X,X,X,X,X
JZOITSL,O,O,O,O,O,X,X,X
JZOILTS,O,O,X,X,X,X,X,X
JZOILST,O,O,X,X,X,X,X,X
JZOISTL,O,O,O,X,O,X,X,X
JZOISLT,O,O,O,X,X,X,X,X
JZOLTIS,O,O,X,O,X,X,X,X
JZOLTSI,O,O,X,O,X,X,X,X
JZOLITS,O,O,X,O,X,X,X,X
JZOLIST,O,O,X,X,X,X,X,X
JZOLSTI,O,O,X,X,X,X,O,X
JZOLSIT,O,O,X,X,X,X,X,X
JZOSTIL,O,O,X,X,O,X,O,O
JZOSTLI,O,O,X,X,X,X,O,O
JZOSITL,O,O,X,X,O,X,X,O
JZOSILT,O,O,X,X,X,X,X,O
JZOSLTI,O,O,X,X,X,X,O,O
JZOSLIT,O,O,X,X,X,X,X,O
JOTILSZ,O,O,X,X,X,O,X,X
JOTILZS,O,O,X,X,X,X,X,X
JOTISLZ,O,O,X,X,X,O,X,X
JOTISZL,O,O,X,X,X,X,X,X
JOTIZLS,O,O,X,X,X,X,X,X
JOTIZSL,O,O,O,X,O,X,X,X
JOTLISZ,O,O,X,X,X,O,X,X
JOTLIZS,O,O,X,X,X,X,X,X
JOTLSIZ,O,O,X,X,X,X,X,X
JOTLSZI,O,O,X,X,X,X,X,X
JOTLZIS,O,O,X,X,X,X,X,X
JOTLZSI,O,O,X,X,X,X,X,X
JOTSILZ,O,O,X,X,X,X,X,X
JOTSIZL,O,O,X,O,X,X,O,X
JOTSLIZ,O,O,X,X,X,X,X,X
JOTSLZI,O,O,X,O,X,X,X,X
JOTSZIL,O,O,X,O,X,X,X,X
JOTSZLI,O,O,X,O,X,X,X,X
JOTZILS,O,O,X,X,X,X,X,X
JOTZISL,O,O,O,O,O,X,X,X
JOTZLIS,O,O,X,O,X,X,X,X
JOTZLSI,O,O,X,O,X,X,X,X
JOTZSIL,O,O,X,O,O,X,X,X
JOTZSLI,O,O,X,O,X,X,X,X
JOITLSZ,O,O,X,X,X,O,X,X
JOITLZS,O,O,X,X,X,X,X,X
JOITSLZ,O,O,X,X,X,O,X,X
JOITSZL,O,O,X,X,X,X,X,X
JOITZLS,O,O,X,X,X,X,X,X
JOITZSL,O,O,O,X,O,X,X,X
JOILTSZ,O,O,X,X,X,O,X,X
JOILTZS,O,O,X,X,X,X,X,X
JOILSTZ,O,O,X,X,X,O,X,X
JOILSZT,O,O,O,X,X,X,X,X
JOILZTS,O,O,X,X,X,X,X,X
JOILZST,O,O,X,X,X,X,X,X
JOISTLZ,O,O,X,X,X,O,X,X
JOISTZL,O,O,X,X,X,X,X,X
JOISLTZ,O,O,X,X,X,O,X,X
JOISLZT,O,O,O,X,X,X,X,X
JOISZTL,O,O,O,X,X,X,X,X
JOISZLT,O,O,O,X,X,X,X,X
JOIZTLS,O,O,X,X,X,X,X,X
JOIZTSL,O,O,O,X,O,X,X,X
JOIZLTS,O,O,X,X,X,X,X,X
JOIZLST,O,O,X,X,X,X,X,X
JOIZSTL,O,O,O,X,O,X,X,X
JOIZSLT,O,O,O,X,X,X,X,X
JOLTISZ,O,O,X,X,X,O,X,X
JOLTIZS,O,O,X,X,X,X,X,X
JOLTSIZ,O,O,X,X,X,X,X,X
JOLTSZI,O,O,X,X,X,X,X,X
JOLTZIS,O,O,X,X,X,X,X,X
JOLTZSI,O,O,X,X,X,X,X,X
JOLITSZ,O,O,X,X,X,O,X,X
JOLITZS,O,O,X,X,X,X,X,X
JOLISTZ,O,O,X,X,X,O,X,X
JOLISZT,O,O,O,X,X,X,X,X
JOLIZTS,O,O,X,O,X,X,X,X
JOLIZST,O,O,X,X,X,X,X,X
JOLSTIZ,O,O,X,X,X,X,X,X
JOLSTZI,O,O,X,X,X,X,X,X
JOLSITZ,O,O,X,X,X,X,X,X
JOLSIZT,O,O,O,X,X,X,X,X
JOLSZTI,O,O,O,X,X,X,X,X
JOLSZIT,O,O,O,X,X,X,X,X
JOLZTIS,O,O,X,O,X,X,X,X
JOLZTSI,O,O,X,O,X,X,X,X
JOLZITS,O,O,X,O,X,X,X,X
JOLZIST,O,O,X,X,X,X,X,X
JOLZSTI,O,O,X,X,X,X,O,X
JOLZSIT,O,O,X,X,X,X,X,X
JOSTILZ,O,O,X,X,X,X,X,X
JOSTIZL,O,O,X,X,X,X,O,X
JOSTLIZ,O,O,X,X,X,X,X,X
JOSTLZI,O,O,X,X,X,X,X,X
JOSTZIL,O,O,X,X,X,X,X,O
JOSTZLI,O,O,X,X,X,X,X,O
JOSITLZ,O,O,X,X,X,X,X,X
JOSITZL,O,O,X,X,X,X,X,X
JOSILTZ,O,O,X,X,X,X,X,X
JOSILZT,O,O,O,X,X,X,X,X
JOSIZTL,O,O,O,X,X,X,X,O
JOSIZLT,O,O,O,X,X,X,X,O
JOSLTIZ,O,O,X,X,X,X,X,X
JOSLTZI,O,O,X,X,X,X,X,X
JOSLITZ,O,O,X,X,X,X,X,X
JOSLIZT,O,O,O,X,X,X,X,X
JOSLZTI,O,O,O,X,X,X,X,O
JOSLZIT,O,O,O,X,X,X,X,O
JOSZTIL,O,O,O,X,X,X,X,O
JOSZTLI,O,O,O,X,X,X,X,O
JOSZITL,O,O,O,X,X,X,X,O
JOSZILT,O,O,O,X,X,X,X,O
JOSZLTI,O,O,O,X,X,X,X,O
JOSZLIT,O,O,O,X,X,X,X,O
JOZTILS,O,O,X,X,X,X,X,X
JOZTISL,O,O,O,O,O,X,X,X
JOZTLIS,O,O,X,O,X,X,X,X
JOZTLSI,O,O,X,O,X,X,X,X
JOZTSIL,O,O,X,O,O,X,X,X
JOZTSLI,O,O,X,O,X,X,X,X
JOZITLS,O,O,X,X,X,X,X,X
JOZITSL,O,O,O,O,O,X,X,X
JOZILTS,O,O,X,X,X,X,X,X
JOZILST,O,O,X,X,X,X,X,X
JOZISTL,O,O,O,X,O,X,X,X
JOZISLT,O,O,O,X,X,X,X,X
JOZLTIS,O,O,X,O,X,X,X,X
JOZLTSI,O,O,X,O,X,X,X,X
JOZLITS,O,O,X,O,X,X,X,X
JOZLIST,O,O,X,X,X,X,X,X
JOZLSTI,O,O,X,X,X,X,O,X
JOZLSIT,O,O,X,X,X,X,X,X
JOZSTIL,O,O,X,X,O,X,O,O
JOZSTLI,O,O,X,X,X,X,O,O
JOZSITL,O,O,X,X,O,X,X,O
JOZSILT,O,O,X,X,X,X,X,O
JOZSLTI,O,O,X,X,X,X,O,O
JOZSLIT,O,O,X,X,X,X,X,O
STILJZO,O,O,O,X,X,O,O,X
STILJOZ,O,O,X,X,X,O,X,X
STILZJO,O,O,O,X,X,O,O,X
STILZOJ,O,O,O,X,X,X,O,X
STILOJZ,O,O,X,X,X,O,X,X
STILOZJ,X,O,X,X,X,X,X,X
STIJLZO,O,O,O,X,X,O,O,X
STIJLOZ,O,O,X,X,X,O,X,X
STIJZLO,O,O,O,O,O,O,O,X
STIJZOL,O,O,O,O,O,X,O,X
STIJOLZ,O,O,X,X,X,O,X,X
STIJOZL,O,O,X,X,X,X,O,X
STIZLJO,O,X,O,O,O,O,O,X
STIZLOJ,X,X,O,O,X,X,O,X
STIZJLO,O,O,O,O,O,O,O,X
STIZJOL,O,O,O,O,O,X,O,X
STIZOLJ,X,X,O,X,X,X,O,X
STIZOJL,O,X,O,O,O,X,O,X
STIOLJZ,O,O,X,X,X,O,X,X
STIOLZJ,O,O,X,X,X,X,X,X
STIOJLZ,O,O,X,X,X,O,X,X
STIOJZL,O,O,X,X,X,X,O,X
STIOZLJ,O,O,X,X,X,X,O,X
STIOZJL,O,O,X,X,X,X,O,X
STLIJZO,O,O,O,X,X,O,O,X
STLIJOZ,O,O,X,X,X,O,X,X
STLIZJO,O,O,O,X,X,O,O,X
STLIZOJ,O,O,O,X,X,X,O,X
STLIOJZ,O,O,X,X,X,O,X,X
STLIOZJ,X,O,X,X,X,X,X,X
STLJIZO,O,O,O,X,X,O,O,X
STLJIOZ,O,O,X,X,X,O,X,X
STLJZIO,O,O,O,O,X,X,X,X
STLJZOI,O,O,O,O,X,X,X,X
STLJOIZ,O,O,X,X,X,X,X,X
STLJOZI,X,O,X,X,X,X,X,X
STLZIJO,O,O,O,O,X,X,X,X
STLZIOJ,O,O,O,O,X,X,X,X
STLZJIO,O,O,O,O,X,X,X,X
STLZJOI,O,O,O,O,X,X,X,X
STLZOIJ,O,O,O,O,X,X,X,X
STLZOJI,O,O,O,O,X,X,X,X
STLOIJZ,O,O,X,X,X,X,X,X
STLOIZJ,X,O,X,X,X,X,X,X
STLOJIZ,O,O,X,X,X,X,X,X
STLOJZI,X,O,X,X,X,X,X,X
STLOZIJ,X,O,X,X,X,X,X,X
STLOZJI,X,O,X,X,X,X,X,X
STJILZO,O,O,O,X,X,O,O,X
STJILOZ,O,O,X,X,X,O,X,X
STJIZLO,O,O,O,O,O,O,O,X
STJIZOL,O,O,O,O,O,X,O,X
STJIOLZ,O,O,X,X,X,O,X,X
STJIOZL,O,O,X,X,X,X,O,X
STJLIZO,O,O,O,X,X,O,O,X
STJLIOZ,O,O,X,X,X,O,X,X
STJLZIO,O,O,O,O,X,X,X,X
STJLZOI,O,O,O,O,X,X,X,X
STJLOIZ,O,O,X,X,X,X,X,X
STJLOZI,X,O,X,X,X,X,X,X
STJZILO,O,O,O,O,O,X,O,X
STJZIOL,O,O,O,O,O,X,O,X
STJZLIO,O,X,O,O,O,X,X,X
STJZLOI,X,X,O,O,X,X,X,X
STJZOIL,O,X,O,O,O,X,X,O
STJZOLI,X,X,O,O,X,X,X,O
STJOILZ,O,O,X,X,X,X,X,X
STJOIZL,O,O,X,X,X,X,O,X
STJOLIZ,O,O,X,X,X,X,X,X
STJOLZI,O,O,X,X,X,X,X,X
STJOZIL,O,O,X,O,X,X,X,O
STJOZLI,O,O,X,O,X,X,X,O
STZILJO,O,X,O,O,O,X,O,X
STZILOJ,X,X,O,O,X,X,O,X
STZIJLO,O,O,O,O,O,X,O,X
STZIJOL,O,O,O,O,O,X,O,X
STZIOLJ,X,X,O,X,X,X,O,X
STZIOJL,O,X,O,O,O,X,O,X
STZLIJO,O,X,O,O,O,X,X,X
STZLIOJ,X,X,O,O,X,X,X,X
STZLJIO,O,X,O,O,O,X,X,X
STZLJOI,X,X,O,O,X,X,X,X
STZLOIJ,X,X,O,O,X,X,X,X
STZLOJI,X,X,O,O,X,X,X,X
STZJILO,O,O,O,O,O,X,O,X
STZJIOL,O,O,O,O,O,X,O,X
STZJLIO,O,X,O,O,O,X,X,X
STZJLOI,X,X,O,O,X,X,X,X
STZJOIL,O,X,O,O,O,X,X,O
STZJOLI,X,X,O,O,X,X,X,O
STZOILJ,X,X,O,X,X,X,X,X
STZOIJL,O,X,O,O,O,X,X,O
STZOLIJ,X,X,O,O,X,X,X,X
STZOLJI,X,X,O,O,X,X,X,X
STZOJIL,O,X,O,O,O,X,X,O
STZOJLI,X,X,O,O,X,X,X,O
STOILJZ,O,O,X,X,X,X,X,X
STOILZJ,O,O,X,X,X,X,X,X
STOIJLZ,O,O,X,X,X,X,X,X
STOIJZL,O,O,X,X,X,X,O,X
STOIZLJ,O,O,X,X,X,X,O,X
STOIZJL,O,O,X,X,X,X,O,X
STOLIJZ,O,O,X,X,X,X,X,X
STOLIZJ,O,O,X,X,X,X,X,X
STOLJIZ,O,O,X,X,X,X,X,X
STOLJZI,O,O,X,X,X,X,X,X
STOLZIJ,O,O,X,X,X,X,X,X
STOLZJI,O,O,X,X,X,X,X,X
STOJILZ,O,O,X,X,X,X,X,X
STOJIZL,O,O,X,X,X,X,O,X
STOJLIZ,O,O,X,X,X,X,X,X
STOJLZI,O,O,X,X,X,X,X,X
STOJZIL,O,O,X,O,X,X,X,O
STOJZLI,O,O,X,O,X,X,X,O
STOZILJ,O,O,X,X,X,X,X,X
STOZIJL,O,O,X,O,X,X,X,O
STOZLIJ,O,O,X,O,X,X,X,X
STOZLJI,O,O,X,O,X,X,X,X
STOZJIL,O,O,X,O,X,X,X,O
STOZJLI,O,O,X,O,X,X,X,O
SITLJZO,O,O,O,X,X,O,O,X
SITLJOZ,O,O,X,X,X,O,X,X
SITLZJO,O,O,O,X,X,O,O,X
SITLZOJ,O,O,O,X,X,X,O,X
SITLOJZ,O,O,X,X,X,O,X,X
SITLOZJ,X,O,X,X,X,X,X,X
SITJLZO,O,O,O,X,X,O,O,X
SITJLOZ,O,O,X,X,X,O,X,X
SITJZLO,O,O,O,X,O,O,O,X
SITJZOL,O,O,O,X,O,X,O,X
SITJOLZ,O,O,X,X,X,O,X,X
SITJOZL,O,O,X,X,X,X,O,X
SITZLJO,O,X,O,X,O,O,O,X
SITZLOJ,X,X,O,X,X,X,O,X
SITZJLO,O,O,O,X,O,O,O,X
SITZJOL,O,O,O,X,O,X,O,X
SITZOLJ,X,X,O,X,X,X,O,X
SITZOJL,O,X,O,X,O,X,O,X
SITOLJZ,O,O,X,X,X,O,X,X
SITOLZJ,O,O,X,X,X,X,X,X
SITOJLZ,O,O,X,X,X,O,X,X
SITOJZL,O,O,X,X,X,X,O,X
SITOZLJ,O,O,X,X,X,X,O,X
SITOZJL,O,O,X,X,X,X,O,X
SILTJZO,O,O,O,X,X,O,X,X
SILTJOZ,O,O,X,X,X,O,X,X
SILTZJO,O,O,O,X,X,O,X,X
SILTZOJ,O,O,O,X,X,X,X,X
SILTOJZ,O,O,X,X,X,O,X,X
SILTOZJ,X,O,X,X,X,X,X,X
SILJTZO,O,O,O,X,X,O,X,X
SILJTOZ,O,O,X,X,X,O,X,X
SILJZTO,O,O,O,X,X,O,X,X
SILJZOT,O,O,O,X,X,X,X,X
SILJOTZ,O,O,X,X,X,O,X,X
SILJOZT,O,O,O,X,X,X,X,X
SILZTJO,O,O,O,X,X,O,X,X
SILZTOJ,O,O,O,X,X,X,X,X
SILZJTO,O,O,O,X,X,O,X,X
SILZJOT,O,O,O,X,X,X,X,X
SILZOTJ,O,O,O,X,X,X,X,X
SILZOJT,O,O,O,X,X,X,X,X
SILOTJZ,O,O,X,X,X,O,X,X
SILOTZJ,O,O,X,X,X,X,X,X
SILOJTZ,O,O,X,X,X,O,X,X
SILOJZT,O,O,O,X,X,X,X,X
SILOZTJ,O,O,O,X,X,X,X,X
SILOZJT,O,O,O,X,X,X,X,X
SIJTLZO,O,O,O,X,X,O,O,X
SIJTLOZ,O,O,X,X,X,O,X,X
SIJTZLO,O,O,O,X,O,O,O,X
SIJTZOL,O,O,O,X,O,X,O,X
SIJTOLZ,O,O,X,X,X,O,X,X
SIJTOZL,O,O,X,X,X,X,O,X
SIJLTZO,O,O,O,X,X,O,X,X
SIJLTOZ,O,O,X,X,X,O,X,X
SIJLZTO,O,O,O,X,X,O,X,X
SIJLZOT,O,O,O,X,X,X,X,X
SIJLOTZ,O,O,X,X,X,O,X,X
SIJLOZT,O,O,O,X,X,X,X,X
SIJZTLO,O,O,O,X,O,O,X,X
SIJZTOL,O,O,O,X,O,X,X,X
SIJZLTO,O,O,O,X,O,O,X,X
SIJZLOT,O,O,O,X,X,X,X,X
SIJZOTL,O,O,O,X,O,X,X,O
SIJZOLT,O,O,O,X,X,X,X,O
SIJOTLZ,O,O,X,X,X,O,X,X
SIJOTZL,O,O,X,X,X,X,X,X
SIJOLTZ,O,O,X,X,X,O,X,X
SIJOLZT,O,O,O,X,X,X,X,X
SIJOZTL,O,O,O,X,X,X,X,O
SIJOZLT,O,O,O,X,X,X,X,O
SIZTLJO,O,X,O,X,O,O,X,X
SIZTLOJ,X,X,O,X,X,X,X,X
SIZTJLO,O,O,O,X,O,O,X,X
SIZTJOL,O,O,O,X,O,X,X,X
SIZTOLJ,X,X,O,X,X,X,X,X
SIZTOJL,O,X,O,X,O,X,X,X
SIZLTJO,O,O,O,X,O,O,X,X
SIZLTOJ,O,O,O,X,X,X,X,X
SIZLJTO,O,O,O,X,O,O,X,X
SIZLJOT,O,O,O,X,X,X,X,X
SIZLOTJ,O,O,O,X,X,X,X,X
SIZLOJT,O,O,O,X,X,X,X,X
SIZJTLO,O,O,O,X,O,O,X,X
SIZJTOL,O,O,O,X,O,X,X,X
SIZJLTO,O,O,O,X,O,O,X,X
SIZJLOT,O,O,O,X,X,X,X,X
SIZJOTL,O,O,O,X,O,X,X,O
SIZJOLT,O,O,O,X,X,X,X,O
SIZOTLJ,O,O,O,X,X,X,X,X
SIZOTJL,O,O,O,X,O,X,X,O
SIZOLTJ,O,O,O,X,X,X,X,X
SIZOLJT,O,O,O,X,X,X,X,O
SIZOJTL,O,O,O,X,O,X,X,O
SIZOJLT,O,O,O,X,X,X,X,O
SIOTLJZ,O,O,X,X,X,O,X,X
SIOTLZJ,O,O,X,X,X,X,X,X
SIOTJLZ,O,O,X,X,X,O,X,X
SIOTJZL,O,O,X,X,X,X,X,X
SIOTZLJ,O,O,X,X,X,X,X,X
SIOTZJL,O,O,X,X,X,X,X,X
SIOLTJZ,O,O,X,X,X,O,X,X
SIOLTZJ,O,O,X,X,X,X,X,X
SIOLJTZ,O,O,X,X,X,O,X,X
SIOLJZT,O,O,O,X,X,X,X,X
SIOLZTJ,O,O,O,X,X,X,X,X
SIOLZJT,O,O,O,X,X,X,X,X
SIOJTLZ,O,O,X,X,X,O,X,X
SIOJTZL,O,O,X,X,X,X,X,X
SIOJLTZ,O,O,X,X,X,O,X,X
SIOJLZT,O,O,O,X,X,X,X,X
SIOJZTL,O,O,O,X,X,X,X,O
SIOJZLT,O,O,O,X,X,X,X,O
SIOZTLJ,O,O,O,X,X,X,X,X
SIOZTJL,O,O,O,X,X,X,X,O
SIOZLTJ,O,O,O,X,X,X,X,X
SIOZLJT,O,O,O,X,X,X,X,O
SIOZJTL,O,O,O,X,X,X,X,O
SIOZJLT,O,O,O,X,X,X,X,O
SLTIJZO,O,O,O,X,X,O,O,X
SLTIJOZ,O,O,X,X,X,O,X,X
SLTIZJO,O,O,O,X,X,O,O,X
SLTIZOJ,O,O,O,X,X,X,O,X
SLTIOJZ,O,O,X,X,X,O,X,X
SLTIOZJ,X,O,X,X,X,X,X,X
SLTJIZO,O,O,O,X,X,O,O,X
SLTJIOZ,O,O,X,X,X,O,X,X
SLTJZIO,O,O,O,X,X,X,X,X
SLTJZOI,O,O,O,X,X,X,X,X
SLTJOIZ,O,O,X,X,X,X,X,X
SLTJOZI,X,O,X,X,X,X,X,X
SLTZIJO,O,O,O,X,X,X,X,X
SLTZIOJ,O,O,O,X,X,X,X,X
SLTZJIO,O,O,O,X,X,X,X,X
SLTZJOI,O,O,O,X,X,X,X,X
SLTZOIJ,O,O,O,X,X,X,X,X
SLTZOJI,O,O,O,X,X,X,X,X
SLTOIJZ,O,O,X,X,X,X,X,X
SLTOIZJ,X,O,X,X,X,X,X,X
SLTOJIZ,O,O,X,X,X,X,X,X
SLTOJZI,X,O,X,X,X,X,X,X
SLTOZIJ,X,O,X,X,X,X,X,X
SLTOZJI,X,O,X,X,X,X,X,X
SLITJZO,O,O,O,X,X,O,X,X
SLITJOZ,O,O,X,X,X,O,X,X
SLITZJO,O,O,O,X,X,O,X,X
SLITZOJ,O,O,O,X,X,X,X,X
SLITOJZ,O,O,X,X,X,O,X,X
SLITOZJ,X,O,X,X,X,X,X,X
SLIJTZO,O,O,O,X,X,O,X,X
SLIJTOZ,O,O,X,X,X,O,X,X
SLIJZTO,O,O,O,X,X,O,X,X
SLIJZOT,O,O,O,X,X,X,X,X
SLIJOTZ,O,O,X,X,X,O,X,X
SLIJOZT,O,O,O,X,X,X,X,X
SLIZTJO,O,O,O,O,X,O,X,X
SLIZTOJ,O,O,O,O,X,X,X,X
SLIZJTO,O,O,O,X,X,O,X,X
SLIZJOT,O,O,O,X,X,X,X,X
SLIZOTJ,O,O,O,O,X,X,X,X
SLIZOJT,O,O,O,X,X,X,X,X
SLIOTJZ,O,O,X,X,X,O,X,X
SLIOTZJ,O,O,X,X,X,X,X,X
SLIOJTZ,O,O,X,X,X,O,X,X
SLIOJZT,O,O,O,X,X,X,X,X
SLIOZTJ,O,O,O,O,X,X,X,X
SLIOZJT,O,O,O,X,X,X,X,X
SLJTIZO,O,O,O,X,X,O,O,X
SLJTIOZ,O,O,X,X,X,O,X,X
SLJTZIO,O,O,O,X,X,X,X,X
SLJTZOI,O,O,O,X,X,X,X,X
SLJTOIZ,O,O,X,X,X,X,X,X
SLJTOZI,X,O,X,X,X,X,X,X
SLJITZO,O,O,O,X,X,O,X,X
SLJITOZ,O,O,X,X,X,O,X,X
SLJIZTO,O,O,O,X,X,O,X,X
SLJIZOT,O,O,O,X,X,X,X,X
SLJIOTZ,O,O,X,X,X,O,X,X
SLJIOZT,O,O,O,X,X,X,X,X
SLJZTIO,O,O,O,X,X,X,O,X
SLJZTOI,O,O,O,X,X,X,O,X
SLJZITO,O,O,O,X,X,X,O,X
SLJZIOT,O,O,O,X,X,X,X,X
SLJZOTI,O,O,O,X,X,X,O,O
SLJZOIT,O,O,O,X,X,X,X,O
SLJOTIZ,O,O,X,X,X,X,X,X
SLJOTZI,O,O,X,X,X,X,X,X
SLJOITZ,O,O,X,X,X,X,X,X
SLJOIZT,O,O,O,X,X,X,X,X
SLJOZTI,O,O,O,X,X,X,X,O
SLJOZIT,O,O,O,X,X,X,X,O
SLZTIJO,O,O,O,O,X,X,O,X
SLZTIOJ,O,O,O,O,X,X,O,X
SLZTJIO,O,O,O,O,X,X,O,X
SLZTJOI,O,O,O,O,X,X,O,X
SLZTOIJ,O,O,O,O,X,X,O,X
SLZTOJI,O,O,O,O,X,X,O,X
SLZITJO,O,O,O,O,X,X,O,X
SLZITOJ,O,O,O,O,X,X,O,X
SLZIJTO,O,O,O,X,X,X,O,X
SLZIJOT,O,O,O,X,X,X,X,X
SLZIOTJ,O,O,O,O,X,X,X,X
SLZIOJT,O,O,O,X,X,X,X,X
SLZJTIO,O,O,O,X,X,X,O,X
SLZJTOI,O,O,O,X,X,X,O,X
SLZJITO,O,O,O,X,X,X,O,X
SLZJIOT,O,O,O,X,X,X,X,X
SLZJOTI,O,O,O,X,X,X,O,O
SLZJOIT,O,O,O,X,X,X,X,O
SLZOTIJ,O,O,O,O,X,X,O,X
SLZOTJI,O,O,O,O,X,X,O,X
SLZOITJ,O,O,O,O,X,X,X,X
SLZOIJT,O,O,O,X,X,X,X,O
SLZOJTI,O,O,O,X,X,X,O,O
SLZOJIT,O,O,O,X,X,X,X,O
SLOTIJZ,O,O,X,X,X,X,X,X
SLOTIZJ,O,O,X,X,X,X,X,X
SLOTJIZ,O,O,X,X,X,X,X,X
SLOTJZI,O,O,X,X,X,X,X,X
SLOTZIJ,O,O,X,X,X,X,X,X
SLOTZJI,O,O,X,X,X,X,X,X
SLOITJZ,O,O,X,X,X,X,X,X
SLOITZJ,O,O,X,X,X,X,X,X
SLOIJTZ,O,O,X,X,X,X,X,X
SLOIJZT,O,O,O,X,X,X,X,X
SLOIZTJ,O,O,O,O,X,X,X,X
SLOIZJT,O,O,O,X,X,X,X,X
SLOJTIZ,O,O,X,X,X,X,X,X
SLOJTZI,O,O,X,X,X,X,X,X
SLOJITZ,O,O,X,X,X,X,X,X
SLOJIZT,O,O,O,X,X,X,X,X
SLOJZTI,O,O,O,X,X,X,X,O
SLOJZIT,O,O,O,X,X,X,X,O
SLOZTIJ,O,O,O,O,X,X,X,X
SLOZTJI,O,O,O,O,X,X,X,X
SLOZITJ,O,O,O,O,X,X,X,X
SLOZIJT,O,O,O,X,X,X,X,O
SLOZJTI,O,O,O,X,X,X,X,O
SLOZJIT,O,O,O,X,X,X,X,O
SJTILZO,O,O,O,X,X,O,O,X
SJTILOZ,O,O,X,X,X,O,X,X
SJTIZLO,O,O,O,X,O,O,O,X
SJTIZOL,O,O,O,X,O,X,O,X
SJTIOLZ,O,O,X,X,X,O,X,X
SJTIOZL,O,O,X,X,X,X,O,X
SJTLIZO,O,O,O,X,X,O,O,X
SJTLIOZ,O,O,X,X,X,O,X,X
SJTLZIO,O,O,O,X,X,X,X,X
SJTLZOI,O,O,O,X,X,X,X,X
SJTLOIZ,O,O,X,X,X,X,X,X
SJTLOZI,X,O,X,X,X,X,X,X
SJTZILO,O,O,O,X,O,X,O,X
SJTZIOL,O,O,O,X,O,X,O,X
SJTZLIO,O,X,O,X,O,X,X,X
SJTZLOI,X,X,O,X,X,X,X,X
SJTZOIL,O,X,O,X,O,X,X,O
SJTZOLI,X,X,O,X,X,X,X,O
SJTOILZ,O,O,X,X,X,X,X,X
SJTOIZL,O,O,X,X,X,X,O,X
SJTOLIZ,O,O,X,X,X,X,X,X
SJTOLZI,O,O,X,X,X,X,X,X
SJTOZIL,O,O,X,X,X,X,X,O
SJTOZLI,O,O,X,X,X,X,X,O
SJITLZO,O,O,O,X,X,O,O,X
SJITLOZ,O,O,X,X,X,O,X,X
SJITZLO,O,O,O,X,O,O,O,X
SJITZOL,O,O,O,X,O,X,O,X
SJITOLZ,O,O,X,X,X,O,X,X
SJITOZL,O,O,X,X,X,X,O,X
SJILTZO,O,O,O,X,X,O,X,X
SJILTOZ,O,O,X,X,X,O,X,X
SJILZTO,O,O,O,X,X,O,X,X
SJILZOT,O,O,O,X,X,X,X,X
SJILOTZ,O,O,X,X,X,O,X,X
SJILOZT,O,O,O,X,X,X,X,X
SJIZTLO,O,O,O,X,O,O,X,X
SJIZTOL,O,O,O,X,O,X,X,X
SJIZLTO,O,O,O,X,O,O,X,X
SJIZLOT,O,O,O,X,X,X,X,X
SJIZOTL,O,O,O,X,O,X,X,O
SJIZOLT,O,O,O,X,X,X,X,O
SJIOTLZ,O,O,X,X,X,O,X,X
SJIOTZL,O,O,X,X,X,X,X,X
