sequence,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhF/lBUhBRiBtpBTn?ByvB,v115@GhA8HeB8EeA8BeC8DeE8JeT/IvhFxgBdnBunB/qBar?B0pB,v115@GhA8HeB8EeA8BeC8DeE8Je0/IvhFxgBdnBunB/pBar?BTqB,v115@GhA8HeB8EeA8BeC8DeE8Jex/IvhFNmBanBunBTkB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8Jex/IvhFNmBanBunBTkBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeSFJvhFNmBRiB/pBTnB0q?BmpB,v115@GhA8HeB8EeA8BeC8DeE8JeT/IvhFNmBanBunBxpBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhFNmBRiBClBTnBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhFNmBRiBClBTnB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhF6lBNmB3iBzkBUn?BRvB,v115@GhA8HeB8EeA8BeC8DeE8JeKEJvhFWlBNmBRiBTnB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8JeKEJvhFWlBNmBRiBTnBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeT/IvhF0gBdnBunBypBXm?BRvB,v115@GhA8HeB8EeA8BeC8DeE8JeNGJvhFanBunBxkBTkB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8JeNGJvhFanBunBxkBTkBXq?B0qB
TJSZIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TJSZLOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TJSZOIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TJSZOLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TJSOILZ,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O
TJSOIZL,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
TJSOLIZ,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O
TJSOLZI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X
TJSOZIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TJSOZLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TJZILSO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
TJZILOS,X,O,O,O,X,X,O,X,O,X,X,X,O,O,X
TJZISLO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TJZISOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZIOLS,X,O,X,O,X,X,O,X,O,X,X,X,X,O,X
TJZIOSL,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TJZLISO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
TJZLIOS,X,O,O,O,X,X,O,X,O,X,O,X,O,O,X
TJZLSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TJZLSOI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
TJZLOIS,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X
TJZLOSI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
TJZSILO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TJZSIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZSLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TJZSLOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TJZSOIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TJZSOLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TJZOILS,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X
TJZOISL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TJZOLIS,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X
TJZOLSI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X
TJZOSIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TJZOSLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TJOILSZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X,X
TJOILZS,O,X,O,O,O,X,O,X,O,X,O,O,O,X,X
TJOISLZ,O,X,O,O,O,X,O,O,X,X,X,O,X,X,X
TJOISZL,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
TJOIZLS,O,O,X,O,O,X,O,X,O,X,O,X,X,X,X
TJOIZSL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TJOLISZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X,X
TJOLIZS,O,X,O,O,O,X,O,X,O,X,O,O,O,X,X
TJOLSIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
TJOLSZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
TJOLZIS,O,X,O,O,O,X,X,X,O,X,O,O,O,O,X
TJOLZSI,O,X,O,O,O,X,X,X,O,X,O,O,O,X,X
TJOSILZ,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O
TJOSIZL,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
TJOSLIZ,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O
TJOSLZI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X
TJOSZIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TJOSZLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TJOZILS,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X
TJOZISL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TJOZLIS,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X
TJOZLSI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X
TJOZSIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TJOZSLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSILJZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
TSILJOZ,O,O,O,X,O,X,O,O,X,O,X,O,O,X,O
TSILZJO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
TSILZOJ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
TSILOJZ,O,O,O,X,O,X,O,O,X,O,X,O,O,X,O
TSILOZJ,O,O,O,X,O,X,X,O,X,O,X,O,O,X,X
TSIJLZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
TSIJLOZ,O,O,O,X,O,X,O,O,X,O,X,X,O,X,O
TSIJZLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
TSIJZOL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TSIJOLZ,O,X,O,X,O,X,O,O,X,O,X,X,X,X,O
TSIJOZL,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X
TSIZLJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
TSIZLOJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TSIZJLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
TSIZJOL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TSIZOLJ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TSIZOJL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TSIOLJZ,O,X,O,X,O,X,O,O,X,O,X,O,X,X,O
TSIOLZJ,O,X,O,X,O,O,X,O,X,O,X,O,X,X,X
TSIOJLZ,O,X,O,X,O,X,O,O,X,O,X,O,X,X,O
TSIOJZL,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X
TSIOZLJ,O,O,O,X,O,O,X,O,X,O,X,O,X,X,X
TSIOZJL,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X
TSLIJZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
TSLIJOZ,O,O,O,X,O,X,O,O,X,O,X,O,O,X,O
TSLIZJO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
TSLIZOJ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
TSLIOJZ,O,O,O,X,O,X,O,O,X,O,X,O,O,X,O
TSLIOZJ,O,O,O,X,O,X,X,O,X,O,X,O,O,X,X
TSLJIZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
TSLJIOZ,O,O,O,X,O,X,O,O,X,X,X,O,O,X,O
TSLJZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSLJZOI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
TSLJOIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
TSLJOZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
TSLZIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSLZIOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSLZJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSLZJOI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
TSLZOIJ,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
TSLZOJI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
TSLOIJZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
TSLOIZJ,O,O,O,X,O,O,X,O,X,X,O,O,O,X,X
TSLOJIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
TSLOJZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
TSLOZIJ,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
TSLOZJI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
TSJILZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
TSJILOZ,O,O,O,X,O,X,O,O,X,O,X,X,O,X,O
TSJIZLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
TSJIZOL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TSJIOLZ,O,X,O,X,O,X,O,O,X,O,X,X,X,X,O
TSJIOZL,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X
TSJLIZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
TSJLIOZ,O,O,O,X,O,X,O,O,X,X,X,O,O,X,O
TSJLZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSJLZOI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
TSJLOIZ,O,O,O,O,O,X,X,O,X,X,X,O,O,X,O
TSJLOZI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
TSJZILO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSJZIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSJZLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSJZLOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSJZOIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSJZOLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSJOILZ,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O
TSJOIZL,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
TSJOLIZ,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O
TSJOLZI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X
TSJOZIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSJOZLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSZILJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSZILOJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TSZIJLO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSZIJOL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TSZIOLJ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TSZIOJL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TSZLIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSZLIOJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSZLJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSZLJOI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TSZLOIJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TSZLOJI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TSZJILO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSZJIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZJLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSZJLOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSZJOIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSZJOLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSZOILJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TSZOIJL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSZOLIJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TSZOLJI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TSZOJIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSZOJLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSOILJZ,O,X,O,O,O,X,X,O,X,O,O,O,X,X,O
TSOILZJ,O,X,O,X,O,O,X,O,X,O,O,O,X,X,X
TSOIJLZ,O,X,O,O,O,X,X,O,X,O,X,O,X,X,O
TSOIJZL,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
TSOIZLJ,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X
TSOIZJL,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
TSOLIJZ,O,O,O,O,O,X,X,O,X,X,O,O,X,X,O
TSOLIZJ,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X
TSOLJIZ,O,O,O,O,O,X,X,O,X,X,O,O,X,X,O
TSOLJZI,O,O,O,O,O,X,X,O,X,X,O,O,X,X,X
TSOLZIJ,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
TSOLZJI,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
TSOJILZ,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O
TSOJIZL,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
TSOJLIZ,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O
TSOJLZI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X
TSOJZIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSOJZLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSOZILJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TSOZIJL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSOZLIJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TSOZLJI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TSOZJIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSOZJLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZILJSO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
TZILJOS,X,O,O,O,X,X,O,X,O,X,O,X,O,O,X
TZILSJO,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X
TZILSOJ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
TZILOJS,X,O,O,O,X,X,O,X,O,O,O,X,O,O,X
TZILOSJ,X,X,O,O,X,X,X,X,O,O,O,X,O,X,X
TZIJLSO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
TZIJLOS,X,O,O,O,X,X,O,X,O,X,X,X,O,O,X
TZIJSLO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TZIJSOL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TZIJOLS,X,O,X,O,X,X,O,X,O,O,X,X,X,O,X
TZIJOSL,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
TZISLJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TZISLOJ,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TZISJLO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TZISJOL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TZISOLJ,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TZISOJL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TZIOLJS,X,O,X,O,X,X,O,X,O,O,O,X,X,O,X
TZIOLSJ,X,X,X,O,X,O,X,X,O,O,O,X,X,X,X
TZIOJLS,X,O,X,O,X,X,O,X,O,O,O,X,X,O,X
TZIOJSL,X,O,O,O,X,O,X,X,O,O,X,X,X,X,X
TZIOSLJ,X,O,O,O,X,O,X,X,O,O,O,X,X,X,X
TZIOSJL,X,O,O,O,X,O,X,X,O,O,X,X,X,X,X
TZLIJSO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
TZLIJOS,X,O,O,O,X,X,O,X,O,X,O,X,O,O,X
TZLISJO,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X
TZLISOJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TZLIOJS,X,O,O,O,X,X,O,X,O,X,O,X,O,O,X
TZLIOSJ,X,X,O,O,X,X,X,X,O,X,O,X,O,X,X
TZLJISO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
TZLJIOS,X,O,O,O,X,X,O,X,O,X,O,X,O,O,X
TZLJSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZLJSOI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
TZLJOIS,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X
TZLJOSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
TZLSIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZLSIOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TZLSJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZLSJOI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
TZLSOIJ,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
TZLSOJI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
TZLOIJS,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X
TZLOISJ,O,X,O,O,X,O,X,X,O,X,O,O,O,X,X
TZLOJIS,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X
TZLOJSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
TZLOSIJ,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
TZLOSJI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
TZJILSO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
TZJILOS,X,O,O,O,X,X,O,X,O,X,X,X,O,O,X
TZJISLO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TZJISOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJIOLS,X,O,X,O,X,X,O,X,O,X,X,X,X,O,X
TZJIOSL,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TZJLISO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
TZJLIOS,X,O,O,O,X,X,O,X,O,X,O,X,O,O,X
TZJLSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZJLSOI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
TZJLOIS,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X
TZJLOSI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
TZJSILO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZJSIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJSLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZJSLOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZJSOIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZJSOLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZJOILS,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X
TZJOISL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TZJOLIS,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X
TZJOLSI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X
TZJOSIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZJOSLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZSILJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZSILOJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TZSIJLO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZSIJOL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TZSIOLJ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TZSIOJL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TZSLIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZSLIOJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TZSLJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZSLJOI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TZSLOIJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TZSLOJI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TZSJILO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZSJIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSJLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZSJLOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZSJOIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZSJOLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZSOILJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TZSOIJL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZSOLIJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TZSOLJI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TZSOJIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZSOJLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZOILJS,O,O,X,O,O,X,X,X,O,X,O,O,X,O,X
TZOILSJ,O,X,X,O,X,O,X,X,O,X,O,O,X,X,X
TZOIJLS,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X
TZOIJSL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TZOISLJ,O,O,O,O,X,O,X,O,O,X,O,O,X,X,X
TZOISJL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TZOLIJS,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X
TZOLISJ,O,X,O,O,X,O,X,X,O,X,O,O,X,X,X
TZOLJIS,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X
TZOLJSI,O,O,O,O,O,X,X,X,O,X,O,O,X,X,X
TZOLSIJ,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
TZOLSJI,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
TZOJILS,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X
TZOJISL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TZOJLIS,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X
TZOJLSI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X
TZOJSIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZOJSLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZOSILJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TZOSIJL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZOSLIJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TZOSLJI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TZOSJIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZOSJLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TOILJSZ,O,O,O,O,O,X,O,O,X,O,O,O,O,X,X
TOILJZS,O,X,O,O,O,X,O,X,O,O,O,O,O,X,X
TOILSJZ,O,O,O,O,O,X,O,O,X,O,O,O,O,X,X
TOILSZJ,O,O,O,X,O,O,X,O,X,O,O,O,O,X,X
TOILZJS,O,X,O,O,O,X,O,X,O,O,O,O,O,X,X
TOILZSJ,O,X,O,O,X,O,X,X,O,O,O,O,O,X,X
TOIJLSZ,O,O,O,O,O,X,O,O,X,O,O,O,O,X,X
TOIJLZS,O,X,O,O,O,X,O,X,O,O,O,O,O,X,X
TOIJSLZ,O,X,O,O,O,X,O,O,X,O,X,O,X,X,X
TOIJSZL,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
TOIJZLS,O,O,X,O,O,X,O,X,O,O,O,X,X,X,X
TOIJZSL,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
TOISLJZ,O,X,O,O,O,X,O,O,X,O,O,O,X,X,X
TOISLZJ,O,X,O,X,O,O,X,O,X,O,O,O,X,X,X
TOISJLZ,O,X,O,O,O,X,O,O,X,O,X,O,X,X,X
TOISJZL,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
TOISZLJ,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X
TOISZJL,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
TOIZLJS,O,O,X,O,O,X,O,X,O,O,O,O,X,X,X
TOIZLSJ,O,X,X,O,X,O,X,X,O,O,O,O,X,X,X
TOIZJLS,O,O,X,O,O,X,O,X,O,O,O,X,X,X,X
TOIZJSL,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
TOIZSLJ,O,X,O,O,X,O,X,O,O,O,O,O,X,X,X
TOIZSJL,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
TOLIJSZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X,X
TOLIJZS,O,X,O,O,O,X,O,X,O,X,O,O,O,X,X
TOLISJZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X,X
TOLISZJ,O,O,O,X,O,O,X,O,X,X,O,O,O,X,X
TOLIZJS,O,X,O,O,O,X,O,X,O,X,O,O,O,X,X
TOLIZSJ,O,X,O,O,X,O,X,X,O,X,O,O,O,X,X
TOLJISZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X,X
TOLJIZS,O,X,O,O,O,X,O,X,O,X,O,O,O,X,X
TOLJSIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
TOLJSZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
TOLJZIS,O,X,O,O,O,X,X,X,O,X,O,O,O,O,X
TOLJZSI,O,X,O,O,O,X,X,X,O,X,O,O,O,X,X
TOLSIJZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
TOLSIZJ,O,O,O,X,O,O,X,O,X,X,O,O,O,X,X
TOLSJIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
TOLSJZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
TOLSZIJ,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
TOLSZJI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
TOLZIJS,O,X,O,O,O,X,X,X,O,X,O,O,O,O,X
TOLZISJ,O,X,O,O,X,O,X,X,O,X,O,O,O,X,X
TOLZJIS,O,X,O,O,O,X,X,X,O,X,O,O,O,O,X
TOLZJSI,O,X,O,O,O,X,X,X,O,X,O,O,O,X,X
TOLZSIJ,O,X,O,O,O,O,X,X,O,X,O,O,X,X,X
TOLZSJI,O,X,O,O,O,O,X,X,O,X,O,O,O,X,X
TOJILSZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X,X
