sequence,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3gBcmB6nBT?jBdsBWwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3gBumB9nBT?jB8qBywB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBymB+nBT?jBXrB0rB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBOmBXiBT?jBcsBSwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBymB+nBT?jB0rBXrB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lB2mBTjBc?sBXrBCsB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lB6nBTjBm?mBXrB0rB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhFihB9nBTjB0?lBfsBWwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3hB9nBTjB6?qBmrBUrB
SIZOJLT,O,X,X,O,X,X,X,X,X
SIOTLJZ,O,O,O,O,X,X,O,X,O
SIOTLZJ,O,O,X,O,X,O,O,O,O
SIOTJLZ,O,O,O,X,O,X,O,X,X
SIOTJZL,O,O,O,X,O,O,O,O,X
SIOTZLJ,O,O,X,O,X,O,O,O,X
SIOTZJL,O,O,O,O,O,O,O,O,X
SIOLTJZ,O,O,O,O,X,X,O,X,O
SIOLTZJ,O,O,X,O,X,O,O,O,O
SIOLJTZ,O,X,O,X,X,X,O,X,O
SIOLJZT,O,X,X,X,X,X,X,X,X
SIOLZTJ,X,O,X,O,X,O,O,O,X
SIOLZJT,X,O,X,O,X,X,X,X,X
SIOJTLZ,O,X,O,X,O,X,O,X,X
SIOJTZL,O,O,O,X,O,O,O,O,X
SIOJLTZ,O,X,O,X,X,X,O,X,X
SIOJLZT,O,X,X,X,X,X,X,X,X
SIOJZTL,O,O,O,X,O,O,X,O,X
SIOJZLT,O,X,X,X,X,X,X,X,X
SIOZTLJ,X,O,X,O,X,O,O,O,X
SIOZTJL,X,O,O,O,O,O,O,O,X
SIOZLTJ,X,O,X,O,X,O,O,O,X
SIOZLJT,X,X,X,O,X,X,X,X,X
SIOZJTL,O,O,O,O,O,O,X,O,X
SIOZJLT,O,X,X,O,X,X,X,X,X
SLTIJZO,O,O,O,O,X,X,O,X,O
SLTIJOZ,O,O,O,O,X,X,O,X,O
SLTIZJO,O,O,O,O,X,O,O,O,X
SLTIZOJ,O,O,X,O,X,O,O,O,O
SLTIOJZ,O,O,O,O,X,X,O,X,O
SLTIOZJ,O,O,X,O,X,O,O,O,O
SLTJIZO,O,O,O,O,X,X,O,X,O
SLTJIOZ,O,O,O,O,X,X,O,X,O
SLTJZIO,O,O,O,O,X,X,O,X,O
SLTJZOI,O,O,O,O,X,X,O,X,O
SLTJOIZ,O,O,O,O,X,X,O,X,O
SLTJOZI,O,O,O,O,X,X,O,X,O
SLTZIJO,O,O,O,O,X,O,O,O,X
SLTZIOJ,O,O,X,O,X,O,O,O,O
SLTZJIO,O,O,O,O,X,O,O,O,X
SLTZJOI,O,O,O,O,X,O,O,O,X
SLTZOIJ,O,O,X,O,X,O,O,O,O
SLTZOJI,O,O,X,O,X,O,O,O,X
SLTOIJZ,O,O,O,O,X,X,O,X,O
SLTOIZJ,O,O,X,O,X,O,O,O,O
SLTOJIZ,O,O,O,O,X,X,O,X,O
SLTOJZI,O,O,O,O,X,X,O,X,O
SLTOZIJ,O,O,X,O,X,O,O,O,O
SLTOZJI,O,O,X,O,X,O,O,O,X
SLITJZO,O,O,O,O,X,X,O,X,O
SLITJOZ,O,O,O,O,X,X,O,X,O
SLITZJO,O,O,O,O,X,O,O,O,X
SLITZOJ,O,O,X,O,X,O,O,O,O
SLITOJZ,O,O,O,O,X,X,O,X,O
SLITOZJ,O,O,X,O,X,O,O,O,O
SLIJTZO,O,O,O,X,X,X,O,X,O
SLIJTOZ,O,O,O,X,X,X,O,X,O
SLIJZTO,O,O,X,X,X,X,X,X,O
SLIJZOT,O,O,X,X,X,X,X,X,X
SLIJOTZ,O,X,O,X,X,X,O,X,O
SLIJOZT,O,X,X,X,X,X,X,X,X
SLIZTJO,X,O,X,O,X,O,O,O,X
SLIZTOJ,X,O,X,O,X,O,O,O,X
SLIZJTO,X,O,X,O,X,X,X,O,X
SLIZJOT,X,O,X,O,X,X,X,X,X
SLIZOTJ,X,O,X,O,X,O,O,O,X
SLIZOJT,X,O,X,O,X,X,X,X,X
SLIOTJZ,O,O,O,O,X,X,O,X,O
SLIOTZJ,O,O,X,O,X,O,O,O,O
SLIOJTZ,O,X,O,X,X,X,O,X,O
SLIOJZT,O,X,X,X,X,X,X,X,X
SLIOZTJ,X,O,X,O,X,O,O,O,X
SLIOZJT,X,O,X,O,X,X,X,X,X
SLJTIZO,O,O,O,X,X,X,O,X,O
SLJTIOZ,O,O,O,X,X,X,O,X,O
SLJTZIO,O,O,O,X,X,X,O,X,O
SLJTZOI,O,O,O,X,X,X,O,X,O
SLJTOIZ,O,O,O,X,X,X,O,X,O
SLJTOZI,O,O,O,X,X,X,O,X,O
SLJITZO,O,O,O,X,X,X,O,X,O
SLJITOZ,O,O,O,X,X,X,O,X,O
SLJIZTO,O,O,X,X,X,X,X,X,O
SLJIZOT,O,O,X,X,X,X,X,X,X
SLJIOTZ,O,X,O,X,X,X,O,X,O
SLJIOZT,O,X,X,X,X,X,X,X,X
SLJZTIO,O,O,X,X,X,X,X,X,O
SLJZTOI,O,O,X,X,X,X,X,X,O
SLJZITO,O,O,X,X,X,X,X,X,O
SLJZIOT,O,O,X,X,X,X,X,X,X
SLJZOTI,O,O,X,X,X,X,X,X,X
SLJZOIT,O,O,X,X,X,X,X,X,X
SLJOTIZ,O,X,O,X,X,X,O,X,O
SLJOTZI,O,X,O,X,X,X,O,X,O
SLJOITZ,O,X,O,X,X,X,O,X,O
SLJOIZT,O,X,X,X,X,X,X,X,X
SLJOZTI,O,X,X,X,X,X,X,X,X
SLJOZIT,O,X,X,X,X,X,X,X,X
SLZTIJO,X,O,X,O,X,O,O,O,X
SLZTIOJ,X,O,X,O,X,O,O,O,X
SLZTJIO,X,O,X,O,X,O,O,O,X
SLZTJOI,X,O,X,O,X,O,O,O,X
SLZTOIJ,X,O,X,O,X,O,O,O,X
SLZTOJI,X,O,X,O,X,O,O,O,X
SLZITJO,X,O,X,O,X,O,O,O,X
SLZITOJ,X,O,X,O,X,O,O,O,X
SLZIJTO,X,O,X,O,X,X,X,O,X
SLZIJOT,X,O,X,O,X,X,X,X,X
SLZIOTJ,X,O,X,O,X,O,O,O,X
SLZIOJT,X,O,X,O,X,X,X,X,X
SLZJTIO,X,O,X,O,X,X,X,O,X
SLZJTOI,X,O,X,O,X,X,X,O,X
SLZJITO,X,O,X,O,X,X,X,O,X
SLZJIOT,X,O,X,O,X,X,X,X,X
SLZJOTI,X,O,X,O,X,X,X,X,X
SLZJOIT,X,O,X,O,X,X,X,X,X
SLZOTIJ,X,O,X,O,X,O,O,O,X
SLZOTJI,X,O,X,O,X,O,O,O,X
SLZOITJ,X,O,X,O,X,O,O,O,X
SLZOIJT,X,O,X,O,X,X,X,X,X
SLZOJTI,X,O,X,O,X,X,X,X,X
SLZOJIT,X,O,X,O,X,X,X,X,X
SLOTIJZ,O,O,O,O,X,X,O,X,O
SLOTIZJ,O,O,X,O,X,O,O,O,O
SLOTJIZ,O,O,O,O,X,X,O,X,O
SLOTJZI,O,O,O,O,X,X,O,X,O
SLOTZIJ,O,O,X,O,X,O,O,O,O
SLOTZJI,O,O,X,O,X,O,O,O,X
SLOITJZ,O,O,O,O,X,X,O,X,O
SLOITZJ,O,O,X,O,X,O,O,O,O
SLOIJTZ,O,X,O,X,X,X,O,X,O
SLOIJZT,O,X,X,X,X,X,X,X,X
SLOIZTJ,X,O,X,O,X,O,O,O,X
SLOIZJT,X,O,X,O,X,X,X,X,X
SLOJTIZ,O,X,O,X,X,X,O,X,O
SLOJTZI,O,X,O,X,X,X,O,X,O
SLOJITZ,O,X,O,X,X,X,O,X,O
SLOJIZT,O,X,X,X,X,X,X,X,X
SLOJZTI,O,X,X,X,X,X,X,X,X
SLOJZIT,O,X,X,X,X,X,X,X,X
SLOZTIJ,X,O,X,O,X,O,O,O,X
SLOZTJI,X,O,X,O,X,O,O,O,X
SLOZITJ,X,O,X,O,X,O,O,O,X
SLOZIJT,X,O,X,O,X,X,X,X,X
SLOZJTI,X,O,X,O,X,X,X,X,X
SLOZJIT,X,O,X,O,X,X,X,X,X
SJTILZO,O,X,O,X,X,X,O,X,X
SJTILOZ,O,X,O,X,O,X,O,X,X
SJTIZLO,O,O,O,X,O,O,O,O,X
SJTIZOL,O,O,O,X,O,O,O,O,X
SJTIOLZ,O,X,O,X,O,X,O,X,X
SJTIOZL,O,O,O,X,O,O,O,O,X
SJTLIZO,O,X,O,X,X,X,O,X,X
SJTLIOZ,O,X,O,X,O,X,O,X,X
SJTLZIO,O,X,O,X,X,X,O,X,X
SJTLZOI,O,X,O,X,X,X,O,X,X
SJTLOIZ,O,X,O,X,O,X,O,X,X
SJTLOZI,O,X,O,X,X,X,O,X,X
SJTZILO,O,O,O,X,O,O,O,O,X
SJTZIOL,O,O,O,X,O,O,O,O,X
SJTZLIO,O,O,O,X,O,O,O,O,X
SJTZLOI,O,O,O,X,O,O,O,O,X
SJTZOIL,O,O,O,X,O,O,O,O,X
SJTZOLI,O,O,O,X,O,O,O,O,X
SJTOILZ,O,X,O,X,O,X,O,X,X
SJTOIZL,O,O,O,X,O,O,O,O,X
SJTOLIZ,O,X,O,X,O,X,O,X,X
SJTOLZI,O,X,O,X,X,X,O,X,X
SJTOZIL,O,O,O,X,O,O,O,O,X
SJTOZLI,O,O,O,X,O,O,O,O,X
SJITLZO,O,X,O,X,X,X,O,X,X
SJITLOZ,O,X,O,X,O,X,O,X,X
SJITZLO,O,O,O,X,O,O,O,O,X
SJITZOL,O,O,O,X,O,O,O,O,X
SJITOLZ,O,X,O,X,O,X,O,X,X
SJITOZL,O,O,O,X,O,O,O,O,X
SJILTZO,O,X,O,X,X,X,O,X,X
SJILTOZ,O,X,O,X,X,X,O,X,X
SJILZTO,O,X,X,X,X,X,X,X,X
SJILZOT,O,X,X,X,X,X,X,X,X
SJILOTZ,O,X,O,X,X,X,O,X,X
SJILOZT,O,X,X,X,X,X,X,X,X
SJIZTLO,O,O,O,X,O,O,X,O,X
SJIZTOL,O,O,O,X,O,O,X,O,X
SJIZLTO,O,X,X,X,X,X,X,O,X
SJIZLOT,O,X,X,X,X,X,X,X,X
SJIZOTL,O,O,O,X,O,O,X,O,X
SJIZOLT,O,X,X,X,X,X,X,X,X
SJIOTLZ,O,X,O,X,O,X,O,X,X
SJIOTZL,O,O,O,X,O,O,O,O,X
SJIOLTZ,O,X,O,X,X,X,O,X,X
SJIOLZT,O,X,X,X,X,X,X,X,X
SJIOZTL,O,O,O,X,O,O,X,O,X
SJIOZLT,O,X,X,X,X,X,X,X,X
SJLTIZO,O,X,O,X,X,X,O,X,X
SJLTIOZ,O,X,O,X,X,X,O,X,X
SJLTZIO,O,X,O,X,X,X,O,X,X
SJLTZOI,O,X,O,X,X,X,O,X,X
SJLTOIZ,O,X,O,X,X,X,O,X,X
SJLTOZI,O,X,O,X,X,X,O,X,X
SJLITZO,O,X,O,X,X,X,O,X,X
SJLITOZ,O,X,O,X,X,X,O,X,X
SJLIZTO,O,X,X,X,X,X,X,X,X
SJLIZOT,O,X,X,X,X,X,X,X,X
SJLIOTZ,O,X,O,X,X,X,O,X,X
SJLIOZT,O,X,X,X,X,X,X,X,X
SJLZTIO,O,X,X,X,X,X,X,X,X
SJLZTOI,O,X,X,X,X,X,X,X,X
SJLZITO,O,X,X,X,X,X,X,X,X
SJLZIOT,O,X,X,X,X,X,X,X,X
SJLZOTI,O,X,X,X,X,X,X,X,X
SJLZOIT,O,X,X,X,X,X,X,X,X
SJLOTIZ,O,X,O,X,X,X,O,X,X
SJLOTZI,O,X,O,X,X,X,O,X,X
SJLOITZ,O,X,O,X,X,X,O,X,X
SJLOIZT,O,X,X,X,X,X,X,X,X
SJLOZTI,O,X,X,X,X,X,X,X,X
SJLOZIT,O,X,X,X,X,X,X,X,X
SJZTILO,O,O,O,X,O,O,X,O,X
SJZTIOL,O,O,O,X,O,O,X,O,X
SJZTLIO,O,O,O,X,O,O,X,O,X
SJZTLOI,O,O,O,X,O,O,X,O,X
SJZTOIL,O,O,O,X,O,O,X,O,X
SJZTOLI,O,O,O,X,O,O,X,O,X
SJZITLO,O,O,O,X,O,O,X,O,X
SJZITOL,O,O,O,X,O,O,X,O,X
SJZILTO,O,X,X,X,X,X,X,O,X
SJZILOT,O,X,X,X,X,X,X,X,X
SJZIOTL,O,O,O,X,O,O,X,O,X
SJZIOLT,O,X,X,X,X,X,X,X,X
SJZLTIO,O,X,X,X,X,X,X,O,X
SJZLTOI,O,X,X,X,X,X,X,O,X
SJZLITO,O,X,X,X,X,X,X,O,X
SJZLIOT,O,X,X,X,X,X,X,X,X
SJZLOTI,O,X,X,X,X,X,X,X,X
SJZLOIT,O,X,X,X,X,X,X,X,X
SJZOTIL,O,O,O,X,O,O,X,O,X
SJZOTLI,O,O,O,X,O,O,X,O,X
SJZOITL,O,O,O,X,O,O,X,O,X
SJZOILT,O,X,X,X,X,X,X,X,X
SJZOLTI,O,X,X,X,X,X,X,X,X
SJZOLIT,O,X,X,X,X,X,X,X,X
SJOTILZ,O,X,O,X,O,X,O,X,X
SJOTIZL,O,O,O,X,O,O,O,O,X
SJOTLIZ,O,X,O,X,O,X,O,X,X
SJOTLZI,O,X,O,X,X,X,O,X,X
SJOTZIL,O,O,O,X,O,O,O,O,X
SJOTZLI,O,O,O,X,O,O,O,O,X
SJOITLZ,O,X,O,X,O,X,O,X,X
SJOITZL,O,O,O,X,O,O,O,O,X
SJOILTZ,O,X,O,X,X,X,O,X,X
SJOILZT,O,X,X,X,X,X,X,X,X
SJOIZTL,O,O,O,X,O,O,X,O,X
SJOIZLT,O,X,X,X,X,X,X,X,X
SJOLTIZ,O,X,O,X,X,X,O,X,X
SJOLTZI,O,X,O,X,X,X,O,X,X
SJOLITZ,O,X,O,X,X,X,O,X,X
SJOLIZT,O,X,X,X,X,X,X,X,X
SJOLZTI,O,X,X,X,X,X,X,X,X
SJOLZIT,O,X,X,X,X,X,X,X,X
SJOZTIL,O,O,O,X,O,O,X,O,X
SJOZTLI,O,O,O,X,O,O,X,O,X
SJOZITL,O,O,O,X,O,O,X,O,X
SJOZILT,O,X,X,X,X,X,X,X,X
SJOZLTI,O,X,X,X,X,X,X,X,X
SJOZLIT,O,X,X,X,X,X,X,X,X
SZTILJO,X,O,O,O,O,O,O,O,X
SZTILOJ,X,O,X,O,X,O,O,O,X
SZTIJLO,X,O,O,O,O,O,O,O,X
SZTIJOL,X,O,O,O,O,O,O,O,X
SZTIOLJ,X,O,X,O,X,O,O,O,X
SZTIOJL,X,O,O,O,O,O,O,O,X
SZTLIJO,X,O,O,O,O,O,O,O,X
SZTLIOJ,X,O,X,O,X,O,O,O,X
SZTLJIO,X,O,O,O,O,O,O,O,X
SZTLJOI,X,O,O,O,O,O,O,O,X
SZTLOIJ,X,O,X,O,X,O,O,O,X
SZTLOJI,X,O,X,O,X,O,O,O,X
SZTJILO,X,O,O,O,O,O,O,O,X
SZTJIOL,X,O,O,O,O,O,O,O,X
SZTJLIO,X,O,O,O,O,O,O,O,X
SZTJLOI,X,O,O,O,O,O,O,O,X
SZTJOIL,X,O,O,O,O,O,O,O,X
SZTJOLI,X,O,O,O,O,O,O,O,X
SZTOILJ,X,O,X,O,X,O,O,O,X
SZTOIJL,X,O,O,O,O,O,O,O,X
SZTOLIJ,X,O,X,O,X,O,O,O,X
SZTOLJI,X,O,X,O,X,O,O,O,X
SZTOJIL,X,O,O,O,O,O,O,O,X
SZTOJLI,X,O,O,O,O,O,O,O,X
SZITLJO,X,O,O,O,O,O,O,O,X
SZITLOJ,X,O,X,O,X,O,O,O,X
SZITJLO,X,O,O,O,O,O,O,O,X
SZITJOL,X,O,O,O,O,O,O,O,X
SZITOLJ,X,O,X,O,X,O,O,O,X
SZITOJL,X,O,O,O,O,O,O,O,X
SZILTJO,X,O,X,O,X,O,O,O,X
SZILTOJ,X,O,X,O,X,O,O,O,X
SZILJTO,X,X,X,O,X,X,X,O,X
SZILJOT,X,X,X,O,X,X,X,X,X
SZILOTJ,X,O,X,O,X,O,O,O,X
SZILOJT,X,X,X,O,X,X,X,X,X
SZIJTLO,O,O,O,O,O,O,X,O,X
SZIJTOL,O,O,O,O,O,O,X,O,X
SZIJLTO,O,X,X,O,X,X,X,O,X
SZIJLOT,O,X,X,O,X,X,X,X,X
SZIJOTL,O,O,O,O,O,O,X,O,X
SZIJOLT,O,X,X,O,X,X,X,X,X
SZIOTLJ,X,O,X,O,X,O,O,O,X
SZIOTJL,X,O,O,O,O,O,O,O,X
SZIOLTJ,X,O,X,O,X,O,O,O,X
SZIOLJT,X,X,X,O,X,X,X,X,X
SZIOJTL,O,O,O,O,O,O,X,O,X
SZIOJLT,O,X,X,O,X,X,X,X,X
SZLTIJO,X,O,X,O,X,O,O,O,X
SZLTIOJ,X,O,X,O,X,O,O,O,X
SZLTJIO,X,O,X,O,X,O,O,O,X
SZLTJOI,X,O,X,O,X,O,O,O,X
SZLTOIJ,X,O,X,O,X,O,O,O,X
SZLTOJI,X,O,X,O,X,O,O,O,X
SZLITJO,X,O,X,O,X,O,O,O,X
SZLITOJ,X,O,X,O,X,O,O,O,X
SZLIJTO,X,X,X,O,X,X,X,O,X
SZLIJOT,X,X,X,O,X,X,X,X,X
SZLIOTJ,X,O,X,O,X,O,O,O,X
SZLIOJT,X,X,X,O,X,X,X,X,X
SZLJTIO,X,X,X,O,X,X,X,O,X
SZLJTOI,X,X,X,O,X,X,X,O,X
SZLJITO,X,X,X,O,X,X,X,O,X
SZLJIOT,X,X,X,O,X,X,X,X,X
SZLJOTI,X,X,X,O,X,X,X,X,X
SZLJOIT,X,X,X,O,X,X,X,X,X
SZLOTIJ,X,O,X,O,X,O,O,O,X
SZLOTJI,X,O,X,O,X,O,O,O,X
SZLOITJ,X,O,X,O,X,O,O,O,X
SZLOIJT,X,X,X,O,X,X,X,X,X
SZLOJTI,X,X,X,O,X,X,X,X,X
SZLOJIT,X,X,X,O,X,X,X,X,X
SZJTILO,O,O,O,O,O,O,X,O,X
SZJTIOL,O,O,O,O,O,O,X,O,X
SZJTLIO,O,O,O,O,O,O,X,O,X
SZJTLOI,O,O,O,O,O,O,X,O,X
SZJTOIL,O,O,O,O,O,O,X,O,X
SZJTOLI,O,O,O,O,O,O,X,O,X
SZJITLO,O,O,O,O,O,O,X,O,X
SZJITOL,O,O,O,O,O,O,X,O,X
SZJILTO,O,X,X,O,X,X,X,O,X
SZJILOT,O,X,X,O,X,X,X,X,X
SZJIOTL,O,O,O,O,O,O,X,O,X
SZJIOLT,O,X,X,O,X,X,X,X,X
SZJLTIO,O,X,X,O,X,X,X,O,X
SZJLTOI,O,X,X,O,X,X,X,O,X
SZJLITO,O,X,X,O,X,X,X,O,X
SZJLIOT,O,X,X,O,X,X,X,X,X
SZJLOTI,O,X,X,O,X,X,X,X,X
SZJLOIT,O,X,X,O,X,X,X,X,X
SZJOTIL,O,O,O,O,O,O,X,O,X
SZJOTLI,O,O,O,O,O,O,X,O,X
SZJOITL,O,O,O,O,O,O,X,O,X
SZJOILT,O,X,X,O,X,X,X,X,X
SZJOLTI,O,X,X,O,X,X,X,X,X
SZJOLIT,O,X,X,O,X,X,X,X,X
SZOTILJ,X,O,X,O,X,O,O,O,X
SZOTIJL,X,O,O,O,O,O,O,O,X
SZOTLIJ,X,O,X,O,X,O,O,O,X
SZOTLJI,X,O,X,O,X,O,O,O,X
SZOTJIL,X,O,O,O,O,O,O,O,X
SZOTJLI,X,O,O,O,O,O,O,O,X
SZOITLJ,X,O,X,O,X,O,O,O,X
SZOITJL,X,O,O,O,O,O,O,O,X
SZOILTJ,X,O,X,O,X,O,O,O,X
SZOILJT,X,X,X,O,X,X,X,X,X
SZOIJTL,O,O,O,O,O,O,X,O,X
SZOIJLT,O,X,X,O,X,X,X,X,X
SZOLTIJ,X,O,X,O,X,O,O,O,X
SZOLTJI,X,O,X,O,X,O,O,O,X
SZOLITJ,X,O,X,O,X,O,O,O,X
SZOLIJT,X,X,X,O,X,X,X,X,X
SZOLJTI,X,X,X,O,X,X,X,X,X
SZOLJIT,X,X,X,O,X,X,X,X,X
SZOJTIL,O,O,O,O,O,O,X,O,X
SZOJTLI,O,O,O,O,O,O,X,O,X
SZOJITL,O,O,O,O,O,O,X,O,X
SZOJILT,O,X,X,O,X,X,X,X,X
SZOJLTI,O,X,X,O,X,X,X,X,X
SZOJLIT,O,X,X,O,X,X,X,X,X
SOTILJZ,O,O,O,O,X,X,O,X,O
SOTILZJ,O,O,X,O,X,O,O,O,O
SOTIJLZ,O,O,O,X,O,X,O,X,X
SOTIJZL,O,O,O,X,O,O,O,O,X
SOTIZLJ,O,O,X,O,X,O,O,O,X
SOTIZJL,O,O,O,O,O,O,O,O,X
SOTLIJZ,O,O,O,O,X,X,O,X,O
SOTLIZJ,O,O,X,O,X,O,O,O,O
SOTLJIZ,O,O,O,O,X,X,O,X,O
SOTLJZI,O,O,O,O,X,X,O,X,O
SOTLZIJ,O,O,X,O,X,O,O,O,O
SOTLZJI,O,O,X,O,X,O,O,O,X
SOTJILZ,O,O,O,X,O,X,O,X,X
SOTJIZL,O,O,O,X,O,O,O,O,X
SOTJLIZ,O,O,O,X,O,X,O,X,X
SOTJLZI,O,O,O,X,X,X,O,X,X
SOTJZIL,O,O,O,X,O,O,O,O,X
SOTJZLI,O,O,O,X,O,O,O,O,X
SOTZILJ,O,O,X,O,X,O,O,O,X
SOTZIJL,O,O,O,O,O,O,O,O,X
SOTZLIJ,O,O,X,O,X,O,O,O,X
SOTZLJI,O,O,X,O,X,O,O,O,X
SOTZJIL,O,O,O,O,O,O,O,O,X
SOTZJLI,O,O,O,O,O,O,O,O,X
SOITLJZ,O,O,O,O,X,X,O,X,O
SOITLZJ,O,O,X,O,X,O,O,O,O
SOITJLZ,O,O,O,X,O,X,O,X,X
SOITJZL,O,O,O,X,O,O,O,O,X
SOITZLJ,O,O,X,O,X,O,O,O,X
SOITZJL,O,O,O,O,O,O,O,O,X
SOILTJZ,O,O,O,O,X,X,O,X,O
SOILTZJ,O,O,X,O,X,O,O,O,O
SOILJTZ,O,X,O,X,X,X,O,X,O
SOILJZT,O,X,X,X,X,X,X,X,X
SOILZTJ,X,O,X,O,X,O,O,O,X
SOILZJT,X,O,X,O,X,X,X,X,X
SOIJTLZ,O,X,O,X,O,X,O,X,X
SOIJTZL,O,O,O,X,O,O,O,O,X
SOIJLTZ,O,X,O,X,X,X,O,X,X
SOIJLZT,O,X,X,X,X,X,X,X,X
SOIJZTL,O,O,O,X,O,O,X,O,X
SOIJZLT,O,X,X,X,X,X,X,X,X
SOIZTLJ,X,O,X,O,X,O,O,O,X
SOIZTJL,X,O,O,O,O,O,O,O,X
SOIZLTJ,X,O,X,O,X,O,O,O,X
SOIZLJT,X,X,X,O,X,X,X,X,X
SOIZJTL,O,O,O,O,O,O,X,O,X
SOIZJLT,O,X,X,O,X,X,X,X,X
SOLTIJZ,O,O,O,O,X,X,O,X,O
SOLTIZJ,O,O,X,O,X,O,O,O,O
SOLTJIZ,O,O,O,O,X,X,O,X,O
SOLTJZI,O,O,O,O,X,X,O,X,O
SOLTZIJ,O,O,X,O,X,O,O,O,O
SOLTZJI,O,O,X,O,X,O,O,O,X
SOLITJZ,O,O,O,O,X,X,O,X,O
SOLITZJ,O,O,X,O,X,O,O,O,O
SOLIJTZ,O,X,O,X,X,X,O,X,O
SOLIJZT,O,X,X,X,X,X,X,X,X
SOLIZTJ,X,O,X,O,X,O,O,O,X
SOLIZJT,X,O,X,O,X,X,X,X,X
SOLJTIZ,O,X,O,X,X,X,O,X,O
SOLJTZI,O,X,O,X,X,X,O,X,O
SOLJITZ,O,X,O,X,X,X,O,X,O
SOLJIZT,O,X,X,X,X,X,X,X,X
SOLJZTI,O,X,X,X,X,X,X,X,X
SOLJZIT,O,X,X,X,X,X,X,X,X
SOLZTIJ,X,O,X,O,X,O,O,O,X
SOLZTJI,X,O,X,O,X,O,O,O,X
SOLZITJ,X,O,X,O,X,O,O,O,X
SOLZIJT,X,O,X,O,X,X,X,X,X
SOLZJTI,X,O,X,O,X,X,X,X,X
SOLZJIT,X,O,X,O,X,X,X,X,X
SOJTILZ,O,X,O,X,O,X,O,X,X
SOJTIZL,O,O,O,X,O,O,O,O,X
SOJTLIZ,O,X,O,X,O,X,O,X,X
SOJTLZI,O,X,O,X,X,X,O,X,X
SOJTZIL,O,O,O,X,O,O,O,O,X
SOJTZLI,O,O,O,X,O,O,O,O,X
SOJITLZ,O,X,O,X,O,X,O,X,X
SOJITZL,O,O,O,X,O,O,O,O,X
SOJILTZ,O,X,O,X,X,X,O,X,X
SOJILZT,O,X,X,X,X,X,X,X,X
SOJIZTL,O,O,O,X,O,O,X,O,X
SOJIZLT,O,X,X,X,X,X,X,X,X
SOJLTIZ,O,X,O,X,X,X,O,X,X
SOJLTZI,O,X,O,X,X,X,O,X,X
SOJLITZ,O,X,O,X,X,X,O,X,X
SOJLIZT,O,X,X,X,X,X,X,X,X
SOJLZTI,O,X,X,X,X,X,X,X,X
SOJLZIT,O,X,X,X,X,X,X,X,X
SOJZTIL,O,O,O,X,O,O,X,O,X
SOJZTLI,O,O,O,X,O,O,X,O,X
SOJZITL,O,O,O,X,O,O,X,O,X
SOJZILT,O,X,X,X,X,X,X,X,X
SOJZLTI,O,X,X,X,X,X,X,X,X
SOJZLIT,O,X,X,X,X,X,X,X,X
SOZTILJ,X,O,X,O,X,O,O,O,X
SOZTIJL,X,O,O,O,O,O,O,O,X
SOZTLIJ,X,O,X,O,X,O,O,O,X
SOZTLJI,X,O,X,O,X,O,O,O,X
SOZTJIL,X,O,O,O,O,O,O,O,X
SOZTJLI,X,O,O,O,O,O,O,O,X
SOZITLJ,X,O,X,O,X,O,O,O,X
SOZITJL,X,O,O,O,O,O,O,O,X
SOZILTJ,X,O,X,O,X,O,O,O,X
SOZILJT,X,X,X,O,X,X,X,X,X
SOZIJTL,O,O,O,O,O,O,X,O,X
SOZIJLT,O,X,X,O,X,X,X,X,X
SOZLTIJ,X,O,X,O,X,O,O,O,X
SOZLTJI,X,O,X,O,X,O,O,O,X
SOZLITJ,X,O,X,O,X,O,O,O,X
SOZLIJT,X,X,X,O,X,X,X,X,X
SOZLJTI,X,X,X,O,X,X,X,X,X
SOZLJIT,X,X,X,O,X,X,X,X,X
SOZJTIL,O,O,O,O,O,O,X,O,X
SOZJTLI,O,O,O,O,O,O,X,O,X
SOZJITL,O,O,O,O,O,O,X,O,X
SOZJILT,O,X,X,O,X,X,X,X,X
SOZJLTI,O,X,X,O,X,X,X,X,X
SOZJLIT,O,X,X,O,X,X,X,X,X
ZTILJSO,O,O,X,O,O,X,X,X,O
ZTILJOS,O,O,X,O,O,X,X,X,O
ZTILSJO,O,O,X,O,O,O,O,O,X
ZTILSOJ,O,O,X,O,X,O,O,O,O
ZTILOJS,O,O,X,O,O,X,X,X,O
ZTILOSJ,O,O,X,O,X,O,O,O,O
ZTIJLSO,O,O,X,O,O,X,X,X,X
ZTIJLOS,O,O,O,O,O,X,X,X,X
ZTIJSLO,O,O,O,O,O,O,X,O,X
ZTIJSOL,O,O,O,O,O,O,X,O,X
ZTIJOLS,O,O,O,O,O,X,X,X,X
ZTIJOSL,O,O,O,O,O,O,X,O,X
ZTISLJO,O,O,O,O,O,O,O,O,X
