sequence,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3gBcmB6nBT?jBdsBWwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3gBumB9nBT?jB8qBywB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBymB+nBT?jBXrB0rB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBOmBXiBT?jBcsBSwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBymB+nBT?jB0rBXrB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lB2mBTjBc?sBXrBCsB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lB6nBTjBm?mBXrB0rB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhFihB9nBTjB0?lBfsBWwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3hB9nBTjB6?qBmrBUrB
IJSTOZL,O,O,O,X,O,O,O,O,X
IJSLTZO,O,X,O,X,X,X,O,X,X
IJSLTOZ,O,X,O,X,X,X,O,X,X
IJSLZTO,O,X,X,X,X,X,X,X,X
IJSLZOT,O,X,X,X,X,X,X,X,X
IJSLOTZ,O,X,O,X,X,X,O,X,X
IJSLOZT,O,X,X,X,X,X,X,X,X
IJSZTLO,O,O,O,X,O,O,X,O,X
IJSZTOL,O,O,O,X,O,O,X,O,X
IJSZLTO,O,X,X,X,X,X,X,O,X
IJSZLOT,O,X,X,X,X,X,X,X,X
IJSZOTL,O,O,O,X,O,O,X,O,X
IJSZOLT,O,X,X,X,X,X,X,X,X
IJSOTLZ,O,X,O,X,O,X,O,X,X
IJSOTZL,O,O,O,X,O,O,O,O,X
IJSOLTZ,O,X,O,X,X,X,O,X,X
IJSOLZT,O,X,X,X,X,X,X,X,X
IJSOZTL,O,O,O,X,O,O,X,O,X
IJSOZLT,O,X,X,X,X,X,X,X,X
IJZTLSO,O,O,X,O,O,X,X,X,X
IJZTLOS,O,O,O,O,O,X,X,X,X
IJZTSLO,O,O,O,O,O,O,X,O,X
IJZTSOL,O,O,O,O,O,O,X,O,X
IJZTOLS,O,O,O,O,O,X,X,X,X
IJZTOSL,O,O,O,O,O,O,X,O,X
IJZLTSO,O,X,X,O,O,X,X,X,X
IJZLTOS,O,X,X,O,O,X,X,X,X
IJZLSTO,O,X,X,O,X,X,X,O,X
IJZLSOT,O,X,X,O,X,X,X,X,X
IJZLOTS,O,X,X,O,O,X,X,X,X
IJZLOST,O,X,X,O,X,X,X,X,X
IJZSTLO,O,O,O,O,O,O,X,O,X
IJZSTOL,O,O,O,O,O,O,X,O,X
IJZSLTO,O,X,X,O,X,X,X,O,X
IJZSLOT,O,X,X,O,X,X,X,X,X
IJZSOTL,O,O,O,O,O,O,X,O,X
IJZSOLT,O,X,X,O,X,X,X,X,X
IJZOTLS,O,O,O,O,O,X,X,X,X
IJZOTSL,O,O,O,O,O,O,X,O,X
IJZOLTS,O,X,X,O,O,X,X,X,X
IJZOLST,O,X,X,O,X,X,X,X,X
IJZOSTL,O,O,O,O,O,O,X,O,X
IJZOSLT,O,X,X,O,X,X,X,X,X
IJOTLSZ,O,O,O,O,O,X,O,X,O
IJOTLZS,O,O,O,O,O,X,X,X,O
IJOTSLZ,O,O,O,X,O,X,O,X,X
IJOTSZL,O,O,O,X,O,O,O,O,X
IJOTZLS,O,O,O,O,O,X,X,X,X
IJOTZSL,O,O,O,O,O,O,X,O,X
IJOLTSZ,O,O,O,O,O,X,O,X,O
IJOLTZS,O,O,O,O,O,X,X,X,O
IJOLSTZ,O,X,O,X,X,X,O,X,O
IJOLSZT,O,X,X,X,X,X,X,X,X
IJOLZTS,O,O,X,O,O,X,X,X,O
IJOLZST,O,O,X,O,X,X,X,X,X
IJOSTLZ,O,X,O,X,O,X,O,X,X
IJOSTZL,O,O,O,X,O,O,O,O,X
IJOSLTZ,O,X,O,X,X,X,O,X,X
IJOSLZT,O,X,X,X,X,X,X,X,X
IJOSZTL,O,O,O,X,O,O,X,O,X
IJOSZLT,O,X,X,X,X,X,X,X,X
IJOZTLS,O,O,O,O,O,X,X,X,X
IJOZTSL,O,O,O,O,O,O,X,O,X
IJOZLTS,O,X,X,O,O,X,X,X,X
IJOZLST,O,X,X,O,X,X,X,X,X
IJOZSTL,O,O,O,O,O,O,X,O,X
IJOZSLT,O,X,X,O,X,X,X,X,X
ISTLJZO,O,O,O,O,X,X,O,X,O
ISTLJOZ,O,O,O,O,X,X,O,X,O
ISTLZJO,O,O,O,O,X,O,O,O,X
ISTLZOJ,O,O,X,O,X,O,O,O,O
ISTLOJZ,O,O,O,O,X,X,O,X,O
ISTLOZJ,O,O,X,O,X,O,O,O,O
ISTJLZO,O,O,O,X,X,X,O,X,X
ISTJLOZ,O,O,O,X,O,X,O,X,X
ISTJZLO,O,O,O,X,O,O,O,O,X
ISTJZOL,O,O,O,X,O,O,O,O,X
ISTJOLZ,O,O,O,X,O,X,O,X,X
ISTJOZL,O,O,O,X,O,O,O,O,X
ISTZLJO,O,O,O,O,O,O,O,O,X
ISTZLOJ,O,O,X,O,X,O,O,O,X
ISTZJLO,O,O,O,O,O,O,O,O,X
ISTZJOL,O,O,O,O,O,O,O,O,X
ISTZOLJ,O,O,X,O,X,O,O,O,X
ISTZOJL,O,O,O,O,O,O,O,O,X
ISTOLJZ,O,O,O,O,X,X,O,X,O
ISTOLZJ,O,O,X,O,X,O,O,O,O
ISTOJLZ,O,O,O,X,O,X,O,X,X
ISTOJZL,O,O,O,X,O,O,O,O,X
ISTOZLJ,O,O,X,O,X,O,O,O,X
ISTOZJL,O,O,O,O,O,O,O,O,X
ISLTJZO,O,O,O,O,X,X,O,X,O
ISLTJOZ,O,O,O,O,X,X,O,X,O
ISLTZJO,O,O,O,O,X,O,O,O,X
ISLTZOJ,O,O,X,O,X,O,O,O,O
ISLTOJZ,O,O,O,O,X,X,O,X,O
ISLTOZJ,O,O,X,O,X,O,O,O,O
ISLJTZO,O,O,O,X,X,X,O,X,O
ISLJTOZ,O,O,O,X,X,X,O,X,O
ISLJZTO,O,O,X,X,X,X,X,X,O
ISLJZOT,O,O,X,X,X,X,X,X,X
ISLJOTZ,O,X,O,X,X,X,O,X,O
ISLJOZT,O,X,X,X,X,X,X,X,X
ISLZTJO,X,O,X,O,X,O,O,O,X
ISLZTOJ,X,O,X,O,X,O,O,O,X
ISLZJTO,X,O,X,O,X,X,X,O,X
ISLZJOT,X,O,X,O,X,X,X,X,X
ISLZOTJ,X,O,X,O,X,O,O,O,X
ISLZOJT,X,O,X,O,X,X,X,X,X
ISLOTJZ,O,O,O,O,X,X,O,X,O
ISLOTZJ,O,O,X,O,X,O,O,O,O
ISLOJTZ,O,X,O,X,X,X,O,X,O
ISLOJZT,O,X,X,X,X,X,X,X,X
ISLOZTJ,X,O,X,O,X,O,O,O,X
ISLOZJT,X,O,X,O,X,X,X,X,X
ISJTLZO,O,X,O,X,X,X,O,X,X
ISJTLOZ,O,X,O,X,O,X,O,X,X
ISJTZLO,O,O,O,X,O,O,O,O,X
ISJTZOL,O,O,O,X,O,O,O,O,X
ISJTOLZ,O,X,O,X,O,X,O,X,X
ISJTOZL,O,O,O,X,O,O,O,O,X
ISJLTZO,O,X,O,X,X,X,O,X,X
ISJLTOZ,O,X,O,X,X,X,O,X,X
ISJLZTO,O,X,X,X,X,X,X,X,X
ISJLZOT,O,X,X,X,X,X,X,X,X
ISJLOTZ,O,X,O,X,X,X,O,X,X
ISJLOZT,O,X,X,X,X,X,X,X,X
ISJZTLO,O,O,O,X,O,O,X,O,X
ISJZTOL,O,O,O,X,O,O,X,O,X
ISJZLTO,O,X,X,X,X,X,X,O,X
ISJZLOT,O,X,X,X,X,X,X,X,X
ISJZOTL,O,O,O,X,O,O,X,O,X
ISJZOLT,O,X,X,X,X,X,X,X,X
ISJOTLZ,O,X,O,X,O,X,O,X,X
ISJOTZL,O,O,O,X,O,O,O,O,X
ISJOLTZ,O,X,O,X,X,X,O,X,X
ISJOLZT,O,X,X,X,X,X,X,X,X
ISJOZTL,O,O,O,X,O,O,X,O,X
ISJOZLT,O,X,X,X,X,X,X,X,X
ISZTLJO,X,O,O,O,O,O,O,O,X
ISZTLOJ,X,O,X,O,X,O,O,O,X
ISZTJLO,X,O,O,O,O,O,O,O,X
ISZTJOL,X,O,O,O,O,O,O,O,X
ISZTOLJ,X,O,X,O,X,O,O,O,X
ISZTOJL,X,O,O,O,O,O,O,O,X
ISZLTJO,X,O,X,O,X,O,O,O,X
ISZLTOJ,X,O,X,O,X,O,O,O,X
ISZLJTO,X,X,X,O,X,X,X,O,X
ISZLJOT,X,X,X,O,X,X,X,X,X
ISZLOTJ,X,O,X,O,X,O,O,O,X
ISZLOJT,X,X,X,O,X,X,X,X,X
ISZJTLO,O,O,O,O,O,O,X,O,X
ISZJTOL,O,O,O,O,O,O,X,O,X
ISZJLTO,O,X,X,O,X,X,X,O,X
ISZJLOT,O,X,X,O,X,X,X,X,X
ISZJOTL,O,O,O,O,O,O,X,O,X
ISZJOLT,O,X,X,O,X,X,X,X,X
ISZOTLJ,X,O,X,O,X,O,O,O,X
ISZOTJL,X,O,O,O,O,O,O,O,X
ISZOLTJ,X,O,X,O,X,O,O,O,X
ISZOLJT,X,X,X,O,X,X,X,X,X
ISZOJTL,O,O,O,O,O,O,X,O,X
ISZOJLT,O,X,X,O,X,X,X,X,X
ISOTLJZ,O,O,O,O,X,X,O,X,O
ISOTLZJ,O,O,X,O,X,O,O,O,O
ISOTJLZ,O,O,O,X,O,X,O,X,X
ISOTJZL,O,O,O,X,O,O,O,O,X
ISOTZLJ,O,O,X,O,X,O,O,O,X
ISOTZJL,O,O,O,O,O,O,O,O,X
ISOLTJZ,O,O,O,O,X,X,O,X,O
ISOLTZJ,O,O,X,O,X,O,O,O,O
ISOLJTZ,O,X,O,X,X,X,O,X,O
ISOLJZT,O,X,X,X,X,X,X,X,X
ISOLZTJ,X,O,X,O,X,O,O,O,X
ISOLZJT,X,O,X,O,X,X,X,X,X
ISOJTLZ,O,X,O,X,O,X,O,X,X
ISOJTZL,O,O,O,X,O,O,O,O,X
ISOJLTZ,O,X,O,X,X,X,O,X,X
ISOJLZT,O,X,X,X,X,X,X,X,X
ISOJZTL,O,O,O,X,O,O,X,O,X
ISOJZLT,O,X,X,X,X,X,X,X,X
ISOZTLJ,X,O,X,O,X,O,O,O,X
ISOZTJL,X,O,O,O,O,O,O,O,X
ISOZLTJ,X,O,X,O,X,O,O,O,X
ISOZLJT,X,X,X,O,X,X,X,X,X
ISOZJTL,O,O,O,O,O,O,X,O,X
ISOZJLT,O,X,X,O,X,X,X,X,X
IZTLJSO,O,O,X,O,O,X,X,X,O
IZTLJOS,O,O,X,O,O,X,X,X,O
IZTLSJO,O,O,X,O,O,O,O,O,X
IZTLSOJ,O,O,X,O,X,O,O,O,O
IZTLOJS,O,O,X,O,O,X,X,X,O
IZTLOSJ,O,O,X,O,X,O,O,O,O
IZTJLSO,O,O,X,O,O,X,X,X,X
IZTJLOS,O,O,O,O,O,X,X,X,X
IZTJSLO,O,O,O,O,O,O,X,O,X
IZTJSOL,O,O,O,O,O,O,X,O,X
IZTJOLS,O,O,O,O,O,X,X,X,X
IZTJOSL,O,O,O,O,O,O,X,O,X
IZTSLJO,O,O,O,O,O,O,O,O,X
IZTSLOJ,O,O,X,O,X,O,O,O,X
IZTSJLO,O,O,O,O,O,O,O,O,X
IZTSJOL,O,O,O,O,O,O,O,O,X
IZTSOLJ,O,O,X,O,X,O,O,O,X
IZTSOJL,O,O,O,O,O,O,O,O,X
IZTOLJS,O,O,X,O,O,X,X,X,O
IZTOLSJ,O,O,X,O,X,O,O,O,O
IZTOJLS,O,O,O,O,O,X,X,X,X
IZTOJSL,O,O,O,O,O,O,X,O,X
IZTOSLJ,O,O,X,O,X,O,O,O,X
IZTOSJL,O,O,O,O,O,O,O,O,X
IZLTJSO,O,O,X,O,O,X,X,X,O
IZLTJOS,O,O,X,O,O,X,X,X,O
IZLTSJO,O,O,X,O,O,O,O,O,X
IZLTSOJ,O,O,X,O,X,O,O,O,O
IZLTOJS,O,O,X,O,O,X,X,X,O
IZLTOSJ,O,O,X,O,X,O,O,O,O
IZLJTSO,O,O,X,O,O,X,X,X,O
IZLJTOS,O,O,X,O,O,X,X,X,O
IZLJSTO,X,O,X,O,X,X,X,O,O
IZLJSOT,X,O,X,O,X,X,X,X,X
IZLJOTS,O,O,X,O,O,X,X,X,O
IZLJOST,X,O,X,O,X,X,X,X,X
IZLSTJO,X,O,X,O,X,O,O,O,X
IZLSTOJ,X,O,X,O,X,O,O,O,X
IZLSJTO,X,O,X,O,X,X,X,O,X
IZLSJOT,X,O,X,O,X,X,X,X,X
IZLSOTJ,X,O,X,O,X,O,O,O,X
IZLSOJT,X,O,X,O,X,X,X,X,X
IZLOTJS,O,O,X,O,O,X,X,X,O
IZLOTSJ,O,O,X,O,X,O,O,O,O
IZLOJTS,O,O,X,O,O,X,X,X,O
IZLOJST,X,O,X,O,X,X,X,X,X
IZLOSTJ,X,O,X,O,X,O,O,O,X
IZLOSJT,X,O,X,O,X,X,X,X,X
IZJTLSO,O,O,X,O,O,X,X,X,X
IZJTLOS,O,O,O,O,O,X,X,X,X
IZJTSLO,O,O,O,O,O,O,X,O,X
IZJTSOL,O,O,O,O,O,O,X,O,X
IZJTOLS,O,O,O,O,O,X,X,X,X
IZJTOSL,O,O,O,O,O,O,X,O,X
IZJLTSO,O,X,X,O,O,X,X,X,X
IZJLTOS,O,X,X,O,O,X,X,X,X
IZJLSTO,O,X,X,O,X,X,X,O,X
IZJLSOT,O,X,X,O,X,X,X,X,X
IZJLOTS,O,X,X,O,O,X,X,X,X
IZJLOST,O,X,X,O,X,X,X,X,X
IZJSTLO,O,O,O,O,O,O,X,O,X
IZJSTOL,O,O,O,O,O,O,X,O,X
IZJSLTO,O,X,X,O,X,X,X,O,X
IZJSLOT,O,X,X,O,X,X,X,X,X
IZJSOTL,O,O,O,O,O,O,X,O,X
IZJSOLT,O,X,X,O,X,X,X,X,X
IZJOTLS,O,O,O,O,O,X,X,X,X
IZJOTSL,O,O,O,O,O,O,X,O,X
IZJOLTS,O,X,X,O,O,X,X,X,X
IZJOLST,O,X,X,O,X,X,X,X,X
IZJOSTL,O,O,O,O,O,O,X,O,X
IZJOSLT,O,X,X,O,X,X,X,X,X
IZSTLJO,X,O,O,O,O,O,O,O,X
IZSTLOJ,X,O,X,O,X,O,O,O,X
IZSTJLO,X,O,O,O,O,O,O,O,X
IZSTJOL,X,O,O,O,O,O,O,O,X
IZSTOLJ,X,O,X,O,X,O,O,O,X
IZSTOJL,X,O,O,O,O,O,O,O,X
IZSLTJO,X,O,X,O,X,O,O,O,X
IZSLTOJ,X,O,X,O,X,O,O,O,X
IZSLJTO,X,X,X,O,X,X,X,O,X
IZSLJOT,X,X,X,O,X,X,X,X,X
IZSLOTJ,X,O,X,O,X,O,O,O,X
IZSLOJT,X,X,X,O,X,X,X,X,X
IZSJTLO,O,O,O,O,O,O,X,O,X
IZSJTOL,O,O,O,O,O,O,X,O,X
IZSJLTO,O,X,X,O,X,X,X,O,X
IZSJLOT,O,X,X,O,X,X,X,X,X
IZSJOTL,O,O,O,O,O,O,X,O,X
IZSJOLT,O,X,X,O,X,X,X,X,X
IZSOTLJ,X,O,X,O,X,O,O,O,X
IZSOTJL,X,O,O,O,O,O,O,O,X
IZSOLTJ,X,O,X,O,X,O,O,O,X
IZSOLJT,X,X,X,O,X,X,X,X,X
IZSOJTL,O,O,O,O,O,O,X,O,X
IZSOJLT,O,X,X,O,X,X,X,X,X
IZOTLJS,O,O,X,O,O,X,X,X,O
IZOTLSJ,O,O,X,O,X,O,O,O,O
IZOTJLS,O,O,O,O,O,X,X,X,X
IZOTJSL,O,O,O,O,O,O,X,O,X
IZOTSLJ,O,O,X,O,X,O,O,O,X
IZOTSJL,O,O,O,O,O,O,O,O,X
IZOLTJS,O,O,X,O,O,X,X,X,O
IZOLTSJ,O,O,X,O,X,O,O,O,O
IZOLJTS,O,O,X,O,O,X,X,X,O
IZOLJST,X,O,X,O,X,X,X,X,X
IZOLSTJ,X,O,X,O,X,O,O,O,X
IZOLSJT,X,O,X,O,X,X,X,X,X
IZOJTLS,O,O,O,O,O,X,X,X,X
IZOJTSL,O,O,O,O,O,O,X,O,X
IZOJLTS,O,X,X,O,O,X,X,X,X
IZOJLST,O,X,X,O,X,X,X,X,X
IZOJSTL,O,O,O,O,O,O,X,O,X
IZOJSLT,O,X,X,O,X,X,X,X,X
IZOSTLJ,X,O,X,O,X,O,O,O,X
IZOSTJL,X,O,O,O,O,O,O,O,X
IZOSLTJ,X,O,X,O,X,O,O,O,X
IZOSLJT,X,X,X,O,X,X,X,X,X
IZOSJTL,O,O,O,O,O,O,X,O,X
IZOSJLT,O,X,X,O,X,X,X,X,X
IOTLJSZ,O,O,O,O,O,X,O,X,O
IOTLJZS,O,O,O,O,O,X,X,X,O
IOTLSJZ,O,O,O,O,X,X,O,X,O
IOTLSZJ,O,O,X,O,X,O,O,O,O
IOTLZJS,O,O,X,O,O,X,X,X,O
IOTLZSJ,O,O,X,O,X,O,O,O,O
IOTJLSZ,O,O,O,O,O,X,O,X,O
IOTJLZS,O,O,O,O,O,X,X,X,O
IOTJSLZ,O,O,O,X,O,X,O,X,X
IOTJSZL,O,O,O,X,O,O,O,O,X
IOTJZLS,O,O,O,O,O,X,X,X,X
IOTJZSL,O,O,O,O,O,O,X,O,X
IOTSLJZ,O,O,O,O,X,X,O,X,O
IOTSLZJ,O,O,X,O,X,O,O,O,O
IOTSJLZ,O,O,O,X,O,X,O,X,X
IOTSJZL,O,O,O,X,O,O,O,O,X
IOTSZLJ,O,O,X,O,X,O,O,O,X
IOTSZJL,O,O,O,O,O,O,O,O,X
IOTZLJS,O,O,X,O,O,X,X,X,O
IOTZLSJ,O,O,X,O,X,O,O,O,O
IOTZJLS,O,O,O,O,O,X,X,X,X
IOTZJSL,O,O,O,O,O,O,X,O,X
IOTZSLJ,O,O,X,O,X,O,O,O,X
IOTZSJL,O,O,O,O,O,O,O,O,X
IOLTJSZ,O,O,O,O,O,X,O,X,O
IOLTJZS,O,O,O,O,O,X,X,X,O
IOLTSJZ,O,O,O,O,X,X,O,X,O
IOLTSZJ,O,O,X,O,X,O,O,O,O
IOLTZJS,O,O,X,O,O,X,X,X,O
IOLTZSJ,O,O,X,O,X,O,O,O,O
IOLJTSZ,O,O,O,O,O,X,O,X,O
IOLJTZS,O,O,O,O,O,X,X,X,O
IOLJSTZ,O,X,O,X,X,X,O,X,O
IOLJSZT,O,X,X,X,X,X,X,X,X
IOLJZTS,O,O,X,O,O,X,X,X,O
IOLJZST,O,O,X,O,X,X,X,X,X
IOLSTJZ,O,O,O,O,X,X,O,X,O
IOLSTZJ,O,O,X,O,X,O,O,O,O
IOLSJTZ,O,X,O,X,X,X,O,X,O
IOLSJZT,O,X,X,X,X,X,X,X,X
IOLSZTJ,X,O,X,O,X,O,O,O,X
IOLSZJT,X,O,X,O,X,X,X,X,X
IOLZTJS,O,O,X,O,O,X,X,X,O
IOLZTSJ,O,O,X,O,X,O,O,O,O
IOLZJTS,O,O,X,O,O,X,X,X,O
IOLZJST,X,O,X,O,X,X,X,X,X
IOLZSTJ,X,O,X,O,X,O,O,O,X
IOLZSJT,X,O,X,O,X,X,X,X,X
IOJTLSZ,O,O,O,O,O,X,O,X,O
IOJTLZS,O,O,O,O,O,X,X,X,O
IOJTSLZ,O,O,O,X,O,X,O,X,X
IOJTSZL,O,O,O,X,O,O,O,O,X
IOJTZLS,O,O,O,O,O,X,X,X,X
IOJTZSL,O,O,O,O,O,O,X,O,X
IOJLTSZ,O,O,O,O,O,X,O,X,O
IOJLTZS,O,O,O,O,O,X,X,X,O
IOJLSTZ,O,X,O,X,X,X,O,X,O
IOJLSZT,O,X,X,X,X,X,X,X,X
IOJLZTS,O,O,X,O,O,X,X,X,O
IOJLZST,O,O,X,O,X,X,X,X,X
IOJSTLZ,O,X,O,X,O,X,O,X,X
IOJSTZL,O,O,O,X,O,O,O,O,X
IOJSLTZ,O,X,O,X,X,X,O,X,X
IOJSLZT,O,X,X,X,X,X,X,X,X
IOJSZTL,O,O,O,X,O,O,X,O,X
IOJSZLT,O,X,X,X,X,X,X,X,X
IOJZTLS,O,O,O,O,O,X,X,X,X
IOJZTSL,O,O,O,O,O,O,X,O,X
IOJZLTS,O,X,X,O,O,X,X,X,X
IOJZLST,O,X,X,O,X,X,X,X,X
IOJZSTL,O,O,O,O,O,O,X,O,X
IOJZSLT,O,X,X,O,X,X,X,X,X
IOSTLJZ,O,O,O,O,X,X,O,X,O
IOSTLZJ,O,O,X,O,X,O,O,O,O
IOSTJLZ,O,O,O,X,O,X,O,X,X
IOSTJZL,O,O,O,X,O,O,O,O,X
IOSTZLJ,O,O,X,O,X,O,O,O,X
IOSTZJL,O,O,O,O,O,O,O,O,X
IOSLTJZ,O,O,O,O,X,X,O,X,O
IOSLTZJ,O,O,X,O,X,O,O,O,O
IOSLJTZ,O,X,O,X,X,X,O,X,O
IOSLJZT,O,X,X,X,X,X,X,X,X
IOSLZTJ,X,O,X,O,X,O,O,O,X
IOSLZJT,X,O,X,O,X,X,X,X,X
IOSJTLZ,O,X,O,X,O,X,O,X,X
IOSJTZL,O,O,O,X,O,O,O,O,X
IOSJLTZ,O,X,O,X,X,X,O,X,X
IOSJLZT,O,X,X,X,X,X,X,X,X
IOSJZTL,O,O,O,X,O,O,X,O,X
IOSJZLT,O,X,X,X,X,X,X,X,X
IOSZTLJ,X,O,X,O,X,O,O,O,X
IOSZTJL,X,O,O,O,O,O,O,O,X
IOSZLTJ,X,O,X,O,X,O,O,O,X
IOSZLJT,X,X,X,O,X,X,X,X,X
IOSZJTL,O,O,O,O,O,O,X,O,X
IOSZJLT,O,X,X,O,X,X,X,X,X
IOZTLJS,O,O,X,O,O,X,X,X,O
IOZTLSJ,O,O,X,O,X,O,O,O,O
IOZTJLS,O,O,O,O,O,X,X,X,X
IOZTJSL,O,O,O,O,O,O,X,O,X
IOZTSLJ,O,O,X,O,X,O,O,O,X
IOZTSJL,O,O,O,O,O,O,O,O,X
IOZLTJS,O,O,X,O,O,X,X,X,O
IOZLTSJ,O,O,X,O,X,O,O,O,O
IOZLJTS,O,O,X,O,O,X,X,X,O
IOZLJST,X,O,X,O,X,X,X,X,X
IOZLSTJ,X,O,X,O,X,O,O,O,X
IOZLSJT,X,O,X,O,X,X,X,X,X
IOZJTLS,O,O,O,O,O,X,X,X,X
IOZJTSL,O,O,O,O,O,O,X,O,X
IOZJLTS,O,X,X,O,O,X,X,X,X
IOZJLST,O,X,X,O,X,X,X,X,X
IOZJSTL,O,O,O,O,O,O,X,O,X
IOZJSLT,O,X,X,O,X,X,X,X,X
IOZSTLJ,X,O,X,O,X,O,O,O,X
IOZSTJL,X,O,O,O,O,O,O,O,X
IOZSLTJ,X,O,X,O,X,O,O,O,X
IOZSLJT,X,X,X,O,X,X,X,X,X
IOZSJTL,O,O,O,O,O,O,X,O,X
IOZSJLT,O,X,X,O,X,X,X,X,X
LTIJSZO,O,O,O,O,X,X,O,X,O
LTIJSOZ,O,O,O,O,O,X,O,X,O
LTIJZSO,O,O,X,O,O,X,X,X,O
LTIJZOS,O,O,O,O,O,X,X,X,O
LTIJOSZ,O,O,O,O,O,X,O,X,O
LTIJOZS,O,O,O,O,O,X,X,X,O
LTISJZO,O,O,O,O,X,X,O,X,O
LTISJOZ,O,O,O,O,X,X,O,X,O
LTISZJO,O,O,O,O,X,O,O,O,X
LTISZOJ,O,O,X,O,X,O,O,O,O
LTISOJZ,O,O,O,O,X,X,O,X,O
LTISOZJ,O,O,X,O,X,O,O,O,O
LTIZJSO,O,O,X,O,O,X,X,X,O
LTIZJOS,O,O,X,O,O,X,X,X,O
LTIZSJO,O,O,X,O,O,O,O,O,X
LTIZSOJ,O,O,X,O,X,O,O,O,O
LTIZOJS,O,O,X,O,O,X,X,X,O
LTIZOSJ,O,O,X,O,X,O,O,O,O
LTIOJSZ,O,O,O,O,O,X,O,X,O
LTIOJZS,O,O,O,O,O,X,X,X,O
LTIOSJZ,O,O,O,O,X,X,O,X,O
LTIOSZJ,O,O,X,O,X,O,O,O,O
LTIOZJS,O,O,X,O,O,X,X,X,O
LTIOZSJ,O,O,X,O,X,O,O,O,O
LTJISZO,O,O,O,O,X,X,O,X,O
LTJISOZ,O,O,O,O,O,X,O,X,O
LTJIZSO,O,O,X,O,O,X,X,X,O
LTJIZOS,O,O,O,O,O,X,X,X,O
LTJIOSZ,O,O,O,O,O,X,O,X,O
LTJIOZS,O,O,O,O,O,X,X,X,O
LTJSIZO,O,O,O,O,X,X,O,X,O
LTJSIOZ,O,O,O,O,O,X,O,X,O
LTJSZIO,O,O,O,O,X,X,O,X,O
LTJSZOI,O,O,O,O,X,X,O,X,O
LTJSOIZ,O,O,O,O,O,X,O,X,O
LTJSOZI,O,O,O,O,X,X,O,X,O
LTJZISO,O,O,X,O,O,X,X,X,O
LTJZIOS,O,O,O,O,O,X,X,X,O
LTJZSIO,O,O,X,O,O,X,X,X,O
LTJZSOI,O,O,X,O,O,X,X,X,O
LTJZOIS,O,O,O,O,O,X,X,X,O
LTJZOSI,O,O,X,O,O,X,X,X,O
LTJOISZ,O,O,O,O,O,X,O,X,O
LTJOIZS,O,O,O,O,O,X,X,X,O
LTJOSIZ,O,O,O,O,O,X,O,X,O
LTJOSZI,O,O,O,O,X,X,O,X,O
LTJOZIS,O,O,O,O,O,X,X,X,O
LTJOZSI,O,O,X,O,O,X,X,X,O
LTSIJZO,O,O,O,O,X,X,O,X,O
LTSIJOZ,O,O,O,O,X,X,O,X,O
LTSIZJO,O,O,O,O,X,O,O,O,X
LTSIZOJ,O,O,X,O,X,O,O,O,O
LTSIOJZ,O,O,O,O,X,X,O,X,O
LTSIOZJ,O,O,X,O,X,O,O,O,O
LTSJIZO,O,O,O,O,X,X,O,X,O
LTSJIOZ,O,O,O,O,X,X,O,X,O
LTSJZIO,O,O,O,O,X,X,O,X,O
LTSJZOI,O,O,O,O,X,X,O,X,O
LTSJOIZ,O,O,O,O,X,X,O,X,O
LTSJOZI,O,O,O,O,X,X,O,X,O
LTSZIJO,O,O,O,O,X,O,O,O,X
LTSZIOJ,O,O,X,O,X,O,O,O,O
LTSZJIO,O,O,O,O,X,O,O,O,X
LTSZJOI,O,O,O,O,X,O,O,O,X
LTSZOIJ,O,O,X,O,X,O,O,O,O
LTSZOJI,O,O,X,O,X,O,O,O,X
LTSOIJZ,O,O,O,O,X,X,O,X,O
LTSOIZJ,O,O,X,O,X,O,O,O,O
LTSOJIZ,O,O,O,O,X,X,O,X,O
LTSOJZI,O,O,O,O,X,X,O,X,O
LTSOZIJ,O,O,X,O,X,O,O,O,O
LTSOZJI,O,O,X,O,X,O,O,O,X
LTZIJSO,O,O,X,O,O,X,X,X,O
LTZIJOS,O,O,X,O,O,X,X,X,O
LTZISJO,O,O,X,O,O,O,O,O,X
LTZISOJ,O,O,X,O,X,O,O,O,O
LTZIOJS,O,O,X,O,O,X,X,X,O
LTZIOSJ,O,O,X,O,X,O,O,O,O
LTZJISO,O,O,X,O,O,X,X,X,O
LTZJIOS,O,O,X,O,O,X,X,X,O
LTZJSIO,O,O,X,O,O,X,X,X,O
LTZJSOI,O,O,X,O,O,X,X,X,O
LTZJOIS,O,O,X,O,O,X,X,X,O
LTZJOSI,O,O,X,O,O,X,X,X,O
LTZSIJO,O,O,X,O,O,O,O,O,X
LTZSIOJ,O,O,X,O,X,O,O,O,O
LTZSJIO,O,O,X,O,O,O,O,O,X
