sequence,v115@HhA8FeA8BeA8FeF8DeC8Je6EJvhFxgBOnBTjB/qB0r?BFrB,v115@HhA8FeA8BeA8FeF8DeC8Jel/IvhFUhBOnBTjBXlBSr?BRwB,v115@HhA8FeA8BeA8FeF8DeC8Je0/IvhFmgBTjBSqB3mBFn?BRwB,v115@HhA8FeA8BeA8FeF8DeC8Je6EJvhFOlB8lBTjB3mBFn?BRwB,v115@HhA8FeA8BeA8FeF8DeC8Jex/IvhFFiBTjBClB0qBmr?B/rB,v115@HhA8FeA8BeA8FeF8DeC8Jex/IvhFXiBTjBWqBirBlq?B0rB,v115@HhA8FeA8BeA8FeF8DeC8Jel/IvhFOnBTjBxlBSqB0r?BXrB,v115@HhA8FeA8BeA8FeF8DeC8Jex/IvhF0hBTjBWqBirBlq?BXsB
LIOSTJZ,O,O,O,X,X,X,X,X
LIOSTZJ,X,O,O,O,X,X,X,X
LIOSJTZ,O,O,O,X,X,O,X,X
LIOSJZT,O,O,O,O,X,X,X,X
LIOSZTJ,O,O,O,O,X,X,X,X
LIOSZJT,O,O,O,O,O,X,X,X
LIOZTJS,X,X,O,O,O,X,X,X
LIOZTSJ,X,X,O,O,X,X,X,X
LIOZJTS,X,X,O,O,O,X,X,O
LIOZJST,O,X,O,O,O,X,X,X
LIOZSTJ,O,X,O,O,X,X,X,X
LIOZSJT,O,X,O,O,O,X,X,X
LJTISZO,X,X,O,X,X,O,X,O
LJTISOZ,X,X,O,X,X,O,X,O
LJTIZSO,X,X,O,O,X,O,X,O
LJTIZOS,X,X,O,O,X,O,X,O
LJTIOSZ,X,X,O,X,X,O,X,O
LJTIOZS,X,X,O,O,X,O,X,O
LJTSIZO,X,X,X,X,X,O,X,O
LJTSIOZ,O,X,X,X,X,O,X,O
LJTSZIO,O,X,X,X,X,O,X,O
LJTSZOI,O,X,X,X,X,O,X,O
LJTSOIZ,O,X,X,X,X,O,X,O
LJTSOZI,O,X,X,X,X,O,X,O
LJTZISO,X,X,O,X,X,O,X,O
LJTZIOS,X,X,O,X,X,O,O,O
LJTZSIO,O,X,X,X,X,O,X,O
LJTZSOI,O,X,X,X,X,O,X,O
LJTZOIS,X,X,O,X,X,O,O,O
LJTZOSI,O,X,X,X,X,O,X,O
LJTOISZ,X,X,O,X,X,O,X,O
LJTOIZS,X,X,O,O,X,O,X,O
LJTOSIZ,O,X,X,X,X,O,X,O
LJTOSZI,O,X,X,X,X,O,X,O
LJTOZIS,X,X,O,X,X,O,O,O
LJTOZSI,O,X,X,X,X,O,X,O
LJITSZO,X,X,O,X,X,O,X,O
LJITSOZ,X,X,O,X,X,O,X,O
LJITZSO,X,X,O,O,X,O,X,O
LJITZOS,X,X,O,O,X,O,X,O
LJITOSZ,X,X,O,X,X,O,X,O
LJITOZS,X,X,O,O,X,O,X,O
LJISTZO,X,X,O,X,X,O,X,X
LJISTOZ,O,X,O,X,X,O,X,X
LJISZTO,O,X,O,O,X,X,X,X
LJISZOT,O,X,O,O,X,X,X,X
LJISOTZ,O,X,O,X,X,O,X,X
LJISOZT,O,X,O,O,X,X,X,X
LJIZTSO,X,X,O,O,O,X,X,X
LJIZTOS,X,X,O,O,O,X,X,X
LJIZSTO,O,X,O,O,O,X,X,X
LJIZSOT,O,X,O,O,O,X,X,X
LJIZOTS,X,X,O,O,O,X,X,X
LJIZOST,O,X,O,O,O,X,X,X
LJIOTSZ,X,X,O,X,X,O,X,O
LJIOTZS,X,X,O,O,X,O,X,O
LJIOSTZ,O,X,O,X,X,O,X,X
LJIOSZT,O,X,O,O,X,X,X,X
LJIOZTS,X,X,O,O,O,X,X,X
LJIOZST,O,X,O,O,O,X,X,X
LJSTIZO,X,X,X,X,X,O,X,O
LJSTIOZ,O,X,X,X,X,O,X,O
LJSTZIO,O,X,X,X,X,O,X,O
LJSTZOI,O,X,X,X,X,O,X,O
LJSTOIZ,O,X,X,X,X,O,X,O
LJSTOZI,O,X,X,X,X,O,X,O
LJSITZO,X,X,O,X,X,O,X,X
LJSITOZ,O,X,O,X,X,O,X,X
LJSIZTO,O,X,O,O,X,X,X,X
LJSIZOT,O,X,O,O,X,X,X,X
LJSIOTZ,O,X,O,X,X,O,X,X
LJSIOZT,O,X,O,O,X,X,X,X
LJSZTIO,O,X,X,X,X,O,X,X
LJSZTOI,O,X,X,X,X,O,X,X
LJSZITO,O,X,O,X,X,X,X,X
LJSZIOT,O,X,O,X,X,X,X,X
LJSZOTI,O,X,X,X,X,O,X,X
LJSZOIT,O,X,O,X,X,X,X,X
LJSOTIZ,O,X,X,X,X,O,X,O
LJSOTZI,O,X,X,X,X,O,X,O
LJSOITZ,O,X,O,X,X,O,X,X
LJSOIZT,O,X,O,O,X,X,X,X
LJSOZTI,O,X,X,X,X,O,X,X
LJSOZIT,O,X,O,X,X,X,X,X
LJZTISO,X,X,O,X,O,O,X,O
LJZTIOS,X,X,O,X,O,O,O,O
LJZTSIO,O,X,X,X,O,O,X,O
LJZTSOI,O,X,X,X,O,O,X,O
LJZTOIS,X,X,O,X,O,O,O,O
LJZTOSI,O,X,X,X,O,O,X,O
LJZITSO,X,X,O,O,O,X,X,O
LJZITOS,X,X,O,O,O,X,O,O
LJZISTO,O,X,O,O,O,X,X,X
LJZISOT,O,X,O,O,O,X,X,X
LJZIOTS,X,X,O,O,O,X,O,O
LJZIOST,O,X,O,O,O,X,X,X
LJZSTIO,O,X,X,X,O,O,X,O
LJZSTOI,O,X,X,X,O,O,X,O
LJZSITO,O,X,O,X,O,X,X,X
LJZSIOT,O,X,O,X,O,X,X,X
LJZSOTI,O,X,X,X,O,O,X,O
LJZSOIT,O,X,O,X,O,X,X,X
LJZOTIS,X,X,O,X,O,O,O,O
LJZOTSI,O,X,X,X,O,O,X,O
LJZOITS,X,X,O,O,O,X,O,O
LJZOIST,O,X,O,O,O,X,X,X
LJZOSTI,O,X,X,X,O,O,X,O
LJZOSIT,O,X,O,X,O,X,X,X
LJOTISZ,X,X,O,X,X,O,X,O
LJOTIZS,X,X,O,O,X,O,X,O
LJOTSIZ,O,X,X,X,X,O,X,O
LJOTSZI,O,X,X,X,X,O,X,O
LJOTZIS,X,X,O,X,X,O,O,O
LJOTZSI,O,X,X,X,X,O,X,O
LJOITSZ,X,X,O,X,X,O,X,O
LJOITZS,X,X,O,O,X,O,X,O
LJOISTZ,O,X,O,X,X,O,X,X
LJOISZT,O,X,O,O,X,X,X,X
LJOIZTS,X,X,O,O,O,X,X,X
LJOIZST,O,X,O,O,O,X,X,X
LJOSTIZ,O,X,X,X,X,O,X,O
LJOSTZI,O,X,X,X,X,O,X,O
LJOSITZ,O,X,O,X,X,O,X,X
LJOSIZT,O,X,O,O,X,X,X,X
LJOSZTI,O,X,X,X,X,O,X,X
LJOSZIT,O,X,O,X,X,X,X,X
LJOZTIS,X,X,O,X,O,O,O,O
LJOZTSI,O,X,X,X,O,O,X,O
LJOZITS,X,X,O,O,O,X,O,O
LJOZIST,O,X,O,O,O,X,X,X
LJOZSTI,O,X,X,X,O,O,X,O
LJOZSIT,O,X,O,X,O,X,X,X
LSTIJZO,X,O,X,X,X,X,X,X
LSTIJOZ,O,O,X,X,X,X,X,X
LSTIZJO,X,O,X,X,X,X,X,X
LSTIZOJ,X,O,X,X,X,X,X,X
LSTIOJZ,O,O,X,X,X,X,X,X
LSTIOZJ,X,O,X,X,X,X,X,X
LSTJIZO,X,X,X,X,X,O,X,X
LSTJIOZ,O,X,X,X,X,O,X,X
LSTJZIO,O,X,X,X,X,O,X,X
LSTJZOI,O,X,X,X,X,O,X,X
LSTJOIZ,O,X,X,X,X,O,X,X
LSTJOZI,O,X,X,X,X,O,X,X
LSTZIJO,O,O,X,X,X,X,X,X
LSTZIOJ,O,O,X,X,X,X,X,X
LSTZJIO,O,X,X,X,X,X,X,X
LSTZJOI,O,X,X,X,X,X,X,X
LSTZOIJ,O,O,X,X,X,X,X,X
LSTZOJI,O,X,X,X,X,X,X,X
LSTOIJZ,O,O,X,X,X,X,X,X
LSTOIZJ,X,O,X,X,X,X,X,X
LSTOJIZ,O,X,X,X,X,O,X,X
LSTOJZI,O,X,X,X,X,O,X,X
LSTOZIJ,O,O,X,X,X,X,X,X
LSTOZJI,O,X,X,X,X,X,X,X
LSITJZO,X,O,O,X,X,X,X,X
LSITJOZ,O,O,O,X,X,X,X,X
LSITZJO,X,O,O,O,X,X,X,X
LSITZOJ,X,O,O,O,X,X,X,X
LSITOJZ,O,O,O,X,X,X,X,X
LSITOZJ,X,O,O,O,X,X,X,X
LSIJTZO,X,O,O,X,X,O,X,X
LSIJTOZ,O,O,O,X,X,O,X,X
LSIJZTO,O,O,O,O,X,X,X,X
LSIJZOT,O,O,O,O,X,X,X,X
LSIJOTZ,O,O,O,X,X,O,X,X
LSIJOZT,O,O,O,O,X,X,X,X
LSIZTJO,O,O,O,O,X,X,X,X
LSIZTOJ,O,O,O,O,X,X,X,X
LSIZJTO,O,O,O,O,O,X,X,X
LSIZJOT,O,O,O,O,O,X,X,X
LSIZOTJ,O,O,O,O,X,X,X,X
LSIZOJT,O,O,O,O,O,X,X,X
LSIOTJZ,O,O,O,X,X,X,X,X
LSIOTZJ,X,O,O,O,X,X,X,X
LSIOJTZ,O,O,O,X,X,O,X,X
LSIOJZT,O,O,O,O,X,X,X,X
LSIOZTJ,O,O,O,O,X,X,X,X
LSIOZJT,O,O,O,O,O,X,X,X
LSJTIZO,X,X,X,X,X,O,X,O
LSJTIOZ,O,X,X,X,X,O,X,O
LSJTZIO,O,X,X,X,X,O,X,O
LSJTZOI,O,X,X,X,X,O,X,O
LSJTOIZ,O,X,X,X,X,O,X,O
LSJTOZI,O,X,X,X,X,O,X,O
LSJITZO,X,X,O,X,X,O,X,X
LSJITOZ,O,X,O,X,X,O,X,X
LSJIZTO,O,X,O,O,X,X,X,X
LSJIZOT,O,X,O,O,X,X,X,X
LSJIOTZ,O,X,O,X,X,O,X,X
LSJIOZT,O,X,O,O,X,X,X,X
LSJZTIO,O,X,X,X,X,O,X,X
LSJZTOI,O,X,X,X,X,O,X,X
LSJZITO,O,X,O,X,X,X,X,X
LSJZIOT,O,X,O,X,X,X,X,X
LSJZOTI,O,X,X,X,X,O,X,X
LSJZOIT,O,X,O,X,X,X,X,X
LSJOTIZ,O,X,X,X,X,O,X,O
LSJOTZI,O,X,X,X,X,O,X,O
LSJOITZ,O,X,O,X,X,O,X,X
LSJOIZT,O,X,O,O,X,X,X,X
LSJOZTI,O,X,X,X,X,O,X,X
LSJOZIT,O,X,O,X,X,X,X,X
LSZTIJO,O,O,X,X,X,X,X,X
LSZTIOJ,O,O,X,X,X,X,X,X
LSZTJIO,O,X,X,X,X,X,X,X
LSZTJOI,O,X,X,X,X,X,X,X
LSZTOIJ,O,O,X,X,X,X,X,X
LSZTOJI,O,X,X,X,X,X,X,X
LSZITJO,O,O,O,X,X,X,X,X
LSZITOJ,O,O,O,X,X,X,X,X
LSZIJTO,O,O,O,X,O,X,X,X
LSZIJOT,O,O,O,X,O,X,X,X
LSZIOTJ,O,O,O,X,X,X,X,X
LSZIOJT,O,O,O,X,O,X,X,X
LSZJTIO,O,X,X,X,O,O,X,O
LSZJTOI,O,X,X,X,O,O,X,O
LSZJITO,O,X,O,X,O,X,X,X
LSZJIOT,O,X,O,X,O,X,X,X
LSZJOTI,O,X,X,X,O,O,X,O
LSZJOIT,O,X,O,X,O,X,X,X
LSZOTIJ,O,O,X,X,X,X,X,X
LSZOTJI,O,X,X,X,X,X,X,X
LSZOITJ,O,O,O,X,X,X,X,X
LSZOIJT,O,O,O,X,O,X,X,X
LSZOJTI,O,X,X,X,O,O,X,O
LSZOJIT,O,X,O,X,O,X,X,X
LSOTIJZ,O,O,X,X,X,X,X,X
LSOTIZJ,X,O,X,X,X,X,X,X
LSOTJIZ,O,X,X,X,X,O,X,X
LSOTJZI,O,X,X,X,X,O,X,X
LSOTZIJ,O,O,X,X,X,X,X,X
LSOTZJI,O,X,X,X,X,X,X,X
LSOITJZ,O,O,O,X,X,X,X,X
LSOITZJ,X,O,O,O,X,X,X,X
LSOIJTZ,O,O,O,X,X,O,X,X
LSOIJZT,O,O,O,O,X,X,X,X
LSOIZTJ,O,O,O,O,X,X,X,X
LSOIZJT,O,O,O,O,O,X,X,X
LSOJTIZ,O,X,X,X,X,O,X,O
LSOJTZI,O,X,X,X,X,O,X,O
LSOJITZ,O,X,O,X,X,O,X,X
LSOJIZT,O,X,O,O,X,X,X,X
LSOJZTI,O,X,X,X,X,O,X,X
LSOJZIT,O,X,O,X,X,X,X,X
LSOZTIJ,O,O,X,X,X,X,X,X
LSOZTJI,O,X,X,X,X,X,X,X
LSOZITJ,O,O,O,X,X,X,X,X
LSOZIJT,O,O,O,X,O,X,X,X
LSOZJTI,O,X,X,X,O,O,X,O
LSOZJIT,O,X,O,X,O,X,X,X
LZTIJSO,X,X,O,X,O,X,X,X
LZTIJOS,X,X,O,X,O,X,O,X
LZTISJO,X,X,O,X,X,X,X,X
LZTISOJ,X,X,O,X,X,X,X,X
LZTIOJS,X,X,O,X,O,X,O,X
LZTIOSJ,X,X,O,X,X,X,X,X
LZTJISO,X,X,O,X,O,X,X,O
LZTJIOS,X,X,O,X,O,X,O,O
LZTJSIO,O,X,X,X,O,X,X,O
LZTJSOI,O,X,X,X,O,X,X,O
LZTJOIS,X,X,O,X,O,X,O,O
LZTJOSI,O,X,X,X,O,X,X,O
LZTSIJO,O,X,X,X,X,X,X,X
LZTSIOJ,O,X,X,X,X,X,X,X
LZTSJIO,O,X,X,X,X,X,X,X
LZTSJOI,O,X,X,X,X,X,X,X
LZTSOIJ,O,X,X,X,X,X,X,X
LZTSOJI,O,X,X,X,X,X,X,X
LZTOIJS,X,X,O,X,O,X,O,X
LZTOISJ,X,X,O,X,X,X,X,X
LZTOJIS,X,X,O,X,O,X,O,O
LZTOJSI,O,X,X,X,O,X,X,O
LZTOSIJ,O,X,X,X,X,X,X,X
LZTOSJI,O,X,X,X,X,X,X,X
LZITJSO,X,X,O,O,O,X,X,X
LZITJOS,X,X,O,O,O,X,O,X
LZITSJO,X,X,O,O,X,X,X,X
LZITSOJ,X,X,O,O,X,X,X,X
LZITOJS,X,X,O,O,O,X,O,X
LZITOSJ,X,X,O,O,X,X,X,X
LZIJTSO,X,X,O,O,O,X,X,O
LZIJTOS,X,X,O,O,O,X,O,O
LZIJSTO,O,X,O,O,O,X,X,X
LZIJSOT,O,X,O,O,O,X,X,X
LZIJOTS,X,X,O,O,O,X,O,O
LZIJOST,O,X,O,O,O,X,X,X
LZISTJO,O,X,O,O,X,X,X,X
LZISTOJ,O,X,O,O,X,X,X,X
LZISJTO,O,X,O,O,O,X,X,X
LZISJOT,O,X,O,O,O,X,X,X
LZISOTJ,O,X,O,O,X,X,X,X
LZISOJT,O,X,O,O,O,X,X,X
LZIOTJS,X,X,O,O,O,X,O,X
LZIOTSJ,X,X,O,O,X,X,X,X
LZIOJTS,X,X,O,O,O,X,O,O
LZIOJST,O,X,O,O,O,X,X,X
LZIOSTJ,O,X,O,O,X,X,X,X
LZIOSJT,O,X,O,O,O,X,X,X
LZJTISO,X,X,O,X,O,O,X,O
LZJTIOS,X,X,O,X,O,O,O,O
LZJTSIO,O,X,X,X,O,O,X,O
LZJTSOI,O,X,X,X,O,O,X,O
LZJTOIS,X,X,O,X,O,O,O,O
LZJTOSI,O,X,X,X,O,O,X,O
LZJITSO,X,X,O,O,O,X,X,O
LZJITOS,X,X,O,O,O,X,O,O
LZJISTO,O,X,O,O,O,X,X,X
LZJISOT,O,X,O,O,O,X,X,X
LZJIOTS,X,X,O,O,O,X,O,O
LZJIOST,O,X,O,O,O,X,X,X
LZJSTIO,O,X,X,X,O,O,X,O
LZJSTOI,O,X,X,X,O,O,X,O
LZJSITO,O,X,O,X,O,X,X,X
LZJSIOT,O,X,O,X,O,X,X,X
LZJSOTI,O,X,X,X,O,O,X,O
LZJSOIT,O,X,O,X,O,X,X,X
LZJOTIS,X,X,O,X,O,O,O,O
LZJOTSI,O,X,X,X,O,O,X,O
LZJOITS,X,X,O,O,O,X,O,O
LZJOIST,O,X,O,O,O,X,X,X
LZJOSTI,O,X,X,X,O,O,X,O
LZJOSIT,O,X,O,X,O,X,X,X
LZSTIJO,O,X,X,X,X,X,X,X
LZSTIOJ,O,X,X,X,X,X,X,X
LZSTJIO,O,X,X,X,X,X,X,X
LZSTJOI,O,X,X,X,X,X,X,X
LZSTOIJ,O,X,X,X,X,X,X,X
LZSTOJI,O,X,X,X,X,X,X,X
LZSITJO,O,X,O,X,X,X,X,X
LZSITOJ,O,X,O,X,X,X,X,X
LZSIJTO,O,X,O,X,O,X,X,X
LZSIJOT,O,X,O,X,O,X,X,X
LZSIOTJ,O,X,O,X,X,X,X,X
LZSIOJT,O,X,O,X,O,X,X,X
LZSJTIO,O,X,X,X,O,O,X,O
LZSJTOI,O,X,X,X,O,O,X,O
LZSJITO,O,X,O,X,O,X,X,X
LZSJIOT,O,X,O,X,O,X,X,X
LZSJOTI,O,X,X,X,O,O,X,O
LZSJOIT,O,X,O,X,O,X,X,X
LZSOTIJ,O,X,X,X,X,X,X,X
LZSOTJI,O,X,X,X,X,X,X,X
LZSOITJ,O,X,O,X,X,X,X,X
LZSOIJT,O,X,O,X,O,X,X,X
LZSOJTI,O,X,X,X,O,O,X,O
LZSOJIT,O,X,O,X,O,X,X,X
LZOTIJS,X,X,O,X,O,X,O,X
LZOTISJ,X,X,O,X,X,X,X,X
LZOTJIS,X,X,O,X,O,X,O,O
LZOTJSI,O,X,X,X,O,X,X,O
LZOTSIJ,O,X,X,X,X,X,X,X
LZOTSJI,O,X,X,X,X,X,X,X
LZOITJS,X,X,O,O,O,X,O,X
LZOITSJ,X,X,O,O,X,X,X,X
LZOIJTS,X,X,O,O,O,X,O,O
LZOIJST,O,X,O,O,O,X,X,X
LZOISTJ,O,X,O,O,X,X,X,X
LZOISJT,O,X,O,O,O,X,X,X
LZOJTIS,X,X,O,X,O,O,O,O
LZOJTSI,O,X,X,X,O,O,X,O
LZOJITS,X,X,O,O,O,X,O,O
LZOJIST,O,X,O,O,O,X,X,X
LZOJSTI,O,X,X,X,O,O,X,O
LZOJSIT,O,X,O,X,O,X,X,X
LZOSTIJ,O,X,X,X,X,X,X,X
LZOSTJI,O,X,X,X,X,X,X,X
LZOSITJ,O,X,O,X,X,X,X,X
LZOSIJT,O,X,O,X,O,X,X,X
LZOSJTI,O,X,X,X,O,O,X,O
LZOSJIT,O,X,O,X,O,X,X,X
LOTIJSZ,X,O,O,X,X,X,X,X
LOTIJZS,X,X,O,O,X,X,X,X
LOTISJZ,X,O,O,X,X,X,X,X
LOTISZJ,X,O,O,O,X,X,X,X
LOTIZJS,X,X,O,O,O,X,X,X
LOTIZSJ,X,X,O,O,X,X,X,X
LOTJISZ,X,X,O,X,X,O,X,O
LOTJIZS,X,X,O,O,X,O,X,O
LOTJSIZ,O,X,X,X,X,O,X,O
LOTJSZI,O,X,X,X,X,O,X,O
LOTJZIS,X,X,O,X,X,O,O,O
LOTJZSI,O,X,X,X,X,O,X,O
LOTSIJZ,O,O,X,X,X,X,X,X
LOTSIZJ,X,O,X,X,X,X,X,X
LOTSJIZ,O,X,X,X,X,O,X,X
LOTSJZI,O,X,X,X,X,O,X,X
LOTSZIJ,O,O,X,X,X,X,X,X
LOTSZJI,O,X,X,X,X,X,X,X
LOTZIJS,X,X,O,X,O,X,O,X
LOTZISJ,X,X,O,X,X,X,X,X
LOTZJIS,X,X,O,X,O,X,O,O
LOTZJSI,O,X,X,X,O,X,X,O
LOTZSIJ,O,X,X,X,X,X,X,X
LOTZSJI,O,X,X,X,X,X,X,X
LOITJSZ,X,O,O,X,X,X,X,X
LOITJZS,X,X,O,O,X,X,X,X
LOITSJZ,X,O,O,X,X,X,X,X
LOITSZJ,X,O,O,O,X,X,X,X
LOITZJS,X,X,O,O,O,X,X,X
LOITZSJ,X,X,O,O,X,X,X,X
LOIJTSZ,X,O,O,X,X,O,X,O
LOIJTZS,X,X,O,O,X,O,X,O
LOIJSTZ,O,O,O,X,X,O,X,X
LOIJSZT,O,O,O,O,X,X,X,X
LOIJZTS,X,X,O,O,O,X,X,X
LOIJZST,O,X,O,O,O,X,X,X
LOISTJZ,O,O,O,X,X,X,X,X
LOISTZJ,X,O,O,O,X,X,X,X
LOISJTZ,O,O,O,X,X,O,X,X
LOISJZT,O,O,O,O,X,X,X,X
LOISZTJ,O,O,O,O,X,X,X,X
LOISZJT,O,O,O,O,O,X,X,X
LOIZTJS,X,X,O,O,O,X,X,X
LOIZTSJ,X,X,O,O,X,X,X,X
LOIZJTS,X,X,O,O,O,X,X,O
LOIZJST,O,X,O,O,O,X,X,X
LOIZSTJ,O,X,O,O,X,X,X,X
LOIZSJT,O,X,O,O,O,X,X,X
LOJTISZ,X,X,O,X,X,O,X,O
LOJTIZS,X,X,O,O,X,O,X,O
LOJTSIZ,O,X,X,X,X,O,X,O
LOJTSZI,O,X,X,X,X,O,X,O
LOJTZIS,X,X,O,X,X,O,O,O
LOJTZSI,O,X,X,X,X,O,X,O
LOJITSZ,X,X,O,X,X,O,X,O
LOJITZS,X,X,O,O,X,O,X,O
LOJISTZ,O,X,O,X,X,O,X,X
LOJISZT,O,X,O,O,X,X,X,X
LOJIZTS,X,X,O,O,O,X,X,X
LOJIZST,O,X,O,O,O,X,X,X
LOJSTIZ,O,X,X,X,X,O,X,O
LOJSTZI,O,X,X,X,X,O,X,O
LOJSITZ,O,X,O,X,X,O,X,X
LOJSIZT,O,X,O,O,X,X,X,X
LOJSZTI,O,X,X,X,X,O,X,X
LOJSZIT,O,X,O,X,X,X,X,X
LOJZTIS,X,X,O,X,O,O,O,O
LOJZTSI,O,X,X,X,O,O,X,O
LOJZITS,X,X,O,O,O,X,O,O
LOJZIST,O,X,O,O,O,X,X,X
LOJZSTI,O,X,X,X,O,O,X,O
LOJZSIT,O,X,O,X,O,X,X,X
LOSTIJZ,O,O,X,X,X,X,X,X
LOSTIZJ,X,O,X,X,X,X,X,X
LOSTJIZ,O,X,X,X,X,O,X,X
LOSTJZI,O,X,X,X,X,O,X,X
LOSTZIJ,O,O,X,X,X,X,X,X
LOSTZJI,O,X,X,X,X,X,X,X
LOSITJZ,O,O,O,X,X,X,X,X
LOSITZJ,X,O,O,O,X,X,X,X
LOSIJTZ,O,O,O,X,X,O,X,X
LOSIJZT,O,O,O,O,X,X,X,X
LOSIZTJ,O,O,O,O,X,X,X,X
LOSIZJT,O,O,O,O,O,X,X,X
LOSJTIZ,O,X,X,X,X,O,X,O
LOSJTZI,O,X,X,X,X,O,X,O
LOSJITZ,O,X,O,X,X,O,X,X
LOSJIZT,O,X,O,O,X,X,X,X
LOSJZTI,O,X,X,X,X,O,X,X
LOSJZIT,O,X,O,X,X,X,X,X
LOSZTIJ,O,O,X,X,X,X,X,X
LOSZTJI,O,X,X,X,X,X,X,X
LOSZITJ,O,O,O,X,X,X,X,X
LOSZIJT,O,O,O,X,O,X,X,X
LOSZJTI,O,X,X,X,O,O,X,O
LOSZJIT,O,X,O,X,O,X,X,X
LOZTIJS,X,X,O,X,O,X,O,X
LOZTISJ,X,X,O,X,X,X,X,X
LOZTJIS,X,X,O,X,O,X,O,O
LOZTJSI,O,X,X,X,O,X,X,O
LOZTSIJ,O,X,X,X,X,X,X,X
LOZTSJI,O,X,X,X,X,X,X,X
LOZITJS,X,X,O,O,O,X,O,X
LOZITSJ,X,X,O,O,X,X,X,X
LOZIJTS,X,X,O,O,O,X,O,O
LOZIJST,O,X,O,O,O,X,X,X
LOZISTJ,O,X,O,O,X,X,X,X
LOZISJT,O,X,O,O,O,X,X,X
LOZJTIS,X,X,O,X,O,O,O,O
LOZJTSI,O,X,X,X,O,O,X,O
LOZJITS,X,X,O,O,O,X,O,O
LOZJIST,O,X,O,O,O,X,X,X
LOZJSTI,O,X,X,X,O,O,X,O
LOZJSIT,O,X,O,X,O,X,X,X
LOZSTIJ,O,X,X,X,X,X,X,X
LOZSTJI,O,X,X,X,X,X,X,X
LOZSITJ,O,X,O,X,X,X,X,X
LOZSIJT,O,X,O,X,O,X,X,X
LOZSJTI,O,X,X,X,O,O,X,O
LOZSJIT,O,X,O,X,O,X,X,X
JTILSZO,X,O,X,X,X,X,X,X
JTILSOZ,X,O,X,X,X,X,X,X
JTILZSO,X,X,X,O,X,X,X,X
JTILZOS,X,X,X,O,X,X,X,X
JTILOSZ,X,O,X,X,X,X,X,X
JTILOZS,X,X,X,O,X,X,X,X
JTISLZO,X,O,X,X,X,X,X,X
JTISLOZ,X,O,X,X,X,X,X,X
JTISZLO,X,O,X,X,X,X,X,X
JTISZOL,X,O,X,X,X,X,X,X
JTISOLZ,X,O,X,X,X,X,X,X
JTISOZL,X,O,X,X,X,X,X,X
JTIZLSO,X,X,X,O,X,X,X,X
JTIZLOS,X,X,X,O,X,X,O,X
JTIZSLO,X,O,X,O,X,X,X,X
JTIZSOL,X,O,X,O,X,X,O,X
JTIZOLS,X,X,X,O,X,X,O,X
JTIZOSL,X,O,X,O,X,X,O,X
JTIOLSZ,X,O,X,X,X,X,X,X
JTIOLZS,X,X,X,O,X,X,X,X
JTIOSLZ,X,O,X,X,X,X,X,X
JTIOSZL,X,O,X,X,X,X,X,X
JTIOZLS,X,X,X,O,X,X,O,X
JTIOZSL,X,O,X,O,X,X,O,X
JTLISZO,X,X,X,X,X,O,X,O
JTLISOZ,X,X,X,X,X,O,X,O
JTLIZSO,X,X,X,O,X,O,X,O
JTLIZOS,X,X,X,O,X,O,X,O
JTLIOSZ,X,X,X,X,X,O,X,O
JTLIOZS,X,X,X,O,X,O,X,O
JTLSIZO,X,X,X,X,X,O,X,O
JTLSIOZ,O,X,X,X,X,O,X,O
JTLSZIO,O,X,X,X,X,O,X,O
JTLSZOI,O,X,X,X,X,O,X,O
JTLSOIZ,O,X,X,X,X,O,X,O
JTLSOZI,O,X,X,X,X,O,X,O
JTLZISO,X,X,X,X,X,O,X,O
JTLZIOS,X,X,X,X,X,O,O,O
JTLZSIO,O,X,X,X,X,O,X,O
JTLZSOI,O,X,X,X,X,O,X,O
JTLZOIS,X,X,X,X,X,O,O,O
JTLZOSI,O,X,X,X,X,O,X,O
JTLOISZ,X,X,X,X,X,O,X,O
JTLOIZS,X,X,X,O,X,O,X,O
JTLOSIZ,O,X,X,X,X,O,X,O
JTLOSZI,O,X,X,X,X,O,X,O
JTLOZIS,X,X,X,X,X,O,O,O
JTLOZSI,O,X,X,X,X,O,X,O
JTSILZO,X,O,X,X,X,X,X,X
JTSILOZ,O,O,X,X,X,X,X,X
JTSIZLO,X,O,X,X,X,X,X,X
JTSIZOL,X,O,X,X,X,X,X,X
JTSIOLZ,O,O,X,X,X,X,X,X
JTSIOZL,X,O,X,X,X,X,X,X
JTSLIZO,X,X,X,X,X,O,X,X
JTSLIOZ,O,X,X,X,X,O,X,X
JTSLZIO,O,X,X,X,X,O,X,X
JTSLZOI,O,X,X,X,X,O,X,X
JTSLOIZ,O,X,X,X,X,O,X,X
JTSLOZI,O,X,X,X,X,O,X,X
JTSZILO,O,O,X,X,X,X,X,X
JTSZIOL,O,O,X,X,X,X,O,X
JTSZLIO,O,X,X,X,X,X,X,X
JTSZLOI,O,X,X,X,X,X,X,X
JTSZOIL,O,O,X,X,X,X,O,X
JTSZOLI,O,X,X,X,X,X,X,X
JTSOILZ,O,O,X,X,X,X,X,X
JTSOIZL,X,O,X,X,X,X,X,X
JTSOLIZ,O,X,X,X,X,O,X,X
JTSOLZI,O,X,X,X,X,O,X,X
JTSOZIL,O,O,X,X,X,X,O,X
JTSOZLI,O,X,X,X,X,X,X,X
JTZILSO,X,X,X,X,O,X,X,X
JTZILOS,X,X,X,X,O,X,O,X
