sequence,v115@9gA8IeA8IeB8AeB8EeE8CeA8KefFJvhF0gBmhBziB5?oBqrBlsB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KefFJvhF0gB6mBTiBe?oB5oBVxB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KefFJvhF0gBlhBaoB5?oBTnBWxB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KeRAJvhFUiBGjBFlB6?rB/tBTsB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KefFJvhFlgBiiB5oB0?mBznBWxB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KeRAJvhFTiBFlB0mB6?tBXoBWxB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KeWFJvhF1mB5oBznBi?lB8rB3sB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KefFJvhF0gBaoB5oBz?mB+sBlrB
LISOJTZ,O,X,O,O,X,X,X,O
LISOJZT,O,X,O,O,X,X,X,O
LISOZTJ,O,X,O,O,O,X,X,X
LISOZJT,O,X,O,O,O,X,X,O
LIZTJSO,O,X,X,O,X,X,X,X
LIZTJOS,O,X,X,X,X,O,X,X
LIZTSJO,O,X,X,O,X,X,X,X
LIZTSOJ,O,X,X,O,X,O,X,X
LIZTOJS,O,X,X,X,X,O,X,X
LIZTOSJ,O,X,X,O,X,O,X,X
LIZJTSO,O,X,O,X,X,X,X,X
LIZJTOS,O,X,X,X,X,X,X,X
LIZJSTO,O,X,O,O,X,X,X,O
LIZJSOT,O,X,O,O,X,X,X,O
LIZJOTS,X,X,X,X,X,X,X,X
LIZJOST,X,X,X,X,X,X,X,O
LIZSTJO,O,X,O,O,X,X,X,O
LIZSTOJ,O,X,O,O,O,X,X,X
LIZSJTO,O,X,O,O,X,X,X,O
LIZSJOT,O,X,O,O,X,X,X,O
LIZSOTJ,O,X,O,O,O,X,X,X
LIZSOJT,O,X,O,O,O,X,X,O
LIZOTJS,X,X,X,X,X,O,X,X
LIZOTSJ,X,X,X,O,O,O,X,X
LIZOJTS,X,X,X,X,X,X,X,X
LIZOJST,X,X,X,O,O,X,X,X
LIZOSTJ,X,X,X,O,O,X,X,X
LIZOSJT,X,X,X,O,O,X,X,X
LIOTJSZ,O,X,X,O,X,X,O,X
LIOTJZS,O,X,X,O,X,X,O,X
LIOTSJZ,O,X,X,O,X,X,X,X
LIOTSZJ,O,X,X,O,X,X,X,X
LIOTZJS,O,X,X,O,X,X,X,X
LIOTZSJ,O,X,X,O,X,X,X,X
LIOJTSZ,O,X,O,X,X,X,O,O
LIOJTZS,O,X,X,X,X,X,O,X
LIOJSTZ,O,X,O,O,X,X,X,O
LIOJSZT,O,X,O,O,X,X,X,O
LIOJZTS,X,X,X,X,X,X,X,X
LIOJZST,X,X,X,O,X,X,X,O
LIOSTJZ,O,X,X,O,X,X,X,X
LIOSTZJ,O,X,X,O,O,X,X,X
LIOSJTZ,O,X,O,O,X,X,X,O
LIOSJZT,O,X,O,O,X,X,X,O
LIOSZTJ,O,X,O,O,O,X,X,X
LIOSZJT,O,X,O,O,O,X,X,O
LIOZTJS,X,X,X,O,X,X,X,X
LIOZTSJ,X,X,X,O,O,X,X,X
LIOZJTS,X,X,X,X,X,X,X,X
LIOZJST,X,X,X,O,O,X,X,X
LIOZSTJ,X,X,X,O,O,X,X,X
LIOZSJT,X,X,X,O,O,X,X,X
LJTISZO,O,O,O,O,X,X,X,O
LJTISOZ,O,O,O,O,X,X,X,O
LJTIZSO,O,O,O,O,X,X,X,X
LJTIZOS,O,O,X,X,X,O,X,X
LJTIOSZ,O,O,O,O,X,X,O,O
LJTIOZS,O,O,O,O,X,X,O,X
LJTSIZO,O,O,O,O,X,X,X,O
LJTSIOZ,O,O,O,O,X,X,X,O
LJTSZIO,O,O,O,O,X,X,X,O
LJTSZOI,O,O,O,O,X,X,X,O
LJTSOIZ,O,O,O,O,X,X,X,O
LJTSOZI,O,O,O,O,X,X,X,O
LJTZISO,O,O,O,O,X,X,X,X
LJTZIOS,O,O,X,X,X,O,X,X
LJTZSIO,O,O,O,O,X,X,X,X
LJTZSOI,O,O,O,O,X,X,X,X
LJTZOIS,O,O,X,X,X,O,X,X
LJTZOSI,O,O,X,X,X,O,X,X
LJTOISZ,O,O,O,O,X,X,O,O
LJTOIZS,O,O,O,O,X,X,O,X
LJTOSIZ,O,O,O,O,X,X,X,O
LJTOSZI,O,O,O,O,X,X,X,O
LJTOZIS,O,O,O,O,X,X,X,X
LJTOZSI,O,O,O,O,X,X,X,X
LJITSZO,O,O,O,X,X,X,X,O
LJITSOZ,O,O,O,X,X,X,X,O
LJITZSO,O,O,O,X,X,X,X,X
LJITZOS,O,O,X,X,X,X,X,X
LJITOSZ,O,O,O,X,X,X,O,O
LJITOZS,O,O,O,X,X,X,O,X
LJISTZO,O,O,O,O,X,X,X,O
LJISTOZ,O,O,O,X,X,X,X,O
LJISZTO,O,O,O,O,X,X,X,O
LJISZOT,O,X,O,O,X,X,X,O
LJISOTZ,O,X,O,O,X,X,X,O
LJISOZT,O,X,O,O,X,X,X,O
LJIZTSO,O,X,O,X,X,X,X,X
LJIZTOS,O,X,X,X,X,X,X,X
LJIZSTO,O,X,O,O,X,X,X,O
LJIZSOT,O,X,O,O,X,X,X,O
LJIZOTS,X,X,X,X,X,X,X,X
LJIZOST,X,X,X,X,X,X,X,O
LJIOTSZ,O,X,O,X,X,X,O,O
LJIOTZS,O,X,O,X,X,X,O,X
LJIOSTZ,O,X,O,O,X,X,X,O
LJIOSZT,O,X,O,O,X,X,X,O
LJIOZTS,X,X,O,X,X,X,X,X
LJIOZST,X,X,O,O,X,X,X,O
LJSTIZO,O,O,O,O,X,X,X,O
LJSTIOZ,O,O,O,O,X,X,X,O
LJSTZIO,O,O,O,O,X,X,X,O
LJSTZOI,O,O,O,O,X,X,X,O
LJSTOIZ,O,O,O,O,X,X,X,O
LJSTOZI,O,O,O,O,X,X,X,O
LJSITZO,O,O,O,O,X,X,X,O
LJSITOZ,O,O,O,O,X,X,X,O
LJSIZTO,O,O,O,O,X,X,X,O
LJSIZOT,O,X,O,O,X,X,X,O
LJSIOTZ,O,X,O,O,X,X,X,O
LJSIOZT,O,X,O,O,X,X,X,O
LJSZTIO,O,O,O,O,X,X,X,O
LJSZTOI,O,O,O,O,X,X,X,O
LJSZITO,O,O,O,O,X,X,X,O
LJSZIOT,O,X,O,O,X,X,X,O
LJSZOTI,O,X,O,O,X,X,X,O
LJSZOIT,O,X,O,O,X,X,X,O
LJSOTIZ,O,X,O,O,X,X,X,O
LJSOTZI,O,X,O,O,X,X,X,O
LJSOITZ,O,X,O,O,X,X,X,O
LJSOIZT,O,X,O,O,X,X,X,O
LJSOZTI,O,X,O,O,X,X,X,O
LJSOZIT,O,X,O,O,X,X,X,O
LJZTISO,O,X,O,O,X,X,X,X
LJZTIOS,O,X,X,X,X,O,X,X
LJZTSIO,O,X,O,O,X,X,X,X
LJZTSOI,O,X,O,O,X,X,X,X
LJZTOIS,O,X,X,X,X,O,X,X
LJZTOSI,O,X,X,X,X,O,X,X
LJZITSO,O,X,O,X,X,X,X,X
LJZITOS,O,X,X,X,X,X,X,X
LJZISTO,O,X,O,O,X,X,X,O
LJZISOT,O,X,O,O,X,X,X,O
LJZIOTS,X,X,X,X,X,X,X,X
LJZIOST,X,X,X,X,X,X,X,O
LJZSTIO,O,X,O,O,X,X,X,O
LJZSTOI,O,X,O,O,X,X,X,O
LJZSITO,O,X,O,O,X,X,X,O
LJZSIOT,O,X,O,O,X,X,X,O
LJZSOTI,O,X,O,O,X,X,X,O
LJZSOIT,O,X,O,O,X,X,X,O
LJZOTIS,X,X,X,X,X,O,X,X
LJZOTSI,X,X,X,X,X,O,X,X
LJZOITS,X,X,X,X,X,X,X,X
LJZOIST,X,X,X,X,X,X,X,O
LJZOSTI,X,X,X,X,X,X,X,O
LJZOSIT,X,X,X,X,X,X,X,O
LJOTISZ,O,X,O,O,X,X,O,O
LJOTIZS,O,X,O,O,X,X,O,X
LJOTSIZ,O,X,O,O,X,X,X,O
LJOTSZI,O,X,O,O,X,X,X,O
LJOTZIS,O,X,O,O,X,X,X,X
LJOTZSI,O,X,O,O,X,X,X,X
LJOITSZ,O,X,O,X,X,X,O,O
LJOITZS,O,X,O,X,X,X,O,X
LJOISTZ,O,X,O,O,X,X,X,O
LJOISZT,O,X,O,O,X,X,X,O
LJOIZTS,X,X,O,X,X,X,X,X
LJOIZST,X,X,O,O,X,X,X,O
LJOSTIZ,O,X,O,O,X,X,X,O
LJOSTZI,O,X,O,O,X,X,X,O
LJOSITZ,O,X,O,O,X,X,X,O
LJOSIZT,O,X,O,O,X,X,X,O
LJOSZTI,O,X,O,O,X,X,X,O
LJOSZIT,O,X,O,O,X,X,X,O
LJOZTIS,X,X,O,O,X,X,X,X
LJOZTSI,X,X,O,O,X,X,X,X
LJOZITS,X,X,O,X,X,X,X,X
LJOZIST,X,X,O,O,X,X,X,O
LJOZSTI,X,X,O,O,X,X,X,O
LJOZSIT,X,X,O,O,X,X,X,O
LSTIJZO,O,O,O,O,X,X,X,O
LSTIJOZ,O,O,O,O,X,X,X,O
LSTIZJO,O,O,O,O,X,X,X,O
LSTIZOJ,O,O,O,O,O,O,X,X
LSTIOJZ,O,O,X,O,X,X,X,X
LSTIOZJ,O,O,X,O,O,X,X,X
LSTJIZO,O,O,O,O,X,X,X,O
LSTJIOZ,O,O,O,O,X,X,X,O
LSTJZIO,O,O,O,O,X,X,X,O
LSTJZOI,O,O,O,O,X,X,X,O
LSTJOIZ,O,O,O,O,X,X,X,O
LSTJOZI,O,O,O,O,X,X,X,O
LSTZIJO,O,O,O,O,X,X,X,O
LSTZIOJ,O,O,O,O,O,O,X,X
LSTZJIO,O,O,O,O,X,X,X,O
LSTZJOI,O,O,O,O,X,X,X,O
LSTZOIJ,O,O,O,O,O,O,X,X
LSTZOJI,O,O,X,O,O,O,X,X
LSTOIJZ,O,O,X,O,X,X,X,X
LSTOIZJ,O,O,X,O,O,X,X,X
LSTOJIZ,O,O,X,O,X,X,X,X
LSTOJZI,O,O,X,O,X,X,X,X
LSTOZIJ,O,O,X,O,O,X,X,X
LSTOZJI,O,O,X,O,O,X,X,X
LSITJZO,O,O,O,O,X,X,X,O
LSITJOZ,O,O,O,O,X,X,X,O
LSITZJO,O,O,O,O,X,X,X,O
LSITZOJ,O,O,O,O,O,X,X,X
LSITOJZ,O,O,X,O,X,X,X,X
LSITOZJ,O,O,X,O,O,X,X,X
LSIJTZO,O,O,O,O,X,X,X,O
LSIJTOZ,O,O,O,O,X,X,X,O
LSIJZTO,O,O,O,O,X,X,X,O
LSIJZOT,O,X,O,O,X,X,X,O
LSIJOTZ,O,X,O,O,X,X,X,O
LSIJOZT,O,X,O,O,X,X,X,O
LSIZTJO,O,O,O,O,X,X,X,O
LSIZTOJ,O,O,O,O,O,X,X,X
LSIZJTO,O,O,O,O,X,X,X,O
LSIZJOT,O,X,O,O,X,X,X,O
LSIZOTJ,O,X,O,O,O,X,X,X
LSIZOJT,O,X,O,O,O,X,X,O
LSIOTJZ,O,X,X,O,X,X,X,X
LSIOTZJ,O,X,X,O,O,X,X,X
LSIOJTZ,O,X,O,O,X,X,X,O
LSIOJZT,O,X,O,O,X,X,X,O
LSIOZTJ,O,X,O,O,O,X,X,X
LSIOZJT,O,X,O,O,O,X,X,O
LSJTIZO,O,O,O,O,X,X,X,O
LSJTIOZ,O,O,O,O,X,X,X,O
LSJTZIO,O,O,O,O,X,X,X,O
LSJTZOI,O,O,O,O,X,X,X,O
LSJTOIZ,O,O,O,O,X,X,X,O
LSJTOZI,O,O,O,O,X,X,X,O
LSJITZO,O,O,O,O,X,X,X,O
LSJITOZ,O,O,O,O,X,X,X,O
LSJIZTO,O,O,O,O,X,X,X,O
LSJIZOT,O,X,O,O,X,X,X,O
LSJIOTZ,O,X,O,O,X,X,X,O
LSJIOZT,O,X,O,O,X,X,X,O
LSJZTIO,O,O,O,O,X,X,X,O
LSJZTOI,O,O,O,O,X,X,X,O
LSJZITO,O,O,O,O,X,X,X,O
LSJZIOT,O,X,O,O,X,X,X,O
LSJZOTI,O,X,O,O,X,X,X,O
LSJZOIT,O,X,O,O,X,X,X,O
LSJOTIZ,O,X,O,O,X,X,X,O
LSJOTZI,O,X,O,O,X,X,X,O
LSJOITZ,O,X,O,O,X,X,X,O
LSJOIZT,O,X,O,O,X,X,X,O
LSJOZTI,O,X,O,O,X,X,X,O
LSJOZIT,O,X,O,O,X,X,X,O
LSZTIJO,O,O,O,O,X,X,X,O
LSZTIOJ,O,O,O,O,O,O,X,X
LSZTJIO,O,O,O,O,X,X,X,O
LSZTJOI,O,O,O,O,X,X,X,O
LSZTOIJ,O,O,O,O,O,O,X,X
LSZTOJI,O,O,X,O,O,O,X,X
LSZITJO,O,O,O,O,X,X,X,O
LSZITOJ,O,O,O,O,O,X,X,X
LSZIJTO,O,O,O,O,X,X,X,O
LSZIJOT,O,X,O,O,X,X,X,O
LSZIOTJ,O,X,O,O,O,X,X,X
LSZIOJT,O,X,O,O,O,X,X,O
LSZJTIO,O,O,O,O,X,X,X,O
LSZJTOI,O,O,O,O,X,X,X,O
LSZJITO,O,O,O,O,X,X,X,O
LSZJIOT,O,X,O,O,X,X,X,O
LSZJOTI,O,X,O,O,X,X,X,O
LSZJOIT,O,X,O,O,X,X,X,O
LSZOTIJ,O,X,O,O,O,O,X,X
LSZOTJI,O,X,X,O,O,O,X,X
LSZOITJ,O,X,O,O,O,X,X,X
LSZOIJT,O,X,O,O,O,X,X,O
LSZOJTI,O,X,O,O,O,X,X,O
LSZOJIT,O,X,O,O,O,X,X,O
LSOTIJZ,O,X,X,O,X,X,X,X
LSOTIZJ,O,X,X,O,O,X,X,X
LSOTJIZ,O,X,X,O,X,X,X,X
LSOTJZI,O,X,X,O,X,X,X,X
LSOTZIJ,O,X,X,O,O,X,X,X
LSOTZJI,O,X,X,O,O,X,X,X
LSOITJZ,O,X,X,O,X,X,X,X
LSOITZJ,O,X,X,O,O,X,X,X
LSOIJTZ,O,X,O,O,X,X,X,O
LSOIJZT,O,X,O,O,X,X,X,O
LSOIZTJ,O,X,O,O,O,X,X,X
LSOIZJT,O,X,O,O,O,X,X,O
LSOJTIZ,O,X,O,O,X,X,X,O
LSOJTZI,O,X,O,O,X,X,X,O
LSOJITZ,O,X,O,O,X,X,X,O
LSOJIZT,O,X,O,O,X,X,X,O
LSOJZTI,O,X,O,O,X,X,X,O
LSOJZIT,O,X,O,O,X,X,X,O
LSOZTIJ,O,X,O,O,O,X,X,X
LSOZTJI,O,X,X,O,O,X,X,X
LSOZITJ,O,X,O,O,O,X,X,X
LSOZIJT,O,X,O,O,O,X,X,O
LSOZJTI,O,X,O,O,O,X,X,O
LSOZJIT,O,X,O,O,O,X,X,O
LZTIJSO,O,X,X,O,X,X,X,X
LZTIJOS,O,X,X,X,X,O,X,X
LZTISJO,O,X,X,O,X,X,X,X
LZTISOJ,O,X,X,O,X,O,X,X
LZTIOJS,O,X,X,O,X,O,X,X
LZTIOSJ,O,X,X,O,X,O,X,X
LZTJISO,O,X,X,O,X,X,X,X
LZTJIOS,O,X,X,X,X,O,X,X
LZTJSIO,O,X,X,O,X,X,X,X
LZTJSOI,O,X,X,O,X,X,X,X
LZTJOIS,O,X,X,X,X,O,X,X
LZTJOSI,O,X,X,X,X,O,X,X
LZTSIJO,O,X,X,O,X,X,X,X
LZTSIOJ,O,X,X,O,X,O,X,X
LZTSJIO,O,X,X,O,X,X,X,X
LZTSJOI,O,X,X,O,X,X,X,X
LZTSOIJ,O,X,X,O,X,O,X,X
LZTSOJI,O,X,X,O,X,O,X,X
LZTOIJS,O,X,X,O,X,O,X,X
LZTOISJ,O,X,X,O,X,O,X,X
LZTOJIS,O,X,X,O,X,O,X,X
LZTOJSI,O,X,X,O,X,O,X,X
LZTOSIJ,O,X,X,O,X,O,X,X
LZTOSJI,O,X,X,O,X,O,X,X
LZITJSO,O,X,X,O,X,X,X,X
LZITJOS,O,X,X,X,X,O,X,X
LZITSJO,O,X,X,O,X,X,X,X
LZITSOJ,O,X,X,O,X,O,X,X
LZITOJS,O,X,X,X,X,O,X,X
LZITOSJ,O,X,X,O,X,O,X,X
LZIJTSO,O,X,O,X,X,X,X,X
LZIJTOS,O,X,X,X,X,X,X,X
LZIJSTO,O,X,O,O,X,X,X,O
LZIJSOT,O,X,O,O,X,X,X,O
LZIJOTS,X,X,X,X,X,X,X,X
LZIJOST,X,X,X,X,X,X,X,O
LZISTJO,O,X,O,O,X,X,X,O
LZISTOJ,O,X,O,O,O,X,X,X
LZISJTO,O,X,O,O,X,X,X,O
LZISJOT,O,X,O,O,X,X,X,O
LZISOTJ,O,X,O,O,O,X,X,X
LZISOJT,O,X,O,O,O,X,X,O
LZIOTJS,X,X,X,X,X,O,X,X
LZIOTSJ,X,X,X,O,O,O,X,X
LZIOJTS,X,X,X,X,X,X,X,X
LZIOJST,X,X,X,O,O,X,X,X
LZIOSTJ,X,X,X,O,O,X,X,X
LZIOSJT,X,X,X,O,O,X,X,X
LZJTISO,O,X,O,O,X,X,X,X
LZJTIOS,O,X,X,X,X,O,X,X
LZJTSIO,O,X,O,O,X,X,X,X
LZJTSOI,O,X,O,O,X,X,X,X
LZJTOIS,O,X,X,X,X,O,X,X
LZJTOSI,O,X,X,X,X,O,X,X
LZJITSO,O,X,O,X,X,X,X,X
LZJITOS,O,X,X,X,X,X,X,X
LZJISTO,O,X,O,O,X,X,X,O
LZJISOT,O,X,O,O,X,X,X,O
LZJIOTS,X,X,X,X,X,X,X,X
LZJIOST,X,X,X,X,X,X,X,O
LZJSTIO,O,X,O,O,X,X,X,O
LZJSTOI,O,X,O,O,X,X,X,O
LZJSITO,O,X,O,O,X,X,X,O
LZJSIOT,O,X,O,O,X,X,X,O
LZJSOTI,O,X,O,O,X,X,X,O
LZJSOIT,O,X,O,O,X,X,X,O
LZJOTIS,X,X,X,X,X,O,X,X
LZJOTSI,X,X,X,X,X,O,X,X
LZJOITS,X,X,X,X,X,X,X,X
LZJOIST,X,X,X,X,X,X,X,O
LZJOSTI,X,X,X,X,X,X,X,O
LZJOSIT,X,X,X,X,X,X,X,O
LZSTIJO,O,X,O,O,X,X,X,O
LZSTIOJ,O,X,O,O,O,O,X,X
LZSTJIO,O,X,O,O,X,X,X,O
LZSTJOI,O,X,O,O,X,X,X,O
LZSTOIJ,O,X,O,O,O,O,X,X
LZSTOJI,O,X,X,O,O,O,X,X
LZSITJO,O,X,O,O,X,X,X,O
LZSITOJ,O,X,O,O,O,X,X,X
LZSIJTO,O,X,O,O,X,X,X,O
LZSIJOT,O,X,O,O,X,X,X,O
LZSIOTJ,O,X,O,O,O,X,X,X
LZSIOJT,O,X,O,O,O,X,X,O
LZSJTIO,O,X,O,O,X,X,X,O
LZSJTOI,O,X,O,O,X,X,X,O
LZSJITO,O,X,O,O,X,X,X,O
LZSJIOT,O,X,O,O,X,X,X,O
LZSJOTI,O,X,O,O,X,X,X,O
LZSJOIT,O,X,O,O,X,X,X,O
LZSOTIJ,O,X,O,O,O,O,X,X
LZSOTJI,O,X,X,O,O,O,X,X
LZSOITJ,O,X,O,O,O,X,X,X
LZSOIJT,O,X,O,O,O,X,X,O
LZSOJTI,O,X,O,O,O,X,X,O
LZSOJIT,O,X,O,O,O,X,X,O
LZOTIJS,X,X,X,O,X,O,X,X
LZOTISJ,X,X,X,O,O,O,X,X
LZOTJIS,X,X,X,O,X,O,X,X
LZOTJSI,X,X,X,O,X,O,X,X
LZOTSIJ,X,X,X,O,O,O,X,X
LZOTSJI,X,X,X,O,O,O,X,X
LZOITJS,X,X,X,O,X,O,X,X
LZOITSJ,X,X,X,O,O,O,X,X
LZOIJTS,X,X,X,X,X,X,X,X
LZOIJST,X,X,X,O,O,X,X,X
LZOISTJ,X,X,X,O,O,X,X,X
LZOISJT,X,X,X,O,O,X,X,X
LZOJTIS,X,X,X,O,X,O,X,X
LZOJTSI,X,X,X,O,X,O,X,X
LZOJITS,X,X,X,X,X,X,X,X
LZOJIST,X,X,X,O,O,X,X,X
LZOJSTI,X,X,X,O,O,X,X,X
LZOJSIT,X,X,X,O,O,X,X,X
LZOSTIJ,X,X,X,O,O,O,X,X
LZOSTJI,X,X,X,O,O,O,X,X
LZOSITJ,X,X,X,O,O,X,X,X
LZOSIJT,X,X,X,O,O,X,X,X
LZOSJTI,X,X,X,O,O,X,X,X
LZOSJIT,X,X,X,O,O,X,X,X
LOTIJSZ,O,X,X,O,X,X,O,X
LOTIJZS,O,X,X,O,X,X,O,X
LOTISJZ,O,X,X,O,X,X,X,X
LOTISZJ,O,X,X,O,X,X,X,X
LOTIZJS,O,X,X,O,X,O,X,X
LOTIZSJ,O,X,X,O,X,O,X,X
LOTJISZ,O,X,X,O,X,X,O,X
LOTJIZS,O,X,X,O,X,X,O,X
LOTJSIZ,O,X,X,O,X,X,X,X
LOTJSZI,O,X,X,O,X,X,X,X
LOTJZIS,O,X,X,O,X,X,X,X
LOTJZSI,O,X,X,O,X,X,X,X
LOTSIJZ,O,X,X,O,X,X,X,X
LOTSIZJ,O,X,X,O,X,X,X,X
LOTSJIZ,O,X,X,O,X,X,X,X
LOTSJZI,O,X,X,O,X,X,X,X
LOTSZIJ,O,X,X,O,X,X,X,X
LOTSZJI,O,X,X,O,X,X,X,X
LOTZIJS,O,X,X,O,X,O,X,X
LOTZISJ,O,X,X,O,X,O,X,X
LOTZJIS,O,X,X,O,X,O,X,X
LOTZJSI,O,X,X,O,X,O,X,X
LOTZSIJ,O,X,X,O,X,O,X,X
LOTZSJI,O,X,X,O,X,O,X,X
LOITJSZ,O,X,X,O,X,X,O,X
LOITJZS,O,X,X,O,X,X,O,X
LOITSJZ,O,X,X,O,X,X,X,X
LOITSZJ,O,X,X,O,X,X,X,X
LOITZJS,O,X,X,O,X,X,X,X
LOITZSJ,O,X,X,O,X,X,X,X
LOIJTSZ,O,X,O,X,X,X,O,O
LOIJTZS,O,X,X,X,X,X,O,X
LOIJSTZ,O,X,O,O,X,X,X,O
LOIJSZT,O,X,O,O,X,X,X,O
LOIJZTS,X,X,X,X,X,X,X,X
LOIJZST,X,X,X,O,X,X,X,O
LOISTJZ,O,X,X,O,X,X,X,X
LOISTZJ,O,X,X,O,O,X,X,X
LOISJTZ,O,X,O,O,X,X,X,O
LOISJZT,O,X,O,O,X,X,X,O
LOISZTJ,O,X,O,O,O,X,X,X
LOISZJT,O,X,O,O,O,X,X,O
LOIZTJS,X,X,X,O,X,X,X,X
LOIZTSJ,X,X,X,O,O,X,X,X
LOIZJTS,X,X,X,X,X,X,X,X
LOIZJST,X,X,X,O,O,X,X,X
LOIZSTJ,X,X,X,O,O,X,X,X
LOIZSJT,X,X,X,O,O,X,X,X
LOJTISZ,O,X,O,O,X,X,O,O
LOJTIZS,O,X,X,O,X,X,O,X
LOJTSIZ,O,X,O,O,X,X,X,O
LOJTSZI,O,X,O,O,X,X,X,O
LOJTZIS,O,X,X,O,X,X,X,X
LOJTZSI,O,X,X,O,X,X,X,X
LOJITSZ,O,X,O,X,X,X,O,O
LOJITZS,O,X,X,X,X,X,O,X
LOJISTZ,O,X,O,O,X,X,X,O
LOJISZT,O,X,O,O,X,X,X,O
LOJIZTS,X,X,X,X,X,X,X,X
LOJIZST,X,X,X,O,X,X,X,O
LOJSTIZ,O,X,O,O,X,X,X,O
LOJSTZI,O,X,O,O,X,X,X,O
LOJSITZ,O,X,O,O,X,X,X,O
LOJSIZT,O,X,O,O,X,X,X,O
LOJSZTI,O,X,O,O,X,X,X,O
LOJSZIT,O,X,O,O,X,X,X,O
LOJZTIS,X,X,X,O,X,X,X,X
LOJZTSI,X,X,X,O,X,X,X,X
LOJZITS,X,X,X,X,X,X,X,X
LOJZIST,X,X,X,O,X,X,X,O
LOJZSTI,X,X,X,O,X,X,X,O
LOJZSIT,X,X,X,O,X,X,X,O
LOSTIJZ,O,X,X,O,X,X,X,X
LOSTIZJ,O,X,X,O,O,X,X,X
LOSTJIZ,O,X,X,O,X,X,X,X
LOSTJZI,O,X,X,O,X,X,X,X
LOSTZIJ,O,X,X,O,O,X,X,X
LOSTZJI,O,X,X,O,O,X,X,X
LOSITJZ,O,X,X,O,X,X,X,X
LOSITZJ,O,X,X,O,O,X,X,X
LOSIJTZ,O,X,O,O,X,X,X,O
LOSIJZT,O,X,O,O,X,X,X,O
LOSIZTJ,O,X,O,O,O,X,X,X
LOSIZJT,O,X,O,O,O,X,X,O
LOSJTIZ,O,X,O,O,X,X,X,O
LOSJTZI,O,X,O,O,X,X,X,O
LOSJITZ,O,X,O,O,X,X,X,O
LOSJIZT,O,X,O,O,X,X,X,O
LOSJZTI,O,X,O,O,X,X,X,O
LOSJZIT,O,X,O,O,X,X,X,O
LOSZTIJ,O,X,O,O,O,X,X,X
LOSZTJI,O,X,X,O,O,X,X,X
LOSZITJ,O,X,O,O,O,X,X,X
LOSZIJT,O,X,O,O,O,X,X,O
LOSZJTI,O,X,O,O,O,X,X,O
LOSZJIT,O,X,O,O,O,X,X,O
LOZTIJS,X,X,X,O,X,O,X,X
LOZTISJ,X,X,X,O,O,O,X,X
LOZTJIS,X,X,X,O,X,O,X,X
LOZTJSI,X,X,X,O,X,O,X,X
LOZTSIJ,X,X,X,O,O,O,X,X
LOZTSJI,X,X,X,O,O,O,X,X
LOZITJS,X,X,X,O,X,O,X,X
LOZITSJ,X,X,X,O,O,O,X,X
LOZIJTS,X,X,X,X,X,X,X,X
LOZIJST,X,X,X,O,O,X,X,X
LOZISTJ,X,X,X,O,O,X,X,X
LOZISJT,X,X,X,O,O,X,X,X
LOZJTIS,X,X,X,O,X,O,X,X
LOZJTSI,X,X,X,O,X,O,X,X
LOZJITS,X,X,X,X,X,X,X,X
LOZJIST,X,X,X,O,O,X,X,X
LOZJSTI,X,X,X,O,O,X,X,X
LOZJSIT,X,X,X,O,O,X,X,X
LOZSTIJ,X,X,X,O,O,O,X,X
LOZSTJI,X,X,X,O,O,O,X,X
LOZSITJ,X,X,X,O,O,X,X,X
LOZSIJT,X,X,X,O,O,X,X,X
LOZSJTI,X,X,X,O,O,X,X,X
LOZSJIT,X,X,X,O,O,X,X,X
JTILSZO,O,O,O,O,X,X,X,O
JTILSOZ,O,O,O,O,X,X,X,O
JTILZSO,O,O,O,O,X,X,X,X
JTILZOS,O,O,X,X,X,O,X,X
JTILOSZ,O,O,O,O,X,X,O,O
JTILOZS,O,O,O,O,X,X,O,X
JTISLZO,O,O,O,O,X,X,X,O
JTISLOZ,O,O,O,O,X,X,X,O
JTISZLO,X,O,O,O,X,X,X,O
JTISZOL,X,O,O,O,X,X,X,O
JTISOLZ,O,O,O,O,X,X,O,O
JTISOZL,X,O,O,O,X,X,O,O
JTIZLSO,X,O,O,X,X,X,X,X
JTIZLOS,X,O,X,X,X,O,X,X
JTIZSLO,X,O,O,X,X,X,X,X
JTIZSOL,X,O,O,X,X,X,X,X
JTIZOLS,X,O,O,X,X,O,O,X
JTIZOSL,X,O,O,X,X,X,O,X
JTIOLSZ,O,O,O,X,X,X,O,O
JTIOLZS,O,O,O,X,X,X,O,X
JTIOSLZ,O,O,O,O,X,X,O,O
JTIOSZL,X,O,O,O,X,X,O,O
JTIOZLS,X,O,O,X,X,X,O,X
JTIOZSL,X,O,O,O,X,X,O,X
JTLISZO,O,O,O,O,X,X,X,O
JTLISOZ,O,O,O,O,X,X,X,O
JTLIZSO,O,O,O,O,X,X,X,X
JTLIZOS,O,O,X,X,X,O,X,X
JTLIOSZ,O,O,O,O,X,X,O,O
JTLIOZS,O,O,O,O,X,X,O,X
JTLSIZO,O,O,O,O,X,X,X,O
JTLSIOZ,O,O,O,O,X,X,X,O
