sequence,v115@XhA8AeF8AeE8JeOEJvhF0hB6nBTjBRlBXlBFrB,v115@XhA8AeF8AeE8JeKEJvhFflB0gBxhBTjBGnBFrB,v115@XhA8AeF8AeE8Je0/IvhFxgB6nBTjB2pBfrBlrB,v115@XhA8AeF8AeE8JeKEJvhFzfBRhBGjB3lBcrBlsB,v115@XhA8AeF8AeE8Je3AJvhFTjB0kBxmBikBGnBFrB,v115@XhA8AeF8AeE8Jem/IvhFSoBTkBRmB3lBcrBlsB
ZSTLJIO,O,X,O,O,X,X
ZSTLJOI,O,X,O,O,X,X
ZSTLOIJ,O,X,O,O,O,X
ZSTLOJI,O,X,O,O,X,X
ZSTJILO,O,X,O,O,X,X
ZSTJIOL,O,X,O,O,O,X
ZSTJLIO,O,X,O,O,X,X
ZSTJLOI,O,X,O,O,X,X
ZSTJOIL,O,X,O,O,O,X
ZSTJOLI,O,X,O,O,X,X
ZSTOILJ,O,X,O,O,O,X
ZSTOIJL,O,X,O,O,O,X
ZSTOLIJ,O,X,O,O,O,X
ZSTOLJI,O,X,O,O,X,X
ZSTOJIL,O,X,O,O,O,X
ZSTOJLI,O,X,O,O,X,X
ZSITLJO,X,X,X,O,X,X
ZSITLOJ,X,X,X,O,X,X
ZSITJLO,X,X,X,O,X,X
ZSITJOL,X,X,X,O,X,X
ZSITOLJ,X,X,X,O,O,X
ZSITOJL,X,X,X,O,O,X
ZSILTJO,X,X,X,O,X,X
ZSILTOJ,X,X,X,O,X,X
ZSILJTO,X,X,O,O,X,X
ZSILJOT,X,X,O,O,X,X
ZSILOTJ,X,X,X,O,O,X
ZSILOJT,X,X,O,O,O,X
ZSIJTLO,X,X,O,O,X,X
ZSIJTOL,X,X,O,O,X,X
ZSIJLTO,X,X,O,O,X,X
ZSIJLOT,X,X,O,O,X,X
ZSIJOTL,X,X,O,X,O,X
ZSIJOLT,X,X,O,O,O,X
ZSIOTLJ,X,X,O,O,O,X
ZSIOTJL,X,X,O,O,O,X
ZSIOLTJ,X,X,X,O,O,X
ZSIOLJT,X,X,O,O,O,X
ZSIOJTL,X,X,O,X,O,X
ZSIOJLT,X,X,O,O,O,X
ZSLTIJO,O,X,O,O,X,X
ZSLTIOJ,O,X,O,O,X,X
ZSLTJIO,O,X,O,O,X,X
ZSLTJOI,O,X,O,O,X,X
ZSLTOIJ,O,X,O,O,X,X
ZSLTOJI,O,X,O,O,X,X
ZSLITJO,X,X,X,O,X,X
ZSLITOJ,X,X,X,O,X,X
ZSLIJTO,X,X,O,O,X,X
ZSLIJOT,X,X,O,O,X,X
ZSLIOTJ,X,X,X,O,O,X
ZSLIOJT,X,X,O,O,O,X
ZSLJTIO,O,X,O,O,X,X
ZSLJTOI,O,X,O,O,X,X
ZSLJITO,X,X,O,O,X,X
ZSLJIOT,X,X,O,O,X,X
ZSLJOTI,O,X,O,O,X,X
ZSLJOIT,X,X,O,O,X,X
ZSLOTIJ,O,X,O,O,X,X
ZSLOTJI,O,X,O,O,X,X
ZSLOITJ,X,X,X,O,O,X
ZSLOIJT,X,X,O,O,O,X
ZSLOJTI,O,X,O,O,X,X
ZSLOJIT,X,X,O,O,X,X
ZSJTILO,O,X,O,O,X,X
ZSJTIOL,O,X,O,O,X,X
ZSJTLIO,O,X,O,O,X,X
ZSJTLOI,O,X,O,O,X,X
ZSJTOIL,O,X,O,O,X,X
ZSJTOLI,O,X,O,O,X,X
ZSJITLO,X,X,O,O,X,X
ZSJITOL,X,X,O,O,X,X
ZSJILTO,X,X,O,O,X,X
ZSJILOT,X,X,O,O,X,X
ZSJIOTL,X,X,O,X,O,X
ZSJIOLT,X,X,O,O,O,X
ZSJLTIO,O,X,O,O,X,X
ZSJLTOI,O,X,O,O,X,X
ZSJLITO,X,X,O,O,X,X
ZSJLIOT,X,X,O,O,X,X
ZSJLOTI,O,X,O,O,X,X
ZSJLOIT,X,X,O,O,X,X
ZSJOTIL,O,X,O,X,X,X
ZSJOTLI,O,X,O,X,X,X
ZSJOITL,X,X,O,X,O,X
ZSJOILT,X,X,O,O,O,X
ZSJOLTI,O,X,O,O,X,X
ZSJOLIT,X,X,O,O,X,X
ZSOTILJ,O,X,O,O,O,X
ZSOTIJL,O,X,O,O,O,X
ZSOTLIJ,O,X,O,O,O,X
ZSOTLJI,O,X,O,O,X,X
ZSOTJIL,O,X,O,O,O,X
ZSOTJLI,O,X,O,O,X,X
ZSOITLJ,X,X,O,O,O,X
ZSOITJL,X,X,O,O,O,X
ZSOILTJ,X,X,X,O,O,X
ZSOILJT,X,X,O,O,O,X
ZSOIJTL,X,X,O,X,O,X
ZSOIJLT,X,X,O,O,O,X
ZSOLTIJ,O,X,O,O,X,X
ZSOLTJI,O,X,O,O,X,X
ZSOLITJ,X,X,X,O,O,X
ZSOLIJT,X,X,O,O,O,X
ZSOLJTI,O,X,O,O,X,X
ZSOLJIT,X,X,O,O,X,X
ZSOJTIL,O,X,O,X,X,X
ZSOJTLI,O,X,O,X,X,X
ZSOJITL,X,X,O,X,O,X
ZSOJILT,X,X,O,O,O,X
ZSOJLTI,O,X,O,O,X,X
ZSOJLIT,X,X,O,O,X,X
ZOTILJS,O,X,X,O,X,X
ZOTILSJ,O,X,X,O,O,X
ZOTIJLS,O,X,X,O,X,X
ZOTIJSL,O,X,X,O,O,X
ZOTISLJ,O,X,X,O,O,X
ZOTISJL,O,X,X,O,O,X
ZOTLIJS,O,X,X,O,X,X
ZOTLISJ,O,X,X,O,O,X
ZOTLJIS,O,O,X,O,X,X
ZOTLJSI,O,O,X,O,X,X
ZOTLSIJ,O,O,X,O,O,X
ZOTLSJI,O,O,X,O,X,X
ZOTJILS,O,O,X,O,X,X
ZOTJISL,O,X,X,O,O,X
ZOTJLIS,O,O,X,O,X,X
ZOTJLSI,O,O,X,O,X,X
ZOTJSIL,O,X,X,O,O,X
ZOTJSLI,O,X,X,O,X,X
ZOTSILJ,O,X,X,O,O,X
ZOTSIJL,O,X,X,O,O,X
ZOTSLIJ,O,X,X,O,O,X
ZOTSLJI,O,X,X,O,X,X
ZOTSJIL,O,X,X,O,O,X
ZOTSJLI,O,X,X,O,X,X
ZOITLJS,O,X,X,O,X,X
ZOITLSJ,O,X,X,O,O,X
ZOITJLS,O,X,X,O,X,X
ZOITJSL,O,X,X,O,O,X
ZOITSLJ,O,X,X,O,O,X
ZOITSJL,O,X,X,O,O,X
ZOILTJS,O,X,X,O,X,X
ZOILTSJ,O,X,X,O,X,X
ZOILJTS,O,X,X,O,X,O
ZOILJST,X,X,X,O,X,O
ZOILSTJ,X,X,X,O,O,X
ZOILSJT,X,X,X,O,O,X
ZOIJTLS,O,X,X,X,X,X
ZOIJTSL,O,X,X,X,X,X
ZOIJLTS,O,X,X,O,X,O
ZOIJLST,X,X,X,O,X,O
ZOIJSTL,X,X,X,X,O,X
ZOIJSLT,X,X,X,O,O,X
ZOISTLJ,X,X,X,O,O,X
ZOISTJL,X,X,X,O,O,X
ZOISLTJ,X,X,X,O,O,X
ZOISLJT,X,X,X,O,O,X
ZOISJTL,X,X,X,X,O,X
ZOISJLT,X,X,X,O,O,X
ZOLTIJS,O,X,X,O,X,X
ZOLTISJ,O,X,X,O,O,X
ZOLTJIS,O,O,X,O,X,X
ZOLTJSI,O,O,X,O,X,X
ZOLTSIJ,O,O,X,O,O,X
ZOLTSJI,O,O,X,O,X,X
ZOLITJS,O,X,X,O,X,X
ZOLITSJ,O,X,X,O,X,X
ZOLIJTS,O,X,X,O,X,O
ZOLIJST,X,X,X,O,X,O
ZOLISTJ,X,X,X,O,O,X
ZOLISJT,X,X,X,O,O,X
ZOLJTIS,O,O,O,O,X,X
ZOLJTSI,O,O,O,O,X,X
ZOLJITS,O,O,O,O,X,O
ZOLJIST,X,O,O,O,X,O
ZOLJSTI,O,O,O,O,X,X
ZOLJSIT,X,O,O,O,X,X
ZOLSTIJ,O,O,O,O,X,X
ZOLSTJI,O,O,O,O,X,X
ZOLSITJ,X,O,X,O,O,X
ZOLSIJT,X,O,O,O,O,X
ZOLSJTI,O,O,O,O,X,X
ZOLSJIT,X,O,O,O,X,X
ZOJTILS,O,O,O,X,X,X
ZOJTISL,O,X,X,X,O,X
ZOJTLIS,O,O,O,X,X,X
ZOJTLSI,O,O,O,X,X,X
ZOJTSIL,O,X,O,X,O,X
ZOJTSLI,O,X,O,X,X,X
ZOJITLS,O,O,O,X,X,X
ZOJITSL,O,X,X,X,X,X
ZOJILTS,O,O,O,O,X,O
ZOJILST,X,O,O,O,X,O
ZOJISTL,X,X,O,X,O,X
ZOJISLT,X,X,O,O,O,X
ZOJLTIS,O,O,O,O,X,X
ZOJLTSI,O,O,O,X,X,X
ZOJLITS,O,O,O,O,X,O
ZOJLIST,X,O,O,O,X,O
ZOJLSTI,O,O,O,O,X,X
ZOJLSIT,X,O,O,O,X,X
ZOJSTIL,O,X,O,X,X,X
ZOJSTLI,O,X,O,X,X,X
ZOJSITL,X,X,O,X,O,X
ZOJSILT,X,X,O,O,O,X
ZOJSLTI,O,X,O,O,X,X
ZOJSLIT,X,X,O,O,X,X
ZOSTILJ,O,X,O,O,O,X
ZOSTIJL,O,X,O,O,O,X
ZOSTLIJ,O,X,O,O,O,X
ZOSTLJI,O,X,O,O,X,X
ZOSTJIL,O,X,O,O,O,X
ZOSTJLI,O,X,O,O,X,X
ZOSITLJ,X,X,O,O,O,X
ZOSITJL,X,X,O,O,O,X
ZOSILTJ,X,X,X,O,O,X
ZOSILJT,X,X,O,O,O,X
ZOSIJTL,X,X,O,X,O,X
ZOSIJLT,X,X,O,O,O,X
ZOSLTIJ,O,X,O,O,X,X
ZOSLTJI,O,X,O,O,X,X
ZOSLITJ,X,X,X,O,O,X
ZOSLIJT,X,X,O,O,O,X
ZOSLJTI,O,X,O,O,X,X
ZOSLJIT,X,X,O,O,X,X
ZOSJTIL,O,X,O,X,X,X
ZOSJTLI,O,X,O,X,X,X
ZOSJITL,X,X,O,X,O,X
ZOSJILT,X,X,O,O,O,X
ZOSJLTI,O,X,O,O,X,X
ZOSJLIT,X,X,O,O,X,X
OTILJSZ,O,O,X,O,X,O
OTILJZS,O,O,X,O,X,O
OTILSJZ,O,O,X,O,X,X
OTILSZJ,O,O,X,X,O,X
OTILZJS,O,X,X,O,X,X
OTILZSJ,O,X,X,O,O,X
OTIJLSZ,O,O,X,O,X,O
OTIJLZS,O,O,X,O,X,O
OTIJSLZ,O,O,X,X,X,X
OTIJSZL,O,X,X,X,O,X
OTIJZLS,O,O,X,O,X,X
OTIJZSL,O,X,X,O,O,X
OTISLJZ,O,X,X,X,X,X
OTISLZJ,O,X,X,X,O,X
OTISJLZ,O,X,X,X,X,X
OTISJZL,O,X,X,X,O,X
OTISZLJ,O,X,X,X,O,X
OTISZJL,O,X,X,X,O,X
OTIZLJS,O,X,X,O,X,X
OTIZLSJ,O,X,X,O,O,X
OTIZJLS,O,X,X,O,X,X
OTIZJSL,O,X,X,O,O,X
OTIZSLJ,O,X,X,O,O,X
OTIZSJL,O,X,X,O,O,X
OTLIJSZ,O,O,X,O,X,O
OTLIJZS,O,O,X,O,X,O
OTLISJZ,O,O,X,O,X,X
OTLISZJ,O,O,X,X,O,X
OTLIZJS,O,X,X,O,X,X
OTLIZSJ,O,X,X,O,O,X
OTLJISZ,O,O,X,O,X,O
OTLJIZS,O,O,X,O,X,O
OTLJSIZ,O,O,O,O,X,X
OTLJSZI,O,O,O,O,X,X
OTLJZIS,O,O,O,O,X,X
OTLJZSI,O,O,O,O,X,X
OTLSIJZ,O,O,O,O,X,X
OTLSIZJ,O,O,O,X,O,X
OTLSJIZ,O,O,O,O,X,X
OTLSJZI,O,O,O,O,X,X
OTLSZIJ,O,O,O,O,O,X
OTLSZJI,O,O,O,O,X,X
OTLZIJS,O,X,X,O,X,X
OTLZISJ,O,X,X,O,O,X
OTLZJIS,O,O,X,O,X,X
OTLZJSI,O,O,X,O,X,X
OTLZSIJ,O,O,X,O,O,X
OTLZSJI,O,O,X,O,X,X
OTJILSZ,O,O,X,O,X,O
OTJILZS,O,O,X,O,X,O
OTJISLZ,O,O,X,X,X,X
OTJISZL,O,X,X,X,O,X
OTJIZLS,O,O,X,O,X,X
OTJIZSL,O,X,X,O,O,X
OTJLISZ,O,O,X,O,X,O
OTJLIZS,O,O,X,O,X,O
OTJLSIZ,O,O,O,O,X,X
OTJLSZI,O,O,O,O,X,X
OTJLZIS,O,O,O,O,X,X
OTJLZSI,O,O,O,O,X,X
OTJSILZ,O,O,O,X,X,X
OTJSIZL,O,X,O,X,O,X
OTJSLIZ,O,O,O,X,X,X
OTJSLZI,O,O,O,X,X,X
OTJSZIL,O,X,O,X,O,X
OTJSZLI,O,X,O,X,X,X
OTJZILS,O,O,O,O,X,X
OTJZISL,O,X,X,O,O,X
OTJZLIS,O,O,O,O,X,X
OTJZLSI,O,O,O,O,X,X
OTJZSIL,O,X,O,O,O,X
OTJZSLI,O,X,O,O,X,X
OTSILJZ,O,X,O,X,X,X
OTSILZJ,O,X,O,X,O,X
OTSIJLZ,O,X,O,X,X,X
OTSIJZL,O,X,O,X,O,X
OTSIZLJ,O,X,O,X,O,X
OTSIZJL,O,X,O,X,O,X
OTSLIJZ,O,O,O,X,X,X
OTSLIZJ,O,O,O,X,O,X
OTSLJIZ,O,O,O,X,X,X
OTSLJZI,O,O,O,X,X,X
OTSLZIJ,O,O,O,X,O,X
OTSLZJI,O,O,O,X,X,X
OTSJILZ,O,O,O,X,X,X
OTSJIZL,O,X,O,X,O,X
OTSJLIZ,O,O,O,X,X,X
OTSJLZI,O,O,O,X,X,X
OTSJZIL,O,X,O,X,O,X
OTSJZLI,O,X,O,X,X,X
OTSZILJ,O,X,O,X,O,X
OTSZIJL,O,X,O,X,O,X
OTSZLIJ,O,X,O,X,O,X
OTSZLJI,O,X,O,X,X,X
OTSZJIL,O,X,O,X,O,X
OTSZJLI,O,X,O,X,X,X
OTZILJS,O,X,X,O,X,X
OTZILSJ,O,X,X,O,O,X
OTZIJLS,O,X,X,O,X,X
OTZIJSL,O,X,X,O,O,X
OTZISLJ,O,X,X,O,O,X
OTZISJL,O,X,X,O,O,X
OTZLIJS,O,X,X,O,X,X
OTZLISJ,O,X,X,O,O,X
OTZLJIS,O,O,X,O,X,X
OTZLJSI,O,O,X,O,X,X
OTZLSIJ,O,O,X,O,O,X
OTZLSJI,O,O,X,O,X,X
OTZJILS,O,O,X,O,X,X
OTZJISL,O,X,X,O,O,X
OTZJLIS,O,O,X,O,X,X
OTZJLSI,O,O,X,O,X,X
OTZJSIL,O,X,X,O,O,X
OTZJSLI,O,X,X,O,X,X
OTZSILJ,O,X,X,O,O,X
OTZSIJL,O,X,X,O,O,X
OTZSLIJ,O,X,X,O,O,X
OTZSLJI,O,X,X,O,X,X
OTZSJIL,O,X,X,O,O,X
OTZSJLI,O,X,X,O,X,X
OITLJSZ,O,O,X,X,X,O
OITLJZS,O,O,X,X,X,O
OITLSJZ,O,O,X,X,X,X
OITLSZJ,O,O,X,X,O,X
OITLZJS,O,X,X,X,X,X
OITLZSJ,O,X,X,X,O,X
OITJLSZ,O,O,X,X,X,O
OITJLZS,O,O,X,X,X,O
OITJSLZ,O,O,X,X,X,X
OITJSZL,O,X,X,X,O,X
OITJZLS,O,O,X,X,X,X
OITJZSL,O,X,X,X,O,X
OITSLJZ,O,X,X,X,X,X
OITSLZJ,O,X,X,X,O,X
OITSJLZ,O,X,X,X,X,X
OITSJZL,O,X,X,X,O,X
OITSZLJ,O,X,X,X,O,X
OITSZJL,O,X,X,X,O,X
OITZLJS,O,X,X,X,X,X
OITZLSJ,O,X,X,X,O,X
OITZJLS,O,X,X,X,X,X
OITZJSL,O,X,X,X,O,X
OITZSLJ,O,X,X,X,O,X
OITZSJL,O,X,X,X,O,X
OILTJSZ,O,O,X,X,X,O
OILTJZS,O,O,X,X,X,O
OILTSJZ,O,O,X,X,X,X
OILTSZJ,O,O,X,X,X,X
OILTZJS,O,X,X,X,X,X
OILTZSJ,O,X,X,X,X,X
OILJTSZ,O,O,X,X,X,O
OILJTZS,O,O,X,X,X,O
OILJSTZ,X,O,O,X,X,O
OILJSZT,X,O,O,X,X,O
OILJZTS,O,O,O,X,X,O
OILJZST,X,O,O,X,X,O
OILSTJZ,X,O,O,X,X,X
OILSTZJ,X,O,O,X,X,X
OILSJTZ,X,O,O,X,X,O
OILSJZT,X,O,O,X,X,O
OILSZTJ,X,O,X,X,O,X
OILSZJT,X,O,O,X,O,X
OILZTJS,O,X,X,X,X,X
OILZTSJ,O,X,X,X,X,X
OILZJTS,O,X,X,X,X,O
OILZJST,X,X,X,X,X,O
OILZSTJ,X,X,X,X,O,X
OILZSJT,X,X,X,X,O,X
OIJTLSZ,O,O,X,X,X,O
OIJTLZS,O,O,X,X,X,O
OIJTSLZ,O,O,X,X,X,X
OIJTSZL,O,X,X,X,X,X
OIJTZLS,O,O,X,X,X,X
OIJTZSL,O,X,X,X,X,X
OIJLTSZ,O,O,X,X,X,O
OIJLTZS,O,O,X,X,X,O
OIJLSTZ,X,O,O,X,X,O
OIJLSZT,X,O,O,X,X,O
OIJLZTS,O,O,O,X,X,O
OIJLZST,X,O,O,X,X,O
OIJSTLZ,X,O,O,X,X,X
OIJSTZL,X,X,O,X,X,X
OIJSLTZ,X,O,O,X,X,O
OIJSLZT,X,O,O,X,X,O
OIJSZTL,X,X,O,X,O,X
OIJSZLT,X,X,O,X,O,X
OIJZTLS,O,O,O,X,X,X
OIJZTSL,O,X,X,X,X,X
OIJZLTS,O,O,O,X,X,O
OIJZLST,X,O,O,X,X,O
OIJZSTL,X,X,O,X,O,X
OIJZSLT,X,X,O,X,O,X
OISTLJZ,X,X,O,X,X,X
OISTLZJ,X,X,O,X,X,X
OISTJLZ,X,X,O,X,X,X
OISTJZL,X,X,O,X,X,X
OISTZLJ,X,X,O,X,O,X
OISTZJL,X,X,O,X,O,X
OISLTJZ,X,X,O,X,X,X
OISLTZJ,X,X,O,X,X,X
OISLJTZ,X,X,O,X,X,O
OISLJZT,X,X,O,X,X,O
OISLZTJ,X,X,X,X,O,X
OISLZJT,X,X,O,X,O,X
OISJTLZ,X,X,O,X,X,X
OISJTZL,X,X,O,X,X,X
OISJLTZ,X,X,O,X,X,O
OISJLZT,X,X,O,X,X,O
OISJZTL,X,X,O,X,O,X
OISJZLT,X,X,O,X,O,X
OISZTLJ,X,X,O,X,O,X
OISZTJL,X,X,O,X,O,X
OISZLTJ,X,X,X,X,O,X
OISZLJT,X,X,O,X,O,X
OISZJTL,X,X,O,X,O,X
OISZJLT,X,X,O,X,O,X
OIZTLJS,O,X,X,X,X,X
OIZTLSJ,O,X,X,X,O,X
OIZTJLS,O,X,X,X,X,X
OIZTJSL,O,X,X,X,O,X
OIZTSLJ,O,X,X,X,O,X
OIZTSJL,O,X,X,X,O,X
OIZLTJS,O,X,X,X,X,X
OIZLTSJ,O,X,X,X,X,X
OIZLJTS,O,X,X,X,X,O
OIZLJST,X,X,X,X,X,O
OIZLSTJ,X,X,X,X,O,X
OIZLSJT,X,X,X,X,O,X
OIZJTLS,O,X,X,X,X,X
OIZJTSL,O,X,X,X,X,X
OIZJLTS,O,X,X,X,X,O
OIZJLST,X,X,X,X,X,O
OIZJSTL,X,X,X,X,O,X
OIZJSLT,X,X,X,X,O,X
OIZSTLJ,X,X,X,X,O,X
OIZSTJL,X,X,X,X,O,X
OIZSLTJ,X,X,X,X,O,X
OIZSLJT,X,X,X,X,O,X
OIZSJTL,X,X,X,X,O,X
OIZSJLT,X,X,X,X,O,X
OLTIJSZ,O,O,X,O,X,O
OLTIJZS,O,O,X,O,X,O
OLTISJZ,O,O,X,O,X,X
OLTISZJ,O,O,X,X,O,X
OLTIZJS,O,X,X,O,X,X
OLTIZSJ,O,X,X,O,O,X
OLTJISZ,O,O,X,O,X,O
OLTJIZS,O,O,X,O,X,O
OLTJSIZ,O,O,O,O,X,X
OLTJSZI,O,O,O,O,X,X
OLTJZIS,O,O,O,O,X,X
OLTJZSI,O,O,O,O,X,X
OLTSIJZ,O,O,O,O,X,X
OLTSIZJ,O,O,O,X,O,X
OLTSJIZ,O,O,O,O,X,X
OLTSJZI,O,O,O,O,X,X
OLTSZIJ,O,O,O,O,O,X
OLTSZJI,O,O,O,O,X,X
OLTZIJS,O,X,X,O,X,X
OLTZISJ,O,X,X,O,O,X
OLTZJIS,O,O,X,O,X,X
OLTZJSI,O,O,X,O,X,X
OLTZSIJ,O,O,X,O,O,X
OLTZSJI,O,O,X,O,X,X
OLITJSZ,O,O,X,O,X,O
OLITJZS,O,O,X,O,X,O
OLITSJZ,O,O,X,O,X,X
OLITSZJ,O,O,X,X,X,X
OLITZJS,O,X,X,O,X,X
OLITZSJ,O,X,X,O,X,X
OLIJTSZ,O,O,X,X,X,O
OLIJTZS,O,O,X,X,X,O
OLIJSTZ,X,O,O,X,X,O
OLIJSZT,X,O,O,X,X,O
OLIJZTS,O,O,O,O,X,O
OLIJZST,X,O,O,O,X,O
OLISTJZ,X,O,O,X,X,X
OLISTZJ,X,O,O,X,X,X
OLISJTZ,X,O,O,X,X,O
OLISJZT,X,O,O,X,X,O
OLISZTJ,X,O,X,X,O,X
OLISZJT,X,O,O,X,O,X
OLIZTJS,O,X,X,O,X,X
OLIZTSJ,O,X,X,O,X,X
OLIZJTS,O,X,X,O,X,O
OLIZJST,X,X,X,O,X,O
OLIZSTJ,X,X,X,O,O,X
OLIZSJT,X,X,X,O,O,X
OLJTISZ,O,O,X,O,X,O
OLJTIZS,O,O,X,O,X,O
OLJTSIZ,O,O,O,O,X,X
OLJTSZI,O,O,O,O,X,X
OLJTZIS,O,O,O,O,X,X
OLJTZSI,O,O,O,O,X,X
OLJITSZ,O,O,X,X,X,O
OLJITZS,O,O,X,X,X,O
OLJISTZ,X,O,O,X,X,O
OLJISZT,X,O,O,X,X,O
OLJIZTS,O,O,O,O,X,O
OLJIZST,X,O,O,O,X,O
OLJSTIZ,O,O,O,X,X,X
OLJSTZI,O,O,O,X,X,X
OLJSITZ,X,O,O,X,X,O
OLJSIZT,X,O,O,X,X,O
OLJSZTI,O,O,O,X,X,X
OLJSZIT,X,O,O,O,X,X
OLJZTIS,O,O,O,O,X,X
OLJZTSI,O,O,O,O,X,X
OLJZITS,O,O,O,O,X,O
OLJZIST,X,O,O,O,X,O
OLJZSTI,O,O,O,O,X,X
OLJZSIT,X,O,O,O,X,X
OLSTIJZ,O,O,O,O,X,X
OLSTIZJ,O,O,O,X,X,X
OLSTJIZ,O,O,O,O,X,X
OLSTJZI,O,O,O,O,X,X
OLSTZIJ,O,O,O,O,X,X
OLSTZJI,O,O,O,O,X,X
OLSITJZ,X,O,O,X,X,X
OLSITZJ,X,O,O,X,X,X
OLSIJTZ,X,O,O,X,X,O
OLSIJZT,X,O,O,X,X,O
OLSIZTJ,X,O,X,X,X,X
OLSIZJT,X,O,O,X,X,X
OLSJTIZ,O,O,O,X,X,X
OLSJTZI,O,O,O,X,X,X
OLSJITZ,X,O,O,X,X,O
OLSJIZT,X,O,O,X,X,O
OLSJZTI,O,O,O,X,X,X
OLSJZIT,X,O,O,O,X,X
OLSZTIJ,O,O,O,O,X,X
OLSZTJI,O,O,O,O,X,X
OLSZITJ,X,O,X,O,X,X
OLSZIJT,X,O,O,O,X,X
OLSZJTI,O,O,O,X,X,X
OLSZJIT,X,O,O,O,X,X
OLZTIJS,O,X,X,O,X,X
OLZTISJ,O,X,X,O,O,X
OLZTJIS,O,O,X,O,X,X
OLZTJSI,O,O,X,O,X,X
OLZTSIJ,O,O,X,O,O,X
OLZTSJI,O,O,X,O,X,X
OLZITJS,O,X,X,O,X,X
OLZITSJ,O,X,X,O,X,X
OLZIJTS,O,X,X,O,X,O
OLZIJST,X,X,X,O,X,O
OLZISTJ,X,X,X,O,O,X
OLZISJT,X,X,X,O,O,X
OLZJTIS,O,O,O,O,X,X
OLZJTSI,O,O,O,O,X,X
OLZJITS,O,O,O,O,X,O
OLZJIST,X,O,O,O,X,O
OLZJSTI,O,O,O,O,X,X
OLZJSIT,X,O,O,O,X,X
OLZSTIJ,O,O,O,O,X,X
OLZSTJI,O,O,O,O,X,X
OLZSITJ,X,O,X,O,O,X
OLZSIJT,X,O,O,O,O,X
OLZSJTI,O,O,O,O,X,X
OLZSJIT,X,O,O,O,X,X
OJTILSZ,O,O,X,X,X,O
OJTILZS,O,O,X,X,X,O
OJTISLZ,O,O,X,X,X,X
OJTISZL,O,X,X,X,O,X
OJTIZLS,O,O,X,X,X,X
OJTIZSL,O,X,X,X,O,X
OJTLISZ,O,O,X,X,X,O
OJTLIZS,O,O,X,X,X,O
OJTLSIZ,O,O,O,X,X,X
OJTLSZI,O,O,O,X,X,X
OJTLZIS,O,O,O,X,X,X
OJTLZSI,O,O,O,X,X,X
OJTSILZ,O,O,O,X,X,X
OJTSIZL,O,X,O,X,O,X
OJTSLIZ,O,O,O,X,X,X
OJTSLZI,O,O,O,X,X,X
OJTSZIL,O,X,O,X,O,X
OJTSZLI,O,X,O,X,X,X
OJTZILS,O,O,O,X,X,X
OJTZISL,O,X,X,X,O,X
OJTZLIS,O,O,O,X,X,X
OJTZLSI,O,O,O,X,X,X
OJTZSIL,O,X,O,X,O,X
OJTZSLI,O,X,O,X,X,X
OJITLSZ,O,O,X,X,X,O
OJITLZS,O,O,X,X,X,O
OJITSLZ,O,O,X,X,X,X
OJITSZL,O,X,X,X,X,X
OJITZLS,O,O,X,X,X,X
OJITZSL,O,X,X,X,X,X
OJILTSZ,O,O,X,X,X,O
OJILTZS,O,O,X,X,X,O
OJILSTZ,X,O,O,X,X,O
OJILSZT,X,O,O,X,X,O
OJILZTS,O,O,O,X,X,O
OJILZST,X,O,O,X,X,O
OJISTLZ,X,O,O,X,X,X
OJISTZL,X,X,O,X,X,X
OJISLTZ,X,O,O,X,X,O
OJISLZT,X,O,O,X,X,O
OJISZTL,X,X,O,X,O,X
OJISZLT,X,X,O,X,O,X
OJIZTLS,O,O,O,X,X,X
OJIZTSL,O,X,X,X,X,X
OJIZLTS,O,O,O,X,X,O
OJIZLST,X,O,O,X,X,O
OJIZSTL,X,X,O,X,O,X
OJIZSLT,X,X,O,X,O,X
OJLTISZ,O,O,X,X,X,O
OJLTIZS,O,O,X,X,X,O
OJLTSIZ,O,O,O,X,X,X
OJLTSZI,O,O,O,X,X,X
OJLTZIS,O,O,O,O,X,X
OJLTZSI,O,O,O,X,X,X
OJLITSZ,O,O,X,X,X,O
OJLITZS,O,O,X,X,X,O
OJLISTZ,X,O,O,X,X,O
OJLISZT,X,O,O,X,X,O
OJLIZTS,O,O,O,O,X,O
OJLIZST,X,O,O,O,X,O
OJLSTIZ,O,O,O,X,X,X
OJLSTZI,O,O,O,X,X,X
OJLSITZ,X,O,O,X,X,O
OJLSIZT,X,O,O,X,X,O
OJLSZTI,O,O,O,X,X,X
OJLSZIT,X,O,O,O,X,X
OJLZTIS,O,O,O,O,X,X
OJLZTSI,O,O,O,X,X,X
OJLZITS,O,O,O,O,X,O
OJLZIST,X,O,O,O,X,O
OJLZSTI,O,O,O,O,X,X
OJLZSIT,X,O,O,O,X,X
OJSTILZ,O,O,O,X,X,X
OJSTIZL,O,X,O,X,X,X
OJSTLIZ,O,O,O,X,X,X
OJSTLZI,O,O,O,X,X,X
OJSTZIL,O,X,O,X,X,X
OJSTZLI,O,X,O,X,X,X
OJSITLZ,X,O,O,X,X,X
OJSITZL,X,X,O,X,X,X
OJSILTZ,X,O,O,X,X,O
OJSILZT,X,O,O,X,X,O
OJSIZTL,X,X,O,X,X,X
OJSIZLT,X,X,O,X,X,X
OJSLTIZ,O,O,O,X,X,X
OJSLTZI,O,O,O,X,X,X
OJSLITZ,X,O,O,X,X,O
