sequence,v115@RhA8AeC8EeG8AeA8Ke2EJvhFXhB8mBziB5oBClBlsB,v115@RhA8AeC8EeG8AeA8Ke/EJvhFUgBymBziB5oBGmBlsB,v115@RhA8AeC8EeG8AeA8Ke/EJvhFUgBFhBeoB5oBzmB6sB,v115@RhA8AeC8EeG8AeA8Ke2EJvhFXhBliB5oBzmB8sBCqB,v115@RhA8AeC8EeG8AeA8Ke/EJvhFUgBFhBxiBzmBCtBGtB,v115@RhA8AeC8EeG8AeA8KeUBJvhFGjBxkB6sB/tBlpBzrB
JZLTIOS,O,X,X,X,X,X
JZLTSIO,O,X,X,X,X,X
JZLTSOI,O,X,X,X,X,X
JZLTOIS,O,X,X,X,X,X
JZLTOSI,O,X,X,X,X,X
JZLITSO,O,X,X,X,X,X
JZLITOS,O,X,X,X,X,X
JZLISTO,O,X,X,X,X,O
JZLISOT,X,X,X,X,X,O
JZLIOTS,X,X,X,O,X,X
JZLIOST,X,X,X,O,X,X
JZLSTIO,O,X,X,X,X,O
JZLSTOI,O,X,X,X,X,X
JZLSITO,O,X,X,X,X,O
JZLSIOT,X,X,X,X,X,O
JZLSOTI,X,X,X,X,X,X
JZLSOIT,X,X,X,X,X,O
JZLOTIS,X,X,X,O,X,X
JZLOTSI,X,X,X,O,X,X
JZLOITS,X,X,X,O,X,X
JZLOIST,X,X,X,O,X,X
JZLOSTI,X,X,X,O,X,X
JZLOSIT,X,X,X,O,X,X
JZSTILO,O,X,X,X,X,X
JZSTIOL,O,X,O,X,X,X
JZSTLIO,O,X,X,X,X,X
JZSTLOI,O,X,X,X,X,X
JZSTOIL,O,X,O,X,X,X
JZSTOLI,O,X,O,X,X,X
JZSITLO,O,X,X,X,X,X
JZSITOL,O,X,O,X,X,X
JZSILTO,O,X,X,X,X,O
JZSILOT,X,X,O,X,X,O
JZSIOTL,O,X,O,O,X,X
JZSIOLT,X,X,O,O,X,X
JZSLTIO,O,X,X,X,X,O
JZSLTOI,O,X,X,X,X,X
JZSLITO,O,X,X,X,X,O
JZSLIOT,X,X,O,X,X,O
JZSLOTI,X,X,O,X,X,X
JZSLOIT,X,X,O,X,X,O
JZSOTIL,O,X,O,O,X,X
JZSOTLI,O,X,O,O,X,X
JZSOITL,O,X,O,O,X,X
JZSOILT,X,X,O,O,X,X
JZSOLTI,X,X,O,O,X,X
JZSOLIT,X,X,O,O,X,X
JZOTILS,O,X,X,O,X,X
JZOTISL,O,X,O,O,X,X
JZOTLIS,O,X,X,O,X,X
JZOTLSI,O,X,X,O,X,X
JZOTSIL,O,X,O,O,X,X
JZOTSLI,O,X,O,O,X,X
JZOITLS,O,X,X,O,X,X
JZOITSL,O,X,O,O,X,X
JZOILTS,X,X,X,O,X,X
JZOILST,X,X,X,O,X,X
JZOISTL,O,X,O,O,X,X
JZOISLT,X,X,O,O,X,X
JZOLTIS,X,X,X,O,X,X
JZOLTSI,X,X,X,O,X,X
JZOLITS,X,X,X,O,X,X
JZOLIST,X,X,X,O,X,X
JZOLSTI,X,X,X,O,X,X
JZOLSIT,X,X,X,O,X,X
JZOSTIL,O,X,O,O,X,X
JZOSTLI,O,X,O,O,X,X
JZOSITL,O,X,O,O,X,X
JZOSILT,X,X,O,O,X,X
JZOSLTI,X,X,O,O,X,X
JZOSLIT,X,X,O,O,X,X
JOTILSZ,X,X,O,X,X,X
JOTILZS,O,X,X,X,X,X
JOTISLZ,X,X,O,X,X,X
JOTISZL,O,X,O,O,O,X
JOTIZLS,O,X,X,O,X,X
JOTIZSL,O,X,O,O,X,X
JOTLISZ,X,X,O,X,O,X
JOTLIZS,O,X,X,X,X,X
JOTLSIZ,X,X,O,X,O,X
JOTLSZI,X,X,O,X,O,X
JOTLZIS,O,X,X,X,X,X
JOTLZSI,O,X,X,X,X,X
JOTSILZ,X,X,O,X,X,X
JOTSIZL,O,X,O,O,O,X
JOTSLIZ,X,X,O,X,O,X
JOTSLZI,X,X,O,X,O,X
JOTSZIL,O,X,O,O,O,X
JOTSZLI,O,X,O,O,O,X
JOTZILS,O,X,X,O,X,X
JOTZISL,O,X,O,O,X,X
JOTZLIS,O,X,X,O,X,X
JOTZLSI,O,X,X,O,X,X
JOTZSIL,O,X,O,O,X,X
JOTZSLI,O,X,O,O,X,X
JOITLSZ,X,X,O,X,X,X
JOITLZS,O,X,X,X,X,X
JOITSLZ,X,X,O,X,X,X
JOITSZL,O,X,O,O,O,X
JOITZLS,O,X,X,O,X,X
JOITZSL,O,X,O,O,X,X
JOILTSZ,X,X,O,X,X,X
JOILTZS,X,X,X,X,X,X
JOILSTZ,X,X,O,X,X,X
JOILSZT,X,X,O,O,X,X
JOILZTS,X,X,X,O,X,X
JOILZST,X,X,X,O,X,X
JOISTLZ,X,X,O,X,X,X
JOISTZL,X,X,O,O,O,X
JOISLTZ,X,X,O,X,X,X
JOISLZT,X,X,O,O,X,X
JOISZTL,O,X,O,O,O,X
JOISZLT,X,X,O,O,X,X
JOIZTLS,O,X,X,O,X,X
JOIZTSL,O,X,O,O,X,X
JOIZLTS,X,X,X,O,X,X
JOIZLST,X,X,X,O,X,X
JOIZSTL,O,X,O,O,X,X
JOIZSLT,X,X,O,O,X,X
JOLTISZ,X,X,O,X,O,X
JOLTIZS,X,X,X,X,X,X
JOLTSIZ,X,X,O,X,O,X
JOLTSZI,X,X,O,X,O,X
JOLTZIS,X,X,X,X,X,X
JOLTZSI,X,X,X,X,X,X
JOLITSZ,X,X,O,X,O,X
JOLITZS,X,X,X,X,X,X
JOLISTZ,X,X,O,X,O,X
JOLISZT,X,X,O,O,O,X
JOLIZTS,X,X,X,O,X,X
JOLIZST,X,X,X,O,X,X
JOLSTIZ,X,X,O,X,O,X
JOLSTZI,X,X,O,X,O,X
JOLSITZ,X,X,O,X,O,X
JOLSIZT,X,X,O,O,O,X
JOLSZTI,X,X,O,O,O,X
JOLSZIT,X,X,O,O,O,X
JOLZTIS,X,X,X,O,X,X
JOLZTSI,X,X,X,O,X,X
JOLZITS,X,X,X,O,X,X
JOLZIST,X,X,X,O,X,X
JOLZSTI,X,X,X,O,X,X
JOLZSIT,X,X,X,O,X,X
JOSTILZ,X,X,O,X,X,X
JOSTIZL,X,X,O,O,O,X
JOSTLIZ,X,X,O,X,O,X
JOSTLZI,X,X,O,X,O,X
JOSTZIL,X,X,O,O,O,X
JOSTZLI,X,X,O,O,O,X
JOSITLZ,X,X,O,X,X,X
JOSITZL,X,X,O,O,O,X
JOSILTZ,X,X,O,X,X,X
JOSILZT,X,X,O,O,X,X
JOSIZTL,O,X,O,O,O,X
JOSIZLT,X,X,O,O,X,X
JOSLTIZ,X,X,O,X,O,X
JOSLTZI,X,X,O,X,O,X
JOSLITZ,X,X,O,X,O,X
JOSLIZT,X,X,O,O,O,X
JOSLZTI,X,X,O,O,O,X
JOSLZIT,X,X,O,O,O,X
JOSZTIL,O,X,O,O,O,X
JOSZTLI,O,X,O,O,O,X
JOSZITL,O,X,O,O,O,X
JOSZILT,X,X,O,O,X,X
JOSZLTI,X,X,O,O,O,X
JOSZLIT,X,X,O,O,O,X
JOZTILS,O,X,X,O,X,X
JOZTISL,O,X,O,O,X,X
JOZTLIS,O,X,X,O,X,X
JOZTLSI,O,X,X,O,X,X
JOZTSIL,O,X,O,O,X,X
JOZTSLI,O,X,O,O,X,X
JOZITLS,O,X,X,O,X,X
JOZITSL,O,X,O,O,X,X
JOZILTS,X,X,X,O,X,X
JOZILST,X,X,X,O,X,X
JOZISTL,O,X,O,O,X,X
JOZISLT,X,X,O,O,X,X
JOZLTIS,X,X,X,O,X,X
JOZLTSI,X,X,X,O,X,X
JOZLITS,X,X,X,O,X,X
JOZLIST,X,X,X,O,X,X
JOZLSTI,X,X,X,O,X,X
JOZLSIT,X,X,X,O,X,X
JOZSTIL,O,X,O,O,X,X
JOZSTLI,O,X,O,O,X,X
JOZSITL,O,X,O,O,X,X
JOZSILT,X,X,O,O,X,X
JOZSLTI,X,X,O,O,X,X
JOZSLIT,X,X,O,O,X,X
STILJZO,X,O,X,X,X,O
STILJOZ,X,O,X,X,X,X
STILZJO,X,O,X,X,X,O
STILZOJ,X,O,O,X,X,X
STILOJZ,X,O,O,X,X,X
STILOZJ,X,O,O,X,X,X
STIJLZO,X,O,X,X,X,O
STIJLOZ,X,O,X,X,X,X
STIJZLO,O,O,X,X,X,X
STIJZOL,O,O,O,X,X,X
STIJOLZ,X,O,O,X,X,X
STIJOZL,O,O,O,O,X,X
STIZLJO,O,O,X,X,X,O
STIZLOJ,O,O,O,X,X,X
STIZJLO,O,O,X,X,X,X
STIZJOL,O,O,O,X,X,X
STIZOLJ,O,O,O,X,O,X
STIZOJL,O,O,O,X,O,X
STIOLJZ,X,O,O,X,O,X
STIOLZJ,X,O,O,X,O,X
STIOJLZ,X,O,O,X,X,X
STIOJZL,O,O,O,O,O,X
STIOZLJ,O,O,O,O,O,X
STIOZJL,O,O,O,O,O,X
STLIJZO,X,O,X,X,X,O
STLIJOZ,X,O,X,X,X,X
STLIZJO,X,O,X,X,X,O
STLIZOJ,X,O,O,X,X,X
STLIOJZ,X,O,O,X,X,X
STLIOZJ,X,O,O,X,X,X
STLJIZO,X,O,X,X,X,O
STLJIOZ,X,O,X,X,X,X
STLJZIO,X,O,X,X,X,O
STLJZOI,X,O,X,X,X,X
STLJOIZ,X,O,X,X,X,X
STLJOZI,X,O,X,X,X,X
STLZIJO,X,O,X,X,X,O
STLZIOJ,X,O,O,X,X,X
STLZJIO,X,O,X,X,X,O
STLZJOI,X,O,X,X,X,X
STLZOIJ,X,O,O,X,O,X
STLZOJI,X,O,O,X,O,X
STLOIJZ,X,O,O,X,O,X
STLOIZJ,X,O,O,X,O,X
STLOJIZ,X,O,O,X,O,X
STLOJZI,X,O,O,X,O,X
STLOZIJ,X,O,O,X,O,X
STLOZJI,X,O,O,X,O,X
STJILZO,X,O,X,X,X,O
STJILOZ,X,O,X,X,X,X
STJIZLO,O,O,X,X,X,X
STJIZOL,O,O,O,X,X,X
STJIOLZ,X,O,O,X,X,X
STJIOZL,O,O,O,O,X,X
STJLIZO,X,O,X,X,X,O
STJLIOZ,X,O,X,X,X,X
STJLZIO,X,O,X,X,X,O
STJLZOI,X,O,X,X,X,X
STJLOIZ,X,O,X,X,X,X
STJLOZI,X,O,X,X,X,X
STJZILO,O,O,X,X,X,X
STJZIOL,O,O,O,X,X,X
STJZLIO,O,O,X,X,X,X
STJZLOI,O,O,X,X,X,X
STJZOIL,O,O,O,X,O,X
STJZOLI,O,O,O,X,O,X
STJOILZ,X,O,O,X,X,X
STJOIZL,O,O,O,O,O,X
STJOLIZ,X,O,O,X,O,X
STJOLZI,X,O,O,X,O,X
STJOZIL,O,O,O,O,O,X
STJOZLI,O,O,O,O,O,X
STZILJO,O,O,X,X,X,O
STZILOJ,O,O,O,X,X,X
STZIJLO,O,O,X,X,X,X
STZIJOL,O,O,O,X,X,X
STZIOLJ,O,O,O,X,O,X
STZIOJL,O,O,O,X,O,X
STZLIJO,O,O,X,X,X,O
STZLIOJ,O,O,O,X,X,X
STZLJIO,O,O,X,X,X,O
STZLJOI,O,O,X,X,X,X
STZLOIJ,O,O,O,X,O,X
STZLOJI,O,O,O,X,O,X
STZJILO,O,O,X,X,X,X
STZJIOL,O,O,O,X,X,X
STZJLIO,O,O,X,X,X,X
STZJLOI,O,O,X,X,X,X
STZJOIL,O,O,O,X,O,X
STZJOLI,O,O,O,X,O,X
STZOILJ,O,O,O,X,O,X
STZOIJL,O,O,O,X,O,X
STZOLIJ,O,O,O,X,O,X
STZOLJI,O,O,O,X,O,X
STZOJIL,O,O,O,X,O,X
STZOJLI,O,O,O,X,O,X
STOILJZ,X,O,O,X,O,X
STOILZJ,X,O,O,X,O,X
STOIJLZ,X,O,O,X,X,X
STOIJZL,O,O,O,O,O,X
STOIZLJ,O,O,O,O,O,X
STOIZJL,O,O,O,O,O,X
STOLIJZ,X,O,O,X,O,X
STOLIZJ,X,O,O,X,O,X
STOLJIZ,X,O,O,X,O,X
STOLJZI,X,O,O,X,O,X
STOLZIJ,X,O,O,X,O,X
STOLZJI,X,O,O,X,O,X
STOJILZ,X,O,O,X,X,X
STOJIZL,O,O,O,O,O,X
STOJLIZ,X,O,O,X,O,X
STOJLZI,X,O,O,X,O,X
STOJZIL,O,O,O,O,O,X
STOJZLI,O,O,O,O,O,X
STOZILJ,O,O,O,O,O,X
STOZIJL,O,O,O,O,O,X
STOZLIJ,O,O,O,O,O,X
STOZLJI,O,O,O,O,O,X
STOZJIL,O,O,O,O,O,X
STOZJLI,O,O,O,O,O,X
SITLJZO,X,O,X,X,X,O
SITLJOZ,X,O,X,X,X,X
SITLZJO,X,O,X,X,X,O
SITLZOJ,X,O,O,X,X,X
SITLOJZ,X,O,O,X,X,X
SITLOZJ,X,O,O,X,X,X
SITJLZO,X,O,X,X,X,O
SITJLOZ,X,O,X,X,X,X
SITJZLO,O,O,X,X,X,X
SITJZOL,O,O,O,X,X,X
SITJOLZ,X,O,O,X,X,X
SITJOZL,O,O,O,O,X,X
SITZLJO,O,O,X,X,X,O
SITZLOJ,O,O,O,X,X,X
SITZJLO,O,O,X,X,X,X
SITZJOL,O,O,O,X,X,X
SITZOLJ,O,O,O,X,O,X
SITZOJL,O,O,O,X,O,X
SITOLJZ,X,O,O,X,O,X
SITOLZJ,X,O,O,X,O,X
SITOJLZ,X,O,O,X,X,X
SITOJZL,O,O,O,O,O,X
SITOZLJ,O,O,O,O,O,X
SITOZJL,O,O,O,O,O,X
SILTJZO,X,O,X,X,X,O
SILTJOZ,X,O,X,X,X,X
SILTZJO,X,O,X,X,X,O
SILTZOJ,X,O,O,X,X,X
SILTOJZ,X,O,O,X,X,X
SILTOZJ,X,O,O,X,X,X
SILJTZO,X,O,X,X,X,O
SILJTOZ,X,O,X,X,X,X
SILJZTO,O,O,X,X,X,O
SILJZOT,X,X,O,X,X,O
SILJOTZ,X,X,O,X,X,X
SILJOZT,X,X,O,O,X,O
SILZTJO,O,O,X,X,X,O
SILZTOJ,O,O,O,X,X,X
SILZJTO,O,O,X,X,X,O
SILZJOT,X,X,O,X,X,O
SILZOTJ,X,O,O,X,O,X
SILZOJT,X,X,O,X,O,O
SILOTJZ,X,O,O,X,O,X
SILOTZJ,X,O,O,X,O,X
SILOJTZ,X,X,O,X,O,X
SILOJZT,X,X,O,O,O,O
SILOZTJ,X,O,O,O,O,X
SILOZJT,X,X,O,O,O,O
SIJTLZO,X,O,X,X,X,O
SIJTLOZ,X,O,X,X,X,X
SIJTZLO,O,O,X,X,X,X
SIJTZOL,O,O,O,X,X,X
SIJTOLZ,X,O,O,X,X,X
SIJTOZL,O,O,O,O,X,X
SIJLTZO,X,O,X,X,X,O
SIJLTOZ,X,O,X,X,X,X
SIJLZTO,O,O,X,X,X,O
SIJLZOT,X,X,O,X,X,O
SIJLOTZ,X,X,O,X,X,X
SIJLOZT,X,X,O,O,X,O
SIJZTLO,O,O,X,X,X,X
SIJZTOL,O,O,O,X,X,X
SIJZLTO,O,O,X,X,X,O
SIJZLOT,X,X,O,X,X,O
SIJZOTL,O,X,O,O,X,X
SIJZOLT,X,X,O,O,X,X
SIJOTLZ,X,X,O,X,X,X
SIJOTZL,X,X,O,O,X,X
SIJOLTZ,X,X,O,X,X,X
SIJOLZT,X,X,O,O,X,O
SIJOZTL,O,X,O,O,X,X
SIJOZLT,X,X,O,O,X,X
SIZTLJO,O,O,X,X,X,O
SIZTLOJ,O,O,O,X,X,X
SIZTJLO,O,O,X,X,X,X
SIZTJOL,O,O,O,X,X,X
SIZTOLJ,O,O,O,X,O,X
SIZTOJL,O,O,O,X,O,X
SIZLTJO,O,O,X,X,X,O
SIZLTOJ,O,O,O,X,X,X
SIZLJTO,O,O,X,X,X,O
SIZLJOT,X,X,O,X,X,O
SIZLOTJ,X,O,O,X,O,X
SIZLOJT,X,X,O,X,O,O
SIZJTLO,O,O,X,X,X,X
SIZJTOL,O,O,O,X,X,X
SIZJLTO,O,O,X,X,X,O
SIZJLOT,X,X,O,X,X,O
SIZJOTL,O,X,O,O,X,X
SIZJOLT,X,X,O,O,X,X
SIZOTLJ,O,O,O,O,O,X
SIZOTJL,O,O,O,O,O,X
SIZOLTJ,X,O,O,O,O,X
SIZOLJT,X,X,O,O,O,O
SIZOJTL,O,X,O,O,O,X
SIZOJLT,X,X,O,O,X,X
SIOTLJZ,X,O,O,X,O,X
SIOTLZJ,X,O,O,X,O,X
SIOTJLZ,X,O,O,X,X,X
SIOTJZL,X,O,O,O,O,X
SIOTZLJ,X,O,O,O,O,X
SIOTZJL,X,O,O,O,O,X
SIOLTJZ,X,O,O,X,O,X
SIOLTZJ,X,O,O,X,O,X
SIOLJTZ,X,X,O,X,O,X
SIOLJZT,X,X,O,O,O,O
SIOLZTJ,X,O,O,O,O,X
SIOLZJT,X,X,O,O,O,O
SIOJTLZ,X,X,O,X,X,X
SIOJTZL,X,X,O,O,O,X
SIOJLTZ,X,X,O,X,X,X
SIOJLZT,X,X,O,O,X,O
SIOJZTL,O,X,O,O,O,X
SIOJZLT,X,X,O,O,X,X
SIOZTLJ,O,O,O,O,O,X
SIOZTJL,O,O,O,O,O,X
SIOZLTJ,X,O,O,O,O,X
SIOZLJT,X,X,O,O,O,O
SIOZJTL,O,X,O,O,O,X
SIOZJLT,X,X,O,O,X,X
SLTIJZO,X,O,X,X,X,O
SLTIJOZ,X,O,X,X,X,X
SLTIZJO,X,O,X,X,X,O
SLTIZOJ,X,O,O,X,X,X
SLTIOJZ,X,O,O,X,X,X
SLTIOZJ,X,O,O,X,X,X
SLTJIZO,X,O,X,X,X,O
SLTJIOZ,X,O,X,X,X,X
SLTJZIO,X,O,X,X,X,O
SLTJZOI,X,O,X,X,X,X
SLTJOIZ,X,O,X,X,X,X
SLTJOZI,X,O,X,X,X,X
SLTZIJO,X,O,X,X,X,O
SLTZIOJ,X,O,O,X,X,X
SLTZJIO,X,O,X,X,X,O
SLTZJOI,X,O,X,X,X,X
SLTZOIJ,X,O,O,X,O,X
SLTZOJI,X,O,O,X,O,X
SLTOIJZ,X,O,O,X,O,X
SLTOIZJ,X,O,O,X,O,X
SLTOJIZ,X,O,O,X,O,X
SLTOJZI,X,O,O,X,O,X
SLTOZIJ,X,O,O,X,O,X
SLTOZJI,X,O,O,X,O,X
SLITJZO,X,O,X,X,X,O
SLITJOZ,X,O,X,X,X,X
SLITZJO,X,O,X,X,X,O
SLITZOJ,X,O,O,X,X,X
SLITOJZ,X,O,O,X,X,X
SLITOZJ,X,O,O,X,X,X
SLIJTZO,X,O,X,X,X,O
SLIJTOZ,X,O,X,X,X,X
SLIJZTO,O,O,X,X,X,O
SLIJZOT,X,X,O,X,X,O
SLIJOTZ,X,X,O,X,X,X
SLIJOZT,X,X,O,O,X,O
SLIZTJO,O,O,X,X,X,O
SLIZTOJ,O,O,O,X,X,X
SLIZJTO,O,O,X,X,X,O
SLIZJOT,X,X,O,X,X,O
SLIZOTJ,X,O,O,X,O,X
SLIZOJT,X,X,O,X,O,O
SLIOTJZ,X,O,O,X,O,X
SLIOTZJ,X,O,O,X,O,X
SLIOJTZ,X,X,O,X,O,X
SLIOJZT,X,X,O,O,O,O
SLIOZTJ,X,O,O,O,O,X
SLIOZJT,X,X,O,O,O,O
SLJTIZO,X,O,X,X,X,O
SLJTIOZ,X,O,X,X,X,X
SLJTZIO,X,O,X,X,X,O
SLJTZOI,X,O,X,X,X,X
SLJTOIZ,X,O,X,X,X,X
SLJTOZI,X,O,X,X,X,X
SLJITZO,X,O,X,X,X,O
SLJITOZ,X,O,X,X,X,X
SLJIZTO,O,O,X,X,X,O
SLJIZOT,X,X,O,X,X,O
SLJIOTZ,X,X,O,X,X,X
SLJIOZT,X,X,O,O,X,O
SLJZTIO,O,O,X,X,X,O
SLJZTOI,O,O,X,X,X,X
SLJZITO,O,O,X,X,X,O
SLJZIOT,X,X,O,X,X,O
SLJZOTI,X,X,O,X,O,X
SLJZOIT,X,X,O,X,O,O
SLJOTIZ,X,X,O,X,O,X
SLJOTZI,X,X,O,X,O,X
SLJOITZ,X,X,O,X,O,X
SLJOIZT,X,X,O,O,O,O
SLJOZTI,X,X,O,O,O,X
SLJOZIT,X,X,O,O,O,O
SLZTIJO,O,O,X,X,X,O
SLZTIOJ,O,O,O,X,X,X
SLZTJIO,O,O,X,X,X,O
SLZTJOI,O,O,X,X,X,X
SLZTOIJ,O,O,O,X,O,X
SLZTOJI,O,O,O,X,O,X
SLZITJO,O,O,X,X,X,O
SLZITOJ,O,O,O,X,X,X
SLZIJTO,O,O,X,X,X,O
SLZIJOT,X,X,O,X,X,O
SLZIOTJ,X,O,O,X,O,X
SLZIOJT,X,X,O,X,O,O
SLZJTIO,O,O,X,X,X,O
SLZJTOI,O,O,X,X,X,X
SLZJITO,O,O,X,X,X,O
SLZJIOT,X,X,O,X,X,O
SLZJOTI,X,X,O,X,O,X
SLZJOIT,X,X,O,X,O,O
SLZOTIJ,X,O,O,X,O,X
SLZOTJI,X,O,O,X,O,X
SLZOITJ,X,O,O,X,O,X
SLZOIJT,X,X,O,X,O,O
SLZOJTI,X,X,O,X,O,X
SLZOJIT,X,X,O,X,O,O
SLOTIJZ,X,O,O,X,O,X
SLOTIZJ,X,O,O,X,O,X
SLOTJIZ,X,O,O,X,O,X
SLOTJZI,X,O,O,X,O,X
SLOTZIJ,X,O,O,X,O,X
SLOTZJI,X,O,O,X,O,X
SLOITJZ,X,O,O,X,O,X
SLOITZJ,X,O,O,X,O,X
SLOIJTZ,X,X,O,X,O,X
SLOIJZT,X,X,O,O,O,O
SLOIZTJ,X,O,O,O,O,X
SLOIZJT,X,X,O,O,O,O
SLOJTIZ,X,X,O,X,O,X
SLOJTZI,X,X,O,X,O,X
SLOJITZ,X,X,O,X,O,X
SLOJIZT,X,X,O,O,O,O
SLOJZTI,X,X,O,O,O,X
SLOJZIT,X,X,O,O,O,O
SLOZTIJ,X,O,O,O,O,X
SLOZTJI,X,O,O,O,O,X
SLOZITJ,X,O,O,O,O,X
SLOZIJT,X,X,O,O,O,O
SLOZJTI,X,X,O,O,O,X
SLOZJIT,X,X,O,O,O,O
SJTILZO,X,O,X,X,X,O
SJTILOZ,X,O,X,X,X,X
SJTIZLO,O,O,X,X,X,X
SJTIZOL,O,O,O,X,X,X
SJTIOLZ,X,O,O,X,X,X
SJTIOZL,O,O,O,O,X,X
SJTLIZO,X,O,X,X,X,O
SJTLIOZ,X,O,X,X,X,X
SJTLZIO,X,O,X,X,X,O
SJTLZOI,X,O,X,X,X,X
SJTLOIZ,X,O,X,X,X,X
SJTLOZI,X,O,X,X,X,X
SJTZILO,O,O,X,X,X,X
SJTZIOL,O,O,O,X,X,X
SJTZLIO,O,O,X,X,X,X
SJTZLOI,O,O,X,X,X,X
SJTZOIL,O,O,O,X,O,X
SJTZOLI,O,O,O,X,O,X
SJTOILZ,X,O,O,X,X,X
SJTOIZL,O,O,O,O,O,X
SJTOLIZ,X,O,O,X,O,X
SJTOLZI,X,O,O,X,O,X
SJTOZIL,O,O,O,O,O,X
SJTOZLI,O,O,O,O,O,X
SJITLZO,X,O,X,X,X,O
SJITLOZ,X,O,X,X,X,X
SJITZLO,O,O,X,X,X,X
SJITZOL,O,O,O,X,X,X
SJITOLZ,X,O,O,X,X,X
SJITOZL,O,O,O,O,X,X
SJILTZO,X,O,X,X,X,O
SJILTOZ,X,O,X,X,X,X
SJILZTO,O,O,X,X,X,O
SJILZOT,X,X,O,X,X,O
SJILOTZ,X,X,O,X,X,X
SJILOZT,X,X,O,O,X,O
SJIZTLO,O,O,X,X,X,X
SJIZTOL,O,O,O,X,X,X
SJIZLTO,O,O,X,X,X,O
SJIZLOT,X,X,O,X,X,O
SJIZOTL,O,X,O,O,X,X
SJIZOLT,X,X,O,O,X,X
SJIOTLZ,X,X,O,X,X,X
SJIOTZL,X,X,O,O,X,X
SJIOLTZ,X,X,O,X,X,X
SJIOLZT,X,X,O,O,X,O
SJIOZTL,O,X,O,O,X,X
SJIOZLT,X,X,O,O,X,X
SJLTIZO,X,O,X,X,X,O
SJLTIOZ,X,O,X,X,X,X
SJLTZIO,X,O,X,X,X,O
SJLTZOI,X,O,X,X,X,X
SJLTOIZ,X,O,X,X,X,X
SJLTOZI,X,O,X,X,X,X
SJLITZO,X,O,X,X,X,O
SJLITOZ,X,O,X,X,X,X
SJLIZTO,O,O,X,X,X,O
SJLIZOT,X,X,O,X,X,O
SJLIOTZ,X,X,O,X,X,X
SJLIOZT,X,X,O,O,X,O
SJLZTIO,O,O,X,X,X,O
SJLZTOI,O,O,X,X,X,X
SJLZITO,O,O,X,X,X,O
SJLZIOT,X,X,O,X,X,O
SJLZOTI,X,X,O,X,O,X
SJLZOIT,X,X,O,X,O,O
SJLOTIZ,X,X,O,X,O,X
SJLOTZI,X,X,O,X,O,X
SJLOITZ,X,X,O,X,O,X
SJLOIZT,X,X,O,O,O,O
SJLOZTI,X,X,O,O,O,X
SJLOZIT,X,X,O,O,O,O
SJZTILO,O,O,X,X,X,X
SJZTIOL,O,O,O,X,X,X
SJZTLIO,O,O,X,X,X,X
SJZTLOI,O,O,X,X,X,X
SJZTOIL,O,O,O,X,O,X
SJZTOLI,O,O,O,X,O,X
SJZITLO,O,O,X,X,X,X
SJZITOL,O,O,O,X,X,X
SJZILTO,O,O,X,X,X,O
SJZILOT,X,X,O,X,X,O
SJZIOTL,O,X,O,O,X,X
SJZIOLT,X,X,O,O,X,X
SJZLTIO,O,O,X,X,X,O
SJZLTOI,O,O,X,X,X,X
SJZLITO,O,O,X,X,X,O
SJZLIOT,X,X,O,X,X,O
SJZLOTI,X,X,O,X,O,X
SJZLOIT,X,X,O,X,O,O
SJZOTIL,O,X,O,O,O,X
SJZOTLI,O,X,O,O,O,X
SJZOITL,O,X,O,O,O,X
SJZOILT,X,X,O,O,X,X
SJZOLTI,X,X,O,O,O,X
SJZOLIT,X,X,O,O,O,X
SJOTILZ,X,X,O,X,X,X
SJOTIZL,X,X,O,O,O,X
SJOTLIZ,X,X,O,X,O,X
SJOTLZI,X,X,O,X,O,X
SJOTZIL,X,X,O,O,O,X
SJOTZLI,X,X,O,O,O,X
SJOITLZ,X,X,O,X,X,X
SJOITZL,X,X,O,O,O,X
SJOILTZ,X,X,O,X,X,X
SJOILZT,X,X,O,O,X,O
SJOIZTL,O,X,O,O,O,X
SJOIZLT,X,X,O,O,X,X
SJOLTIZ,X,X,O,X,O,X
SJOLTZI,X,X,O,X,O,X
SJOLITZ,X,X,O,X,O,X
SJOLIZT,X,X,O,O,O,O
SJOLZTI,X,X,O,O,O,X
SJOLZIT,X,X,O,O,O,O
SJOZTIL,O,X,O,O,O,X
SJOZTLI,O,X,O,O,O,X
SJOZITL,O,X,O,O,O,X
SJOZILT,X,X,O,O,X,X
SJOZLTI,X,X,O,O,O,X
SJOZLIT,X,X,O,O,O,X
SZTILJO,O,O,X,X,X,O
SZTILOJ,O,O,O,X,X,X
SZTIJLO,O,O,X,X,X,X
SZTIJOL,O,O,O,X,X,X
SZTIOLJ,O,O,O,X,O,X
SZTIOJL,O,O,O,X,O,X
SZTLIJO,O,O,X,X,X,O
SZTLIOJ,O,O,O,X,X,X
SZTLJIO,O,O,X,X,X,O
SZTLJOI,O,O,X,X,X,X
SZTLOIJ,O,O,O,X,O,X
SZTLOJI,O,O,O,X,O,X
SZTJILO,O,O,X,X,X,X
SZTJIOL,O,O,O,X,X,X
SZTJLIO,O,O,X,X,X,X
SZTJLOI,O,O,X,X,X,X
SZTJOIL,O,O,O,X,O,X
SZTJOLI,O,O,O,X,O,X
SZTOILJ,O,O,O,X,O,X
SZTOIJL,O,O,O,X,O,X
SZTOLIJ,O,O,O,X,O,X
