sequence,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukB3gBCiB8?qBTnB1wB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBFhBTiB6?qBcrBXsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukB3gBlmBc?sBzqBCsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBFhBXiB6?qBcsBTrB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBTiBllBc?rBXsBCrB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBllBcrBT?nBCrBXsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBfnB6nBl?lB0rBzqB,v115@FhB8HeB8BeA8EeB8AeB8DeC8Jei/IvhFRhB+nBcpBl?lBXrBzrB,v115@FhB8HeB8BeA8EeB8AeB8DeC8Jei/IvhFWnBcpBllBx?rBzqBXsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JexBJvhFTkBllB3mBc?sBipBWwB
JOZTLIS,O,X,O,O,X,O,X,X,X,X
JOZTLSI,O,X,O,O,X,X,X,X,X,X
JOZTSIL,O,O,O,O,O,O,O,X,X,O
JOZTSLI,O,O,O,O,O,X,O,X,X,O
JOZITLS,O,X,O,O,X,O,X,X,X,X
JOZITSL,O,O,O,O,O,O,O,X,X,X
JOZILTS,O,X,O,O,X,O,X,X,X,X
JOZILST,X,X,O,O,X,X,X,X,X,X
JOZISTL,X,O,O,O,O,O,O,X,X,O
JOZISLT,X,O,O,O,O,X,O,X,X,X
JOZLTIS,O,X,O,O,X,O,X,X,X,X
JOZLTSI,O,X,O,O,X,X,X,X,X,X
JOZLITS,O,X,O,O,X,O,X,X,X,X
JOZLIST,X,X,O,O,X,X,X,X,X,X
JOZLSTI,X,X,O,O,X,X,X,O,X,X
JOZLSIT,X,X,O,O,X,X,X,X,X,X
JOZSTIL,X,O,O,O,O,O,O,O,X,O
JOZSTLI,X,O,O,O,O,X,O,O,X,O
JOZSITL,X,O,O,O,O,O,O,X,X,O
JOZSILT,X,O,O,O,O,X,O,X,X,X
JOZSLTI,X,O,O,O,O,X,O,O,X,X
JOZSLIT,X,O,O,O,O,X,O,X,X,X
STILJZO,O,O,X,X,X,X,X,O,X,X
STILJOZ,X,O,X,X,X,X,X,X,X,X
STILZJO,O,O,X,X,X,X,X,O,X,X
STILZOJ,O,O,X,X,X,X,X,O,X,X
STILOJZ,X,O,X,X,X,X,X,X,X,X
STILOZJ,X,O,X,X,X,X,X,X,X,X
STIJLZO,O,O,X,X,X,X,X,O,X,X
STIJLOZ,X,O,X,X,X,X,X,X,X,X
STIJZLO,O,O,X,X,O,X,O,O,O,X
STIJZOL,O,O,X,X,O,O,O,O,X,X
STIJOLZ,O,O,X,X,X,X,X,X,X,X
STIJOZL,O,O,O,X,O,X,X,O,X,X
STIZLJO,O,O,X,X,O,X,O,O,O,X
STIZLOJ,O,O,X,X,O,X,O,O,X,X
STIZJLO,O,O,X,X,O,X,O,O,O,X
STIZJOL,O,O,X,X,O,O,O,O,X,X
STIZOLJ,O,O,X,X,O,X,O,O,X,X
STIZOJL,O,O,X,X,O,O,O,O,X,X
STIOLJZ,O,O,X,X,X,X,X,X,X,X
STIOLZJ,O,O,X,X,X,X,X,X,X,X
STIOJLZ,O,O,X,X,X,X,X,X,X,X
STIOJZL,O,O,O,X,O,X,X,O,X,X
STIOZLJ,O,O,O,X,O,X,X,O,X,X
STIOZJL,O,O,O,X,O,X,X,O,X,X
STLIJZO,O,O,X,X,X,X,X,O,X,X
STLIJOZ,X,O,X,X,X,X,X,X,X,X
STLIZJO,O,O,X,X,X,X,X,O,X,X
STLIZOJ,O,O,X,X,X,X,X,O,X,X
STLIOJZ,X,O,X,X,X,X,X,X,X,X
STLIOZJ,X,O,X,X,X,X,X,X,X,X
STLJIZO,O,O,X,X,X,X,X,O,X,X
STLJIOZ,X,O,X,X,X,X,X,X,X,X
STLJZIO,O,O,X,X,X,X,X,O,X,X
STLJZOI,O,O,X,X,X,X,X,O,X,X
STLJOIZ,X,O,X,X,X,X,X,X,X,X
STLJOZI,X,O,X,X,X,X,X,X,X,X
STLZIJO,O,O,X,X,X,X,X,O,X,X
STLZIOJ,O,O,X,X,X,X,X,O,X,X
STLZJIO,O,O,X,X,X,X,X,O,X,X
STLZJOI,O,O,X,X,X,X,X,O,X,X
STLZOIJ,O,O,X,X,X,X,X,O,X,X
STLZOJI,O,O,X,X,X,X,X,O,X,X
STLOIJZ,X,O,X,X,X,X,X,X,X,X
STLOIZJ,X,O,X,X,X,X,X,X,X,X
STLOJIZ,X,O,X,X,X,X,X,X,X,X
STLOJZI,X,O,X,X,X,X,X,X,X,X
STLOZIJ,X,O,X,X,X,X,X,X,X,X
STLOZJI,X,O,X,X,X,X,X,X,X,X
STJILZO,O,O,X,X,X,X,X,O,X,X
STJILOZ,X,O,X,X,X,X,X,X,X,X
STJIZLO,O,O,X,X,O,X,O,O,X,X
STJIZOL,O,O,X,X,O,O,O,O,X,X
STJIOLZ,O,O,X,X,X,X,X,X,X,X
STJIOZL,O,O,O,X,O,X,X,O,X,X
STJLIZO,O,O,X,X,X,X,X,O,X,X
STJLIOZ,X,O,X,X,X,X,X,X,X,X
STJLZIO,O,O,X,X,X,X,X,O,X,X
STJLZOI,O,O,X,X,X,X,X,O,X,X
STJLOIZ,X,O,X,X,X,X,X,X,X,X
STJLOZI,X,O,X,X,X,X,X,X,X,X
STJZILO,O,O,X,X,O,X,O,O,X,X
STJZIOL,O,O,X,X,O,O,O,O,X,X
STJZLIO,O,O,X,X,O,X,O,O,X,X
STJZLOI,O,O,X,X,O,X,O,O,X,X
STJZOIL,O,O,X,X,O,O,O,O,X,X
STJZOLI,O,O,X,X,O,X,O,O,X,X
STJOILZ,O,O,X,X,X,X,X,X,X,X
STJOIZL,O,O,O,X,O,X,X,O,X,X
STJOLIZ,O,O,X,X,X,X,X,X,X,X
STJOLZI,O,O,X,X,X,X,X,X,X,X
STJOZIL,O,O,O,X,O,X,X,O,X,X
STJOZLI,O,O,O,X,O,X,X,O,X,X
STZILJO,O,O,X,X,O,X,O,O,O,X
STZILOJ,O,O,X,X,O,X,O,O,X,O
STZIJLO,O,O,X,X,O,X,O,O,O,X
STZIJOL,O,O,X,X,O,O,O,O,X,O
STZIOLJ,O,O,X,X,O,X,O,O,X,O
STZIOJL,O,O,X,X,O,O,O,O,X,O
STZLIJO,O,O,X,X,O,X,O,O,O,X
STZLIOJ,O,O,X,X,O,X,O,O,X,O
STZLJIO,O,O,X,X,O,X,O,O,X,X
STZLJOI,O,O,X,X,O,X,O,O,X,X
STZLOIJ,O,O,X,X,O,X,O,O,X,O
STZLOJI,O,O,X,X,O,X,O,O,X,O
STZJILO,O,O,X,X,O,X,O,O,X,X
STZJIOL,O,O,X,X,O,O,O,O,X,O
STZJLIO,O,O,X,X,O,X,O,O,X,X
STZJLOI,O,O,X,X,O,X,O,O,X,X
STZJOIL,O,O,X,X,O,O,O,O,X,O
STZJOLI,O,O,X,X,O,X,O,O,X,O
STZOILJ,O,O,X,X,O,X,O,O,X,O
STZOIJL,O,O,X,X,O,O,O,O,X,O
STZOLIJ,O,O,X,X,O,X,O,O,X,O
STZOLJI,O,O,X,X,O,X,O,O,X,O
STZOJIL,O,O,X,X,O,O,O,O,X,O
STZOJLI,O,O,X,X,O,X,O,O,X,O
STOILJZ,O,O,X,X,X,X,X,X,X,X
STOILZJ,O,O,X,X,X,X,X,X,X,X
STOIJLZ,O,O,X,X,X,X,X,X,X,X
STOIJZL,O,O,O,X,O,X,X,O,X,X
STOIZLJ,O,O,O,X,O,X,X,O,X,X
STOIZJL,O,O,O,X,O,X,X,O,X,X
STOLIJZ,O,O,X,X,X,X,X,X,X,X
STOLIZJ,O,O,X,X,X,X,X,X,X,X
STOLJIZ,O,O,X,X,X,X,X,X,X,X
STOLJZI,O,O,X,X,X,X,X,X,X,X
STOLZIJ,O,O,X,X,X,X,X,X,X,X
STOLZJI,O,O,X,X,X,X,X,X,X,X
STOJILZ,O,O,X,X,X,X,X,X,X,X
STOJIZL,O,O,O,X,O,X,X,O,X,X
STOJLIZ,O,O,X,X,X,X,X,X,X,X
STOJLZI,O,O,X,X,X,X,X,X,X,X
STOJZIL,O,O,O,X,O,X,X,O,X,X
STOJZLI,O,O,O,X,O,X,X,O,X,X
STOZILJ,O,O,O,X,O,X,X,O,X,O
STOZIJL,O,O,O,X,O,X,X,O,X,O
STOZLIJ,O,O,O,X,O,X,X,O,X,O
STOZLJI,O,O,O,X,O,X,X,O,X,O
STOZJIL,O,O,O,X,O,X,X,O,X,O
STOZJLI,O,O,O,X,O,X,X,O,X,O
SITLJZO,O,O,X,X,X,X,X,O,X,X
SITLJOZ,X,O,X,X,X,X,X,X,X,X
SITLZJO,O,O,X,X,X,X,X,O,X,X
SITLZOJ,O,O,X,X,X,X,X,O,X,X
SITLOJZ,X,O,X,X,X,X,X,X,X,X
SITLOZJ,X,O,X,X,X,X,X,X,X,X
SITJLZO,O,O,X,X,X,X,X,O,X,X
SITJLOZ,X,O,X,X,X,X,X,X,X,X
SITJZLO,O,O,X,X,O,X,O,O,O,X
SITJZOL,O,O,X,X,O,O,O,O,X,X
SITJOLZ,O,O,X,X,X,X,X,X,X,X
SITJOZL,O,O,O,X,O,X,X,O,X,X
SITZLJO,O,O,X,X,O,X,O,O,O,X
SITZLOJ,O,O,X,X,O,X,O,O,X,X
SITZJLO,O,O,X,X,O,X,O,O,O,X
SITZJOL,O,O,X,X,O,O,O,O,X,X
SITZOLJ,O,O,X,X,O,X,O,O,X,X
SITZOJL,O,O,X,X,O,O,O,O,X,X
SITOLJZ,O,O,X,X,X,X,X,X,X,X
SITOLZJ,O,O,X,X,X,X,X,X,X,X
SITOJLZ,O,O,X,X,X,X,X,X,X,X
SITOJZL,O,O,O,X,O,X,X,O,X,X
SITOZLJ,O,O,O,X,O,X,X,O,X,X
SITOZJL,O,O,O,X,O,X,X,O,X,X
SILTJZO,X,O,X,O,X,X,X,X,X,X
SILTJOZ,X,O,X,O,X,X,X,X,X,X
SILTZJO,X,O,X,O,X,X,X,X,X,X
SILTZOJ,X,O,X,O,X,X,X,X,X,X
SILTOJZ,X,O,X,O,X,X,X,X,X,X
SILTOZJ,X,O,X,O,X,X,X,X,X,X
SILJTZO,X,O,X,O,X,X,X,X,X,X
SILJTOZ,X,O,X,O,X,X,X,X,X,X
SILJZTO,X,O,X,O,O,X,X,X,X,X
SILJZOT,X,O,X,O,O,X,X,X,X,X
SILJOTZ,X,O,X,O,X,X,X,X,X,X
SILJOZT,X,O,O,O,O,X,X,X,X,X
SILZTJO,X,O,X,O,O,X,X,X,X,X
SILZTOJ,X,O,X,O,O,X,X,X,X,X
SILZJTO,X,O,X,O,O,X,X,X,X,X
SILZJOT,X,O,X,O,O,X,X,X,X,X
SILZOTJ,X,O,X,O,O,X,X,X,X,X
SILZOJT,X,O,X,O,O,X,X,X,X,X
SILOTJZ,X,O,X,O,X,X,X,X,X,X
SILOTZJ,X,O,X,O,X,X,X,X,X,X
SILOJTZ,X,O,X,O,X,X,X,X,X,X
SILOJZT,X,O,O,O,O,X,X,X,X,X
SILOZTJ,X,O,O,O,O,X,X,X,X,X
SILOZJT,X,O,O,O,O,X,X,X,X,X
SIJTLZO,O,O,X,X,X,X,X,O,X,X
SIJTLOZ,X,O,X,X,X,X,X,X,X,X
SIJTZLO,O,O,X,X,O,X,O,O,O,X
SIJTZOL,O,O,X,X,O,O,O,O,X,X
SIJTOLZ,O,O,X,X,X,X,X,X,X,X
SIJTOZL,O,O,O,X,O,X,X,O,X,X
SIJLTZO,X,O,X,O,X,X,X,X,X,X
SIJLTOZ,X,O,X,O,X,X,X,X,X,X
SIJLZTO,X,O,X,O,O,X,X,X,X,X
SIJLZOT,X,O,X,O,O,X,X,X,X,X
SIJLOTZ,X,O,X,O,X,X,X,X,X,X
SIJLOZT,X,O,O,O,O,X,X,X,X,X
SIJZTLO,X,O,X,O,O,X,O,O,O,X
SIJZTOL,X,O,X,O,O,O,O,O,X,X
SIJZLTO,X,O,X,O,O,X,O,O,O,X
SIJZLOT,X,O,X,O,O,X,O,X,X,X
SIJZOTL,X,O,O,O,O,O,O,X,X,X
SIJZOLT,X,O,O,O,O,X,O,X,X,X
SIJOTLZ,O,O,X,X,X,X,X,X,X,X
SIJOTZL,O,O,O,O,O,X,X,X,X,X
SIJOLTZ,O,O,X,X,X,X,X,X,X,X
SIJOLZT,X,O,O,X,O,X,X,X,X,X
SIJOZTL,X,O,O,O,O,O,X,X,X,X
SIJOZLT,X,O,O,O,O,X,X,X,X,X
SIZTLJO,X,O,X,O,O,X,O,O,O,X
SIZTLOJ,X,O,X,O,O,X,O,O,X,X
SIZTJLO,X,O,X,O,O,X,O,O,O,X
SIZTJOL,X,O,X,O,O,O,O,O,X,X
SIZTOLJ,X,O,X,O,O,X,O,O,X,X
SIZTOJL,X,O,X,O,O,O,O,O,X,X
SIZLTJO,X,O,X,O,O,X,O,O,O,X
SIZLTOJ,X,O,X,O,O,X,O,O,X,X
SIZLJTO,X,O,X,O,O,X,O,O,O,X
SIZLJOT,X,O,X,O,O,X,O,X,X,X
SIZLOTJ,X,O,X,O,O,X,O,X,X,X
SIZLOJT,X,O,X,O,O,X,O,X,X,X
SIZJTLO,X,O,X,O,O,X,O,O,O,X
SIZJTOL,X,O,X,O,O,O,O,O,X,X
SIZJLTO,X,O,X,O,O,X,O,O,O,X
SIZJLOT,X,O,X,O,O,X,O,X,X,X
SIZJOTL,X,O,O,O,O,O,O,X,X,X
SIZJOLT,X,O,O,O,O,X,O,X,X,X
SIZOTLJ,X,O,O,O,O,X,O,X,X,X
SIZOTJL,X,O,O,O,O,O,O,X,X,X
SIZOLTJ,X,O,O,O,O,X,O,X,X,X
SIZOLJT,X,O,O,O,O,X,O,X,X,X
SIZOJTL,X,O,O,O,O,O,O,X,X,X
SIZOJLT,X,O,O,O,O,X,O,X,X,X
SIOTLJZ,O,O,X,X,X,X,X,X,X,X
SIOTLZJ,O,O,X,X,X,X,X,X,X,X
SIOTJLZ,O,O,X,X,X,X,X,X,X,X
SIOTJZL,O,O,O,O,O,X,X,X,X,X
SIOTZLJ,O,O,O,O,O,X,X,X,X,X
SIOTZJL,O,O,O,O,O,X,X,X,X,X
SIOLTJZ,O,O,X,O,X,X,X,X,X,X
SIOLTZJ,O,O,X,O,X,X,X,X,X,X
SIOLJTZ,O,O,X,O,X,X,X,X,X,X
SIOLJZT,X,O,O,O,O,X,X,X,X,X
SIOLZTJ,X,O,O,O,O,X,X,X,X,X
SIOLZJT,X,O,O,O,O,X,X,X,X,X
SIOJTLZ,O,O,X,X,X,X,X,X,X,X
SIOJTZL,O,O,O,O,O,X,X,X,X,X
SIOJLTZ,O,O,X,X,X,X,X,X,X,X
SIOJLZT,X,O,O,X,O,X,X,X,X,X
SIOJZTL,X,O,O,O,O,O,X,X,X,X
SIOJZLT,X,O,O,O,O,X,X,X,X,X
SIOZTLJ,X,O,O,O,O,X,X,X,X,X
SIOZTJL,X,O,O,O,O,O,X,X,X,X
SIOZLTJ,X,O,O,O,O,X,X,X,X,X
SIOZLJT,X,O,O,O,O,X,X,X,X,X
SIOZJTL,X,O,O,O,O,O,X,X,X,X
SIOZJLT,X,O,O,O,O,X,X,X,X,X
SLTIJZO,X,O,X,O,X,X,X,O,X,X
SLTIJOZ,X,O,X,O,X,X,X,X,X,X
SLTIZJO,X,O,X,O,X,X,X,O,X,X
SLTIZOJ,X,O,X,O,X,X,X,O,X,X
SLTIOJZ,X,O,X,O,X,X,X,X,X,X
SLTIOZJ,X,O,X,O,X,X,X,X,X,X
SLTJIZO,X,O,X,O,X,X,X,O,X,X
SLTJIOZ,X,O,X,O,X,X,X,X,X,X
SLTJZIO,X,O,X,O,X,X,X,O,X,X
SLTJZOI,X,O,X,O,X,X,X,O,X,X
SLTJOIZ,X,O,X,O,X,X,X,X,X,X
SLTJOZI,X,O,X,O,X,X,X,X,X,X
SLTZIJO,X,O,X,O,X,X,X,O,X,X
SLTZIOJ,X,O,X,O,X,X,X,O,X,X
SLTZJIO,X,O,X,O,X,X,X,O,X,X
SLTZJOI,X,O,X,O,X,X,X,O,X,X
SLTZOIJ,X,O,X,O,X,X,X,O,X,X
SLTZOJI,X,O,X,O,X,X,X,O,X,X
SLTOIJZ,X,O,X,O,X,X,X,X,X,X
SLTOIZJ,X,O,X,O,X,X,X,X,X,X
SLTOJIZ,X,O,X,O,X,X,X,X,X,X
SLTOJZI,X,O,X,O,X,X,X,X,X,X
SLTOZIJ,X,O,X,O,X,X,X,X,X,X
SLTOZJI,X,O,X,O,X,X,X,X,X,X
SLITJZO,X,O,X,O,X,X,X,X,X,X
SLITJOZ,X,O,X,O,X,X,X,X,X,X
SLITZJO,X,O,X,O,X,X,X,X,X,X
SLITZOJ,X,O,X,O,X,X,X,X,X,X
SLITOJZ,X,O,X,O,X,X,X,X,X,X
SLITOZJ,X,O,X,O,X,X,X,X,X,X
SLIJTZO,X,O,X,O,X,X,X,X,X,X
SLIJTOZ,X,O,X,O,X,X,X,X,X,X
SLIJZTO,X,O,X,O,O,X,X,X,X,X
SLIJZOT,X,O,X,O,O,X,X,X,X,X
SLIJOTZ,X,O,X,O,X,X,X,X,X,X
SLIJOZT,X,O,O,O,O,X,X,X,X,X
SLIZTJO,X,O,X,O,O,X,X,X,X,X
SLIZTOJ,X,O,X,O,O,X,X,X,X,X
SLIZJTO,X,O,X,O,O,X,X,X,X,X
SLIZJOT,X,O,X,O,O,X,X,X,X,X
SLIZOTJ,X,O,X,O,O,X,X,X,X,X
SLIZOJT,X,O,X,O,O,X,X,X,X,X
SLIOTJZ,X,O,X,O,X,X,X,X,X,X
SLIOTZJ,X,O,X,O,X,X,X,X,X,X
SLIOJTZ,X,O,X,O,X,X,X,X,X,X
SLIOJZT,X,O,O,O,O,X,X,X,X,X
SLIOZTJ,X,O,O,O,O,X,X,X,X,X
SLIOZJT,X,O,O,O,O,X,X,X,X,X
SLJTIZO,X,O,X,O,X,X,X,O,X,X
SLJTIOZ,X,O,X,O,X,X,X,X,X,X
SLJTZIO,X,O,X,O,X,X,X,O,X,X
SLJTZOI,X,O,X,O,X,X,X,O,X,X
SLJTOIZ,X,O,X,O,X,X,X,X,X,X
SLJTOZI,X,O,X,O,X,X,X,X,X,X
SLJITZO,X,O,X,O,X,X,X,X,X,X
SLJITOZ,X,O,X,O,X,X,X,X,X,X
SLJIZTO,X,O,X,O,O,X,X,X,X,X
SLJIZOT,X,O,X,O,O,X,X,X,X,X
SLJIOTZ,X,O,X,O,X,X,X,X,X,X
SLJIOZT,X,O,O,O,O,X,X,X,X,X
SLJZTIO,X,O,X,O,O,X,X,O,X,X
SLJZTOI,X,O,X,O,O,X,X,O,X,X
SLJZITO,X,O,X,O,O,X,X,O,X,X
SLJZIOT,X,O,X,O,O,X,X,X,X,X
SLJZOTI,X,O,X,O,O,X,X,O,X,X
SLJZOIT,X,O,X,O,O,X,X,X,X,X
SLJOTIZ,X,O,X,O,X,X,X,X,X,X
SLJOTZI,X,O,X,O,X,X,X,X,X,X
SLJOITZ,X,O,X,O,X,X,X,X,X,X
SLJOIZT,X,O,O,O,O,X,X,X,X,X
SLJOZTI,X,O,O,O,O,X,X,X,X,X
SLJOZIT,X,O,O,O,O,X,X,X,X,X
SLZTIJO,X,O,X,O,O,X,X,O,X,X
SLZTIOJ,X,O,X,O,O,X,X,O,X,X
SLZTJIO,X,O,X,O,O,X,X,O,X,X
SLZTJOI,X,O,X,O,O,X,X,O,X,X
SLZTOIJ,X,O,X,O,O,X,X,O,X,X
SLZTOJI,X,O,X,O,O,X,X,O,X,X
SLZITJO,X,O,X,O,O,X,X,O,X,X
SLZITOJ,X,O,X,O,O,X,X,O,X,X
SLZIJTO,X,O,X,O,O,X,X,O,X,X
SLZIJOT,X,O,X,O,O,X,X,X,X,X
SLZIOTJ,X,O,X,O,O,X,X,X,X,X
SLZIOJT,X,O,X,O,O,X,X,X,X,X
SLZJTIO,X,O,X,O,O,X,X,O,X,X
SLZJTOI,X,O,X,O,O,X,X,O,X,X
SLZJITO,X,O,X,O,O,X,X,O,X,X
SLZJIOT,X,O,X,O,O,X,X,X,X,X
SLZJOTI,X,O,X,O,O,X,X,O,X,X
SLZJOIT,X,O,X,O,O,X,X,X,X,X
SLZOTIJ,X,O,X,O,O,X,X,O,X,X
SLZOTJI,X,O,X,O,O,X,X,O,X,X
SLZOITJ,X,O,X,O,O,X,X,X,X,X
SLZOIJT,X,O,X,O,O,X,X,X,X,X
SLZOJTI,X,O,X,O,O,X,X,O,X,X
SLZOJIT,X,O,X,O,O,X,X,X,X,X
SLOTIJZ,X,O,X,O,X,X,X,X,X,X
SLOTIZJ,X,O,X,O,X,X,X,X,X,X
SLOTJIZ,X,O,X,O,X,X,X,X,X,X
SLOTJZI,X,O,X,O,X,X,X,X,X,X
SLOTZIJ,X,O,X,O,X,X,X,X,X,X
SLOTZJI,X,O,X,O,X,X,X,X,X,X
SLOITJZ,X,O,X,O,X,X,X,X,X,X
SLOITZJ,X,O,X,O,X,X,X,X,X,X
SLOIJTZ,X,O,X,O,X,X,X,X,X,X
SLOIJZT,X,O,O,O,O,X,X,X,X,X
SLOIZTJ,X,O,O,O,O,X,X,X,X,X
SLOIZJT,X,O,O,O,O,X,X,X,X,X
SLOJTIZ,X,O,X,O,X,X,X,X,X,X
SLOJTZI,X,O,X,O,X,X,X,X,X,X
SLOJITZ,X,O,X,O,X,X,X,X,X,X
SLOJIZT,X,O,O,O,O,X,X,X,X,X
SLOJZTI,X,O,O,O,O,X,X,X,X,X
SLOJZIT,X,O,O,O,O,X,X,X,X,X
SLOZTIJ,X,O,O,O,O,X,X,X,X,X
SLOZTJI,X,O,O,O,O,X,X,X,X,X
SLOZITJ,X,O,O,O,O,X,X,X,X,X
SLOZIJT,X,O,O,O,O,X,X,X,X,X
SLOZJTI,X,O,O,O,O,X,X,X,X,X
SLOZJIT,X,O,O,O,O,X,X,X,X,X
SJTILZO,O,O,X,X,X,X,X,O,X,X
SJTILOZ,X,O,X,X,X,X,X,X,X,X
SJTIZLO,O,O,X,X,O,X,O,O,X,X
SJTIZOL,O,O,X,X,O,O,O,O,X,X
SJTIOLZ,O,O,X,X,X,X,X,X,X,X
SJTIOZL,O,O,O,X,O,X,X,O,X,X
SJTLIZO,O,O,X,X,X,X,X,O,X,X
SJTLIOZ,X,O,X,X,X,X,X,X,X,X
SJTLZIO,O,O,X,X,X,X,X,O,X,X
SJTLZOI,O,O,X,X,X,X,X,O,X,X
SJTLOIZ,X,O,X,X,X,X,X,X,X,X
SJTLOZI,X,O,X,X,X,X,X,X,X,X
SJTZILO,O,O,X,X,O,X,O,O,X,X
SJTZIOL,O,O,X,X,O,O,O,O,X,X
SJTZLIO,O,O,X,X,O,X,O,O,X,X
SJTZLOI,O,O,X,X,O,X,O,O,X,X
SJTZOIL,O,O,X,X,O,O,O,O,X,X
SJTZOLI,O,O,X,X,O,X,O,O,X,X
SJTOILZ,O,O,X,X,X,X,X,X,X,X
SJTOIZL,O,O,O,X,O,X,X,O,X,X
SJTOLIZ,O,O,X,X,X,X,X,X,X,X
SJTOLZI,O,O,X,X,X,X,X,X,X,X
SJTOZIL,O,O,O,X,O,X,X,O,X,X
SJTOZLI,O,O,O,X,O,X,X,O,X,X
SJITLZO,O,O,X,X,X,X,X,O,X,X
SJITLOZ,X,O,X,X,X,X,X,X,X,X
SJITZLO,O,O,X,X,O,X,O,O,X,X
SJITZOL,O,O,X,X,O,O,O,O,X,X
SJITOLZ,O,O,X,X,X,X,X,X,X,X
SJITOZL,O,O,O,X,O,X,X,O,X,X
SJILTZO,X,O,X,O,X,X,X,X,X,X
SJILTOZ,X,O,X,O,X,X,X,X,X,X
SJILZTO,X,O,X,O,O,X,X,X,X,X
SJILZOT,X,O,X,O,O,X,X,X,X,X
SJILOTZ,X,O,X,O,X,X,X,X,X,X
SJILOZT,X,O,O,O,O,X,X,X,X,X
SJIZTLO,X,O,X,O,O,X,O,O,X,X
SJIZTOL,X,O,X,O,O,O,O,O,X,X
SJIZLTO,X,O,X,O,O,X,O,O,X,X
SJIZLOT,X,O,X,O,O,X,O,X,X,X
SJIZOTL,X,O,O,O,O,O,O,X,X,X
SJIZOLT,X,O,O,O,O,X,O,X,X,X
SJIOTLZ,O,O,X,X,X,X,X,X,X,X
SJIOTZL,O,O,O,O,O,X,X,X,X,X
SJIOLTZ,O,O,X,X,X,X,X,X,X,X
SJIOLZT,X,O,O,X,O,X,X,X,X,X
SJIOZTL,X,O,O,O,O,O,X,X,X,X
SJIOZLT,X,O,O,O,O,X,X,X,X,X
SJLTIZO,X,O,X,O,X,X,X,O,X,X
SJLTIOZ,X,O,X,O,X,X,X,X,X,X
SJLTZIO,X,O,X,O,X,X,X,O,X,X
SJLTZOI,X,O,X,O,X,X,X,O,X,X
SJLTOIZ,X,O,X,O,X,X,X,X,X,X
SJLTOZI,X,O,X,O,X,X,X,X,X,X
SJLITZO,X,O,X,O,X,X,X,X,X,X
SJLITOZ,X,O,X,O,X,X,X,X,X,X
SJLIZTO,X,O,X,O,O,X,X,X,X,X
SJLIZOT,X,O,X,O,O,X,X,X,X,X
SJLIOTZ,X,O,X,O,X,X,X,X,X,X
SJLIOZT,X,O,O,O,O,X,X,X,X,X
SJLZTIO,X,O,X,O,O,X,X,O,X,X
SJLZTOI,X,O,X,O,O,X,X,O,X,X
SJLZITO,X,O,X,O,O,X,X,O,X,X
SJLZIOT,X,O,X,O,O,X,X,X,X,X
SJLZOTI,X,O,X,O,O,X,X,O,X,X
SJLZOIT,X,O,X,O,O,X,X,X,X,X
SJLOTIZ,X,O,X,O,X,X,X,X,X,X
SJLOTZI,X,O,X,O,X,X,X,X,X,X
SJLOITZ,X,O,X,O,X,X,X,X,X,X
SJLOIZT,X,O,O,O,O,X,X,X,X,X
SJLOZTI,X,O,O,O,O,X,X,X,X,X
SJLOZIT,X,O,O,O,O,X,X,X,X,X
SJZTILO,X,O,X,O,O,X,O,O,X,X
SJZTIOL,X,O,X,O,O,O,O,O,X,X
SJZTLIO,X,O,X,O,O,X,O,O,X,X
SJZTLOI,X,O,X,O,O,X,O,O,X,X
SJZTOIL,X,O,X,O,O,O,O,O,X,X
SJZTOLI,X,O,X,O,O,X,O,O,X,X
SJZITLO,X,O,X,O,O,X,O,O,X,X
SJZITOL,X,O,X,O,O,O,O,O,X,X
SJZILTO,X,O,X,O,O,X,O,O,X,X
SJZILOT,X,O,X,O,O,X,O,X,X,X
SJZIOTL,X,O,O,O,O,O,O,X,X,X
SJZIOLT,X,O,O,O,O,X,O,X,X,X
SJZLTIO,X,O,X,O,O,X,O,O,X,X
SJZLTOI,X,O,X,O,O,X,O,O,X,X
SJZLITO,X,O,X,O,O,X,O,O,X,X
SJZLIOT,X,O,X,O,O,X,O,X,X,X
SJZLOTI,X,O,X,O,O,X,O,O,X,X
SJZLOIT,X,O,X,O,O,X,O,X,X,X
SJZOTIL,X,O,O,O,O,O,O,O,X,X
SJZOTLI,X,O,O,O,O,X,O,O,X,X
SJZOITL,X,O,O,O,O,O,O,X,X,X
SJZOILT,X,O,O,O,O,X,O,X,X,X
SJZOLTI,X,O,O,O,O,X,O,O,X,X
SJZOLIT,X,O,O,O,O,X,O,X,X,X
SJOTILZ,O,O,X,X,X,X,X,X,X,X
SJOTIZL,O,O,O,O,O,X,X,O,X,X
SJOTLIZ,O,O,X,X,X,X,X,X,X,X
SJOTLZI,O,O,X,X,X,X,X,X,X,X
SJOTZIL,O,O,O,O,O,X,X,O,X,X
