sequence,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukB3gBCiB8?qBTnB1wB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBFhBTiB6?qBcrBXsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukB3gBlmBc?sBzqBCsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBFhBXiB6?qBcsBTrB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBTiBllBc?rBXsBCrB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBllBcrBT?nBCrBXsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBfnB6nBl?lB0rBzqB,v115@FhB8HeB8BeA8EeB8AeB8DeC8Jei/IvhFRhB+nBcpBl?lBXrBzrB,v115@FhB8HeB8BeA8EeB8AeB8DeC8Jei/IvhFWnBcpBllBx?rBzqBXsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JexBJvhFTkBllB3mBc?sBipBWwB
ILOTJSZ,O,X,X,O,X,X,X,X,X,X
ILOTJZS,O,O,X,O,X,X,X,X,X,X
ILOTSJZ,O,X,X,O,X,X,X,X,X,X
ILOTSZJ,O,X,X,O,X,X,X,X,X,X
ILOTZJS,O,O,X,O,X,X,X,X,X,X
ILOTZSJ,O,O,X,O,X,X,X,X,X,X
ILOJTSZ,O,X,X,O,X,X,X,X,X,X
ILOJTZS,O,O,X,O,X,X,X,X,X,X
ILOJSTZ,O,O,X,O,X,X,X,X,X,X
ILOJSZT,X,O,O,O,X,X,X,X,X,X
ILOJZTS,O,O,O,O,X,O,X,X,X,X
ILOJZST,X,O,O,O,X,X,X,X,X,X
ILOSTJZ,O,O,X,O,X,X,X,X,X,X
ILOSTZJ,O,O,X,O,X,X,X,X,X,X
ILOSJTZ,O,O,X,O,X,X,X,X,X,X
ILOSJZT,X,O,O,O,X,X,X,X,X,X
ILOSZTJ,X,O,O,O,X,X,X,X,X,X
ILOSZJT,X,O,O,O,X,X,X,X,X,X
ILOZTJS,O,O,O,O,X,O,X,X,X,X
ILOZTSJ,O,O,O,O,X,X,X,X,X,X
ILOZJTS,O,O,O,O,X,O,X,X,X,X
ILOZJST,X,O,O,O,X,X,X,X,X,X
ILOZSTJ,X,O,O,O,X,X,X,X,X,X
ILOZSJT,X,O,O,O,X,X,X,X,X,X
IJTLSZO,O,O,X,O,X,X,X,X,X,X
IJTLSOZ,X,O,X,O,X,X,X,X,X,X
IJTLZSO,O,O,X,O,O,X,O,X,O,X
IJTLZOS,O,O,X,O,X,O,X,X,O,X
IJTLOSZ,O,X,X,O,X,X,X,X,X,X
IJTLOZS,O,O,X,O,X,X,X,X,X,X
IJTSLZO,O,O,X,X,X,X,X,X,X,X
IJTSLOZ,X,O,X,X,X,X,X,X,X,X
IJTSZLO,O,O,X,X,O,X,O,X,O,X
IJTSZOL,O,O,X,X,O,O,O,X,X,X
IJTSOLZ,O,O,X,X,X,X,X,X,X,X
IJTSOZL,O,O,O,X,O,X,X,X,X,X
IJTZLSO,O,O,X,O,O,X,O,X,O,X
IJTZLOS,O,X,X,O,X,O,X,X,O,X
IJTZSLO,O,O,X,O,O,X,O,X,O,X
IJTZSOL,O,O,X,O,O,O,O,X,X,X
IJTZOLS,O,X,O,O,X,O,X,X,O,X
IJTZOSL,O,O,O,O,O,O,O,X,X,X
IJTOLSZ,O,X,X,X,X,X,X,X,X,X
IJTOLZS,O,X,X,O,X,X,X,X,X,X
IJTOSLZ,O,X,X,X,X,X,X,X,X,X
IJTOSZL,O,X,O,O,X,X,X,X,X,X
IJTOZLS,O,X,O,O,X,O,X,X,O,X
IJTOZSL,O,X,O,O,O,O,O,X,X,X
IJLTSZO,O,O,X,O,X,X,X,X,X,X
IJLTSOZ,X,O,X,O,X,X,X,X,X,X
IJLTZSO,O,O,X,O,O,X,O,X,O,X
IJLTZOS,O,O,X,O,X,O,X,X,O,X
IJLTOSZ,O,X,X,O,X,X,X,X,X,X
IJLTOZS,O,O,X,O,X,X,X,X,X,X
IJLSTZO,X,O,X,O,X,X,X,X,X,X
IJLSTOZ,X,O,X,O,X,X,X,X,X,X
IJLSZTO,X,O,X,O,O,X,X,X,X,X
IJLSZOT,X,O,X,O,O,X,X,X,X,X
IJLSOTZ,X,O,X,O,X,X,X,X,X,X
IJLSOZT,X,O,O,O,O,X,X,X,X,X
IJLZTSO,X,O,X,O,O,X,O,X,O,X
IJLZTOS,X,O,X,O,X,O,X,X,O,X
IJLZSTO,X,O,X,O,O,X,O,X,O,X
IJLZSOT,X,O,X,O,O,X,O,X,X,X
IJLZOTS,X,O,O,O,X,O,X,X,O,X
IJLZOST,X,O,O,O,X,X,X,X,X,X
IJLOTSZ,O,X,X,O,X,X,X,X,X,X
IJLOTZS,O,O,X,O,X,X,X,X,X,X
IJLOSTZ,O,O,X,O,X,X,X,X,X,X
IJLOSZT,X,O,O,O,X,X,X,X,X,X
IJLOZTS,O,O,O,O,X,O,X,X,X,X
IJLOZST,X,O,O,O,X,X,X,X,X,X
IJSTLZO,O,O,X,X,X,X,X,O,X,X
IJSTLOZ,X,O,X,X,X,X,X,X,X,X
IJSTZLO,O,O,X,X,O,X,O,O,O,X
IJSTZOL,O,O,X,X,O,O,O,O,X,X
IJSTOLZ,O,O,X,X,X,X,X,X,X,X
IJSTOZL,O,O,O,X,O,X,X,O,X,X
IJSLTZO,X,O,X,O,X,X,X,X,X,X
IJSLTOZ,X,O,X,O,X,X,X,X,X,X
IJSLZTO,X,O,X,O,O,X,X,X,X,X
IJSLZOT,X,O,X,O,O,X,X,X,X,X
IJSLOTZ,X,O,X,O,X,X,X,X,X,X
IJSLOZT,X,O,O,O,O,X,X,X,X,X
IJSZTLO,X,O,X,O,O,X,O,O,O,X
IJSZTOL,X,O,X,O,O,O,O,O,X,X
IJSZLTO,X,O,X,O,O,X,O,O,O,X
IJSZLOT,X,O,X,O,O,X,O,X,X,X
IJSZOTL,X,O,O,O,O,O,O,X,X,X
IJSZOLT,X,O,O,O,O,X,O,X,X,X
IJSOTLZ,O,O,X,X,X,X,X,X,X,X
IJSOTZL,O,O,O,O,O,X,X,X,X,X
IJSOLTZ,O,O,X,X,X,X,X,X,X,X
IJSOLZT,X,O,O,X,O,X,X,X,X,X
IJSOZTL,X,O,O,O,O,O,X,X,X,X
IJSOZLT,X,O,O,O,O,X,X,X,X,X
IJZTLSO,O,O,X,O,O,X,O,X,O,X
IJZTLOS,O,X,X,O,X,O,X,X,O,X
IJZTSLO,O,O,X,O,O,X,O,X,O,X
IJZTSOL,O,O,X,O,O,O,O,X,X,X
IJZTOLS,O,X,O,O,X,O,X,X,O,X
IJZTOSL,O,O,O,O,O,O,O,X,X,X
IJZLTSO,X,O,X,O,O,X,O,X,O,X
IJZLTOS,X,O,X,O,X,O,X,X,O,X
IJZLSTO,X,O,X,O,O,X,O,O,O,X
IJZLSOT,X,O,X,O,O,X,O,X,X,X
IJZLOTS,X,O,O,O,X,O,X,X,O,X
IJZLOST,X,O,O,O,X,X,X,X,X,X
IJZSTLO,X,O,X,O,O,X,O,O,O,X
IJZSTOL,X,O,X,O,O,O,O,O,X,X
IJZSLTO,X,O,X,O,O,X,O,O,O,X
IJZSLOT,X,O,X,O,O,X,O,X,X,X
IJZSOTL,X,O,O,O,O,O,O,X,X,X
IJZSOLT,X,O,O,O,O,X,O,X,X,X
IJZOTLS,O,X,O,O,X,O,X,X,O,X
IJZOTSL,O,O,O,O,O,O,O,X,X,X
IJZOLTS,O,X,O,O,X,O,X,X,O,X
IJZOLST,X,X,O,O,X,X,X,X,X,X
IJZOSTL,X,O,O,O,O,O,O,X,X,X
IJZOSLT,X,O,O,O,O,X,O,X,X,X
IJOTLSZ,O,X,X,X,X,X,X,X,X,X
IJOTLZS,O,X,X,O,X,X,X,X,X,X
IJOTSLZ,O,X,X,X,X,X,X,X,X,X
IJOTSZL,O,X,O,O,X,X,X,X,X,X
IJOTZLS,O,X,O,O,X,O,X,X,O,X
IJOTZSL,O,X,O,O,O,O,O,X,X,X
IJOLTSZ,O,X,X,O,X,X,X,X,X,X
IJOLTZS,O,O,X,O,X,X,X,X,X,X
IJOLSTZ,O,O,X,O,X,X,X,X,X,X
IJOLSZT,X,O,O,O,X,X,X,X,X,X
IJOLZTS,O,O,O,O,X,O,X,X,X,X
IJOLZST,X,O,O,O,X,X,X,X,X,X
IJOSTLZ,O,O,X,X,X,X,X,X,X,X
IJOSTZL,O,O,O,O,O,X,X,X,X,X
IJOSLTZ,O,O,X,X,X,X,X,X,X,X
IJOSLZT,X,O,O,X,O,X,X,X,X,X
IJOSZTL,X,O,O,O,O,O,X,X,X,X
IJOSZLT,X,O,O,O,O,X,X,X,X,X
IJOZTLS,O,X,O,O,X,O,X,X,O,X
IJOZTSL,O,O,O,O,O,O,O,X,X,X
IJOZLTS,O,X,O,O,X,O,X,X,O,X
IJOZLST,X,X,O,O,X,X,X,X,X,X
IJOZSTL,X,O,O,O,O,O,O,X,X,X
IJOZSLT,X,O,O,O,O,X,O,X,X,X
ISTLJZO,O,O,X,X,X,X,X,O,X,X
ISTLJOZ,X,O,X,X,X,X,X,X,X,X
ISTLZJO,O,O,X,X,X,X,X,O,X,X
ISTLZOJ,O,O,X,X,X,X,X,O,X,X
ISTLOJZ,X,O,X,X,X,X,X,X,X,X
ISTLOZJ,X,O,X,X,X,X,X,X,X,X
ISTJLZO,O,O,X,X,X,X,X,O,X,X
ISTJLOZ,X,O,X,X,X,X,X,X,X,X
ISTJZLO,O,O,X,X,O,X,O,O,O,X
ISTJZOL,O,O,X,X,O,O,O,O,X,X
ISTJOLZ,O,O,X,X,X,X,X,X,X,X
ISTJOZL,O,O,O,X,O,X,X,O,X,X
ISTZLJO,O,O,X,X,O,X,O,O,O,X
ISTZLOJ,O,O,X,X,O,X,O,O,X,X
ISTZJLO,O,O,X,X,O,X,O,O,O,X
ISTZJOL,O,O,X,X,O,O,O,O,X,X
ISTZOLJ,O,O,X,X,O,X,O,O,X,X
ISTZOJL,O,O,X,X,O,O,O,O,X,X
ISTOLJZ,O,O,X,X,X,X,X,X,X,X
ISTOLZJ,O,O,X,X,X,X,X,X,X,X
ISTOJLZ,O,O,X,X,X,X,X,X,X,X
ISTOJZL,O,O,O,X,O,X,X,O,X,X
ISTOZLJ,O,O,O,X,O,X,X,O,X,X
ISTOZJL,O,O,O,X,O,X,X,O,X,X
ISLTJZO,X,O,X,O,X,X,X,X,X,X
ISLTJOZ,X,O,X,O,X,X,X,X,X,X
ISLTZJO,X,O,X,O,X,X,X,X,X,X
ISLTZOJ,X,O,X,O,X,X,X,X,X,X
ISLTOJZ,X,O,X,O,X,X,X,X,X,X
ISLTOZJ,X,O,X,O,X,X,X,X,X,X
ISLJTZO,X,O,X,O,X,X,X,X,X,X
ISLJTOZ,X,O,X,O,X,X,X,X,X,X
ISLJZTO,X,O,X,O,O,X,X,X,X,X
ISLJZOT,X,O,X,O,O,X,X,X,X,X
ISLJOTZ,X,O,X,O,X,X,X,X,X,X
ISLJOZT,X,O,O,O,O,X,X,X,X,X
ISLZTJO,X,O,X,O,O,X,X,X,X,X
ISLZTOJ,X,O,X,O,O,X,X,X,X,X
ISLZJTO,X,O,X,O,O,X,X,X,X,X
ISLZJOT,X,O,X,O,O,X,X,X,X,X
ISLZOTJ,X,O,X,O,O,X,X,X,X,X
ISLZOJT,X,O,X,O,O,X,X,X,X,X
ISLOTJZ,X,O,X,O,X,X,X,X,X,X
ISLOTZJ,X,O,X,O,X,X,X,X,X,X
ISLOJTZ,X,O,X,O,X,X,X,X,X,X
ISLOJZT,X,O,O,O,O,X,X,X,X,X
ISLOZTJ,X,O,O,O,O,X,X,X,X,X
ISLOZJT,X,O,O,O,O,X,X,X,X,X
ISJTLZO,O,O,X,X,X,X,X,O,X,X
ISJTLOZ,X,O,X,X,X,X,X,X,X,X
ISJTZLO,O,O,X,X,O,X,O,O,O,X
ISJTZOL,O,O,X,X,O,O,O,O,X,X
ISJTOLZ,O,O,X,X,X,X,X,X,X,X
ISJTOZL,O,O,O,X,O,X,X,O,X,X
ISJLTZO,X,O,X,O,X,X,X,X,X,X
ISJLTOZ,X,O,X,O,X,X,X,X,X,X
ISJLZTO,X,O,X,O,O,X,X,X,X,X
ISJLZOT,X,O,X,O,O,X,X,X,X,X
ISJLOTZ,X,O,X,O,X,X,X,X,X,X
ISJLOZT,X,O,O,O,O,X,X,X,X,X
ISJZTLO,X,O,X,O,O,X,O,O,O,X
ISJZTOL,X,O,X,O,O,O,O,O,X,X
ISJZLTO,X,O,X,O,O,X,O,O,O,X
ISJZLOT,X,O,X,O,O,X,O,X,X,X
ISJZOTL,X,O,O,O,O,O,O,X,X,X
ISJZOLT,X,O,O,O,O,X,O,X,X,X
ISJOTLZ,O,O,X,X,X,X,X,X,X,X
ISJOTZL,O,O,O,O,O,X,X,X,X,X
ISJOLTZ,O,O,X,X,X,X,X,X,X,X
ISJOLZT,X,O,O,X,O,X,X,X,X,X
ISJOZTL,X,O,O,O,O,O,X,X,X,X
ISJOZLT,X,O,O,O,O,X,X,X,X,X
ISZTLJO,X,O,X,O,O,X,O,O,O,X
ISZTLOJ,X,O,X,O,O,X,O,O,X,X
ISZTJLO,X,O,X,O,O,X,O,O,O,X
ISZTJOL,X,O,X,O,O,O,O,O,X,X
ISZTOLJ,X,O,X,O,O,X,O,O,X,X
ISZTOJL,X,O,X,O,O,O,O,O,X,X
ISZLTJO,X,O,X,O,O,X,O,O,O,X
ISZLTOJ,X,O,X,O,O,X,O,O,X,X
ISZLJTO,X,O,X,O,O,X,O,O,O,X
ISZLJOT,X,O,X,O,O,X,O,X,X,X
ISZLOTJ,X,O,X,O,O,X,O,X,X,X
ISZLOJT,X,O,X,O,O,X,O,X,X,X
ISZJTLO,X,O,X,O,O,X,O,O,O,X
ISZJTOL,X,O,X,O,O,O,O,O,X,X
ISZJLTO,X,O,X,O,O,X,O,O,O,X
ISZJLOT,X,O,X,O,O,X,O,X,X,X
ISZJOTL,X,O,O,O,O,O,O,X,X,X
ISZJOLT,X,O,O,O,O,X,O,X,X,X
ISZOTLJ,X,O,O,O,O,X,O,X,X,X
ISZOTJL,X,O,O,O,O,O,O,X,X,X
ISZOLTJ,X,O,O,O,O,X,O,X,X,X
ISZOLJT,X,O,O,O,O,X,O,X,X,X
ISZOJTL,X,O,O,O,O,O,O,X,X,X
ISZOJLT,X,O,O,O,O,X,O,X,X,X
ISOTLJZ,O,O,X,X,X,X,X,X,X,X
ISOTLZJ,O,O,X,X,X,X,X,X,X,X
ISOTJLZ,O,O,X,X,X,X,X,X,X,X
ISOTJZL,O,O,O,O,O,X,X,X,X,X
ISOTZLJ,O,O,O,O,O,X,X,X,X,X
ISOTZJL,O,O,O,O,O,X,X,X,X,X
ISOLTJZ,O,O,X,O,X,X,X,X,X,X
ISOLTZJ,O,O,X,O,X,X,X,X,X,X
ISOLJTZ,O,O,X,O,X,X,X,X,X,X
ISOLJZT,X,O,O,O,O,X,X,X,X,X
ISOLZTJ,X,O,O,O,O,X,X,X,X,X
ISOLZJT,X,O,O,O,O,X,X,X,X,X
ISOJTLZ,O,O,X,X,X,X,X,X,X,X
ISOJTZL,O,O,O,O,O,X,X,X,X,X
ISOJLTZ,O,O,X,X,X,X,X,X,X,X
ISOJLZT,X,O,O,X,O,X,X,X,X,X
ISOJZTL,X,O,O,O,O,O,X,X,X,X
ISOJZLT,X,O,O,O,O,X,X,X,X,X
ISOZTLJ,X,O,O,O,O,X,X,X,X,X
ISOZTJL,X,O,O,O,O,O,X,X,X,X
ISOZLTJ,X,O,O,O,O,X,X,X,X,X
ISOZLJT,X,O,O,O,O,X,X,X,X,X
ISOZJTL,X,O,O,O,O,O,X,X,X,X
ISOZJLT,X,O,O,O,O,X,X,X,X,X
IZTLJSO,O,O,X,O,O,X,O,X,O,X
IZTLJOS,O,O,X,O,X,O,X,X,O,X
IZTLSJO,O,O,X,O,O,X,O,O,O,X
IZTLSOJ,O,O,X,O,O,X,O,O,X,X
IZTLOJS,O,O,X,O,X,O,X,X,O,X
IZTLOSJ,O,O,X,O,X,X,X,X,X,X
IZTJLSO,O,O,X,O,O,X,O,X,O,X
IZTJLOS,O,X,X,O,X,O,X,X,O,X
IZTJSLO,O,O,X,O,O,X,O,X,O,X
IZTJSOL,O,O,X,O,O,O,O,X,X,X
IZTJOLS,O,X,O,O,X,O,X,X,O,X
IZTJOSL,O,O,O,O,O,O,O,X,X,X
IZTSLJO,O,O,X,O,O,X,O,O,O,X
IZTSLOJ,O,O,X,O,O,X,O,O,X,O
IZTSJLO,O,O,X,O,O,X,O,O,O,X
IZTSJOL,O,O,X,O,O,O,O,O,X,O
IZTSOLJ,O,O,X,O,O,X,O,O,X,O
IZTSOJL,O,O,X,O,O,O,O,O,X,O
IZTOLJS,O,X,O,O,X,O,X,X,O,X
IZTOLSJ,O,X,O,O,X,X,X,X,X,X
IZTOJLS,O,X,O,O,X,O,X,X,O,X
IZTOJSL,O,O,O,O,O,O,O,X,X,X
IZTOSLJ,O,O,O,O,O,X,O,X,X,O
IZTOSJL,O,O,O,O,O,O,O,X,X,O
IZLTJSO,X,O,X,O,O,X,O,X,O,X
IZLTJOS,X,O,X,O,X,O,X,X,O,X
IZLTSJO,X,O,X,O,O,X,O,O,O,X
IZLTSOJ,X,O,X,O,O,X,O,O,X,X
IZLTOJS,X,O,X,O,X,O,X,X,O,X
IZLTOSJ,X,O,X,O,X,X,X,X,X,X
IZLJTSO,X,O,X,O,O,X,O,X,O,X
IZLJTOS,X,O,X,O,X,O,X,X,O,X
IZLJSTO,X,O,X,O,O,X,O,O,O,X
IZLJSOT,X,O,X,O,O,X,O,X,X,X
IZLJOTS,X,O,O,O,X,O,X,X,O,X
IZLJOST,X,O,O,O,X,X,X,X,X,X
IZLSTJO,X,O,X,O,O,X,O,O,O,X
IZLSTOJ,X,O,X,O,O,X,O,O,X,O
IZLSJTO,X,O,X,O,O,X,O,O,O,X
IZLSJOT,X,O,X,O,O,X,O,X,X,X
IZLSOTJ,X,O,X,O,O,X,O,X,X,O
IZLSOJT,X,O,X,O,O,X,O,X,X,X
IZLOTJS,X,O,O,O,X,O,X,X,O,X
IZLOTSJ,X,O,O,O,X,X,X,X,X,X
IZLOJTS,X,O,O,O,X,O,X,X,O,X
IZLOJST,X,O,O,O,X,X,X,X,X,X
IZLOSTJ,X,O,O,O,X,X,X,X,X,O
IZLOSJT,X,O,O,O,X,X,X,X,X,X
IZJTLSO,O,O,X,O,O,X,O,X,O,X
IZJTLOS,O,X,X,O,X,O,X,X,O,X
IZJTSLO,O,O,X,O,O,X,O,X,O,X
IZJTSOL,O,O,X,O,O,O,O,X,X,X
IZJTOLS,O,X,O,O,X,O,X,X,O,X
IZJTOSL,O,O,O,O,O,O,O,X,X,X
IZJLTSO,X,O,X,O,O,X,O,X,O,X
IZJLTOS,X,O,X,O,X,O,X,X,O,X
IZJLSTO,X,O,X,O,O,X,O,O,O,X
IZJLSOT,X,O,X,O,O,X,O,X,X,X
IZJLOTS,X,O,O,O,X,O,X,X,O,X
IZJLOST,X,O,O,O,X,X,X,X,X,X
IZJSTLO,X,O,X,O,O,X,O,O,O,X
IZJSTOL,X,O,X,O,O,O,O,O,X,O
IZJSLTO,X,O,X,O,O,X,O,O,O,X
IZJSLOT,X,O,X,O,O,X,O,X,X,X
IZJSOTL,X,O,O,O,O,O,O,X,X,O
IZJSOLT,X,O,O,O,O,X,O,X,X,X
IZJOTLS,O,X,O,O,X,O,X,X,O,X
IZJOTSL,O,O,O,O,O,O,O,X,X,X
IZJOLTS,O,X,O,O,X,O,X,X,O,X
IZJOLST,X,X,O,O,X,X,X,X,X,X
IZJOSTL,X,O,O,O,O,O,O,X,X,O
IZJOSLT,X,O,O,O,O,X,O,X,X,X
IZSTLJO,X,O,X,O,O,X,O,O,O,X
IZSTLOJ,X,O,X,O,O,X,O,O,X,O
IZSTJLO,X,O,X,O,O,X,O,O,O,X
IZSTJOL,X,O,X,O,O,O,O,O,X,O
IZSTOLJ,X,O,X,O,O,X,O,O,X,O
IZSTOJL,X,O,X,O,O,O,O,O,X,O
IZSLTJO,X,O,X,O,O,X,O,O,O,X
IZSLTOJ,X,O,X,O,O,X,O,O,X,O
IZSLJTO,X,O,X,O,O,X,O,O,O,X
IZSLJOT,X,O,X,O,O,X,O,X,X,X
IZSLOTJ,X,O,X,O,O,X,O,X,X,O
IZSLOJT,X,O,X,O,O,X,O,X,X,X
IZSJTLO,X,O,X,O,O,X,O,O,O,X
IZSJTOL,X,O,X,O,O,O,O,O,X,O
IZSJLTO,X,O,X,O,O,X,O,O,O,X
IZSJLOT,X,O,X,O,O,X,O,X,X,X
IZSJOTL,X,O,O,O,O,O,O,X,X,O
IZSJOLT,X,O,O,O,O,X,O,X,X,X
IZSOTLJ,X,O,O,O,O,X,O,X,X,O
IZSOTJL,X,O,O,O,O,O,O,X,X,O
IZSOLTJ,X,O,O,O,O,X,O,X,X,O
IZSOLJT,X,O,O,O,O,X,O,X,X,X
IZSOJTL,X,O,O,O,O,O,O,X,X,O
IZSOJLT,X,O,O,O,O,X,O,X,X,X
IZOTLJS,O,X,O,O,X,O,X,X,O,X
IZOTLSJ,O,X,O,O,X,X,X,X,X,X
IZOTJLS,O,X,O,O,X,O,X,X,O,X
IZOTJSL,O,O,O,O,O,O,O,X,X,X
IZOTSLJ,O,O,O,O,O,X,O,X,X,O
IZOTSJL,O,O,O,O,O,O,O,X,X,O
IZOLTJS,O,O,O,O,X,O,X,X,O,X
IZOLTSJ,O,O,O,O,X,X,X,X,X,X
IZOLJTS,O,O,O,O,X,O,X,X,O,X
IZOLJST,X,O,O,O,X,X,X,X,X,X
IZOLSTJ,X,O,O,O,X,X,X,X,X,O
IZOLSJT,X,O,O,O,X,X,X,X,X,X
IZOJTLS,O,X,O,O,X,O,X,X,O,X
IZOJTSL,O,O,O,O,O,O,O,X,X,X
IZOJLTS,O,X,O,O,X,O,X,X,O,X
IZOJLST,X,X,O,O,X,X,X,X,X,X
IZOJSTL,X,O,O,O,O,O,O,X,X,O
IZOJSLT,X,O,O,O,O,X,O,X,X,X
IZOSTLJ,X,O,O,O,O,X,O,X,X,O
IZOSTJL,X,O,O,O,O,O,O,X,X,O
IZOSLTJ,X,O,O,O,O,X,O,X,X,O
IZOSLJT,X,O,O,O,O,X,O,X,X,X
IZOSJTL,X,O,O,O,O,O,O,X,X,O
IZOSJLT,X,O,O,O,O,X,O,X,X,X
IOTLJSZ,O,X,X,O,X,X,X,X,X,X
IOTLJZS,O,X,X,O,X,X,X,X,X,X
IOTLSJZ,O,X,X,O,X,X,X,X,X,X
IOTLSZJ,O,X,X,O,X,X,X,X,X,X
IOTLZJS,O,X,X,O,X,X,X,X,X,X
IOTLZSJ,O,X,X,O,X,X,X,X,X,X
IOTJLSZ,O,X,X,X,X,X,X,X,X,X
IOTJLZS,O,X,X,O,X,X,X,X,X,X
IOTJSLZ,O,X,X,X,X,X,X,X,X,X
IOTJSZL,O,X,O,O,X,X,X,X,X,X
IOTJZLS,O,X,O,O,X,O,X,X,O,X
IOTJZSL,O,X,O,O,O,O,O,X,X,X
IOTSLJZ,O,X,X,X,X,X,X,X,X,X
IOTSLZJ,O,X,X,X,X,X,X,X,X,X
IOTSJLZ,O,X,X,X,X,X,X,X,X,X
IOTSJZL,O,X,O,O,X,X,X,X,X,X
IOTSZLJ,O,X,O,O,X,X,X,X,X,X
IOTSZJL,O,X,O,O,X,X,X,X,X,X
IOTZLJS,O,X,O,O,X,O,X,X,O,X
IOTZLSJ,O,X,O,O,X,X,X,X,X,X
IOTZJLS,O,X,O,O,X,O,X,X,O,X
IOTZJSL,O,X,O,O,O,O,O,X,X,X
IOTZSLJ,O,X,O,O,O,X,O,X,X,O
IOTZSJL,O,X,O,O,O,O,O,X,X,O
IOLTJSZ,O,X,X,O,X,X,X,X,X,X
IOLTJZS,O,O,X,O,X,X,X,X,X,X
IOLTSJZ,O,X,X,O,X,X,X,X,X,X
IOLTSZJ,O,X,X,O,X,X,X,X,X,X
IOLTZJS,O,O,X,O,X,X,X,X,X,X
IOLTZSJ,O,O,X,O,X,X,X,X,X,X
IOLJTSZ,O,X,X,O,X,X,X,X,X,X
IOLJTZS,O,O,X,O,X,X,X,X,X,X
IOLJSTZ,O,O,X,O,X,X,X,X,X,X
IOLJSZT,X,O,O,O,X,X,X,X,X,X
IOLJZTS,O,O,O,O,X,O,X,X,X,X
IOLJZST,X,O,O,O,X,X,X,X,X,X
IOLSTJZ,O,O,X,O,X,X,X,X,X,X
IOLSTZJ,O,O,X,O,X,X,X,X,X,X
IOLSJTZ,O,O,X,O,X,X,X,X,X,X
IOLSJZT,X,O,O,O,X,X,X,X,X,X
IOLSZTJ,X,O,O,O,X,X,X,X,X,X
IOLSZJT,X,O,O,O,X,X,X,X,X,X
IOLZTJS,O,O,O,O,X,O,X,X,X,X
IOLZTSJ,O,O,O,O,X,X,X,X,X,X
IOLZJTS,O,O,O,O,X,O,X,X,X,X
IOLZJST,X,O,O,O,X,X,X,X,X,X
IOLZSTJ,X,O,O,O,X,X,X,X,X,X
IOLZSJT,X,O,O,O,X,X,X,X,X,X
IOJTLSZ,O,X,X,X,X,X,X,X,X,X
IOJTLZS,O,X,X,O,X,X,X,X,X,X
IOJTSLZ,O,X,X,X,X,X,X,X,X,X
IOJTSZL,O,X,O,O,X,X,X,X,X,X
IOJTZLS,O,X,O,O,X,O,X,X,O,X
IOJTZSL,O,X,O,O,O,O,O,X,X,X
IOJLTSZ,O,X,X,O,X,X,X,X,X,X
IOJLTZS,O,O,X,O,X,X,X,X,X,X
IOJLSTZ,O,O,X,O,X,X,X,X,X,X
IOJLSZT,X,O,O,O,X,X,X,X,X,X
IOJLZTS,O,O,O,O,X,O,X,X,X,X
IOJLZST,X,O,O,O,X,X,X,X,X,X
IOJSTLZ,O,O,X,X,X,X,X,X,X,X
IOJSTZL,O,O,O,O,O,X,X,X,X,X
IOJSLTZ,O,O,X,X,X,X,X,X,X,X
IOJSLZT,X,O,O,X,O,X,X,X,X,X
IOJSZTL,X,O,O,O,O,O,X,X,X,X
IOJSZLT,X,O,O,O,O,X,X,X,X,X
IOJZTLS,O,X,O,O,X,O,X,X,O,X
IOJZTSL,O,O,O,O,O,O,O,X,X,X
IOJZLTS,O,X,O,O,X,O,X,X,O,X
IOJZLST,X,X,O,O,X,X,X,X,X,X
IOJZSTL,X,O,O,O,O,O,O,X,X,X
IOJZSLT,X,O,O,O,O,X,O,X,X,X
IOSTLJZ,O,O,X,X,X,X,X,X,X,X
IOSTLZJ,O,O,X,X,X,X,X,X,X,X
IOSTJLZ,O,O,X,X,X,X,X,X,X,X
IOSTJZL,O,O,O,O,O,X,X,X,X,X
IOSTZLJ,O,O,O,O,O,X,X,X,X,X
IOSTZJL,O,O,O,O,O,X,X,X,X,X
IOSLTJZ,O,O,X,O,X,X,X,X,X,X
IOSLTZJ,O,O,X,O,X,X,X,X,X,X
IOSLJTZ,O,O,X,O,X,X,X,X,X,X
IOSLJZT,X,O,O,O,O,X,X,X,X,X
IOSLZTJ,X,O,O,O,O,X,X,X,X,X
IOSLZJT,X,O,O,O,O,X,X,X,X,X
IOSJTLZ,O,O,X,X,X,X,X,X,X,X
IOSJTZL,O,O,O,O,O,X,X,X,X,X
IOSJLTZ,O,O,X,X,X,X,X,X,X,X
IOSJLZT,X,O,O,X,O,X,X,X,X,X
IOSJZTL,X,O,O,O,O,O,X,X,X,X
IOSJZLT,X,O,O,O,O,X,X,X,X,X
IOSZTLJ,X,O,O,O,O,X,X,X,X,X
IOSZTJL,X,O,O,O,O,O,X,X,X,X
