sequence,v115@HhA8GeD8FeD8EeC8Je0/IvhFzhBCjB3lBmlBFsBxvB,v115@HhA8GeD8FeD8EeC8Jex/IvhFmhBCjBTmB0qBXsBFqB,v115@HhA8GeD8FeD8EeC8Je0/IvhFlgBCjBTqBxrBmrB3rB,v115@HhA8GeD8FeD8EeC8Jel/IvhFxiBmlBSsBTqBfsBUrB,v115@HhA8GeD8FeD8EeC8JeSFJvhFxiBlmBcsBmkB3qBTrB,v115@HhA8GeD8FeD8EeC8Je0/IvhFWmBxiBTnBKqBXmB1wB,v115@HhA8GeD8FeD8EeC8Je0/IvhFCjBRmBlmBmqBXsBTqB,v115@HhA8GeD8FeD8EeC8JezBJvhFCjBRlBmkBUrBFsB3qB,v115@HhA8GeD8FeD8EeC8Je0/IvhFlgBxiBKrBGnBfsBTqB,v115@HhA8GeD8FeD8EeC8Je0/IvhFXhBxiBmqBFsBCsBTqB,v115@HhA8GeD8FeD8EeC8Je0/IvhFXhBxiBmqBCsBFsBTqB,v115@HhA8GeD8FeD8EeC8Jel/IvhFUiBxlBCoBmqBzrB3qB,v115@HhA8GeD8FeD8EeC8Je0/IvhFXhBVnBTlBCoBmrBxvB,v115@HhA8GeD8FeD8EeC8JezBJvhFCjBRlBmkBUmB1vBXsB,v115@HhA8GeD8FeD8EeC8Jel/IvhFzgBxiBKqBGnBfsBUrB,v115@HhA8GeD8FeD8EeC8Je0/IvhFmhBCjBxqBXsBFrBTqB
LISTJZO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LISTJOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LISTZJO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LISTZOJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
LISTOJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O
LISTOZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O
LISJTZO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LISJTOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LISJZTO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LISJZOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISJOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LISJOZT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISZTJO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LISZTOJ,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O
LISZJTO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LISZJOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISZOTJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
LISZOJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISOTJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LISOTZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LISOJTZ,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
LISOJZT,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LISOZTJ,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
LISOZJT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZTJSO,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIZTJOS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X
LIZTSJO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
LIZTOJS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
LIZTOSJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJTSO,O,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
LIZJTOS,O,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
LIZJSTO,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LIZJSOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZJOTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZJOST,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZSTJO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LIZSTOJ,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O
LIZSJTO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LIZSJOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZSOTJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
LIZSOJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZOTJS,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X
LIZOTSJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZOJTS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LIZOJST,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZOSJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOTJZS,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LIOTSJZ,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LIOTSZJ,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LIOTZJS,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LIOTZSJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTZS,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOJSTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZTS,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOJZST,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LIOSTZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LIOSJTZ,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LIOSJZT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
LIOSZJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTJS,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LIOZTSJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOZJTS,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOZJST,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOZSJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTISZO,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
LJTISOZ,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
LJTIZSO,O,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
LJTIZOS,O,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
LJTIOSZ,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LJTIOZS,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LJTSIZO,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X
LJTSIOZ,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
LJTSZIO,X,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
LJTSZOI,X,X,X,X,X,X,X,X,O,O,O,X,O,X,O,X
LJTSOIZ,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
LJTSOZI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTZISO,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X
LJTZIOS,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
LJTZSIO,X,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
LJTZSOI,X,X,X,X,X,X,X,X,O,O,O,X,O,X,O,X
LJTZOIS,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
LJTZOSI,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
LJTOISZ,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LJTOIZS,O,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X
LJTOSIZ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTOSZI,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LJTOZIS,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X
LJTOZSI,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
LJITSZO,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
LJITSOZ,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
LJITZSO,O,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
LJITZOS,O,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
LJITOSZ,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LJITOZS,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LJISTZO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X
LJISTOZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJISZTO,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LJISZOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJISOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJISOZT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIZTSO,O,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
LJIZTOS,O,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
LJIZSTO,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LJIZSOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIZOTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJIZOST,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTZS,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LJIOSTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZTS,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LJIOZST,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJSTIZO,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X,O
LJSTIOZ,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O
LJSTZIO,X,O,X,X,X,X,O,X,O,X,O,X,O,X,X,X
LJSTZOI,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X
LJSTOIZ,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJSTOZI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSITZO,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X,O
LJSITOZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
LJSIZTO,X,O,X,X,O,X,O,X,X,X,O,X,O,X,X,O
LJSIZOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LJSIOZT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSZTIO,X,O,X,X,O,X,O,X,O,X,O,X,O,X,X,X
LJSZTOI,X,X,X,X,O,X,X,X,O,X,O,X,O,X,O,X
LJSZITO,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O
LJSZIOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSZOTI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LJSZOIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSOTIZ,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJSOTZI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJSOITZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LJSOIZT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSOZTI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJSOZIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZTISO,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X
LJZTIOS,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
LJZTSIO,X,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
LJZTSOI,X,X,X,X,X,X,X,X,O,O,O,X,O,X,O,X
LJZTOIS,X,X,O,X,X,X,X,O,X,O,O,X,X,X,O,X
LJZTOSI,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
LJZITSO,O,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X
LJZITOS,O,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
LJZISTO,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJZISOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZIOTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJZIOST,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZSTIO,X,O,X,X,O,X,O,X,O,X,O,X,O,X,X,X
LJZSTOI,X,X,X,X,O,X,X,X,O,X,O,X,O,X,O,X
LJZSITO,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O
LJZSIOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZSOTI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LJZSOIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZOTIS,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X
LJZOTSI,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X
LJZOITS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
LJZOIST,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZOSTI,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X
LJZOSIT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOTISZ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LJOTIZS,X,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X
LJOTSIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LJOTSZI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LJOTZIS,X,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X
LJOTZSI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X
LJOITSZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOITZS,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X
LJOISTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOISZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOIZTS,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X
LJOIZST,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJOSTIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LJOSTZI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LJOSITZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOSIZT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJOSZTI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LJOSZIT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJOZTIS,X,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X
LJOZTSI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X
LJOZITS,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,X
LJOZIST,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJOZSTI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X
LJOZSIT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSTIJZO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LSTIJOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LSTIZJO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LSTIZOJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
LSTIOJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O
LSTIOZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O
LSTJIZO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LSTJIOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LSTJZIO,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LSTJZOI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LSTJOIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSTJOZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTZIJO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LSTZIOJ,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
LSTZJIO,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LSTZJOI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X
LSTZOIJ,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
LSTZOJI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LSTOIJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LSTOIZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LSTOJIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSTOJZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOZIJ,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LSTOZJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITJZO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LSITJOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LSITZJO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LSITZOJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
LSITOJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O
LSITOZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O
LSIJTZO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LSIJTOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LSIJZTO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LSIJZOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSIJOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LSIJOZT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSIZTJO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LSIZTOJ,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O
LSIZJTO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LSIZJOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSIZOTJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
LSIZOJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSIOTJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LSIOTZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LSIOJTZ,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
LSIOJZT,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSIOZTJ,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
LSIOZJT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJTIZO,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O
LSJTIOZ,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O
LSJTZIO,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X
LSJTZOI,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X
LSJTOIZ,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LSJTOZI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJITZO,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O
LSJITOZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
LSJIZTO,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O
LSJIZOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJIOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LSJIOZT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJZTIO,X,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X
LSJZTOI,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X
LSJZITO,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O
LSJZIOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJZOTI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LSJZOIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJOTIZ,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LSJOTZI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LSJOITZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LSJOIZT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJOZTI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LSJOZIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZTIJO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LSZTIOJ,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
LSZTJIO,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LSZTJOI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X
LSZTOIJ,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
LSZTOJI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LSZITJO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LSZITOJ,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O
LSZIJTO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LSZIJOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZIOTJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
LSZIOJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZJTIO,X,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X
LSZJTOI,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X
LSZJITO,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O
LSZJIOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZJOTI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LSZJOIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZOTIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
LSZOTJI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LSZOITJ,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
LSZOIJT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZOJTI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSZOJIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSOTIJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LSOTIZJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LSOTJIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSOTJZI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSOTZIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LSOTZJI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSOITJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LSOITZJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LSOIJTZ,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
LSOIJZT,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSOIZTJ,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
LSOIZJT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSOJTIZ,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LSOJTZI,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LSOJITZ,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O
LSOJIZT,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSOJZTI,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LSOJZIT,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSOZTIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
LSOZTJI,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LSOZITJ,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
LSOZIJT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSOZJTI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSOZJIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LZTIJSO,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LZTIJOS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X
LZTISJO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LZTISOJ,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
LZTIOJS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
LZTIOSJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LZTJISO,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X
LZTJIOS,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
LZTJSIO,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X
LZTJSOI,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
LZTJOIS,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X
LZTJOSI,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X
LZTSIJO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LZTSIOJ,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
LZTSJIO,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LZTSJOI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X
LZTSOIJ,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
LZTSOJI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LZTOIJS,O,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X
