sequence,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFFgBmhBziBfqBUr?BCrB,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFUgBymBziBfqBFm?BWwB,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFukB1lBziBiqB8r?BXrB,v115@GhA8IeA8EeE8AeA8DeD8JexAJvhFymBziB3kBcqBVw?BOpB,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFCgBziBmlBFqB8r?BXrB,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFWlBziBimBllBUq?B3rB,v115@GhA8IeA8EeE8AeA8DeD8Jex/IvhFXhBziBOpBVqByv?B8rB,v115@GhA8IeA8EeE8AeA8DeD8JeRBJvhFziB2pB8qBFqB3r?BipB,v115@GhA8IeA8EeE8AeA8DeD8JelAJvhFziBimBxpBOpBUq?B3rB,v115@GhA8IeA8EeE8AeA8DeD8JeyEJvhFziBRmBOpBfrBUq?BlrB
ILOJTSZ,X,O,O,X,X,X,X,X,X,X
ILOJTZS,X,X,O,O,X,X,X,X,O,X
ILOJSTZ,O,O,O,X,X,X,X,X,X,X
ILOJSZT,O,O,O,X,X,X,X,X,O,X
ILOJZTS,X,X,O,X,X,O,X,X,O,X
ILOJZST,O,O,O,X,X,O,X,X,O,X
ILOSTJZ,O,X,O,X,X,X,X,X,X,X
ILOSTZJ,O,O,X,O,X,X,X,X,X,X
ILOSJTZ,O,O,O,X,X,X,X,X,X,X
ILOSJZT,O,O,O,X,X,X,X,X,O,X
ILOSZTJ,O,O,X,X,X,X,X,X,O,X
ILOSZJT,O,O,X,X,X,O,X,X,O,X
ILOZTJS,X,X,O,O,X,O,X,X,O,O
ILOZTSJ,X,X,X,O,X,X,X,X,O,O
ILOZJTS,X,X,O,X,X,O,X,X,O,O
ILOZJST,O,O,O,X,X,O,X,X,O,O
ILOZSTJ,O,O,X,X,X,X,X,X,O,O
ILOZSJT,O,O,X,X,X,O,X,X,O,O
IJTLSZO,X,O,O,X,O,X,O,X,X,X
IJTLSOZ,X,O,O,X,O,X,O,X,X,X
IJTLZSO,X,X,O,X,O,X,O,X,X,X
IJTLZOS,X,X,O,X,O,X,O,X,X,X
IJTLOSZ,X,O,O,X,O,X,O,X,X,X
IJTLOZS,X,X,O,X,O,X,O,X,X,X
IJTSLZO,X,O,X,X,O,X,X,X,X,X
IJTSLOZ,O,O,X,X,O,X,X,X,X,X
IJTSZLO,O,O,X,X,O,X,X,X,X,X
IJTSZOL,O,O,X,X,O,X,X,X,X,X
IJTSOLZ,O,O,X,X,O,X,X,X,X,X
IJTSOZL,O,O,X,X,O,X,X,X,X,X
IJTZLSO,X,X,X,X,O,X,X,X,X,X
IJTZLOS,X,X,X,X,O,X,X,X,X,X
IJTZSLO,O,X,X,X,O,X,X,X,X,X
IJTZSOL,O,X,X,X,O,X,X,X,X,X
IJTZOLS,X,X,X,X,O,X,X,X,X,X
IJTZOSL,O,X,X,X,O,X,X,X,X,X
IJTOLSZ,X,O,O,X,O,X,O,X,X,X
IJTOLZS,X,X,O,X,O,X,O,X,X,X
IJTOSLZ,O,O,X,X,O,X,X,X,X,X
IJTOSZL,O,O,X,X,O,X,X,X,X,X
IJTOZLS,X,X,X,X,O,X,X,X,X,X
IJTOZSL,O,X,X,X,O,X,X,X,X,X
IJLTSZO,X,O,O,X,X,X,X,X,X,X
IJLTSOZ,X,O,O,X,X,X,X,X,X,X
IJLTZSO,X,X,O,X,X,X,X,X,O,X
IJLTZOS,X,X,O,X,X,X,X,X,O,X
IJLTOSZ,X,O,O,X,X,X,X,X,X,X
IJLTOZS,X,X,O,X,X,X,X,X,O,X
IJLSTZO,X,O,O,X,X,X,X,X,X,X
IJLSTOZ,O,O,O,X,X,X,X,X,X,X
IJLSZTO,O,O,O,X,X,X,X,X,O,X
IJLSZOT,O,O,O,X,X,X,X,X,O,X
IJLSOTZ,O,O,O,X,X,X,X,X,X,X
IJLSOZT,O,O,O,X,X,X,X,X,O,X
IJLZTSO,X,X,O,X,X,X,X,X,O,X
IJLZTOS,X,X,O,X,X,O,X,X,O,X
IJLZSTO,O,O,O,X,X,X,X,X,O,X
IJLZSOT,O,O,O,X,X,O,X,X,O,X
IJLZOTS,X,X,O,X,X,O,X,X,O,X
IJLZOST,O,O,O,X,X,O,X,X,O,X
IJLOTSZ,X,O,O,X,X,X,X,X,X,X
IJLOTZS,X,X,O,X,X,X,X,X,O,X
IJLOSTZ,O,O,O,X,X,X,X,X,X,X
IJLOSZT,O,O,O,X,X,X,X,X,O,X
IJLOZTS,X,X,O,X,X,O,X,X,O,X
IJLOZST,O,O,O,X,X,O,X,X,O,X
IJSTLZO,X,O,X,X,X,X,X,X,X,X
IJSTLOZ,O,O,X,X,X,X,X,X,X,X
IJSTZLO,O,O,X,X,X,X,X,X,X,X
IJSTZOL,O,O,X,X,X,X,X,X,X,X
IJSTOLZ,O,O,X,X,X,X,X,X,X,X
IJSTOZL,O,O,X,X,X,X,X,X,X,X
IJSLTZO,X,O,O,X,X,X,X,X,X,X
IJSLTOZ,O,O,O,X,X,X,X,X,X,X
IJSLZTO,O,O,O,X,X,X,X,X,X,X
IJSLZOT,O,O,O,X,X,X,X,X,X,X
IJSLOTZ,O,O,O,X,X,X,X,X,X,X
IJSLOZT,O,O,O,X,X,X,X,X,X,X
IJSZTLO,O,O,X,X,X,X,X,X,X,X
IJSZTOL,O,O,X,X,X,X,X,X,X,X
IJSZLTO,O,O,X,X,X,X,X,X,X,X
IJSZLOT,O,O,X,X,X,X,X,X,X,X
IJSZOTL,O,O,X,X,X,X,X,X,X,X
IJSZOLT,O,O,X,X,X,X,X,X,X,X
IJSOTLZ,O,O,X,X,X,X,X,X,X,X
IJSOTZL,O,O,X,X,X,X,X,X,X,X
IJSOLTZ,O,O,O,X,X,X,X,X,X,X
IJSOLZT,O,O,O,X,X,X,X,X,X,X
IJSOZTL,O,O,X,X,X,X,X,X,X,X
IJSOZLT,O,O,X,X,X,X,X,X,X,X
IJZTLSO,X,X,X,X,X,X,X,X,X,X
IJZTLOS,X,X,X,X,X,O,X,X,X,X
IJZTSLO,O,X,X,X,X,X,X,O,X,X
IJZTSOL,O,X,X,X,X,X,X,O,X,X
IJZTOLS,X,X,X,X,X,O,X,X,X,X
IJZTOSL,O,X,X,X,X,X,X,O,X,X
IJZLTSO,X,X,O,X,X,X,X,X,X,X
IJZLTOS,X,X,O,X,X,O,X,X,X,X
IJZLSTO,O,O,O,X,X,X,X,X,X,X
IJZLSOT,O,O,O,X,X,O,X,X,X,X
IJZLOTS,X,X,O,X,X,O,X,X,X,O
IJZLOST,O,O,O,X,X,O,X,X,X,O
IJZSTLO,O,O,X,X,X,X,X,O,X,X
IJZSTOL,O,O,X,X,X,X,X,O,X,X
IJZSLTO,O,O,X,X,X,X,X,O,X,X
IJZSLOT,O,O,X,X,X,O,X,O,X,X
IJZSOTL,O,O,X,X,X,X,X,O,X,X
IJZSOLT,O,O,X,X,X,O,X,O,X,X
IJZOTLS,X,X,X,X,X,O,X,X,X,X
IJZOTSL,O,X,X,X,X,X,X,O,X,X
IJZOLTS,X,X,O,X,X,O,X,X,X,O
IJZOLST,O,O,O,X,X,O,X,X,X,O
IJZOSTL,O,O,X,X,X,X,X,O,X,X
IJZOSLT,O,O,X,X,X,O,X,O,X,X
IJOTLSZ,X,O,O,X,O,X,O,X,X,X
IJOTLZS,X,X,O,X,O,X,O,X,X,X
IJOTSLZ,O,O,X,X,O,X,X,X,X,X
IJOTSZL,O,O,X,X,O,X,X,X,X,X
IJOTZLS,X,X,X,X,O,X,X,X,X,X
IJOTZSL,O,X,X,X,O,X,X,X,X,X
IJOLTSZ,X,O,O,X,X,X,X,X,X,X
IJOLTZS,X,X,O,X,X,X,X,X,O,X
IJOLSTZ,O,O,O,X,X,X,X,X,X,X
IJOLSZT,O,O,O,X,X,X,X,X,O,X
IJOLZTS,X,X,O,X,X,O,X,X,O,X
IJOLZST,O,O,O,X,X,O,X,X,O,X
IJOSTLZ,O,O,X,X,X,X,X,X,X,X
IJOSTZL,O,O,X,X,X,X,X,X,X,X
IJOSLTZ,O,O,O,X,X,X,X,X,X,X
IJOSLZT,O,O,O,X,X,X,X,X,X,X
IJOSZTL,O,O,X,X,X,X,X,X,X,X
IJOSZLT,O,O,X,X,X,X,X,X,X,X
IJOZTLS,X,X,X,X,X,O,X,X,X,X
IJOZTSL,O,X,X,X,X,X,X,O,X,X
IJOZLTS,X,X,O,X,X,O,X,X,X,O
IJOZLST,O,O,O,X,X,O,X,X,X,O
IJOZSTL,O,O,X,X,X,X,X,O,X,X
IJOZSLT,O,O,X,X,X,O,X,O,X,X
ISTLJZO,X,X,X,X,O,X,X,X,X,X
ISTLJOZ,O,X,X,X,O,X,X,X,X,X
ISTLZJO,O,X,X,X,X,X,X,X,X,X
ISTLZOJ,O,O,X,X,X,X,X,X,X,X
ISTLOJZ,O,X,X,X,O,X,X,X,X,X
ISTLOZJ,O,O,X,X,X,X,X,X,X,X
ISTJLZO,X,O,X,X,O,X,X,X,X,X
ISTJLOZ,O,O,X,X,O,X,X,X,X,X
ISTJZLO,O,O,X,X,O,X,X,X,X,X
ISTJZOL,O,O,X,X,O,X,X,X,X,X
ISTJOLZ,O,O,X,X,O,X,X,X,X,X
ISTJOZL,O,O,X,X,O,X,X,X,X,X
ISTZLJO,O,X,X,X,X,X,X,X,X,X
ISTZLOJ,O,O,X,X,X,X,X,X,X,X
ISTZJLO,O,X,X,X,X,X,X,X,X,X
ISTZJOL,O,X,X,X,X,X,X,X,X,X
ISTZOLJ,O,O,X,X,X,X,X,X,X,X
ISTZOJL,O,X,X,X,X,X,X,X,X,X
ISTOLJZ,O,X,X,X,O,X,X,X,X,X
ISTOLZJ,O,O,X,X,X,X,X,X,X,X
ISTOJLZ,O,O,X,X,O,X,X,X,X,X
ISTOJZL,O,O,X,X,O,X,X,X,X,X
ISTOZLJ,O,O,X,X,X,X,X,X,X,X
ISTOZJL,O,X,X,X,X,X,X,X,X,X
ISLTJZO,X,X,O,X,X,X,X,X,X,X
ISLTJOZ,O,X,O,X,X,X,X,X,X,X
ISLTZJO,O,X,X,X,X,X,X,X,X,X
ISLTZOJ,O,O,X,X,X,X,X,X,X,X
ISLTOJZ,O,X,O,X,X,X,X,X,X,X
ISLTOZJ,O,O,X,X,X,X,X,X,X,X
ISLJTZO,X,O,O,X,X,X,X,X,X,X
ISLJTOZ,O,O,O,X,X,X,X,X,X,X
ISLJZTO,O,O,O,X,X,X,X,X,O,X
ISLJZOT,O,O,O,X,X,X,X,X,O,X
ISLJOTZ,O,O,O,X,X,X,X,X,X,X
ISLJOZT,O,O,O,X,X,X,X,X,O,X
ISLZTJO,O,X,X,X,X,X,X,X,O,X
ISLZTOJ,O,O,X,X,X,X,X,X,O,X
ISLZJTO,O,X,X,X,X,X,X,X,O,X
ISLZJOT,O,O,X,X,X,O,X,X,O,X
ISLZOTJ,O,O,X,X,X,X,X,X,O,X
ISLZOJT,O,O,X,X,X,O,X,X,O,X
ISLOTJZ,O,X,O,X,X,X,X,X,X,X
ISLOTZJ,O,O,X,X,X,X,X,X,X,X
ISLOJTZ,O,O,O,X,X,X,X,X,X,X
ISLOJZT,O,O,O,X,X,X,X,X,O,X
ISLOZTJ,O,O,X,X,X,X,X,X,O,X
ISLOZJT,O,O,X,X,X,O,X,X,O,X
ISJTLZO,X,O,X,X,X,X,X,X,X,X
ISJTLOZ,O,O,X,X,X,X,X,X,X,X
ISJTZLO,O,O,X,X,X,X,X,X,X,X
ISJTZOL,O,O,X,X,X,X,X,X,X,X
ISJTOLZ,O,O,X,X,X,X,X,X,X,X
ISJTOZL,O,O,X,X,X,X,X,X,X,X
ISJLTZO,X,O,O,X,X,X,X,X,X,X
ISJLTOZ,O,O,O,X,X,X,X,X,X,X
ISJLZTO,O,O,O,X,X,X,X,X,X,X
ISJLZOT,O,O,O,X,X,X,X,X,X,X
ISJLOTZ,O,O,O,X,X,X,X,X,X,X
ISJLOZT,O,O,O,X,X,X,X,X,X,X
ISJZTLO,O,O,X,X,X,X,X,X,X,X
ISJZTOL,O,O,X,X,X,X,X,X,X,X
ISJZLTO,O,O,X,X,X,X,X,X,X,X
ISJZLOT,O,O,X,X,X,X,X,X,X,X
ISJZOTL,O,O,X,X,X,X,X,X,X,X
ISJZOLT,O,O,X,X,X,X,X,X,X,X
ISJOTLZ,O,O,X,X,X,X,X,X,X,X
ISJOTZL,O,O,X,X,X,X,X,X,X,X
ISJOLTZ,O,O,O,X,X,X,X,X,X,X
ISJOLZT,O,O,O,X,X,X,X,X,X,X
ISJOZTL,O,O,X,X,X,X,X,X,X,X
ISJOZLT,O,O,X,X,X,X,X,X,X,X
ISZTLJO,O,X,X,X,X,X,X,X,X,X
ISZTLOJ,O,O,X,X,X,X,X,X,X,X
ISZTJLO,O,X,X,X,X,X,X,X,X,X
ISZTJOL,O,X,X,X,X,X,X,X,X,X
ISZTOLJ,O,O,X,X,X,X,X,X,X,X
ISZTOJL,O,X,X,X,X,X,X,X,X,X
ISZLTJO,O,X,X,X,X,X,X,X,X,X
ISZLTOJ,O,O,X,X,X,X,X,X,X,X
ISZLJTO,O,X,X,X,X,X,X,X,X,X
ISZLJOT,O,O,X,X,X,O,X,X,X,X
ISZLOTJ,O,O,X,X,X,X,X,X,X,O
ISZLOJT,O,O,X,X,X,O,X,X,X,O
ISZJTLO,O,O,X,X,X,X,X,X,X,X
ISZJTOL,O,O,X,X,X,X,X,X,X,X
ISZJLTO,O,O,X,X,X,X,X,X,X,X
ISZJLOT,O,O,X,X,X,O,X,X,X,X
ISZJOTL,O,O,X,X,X,X,X,X,X,X
ISZJOLT,O,O,X,X,X,O,X,X,X,X
ISZOTLJ,O,O,X,X,X,X,X,X,X,X
ISZOTJL,O,X,X,X,X,X,X,X,X,X
ISZOLTJ,O,O,X,X,X,X,X,X,X,O
ISZOLJT,O,O,X,X,X,O,X,X,X,O
ISZOJTL,O,O,X,X,X,X,X,X,X,X
ISZOJLT,O,O,X,X,X,O,X,X,X,X
ISOTLJZ,O,X,X,X,O,X,X,X,X,X
ISOTLZJ,O,O,X,X,X,X,X,X,X,X
ISOTJLZ,O,O,X,X,O,X,X,X,X,X
ISOTJZL,O,O,X,X,O,X,X,X,X,X
ISOTZLJ,O,O,X,X,X,X,X,X,X,X
ISOTZJL,O,X,X,X,X,X,X,X,X,X
ISOLTJZ,O,X,O,X,X,X,X,X,X,X
ISOLTZJ,O,O,X,X,X,X,X,X,X,X
ISOLJTZ,O,O,O,X,X,X,X,X,X,X
ISOLJZT,O,O,O,X,X,X,X,X,O,X
ISOLZTJ,O,O,X,X,X,X,X,X,O,X
ISOLZJT,O,O,X,X,X,O,X,X,O,X
ISOJTLZ,O,O,X,X,X,X,X,X,X,X
ISOJTZL,O,O,X,X,X,X,X,X,X,X
ISOJLTZ,O,O,O,X,X,X,X,X,X,X
ISOJLZT,O,O,O,X,X,X,X,X,X,X
ISOJZTL,O,O,X,X,X,X,X,X,X,X
ISOJZLT,O,O,X,X,X,X,X,X,X,X
ISOZTLJ,O,O,X,X,X,X,X,X,X,X
ISOZTJL,O,X,X,X,X,X,X,X,X,X
ISOZLTJ,O,O,X,X,X,X,X,X,X,O
ISOZLJT,O,O,X,X,X,O,X,X,X,O
ISOZJTL,O,O,X,X,X,X,X,X,X,X
ISOZJLT,O,O,X,X,X,O,X,X,X,X
IZTLJSO,X,X,X,X,O,X,X,X,X,X
IZTLJOS,X,X,X,X,O,O,X,X,X,X
IZTLSJO,X,X,X,X,X,X,X,X,X,X
IZTLSOJ,X,X,X,X,X,X,X,X,X,X
IZTLOJS,X,X,X,X,O,O,X,X,X,O
IZTLOSJ,X,X,X,X,X,X,X,X,X,O
IZTJLSO,X,X,X,X,O,X,X,X,X,X
IZTJLOS,X,X,X,X,O,O,X,X,X,X
IZTJSLO,O,X,X,X,O,X,X,X,X,X
IZTJSOL,O,X,X,X,O,X,X,X,X,X
IZTJOLS,X,X,X,X,O,O,X,X,X,X
IZTJOSL,O,X,X,X,O,X,X,X,X,X
IZTSLJO,O,X,X,X,X,X,X,X,X,X
IZTSLOJ,O,X,X,X,X,X,X,X,X,X
IZTSJLO,O,X,X,X,X,X,X,X,X,X
IZTSJOL,O,X,X,X,X,X,X,X,X,X
IZTSOLJ,O,X,X,X,X,X,X,X,X,X
IZTSOJL,O,X,X,X,X,X,X,X,X,X
IZTOLJS,X,X,X,X,O,O,X,X,X,O
IZTOLSJ,X,X,X,X,X,X,X,X,X,O
IZTOJLS,X,X,X,X,O,O,X,X,X,X
IZTOJSL,O,X,X,X,O,X,X,X,X,X
IZTOSLJ,O,X,X,X,X,X,X,X,X,X
IZTOSJL,O,X,X,X,X,X,X,X,X,X
IZLTJSO,X,X,O,X,X,X,X,X,O,X
IZLTJOS,X,X,O,X,X,O,X,X,O,X
IZLTSJO,X,X,X,X,X,X,X,X,O,X
IZLTSOJ,X,X,X,X,X,X,X,X,O,X
IZLTOJS,X,X,O,X,X,O,X,X,O,O
IZLTOSJ,X,X,X,X,X,X,X,X,O,O
IZLJTSO,X,X,O,X,X,X,X,X,O,X
IZLJTOS,X,X,O,X,X,O,X,X,O,X
IZLJSTO,O,O,O,X,X,X,X,X,O,X
IZLJSOT,O,O,O,X,X,O,X,X,O,X
IZLJOTS,X,X,O,X,X,O,X,X,O,O
IZLJOST,O,O,O,X,X,O,X,X,O,O
IZLSTJO,O,X,X,X,X,X,X,X,O,X
IZLSTOJ,O,O,X,X,X,X,X,X,O,X
IZLSJTO,O,X,X,X,X,X,X,X,O,X
IZLSJOT,O,O,X,X,X,O,X,X,O,X
IZLSOTJ,O,O,X,X,X,X,X,X,O,O
IZLSOJT,O,O,X,X,X,O,X,X,O,O
IZLOTJS,X,X,O,X,X,O,X,X,O,O
IZLOTSJ,X,X,X,X,X,X,X,X,O,O
IZLOJTS,X,X,O,X,X,O,X,X,O,O
IZLOJST,O,O,O,X,X,O,X,X,O,O
IZLOSTJ,O,O,X,X,X,X,X,X,O,O
IZLOSJT,O,O,X,X,X,O,X,X,O,O
IZJTLSO,X,X,X,X,X,X,X,X,X,X
IZJTLOS,X,X,X,X,X,O,X,X,X,X
IZJTSLO,O,X,X,X,X,X,X,O,X,X
IZJTSOL,O,X,X,X,X,X,X,O,X,X
IZJTOLS,X,X,X,X,X,O,X,X,X,X
IZJTOSL,O,X,X,X,X,X,X,O,X,X
IZJLTSO,X,X,O,X,X,X,X,X,X,X
IZJLTOS,X,X,O,X,X,O,X,X,X,X
IZJLSTO,O,O,O,X,X,X,X,X,X,X
IZJLSOT,O,O,O,X,X,O,X,X,X,X
IZJLOTS,X,X,O,X,X,O,X,X,X,O
IZJLOST,O,O,O,X,X,O,X,X,X,O
IZJSTLO,O,O,X,X,X,X,X,O,X,X
IZJSTOL,O,O,X,X,X,X,X,O,X,X
IZJSLTO,O,O,X,X,X,X,X,O,X,X
IZJSLOT,O,O,X,X,X,O,X,O,X,X
IZJSOTL,O,O,X,X,X,X,X,O,X,X
IZJSOLT,O,O,X,X,X,O,X,O,X,X
IZJOTLS,X,X,X,X,X,O,X,X,X,X
IZJOTSL,O,X,X,X,X,X,X,O,X,X
IZJOLTS,X,X,O,X,X,O,X,X,X,O
IZJOLST,O,O,O,X,X,O,X,X,X,O
IZJOSTL,O,O,X,X,X,X,X,O,X,X
IZJOSLT,O,O,X,X,X,O,X,O,X,X
IZSTLJO,O,X,X,X,X,X,X,X,X,X
IZSTLOJ,O,O,X,X,X,X,X,X,X,X
IZSTJLO,O,X,X,X,X,X,X,X,X,X
IZSTJOL,O,X,X,X,X,X,X,X,X,X
IZSTOLJ,O,O,X,X,X,X,X,X,X,X
IZSTOJL,O,X,X,X,X,X,X,X,X,X
IZSLTJO,O,X,X,X,X,X,X,X,X,X
IZSLTOJ,O,O,X,X,X,X,X,X,X,X
IZSLJTO,O,X,X,X,X,X,X,X,X,X
IZSLJOT,O,O,X,X,X,O,X,X,X,X
IZSLOTJ,O,O,X,X,X,X,X,X,X,O
IZSLOJT,O,O,X,X,X,O,X,X,X,O
IZSJTLO,O,O,X,X,X,X,X,X,X,X
IZSJTOL,O,O,X,X,X,X,X,X,X,X
IZSJLTO,O,O,X,X,X,X,X,X,X,X
IZSJLOT,O,O,X,X,X,O,X,X,X,X
IZSJOTL,O,O,X,X,X,X,X,X,X,X
IZSJOLT,O,O,X,X,X,O,X,X,X,X
IZSOTLJ,O,O,X,X,X,X,X,X,X,X
IZSOTJL,O,X,X,X,X,X,X,X,X,X
IZSOLTJ,O,O,X,X,X,X,X,X,X,O
IZSOLJT,O,O,X,X,X,O,X,X,X,O
IZSOJTL,O,O,X,X,X,X,X,X,X,X
IZSOJLT,O,O,X,X,X,O,X,X,X,X
IZOTLJS,X,X,X,X,O,O,X,X,X,O
IZOTLSJ,X,X,X,X,X,X,X,X,X,O
IZOTJLS,X,X,X,X,O,O,X,X,X,X
IZOTJSL,O,X,X,X,O,X,X,X,X,X
IZOTSLJ,O,X,X,X,X,X,X,X,X,X
IZOTSJL,O,X,X,X,X,X,X,X,X,X
IZOLTJS,X,X,O,X,X,O,X,X,O,O
IZOLTSJ,X,X,X,X,X,X,X,X,O,O
IZOLJTS,X,X,O,X,X,O,X,X,O,O
IZOLJST,O,O,O,X,X,O,X,X,O,O
IZOLSTJ,O,O,X,X,X,X,X,X,O,O
IZOLSJT,O,O,X,X,X,O,X,X,O,O
IZOJTLS,X,X,X,X,X,O,X,X,X,X
IZOJTSL,O,X,X,X,X,X,X,O,X,X
IZOJLTS,X,X,O,X,X,O,X,X,X,O
IZOJLST,O,O,O,X,X,O,X,X,X,O
IZOJSTL,O,O,X,X,X,X,X,O,X,X
IZOJSLT,O,O,X,X,X,O,X,O,X,X
IZOSTLJ,O,O,X,X,X,X,X,X,X,X
IZOSTJL,O,X,X,X,X,X,X,X,X,X
IZOSLTJ,O,O,X,X,X,X,X,X,X,O
IZOSLJT,O,O,X,X,X,O,X,X,X,O
IZOSJTL,O,O,X,X,X,X,X,X,X,X
IZOSJLT,O,O,X,X,X,O,X,X,X,X
IOTLJSZ,X,O,O,X,O,X,O,X,X,X
IOTLJZS,X,X,O,O,O,X,O,X,O,X
IOTLSJZ,X,X,O,X,O,X,X,X,X,X
IOTLSZJ,X,O,X,O,X,X,X,X,X,X
IOTLZJS,X,X,O,O,O,O,X,X,O,X
IOTLZSJ,X,X,X,O,X,X,X,X,O,X
IOTJLSZ,X,O,O,X,O,X,O,X,X,X
IOTJLZS,X,X,O,X,O,X,O,X,X,X
IOTJSLZ,O,O,X,X,O,X,X,X,X,X
IOTJSZL,O,O,X,X,O,X,X,X,X,X
IOTJZLS,X,X,X,X,O,X,X,X,X,X
IOTJZSL,O,X,X,X,O,X,X,X,X,X
IOTSLJZ,O,X,X,X,O,X,X,X,X,X
IOTSLZJ,O,O,X,X,X,X,X,X,X,X
IOTSJLZ,O,O,X,X,O,X,X,X,X,X
IOTSJZL,O,O,X,X,O,X,X,X,X,X
IOTSZLJ,O,O,X,X,X,X,X,X,X,X
IOTSZJL,O,X,X,X,X,X,X,X,X,X
IOTZLJS,X,X,X,O,O,O,X,X,X,O
IOTZLSJ,X,X,X,O,X,X,X,X,X,O
IOTZJLS,X,X,X,O,O,O,X,X,X,X
IOTZJSL,O,X,X,O,O,X,X,X,X,X
IOTZSLJ,O,X,X,O,X,X,X,X,X,X
IOTZSJL,O,X,X,O,X,X,X,X,X,X
IOLTJSZ,X,O,O,X,O,X,O,X,X,X
IOLTJZS,X,X,O,O,O,X,O,X,O,X
IOLTSJZ,X,X,O,X,O,X,X,X,X,X
IOLTSZJ,X,O,X,O,X,X,X,X,X,X
IOLTZJS,X,X,O,O,O,O,X,X,O,X
IOLTZSJ,X,X,X,O,X,X,X,X,O,X
IOLJTSZ,X,O,O,X,X,X,X,X,X,X
IOLJTZS,X,X,O,O,X,X,X,X,O,X
IOLJSTZ,O,O,O,X,X,X,X,X,X,X
IOLJSZT,O,O,O,X,X,X,X,X,O,X
IOLJZTS,X,X,O,X,X,O,X,X,O,X
IOLJZST,O,O,O,X,X,O,X,X,O,X
IOLSTJZ,O,X,O,X,X,X,X,X,X,X
IOLSTZJ,O,O,X,O,X,X,X,X,X,X
IOLSJTZ,O,O,O,X,X,X,X,X,X,X
IOLSJZT,O,O,O,X,X,X,X,X,O,X
IOLSZTJ,O,O,X,X,X,X,X,X,O,X
IOLSZJT,O,O,X,X,X,O,X,X,O,X
IOLZTJS,X,X,O,O,X,O,X,X,O,O
IOLZTSJ,X,X,X,O,X,X,X,X,O,O
IOLZJTS,X,X,O,X,X,O,X,X,O,O
IOLZJST,O,O,O,X,X,O,X,X,O,O
IOLZSTJ,O,O,X,X,X,X,X,X,O,O
IOLZSJT,O,O,X,X,X,O,X,X,O,O
IOJTLSZ,X,O,O,X,O,X,O,X,X,X
IOJTLZS,X,X,O,X,O,X,O,X,X,X
IOJTSLZ,O,O,X,X,O,X,X,X,X,X
IOJTSZL,O,O,X,X,O,X,X,X,X,X
IOJTZLS,X,X,X,X,O,X,X,X,X,X
IOJTZSL,O,X,X,X,O,X,X,X,X,X
IOJLTSZ,X,O,O,X,X,X,X,X,X,X
IOJLTZS,X,X,O,X,X,X,X,X,O,X
IOJLSTZ,O,O,O,X,X,X,X,X,X,X
IOJLSZT,O,O,O,X,X,X,X,X,O,X
IOJLZTS,X,X,O,X,X,O,X,X,O,X
IOJLZST,O,O,O,X,X,O,X,X,O,X
IOJSTLZ,O,O,X,X,X,X,X,X,X,X
IOJSTZL,O,O,X,X,X,X,X,X,X,X
IOJSLTZ,O,O,O,X,X,X,X,X,X,X
IOJSLZT,O,O,O,X,X,X,X,X,X,X
IOJSZTL,O,O,X,X,X,X,X,X,X,X
IOJSZLT,O,O,X,X,X,X,X,X,X,X
IOJZTLS,X,X,X,X,X,O,X,X,X,X
IOJZTSL,O,X,X,X,X,X,X,O,X,X
IOJZLTS,X,X,O,X,X,O,X,X,X,O
IOJZLST,O,O,O,X,X,O,X,X,X,O
IOJZSTL,O,O,X,X,X,X,X,O,X,X
IOJZSLT,O,O,X,X,X,O,X,O,X,X
IOSTLJZ,O,X,X,X,O,X,X,X,X,X
IOSTLZJ,O,O,X,X,X,X,X,X,X,X
IOSTJLZ,O,O,X,X,O,X,X,X,X,X
IOSTJZL,O,O,X,X,O,X,X,X,X,X
IOSTZLJ,O,O,X,X,X,X,X,X,X,X
IOSTZJL,O,X,X,X,X,X,X,X,X,X
IOSLTJZ,O,X,O,X,X,X,X,X,X,X
IOSLTZJ,O,O,X,X,X,X,X,X,X,X
IOSLJTZ,O,O,O,X,X,X,X,X,X,X
IOSLJZT,O,O,O,X,X,X,X,X,O,X
IOSLZTJ,O,O,X,X,X,X,X,X,O,X
IOSLZJT,O,O,X,X,X,O,X,X,O,X
IOSJTLZ,O,O,X,X,X,X,X,X,X,X
IOSJTZL,O,O,X,X,X,X,X,X,X,X
IOSJLTZ,O,O,O,X,X,X,X,X,X,X
IOSJLZT,O,O,O,X,X,X,X,X,X,X
IOSJZTL,O,O,X,X,X,X,X,X,X,X
IOSJZLT,O,O,X,X,X,X,X,X,X,X
IOSZTLJ,O,O,X,X,X,X,X,X,X,X
IOSZTJL,O,X,X,X,X,X,X,X,X,X
IOSZLTJ,O,O,X,X,X,X,X,X,X,O
IOSZLJT,O,O,X,X,X,O,X,X,X,O
IOSZJTL,O,O,X,X,X,X,X,X,X,X
IOSZJLT,O,O,X,X,X,O,X,X,X,X
IOZTLJS,X,X,X,X,O,O,X,X,X,O
IOZTLSJ,X,X,X,X,X,X,X,X,X,O
IOZTJLS,X,X,X,X,O,O,X,X,X,X
