sequence,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeOEJvhFXgB8lBanB5?nB9rBzpB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeOEJvhF8kBzgBanB5?nB9rBXqB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeT/IvhFKlBfmBmhB5?nBtrB0pB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeNEJvhFUhBanB5nBX?lBGrBzpB,v115@FhB8HeB8HeC8BeB8AeA8AeB8Jex/IvhF8lBGiBikB9?rB/sBzpB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeNEJvhFRgBGiB0lB6?rB/sBzpB,v115@FhB8HeB8HeC8BeB8AeA8AeB8Je0/IvhFxhB2pBzlBt?rB6sBXqB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeyEJvhFzgBGiB9rB/?sBxpB0pB,v115@FhB8HeB8HeC8BeB8AeA8AeB8Je0/IvhFxhB/pBzlBt?rB6sBOqB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeOEJvhF8kBzgBXqBx?rBtrB6sB,v115@FhB8HeB8HeC8BeB8AeA8AeB8Jex/IvhF8lB/pBaqB9?rBTnBGsB
JTIOSLZ,O,O,O,O,X,X,X,O,X,X,X
JTIOSZL,O,O,O,O,X,X,X,O,X,X,X
JTIOZLS,O,X,X,O,X,X,O,X,X,X,X
JTIOZSL,O,X,O,O,X,X,X,X,X,X,X
JTLISZO,O,O,O,O,X,O,X,X,X,X,X
JTLISOZ,O,O,O,O,X,O,X,X,O,X,X
JTLIZSO,O,X,O,O,X,X,X,X,X,X,X
JTLIZOS,O,X,O,O,X,X,O,X,X,X,X
JTLIOSZ,O,O,X,O,X,X,O,X,O,X,X
JTLIOZS,O,X,X,O,X,X,O,X,X,X,X
JTLSIZO,O,O,O,O,O,O,X,X,X,X,X
JTLSIOZ,O,O,O,O,X,O,X,X,O,X,X
JTLSZIO,O,O,O,O,O,O,X,X,X,X,X
JTLSZOI,O,O,O,O,O,O,O,X,O,X,X
JTLSOIZ,O,O,O,O,X,O,O,X,O,X,X
JTLSOZI,O,O,O,O,O,O,O,X,O,X,X
JTLZISO,O,X,O,O,O,O,X,X,X,X,X
JTLZIOS,O,X,O,O,X,X,O,X,X,X,X
JTLZSIO,O,X,O,O,O,O,X,X,X,X,X
JTLZSOI,O,X,O,O,O,O,O,X,X,X,X
JTLZOIS,O,X,O,O,X,X,O,X,X,X,X
JTLZOSI,O,X,O,O,X,X,O,X,X,X,X
JTLOISZ,O,O,X,O,X,X,O,X,O,X,X
JTLOIZS,O,X,X,O,X,X,O,X,X,X,X
JTLOSIZ,O,O,X,O,X,X,O,X,O,X,X
JTLOSZI,O,O,X,O,X,X,O,X,O,X,X
JTLOZIS,O,X,X,O,X,X,O,X,X,X,X
JTLOZSI,O,X,X,O,X,X,O,X,X,X,X
JTSILZO,O,O,O,O,O,O,X,O,X,X,X
JTSILOZ,O,O,O,O,X,O,X,O,X,X,X
JTSIZLO,O,O,O,O,O,O,X,O,X,X,X
JTSIZOL,O,O,O,O,O,O,X,O,X,X,X
JTSIOLZ,O,O,O,O,O,O,X,O,X,X,X
JTSIOZL,O,O,O,O,O,O,X,O,X,X,X
JTSLIZO,O,O,O,O,O,O,X,O,X,X,X
JTSLIOZ,O,O,O,O,X,O,X,O,O,X,X
JTSLZIO,O,O,O,O,O,O,X,X,X,X,O
JTSLZOI,O,O,O,O,O,O,O,X,O,X,O
JTSLOIZ,O,O,O,O,O,O,O,O,O,X,X
JTSLOZI,O,O,O,O,O,O,O,X,O,X,O
JTSZILO,O,O,O,O,O,O,X,O,X,X,X
JTSZIOL,O,O,O,O,O,O,X,O,X,X,X
JTSZLIO,O,O,O,O,O,O,X,X,X,X,O
JTSZLOI,O,O,O,O,O,O,O,X,O,X,O
JTSZOIL,O,O,O,O,O,O,X,O,X,X,X
JTSZOLI,O,O,O,O,O,X,O,X,O,X,O
JTSOILZ,O,O,O,O,O,O,X,O,X,X,X
JTSOIZL,O,O,O,O,O,O,X,O,X,X,X
JTSOLIZ,O,O,O,O,O,O,O,O,O,X,X
JTSOLZI,O,O,O,O,O,O,O,X,O,X,O
JTSOZIL,O,O,O,O,O,O,X,O,X,X,X
JTSOZLI,O,O,O,O,O,X,O,X,O,X,O
JTZILSO,O,X,O,O,X,X,X,X,X,X,X
JTZILOS,O,X,O,O,X,X,O,X,X,X,X
JTZISLO,O,X,O,O,O,O,X,X,X,X,X
JTZISOL,O,X,O,O,O,O,X,X,X,X,X
JTZIOLS,O,X,O,O,X,X,O,X,X,X,X
JTZIOSL,O,X,O,O,X,X,X,X,X,X,X
JTZLISO,O,X,O,O,O,O,X,X,X,X,X
JTZLIOS,O,X,O,O,X,X,O,X,X,X,X
JTZLSIO,O,X,O,O,O,O,X,X,X,X,X
JTZLSOI,O,X,O,O,O,O,O,X,X,X,X
JTZLOIS,O,X,O,O,X,X,O,X,X,X,X
JTZLOSI,O,X,O,O,X,X,O,X,X,X,X
JTZSILO,O,X,O,O,O,O,X,X,X,X,X
JTZSIOL,O,X,O,O,O,O,X,X,X,X,X
JTZSLIO,O,X,O,O,O,O,X,X,X,X,O
JTZSLOI,O,X,O,O,O,O,O,X,X,X,O
JTZSOIL,O,X,O,O,O,O,X,X,X,X,X
JTZSOLI,O,X,O,O,O,X,O,X,X,X,O
JTZOILS,O,X,O,O,X,X,O,X,X,X,X
JTZOISL,O,X,O,O,O,X,X,X,X,X,X
JTZOLIS,O,X,O,O,O,X,O,X,X,X,X
JTZOLSI,O,X,O,O,O,X,O,X,X,X,X
JTZOSIL,O,X,O,O,O,X,X,X,X,X,X
JTZOSLI,O,X,O,O,O,X,O,X,X,X,O
JTOILSZ,O,O,X,O,X,X,O,O,X,X,X
JTOILZS,O,X,X,O,X,X,O,X,X,X,X
JTOISLZ,O,O,O,O,X,X,X,O,X,X,X
JTOISZL,O,O,O,O,X,X,X,O,X,X,X
JTOIZLS,O,X,X,O,X,X,O,X,X,X,X
JTOIZSL,O,X,O,O,X,X,X,X,X,X,X
JTOLISZ,O,O,X,O,X,X,O,X,O,X,X
JTOLIZS,O,X,X,O,X,X,O,X,X,X,X
JTOLSIZ,O,O,X,O,O,X,O,X,O,X,X
JTOLSZI,O,O,X,O,O,X,O,X,O,X,X
JTOLZIS,O,X,X,O,O,X,O,X,X,X,X
JTOLZSI,O,X,X,O,O,X,O,X,X,X,X
JTOSILZ,O,O,O,O,O,X,X,O,X,X,X
JTOSIZL,O,O,O,O,O,X,X,O,X,X,X
JTOSLIZ,O,O,O,O,O,X,O,O,O,X,X
JTOSLZI,O,O,O,O,O,X,O,X,O,X,O
JTOSZIL,O,O,O,O,O,X,X,O,X,X,X
JTOSZLI,O,O,O,O,O,X,O,X,O,X,O
JTOZILS,O,X,X,O,X,X,O,X,X,X,X
JTOZISL,O,X,O,O,O,X,X,X,X,X,X
JTOZLIS,O,X,X,O,O,X,O,X,X,X,X
JTOZLSI,O,X,X,O,O,X,O,X,X,X,X
JTOZSIL,O,X,O,O,O,X,X,X,X,X,X
JTOZSLI,O,X,O,O,O,X,O,X,X,X,O
JITLSZO,O,O,O,O,X,X,X,O,X,X,X
JITLSOZ,O,O,O,O,X,X,X,O,X,X,X
JITLZSO,O,X,O,O,X,X,X,X,X,X,X
JITLZOS,O,X,O,O,X,X,O,X,X,X,X
JITLOSZ,O,O,X,O,X,X,O,O,X,X,X
JITLOZS,O,X,X,O,X,X,O,X,X,X,X
JITSLZO,O,O,O,O,X,X,X,O,X,X,X
JITSLOZ,O,O,O,O,X,X,X,O,X,X,X
JITSZLO,O,O,O,O,X,X,X,O,X,X,X
JITSZOL,O,O,O,O,X,X,X,O,X,X,X
JITSOLZ,O,O,O,O,X,X,X,O,X,X,X
JITSOZL,O,O,O,O,X,X,X,O,X,X,X
JITZLSO,O,X,O,O,X,X,X,X,X,X,X
JITZLOS,O,X,O,O,X,X,O,X,X,X,X
JITZSLO,O,X,O,O,X,X,X,X,X,X,X
JITZSOL,O,X,O,O,X,X,X,X,X,X,X
JITZOLS,O,X,O,O,X,X,O,X,X,X,X
JITZOSL,O,X,O,O,X,X,X,X,X,X,X
JITOLSZ,O,O,X,O,X,X,O,O,X,X,X
JITOLZS,O,X,X,O,X,X,O,X,X,X,X
JITOSLZ,O,O,O,O,X,X,X,O,X,X,X
JITOSZL,O,O,O,O,X,X,X,O,X,X,X
JITOZLS,O,X,X,O,X,X,O,X,X,X,X
JITOZSL,O,X,O,O,X,X,X,X,X,X,X
JILTSZO,O,O,O,O,X,X,X,O,X,X,X
JILTSOZ,O,O,O,O,X,X,X,O,X,X,X
JILTZSO,O,X,O,O,X,X,X,X,X,X,X
JILTZOS,O,X,O,O,X,X,O,X,X,X,X
JILTOSZ,O,O,X,O,X,X,O,O,X,X,X
JILTOZS,O,X,X,O,X,X,O,X,X,X,X
JILSTZO,O,X,O,O,X,X,X,O,X,X,X
JILSTOZ,O,X,O,O,X,X,X,O,X,X,X
JILSZTO,X,X,O,O,X,X,X,X,X,X,X
JILSZOT,X,X,O,O,X,X,X,X,X,X,X
JILSOTZ,O,X,X,O,X,X,X,X,X,X,X
JILSOZT,X,X,X,O,X,X,X,X,X,X,X
JILZTSO,O,X,O,O,X,X,X,X,X,X,X
JILZTOS,O,X,O,O,X,X,O,X,X,X,X
JILZSTO,O,X,O,O,X,X,X,X,X,X,X
JILZSOT,X,X,O,O,X,X,X,X,X,X,X
JILZOTS,O,X,O,O,X,X,X,X,X,X,X
JILZOST,X,X,O,O,X,X,X,X,X,X,X
JILOTSZ,O,X,X,O,X,X,X,O,X,X,X
JILOTZS,O,X,X,O,X,X,X,X,X,X,X
JILOSTZ,O,X,X,O,X,X,X,X,X,X,X
JILOSZT,O,X,X,O,X,X,X,X,X,X,X
JILOZTS,O,X,X,O,X,X,X,X,X,X,X
JILOZST,O,X,X,O,X,X,X,X,X,X,X
JISTLZO,O,O,O,O,X,X,X,O,X,X,X
JISTLOZ,O,O,O,O,X,X,X,O,X,X,X
JISTZLO,O,O,O,O,X,X,X,O,X,X,X
JISTZOL,O,O,O,O,X,X,X,O,X,X,X
JISTOLZ,O,O,O,O,X,X,X,O,X,X,X
JISTOZL,O,O,O,O,X,X,X,O,X,X,X
JISLTZO,O,X,O,O,X,X,X,O,X,X,X
JISLTOZ,O,X,O,O,X,X,X,O,X,X,X
JISLZTO,X,X,O,O,X,X,X,X,X,X,X
JISLZOT,X,X,O,O,X,X,X,X,X,X,X
JISLOTZ,O,X,X,O,X,X,X,X,X,X,X
JISLOZT,X,X,X,O,X,X,X,X,X,X,X
JISZTLO,O,O,O,O,X,X,X,X,X,O,X
JISZTOL,O,O,O,O,X,X,X,X,X,O,X
JISZLTO,O,O,O,O,X,X,X,X,X,O,X
JISZLOT,X,O,O,O,X,X,X,X,X,O,X
JISZOTL,O,O,X,O,X,X,X,X,X,O,X
JISZOLT,X,O,X,O,X,X,X,X,X,O,X
JISOTLZ,O,O,X,O,X,X,X,X,X,X,X
JISOTZL,O,O,X,O,X,X,X,X,X,X,X
JISOLTZ,O,X,X,O,X,X,X,X,X,X,X
JISOLZT,O,X,X,O,X,X,X,X,X,X,X
JISOZTL,O,O,X,O,X,X,X,X,X,O,X
JISOZLT,O,O,X,O,X,X,X,X,X,O,X
JIZTLSO,O,X,O,O,X,X,X,X,X,X,X
JIZTLOS,O,X,O,O,X,X,O,X,X,X,X
JIZTSLO,O,X,O,O,X,X,X,X,X,X,X
JIZTSOL,O,X,O,O,X,X,X,X,X,X,X
JIZTOLS,O,X,O,O,X,X,O,X,X,X,X
JIZTOSL,O,X,O,O,X,X,X,X,X,X,X
JIZLTSO,O,X,O,O,X,X,X,X,X,X,X
JIZLTOS,O,X,O,O,X,X,O,X,X,X,X
JIZLSTO,O,X,O,O,X,X,X,X,X,X,X
JIZLSOT,X,X,O,O,X,X,X,X,X,X,X
JIZLOTS,O,X,O,O,X,X,X,X,X,X,X
JIZLOST,X,X,O,O,X,X,X,X,X,X,X
JIZSTLO,O,X,O,O,X,X,X,X,X,X,X
JIZSTOL,O,X,O,O,X,X,X,X,X,X,X
JIZSLTO,O,X,O,O,X,X,X,X,X,X,X
JIZSLOT,X,X,O,O,X,X,X,X,X,X,X
JIZSOTL,O,X,X,O,X,X,X,X,X,X,X
JIZSOLT,X,X,X,O,X,X,X,X,X,X,X
JIZOTLS,O,X,O,O,X,X,O,X,X,X,X
JIZOTSL,O,X,X,O,X,X,X,X,X,X,X
JIZOLTS,O,X,O,O,X,X,X,X,X,X,X
JIZOLST,O,X,O,O,X,X,X,X,X,X,X
JIZOSTL,O,X,X,O,X,X,X,X,X,X,X
JIZOSLT,O,X,X,O,X,X,X,X,X,X,X
JIOTLSZ,O,X,X,O,X,X,O,O,X,X,X
JIOTLZS,O,X,X,O,X,X,O,X,X,X,X
JIOTSLZ,O,X,X,O,X,X,X,O,X,X,X
JIOTSZL,O,X,X,O,X,X,X,O,X,X,X
JIOTZLS,O,X,X,O,X,X,O,X,X,X,X
JIOTZSL,O,X,X,O,X,X,X,X,X,X,X
JIOLTSZ,O,X,X,O,X,X,X,O,X,X,X
JIOLTZS,O,X,X,O,X,X,X,X,X,X,X
JIOLSTZ,O,X,X,O,X,X,X,X,X,X,X
JIOLSZT,O,X,X,O,X,X,X,X,X,X,X
JIOLZTS,O,X,X,O,X,X,X,X,X,X,X
JIOLZST,O,X,X,O,X,X,X,X,X,X,X
JIOSTLZ,O,X,X,O,X,X,X,X,X,X,X
JIOSTZL,O,X,X,O,X,X,X,X,X,X,X
JIOSLTZ,O,X,X,O,X,X,X,X,X,X,X
JIOSLZT,O,X,X,O,X,X,X,X,X,X,X
JIOSZTL,O,X,X,O,X,X,X,X,X,O,X
JIOSZLT,O,X,X,O,X,X,X,X,X,O,X
JIOZTLS,O,X,X,O,X,X,O,X,X,X,X
JIOZTSL,O,X,X,O,X,X,X,X,X,X,X
JIOZLTS,O,X,X,O,X,X,X,X,X,X,X
JIOZLST,O,X,X,O,X,X,X,X,X,X,X
JIOZSTL,O,X,X,O,X,X,X,X,X,X,X
JIOZSLT,O,X,X,O,X,X,X,X,X,X,X
JLTISZO,O,O,O,O,X,O,X,X,X,X,X
JLTISOZ,O,O,O,O,X,O,X,X,O,X,X
JLTIZSO,O,X,O,O,X,X,X,X,X,X,X
JLTIZOS,O,X,O,O,X,X,O,X,X,X,X
JLTIOSZ,O,O,X,O,X,X,O,X,O,X,X
JLTIOZS,O,X,X,O,X,X,O,X,X,X,X
JLTSIZO,O,O,O,O,O,O,X,X,X,X,X
JLTSIOZ,O,O,O,O,X,O,X,X,O,X,X
JLTSZIO,O,O,O,O,O,O,X,X,X,X,X
JLTSZOI,O,O,O,O,O,O,O,X,O,X,X
JLTSOIZ,O,O,O,O,X,O,O,X,O,X,X
JLTSOZI,O,O,O,O,O,O,O,X,O,X,X
JLTZISO,O,X,O,O,O,O,X,X,X,X,X
JLTZIOS,O,X,O,O,X,X,O,X,X,X,X
JLTZSIO,O,X,O,O,O,O,X,X,X,X,X
JLTZSOI,O,X,O,O,O,O,O,X,X,X,X
JLTZOIS,O,X,O,O,X,X,O,X,X,X,X
JLTZOSI,O,X,O,O,X,X,O,X,X,X,X
JLTOISZ,O,O,X,O,X,X,O,X,O,X,X
JLTOIZS,O,X,X,O,X,X,O,X,X,X,X
JLTOSIZ,O,O,X,O,X,X,O,X,O,X,X
JLTOSZI,O,O,X,O,X,X,O,X,O,X,X
JLTOZIS,O,X,X,O,X,X,O,X,X,X,X
JLTOZSI,O,X,X,O,X,X,O,X,X,X,X
JLITSZO,O,O,O,O,X,X,X,X,X,X,X
JLITSOZ,O,O,O,O,X,X,X,X,O,X,X
JLITZSO,O,X,O,O,X,X,X,X,X,X,X
JLITZOS,O,X,O,O,X,X,O,X,X,X,X
JLITOSZ,O,O,X,O,X,X,O,X,O,X,X
JLITOZS,O,X,X,O,X,X,O,X,X,X,X
JLISTZO,O,X,O,O,X,X,X,X,X,X,X
JLISTOZ,O,X,O,O,X,X,X,X,O,X,X
JLISZTO,X,X,O,O,X,X,X,X,X,X,X
JLISZOT,X,X,O,O,X,X,X,X,X,X,X
JLISOTZ,O,X,X,O,X,X,X,X,X,X,X
JLISOZT,X,X,X,O,X,X,X,X,X,X,X
JLIZTSO,O,X,O,O,O,X,X,X,X,X,X
JLIZTOS,O,X,O,O,X,X,O,X,X,X,X
JLIZSTO,O,X,O,O,X,X,X,X,X,X,X
JLIZSOT,X,X,O,O,X,X,X,X,X,X,X
JLIZOTS,O,X,O,O,X,X,X,X,X,X,X
JLIZOST,X,X,O,O,X,X,X,X,X,X,X
JLIOTSZ,O,X,X,O,X,X,X,X,X,X,X
JLIOTZS,O,X,X,O,X,X,X,X,X,X,X
JLIOSTZ,O,X,X,O,X,X,X,X,X,X,X
JLIOSZT,O,X,X,O,X,X,X,X,X,X,X
JLIOZTS,O,X,X,O,X,X,X,X,X,X,X
JLIOZST,O,X,X,O,X,X,X,X,X,X,X
JLSTIZO,O,X,O,O,O,O,X,X,X,X,X
JLSTIOZ,O,X,O,O,X,O,X,X,O,X,X
JLSTZIO,O,X,O,O,O,O,X,X,X,X,X
JLSTZOI,O,X,O,O,O,O,O,X,O,X,X
JLSTOIZ,O,X,O,O,X,O,O,X,O,X,X
JLSTOZI,O,X,O,O,O,O,O,X,O,X,X
JLSITZO,O,X,O,O,O,O,X,X,X,X,X
JLSITOZ,O,X,O,O,X,O,X,X,O,X,X
JLSIZTO,X,X,O,O,X,O,X,X,X,X,X
JLSIZOT,X,X,O,O,X,X,X,X,X,X,X
JLSIOTZ,O,X,X,O,X,O,X,X,X,X,X
JLSIOZT,X,X,X,O,X,O,X,X,X,X,X
JLSZTIO,X,X,O,O,O,O,X,X,X,X,X
JLSZTOI,X,X,O,O,O,O,O,X,O,X,X
JLSZITO,X,X,O,O,X,O,X,X,X,X,X
JLSZIOT,X,X,O,O,X,X,X,X,X,X,X
JLSZOTI,X,X,O,O,X,O,X,X,X,X,X
JLSZOIT,X,X,O,O,X,O,X,X,X,X,X
JLSOTIZ,O,X,X,O,X,O,X,X,X,X,X
JLSOTZI,O,X,X,O,O,O,X,X,X,X,X
JLSOITZ,O,X,X,O,X,O,X,X,X,X,X
JLSOIZT,X,X,X,O,X,O,X,X,X,X,X
JLSOZTI,X,X,X,O,X,O,X,X,X,X,X
JLSOZIT,X,X,X,O,X,O,X,X,X,X,X
JLZTISO,O,X,O,O,O,O,X,X,X,X,X
JLZTIOS,O,X,O,O,X,X,O,X,X,X,X
JLZTSIO,O,X,O,O,O,O,X,X,X,X,X
JLZTSOI,O,X,O,O,O,O,O,X,X,X,X
JLZTOIS,O,X,O,O,X,X,O,X,X,X,X
JLZTOSI,O,X,O,O,X,X,O,X,X,X,X
JLZITSO,O,X,O,O,O,X,X,X,X,X,X
JLZITOS,O,X,O,O,X,X,O,X,X,X,X
JLZISTO,O,X,O,O,X,X,X,X,X,X,X
JLZISOT,X,X,O,O,X,X,X,X,X,X,X
JLZIOTS,O,X,O,O,X,X,X,X,X,X,X
JLZIOST,X,X,O,O,X,X,X,X,X,X,X
JLZSTIO,O,X,O,O,X,O,X,X,X,X,X
JLZSTOI,O,X,O,O,X,O,O,X,X,X,X
JLZSITO,O,X,O,O,X,O,X,X,X,X,X
JLZSIOT,X,X,O,O,X,X,X,X,X,X,X
JLZSOTI,X,X,O,O,X,O,X,X,X,X,X
JLZSOIT,X,X,O,O,X,X,X,X,X,X,X
JLZOTIS,O,X,O,O,X,X,O,X,X,X,X
JLZOTSI,O,X,O,O,X,X,O,X,X,X,X
JLZOITS,O,X,O,O,X,X,X,X,X,X,X
JLZOIST,X,X,O,O,X,X,X,X,X,X,X
JLZOSTI,X,X,O,O,X,X,X,X,X,X,X
JLZOSIT,X,X,O,O,X,X,X,X,X,X,X
JLOTISZ,O,X,X,O,X,O,O,X,X,X,X
JLOTIZS,O,X,X,O,X,X,O,X,X,X,X
JLOTSIZ,O,X,X,O,X,O,O,X,X,X,X
JLOTSZI,O,X,X,O,X,O,O,X,X,X,X
JLOTZIS,O,X,X,O,X,O,O,X,X,X,X
JLOTZSI,O,X,X,O,X,O,O,X,X,X,X
JLOITSZ,O,X,X,O,X,X,X,X,X,X,X
JLOITZS,O,X,X,O,X,X,X,X,X,X,X
JLOISTZ,O,X,X,O,X,X,X,X,X,X,X
JLOISZT,O,X,X,O,X,X,X,X,X,X,X
JLOIZTS,O,X,X,O,X,X,X,X,X,X,X
JLOIZST,O,X,X,O,X,X,X,X,X,X,X
JLOSTIZ,O,X,X,O,X,O,X,X,X,X,X
JLOSTZI,O,X,X,O,X,O,X,X,X,X,X
JLOSITZ,O,X,X,O,X,O,X,X,X,X,X
JLOSIZT,O,X,X,O,X,O,X,X,X,X,X
JLOSZTI,O,X,X,O,X,O,X,X,X,X,X
JLOSZIT,O,X,X,O,X,O,X,X,X,X,X
JLOZTIS,O,X,X,O,X,O,O,X,X,X,X
JLOZTSI,O,X,X,O,X,O,O,X,X,X,X
JLOZITS,O,X,X,O,X,X,X,X,X,X,X
JLOZIST,O,X,X,O,X,X,X,X,X,X,X
JLOZSTI,O,X,X,O,X,O,X,X,X,X,X
JLOZSIT,O,X,X,O,X,O,X,X,X,X,X
JSTILZO,O,O,O,O,O,O,X,O,X,X,X
JSTILOZ,O,O,O,O,X,O,X,O,X,X,X
JSTIZLO,O,O,O,O,O,O,X,O,X,X,X
JSTIZOL,O,O,O,O,O,O,X,O,X,X,X
JSTIOLZ,O,O,O,O,O,O,X,O,X,X,X
JSTIOZL,O,O,O,O,O,O,X,O,X,X,X
JSTLIZO,O,O,O,O,O,O,X,O,X,X,X
JSTLIOZ,O,O,O,O,X,O,X,O,O,X,X
JSTLZIO,O,O,O,O,O,O,X,X,X,X,O
JSTLZOI,O,O,O,O,O,O,O,X,O,X,O
JSTLOIZ,O,O,O,O,O,O,O,O,O,X,X
JSTLOZI,O,O,O,O,O,O,O,X,O,X,O
JSTZILO,O,O,O,O,O,O,X,O,X,X,X
JSTZIOL,O,O,O,O,O,O,X,O,X,X,X
JSTZLIO,O,O,O,O,O,O,X,X,X,X,O
JSTZLOI,O,O,O,O,O,O,O,X,O,X,O
JSTZOIL,O,O,O,O,O,O,X,O,X,X,X
JSTZOLI,O,O,O,O,O,X,O,X,O,X,O
JSTOILZ,O,O,O,O,O,O,X,O,X,X,X
JSTOIZL,O,O,O,O,O,O,X,O,X,X,X
JSTOLIZ,O,O,O,O,O,O,O,O,O,X,X
JSTOLZI,O,O,O,O,O,O,O,X,O,X,O
JSTOZIL,O,O,O,O,O,O,X,O,X,X,X
JSTOZLI,O,O,O,O,O,O,O,X,O,X,O
JSITLZO,O,O,O,O,O,O,X,O,X,X,X
JSITLOZ,O,O,O,O,X,O,X,O,X,X,X
JSITZLO,O,O,O,O,O,O,X,O,X,X,X
JSITZOL,O,O,O,O,O,O,X,O,X,X,X
JSITOLZ,O,O,O,O,O,O,X,O,X,X,X
JSITOZL,O,O,O,O,O,O,X,O,X,X,X
JSILTZO,O,X,O,O,O,O,X,O,X,X,X
JSILTOZ,O,X,O,O,X,O,X,O,X,X,X
JSILZTO,X,X,O,O,X,O,X,X,X,X,X
JSILZOT,X,X,O,O,X,X,X,X,X,X,X
JSILOTZ,O,X,X,O,X,O,X,X,X,X,X
JSILOZT,X,X,X,O,X,O,X,X,X,X,X
JSIZTLO,O,O,O,O,X,O,X,X,X,O,X
JSIZTOL,O,O,O,O,X,O,X,X,X,O,X
JSIZLTO,O,O,O,O,X,X,X,X,X,O,X
JSIZLOT,X,O,O,O,X,X,X,X,X,O,X
JSIZOTL,O,O,X,O,X,X,X,X,X,O,X
JSIZOLT,X,O,X,O,X,X,X,X,X,O,X
JSIOTLZ,O,O,X,O,O,O,X,X,X,X,X
JSIOTZL,O,O,X,O,O,O,X,X,X,X,X
JSIOLTZ,O,X,X,O,O,O,X,X,X,X,X
JSIOLZT,O,X,X,O,X,O,X,X,X,X,X
JSIOZTL,O,O,X,O,X,O,X,X,X,O,X
JSIOZLT,O,O,X,O,X,X,X,X,X,O,X
JSLTIZO,O,X,O,O,O,O,X,O,X,X,X
JSLTIOZ,O,X,O,O,X,O,X,O,O,X,X
JSLTZIO,O,X,O,O,O,O,X,X,X,X,O
JSLTZOI,O,X,O,O,O,O,O,X,O,X,O
JSLTOIZ,O,X,O,O,O,O,O,O,O,X,X
JSLTOZI,O,X,O,O,O,O,O,X,O,X,O
JSLITZO,O,X,O,O,O,O,X,X,X,X,X
JSLITOZ,O,X,O,O,X,O,X,X,O,X,X
JSLIZTO,X,X,O,O,X,O,X,X,X,X,O
JSLIZOT,X,X,O,O,X,X,X,X,X,X,X
JSLIOTZ,O,X,X,O,X,O,X,X,X,X,X
JSLIOZT,X,X,X,O,X,O,X,X,X,X,X
JSLZTIO,X,X,O,O,O,O,X,X,X,X,O
JSLZTOI,X,X,O,O,O,O,O,X,O,X,O
JSLZITO,X,X,O,O,X,O,X,X,X,X,O
JSLZIOT,X,X,O,O,X,X,X,X,X,X,X
JSLZOTI,X,X,O,O,X,O,X,X,X,X,X
JSLZOIT,X,X,O,O,X,O,X,X,X,X,X
JSLOTIZ,O,X,X,O,O,O,X,X,X,X,X
JSLOTZI,O,X,X,O,O,O,X,X,X,X,O
JSLOITZ,O,X,X,O,O,O,X,X,X,X,X
JSLOIZT,X,X,X,O,X,O,X,X,X,X,X
JSLOZTI,X,X,X,O,O,O,X,X,X,X,X
JSLOZIT,X,X,X,O,X,O,X,X,X,X,X
JSZTILO,O,O,O,O,O,O,X,O,X,O,X
JSZTIOL,O,O,O,O,O,O,X,O,X,O,X
JSZTLIO,O,O,O,O,O,O,X,X,X,X,O
JSZTLOI,O,O,O,O,O,O,O,X,O,X,O
JSZTOIL,O,O,O,O,O,O,X,O,X,O,X
JSZTOLI,O,O,O,O,O,X,O,X,O,X,O
JSZITLO,O,O,O,O,X,O,X,X,X,O,X
JSZITOL,O,O,O,O,X,O,X,X,X,O,X
JSZILTO,O,O,O,O,X,X,X,X,X,O,X
JSZILOT,X,O,O,O,X,X,X,X,X,O,X
JSZIOTL,O,O,X,O,X,X,X,X,X,O,X
JSZIOLT,X,O,X,O,X,X,X,X,X,O,X
JSZLTIO,O,O,O,O,O,O,X,X,X,X,O
JSZLTOI,O,O,O,O,O,O,O,X,O,X,O
JSZLITO,O,O,O,O,X,O,X,X,X,O,O
JSZLIOT,X,O,O,O,X,X,X,X,X,O,X
JSZLOTI,X,O,O,O,X,O,X,X,X,X,X
JSZLOIT,X,O,O,O,X,O,X,X,X,O,X
JSZOTIL,O,O,X,O,O,O,X,X,X,O,X
JSZOTLI,O,O,X,O,O,O,O,X,O,X,X
JSZOITL,O,O,X,O,X,O,X,X,X,O,X
JSZOILT,X,O,X,O,X,X,X,X,X,O,X
JSZOLTI,X,O,X,O,O,O,X,X,X,X,X
JSZOLIT,X,O,X,O,X,O,X,X,X,O,X
JSOTILZ,O,O,X,O,O,O,X,O,X,X,X
JSOTIZL,O,O,X,O,O,O,X,O,X,X,X
JSOTLIZ,O,O,X,O,O,O,O,O,O,X,X
JSOTLZI,O,O,X,O,O,O,O,X,O,X,O
JSOTZIL,O,O,X,O,O,O,X,O,X,X,X
JSOTZLI,O,O,X,O,O,O,O,X,O,X,O
JSOITLZ,O,O,X,O,O,O,X,X,X,X,X
JSOITZL,O,O,X,O,O,O,X,X,X,X,X
JSOILTZ,O,X,X,O,O,O,X,X,X,X,X
JSOILZT,O,X,X,O,X,O,X,X,X,X,X
JSOIZTL,O,O,X,O,X,O,X,X,X,O,X
JSOIZLT,O,O,X,O,X,X,X,X,X,O,X
JSOLTIZ,O,X,X,O,O,O,X,X,X,X,X
