sequence,v115@WhC8AeA8AeA8AeG8JeZEJvhFzfBfmB0hBSoBmnBFqB,v115@WhC8AeA8AeA8AeG8JeZEJvhFzfBWmB3iBcoBimBFqB,v115@WhC8AeA8AeA8AeG8JeZEJvhFqkBlhB3iBcoBzlBOqB,v115@WhC8AeA8AeA8AeG8JeZEJvhFFgB0hBSoBfqBzqBmsB,v115@WhC8AeA8AeA8AeG8Jex/IvhFlhB3iBcoBzlBmpBipB,v115@WhC8AeA8AeA8AeG8Jei/IvhF3hBcpBOqBxsBzqBFtB
SZLTOJI,O,O,O,X,O,X
SZLITJO,O,O,X,X,X,X
SZLITOJ,O,O,O,X,X,X
SZLIJTO,O,O,X,X,X,O
SZLIJOT,X,X,O,X,X,O
SZLIOTJ,O,X,O,O,X,X
SZLIOJT,X,X,O,O,X,X
SZLJTIO,O,O,X,X,X,O
SZLJTOI,O,O,X,X,X,X
SZLJITO,O,O,X,X,X,O
SZLJIOT,X,X,O,X,X,O
SZLJOTI,X,X,O,X,O,X
SZLJOIT,X,X,O,X,O,O
SZLOTIJ,O,X,O,O,O,X
SZLOTJI,O,X,O,O,O,X
SZLOITJ,O,X,O,O,O,X
SZLOIJT,X,X,O,O,X,X
SZLOJTI,X,X,O,O,O,X
SZLOJIT,X,X,O,O,O,X
SZJTILO,O,O,X,X,X,O
SZJTIOL,O,O,O,X,X,X
SZJTLIO,O,O,X,X,X,O
SZJTLOI,O,O,X,X,X,X
SZJTOIL,O,O,O,X,O,X
SZJTOLI,O,O,O,X,O,X
SZJITLO,O,O,X,X,X,O
SZJITOL,O,O,O,X,X,X
SZJILTO,O,O,X,X,X,O
SZJILOT,X,X,O,X,X,O
SZJIOTL,X,O,O,X,O,X
SZJIOLT,X,X,O,X,O,O
SZJLTIO,O,O,X,X,X,O
SZJLTOI,O,O,X,X,X,X
SZJLITO,O,O,X,X,X,O
SZJLIOT,X,X,O,X,X,O
SZJLOTI,X,X,O,X,O,X
SZJLOIT,X,X,O,X,O,O
SZJOTIL,X,O,O,X,O,X
SZJOTLI,X,O,O,X,O,X
SZJOITL,X,O,O,X,O,X
SZJOILT,X,X,O,X,O,O
SZJOLTI,X,X,O,X,O,X
SZJOLIT,X,X,O,X,O,O
SZOTILJ,O,O,O,O,O,X
SZOTIJL,O,O,O,O,O,X
SZOTLIJ,O,O,O,O,O,X
SZOTLJI,O,O,O,O,O,X
SZOTJIL,O,O,O,O,O,X
SZOTJLI,O,O,O,O,O,X
SZOITLJ,O,O,O,O,O,X
SZOITJL,O,O,O,O,O,X
SZOILTJ,O,X,O,O,O,X
SZOILJT,X,X,O,O,X,X
SZOIJTL,X,O,O,O,O,X
SZOIJLT,X,X,O,O,O,O
SZOLTIJ,O,X,O,O,O,X
SZOLTJI,O,X,O,O,O,X
SZOLITJ,O,X,O,O,O,X
SZOLIJT,X,X,O,O,X,X
SZOLJTI,X,X,O,O,O,X
SZOLJIT,X,X,O,O,O,X
SZOJTIL,X,O,O,O,O,X
SZOJTLI,X,O,O,O,O,X
SZOJITL,X,O,O,O,O,X
SZOJILT,X,X,O,O,O,O
SZOJLTI,X,X,O,O,O,X
SZOJLIT,X,X,O,O,O,O
SOTILJZ,O,X,X,O,X,X
SOTILZJ,O,X,O,O,X,X
SOTIJLZ,O,X,X,O,X,X
SOTIJZL,O,X,X,O,X,X
SOTIZLJ,O,X,O,O,O,X
SOTIZJL,O,X,O,O,O,X
SOTLIJZ,O,X,X,O,X,X
SOTLIZJ,O,X,O,O,X,X
SOTLJIZ,O,X,X,O,X,X
SOTLJZI,O,X,X,O,X,X
SOTLZIJ,O,X,O,O,X,X
SOTLZJI,O,X,O,O,X,X
SOTJILZ,O,X,X,O,X,X
SOTJIZL,O,X,X,O,O,X
SOTJLIZ,O,X,X,O,X,X
SOTJLZI,O,X,X,O,X,X
SOTJZIL,O,X,X,O,O,X
SOTJZLI,O,X,X,O,O,X
SOTZILJ,O,X,O,O,O,X
SOTZIJL,O,X,O,O,O,X
SOTZLIJ,O,X,O,O,O,X
SOTZLJI,O,X,O,O,O,X
SOTZJIL,O,X,O,O,O,X
SOTZJLI,O,X,O,O,O,X
SOITLJZ,O,X,X,O,X,X
SOITLZJ,O,X,O,O,X,X
SOITJLZ,O,X,X,O,X,X
SOITJZL,O,X,X,O,X,X
SOITZLJ,O,X,O,O,O,X
SOITZJL,O,X,O,O,O,X
SOILTJZ,O,X,X,O,X,X
SOILTZJ,O,X,O,O,X,X
SOILJTZ,X,X,X,O,X,X
SOILJZT,X,X,X,O,X,X
SOILZTJ,O,X,O,O,X,X
SOILZJT,X,X,O,O,X,X
SOIJTLZ,X,X,X,O,X,X
SOIJTZL,X,X,X,O,X,X
SOIJLTZ,X,X,X,O,X,X
SOIJLZT,X,X,X,O,X,X
SOIJZTL,X,X,X,O,X,X
SOIJZLT,X,X,X,O,X,O
SOIZTLJ,O,X,O,O,O,X
SOIZTJL,O,X,O,O,O,X
SOIZLTJ,O,X,O,O,O,X
SOIZLJT,X,X,O,O,X,X
SOIZJTL,X,X,O,O,O,X
SOIZJLT,X,X,O,O,X,O
SOLTIJZ,O,X,X,O,X,X
SOLTIZJ,O,X,O,O,X,X
SOLTJIZ,O,X,X,O,X,X
SOLTJZI,O,X,X,O,X,X
SOLTZIJ,O,X,O,O,X,X
SOLTZJI,O,X,O,O,X,X
SOLITJZ,O,X,X,O,X,X
SOLITZJ,O,X,O,O,X,X
SOLIJTZ,X,X,X,O,X,X
SOLIJZT,X,X,X,O,X,X
SOLIZTJ,O,X,O,O,X,X
SOLIZJT,X,X,O,O,X,X
SOLJTIZ,X,X,X,O,X,X
SOLJTZI,X,X,X,O,X,X
SOLJITZ,X,X,X,O,X,X
SOLJIZT,X,X,X,O,X,X
SOLJZTI,X,X,X,O,X,X
SOLJZIT,X,X,X,O,X,X
SOLZTIJ,O,X,O,O,X,X
SOLZTJI,O,X,O,O,X,X
SOLZITJ,O,X,O,O,X,X
SOLZIJT,X,X,O,O,X,X
SOLZJTI,X,X,O,O,X,X
SOLZJIT,X,X,O,O,X,X
SOJTILZ,X,X,X,O,X,X
SOJTIZL,X,X,X,O,O,X
SOJTLIZ,X,X,X,O,X,X
SOJTLZI,X,X,X,O,X,X
SOJTZIL,X,X,X,O,O,X
SOJTZLI,X,X,X,O,O,X
SOJITLZ,X,X,X,O,X,X
SOJITZL,X,X,X,O,O,X
SOJILTZ,X,X,X,O,X,X
SOJILZT,X,X,X,O,X,X
SOJIZTL,X,X,X,O,O,X
SOJIZLT,X,X,X,O,O,O
SOJLTIZ,X,X,X,O,X,X
SOJLTZI,X,X,X,O,X,X
SOJLITZ,X,X,X,O,X,X
SOJLIZT,X,X,X,O,X,X
SOJLZTI,X,X,X,O,X,X
SOJLZIT,X,X,X,O,X,X
SOJZTIL,X,X,X,O,O,X
SOJZTLI,X,X,X,O,O,X
SOJZITL,X,X,X,O,O,X
SOJZILT,X,X,X,O,O,O
SOJZLTI,X,X,X,O,O,X
SOJZLIT,X,X,X,O,O,O
SOZTILJ,O,X,O,O,O,X
SOZTIJL,O,X,O,O,O,X
SOZTLIJ,O,X,O,O,O,X
SOZTLJI,O,X,O,O,O,X
SOZTJIL,O,X,O,O,O,X
SOZTJLI,O,X,O,O,O,X
SOZITLJ,O,X,O,O,O,X
SOZITJL,O,X,O,O,O,X
SOZILTJ,O,X,O,O,O,X
SOZILJT,X,X,O,O,X,X
SOZIJTL,X,X,O,O,O,X
SOZIJLT,X,X,O,O,O,O
SOZLTIJ,O,X,O,O,O,X
SOZLTJI,O,X,O,O,O,X
SOZLITJ,O,X,O,O,O,X
SOZLIJT,X,X,O,O,X,X
SOZLJTI,X,X,O,O,O,X
SOZLJIT,X,X,O,O,O,X
SOZJTIL,X,X,O,O,O,X
SOZJTLI,X,X,O,O,O,X
SOZJITL,X,X,O,O,O,X
SOZJILT,X,X,O,O,O,O
SOZJLTI,X,X,O,O,O,X
SOZJLIT,X,X,O,O,O,O
ZTILJSO,X,O,X,X,X,O
ZTILJOS,X,O,X,X,X,X
ZTILSJO,O,O,X,X,X,X
ZTILSOJ,O,O,O,X,X,X
ZTILOJS,X,O,O,X,X,X
ZTILOSJ,O,O,O,O,X,X
ZTIJLSO,X,O,X,X,X,O
ZTIJLOS,X,O,X,X,X,X
ZTIJSLO,X,O,X,X,X,O
ZTIJSOL,X,O,O,X,X,X
ZTIJOLS,X,O,O,X,X,X
ZTIJOSL,X,O,O,X,X,X
ZTISLJO,O,O,X,X,X,X
ZTISLOJ,O,O,O,X,X,X
ZTISJLO,O,O,X,X,X,O
ZTISJOL,O,O,O,X,X,X
ZTISOLJ,O,O,O,X,O,X
ZTISOJL,O,O,O,X,O,X
ZTIOLJS,X,O,O,X,X,X
ZTIOLSJ,O,O,O,O,O,X
ZTIOJLS,X,O,O,X,O,X
ZTIOJSL,X,O,O,X,O,X
ZTIOSLJ,O,O,O,O,O,X
ZTIOSJL,O,O,O,O,O,X
ZTLIJSO,X,O,X,X,X,O
ZTLIJOS,X,O,X,X,X,X
ZTLISJO,O,O,X,X,X,X
ZTLISOJ,O,O,O,X,X,X
ZTLIOJS,X,O,O,X,X,X
ZTLIOSJ,O,O,O,O,X,X
ZTLJISO,X,O,X,X,X,O
ZTLJIOS,X,O,X,X,X,X
ZTLJSIO,X,O,X,X,X,O
ZTLJSOI,X,O,X,X,X,X
ZTLJOIS,X,O,X,X,X,X
ZTLJOSI,X,O,X,X,X,X
ZTLSIJO,O,O,X,X,X,X
ZTLSIOJ,O,O,O,X,X,X
ZTLSJIO,O,O,X,X,X,X
ZTLSJOI,O,O,X,X,X,X
ZTLSOIJ,O,O,O,X,O,X
ZTLSOJI,O,O,O,X,O,X
ZTLOIJS,X,O,O,X,X,X
ZTLOISJ,O,O,O,O,O,X
ZTLOJIS,X,O,O,X,O,X
ZTLOJSI,X,O,O,X,O,X
ZTLOSIJ,O,O,O,O,O,X
ZTLOSJI,O,O,O,O,O,X
ZTJILSO,X,O,X,X,X,O
ZTJILOS,X,O,X,X,X,X
ZTJISLO,X,O,X,X,X,O
ZTJISOL,X,O,O,X,X,X
ZTJIOLS,X,O,O,X,X,X
ZTJIOSL,X,O,O,X,X,X
ZTJLISO,X,O,X,X,X,O
ZTJLIOS,X,O,X,X,X,X
ZTJLSIO,X,O,X,X,X,O
ZTJLSOI,X,O,X,X,X,X
ZTJLOIS,X,O,X,X,X,X
ZTJLOSI,X,O,X,X,X,X
ZTJSILO,X,O,X,X,X,O
ZTJSIOL,X,O,O,X,X,X
ZTJSLIO,X,O,X,X,X,O
ZTJSLOI,X,O,X,X,X,X
ZTJSOIL,X,O,O,X,O,X
ZTJSOLI,X,O,O,X,O,X
ZTJOILS,X,O,O,X,O,X
ZTJOISL,X,O,O,X,O,X
ZTJOLIS,X,O,O,X,O,X
ZTJOLSI,X,O,O,X,O,X
ZTJOSIL,X,O,O,X,O,X
ZTJOSLI,X,O,O,X,O,X
ZTSILJO,O,O,X,X,X,X
ZTSILOJ,O,O,O,X,X,X
ZTSIJLO,O,O,X,X,X,O
ZTSIJOL,O,O,O,X,X,X
ZTSIOLJ,O,O,O,X,O,X
ZTSIOJL,O,O,O,X,O,X
ZTSLIJO,O,O,X,X,X,X
ZTSLIOJ,O,O,O,X,X,X
ZTSLJIO,O,O,X,X,X,X
ZTSLJOI,O,O,X,X,X,X
ZTSLOIJ,O,O,O,X,O,X
ZTSLOJI,O,O,O,X,O,X
ZTSJILO,O,O,X,X,X,O
ZTSJIOL,O,O,O,X,X,X
ZTSJLIO,O,O,X,X,X,O
ZTSJLOI,O,O,X,X,X,X
ZTSJOIL,O,O,O,X,O,X
ZTSJOLI,O,O,O,X,O,X
ZTSOILJ,O,O,O,X,O,X
ZTSOIJL,O,O,O,X,O,X
ZTSOLIJ,O,O,O,X,O,X
ZTSOLJI,O,O,O,X,O,X
ZTSOJIL,O,O,O,X,O,X
ZTSOJLI,O,O,O,X,O,X
ZTOILJS,X,O,O,X,X,X
ZTOILSJ,O,O,O,O,O,X
ZTOIJLS,X,O,O,X,O,X
ZTOIJSL,X,O,O,X,O,X
ZTOISLJ,O,O,O,O,O,X
ZTOISJL,O,O,O,O,O,X
ZTOLIJS,X,O,O,X,X,X
ZTOLISJ,O,O,O,O,O,X
ZTOLJIS,X,O,O,X,O,X
ZTOLJSI,X,O,O,X,O,X
ZTOLSIJ,O,O,O,O,O,X
ZTOLSJI,O,O,O,O,O,X
ZTOJILS,X,O,O,X,O,X
ZTOJISL,X,O,O,X,O,X
ZTOJLIS,X,O,O,X,O,X
ZTOJLSI,X,O,O,X,O,X
ZTOJSIL,X,O,O,X,O,X
ZTOJSLI,X,O,O,X,O,X
ZTOSILJ,O,O,O,O,O,X
ZTOSIJL,O,O,O,O,O,X
ZTOSLIJ,O,O,O,O,O,X
ZTOSLJI,O,O,O,O,O,X
ZTOSJIL,O,O,O,O,O,X
ZTOSJLI,O,O,O,O,O,X
ZITLJSO,X,O,X,X,X,O
ZITLJOS,X,O,X,X,X,X
ZITLSJO,O,O,X,X,X,X
ZITLSOJ,O,O,O,X,X,X
ZITLOJS,X,O,O,X,X,X
ZITLOSJ,O,O,O,O,X,X
ZITJLSO,X,O,X,X,X,O
ZITJLOS,X,O,X,X,X,X
ZITJSLO,X,O,X,X,X,O
ZITJSOL,X,O,O,X,X,X
ZITJOLS,X,O,O,X,X,X
ZITJOSL,X,O,O,X,X,X
ZITSLJO,O,O,X,X,X,X
ZITSLOJ,O,O,O,X,X,X
ZITSJLO,O,O,X,X,X,O
ZITSJOL,O,O,O,X,X,X
ZITSOLJ,O,O,O,X,O,X
ZITSOJL,O,O,O,X,O,X
ZITOLJS,X,O,O,X,X,X
ZITOLSJ,O,O,O,O,O,X
ZITOJLS,X,O,O,X,O,X
ZITOJSL,X,O,O,X,O,X
ZITOSLJ,O,O,O,O,O,X
ZITOSJL,O,O,O,O,O,X
ZILTJSO,X,O,X,X,X,O
ZILTJOS,X,O,X,X,X,X
ZILTSJO,O,O,X,X,X,X
ZILTSOJ,O,O,O,X,X,X
ZILTOJS,X,O,O,X,X,X
ZILTOSJ,O,O,O,O,X,X
ZILJTSO,X,O,X,X,X,O
ZILJTOS,X,O,X,X,X,X
ZILJSTO,O,O,X,X,X,O
ZILJSOT,X,X,O,X,X,O
ZILJOTS,X,X,O,X,X,X
ZILJOST,X,X,O,O,X,O
ZILSTJO,O,O,X,X,X,X
ZILSTOJ,O,O,O,X,X,X
ZILSJTO,O,O,X,X,X,O
ZILSJOT,X,X,O,X,X,O
ZILSOTJ,O,X,O,O,X,X
ZILSOJT,X,X,O,O,X,X
ZILOTJS,X,X,O,X,X,X
ZILOTSJ,X,X,O,O,X,X
ZILOJTS,X,X,O,X,X,X
ZILOJST,X,X,O,O,X,O
ZILOSTJ,O,X,O,O,X,X
ZILOSJT,X,X,O,O,X,X
ZIJTLSO,X,O,X,X,X,O
ZIJTLOS,X,O,X,X,X,X
ZIJTSLO,X,O,X,X,X,O
ZIJTSOL,X,O,O,X,X,X
ZIJTOLS,X,O,O,X,X,X
ZIJTOSL,X,O,O,X,X,X
ZIJLTSO,X,O,X,X,X,O
ZIJLTOS,X,O,X,X,X,X
ZIJLSTO,O,O,X,X,X,O
ZIJLSOT,X,X,O,X,X,O
ZIJLOTS,X,X,O,X,X,X
ZIJLOST,X,X,O,O,X,O
ZIJSTLO,O,O,X,X,X,O
ZIJSTOL,O,O,O,X,X,X
ZIJSLTO,O,O,X,X,X,O
ZIJSLOT,X,X,O,X,X,O
ZIJSOTL,X,O,O,X,O,X
ZIJSOLT,X,X,O,X,O,O
ZIJOTLS,X,O,O,X,O,X
ZIJOTSL,X,O,O,X,O,X
ZIJOLTS,X,X,O,X,O,X
ZIJOLST,X,X,O,O,O,O
ZIJOSTL,X,O,O,O,O,X
ZIJOSLT,X,X,O,O,O,O
ZISTLJO,O,O,X,X,X,X
ZISTLOJ,O,O,O,X,X,X
ZISTJLO,O,O,X,X,X,O
ZISTJOL,O,O,O,X,X,X
ZISTOLJ,O,O,O,X,O,X
ZISTOJL,O,O,O,X,O,X
ZISLTJO,O,O,X,X,X,X
ZISLTOJ,O,O,O,X,X,X
ZISLJTO,O,O,X,X,X,O
ZISLJOT,X,X,O,X,X,O
ZISLOTJ,O,X,O,O,X,X
ZISLOJT,X,X,O,O,X,X
ZISJTLO,O,O,X,X,X,O
ZISJTOL,O,O,O,X,X,X
ZISJLTO,O,O,X,X,X,O
ZISJLOT,X,X,O,X,X,O
ZISJOTL,X,O,O,X,O,X
ZISJOLT,X,X,O,X,O,O
ZISOTLJ,O,O,O,O,O,X
ZISOTJL,O,O,O,O,O,X
ZISOLTJ,O,X,O,O,O,X
ZISOLJT,X,X,O,O,X,X
ZISOJTL,X,O,O,O,O,X
ZISOJLT,X,X,O,O,O,O
ZIOTLJS,X,O,O,X,X,X
ZIOTLSJ,X,O,O,O,O,X
ZIOTJLS,X,O,O,X,O,X
ZIOTJSL,X,O,O,X,O,X
ZIOTSLJ,X,O,O,O,O,X
ZIOTSJL,X,O,O,O,O,X
ZIOLTJS,X,X,O,X,X,X
ZIOLTSJ,X,X,O,O,O,X
ZIOLJTS,X,X,O,X,X,X
ZIOLJST,X,X,O,O,X,O
ZIOLSTJ,O,X,O,O,O,X
ZIOLSJT,X,X,O,O,X,X
ZIOJTLS,X,O,O,X,O,X
ZIOJTSL,X,O,O,X,O,X
ZIOJLTS,X,X,O,X,O,X
ZIOJLST,X,X,O,O,O,O
ZIOJSTL,X,O,O,O,O,X
ZIOJSLT,X,X,O,O,O,O
ZIOSTLJ,O,O,O,O,O,X
ZIOSTJL,O,O,O,O,O,X
ZIOSLTJ,O,X,O,O,O,X
ZIOSLJT,X,X,O,O,X,X
ZIOSJTL,X,O,O,O,O,X
ZIOSJLT,X,X,O,O,O,O
ZLTIJSO,X,O,X,X,X,O
ZLTIJOS,X,O,X,X,X,X
ZLTISJO,O,O,X,X,X,X
ZLTISOJ,O,O,O,X,X,X
ZLTIOJS,X,O,O,X,X,X
ZLTIOSJ,O,O,O,O,X,X
ZLTJISO,X,O,X,X,X,O
ZLTJIOS,X,O,X,X,X,X
ZLTJSIO,X,O,X,X,X,O
ZLTJSOI,X,O,X,X,X,X
ZLTJOIS,X,O,X,X,X,X
ZLTJOSI,X,O,X,X,X,X
ZLTSIJO,O,O,X,X,X,X
ZLTSIOJ,O,O,O,X,X,X
ZLTSJIO,O,O,X,X,X,X
ZLTSJOI,O,O,X,X,X,X
ZLTSOIJ,O,O,O,X,O,X
ZLTSOJI,O,O,O,X,O,X
ZLTOIJS,X,O,O,X,X,X
ZLTOISJ,O,O,O,O,O,X
ZLTOJIS,X,O,O,X,O,X
ZLTOJSI,X,O,O,X,O,X
ZLTOSIJ,O,O,O,O,O,X
ZLTOSJI,O,O,O,O,O,X
ZLITJSO,X,O,X,X,X,O
ZLITJOS,X,O,X,X,X,X
ZLITSJO,O,O,X,X,X,X
ZLITSOJ,O,O,O,X,X,X
ZLITOJS,X,O,O,X,X,X
ZLITOSJ,O,O,O,O,X,X
ZLIJTSO,X,O,X,X,X,O
ZLIJTOS,X,O,X,X,X,X
ZLIJSTO,O,O,X,X,X,O
ZLIJSOT,X,X,O,X,X,O
ZLIJOTS,X,X,O,X,X,X
ZLIJOST,X,X,O,O,X,O
ZLISTJO,O,O,X,X,X,X
ZLISTOJ,O,O,O,X,X,X
ZLISJTO,O,O,X,X,X,O
ZLISJOT,X,X,O,X,X,O
ZLISOTJ,O,X,O,O,X,X
ZLISOJT,X,X,O,O,X,X
ZLIOTJS,X,X,O,X,X,X
ZLIOTSJ,X,X,O,O,X,X
ZLIOJTS,X,X,O,X,X,X
ZLIOJST,X,X,O,O,X,O
ZLIOSTJ,O,X,O,O,X,X
ZLIOSJT,X,X,O,O,X,X
ZLJTISO,X,O,X,X,X,O
ZLJTIOS,X,O,X,X,X,X
ZLJTSIO,X,O,X,X,X,O
ZLJTSOI,X,O,X,X,X,X
ZLJTOIS,X,O,X,X,X,X
ZLJTOSI,X,O,X,X,X,X
ZLJITSO,X,O,X,X,X,O
ZLJITOS,X,O,X,X,X,X
ZLJISTO,O,O,X,X,X,O
ZLJISOT,X,X,O,X,X,O
ZLJIOTS,X,X,O,X,X,X
ZLJIOST,X,X,O,O,X,O
ZLJSTIO,O,O,X,X,X,O
ZLJSTOI,O,O,X,X,X,X
ZLJSITO,O,O,X,X,X,O
ZLJSIOT,X,X,O,X,X,O
ZLJSOTI,X,X,O,X,O,X
ZLJSOIT,X,X,O,X,O,O
ZLJOTIS,X,X,O,X,O,X
ZLJOTSI,X,X,O,X,O,X
ZLJOITS,X,X,O,X,O,X
ZLJOIST,X,X,O,O,O,O
ZLJOSTI,X,X,O,O,O,X
ZLJOSIT,X,X,O,O,O,O
ZLSTIJO,O,O,X,X,X,X
ZLSTIOJ,O,O,O,X,X,X
ZLSTJIO,O,O,X,X,X,X
ZLSTJOI,O,O,X,X,X,X
ZLSTOIJ,O,O,O,X,O,X
ZLSTOJI,O,O,O,X,O,X
ZLSITJO,O,O,X,X,X,X
ZLSITOJ,O,O,O,X,X,X
ZLSIJTO,O,O,X,X,X,O
ZLSIJOT,X,X,O,X,X,O
ZLSIOTJ,O,X,O,O,X,X
ZLSIOJT,X,X,O,O,X,X
ZLSJTIO,O,O,X,X,X,O
ZLSJTOI,O,O,X,X,X,X
ZLSJITO,O,O,X,X,X,O
ZLSJIOT,X,X,O,X,X,O
ZLSJOTI,X,X,O,X,O,X
ZLSJOIT,X,X,O,X,O,O
ZLSOTIJ,O,X,O,O,O,X
ZLSOTJI,O,X,O,O,O,X
ZLSOITJ,O,X,O,O,O,X
ZLSOIJT,X,X,O,O,X,X
ZLSOJTI,X,X,O,O,O,X
ZLSOJIT,X,X,O,O,O,X
ZLOTIJS,X,X,O,X,X,X
ZLOTISJ,X,X,O,O,O,X
ZLOTJIS,X,X,O,X,O,X
ZLOTJSI,X,X,O,X,O,X
ZLOTSIJ,X,X,O,O,O,X
ZLOTSJI,X,X,O,O,O,X
ZLOITJS,X,X,O,X,X,X
ZLOITSJ,X,X,O,O,O,X
ZLOIJTS,X,X,O,X,X,X
ZLOIJST,X,X,O,O,X,O
ZLOISTJ,O,X,O,O,O,X
ZLOISJT,X,X,O,O,X,X
ZLOJTIS,X,X,O,X,O,X
ZLOJTSI,X,X,O,X,O,X
ZLOJITS,X,X,O,X,O,X
ZLOJIST,X,X,O,O,O,O
ZLOJSTI,X,X,O,O,O,X
ZLOJSIT,X,X,O,O,O,O
ZLOSTIJ,O,X,O,O,O,X
ZLOSTJI,O,X,O,O,O,X
ZLOSITJ,O,X,O,O,O,X
ZLOSIJT,X,X,O,O,X,X
ZLOSJTI,X,X,O,O,O,X
ZLOSJIT,X,X,O,O,O,X
ZJTILSO,X,O,X,X,X,O
ZJTILOS,X,O,X,X,X,X
ZJTISLO,X,O,X,X,X,O
ZJTISOL,X,O,O,X,X,X
ZJTIOLS,X,O,O,X,X,X
ZJTIOSL,X,O,O,X,X,X
ZJTLISO,X,O,X,X,X,O
ZJTLIOS,X,O,X,X,X,X
ZJTLSIO,X,O,X,X,X,O
ZJTLSOI,X,O,X,X,X,X
ZJTLOIS,X,O,X,X,X,X
ZJTLOSI,X,O,X,X,X,X
ZJTSILO,X,O,X,X,X,O
ZJTSIOL,X,O,O,X,X,X
ZJTSLIO,X,O,X,X,X,O
ZJTSLOI,X,O,X,X,X,X
ZJTSOIL,X,O,O,X,O,X
ZJTSOLI,X,O,O,X,O,X
ZJTOILS,X,O,O,X,O,X
ZJTOISL,X,O,O,X,O,X
ZJTOLIS,X,O,O,X,O,X
ZJTOLSI,X,O,O,X,O,X
ZJTOSIL,X,O,O,X,O,X
ZJTOSLI,X,O,O,X,O,X
ZJITLSO,X,O,X,X,X,O
ZJITLOS,X,O,X,X,X,X
ZJITSLO,X,O,X,X,X,O
ZJITSOL,X,O,O,X,X,X
ZJITOLS,X,O,O,X,X,X
ZJITOSL,X,O,O,X,X,X
ZJILTSO,X,O,X,X,X,O
ZJILTOS,X,O,X,X,X,X
ZJILSTO,O,O,X,X,X,O
ZJILSOT,X,X,O,X,X,O
ZJILOTS,X,X,O,X,X,X
ZJILOST,X,X,O,O,X,O
ZJISTLO,O,O,X,X,X,O
ZJISTOL,O,O,O,X,X,X
ZJISLTO,O,O,X,X,X,O
ZJISLOT,X,X,O,X,X,O
ZJISOTL,X,O,O,X,O,X
ZJISOLT,X,X,O,X,O,O
ZJIOTLS,X,O,O,X,O,X
ZJIOTSL,X,O,O,X,O,X
ZJIOLTS,X,X,O,X,O,X
ZJIOLST,X,X,O,O,O,O
ZJIOSTL,X,O,O,O,O,X
ZJIOSLT,X,X,O,O,O,O
ZJLTISO,X,O,X,X,X,O
ZJLTIOS,X,O,X,X,X,X
ZJLTSIO,X,O,X,X,X,O
ZJLTSOI,X,O,X,X,X,X
ZJLTOIS,X,O,X,X,X,X
ZJLTOSI,X,O,X,X,X,X
ZJLITSO,X,O,X,X,X,O
ZJLITOS,X,O,X,X,X,X
ZJLISTO,O,O,X,X,X,O
ZJLISOT,X,X,O,X,X,O
ZJLIOTS,X,X,O,X,X,X
ZJLIOST,X,X,O,O,X,O
ZJLSTIO,O,O,X,X,X,O
ZJLSTOI,O,O,X,X,X,X
ZJLSITO,O,O,X,X,X,O
ZJLSIOT,X,X,O,X,X,O
ZJLSOTI,X,X,O,X,O,X
ZJLSOIT,X,X,O,X,O,O
ZJLOTIS,X,X,O,X,O,X
ZJLOTSI,X,X,O,X,O,X
ZJLOITS,X,X,O,X,O,X
ZJLOIST,X,X,O,O,O,O
ZJLOSTI,X,X,O,O,O,X
ZJLOSIT,X,X,O,O,O,O
ZJSTILO,O,O,X,X,X,O
ZJSTIOL,O,O,O,X,X,X
ZJSTLIO,O,O,X,X,X,O
ZJSTLOI,O,O,X,X,X,X
ZJSTOIL,O,O,O,X,O,X
ZJSTOLI,O,O,O,X,O,X
ZJSITLO,O,O,X,X,X,O
ZJSITOL,O,O,O,X,X,X
ZJSILTO,O,O,X,X,X,O
ZJSILOT,X,X,O,X,X,O
ZJSIOTL,X,O,O,X,O,X
ZJSIOLT,X,X,O,X,O,O
ZJSLTIO,O,O,X,X,X,O
ZJSLTOI,O,O,X,X,X,X
ZJSLITO,O,O,X,X,X,O
ZJSLIOT,X,X,O,X,X,O
ZJSLOTI,X,X,O,X,O,X
ZJSLOIT,X,X,O,X,O,O
ZJSOTIL,X,O,O,X,O,X
ZJSOTLI,X,O,O,X,O,X
ZJSOITL,X,O,O,X,O,X
ZJSOILT,X,X,O,X,O,O
ZJSOLTI,X,X,O,X,O,X
ZJSOLIT,X,X,O,X,O,O
ZJOTILS,X,O,O,X,O,X
ZJOTISL,X,O,O,X,O,X
ZJOTLIS,X,O,O,X,O,X
ZJOTLSI,X,O,O,X,O,X
ZJOTSIL,X,O,O,X,O,X
ZJOTSLI,X,O,O,X,O,X
ZJOITLS,X,O,O,X,O,X
ZJOITSL,X,O,O,X,O,X
ZJOILTS,X,X,O,X,O,X
ZJOILST,X,X,O,O,O,O
ZJOISTL,X,O,O,O,O,X
ZJOISLT,X,X,O,O,O,O
ZJOLTIS,X,X,O,X,O,X
ZJOLTSI,X,X,O,X,O,X
ZJOLITS,X,X,O,X,O,X
ZJOLIST,X,X,O,O,O,O
ZJOLSTI,X,X,O,O,O,X
ZJOLSIT,X,X,O,O,O,O
ZJOSTIL,X,O,O,O,O,X
ZJOSTLI,X,O,O,O,O,X
ZJOSITL,X,O,O,O,O,X
ZJOSILT,X,X,O,O,O,O
ZJOSLTI,X,X,O,O,O,X
ZJOSLIT,X,X,O,O,O,O
ZSTILJO,O,O,X,X,X,X
