sequence,v115@9gB8HeA8IeB8HeD8CeC8JezBJvhFGjBRlBUoBilBFr?BXsB,v115@9gB8HeA8IeB8HeD8CeC8JeXAJvhFxhB8nB+oB1qBzr?BirB,v115@9gB8HeA8IeB8HeD8CeC8JeXAJvhFKnBziB+oBxqBFr?B0rB,v115@9gB8HeA8IeB8HeD8CeC8JemAJvhFxiBFlBSsBToBUr?BfsB,v115@9gB8HeA8IeB8HeD8CeC8JeXAJvhFOnB6oBznBxqBFr?B0rB,v115@9gB8HeA8IeB8HeD8CeC8JemAJvhFTjBFlBSrBxsBcs?B3rB,v115@9gB8HeA8IeB8HeD8CeC8JexAJvhFVnBUlBarBXoBGo?BzrB,v115@9gB8HeA8IeB8HeD8CeC8Je0BJvhFfoB6oBRlBTlBVs?B2wB
JTZISOL,O,O,X,X,X,X,X,X
JTZIOLS,O,O,X,O,X,X,X,X
JTZIOSL,O,O,X,X,X,X,X,X
JTZLISO,O,O,X,X,X,O,X,X
JTZLIOS,O,X,X,O,X,O,X,X
JTZLSIO,O,O,X,X,X,X,X,X
JTZLSOI,O,O,X,O,X,X,X,X
JTZLOIS,O,O,X,O,X,X,X,X
JTZLOSI,X,O,X,O,X,X,X,X
JTZSILO,O,O,X,X,X,X,X,X
JTZSIOL,O,O,X,X,X,X,X,X
JTZSLIO,O,O,X,X,X,X,X,X
JTZSLOI,O,O,X,O,X,X,X,X
JTZSOIL,O,O,X,X,X,X,X,X
JTZSOLI,O,O,X,O,X,X,X,X
JTZOILS,O,O,X,O,X,X,X,X
JTZOISL,O,O,X,X,X,X,X,X
JTZOLIS,O,O,X,O,X,X,X,X
JTZOLSI,X,O,X,O,X,X,X,X
JTZOSIL,O,O,X,X,X,X,X,X
JTZOSLI,O,O,X,O,X,X,X,X
JTOILSZ,X,X,O,X,X,X,X,X
JTOILZS,X,X,O,X,X,X,X,X
JTOISLZ,X,X,O,X,X,X,X,X
JTOISZL,X,O,X,X,X,X,X,X
JTOIZLS,O,O,X,O,X,X,X,X
JTOIZSL,O,O,X,X,X,X,X,X
JTOLISZ,X,X,O,X,X,O,X,X
JTOLIZS,X,X,O,X,X,O,X,X
JTOLSIZ,X,X,O,X,X,X,X,X
JTOLSZI,X,O,X,X,X,X,X,X
JTOLZIS,X,O,X,O,X,X,X,X
JTOLZSI,X,O,X,O,X,X,X,X
JTOSILZ,X,X,O,X,X,X,X,X
JTOSIZL,X,O,X,X,X,X,X,X
JTOSLIZ,X,X,O,X,X,X,X,X
JTOSLZI,X,O,X,X,X,X,X,X
JTOSZIL,X,O,X,X,X,X,X,X
JTOSZLI,X,O,X,O,X,X,X,X
JTOZILS,O,O,X,O,X,X,X,X
JTOZISL,O,O,X,X,X,X,X,X
JTOZLIS,O,O,X,O,X,X,X,X
JTOZLSI,X,O,X,O,X,X,X,X
JTOZSIL,O,O,X,X,X,X,X,X
JTOZSLI,X,O,X,O,X,X,X,X
JITLSZO,X,X,O,X,X,O,X,X
JITLSOZ,X,X,O,X,X,O,X,X
JITLZSO,X,X,O,X,X,O,X,X
JITLZOS,X,X,O,X,X,O,X,X
JITLOSZ,X,X,O,X,X,O,X,X
JITLOZS,X,X,O,X,X,O,X,X
JITSLZO,X,X,O,X,X,X,X,X
JITSLOZ,X,X,O,X,X,X,X,X
JITSZLO,O,O,X,X,X,X,X,X
JITSZOL,O,O,X,X,X,X,X,X
JITSOLZ,X,X,O,X,X,X,X,X
JITSOZL,O,O,X,X,X,X,X,X
JITZLSO,O,O,X,X,X,X,X,X
JITZLOS,O,X,X,X,X,X,X,X
JITZSLO,O,O,X,X,X,X,X,X
JITZSOL,O,O,X,X,X,X,X,X
JITZOLS,O,O,X,X,X,X,X,X
JITZOSL,O,O,X,X,X,X,X,X
JITOLSZ,X,X,O,X,X,O,X,X
JITOLZS,X,X,O,X,X,O,X,X
JITOSLZ,X,X,O,X,X,X,X,X
JITOSZL,X,O,X,X,X,X,X,X
JITOZLS,O,O,X,X,X,X,X,X
JITOZSL,O,O,X,X,X,X,X,X
JILTSZO,X,X,O,X,X,O,X,X
JILTSOZ,X,X,O,X,X,O,X,X
JILTZSO,X,X,O,X,X,O,X,X
JILTZOS,X,X,O,X,X,O,X,X
JILTOSZ,X,X,O,X,X,O,X,X
JILTOZS,X,X,O,X,X,O,X,X
JILSTZO,X,X,O,X,X,X,X,X
JILSTOZ,X,X,O,X,X,X,X,X
JILSZTO,X,X,O,X,X,X,X,O
JILSZOT,X,X,O,X,X,X,X,X
JILSOTZ,X,X,O,X,O,X,X,X
JILSOZT,X,X,O,X,O,X,X,X
JILZTSO,X,X,O,X,X,X,X,X
JILZTOS,X,X,O,X,X,X,X,X
JILZSTO,X,X,O,X,X,X,X,O
JILZSOT,X,X,O,X,X,X,X,X
JILZOTS,X,X,O,X,X,X,X,X
JILZOST,X,X,O,X,X,X,X,X
JILOTSZ,X,X,O,X,O,O,X,X
JILOTZS,X,X,O,X,O,O,X,X
JILOSTZ,X,X,O,X,O,X,X,X
JILOSZT,X,X,O,X,O,X,X,X
JILOZTS,X,X,O,X,O,X,X,X
JILOZST,X,X,O,X,O,X,X,X
JISTLZO,X,X,O,X,X,X,X,X
JISTLOZ,X,X,O,X,X,X,X,X
JISTZLO,X,O,X,X,X,X,X,X
JISTZOL,X,O,X,X,X,X,X,X
JISTOLZ,X,X,O,X,X,X,X,X
JISTOZL,X,O,X,X,X,X,X,X
JISLTZO,X,X,O,X,X,X,X,X
JISLTOZ,X,X,O,X,X,X,X,X
JISLZTO,X,X,O,X,X,X,X,O
JISLZOT,X,X,O,X,X,X,X,X
JISLOTZ,X,X,O,X,O,X,X,X
JISLOZT,X,X,O,X,O,X,X,X
JISZTLO,X,O,X,X,X,X,X,X
JISZTOL,O,O,X,X,X,X,X,X
JISZLTO,X,O,O,X,X,X,X,O
JISZLOT,O,O,O,X,X,X,X,X
JISZOTL,O,O,X,X,X,X,X,X
JISZOLT,O,O,O,X,X,X,X,X
JISOTLZ,X,X,O,X,O,X,X,X
JISOTZL,X,O,X,X,X,X,X,X
JISOLTZ,X,X,O,X,O,X,X,X
JISOLZT,X,X,O,X,O,X,X,X
JISOZTL,O,O,X,X,X,X,X,X
JISOZLT,O,O,O,X,O,X,X,X
JIZTLSO,O,O,X,X,X,X,X,X
JIZTLOS,O,X,X,X,X,X,X,X
JIZTSLO,O,O,X,X,X,X,X,X
JIZTSOL,O,O,X,X,X,X,X,X
JIZTOLS,O,O,X,X,X,X,X,X
JIZTOSL,O,O,X,X,X,X,X,X
JIZLTSO,O,O,O,X,X,X,X,X
JIZLTOS,O,X,O,X,X,X,X,X
JIZLSTO,X,O,O,X,X,X,X,O
JIZLSOT,O,O,O,X,X,X,X,X
JIZLOTS,X,O,O,X,X,X,X,X
JIZLOST,X,O,O,X,X,X,X,X
JIZSTLO,O,O,X,X,X,X,X,X
JIZSTOL,O,O,X,X,X,X,X,X
JIZSLTO,X,O,O,X,X,X,X,O
JIZSLOT,O,O,O,X,X,X,X,X
JIZSOTL,O,O,X,X,X,X,X,X
JIZSOLT,O,O,O,X,X,X,X,X
JIZOTLS,O,O,X,X,X,X,X,X
JIZOTSL,O,O,X,X,X,X,X,X
JIZOLTS,X,O,O,X,X,X,X,X
JIZOLST,X,O,O,X,X,X,X,X
JIZOSTL,O,O,X,X,X,X,X,X
JIZOSLT,O,O,O,X,X,X,X,X
JIOTLSZ,X,X,O,X,O,O,X,X
JIOTLZS,X,X,O,X,O,O,X,X
JIOTSLZ,X,X,O,X,O,X,X,X
JIOTSZL,X,O,X,X,X,X,X,X
JIOTZLS,X,O,X,X,X,X,X,X
JIOTZSL,X,O,X,X,X,X,X,X
JIOLTSZ,X,X,O,X,O,O,X,X
JIOLTZS,X,X,O,X,O,O,X,X
JIOLSTZ,X,X,O,X,O,X,X,X
JIOLSZT,X,X,O,X,O,X,X,X
JIOLZTS,X,X,O,X,O,X,X,X
JIOLZST,X,X,O,X,O,X,X,X
JIOSTLZ,X,X,O,X,O,X,X,X
JIOSTZL,X,O,X,X,X,X,X,X
JIOSLTZ,X,X,O,X,O,X,X,X
JIOSLZT,X,X,O,X,O,X,X,X
JIOSZTL,X,O,X,X,X,X,X,X
JIOSZLT,X,O,O,X,O,X,X,X
JIOZTLS,X,O,X,X,X,X,X,X
JIOZTSL,X,O,X,X,X,X,X,X
JIOZLTS,X,O,O,X,O,X,X,X
JIOZLST,X,O,O,X,O,X,X,X
JIOZSTL,X,O,X,X,X,X,X,X
JIOZSLT,X,O,O,X,O,X,X,X
JLTISZO,X,X,O,X,X,O,X,X
JLTISOZ,X,X,O,X,X,O,X,X
JLTIZSO,X,X,O,X,X,O,X,X
JLTIZOS,X,X,O,X,X,O,X,X
JLTIOSZ,X,X,O,X,X,O,X,X
JLTIOZS,X,X,O,X,X,O,X,X
JLTSIZO,X,X,O,X,X,O,X,X
JLTSIOZ,X,X,O,X,X,O,X,X
JLTSZIO,X,O,X,X,X,X,X,X
JLTSZOI,X,O,X,X,X,X,X,X
JLTSOIZ,X,X,O,X,X,X,X,X
JLTSOZI,X,O,X,X,X,X,X,X
JLTZISO,X,O,X,X,X,O,X,X
JLTZIOS,X,X,X,O,X,O,X,X
JLTZSIO,X,O,X,X,X,X,X,X
JLTZSOI,X,O,X,O,X,X,X,X
JLTZOIS,X,O,X,O,X,X,X,X
JLTZOSI,X,O,X,O,X,X,X,X
JLTOISZ,X,X,O,X,X,O,X,X
JLTOIZS,X,X,O,X,X,O,X,X
JLTOSIZ,X,X,O,X,X,X,X,X
JLTOSZI,X,O,X,X,X,X,X,X
JLTOZIS,X,O,X,O,X,X,X,X
JLTOZSI,X,O,X,O,X,X,X,X
JLITSZO,X,X,O,X,X,O,X,X
JLITSOZ,X,X,O,X,X,O,X,X
JLITZSO,X,X,O,X,X,O,X,X
JLITZOS,X,X,O,X,X,O,X,X
JLITOSZ,X,X,O,X,X,O,X,X
JLITOZS,X,X,O,X,X,O,X,X
JLISTZO,X,X,O,X,X,X,X,X
JLISTOZ,X,X,O,X,X,X,X,X
JLISZTO,X,X,O,X,X,X,X,O
JLISZOT,X,X,O,X,X,X,X,X
JLISOTZ,X,X,O,X,O,X,X,X
JLISOZT,X,X,O,X,O,X,X,X
JLIZTSO,X,X,O,X,X,X,X,X
JLIZTOS,X,X,O,X,X,X,X,X
JLIZSTO,X,X,O,X,X,X,X,O
JLIZSOT,X,X,O,X,X,X,X,X
JLIZOTS,X,X,O,X,X,X,X,X
JLIZOST,X,X,O,X,X,X,X,X
JLIOTSZ,X,X,O,X,O,O,X,X
JLIOTZS,X,X,O,X,O,O,X,X
JLIOSTZ,X,X,O,X,O,X,X,X
JLIOSZT,X,X,O,X,O,X,X,X
JLIOZTS,X,X,O,X,O,X,X,X
JLIOZST,X,X,O,X,O,X,X,X
JLSTIZO,X,X,O,X,X,X,X,X
JLSTIOZ,X,X,O,X,X,X,X,X
JLSTZIO,X,O,X,X,X,X,O,X
JLSTZOI,X,O,X,X,X,X,O,X
JLSTOIZ,X,X,O,X,X,X,X,X
JLSTOZI,X,O,X,X,X,X,X,X
JLSITZO,X,X,O,X,X,X,X,X
JLSITOZ,X,X,O,X,X,X,X,X
JLSIZTO,X,X,O,X,X,X,X,O
JLSIZOT,X,X,O,X,X,X,X,X
JLSIOTZ,X,X,O,X,O,X,X,X
JLSIOZT,X,X,O,X,O,X,X,X
JLSZTIO,X,O,X,X,X,X,O,X
JLSZTOI,X,O,X,X,X,X,O,X
JLSZITO,X,O,O,X,X,X,O,X
JLSZIOT,X,O,O,X,X,X,X,X
JLSZOTI,X,O,X,X,X,X,O,X
JLSZOIT,X,O,O,X,X,X,X,X
JLSOTIZ,X,X,O,X,O,X,X,X
JLSOTZI,X,O,X,X,X,X,O,X
JLSOITZ,X,X,O,X,O,X,X,X
JLSOIZT,X,X,O,X,O,X,X,X
JLSOZTI,X,O,X,X,X,X,O,X
JLSOZIT,X,O,O,X,O,X,X,X
JLZTISO,X,O,X,X,X,X,X,X
JLZTIOS,X,X,X,O,X,X,X,X
JLZTSIO,X,O,X,X,X,X,X,X
JLZTSOI,X,O,X,O,X,X,X,X
JLZTOIS,X,O,X,O,X,X,X,X
JLZTOSI,X,O,X,O,X,X,X,X
JLZITSO,X,O,O,X,X,X,X,X
JLZITOS,X,X,O,X,X,X,X,X
JLZISTO,X,O,O,X,X,X,O,X
JLZISOT,X,O,O,X,X,X,X,X
JLZIOTS,X,O,O,X,X,X,O,X
JLZIOST,X,O,O,X,X,X,X,X
JLZSTIO,X,O,X,X,X,X,O,X
JLZSTOI,X,O,X,X,X,X,O,X
JLZSITO,X,O,O,X,X,X,O,X
JLZSIOT,X,O,O,X,X,X,X,X
JLZSOTI,X,O,X,X,X,X,O,X
JLZSOIT,X,O,O,X,X,X,X,X
JLZOTIS,X,O,X,O,X,X,O,X
JLZOTSI,X,O,X,O,X,X,O,X
JLZOITS,X,O,O,X,X,X,O,X
JLZOIST,X,O,O,X,X,X,X,X
JLZOSTI,X,O,X,X,X,X,O,X
JLZOSIT,X,O,O,X,X,X,X,X
JLOTISZ,X,X,O,X,O,X,X,X
JLOTIZS,X,X,O,X,O,X,X,X
JLOTSIZ,X,X,O,X,O,X,X,X
JLOTSZI,X,O,X,X,X,X,O,X
JLOTZIS,X,O,X,O,X,X,O,X
JLOTZSI,X,O,X,O,X,X,O,X
JLOITSZ,X,X,O,X,O,X,X,X
JLOITZS,X,X,O,X,O,X,X,X
JLOISTZ,X,X,O,X,O,X,X,X
JLOISZT,X,X,O,X,O,X,X,X
JLOIZTS,X,X,O,X,O,X,X,X
JLOIZST,X,X,O,X,O,X,X,X
JLOSTIZ,X,X,O,X,O,X,X,X
JLOSTZI,X,O,X,X,X,X,O,X
JLOSITZ,X,X,O,X,O,X,X,X
JLOSIZT,X,X,O,X,O,X,X,X
JLOSZTI,X,O,X,X,X,X,O,X
JLOSZIT,X,O,O,X,O,X,X,X
JLOZTIS,X,O,X,O,X,X,O,X
JLOZTSI,X,O,X,O,X,X,O,X
JLOZITS,X,O,O,X,O,X,O,X
JLOZIST,X,O,O,X,O,X,X,X
JLOZSTI,X,O,X,X,X,X,O,X
JLOZSIT,X,O,O,X,O,X,X,X
JSTILZO,X,X,O,X,X,X,X,X
JSTILOZ,X,X,O,X,X,X,X,X
JSTIZLO,O,O,X,X,X,X,X,X
JSTIZOL,O,O,X,X,X,X,X,X
JSTIOLZ,X,X,O,X,X,X,X,X
JSTIOZL,O,O,X,X,X,X,X,X
JSTLIZO,X,X,O,X,X,X,X,X
JSTLIOZ,X,X,O,X,X,X,X,X
JSTLZIO,X,O,X,X,X,X,O,X
JSTLZOI,X,O,X,X,X,X,O,X
JSTLOIZ,X,X,O,X,X,X,X,X
JSTLOZI,X,O,X,X,X,X,X,X
JSTZILO,O,O,X,X,X,X,X,X
JSTZIOL,O,O,X,X,X,X,X,X
JSTZLIO,O,O,X,X,X,X,O,X
JSTZLOI,O,O,X,X,X,X,O,X
JSTZOIL,O,O,X,X,X,X,X,X
JSTZOLI,O,O,X,X,X,X,X,X
JSTOILZ,X,X,O,X,X,X,X,X
JSTOIZL,O,O,X,X,X,X,X,X
JSTOLIZ,X,X,O,X,X,X,X,X
JSTOLZI,X,O,X,X,X,X,X,X
JSTOZIL,O,O,X,X,X,X,X,X
JSTOZLI,O,O,X,X,X,X,X,X
JSITLZO,X,X,O,X,X,X,X,X
JSITLOZ,X,X,O,X,X,X,X,X
JSITZLO,X,O,X,X,X,X,X,X
JSITZOL,X,O,X,X,X,X,X,X
JSITOLZ,X,X,O,X,X,X,X,X
JSITOZL,X,O,X,X,X,X,X,X
JSILTZO,X,X,O,X,X,X,X,X
JSILTOZ,X,X,O,X,X,X,X,X
JSILZTO,X,X,O,X,X,X,X,O
JSILZOT,X,X,O,X,X,X,X,X
JSILOTZ,X,X,O,X,O,X,X,X
JSILOZT,X,X,O,X,O,X,X,X
JSIZTLO,X,O,X,X,X,X,X,X
JSIZTOL,O,O,X,X,X,X,X,X
JSIZLTO,X,O,O,X,X,X,X,O
JSIZLOT,O,O,O,X,X,X,X,X
JSIZOTL,O,O,X,X,X,X,X,X
JSIZOLT,O,O,O,X,X,X,X,X
JSIOTLZ,X,X,O,X,O,X,X,X
JSIOTZL,X,O,X,X,X,X,X,X
JSIOLTZ,X,X,O,X,O,X,X,X
JSIOLZT,X,X,O,X,O,X,X,X
JSIOZTL,O,O,X,X,X,X,X,X
JSIOZLT,O,O,O,X,O,X,X,X
JSLTIZO,X,X,O,X,X,X,X,X
JSLTIOZ,X,X,O,X,X,X,X,X
JSLTZIO,X,O,X,X,X,X,O,X
JSLTZOI,X,O,X,X,X,X,O,X
JSLTOIZ,X,X,O,X,X,X,X,X
JSLTOZI,X,O,X,X,X,X,X,X
JSLITZO,X,X,O,X,X,X,X,X
JSLITOZ,X,X,O,X,X,X,X,X
JSLIZTO,X,X,O,X,X,X,X,O
JSLIZOT,X,X,O,X,X,X,X,X
JSLIOTZ,X,X,O,X,O,X,X,X
JSLIOZT,X,X,O,X,O,X,X,X
JSLZTIO,X,O,X,X,X,X,O,X
JSLZTOI,X,O,X,X,X,X,O,X
JSLZITO,X,O,O,X,X,X,O,X
JSLZIOT,X,O,O,X,X,X,X,X
JSLZOTI,X,O,X,X,X,X,O,X
JSLZOIT,X,O,O,X,X,X,X,X
JSLOTIZ,X,X,O,X,O,X,X,X
JSLOTZI,X,O,X,X,X,X,O,X
JSLOITZ,X,X,O,X,O,X,X,X
JSLOIZT,X,X,O,X,O,X,X,X
JSLOZTI,X,O,X,X,X,X,O,X
JSLOZIT,X,O,O,X,O,X,X,X
JSZTILO,O,O,X,X,X,X,X,X
JSZTIOL,O,O,X,X,X,X,X,X
JSZTLIO,O,O,X,X,X,X,O,X
JSZTLOI,O,O,X,X,X,X,O,X
JSZTOIL,O,O,X,X,X,X,X,X
JSZTOLI,O,O,X,X,X,X,X,X
JSZITLO,O,O,X,X,X,X,X,X
JSZITOL,O,O,X,X,X,X,X,X
JSZILTO,X,O,O,X,X,X,O,X
JSZILOT,O,O,O,X,X,X,X,X
JSZIOTL,O,O,X,X,X,X,X,X
JSZIOLT,O,O,O,X,X,X,X,X
JSZLTIO,O,O,X,X,X,X,O,X
JSZLTOI,O,O,X,X,X,X,O,X
JSZLITO,X,O,O,X,X,X,O,X
JSZLIOT,O,O,O,X,X,X,X,X
JSZLOTI,O,O,X,X,X,X,O,X
JSZLOIT,O,O,O,X,X,X,X,X
JSZOTIL,O,O,X,X,X,X,X,X
JSZOTLI,O,O,X,X,X,X,O,X
JSZOITL,O,O,X,X,X,X,X,X
JSZOILT,O,O,O,X,X,X,X,X
JSZOLTI,O,O,X,X,X,X,O,X
JSZOLIT,O,O,O,X,X,X,X,X
JSOTILZ,X,X,O,X,O,X,X,X
JSOTIZL,O,O,X,X,X,X,X,X
JSOTLIZ,X,X,O,X,O,X,X,X
JSOTLZI,X,O,X,X,X,X,O,X
JSOTZIL,O,O,X,X,X,X,X,X
JSOTZLI,O,O,X,X,X,X,O,X
JSOITLZ,X,X,O,X,O,X,X,X
JSOITZL,X,O,X,X,X,X,X,X
JSOILTZ,X,X,O,X,O,X,X,X
JSOILZT,X,X,O,X,O,X,X,X
JSOIZTL,O,O,X,X,X,X,X,X
JSOIZLT,O,O,O,X,O,X,X,X
JSOLTIZ,X,X,O,X,O,X,X,X
JSOLTZI,X,O,X,X,X,X,O,X
JSOLITZ,X,X,O,X,O,X,X,X
JSOLIZT,X,X,O,X,O,X,X,X
JSOLZTI,X,O,X,X,X,X,O,X
JSOLZIT,X,O,O,X,O,X,X,X
JSOZTIL,O,O,X,X,X,X,X,X
JSOZTLI,O,O,X,X,X,X,O,X
JSOZITL,O,O,X,X,X,X,X,X
JSOZILT,O,O,O,X,O,X,X,X
JSOZLTI,O,O,X,X,X,X,O,X
JSOZLIT,O,O,O,X,O,X,X,X
JZTILSO,O,O,X,X,X,X,X,X
JZTILOS,O,X,X,O,X,X,X,X
JZTISLO,O,O,X,X,X,X,X,X
JZTISOL,O,O,X,X,X,X,X,X
JZTIOLS,O,O,X,O,X,X,X,X
JZTIOSL,O,O,X,X,X,X,X,X
JZTLISO,O,O,X,X,X,X,X,X
JZTLIOS,O,X,X,O,X,X,X,X
JZTLSIO,O,O,X,X,X,X,X,X
JZTLSOI,O,O,X,O,X,X,X,X
JZTLOIS,O,O,X,O,X,X,X,X
JZTLOSI,X,O,X,O,X,X,X,X
JZTSILO,O,O,X,X,X,X,X,X
JZTSIOL,O,O,X,X,X,X,X,X
JZTSLIO,O,O,X,X,X,X,X,X
JZTSLOI,O,O,X,O,X,X,X,X
JZTSOIL,O,O,X,X,X,X,X,X
JZTSOLI,O,O,X,O,X,X,X,X
JZTOILS,O,O,X,O,X,X,X,X
JZTOISL,O,O,X,X,X,X,X,X
JZTOLIS,O,O,X,O,X,X,X,X
JZTOLSI,X,O,X,O,X,X,X,X
JZTOSIL,O,O,X,X,X,X,X,X
JZTOSLI,O,O,X,O,X,X,X,X
JZITLSO,O,O,X,X,X,X,X,X
JZITLOS,O,X,X,X,X,X,X,X
JZITSLO,O,O,X,X,X,X,X,X
JZITSOL,O,O,X,X,X,X,X,X
JZITOLS,O,O,X,X,X,X,X,X
JZITOSL,O,O,X,X,X,X,X,X
JZILTSO,O,O,O,X,X,X,X,X
JZILTOS,O,X,O,X,X,X,X,X
JZILSTO,X,O,O,X,X,X,O,X
JZILSOT,O,O,O,X,X,X,X,X
JZILOTS,X,O,O,X,X,X,O,X
JZILOST,X,O,O,X,X,X,X,X
JZISTLO,O,O,X,X,X,X,X,X
JZISTOL,O,O,X,X,X,X,X,X
JZISLTO,X,O,O,X,X,X,O,X
JZISLOT,O,O,O,X,X,X,X,X
JZISOTL,O,O,X,X,X,X,X,X
JZISOLT,O,O,O,X,X,X,X,X
JZIOTLS,O,O,X,X,X,X,X,X
JZIOTSL,O,O,X,X,X,X,X,X
JZIOLTS,X,O,O,X,X,X,X,X
JZIOLST,X,O,O,X,X,X,X,X
JZIOSTL,O,O,X,X,X,X,X,X
JZIOSLT,O,O,O,X,X,X,X,X
JZLTISO,O,O,X,X,X,X,X,X
JZLTIOS,O,X,X,O,X,X,X,X
JZLTSIO,O,O,X,X,X,X,X,X
JZLTSOI,O,O,X,O,X,X,X,X
JZLTOIS,O,O,X,O,X,X,X,X
JZLTOSI,X,O,X,O,X,X,X,X
JZLITSO,O,O,O,X,X,X,X,X
JZLITOS,O,X,O,X,X,X,X,X
JZLISTO,X,O,O,X,X,X,O,X
JZLISOT,O,O,O,X,X,X,X,X
JZLIOTS,X,O,O,X,X,X,O,X
JZLIOST,X,O,O,X,X,X,X,X
JZLSTIO,O,O,X,X,X,X,O,X
JZLSTOI,O,O,X,X,X,X,O,X
JZLSITO,X,O,O,X,X,X,O,X
JZLSIOT,O,O,O,X,X,X,X,X
JZLSOTI,O,O,X,X,X,X,O,X
JZLSOIT,O,O,O,X,X,X,X,X
JZLOTIS,X,O,X,O,X,X,O,X
JZLOTSI,X,O,X,O,X,X,O,X
JZLOITS,X,O,O,X,X,X,O,X
JZLOIST,X,O,O,X,X,X,X,X
JZLOSTI,X,O,X,X,X,X,O,X
JZLOSIT,X,O,O,X,X,X,X,X
JZSTILO,O,O,X,X,X,X,X,X
JZSTIOL,O,O,X,X,X,X,X,X
JZSTLIO,O,O,X,X,X,X,O,X
JZSTLOI,O,O,X,X,X,X,O,X
JZSTOIL,O,O,X,X,X,X,X,X
JZSTOLI,O,O,X,X,X,X,X,X
JZSITLO,O,O,X,X,X,X,X,X
JZSITOL,O,O,X,X,X,X,X,X
JZSILTO,X,O,O,X,X,X,O,X
JZSILOT,O,O,O,X,X,X,X,X
JZSIOTL,O,O,X,X,X,X,X,X
JZSIOLT,O,O,O,X,X,X,X,X
JZSLTIO,O,O,X,X,X,X,O,X
JZSLTOI,O,O,X,X,X,X,O,X
JZSLITO,X,O,O,X,X,X,O,X
JZSLIOT,O,O,O,X,X,X,X,X
JZSLOTI,O,O,X,X,X,X,O,X
JZSLOIT,O,O,O,X,X,X,X,X
JZSOTIL,O,O,X,X,X,X,X,X
JZSOTLI,O,O,X,X,X,X,O,X
JZSOITL,O,O,X,X,X,X,X,X
JZSOILT,O,O,O,X,X,X,X,X
JZSOLTI,O,O,X,X,X,X,O,X
JZSOLIT,O,O,O,X,X,X,X,X
JZOTILS,O,O,X,O,X,X,X,X
JZOTISL,O,O,X,X,X,X,X,X
JZOTLIS,O,O,X,O,X,X,O,X
JZOTLSI,X,O,X,O,X,X,O,X
JZOTSIL,O,O,X,X,X,X,X,X
JZOTSLI,O,O,X,O,X,X,O,X
JZOITLS,O,O,X,X,X,X,X,X
JZOITSL,O,O,X,X,X,X,X,X
JZOILTS,X,O,O,X,X,X,X,X
JZOILST,X,O,O,X,X,X,X,X
JZOISTL,O,O,X,X,X,X,X,X
JZOISLT,O,O,O,X,X,X,X,X
JZOLTIS,X,O,X,O,X,X,O,X
JZOLTSI,X,O,X,O,X,X,O,X
JZOLITS,X,O,O,X,X,X,O,X
JZOLIST,X,O,O,X,X,X,X,X
JZOLSTI,X,O,X,X,X,X,O,X
JZOLSIT,X,O,O,X,X,X,X,X
JZOSTIL,O,O,X,X,X,X,X,X
JZOSTLI,O,O,X,X,X,X,O,X
JZOSITL,O,O,X,X,X,X,X,X
JZOSILT,O,O,O,X,X,X,X,X
JZOSLTI,O,O,X,X,X,X,O,X
JZOSLIT,O,O,O,X,X,X,X,X
JOTILSZ,X,X,O,X,O,X,X,X
JOTILZS,X,X,O,X,O,X,X,X
JOTISLZ,X,X,O,X,O,X,X,X
JOTISZL,X,O,X,X,X,X,X,X
JOTIZLS,X,O,X,O,X,X,X,X
JOTIZSL,X,O,X,X,X,X,X,X
JOTLISZ,X,X,O,X,O,X,X,X
JOTLIZS,X,X,O,X,O,X,X,X
JOTLSIZ,X,X,O,X,O,X,X,X
JOTLSZI,X,O,X,X,X,X,O,X
JOTLZIS,X,O,X,O,X,X,O,X
JOTLZSI,X,O,X,O,X,X,O,X
JOTSILZ,X,X,O,X,O,X,X,X
JOTSIZL,X,O,X,X,X,X,X,X
JOTSLIZ,X,X,O,X,O,X,X,X
JOTSLZI,X,O,X,X,X,X,O,X
JOTSZIL,X,O,X,X,X,X,X,X
JOTSZLI,X,O,X,O,X,X,O,X
JOTZILS,X,O,X,O,X,X,X,X
JOTZISL,X,O,X,X,X,X,X,X
JOTZLIS,X,O,X,O,X,X,O,X
JOTZLSI,X,O,X,O,X,X,O,X
JOTZSIL,X,O,X,X,X,X,X,X
JOTZSLI,X,O,X,O,X,X,O,X
JOITLSZ,X,X,O,X,O,X,X,X
JOITLZS,X,X,O,X,O,X,X,X
JOITSLZ,X,X,O,X,O,X,X,X
JOITSZL,X,O,X,X,X,X,X,X
JOITZLS,X,O,X,X,X,X,X,X
JOITZSL,X,O,X,X,X,X,X,X
JOILTSZ,X,X,O,X,O,X,X,X
JOILTZS,X,X,O,X,O,X,X,X
JOILSTZ,X,X,O,X,O,X,X,X
JOILSZT,X,X,O,X,O,X,X,X
JOILZTS,X,X,O,X,O,X,X,X
JOILZST,X,X,O,X,O,X,X,X
JOISTLZ,X,X,O,X,O,X,X,X
JOISTZL,X,O,X,X,X,X,X,X
JOISLTZ,X,X,O,X,O,X,X,X
JOISLZT,X,X,O,X,O,X,X,X
JOISZTL,X,O,X,X,X,X,X,X
JOISZLT,X,O,O,X,O,X,X,X
JOIZTLS,X,O,X,X,X,X,X,X
JOIZTSL,X,O,X,X,X,X,X,X
JOIZLTS,X,O,O,X,O,X,X,X
JOIZLST,X,O,O,X,O,X,X,X
JOIZSTL,X,O,X,X,X,X,X,X
JOIZSLT,X,O,O,X,O,X,X,X
