sequence,v115@ShC8EeF8BeC8JeNEJvhFUgBGhBZnBqnBTjB/rB,v115@ShC8EeF8BeC8JeOEJvhFXgBdmB5mBcoBTnBisB,v115@ShC8EeF8BeC8JeOEJvhFXgBdmBRiBcoBSsBzrB,v115@ShC8EeF8BeC8JeOEJvhFXgBdmBRiBcoBqrBTsB,v115@ShC8EeF8BeC8JeNEJvhFUgBRhBCjBTmBesBXtB,v115@ShC8EeF8BeC8JeNEJvhFUgBamBWnBxiBXoBzrB,v115@ShC8EeF8BeC8JeNEJvhFUgBZnBCjBTmBXoBGrB
IZTOSLJ,O,O,X,X,X,X,O
IZTOSJL,O,O,O,O,X,X,O
IZLTJSO,O,O,O,O,X,X,X
IZLTJOS,O,O,O,O,X,X,X
IZLTSJO,O,O,O,O,X,X,X
IZLTSOJ,O,O,O,O,X,X,X
IZLTOJS,O,O,O,O,X,X,X
IZLTOSJ,O,O,O,O,X,X,X
IZLJTSO,X,O,O,O,X,X,X
IZLJTOS,X,O,O,O,X,X,X
IZLJSTO,X,X,O,O,X,X,X
IZLJSOT,X,X,X,X,X,X,X
IZLJOTS,X,O,O,O,X,X,X
IZLJOST,X,X,X,O,X,X,X
IZLSTJO,O,X,O,O,X,X,X
IZLSTOJ,O,X,O,O,X,X,X
IZLSJTO,O,X,O,O,X,X,X
IZLSJOT,O,X,X,X,X,X,X
IZLSOTJ,O,X,X,X,X,X,X
IZLSOJT,O,X,X,X,X,X,X
IZLOTJS,O,O,O,O,X,X,X
IZLOTSJ,O,O,O,O,X,X,X
IZLOJTS,X,O,O,O,X,X,X
IZLOJST,X,X,X,O,X,X,X
IZLOSTJ,O,X,X,O,X,X,X
IZLOSJT,O,X,X,O,X,X,X
IZJTLSO,X,O,O,O,X,X,X
IZJTLOS,X,O,O,O,X,X,X
IZJTSLO,X,O,O,O,X,X,X
IZJTSOL,X,O,O,O,X,X,X
IZJTOLS,X,O,X,X,X,X,X
IZJTOSL,X,O,O,O,X,X,X
IZJLTSO,X,O,O,O,X,X,X
IZJLTOS,X,O,O,O,X,X,X
IZJLSTO,X,X,O,O,X,X,X
IZJLSOT,X,X,X,X,X,X,X
IZJLOTS,X,O,O,O,X,X,X
IZJLOST,X,X,X,O,X,X,X
IZJSTLO,X,O,O,O,X,X,X
IZJSTOL,X,O,O,O,X,X,X
IZJSLTO,X,X,O,O,X,X,X
IZJSLOT,X,X,X,X,X,X,X
IZJSOTL,X,O,X,X,X,X,X
IZJSOLT,X,X,X,X,X,X,X
IZJOTLS,X,O,X,X,X,X,X
IZJOTSL,X,O,O,O,X,X,X
IZJOLTS,X,O,O,O,X,X,X
IZJOLST,X,X,X,O,X,X,X
IZJOSTL,X,O,X,X,X,X,X
IZJOSLT,X,X,X,X,X,X,X
IZSTLJO,O,O,O,O,X,X,O
IZSTLOJ,O,O,O,O,X,X,O
IZSTJLO,O,O,O,O,X,X,O
IZSTJOL,O,O,O,O,X,X,O
IZSTOLJ,O,O,X,X,X,X,O
IZSTOJL,O,O,O,O,X,X,O
IZSLTJO,O,X,O,O,X,X,O
IZSLTOJ,O,X,O,O,X,X,O
IZSLJTO,O,X,O,O,X,X,X
IZSLJOT,O,X,X,X,X,X,X
IZSLOTJ,O,X,X,X,X,X,O
IZSLOJT,O,X,X,X,X,X,X
IZSJTLO,O,O,O,O,X,X,X
IZSJTOL,O,O,O,O,X,X,X
IZSJLTO,O,X,O,O,X,X,X
IZSJLOT,O,X,X,X,X,X,X
IZSJOTL,X,O,X,X,X,X,X
IZSJOLT,X,X,X,X,X,X,X
IZSOTLJ,X,O,X,X,X,X,O
IZSOTJL,X,O,X,X,X,X,O
IZSOLTJ,X,X,X,X,X,X,O
IZSOLJT,X,X,X,X,X,X,X
IZSOJTL,X,O,X,X,X,X,X
IZSOJLT,X,X,X,X,X,X,X
IZOTLJS,X,O,X,X,X,X,X
IZOTLSJ,X,O,X,X,X,X,O
IZOTJLS,X,O,X,X,X,X,X
IZOTJSL,X,O,O,O,X,X,O
IZOTSLJ,X,O,X,X,X,X,O
IZOTSJL,X,O,O,O,X,X,O
IZOLTJS,X,O,O,O,X,X,X
IZOLTSJ,X,O,O,O,X,X,X
IZOLJTS,X,O,O,O,X,X,X
IZOLJST,X,X,X,O,X,X,X
IZOLSTJ,X,X,X,O,X,X,X
IZOLSJT,X,X,X,O,X,X,X
IZOJTLS,X,O,X,X,X,X,X
IZOJTSL,X,O,O,O,X,X,X
IZOJLTS,X,O,O,O,X,X,X
IZOJLST,X,X,X,O,X,X,X
IZOJSTL,X,O,X,X,X,X,X
IZOJSLT,X,X,X,X,X,X,X
IZOSTLJ,X,O,X,X,X,X,O
IZOSTJL,X,O,X,X,X,X,O
IZOSLTJ,X,X,X,X,X,X,O
IZOSLJT,X,X,X,X,X,X,X
IZOSJTL,X,O,X,X,X,X,X
IZOSJLT,X,X,X,X,X,X,X
IOTLJSZ,O,O,X,X,O,O,X
IOTLJZS,O,O,X,X,O,O,X
IOTLSJZ,O,O,X,X,X,O,O
IOTLSZJ,O,O,X,X,X,O,O
IOTLZJS,O,O,X,X,O,O,X
IOTLZSJ,O,O,X,X,X,O,O
IOTJLSZ,X,O,X,X,O,O,X
IOTJLZS,X,O,X,X,O,O,X
IOTJSLZ,X,O,X,X,O,O,O
IOTJSZL,X,O,X,X,O,O,O
IOTJZLS,X,O,X,X,O,O,X
IOTJZSL,X,O,X,X,O,O,O
IOTSLJZ,O,O,X,X,X,O,O
IOTSLZJ,O,O,X,X,X,O,O
IOTSJLZ,O,O,X,X,O,O,O
IOTSJZL,O,O,X,X,O,O,O
IOTSZLJ,O,O,X,X,X,O,O
IOTSZJL,O,O,X,X,O,O,O
IOTZLJS,O,O,X,X,O,O,X
IOTZLSJ,O,O,X,X,X,O,O
IOTZJLS,X,O,X,X,O,O,X
IOTZJSL,X,O,X,X,O,O,O
IOTZSLJ,O,O,X,X,X,O,O
IOTZSJL,O,O,X,X,O,O,O
IOLTJSZ,O,O,X,O,O,O,X
IOLTJZS,O,O,X,O,O,O,X
IOLTSJZ,O,O,X,O,X,O,O
IOLTSZJ,O,O,X,O,X,O,O
IOLTZJS,O,O,X,O,O,O,X
IOLTZSJ,O,O,X,O,X,O,O
IOLJTSZ,O,O,X,O,O,O,X
IOLJTZS,O,O,X,O,O,O,X
IOLJSTZ,O,X,X,X,O,O,X
IOLJSZT,O,X,X,X,O,O,X
IOLJZTS,X,O,X,O,X,O,X
IOLJZST,X,X,X,O,X,X,X
IOLSTJZ,O,X,X,X,X,O,O
IOLSTZJ,O,X,X,X,X,O,O
IOLSJTZ,O,X,X,X,X,O,O
IOLSJZT,O,X,X,X,X,O,X
IOLSZTJ,O,X,X,X,X,O,O
IOLSZJT,O,X,X,X,X,O,X
IOLZTJS,O,O,X,O,X,X,X
IOLZTSJ,O,O,X,O,X,X,X
IOLZJTS,X,O,X,O,X,X,X
IOLZJST,X,X,X,O,X,X,X
IOLZSTJ,O,X,X,O,X,X,X
IOLZSJT,O,X,X,O,X,X,X
IOJTLSZ,X,O,X,X,O,O,X
IOJTLZS,X,O,X,X,O,O,X
IOJTSLZ,X,O,X,X,O,O,O
IOJTSZL,X,O,X,X,O,O,O
IOJTZLS,X,O,X,X,O,O,X
IOJTZSL,X,O,X,X,O,O,O
IOJLTSZ,X,O,X,O,O,O,X
IOJLTZS,X,O,X,O,O,O,X
IOJLSTZ,X,X,X,X,O,O,X
IOJLSZT,X,X,X,X,O,O,X
IOJLZTS,X,O,X,O,X,O,X
IOJLZST,X,X,X,O,X,X,X
IOJSTLZ,X,O,X,X,O,O,O
IOJSTZL,X,O,X,X,O,O,O
IOJSLTZ,X,X,X,X,O,O,O
IOJSLZT,X,X,X,X,O,O,X
IOJSZTL,X,O,X,X,O,O,X
IOJSZLT,X,X,X,X,O,O,X
IOJZTLS,X,O,X,X,O,O,X
IOJZTSL,X,O,X,X,O,O,X
IOJZLTS,X,O,X,O,X,O,X
IOJZLST,X,X,X,O,X,X,X
IOJZSTL,X,O,X,X,O,X,X
IOJZSLT,X,X,X,X,O,X,X
IOSTLJZ,O,O,X,X,X,O,O
IOSTLZJ,O,O,X,X,X,O,O
IOSTJLZ,O,O,X,X,O,O,O
IOSTJZL,O,O,X,X,O,O,O
IOSTZLJ,O,O,X,X,X,O,O
IOSTZJL,O,O,X,X,O,O,O
IOSLTJZ,O,X,X,X,X,O,O
IOSLTZJ,O,X,X,X,X,O,O
IOSLJTZ,O,X,X,X,X,O,O
IOSLJZT,O,X,X,X,X,O,X
IOSLZTJ,O,X,X,X,X,O,O
IOSLZJT,O,X,X,X,X,O,X
IOSJTLZ,O,O,X,X,O,O,O
IOSJTZL,O,O,X,X,O,O,O
IOSJLTZ,O,X,X,X,O,O,O
IOSJLZT,O,X,X,X,O,O,X
IOSJZTL,X,O,X,X,O,O,X
IOSJZLT,X,X,X,X,O,O,X
IOSZTLJ,X,O,X,X,X,O,O
IOSZTJL,X,O,X,X,X,O,O
IOSZLTJ,X,X,X,X,X,O,O
IOSZLJT,X,X,X,X,X,O,X
IOSZJTL,X,O,X,X,X,O,X
IOSZJLT,X,X,X,X,X,O,X
IOZTLJS,X,O,X,X,O,X,X
IOZTLSJ,X,O,X,X,X,X,O
IOZTJLS,X,O,X,X,O,X,X
IOZTJSL,X,O,X,X,O,X,O
IOZTSLJ,X,O,X,X,X,X,O
IOZTSJL,X,O,X,X,O,X,O
IOZLTJS,X,O,X,O,X,X,X
IOZLTSJ,X,O,X,O,X,X,X
IOZLJTS,X,O,X,O,X,X,X
IOZLJST,X,X,X,O,X,X,X
IOZLSTJ,X,X,X,O,X,X,X
IOZLSJT,X,X,X,O,X,X,X
IOZJTLS,X,O,X,X,O,X,X
IOZJTSL,X,O,X,X,O,X,X
IOZJLTS,X,O,X,O,X,X,X
IOZJLST,X,X,X,O,X,X,X
IOZJSTL,X,O,X,X,O,X,X
IOZJSLT,X,X,X,X,O,X,X
IOZSTLJ,X,O,X,X,X,X,O
IOZSTJL,X,O,X,X,X,X,O
IOZSLTJ,X,X,X,X,X,X,O
IOZSLJT,X,X,X,X,X,X,X
IOZSJTL,X,O,X,X,X,X,X
IOZSJLT,X,X,X,X,X,X,X
LTIJSZO,O,O,O,O,X,X,X
LTIJSOZ,O,O,X,O,X,X,X
LTIJZSO,O,O,O,O,X,X,X
LTIJZOS,O,O,O,O,X,X,X
LTIJOSZ,O,O,X,O,X,X,X
LTIJOZS,O,O,X,O,X,X,X
LTISJZO,O,O,O,O,X,O,O
LTISJOZ,O,O,X,O,X,O,O
LTISZJO,O,O,O,O,X,O,O
LTISZOJ,O,O,O,O,X,O,O
LTISOJZ,O,O,X,O,X,O,O
LTISOZJ,O,O,X,O,X,O,O
LTIZJSO,O,O,O,O,X,X,X
LTIZJOS,O,O,O,O,X,X,X
LTIZSJO,O,O,O,O,X,O,O
LTIZSOJ,O,O,O,O,X,O,O
LTIZOJS,O,O,O,O,X,O,X
LTIZOSJ,O,O,O,O,X,O,O
LTIOJSZ,O,O,X,O,X,O,X
LTIOJZS,O,O,X,O,X,O,X
LTIOSJZ,O,O,X,O,X,O,O
LTIOSZJ,O,O,X,O,X,O,O
LTIOZJS,O,O,X,O,X,O,X
LTIOZSJ,O,O,X,O,X,O,O
LTJISZO,O,O,O,O,O,X,X
LTJISOZ,O,O,X,O,O,X,X
LTJIZSO,O,O,O,O,O,X,X
LTJIZOS,O,O,O,O,X,X,X
LTJIOSZ,O,O,X,O,X,X,X
LTJIOZS,O,O,X,O,X,X,X
LTJSIZO,O,O,O,O,O,O,X
LTJSIOZ,O,O,X,O,O,O,X
LTJSZIO,O,O,O,O,O,O,X
LTJSZOI,O,O,O,O,O,O,X
LTJSOIZ,O,O,X,O,O,O,X
LTJSOZI,O,O,O,O,O,O,X
LTJZISO,O,O,O,O,O,X,X
LTJZIOS,O,O,O,O,X,X,X
LTJZSIO,O,O,O,O,O,O,X
LTJZSOI,O,O,O,O,O,O,X
LTJZOIS,O,O,O,O,O,O,X
LTJZOSI,O,O,O,O,O,O,X
LTJOISZ,O,O,X,O,O,O,X
LTJOIZS,O,O,X,O,O,O,X
LTJOSIZ,O,O,X,O,O,O,X
LTJOSZI,O,O,O,O,O,O,X
LTJOZIS,O,O,O,O,O,O,X
LTJOZSI,O,O,O,O,O,O,X
LTSIJZO,O,O,O,O,O,O,O
LTSIJOZ,O,O,X,O,O,O,O
LTSIZJO,O,O,O,O,O,O,O
LTSIZOJ,O,O,O,O,O,O,O
LTSIOJZ,O,O,X,O,X,O,O
LTSIOZJ,O,O,X,O,X,O,O
LTSJIZO,O,O,O,O,O,O,O
LTSJIOZ,O,O,X,O,O,O,O
LTSJZIO,O,O,O,O,O,O,O
LTSJZOI,O,O,O,O,O,O,O
LTSJOIZ,O,O,X,O,O,O,O
LTSJOZI,O,O,O,O,O,O,O
LTSZIJO,O,O,O,O,O,O,O
LTSZIOJ,O,O,O,O,O,O,O
LTSZJIO,O,O,O,O,O,O,O
LTSZJOI,O,O,O,O,O,O,O
LTSZOIJ,O,O,O,O,O,O,O
LTSZOJI,O,O,O,O,O,O,O
LTSOIJZ,O,O,X,O,X,O,O
LTSOIZJ,O,O,X,O,X,O,O
LTSOJIZ,O,O,X,O,O,O,O
LTSOJZI,O,O,O,O,O,O,O
LTSOZIJ,O,O,O,O,O,O,O
LTSOZJI,O,O,O,O,O,O,O
LTZIJSO,O,O,O,O,O,X,X
LTZIJOS,O,O,O,O,X,X,X
LTZISJO,O,O,O,O,O,O,O
LTZISOJ,O,O,O,O,O,O,O
LTZIOJS,O,O,O,O,O,O,X
LTZIOSJ,O,O,O,O,X,O,O
LTZJISO,O,O,O,O,O,X,X
LTZJIOS,O,O,O,O,X,X,X
LTZJSIO,O,O,O,O,O,O,X
LTZJSOI,O,O,O,O,O,O,X
LTZJOIS,O,O,O,O,O,O,X
LTZJOSI,O,O,O,O,O,O,X
LTZSIJO,O,O,O,O,O,O,O
LTZSIOJ,O,O,O,O,O,O,O
LTZSJIO,O,O,O,O,O,O,O
LTZSJOI,O,O,O,O,O,O,O
LTZSOIJ,O,O,O,O,O,O,O
LTZSOJI,O,O,O,O,O,O,O
LTZOIJS,O,O,O,O,O,O,X
LTZOISJ,O,O,O,O,X,O,O
LTZOJIS,O,O,O,O,O,O,X
LTZOJSI,O,O,O,O,O,O,X
LTZOSIJ,O,O,O,O,X,O,O
LTZOSJI,O,O,O,O,O,O,O
LTOIJSZ,O,O,X,O,O,O,X
LTOIJZS,O,O,X,O,O,O,X
LTOISJZ,O,O,X,O,X,O,O
LTOISZJ,O,O,X,O,X,O,O
LTOIZJS,O,O,X,O,O,O,X
LTOIZSJ,O,O,X,O,X,O,O
LTOJISZ,O,O,X,O,O,O,X
LTOJIZS,O,O,X,O,O,O,X
LTOJSIZ,O,O,X,O,O,O,X
LTOJSZI,O,O,O,O,O,O,X
LTOJZIS,O,O,O,O,O,O,X
LTOJZSI,O,O,O,O,O,O,X
LTOSIJZ,O,O,X,O,X,O,O
LTOSIZJ,O,O,X,O,X,O,O
LTOSJIZ,O,O,X,O,O,O,O
LTOSJZI,O,O,O,O,O,O,O
LTOSZIJ,O,O,O,O,X,O,O
LTOSZJI,O,O,O,O,O,O,O
LTOZIJS,O,O,O,O,O,O,X
LTOZISJ,O,O,O,O,X,O,O
LTOZJIS,O,O,O,O,O,O,X
LTOZJSI,O,O,O,O,O,O,X
LTOZSIJ,O,O,O,O,X,O,O
LTOZSJI,O,O,O,O,O,O,O
LITJSZO,O,O,O,O,X,X,X
LITJSOZ,O,O,X,O,X,X,X
LITJZSO,O,O,O,O,X,X,X
LITJZOS,O,O,O,O,X,X,X
LITJOSZ,O,O,X,O,X,X,X
LITJOZS,O,O,X,O,X,X,X
LITSJZO,O,O,O,O,X,O,O
LITSJOZ,O,O,X,O,X,O,O
LITSZJO,O,O,O,O,X,O,O
LITSZOJ,O,O,O,O,X,O,O
LITSOJZ,O,O,X,O,X,O,O
LITSOZJ,O,O,X,O,X,O,O
LITZJSO,O,O,O,O,X,X,X
LITZJOS,O,O,O,O,X,X,X
LITZSJO,O,O,O,O,X,O,O
LITZSOJ,O,O,O,O,X,O,O
LITZOJS,O,O,O,O,X,O,X
LITZOSJ,O,O,O,O,X,O,O
LITOJSZ,O,O,X,O,X,O,X
LITOJZS,O,O,X,O,X,O,X
LITOSJZ,O,O,X,O,X,O,O
LITOSZJ,O,O,X,O,X,O,O
LITOZJS,O,O,X,O,X,O,X
LITOZSJ,O,O,X,O,X,O,O
LIJTSZO,O,O,O,O,X,X,X
LIJTSOZ,O,O,X,O,X,X,X
LIJTZSO,O,O,O,O,X,X,X
LIJTZOS,O,O,O,O,X,X,X
LIJTOSZ,O,O,X,O,X,X,X
LIJTOZS,O,O,X,O,X,X,X
LIJSTZO,O,X,O,X,X,X,X
LIJSTOZ,O,X,X,X,X,X,X
LIJSZTO,O,X,O,X,X,X,X
LIJSZOT,O,X,X,X,X,X,X
LIJSOTZ,O,X,X,X,X,X,X
LIJSOZT,O,X,X,X,X,X,X
LIJZTSO,X,O,O,O,X,X,X
LIJZTOS,X,O,O,O,X,X,X
LIJZSTO,X,X,O,O,X,X,X
LIJZSOT,X,X,X,X,X,X,X
LIJZOTS,X,O,O,O,X,X,X
LIJZOST,X,X,X,O,X,X,X
LIJOTSZ,O,O,X,O,X,X,X
LIJOTZS,O,O,X,O,X,X,X
LIJOSTZ,O,X,X,X,X,X,X
LIJOSZT,O,X,X,X,X,X,X
LIJOZTS,X,O,X,O,X,X,X
LIJOZST,X,X,X,O,X,X,X
LISTJZO,O,X,O,X,X,O,O
LISTJOZ,O,X,X,X,X,O,O
LISTZJO,O,X,O,X,X,O,O
LISTZOJ,O,X,O,X,X,O,O
LISTOJZ,O,X,X,X,X,O,O
LISTOZJ,O,X,X,X,X,O,O
LISJTZO,O,X,O,X,X,O,O
LISJTOZ,O,X,X,X,X,O,O
LISJZTO,O,X,O,X,X,O,X
LISJZOT,O,X,X,X,X,X,X
LISJOTZ,O,X,X,X,X,O,O
LISJOZT,O,X,X,X,X,X,X
LISZTJO,O,X,O,X,X,O,O
LISZTOJ,O,X,O,X,X,O,O
LISZJTO,O,X,O,X,X,O,X
LISZJOT,O,X,X,X,X,X,X
LISZOTJ,O,X,X,X,X,X,O
LISZOJT,O,X,X,X,X,X,X
LISOTJZ,O,X,X,X,X,O,O
LISOTZJ,O,X,X,X,X,O,O
LISOJTZ,O,X,X,X,X,O,O
LISOJZT,O,X,X,X,X,O,X
LISOZTJ,O,X,X,X,X,O,O
LISOZJT,O,X,X,X,X,O,X
LIZTJSO,O,O,O,O,X,X,X
LIZTJOS,O,O,O,O,X,X,X
LIZTSJO,O,O,O,O,X,X,X
LIZTSOJ,O,O,O,O,X,X,X
LIZTOJS,O,O,O,O,X,X,X
LIZTOSJ,O,O,O,O,X,X,X
LIZJTSO,X,O,O,O,X,X,X
LIZJTOS,X,O,O,O,X,X,X
LIZJSTO,X,X,O,O,X,X,X
LIZJSOT,X,X,X,X,X,X,X
LIZJOTS,X,O,O,O,X,X,X
LIZJOST,X,X,X,O,X,X,X
LIZSTJO,O,X,O,O,X,X,X
LIZSTOJ,O,X,O,O,X,X,X
LIZSJTO,O,X,O,O,X,X,X
LIZSJOT,O,X,X,X,X,X,X
LIZSOTJ,O,X,X,X,X,X,X
LIZSOJT,O,X,X,X,X,X,X
LIZOTJS,O,O,O,O,X,X,X
LIZOTSJ,O,O,O,O,X,X,X
LIZOJTS,X,O,O,O,X,X,X
LIZOJST,X,X,X,O,X,X,X
LIZOSTJ,O,X,X,O,X,X,X
LIZOSJT,O,X,X,O,X,X,X
LIOTJSZ,O,O,X,O,X,O,X
LIOTJZS,O,O,X,O,X,O,X
LIOTSJZ,O,O,X,O,X,O,O
LIOTSZJ,O,O,X,O,X,O,O
LIOTZJS,O,O,X,O,X,O,X
LIOTZSJ,O,O,X,O,X,O,O
LIOJTSZ,O,O,X,O,X,O,X
LIOJTZS,O,O,X,O,X,O,X
LIOJSTZ,O,X,X,X,X,O,X
LIOJSZT,O,X,X,X,X,O,X
LIOJZTS,X,O,X,O,X,O,X
LIOJZST,X,X,X,O,X,X,X
LIOSTJZ,O,X,X,X,X,O,O
LIOSTZJ,O,X,X,X,X,O,O
LIOSJTZ,O,X,X,X,X,O,O
LIOSJZT,O,X,X,X,X,O,X
LIOSZTJ,O,X,X,X,X,O,O
LIOSZJT,O,X,X,X,X,O,X
LIOZTJS,O,O,X,O,X,X,X
LIOZTSJ,O,O,X,O,X,X,X
LIOZJTS,X,O,X,O,X,X,X
LIOZJST,X,X,X,O,X,X,X
LIOZSTJ,O,X,X,O,X,X,X
LIOZSJT,O,X,X,O,X,X,X
LJTISZO,O,O,O,O,O,X,X
LJTISOZ,O,O,X,O,O,X,X
LJTIZSO,O,O,O,O,O,X,X
LJTIZOS,O,O,O,O,X,X,X
LJTIOSZ,O,O,X,O,X,X,X
LJTIOZS,O,O,X,O,X,X,X
LJTSIZO,O,O,O,O,O,O,X
LJTSIOZ,O,O,X,O,O,O,X
LJTSZIO,O,O,O,O,O,O,X
LJTSZOI,O,O,O,O,O,O,X
LJTSOIZ,O,O,X,O,O,O,X
LJTSOZI,O,O,O,O,O,O,X
LJTZISO,O,O,O,O,O,X,X
LJTZIOS,O,O,O,O,X,X,X
LJTZSIO,O,O,O,O,O,O,X
LJTZSOI,O,O,O,O,O,O,X
LJTZOIS,O,O,O,O,O,O,X
LJTZOSI,O,O,O,O,O,O,X
LJTOISZ,O,O,X,O,O,O,X
LJTOIZS,O,O,X,O,O,O,X
LJTOSIZ,O,O,X,O,O,O,X
LJTOSZI,O,O,O,O,O,O,X
LJTOZIS,O,O,O,O,O,O,X
LJTOZSI,O,O,O,O,O,O,X
LJITSZO,O,O,O,O,O,X,X
LJITSOZ,O,O,X,O,O,X,X
LJITZSO,O,O,O,O,O,X,X
LJITZOS,O,O,O,O,X,X,X
LJITOSZ,O,O,X,O,X,X,X
LJITOZS,O,O,X,O,X,X,X
LJISTZO,O,X,O,X,O,X,X
LJISTOZ,O,X,X,X,O,X,X
LJISZTO,O,X,O,X,O,X,X
LJISZOT,O,X,X,X,X,X,X
LJISOTZ,O,X,X,X,O,X,X
LJISOZT,O,X,X,X,X,X,X
LJIZTSO,X,O,O,O,X,X,X
LJIZTOS,X,O,O,O,X,X,X
LJIZSTO,X,X,O,O,X,X,X
LJIZSOT,X,X,X,X,X,X,X
LJIZOTS,X,O,O,O,X,X,X
LJIZOST,X,X,X,O,X,X,X
LJIOTSZ,O,O,X,O,X,X,X
LJIOTZS,O,O,X,O,X,X,X
LJIOSTZ,O,X,X,X,X,X,X
LJIOSZT,O,X,X,X,X,X,X
LJIOZTS,X,O,X,O,X,X,X
LJIOZST,X,X,X,O,X,X,X
LJSTIZO,O,O,O,O,O,O,X
LJSTIOZ,O,O,X,O,O,O,X
LJSTZIO,O,O,O,O,O,O,X
LJSTZOI,O,O,O,O,O,O,X
LJSTOIZ,O,O,X,O,O,O,X
LJSTOZI,O,O,O,O,O,O,X
LJSITZO,O,X,O,X,O,O,X
LJSITOZ,O,X,X,X,O,O,X
LJSIZTO,O,X,O,X,O,O,X
LJSIZOT,O,X,X,X,X,X,X
LJSIOTZ,O,X,X,X,O,O,X
LJSIOZT,O,X,X,X,O,X,X
LJSZTIO,O,O,O,O,O,O,X
LJSZTOI,O,O,O,O,O,O,X
LJSZITO,O,X,O,O,O,O,X
LJSZIOT,O,X,X,X,X,X,X
LJSZOTI,O,O,O,O,O,X,X
LJSZOIT,O,X,X,O,O,X,X
LJSOTIZ,O,O,X,O,O,O,X
LJSOTZI,O,O,O,O,O,O,X
LJSOITZ,O,X,X,X,O,O,X
LJSOIZT,O,X,X,X,O,O,X
LJSOZTI,O,O,O,O,O,O,X
LJSOZIT,O,X,X,O,O,O,X
LJZTISO,X,O,O,O,X,X,X
LJZTIOS,X,O,O,O,X,X,X
LJZTSIO,X,O,O,O,X,X,X
LJZTSOI,X,O,O,O,X,X,X
LJZTOIS,X,O,O,O,X,X,X
LJZTOSI,X,O,O,O,X,X,X
LJZITSO,X,O,O,O,X,X,X
LJZITOS,X,O,O,O,X,X,X
LJZISTO,X,X,O,O,X,X,X
LJZISOT,X,X,X,X,X,X,X
LJZIOTS,X,O,O,O,X,X,X
LJZIOST,X,X,X,O,X,X,X
LJZSTIO,X,O,O,O,X,X,X
LJZSTOI,X,O,O,O,X,X,X
LJZSITO,X,X,O,O,X,X,X
LJZSIOT,X,X,X,X,X,X,X
LJZSOTI,X,O,O,O,X,X,X
LJZSOIT,X,X,X,O,X,X,X
LJZOTIS,X,O,O,O,X,X,X
LJZOTSI,X,O,O,O,X,X,X
LJZOITS,X,O,O,O,X,X,X
LJZOIST,X,X,X,O,X,X,X
LJZOSTI,X,O,O,O,X,X,X
LJZOSIT,X,X,X,O,X,X,X
LJOTISZ,O,O,X,O,O,O,X
LJOTIZS,O,O,X,O,O,O,X
LJOTSIZ,O,O,X,O,O,O,X
LJOTSZI,O,O,O,O,O,O,X
LJOTZIS,O,O,O,O,O,O,X
LJOTZSI,O,O,O,O,O,O,X
LJOITSZ,O,O,X,O,O,O,X
LJOITZS,O,O,X,O,O,O,X
LJOISTZ,O,X,X,X,O,O,X
LJOISZT,O,X,X,X,O,O,X
LJOIZTS,X,O,X,O,X,O,X
LJOIZST,X,X,X,O,X,X,X
LJOSTIZ,O,O,X,O,O,O,X
LJOSTZI,O,O,O,O,O,O,X
LJOSITZ,O,X,X,X,O,O,X
LJOSIZT,O,X,X,X,O,O,X
LJOSZTI,O,O,O,O,O,O,X
LJOSZIT,O,X,X,O,O,O,X
LJOZTIS,X,O,O,O,X,O,X
LJOZTSI,X,O,O,O,X,O,X
LJOZITS,X,O,O,O,X,O,X
LJOZIST,X,X,X,O,X,X,X
LJOZSTI,X,O,O,O,X,O,X
LJOZSIT,X,X,X,O,X,O,X
LSTIJZO,O,O,O,O,O,O,O
LSTIJOZ,O,O,X,O,O,O,O
LSTIZJO,O,O,O,O,O,O,O
LSTIZOJ,O,O,O,O,O,O,O
LSTIOJZ,O,O,X,O,X,O,O
LSTIOZJ,O,O,X,O,X,O,O
LSTJIZO,O,O,O,O,O,O,O
LSTJIOZ,O,O,X,O,O,O,O
LSTJZIO,O,O,O,O,O,O,O
LSTJZOI,O,O,O,O,O,O,O
LSTJOIZ,O,O,X,O,O,O,O
LSTJOZI,O,O,O,O,O,O,O
LSTZIJO,O,O,O,O,O,O,O
LSTZIOJ,O,O,O,O,O,O,O
LSTZJIO,O,O,O,O,O,O,O
LSTZJOI,O,O,O,O,O,O,O
LSTZOIJ,O,O,O,O,O,O,O
LSTZOJI,O,O,O,O,O,O,O
LSTOIJZ,O,O,X,O,X,O,O
LSTOIZJ,O,O,X,O,X,O,O
LSTOJIZ,O,O,X,O,O,O,O
LSTOJZI,O,O,O,O,O,O,O
LSTOZIJ,O,O,O,O,O,O,O
LSTOZJI,O,O,O,O,O,O,O
LSITJZO,O,X,O,X,O,O,O
LSITJOZ,O,X,X,X,O,O,O
LSITZJO,O,X,O,X,O,O,O
LSITZOJ,O,X,O,X,O,O,O
LSITOJZ,O,X,X,X,X,O,O
LSITOZJ,O,X,X,X,X,O,O
LSIJTZO,O,X,O,X,O,O,O
LSIJTOZ,O,X,X,X,O,O,O
LSIJZTO,O,X,O,X,O,O,X
LSIJZOT,O,X,X,X,X,X,X
LSIJOTZ,O,X,X,X,O,O,O
LSIJOZT,O,X,X,X,O,X,X
LSIZTJO,O,X,O,X,X,O,O
LSIZTOJ,O,X,O,X,X,O,O
LSIZJTO,O,X,O,X,X,O,X
LSIZJOT,O,X,X,X,X,X,X
LSIZOTJ,O,X,X,X,X,X,O
