sequence,v115@ShC8EeF8BeC8JeNEJvhFUgBGhBZnBqnBTjB/rB,v115@ShC8EeF8BeC8JeOEJvhFXgBdmB5mBcoBTnBisB,v115@ShC8EeF8BeC8JeOEJvhFXgBdmBRiBcoBSsBzrB,v115@ShC8EeF8BeC8JeOEJvhFXgBdmBRiBcoBqrBTsB,v115@ShC8EeF8BeC8JeNEJvhFUgBRhBCjBTmBesBXtB,v115@ShC8EeF8BeC8JeNEJvhFUgBamBWnBxiBXoBzrB,v115@ShC8EeF8BeC8JeNEJvhFUgBZnBCjBTmBXoBGrB
SIOTJLZ,O,O,X,X,O,O,O
SIOTJZL,O,O,X,X,O,O,O
SIOTZLJ,O,O,X,X,X,O,O
SIOTZJL,O,O,X,X,O,O,O
SIOLTJZ,O,X,X,X,X,O,O
SIOLTZJ,O,X,X,X,X,O,O
SIOLJTZ,O,X,X,X,X,O,O
SIOLJZT,O,X,X,X,X,O,X
SIOLZTJ,O,X,X,X,X,O,O
SIOLZJT,O,X,X,X,X,O,X
SIOJTLZ,O,O,X,X,O,O,O
SIOJTZL,O,O,X,X,O,O,O
SIOJLTZ,O,X,X,X,O,O,O
SIOJLZT,O,X,X,X,O,O,X
SIOJZTL,X,O,X,X,O,O,X
SIOJZLT,X,X,X,X,O,O,X
SIOZTLJ,X,O,X,X,X,O,O
SIOZTJL,X,O,X,X,X,O,O
SIOZLTJ,X,X,X,X,X,O,O
SIOZLJT,X,X,X,X,X,O,X
SIOZJTL,X,O,X,X,X,O,X
SIOZJLT,X,X,X,X,X,O,X
SLTIJZO,O,O,O,O,O,O,O
SLTIJOZ,O,O,X,O,O,O,O
SLTIZJO,O,O,O,O,O,O,O
SLTIZOJ,O,O,O,O,O,O,O
SLTIOJZ,O,O,X,O,X,O,O
SLTIOZJ,O,O,X,O,X,O,O
SLTJIZO,O,O,O,O,O,O,O
SLTJIOZ,O,O,X,O,O,O,O
SLTJZIO,O,O,O,O,O,O,O
SLTJZOI,O,O,O,O,O,O,O
SLTJOIZ,O,O,X,O,O,O,O
SLTJOZI,O,O,O,O,O,O,O
SLTZIJO,O,O,O,O,O,O,O
SLTZIOJ,O,O,O,O,O,O,O
SLTZJIO,O,O,O,O,O,O,O
SLTZJOI,O,O,O,O,O,O,O
SLTZOIJ,O,O,O,O,O,O,O
SLTZOJI,O,O,O,O,O,O,O
SLTOIJZ,O,O,X,O,X,O,O
SLTOIZJ,O,O,X,O,X,O,O
SLTOJIZ,O,O,X,O,O,O,O
SLTOJZI,O,O,O,O,O,O,O
SLTOZIJ,O,O,O,O,O,O,O
SLTOZJI,O,O,O,O,O,O,O
SLITJZO,O,X,O,X,O,O,O
SLITJOZ,O,X,X,X,O,O,O
SLITZJO,O,X,O,X,O,O,O
SLITZOJ,O,X,O,X,O,O,O
SLITOJZ,O,X,X,X,X,O,O
SLITOZJ,O,X,X,X,X,O,O
SLIJTZO,O,X,O,X,O,O,O
SLIJTOZ,O,X,X,X,O,O,O
SLIJZTO,O,X,O,X,O,O,X
SLIJZOT,O,X,X,X,X,X,X
SLIJOTZ,O,X,X,X,O,O,O
SLIJOZT,O,X,X,X,O,X,X
SLIZTJO,O,X,O,X,X,O,O
SLIZTOJ,O,X,O,X,X,O,O
SLIZJTO,O,X,O,X,X,O,X
SLIZJOT,O,X,X,X,X,X,X
SLIZOTJ,O,X,X,X,X,X,O
SLIZOJT,O,X,X,X,X,X,X
SLIOTJZ,O,X,X,X,X,O,O
SLIOTZJ,O,X,X,X,X,O,O
SLIOJTZ,O,X,X,X,X,O,O
SLIOJZT,O,X,X,X,X,O,X
SLIOZTJ,O,X,X,X,X,O,O
SLIOZJT,O,X,X,X,X,O,X
SLJTIZO,O,O,O,O,O,O,O
SLJTIOZ,O,O,X,O,O,O,O
SLJTZIO,O,O,O,O,O,O,O
SLJTZOI,O,O,O,O,O,O,O
SLJTOIZ,O,O,X,O,O,O,O
SLJTOZI,O,O,O,O,O,O,O
SLJITZO,O,X,O,X,O,O,O
SLJITOZ,O,X,X,X,O,O,O
SLJIZTO,O,X,O,X,O,O,X
SLJIZOT,O,X,X,X,X,X,X
SLJIOTZ,O,X,X,X,O,O,O
SLJIOZT,O,X,X,X,O,X,X
SLJZTIO,O,O,O,O,O,O,X
SLJZTOI,O,O,O,O,O,O,X
SLJZITO,O,X,O,O,O,O,X
SLJZIOT,O,X,X,X,X,X,X
SLJZOTI,O,O,O,O,O,X,X
SLJZOIT,O,X,X,O,O,X,X
SLJOTIZ,O,O,X,O,O,O,O
SLJOTZI,O,O,O,O,O,O,O
SLJOITZ,O,X,X,X,O,O,O
SLJOIZT,O,X,X,X,O,O,X
SLJOZTI,O,O,O,O,O,O,X
SLJOZIT,O,X,X,O,O,O,X
SLZTIJO,O,O,O,O,O,O,O
SLZTIOJ,O,O,O,O,O,O,O
SLZTJIO,O,O,O,O,O,O,O
SLZTJOI,O,O,O,O,O,O,O
SLZTOIJ,O,O,O,O,O,O,O
SLZTOJI,O,O,O,O,O,O,O
SLZITJO,O,X,O,O,X,O,O
SLZITOJ,O,X,O,O,X,O,O
SLZIJTO,O,X,O,O,X,O,X
SLZIJOT,O,X,X,X,X,X,X
SLZIOTJ,O,X,X,X,X,X,O
SLZIOJT,O,X,X,X,X,X,X
SLZJTIO,O,O,O,O,O,O,X
SLZJTOI,O,O,O,O,O,O,X
SLZJITO,O,X,O,O,O,O,X
SLZJIOT,O,X,X,X,X,X,X
SLZJOTI,O,O,O,O,O,X,X
SLZJOIT,O,X,X,O,O,X,X
SLZOTIJ,O,O,O,O,X,O,O
SLZOTJI,O,O,O,O,X,O,O
SLZOITJ,O,X,X,O,X,O,O
SLZOIJT,O,X,X,O,X,O,X
SLZOJTI,O,O,O,O,X,O,X
SLZOJIT,O,X,X,O,X,O,X
SLOTIJZ,O,O,X,O,X,O,O
SLOTIZJ,O,O,X,O,X,O,O
SLOTJIZ,O,O,X,O,O,O,O
SLOTJZI,O,O,O,O,O,O,O
SLOTZIJ,O,O,O,O,O,O,O
SLOTZJI,O,O,O,O,O,O,O
SLOITJZ,O,X,X,X,X,O,O
SLOITZJ,O,X,X,X,X,O,O
SLOIJTZ,O,X,X,X,X,O,O
SLOIJZT,O,X,X,X,X,O,X
SLOIZTJ,O,X,X,X,X,O,O
SLOIZJT,O,X,X,X,X,O,X
SLOJTIZ,O,O,X,O,O,O,O
SLOJTZI,O,O,O,O,O,O,O
SLOJITZ,O,X,X,X,O,O,O
SLOJIZT,O,X,X,X,O,O,X
SLOJZTI,O,O,O,O,O,O,X
SLOJZIT,O,X,X,O,O,O,X
SLOZTIJ,O,O,O,O,X,O,O
SLOZTJI,O,O,O,O,X,O,O
SLOZITJ,O,X,X,O,X,O,O
SLOZIJT,O,X,X,O,X,O,X
SLOZJTI,O,O,O,O,X,O,X
SLOZJIT,O,X,X,O,X,O,X
SJTILZO,O,O,O,O,O,O,O
SJTILOZ,O,O,X,O,O,O,O
SJTIZLO,O,O,O,O,O,O,O
SJTIZOL,O,O,O,O,O,O,O
SJTIOLZ,O,O,X,X,O,O,O
SJTIOZL,O,O,X,X,O,O,O
SJTLIZO,O,O,O,O,O,O,O
SJTLIOZ,O,O,X,O,O,O,O
SJTLZIO,O,O,O,O,O,O,O
SJTLZOI,O,O,O,O,O,O,O
SJTLOIZ,O,O,X,O,O,O,O
SJTLOZI,O,O,O,O,O,O,O
SJTZILO,O,O,O,O,O,O,O
SJTZIOL,O,O,O,O,O,O,O
SJTZLIO,O,O,O,O,O,O,O
SJTZLOI,O,O,O,O,O,O,O
SJTZOIL,O,O,O,O,O,O,O
SJTZOLI,O,O,O,O,O,O,O
SJTOILZ,O,O,X,X,O,O,O
SJTOIZL,O,O,X,X,O,O,O
SJTOLIZ,O,O,X,O,O,O,O
SJTOLZI,O,O,O,O,O,O,O
SJTOZIL,O,O,O,O,O,O,O
SJTOZLI,O,O,O,O,O,O,O
SJITLZO,O,O,O,O,O,O,O
SJITLOZ,O,O,X,O,O,O,O
SJITZLO,O,O,O,O,O,O,O
SJITZOL,O,O,O,O,O,O,O
SJITOLZ,O,O,X,X,O,O,O
SJITOZL,O,O,X,X,O,O,O
SJILTZO,O,X,O,X,O,O,O
SJILTOZ,O,X,X,X,O,O,O
SJILZTO,O,X,O,X,O,O,X
SJILZOT,O,X,X,X,X,X,X
SJILOTZ,O,X,X,X,O,O,O
SJILOZT,O,X,X,X,O,X,X
SJIZTLO,O,O,O,O,O,O,X
SJIZTOL,O,O,O,O,O,O,X
SJIZLTO,O,X,O,X,O,O,X
SJIZLOT,O,X,X,X,X,X,X
SJIZOTL,X,O,X,X,X,X,X
SJIZOLT,X,X,X,X,X,X,X
SJIOTLZ,O,O,X,X,O,O,O
SJIOTZL,O,O,X,X,O,O,O
SJIOLTZ,O,X,X,X,O,O,O
SJIOLZT,O,X,X,X,O,O,X
SJIOZTL,X,O,X,X,O,O,X
SJIOZLT,X,X,X,X,O,O,X
SJLTIZO,O,O,O,O,O,O,O
SJLTIOZ,O,O,X,O,O,O,O
SJLTZIO,O,O,O,O,O,O,O
SJLTZOI,O,O,O,O,O,O,O
SJLTOIZ,O,O,X,O,O,O,O
SJLTOZI,O,O,O,O,O,O,O
SJLITZO,O,X,O,X,O,O,O
SJLITOZ,O,X,X,X,O,O,O
SJLIZTO,O,X,O,X,O,O,X
SJLIZOT,O,X,X,X,X,X,X
SJLIOTZ,O,X,X,X,O,O,O
SJLIOZT,O,X,X,X,O,X,X
SJLZTIO,O,O,O,O,O,O,X
SJLZTOI,O,O,O,O,O,O,X
SJLZITO,O,X,O,O,O,O,X
SJLZIOT,O,X,X,X,X,X,X
SJLZOTI,O,O,O,O,O,X,X
SJLZOIT,O,X,X,O,O,X,X
SJLOTIZ,O,O,X,O,O,O,O
SJLOTZI,O,O,O,O,O,O,O
SJLOITZ,O,X,X,X,O,O,O
SJLOIZT,O,X,X,X,O,O,X
SJLOZTI,O,O,O,O,O,O,X
SJLOZIT,O,X,X,O,O,O,X
SJZTILO,O,O,O,O,O,O,X
SJZTIOL,O,O,O,O,O,O,X
SJZTLIO,O,O,O,O,O,O,X
SJZTLOI,O,O,O,O,O,O,X
SJZTOIL,O,O,O,O,O,O,X
SJZTOLI,O,O,O,O,O,O,X
SJZITLO,O,O,O,O,O,O,X
SJZITOL,O,O,O,O,O,O,X
SJZILTO,O,X,O,O,O,O,X
SJZILOT,O,X,X,X,X,X,X
SJZIOTL,X,O,X,X,X,X,X
SJZIOLT,X,X,X,X,X,X,X
SJZLTIO,O,O,O,O,O,O,X
SJZLTOI,O,O,O,O,O,O,X
SJZLITO,O,X,O,O,O,O,X
SJZLIOT,O,X,X,X,X,X,X
SJZLOTI,O,O,O,O,O,X,X
SJZLOIT,O,X,X,O,O,X,X
SJZOTIL,O,O,O,O,O,X,X
SJZOTLI,O,O,O,O,O,X,X
SJZOITL,X,O,X,X,O,X,X
SJZOILT,X,X,X,X,O,X,X
SJZOLTI,O,O,O,O,O,X,X
SJZOLIT,O,X,X,O,O,X,X
SJOTILZ,O,O,X,X,O,O,O
SJOTIZL,O,O,X,X,O,O,O
SJOTLIZ,O,O,X,O,O,O,O
SJOTLZI,O,O,O,O,O,O,O
SJOTZIL,O,O,O,O,O,O,O
SJOTZLI,O,O,O,O,O,O,O
SJOITLZ,O,O,X,X,O,O,O
SJOITZL,O,O,X,X,O,O,O
SJOILTZ,O,X,X,X,O,O,O
SJOILZT,O,X,X,X,O,O,X
SJOIZTL,X,O,X,X,O,O,X
SJOIZLT,X,X,X,X,O,O,X
SJOLTIZ,O,O,X,O,O,O,O
SJOLTZI,O,O,O,O,O,O,O
SJOLITZ,O,X,X,X,O,O,O
SJOLIZT,O,X,X,X,O,O,X
SJOLZTI,O,O,O,O,O,O,X
SJOLZIT,O,X,X,O,O,O,X
SJOZTIL,O,O,O,O,O,O,X
SJOZTLI,O,O,O,O,O,O,X
SJOZITL,X,O,X,X,O,O,X
SJOZILT,X,X,X,X,O,O,X
SJOZLTI,O,O,O,O,O,O,X
SJOZLIT,O,X,X,O,O,O,X
SZTILJO,O,O,O,O,O,O,O
SZTILOJ,O,O,O,O,O,O,O
SZTIJLO,O,O,O,O,O,O,O
SZTIJOL,O,O,O,O,O,O,O
SZTIOLJ,O,O,X,X,O,O,O
SZTIOJL,O,O,O,O,O,O,O
SZTLIJO,O,O,O,O,O,O,O
SZTLIOJ,O,O,O,O,O,O,O
SZTLJIO,O,O,O,O,O,O,O
SZTLJOI,O,O,O,O,O,O,O
SZTLOIJ,O,O,O,O,O,O,O
SZTLOJI,O,O,O,O,O,O,O
SZTJILO,O,O,O,O,O,O,O
SZTJIOL,O,O,O,O,O,O,O
SZTJLIO,O,O,O,O,O,O,O
SZTJLOI,O,O,O,O,O,O,O
SZTJOIL,O,O,O,O,O,O,O
SZTJOLI,O,O,O,O,O,O,O
SZTOILJ,O,O,X,X,O,O,O
SZTOIJL,O,O,O,O,O,O,O
SZTOLIJ,O,O,O,O,O,O,O
SZTOLJI,O,O,O,O,O,O,O
SZTOJIL,O,O,O,O,O,O,O
SZTOJLI,O,O,O,O,O,O,O
SZITLJO,O,O,O,O,X,O,O
SZITLOJ,O,O,O,O,X,O,O
SZITJLO,O,O,O,O,X,O,O
SZITJOL,O,O,O,O,X,O,O
SZITOLJ,O,O,X,X,X,O,O
SZITOJL,O,O,O,O,X,O,O
SZILTJO,O,X,O,O,X,O,O
SZILTOJ,O,X,O,O,X,O,O
SZILJTO,O,X,O,O,X,O,X
SZILJOT,O,X,X,X,X,X,X
SZILOTJ,O,X,X,X,X,X,O
SZILOJT,O,X,X,X,X,X,X
SZIJTLO,O,O,O,O,X,O,X
SZIJTOL,O,O,O,O,X,O,X
SZIJLTO,O,X,O,O,X,O,X
SZIJLOT,O,X,X,X,X,X,X
SZIJOTL,X,O,X,X,X,X,X
SZIJOLT,X,X,X,X,X,X,X
SZIOTLJ,X,O,X,X,X,O,O
SZIOTJL,X,O,X,X,X,O,O
SZIOLTJ,X,X,X,X,X,O,O
SZIOLJT,X,X,X,X,X,O,X
SZIOJTL,X,O,X,X,X,O,X
SZIOJLT,X,X,X,X,X,O,X
SZLTIJO,O,O,O,O,O,O,O
SZLTIOJ,O,O,O,O,O,O,O
SZLTJIO,O,O,O,O,O,O,O
SZLTJOI,O,O,O,O,O,O,O
SZLTOIJ,O,O,O,O,O,O,O
SZLTOJI,O,O,O,O,O,O,O
SZLITJO,O,X,O,O,X,O,O
SZLITOJ,O,X,O,O,X,O,O
SZLIJTO,O,X,O,O,X,O,X
SZLIJOT,O,X,X,X,X,X,X
SZLIOTJ,O,X,X,X,X,X,O
SZLIOJT,O,X,X,X,X,X,X
SZLJTIO,O,O,O,O,O,O,X
SZLJTOI,O,O,O,O,O,O,X
SZLJITO,O,X,O,O,O,O,X
SZLJIOT,O,X,X,X,X,X,X
SZLJOTI,O,O,O,O,O,X,X
SZLJOIT,O,X,X,O,O,X,X
SZLOTIJ,O,O,O,O,X,O,O
SZLOTJI,O,O,O,O,X,O,O
SZLOITJ,O,X,X,O,X,O,O
SZLOIJT,O,X,X,O,X,O,X
SZLOJTI,O,O,O,O,X,O,X
SZLOJIT,O,X,X,O,X,O,X
SZJTILO,O,O,O,O,O,O,X
SZJTIOL,O,O,O,O,O,O,X
SZJTLIO,O,O,O,O,O,O,X
SZJTLOI,O,O,O,O,O,O,X
SZJTOIL,O,O,O,O,O,O,X
SZJTOLI,O,O,O,O,O,O,X
SZJITLO,O,O,O,O,O,O,X
SZJITOL,O,O,O,O,O,O,X
SZJILTO,O,X,O,O,O,O,X
SZJILOT,O,X,X,X,X,X,X
SZJIOTL,X,O,X,X,X,X,X
SZJIOLT,X,X,X,X,X,X,X
SZJLTIO,O,O,O,O,O,O,X
SZJLTOI,O,O,O,O,O,O,X
SZJLITO,O,X,O,O,O,O,X
SZJLIOT,O,X,X,X,X,X,X
SZJLOTI,O,O,O,O,O,X,X
SZJLOIT,O,X,X,O,O,X,X
SZJOTIL,O,O,O,O,O,X,X
SZJOTLI,O,O,O,O,O,X,X
SZJOITL,X,O,X,X,O,X,X
SZJOILT,X,X,X,X,O,X,X
SZJOLTI,O,O,O,O,O,X,X
SZJOLIT,O,X,X,O,O,X,X
SZOTILJ,O,O,X,X,X,O,O
SZOTIJL,O,O,O,O,O,O,O
SZOTLIJ,O,O,O,O,X,O,O
SZOTLJI,O,O,O,O,O,O,O
SZOTJIL,O,O,O,O,O,O,O
SZOTJLI,O,O,O,O,O,O,O
SZOITLJ,X,O,X,X,X,O,O
SZOITJL,X,O,X,X,X,O,O
SZOILTJ,X,X,X,X,X,O,O
SZOILJT,X,X,X,X,X,O,X
SZOIJTL,X,O,X,X,X,O,X
SZOIJLT,X,X,X,X,X,O,X
SZOLTIJ,O,O,O,O,X,O,O
SZOLTJI,O,O,O,O,X,O,O
SZOLITJ,O,X,X,O,X,O,O
SZOLIJT,O,X,X,O,X,O,X
SZOLJTI,O,O,O,O,X,O,X
SZOLJIT,O,X,X,O,X,O,X
SZOJTIL,O,O,O,O,O,O,X
SZOJTLI,O,O,O,O,O,O,X
SZOJITL,X,O,X,X,O,O,X
SZOJILT,X,X,X,X,O,O,X
SZOJLTI,O,O,O,O,O,O,X
SZOJLIT,O,X,X,O,O,O,X
SOTILJZ,O,O,X,X,X,O,O
SOTILZJ,O,O,X,X,X,O,O
SOTIJLZ,O,O,X,X,O,O,O
SOTIJZL,O,O,X,X,O,O,O
SOTIZLJ,O,O,X,X,X,O,O
SOTIZJL,O,O,X,X,O,O,O
SOTLIJZ,O,O,X,O,X,O,O
SOTLIZJ,O,O,X,O,X,O,O
SOTLJIZ,O,O,X,O,O,O,O
SOTLJZI,O,O,O,O,O,O,O
SOTLZIJ,O,O,O,O,O,O,O
SOTLZJI,O,O,O,O,O,O,O
SOTJILZ,O,O,X,X,O,O,O
SOTJIZL,O,O,X,X,O,O,O
SOTJLIZ,O,O,X,O,O,O,O
SOTJLZI,O,O,O,O,O,O,O
SOTJZIL,O,O,O,O,O,O,O
SOTJZLI,O,O,O,O,O,O,O
SOTZILJ,O,O,X,X,O,O,O
SOTZIJL,O,O,O,O,O,O,O
SOTZLIJ,O,O,O,O,O,O,O
SOTZLJI,O,O,O,O,O,O,O
SOTZJIL,O,O,O,O,O,O,O
SOTZJLI,O,O,O,O,O,O,O
SOITLJZ,O,O,X,X,X,O,O
SOITLZJ,O,O,X,X,X,O,O
SOITJLZ,O,O,X,X,O,O,O
SOITJZL,O,O,X,X,O,O,O
SOITZLJ,O,O,X,X,X,O,O
SOITZJL,O,O,X,X,O,O,O
SOILTJZ,O,X,X,X,X,O,O
SOILTZJ,O,X,X,X,X,O,O
SOILJTZ,O,X,X,X,X,O,O
SOILJZT,O,X,X,X,X,O,X
SOILZTJ,O,X,X,X,X,O,O
SOILZJT,O,X,X,X,X,O,X
SOIJTLZ,O,O,X,X,O,O,O
SOIJTZL,O,O,X,X,O,O,O
SOIJLTZ,O,X,X,X,O,O,O
SOIJLZT,O,X,X,X,O,O,X
SOIJZTL,X,O,X,X,O,O,X
SOIJZLT,X,X,X,X,O,O,X
SOIZTLJ,X,O,X,X,X,O,O
SOIZTJL,X,O,X,X,X,O,O
SOIZLTJ,X,X,X,X,X,O,O
SOIZLJT,X,X,X,X,X,O,X
SOIZJTL,X,O,X,X,X,O,X
SOIZJLT,X,X,X,X,X,O,X
SOLTIJZ,O,O,X,O,X,O,O
SOLTIZJ,O,O,X,O,X,O,O
SOLTJIZ,O,O,X,O,O,O,O
SOLTJZI,O,O,O,O,O,O,O
SOLTZIJ,O,O,O,O,O,O,O
SOLTZJI,O,O,O,O,O,O,O
SOLITJZ,O,X,X,X,X,O,O
SOLITZJ,O,X,X,X,X,O,O
SOLIJTZ,O,X,X,X,X,O,O
SOLIJZT,O,X,X,X,X,O,X
SOLIZTJ,O,X,X,X,X,O,O
SOLIZJT,O,X,X,X,X,O,X
SOLJTIZ,O,O,X,O,O,O,O
SOLJTZI,O,O,O,O,O,O,O
SOLJITZ,O,X,X,X,O,O,O
SOLJIZT,O,X,X,X,O,O,X
SOLJZTI,O,O,O,O,O,O,X
SOLJZIT,O,X,X,O,O,O,X
SOLZTIJ,O,O,O,O,X,O,O
SOLZTJI,O,O,O,O,X,O,O
SOLZITJ,O,X,X,O,X,O,O
SOLZIJT,O,X,X,O,X,O,X
SOLZJTI,O,O,O,O,X,O,X
SOLZJIT,O,X,X,O,X,O,X
SOJTILZ,O,O,X,X,O,O,O
SOJTIZL,O,O,X,X,O,O,O
SOJTLIZ,O,O,X,O,O,O,O
SOJTLZI,O,O,O,O,O,O,O
SOJTZIL,O,O,O,O,O,O,O
SOJTZLI,O,O,O,O,O,O,O
SOJITLZ,O,O,X,X,O,O,O
SOJITZL,O,O,X,X,O,O,O
SOJILTZ,O,X,X,X,O,O,O
SOJILZT,O,X,X,X,O,O,X
SOJIZTL,X,O,X,X,O,O,X
SOJIZLT,X,X,X,X,O,O,X
SOJLTIZ,O,O,X,O,O,O,O
SOJLTZI,O,O,O,O,O,O,O
SOJLITZ,O,X,X,X,O,O,O
SOJLIZT,O,X,X,X,O,O,X
SOJLZTI,O,O,O,O,O,O,X
SOJLZIT,O,X,X,O,O,O,X
SOJZTIL,O,O,O,O,O,O,X
SOJZTLI,O,O,O,O,O,O,X
SOJZITL,X,O,X,X,O,O,X
SOJZILT,X,X,X,X,O,O,X
SOJZLTI,O,O,O,O,O,O,X
SOJZLIT,O,X,X,O,O,O,X
SOZTILJ,O,O,X,X,X,O,O
SOZTIJL,O,O,O,O,O,O,O
SOZTLIJ,O,O,O,O,X,O,O
SOZTLJI,O,O,O,O,O,O,O
SOZTJIL,O,O,O,O,O,O,O
SOZTJLI,O,O,O,O,O,O,O
SOZITLJ,X,O,X,X,X,O,O
SOZITJL,X,O,X,X,X,O,O
SOZILTJ,X,X,X,X,X,O,O
SOZILJT,X,X,X,X,X,O,X
SOZIJTL,X,O,X,X,X,O,X
SOZIJLT,X,X,X,X,X,O,X
SOZLTIJ,O,O,O,O,X,O,O
SOZLTJI,O,O,O,O,X,O,O
SOZLITJ,O,X,X,O,X,O,O
SOZLIJT,O,X,X,O,X,O,X
SOZLJTI,O,O,O,O,X,O,X
SOZLJIT,O,X,X,O,X,O,X
SOZJTIL,O,O,O,O,O,O,X
SOZJTLI,O,O,O,O,O,O,X
SOZJITL,X,O,X,X,O,O,X
SOZJILT,X,X,X,X,O,O,X
SOZJLTI,O,O,O,O,O,O,X
SOZJLIT,O,X,X,O,O,O,X
ZTILJSO,O,O,O,O,O,X,X
ZTILJOS,O,O,O,O,X,X,X
ZTILSJO,O,O,O,O,O,O,O
ZTILSOJ,O,O,O,O,O,O,O
ZTILOJS,O,O,O,O,O,O,X
ZTILOSJ,O,O,O,O,X,O,O
ZTIJLSO,O,O,O,O,O,X,X
ZTIJLOS,O,O,O,O,X,X,X
ZTIJSLO,O,O,O,O,O,X,O
ZTIJSOL,O,O,O,O,O,X,O
ZTIJOLS,X,O,X,X,O,X,X
ZTIJOSL,X,O,O,O,O,X,O
ZTISLJO,O,O,O,O,O,O,O
ZTISLOJ,O,O,O,O,O,O,O
ZTISJLO,O,O,O,O,O,O,O
ZTISJOL,O,O,O,O,O,O,O
ZTISOLJ,O,O,X,X,O,O,O
ZTISOJL,O,O,O,O,O,O,O
ZTIOLJS,O,O,X,X,O,O,X
ZTIOLSJ,O,O,X,X,X,O,O
ZTIOJLS,X,O,X,X,O,O,X
ZTIOJSL,X,O,O,O,O,O,O
ZTIOSLJ,O,O,X,X,O,O,O
ZTIOSJL,O,O,O,O,O,O,O
ZTLIJSO,O,O,O,O,O,X,X
ZTLIJOS,O,O,O,O,X,X,X
ZTLISJO,O,O,O,O,O,O,O
ZTLISOJ,O,O,O,O,O,O,O
ZTLIOJS,O,O,O,O,O,O,X
ZTLIOSJ,O,O,O,O,X,O,O
ZTLJISO,O,O,O,O,O,X,X
ZTLJIOS,O,O,O,O,X,X,X
ZTLJSIO,O,O,O,O,O,O,X
ZTLJSOI,O,O,O,O,O,O,X
ZTLJOIS,O,O,O,O,O,O,X
ZTLJOSI,O,O,O,O,O,O,X
ZTLSIJO,O,O,O,O,O,O,O
ZTLSIOJ,O,O,O,O,O,O,O
ZTLSJIO,O,O,O,O,O,O,O
ZTLSJOI,O,O,O,O,O,O,O
ZTLSOIJ,O,O,O,O,O,O,O
ZTLSOJI,O,O,O,O,O,O,O
ZTLOIJS,O,O,O,O,O,O,X
ZTLOISJ,O,O,O,O,X,O,O
ZTLOJIS,O,O,O,O,O,O,X
ZTLOJSI,O,O,O,O,O,O,X
ZTLOSIJ,O,O,O,O,X,O,O
ZTLOSJI,O,O,O,O,O,O,O
ZTJILSO,O,O,O,O,O,X,X
ZTJILOS,O,O,O,O,X,X,X
ZTJISLO,O,O,O,O,O,X,O
ZTJISOL,O,O,O,O,O,X,O
ZTJIOLS,X,O,X,X,O,X,X
ZTJIOSL,X,O,O,O,O,X,O
ZTJLISO,O,O,O,O,O,X,X
ZTJLIOS,O,O,O,O,X,X,X
ZTJLSIO,O,O,O,O,O,O,X
ZTJLSOI,O,O,O,O,O,O,X
ZTJLOIS,O,O,O,O,O,O,X
ZTJLOSI,O,O,O,O,O,O,X
ZTJSILO,O,O,O,O,O,O,O
ZTJSIOL,O,O,O,O,O,O,O
ZTJSLIO,O,O,O,O,O,O,O
ZTJSLOI,O,O,O,O,O,O,O
ZTJSOIL,O,O,O,O,O,O,O
ZTJSOLI,O,O,O,O,O,O,O
ZTJOILS,X,O,X,X,O,O,X
ZTJOISL,X,O,O,O,O,O,O
ZTJOLIS,O,O,O,O,O,O,X
ZTJOLSI,O,O,O,O,O,O,X
ZTJOSIL,O,O,O,O,O,O,O
ZTJOSLI,O,O,O,O,O,O,O
ZTSILJO,O,O,O,O,O,O,O
ZTSILOJ,O,O,O,O,O,O,O
ZTSIJLO,O,O,O,O,O,O,O
ZTSIJOL,O,O,O,O,O,O,O
ZTSIOLJ,O,O,X,X,O,O,O
ZTSIOJL,O,O,O,O,O,O,O
ZTSLIJO,O,O,O,O,O,O,O
ZTSLIOJ,O,O,O,O,O,O,O
ZTSLJIO,O,O,O,O,O,O,O
ZTSLJOI,O,O,O,O,O,O,O
ZTSLOIJ,O,O,O,O,O,O,O
ZTSLOJI,O,O,O,O,O,O,O
ZTSJILO,O,O,O,O,O,O,O
ZTSJIOL,O,O,O,O,O,O,O
ZTSJLIO,O,O,O,O,O,O,O
ZTSJLOI,O,O,O,O,O,O,O
ZTSJOIL,O,O,O,O,O,O,O
ZTSJOLI,O,O,O,O,O,O,O
ZTSOILJ,O,O,X,X,O,O,O
ZTSOIJL,O,O,O,O,O,O,O
ZTSOLIJ,O,O,O,O,O,O,O
ZTSOLJI,O,O,O,O,O,O,O
ZTSOJIL,O,O,O,O,O,O,O
ZTSOJLI,O,O,O,O,O,O,O
ZTOILJS,O,O,X,X,O,O,X
ZTOILSJ,O,O,X,X,X,O,O
ZTOIJLS,X,O,X,X,O,O,X
ZTOIJSL,X,O,O,O,O,O,O
ZTOISLJ,O,O,X,X,O,O,O
ZTOISJL,O,O,O,O,O,O,O
ZTOLIJS,O,O,O,O,O,O,X
ZTOLISJ,O,O,O,O,X,O,O
ZTOLJIS,O,O,O,O,O,O,X
ZTOLJSI,O,O,O,O,O,O,X
ZTOLSIJ,O,O,O,O,X,O,O
ZTOLSJI,O,O,O,O,O,O,O
ZTOJILS,X,O,X,X,O,O,X
ZTOJISL,X,O,O,O,O,O,O
ZTOJLIS,O,O,O,O,O,O,X
ZTOJLSI,O,O,O,O,O,O,X
ZTOJSIL,O,O,O,O,O,O,O
ZTOJSLI,O,O,O,O,O,O,O
ZTOSILJ,O,O,X,X,O,O,O
