sequence,v115@GhA8IeA8CeA8DeB8AeD8BeC8JeZEJvhFukB8mBziBi?lBFmBXsB,v115@GhA8IeA8CeA8DeB8AeD8BeC8JeZEJvhFukBXiB8nBi?lBFmBzrB,v115@GhA8IeA8CeA8DeB8AeD8BeC8JecFJvhFxhBynBOpBT?mBlkBXsB,v115@GhA8IeA8CeA8DeB8AeD8BeC8JeZEJvhFCgBThB8nBX?lBlrBOsB
ZOLISTJ,O,O,X,X
ZOLISJT,O,O,O,X
ZOLJTIS,X,O,O,X
ZOLJTSI,X,O,O,X
ZOLJITS,X,O,O,X
ZOLJIST,O,O,O,X
ZOLJSTI,O,O,O,X
ZOLJSIT,O,O,O,X
ZOLSTIJ,O,O,O,X
ZOLSTJI,O,O,O,X
ZOLSITJ,O,O,O,X
ZOLSIJT,O,O,O,X
ZOLSJTI,O,O,O,X
ZOLSJIT,O,O,O,X
ZOJTILS,X,O,O,X
ZOJTISL,X,O,X,X
ZOJTLIS,X,O,O,X
ZOJTLSI,X,O,O,X
ZOJTSIL,X,O,X,X
ZOJTSLI,X,O,X,X
ZOJITLS,X,O,O,X
ZOJITSL,X,O,X,X
ZOJILTS,X,O,O,X
ZOJILST,O,O,O,X
ZOJISTL,O,O,X,X
ZOJISLT,O,O,O,X
ZOJLTIS,X,O,O,X
ZOJLTSI,X,O,O,X
ZOJLITS,X,O,O,X
ZOJLIST,O,O,O,X
ZOJLSTI,O,O,O,X
ZOJLSIT,O,O,O,X
ZOJSTIL,O,O,O,X
ZOJSTLI,O,O,O,X
ZOJSITL,O,O,O,X
ZOJSILT,O,O,O,X
ZOJSLTI,O,O,O,X
ZOJSLIT,O,O,O,X
ZOSTILJ,O,O,O,O
ZOSTIJL,O,O,O,O
ZOSTLIJ,O,O,O,O
ZOSTLJI,O,O,O,O
ZOSTJIL,O,O,O,O
ZOSTJLI,O,O,O,O
ZOSITLJ,O,O,O,O
ZOSITJL,O,O,O,O
ZOSILTJ,O,O,O,O
ZOSILJT,O,O,O,X
ZOSIJTL,O,O,O,X
ZOSIJLT,O,O,O,X
ZOSLTIJ,O,O,O,O
ZOSLTJI,O,O,O,O
ZOSLITJ,O,O,O,O
ZOSLIJT,O,O,O,X
ZOSLJTI,O,O,O,X
ZOSLJIT,O,O,O,X
ZOSJTIL,O,O,O,X
ZOSJTLI,O,O,O,X
ZOSJITL,O,O,O,X
ZOSJILT,O,O,O,X
ZOSJLTI,O,O,O,X
ZOSJLIT,O,O,O,X
OTILJSZ,O,X,X,X
OTILJZS,X,O,O,X
OTILSJZ,O,X,X,O
OTILSZJ,O,X,X,O
OTILZJS,X,O,O,X
OTILZSJ,X,O,X,O
OTIJLSZ,O,X,X,X
OTIJLZS,X,O,O,X
OTIJSLZ,O,X,X,O
OTIJSZL,O,X,X,O
OTIJZLS,X,O,O,X
OTIJZSL,X,O,X,O
OTISLJZ,O,X,X,O
OTISLZJ,O,X,X,O
OTISJLZ,O,X,X,O
OTISJZL,O,X,X,O
OTISZLJ,O,X,X,O
OTISZJL,O,X,X,O
OTIZLJS,X,O,O,X
OTIZLSJ,X,O,X,O
OTIZJLS,X,O,O,X
OTIZJSL,X,O,X,O
OTIZSLJ,X,O,X,O
OTIZSJL,X,O,X,O
OTLIJSZ,O,X,X,X
OTLIJZS,X,O,O,X
OTLISJZ,O,X,X,O
OTLISZJ,O,X,X,O
OTLIZJS,X,O,O,X
OTLIZSJ,X,O,X,O
OTLJISZ,O,X,X,X
OTLJIZS,X,O,O,X
OTLJSIZ,O,X,X,X
OTLJSZI,O,X,X,X
OTLJZIS,X,O,O,X
OTLJZSI,X,O,O,X
OTLSIJZ,O,X,X,O
OTLSIZJ,O,X,X,O
OTLSJIZ,O,X,X,O
OTLSJZI,O,X,X,O
OTLSZIJ,O,X,X,O
OTLSZJI,O,X,X,O
OTLZIJS,X,O,O,X
OTLZISJ,X,O,X,O
OTLZJIS,X,O,O,X
OTLZJSI,X,O,O,X
OTLZSIJ,X,O,X,O
OTLZSJI,X,O,X,O
OTJILSZ,O,X,X,X
OTJILZS,X,O,O,X
OTJISLZ,O,X,X,O
OTJISZL,O,X,X,O
OTJIZLS,X,O,O,X
OTJIZSL,X,O,X,O
OTJLISZ,O,X,X,X
OTJLIZS,X,O,O,X
OTJLSIZ,O,X,X,X
OTJLSZI,O,X,X,X
OTJLZIS,X,O,O,X
OTJLZSI,X,O,O,X
OTJSILZ,O,X,X,O
OTJSIZL,O,X,X,O
OTJSLIZ,O,X,X,O
OTJSLZI,O,X,X,O
OTJSZIL,O,X,X,O
OTJSZLI,O,X,X,O
OTJZILS,X,O,O,X
OTJZISL,X,O,X,O
OTJZLIS,X,O,O,X
OTJZLSI,X,O,O,X
OTJZSIL,X,O,X,O
OTJZSLI,X,O,X,O
OTSILJZ,O,X,X,O
OTSILZJ,O,X,X,O
OTSIJLZ,O,X,X,O
OTSIJZL,O,X,X,O
OTSIZLJ,O,X,X,O
OTSIZJL,O,X,X,O
OTSLIJZ,O,X,X,O
OTSLIZJ,O,X,X,O
OTSLJIZ,O,X,X,O
OTSLJZI,O,X,X,O
OTSLZIJ,O,X,X,O
OTSLZJI,O,X,X,O
OTSJILZ,O,X,X,O
OTSJIZL,O,X,X,O
OTSJLIZ,O,X,X,O
OTSJLZI,O,X,X,O
OTSJZIL,O,X,X,O
OTSJZLI,O,X,X,O
OTSZILJ,O,X,X,O
OTSZIJL,O,X,X,O
OTSZLIJ,O,X,X,O
OTSZLJI,O,X,X,O
OTSZJIL,O,X,X,O
OTSZJLI,O,X,X,O
OTZILJS,X,O,O,X
OTZILSJ,X,O,X,O
OTZIJLS,X,O,O,X
OTZIJSL,X,O,X,O
OTZISLJ,X,O,X,O
OTZISJL,X,O,X,O
OTZLIJS,X,O,O,X
OTZLISJ,X,O,X,O
OTZLJIS,X,O,O,X
OTZLJSI,X,O,O,X
OTZLSIJ,X,O,X,O
OTZLSJI,X,O,X,O
OTZJILS,X,O,O,X
OTZJISL,X,O,X,O
OTZJLIS,X,O,O,X
OTZJLSI,X,O,O,X
OTZJSIL,X,O,X,O
OTZJSLI,X,O,X,O
OTZSILJ,X,O,X,O
OTZSIJL,X,O,X,O
OTZSLIJ,X,O,X,O
OTZSLJI,X,O,X,O
OTZSJIL,X,O,X,O
OTZSJLI,X,O,X,O
OITLJSZ,O,X,X,X
OITLJZS,X,O,O,X
OITLSJZ,O,X,X,O
OITLSZJ,O,X,X,O
OITLZJS,X,O,O,X
OITLZSJ,X,O,X,O
OITJLSZ,O,X,X,X
OITJLZS,X,O,O,X
OITJSLZ,O,X,X,O
OITJSZL,O,X,X,O
OITJZLS,X,O,O,X
OITJZSL,X,O,X,O
OITSLJZ,O,X,X,O
OITSLZJ,O,X,X,O
OITSJLZ,O,X,X,O
OITSJZL,O,X,X,O
OITSZLJ,O,X,X,O
OITSZJL,O,X,X,O
OITZLJS,X,O,O,X
OITZLSJ,X,O,X,O
OITZJLS,X,O,O,X
OITZJSL,X,O,X,O
OITZSLJ,X,O,X,O
OITZSJL,X,O,X,O
OILTJSZ,O,X,X,X
OILTJZS,X,O,O,X
OILTSJZ,O,X,X,X
OILTSZJ,O,X,X,X
OILTZJS,X,O,O,X
OILTZSJ,X,O,X,X
OILJTSZ,O,X,X,X
OILJTZS,X,O,O,X
OILJSTZ,O,X,X,X
OILJSZT,O,O,O,X
OILJZTS,X,O,O,X
OILJZST,O,O,O,X
OILSTJZ,O,X,X,X
OILSTZJ,O,X,X,X
OILSJTZ,O,X,X,X
OILSJZT,O,O,O,X
OILSZTJ,O,O,X,X
OILSZJT,O,O,O,X
OILZTJS,X,O,O,X
OILZTSJ,X,O,X,X
OILZJTS,X,O,O,X
OILZJST,O,O,O,X
OILZSTJ,O,O,X,X
OILZSJT,O,O,O,X
OIJTLSZ,O,X,X,X
OIJTLZS,X,O,O,X
OIJTSLZ,O,X,X,X
OIJTSZL,O,X,X,X
OIJTZLS,X,O,O,X
OIJTZSL,X,O,X,X
OIJLTSZ,O,X,X,X
OIJLTZS,X,O,O,X
OIJLSTZ,O,X,X,X
OIJLSZT,O,O,O,X
OIJLZTS,X,O,O,X
OIJLZST,O,O,O,X
OIJSTLZ,O,X,X,X
OIJSTZL,O,X,X,X
OIJSLTZ,O,X,X,X
OIJSLZT,O,O,O,X
OIJSZTL,O,O,X,X
OIJSZLT,O,O,O,X
OIJZTLS,X,O,O,X
OIJZTSL,X,O,X,X
OIJZLTS,X,O,O,X
OIJZLST,O,O,O,X
OIJZSTL,O,O,X,X
OIJZSLT,O,O,O,X
OISTLJZ,O,X,X,O
OISTLZJ,O,X,X,O
OISTJLZ,O,X,X,O
OISTJZL,O,X,X,O
OISTZLJ,O,X,X,O
OISTZJL,O,X,X,O
OISLTJZ,O,X,X,O
OISLTZJ,O,X,X,O
OISLJTZ,O,X,X,X
OISLJZT,O,O,O,X
OISLZTJ,O,O,X,O
OISLZJT,O,O,O,X
OISJTLZ,O,X,X,X
OISJTZL,O,X,X,X
OISJLTZ,O,X,X,X
OISJLZT,O,O,O,X
OISJZTL,O,O,X,X
OISJZLT,O,O,O,X
OISZTLJ,O,O,X,O
OISZTJL,O,O,X,O
OISZLTJ,O,O,X,O
OISZLJT,O,O,O,X
OISZJTL,O,O,X,X
OISZJLT,O,O,O,X
OIZTLJS,X,O,O,X
OIZTLSJ,X,O,X,O
OIZTJLS,X,O,O,X
OIZTJSL,X,O,X,O
OIZTSLJ,X,O,X,O
OIZTSJL,X,O,X,O
OIZLTJS,X,O,O,X
OIZLTSJ,X,O,X,X
OIZLJTS,X,O,O,X
OIZLJST,O,O,O,X
OIZLSTJ,O,O,X,X
OIZLSJT,O,O,O,X
OIZJTLS,X,O,O,X
OIZJTSL,X,O,X,X
OIZJLTS,X,O,O,X
OIZJLST,O,O,O,X
OIZJSTL,O,O,X,X
OIZJSLT,O,O,O,X
OIZSTLJ,O,O,X,O
OIZSTJL,O,O,X,O
OIZSLTJ,O,O,X,O
OIZSLJT,O,O,O,X
OIZSJTL,O,O,X,X
OIZSJLT,O,O,O,X
OLTIJSZ,O,X,X,X
OLTIJZS,X,O,O,X
OLTISJZ,O,X,X,X
OLTISZJ,O,X,X,X
OLTIZJS,X,O,O,X
OLTIZSJ,X,O,X,X
OLTJISZ,O,X,X,X
OLTJIZS,X,O,O,X
OLTJSIZ,O,X,X,X
OLTJSZI,O,X,X,X
OLTJZIS,X,O,O,X
OLTJZSI,X,O,O,X
OLTSIJZ,O,X,X,X
OLTSIZJ,O,X,X,X
OLTSJIZ,O,X,X,X
OLTSJZI,O,X,X,X
OLTSZIJ,O,X,X,X
OLTSZJI,O,X,X,X
OLTZIJS,X,O,O,X
OLTZISJ,X,O,X,X
OLTZJIS,X,O,O,X
OLTZJSI,X,O,O,X
OLTZSIJ,X,O,X,X
OLTZSJI,X,O,X,X
OLITJSZ,O,X,X,X
OLITJZS,X,O,O,X
OLITSJZ,O,X,X,X
OLITSZJ,O,X,X,X
OLITZJS,X,O,O,X
OLITZSJ,X,O,X,X
OLIJTSZ,O,X,X,X
OLIJTZS,X,O,O,X
OLIJSTZ,O,X,X,X
OLIJSZT,O,O,O,X
OLIJZTS,X,O,O,X
OLIJZST,O,O,O,X
OLISTJZ,O,X,X,X
OLISTZJ,O,X,X,X
OLISJTZ,O,X,X,X
OLISJZT,O,O,O,X
OLISZTJ,O,O,X,X
OLISZJT,O,O,O,X
OLIZTJS,X,O,O,X
OLIZTSJ,X,O,X,X
OLIZJTS,X,O,O,X
OLIZJST,O,O,O,X
OLIZSTJ,O,O,X,X
OLIZSJT,O,O,O,X
OLJTISZ,O,X,X,X
OLJTIZS,X,O,O,X
OLJTSIZ,O,X,X,X
OLJTSZI,O,X,X,X
OLJTZIS,X,O,O,X
OLJTZSI,X,O,O,X
OLJITSZ,O,X,X,X
OLJITZS,X,O,O,X
OLJISTZ,O,X,X,X
OLJISZT,O,O,O,X
OLJIZTS,X,O,O,X
OLJIZST,O,O,O,X
OLJSTIZ,O,X,O,X
OLJSTZI,O,X,O,X
OLJSITZ,O,X,O,X
OLJSIZT,O,O,O,X
OLJSZTI,O,O,O,X
OLJSZIT,O,O,O,X
OLJZTIS,X,O,O,X
OLJZTSI,X,O,O,X
OLJZITS,X,O,O,X
OLJZIST,O,O,O,X
OLJZSTI,O,O,O,X
OLJZSIT,O,O,O,X
OLSTIJZ,O,X,O,X
OLSTIZJ,O,X,O,X
OLSTJIZ,O,X,O,X
OLSTJZI,O,X,O,X
OLSTZIJ,O,X,O,X
OLSTZJI,O,X,O,X
OLSITJZ,O,X,O,X
OLSITZJ,O,X,O,X
OLSIJTZ,O,X,O,X
OLSIJZT,O,O,O,X
OLSIZTJ,O,O,O,X
OLSIZJT,O,O,O,X
OLSJTIZ,O,X,O,X
OLSJTZI,O,X,O,X
OLSJITZ,O,X,O,X
OLSJIZT,O,O,O,X
OLSJZTI,O,O,O,X
OLSJZIT,O,O,O,X
OLSZTIJ,O,O,O,X
OLSZTJI,O,O,O,X
OLSZITJ,O,O,O,X
OLSZIJT,O,O,O,X
OLSZJTI,O,O,O,X
OLSZJIT,O,O,O,X
OLZTIJS,X,O,O,X
OLZTISJ,X,O,X,X
OLZTJIS,X,O,O,X
OLZTJSI,X,O,O,X
OLZTSIJ,X,O,X,X
OLZTSJI,X,O,X,X
OLZITJS,X,O,O,X
OLZITSJ,X,O,X,X
OLZIJTS,X,O,O,X
OLZIJST,O,O,O,X
OLZISTJ,O,O,X,X
OLZISJT,O,O,O,X
OLZJTIS,X,O,O,X
OLZJTSI,X,O,O,X
OLZJITS,X,O,O,X
OLZJIST,O,O,O,X
OLZJSTI,O,O,O,X
OLZJSIT,O,O,O,X
OLZSTIJ,O,O,O,X
OLZSTJI,O,O,O,X
OLZSITJ,O,O,O,X
OLZSIJT,O,O,O,X
OLZSJTI,O,O,O,X
OLZSJIT,O,O,O,X
OJTILSZ,O,X,X,X
OJTILZS,X,O,O,X
OJTISLZ,O,X,X,X
OJTISZL,O,X,X,X
OJTIZLS,X,O,O,X
OJTIZSL,X,O,X,X
OJTLISZ,O,X,X,X
OJTLIZS,X,O,O,X
OJTLSIZ,O,X,X,X
OJTLSZI,O,X,X,X
OJTLZIS,X,O,O,X
OJTLZSI,X,O,O,X
OJTSILZ,O,X,X,X
OJTSIZL,O,X,X,X
OJTSLIZ,O,X,X,X
OJTSLZI,O,X,X,X
OJTSZIL,O,X,X,X
OJTSZLI,O,X,X,X
OJTZILS,X,O,O,X
OJTZISL,X,O,X,X
OJTZLIS,X,O,O,X
OJTZLSI,X,O,O,X
OJTZSIL,X,O,X,X
OJTZSLI,X,O,X,X
OJITLSZ,O,X,X,X
OJITLZS,X,O,O,X
OJITSLZ,O,X,X,X
OJITSZL,O,X,X,X
OJITZLS,X,O,O,X
OJITZSL,X,O,X,X
OJILTSZ,O,X,X,X
OJILTZS,X,O,O,X
OJILSTZ,O,X,X,X
OJILSZT,O,O,O,X
OJILZTS,X,O,O,X
OJILZST,O,O,O,X
OJISTLZ,O,X,X,X
OJISTZL,O,X,X,X
OJISLTZ,O,X,X,X
OJISLZT,O,O,O,X
OJISZTL,O,O,X,X
OJISZLT,O,O,O,X
OJIZTLS,X,O,O,X
OJIZTSL,X,O,X,X
OJIZLTS,X,O,O,X
OJIZLST,O,O,O,X
OJIZSTL,O,O,X,X
OJIZSLT,O,O,O,X
OJLTISZ,O,X,X,X
OJLTIZS,X,O,O,X
OJLTSIZ,O,X,X,X
OJLTSZI,O,X,X,X
OJLTZIS,X,O,O,X
OJLTZSI,X,O,O,X
OJLITSZ,O,X,X,X
OJLITZS,X,O,O,X
OJLISTZ,O,X,X,X
OJLISZT,O,O,O,X
OJLIZTS,X,O,O,X
OJLIZST,O,O,O,X
OJLSTIZ,O,X,O,X
OJLSTZI,O,X,O,X
OJLSITZ,O,X,O,X
OJLSIZT,O,O,O,X
OJLSZTI,O,O,O,X
OJLSZIT,O,O,O,X
OJLZTIS,X,O,O,X
OJLZTSI,X,O,O,X
OJLZITS,X,O,O,X
OJLZIST,O,O,O,X
OJLZSTI,O,O,O,X
OJLZSIT,O,O,O,X
OJSTILZ,O,X,O,X
OJSTIZL,O,X,O,X
OJSTLIZ,O,X,O,X
OJSTLZI,O,X,O,X
OJSTZIL,O,X,O,X
OJSTZLI,O,X,O,X
OJSITLZ,O,X,O,X
OJSITZL,O,X,O,X
OJSILTZ,O,X,O,X
OJSILZT,O,O,O,X
OJSIZTL,O,O,O,X
OJSIZLT,O,O,O,X
OJSLTIZ,O,X,O,X
OJSLTZI,O,X,O,X
OJSLITZ,O,X,O,X
OJSLIZT,O,O,O,X
OJSLZTI,O,O,O,X
OJSLZIT,O,O,O,X
OJSZTIL,O,O,O,X
OJSZTLI,O,O,O,X
OJSZITL,O,O,O,X
OJSZILT,O,O,O,X
OJSZLTI,O,O,O,X
OJSZLIT,O,O,O,X
OJZTILS,X,O,O,X
OJZTISL,X,O,X,X
OJZTLIS,X,O,O,X
OJZTLSI,X,O,O,X
OJZTSIL,X,O,X,X
OJZTSLI,X,O,X,X
OJZITLS,X,O,O,X
OJZITSL,X,O,X,X
OJZILTS,X,O,O,X
OJZILST,O,O,O,X
OJZISTL,O,O,X,X
OJZISLT,O,O,O,X
OJZLTIS,X,O,O,X
OJZLTSI,X,O,O,X
OJZLITS,X,O,O,X
OJZLIST,O,O,O,X
OJZLSTI,O,O,O,X
OJZLSIT,O,O,O,X
OJZSTIL,O,O,O,X
OJZSTLI,O,O,O,X
OJZSITL,O,O,O,X
OJZSILT,O,O,O,X
OJZSLTI,O,O,O,X
OJZSLIT,O,O,O,X
OSTILJZ,O,X,O,O
OSTILZJ,O,X,O,O
OSTIJLZ,O,X,O,O
OSTIJZL,O,X,O,O
OSTIZLJ,O,X,O,O
OSTIZJL,O,X,O,O
OSTLIJZ,O,X,O,O
OSTLIZJ,O,X,O,O
OSTLJIZ,O,X,O,O
OSTLJZI,O,X,O,O
OSTLZIJ,O,X,O,O
OSTLZJI,O,X,O,O
OSTJILZ,O,X,O,O
OSTJIZL,O,X,O,O
OSTJLIZ,O,X,O,O
OSTJLZI,O,X,O,O
OSTJZIL,O,X,O,O
OSTJZLI,O,X,O,O
OSTZILJ,O,X,O,O
OSTZIJL,O,X,O,O
OSTZLIJ,O,X,O,O
OSTZLJI,O,X,O,O
OSTZJIL,O,X,O,O
OSTZJLI,O,X,O,O
OSITLJZ,O,X,O,O
OSITLZJ,O,X,O,O
OSITJLZ,O,X,O,O
OSITJZL,O,X,O,O
OSITZLJ,O,X,O,O
OSITZJL,O,X,O,O
OSILTJZ,O,X,O,O
OSILTZJ,O,X,O,O
OSILJTZ,O,X,O,X
OSILJZT,O,O,O,X
OSILZTJ,O,O,O,O
OSILZJT,O,O,O,X
OSIJTLZ,O,X,O,X
OSIJTZL,O,X,O,X
OSIJLTZ,O,X,O,X
OSIJLZT,O,O,O,X
OSIJZTL,O,O,O,X
OSIJZLT,O,O,O,X
OSIZTLJ,O,O,O,O
OSIZTJL,O,O,O,O
OSIZLTJ,O,O,O,O
OSIZLJT,O,O,O,X
OSIZJTL,O,O,O,X
OSIZJLT,O,O,O,X
OSLTIJZ,O,X,O,O
OSLTIZJ,O,X,O,O
OSLTJIZ,O,X,O,O
OSLTJZI,O,X,O,O
OSLTZIJ,O,X,O,O
OSLTZJI,O,X,O,O
OSLITJZ,O,X,O,O
OSLITZJ,O,X,O,O
OSLIJTZ,O,X,O,X
OSLIJZT,O,O,O,X
OSLIZTJ,O,O,O,O
OSLIZJT,O,O,O,X
OSLJTIZ,O,X,O,X
OSLJTZI,O,X,O,X
OSLJITZ,O,X,O,X
OSLJIZT,O,O,O,X
OSLJZTI,O,O,O,X
OSLJZIT,O,O,O,X
OSLZTIJ,O,O,O,O
OSLZTJI,O,O,O,O
OSLZITJ,O,O,O,O
OSLZIJT,O,O,O,X
OSLZJTI,O,O,O,X
OSLZJIT,O,O,O,X
OSJTILZ,O,X,O,X
OSJTIZL,O,X,O,X
OSJTLIZ,O,X,O,X
OSJTLZI,O,X,O,X
OSJTZIL,O,X,O,X
OSJTZLI,O,X,O,X
OSJITLZ,O,X,O,X
OSJITZL,O,X,O,X
OSJILTZ,O,X,O,X
OSJILZT,O,O,O,X
OSJIZTL,O,O,O,X
OSJIZLT,O,O,O,X
OSJLTIZ,O,X,O,X
OSJLTZI,O,X,O,X
OSJLITZ,O,X,O,X
OSJLIZT,O,O,O,X
OSJLZTI,O,O,O,X
OSJLZIT,O,O,O,X
OSJZTIL,O,O,O,X
OSJZTLI,O,O,O,X
OSJZITL,O,O,O,X
OSJZILT,O,O,O,X
OSJZLTI,O,O,O,X
OSJZLIT,O,O,O,X
OSZTILJ,O,O,O,O
OSZTIJL,O,O,O,O
OSZTLIJ,O,O,O,O
OSZTLJI,O,O,O,O
OSZTJIL,O,O,O,O
OSZTJLI,O,O,O,O
OSZITLJ,O,O,O,O
OSZITJL,O,O,O,O
OSZILTJ,O,O,O,O
OSZILJT,O,O,O,X
OSZIJTL,O,O,O,X
OSZIJLT,O,O,O,X
OSZLTIJ,O,O,O,O
OSZLTJI,O,O,O,O
OSZLITJ,O,O,O,O
OSZLIJT,O,O,O,X
OSZLJTI,O,O,O,X
OSZLJIT,O,O,O,X
OSZJTIL,O,O,O,X
OSZJTLI,O,O,O,X
OSZJITL,O,O,O,X
OSZJILT,O,O,O,X
OSZJLTI,O,O,O,X
OSZJLIT,O,O,O,X
OZTILJS,X,O,O,X
OZTILSJ,X,O,X,O
OZTIJLS,X,O,O,X
OZTIJSL,X,O,X,O
OZTISLJ,X,O,X,O
OZTISJL,X,O,X,O
OZTLIJS,X,O,O,X
OZTLISJ,X,O,X,O
OZTLJIS,X,O,O,X
OZTLJSI,X,O,O,X
OZTLSIJ,X,O,X,O
OZTLSJI,X,O,X,O
OZTJILS,X,O,O,X
OZTJISL,X,O,X,O
OZTJLIS,X,O,O,X
OZTJLSI,X,O,O,X
OZTJSIL,X,O,X,O
OZTJSLI,X,O,X,O
OZTSILJ,X,O,X,O
OZTSIJL,X,O,X,O
OZTSLIJ,X,O,X,O
OZTSLJI,X,O,X,O
OZTSJIL,X,O,X,O
OZTSJLI,X,O,X,O
OZITLJS,X,O,O,X
OZITLSJ,X,O,X,O
OZITJLS,X,O,O,X
OZITJSL,X,O,X,O
OZITSLJ,X,O,X,O
OZITSJL,X,O,X,O
OZILTJS,X,O,O,X
OZILTSJ,X,O,X,X
OZILJTS,X,O,O,X
OZILJST,O,O,O,X
OZILSTJ,O,O,X,X
OZILSJT,O,O,O,X
OZIJTLS,X,O,O,X
OZIJTSL,X,O,X,X
OZIJLTS,X,O,O,X
OZIJLST,O,O,O,X
OZIJSTL,O,O,X,X
OZIJSLT,O,O,O,X
OZISTLJ,O,O,X,O
OZISTJL,O,O,X,O
OZISLTJ,O,O,X,O
OZISLJT,O,O,O,X
OZISJTL,O,O,X,X
OZISJLT,O,O,O,X
OZLTIJS,X,O,O,X
OZLTISJ,X,O,X,X
OZLTJIS,X,O,O,X
OZLTJSI,X,O,O,X
OZLTSIJ,X,O,X,X
OZLTSJI,X,O,X,X
OZLITJS,X,O,O,X
OZLITSJ,X,O,X,X
OZLIJTS,X,O,O,X
OZLIJST,O,O,O,X
OZLISTJ,O,O,X,X
OZLISJT,O,O,O,X
OZLJTIS,X,O,O,X
OZLJTSI,X,O,O,X
OZLJITS,X,O,O,X
OZLJIST,O,O,O,X
OZLJSTI,O,O,O,X
OZLJSIT,O,O,O,X
OZLSTIJ,O,O,O,X
OZLSTJI,O,O,O,X
OZLSITJ,O,O,O,X
OZLSIJT,O,O,O,X
OZLSJTI,O,O,O,X
OZLSJIT,O,O,O,X
OZJTILS,X,O,O,X
OZJTISL,X,O,X,X
OZJTLIS,X,O,O,X
OZJTLSI,X,O,O,X
OZJTSIL,X,O,X,X
OZJTSLI,X,O,X,X
OZJITLS,X,O,O,X
OZJITSL,X,O,X,X
OZJILTS,X,O,O,X
OZJILST,O,O,O,X
OZJISTL,O,O,X,X
OZJISLT,O,O,O,X
OZJLTIS,X,O,O,X
OZJLTSI,X,O,O,X
OZJLITS,X,O,O,X
OZJLIST,O,O,O,X
OZJLSTI,O,O,O,X
OZJLSIT,O,O,O,X
OZJSTIL,O,O,O,X
OZJSTLI,O,O,O,X
OZJSITL,O,O,O,X
OZJSILT,O,O,O,X
OZJSLTI,O,O,O,X
OZJSLIT,O,O,O,X
OZSTILJ,O,O,O,O
OZSTIJL,O,O,O,O
OZSTLIJ,O,O,O,O
OZSTLJI,O,O,O,O
OZSTJIL,O,O,O,O
OZSTJLI,O,O,O,O
OZSITLJ,O,O,O,O
OZSITJL,O,O,O,O
OZSILTJ,O,O,O,O
OZSILJT,O,O,O,X
OZSIJTL,O,O,O,X
OZSIJLT,O,O,O,X
OZSLTIJ,O,O,O,O
OZSLTJI,O,O,O,O
OZSLITJ,O,O,O,O
OZSLIJT,O,O,O,X
OZSLJTI,O,O,O,X
OZSLJIT,O,O,O,X
OZSJTIL,O,O,O,X
OZSJTLI,O,O,O,X
OZSJITL,O,O,O,X
OZSJILT,O,O,O,X
OZSJLTI,O,O,O,X
OZSJLIT,O,O,O,X
