sequence,v115@RhA8EeC8AeC8BeE8JeT/IvhFelB5lBihB3iB9oBcrB,v115@RhA8EeC8AeC8BeE8Je/EJvhFZmBtmB0iB6oBTlBGqB,v115@RhA8EeC8AeC8BeE8Je/EJvhFRgBtmB0iB6oB2qBzqB,v115@RhA8EeC8AeC8BeE8Je/EJvhFRgBtmB0iB6oBTlBerB,v115@RhA8EeC8AeC8BeE8Jem/IvhFRhB3iB9oB0kBqqBTrB,v115@RhA8EeC8AeC8BeE8Jex/IvhFylBumB3iB9oB0kBzqB,v115@RhA8EeC8AeC8BeE8Jem/IvhF5lB3iB9oB0kBTmBirB
LSIZTJO,X,O,O,O,O,X,X
LSIZTOJ,X,O,O,O,O,X,X
LSIZJTO,X,X,O,O,O,X,X
LSIZJOT,X,X,X,X,X,X,X
LSIZOTJ,X,O,X,X,X,X,X
LSIZOJT,X,X,X,X,X,X,X
LSIOTJZ,X,O,X,X,X,X,X
LSIOTZJ,X,O,O,O,X,X,X
LSIOJTZ,X,O,O,O,X,X,X
LSIOJZT,X,X,X,O,X,X,X
LSIOZTJ,X,O,X,X,X,X,X
LSIOZJT,X,X,X,X,X,X,X
LSJTIZO,X,O,O,O,X,X,X
LSJTIOZ,X,O,O,O,X,X,X
LSJTZIO,X,O,O,O,X,X,X
LSJTZOI,X,O,O,O,X,X,X
LSJTOIZ,X,O,O,O,X,X,X
LSJTOZI,X,O,O,O,X,X,X
LSJITZO,X,O,O,O,X,X,X
LSJITOZ,X,O,O,O,X,X,X
LSJIZTO,X,X,O,O,X,X,X
LSJIZOT,X,X,X,X,X,X,X
LSJIOTZ,X,O,O,O,X,X,X
LSJIOZT,X,X,X,O,X,X,X
LSJZTIO,X,O,O,O,X,X,X
LSJZTOI,X,O,O,O,X,X,X
LSJZITO,X,X,O,O,X,X,X
LSJZIOT,X,X,X,X,X,X,X
LSJZOTI,X,O,O,O,X,X,X
LSJZOIT,X,X,X,O,X,X,X
LSJOTIZ,X,O,O,O,X,X,X
LSJOTZI,X,O,O,O,X,X,X
LSJOITZ,X,O,O,O,X,X,X
LSJOIZT,X,X,X,O,X,X,X
LSJOZTI,X,O,O,O,X,X,X
LSJOZIT,X,X,X,O,X,X,X
LSZTIJO,X,O,O,O,O,X,X
LSZTIOJ,X,O,O,O,O,X,X
LSZTJIO,X,O,O,O,O,X,X
LSZTJOI,X,O,O,O,O,X,X
LSZTOIJ,X,O,O,O,O,X,X
LSZTOJI,X,O,O,O,O,X,X
LSZITJO,X,O,O,O,O,X,X
LSZITOJ,X,O,O,O,O,X,X
LSZIJTO,X,X,O,O,O,X,X
LSZIJOT,X,X,X,X,X,X,X
LSZIOTJ,X,O,X,X,X,X,X
LSZIOJT,X,X,X,X,X,X,X
LSZJTIO,X,O,O,O,O,X,X
LSZJTOI,X,O,O,O,O,X,X
LSZJITO,X,X,O,O,O,X,X
LSZJIOT,X,X,X,X,X,X,X
LSZJOTI,X,O,O,O,O,X,X
LSZJOIT,X,X,X,O,O,X,X
LSZOTIJ,X,O,O,O,O,X,X
LSZOTJI,X,O,O,O,O,X,X
LSZOITJ,X,O,X,X,O,X,X
LSZOIJT,X,X,X,X,O,X,X
LSZOJTI,X,O,O,O,O,X,X
LSZOJIT,X,X,X,O,O,X,X
LSOTIJZ,X,O,X,X,O,X,X
LSOTIZJ,X,O,O,O,O,X,X
LSOTJIZ,X,O,O,O,O,X,X
LSOTJZI,X,O,O,O,O,X,X
LSOTZIJ,X,O,O,O,O,X,X
LSOTZJI,X,O,O,O,O,X,X
LSOITJZ,X,O,X,X,O,X,X
LSOITZJ,X,O,O,O,O,X,X
LSOIJTZ,X,O,O,O,X,X,X
LSOIJZT,X,X,X,O,X,X,X
LSOIZTJ,X,O,X,X,O,X,X
LSOIZJT,X,X,X,X,O,X,X
LSOJTIZ,X,O,O,O,X,X,X
LSOJTZI,X,O,O,O,X,X,X
LSOJITZ,X,O,O,O,X,X,X
LSOJIZT,X,X,X,O,X,X,X
LSOJZTI,X,O,O,O,X,X,X
LSOJZIT,X,X,X,O,X,X,X
LSOZTIJ,X,O,O,O,O,X,X
LSOZTJI,X,O,O,O,O,X,X
LSOZITJ,X,O,X,X,O,X,X
LSOZIJT,X,X,X,X,O,X,X
LSOZJTI,X,O,O,O,O,X,X
LSOZJIT,X,X,X,O,O,X,X
LZTIJSO,O,O,O,O,O,O,O
LZTIJOS,O,O,X,O,O,O,O
LZTISJO,O,O,O,O,O,O,O
LZTISOJ,O,O,O,O,O,O,O
LZTIOJS,O,O,X,X,O,O,O
LZTIOSJ,O,O,X,X,O,O,O
LZTJISO,O,O,O,O,O,O,O
LZTJIOS,O,O,X,O,O,O,O
LZTJSIO,O,O,O,O,O,O,O
LZTJSOI,O,O,O,O,O,O,O
LZTJOIS,O,O,X,O,O,O,O
LZTJOSI,O,O,O,O,O,O,O
LZTSIJO,O,O,O,O,O,O,O
LZTSIOJ,O,O,O,O,O,O,O
LZTSJIO,O,O,O,O,O,O,O
LZTSJOI,O,O,O,O,O,O,O
LZTSOIJ,O,O,O,O,O,O,O
LZTSOJI,O,O,O,O,O,O,O
LZTOIJS,O,O,X,X,O,O,O
LZTOISJ,O,O,X,X,O,O,O
LZTOJIS,O,O,X,O,O,O,O
LZTOJSI,O,O,O,O,O,O,O
LZTOSIJ,O,O,O,O,O,O,O
LZTOSJI,O,O,O,O,O,O,O
LZITJSO,O,O,O,O,O,O,O
LZITJOS,O,O,X,O,O,O,O
LZITSJO,O,O,O,O,O,O,O
LZITSOJ,O,O,O,O,O,O,O
LZITOJS,O,O,X,X,O,O,O
LZITOSJ,O,O,X,X,O,O,O
LZIJTSO,O,X,O,X,O,O,O
LZIJTOS,O,X,X,X,O,O,O
LZIJSTO,O,X,O,X,O,O,X
LZIJSOT,O,X,X,X,X,X,X
LZIJOTS,O,X,X,X,O,O,O
LZIJOST,O,X,X,X,O,X,X
LZISTJO,O,O,O,O,O,O,X
LZISTOJ,O,O,O,O,O,O,X
LZISJTO,O,X,O,X,O,O,X
LZISJOT,O,X,X,X,X,X,X
LZISOTJ,X,O,X,X,X,X,X
LZISOJT,X,X,X,X,X,X,X
LZIOTJS,O,O,X,X,O,O,O
LZIOTSJ,O,O,X,X,O,O,O
LZIOJTS,O,X,X,X,O,O,O
LZIOJST,O,X,X,X,O,O,X
LZIOSTJ,X,O,X,X,O,O,X
LZIOSJT,X,X,X,X,O,O,X
LZJTISO,O,O,O,O,O,O,O
LZJTIOS,O,O,X,O,O,O,O
LZJTSIO,O,O,O,O,O,O,O
LZJTSOI,O,O,O,O,O,O,O
LZJTOIS,O,O,X,O,O,O,O
LZJTOSI,O,O,O,O,O,O,O
LZJITSO,O,X,O,X,O,O,O
LZJITOS,O,X,X,X,O,O,O
LZJISTO,O,X,O,X,O,O,X
LZJISOT,O,X,X,X,X,X,X
LZJIOTS,O,X,X,X,O,O,O
LZJIOST,O,X,X,X,O,X,X
LZJSTIO,O,O,O,O,O,O,X
LZJSTOI,O,O,O,O,O,O,X
LZJSITO,O,X,O,O,O,O,X
LZJSIOT,O,X,X,X,X,X,X
LZJSOTI,O,O,O,O,O,X,X
LZJSOIT,O,X,X,O,O,X,X
LZJOTIS,O,O,X,O,O,O,O
LZJOTSI,O,O,O,O,O,O,O
LZJOITS,O,X,X,X,O,O,O
LZJOIST,O,X,X,X,O,O,X
LZJOSTI,O,O,O,O,O,O,X
LZJOSIT,O,X,X,O,O,O,X
LZSTIJO,O,O,O,O,O,O,X
LZSTIOJ,O,O,O,O,O,O,X
LZSTJIO,O,O,O,O,O,O,X
LZSTJOI,O,O,O,O,O,O,X
LZSTOIJ,O,O,O,O,O,O,X
LZSTOJI,O,O,O,O,O,O,X
LZSITJO,O,O,O,O,O,O,X
LZSITOJ,O,O,O,O,O,O,X
LZSIJTO,O,X,O,O,O,O,X
LZSIJOT,O,X,X,X,X,X,X
LZSIOTJ,X,O,X,X,X,X,X
LZSIOJT,X,X,X,X,X,X,X
LZSJTIO,O,O,O,O,O,O,X
LZSJTOI,O,O,O,O,O,O,X
LZSJITO,O,X,O,O,O,O,X
LZSJIOT,O,X,X,X,X,X,X
LZSJOTI,O,O,O,O,O,X,X
LZSJOIT,O,X,X,O,O,X,X
LZSOTIJ,O,O,O,O,O,X,X
LZSOTJI,O,O,O,O,O,X,X
LZSOITJ,X,O,X,X,O,X,X
LZSOIJT,X,X,X,X,O,X,X
LZSOJTI,O,O,O,O,O,X,X
LZSOJIT,O,X,X,O,O,X,X
LZOTIJS,O,O,X,X,O,O,O
LZOTISJ,O,O,X,X,O,O,O
LZOTJIS,O,O,X,O,O,O,O
LZOTJSI,O,O,O,O,O,O,O
LZOTSIJ,O,O,O,O,O,O,O
LZOTSJI,O,O,O,O,O,O,O
LZOITJS,O,O,X,X,O,O,O
LZOITSJ,O,O,X,X,O,O,O
LZOIJTS,O,X,X,X,O,O,O
LZOIJST,O,X,X,X,O,O,X
LZOISTJ,X,O,X,X,O,O,X
LZOISJT,X,X,X,X,O,O,X
LZOJTIS,O,O,X,O,O,O,O
LZOJTSI,O,O,O,O,O,O,O
LZOJITS,O,X,X,X,O,O,O
LZOJIST,O,X,X,X,O,O,X
LZOJSTI,O,O,O,O,O,O,X
LZOJSIT,O,X,X,O,O,O,X
LZOSTIJ,O,O,O,O,O,O,X
LZOSTJI,O,O,O,O,O,O,X
LZOSITJ,X,O,X,X,O,O,X
LZOSIJT,X,X,X,X,O,O,X
LZOSJTI,O,O,O,O,O,O,X
LZOSJIT,O,X,X,O,O,O,X
LOTIJSZ,X,O,X,X,O,O,X
LOTIJZS,X,O,X,X,O,O,X
LOTISJZ,X,O,X,X,O,O,X
LOTISZJ,X,O,X,X,O,O,O
LOTIZJS,X,O,X,X,O,O,O
LOTIZSJ,X,O,X,X,O,O,O
LOTJISZ,O,O,X,O,O,O,X
LOTJIZS,O,O,X,O,O,O,X
LOTJSIZ,O,O,O,O,O,O,X
LOTJSZI,O,O,O,O,O,O,X
LOTJZIS,O,O,X,O,O,O,X
LOTJZSI,O,O,O,O,O,O,X
LOTSIJZ,X,O,X,X,O,O,X
LOTSIZJ,X,O,O,O,O,O,O
LOTSJIZ,O,O,O,O,O,O,X
LOTSJZI,O,O,O,O,O,O,X
LOTSZIJ,O,O,O,O,O,O,O
LOTSZJI,O,O,O,O,O,O,O
LOTZIJS,O,O,X,X,O,O,O
LOTZISJ,O,O,X,X,O,O,O
LOTZJIS,O,O,X,O,O,O,O
LOTZJSI,O,O,O,O,O,O,O
LOTZSIJ,O,O,O,O,O,O,O
LOTZSJI,O,O,O,O,O,O,O
LOITJSZ,X,O,X,X,O,O,X
LOITJZS,X,O,X,X,O,O,X
LOITSJZ,X,O,X,X,O,O,X
LOITSZJ,X,O,X,X,O,O,O
LOITZJS,X,O,X,X,O,O,O
LOITZSJ,X,O,X,X,O,O,O
LOIJTSZ,X,O,X,O,O,O,X
LOIJTZS,X,O,X,O,O,O,X
LOIJSTZ,X,O,X,O,X,O,X
LOIJSZT,X,X,X,O,X,X,X
LOIJZTS,X,X,X,X,O,O,X
LOIJZST,X,X,X,X,O,O,X
LOISTJZ,X,O,X,X,O,O,X
LOISTZJ,X,O,X,X,O,O,X
LOISJTZ,X,O,X,O,X,O,X
LOISJZT,X,X,X,O,X,X,X
LOISZTJ,X,O,X,X,O,X,X
LOISZJT,X,X,X,X,O,X,X
LOIZTJS,X,O,X,X,O,O,O
LOIZTSJ,X,O,X,X,O,O,O
LOIZJTS,X,X,X,X,O,O,O
LOIZJST,X,X,X,X,O,O,X
LOIZSTJ,X,O,X,X,O,O,X
LOIZSJT,X,X,X,X,O,O,X
LOJTISZ,O,O,X,O,O,O,X
LOJTIZS,O,O,X,O,O,O,X
LOJTSIZ,O,O,O,O,O,O,X
LOJTSZI,O,O,O,O,O,O,X
LOJTZIS,O,O,X,O,O,O,X
LOJTZSI,O,O,O,O,O,O,X
LOJITSZ,O,O,X,O,O,O,X
LOJITZS,O,O,X,O,O,O,X
LOJISTZ,X,O,X,O,X,O,X
LOJISZT,X,X,X,O,X,X,X
LOJIZTS,O,X,X,X,O,O,X
LOJIZST,O,X,X,X,O,O,X
LOJSTIZ,X,O,O,O,X,O,X
LOJSTZI,X,O,O,O,X,O,X
LOJSITZ,X,O,O,O,X,O,X
LOJSIZT,X,X,X,O,X,X,X
LOJSZTI,X,O,O,O,X,O,X
LOJSZIT,X,X,X,O,X,O,X
LOJZTIS,O,O,X,O,O,O,X
LOJZTSI,O,O,O,O,O,O,X
LOJZITS,O,X,X,X,O,O,X
LOJZIST,O,X,X,X,O,O,X
LOJZSTI,O,O,O,O,O,O,X
LOJZSIT,O,X,X,O,O,O,X
LOSTIJZ,X,O,X,X,O,O,X
LOSTIZJ,X,O,O,O,O,O,X
LOSTJIZ,X,O,O,O,O,O,X
LOSTJZI,X,O,O,O,O,O,X
LOSTZIJ,X,O,O,O,O,O,X
LOSTZJI,X,O,O,O,O,O,X
LOSITJZ,X,O,X,X,O,O,X
LOSITZJ,X,O,O,O,O,O,X
LOSIJTZ,X,O,O,O,X,O,X
LOSIJZT,X,X,X,O,X,X,X
LOSIZTJ,X,O,X,X,O,X,X
LOSIZJT,X,X,X,X,O,X,X
LOSJTIZ,X,O,O,O,X,O,X
LOSJTZI,X,O,O,O,X,O,X
LOSJITZ,X,O,O,O,X,O,X
LOSJIZT,X,X,X,O,X,X,X
LOSJZTI,X,O,O,O,X,O,X
LOSJZIT,X,X,X,O,X,O,X
LOSZTIJ,X,O,O,O,O,O,X
LOSZTJI,X,O,O,O,O,O,X
LOSZITJ,X,O,X,X,O,O,X
LOSZIJT,X,X,X,X,O,O,X
LOSZJTI,X,O,O,O,O,O,X
LOSZJIT,X,X,X,O,O,O,X
LOZTIJS,O,O,X,X,O,O,O
LOZTISJ,O,O,X,X,O,O,O
LOZTJIS,O,O,X,O,O,O,O
LOZTJSI,O,O,O,O,O,O,O
LOZTSIJ,O,O,O,O,O,O,O
LOZTSJI,O,O,O,O,O,O,O
LOZITJS,O,O,X,X,O,O,O
LOZITSJ,O,O,X,X,O,O,O
LOZIJTS,O,X,X,X,O,O,O
LOZIJST,O,X,X,X,O,O,X
LOZISTJ,X,O,X,X,O,O,X
LOZISJT,X,X,X,X,O,O,X
LOZJTIS,O,O,X,O,O,O,O
LOZJTSI,O,O,O,O,O,O,O
LOZJITS,O,X,X,X,O,O,O
LOZJIST,O,X,X,X,O,O,X
LOZJSTI,O,O,O,O,O,O,X
LOZJSIT,O,X,X,O,O,O,X
LOZSTIJ,O,O,O,O,O,O,X
LOZSTJI,O,O,O,O,O,O,X
LOZSITJ,X,O,X,X,O,O,X
LOZSIJT,X,X,X,X,O,O,X
LOZSJTI,O,O,O,O,O,O,X
LOZSJIT,O,X,X,O,O,O,X
JTILSZO,O,O,O,O,X,X,X
JTILSOZ,O,O,O,O,X,X,X
JTILZSO,O,O,O,O,X,X,X
JTILZOS,O,O,X,O,X,X,X
JTILOSZ,O,O,X,O,X,X,X
JTILOZS,O,O,X,O,X,X,X
JTISLZO,O,O,O,O,X,X,X
JTISLOZ,O,O,O,O,X,X,X
JTISZLO,O,O,O,O,X,O,O
JTISZOL,O,O,O,O,X,O,O
JTISOLZ,O,O,O,O,X,O,X
JTISOZL,O,O,O,O,X,O,O
JTIZLSO,O,O,O,O,X,O,O
JTIZLOS,O,O,X,O,X,O,O
JTIZSLO,O,O,O,O,X,O,O
JTIZSOL,O,O,O,O,X,O,O
JTIZOLS,O,O,X,O,X,O,O
JTIZOSL,O,O,X,O,X,O,O
JTIOLSZ,O,O,X,O,X,O,X
JTIOLZS,O,O,X,O,X,O,X
JTIOSLZ,O,O,X,O,X,O,X
JTIOSZL,O,O,X,O,X,O,O
JTIOZLS,O,O,X,O,X,O,O
JTIOZSL,O,O,X,O,X,O,O
JTLISZO,O,O,O,O,O,X,X
JTLISOZ,O,O,O,O,X,X,X
JTLIZSO,O,O,O,O,O,X,X
JTLIZOS,O,O,X,O,O,X,X
JTLIOSZ,O,O,X,O,X,X,X
JTLIOZS,O,O,X,O,X,X,X
JTLSIZO,O,O,O,O,O,X,X
JTLSIOZ,O,O,O,O,X,X,X
JTLSZIO,O,O,O,O,O,O,X
JTLSZOI,O,O,O,O,O,O,X
JTLSOIZ,O,O,O,O,O,O,X
JTLSOZI,O,O,O,O,O,O,X
JTLZISO,O,O,O,O,O,O,X
JTLZIOS,O,O,X,O,O,O,X
JTLZSIO,O,O,O,O,O,O,X
JTLZSOI,O,O,O,O,O,O,X
JTLZOIS,O,O,X,O,O,O,X
JTLZOSI,O,O,O,O,O,O,X
JTLOISZ,O,O,X,O,O,O,X
JTLOIZS,O,O,X,O,O,O,X
JTLOSIZ,O,O,O,O,O,O,X
JTLOSZI,O,O,O,O,O,O,X
JTLOZIS,O,O,X,O,O,O,X
JTLOZSI,O,O,O,O,O,O,X
JTSILZO,O,O,O,O,O,X,X
JTSILOZ,O,O,O,O,X,X,X
JTSIZLO,O,O,O,O,O,O,O
JTSIZOL,O,O,O,O,O,O,O
JTSIOLZ,O,O,O,O,O,O,X
JTSIOZL,O,O,O,O,X,O,O
JTSLIZO,O,O,O,O,O,X,X
JTSLIOZ,O,O,O,O,X,X,X
JTSLZIO,O,O,O,O,O,O,X
JTSLZOI,O,O,O,O,O,O,X
JTSLOIZ,O,O,O,O,O,O,X
JTSLOZI,O,O,O,O,O,O,X
JTSZILO,O,O,O,O,O,O,O
JTSZIOL,O,O,O,O,O,O,O
JTSZLIO,O,O,O,O,O,O,O
JTSZLOI,O,O,O,O,O,O,O
JTSZOIL,O,O,O,O,O,O,O
JTSZOLI,O,O,O,O,O,O,O
JTSOILZ,O,O,O,O,O,O,X
JTSOIZL,O,O,O,O,X,O,O
JTSOLIZ,O,O,O,O,O,O,X
JTSOLZI,O,O,O,O,O,O,X
JTSOZIL,O,O,O,O,X,O,O
JTSOZLI,O,O,O,O,O,O,O
JTZILSO,O,O,O,O,O,O,O
JTZILOS,O,O,X,O,O,O,O
JTZISLO,O,O,O,O,O,O,O
JTZISOL,O,O,O,O,O,O,O
JTZIOLS,O,O,X,O,X,O,O
JTZIOSL,O,O,X,O,X,O,O
JTZLISO,O,O,O,O,O,O,O
JTZLIOS,O,O,X,O,O,O,O
JTZLSIO,O,O,O,O,O,O,O
JTZLSOI,O,O,O,O,O,O,O
JTZLOIS,O,O,X,O,O,O,O
JTZLOSI,O,O,O,O,O,O,O
JTZSILO,O,O,O,O,O,O,O
JTZSIOL,O,O,O,O,O,O,O
JTZSLIO,O,O,O,O,O,O,O
JTZSLOI,O,O,O,O,O,O,O
JTZSOIL,O,O,O,O,O,O,O
JTZSOLI,O,O,O,O,O,O,O
JTZOILS,O,O,X,O,X,O,O
JTZOISL,O,O,X,O,X,O,O
JTZOLIS,O,O,X,O,O,O,O
JTZOLSI,O,O,O,O,O,O,O
JTZOSIL,O,O,O,O,O,O,O
JTZOSLI,O,O,O,O,O,O,O
JTOILSZ,O,O,X,O,O,O,X
JTOILZS,O,O,X,O,O,O,X
JTOISLZ,O,O,X,O,O,O,X
JTOISZL,O,O,X,O,X,O,O
JTOIZLS,O,O,X,O,X,O,O
JTOIZSL,O,O,X,O,X,O,O
JTOLISZ,O,O,X,O,O,O,X
JTOLIZS,O,O,X,O,O,O,X
JTOLSIZ,O,O,O,O,O,O,X
JTOLSZI,O,O,O,O,O,O,X
JTOLZIS,O,O,X,O,O,O,X
JTOLZSI,O,O,O,O,O,O,X
JTOSILZ,O,O,O,O,O,O,X
JTOSIZL,O,O,O,O,X,O,O
JTOSLIZ,O,O,O,O,O,O,X
JTOSLZI,O,O,O,O,O,O,X
JTOSZIL,O,O,O,O,X,O,O
JTOSZLI,O,O,O,O,O,O,O
JTOZILS,O,O,X,O,X,O,O
JTOZISL,O,O,X,O,X,O,O
JTOZLIS,O,O,X,O,O,O,O
JTOZLSI,O,O,O,O,O,O,O
JTOZSIL,O,O,O,O,X,O,O
JTOZSLI,O,O,O,O,O,O,O
JITLSZO,O,O,O,O,X,X,X
JITLSOZ,O,O,O,O,X,X,X
JITLZSO,O,O,O,O,X,X,X
JITLZOS,O,O,X,O,X,X,X
JITLOSZ,O,O,X,O,X,X,X
JITLOZS,O,O,X,O,X,X,X
JITSLZO,O,O,O,O,X,X,X
JITSLOZ,O,O,O,O,X,X,X
JITSZLO,O,O,O,O,X,O,O
JITSZOL,O,O,O,O,X,O,O
JITSOLZ,O,O,O,O,X,O,X
JITSOZL,O,O,O,O,X,O,O
JITZLSO,O,O,O,O,X,O,O
JITZLOS,O,O,X,O,X,O,O
JITZSLO,O,O,O,O,X,O,O
JITZSOL,O,O,O,O,X,O,O
JITZOLS,O,O,X,O,X,O,O
JITZOSL,O,O,X,O,X,O,O
JITOLSZ,O,O,X,O,X,O,X
JITOLZS,O,O,X,O,X,O,X
JITOSLZ,O,O,X,O,X,O,X
JITOSZL,O,O,X,O,X,O,O
JITOZLS,O,O,X,O,X,O,O
JITOZSL,O,O,X,O,X,O,O
JILTSZO,O,O,O,O,X,X,X
JILTSOZ,O,O,O,O,X,X,X
JILTZSO,O,O,O,O,X,X,X
JILTZOS,O,O,X,O,X,X,X
JILTOSZ,O,O,X,O,X,X,X
JILTOZS,O,O,X,O,X,X,X
JILSTZO,X,O,O,O,X,X,X
JILSTOZ,X,O,O,O,X,X,X
JILSZTO,X,X,O,O,X,X,X
JILSZOT,X,X,X,X,X,X,X
JILSOTZ,X,O,O,O,X,X,X
JILSOZT,X,X,X,O,X,X,X
JILZTSO,O,X,O,X,X,X,X
JILZTOS,O,X,X,X,X,X,X
JILZSTO,O,X,O,X,X,X,X
JILZSOT,O,X,X,X,X,X,X
JILZOTS,O,X,X,X,X,X,X
JILZOST,O,X,X,X,X,X,X
JILOTSZ,O,O,X,O,X,X,X
JILOTZS,O,O,X,O,X,X,X
JILOSTZ,X,O,X,O,X,X,X
JILOSZT,X,X,X,O,X,X,X
JILOZTS,O,X,X,X,X,X,X
JILOZST,O,X,X,X,X,X,X
JISTLZO,O,O,O,O,X,X,X
JISTLOZ,O,O,O,O,X,X,X
JISTZLO,O,O,O,O,X,X,X
JISTZOL,O,O,O,O,X,X,X
JISTOLZ,O,O,O,O,X,X,X
JISTOZL,O,O,O,O,X,X,X
JISLTZO,X,O,O,O,X,X,X
JISLTOZ,X,O,O,O,X,X,X
JISLZTO,X,X,O,O,X,X,X
JISLZOT,X,X,X,X,X,X,X
JISLOTZ,X,O,O,O,X,X,X
JISLOZT,X,X,X,O,X,X,X
JISZTLO,O,X,O,O,X,X,X
JISZTOL,O,X,O,O,X,X,X
JISZLTO,O,X,O,O,X,X,X
JISZLOT,O,X,X,X,X,X,X
JISZOTL,O,X,X,X,X,X,X
JISZOLT,O,X,X,X,X,X,X
JISOTLZ,O,O,O,O,X,X,X
JISOTZL,O,O,O,O,X,X,X
JISOLTZ,X,O,O,O,X,X,X
JISOLZT,X,X,X,O,X,X,X
JISOZTL,O,X,X,O,X,X,X
JISOZLT,O,X,X,O,X,X,X
JIZTLSO,O,X,O,X,X,O,O
JIZTLOS,O,X,X,X,X,O,O
JIZTSLO,O,X,O,X,X,O,O
JIZTSOL,O,X,O,X,X,O,O
JIZTOLS,O,X,X,X,X,O,O
JIZTOSL,O,X,X,X,X,O,O
JIZLTSO,O,X,O,X,X,O,O
JIZLTOS,O,X,X,X,X,O,O
JIZLSTO,O,X,O,X,X,O,X
JIZLSOT,O,X,X,X,X,X,X
JIZLOTS,O,X,X,X,X,O,O
JIZLOST,O,X,X,X,X,X,X
JIZSTLO,O,X,O,X,X,O,O
JIZSTOL,O,X,O,X,X,O,O
JIZSLTO,O,X,O,X,X,O,X
JIZSLOT,O,X,X,X,X,X,X
JIZSOTL,O,X,X,X,X,X,O
JIZSOLT,O,X,X,X,X,X,X
JIZOTLS,O,X,X,X,X,O,O
JIZOTSL,O,X,X,X,X,O,O
JIZOLTS,O,X,X,X,X,O,O
JIZOLST,O,X,X,X,X,O,X
JIZOSTL,O,X,X,X,X,O,O
JIZOSLT,O,X,X,X,X,O,X
JIOTLSZ,O,O,X,O,X,O,X
JIOTLZS,O,O,X,O,X,O,X
JIOTSLZ,O,O,X,O,X,O,X
JIOTSZL,O,O,X,O,X,O,O
JIOTZLS,O,O,X,O,X,O,O
JIOTZSL,O,O,X,O,X,O,O
JIOLTSZ,O,O,X,O,X,O,X
JIOLTZS,O,O,X,O,X,O,X
JIOLSTZ,X,O,X,O,X,O,X
JIOLSZT,X,X,X,O,X,X,X
JIOLZTS,O,X,X,X,X,O,X
JIOLZST,O,X,X,X,X,O,X
JIOSTLZ,O,O,X,O,X,X,X
JIOSTZL,O,O,X,O,X,X,X
JIOSLTZ,X,O,X,O,X,X,X
JIOSLZT,X,X,X,O,X,X,X
JIOSZTL,O,X,X,O,X,X,X
JIOSZLT,O,X,X,O,X,X,X
JIOZTLS,O,X,X,X,X,O,O
JIOZTSL,O,X,X,X,X,O,O
JIOZLTS,O,X,X,X,X,O,O
JIOZLST,O,X,X,X,X,O,X
JIOZSTL,O,X,X,X,X,O,O
JIOZSLT,O,X,X,X,X,O,X
JLTISZO,O,O,O,O,O,X,X
JLTISOZ,O,O,O,O,X,X,X
JLTIZSO,O,O,O,O,O,X,X
JLTIZOS,O,O,X,O,O,X,X
JLTIOSZ,O,O,X,O,X,X,X
JLTIOZS,O,O,X,O,X,X,X
JLTSIZO,O,O,O,O,O,X,X
JLTSIOZ,O,O,O,O,X,X,X
JLTSZIO,O,O,O,O,O,O,X
JLTSZOI,O,O,O,O,O,O,X
JLTSOIZ,O,O,O,O,O,O,X
JLTSOZI,O,O,O,O,O,O,X
JLTZISO,O,O,O,O,O,O,X
JLTZIOS,O,O,X,O,O,O,X
JLTZSIO,O,O,O,O,O,O,X
JLTZSOI,O,O,O,O,O,O,X
JLTZOIS,O,O,X,O,O,O,X
JLTZOSI,O,O,O,O,O,O,X
JLTOISZ,O,O,X,O,O,O,X
JLTOIZS,O,O,X,O,O,O,X
JLTOSIZ,O,O,O,O,O,O,X
JLTOSZI,O,O,O,O,O,O,X
JLTOZIS,O,O,X,O,O,O,X
JLTOZSI,O,O,O,O,O,O,X
JLITSZO,O,O,O,O,O,X,X
JLITSOZ,O,O,O,O,X,X,X
JLITZSO,O,O,O,O,O,X,X
JLITZOS,O,O,X,O,O,X,X
JLITOSZ,O,O,X,O,X,X,X
JLITOZS,O,O,X,O,X,X,X
JLISTZO,X,O,O,O,X,X,X
JLISTOZ,X,O,O,O,X,X,X
JLISZTO,X,X,O,O,X,X,X
JLISZOT,X,X,X,X,X,X,X
JLISOTZ,X,O,O,O,X,X,X
JLISOZT,X,X,X,O,X,X,X
JLIZTSO,O,X,O,X,O,X,X
JLIZTOS,O,X,X,X,O,X,X
JLIZSTO,O,X,O,X,O,X,X
JLIZSOT,O,X,X,X,X,X,X
JLIZOTS,O,X,X,X,O,X,X
JLIZOST,O,X,X,X,X,X,X
JLIOTSZ,O,O,X,O,X,X,X
JLIOTZS,O,O,X,O,X,X,X
JLIOSTZ,X,O,X,O,X,X,X
JLIOSZT,X,X,X,O,X,X,X
JLIOZTS,O,X,X,X,X,X,X
JLIOZST,O,X,X,X,X,X,X
JLSTIZO,X,O,O,O,X,X,X
JLSTIOZ,X,O,O,O,X,X,X
JLSTZIO,X,O,O,O,X,X,X
JLSTZOI,X,O,O,O,X,X,X
JLSTOIZ,X,O,O,O,X,X,X
JLSTOZI,X,O,O,O,X,X,X
JLSITZO,X,O,O,O,X,X,X
JLSITOZ,X,O,O,O,X,X,X
JLSIZTO,X,X,O,O,X,X,X
JLSIZOT,X,X,X,X,X,X,X
JLSIOTZ,X,O,O,O,X,X,X
JLSIOZT,X,X,X,O,X,X,X
