sequence,v115@RhB8CeB8CeA8BeG8Je2EJvhFRgBUiBFmBToBCoBXqB,v115@RhB8CeB8CeA8BeG8Jex/IvhFOmBXiB6oBcqBznBlpB,v115@RhB8CeB8CeA8BeG8JeT/IvhFUiBFjBxlBStBmlBXqB,v115@RhB8CeB8CeA8BeG8JeyEJvhFxiB3lBGnBToBFmB0pB,v115@RhB8CeB8CeA8BeG8JeFAJvhFxhBTjBcqBimBWtB/pB,v115@RhB8CeB8CeA8BeG8JeFCJvhFTjBxkBXmBWtBilB0pB,v115@RhB8CeB8CeA8BeG8JeOGJvhFXiBxkBCoBcqBToBlpB,v115@RhB8CeB8CeA8BeG8JeyEJvhFFmBxnB3lBGnBToB0pB
JOTSILZ,O,X,X,O,X,O,X,X
JOTSIZL,O,X,X,X,X,O,X,X
JOTSLIZ,O,X,X,O,X,O,X,X
JOTSLZI,O,O,X,O,X,X,X,X
JOTSZIL,O,O,X,X,X,O,X,X
JOTSZLI,O,O,X,X,X,X,X,X
JOTZILS,O,O,X,X,X,X,X,X
JOTZISL,O,O,X,X,X,O,X,X
JOTZLIS,O,O,X,X,O,X,X,X
JOTZLSI,O,O,X,X,O,X,X,X
JOTZSIL,O,O,X,X,X,O,X,X
JOTZSLI,O,O,X,X,X,X,X,X
JOITLSZ,X,X,X,O,X,O,X,X
JOITLZS,O,X,X,X,O,X,X,X
JOITSLZ,X,X,X,O,X,O,X,X
JOITSZL,O,X,X,X,X,O,X,X
JOITZLS,O,X,X,X,X,X,X,X
JOITZSL,O,X,X,X,X,O,X,X
JOILTSZ,X,X,X,O,X,O,X,X
JOILTZS,X,X,O,X,O,X,X,X
JOILSTZ,X,X,X,O,X,O,O,X
JOILSZT,X,O,X,O,O,X,O,X
JOILZTS,X,O,O,X,O,X,X,X
JOILZST,X,O,X,O,O,X,X,X
JOISTLZ,X,X,X,O,X,O,X,X
JOISTZL,X,X,X,X,X,O,X,X
JOISLTZ,X,X,X,O,X,O,O,X
JOISLZT,X,O,X,O,O,X,O,X
JOISZTL,X,O,X,X,X,O,X,X
JOISZLT,X,O,X,O,X,X,X,X
JOIZTLS,O,O,X,X,X,X,X,X
JOIZTSL,O,O,X,X,X,O,X,X
JOIZLTS,X,O,O,X,O,X,X,X
JOIZLST,X,O,X,O,O,X,X,X
JOIZSTL,X,O,X,X,X,O,X,X
JOIZSLT,X,O,X,O,X,X,X,X
JOLTISZ,X,X,X,O,X,O,X,X
JOLTIZS,O,X,O,X,O,X,X,X
JOLTSIZ,X,X,X,O,X,O,X,X
JOLTSZI,X,O,X,O,X,X,X,X
JOLTZIS,O,O,O,X,O,X,X,X
JOLTZSI,O,O,X,X,O,X,X,X
JOLITSZ,X,X,X,O,X,O,X,X
JOLITZS,X,X,O,X,O,X,X,X
JOLISTZ,X,X,X,O,X,O,O,X
JOLISZT,X,O,X,O,O,X,O,X
JOLIZTS,X,O,O,X,O,X,X,X
JOLIZST,X,O,X,O,O,X,X,X
JOLSTIZ,X,X,X,O,X,O,X,X
JOLSTZI,X,O,X,O,X,X,X,X
JOLSITZ,X,X,X,O,X,O,O,X
JOLSIZT,X,O,X,O,O,X,O,X
JOLSZTI,X,O,X,O,O,X,X,X
JOLSZIT,X,O,X,O,O,X,X,X
JOLZTIS,O,O,O,X,O,X,X,X
JOLZTSI,O,O,X,X,O,X,X,X
JOLZITS,X,O,O,X,O,X,X,X
JOLZIST,X,O,X,O,O,X,X,X
JOLZSTI,X,O,X,O,O,X,X,X
JOLZSIT,X,O,X,O,O,X,X,X
JOSTILZ,O,X,X,O,X,O,X,X
JOSTIZL,O,X,X,X,X,O,X,X
JOSTLIZ,O,X,X,O,X,O,X,X
JOSTLZI,O,O,X,O,X,X,X,X
JOSTZIL,O,O,X,X,X,O,X,X
JOSTZLI,O,O,X,X,X,X,X,X
JOSITLZ,O,X,X,O,X,O,X,X
JOSITZL,O,X,X,X,X,O,X,X
JOSILTZ,X,X,X,O,X,O,O,X
JOSILZT,X,O,X,O,O,X,O,X
JOSIZTL,O,O,X,X,X,O,X,X
JOSIZLT,X,O,X,O,X,X,X,X
JOSLTIZ,O,X,X,O,X,O,X,X
JOSLTZI,O,O,X,O,X,X,X,X
JOSLITZ,X,X,X,O,X,O,O,X
JOSLIZT,X,O,X,O,O,X,O,X
JOSLZTI,O,O,X,O,O,X,X,X
JOSLZIT,X,O,X,O,O,X,X,X
JOSZTIL,O,O,X,X,X,O,X,X
JOSZTLI,O,O,X,X,X,X,X,X
JOSZITL,O,O,X,X,X,O,X,X
JOSZILT,X,O,X,O,X,X,X,X
JOSZLTI,O,O,X,O,O,X,X,X
JOSZLIT,X,O,X,O,O,X,X,X
JOZTILS,O,O,X,X,X,X,X,X
JOZTISL,O,O,X,X,X,O,X,X
JOZTLIS,O,O,X,X,O,X,X,X
JOZTLSI,O,O,X,X,O,X,X,X
JOZTSIL,O,O,X,X,X,O,X,X
JOZTSLI,O,O,X,X,X,X,X,X
JOZITLS,O,O,X,X,X,X,X,X
JOZITSL,O,O,X,X,X,O,X,X
JOZILTS,X,O,O,X,O,X,X,X
JOZILST,X,O,X,O,O,X,X,X
JOZISTL,X,O,X,X,X,O,X,X
JOZISLT,X,O,X,O,X,X,X,X
JOZLTIS,O,O,O,X,O,X,X,X
JOZLTSI,O,O,X,X,O,X,X,X
JOZLITS,X,O,O,X,O,X,X,X
JOZLIST,X,O,X,O,O,X,X,X
JOZLSTI,X,O,X,O,O,X,X,X
JOZLSIT,X,O,X,O,O,X,X,X
JOZSTIL,O,O,X,X,X,O,X,X
JOZSTLI,O,O,X,X,X,X,X,X
JOZSITL,O,O,X,X,X,O,X,X
JOZSILT,X,O,X,O,X,X,X,X
JOZSLTI,O,O,X,O,O,X,X,X
JOZSLIT,X,O,X,O,O,X,X,X
STILJZO,O,X,O,X,X,X,O,O
STILJOZ,O,X,O,X,X,O,O,O
STILZJO,O,X,O,X,X,X,X,O
STILZOJ,O,X,O,X,X,X,X,O
STILOJZ,O,X,O,X,X,X,X,O
STILOZJ,O,X,O,X,X,X,X,O
STIJLZO,O,X,X,X,X,X,O,X
STIJLOZ,O,X,X,X,X,O,O,X
STIJZLO,O,X,X,X,X,X,X,X
STIJZOL,O,X,X,X,X,O,X,X
STIJOLZ,O,X,X,X,X,O,X,X
STIJOZL,O,X,X,X,X,O,X,X
STIZLJO,O,X,O,X,X,X,X,X
STIZLOJ,O,X,O,X,X,X,X,X
STIZJLO,O,X,X,X,X,X,X,X
STIZJOL,O,X,X,X,X,O,X,X
STIZOLJ,O,X,O,X,X,X,X,X
STIZOJL,O,X,X,X,X,X,X,X
STIOLJZ,O,X,O,X,X,X,X,X
STIOLZJ,O,X,O,X,X,X,X,X
STIOJLZ,O,X,X,X,X,O,X,X
STIOJZL,O,X,X,X,X,O,X,X
STIOZLJ,O,X,O,X,X,X,X,X
STIOZJL,O,X,X,X,X,X,X,X
STLIJZO,O,X,O,X,X,X,O,O
STLIJOZ,O,X,O,X,X,O,O,O
STLIZJO,O,X,O,X,X,X,X,O
STLIZOJ,O,X,O,X,X,X,X,O
STLIOJZ,O,X,O,X,X,X,X,O
STLIOZJ,O,X,O,X,X,X,X,O
STLJIZO,O,X,O,X,X,X,O,X
STLJIOZ,O,X,O,X,X,O,O,X
STLJZIO,O,O,O,X,X,X,X,X
STLJZOI,O,X,O,X,X,X,X,X
STLJOIZ,O,X,O,O,X,O,X,X
STLJOZI,O,X,O,O,X,X,X,X
STLZIJO,O,O,O,X,X,X,X,X
STLZIOJ,O,X,O,X,X,X,X,X
STLZJIO,O,O,O,X,X,X,X,X
STLZJOI,O,X,O,X,X,X,X,X
STLZOIJ,O,X,O,X,X,X,X,X
STLZOJI,O,X,O,X,X,X,X,X
STLOIJZ,O,X,O,O,X,X,X,X
STLOIZJ,O,X,O,X,X,X,X,X
STLOJIZ,O,X,O,O,X,X,X,X
STLOJZI,O,X,O,O,X,X,X,X
STLOZIJ,O,X,O,X,X,X,X,X
STLOZJI,O,X,O,X,X,X,X,X
STJILZO,O,X,X,X,X,X,O,X
STJILOZ,O,X,X,X,X,O,O,X
STJIZLO,O,X,X,X,X,X,X,X
STJIZOL,O,X,X,X,X,O,X,X
STJIOLZ,O,X,X,X,X,O,X,X
STJIOZL,O,X,X,X,X,O,X,X
STJLIZO,O,X,X,X,X,X,O,X
STJLIOZ,O,X,X,X,X,O,O,X
STJLZIO,O,O,X,X,X,X,X,X
STJLZOI,O,X,X,X,X,X,X,X
STJLOIZ,O,X,X,O,X,O,X,X
STJLOZI,O,X,X,O,X,X,X,X
STJZILO,O,O,X,X,X,X,X,X
STJZIOL,O,O,X,X,X,O,X,X
STJZLIO,O,O,X,X,X,X,X,X
STJZLOI,O,X,X,X,X,X,X,X
STJZOIL,O,O,X,X,X,O,X,X
STJZOLI,O,O,X,X,X,X,X,X
STJOILZ,O,X,X,O,X,O,X,X
STJOIZL,O,X,X,X,X,O,X,X
STJOLIZ,O,X,X,O,X,O,X,X
STJOLZI,O,O,X,O,X,X,X,X
STJOZIL,O,O,X,X,X,O,X,X
STJOZLI,O,O,X,X,X,X,X,X
STZILJO,O,O,O,X,X,X,X,X
STZILOJ,O,X,O,X,X,X,X,X
STZIJLO,O,O,X,X,X,X,X,X
STZIJOL,O,O,X,X,X,O,X,X
STZIOLJ,O,O,O,X,X,X,X,X
STZIOJL,O,O,X,X,X,X,X,X
STZLIJO,O,O,O,X,X,X,X,X
STZLIOJ,O,X,O,X,X,X,X,X
STZLJIO,O,O,O,X,X,X,X,X
STZLJOI,O,X,O,X,X,X,X,X
STZLOIJ,O,X,O,X,X,X,X,X
STZLOJI,O,X,O,X,X,X,X,X
STZJILO,O,O,X,X,X,X,X,X
STZJIOL,O,O,X,X,X,O,X,X
STZJLIO,O,O,X,X,X,X,X,X
STZJLOI,O,X,X,X,X,X,X,X
STZJOIL,O,O,X,X,X,O,X,X
STZJOLI,O,O,X,X,X,X,X,X
STZOILJ,O,O,O,X,X,X,X,X
STZOIJL,O,O,X,X,X,X,X,X
STZOLIJ,O,O,O,X,X,X,X,X
STZOLJI,O,O,O,X,X,X,X,X
STZOJIL,O,O,X,X,X,X,X,X
STZOJLI,O,O,X,X,X,X,X,X
STOILJZ,O,X,O,O,X,X,X,X
STOILZJ,O,X,O,X,X,X,X,X
STOIJLZ,O,X,X,O,X,O,X,X
STOIJZL,O,X,X,X,X,O,X,X
STOIZLJ,O,X,O,X,X,X,X,X
STOIZJL,O,X,X,X,X,X,X,X
STOLIJZ,O,X,O,O,X,X,X,X
STOLIZJ,O,X,O,X,X,X,X,X
STOLJIZ,O,X,O,O,X,X,X,X
STOLJZI,O,O,O,O,X,X,X,X
STOLZIJ,O,O,O,X,X,X,X,X
STOLZJI,O,O,O,X,X,X,X,X
STOJILZ,O,X,X,O,X,O,X,X
STOJIZL,O,X,X,X,X,O,X,X
STOJLIZ,O,X,X,O,X,O,X,X
STOJLZI,O,O,X,O,X,X,X,X
STOJZIL,O,O,X,X,X,O,X,X
STOJZLI,O,O,X,X,X,X,X,X
STOZILJ,O,O,O,X,X,X,X,X
STOZIJL,O,O,X,X,X,X,X,X
STOZLIJ,O,O,O,X,X,X,X,X
STOZLJI,O,O,O,X,X,X,X,X
STOZJIL,O,O,X,X,X,X,X,X
STOZJLI,O,O,X,X,X,X,X,X
SITLJZO,O,X,O,X,X,X,O,O
SITLJOZ,O,X,O,X,X,O,O,O
SITLZJO,O,X,O,X,X,X,X,O
SITLZOJ,O,X,O,X,X,X,X,O
SITLOJZ,O,X,O,X,X,X,X,O
SITLOZJ,O,X,O,X,X,X,X,O
SITJLZO,O,X,X,X,X,X,O,X
SITJLOZ,O,X,X,X,X,O,O,X
SITJZLO,O,X,X,X,X,X,X,X
SITJZOL,O,X,X,X,X,O,X,X
SITJOLZ,O,X,X,X,X,O,X,X
SITJOZL,O,X,X,X,X,O,X,X
SITZLJO,O,X,O,X,X,X,X,X
SITZLOJ,O,X,O,X,X,X,X,X
SITZJLO,O,X,X,X,X,X,X,X
SITZJOL,O,X,X,X,X,O,X,X
SITZOLJ,O,X,O,X,X,X,X,X
SITZOJL,O,X,X,X,X,X,X,X
SITOLJZ,O,X,O,X,X,X,X,X
SITOLZJ,O,X,O,X,X,X,X,X
SITOJLZ,O,X,X,X,X,O,X,X
SITOJZL,O,X,X,X,X,O,X,X
SITOZLJ,O,X,O,X,X,X,X,X
SITOZJL,O,X,X,X,X,X,X,X
SILTJZO,X,X,O,X,X,X,O,O
SILTJOZ,X,X,O,X,X,O,O,O
SILTZJO,X,X,O,X,X,X,X,O
SILTZOJ,X,X,O,X,X,X,X,O
SILTOJZ,X,X,O,X,X,X,X,O
SILTOZJ,X,X,O,X,X,X,X,O
SILJTZO,X,X,O,X,X,X,O,X
SILJTOZ,X,X,O,X,X,O,O,X
SILJZTO,X,O,O,X,X,X,O,X
SILJZOT,X,O,O,X,X,X,O,X
SILJOTZ,X,X,O,O,X,O,O,X
SILJOZT,X,X,O,O,X,X,O,X
SILZTJO,X,O,O,X,X,X,X,X
SILZTOJ,X,X,O,X,X,X,X,X
SILZJTO,X,O,O,X,X,X,O,X
SILZJOT,X,O,O,X,X,X,O,X
SILZOTJ,X,X,O,X,X,X,X,X
SILZOJT,X,O,O,X,X,X,X,X
SILOTJZ,X,X,O,O,X,X,X,X
SILOTZJ,X,X,O,X,X,X,X,X
SILOJTZ,X,X,O,O,X,X,O,X
SILOJZT,X,X,O,O,X,X,O,X
SILOZTJ,X,X,O,X,X,X,X,X
SILOZJT,X,X,O,O,X,X,X,X
SIJTLZO,O,X,X,X,X,X,O,X
SIJTLOZ,O,X,X,X,X,O,O,X
SIJTZLO,O,X,X,X,X,X,X,X
SIJTZOL,O,X,X,X,X,O,X,X
SIJTOLZ,O,X,X,X,X,O,X,X
SIJTOZL,O,X,X,X,X,O,X,X
SIJLTZO,X,X,O,X,X,X,O,X
SIJLTOZ,X,X,O,X,X,O,O,X
SIJLZTO,X,O,O,X,X,X,O,X
SIJLZOT,X,O,O,X,X,X,O,X
SIJLOTZ,X,X,O,O,X,O,O,X
SIJLOZT,X,X,O,O,X,X,O,X
SIJZTLO,O,O,X,X,X,X,X,X
SIJZTOL,O,O,X,X,X,O,X,X
SIJZLTO,X,O,O,X,X,X,O,X
SIJZLOT,X,O,O,X,X,X,O,X
SIJZOTL,O,O,X,X,X,O,X,X
SIJZOLT,X,O,O,X,X,X,X,X
SIJOTLZ,O,X,X,O,X,O,X,X
SIJOTZL,O,X,X,X,X,O,X,X
SIJOLTZ,X,X,O,O,X,O,O,X
SIJOLZT,X,O,O,O,X,X,O,X
SIJOZTL,O,O,X,X,X,O,X,X
SIJOZLT,X,O,O,O,X,X,X,X
SIZTLJO,O,O,O,X,X,X,X,X
SIZTLOJ,O,X,O,X,X,X,X,X
SIZTJLO,O,O,X,X,X,X,X,X
SIZTJOL,O,O,X,X,X,O,X,X
SIZTOLJ,O,O,O,X,X,X,X,X
SIZTOJL,O,O,X,X,X,X,X,X
SIZLTJO,X,O,O,X,X,X,X,X
SIZLTOJ,X,X,O,X,X,X,X,X
SIZLJTO,X,O,O,X,X,X,O,X
SIZLJOT,X,O,O,X,X,X,O,X
SIZLOTJ,X,O,O,X,X,X,X,X
SIZLOJT,X,O,O,X,X,X,X,X
SIZJTLO,O,O,X,X,X,X,X,X
SIZJTOL,O,O,X,X,X,O,X,X
SIZJLTO,X,O,O,X,X,X,O,X
SIZJLOT,X,O,O,X,X,X,O,X
SIZJOTL,O,O,X,X,X,O,X,X
SIZJOLT,X,O,O,X,X,X,X,X
SIZOTLJ,O,O,O,X,X,X,X,X
SIZOTJL,O,O,X,X,X,X,X,X
SIZOLTJ,X,O,O,X,X,X,X,X
SIZOLJT,X,O,O,X,X,X,X,X
SIZOJTL,O,O,X,X,X,X,X,X
SIZOJLT,X,O,O,X,X,X,X,X
SIOTLJZ,O,X,O,O,X,X,X,X
SIOTLZJ,O,X,O,X,X,X,X,X
SIOTJLZ,O,X,X,O,X,O,X,X
SIOTJZL,O,X,X,X,X,O,X,X
SIOTZLJ,O,X,O,X,X,X,X,X
SIOTZJL,O,X,X,X,X,X,X,X
SIOLTJZ,X,X,O,O,X,X,X,X
SIOLTZJ,X,X,O,X,X,X,X,X
SIOLJTZ,X,X,O,O,X,X,O,X
SIOLJZT,X,O,O,O,X,X,O,X
SIOLZTJ,X,O,O,X,X,X,X,X
SIOLZJT,X,O,O,O,X,X,X,X
SIOJTLZ,O,X,X,O,X,O,X,X
SIOJTZL,O,X,X,X,X,O,X,X
SIOJLTZ,X,X,O,O,X,O,O,X
SIOJLZT,X,O,O,O,X,X,O,X
SIOJZTL,O,O,X,X,X,O,X,X
SIOJZLT,X,O,O,O,X,X,X,X
SIOZTLJ,O,O,O,X,X,X,X,X
SIOZTJL,O,O,X,X,X,X,X,X
SIOZLTJ,X,O,O,X,X,X,X,X
SIOZLJT,X,O,O,O,X,X,X,X
SIOZJTL,O,O,X,X,X,X,X,X
SIOZJLT,X,O,O,O,X,X,X,X
SLTIJZO,O,X,O,X,X,X,O,O
SLTIJOZ,O,X,O,X,X,O,O,O
SLTIZJO,O,X,O,X,X,X,X,O
SLTIZOJ,O,X,O,X,X,X,X,O
SLTIOJZ,O,X,O,X,X,X,X,O
SLTIOZJ,O,X,O,X,X,X,X,O
SLTJIZO,O,X,O,X,X,X,O,X
SLTJIOZ,O,X,O,X,X,O,O,X
SLTJZIO,O,O,O,X,X,X,X,X
SLTJZOI,O,X,O,X,X,X,X,X
SLTJOIZ,O,X,O,O,X,O,X,X
SLTJOZI,O,X,O,O,X,X,X,X
SLTZIJO,O,O,O,X,X,X,X,X
SLTZIOJ,O,X,O,X,X,X,X,X
SLTZJIO,O,O,O,X,X,X,X,X
SLTZJOI,O,X,O,X,X,X,X,X
SLTZOIJ,O,X,O,X,X,X,X,X
SLTZOJI,O,X,O,X,X,X,X,X
SLTOIJZ,O,X,O,O,X,X,X,X
SLTOIZJ,O,X,O,X,X,X,X,X
SLTOJIZ,O,X,O,O,X,X,X,X
SLTOJZI,O,X,O,O,X,X,X,X
SLTOZIJ,O,X,O,X,X,X,X,X
SLTOZJI,O,X,O,X,X,X,X,X
SLITJZO,X,X,O,X,X,X,O,O
SLITJOZ,X,X,O,X,X,O,O,O
SLITZJO,X,X,O,X,X,X,X,O
SLITZOJ,X,X,O,X,X,X,X,O
SLITOJZ,X,X,O,X,X,X,X,O
SLITOZJ,X,X,O,X,X,X,X,O
SLIJTZO,X,X,O,X,X,X,O,X
SLIJTOZ,X,X,O,X,X,O,O,X
SLIJZTO,X,O,O,X,O,X,O,X
SLIJZOT,X,O,O,X,O,X,O,X
SLIJOTZ,X,X,O,O,X,O,O,X
SLIJOZT,X,X,O,O,O,X,O,X
SLIZTJO,X,O,O,X,X,X,X,X
SLIZTOJ,X,X,O,X,X,X,X,X
SLIZJTO,X,O,O,X,O,X,O,X
SLIZJOT,X,O,O,X,O,X,O,X
SLIZOTJ,X,X,O,X,X,X,X,X
SLIZOJT,X,O,O,X,X,X,X,X
SLIOTJZ,X,X,O,O,X,X,X,X
SLIOTZJ,X,X,O,X,X,X,X,X
SLIOJTZ,X,X,O,O,X,X,O,X
SLIOJZT,X,X,O,O,X,X,O,X
SLIOZTJ,X,X,O,X,X,X,X,X
SLIOZJT,X,X,O,O,X,X,X,X
SLJTIZO,O,X,O,X,X,X,O,X
SLJTIOZ,O,X,O,X,X,O,O,X
SLJTZIO,O,O,O,X,X,X,X,X
SLJTZOI,O,X,O,X,X,X,X,X
SLJTOIZ,O,X,O,O,X,O,X,X
SLJTOZI,O,X,O,O,X,X,X,X
SLJITZO,X,X,O,X,X,X,O,X
SLJITOZ,X,X,O,X,X,O,O,X
SLJIZTO,X,O,O,X,O,X,O,X
SLJIZOT,X,O,O,X,O,X,O,X
SLJIOTZ,X,X,O,O,X,O,O,X
SLJIOZT,X,X,O,O,O,X,O,X
SLJZTIO,O,O,O,X,O,X,X,X
SLJZTOI,O,X,O,X,O,X,X,X
SLJZITO,X,O,O,X,O,X,O,X
SLJZIOT,X,O,O,X,O,X,O,X
SLJZOTI,O,O,O,O,O,X,X,X
SLJZOIT,X,O,O,O,O,X,X,X
SLJOTIZ,O,X,O,O,X,O,X,X
SLJOTZI,O,O,O,O,X,X,X,X
SLJOITZ,X,X,O,O,X,O,O,X
SLJOIZT,X,O,O,O,O,X,O,X
SLJOZTI,O,O,O,O,O,X,X,X
SLJOZIT,X,O,O,O,O,X,X,X
SLZTIJO,O,O,O,X,X,X,X,X
SLZTIOJ,O,X,O,X,X,X,X,X
SLZTJIO,O,O,O,X,X,X,X,X
SLZTJOI,O,X,O,X,X,X,X,X
SLZTOIJ,O,X,O,X,X,X,X,X
SLZTOJI,O,X,O,X,X,X,X,X
SLZITJO,X,O,O,X,X,X,X,X
SLZITOJ,X,X,O,X,X,X,X,X
SLZIJTO,X,O,O,X,O,X,O,X
SLZIJOT,X,O,O,X,O,X,O,X
SLZIOTJ,X,O,O,X,X,X,X,X
SLZIOJT,X,O,O,X,X,X,X,X
SLZJTIO,O,O,O,X,O,X,X,X
SLZJTOI,O,X,O,X,O,X,X,X
SLZJITO,X,O,O,X,O,X,O,X
SLZJIOT,X,O,O,X,O,X,O,X
SLZJOTI,O,O,O,O,O,X,X,X
SLZJOIT,X,O,O,O,O,X,X,X
SLZOTIJ,O,O,O,X,X,X,X,X
SLZOTJI,O,O,O,X,X,X,X,X
SLZOITJ,X,O,O,X,X,X,X,X
SLZOIJT,X,O,O,O,X,X,X,X
SLZOJTI,O,O,O,O,X,X,X,X
SLZOJIT,X,O,O,O,X,X,X,X
SLOTIJZ,O,X,O,O,X,X,X,X
SLOTIZJ,O,X,O,X,X,X,X,X
SLOTJIZ,O,X,O,O,X,X,X,X
SLOTJZI,O,O,O,O,X,X,X,X
SLOTZIJ,O,O,O,X,X,X,X,X
SLOTZJI,O,O,O,X,X,X,X,X
SLOITJZ,X,X,O,O,X,X,X,X
SLOITZJ,X,X,O,X,X,X,X,X
SLOIJTZ,X,X,O,O,X,X,O,X
SLOIJZT,X,O,O,O,X,X,O,X
SLOIZTJ,X,O,O,X,X,X,X,X
SLOIZJT,X,O,O,O,X,X,X,X
SLOJTIZ,O,X,O,O,X,X,X,X
SLOJTZI,O,O,O,O,X,X,X,X
SLOJITZ,X,X,O,O,X,X,O,X
SLOJIZT,X,O,O,O,X,X,O,X
SLOJZTI,O,O,O,O,X,X,X,X
SLOJZIT,X,O,O,O,X,X,X,X
SLOZTIJ,O,O,O,X,X,X,X,X
SLOZTJI,O,O,O,X,X,X,X,X
SLOZITJ,X,O,O,X,X,X,X,X
SLOZIJT,X,O,O,O,X,X,X,X
SLOZJTI,O,O,O,O,X,X,X,X
SLOZJIT,X,O,O,O,X,X,X,X
SJTILZO,O,X,X,X,X,X,O,X
SJTILOZ,O,X,X,X,X,O,O,X
SJTIZLO,O,X,X,X,X,X,X,X
SJTIZOL,O,X,X,X,X,O,X,X
SJTIOLZ,O,X,X,X,X,O,X,X
SJTIOZL,O,X,X,X,X,O,X,X
SJTLIZO,O,X,X,X,X,X,O,X
SJTLIOZ,O,X,X,X,X,O,O,X
SJTLZIO,O,O,X,X,X,X,X,X
SJTLZOI,O,X,X,X,X,X,X,X
SJTLOIZ,O,X,X,O,X,O,X,X
SJTLOZI,O,X,X,O,X,X,X,X
SJTZILO,O,O,X,X,X,X,X,X
SJTZIOL,O,O,X,X,X,O,X,X
SJTZLIO,O,O,X,X,X,X,X,X
SJTZLOI,O,X,X,X,X,X,X,X
SJTZOIL,O,O,X,X,X,O,X,X
SJTZOLI,O,O,X,X,X,X,X,X
SJTOILZ,O,X,X,O,X,O,X,X
SJTOIZL,O,X,X,X,X,O,X,X
SJTOLIZ,O,X,X,O,X,O,X,X
SJTOLZI,O,O,X,O,X,X,X,X
SJTOZIL,O,O,X,X,X,O,X,X
SJTOZLI,O,O,X,X,X,X,X,X
SJITLZO,O,X,X,X,X,X,O,X
SJITLOZ,O,X,X,X,X,O,O,X
SJITZLO,O,X,X,X,X,X,X,X
SJITZOL,O,X,X,X,X,O,X,X
SJITOLZ,O,X,X,X,X,O,X,X
SJITOZL,O,X,X,X,X,O,X,X
SJILTZO,X,X,O,X,X,X,O,X
SJILTOZ,X,X,O,X,X,O,O,X
SJILZTO,X,O,O,X,O,X,O,X
SJILZOT,X,O,O,X,O,X,O,X
SJILOTZ,X,X,O,O,X,O,O,X
SJILOZT,X,X,O,O,O,X,O,X
SJIZTLO,O,O,X,X,X,X,X,X
SJIZTOL,O,O,X,X,X,O,X,X
SJIZLTO,X,O,O,X,X,X,O,X
SJIZLOT,X,O,O,X,X,X,O,X
SJIZOTL,O,O,X,X,X,O,X,X
SJIZOLT,X,O,O,X,X,X,X,X
SJIOTLZ,O,X,X,O,X,O,X,X
SJIOTZL,O,X,X,X,X,O,X,X
SJIOLTZ,X,X,O,O,X,O,O,X
SJIOLZT,X,O,O,O,O,X,O,X
SJIOZTL,O,O,X,X,X,O,X,X
SJIOZLT,X,O,O,O,X,X,X,X
SJLTIZO,O,X,O,X,X,X,O,X
SJLTIOZ,O,X,O,X,X,O,O,X
SJLTZIO,O,O,O,X,X,X,X,X
SJLTZOI,O,X,O,X,X,X,X,X
SJLTOIZ,O,X,O,O,X,O,X,X
SJLTOZI,O,X,O,O,X,X,X,X
SJLITZO,X,X,O,X,X,X,O,X
SJLITOZ,X,X,O,X,X,O,O,X
SJLIZTO,X,O,O,X,O,X,O,X
SJLIZOT,X,O,O,X,O,X,O,X
SJLIOTZ,X,X,O,O,X,O,O,X
SJLIOZT,X,X,O,O,O,X,O,X
SJLZTIO,O,O,O,X,O,X,X,X
SJLZTOI,O,X,O,X,O,X,X,X
SJLZITO,X,O,O,X,O,X,O,X
SJLZIOT,X,O,O,X,O,X,O,X
SJLZOTI,O,O,O,O,O,X,X,X
SJLZOIT,X,O,O,O,O,X,X,X
SJLOTIZ,O,X,O,O,X,O,X,X
SJLOTZI,O,O,O,O,X,X,X,X
SJLOITZ,X,X,O,O,X,O,O,X
SJLOIZT,X,O,O,O,O,X,O,X
SJLOZTI,O,O,O,O,O,X,X,X
SJLOZIT,X,O,O,O,O,X,X,X
SJZTILO,O,O,X,X,X,X,X,X
SJZTIOL,O,O,X,X,X,O,X,X
SJZTLIO,O,O,X,X,X,X,X,X
SJZTLOI,O,X,X,X,X,X,X,X
SJZTOIL,O,O,X,X,X,O,X,X
SJZTOLI,O,O,X,X,X,X,X,X
SJZITLO,O,O,X,X,X,X,X,X
SJZITOL,O,O,X,X,X,O,X,X
SJZILTO,X,O,O,X,X,X,O,X
SJZILOT,X,O,O,X,X,X,O,X
SJZIOTL,O,O,X,X,X,O,X,X
SJZIOLT,X,O,O,X,X,X,X,X
SJZLTIO,O,O,O,X,O,X,X,X
SJZLTOI,O,X,O,X,O,X,X,X
SJZLITO,X,O,O,X,O,X,O,X
SJZLIOT,X,O,O,X,O,X,O,X
SJZLOTI,O,O,O,O,O,X,X,X
SJZLOIT,X,O,O,O,O,X,X,X
SJZOTIL,O,O,X,X,X,O,X,X
SJZOTLI,O,O,X,X,X,X,X,X
SJZOITL,O,O,X,X,X,O,X,X
SJZOILT,X,O,O,O,X,X,X,X
SJZOLTI,O,O,O,O,O,X,X,X
SJZOLIT,X,O,O,O,O,X,X,X
SJOTILZ,O,X,X,O,X,O,X,X
SJOTIZL,O,X,X,X,X,O,X,X
SJOTLIZ,O,X,X,O,X,O,X,X
SJOTLZI,O,O,X,O,X,X,X,X
SJOTZIL,O,O,X,X,X,O,X,X
SJOTZLI,O,O,X,X,X,X,X,X
SJOITLZ,O,X,X,O,X,O,X,X
SJOITZL,O,X,X,X,X,O,X,X
