sequence,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgBXjBlmBctBTsBCsB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgB3hBlnBctBzrBCtB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgBTjBlmBcsBXtBCsB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgBFiBTjB6rBcsBXtB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgB3hBCjB8rBToB1xB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgBlmBcsBToBCsBXtB,v115@KhA8FeE8EeE8DeA8JeT/IvhFigBxiBlmB3nBctBWxB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgBfoB6oBlmB0sBzrB
JZOTLSI,O,O,X,X,O,O,O,X
JZOTSIL,O,O,O,O,O,O,O,O
JZOTSLI,O,O,O,O,O,O,O,O
JZOITLS,O,O,X,X,O,O,X,X
JZOITSL,O,O,O,O,O,O,X,O
JZOILTS,O,O,X,X,O,O,X,X
JZOILST,O,O,X,X,X,X,X,X
JZOISTL,O,O,O,O,X,O,O,O
JZOISLT,O,O,O,O,X,X,X,O
JZOLTIS,O,O,X,O,O,O,X,X
JZOLTSI,O,O,X,O,O,O,O,X
JZOLITS,O,O,X,O,O,O,X,X
JZOLIST,O,O,X,O,X,X,X,X
JZOLSTI,O,O,X,O,X,X,O,X
JZOLSIT,O,O,X,O,X,X,X,X
JZOSTIL,O,O,O,O,X,O,O,O
JZOSTLI,O,O,O,O,X,O,O,O
JZOSITL,O,O,O,O,X,O,O,O
JZOSILT,O,O,O,O,X,X,X,O
JZOSLTI,O,O,O,O,X,X,O,O
JZOSLIT,O,O,O,O,X,X,X,O
JOTILSZ,X,X,X,X,O,X,X,X
JOTILZS,O,X,X,X,O,X,X,X
JOTISLZ,X,X,X,X,O,X,X,X
JOTISZL,O,O,X,X,O,X,X,X
JOTIZLS,O,O,X,X,O,O,X,X
JOTIZSL,O,O,O,X,O,O,X,O
JOTLISZ,X,X,X,X,O,X,X,X
JOTLIZS,O,X,X,X,O,X,X,X
JOTLSIZ,X,X,X,X,O,X,X,X
JOTLSZI,X,X,X,X,O,X,X,X
JOTLZIS,O,X,X,X,O,X,X,X
JOTLZSI,O,X,X,X,O,X,O,X
JOTSILZ,X,X,X,X,O,X,X,X
JOTSIZL,O,O,X,X,O,X,X,X
JOTSLIZ,X,X,X,X,O,X,X,X
JOTSLZI,X,X,X,X,O,X,X,X
JOTSZIL,O,O,X,X,O,X,X,X
JOTSZLI,O,O,X,X,O,X,X,X
JOTZILS,O,O,X,X,O,O,X,X
JOTZISL,O,O,O,X,O,O,X,O
JOTZLIS,O,O,X,X,O,O,X,X
JOTZLSI,O,O,X,X,O,O,O,X
JOTZSIL,O,O,O,X,O,O,O,O
JOTZSLI,O,O,O,X,O,O,O,O
JOITLSZ,X,X,X,X,O,X,X,X
JOITLZS,O,X,X,X,O,X,X,X
JOITSLZ,X,X,X,X,O,X,X,X
JOITSZL,O,O,X,X,O,X,X,X
JOITZLS,O,O,X,X,O,O,X,X
JOITZSL,O,O,O,X,O,O,X,O
JOILTSZ,X,X,X,X,O,X,X,X
JOILTZS,O,X,X,O,O,X,X,X
JOILSTZ,X,X,X,O,O,X,X,X
JOILSZT,X,O,X,O,X,X,X,X
JOILZTS,O,O,X,O,O,O,X,X
JOILZST,O,O,X,O,X,X,X,X
JOISTLZ,X,X,X,O,O,X,X,X
JOISTZL,O,O,O,O,O,X,X,X
JOISLTZ,X,X,X,O,O,X,X,X
JOISLZT,X,O,O,O,X,X,X,X
JOISZTL,O,O,O,O,X,O,X,X
JOISZLT,O,O,O,O,X,X,X,X
JOIZTLS,O,O,X,X,O,O,X,X
JOIZTSL,O,O,O,O,O,O,X,O
JOIZLTS,O,O,X,X,O,O,X,X
JOIZLST,O,O,X,X,X,X,X,X
JOIZSTL,O,O,O,O,X,O,X,O
JOIZSLT,O,O,O,O,X,X,X,O
JOLTISZ,X,X,X,X,O,X,X,X
JOLTIZS,O,X,X,O,O,X,X,X
JOLTSIZ,X,X,X,X,O,X,X,X
JOLTSZI,X,X,X,X,O,X,X,X
JOLTZIS,O,X,X,O,O,X,X,X
JOLTZSI,O,X,X,O,O,X,O,X
JOLITSZ,X,X,X,X,O,X,X,X
JOLITZS,O,X,X,O,O,X,X,X
JOLISTZ,X,X,X,O,O,X,X,X
JOLISZT,X,O,X,O,X,X,X,X
JOLIZTS,O,O,X,O,O,O,X,X
JOLIZST,O,O,X,O,X,X,X,X
JOLSTIZ,X,X,X,O,O,X,X,X
JOLSTZI,X,X,X,O,O,X,X,X
JOLSITZ,X,X,X,O,O,X,X,X
JOLSIZT,X,O,X,O,X,X,X,X
JOLSZTI,X,O,X,O,X,X,X,X
JOLSZIT,X,O,X,O,X,X,X,X
JOLZTIS,O,O,X,O,O,O,X,X
JOLZTSI,O,O,X,O,O,O,O,X
JOLZITS,O,O,X,O,O,O,X,X
JOLZIST,O,O,X,O,X,X,X,X
JOLZSTI,O,O,X,O,X,X,O,X
JOLZSIT,O,O,X,O,X,X,X,X
JOSTILZ,X,X,X,O,O,X,X,X
JOSTIZL,O,O,O,O,O,X,X,X
JOSTLIZ,X,X,X,O,O,X,X,X
JOSTLZI,X,X,X,O,O,X,X,X
JOSTZIL,O,O,O,O,O,X,X,X
JOSTZLI,O,O,O,O,O,X,X,X
JOSITLZ,X,X,X,O,O,X,X,X
JOSITZL,O,O,O,O,O,X,X,X
JOSILTZ,X,X,X,O,O,X,X,X
JOSILZT,X,O,O,O,X,X,X,X
JOSIZTL,O,O,O,O,X,O,X,X
JOSIZLT,O,O,O,O,X,X,X,X
JOSLTIZ,X,X,X,O,O,X,X,X
JOSLTZI,X,X,X,O,O,X,X,X
JOSLITZ,X,X,X,O,O,X,X,X
JOSLIZT,X,O,O,O,X,X,X,X
JOSLZTI,X,O,O,O,X,X,X,X
JOSLZIT,X,O,O,O,X,X,X,X
JOSZTIL,O,O,O,O,X,O,X,X
JOSZTLI,O,O,O,O,X,O,X,X
JOSZITL,O,O,O,O,X,O,X,X
JOSZILT,O,O,O,O,X,X,X,X
JOSZLTI,O,O,O,O,X,X,X,X
JOSZLIT,O,O,O,O,X,X,X,X
JOZTILS,O,O,X,X,O,O,X,X
JOZTISL,O,O,O,O,O,O,X,O
JOZTLIS,O,O,X,X,O,O,X,X
JOZTLSI,O,O,X,X,O,O,O,X
JOZTSIL,O,O,O,O,O,O,O,O
JOZTSLI,O,O,O,O,O,O,O,O
JOZITLS,O,O,X,X,O,O,X,X
JOZITSL,O,O,O,O,O,O,X,O
JOZILTS,O,O,X,X,O,O,X,X
JOZILST,O,O,X,X,X,X,X,X
JOZISTL,O,O,O,O,X,O,O,O
JOZISLT,O,O,O,O,X,X,X,O
JOZLTIS,O,O,X,O,O,O,X,X
JOZLTSI,O,O,X,O,O,O,O,X
JOZLITS,O,O,X,O,O,O,X,X
JOZLIST,O,O,X,O,X,X,X,X
JOZLSTI,O,O,X,O,X,X,O,X
JOZLSIT,O,O,X,O,X,X,X,X
JOZSTIL,O,O,O,O,X,O,O,O
JOZSTLI,O,O,O,O,X,O,O,O
JOZSITL,O,O,O,O,X,O,O,O
JOZSILT,O,O,O,O,X,X,X,O
JOZSLTI,O,O,O,O,X,X,O,O
JOZSLIT,O,O,O,O,X,X,X,O
STILJZO,X,X,X,O,O,X,X,X
STILJOZ,X,X,X,O,X,X,X,X
STILZJO,X,X,X,O,O,X,X,X
STILZOJ,X,X,X,O,O,X,X,X
STILOJZ,X,X,X,O,X,X,X,X
STILOZJ,X,X,X,O,X,X,X,X
STIJLZO,X,X,X,O,O,X,X,X
STIJLOZ,X,X,X,O,X,X,X,X
STIJZLO,O,X,O,O,O,X,X,O
STIJZOL,O,X,O,O,O,O,X,O
STIJOLZ,X,X,X,O,O,X,X,X
STIJOZL,O,O,O,O,O,X,X,X
STIZLJO,O,X,O,O,O,X,X,O
STIZLOJ,X,X,O,O,O,X,X,O
STIZJLO,O,X,O,O,O,X,X,O
STIZJOL,O,X,O,O,O,O,X,O
STIZOLJ,X,X,O,O,O,X,X,O
STIZOJL,O,X,O,O,O,O,X,O
STIOLJZ,X,X,X,O,O,X,X,X
STIOLZJ,X,X,X,O,O,X,X,X
STIOJLZ,X,X,X,O,O,X,X,X
STIOJZL,O,O,O,O,O,X,X,X
STIOZLJ,O,O,O,O,O,X,X,X
STIOZJL,O,O,O,O,O,X,X,X
STLIJZO,X,X,X,O,O,X,X,X
STLIJOZ,X,X,X,O,X,X,X,X
STLIZJO,X,X,X,O,O,X,X,X
STLIZOJ,X,X,X,O,O,X,X,X
STLIOJZ,X,X,X,O,X,X,X,X
STLIOZJ,X,X,X,O,X,X,X,X
STLJIZO,X,X,X,O,O,X,X,X
STLJIOZ,X,X,X,O,X,X,X,X
STLJZIO,X,X,X,O,O,X,X,X
STLJZOI,X,X,X,O,O,X,X,X
STLJOIZ,X,X,X,O,X,X,X,X
STLJOZI,X,X,X,O,X,X,X,X
STLZIJO,X,X,X,O,O,X,O,X
STLZIOJ,X,X,X,O,O,X,O,X
STLZJIO,X,X,X,O,O,X,O,X
STLZJOI,X,X,X,O,O,X,O,X
STLZOIJ,X,X,X,O,O,X,O,X
STLZOJI,X,X,X,O,O,X,O,X
STLOIJZ,X,X,X,O,X,X,X,X
STLOIZJ,X,X,X,O,X,X,X,X
STLOJIZ,X,X,X,O,X,X,X,X
STLOJZI,X,X,X,O,X,X,X,X
STLOZIJ,X,X,X,O,X,X,O,X
STLOZJI,X,X,X,O,X,X,O,X
STJILZO,X,X,X,O,O,X,X,X
STJILOZ,X,X,X,O,X,X,X,X
STJIZLO,O,X,O,O,O,X,X,O
STJIZOL,O,X,O,O,O,O,X,O
STJIOLZ,X,X,X,O,O,X,X,X
STJIOZL,O,O,O,O,O,X,X,X
STJLIZO,X,X,X,O,O,X,X,X
STJLIOZ,X,X,X,O,X,X,X,X
STJLZIO,X,X,X,O,O,X,X,X
STJLZOI,X,X,X,O,O,X,X,X
STJLOIZ,X,X,X,O,X,X,X,X
STJLOZI,X,X,X,O,X,X,X,X
STJZILO,O,X,O,O,O,X,X,O
STJZIOL,O,X,O,O,O,O,X,O
STJZLIO,O,X,O,O,O,X,X,O
STJZLOI,O,X,O,O,O,X,X,O
STJZOIL,O,X,O,O,O,O,X,O
STJZOLI,O,X,O,O,O,O,X,O
STJOILZ,X,X,X,O,O,X,X,X
STJOIZL,O,O,O,O,O,X,X,X
STJOLIZ,X,X,X,O,O,X,X,X
STJOLZI,X,X,X,O,O,X,X,X
STJOZIL,O,O,O,O,O,X,X,X
STJOZLI,O,O,O,O,O,X,X,X
STZILJO,O,X,O,O,O,X,O,O
STZILOJ,X,X,O,O,O,X,O,O
STZIJLO,O,X,O,O,O,X,O,O
STZIJOL,O,X,O,O,O,O,O,O
STZIOLJ,X,X,O,O,O,X,O,O
STZIOJL,O,X,O,O,O,O,O,O
STZLIJO,O,X,O,O,O,X,O,O
STZLIOJ,X,X,O,O,O,X,O,O
STZLJIO,O,X,O,O,O,X,O,O
STZLJOI,O,X,O,O,O,X,O,O
STZLOIJ,X,X,O,O,O,X,O,O
STZLOJI,X,X,O,O,O,X,O,O
STZJILO,O,X,O,O,O,X,O,O
STZJIOL,O,X,O,O,O,O,O,O
STZJLIO,O,X,O,O,O,X,O,O
STZJLOI,O,X,O,O,O,X,O,O
STZJOIL,O,X,O,O,O,O,O,O
STZJOLI,O,X,O,O,O,O,O,O
STZOILJ,X,X,O,O,O,X,O,O
STZOIJL,O,X,O,O,O,O,O,O
STZOLIJ,X,X,O,O,O,X,O,O
STZOLJI,X,X,O,O,O,X,O,O
STZOJIL,O,X,O,O,O,O,O,O
STZOJLI,O,X,O,O,O,O,O,O
STOILJZ,X,X,X,O,O,X,X,X
STOILZJ,X,X,X,O,O,X,X,X
STOIJLZ,X,X,X,O,O,X,X,X
STOIJZL,O,O,O,O,O,X,X,X
STOIZLJ,O,O,O,O,O,X,X,X
STOIZJL,O,O,O,O,O,X,X,X
STOLIJZ,X,X,X,O,O,X,X,X
STOLIZJ,X,X,X,O,O,X,X,X
STOLJIZ,X,X,X,O,O,X,X,X
STOLJZI,X,X,X,O,O,X,X,X
STOLZIJ,X,X,X,O,O,X,O,X
STOLZJI,X,X,X,O,O,X,O,X
STOJILZ,X,X,X,O,O,X,X,X
STOJIZL,O,O,O,O,O,X,X,X
STOJLIZ,X,X,X,O,O,X,X,X
STOJLZI,X,X,X,O,O,X,X,X
STOJZIL,O,O,O,O,O,X,X,X
STOJZLI,O,O,O,O,O,X,X,X
STOZILJ,O,O,O,O,O,X,O,X
STOZIJL,O,O,O,O,O,X,O,X
STOZLIJ,O,O,O,O,O,X,O,X
STOZLJI,O,O,O,O,O,X,O,X
STOZJIL,O,O,O,O,O,X,O,X
STOZJLI,O,O,O,O,O,X,O,X
SITLJZO,X,X,X,O,O,X,X,X
SITLJOZ,X,X,X,O,X,X,X,X
SITLZJO,X,X,X,O,O,X,X,X
SITLZOJ,X,X,X,O,O,X,X,X
SITLOJZ,X,X,X,O,X,X,X,X
SITLOZJ,X,X,X,O,X,X,X,X
SITJLZO,X,X,X,O,O,X,X,X
SITJLOZ,X,X,X,O,X,X,X,X
SITJZLO,O,X,O,O,O,X,X,O
SITJZOL,O,X,O,O,O,O,X,O
SITJOLZ,X,X,X,O,O,X,X,X
SITJOZL,O,O,O,O,O,X,X,X
SITZLJO,O,X,O,O,O,X,X,O
SITZLOJ,X,X,O,O,O,X,X,O
SITZJLO,O,X,O,O,O,X,X,O
SITZJOL,O,X,O,O,O,O,X,O
SITZOLJ,X,X,O,O,O,X,X,O
SITZOJL,O,X,O,O,O,O,X,O
SITOLJZ,X,X,X,O,O,X,X,X
SITOLZJ,X,X,X,O,O,X,X,X
SITOJLZ,X,X,X,O,O,X,X,X
SITOJZL,O,O,O,O,O,X,X,X
SITOZLJ,O,O,O,O,O,X,X,X
SITOZJL,O,O,O,O,O,X,X,X
SILTJZO,X,X,X,O,X,X,X,X
SILTJOZ,X,X,X,O,X,X,X,X
SILTZJO,X,X,X,O,X,X,X,X
SILTZOJ,X,X,X,O,X,X,X,X
SILTOJZ,X,X,X,O,X,X,X,X
SILTOZJ,X,X,X,O,X,X,X,X
SILJTZO,X,X,X,O,X,X,X,X
SILJTOZ,X,X,X,O,X,X,X,X
SILJZTO,X,X,O,O,X,X,X,X
SILJZOT,X,X,O,O,X,X,X,X
SILJOTZ,X,X,X,O,X,X,X,X
SILJOZT,X,O,O,O,X,X,X,X
SILZTJO,X,X,O,O,X,X,X,X
SILZTOJ,X,X,O,O,X,X,X,X
SILZJTO,X,X,O,O,X,X,X,X
SILZJOT,X,X,O,O,X,X,X,X
SILZOTJ,X,X,O,O,X,X,X,X
SILZOJT,X,X,O,O,X,X,X,X
SILOTJZ,X,X,X,O,X,X,X,X
SILOTZJ,X,X,X,O,X,X,X,X
SILOJTZ,X,X,X,O,X,X,X,X
SILOJZT,X,O,O,O,X,X,X,X
SILOZTJ,X,O,O,O,X,X,X,X
SILOZJT,X,O,O,O,X,X,X,X
SIJTLZO,X,X,X,O,O,X,X,X
SIJTLOZ,X,X,X,O,X,X,X,X
SIJTZLO,O,X,O,O,O,X,X,O
SIJTZOL,O,X,O,O,O,O,X,O
SIJTOLZ,X,X,X,O,O,X,X,X
SIJTOZL,O,O,O,O,O,X,X,X
SIJLTZO,X,X,X,O,X,X,X,X
SIJLTOZ,X,X,X,O,X,X,X,X
SIJLZTO,X,X,O,O,X,X,X,X
SIJLZOT,X,X,O,O,X,X,X,X
SIJLOTZ,X,X,X,O,X,X,X,X
SIJLOZT,X,O,O,O,X,X,X,X
SIJZTLO,O,X,O,O,X,X,X,O
SIJZTOL,O,X,O,O,X,O,X,O
SIJZLTO,O,X,O,O,X,X,X,O
SIJZLOT,O,X,O,O,X,X,X,O
SIJZOTL,O,O,O,O,X,O,X,O
SIJZOLT,O,O,O,O,X,X,X,O
SIJOTLZ,X,X,X,O,O,X,X,X
SIJOTZL,O,O,O,O,O,X,X,X
SIJOLTZ,X,X,X,O,O,X,X,X
SIJOLZT,X,O,O,O,X,X,X,X
SIJOZTL,O,O,O,O,X,O,X,X
SIJOZLT,O,O,O,O,X,X,X,X
SIZTLJO,O,X,O,O,X,X,X,O
SIZTLOJ,X,X,O,O,X,X,X,O
SIZTJLO,O,X,O,O,X,X,X,O
SIZTJOL,O,X,O,O,X,O,X,O
SIZTOLJ,O,X,O,O,X,X,X,O
SIZTOJL,O,X,O,O,X,O,X,O
SIZLTJO,O,X,O,O,X,X,X,O
SIZLTOJ,X,X,O,O,X,X,X,O
SIZLJTO,O,X,O,O,X,X,X,O
SIZLJOT,O,X,O,O,X,X,X,O
SIZLOTJ,O,X,O,O,X,X,X,O
SIZLOJT,O,X,O,O,X,X,X,O
SIZJTLO,O,X,O,O,X,X,X,O
SIZJTOL,O,X,O,O,X,O,X,O
SIZJLTO,O,X,O,O,X,X,X,O
SIZJLOT,O,X,O,O,X,X,X,O
SIZJOTL,O,O,O,O,X,O,X,O
SIZJOLT,O,O,O,O,X,X,X,O
SIZOTLJ,O,O,O,O,X,X,X,O
SIZOTJL,O,O,O,O,X,O,X,O
SIZOLTJ,O,O,O,O,X,X,X,O
SIZOLJT,O,O,O,O,X,X,X,O
SIZOJTL,O,O,O,O,X,O,X,O
SIZOJLT,O,O,O,O,X,X,X,O
SIOTLJZ,X,X,X,O,O,X,X,X
SIOTLZJ,X,X,X,O,O,X,X,X
SIOTJLZ,X,X,X,O,O,X,X,X
SIOTJZL,O,O,O,O,O,X,X,X
SIOTZLJ,O,O,O,O,O,X,X,X
SIOTZJL,O,O,O,O,O,X,X,X
SIOLTJZ,X,X,X,O,O,X,X,X
SIOLTZJ,X,X,X,O,O,X,X,X
SIOLJTZ,X,X,X,O,O,X,X,X
SIOLJZT,X,O,O,O,X,X,X,X
SIOLZTJ,X,O,O,O,X,X,X,X
SIOLZJT,X,O,O,O,X,X,X,X
SIOJTLZ,X,X,X,O,O,X,X,X
SIOJTZL,O,O,O,O,O,X,X,X
SIOJLTZ,X,X,X,O,O,X,X,X
SIOJLZT,X,O,O,O,X,X,X,X
SIOJZTL,O,O,O,O,X,O,X,X
SIOJZLT,O,O,O,O,X,X,X,X
SIOZTLJ,O,O,O,O,X,X,X,X
SIOZTJL,O,O,O,O,X,O,X,X
SIOZLTJ,O,O,O,O,X,X,X,X
SIOZLJT,O,O,O,O,X,X,X,X
SIOZJTL,O,O,O,O,X,O,X,X
SIOZJLT,O,O,O,O,X,X,X,X
SLTIJZO,X,X,X,O,X,X,X,X
SLTIJOZ,X,X,X,O,X,X,X,X
SLTIZJO,X,X,X,O,X,X,X,X
SLTIZOJ,X,X,X,O,X,X,X,X
SLTIOJZ,X,X,X,O,X,X,X,X
SLTIOZJ,X,X,X,O,X,X,X,X
SLTJIZO,X,X,X,O,X,X,X,X
SLTJIOZ,X,X,X,O,X,X,X,X
SLTJZIO,X,X,X,O,X,X,X,X
SLTJZOI,X,X,X,O,X,X,X,X
SLTJOIZ,X,X,X,O,X,X,X,X
SLTJOZI,X,X,X,O,X,X,X,X
SLTZIJO,X,X,X,O,X,X,O,X
SLTZIOJ,X,X,X,O,X,X,O,X
SLTZJIO,X,X,X,O,X,X,O,X
SLTZJOI,X,X,X,O,X,X,O,X
SLTZOIJ,X,X,X,O,X,X,O,X
SLTZOJI,X,X,X,O,X,X,O,X
SLTOIJZ,X,X,X,O,X,X,X,X
SLTOIZJ,X,X,X,O,X,X,X,X
SLTOJIZ,X,X,X,O,X,X,X,X
SLTOJZI,X,X,X,O,X,X,X,X
SLTOZIJ,X,X,X,O,X,X,O,X
SLTOZJI,X,X,X,O,X,X,O,X
SLITJZO,X,X,X,O,X,X,X,X
SLITJOZ,X,X,X,O,X,X,X,X
SLITZJO,X,X,X,O,X,X,X,X
SLITZOJ,X,X,X,O,X,X,X,X
SLITOJZ,X,X,X,O,X,X,X,X
SLITOZJ,X,X,X,O,X,X,X,X
SLIJTZO,X,X,X,O,X,X,X,X
SLIJTOZ,X,X,X,O,X,X,X,X
SLIJZTO,X,X,O,O,X,X,X,X
SLIJZOT,X,X,O,O,X,X,X,X
SLIJOTZ,X,X,X,O,X,X,X,X
SLIJOZT,X,O,O,O,X,X,X,X
SLIZTJO,X,X,O,O,X,X,X,X
SLIZTOJ,X,X,O,O,X,X,X,X
SLIZJTO,X,X,O,O,X,X,X,X
SLIZJOT,X,X,O,O,X,X,X,X
SLIZOTJ,X,X,O,O,X,X,X,X
SLIZOJT,X,X,O,O,X,X,X,X
SLIOTJZ,X,X,X,O,X,X,X,X
SLIOTZJ,X,X,X,O,X,X,X,X
SLIOJTZ,X,X,X,O,X,X,X,X
SLIOJZT,X,O,O,O,X,X,X,X
SLIOZTJ,X,O,O,O,X,X,X,X
SLIOZJT,X,O,O,O,X,X,X,X
SLJTIZO,X,X,X,O,X,X,X,X
SLJTIOZ,X,X,X,O,X,X,X,X
SLJTZIO,X,X,X,O,X,X,X,X
SLJTZOI,X,X,X,O,X,X,X,X
SLJTOIZ,X,X,X,O,X,X,X,X
SLJTOZI,X,X,X,O,X,X,X,X
SLJITZO,X,X,X,O,X,X,X,X
SLJITOZ,X,X,X,O,X,X,X,X
SLJIZTO,X,X,O,O,X,X,X,X
SLJIZOT,X,X,O,O,X,X,X,X
SLJIOTZ,X,X,X,O,X,X,X,X
SLJIOZT,X,O,O,O,X,X,X,X
SLJZTIO,X,X,O,O,X,X,X,X
SLJZTOI,X,X,O,O,X,X,X,X
SLJZITO,X,X,O,O,X,X,X,X
SLJZIOT,X,X,O,O,X,X,X,X
SLJZOTI,X,X,O,O,X,X,X,X
SLJZOIT,X,X,O,O,X,X,X,X
SLJOTIZ,X,X,X,O,X,X,X,X
SLJOTZI,X,X,X,O,X,X,X,X
SLJOITZ,X,X,X,O,X,X,X,X
SLJOIZT,X,O,O,O,X,X,X,X
SLJOZTI,X,O,O,O,X,X,X,X
SLJOZIT,X,O,O,O,X,X,X,X
SLZTIJO,X,X,O,O,X,X,O,X
SLZTIOJ,X,X,O,O,X,X,O,X
SLZTJIO,X,X,O,O,X,X,O,X
SLZTJOI,X,X,O,O,X,X,O,X
SLZTOIJ,X,X,O,O,X,X,O,X
SLZTOJI,X,X,O,O,X,X,O,X
SLZITJO,X,X,O,O,X,X,O,X
SLZITOJ,X,X,O,O,X,X,O,X
SLZIJTO,X,X,O,O,X,X,X,X
SLZIJOT,X,X,O,O,X,X,X,X
SLZIOTJ,X,X,O,O,X,X,O,X
SLZIOJT,X,X,O,O,X,X,X,X
SLZJTIO,X,X,O,O,X,X,O,X
SLZJTOI,X,X,O,O,X,X,O,X
SLZJITO,X,X,O,O,X,X,X,X
SLZJIOT,X,X,O,O,X,X,X,X
SLZJOTI,X,X,O,O,X,X,O,X
SLZJOIT,X,X,O,O,X,X,X,X
SLZOTIJ,X,X,O,O,X,X,O,X
SLZOTJI,X,X,O,O,X,X,O,X
SLZOITJ,X,X,O,O,X,X,O,X
SLZOIJT,X,X,O,O,X,X,X,X
SLZOJTI,X,X,O,O,X,X,O,X
SLZOJIT,X,X,O,O,X,X,X,X
SLOTIJZ,X,X,X,O,X,X,X,X
SLOTIZJ,X,X,X,O,X,X,X,X
SLOTJIZ,X,X,X,O,X,X,X,X
SLOTJZI,X,X,X,O,X,X,X,X
SLOTZIJ,X,X,X,O,X,X,O,X
SLOTZJI,X,X,X,O,X,X,O,X
SLOITJZ,X,X,X,O,X,X,X,X
SLOITZJ,X,X,X,O,X,X,X,X
SLOIJTZ,X,X,X,O,X,X,X,X
SLOIJZT,X,O,O,O,X,X,X,X
SLOIZTJ,X,O,O,O,X,X,X,X
SLOIZJT,X,O,O,O,X,X,X,X
SLOJTIZ,X,X,X,O,X,X,X,X
SLOJTZI,X,X,X,O,X,X,X,X
SLOJITZ,X,X,X,O,X,X,X,X
SLOJIZT,X,O,O,O,X,X,X,X
SLOJZTI,X,O,O,O,X,X,X,X
SLOJZIT,X,O,O,O,X,X,X,X
SLOZTIJ,X,O,O,O,X,X,O,X
SLOZTJI,X,O,O,O,X,X,O,X
SLOZITJ,X,O,O,O,X,X,O,X
SLOZIJT,X,O,O,O,X,X,X,X
SLOZJTI,X,O,O,O,X,X,O,X
SLOZJIT,X,O,O,O,X,X,X,X
SJTILZO,X,X,X,O,O,X,X,X
SJTILOZ,X,X,X,O,X,X,X,X
SJTIZLO,O,X,O,O,O,X,X,O
SJTIZOL,O,X,O,O,O,O,X,O
SJTIOLZ,X,X,X,O,O,X,X,X
SJTIOZL,O,O,O,O,O,X,X,X
SJTLIZO,X,X,X,O,O,X,X,X
SJTLIOZ,X,X,X,O,X,X,X,X
SJTLZIO,X,X,X,O,O,X,X,X
SJTLZOI,X,X,X,O,O,X,X,X
SJTLOIZ,X,X,X,O,X,X,X,X
SJTLOZI,X,X,X,O,X,X,X,X
SJTZILO,O,X,O,O,O,X,X,O
SJTZIOL,O,X,O,O,O,O,X,O
SJTZLIO,O,X,O,O,O,X,X,O
SJTZLOI,O,X,O,O,O,X,X,O
SJTZOIL,O,X,O,O,O,O,X,O
SJTZOLI,O,X,O,O,O,O,X,O
SJTOILZ,X,X,X,O,O,X,X,X
SJTOIZL,O,O,O,O,O,X,X,X
SJTOLIZ,X,X,X,O,O,X,X,X
SJTOLZI,X,X,X,O,O,X,X,X
SJTOZIL,O,O,O,O,O,X,X,X
SJTOZLI,O,O,O,O,O,X,X,X
SJITLZO,X,X,X,O,O,X,X,X
SJITLOZ,X,X,X,O,X,X,X,X
SJITZLO,O,X,O,O,O,X,X,O
SJITZOL,O,X,O,O,O,O,X,O
SJITOLZ,X,X,X,O,O,X,X,X
SJITOZL,O,O,O,O,O,X,X,X
SJILTZO,X,X,X,O,X,X,X,X
SJILTOZ,X,X,X,O,X,X,X,X
SJILZTO,X,X,O,O,X,X,X,X
SJILZOT,X,X,O,O,X,X,X,X
SJILOTZ,X,X,X,O,X,X,X,X
SJILOZT,X,O,O,O,X,X,X,X
SJIZTLO,O,X,O,O,X,X,X,O
SJIZTOL,O,X,O,O,X,O,X,O
SJIZLTO,O,X,O,O,X,X,X,O
SJIZLOT,O,X,O,O,X,X,X,O
SJIZOTL,O,O,O,O,X,O,X,O
SJIZOLT,O,O,O,O,X,X,X,O
SJIOTLZ,X,X,X,O,O,X,X,X
SJIOTZL,O,O,O,O,O,X,X,X
SJIOLTZ,X,X,X,O,O,X,X,X
SJIOLZT,X,O,O,O,X,X,X,X
SJIOZTL,O,O,O,O,X,O,X,X
SJIOZLT,O,O,O,O,X,X,X,X
SJLTIZO,X,X,X,O,X,X,X,X
SJLTIOZ,X,X,X,O,X,X,X,X
SJLTZIO,X,X,X,O,X,X,X,X
SJLTZOI,X,X,X,O,X,X,X,X
SJLTOIZ,X,X,X,O,X,X,X,X
SJLTOZI,X,X,X,O,X,X,X,X
SJLITZO,X,X,X,O,X,X,X,X
SJLITOZ,X,X,X,O,X,X,X,X
SJLIZTO,X,X,O,O,X,X,X,X
SJLIZOT,X,X,O,O,X,X,X,X
SJLIOTZ,X,X,X,O,X,X,X,X
SJLIOZT,X,O,O,O,X,X,X,X
SJLZTIO,X,X,O,O,X,X,X,X
SJLZTOI,X,X,O,O,X,X,X,X
SJLZITO,X,X,O,O,X,X,X,X
SJLZIOT,X,X,O,O,X,X,X,X
SJLZOTI,X,X,O,O,X,X,X,X
SJLZOIT,X,X,O,O,X,X,X,X
SJLOTIZ,X,X,X,O,X,X,X,X
SJLOTZI,X,X,X,O,X,X,X,X
SJLOITZ,X,X,X,O,X,X,X,X
SJLOIZT,X,O,O,O,X,X,X,X
SJLOZTI,X,O,O,O,X,X,X,X
