sequence,v115@HhA8IeA8GeD8AeA8AeE8Jem/IvhFzgBRiBSoBfqBUn?BFrB,v115@HhA8IeA8GeD8AeA8AeE8Je0/IvhFxgBTjBarBGnBXn?BFqB,v115@HhA8IeA8GeD8AeA8AeE8Je6EJvhFZlBUhBGiBTjBfr?BVxB,v115@HhA8IeA8GeD8AeA8AeE8Jex/IvhFylBGiBTjBfqBUn?BFrB,v115@HhA8IeA8GeD8AeA8AeE8Je6EJvhFZlBFhB8mB+nBTj?BfrB,v115@HhA8IeA8GeD8AeA8AeE8JezBJvhFGjBRlB3nB0kBFr?BiqB
ZJLTSOI,O,O,X,O,O,X
ZJLTOIS,O,O,X,X,O,X
ZJLTOSI,O,O,X,O,O,X
ZJLITSO,O,X,X,X,O,X
ZJLITOS,O,O,X,X,O,X
ZJLISTO,O,X,X,X,O,X
ZJLISOT,O,O,X,X,O,X
ZJLIOTS,X,O,X,X,O,X
ZJLIOST,X,O,X,X,O,X
ZJLSTIO,O,X,X,O,O,X
ZJLSTOI,O,X,X,O,O,X
ZJLSITO,O,X,X,O,O,X
ZJLSIOT,O,O,X,O,O,X
ZJLSOTI,O,O,X,O,O,X
ZJLSOIT,O,O,X,O,O,X
ZJLOTIS,X,O,X,X,O,X
ZJLOTSI,X,O,X,O,O,X
ZJLOITS,X,O,X,X,O,X
ZJLOIST,X,O,X,X,O,X
ZJLOSTI,X,O,X,O,O,X
ZJLOSIT,X,O,X,O,O,X
ZJSTILO,O,X,X,O,O,X
ZJSTIOL,O,X,X,O,O,O
ZJSTLIO,O,X,X,O,O,X
ZJSTLOI,O,X,X,O,O,X
ZJSTOIL,O,X,X,O,O,O
ZJSTOLI,O,X,X,O,O,X
ZJSITLO,O,X,X,O,O,X
ZJSITOL,O,X,X,O,O,X
ZJSILTO,O,X,X,O,O,X
ZJSILOT,O,X,X,O,O,X
ZJSIOTL,O,X,X,O,O,X
ZJSIOLT,O,X,X,O,O,X
ZJSLTIO,O,X,X,O,O,X
ZJSLTOI,O,X,X,O,O,X
ZJSLITO,O,X,X,O,O,X
ZJSLIOT,O,O,X,O,O,X
ZJSLOTI,O,O,X,O,O,X
ZJSLOIT,O,O,X,O,O,X
ZJSOTIL,O,X,X,O,O,O
ZJSOTLI,O,X,X,O,O,X
ZJSOITL,O,X,X,O,O,X
ZJSOILT,O,X,X,O,O,X
ZJSOLTI,O,O,X,O,O,X
ZJSOLIT,O,O,X,O,O,X
ZJOTILS,X,O,X,X,O,X
ZJOTISL,X,X,X,O,O,X
ZJOTLIS,X,O,X,X,O,X
ZJOTLSI,X,O,X,O,O,X
ZJOTSIL,X,X,X,O,O,X
ZJOTSLI,X,O,X,O,O,X
ZJOITLS,X,X,X,X,O,X
ZJOITSL,X,X,X,O,O,X
ZJOILTS,X,O,X,X,O,X
ZJOILST,X,O,X,X,O,X
ZJOISTL,X,X,X,O,O,X
ZJOISLT,X,X,X,O,O,X
ZJOLTIS,X,O,X,X,O,X
ZJOLTSI,X,O,X,O,O,X
ZJOLITS,X,O,X,X,O,X
ZJOLIST,X,O,X,X,O,X
ZJOLSTI,X,O,X,O,O,X
ZJOLSIT,X,O,X,O,O,X
ZJOSTIL,X,X,X,O,O,X
ZJOSTLI,X,X,X,O,O,X
ZJOSITL,X,X,X,O,O,X
ZJOSILT,X,X,X,O,O,X
ZJOSLTI,X,O,X,O,O,X
ZJOSLIT,X,O,X,O,O,X
ZSTILJO,O,X,O,O,O,X
ZSTILOJ,O,X,O,O,O,X
ZSTIJLO,O,X,O,O,O,X
ZSTIJOL,O,X,O,O,O,O
ZSTIOLJ,O,X,O,O,O,X
ZSTIOJL,O,X,O,O,O,O
ZSTLIJO,O,X,O,O,O,X
ZSTLIOJ,O,X,O,O,O,X
ZSTLJIO,O,X,O,O,O,X
ZSTLJOI,O,X,O,O,O,X
ZSTLOIJ,O,X,O,O,O,X
ZSTLOJI,O,X,O,O,O,X
ZSTJILO,O,X,O,O,O,X
ZSTJIOL,O,X,O,O,O,O
ZSTJLIO,O,X,O,O,O,X
ZSTJLOI,O,X,O,O,O,X
ZSTJOIL,O,X,O,O,O,O
ZSTJOLI,O,X,O,O,O,X
ZSTOILJ,O,X,O,O,O,X
ZSTOIJL,O,X,O,O,O,O
ZSTOLIJ,O,X,O,O,O,X
ZSTOLJI,O,X,O,O,O,X
ZSTOJIL,O,X,O,O,O,O
ZSTOJLI,O,X,O,O,O,X
ZSITLJO,O,X,O,O,O,X
ZSITLOJ,O,X,O,O,O,X
ZSITJLO,O,X,O,O,O,X
ZSITJOL,O,X,O,O,O,X
ZSITOLJ,O,X,O,O,O,X
ZSITOJL,O,X,O,O,O,X
ZSILTJO,O,X,O,O,O,X
ZSILTOJ,O,X,O,O,O,X
ZSILJTO,O,X,X,O,O,X
ZSILJOT,O,O,O,O,O,X
ZSILOTJ,O,X,O,O,O,X
ZSILOJT,O,O,O,O,O,X
ZSIJTLO,O,X,X,O,O,X
ZSIJTOL,O,X,X,O,O,X
ZSIJLTO,O,X,X,O,O,X
ZSIJLOT,O,X,O,O,O,X
ZSIJOTL,O,X,O,O,O,X
ZSIJOLT,O,X,O,O,O,X
ZSIOTLJ,O,X,O,O,O,X
ZSIOTJL,O,X,O,O,O,X
ZSIOLTJ,O,X,O,O,O,X
ZSIOLJT,O,O,O,O,O,X
ZSIOJTL,O,X,O,O,O,X
ZSIOJLT,O,X,O,O,O,X
ZSLTIJO,O,X,O,O,O,X
ZSLTIOJ,O,X,O,O,O,X
ZSLTJIO,O,X,O,O,O,X
ZSLTJOI,O,X,O,O,O,X
ZSLTOIJ,O,X,O,O,O,X
ZSLTOJI,O,X,O,O,O,X
ZSLITJO,O,X,O,O,O,X
ZSLITOJ,O,X,O,O,O,X
ZSLIJTO,O,X,X,O,O,X
ZSLIJOT,O,O,O,O,O,X
ZSLIOTJ,O,X,O,O,O,X
ZSLIOJT,O,O,O,O,O,X
ZSLJTIO,O,X,X,O,O,X
ZSLJTOI,O,X,X,O,O,X
ZSLJITO,O,X,X,O,O,X
ZSLJIOT,O,O,O,O,O,X
ZSLJOTI,O,O,O,O,O,X
ZSLJOIT,O,O,O,O,O,X
ZSLOTIJ,O,X,O,O,O,X
ZSLOTJI,O,X,O,O,O,X
ZSLOITJ,O,X,O,O,O,X
ZSLOIJT,O,O,O,O,O,X
ZSLOJTI,O,O,O,O,O,X
ZSLOJIT,O,O,O,O,O,X
ZSJTILO,O,X,X,O,O,X
ZSJTIOL,O,X,X,O,O,O
ZSJTLIO,O,X,X,O,O,X
ZSJTLOI,O,X,X,O,O,X
ZSJTOIL,O,X,X,O,O,O
ZSJTOLI,O,X,X,O,O,X
ZSJITLO,O,X,X,O,O,X
ZSJITOL,O,X,X,O,O,X
ZSJILTO,O,X,X,O,O,X
ZSJILOT,O,X,O,O,O,X
ZSJIOTL,O,X,O,O,O,X
ZSJIOLT,O,X,O,O,O,X
ZSJLTIO,O,X,X,O,O,X
ZSJLTOI,O,X,X,O,O,X
ZSJLITO,O,X,X,O,O,X
ZSJLIOT,O,O,O,O,O,X
ZSJLOTI,O,O,O,O,O,X
ZSJLOIT,O,O,O,O,O,X
ZSJOTIL,O,X,O,O,O,O
ZSJOTLI,O,X,O,O,O,X
ZSJOITL,O,X,O,O,O,X
ZSJOILT,O,X,O,O,O,X
ZSJOLTI,O,O,O,O,O,X
ZSJOLIT,O,O,O,O,O,X
ZSOTILJ,O,X,O,O,O,X
ZSOTIJL,O,X,O,O,O,O
ZSOTLIJ,O,X,O,O,O,X
ZSOTLJI,O,X,O,O,O,X
ZSOTJIL,O,X,O,O,O,O
ZSOTJLI,O,X,O,O,O,X
ZSOITLJ,O,X,O,O,O,X
ZSOITJL,O,X,O,O,O,X
ZSOILTJ,O,X,O,O,O,X
ZSOILJT,O,O,O,O,O,X
ZSOIJTL,O,X,O,O,O,X
ZSOIJLT,O,X,O,O,O,X
ZSOLTIJ,O,X,O,O,O,X
ZSOLTJI,O,X,O,O,O,X
ZSOLITJ,O,X,O,O,O,X
ZSOLIJT,O,O,O,O,O,X
ZSOLJTI,O,O,O,O,O,X
ZSOLJIT,O,O,O,O,O,X
ZSOJTIL,O,X,O,O,O,O
ZSOJTLI,O,X,O,O,O,X
ZSOJITL,O,X,O,O,O,X
ZSOJILT,O,X,O,O,O,X
ZSOJLTI,O,O,O,O,O,X
ZSOJLIT,O,O,O,O,O,X
ZOTILJS,O,O,O,X,X,X
ZOTILSJ,O,O,O,X,X,X
ZOTIJLS,O,O,O,X,X,X
ZOTIJSL,O,X,O,O,X,X
ZOTISLJ,O,X,O,O,X,X
ZOTISJL,O,X,O,O,X,X
ZOTLIJS,O,O,O,X,X,X
ZOTLISJ,O,O,O,X,X,X
ZOTLJIS,O,O,O,X,X,X
ZOTLJSI,O,O,O,O,X,X
ZOTLSIJ,O,O,O,O,X,X
ZOTLSJI,O,O,O,O,X,X
ZOTJILS,O,O,O,X,X,X
ZOTJISL,O,X,O,O,X,X
ZOTJLIS,O,O,O,X,X,X
ZOTJLSI,O,O,O,O,X,X
ZOTJSIL,O,X,O,O,X,X
ZOTJSLI,O,O,O,O,X,X
ZOTSILJ,O,X,O,O,X,X
ZOTSIJL,O,X,O,O,X,X
ZOTSLIJ,O,O,O,O,X,X
ZOTSLJI,O,O,O,O,X,X
ZOTSJIL,O,X,O,O,X,X
ZOTSJLI,O,O,O,O,X,X
ZOITLJS,O,O,O,X,X,X
ZOITLSJ,O,X,O,X,X,X
ZOITJLS,O,X,O,X,X,X
ZOITJSL,O,X,O,O,X,X
ZOITSLJ,O,X,O,O,X,X
ZOITSJL,O,X,O,O,X,X
ZOILTJS,O,O,O,X,X,X
ZOILTSJ,O,X,O,X,X,X
ZOILJTS,X,O,X,X,O,X
ZOILJST,X,O,X,X,O,X
ZOILSTJ,O,X,O,X,O,X
ZOILSJT,O,O,O,X,O,X
ZOIJTLS,X,X,X,X,O,X
ZOIJTSL,X,X,X,O,O,X
ZOIJLTS,X,O,X,X,O,X
ZOIJLST,X,O,X,X,O,X
ZOIJSTL,X,X,X,O,O,X
ZOIJSLT,X,X,X,O,O,X
ZOISTLJ,O,X,O,O,O,X
ZOISTJL,O,X,O,O,O,X
ZOISLTJ,O,X,O,O,O,X
ZOISLJT,O,O,O,O,O,X
ZOISJTL,O,X,O,O,O,X
ZOISJLT,O,X,O,O,O,X
ZOLTIJS,O,O,O,X,X,X
ZOLTISJ,O,O,O,X,X,X
ZOLTJIS,O,O,O,X,X,X
ZOLTJSI,O,O,O,O,X,X
ZOLTSIJ,O,O,O,O,X,X
ZOLTSJI,O,O,O,O,X,X
ZOLITJS,O,O,O,X,X,X
ZOLITSJ,O,X,O,X,X,X
ZOLIJTS,X,O,X,X,O,X
ZOLIJST,X,O,X,X,O,X
ZOLISTJ,O,X,O,X,O,X
ZOLISJT,O,O,O,X,O,X
ZOLJTIS,X,O,X,X,O,X
ZOLJTSI,X,O,X,O,O,X
ZOLJITS,X,O,X,X,O,X
ZOLJIST,X,O,X,X,O,X
ZOLJSTI,X,O,X,O,O,X
ZOLJSIT,X,O,X,O,O,X
ZOLSTIJ,O,X,O,O,O,X
ZOLSTJI,O,X,O,O,O,X
ZOLSITJ,O,X,O,O,O,X
ZOLSIJT,O,O,O,O,O,X
ZOLSJTI,O,O,O,O,O,X
ZOLSJIT,O,O,O,O,O,X
ZOJTILS,X,O,X,X,O,X
ZOJTISL,X,X,X,O,O,X
ZOJTLIS,X,O,X,X,O,X
ZOJTLSI,X,O,X,O,O,X
ZOJTSIL,X,X,X,O,O,X
ZOJTSLI,X,O,X,O,O,X
ZOJITLS,X,X,X,X,O,X
ZOJITSL,X,X,X,O,O,X
ZOJILTS,X,O,X,X,O,X
ZOJILST,X,O,X,X,O,X
ZOJISTL,X,X,X,O,O,X
ZOJISLT,X,X,X,O,O,X
ZOJLTIS,X,O,X,X,O,X
ZOJLTSI,X,O,X,O,O,X
ZOJLITS,X,O,X,X,O,X
ZOJLIST,X,O,X,X,O,X
ZOJLSTI,X,O,X,O,O,X
ZOJLSIT,X,O,X,O,O,X
ZOJSTIL,X,X,X,O,O,X
ZOJSTLI,X,X,X,O,O,X
ZOJSITL,X,X,X,O,O,X
ZOJSILT,X,X,X,O,O,X
ZOJSLTI,X,O,X,O,O,X
ZOJSLIT,X,O,X,O,O,X
ZOSTILJ,O,X,O,O,O,X
ZOSTIJL,O,X,O,O,O,X
ZOSTLIJ,O,X,O,O,O,X
ZOSTLJI,O,X,O,O,O,X
ZOSTJIL,O,X,O,O,O,X
ZOSTJLI,O,X,O,O,O,X
ZOSITLJ,O,X,O,O,O,X
ZOSITJL,O,X,O,O,O,X
ZOSILTJ,O,X,O,O,O,X
ZOSILJT,O,O,O,O,O,X
ZOSIJTL,O,X,O,O,O,X
ZOSIJLT,O,X,O,O,O,X
ZOSLTIJ,O,X,O,O,O,X
ZOSLTJI,O,X,O,O,O,X
ZOSLITJ,O,X,O,O,O,X
ZOSLIJT,O,O,O,O,O,X
ZOSLJTI,O,O,O,O,O,X
ZOSLJIT,O,O,O,O,O,X
ZOSJTIL,O,X,O,O,O,X
ZOSJTLI,O,X,O,O,O,X
ZOSJITL,O,X,O,O,O,X
ZOSJILT,O,X,O,O,O,X
ZOSJLTI,O,O,O,O,O,X
ZOSJLIT,O,O,O,O,O,X
OTILJSZ,O,O,O,X,O,X
OTILJZS,X,O,O,X,O,X
OTILSJZ,O,O,O,X,O,X
OTILSZJ,O,O,O,X,X,X
OTILZJS,O,O,O,X,X,X
OTILZSJ,O,O,O,X,X,X
OTIJLSZ,X,O,O,X,O,X
OTIJLZS,X,O,O,X,O,X
OTIJSLZ,X,X,O,X,O,O
OTIJSZL,X,X,O,X,O,O
OTIJZLS,X,O,O,X,O,X
OTIJZSL,X,X,O,X,O,X
OTISLJZ,O,X,O,O,O,O
OTISLZJ,O,X,O,O,X,X
OTISJLZ,O,X,O,O,O,O
OTISJZL,O,X,O,O,O,O
OTISZLJ,O,X,O,O,X,X
OTISZJL,O,X,O,O,X,O
OTIZLJS,O,O,O,X,X,X
OTIZLSJ,O,O,O,X,X,X
OTIZJLS,O,O,O,X,X,X
OTIZJSL,O,X,O,O,X,X
OTIZSLJ,O,X,O,O,X,X
OTIZSJL,O,X,O,O,X,X
OTLIJSZ,O,O,O,X,O,X
OTLIJZS,X,O,O,X,O,X
OTLISJZ,O,O,O,X,O,X
OTLISZJ,O,O,O,X,X,X
OTLIZJS,O,O,O,X,X,X
OTLIZSJ,O,O,O,X,X,X
OTLJISZ,O,O,O,X,O,X
OTLJIZS,X,O,O,X,O,X
OTLJSIZ,O,O,O,X,O,X
OTLJSZI,O,O,O,X,O,X
OTLJZIS,O,O,O,X,O,X
OTLJZSI,O,O,O,X,O,X
OTLSIJZ,O,O,O,O,O,X
OTLSIZJ,O,O,O,O,X,X
OTLSJIZ,O,O,O,O,O,X
OTLSJZI,O,O,O,O,O,X
OTLSZIJ,O,O,O,O,X,X
OTLSZJI,O,O,O,O,X,X
OTLZIJS,O,O,O,X,X,X
OTLZISJ,O,O,O,X,X,X
OTLZJIS,O,O,O,X,X,X
OTLZJSI,O,O,O,O,X,X
OTLZSIJ,O,O,O,O,X,X
OTLZSJI,O,O,O,O,X,X
OTJILSZ,X,O,O,X,O,X
OTJILZS,X,O,O,X,O,X
OTJISLZ,X,X,O,X,O,O
OTJISZL,X,X,O,X,O,O
OTJIZLS,X,O,O,X,O,X
OTJIZSL,X,X,O,X,O,X
OTJLISZ,O,O,O,X,O,X
OTJLIZS,X,O,O,X,O,X
OTJLSIZ,O,O,O,X,O,X
OTJLSZI,O,O,O,X,O,X
OTJLZIS,O,O,O,X,O,X
OTJLZSI,O,O,O,X,O,X
OTJSILZ,O,X,O,O,O,O
OTJSIZL,O,X,O,O,O,O
OTJSLIZ,O,O,O,O,O,O
OTJSLZI,O,O,O,O,O,X
OTJSZIL,O,X,O,O,O,O
OTJSZLI,O,O,O,O,O,X
OTJZILS,O,O,O,X,O,X
OTJZISL,O,X,O,O,O,X
OTJZLIS,O,O,O,X,O,X
OTJZLSI,O,O,O,O,O,X
OTJZSIL,O,X,O,O,O,X
OTJZSLI,O,O,O,O,O,X
OTSILJZ,O,X,O,O,O,O
OTSILZJ,O,X,O,O,X,X
OTSIJLZ,O,X,O,O,O,O
OTSIJZL,O,X,O,O,O,O
OTSIZLJ,O,X,O,O,X,X
OTSIZJL,O,X,O,O,X,O
OTSLIJZ,O,O,O,O,O,O
OTSLIZJ,O,O,O,O,X,X
OTSLJIZ,O,O,O,O,O,O
OTSLJZI,O,O,O,O,O,X
OTSLZIJ,O,O,O,O,X,X
OTSLZJI,O,O,O,O,X,X
OTSJILZ,O,X,O,O,O,O
OTSJIZL,O,X,O,O,O,O
OTSJLIZ,O,O,O,O,O,O
OTSJLZI,O,O,O,O,O,X
OTSJZIL,O,X,O,O,O,O
OTSJZLI,O,O,O,O,O,X
OTSZILJ,O,X,O,O,X,X
OTSZIJL,O,X,O,O,X,O
OTSZLIJ,O,O,O,O,X,X
OTSZLJI,O,O,O,O,X,X
OTSZJIL,O,X,O,O,X,O
OTSZJLI,O,O,O,O,X,X
OTZILJS,O,O,O,X,X,X
OTZILSJ,O,O,O,X,X,X
OTZIJLS,O,O,O,X,X,X
OTZIJSL,O,X,O,O,X,X
OTZISLJ,O,X,O,O,X,X
OTZISJL,O,X,O,O,X,X
OTZLIJS,O,O,O,X,X,X
OTZLISJ,O,O,O,X,X,X
OTZLJIS,O,O,O,X,X,X
OTZLJSI,O,O,O,O,X,X
OTZLSIJ,O,O,O,O,X,X
OTZLSJI,O,O,O,O,X,X
OTZJILS,O,O,O,X,X,X
OTZJISL,O,X,O,O,X,X
OTZJLIS,O,O,O,X,X,X
OTZJLSI,O,O,O,O,X,X
OTZJSIL,O,X,O,O,X,X
OTZJSLI,O,O,O,O,X,X
OTZSILJ,O,X,O,O,X,X
OTZSIJL,O,X,O,O,X,X
OTZSLIJ,O,O,O,O,X,X
OTZSLJI,O,O,O,O,X,X
OTZSJIL,O,X,O,O,X,X
OTZSJLI,O,O,O,O,X,X
OITLJSZ,X,O,O,X,O,X
OITLJZS,X,O,O,X,O,X
OITLSJZ,X,O,O,X,O,X
OITLSZJ,X,O,O,X,X,X
OITLZJS,X,O,O,X,X,X
OITLZSJ,X,O,O,X,X,X
OITJLSZ,X,O,O,X,O,X
OITJLZS,X,O,O,X,O,X
OITJSLZ,X,X,O,X,O,X
OITJSZL,X,X,O,X,O,X
OITJZLS,X,O,O,X,O,X
OITJZSL,X,X,O,X,O,X
OITSLJZ,X,X,O,O,O,X
OITSLZJ,X,X,O,O,X,X
OITSJLZ,X,X,O,O,O,X
OITSJZL,X,X,O,O,O,X
OITSZLJ,X,X,O,O,X,X
OITSZJL,X,X,O,O,X,X
OITZLJS,X,O,O,X,X,X
OITZLSJ,X,O,O,X,X,X
OITZJLS,X,O,O,X,X,X
OITZJSL,X,X,O,O,X,X
OITZSLJ,X,X,O,O,X,X
OITZSJL,X,X,O,O,X,X
OILTJSZ,X,O,O,X,O,X
OILTJZS,X,O,O,X,O,X
OILTSJZ,X,O,O,X,O,X
OILTSZJ,X,O,O,X,X,X
OILTZJS,X,O,O,X,X,X
OILTZSJ,X,O,O,X,X,X
OILJTSZ,X,O,O,X,O,X
OILJTZS,X,O,O,X,O,X
OILJSTZ,X,X,O,X,O,X
OILJSZT,X,O,O,X,O,X
OILJZTS,X,O,X,X,O,X
OILJZST,X,O,X,X,O,X
OILSTJZ,X,X,O,O,O,X
OILSTZJ,X,X,O,O,O,X
OILSJTZ,X,X,O,X,O,X
OILSJZT,X,O,O,O,O,X
OILSZTJ,X,X,O,O,O,X
OILSZJT,X,O,O,O,O,X
OILZTJS,X,O,O,X,X,X
OILZTSJ,X,X,O,X,X,X
OILZJTS,X,O,X,X,O,X
OILZJST,X,O,X,X,O,X
OILZSTJ,X,X,O,X,O,X
OILZSJT,X,O,O,X,O,X
OIJTLSZ,X,O,O,X,O,X
OIJTLZS,X,O,O,X,O,X
OIJTSLZ,X,X,O,X,O,X
OIJTSZL,X,X,O,X,O,X
OIJTZLS,X,O,O,X,O,X
OIJTZSL,X,X,O,X,O,X
OIJLTSZ,X,O,O,X,O,X
OIJLTZS,X,O,O,X,O,X
OIJLSTZ,X,X,O,X,O,X
OIJLSZT,X,O,O,X,O,X
OIJLZTS,X,O,X,X,O,X
OIJLZST,X,O,X,X,O,X
OIJSTLZ,X,X,O,O,O,X
OIJSTZL,X,X,O,O,O,X
OIJSLTZ,X,X,O,X,O,X
OIJSLZT,X,O,O,O,O,X
OIJSZTL,X,X,O,O,O,X
OIJSZLT,X,X,O,O,O,X
OIJZTLS,X,X,X,X,O,X
OIJZTSL,X,X,X,X,O,X
OIJZLTS,X,O,X,X,O,X
OIJZLST,X,O,X,X,O,X
OIJZSTL,X,X,X,X,O,X
OIJZSLT,X,X,X,X,O,X
OISTLJZ,X,X,O,O,O,X
OISTLZJ,X,X,O,O,O,X
OISTJLZ,X,X,O,O,O,X
OISTJZL,X,X,O,O,O,X
OISTZLJ,X,X,O,O,O,X
OISTZJL,X,X,O,O,O,X
OISLTJZ,X,X,O,O,O,X
OISLTZJ,X,X,O,O,O,X
OISLJTZ,X,X,O,X,O,X
OISLJZT,X,X,O,O,O,X
OISLZTJ,X,X,O,O,O,X
OISLZJT,X,X,O,O,O,X
OISJTLZ,X,X,O,O,O,X
OISJTZL,X,X,O,O,O,X
OISJLTZ,X,X,O,X,O,X
OISJLZT,X,X,O,O,O,X
OISJZTL,X,X,O,O,O,X
OISJZLT,X,X,O,O,O,X
OISZTLJ,X,X,O,O,O,X
OISZTJL,X,X,O,O,O,X
OISZLTJ,X,X,O,O,O,X
OISZLJT,X,X,O,O,O,X
OISZJTL,X,X,O,O,O,X
OISZJLT,X,X,O,O,O,X
OIZTLJS,X,O,O,X,X,X
OIZTLSJ,X,X,O,X,X,X
OIZTJLS,X,X,O,X,X,X
OIZTJSL,X,X,O,O,X,X
OIZTSLJ,X,X,O,O,X,X
OIZTSJL,X,X,O,O,X,X
OIZLTJS,X,O,O,X,X,X
OIZLTSJ,X,X,O,X,X,X
OIZLJTS,X,O,X,X,O,X
OIZLJST,X,O,X,X,O,X
OIZLSTJ,X,X,O,X,O,X
OIZLSJT,X,O,O,X,O,X
OIZJTLS,X,X,X,X,O,X
OIZJTSL,X,X,X,O,O,X
OIZJLTS,X,O,X,X,O,X
OIZJLST,X,O,X,X,O,X
OIZJSTL,X,X,X,O,O,X
OIZJSLT,X,X,X,O,O,X
OIZSTLJ,X,X,O,O,O,X
OIZSTJL,X,X,O,O,O,X
OIZSLTJ,X,X,O,O,O,X
OIZSLJT,X,O,O,O,O,X
OIZSJTL,X,X,O,O,O,X
OIZSJLT,X,X,O,O,O,X
OLTIJSZ,O,O,O,X,O,X
OLTIJZS,X,O,O,X,O,X
OLTISJZ,O,O,O,X,O,X
OLTISZJ,O,O,O,X,X,X
OLTIZJS,O,O,O,X,X,X
OLTIZSJ,O,O,O,X,X,X
OLTJISZ,O,O,O,X,O,X
OLTJIZS,X,O,O,X,O,X
OLTJSIZ,O,O,O,X,O,X
OLTJSZI,O,O,O,X,O,X
OLTJZIS,O,O,O,X,O,X
OLTJZSI,O,O,O,X,O,X
OLTSIJZ,O,O,O,O,O,X
OLTSIZJ,O,O,O,O,X,X
OLTSJIZ,O,O,O,O,O,X
OLTSJZI,O,O,O,O,O,X
OLTSZIJ,O,O,O,O,X,X
OLTSZJI,O,O,O,O,X,X
OLTZIJS,O,O,O,X,X,X
OLTZISJ,O,O,O,X,X,X
OLTZJIS,O,O,O,X,X,X
OLTZJSI,O,O,O,O,X,X
OLTZSIJ,O,O,O,O,X,X
OLTZSJI,O,O,O,O,X,X
OLITJSZ,O,O,O,X,O,X
OLITJZS,X,O,O,X,O,X
OLITSJZ,O,O,O,X,O,X
OLITSZJ,O,O,O,X,X,X
OLITZJS,X,O,O,X,X,X
OLITZSJ,O,O,O,X,X,X
OLIJTSZ,X,O,O,X,O,X
OLIJTZS,X,O,O,X,O,X
OLIJSTZ,X,X,O,X,O,X
OLIJSZT,X,O,O,X,O,X
OLIJZTS,X,O,X,X,O,X
OLIJZST,X,O,X,X,O,X
OLISTJZ,O,X,O,O,O,X
OLISTZJ,O,X,O,O,O,X
OLISJTZ,O,X,O,X,O,X
OLISJZT,O,O,O,O,O,X
OLISZTJ,O,X,O,O,O,X
OLISZJT,O,O,O,O,O,X
OLIZTJS,O,O,O,X,X,X
OLIZTSJ,O,X,O,X,X,X
OLIZJTS,X,O,X,X,O,X
OLIZJST,X,O,X,X,O,X
OLIZSTJ,O,X,O,X,O,X
OLIZSJT,O,O,O,X,O,X
OLJTISZ,X,O,O,X,O,X
OLJTIZS,X,O,O,X,O,X
OLJTSIZ,X,O,O,X,O,X
OLJTSZI,X,O,O,X,O,X
OLJTZIS,X,O,O,X,O,X
OLJTZSI,X,O,O,X,O,X
OLJITSZ,X,O,O,X,O,X
OLJITZS,X,O,O,X,O,X
OLJISTZ,X,X,O,X,O,X
OLJISZT,X,O,O,X,O,X
OLJIZTS,X,O,X,X,O,X
OLJIZST,X,O,X,X,O,X
OLJSTIZ,X,O,O,X,O,X
OLJSTZI,X,O,O,X,O,X
OLJSITZ,X,X,O,X,O,X
OLJSIZT,X,O,O,X,O,X
OLJSZTI,X,O,O,X,O,X
OLJSZIT,X,O,O,X,O,X
OLJZTIS,X,O,X,X,O,X
OLJZTSI,X,O,X,X,O,X
OLJZITS,X,O,X,X,O,X
OLJZIST,X,O,X,X,O,X
OLJZSTI,X,O,X,X,O,X
OLJZSIT,X,O,X,X,O,X
OLSTIJZ,O,O,O,O,O,X
OLSTIZJ,O,O,O,O,O,X
OLSTJIZ,O,O,O,O,O,X
OLSTJZI,O,O,O,O,O,X
OLSTZIJ,O,O,O,O,O,X
OLSTZJI,O,O,O,O,O,X
OLSITJZ,O,X,O,O,O,X
OLSITZJ,O,X,O,O,O,X
OLSIJTZ,O,X,O,X,O,X
OLSIJZT,O,O,O,O,O,X
OLSIZTJ,O,X,O,O,O,X
OLSIZJT,O,O,O,O,O,X
OLSJTIZ,O,O,O,X,O,X
OLSJTZI,O,O,O,X,O,X
OLSJITZ,O,X,O,X,O,X
OLSJIZT,O,O,O,O,O,X
OLSJZTI,O,O,O,O,O,X
OLSJZIT,O,O,O,O,O,X
OLSZTIJ,O,X,O,O,O,X
OLSZTJI,O,X,O,O,O,X
OLSZITJ,O,X,O,O,O,X
OLSZIJT,O,O,O,O,O,X
OLSZJTI,O,O,O,O,O,X
OLSZJIT,O,O,O,O,O,X
OLZTIJS,O,O,O,X,X,X
OLZTISJ,O,O,O,X,X,X
OLZTJIS,O,O,O,X,X,X
OLZTJSI,O,O,O,O,X,X
OLZTSIJ,O,O,O,O,X,X
OLZTSJI,O,O,O,O,X,X
OLZITJS,O,O,O,X,X,X
OLZITSJ,O,X,O,X,X,X
OLZIJTS,X,O,X,X,O,X
OLZIJST,X,O,X,X,O,X
OLZISTJ,O,X,O,X,O,X
OLZISJT,O,O,O,X,O,X
OLZJTIS,X,O,X,X,O,X
OLZJTSI,X,O,X,O,O,X
OLZJITS,X,O,X,X,O,X
OLZJIST,X,O,X,X,O,X
OLZJSTI,X,O,X,O,O,X
OLZJSIT,X,O,X,O,O,X
OLZSTIJ,O,X,O,O,O,X
OLZSTJI,O,X,O,O,O,X
OLZSITJ,O,X,O,O,O,X
OLZSIJT,O,O,O,O,O,X
OLZSJTI,O,O,O,O,O,X
OLZSJIT,O,O,O,O,O,X
OJTILSZ,X,O,O,X,O,X
OJTILZS,X,O,O,X,O,X
OJTISLZ,X,X,O,X,O,O
OJTISZL,X,X,O,X,O,O
