sequence,v115@AhA8IeB8GeC8EeF8Nem/IvhFxhB6oBTkBfsBUtBlsB,v115@AhA8IeB8GeC8EeF8Nem/IvhFlhBUjBTkBXnBStBxxB,v115@AhA8IeB8GeC8EeF8NeOEJvhF8kBlhBXnBToBCoBxxB,v115@AhA8IeB8GeC8EeF8Nem/IvhFlhBTkB6tBRsBcsBXtB,v115@AhA8IeB8GeC8EeF8NeKEJvhFzfB0hBxiBFsBXtBGtB,v115@AhA8IeB8GeC8EeF8Ne0BJvhFXjBlkB+tBikBRsBTsB,v115@AhA8IeB8GeC8EeF8Nei/IvhFziB+oB3kBUnBlmBxxB,v115@AhA8IeB8GeC8EeF8NeOEJvhF8kBxhBzmBFtB6tB3sB,v115@AhA8IeB8GeC8EeF8Ne0BJvhFXjBikB+tBlkBRsBTsB,v115@AhA8IeB8GeC8EeF8Ne2EJvhFziB5oBUnB3kBlmByxB,v115@AhA8IeB8GeC8EeF8Ne0BJvhFTjBlkBWtBikBXnBxxB,v115@AhA8IeB8GeC8EeF8NeXCJvhFTjBlkBWtBikB0mBxxB,v115@AhA8IeB8GeC8EeF8NeXCJvhFTjBikBWtBlkB0mBxxB
LTZOISJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LTZOJIS,X,X,X,O,O,X,X,O,X,O,X,X,X
LTZOJSI,X,X,X,X,O,X,X,O,X,X,X,X,X
LTZOSIJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LTZOSJI,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOIJSZ,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOIJZS,X,X,X,O,X,X,X,X,X,O,X,X,X
LTOISJZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LTOISZJ,X,O,X,O,O,X,X,X,X,X,X,X,X
LTOIZJS,X,X,X,O,O,X,X,O,X,O,X,X,X
LTOIZSJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LTOJISZ,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOJIZS,X,X,X,O,X,X,X,X,X,O,X,X,X
LTOJSIZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LTOJSZI,X,O,X,X,O,X,X,X,X,X,X,X,X
LTOJZIS,X,X,X,O,O,X,X,X,X,O,X,X,X
LTOJZSI,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOSIJZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LTOSIZJ,X,O,X,O,O,X,X,X,X,X,X,X,X
LTOSJIZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LTOSJZI,X,O,X,X,O,X,X,X,X,X,X,X,X
LTOSZIJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOSZJI,X,O,X,X,O,X,X,X,X,X,X,X,X
LTOZIJS,X,X,X,O,O,X,X,O,X,O,X,X,X
LTOZISJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LTOZJIS,X,X,X,O,O,X,X,O,X,O,X,X,X
LTOZJSI,X,X,X,X,O,X,X,O,X,X,X,X,X
LTOZSIJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOZSJI,X,X,X,X,O,X,X,X,X,X,X,X,X
LITJSZO,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJSOZ,X,X,X,X,X,X,X,X,X,X,X,O,O
LITJZSO,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJZOS,X,X,X,X,X,X,X,X,X,O,O,X,X
LITJOSZ,X,X,X,O,X,X,X,X,X,X,X,O,O
LITJOZS,X,X,X,O,X,X,X,X,X,O,O,X,X
LITSJZO,X,X,X,X,O,X,X,X,X,X,X,X,X
LITSJOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LITSZJO,X,X,O,X,O,X,X,X,X,X,X,X,X
LITSZOJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LITSOJZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LITSOZJ,X,O,O,O,O,X,X,X,X,X,X,X,X
LITZJSO,X,X,O,X,X,X,X,X,X,X,X,X,X
LITZJOS,X,X,X,X,O,X,X,X,X,O,O,X,X
LITZSJO,X,X,O,X,O,X,X,X,X,X,X,X,X
LITZSOJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LITZOJS,X,X,X,O,O,X,X,X,X,O,X,X,X
LITZOSJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LITOJSZ,X,O,X,O,X,X,X,X,X,X,X,X,X
LITOJZS,X,X,X,O,X,X,X,X,X,O,X,X,X
LITOSJZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LITOSZJ,X,O,X,O,O,X,X,X,X,X,X,X,X
LITOZJS,X,X,X,O,O,X,X,X,X,O,X,X,X
LITOZSJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LIJTSZO,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJTSOZ,X,X,X,X,X,X,X,X,X,X,X,O,O
LIJTZSO,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJTZOS,X,X,X,X,X,X,X,X,X,O,O,X,X
LIJTOSZ,X,X,X,O,X,X,X,X,X,X,X,O,O
LIJTOZS,X,X,X,O,X,X,X,X,X,O,O,X,X
LIJSTZO,X,X,X,X,X,X,O,X,O,X,X,X,X
LIJSTOZ,X,X,X,X,X,X,O,X,X,X,X,O,O
LIJSZTO,O,X,X,X,X,X,O,X,O,X,X,X,X
LIJSZOT,O,X,X,X,X,X,O,X,O,O,X,X,O
LIJSOTZ,X,X,X,X,X,X,O,X,X,X,X,O,O
LIJSOZT,X,X,X,X,X,X,O,X,O,O,X,X,O
LIJZTSO,O,X,X,X,X,X,X,X,O,X,X,X,X
LIJZTOS,O,X,X,X,X,X,X,X,X,O,O,X,X
LIJZSTO,O,X,X,X,X,X,O,X,O,X,X,X,X
LIJZSOT,O,X,X,X,X,X,O,X,O,O,X,X,O
LIJZOTS,O,X,X,X,X,X,X,X,X,O,O,X,X
LIJZOST,O,X,X,X,X,X,O,X,O,O,X,X,O
LIJOTSZ,X,X,X,O,X,X,X,X,X,X,X,O,O
LIJOTZS,X,X,X,O,X,X,X,X,X,O,O,X,X
LIJOSTZ,X,X,X,O,X,X,O,X,X,X,X,O,O
LIJOSZT,X,X,X,O,X,X,O,X,O,O,X,X,O
LIJOZTS,X,X,X,O,X,X,X,X,X,O,O,X,X
LIJOZST,X,X,X,O,X,X,O,X,O,O,X,X,O
LISTJZO,X,X,X,X,O,X,O,X,X,X,X,X,X
LISTJOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
LISTZJO,X,X,O,X,O,X,O,X,X,X,X,X,X
LISTZOJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LISTOJZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LISTOZJ,X,O,O,O,O,X,X,X,X,X,X,X,X
LISJTZO,X,X,X,X,X,X,O,X,X,X,X,X,X
LISJTOZ,X,X,X,X,X,X,O,X,X,X,X,X,O
LISJZTO,O,X,X,X,X,X,O,X,X,X,X,X,X
LISJZOT,O,X,X,X,X,X,O,X,X,O,X,X,O
LISJOTZ,X,X,X,X,X,X,O,X,X,X,X,X,O
LISJOZT,X,X,X,X,X,X,O,X,X,O,X,X,O
LISZTJO,O,X,O,X,X,X,O,X,X,X,X,X,X
LISZTOJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LISZJTO,O,X,O,X,X,X,O,X,X,X,X,X,X
LISZJOT,O,X,O,X,X,X,O,X,X,O,X,X,X
LISZOTJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LISZOJT,O,O,O,X,X,X,O,X,X,O,X,X,X
LISOTJZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LISOTZJ,X,O,O,O,O,X,X,X,X,X,X,X,X
LISOJTZ,X,O,X,O,X,X,O,X,X,X,X,X,X
LISOJZT,O,O,X,O,X,X,O,X,X,O,X,X,X
LISOZTJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LISOZJT,O,O,O,O,X,X,O,X,X,O,X,X,X
LIZTJSO,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZTJOS,O,X,X,X,O,X,X,X,X,O,O,X,X
LIZTSJO,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZTSOJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZTOJS,O,X,X,O,O,X,X,X,X,O,X,X,X
LIZTOSJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LIZJTSO,O,X,O,X,X,X,X,X,O,X,X,X,X
LIZJTOS,O,X,X,X,X,X,X,X,X,O,O,X,X
LIZJSTO,O,X,O,X,X,X,O,X,O,X,X,X,X
LIZJSOT,O,X,O,X,X,X,O,X,O,O,X,X,O
LIZJOTS,O,X,X,X,O,X,X,O,X,O,O,X,X
LIZJOST,O,X,O,X,X,X,O,X,O,O,X,X,O
LIZSTJO,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZSTOJ,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZSJTO,O,X,O,X,X,X,O,X,X,X,X,X,X
LIZSJOT,O,X,O,X,X,X,O,X,X,O,X,X,X
LIZSOTJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZSOJT,O,X,O,X,X,X,O,X,X,O,X,X,X
LIZOTJS,O,X,X,O,O,X,X,O,X,O,X,X,X
LIZOTSJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LIZOJTS,O,X,X,O,O,X,X,O,X,O,X,X,X
LIZOJST,O,X,O,O,X,X,X,X,X,O,X,X,X
LIZOSTJ,X,X,O,O,O,X,X,X,X,X,X,X,X
LIZOSJT,O,X,O,O,X,X,X,X,X,O,X,X,X
LIOTJSZ,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOTJZS,X,X,X,O,X,X,X,X,X,O,X,X,X
LIOTSJZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LIOTSZJ,X,O,X,O,O,X,X,X,X,X,X,X,X
LIOTZJS,X,X,X,O,O,X,X,O,X,O,X,X,X
LIOTZSJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LIOJTSZ,X,O,X,O,X,X,X,X,X,X,X,X,O
LIOJTZS,X,X,X,O,X,X,X,X,X,O,X,X,X
LIOJSTZ,X,O,X,O,X,X,X,X,X,X,X,X,O
LIOJSZT,O,O,X,O,X,X,X,X,X,O,X,X,O
LIOJZTS,O,X,X,O,X,X,X,X,X,O,X,X,X
LIOJZST,O,X,X,O,X,X,X,X,X,O,X,X,O
LIOSTJZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LIOSTZJ,X,O,O,O,O,X,X,X,X,X,X,X,X
LIOSJTZ,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOSJZT,O,O,X,O,X,X,X,X,X,O,X,X,X
LIOSZTJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LIOSZJT,O,O,O,O,X,X,X,X,X,O,X,X,X
LIOZTJS,O,X,X,O,O,X,X,O,X,O,X,X,X
LIOZTSJ,X,X,X,O,O,X,X,X,X,X,X,X,X
LIOZJTS,O,X,X,O,O,X,X,O,X,O,X,X,X
LIOZJST,O,X,O,O,X,X,X,X,X,O,X,X,X
LIOZSTJ,X,X,O,O,O,X,X,X,X,X,X,X,X
LIOZSJT,O,X,O,O,X,X,X,X,X,O,X,X,X
LJTISZO,X,X,X,X,X,O,X,X,O,X,X,X,X
LJTISOZ,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIZSO,X,X,X,X,X,O,X,X,O,X,X,X,X
LJTIZOS,X,X,X,X,X,X,X,X,X,O,X,X,X
LJTIOSZ,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTIOZS,X,X,X,O,X,X,X,X,X,O,X,X,X
LJTSIZO,X,X,X,X,O,O,X,X,O,X,X,X,X
LJTSIOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTSZIO,X,X,X,X,O,O,X,X,O,X,X,X,X
LJTSZOI,X,X,X,X,O,O,X,X,O,X,X,X,X
LJTSOIZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTSOZI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTZISO,X,X,X,X,X,O,X,X,O,X,X,X,X
LJTZIOS,X,X,X,X,O,X,X,X,X,O,X,X,X
LJTZSIO,X,X,X,X,O,O,X,X,O,X,X,X,X
LJTZSOI,X,X,X,X,O,O,X,X,O,X,X,X,X
LJTZOIS,X,X,X,X,O,X,X,X,X,O,X,X,X
LJTZOSI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTOISZ,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTOIZS,X,X,X,O,X,X,X,X,X,O,X,X,X
LJTOSIZ,X,X,X,O,O,X,X,X,X,X,X,X,X
LJTOSZI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTOZIS,X,X,X,O,O,X,X,X,X,O,X,X,X
LJTOZSI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJITSZO,X,X,X,X,X,O,X,X,O,X,X,X,X
LJITSOZ,X,X,X,X,X,X,X,X,X,X,X,X,O
LJITZSO,X,X,X,X,X,O,X,X,O,X,X,X,X
LJITZOS,X,X,X,X,X,X,X,X,X,O,X,X,X
LJITOSZ,X,X,X,O,X,X,X,X,X,X,X,X,O
LJITOZS,X,X,X,O,X,X,X,X,X,O,X,X,X
LJISTZO,X,X,X,X,X,O,X,X,O,X,X,X,X
LJISTOZ,X,X,X,X,X,X,X,X,X,X,X,X,O
LJISZTO,O,X,X,X,X,O,X,X,O,X,X,X,X
LJISZOT,O,X,X,X,X,X,X,X,O,O,X,X,O
LJISOTZ,X,X,X,X,X,X,X,X,X,X,X,X,O
LJISOZT,X,X,X,X,X,X,X,X,O,O,X,X,O
LJIZTSO,O,X,X,X,X,O,X,X,O,X,X,X,X
LJIZTOS,O,X,X,X,X,X,X,X,X,O,X,X,X
LJIZSTO,O,X,X,X,X,O,X,X,O,X,X,X,X
LJIZSOT,O,X,X,X,X,X,X,X,O,O,X,X,O
LJIZOTS,O,X,X,X,X,X,X,X,X,O,X,X,X
LJIZOST,O,X,X,X,X,X,X,X,O,O,X,X,O
LJIOTSZ,X,X,X,O,X,X,X,X,X,X,X,X,O
LJIOTZS,X,X,X,O,X,X,X,X,X,O,X,X,X
LJIOSTZ,X,X,X,O,X,X,X,X,X,X,X,X,O
LJIOSZT,X,X,X,O,X,X,X,X,O,O,X,X,O
LJIOZTS,X,X,X,O,X,X,X,X,X,O,X,X,X
LJIOZST,X,X,X,O,X,X,X,X,O,O,X,X,O
LJSTIZO,X,X,X,X,O,O,X,X,O,X,X,X,X
LJSTIOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSTZIO,X,X,X,X,O,O,X,X,O,X,X,X,X
LJSTZOI,X,X,X,X,O,O,X,X,O,X,X,X,X
LJSTOIZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSTOZI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSITZO,X,X,X,X,X,O,X,X,O,X,X,X,X
LJSITOZ,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIZTO,O,X,X,X,X,O,X,X,O,X,X,X,X
LJSIZOT,O,X,X,X,X,X,X,X,O,O,X,X,X
LJSIOTZ,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIOZT,X,X,X,X,X,X,X,X,O,O,X,X,X
LJSZTIO,O,X,X,X,X,O,X,X,O,X,X,X,X
LJSZTOI,X,X,X,X,X,O,X,X,O,X,X,X,X
LJSZITO,O,X,X,X,X,X,X,X,O,X,X,X,X
LJSZIOT,O,X,X,X,X,X,X,X,O,O,X,X,X
LJSZOTI,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSZOIT,O,X,X,X,X,X,X,X,O,O,X,X,X
LJSOTIZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSOTZI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSOITZ,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOIZT,X,X,X,X,X,X,X,X,O,O,X,X,X
LJSOZTI,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSOZIT,X,X,X,X,X,X,X,X,O,O,X,X,X
LJZTISO,O,X,X,X,X,O,X,X,O,X,X,X,X
LJZTIOS,O,X,X,X,O,X,X,X,X,O,X,X,X
LJZTSIO,O,X,X,X,O,O,X,X,O,X,X,X,X
LJZTSOI,X,X,X,X,O,O,X,X,O,X,X,X,X
LJZTOIS,X,X,X,X,O,X,X,X,X,O,X,X,X
LJZTOSI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZITSO,O,X,X,X,X,O,X,X,O,X,X,X,X
LJZITOS,O,X,X,X,X,X,X,X,X,O,X,X,X
LJZISTO,O,X,X,X,X,O,X,X,O,X,X,X,X
LJZISOT,O,X,X,X,X,X,X,X,O,O,X,X,X
LJZIOTS,O,X,X,X,O,X,X,X,X,O,X,X,X
LJZIOST,O,X,X,X,X,X,X,X,O,O,X,X,X
LJZSTIO,O,X,X,X,X,O,X,X,O,X,X,X,X
LJZSTOI,X,X,X,X,X,O,X,X,O,X,X,X,X
LJZSITO,O,X,X,X,X,X,X,X,O,X,X,X,X
LJZSIOT,O,X,X,X,X,X,X,X,O,O,X,X,X
LJZSOTI,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZSOIT,O,X,X,X,X,X,X,X,O,O,X,X,X
LJZOTIS,X,X,X,X,O,X,X,X,X,O,X,X,X
LJZOTSI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZOITS,O,X,X,X,O,X,X,X,X,O,X,X,X
LJZOIST,O,X,X,X,X,X,X,X,O,O,X,X,X
LJZOSTI,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZOSIT,O,X,X,X,X,X,X,X,O,O,X,X,X
LJOTISZ,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOTIZS,X,X,X,O,X,X,X,X,X,O,X,X,X
LJOTSIZ,X,X,X,O,O,X,X,X,X,X,X,X,X
LJOTSZI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOTZIS,X,X,X,O,O,X,X,X,X,O,X,X,X
LJOTZSI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOITSZ,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOITZS,X,X,X,O,X,X,X,X,X,O,X,X,X
LJOISTZ,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOISZT,X,X,X,O,X,X,X,X,O,O,X,X,X
LJOIZTS,X,X,X,O,X,X,X,X,X,O,X,X,X
LJOIZST,X,X,X,O,X,X,X,X,O,O,X,X,X
LJOSTIZ,X,X,X,O,O,X,X,X,X,X,X,X,X
LJOSTZI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOSITZ,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOSIZT,X,X,X,O,X,X,X,X,O,O,X,X,X
LJOSZTI,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOSZIT,X,X,X,X,X,X,X,X,O,O,X,X,X
LJOZTIS,X,X,X,O,O,X,X,X,X,O,X,X,X
LJOZTSI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOZITS,X,X,X,O,O,X,X,X,X,O,X,X,X
LJOZIST,X,X,X,O,X,X,X,X,O,O,X,X,X
LJOZSTI,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOZSIT,X,X,X,X,X,X,X,X,O,O,X,X,X
LSTIJZO,X,X,X,X,O,X,O,X,X,X,X,X,X
LSTIJOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
LSTIZJO,X,X,O,X,O,X,O,X,X,X,X,X,X
LSTIZOJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSTIOJZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LSTIOZJ,X,O,O,O,O,X,X,X,X,X,X,X,X
LSTJIZO,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTJIOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTJZIO,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTJZOI,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTJOIZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTJOZI,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTZIJO,X,X,O,X,O,X,X,X,X,X,X,X,X
LSTZIOJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LSTZJIO,X,X,O,X,O,X,X,X,X,X,X,X,X
LSTZJOI,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTZOIJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTZOJI,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTOIJZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LSTOIZJ,X,O,X,O,O,X,X,X,X,X,X,X,X
LSTOJIZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LSTOJZI,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTOZIJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTOZJI,X,O,X,X,O,X,X,X,X,X,X,X,X
LSITJZO,X,X,X,X,O,X,O,X,X,X,X,X,X
LSITJOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
LSITZJO,X,X,O,X,O,X,O,X,X,X,X,X,X
LSITZOJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSITOJZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LSITOZJ,X,O,O,O,O,X,X,X,X,X,X,X,X
LSIJTZO,X,X,X,X,X,X,O,X,X,X,X,X,X
LSIJTOZ,X,X,X,X,X,X,O,X,X,X,X,X,O
LSIJZTO,O,X,X,X,X,X,O,X,X,X,X,X,X
LSIJZOT,O,X,X,X,X,X,O,X,X,O,X,X,O
LSIJOTZ,X,X,X,X,X,X,O,X,X,X,X,X,O
LSIJOZT,X,X,X,X,X,X,O,X,X,O,X,X,O
LSIZTJO,O,X,O,X,X,X,O,X,X,X,X,X,X
LSIZTOJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LSIZJTO,O,X,O,X,X,X,O,X,X,X,X,X,X
LSIZJOT,O,X,O,X,X,X,O,X,X,O,X,X,X
LSIZOTJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LSIZOJT,O,O,O,X,X,X,O,X,X,O,X,X,X
LSIOTJZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LSIOTZJ,X,O,O,O,O,X,X,X,X,X,X,X,X
LSIOJTZ,X,O,X,O,X,X,O,X,X,X,X,X,X
LSIOJZT,O,O,X,O,X,X,O,X,X,O,X,X,X
LSIOZTJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LSIOZJT,O,O,O,O,X,X,O,X,X,O,X,X,X
LSJTIZO,X,X,X,X,O,X,X,X,O,X,X,X,X
LSJTIOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJTZIO,X,X,X,X,O,X,X,X,O,X,X,X,X
LSJTZOI,X,X,X,X,O,X,X,X,O,X,X,X,X
LSJTOIZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJTOZI,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJITZO,X,X,X,X,X,X,O,X,O,X,X,X,X
LSJITOZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJIZTO,O,X,X,X,X,X,O,X,O,X,X,X,X
LSJIZOT,O,X,X,X,X,X,O,X,O,O,X,X,X
LSJIOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJIOZT,X,X,X,X,X,X,O,X,O,O,X,X,X
LSJZTIO,O,X,X,X,X,X,X,X,O,X,X,X,X
LSJZTOI,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJZITO,O,X,X,X,X,X,X,X,O,X,X,X,X
LSJZIOT,O,X,X,X,X,X,X,X,O,O,X,X,X
LSJZOTI,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJZOIT,O,X,X,X,X,X,X,X,O,O,X,X,X
LSJOTIZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJOTZI,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJOITZ,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOIZT,X,X,X,X,X,X,X,X,O,O,X,X,X
LSJOZTI,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJOZIT,X,X,X,X,X,X,X,X,O,O,X,X,X
LSZTIJO,O,X,O,X,O,X,X,X,X,X,X,X,X
LSZTIOJ,O,X,O,X,O,X,X,X,X,X,X,X,X
LSZTJIO,O,X,O,X,O,X,X,X,X,X,X,X,X
LSZTJOI,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZTOIJ,O,X,X,X,O,X,X,X,X,X,X,X,X
LSZTOJI,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZITJO,O,X,O,X,X,X,O,X,X,X,X,X,X
LSZITOJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LSZIJTO,O,X,O,X,X,X,O,X,X,X,X,X,X
LSZIJOT,O,X,O,X,X,X,O,X,X,O,X,X,X
LSZIOTJ,O,X,O,X,O,X,X,X,X,X,X,X,X
LSZIOJT,O,X,O,X,X,X,O,X,X,O,X,X,X
LSZJTIO,O,X,O,X,X,X,X,X,O,X,X,X,X
LSZJTOI,X,X,X,X,X,X,X,X,O,X,X,X,X
LSZJITO,O,X,O,X,X,X,X,X,O,X,X,X,X
LSZJIOT,O,X,O,X,X,X,X,X,O,O,X,X,X
LSZJOTI,O,X,X,X,X,X,X,X,O,X,X,X,X
LSZJOIT,O,X,X,X,X,X,X,X,O,O,X,X,X
LSZOTIJ,O,X,X,X,O,X,X,X,X,X,X,X,X
LSZOTJI,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZOITJ,O,X,X,X,O,X,X,X,X,X,X,X,X
LSZOIJT,O,X,X,X,X,X,X,X,X,O,X,X,X
LSZOJTI,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZOJIT,O,X,X,X,X,X,X,X,X,O,X,X,X
LSOTIJZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LSOTIZJ,X,O,X,O,O,X,X,X,X,X,X,X,X
LSOTJIZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LSOTJZI,X,O,X,X,O,X,X,X,X,X,X,X,X
LSOTZIJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LSOTZJI,X,O,X,X,O,X,X,X,X,X,X,X,X
LSOITJZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LSOITZJ,X,O,X,O,O,X,X,X,X,X,X,X,X
LSOIJTZ,X,O,X,O,X,X,O,X,X,X,X,X,X
LSOIJZT,O,O,X,O,X,X,O,X,X,O,X,X,X
LSOIZTJ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSOIZJT,O,O,X,O,X,X,O,X,X,O,X,X,X
LSOJTIZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LSOJTZI,X,O,X,X,O,X,X,X,X,X,X,X,X
LSOJITZ,X,O,X,O,X,X,X,X,X,X,X,X,X
LSOJIZT,O,O,X,O,X,X,X,X,X,O,X,X,X
LSOJZTI,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOJZIT,O,X,X,X,X,X,X,X,X,O,X,X,X
LSOZTIJ,O,X,X,X,O,X,X,X,X,X,X,X,X
LSOZTJI,O,O,X,X,O,X,X,X,X,X,X,X,X
LSOZITJ,O,X,X,X,O,X,X,X,X,X,X,X,X
LSOZIJT,O,X,X,X,X,X,X,X,X,O,X,X,X
LSOZJTI,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOZJIT,O,X,X,X,X,X,X,X,X,O,X,X,X
LZTIJSO,O,X,O,X,X,X,X,X,X,X,X,X,X
LZTIJOS,O,X,X,X,O,X,X,X,X,O,O,X,X
LZTISJO,X,X,O,X,O,X,X,X,X,X,X,X,X
LZTISOJ,X,X,O,X,O,X,X,X,X,X,X,X,X
