sequence,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhFXgBxhBzlBCnBUq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF0gBxhBzkBCnB3q?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhFTgBxhBfqB8qBCn?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhF8lBGiBTkBKqB3m?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JexAJvhFTiBikBGmB0kB3q?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF8kBfmBxhBCnBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhFTiBikBGmBXmBUq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je0/IvhFxgBTiB2pBSrBls?B3qB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhFXhBTiB2pBSrBls?BUqB,v115@FhB8HeB8IeC8BeC8AeB8Jei/IvhFGiB3kBRmBUmBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je2EJvhFRhBSnBUmB3kBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je2EJvhFfmB6mBTiBxpBls?BUqB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF8kBSmBTiBxqBls?B3qB,v115@FhB8HeB8IeC8BeC8AeB8Jei/IvhFzgBGiB3mBxpBls?BUqB
LISJZTO,O,O,O,O,O,O,X,O,O,X,X,O,X,X
LISJZOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LISJOTZ,O,O,X,X,O,X,X,X,O,X,X,O,X,X
LISJOZT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LISZTJO,O,O,O,O,X,O,O,X,X,X,X,O,O,X
LISZTOJ,X,O,O,X,X,X,O,X,O,X,X,O,O,X
LISZJTO,O,O,O,O,O,O,O,X,X,X,X,O,O,X
LISZJOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LISZOTJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LISZOJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LISOTJZ,O,O,X,X,X,X,X,X,O,X,X,O,X,O
LISOTZJ,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LISOJTZ,O,O,X,X,O,X,X,X,X,X,X,O,X,X
LISOJZT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LISOZTJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LISOZJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LIZTJSO,O,X,O,O,X,X,O,O,X,X,X,X,O,O
LIZTJOS,X,X,X,O,X,X,O,O,X,X,X,X,O,O
LIZTSJO,O,X,O,O,X,X,O,X,X,X,X,X,O,O
LIZTSOJ,X,X,O,X,X,X,O,X,X,X,X,X,O,O
LIZTOJS,X,X,X,O,X,X,O,O,X,X,X,X,O,O
LIZTOSJ,X,X,X,O,X,X,O,X,X,X,X,X,O,X
LIZJTSO,O,X,O,O,X,X,O,O,X,X,X,X,O,X
LIZJTOS,X,X,X,O,O,X,O,O,X,X,X,X,O,X
LIZJSTO,O,O,O,O,X,O,O,O,X,X,X,X,O,X
LIZJSOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LIZJOTS,O,O,X,X,X,X,O,O,X,X,X,X,O,X
LIZJOST,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZSTJO,O,O,O,O,X,O,O,X,X,X,X,X,O,X
LIZSTOJ,X,O,O,X,X,X,O,X,X,X,X,X,O,X
LIZSJTO,O,O,O,O,O,O,O,X,X,X,X,X,O,X
LIZSJOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LIZSOTJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LIZSOJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LIZOTJS,O,O,X,O,X,X,O,X,X,X,X,X,O,O
LIZOTSJ,O,X,X,O,X,X,O,X,X,X,X,X,O,X
LIZOJTS,O,O,X,O,X,X,O,X,X,X,X,X,O,X
LIZOJST,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZOSJT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,O,X,X,O,X,X,O,O,X,X,X,X,X,O
LIOTJZS,X,O,X,O,X,X,O,O,X,X,X,X,O,O
LIOTSJZ,O,X,X,O,X,X,O,O,X,X,X,X,X,O
LIOTSZJ,X,X,X,O,X,X,O,X,X,X,X,X,O,O
LIOTZJS,X,O,X,O,X,X,O,O,X,X,X,X,O,O
LIOTZSJ,X,X,X,O,X,X,O,X,X,X,X,X,O,X
LIOJTSZ,O,X,X,X,O,X,O,O,X,X,X,X,X,O
LIOJTZS,X,O,X,O,O,X,O,O,X,X,X,X,X,O
LIOJSTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOJZTS,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LIOJZST,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O
LIOSTZJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LIOSJTZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LIOSJZT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LIOSZTJ,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LIOSZJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LIOZTJS,X,O,X,O,X,X,O,X,X,X,X,X,O,O
LIOZTSJ,X,X,X,O,X,X,O,X,X,X,X,X,O,X
LIOZJTS,X,O,X,O,X,X,O,X,X,X,X,X,O,X
LIOZJST,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LIOZSTJ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIOZSJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJTISZO,O,O,O,O,O,X,X,O,O,X,X,X,X,X
LJTISOZ,O,O,O,O,O,X,O,O,O,X,X,X,X,X
LJTIZSO,O,O,O,O,X,O,O,O,O,X,X,X,X,X
LJTIZOS,O,O,O,O,O,X,O,O,O,X,X,X,X,X
LJTIOSZ,O,O,O,O,O,X,O,O,O,X,X,X,X,X
LJTIOZS,O,O,O,O,O,X,O,O,O,X,X,X,X,X
LJTSIZO,O,O,O,O,O,X,X,O,O,X,X,O,X,X
LJTSIOZ,O,O,O,O,O,X,O,O,O,X,X,O,X,X
LJTSZIO,O,O,O,O,O,O,X,O,O,X,X,X,X,X
LJTSZOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X
LJTSOIZ,O,O,O,O,O,X,O,O,O,X,X,O,X,X
LJTSOZI,O,O,O,O,O,X,O,O,O,X,X,X,X,X
LJTZISO,O,O,O,O,X,O,O,O,O,X,X,X,O,X
LJTZIOS,O,O,O,O,O,X,O,O,O,X,X,X,O,X
LJTZSIO,O,O,O,O,X,O,O,O,O,X,X,X,X,X
LJTZSOI,O,O,O,O,X,O,O,O,O,X,X,X,X,X
LJTZOIS,O,O,O,O,O,X,O,O,O,X,X,X,O,X
LJTZOSI,O,O,O,O,O,O,O,O,O,X,X,X,X,X
LJTOISZ,O,O,O,O,O,X,O,O,O,X,X,X,X,X
LJTOIZS,O,O,O,O,O,X,O,O,O,X,X,X,X,X
LJTOSIZ,O,O,O,O,O,X,O,O,O,X,X,O,X,X
LJTOSZI,O,O,O,O,O,X,O,O,O,X,X,X,X,X
LJTOZIS,O,O,O,O,O,X,O,O,O,X,X,X,O,X
LJTOZSI,O,O,O,O,O,O,O,O,O,X,X,X,X,X
LJITSZO,X,O,O,X,O,X,X,O,O,X,X,X,X,X
LJITSOZ,X,X,X,X,O,X,O,O,O,X,X,X,X,X
LJITZSO,O,X,O,O,X,X,O,O,O,X,X,X,X,X
LJITZOS,X,X,X,O,O,X,O,O,O,X,X,X,X,X
LJITOSZ,O,X,X,X,O,X,O,O,O,X,X,X,X,X
LJITOZS,X,O,X,X,O,X,O,O,O,X,X,X,X,X
LJISTZO,X,O,O,X,O,X,X,O,O,X,X,X,X,X
LJISTOZ,X,X,X,X,O,X,O,O,O,X,X,X,X,X
LJISZTO,O,O,O,X,O,O,X,O,O,X,X,X,X,X
LJISZOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LJISOTZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LJISOZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJIZTSO,O,X,O,O,X,X,O,O,O,X,X,X,X,X
LJIZTOS,X,X,X,O,O,X,O,O,O,X,X,X,X,X
LJIZSTO,O,O,O,O,X,O,O,O,O,X,X,X,X,X
LJIZSOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJIZOTS,O,O,X,X,X,X,O,O,X,X,X,X,X,X
LJIZOST,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,O,X,X,X,O,X,O,O,O,X,X,X,X,X
LJIOTZS,X,O,X,X,O,X,O,O,O,X,X,X,X,X
LJIOSTZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LJIOSZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJIOZTS,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJIOZST,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSTIZO,X,O,O,X,O,X,X,O,O,X,X,O,X,X
LJSTIOZ,X,O,O,X,O,X,O,O,O,X,X,O,X,X
LJSTZIO,X,O,O,O,O,X,X,O,O,X,X,X,X,X
LJSTZOI,X,O,O,O,O,X,X,O,O,X,X,X,X,X
LJSTOIZ,X,O,O,X,O,X,O,O,O,X,X,O,X,X
LJSTOZI,X,O,O,O,O,X,O,O,O,X,X,X,X,X
LJSITZO,X,O,O,X,O,X,X,O,O,X,X,O,X,X
LJSITOZ,X,X,X,X,O,X,O,O,O,X,X,O,X,X
LJSIZTO,O,O,O,O,O,O,X,O,O,X,X,O,X,X
LJSIZOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJSIOTZ,O,O,X,X,O,X,X,X,O,X,X,O,X,X
LJSIOZT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJSZTIO,O,O,O,O,O,O,X,O,O,X,X,X,X,X
LJSZTOI,X,O,O,O,O,O,X,O,O,X,X,X,X,X
LJSZITO,O,O,O,O,O,O,X,O,O,X,X,X,X,X
LJSZIOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJSZOTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJSZOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJSOTIZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LJSOTZI,O,O,X,O,O,X,X,X,O,X,X,X,X,X
LJSOITZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LJSOIZT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJSOZTI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJSOZIT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJZTISO,O,X,O,O,X,O,O,O,O,X,X,X,O,X
LJZTIOS,O,X,O,O,O,X,O,O,O,X,X,X,O,X
LJZTSIO,O,X,O,O,X,O,O,O,O,X,X,X,X,X
LJZTSOI,O,X,O,O,X,O,O,O,O,X,X,X,X,X
LJZTOIS,O,X,O,O,O,X,O,O,O,X,X,X,O,X
LJZTOSI,O,X,O,O,O,O,O,O,O,X,X,X,X,X
LJZITSO,O,X,O,O,X,X,O,O,O,X,X,X,O,X
LJZITOS,X,X,X,O,O,X,O,O,O,X,X,X,O,X
LJZISTO,O,O,O,O,X,O,O,O,O,X,X,X,O,X
LJZISOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJZIOTS,O,O,X,X,X,X,O,O,X,X,X,X,O,X
LJZIOST,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZSTIO,O,O,O,O,X,O,O,O,O,X,X,X,X,X
LJZSTOI,O,X,O,O,X,O,O,O,O,X,X,X,X,X
LJZSITO,O,O,O,O,X,O,O,O,O,X,X,X,X,X
LJZSIOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJZSOTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJZSOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJZOTIS,O,O,X,O,X,X,O,O,X,X,X,X,X,X
LJZOTSI,O,O,X,O,X,X,O,O,X,X,X,X,X,X
LJZOITS,O,O,X,O,X,X,O,O,X,X,X,X,X,X
LJZOIST,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJZOSTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJZOSIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJOTISZ,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJOTIZS,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJOTSIZ,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJOTSZI,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJOTZIS,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJOTZSI,O,O,X,O,O,X,O,O,O,X,X,X,X,X
LJOITSZ,O,X,X,X,O,X,O,O,O,X,X,X,X,X
LJOITZS,X,O,X,O,O,X,O,O,O,X,X,X,X,X
LJOISTZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LJOISZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOIZTS,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LJOIZST,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJOSTIZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LJOSTZI,O,O,X,O,X,X,X,X,O,X,X,X,X,X
LJOSITZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LJOSIZT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJOSZTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJOSZIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJOZTIS,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LJOZTSI,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LJOZITS,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LJOZIST,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJOZSTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJOZSIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSTIJZO,X,O,O,O,O,O,X,O,O,O,X,O,X,X
LSTIJOZ,X,O,O,O,O,X,O,O,O,O,X,O,X,X
LSTIZJO,X,O,O,O,X,O,O,X,X,O,X,O,X,X
LSTIZOJ,X,O,O,O,X,O,O,X,O,X,X,O,X,X
LSTIOJZ,X,O,O,O,O,X,O,O,O,O,X,O,X,X
LSTIOZJ,X,O,O,O,X,O,O,X,O,X,X,O,X,X
LSTJIZO,X,O,O,O,O,O,X,O,O,O,X,O,X,X
LSTJIOZ,X,O,O,O,O,X,O,O,O,O,X,O,X,X
LSTJZIO,X,O,O,O,O,O,X,O,O,O,X,X,X,X
LSTJZOI,X,O,O,O,O,O,X,O,O,X,X,X,X,X
LSTJOIZ,X,O,O,O,O,X,O,O,O,O,X,O,X,X
LSTJOZI,X,O,O,O,O,X,O,O,O,X,X,X,X,X
LSTZIJO,X,O,O,O,X,O,O,X,X,O,X,O,X,X
LSTZIOJ,X,O,O,O,X,O,O,X,O,X,X,O,X,X
LSTZJIO,X,O,O,O,O,O,O,X,O,O,X,X,X,X
LSTZJOI,X,O,O,O,O,O,O,X,O,X,X,X,X,X
LSTZOIJ,X,O,O,O,X,O,O,X,O,X,X,O,X,X
LSTZOJI,X,O,O,O,O,O,O,X,O,X,X,X,X,X
LSTOIJZ,X,O,O,O,O,X,O,O,O,O,X,O,X,X
LSTOIZJ,X,O,O,O,X,O,O,X,O,X,X,O,X,X
LSTOJIZ,X,O,O,O,O,X,O,O,O,O,X,O,X,X
LSTOJZI,X,O,O,O,O,X,O,O,O,X,X,X,X,X
LSTOZIJ,X,O,O,O,X,O,O,X,O,X,X,O,X,X
LSTOZJI,X,O,O,O,O,O,O,X,O,X,X,X,X,X
LSITJZO,X,O,O,X,O,X,X,O,O,O,X,O,X,X
LSITJOZ,X,X,X,X,O,X,O,O,O,O,X,O,X,X
LSITZJO,X,O,O,O,X,O,O,X,X,O,X,O,X,X
LSITZOJ,X,O,O,X,X,X,O,X,O,X,X,O,X,X
LSITOJZ,X,O,X,X,O,X,O,O,O,O,X,O,X,X
LSITOZJ,X,O,X,X,X,X,O,X,O,X,X,O,X,X
LSIJTZO,X,O,O,X,O,X,X,O,O,X,X,O,X,X
LSIJTOZ,X,X,X,X,O,X,O,O,O,X,X,O,X,X
LSIJZTO,O,O,O,O,O,O,X,O,O,X,X,O,X,X
LSIJZOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSIJOTZ,O,O,X,X,O,X,X,X,O,X,X,O,X,X
LSIJOZT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSIZTJO,O,O,O,O,X,O,O,X,X,X,X,O,X,X
LSIZTOJ,X,O,O,X,X,X,O,X,O,X,X,O,X,X
LSIZJTO,O,O,O,O,O,O,O,X,X,X,X,O,X,X
LSIZJOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSIZOTJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LSIZOJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSIOTJZ,O,O,X,X,X,X,X,X,O,X,X,O,X,X
LSIOTZJ,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LSIOJTZ,O,O,X,X,O,X,X,X,X,X,X,O,X,X
LSIOJZT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSIOZTJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LSIOZJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSJTIZO,X,O,O,X,O,X,X,O,O,O,X,O,X,X
LSJTIOZ,X,O,O,X,O,X,O,O,O,O,X,O,X,X
LSJTZIO,X,O,O,O,O,X,X,O,O,O,X,X,X,X
LSJTZOI,X,O,O,O,O,X,X,O,O,X,X,X,X,X
LSJTOIZ,X,O,O,X,O,X,O,O,O,O,X,O,X,X
LSJTOZI,X,O,O,O,O,X,O,O,O,X,X,X,X,X
LSJITZO,X,O,O,X,O,X,X,O,O,X,X,O,X,X
LSJITOZ,X,X,X,X,O,X,O,O,O,X,X,O,X,X
LSJIZTO,O,O,O,O,O,O,X,O,O,X,X,O,X,X
LSJIZOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSJIOTZ,O,O,X,X,O,X,X,X,O,X,X,O,X,X
LSJIOZT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSJZTIO,O,O,O,O,O,O,X,O,O,X,X,X,X,X
LSJZTOI,X,O,O,O,O,O,X,O,O,X,X,X,X,X
LSJZITO,O,O,O,O,O,O,X,O,O,X,X,X,X,X
LSJZIOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSJZOTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSJZOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSJOTIZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LSJOTZI,O,O,X,O,O,X,X,X,O,X,X,X,X,X
LSJOITZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LSJOIZT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSJOZTI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSJOZIT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSZTIJO,O,O,O,O,X,O,O,X,X,O,X,O,X,X
LSZTIOJ,X,O,O,X,X,O,O,X,O,X,X,O,X,X
LSZTJIO,O,O,O,O,O,O,O,X,O,O,X,X,X,X
LSZTJOI,X,O,O,O,O,O,O,X,O,X,X,X,X,X
LSZTOIJ,X,O,O,O,X,O,O,X,O,X,X,O,X,X
LSZTOJI,X,O,O,O,O,O,O,X,O,X,X,X,X,X
LSZITJO,O,O,O,O,X,O,O,X,X,X,X,O,X,X
LSZITOJ,X,O,O,X,X,X,O,X,O,X,X,O,X,X
LSZIJTO,O,O,O,O,O,O,O,X,X,X,X,O,X,X
LSZIJOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSZIOTJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LSZIOJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSZJTIO,O,O,O,O,O,O,O,X,O,X,X,X,X,X
LSZJTOI,X,O,O,O,O,O,O,X,O,X,X,X,X,X
LSZJITO,O,O,O,O,O,O,O,X,O,X,X,X,X,X
LSZJIOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSZJOTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSZJOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSZOTIJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSZOTJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSZOITJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSZOIJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSZOJTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSZOJIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSOTIJZ,O,O,X,O,O,X,X,X,O,O,X,O,X,X
LSOTIZJ,X,O,X,O,X,O,X,X,O,X,X,O,X,X
LSOTJIZ,O,O,X,O,O,X,X,X,O,O,X,O,X,X
LSOTJZI,O,O,X,O,O,X,X,X,O,X,X,X,X,X
LSOTZIJ,X,O,X,O,X,O,X,X,O,X,X,O,X,X
LSOTZJI,X,O,X,O,O,O,X,X,O,X,X,X,X,X
LSOITJZ,O,O,X,X,X,X,X,X,O,X,X,O,X,X
LSOITZJ,X,O,X,O,X,O,X,X,O,X,X,O,X,X
LSOIJTZ,O,O,X,X,O,X,X,X,X,X,X,O,X,X
LSOIJZT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSOIZTJ,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LSOIZJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSOJTIZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LSOJTZI,O,O,X,O,O,X,X,X,O,X,X,X,X,X
LSOJITZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LSOJIZT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSOJZTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSOJZIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSOZTIJ,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LSOZTJI,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LSOZITJ,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LSOZIJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSOZJTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LSOZJIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LZTIJSO,O,X,O,O,X,O,O,O,X,X,X,X,O,X
LZTIJOS,O,X,O,O,X,X,O,O,X,X,X,X,O,X
LZTISJO,O,X,O,O,X,O,O,X,X,X,X,X,O,X
LZTISOJ,O,X,O,X,X,O,O,X,X,X,X,X,O,X
LZTIOJS,O,X,O,O,X,X,O,O,X,X,X,X,O,X
LZTIOSJ,O,X,O,O,X,X,O,X,X,X,X,X,O,X
LZTJISO,O,X,O,O,X,O,O,O,O,X,X,X,O,X
LZTJIOS,O,X,O,O,O,X,O,O,O,X,X,X,O,X
LZTJSIO,O,X,O,O,X,O,O,O,O,X,X,X,X,X
LZTJSOI,O,X,O,O,X,O,O,O,O,X,X,X,X,X
LZTJOIS,O,X,O,O,O,X,O,O,O,X,X,X,O,X
LZTJOSI,O,X,O,O,O,O,O,O,O,X,X,X,X,X
LZTSIJO,O,X,O,O,X,O,O,X,X,X,X,O,X,X
LZTSIOJ,O,X,O,O,X,O,O,X,O,X,X,O,X,X
LZTSJIO,O,X,O,O,O,O,O,X,O,X,X,X,X,X
LZTSJOI,O,X,O,O,O,O,O,X,O,X,X,X,X,X
LZTSOIJ,O,X,O,O,X,O,O,X,O,X,X,O,X,X
LZTSOJI,O,X,O,O,O,O,O,X,O,X,X,X,X,X
LZTOIJS,O,X,O,O,X,X,O,O,X,X,X,X,O,X
LZTOISJ,O,X,O,O,X,X,O,X,X,X,X,X,O,X
LZTOJIS,O,X,O,O,O,X,O,O,O,X,X,X,O,X
LZTOJSI,O,X,O,O,O,O,O,O,O,X,X,X,X,X
LZTOSIJ,O,X,O,O,X,O,O,X,O,X,X,O,X,X
LZTOSJI,O,X,O,O,O,O,O,X,O,X,X,X,X,X
LZITJSO,O,X,O,O,X,X,O,O,X,X,X,X,O,X
LZITJOS,X,X,X,O,X,X,O,O,X,X,X,X,O,X
LZITSJO,O,X,O,O,X,X,O,X,X,X,X,X,O,X
LZITSOJ,X,X,O,X,X,X,O,X,X,X,X,X,O,X
LZITOJS,X,X,X,O,X,X,O,O,X,X,X,X,O,X
LZITOSJ,X,X,X,O,X,X,O,X,X,X,X,X,O,X
LZIJTSO,O,X,O,O,X,X,O,O,X,X,X,X,O,X
LZIJTOS,X,X,X,O,O,X,O,O,X,X,X,X,O,X
LZIJSTO,O,O,O,O,X,O,O,O,X,X,X,X,O,X
LZIJSOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LZIJOTS,O,O,X,X,X,X,O,O,X,X,X,X,O,X
LZIJOST,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LZISTJO,O,O,O,O,X,O,O,X,X,X,X,X,O,X
LZISTOJ,X,O,O,X,X,X,O,X,X,X,X,X,O,X
LZISJTO,O,O,O,O,O,O,O,X,X,X,X,X,O,X
LZISJOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LZISOTJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LZISOJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LZIOTJS,O,O,X,O,X,X,O,X,X,X,X,X,O,X
LZIOTSJ,O,X,X,O,X,X,O,X,X,X,X,X,O,X
LZIOJTS,O,O,X,O,X,X,O,X,X,X,X,X,O,X
LZIOJST,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LZIOSTJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LZIOSJT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LZJTISO,O,X,O,O,X,O,O,O,O,X,X,X,O,X
LZJTIOS,O,X,O,O,O,X,O,O,O,X,X,X,O,X
LZJTSIO,O,X,O,O,X,O,O,O,O,X,X,X,X,X
LZJTSOI,O,X,O,O,X,O,O,O,O,X,X,X,X,X
LZJTOIS,O,X,O,O,O,X,O,O,O,X,X,X,O,X
LZJTOSI,O,X,O,O,O,O,O,O,O,X,X,X,X,X
LZJITSO,O,X,O,O,X,X,O,O,O,X,X,X,O,X
LZJITOS,X,X,X,O,O,X,O,O,O,X,X,X,O,X
LZJISTO,O,O,O,O,X,O,O,O,O,X,X,X,O,X
LZJISOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LZJIOTS,O,O,X,X,X,X,O,O,X,X,X,X,O,X
LZJIOST,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LZJSTIO,O,O,O,O,X,O,O,O,O,X,X,X,X,X
LZJSTOI,O,X,O,O,X,O,O,O,O,X,X,X,X,X
LZJSITO,O,O,O,O,X,O,O,O,O,X,X,X,X,X
LZJSIOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LZJSOTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X
