sequence,v115@RhA8EeB8AeC8BeF8Jei/IvhFRhB3iBcoBTmBGqBFqB,v115@RhA8EeB8AeC8BeF8Je/EJvhFUgBamBumBxnBFoBTqB,v115@RhA8EeB8AeC8BeF8JeT/IvhF/lBxiBimBFoBGmBUqB,v115@RhA8EeB8AeC8BeF8JeT/IvhFxgBliBcoB3mBGqBiqB,v115@RhA8EeB8AeC8BeF8JezAJvhFRiBcoBlkBCnBmkB3qB,v115@RhA8EeB8AeC8BeF8Jex/IvhF3iBcoBlkBGmBimBTqB,v115@RhA8EeB8AeC8BeF8JeyEJvhFzgBumBxnB0kBFoB3qB,v115@RhA8EeB8AeC8BeF8JeT/IvhFumB3iBcoBRqBiqBlqB,v115@RhA8EeB8AeC8BeF8JeSIJvhFxkBlmB0kBXmBmnBTqB,v115@RhA8EeB8AeC8BeF8JeyEJvhFumBzlBxnB0kBFoB3qB
JOLITZS,O,X,X,X,X,X,X,X,X,O
JOLISTZ,X,O,X,X,X,X,O,X,X,O
JOLISZT,O,O,X,X,X,X,O,X,X,O
JOLIZTS,O,X,X,X,X,X,X,O,X,O
JOLIZST,O,O,X,X,X,X,X,O,X,O
JOLSTIZ,X,O,X,X,X,X,O,X,X,X
JOLSTZI,X,O,X,X,X,X,X,X,X,X
JOLSITZ,X,O,X,X,X,X,O,X,X,O
JOLSIZT,O,O,X,O,X,X,O,X,X,O
JOLSZTI,O,O,X,O,X,X,X,X,X,X
JOLSZIT,O,O,X,O,X,X,O,X,X,X
JOLZTIS,O,X,O,X,X,O,X,X,X,X
JOLZTSI,O,X,O,O,X,O,X,X,X,X
JOLZITS,O,X,X,X,X,X,X,O,X,O
JOLZIST,O,O,X,X,X,X,X,O,X,O
JOLZSTI,O,O,O,O,X,O,X,X,X,X
JOLZSIT,O,O,X,O,X,X,X,O,X,X
JOSTILZ,X,O,X,X,X,X,O,X,X,X
JOSTIZL,X,O,X,O,X,O,X,X,X,X
JOSTLIZ,X,O,X,X,X,X,O,X,X,X
JOSTLZI,X,O,X,X,X,X,X,X,X,X
JOSTZIL,X,O,X,O,X,O,X,X,X,X
JOSTZLI,X,O,X,O,X,O,X,X,X,X
JOSITLZ,X,O,X,X,X,X,O,X,X,X
JOSITZL,X,O,X,O,X,X,X,X,X,X
JOSILTZ,X,O,X,X,X,X,O,X,X,O
JOSILZT,O,O,X,O,X,X,O,X,X,O
JOSIZTL,O,O,X,O,X,X,X,O,X,X
JOSIZLT,O,O,X,O,X,X,O,O,X,X
JOSLTIZ,X,O,X,X,X,X,O,X,X,X
JOSLTZI,X,O,X,X,X,X,X,X,X,X
JOSLITZ,X,O,X,X,X,X,O,X,X,O
JOSLIZT,O,O,X,O,X,X,O,X,X,O
JOSLZTI,O,O,X,O,X,X,X,X,X,X
JOSLZIT,O,O,X,O,X,X,O,X,X,X
JOSZTIL,O,O,X,O,X,O,X,O,X,X
JOSZTLI,O,O,X,O,X,O,X,X,X,X
JOSZITL,O,O,X,O,X,O,X,O,X,X
JOSZILT,O,O,X,O,X,X,O,O,X,X
JOSZLTI,O,O,X,O,X,O,X,X,X,X
JOSZLIT,O,O,X,O,X,X,O,O,X,X
JOZTILS,O,X,O,X,X,O,X,O,X,X
JOZTISL,O,X,O,O,X,O,X,O,X,X
JOZTLIS,O,X,O,X,X,O,X,X,X,X
JOZTLSI,O,X,O,O,X,O,X,X,X,X
JOZTSIL,O,X,O,O,X,O,X,O,X,X
JOZTSLI,O,X,O,O,X,O,X,X,X,X
JOZITLS,O,X,X,X,X,O,X,O,X,X
JOZITSL,O,X,X,O,X,O,X,O,X,X
JOZILTS,O,X,X,X,X,X,X,O,X,O
JOZILST,O,O,X,X,X,X,X,O,X,O
JOZISTL,O,O,X,O,X,O,X,O,X,X
JOZISLT,O,O,X,O,X,X,X,O,X,X
JOZLTIS,O,X,O,X,X,O,X,X,X,X
JOZLTSI,O,X,O,O,X,O,X,X,X,X
JOZLITS,O,X,X,X,X,X,X,O,X,O
JOZLIST,O,O,X,X,X,X,X,O,X,O
JOZLSTI,O,O,O,O,X,O,X,X,X,X
JOZLSIT,O,O,X,O,X,X,X,O,X,X
JOZSTIL,O,O,O,O,X,O,X,O,X,X
JOZSTLI,O,O,O,O,X,O,X,X,X,X
JOZSITL,O,O,X,O,X,O,X,O,X,X
JOZSILT,O,O,X,O,X,X,X,O,X,X
JOZSLTI,O,O,O,O,X,O,X,X,X,X
JOZSLIT,O,O,X,O,X,X,X,O,X,X
STILJZO,X,O,X,X,X,X,X,X,O,X
STILJOZ,X,X,X,X,X,X,O,X,O,X
STILZJO,X,O,O,X,O,X,X,X,O,X
STILZOJ,X,X,O,X,O,X,X,X,O,X
STILOJZ,X,X,X,X,X,X,O,X,O,X
STILOZJ,X,X,O,X,O,X,X,X,O,X
STIJLZO,X,O,X,X,X,X,X,X,X,X
STIJLOZ,X,X,X,X,X,X,O,X,X,X
STIJZLO,X,O,X,O,X,O,X,X,X,X
STIJZOL,X,X,X,O,X,O,X,X,X,X
STIJOLZ,X,O,X,X,X,X,O,X,X,X
STIJOZL,X,O,X,O,X,X,X,X,X,X
STIZLJO,X,O,O,O,O,O,X,X,X,X
STIZLOJ,X,X,O,O,O,X,X,X,X,X
STIZJLO,X,O,O,O,X,O,X,X,X,X
STIZJOL,X,X,O,O,X,O,X,X,X,X
STIZOLJ,X,X,O,O,O,X,X,X,X,X
STIZOJL,X,X,O,O,X,O,X,X,X,X
STIOLJZ,X,O,X,X,X,X,O,X,X,X
STIOLZJ,X,O,O,X,O,X,X,X,X,X
STIOJLZ,X,O,X,X,X,X,O,X,X,X
STIOJZL,X,O,X,X,X,X,X,X,X,X
STIOZLJ,X,O,O,O,O,X,X,X,X,X
STIOZJL,X,O,O,O,X,X,X,X,X,X
STLIJZO,X,O,X,X,X,X,X,X,O,X
STLIJOZ,X,X,X,X,X,X,O,X,O,X
STLIZJO,X,O,O,X,O,X,X,X,O,X
STLIZOJ,X,X,O,X,O,X,X,X,O,X
STLIOJZ,X,X,X,X,X,X,O,X,O,X
STLIOZJ,X,X,O,X,O,X,X,X,O,X
STLJIZO,X,O,X,X,X,X,X,X,X,X
STLJIOZ,X,X,X,X,X,X,O,X,X,X
STLJZIO,X,O,X,X,O,X,X,X,X,X
STLJZOI,X,X,X,X,O,X,X,X,X,X
STLJOIZ,X,X,X,X,X,X,O,X,X,X
STLJOZI,X,X,X,X,O,X,X,X,X,X
STLZIJO,X,O,O,X,O,X,X,X,X,X
STLZIOJ,X,X,O,X,O,X,X,X,X,X
STLZJIO,X,O,O,X,O,X,X,X,X,X
STLZJOI,X,X,O,X,O,X,X,X,X,X
STLZOIJ,X,X,O,X,O,X,X,X,X,X
STLZOJI,X,X,O,X,O,X,X,X,X,X
STLOIJZ,X,X,X,X,X,X,O,X,X,X
STLOIZJ,X,X,O,X,O,X,X,X,X,X
STLOJIZ,X,X,X,X,X,X,O,X,X,X
STLOJZI,X,X,X,X,O,X,X,X,X,X
STLOZIJ,X,X,O,X,O,X,X,X,X,X
STLOZJI,X,X,O,X,O,X,X,X,X,X
STJILZO,X,O,X,X,X,X,X,X,X,X
STJILOZ,X,X,X,X,X,X,O,X,X,X
STJIZLO,X,O,X,O,X,O,X,X,X,X
STJIZOL,X,X,X,O,X,O,X,X,X,X
STJIOLZ,X,O,X,X,X,X,O,X,X,X
STJIOZL,X,O,X,O,X,X,X,X,X,X
STJLIZO,X,O,X,X,X,X,X,X,X,X
STJLIOZ,X,X,X,X,X,X,O,X,X,X
STJLZIO,X,O,X,X,O,X,X,X,X,X
STJLZOI,X,X,X,X,O,X,X,X,X,X
STJLOIZ,X,X,X,X,X,X,O,X,X,X
STJLOZI,X,X,X,X,O,X,X,X,X,X
STJZILO,X,O,X,O,X,O,X,X,X,X
STJZIOL,X,X,X,O,X,O,X,X,X,X
STJZLIO,X,O,X,O,O,O,X,X,X,X
STJZLOI,X,X,X,O,O,O,X,X,X,X
STJZOIL,X,X,X,O,X,O,X,X,X,X
STJZOLI,X,X,X,O,O,O,X,X,X,X
STJOILZ,X,O,X,X,X,X,O,X,X,X
STJOIZL,X,O,X,O,X,X,X,X,X,X
STJOLIZ,X,O,X,X,X,X,O,X,X,X
STJOLZI,X,O,X,X,O,X,X,X,X,X
STJOZIL,X,O,X,O,X,X,X,X,X,X
STJOZLI,X,O,X,O,O,X,X,X,X,X
STZILJO,X,O,O,O,O,O,X,X,X,X
STZILOJ,X,X,O,O,O,X,X,X,X,X
STZIJLO,X,O,O,O,X,O,X,X,X,X
STZIJOL,X,X,O,O,X,O,X,X,X,X
STZIOLJ,X,X,O,O,O,X,X,X,X,X
STZIOJL,X,X,O,O,X,O,X,X,X,X
STZLIJO,X,O,O,O,O,O,X,X,X,X
STZLIOJ,X,X,O,O,O,X,X,X,X,X
STZLJIO,X,O,O,O,O,O,X,X,X,X
STZLJOI,X,X,O,O,O,O,X,X,X,X
STZLOIJ,X,X,O,O,O,X,X,X,X,X
STZLOJI,X,X,O,O,O,X,X,X,X,X
STZJILO,X,O,O,O,X,O,X,X,X,X
STZJIOL,X,X,O,O,X,O,X,X,X,X
STZJLIO,X,O,O,O,O,O,X,X,X,X
STZJLOI,X,X,O,O,O,O,X,X,X,X
STZJOIL,X,X,O,O,X,O,X,X,X,X
STZJOLI,X,X,O,O,O,O,X,X,X,X
STZOILJ,X,X,O,O,O,X,X,X,X,X
STZOIJL,X,X,O,O,X,O,X,X,X,X
STZOLIJ,X,X,O,O,O,X,X,X,X,X
STZOLJI,X,X,O,O,O,X,X,X,X,X
STZOJIL,X,X,O,O,X,O,X,X,X,X
STZOJLI,X,X,O,O,O,O,X,X,X,X
STOILJZ,X,O,X,X,X,X,O,X,X,X
STOILZJ,X,O,O,X,O,X,X,X,X,X
STOIJLZ,X,O,X,X,X,X,O,X,X,X
STOIJZL,X,O,X,X,X,X,X,X,X,X
STOIZLJ,X,O,O,O,O,X,X,X,X,X
STOIZJL,X,O,O,O,X,X,X,X,X,X
STOLIJZ,X,O,X,X,X,X,O,X,X,X
STOLIZJ,X,O,O,X,O,X,X,X,X,X
STOLJIZ,X,O,X,X,X,X,O,X,X,X
STOLJZI,X,O,X,X,O,X,X,X,X,X
STOLZIJ,X,O,O,X,O,X,X,X,X,X
STOLZJI,X,O,O,X,O,X,X,X,X,X
STOJILZ,X,O,X,X,X,X,O,X,X,X
STOJIZL,X,O,X,O,X,X,X,X,X,X
STOJLIZ,X,O,X,X,X,X,O,X,X,X
STOJLZI,X,O,X,X,O,X,X,X,X,X
STOJZIL,X,O,X,O,X,X,X,X,X,X
STOJZLI,X,O,X,O,O,X,X,X,X,X
STOZILJ,X,O,O,O,O,X,X,X,X,X
STOZIJL,X,O,O,O,X,X,X,X,X,X
STOZLIJ,X,O,O,O,O,X,X,X,X,X
STOZLJI,X,O,O,O,O,X,X,X,X,X
STOZJIL,X,O,O,O,X,X,X,X,X,X
STOZJLI,X,O,O,O,O,X,X,X,X,X
SITLJZO,X,O,X,X,X,X,X,X,O,X
SITLJOZ,X,X,X,X,X,X,O,X,O,X
SITLZJO,X,O,X,X,O,X,X,X,O,X
SITLZOJ,X,X,X,X,O,X,X,X,O,X
SITLOJZ,X,X,X,X,X,X,O,X,O,X
SITLOZJ,X,X,X,X,O,X,X,X,O,X
SITJLZO,X,O,X,X,X,X,X,X,X,X
SITJLOZ,X,X,X,X,X,X,O,X,X,X
SITJZLO,X,O,X,O,X,X,X,X,X,X
SITJZOL,X,X,X,O,X,X,X,X,X,X
SITJOLZ,X,O,X,X,X,X,O,X,X,X
SITJOZL,X,O,X,O,X,X,X,X,X,X
SITZLJO,X,O,X,O,O,X,X,X,X,X
SITZLOJ,X,X,X,O,O,X,X,X,X,X
SITZJLO,X,O,X,O,X,X,X,X,X,X
SITZJOL,X,X,X,O,X,X,X,X,X,X
SITZOLJ,X,X,X,O,O,X,X,X,X,X
SITZOJL,X,X,X,O,X,X,X,X,X,X
SITOLJZ,X,O,X,X,X,X,O,X,X,X
SITOLZJ,X,O,X,X,O,X,X,X,X,X
SITOJLZ,X,O,X,X,X,X,O,X,X,X
SITOJZL,X,O,X,X,X,X,X,X,X,X
SITOZLJ,X,O,X,O,O,X,X,X,X,X
SITOZJL,X,O,X,O,X,X,X,X,X,X
SILTJZO,X,O,X,X,X,X,X,X,O,X
SILTJOZ,X,X,X,X,X,X,O,X,O,X
SILTZJO,X,O,X,X,O,X,X,X,O,X
SILTZOJ,X,X,X,X,O,X,X,X,O,X
SILTOJZ,X,X,X,X,X,X,O,X,O,X
SILTOZJ,X,X,X,X,O,X,X,X,O,X
SILJTZO,X,O,X,X,X,X,X,X,X,X
SILJTOZ,X,X,X,X,X,X,O,X,X,X
SILJZTO,X,O,X,O,X,X,X,X,X,X
SILJZOT,X,O,X,O,X,X,O,X,X,X
SILJOTZ,X,O,X,X,X,X,O,X,X,O
SILJOZT,X,O,X,O,X,X,O,X,X,O
SILZTJO,X,O,X,O,O,X,X,X,X,X
SILZTOJ,X,X,X,O,O,X,X,X,X,X
SILZJTO,X,O,X,O,O,X,X,X,X,X
SILZJOT,X,O,X,O,O,X,O,X,X,X
SILZOTJ,X,X,X,O,O,X,X,X,X,X
SILZOJT,X,O,X,X,O,X,O,X,X,X
SILOTJZ,X,O,X,X,X,X,O,X,X,X
SILOTZJ,X,O,X,X,O,X,X,X,X,X
SILOJTZ,X,O,X,X,X,X,O,X,X,O
SILOJZT,X,O,X,X,X,X,O,X,X,O
SILOZTJ,X,O,X,O,O,X,X,X,X,X
SILOZJT,X,O,X,X,O,X,O,X,X,X
SIJTLZO,X,O,X,X,X,X,X,X,X,X
SIJTLOZ,X,X,X,X,X,X,O,X,X,X
SIJTZLO,X,O,X,O,X,X,X,X,X,X
SIJTZOL,X,X,X,O,X,X,X,X,X,X
SIJTOLZ,X,O,X,X,X,X,O,X,X,X
SIJTOZL,X,O,X,O,X,X,X,X,X,X
SIJLTZO,X,O,X,X,X,X,X,X,X,X
SIJLTOZ,X,X,X,X,X,X,O,X,X,X
SIJLZTO,X,O,X,O,X,X,X,X,X,X
SIJLZOT,X,O,X,O,X,X,O,X,X,X
SIJLOTZ,X,O,X,X,X,X,O,X,X,O
SIJLOZT,X,O,X,O,X,X,O,X,X,O
SIJZTLO,X,O,X,O,X,X,X,O,X,X
SIJZTOL,X,X,X,O,X,X,X,O,X,X
SIJZLTO,X,O,X,O,X,X,X,O,X,X
SIJZLOT,X,O,X,O,X,X,O,O,X,X
SIJZOTL,X,O,X,O,X,X,X,O,X,X
SIJZOLT,X,O,X,O,X,X,O,O,X,X
SIJOTLZ,X,O,X,X,X,X,O,X,X,X
SIJOTZL,X,O,X,O,X,X,X,X,X,X
SIJOLTZ,X,O,X,X,X,X,O,X,X,O
SIJOLZT,X,O,X,O,X,X,O,X,X,O
SIJOZTL,X,O,X,O,X,X,X,O,X,X
SIJOZLT,X,O,X,O,X,X,O,O,X,X
SIZTLJO,X,O,X,O,O,X,X,X,X,X
SIZTLOJ,X,X,X,O,O,X,X,X,X,X
SIZTJLO,X,O,X,O,X,X,X,O,X,X
SIZTJOL,X,X,X,O,X,X,X,O,X,X
SIZTOLJ,X,X,X,O,O,X,X,X,X,X
SIZTOJL,X,X,X,O,X,X,X,O,X,X
SIZLTJO,X,O,X,O,O,X,X,X,X,X
SIZLTOJ,X,X,X,O,O,X,X,X,X,X
SIZLJTO,X,O,X,O,O,X,X,O,X,X
SIZLJOT,X,O,X,O,O,X,O,O,X,X
SIZLOTJ,X,X,X,O,O,X,X,X,X,X
SIZLOJT,X,O,X,X,O,X,O,O,X,X
SIZJTLO,X,O,X,O,X,X,X,O,X,X
SIZJTOL,X,X,X,O,X,X,X,O,X,X
SIZJLTO,X,O,X,O,X,X,X,O,X,X
SIZJLOT,X,O,X,O,X,X,O,O,X,X
SIZJOTL,X,O,X,O,X,X,X,O,X,X
SIZJOLT,X,O,X,O,X,X,O,O,X,X
SIZOTLJ,X,O,X,O,O,X,X,X,X,X
SIZOTJL,X,O,X,O,X,X,X,O,X,X
SIZOLTJ,X,O,X,O,O,X,X,X,X,X
SIZOLJT,X,O,X,X,O,X,O,O,X,X
SIZOJTL,X,O,X,O,X,X,X,O,X,X
SIZOJLT,X,O,X,O,X,X,O,O,X,X
SIOTLJZ,X,O,X,X,X,X,O,X,X,X
SIOTLZJ,X,O,X,X,O,X,X,X,X,X
SIOTJLZ,X,O,X,X,X,X,O,X,X,X
SIOTJZL,X,O,X,X,X,X,X,X,X,X
SIOTZLJ,X,O,X,O,O,X,X,X,X,X
SIOTZJL,X,O,X,O,X,X,X,X,X,X
SIOLTJZ,X,O,X,X,X,X,O,X,X,X
SIOLTZJ,X,O,X,X,O,X,X,X,X,X
SIOLJTZ,X,O,X,X,X,X,O,X,X,O
SIOLJZT,X,O,X,X,X,X,O,X,X,O
SIOLZTJ,X,O,X,O,O,X,X,X,X,X
SIOLZJT,X,O,X,X,O,X,O,X,X,X
SIOJTLZ,X,O,X,X,X,X,O,X,X,X
SIOJTZL,X,O,X,O,X,X,X,X,X,X
SIOJLTZ,X,O,X,X,X,X,O,X,X,O
SIOJLZT,X,O,X,O,X,X,O,X,X,O
SIOJZTL,X,O,X,O,X,X,X,O,X,X
SIOJZLT,X,O,X,O,X,X,O,O,X,X
SIOZTLJ,X,O,X,O,O,X,X,X,X,X
SIOZTJL,X,O,X,O,X,X,X,O,X,X
SIOZLTJ,X,O,X,O,O,X,X,X,X,X
SIOZLJT,X,O,X,X,O,X,O,O,X,X
SIOZJTL,X,O,X,O,X,X,X,O,X,X
SIOZJLT,X,O,X,O,X,X,O,O,X,X
SLTIJZO,X,O,X,X,X,X,X,X,O,X
SLTIJOZ,X,X,X,X,X,X,O,X,O,X
SLTIZJO,X,O,O,X,O,X,X,X,O,X
SLTIZOJ,X,X,O,X,O,X,X,X,O,X
SLTIOJZ,X,X,X,X,X,X,O,X,O,X
SLTIOZJ,X,X,O,X,O,X,X,X,O,X
SLTJIZO,X,O,X,X,X,X,X,X,X,X
SLTJIOZ,X,X,X,X,X,X,O,X,X,X
SLTJZIO,X,O,X,X,O,X,X,X,X,X
SLTJZOI,X,X,X,X,O,X,X,X,X,X
SLTJOIZ,X,X,X,X,X,X,O,X,X,X
SLTJOZI,X,X,X,X,O,X,X,X,X,X
SLTZIJO,X,O,O,X,O,X,X,X,X,X
SLTZIOJ,X,X,O,X,O,X,X,X,X,X
SLTZJIO,X,O,O,X,O,X,X,X,X,X
SLTZJOI,X,X,O,X,O,X,X,X,X,X
SLTZOIJ,X,X,O,X,O,X,X,X,X,X
SLTZOJI,X,X,O,X,O,X,X,X,X,X
SLTOIJZ,X,X,X,X,X,X,O,X,X,X
SLTOIZJ,X,X,O,X,O,X,X,X,X,X
SLTOJIZ,X,X,X,X,X,X,O,X,X,X
SLTOJZI,X,X,X,X,O,X,X,X,X,X
SLTOZIJ,X,X,O,X,O,X,X,X,X,X
SLTOZJI,X,X,O,X,O,X,X,X,X,X
SLITJZO,X,O,X,X,X,X,X,X,O,X
SLITJOZ,X,X,X,X,X,X,O,X,O,X
SLITZJO,X,O,X,X,O,X,X,X,O,X
SLITZOJ,X,X,X,X,O,X,X,X,O,X
SLITOJZ,X,X,X,X,X,X,O,X,O,X
SLITOZJ,X,X,X,X,O,X,X,X,O,X
SLIJTZO,X,O,X,X,X,X,X,X,X,X
SLIJTOZ,X,X,X,X,X,X,O,X,X,X
SLIJZTO,X,O,X,O,X,X,X,X,X,X
SLIJZOT,X,O,X,O,X,X,O,X,X,X
SLIJOTZ,X,O,X,X,X,X,O,X,X,O
SLIJOZT,X,O,X,O,X,X,O,X,X,O
SLIZTJO,X,O,X,O,O,X,X,X,X,X
SLIZTOJ,X,X,X,O,O,X,X,X,X,X
SLIZJTO,X,O,X,O,O,X,X,X,X,X
SLIZJOT,X,O,X,O,O,X,O,X,X,X
SLIZOTJ,X,X,X,O,O,X,X,X,X,X
SLIZOJT,X,O,X,X,O,X,O,X,X,X
SLIOTJZ,X,O,X,X,X,X,O,X,X,X
SLIOTZJ,X,O,X,X,O,X,X,X,X,X
SLIOJTZ,X,O,X,X,X,X,O,X,X,O
SLIOJZT,X,O,X,X,X,X,O,X,X,O
SLIOZTJ,X,O,X,O,O,X,X,X,X,X
SLIOZJT,X,O,X,X,O,X,O,X,X,X
SLJTIZO,X,O,X,X,X,X,X,X,X,X
SLJTIOZ,X,X,X,X,X,X,O,X,X,X
SLJTZIO,X,O,X,X,O,X,X,X,X,X
SLJTZOI,X,X,X,X,O,X,X,X,X,X
SLJTOIZ,X,X,X,X,X,X,O,X,X,X
SLJTOZI,X,X,X,X,O,X,X,X,X,X
SLJITZO,X,O,X,X,X,X,X,X,X,X
SLJITOZ,X,X,X,X,X,X,O,X,X,X
SLJIZTO,X,O,X,O,X,X,X,X,X,X
SLJIZOT,X,O,X,O,X,X,O,X,X,X
SLJIOTZ,X,O,X,X,X,X,O,X,X,O
SLJIOZT,X,O,X,O,X,X,O,X,X,O
SLJZTIO,O,O,X,O,O,X,X,X,X,X
SLJZTOI,O,X,X,O,O,X,X,X,X,X
SLJZITO,O,O,X,O,O,X,X,X,X,X
SLJZIOT,O,O,X,O,O,X,O,X,X,X
SLJZOTI,O,X,X,O,O,X,X,X,X,X
SLJZOIT,O,O,X,O,O,X,O,X,X,X
SLJOTIZ,X,O,X,X,X,X,O,X,X,X
SLJOTZI,X,O,X,X,O,X,X,X,X,X
SLJOITZ,X,O,X,X,X,X,O,X,X,O
SLJOIZT,O,O,X,O,X,X,O,X,X,O
SLJOZTI,O,O,X,O,O,X,X,X,X,X
SLJOZIT,O,O,X,O,O,X,O,X,X,X
SLZTIJO,O,O,O,O,O,X,X,X,X,X
SLZTIOJ,O,X,O,O,O,X,X,X,X,X
SLZTJIO,O,O,O,O,O,X,X,X,X,X
SLZTJOI,O,X,O,O,O,X,X,X,X,X
SLZTOIJ,O,X,O,O,O,X,X,X,X,X
SLZTOJI,O,X,O,O,O,X,X,X,X,X
SLZITJO,O,O,O,O,O,X,X,X,X,X
SLZITOJ,O,X,O,O,O,X,X,X,X,X
SLZIJTO,O,O,X,O,O,X,X,X,X,X
SLZIJOT,O,O,X,O,O,X,O,X,X,X
SLZIOTJ,O,X,O,O,O,X,X,X,X,X
SLZIOJT,O,O,X,X,O,X,O,X,X,X
SLZJTIO,O,O,O,O,O,X,X,X,X,X
SLZJTOI,O,X,O,O,O,X,X,X,X,X
SLZJITO,O,O,X,O,O,X,X,X,X,X
SLZJIOT,O,O,X,O,O,X,O,X,X,X
SLZJOTI,O,X,O,O,O,X,X,X,X,X
SLZJOIT,O,O,X,O,O,X,O,X,X,X
SLZOTIJ,O,X,O,O,O,X,X,X,X,X
SLZOTJI,O,X,O,O,O,X,X,X,X,X
SLZOITJ,O,X,O,O,O,X,X,X,X,X
SLZOIJT,O,O,X,X,O,X,O,X,X,X
SLZOJTI,O,X,O,O,O,X,X,X,X,X
SLZOJIT,O,O,X,O,O,X,O,X,X,X
SLOTIJZ,X,O,X,X,X,X,O,X,X,X
SLOTIZJ,X,O,O,X,O,X,X,X,X,X
SLOTJIZ,X,O,X,X,X,X,O,X,X,X
SLOTJZI,X,O,X,X,O,X,X,X,X,X
SLOTZIJ,X,O,O,X,O,X,X,X,X,X
SLOTZJI,X,O,O,X,O,X,X,X,X,X
SLOITJZ,X,O,X,X,X,X,O,X,X,X
SLOITZJ,X,O,X,X,O,X,X,X,X,X
SLOIJTZ,X,O,X,X,X,X,O,X,X,O
SLOIJZT,X,O,X,X,X,X,O,X,X,O
SLOIZTJ,O,O,X,O,O,X,X,X,X,X
SLOIZJT,O,O,X,X,O,X,O,X,X,X
SLOJTIZ,X,O,X,X,X,X,O,X,X,X
SLOJTZI,X,O,X,X,O,X,X,X,X,X
SLOJITZ,X,O,X,X,X,X,O,X,X,O
SLOJIZT,O,O,X,O,X,X,O,X,X,O
SLOJZTI,O,O,X,O,O,X,X,X,X,X
SLOJZIT,O,O,X,O,O,X,O,X,X,X
SLOZTIJ,O,O,O,O,O,X,X,X,X,X
SLOZTJI,O,O,O,O,O,X,X,X,X,X
SLOZITJ,O,O,O,O,O,X,X,X,X,X
SLOZIJT,O,O,X,X,O,X,O,X,X,X
SLOZJTI,O,O,O,O,O,X,X,X,X,X
SLOZJIT,O,O,X,O,O,X,O,X,X,X
SJTILZO,X,O,X,X,X,X,X,X,X,X
SJTILOZ,X,X,X,X,X,X,O,X,X,X
SJTIZLO,X,O,X,O,X,O,X,X,X,X
SJTIZOL,X,X,X,O,X,O,X,X,X,X
SJTIOLZ,X,O,X,X,X,X,O,X,X,X
SJTIOZL,X,O,X,O,X,X,X,X,X,X
SJTLIZO,X,O,X,X,X,X,X,X,X,X
SJTLIOZ,X,X,X,X,X,X,O,X,X,X
SJTLZIO,X,O,X,X,O,X,X,X,X,X
SJTLZOI,X,X,X,X,O,X,X,X,X,X
SJTLOIZ,X,X,X,X,X,X,O,X,X,X
SJTLOZI,X,X,X,X,O,X,X,X,X,X
SJTZILO,X,O,X,O,X,O,X,X,X,X
SJTZIOL,X,X,X,O,X,O,X,X,X,X
SJTZLIO,X,O,X,O,O,O,X,X,X,X
SJTZLOI,X,X,X,O,O,O,X,X,X,X
SJTZOIL,X,X,X,O,X,O,X,X,X,X
SJTZOLI,X,X,X,O,O,O,X,X,X,X
SJTOILZ,X,O,X,X,X,X,O,X,X,X
SJTOIZL,X,O,X,O,X,X,X,X,X,X
SJTOLIZ,X,O,X,X,X,X,O,X,X,X
SJTOLZI,X,O,X,X,O,X,X,X,X,X
SJTOZIL,X,O,X,O,X,X,X,X,X,X
SJTOZLI,X,O,X,O,O,X,X,X,X,X
SJITLZO,X,O,X,X,X,X,X,X,X,X
SJITLOZ,X,X,X,X,X,X,O,X,X,X
SJITZLO,X,O,X,O,X,X,X,X,X,X
SJITZOL,X,X,X,O,X,X,X,X,X,X
SJITOLZ,X,O,X,X,X,X,O,X,X,X
SJITOZL,X,O,X,O,X,X,X,X,X,X
SJILTZO,X,O,X,X,X,X,X,X,X,X
SJILTOZ,X,X,X,X,X,X,O,X,X,X
SJILZTO,X,O,X,O,X,X,X,X,X,X
SJILZOT,X,O,X,O,X,X,O,X,X,X
SJILOTZ,X,O,X,X,X,X,O,X,X,O
SJILOZT,X,O,X,O,X,X,O,X,X,O
SJIZTLO,X,O,X,O,X,X,X,O,X,X
SJIZTOL,X,X,X,O,X,X,X,O,X,X
SJIZLTO,X,O,X,O,X,X,X,O,X,X
SJIZLOT,X,O,X,O,X,X,O,O,X,X
SJIZOTL,X,O,X,O,X,X,X,O,X,X
SJIZOLT,X,O,X,O,X,X,O,O,X,X
SJIOTLZ,X,O,X,X,X,X,O,X,X,X
SJIOTZL,X,O,X,O,X,X,X,X,X,X
SJIOLTZ,X,O,X,X,X,X,O,X,X,O
SJIOLZT,X,O,X,O,X,X,O,X,X,O
SJIOZTL,X,O,X,O,X,X,X,O,X,X
SJIOZLT,X,O,X,O,X,X,O,O,X,X
SJLTIZO,X,O,X,X,X,X,X,X,X,X
SJLTIOZ,X,X,X,X,X,X,O,X,X,X
SJLTZIO,X,O,X,X,O,X,X,X,X,X
SJLTZOI,X,X,X,X,O,X,X,X,X,X
SJLTOIZ,X,X,X,X,X,X,O,X,X,X
SJLTOZI,X,X,X,X,O,X,X,X,X,X
SJLITZO,X,O,X,X,X,X,X,X,X,X
SJLITOZ,X,X,X,X,X,X,O,X,X,X
SJLIZTO,X,O,X,O,X,X,X,X,X,X
SJLIZOT,X,O,X,O,X,X,O,X,X,X
SJLIOTZ,X,O,X,X,X,X,O,X,X,O
SJLIOZT,X,O,X,O,X,X,O,X,X,O
SJLZTIO,O,O,X,O,O,X,X,X,X,X
