sequence,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFukBfmB0hB6?nBNqBzrB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFukBzgBfnB6?nBNqB0rB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFCgB8lB+mBT?iBdqBXsB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFukB3gB9nB0?mBiqBzrB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jei/IvhFfmBxhBcpBN?qBGnBzrB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFtkBzhB+nB3?lB0rBiqB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jex/IvhFXiBOpBdqBz?lBSsB0rB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jei/IvhFzgBWnBcpBN?qBxrBXsB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jex/IvhFXiBOpBdqBz?lBcsB6rB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JezAJvhFfnB6nBxpB0?rBOpBdqB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JefGJvhFxhBTkBNqBu?rBcsBipB
ILJTOZS,O,O,X,O,X,X,O,O,X,X,X
ILJSTZO,O,X,O,O,X,O,X,X,X,X,X
ILJSTOZ,O,X,O,O,X,X,O,X,X,X,X
ILJSZTO,O,X,O,O,X,O,X,X,X,X,X
ILJSZOT,X,X,O,O,X,O,X,X,X,X,X
ILJSOTZ,O,X,O,O,X,X,X,X,X,X,X
ILJSOZT,X,X,O,O,X,X,X,X,X,X,X
ILJZTSO,O,X,O,O,X,O,X,O,X,X,X
ILJZTOS,O,X,O,O,X,O,X,O,X,X,X
ILJZSTO,X,X,O,O,X,O,X,X,X,X,X
ILJZSOT,X,X,O,O,X,O,X,X,X,X,X
ILJZOTS,O,X,X,O,X,O,X,X,X,X,X
ILJZOST,X,X,X,O,X,O,X,X,X,X,X
ILJOTSZ,O,X,X,O,X,X,X,X,X,X,X
ILJOTZS,O,X,X,O,X,X,X,O,X,X,X
ILJOSTZ,O,X,X,O,X,X,X,X,X,X,X
ILJOSZT,O,X,X,O,X,X,X,X,X,X,X
ILJOZTS,O,X,X,O,X,X,X,X,X,X,X
ILJOZST,O,X,X,O,X,X,X,X,X,X,X
ILSTJZO,O,X,O,O,X,O,X,X,X,X,X
ILSTJOZ,O,X,O,O,X,X,O,X,X,X,X
ILSTZJO,O,X,O,O,X,O,X,X,X,X,X
ILSTZOJ,O,X,O,O,X,X,X,X,X,X,X
ILSTOJZ,O,X,O,O,X,X,O,X,X,X,X
ILSTOZJ,O,X,O,O,X,X,X,X,X,X,X
ILSJTZO,O,X,O,O,X,O,X,X,X,X,X
ILSJTOZ,O,X,O,O,X,X,O,X,X,X,X
ILSJZTO,O,X,O,O,X,O,X,X,X,X,X
ILSJZOT,X,X,O,O,X,O,X,X,X,X,X
ILSJOTZ,O,X,O,O,X,X,X,X,X,X,X
ILSJOZT,X,X,O,O,X,X,X,X,X,X,X
ILSZTJO,O,X,O,O,X,O,X,X,X,X,X
ILSZTOJ,O,X,O,O,X,X,X,X,X,X,X
ILSZJTO,O,X,O,O,X,O,X,X,X,X,X
ILSZJOT,X,X,O,O,X,O,X,X,X,X,X
ILSZOTJ,O,X,X,O,X,X,X,X,X,X,X
ILSZOJT,X,X,X,O,X,X,X,X,X,X,X
ILSOTJZ,O,X,O,O,X,X,O,X,X,X,X
ILSOTZJ,O,X,X,O,X,X,X,X,X,X,X
ILSOJTZ,O,X,O,O,X,X,X,X,X,X,X
ILSOJZT,O,X,O,O,X,X,X,X,X,X,X
ILSOZTJ,O,X,X,O,X,X,X,X,X,X,X
ILSOZJT,O,X,X,O,X,X,X,X,X,X,X
ILZTJSO,O,O,O,O,X,O,X,O,X,X,X
ILZTJOS,O,O,O,O,X,O,X,O,X,X,X
ILZTSJO,O,O,O,O,X,O,X,O,X,X,X
ILZTSOJ,O,O,O,O,X,X,X,O,X,X,X
ILZTOJS,O,O,O,O,X,X,X,O,X,X,X
ILZTOSJ,O,O,O,O,X,X,X,O,X,X,X
ILZJTSO,O,X,O,O,X,O,X,O,X,X,X
ILZJTOS,O,X,O,O,X,O,X,O,X,X,X
ILZJSTO,X,X,O,O,X,O,X,X,X,X,X
ILZJSOT,X,X,O,O,X,O,X,X,X,X,X
ILZJOTS,O,X,X,O,X,O,X,X,X,X,X
ILZJOST,X,X,X,O,X,O,X,X,X,X,X
ILZSTJO,O,O,O,O,X,O,X,X,X,O,X
ILZSTOJ,O,O,O,O,X,X,X,X,X,O,X
ILZSJTO,O,O,O,O,X,O,X,X,X,O,X
ILZSJOT,X,O,O,O,X,O,X,X,X,O,X
ILZSOTJ,O,O,X,O,X,X,X,X,X,O,X
ILZSOJT,X,O,X,O,X,X,X,X,X,O,X
ILZOTJS,O,O,X,O,X,X,X,X,X,X,X
ILZOTSJ,O,O,X,O,X,X,X,X,X,X,X
ILZOJTS,O,X,X,O,X,X,X,X,X,X,X
ILZOJST,O,X,X,O,X,X,X,X,X,X,X
ILZOSTJ,O,O,X,O,X,X,X,X,X,O,X
ILZOSJT,O,O,X,O,X,X,X,X,X,O,X
ILOTJSZ,O,X,X,O,X,X,O,X,X,X,X
ILOTJZS,O,X,X,O,X,X,O,O,X,X,X
ILOTSJZ,O,X,X,O,X,X,O,X,X,X,X
ILOTSZJ,O,X,X,O,X,X,X,X,X,X,X
ILOTZJS,O,X,X,O,X,X,X,O,X,X,X
ILOTZSJ,O,X,X,O,X,X,X,O,X,X,X
ILOJTSZ,O,X,X,O,X,X,X,X,X,X,X
ILOJTZS,O,X,X,O,X,X,X,O,X,X,X
ILOJSTZ,O,X,X,O,X,X,X,X,X,X,X
ILOJSZT,O,X,X,O,X,X,X,X,X,X,X
ILOJZTS,O,X,X,O,X,X,X,X,X,X,X
ILOJZST,O,X,X,O,X,X,X,X,X,X,X
ILOSTJZ,O,X,X,O,X,X,O,X,X,X,X
ILOSTZJ,O,X,X,O,X,X,X,X,X,X,X
ILOSJTZ,O,X,X,O,X,X,X,X,X,X,X
ILOSJZT,O,X,X,O,X,X,X,X,X,X,X
ILOSZTJ,O,X,X,O,X,X,X,X,X,X,X
ILOSZJT,O,X,X,O,X,X,X,X,X,X,X
ILOZTJS,O,X,X,O,X,X,X,X,X,X,X
ILOZTSJ,O,X,X,O,X,X,X,X,X,X,X
ILOZJTS,O,X,X,O,X,X,X,X,X,X,X
ILOZJST,O,X,X,O,X,X,X,X,X,X,X
ILOZSTJ,O,X,X,O,X,X,X,X,X,O,X
ILOZSJT,O,X,X,O,X,X,X,X,X,O,X
IJTLSZO,O,X,O,O,X,O,X,X,X,X,X
IJTLSOZ,O,X,O,O,X,X,O,X,X,X,X
IJTLZSO,O,O,O,O,X,O,X,O,X,X,X
IJTLZOS,O,O,O,O,X,O,X,O,O,X,X
IJTLOSZ,O,X,X,O,X,X,O,X,X,X,X
IJTLOZS,O,O,X,O,X,X,O,O,O,X,X
IJTSLZO,O,X,O,O,O,O,X,X,X,X,X
IJTSLOZ,O,X,O,O,X,X,X,X,X,X,X
IJTSZLO,O,O,O,X,O,O,X,O,X,X,X
IJTSZOL,O,O,O,X,O,O,X,O,O,X,X
IJTSOLZ,O,X,O,X,X,X,O,X,X,X,X
IJTSOZL,O,O,O,X,O,O,X,O,O,X,X
IJTZLSO,O,O,O,O,O,O,X,O,X,X,X
IJTZLOS,O,O,O,O,X,O,X,O,O,X,X
IJTZSLO,O,O,O,X,O,O,X,O,X,X,X
IJTZSOL,O,O,O,X,O,O,X,O,O,X,X
IJTZOLS,O,O,O,X,X,O,O,O,O,X,X
IJTZOSL,O,O,O,X,X,O,X,O,O,X,X
IJTOLSZ,O,X,X,O,X,X,O,X,X,X,X
IJTOLZS,O,O,X,O,X,X,O,O,O,X,X
IJTOSLZ,O,X,O,X,X,X,O,X,X,X,X
IJTOSZL,O,O,O,X,X,O,X,O,O,X,X
IJTOZLS,O,O,O,X,X,O,O,O,O,X,X
IJTOZSL,O,O,O,X,X,O,X,O,O,X,X
IJLTSZO,O,X,O,O,X,O,X,X,X,X,X
IJLTSOZ,O,X,O,O,X,X,O,X,X,X,X
IJLTZSO,O,O,O,O,X,O,X,O,X,X,X
IJLTZOS,O,O,O,O,X,O,X,O,O,X,X
IJLTOSZ,O,X,X,O,X,X,O,X,X,X,X
IJLTOZS,O,O,X,O,X,X,O,O,O,X,X
IJLSTZO,O,X,O,O,O,O,X,X,X,X,X
IJLSTOZ,O,X,O,O,X,X,O,X,X,X,X
IJLSZTO,O,X,O,O,X,O,X,X,X,X,X
IJLSZOT,X,X,O,O,X,O,X,X,X,X,X
IJLSOTZ,O,X,O,O,X,X,X,X,X,X,X
IJLSOZT,X,X,O,O,X,X,X,X,X,X,X
IJLZTSO,O,X,O,O,X,O,X,O,X,X,X
IJLZTOS,O,X,O,O,X,O,X,O,O,X,X
IJLZSTO,X,X,O,O,X,O,X,X,X,X,X
IJLZSOT,X,X,O,O,X,O,X,X,X,X,X
IJLZOTS,O,X,X,O,X,O,X,X,X,X,X
IJLZOST,X,X,X,O,X,O,X,X,X,X,X
IJLOTSZ,O,X,X,O,X,X,X,X,X,X,X
IJLOTZS,O,X,X,O,X,X,X,O,X,X,X
IJLOSTZ,O,X,X,O,X,X,X,X,X,X,X
IJLOSZT,O,X,X,O,X,X,X,X,X,X,X
IJLOZTS,O,X,X,O,X,X,X,X,X,X,X
IJLOZST,O,X,X,O,X,X,X,X,X,X,X
IJSTLZO,O,X,O,O,O,O,X,X,X,X,X
IJSTLOZ,O,X,O,O,X,X,X,X,X,X,X
IJSTZLO,O,O,O,X,O,O,X,O,X,X,X
IJSTZOL,O,O,O,X,O,O,X,O,O,X,X
IJSTOLZ,O,X,O,X,X,X,O,X,X,X,X
IJSTOZL,O,O,O,X,O,O,X,O,O,X,X
IJSLTZO,O,X,O,O,O,O,X,X,X,X,X
IJSLTOZ,O,X,O,O,X,X,X,X,X,X,X
IJSLZTO,O,X,O,O,X,O,X,X,X,X,X
IJSLZOT,X,X,O,O,X,O,X,X,X,X,X
IJSLOTZ,O,X,O,O,X,X,X,X,X,X,X
IJSLOZT,X,X,O,O,X,X,X,X,X,X,X
IJSZTLO,O,X,O,X,O,O,X,O,X,X,X
IJSZTOL,O,X,O,X,O,O,X,O,O,X,X
IJSZLTO,O,X,O,X,X,O,X,X,X,X,X
IJSZLOT,X,X,O,X,X,O,X,X,X,X,X
IJSZOTL,X,X,O,X,X,O,X,X,X,X,X
IJSZOLT,X,X,O,X,X,O,X,X,X,X,X
IJSOTLZ,O,X,O,X,X,X,X,X,X,X,X
IJSOTZL,O,X,O,X,O,O,X,O,X,X,X
IJSOLTZ,O,X,O,X,X,X,X,X,X,X,X
IJSOLZT,O,X,O,X,X,X,X,X,X,X,X
IJSOZTL,O,X,O,X,X,O,X,X,X,X,X
IJSOZLT,O,X,O,X,X,O,X,X,X,X,X
IJZTLSO,O,O,O,O,O,O,X,O,X,X,X
IJZTLOS,O,O,O,O,X,O,X,O,O,X,X
IJZTSLO,O,O,O,X,O,O,X,O,X,X,X
IJZTSOL,O,O,O,X,O,O,X,O,O,X,X
IJZTOLS,O,O,O,X,X,O,O,O,O,X,X
IJZTOSL,O,O,O,X,X,O,X,O,O,X,X
IJZLTSO,O,X,O,O,O,O,X,O,X,X,X
IJZLTOS,O,X,O,O,X,O,X,O,O,X,X
IJZLSTO,X,X,O,O,X,O,X,X,X,X,X
IJZLSOT,X,X,O,O,X,O,X,X,X,X,X
IJZLOTS,O,X,X,O,X,O,X,X,X,X,X
IJZLOST,X,X,X,O,X,O,X,X,X,X,X
IJZSTLO,X,O,O,X,O,O,X,O,X,X,X
IJZSTOL,X,O,O,X,O,O,X,O,O,X,X
IJZSLTO,X,O,O,X,X,O,X,X,X,O,X
IJZSLOT,X,O,O,X,X,O,X,X,X,O,X
IJZSOTL,X,O,O,X,X,O,X,X,X,X,X
IJZSOLT,X,O,O,X,X,O,X,X,X,O,X
IJZOTLS,O,O,O,X,X,O,X,O,O,X,X
IJZOTSL,O,O,O,X,X,O,X,O,O,X,X
IJZOLTS,O,X,X,X,X,O,X,X,X,X,X
IJZOLST,X,X,X,X,X,O,X,X,X,X,X
IJZOSTL,X,O,O,X,X,O,X,X,X,X,X
IJZOSLT,X,O,O,X,X,O,X,X,X,O,X
IJOTLSZ,O,X,X,O,X,X,O,X,X,X,X
IJOTLZS,O,O,X,O,X,X,O,O,O,X,X
IJOTSLZ,O,X,O,X,X,X,O,X,X,X,X
IJOTSZL,O,O,O,X,X,O,X,O,O,X,X
IJOTZLS,O,O,O,X,X,O,O,O,O,X,X
IJOTZSL,O,O,O,X,X,O,X,O,O,X,X
IJOLTSZ,O,X,X,O,X,X,X,X,X,X,X
IJOLTZS,O,X,X,O,X,X,X,O,X,X,X
IJOLSTZ,O,X,X,O,X,X,X,X,X,X,X
IJOLSZT,O,X,X,O,X,X,X,X,X,X,X
IJOLZTS,O,X,X,O,X,X,X,X,X,X,X
IJOLZST,O,X,X,O,X,X,X,X,X,X,X
IJOSTLZ,O,X,O,X,X,X,X,X,X,X,X
IJOSTZL,O,X,O,X,O,O,X,O,X,X,X
IJOSLTZ,O,X,O,X,X,X,X,X,X,X,X
IJOSLZT,O,X,O,X,X,X,X,X,X,X,X
IJOSZTL,O,X,O,X,X,O,X,X,X,X,X
IJOSZLT,O,X,O,X,X,O,X,X,X,X,X
IJOZTLS,O,X,O,X,X,O,X,O,O,X,X
IJOZTSL,O,X,O,X,X,O,X,O,O,X,X
IJOZLTS,O,X,X,X,X,O,X,X,X,X,X
IJOZLST,O,X,X,X,X,O,X,X,X,X,X
IJOZSTL,O,X,O,X,X,O,X,X,X,X,X
IJOZSLT,O,X,O,X,X,O,X,X,X,O,X
ISTLJZO,O,X,O,O,X,O,X,X,X,X,X
ISTLJOZ,O,X,O,O,X,X,X,X,X,X,X
ISTLZJO,O,X,O,O,O,O,X,X,X,X,X
ISTLZOJ,O,X,O,O,O,X,X,X,X,X,X
ISTLOJZ,O,X,O,O,X,X,X,X,X,X,X
ISTLOZJ,O,X,O,O,X,X,X,X,X,X,X
ISTJLZO,O,X,O,O,O,O,X,X,X,X,X
ISTJLOZ,O,X,O,O,X,X,X,X,X,X,X
ISTJZLO,O,O,O,X,O,O,X,O,X,X,X
ISTJZOL,O,O,O,X,O,O,X,O,X,X,X
ISTJOLZ,O,X,O,X,X,X,X,X,X,X,X
ISTJOZL,O,O,O,X,O,O,X,O,X,X,X
ISTZLJO,O,O,O,X,O,O,X,O,X,X,X
ISTZLOJ,O,O,O,X,O,X,X,O,X,X,X
ISTZJLO,O,O,O,X,O,O,X,O,X,X,O
ISTZJOL,O,O,O,X,O,O,X,O,X,X,O
ISTZOLJ,O,O,O,X,O,X,X,O,X,X,X
ISTZOJL,O,O,O,X,O,O,X,O,X,X,O
ISTOLJZ,O,X,O,X,X,X,X,X,X,X,X
ISTOLZJ,O,X,O,X,O,X,X,X,X,X,X
ISTOJLZ,O,X,O,X,O,X,X,X,X,X,X
ISTOJZL,O,O,O,X,O,O,X,O,X,X,X
ISTOZLJ,O,O,O,X,O,X,X,O,X,X,X
ISTOZJL,O,O,O,X,O,O,X,O,X,X,O
ISLTJZO,O,X,O,O,X,O,X,X,X,X,X
ISLTJOZ,O,X,O,O,X,X,X,X,X,X,X
ISLTZJO,O,X,O,O,O,O,X,X,X,X,X
ISLTZOJ,O,X,O,O,O,X,X,X,X,X,X
ISLTOJZ,O,X,O,O,X,X,X,X,X,X,X
ISLTOZJ,O,X,O,O,X,X,X,X,X,X,X
ISLJTZO,O,X,O,O,X,O,X,X,X,X,X
ISLJTOZ,O,X,O,O,X,X,X,X,X,X,X
ISLJZTO,O,X,O,O,X,O,X,X,X,X,X
ISLJZOT,X,X,O,O,X,O,X,X,X,X,X
ISLJOTZ,O,X,O,O,X,X,X,X,X,X,X
ISLJOZT,X,X,O,O,X,X,X,X,X,X,X
ISLZTJO,O,X,O,O,X,O,X,X,X,X,X
ISLZTOJ,O,X,O,O,X,X,X,X,X,X,X
ISLZJTO,O,X,O,O,X,O,X,X,X,X,X
ISLZJOT,X,X,O,O,X,O,X,X,X,X,X
ISLZOTJ,O,X,X,O,X,X,X,X,X,X,X
ISLZOJT,X,X,X,O,X,X,X,X,X,X,X
ISLOTJZ,O,X,O,O,X,X,X,X,X,X,X
ISLOTZJ,O,X,X,O,X,X,X,X,X,X,X
ISLOJTZ,O,X,O,O,X,X,X,X,X,X,X
ISLOJZT,O,X,O,O,X,X,X,X,X,X,X
ISLOZTJ,O,X,X,O,X,X,X,X,X,X,X
ISLOZJT,O,X,X,O,X,X,X,X,X,X,X
ISJTLZO,O,X,O,O,O,O,X,X,X,X,X
ISJTLOZ,O,X,O,O,X,X,X,X,X,X,X
ISJTZLO,O,O,O,X,O,O,X,O,X,X,X
ISJTZOL,O,O,O,X,O,O,X,O,X,X,X
ISJTOLZ,O,X,O,X,X,X,X,X,X,X,X
ISJTOZL,O,O,O,X,O,O,X,O,X,X,X
ISJLTZO,O,X,O,O,O,O,X,X,X,X,X
ISJLTOZ,O,X,O,O,X,X,X,X,X,X,X
ISJLZTO,O,X,O,O,X,O,X,X,X,X,X
ISJLZOT,X,X,O,O,X,O,X,X,X,X,X
ISJLOTZ,O,X,O,O,X,X,X,X,X,X,X
ISJLOZT,X,X,O,O,X,X,X,X,X,X,X
ISJZTLO,O,X,O,X,O,O,X,O,X,X,X
ISJZTOL,O,X,O,X,O,O,X,O,X,X,X
ISJZLTO,O,X,O,X,X,O,X,X,X,X,X
ISJZLOT,X,X,O,X,X,O,X,X,X,X,X
ISJZOTL,X,X,O,X,X,O,X,X,X,X,X
ISJZOLT,X,X,O,X,X,O,X,X,X,X,X
ISJOTLZ,O,X,O,X,X,X,X,X,X,X,X
ISJOTZL,O,X,O,X,O,O,X,O,X,X,X
ISJOLTZ,O,X,O,X,X,X,X,X,X,X,X
ISJOLZT,O,X,O,X,X,X,X,X,X,X,X
ISJOZTL,O,X,O,X,X,O,X,X,X,X,X
ISJOZLT,O,X,O,X,X,O,X,X,X,X,X
ISZTLJO,O,O,O,X,O,O,X,O,X,O,X
ISZTLOJ,O,O,O,X,O,X,X,O,X,O,X
ISZTJLO,O,O,O,X,O,O,X,O,X,X,O
ISZTJOL,O,O,O,X,X,O,X,O,X,X,O
ISZTOLJ,O,O,O,X,O,X,X,O,X,O,X
ISZTOJL,O,O,O,X,X,O,X,O,X,X,O
ISZLTJO,O,O,O,X,X,O,X,X,X,O,X
ISZLTOJ,O,O,O,X,X,X,X,X,X,O,X
ISZLJTO,O,O,O,X,X,O,X,X,X,O,X
ISZLJOT,X,O,O,X,X,O,X,X,X,O,X
ISZLOTJ,O,O,X,X,X,X,X,X,X,O,X
ISZLOJT,X,O,X,X,X,X,X,X,X,O,X
ISZJTLO,O,O,O,X,X,O,X,O,X,X,O
ISZJTOL,O,O,O,X,X,O,X,O,X,X,O
ISZJLTO,O,O,O,X,X,O,X,X,X,O,O
ISZJLOT,X,O,O,X,X,O,X,X,X,O,X
ISZJOTL,X,O,O,X,X,O,X,X,X,X,O
ISZJOLT,X,O,O,X,X,O,X,X,X,O,X
ISZOTLJ,O,O,O,X,X,X,X,X,X,O,X
ISZOTJL,O,O,O,X,X,O,X,X,X,X,X
ISZOLTJ,O,O,X,X,X,X,X,X,X,O,X
ISZOLJT,O,O,X,X,X,X,X,X,X,O,X
ISZOJTL,O,O,O,X,X,O,X,X,X,X,X
ISZOJLT,O,O,O,X,X,O,X,X,X,O,X
ISOTLJZ,O,X,O,X,X,X,X,X,X,X,X
ISOTLZJ,O,X,O,X,O,X,X,X,X,X,X
ISOTJLZ,O,X,O,X,O,X,X,X,X,X,X
ISOTJZL,O,X,O,X,O,O,X,O,X,X,X
ISOTZLJ,O,X,O,X,O,X,X,O,X,X,X
ISOTZJL,O,X,O,X,O,O,X,O,X,X,X
ISOLTJZ,O,X,O,X,X,X,X,X,X,X,X
ISOLTZJ,O,X,X,X,O,X,X,X,X,X,X
ISOLJTZ,O,X,O,X,X,X,X,X,X,X,X
ISOLJZT,O,X,O,X,X,X,X,X,X,X,X
ISOLZTJ,O,X,X,X,X,X,X,X,X,X,X
ISOLZJT,O,X,X,X,X,X,X,X,X,X,X
ISOJTLZ,O,X,O,X,O,X,X,X,X,X,X
ISOJTZL,O,X,O,X,O,O,X,O,X,X,X
ISOJLTZ,O,X,O,X,O,X,X,X,X,X,X
ISOJLZT,O,X,O,X,X,X,X,X,X,X,X
ISOJZTL,O,X,O,X,O,O,X,X,X,X,X
ISOJZLT,O,X,O,X,X,O,X,X,X,X,X
ISOZTLJ,O,X,O,X,O,X,X,X,X,O,X
ISOZTJL,O,X,O,X,O,O,X,X,X,X,X
ISOZLTJ,O,X,X,X,X,X,X,X,X,O,X
ISOZLJT,O,X,X,X,X,X,X,X,X,O,X
ISOZJTL,O,X,O,X,X,O,X,X,X,X,X
ISOZJLT,O,X,O,X,X,O,X,X,X,O,X
IZTLJSO,O,O,O,O,O,O,X,O,X,X,X
IZTLJOS,O,O,O,O,X,O,X,O,X,X,X
IZTLSJO,O,O,O,O,O,O,X,O,X,X,X
IZTLSOJ,O,O,O,O,O,X,X,O,X,X,X
IZTLOJS,O,O,O,O,O,X,X,O,X,X,X
IZTLOSJ,O,O,O,O,O,X,X,O,X,X,X
IZTJLSO,O,O,O,O,O,O,X,O,X,X,X
IZTJLOS,O,O,O,O,X,O,X,O,O,X,X
IZTJSLO,O,O,O,X,O,O,X,O,X,X,O
IZTJSOL,O,O,O,X,O,O,X,O,O,X,O
IZTJOLS,O,O,O,X,X,O,X,O,O,X,X
IZTJOSL,O,O,O,X,X,O,X,O,O,X,O
IZTSLJO,O,O,O,X,O,O,X,O,X,O,X
IZTSLOJ,O,O,O,X,O,X,X,O,X,O,X
IZTSJLO,O,O,O,X,O,O,X,O,X,X,O
IZTSJOL,O,O,O,X,O,O,X,O,O,X,O
IZTSOLJ,O,O,O,X,O,X,X,O,X,O,X
IZTSOJL,O,O,O,X,O,O,X,O,O,X,O
IZTOLJS,O,O,O,X,O,X,X,O,X,X,X
IZTOLSJ,O,O,O,X,O,X,X,O,X,X,X
IZTOJLS,O,O,O,X,O,O,X,O,O,X,X
IZTOJSL,O,O,O,X,O,O,X,O,O,X,O
IZTOSLJ,O,O,O,X,O,X,X,O,X,O,X
IZTOSJL,O,O,O,X,O,O,X,O,O,X,O
IZLTJSO,O,O,O,O,O,O,X,O,X,X,X
IZLTJOS,O,O,O,O,X,O,X,O,X,X,X
IZLTSJO,O,O,O,O,O,O,X,O,X,X,X
IZLTSOJ,O,O,O,O,O,X,X,O,X,X,X
IZLTOJS,O,O,O,O,O,X,X,O,X,X,X
IZLTOSJ,O,O,O,O,O,X,X,O,X,X,X
IZLJTSO,O,X,O,O,O,O,X,O,X,X,X
IZLJTOS,O,X,O,O,X,O,X,O,X,X,X
IZLJSTO,X,X,O,O,X,O,X,X,X,X,X
IZLJSOT,X,X,O,O,X,O,X,X,X,X,X
IZLJOTS,O,X,X,O,X,O,X,X,X,X,X
IZLJOST,X,X,X,O,X,O,X,X,X,X,X
IZLSTJO,O,O,O,O,X,O,X,X,X,O,X
IZLSTOJ,O,O,O,O,X,X,X,X,X,O,X
IZLSJTO,O,O,O,O,X,O,X,X,X,O,X
IZLSJOT,X,O,O,O,X,O,X,X,X,O,X
IZLSOTJ,O,O,X,O,X,X,X,X,X,O,X
IZLSOJT,X,O,X,O,X,X,X,X,X,O,X
IZLOTJS,O,O,X,O,O,X,X,X,X,X,X
IZLOTSJ,O,O,X,O,O,X,X,X,X,X,X
IZLOJTS,O,X,X,O,O,X,X,X,X,X,X
IZLOJST,O,X,X,O,X,X,X,X,X,X,X
IZLOSTJ,O,O,X,O,X,X,X,X,X,O,X
IZLOSJT,O,O,X,O,X,X,X,X,X,O,X
IZJTLSO,O,O,O,O,O,O,X,O,X,X,X
IZJTLOS,O,O,O,O,X,O,X,O,O,X,X
IZJTSLO,O,O,O,X,O,O,X,O,X,X,O
IZJTSOL,O,O,O,X,O,O,X,O,O,X,O
IZJTOLS,O,O,O,X,X,O,X,O,O,X,X
IZJTOSL,O,O,O,X,X,O,X,O,O,X,O
IZJLTSO,O,X,O,O,O,O,X,O,X,X,X
IZJLTOS,O,X,O,O,X,O,X,O,O,X,X
IZJLSTO,X,X,O,O,X,O,X,X,X,X,O
IZJLSOT,X,X,O,O,X,O,X,X,X,X,X
IZJLOTS,O,X,X,O,X,O,X,X,X,X,X
IZJLOST,X,X,X,O,X,O,X,X,X,X,X
IZJSTLO,X,O,O,X,X,O,X,O,X,X,O
IZJSTOL,X,O,O,X,X,O,X,O,O,X,O
IZJSLTO,X,O,O,X,X,O,X,X,X,O,O
IZJSLOT,X,O,O,X,X,O,X,X,X,O,X
IZJSOTL,X,O,O,X,X,O,X,X,X,X,O
IZJSOLT,X,O,O,X,X,O,X,X,X,O,X
IZJOTLS,O,O,O,X,X,O,X,O,O,X,X
IZJOTSL,O,O,O,X,X,O,X,O,O,X,O
IZJOLTS,O,X,X,X,X,O,X,X,X,X,X
IZJOLST,X,X,X,X,X,O,X,X,X,X,X
IZJOSTL,X,O,O,X,X,O,X,X,X,X,O
IZJOSLT,X,O,O,X,X,O,X,X,X,O,X
IZSTLJO,O,O,O,X,X,O,X,O,X,O,X
IZSTLOJ,O,O,O,X,X,X,X,O,X,O,X
IZSTJLO,O,O,O,X,X,O,X,O,X,X,O
IZSTJOL,O,O,O,X,X,O,X,O,O,X,O
IZSTOLJ,O,O,O,X,X,X,X,O,X,O,X
IZSTOJL,O,O,O,X,X,O,X,O,O,X,O
IZSLTJO,O,O,O,X,X,O,X,X,X,O,X
IZSLTOJ,O,O,O,X,X,X,X,X,X,O,X
IZSLJTO,O,O,O,X,X,O,X,X,X,O,X
IZSLJOT,X,O,O,X,X,O,X,X,X,O,X
IZSLOTJ,O,O,X,X,X,X,X,X,X,O,X
IZSLOJT,X,O,X,X,X,X,X,X,X,O,X
IZSJTLO,O,O,O,X,X,O,X,O,X,X,O
IZSJTOL,O,O,O,X,X,O,X,O,O,X,O
IZSJLTO,O,O,O,X,X,O,X,X,X,O,O
IZSJLOT,X,O,O,X,X,O,X,X,X,O,X
IZSJOTL,X,O,O,X,X,O,X,X,X,X,O
IZSJOLT,X,O,O,X,X,O,X,X,X,O,X
IZSOTLJ,O,O,O,X,X,X,X,X,X,O,X
IZSOTJL,O,O,O,X,X,O,X,X,O,X,X
IZSOLTJ,O,O,X,X,X,X,X,X,X,O,X
IZSOLJT,O,O,X,X,X,X,X,X,X,O,X
IZSOJTL,O,O,O,X,X,O,X,X,X,X,X
IZSOJLT,O,O,O,X,X,O,X,X,X,O,X
IZOTLJS,O,O,O,X,O,X,X,O,X,X,X
IZOTLSJ,O,O,O,X,O,X,X,O,X,X,X
IZOTJLS,O,O,O,X,O,O,X,O,O,X,X
IZOTJSL,O,O,O,X,O,O,X,O,O,X,O
IZOTSLJ,O,O,O,X,O,X,X,O,X,O,X
IZOTSJL,O,O,O,X,O,O,X,O,O,X,O
IZOLTJS,O,O,X,X,O,X,X,X,X,X,X
IZOLTSJ,O,O,X,X,O,X,X,X,X,X,X
IZOLJTS,O,X,X,X,O,X,X,X,X,X,X
IZOLJST,O,X,X,X,X,X,X,X,X,X,X
IZOLSTJ,O,O,X,X,X,X,X,X,X,O,X
IZOLSJT,O,O,X,X,X,X,X,X,X,O,X
IZOJTLS,O,O,O,X,O,O,X,O,X,X,X
IZOJTSL,O,O,O,X,O,O,X,O,X,X,O
IZOJLTS,O,X,X,X,O,O,X,X,X,X,X
