sequence,v115@HhA8IeF8BeD8GeA8Je0/IvhFlgBzhBGjB3nByvBRxB,v115@HhA8IeF8BeD8GeA8Jel/IvhF3gBGiBTjBUnByvBRxB,v115@HhA8IeF8BeD8GeA8Jex/IvhFmhBTjBXsBqsBUqBFrB,v115@HhA8IeF8BeD8GeA8Jel/IvhF6nBTjBmmBcqBXrBRxB,v115@HhA8IeF8BeD8GeA8Je0/IvhFzgBfnBSoBlnB2vBRxB,v115@HhA8IeF8BeD8GeA8Jel/IvhFRiBXsBarBctBTqBGsB,v115@HhA8IeF8BeD8GeA8Jex/IvhFmhBSoBXsBUqBFrBzsB,v115@HhA8IeF8BeD8GeA8Je0/IvhFzgBfnBxiBSxBFtB2vB
LIOZJTS,O,O,X,O,X,X,X,X
LIOZJST,X,O,X,O,O,X,X,X
LIOZSTJ,X,O,X,X,O,X,X,O
LIOZSJT,X,O,X,X,O,X,X,X
LJTISZO,O,X,X,O,X,X,X,X
LJTISOZ,O,X,X,O,X,X,X,X
LJTIZSO,O,X,X,O,X,X,X,X
LJTIZOS,O,X,X,O,X,X,X,X
LJTIOSZ,X,X,X,O,X,X,X,X
LJTIOZS,O,X,X,O,X,X,X,X
LJTSIZO,O,X,X,O,X,X,X,X
LJTSIOZ,O,X,X,O,X,X,X,X
LJTSZIO,O,X,X,O,X,X,X,X
LJTSZOI,O,X,X,O,X,X,X,X
LJTSOIZ,O,X,X,O,X,X,X,X
LJTSOZI,O,X,X,O,X,X,X,X
LJTZISO,O,X,X,O,X,X,X,X
LJTZIOS,O,X,X,O,X,X,X,X
LJTZSIO,O,X,X,O,X,X,X,X
LJTZSOI,O,X,X,O,X,X,X,X
LJTZOIS,O,X,X,O,X,X,X,X
LJTZOSI,O,X,X,O,X,X,X,X
LJTOISZ,X,X,X,O,X,X,X,X
LJTOIZS,X,X,X,O,X,X,X,X
LJTOSIZ,X,X,X,O,X,X,X,X
LJTOSZI,X,X,X,O,X,X,X,X
LJTOZIS,O,X,X,O,X,X,X,X
LJTOZSI,O,X,X,O,X,X,X,X
LJITSZO,O,X,X,O,X,X,X,X
LJITSOZ,O,X,X,O,X,X,X,X
LJITZSO,O,X,X,O,X,X,X,X
LJITZOS,O,X,X,O,X,X,X,X
LJITOSZ,X,X,X,O,X,X,X,X
LJITOZS,O,X,X,O,X,X,X,X
LJISTZO,O,X,X,O,X,X,X,X
LJISTOZ,O,X,X,O,X,X,X,X
LJISZTO,O,X,X,O,X,X,O,X
LJISZOT,O,X,X,O,O,X,X,X
LJISOTZ,O,X,X,O,X,X,X,X
LJISOZT,O,X,X,O,O,X,X,X
LJIZTSO,O,X,X,O,X,X,X,X
LJIZTOS,O,X,X,O,X,X,X,X
LJIZSTO,O,X,X,O,X,X,X,X
LJIZSOT,O,X,X,O,O,X,X,X
LJIZOTS,O,X,X,O,X,X,X,X
LJIZOST,X,X,X,O,O,X,X,X
LJIOTSZ,X,X,X,O,X,X,X,X
LJIOTZS,O,X,X,O,X,X,X,X
LJIOSTZ,X,X,X,O,X,X,X,X
LJIOSZT,X,X,X,O,O,X,X,X
LJIOZTS,O,X,X,O,X,X,X,X
LJIOZST,X,X,X,O,O,X,X,X
LJSTIZO,O,X,X,O,X,X,O,X
LJSTIOZ,O,X,X,O,X,X,X,X
LJSTZIO,O,X,X,O,X,X,O,X
LJSTZOI,O,X,X,O,X,X,O,X
LJSTOIZ,O,X,X,O,X,X,X,X
LJSTOZI,O,X,X,O,X,X,O,X
LJSITZO,O,X,X,O,X,X,O,X
LJSITOZ,O,X,X,O,X,X,X,X
LJSIZTO,O,X,X,O,X,X,O,X
LJSIZOT,O,X,X,O,X,X,X,X
LJSIOTZ,O,X,X,O,X,X,X,X
LJSIOZT,O,X,X,O,X,X,X,X
LJSZTIO,O,X,X,O,X,X,O,X
LJSZTOI,O,X,X,O,X,X,O,X
LJSZITO,O,X,X,O,X,X,O,X
LJSZIOT,O,X,X,O,X,X,X,X
LJSZOTI,O,X,X,O,O,X,X,X
LJSZOIT,X,X,X,X,O,X,X,X
LJSOTIZ,O,X,X,O,X,X,X,X
LJSOTZI,O,X,X,O,X,X,O,X
LJSOITZ,X,X,X,O,X,X,X,X
LJSOIZT,X,X,X,O,X,X,X,X
LJSOZTI,O,X,X,O,O,X,X,X
LJSOZIT,X,X,X,X,O,X,X,X
LJZTISO,O,X,X,O,X,X,X,X
LJZTIOS,O,X,X,O,X,X,X,X
LJZTSIO,O,X,X,O,X,X,X,X
LJZTSOI,O,X,X,O,X,X,X,X
LJZTOIS,O,X,X,O,X,X,X,X
LJZTOSI,O,X,X,O,X,X,X,X
LJZITSO,O,X,X,O,X,X,X,X
LJZITOS,O,X,X,O,X,X,X,X
LJZISTO,O,X,X,O,X,X,X,X
LJZISOT,O,X,X,O,O,X,X,X
LJZIOTS,O,X,X,O,X,X,X,X
LJZIOST,X,X,X,O,O,X,X,X
LJZSTIO,O,X,X,O,X,X,X,X
LJZSTOI,O,X,X,O,X,X,X,X
LJZSITO,O,X,X,O,X,X,X,X
LJZSIOT,O,X,X,O,X,X,X,X
LJZSOTI,O,X,X,O,O,X,X,X
LJZSOIT,X,X,X,X,O,X,X,X
LJZOTIS,O,X,X,O,X,X,X,X
LJZOTSI,O,X,X,O,X,X,X,X
LJZOITS,X,X,X,O,X,X,X,X
LJZOIST,X,X,X,O,O,X,X,X
LJZOSTI,X,X,X,O,O,X,X,O
LJZOSIT,X,X,X,X,O,X,X,X
LJOTISZ,X,X,X,O,X,X,X,X
LJOTIZS,X,X,X,O,X,X,X,X
LJOTSIZ,X,X,X,O,X,X,X,X
LJOTSZI,X,X,X,O,X,X,X,X
LJOTZIS,O,X,X,O,X,X,X,X
LJOTZSI,O,X,X,O,X,X,X,X
LJOITSZ,X,X,X,O,X,X,X,X
LJOITZS,X,X,X,O,X,X,X,X
LJOISTZ,X,X,X,O,X,X,X,X
LJOISZT,X,X,X,O,O,X,X,X
LJOIZTS,X,X,X,O,X,X,X,X
LJOIZST,X,X,X,O,O,X,X,X
LJOSTIZ,X,X,X,O,X,X,X,O
LJOSTZI,X,X,X,O,X,X,X,O
LJOSITZ,X,X,X,O,X,X,X,X
LJOSIZT,X,X,X,O,X,X,X,X
LJOSZTI,X,X,X,O,O,X,X,O
LJOSZIT,X,X,X,X,O,X,X,X
LJOZTIS,O,X,X,O,X,X,X,X
LJOZTSI,O,X,X,O,X,X,X,X
LJOZITS,X,X,X,O,X,X,X,X
LJOZIST,X,X,X,O,O,X,X,X
LJOZSTI,X,X,X,O,O,X,X,O
LJOZSIT,X,X,X,X,O,X,X,X
LSTIJZO,O,X,O,X,X,O,O,X
LSTIJOZ,O,X,O,X,X,X,X,X
LSTIZJO,O,O,O,X,X,O,O,X
LSTIZOJ,X,O,O,X,X,O,O,X
LSTIOJZ,X,X,O,X,X,X,X,X
LSTIOZJ,X,O,O,X,X,X,X,X
LSTJIZO,O,X,O,X,X,O,O,X
LSTJIOZ,O,X,O,X,X,X,X,X
LSTJZIO,O,X,O,X,X,O,O,X
LSTJZOI,O,X,O,X,X,O,O,X
LSTJOIZ,O,X,O,X,X,O,X,X
LSTJOZI,O,X,O,X,X,O,O,X
LSTZIJO,O,O,O,X,X,O,O,X
LSTZIOJ,X,O,O,X,X,O,O,X
LSTZJIO,O,O,O,X,X,O,O,X
LSTZJOI,O,O,O,X,X,O,O,X
LSTZOIJ,X,O,O,X,O,O,O,X
LSTZOJI,O,O,O,X,O,O,O,X
LSTOIJZ,X,X,O,X,X,O,X,X
LSTOIZJ,X,O,O,X,X,O,X,X
LSTOJIZ,O,X,O,X,X,O,X,X
LSTOJZI,O,X,O,X,X,O,O,X
LSTOZIJ,X,O,O,X,O,O,O,X
LSTOZJI,O,O,O,X,O,O,O,X
LSITJZO,O,X,O,X,X,O,O,X
LSITJOZ,O,X,O,X,X,X,X,X
LSITZJO,O,O,O,X,X,O,O,X
LSITZOJ,O,O,O,X,O,O,O,X
LSITOJZ,O,X,O,X,X,X,X,X
LSITOZJ,O,O,O,X,O,X,X,X
LSIJTZO,O,X,O,X,X,O,O,X
LSIJTOZ,O,X,O,X,X,X,X,X
LSIJZTO,O,X,O,X,X,O,O,X
LSIJZOT,O,X,O,X,O,O,X,X
LSIJOTZ,O,X,O,X,X,X,X,X
LSIJOZT,O,X,O,X,O,X,X,X
LSIZTJO,O,O,O,X,X,O,O,X
LSIZTOJ,O,O,O,X,O,O,O,X
LSIZJTO,O,O,O,X,X,O,O,X
LSIZJOT,O,O,O,X,O,O,X,X
LSIZOTJ,O,O,O,X,O,O,O,X
LSIZOJT,O,O,O,X,O,X,X,X
LSIOTJZ,O,X,O,X,X,X,X,X
LSIOTZJ,O,O,O,X,O,X,X,X
LSIOJTZ,O,X,O,X,X,X,X,X
LSIOJZT,O,X,O,X,O,X,X,X
LSIOZTJ,O,O,O,X,O,X,O,X
LSIOZJT,O,O,O,X,O,X,X,X
LSJTIZO,O,X,O,X,X,O,O,X
LSJTIOZ,O,X,O,X,X,X,X,X
LSJTZIO,O,X,O,X,X,O,O,X
LSJTZOI,O,X,O,X,X,O,O,X
LSJTOIZ,O,X,O,X,X,O,X,X
LSJTOZI,O,X,O,X,X,O,O,X
LSJITZO,O,X,O,X,X,O,O,X
LSJITOZ,O,X,O,X,X,X,X,X
LSJIZTO,O,X,O,X,X,O,O,X
LSJIZOT,O,X,O,X,X,O,X,X
LSJIOTZ,O,X,O,X,X,X,X,X
LSJIOZT,O,X,O,X,X,X,X,X
LSJZTIO,O,X,O,X,X,O,O,X
LSJZTOI,O,X,O,X,X,O,O,X
LSJZITO,O,X,O,X,X,O,O,X
LSJZIOT,O,X,O,X,X,O,X,X
LSJZOTI,O,X,O,X,O,O,X,X
LSJZOIT,X,X,O,X,O,O,X,X
LSJOTIZ,O,X,O,X,X,O,X,X
LSJOTZI,O,X,O,X,X,O,O,X
LSJOITZ,X,X,O,X,X,O,X,X
LSJOIZT,X,X,O,X,X,O,X,X
LSJOZTI,O,X,O,X,O,O,X,X
LSJOZIT,X,X,O,X,O,O,X,X
LSZTIJO,O,O,O,X,X,O,O,X
LSZTIOJ,X,O,O,X,X,O,O,X
LSZTJIO,O,O,O,X,X,O,O,X
LSZTJOI,O,O,O,X,X,O,O,X
LSZTOIJ,X,O,O,X,O,O,O,X
LSZTOJI,O,O,O,X,O,O,O,X
LSZITJO,O,O,O,X,X,O,O,X
LSZITOJ,O,O,O,X,O,O,O,X
LSZIJTO,O,O,O,X,X,O,O,X
LSZIJOT,O,O,O,X,O,O,X,X
LSZIOTJ,O,O,O,X,O,O,O,X
LSZIOJT,O,O,O,X,O,O,X,X
LSZJTIO,O,O,O,X,X,O,O,X
LSZJTOI,O,O,O,X,X,O,O,X
LSZJITO,O,O,O,X,X,O,O,X
LSZJIOT,O,O,O,X,X,O,X,X
LSZJOTI,O,O,O,X,O,O,X,X
LSZJOIT,X,X,O,X,O,O,X,X
LSZOTIJ,X,O,O,X,O,O,O,O
LSZOTJI,O,O,O,X,O,O,O,O
LSZOITJ,X,O,O,X,O,O,O,O
LSZOIJT,X,O,O,X,O,O,X,X
LSZOJTI,O,O,O,X,O,O,X,O
LSZOJIT,X,X,O,X,O,O,X,X
LSOTIJZ,X,X,O,X,X,O,X,O
LSOTIZJ,X,O,O,X,X,O,X,O
LSOTJIZ,O,X,O,X,X,O,X,O
LSOTJZI,O,X,O,X,X,O,O,O
LSOTZIJ,X,O,O,X,O,O,O,O
LSOTZJI,O,O,O,X,O,O,O,O
LSOITJZ,X,X,O,X,X,O,X,O
LSOITZJ,X,O,O,X,O,O,X,O
LSOIJTZ,X,X,O,X,X,O,X,X
LSOIJZT,X,X,O,X,O,O,X,X
LSOIZTJ,X,O,O,X,O,O,O,O
LSOIZJT,X,O,O,X,O,O,X,X
LSOJTIZ,O,X,O,X,X,O,X,O
LSOJTZI,O,X,O,X,X,O,O,O
LSOJITZ,X,X,O,X,X,O,X,X
LSOJIZT,X,X,O,X,X,O,X,X
LSOJZTI,O,X,O,X,O,O,X,O
LSOJZIT,X,X,O,X,O,O,X,X
LSOZTIJ,X,O,O,X,O,O,O,O
LSOZTJI,O,O,O,X,O,O,O,O
LSOZITJ,X,O,O,X,O,O,O,O
LSOZIJT,X,O,O,X,O,O,X,X
LSOZJTI,O,O,O,X,O,O,X,O
LSOZJIT,X,X,O,X,O,O,X,X
LZTIJSO,O,O,X,X,X,X,X,X
LZTIJOS,O,O,X,X,X,X,X,X
LZTISJO,O,O,X,X,X,X,X,X
LZTISOJ,O,O,X,X,O,X,X,X
LZTIOJS,O,O,X,X,X,X,X,X
LZTIOSJ,X,O,X,X,O,X,X,X
LZTJISO,O,O,X,X,X,X,X,X
LZTJIOS,O,O,X,X,X,X,X,X
LZTJSIO,O,O,X,X,X,X,X,X
LZTJSOI,O,O,X,X,X,X,X,X
LZTJOIS,O,O,X,X,X,X,X,X
LZTJOSI,O,O,X,X,X,X,X,X
LZTSIJO,O,O,X,X,X,X,X,X
LZTSIOJ,X,O,X,X,X,X,X,X
LZTSJIO,O,O,X,X,X,X,X,X
LZTSJOI,O,O,X,X,X,X,X,X
LZTSOIJ,X,O,X,X,O,X,X,X
LZTSOJI,O,O,X,X,O,X,X,X
LZTOIJS,O,O,X,X,X,X,X,X
LZTOISJ,X,O,X,X,O,X,X,X
LZTOJIS,O,O,X,X,X,X,X,X
LZTOJSI,O,O,X,X,X,X,X,X
LZTOSIJ,X,O,X,X,O,X,X,O
LZTOSJI,X,O,X,X,O,X,X,O
LZITJSO,O,O,X,X,X,X,X,X
LZITJOS,O,O,X,X,X,X,X,X
LZITSJO,O,O,X,X,X,X,X,X
LZITSOJ,O,O,X,X,O,X,X,X
LZITOJS,O,O,X,X,X,X,X,X
LZITOSJ,X,O,X,X,O,X,X,X
LZIJTSO,O,O,X,X,X,X,X,X
LZIJTOS,O,O,X,X,X,X,X,X
LZIJSTO,O,O,X,X,X,X,X,X
LZIJSOT,O,O,X,X,O,X,X,X
LZIJOTS,O,O,X,X,X,X,X,X
LZIJOST,X,O,X,X,O,X,X,X
LZISTJO,O,O,X,X,X,X,O,X
LZISTOJ,O,O,X,X,O,X,O,X
LZISJTO,O,O,X,X,X,X,O,X
LZISJOT,O,O,X,X,O,X,X,X
LZISOTJ,O,O,X,X,O,X,O,X
LZISOJT,O,O,X,X,O,X,X,X
LZIOTJS,O,O,X,X,X,X,X,X
LZIOTSJ,X,O,X,X,O,X,X,X
LZIOJTS,O,O,X,X,X,X,X,X
LZIOJST,X,O,X,X,O,X,X,X
LZIOSTJ,X,O,X,X,O,X,X,O
LZIOSJT,X,O,X,X,O,X,X,X
LZJTISO,O,O,X,X,X,X,X,X
LZJTIOS,O,O,X,X,X,X,X,X
LZJTSIO,O,O,X,X,X,X,X,X
LZJTSOI,O,O,X,X,X,X,X,X
LZJTOIS,O,O,X,X,X,X,X,X
LZJTOSI,O,O,X,X,X,X,X,X
LZJITSO,O,O,X,X,X,X,X,X
LZJITOS,O,O,X,X,X,X,X,X
LZJISTO,O,O,X,X,X,X,X,X
LZJISOT,O,O,X,X,O,X,X,X
LZJIOTS,O,O,X,X,X,X,X,X
LZJIOST,X,O,X,X,O,X,X,X
LZJSTIO,O,O,X,X,X,X,X,X
LZJSTOI,O,O,X,X,X,X,X,X
LZJSITO,O,O,X,X,X,X,X,X
LZJSIOT,O,O,X,X,X,X,X,X
LZJSOTI,O,O,X,X,O,X,X,X
LZJSOIT,X,O,X,X,O,X,X,X
LZJOTIS,O,O,X,X,X,X,X,X
LZJOTSI,O,O,X,X,X,X,X,X
LZJOITS,X,O,X,X,X,X,X,X
LZJOIST,X,O,X,X,O,X,X,X
LZJOSTI,X,O,X,X,O,X,X,O
LZJOSIT,X,O,X,X,O,X,X,X
LZSTIJO,O,O,X,X,X,X,O,X
LZSTIOJ,X,O,X,X,X,X,O,X
LZSTJIO,O,O,X,X,X,X,O,X
LZSTJOI,O,O,X,X,X,X,O,X
LZSTOIJ,X,O,X,X,O,X,O,X
LZSTOJI,O,O,X,X,O,X,O,X
LZSITJO,O,O,X,X,X,X,O,X
LZSITOJ,O,O,X,X,O,X,O,X
LZSIJTO,O,O,X,X,X,X,O,X
LZSIJOT,O,O,X,X,O,X,X,X
LZSIOTJ,O,O,X,X,O,X,O,X
LZSIOJT,O,O,X,X,O,X,X,X
LZSJTIO,O,O,X,X,X,X,O,X
LZSJTOI,O,O,X,X,X,X,O,X
LZSJITO,O,O,X,X,X,X,O,X
LZSJIOT,O,O,X,X,X,X,X,X
LZSJOTI,O,O,X,X,O,X,X,X
LZSJOIT,X,O,X,X,O,X,X,X
LZSOTIJ,X,O,X,X,O,X,O,O
LZSOTJI,O,O,X,X,O,X,O,O
LZSOITJ,X,O,X,X,O,X,O,O
LZSOIJT,X,O,X,X,O,X,X,X
LZSOJTI,O,O,X,X,O,X,X,O
LZSOJIT,X,O,X,X,O,X,X,X
LZOTIJS,O,O,X,X,X,X,X,X
LZOTISJ,X,O,X,X,O,X,X,X
LZOTJIS,O,O,X,X,X,X,X,X
LZOTJSI,O,O,X,X,X,X,X,X
LZOTSIJ,X,O,X,X,O,X,X,O
LZOTSJI,X,O,X,X,O,X,X,O
LZOITJS,O,O,X,X,X,X,X,X
LZOITSJ,X,O,X,X,O,X,X,X
LZOIJTS,O,O,X,X,X,X,X,X
LZOIJST,X,O,X,X,O,X,X,X
LZOISTJ,X,O,X,X,O,X,X,O
LZOISJT,X,O,X,X,O,X,X,X
LZOJTIS,O,O,X,X,X,X,X,X
LZOJTSI,O,O,X,X,X,X,X,X
LZOJITS,X,O,X,X,X,X,X,X
LZOJIST,X,O,X,X,O,X,X,X
LZOJSTI,X,O,X,X,O,X,X,O
LZOJSIT,X,O,X,X,O,X,X,X
LZOSTIJ,X,O,X,X,O,X,X,O
LZOSTJI,X,O,X,X,O,X,X,O
LZOSITJ,X,O,X,X,O,X,X,O
LZOSIJT,X,O,X,X,O,X,X,X
LZOSJTI,X,O,X,X,O,X,X,O
LZOSJIT,X,O,X,X,O,X,X,X
LOTIJSZ,X,X,X,O,X,X,X,X
LOTIJZS,O,X,X,O,X,X,X,X
LOTISJZ,X,X,X,O,X,X,X,X
LOTISZJ,X,O,X,X,O,X,X,X
LOTIZJS,O,O,X,O,X,X,X,X
LOTIZSJ,X,O,X,X,O,X,X,X
LOTJISZ,X,X,X,O,X,X,X,X
LOTJIZS,X,X,X,O,X,X,X,X
LOTJSIZ,X,X,X,O,X,X,X,X
LOTJSZI,X,X,X,O,X,X,X,X
LOTJZIS,O,X,X,O,X,X,X,X
LOTJZSI,O,X,X,O,X,X,X,X
LOTSIJZ,X,X,X,X,X,X,X,O
LOTSIZJ,X,O,X,X,X,X,X,O
LOTSJIZ,X,X,X,X,X,X,X,O
LOTSJZI,X,X,X,X,X,X,X,O
LOTSZIJ,X,O,X,X,O,X,X,O
LOTSZJI,X,O,X,X,O,X,X,O
LOTZIJS,O,O,X,X,X,X,X,X
LOTZISJ,X,O,X,X,O,X,X,X
LOTZJIS,O,O,X,X,X,X,X,X
LOTZJSI,O,O,X,X,X,X,X,X
LOTZSIJ,X,O,X,X,O,X,X,O
LOTZSJI,X,O,X,X,O,X,X,O
LOITJSZ,X,X,X,O,X,X,X,X
LOITJZS,O,X,X,O,X,X,X,X
LOITSJZ,X,X,X,O,X,X,X,X
LOITSZJ,X,O,X,X,O,X,X,X
LOITZJS,O,O,X,O,X,X,X,X
LOITZSJ,X,O,X,X,O,X,X,X
LOIJTSZ,X,X,X,O,X,X,X,X
LOIJTZS,O,X,X,O,X,X,X,X
LOIJSTZ,X,X,X,O,X,X,X,X
LOIJSZT,X,X,X,O,O,X,X,X
LOIJZTS,O,X,X,O,X,X,X,X
LOIJZST,X,X,X,O,O,X,X,X
LOISTJZ,X,X,O,O,X,X,X,O
LOISTZJ,X,O,O,X,O,X,X,O
LOISJTZ,X,X,O,O,X,X,X,X
LOISJZT,X,X,O,O,O,X,X,X
LOISZTJ,X,O,O,X,O,X,O,O
LOISZJT,X,O,O,X,O,X,X,X
LOIZTJS,O,O,X,O,X,X,X,X
LOIZTSJ,X,O,X,X,O,X,X,X
LOIZJTS,O,O,X,O,X,X,X,X
LOIZJST,X,O,X,O,O,X,X,X
LOIZSTJ,X,O,X,X,O,X,X,O
LOIZSJT,X,O,X,X,O,X,X,X
LOJTISZ,X,X,X,O,X,X,X,X
LOJTIZS,X,X,X,O,X,X,X,X
LOJTSIZ,X,X,X,O,X,X,X,X
LOJTSZI,X,X,X,O,X,X,X,X
LOJTZIS,O,X,X,O,X,X,X,X
LOJTZSI,O,X,X,O,X,X,X,X
LOJITSZ,X,X,X,O,X,X,X,X
LOJITZS,X,X,X,O,X,X,X,X
LOJISTZ,X,X,X,O,X,X,X,X
LOJISZT,X,X,X,O,O,X,X,X
LOJIZTS,X,X,X,O,X,X,X,X
LOJIZST,X,X,X,O,O,X,X,X
LOJSTIZ,X,X,X,O,X,X,X,O
LOJSTZI,X,X,X,O,X,X,X,O
LOJSITZ,X,X,X,O,X,X,X,X
LOJSIZT,X,X,X,O,X,X,X,X
LOJSZTI,X,X,X,O,O,X,X,O
LOJSZIT,X,X,X,X,O,X,X,X
LOJZTIS,O,X,X,O,X,X,X,X
LOJZTSI,O,X,X,O,X,X,X,X
LOJZITS,X,X,X,O,X,X,X,X
LOJZIST,X,X,X,O,O,X,X,X
LOJZSTI,X,X,X,O,O,X,X,O
LOJZSIT,X,X,X,X,O,X,X,X
LOSTIJZ,X,X,O,X,X,X,X,O
LOSTIZJ,X,O,O,X,X,X,X,O
LOSTJIZ,X,X,O,X,X,X,X,O
LOSTJZI,X,X,O,X,X,X,O,O
LOSTZIJ,X,O,O,X,O,X,O,O
LOSTZJI,X,O,O,X,O,X,O,O
LOSITJZ,X,X,O,X,X,X,X,O
LOSITZJ,X,O,O,X,O,X,X,O
LOSIJTZ,X,X,O,X,X,X,X,X
LOSIJZT,X,X,O,X,O,X,X,X
LOSIZTJ,X,O,O,X,O,X,O,O
LOSIZJT,X,O,O,X,O,X,X,X
LOSJTIZ,X,X,O,X,X,X,X,O
LOSJTZI,X,X,O,X,X,X,O,O
LOSJITZ,X,X,O,X,X,X,X,X
LOSJIZT,X,X,O,X,X,X,X,X
LOSJZTI,X,X,O,X,O,X,X,O
LOSJZIT,X,X,O,X,O,X,X,X
LOSZTIJ,X,O,O,X,O,X,O,O
LOSZTJI,X,O,O,X,O,X,O,O
LOSZITJ,X,O,O,X,O,X,O,O
LOSZIJT,X,O,O,X,O,X,X,X
LOSZJTI,X,O,O,X,O,X,X,O
LOSZJIT,X,X,O,X,O,X,X,X
LOZTIJS,O,O,X,X,X,X,X,X
LOZTISJ,X,O,X,X,O,X,X,X
LOZTJIS,O,O,X,X,X,X,X,X
LOZTJSI,O,O,X,X,X,X,X,X
LOZTSIJ,X,O,X,X,O,X,X,O
LOZTSJI,X,O,X,X,O,X,X,O
LOZITJS,O,O,X,X,X,X,X,X
LOZITSJ,X,O,X,X,O,X,X,X
LOZIJTS,O,O,X,X,X,X,X,X
LOZIJST,X,O,X,X,O,X,X,X
LOZISTJ,X,O,X,X,O,X,X,O
LOZISJT,X,O,X,X,O,X,X,X
LOZJTIS,O,O,X,X,X,X,X,X
LOZJTSI,O,O,X,X,X,X,X,X
LOZJITS,X,O,X,X,X,X,X,X
LOZJIST,X,O,X,X,O,X,X,X
LOZJSTI,X,O,X,X,O,X,X,O
LOZJSIT,X,O,X,X,O,X,X,X
LOZSTIJ,X,O,X,X,O,X,X,O
LOZSTJI,X,O,X,X,O,X,X,O
LOZSITJ,X,O,X,X,O,X,X,O
LOZSIJT,X,O,X,X,O,X,X,X
LOZSJTI,X,O,X,X,O,X,X,O
LOZSJIT,X,O,X,X,O,X,X,X
JTILSZO,O,X,X,O,X,X,X,X
JTILSOZ,O,X,X,O,X,X,X,X
JTILZSO,O,X,X,O,X,X,X,X
JTILZOS,O,X,X,O,X,X,X,X
JTILOSZ,X,X,X,O,X,X,X,X
JTILOZS,O,X,X,O,X,X,X,X
JTISLZO,O,X,X,O,X,X,X,X
JTISLOZ,O,X,X,O,X,X,X,X
JTISZLO,O,O,X,X,X,X,X,X
JTISZOL,O,O,X,X,X,X,X,X
JTISOLZ,O,X,X,O,X,X,X,X
JTISOZL,O,O,X,X,X,X,X,X
JTIZLSO,O,O,X,O,X,X,X,X
JTIZLOS,O,O,X,O,X,X,X,X
JTIZSLO,O,O,X,X,X,X,X,X
JTIZSOL,O,O,X,X,X,X,X,X
JTIZOLS,O,O,X,O,X,X,X,X
JTIZOSL,O,O,X,X,X,X,X,X
JTIOLSZ,X,X,X,O,X,X,X,X
JTIOLZS,O,X,X,O,X,X,X,X
JTIOSLZ,O,X,X,O,X,X,X,X
JTIOSZL,O,O,X,X,X,X,X,X
JTIOZLS,O,O,X,O,X,X,X,X
JTIOZSL,O,O,X,X,X,X,X,X
JTLISZO,O,X,X,O,X,X,X,X
JTLISOZ,O,X,X,O,X,X,X,X
JTLIZSO,O,X,X,O,X,X,X,X
JTLIZOS,O,X,X,O,X,X,X,X
JTLIOSZ,X,X,X,O,X,X,X,X
JTLIOZS,O,X,X,O,X,X,X,X
JTLSIZO,O,X,X,O,X,X,X,X
JTLSIOZ,O,X,X,O,X,X,X,X
JTLSZIO,O,X,X,O,X,X,X,X
JTLSZOI,O,X,X,O,X,X,X,X
JTLSOIZ,O,X,X,O,X,X,X,X
JTLSOZI,O,X,X,O,X,X,X,X
JTLZISO,O,X,X,O,X,X,X,X
JTLZIOS,O,X,X,O,X,X,X,X
JTLZSIO,O,X,X,O,X,X,X,X
JTLZSOI,O,X,X,O,X,X,X,X
JTLZOIS,O,X,X,O,X,X,X,X
JTLZOSI,O,X,X,O,X,X,X,X
JTLOISZ,X,X,X,O,X,X,X,X
JTLOIZS,X,X,X,O,X,X,X,X
JTLOSIZ,X,X,X,O,X,X,X,X
JTLOSZI,X,X,X,O,X,X,X,X
JTLOZIS,O,X,X,O,X,X,X,X
JTLOZSI,O,X,X,O,X,X,X,X
JTSILZO,O,X,X,O,X,O,X,X
JTSILOZ,O,X,X,O,X,X,X,X
JTSIZLO,O,O,X,X,X,O,X,X
JTSIZOL,O,O,X,X,X,O,X,X
JTSIOLZ,O,X,X,O,X,O,X,X
JTSIOZL,O,O,X,X,X,O,X,X
JTSLIZO,O,X,X,O,X,O,X,X
JTSLIOZ,O,X,X,O,X,X,X,X
JTSLZIO,O,X,X,O,X,O,X,X
JTSLZOI,O,X,X,O,X,O,X,X
JTSLOIZ,O,X,X,O,X,O,X,X
JTSLOZI,O,X,X,O,X,O,X,X
JTSZILO,O,O,X,X,X,O,X,X
JTSZIOL,O,O,X,X,X,O,X,X
JTSZLIO,O,O,X,X,X,O,X,X
JTSZLOI,O,O,X,X,X,O,X,X
JTSZOIL,O,O,X,X,X,O,X,X
JTSZOLI,O,O,X,X,X,O,X,X
JTSOILZ,O,X,X,O,X,O,X,X
JTSOIZL,O,O,X,X,X,O,X,X
JTSOLIZ,O,X,X,O,X,O,X,X
JTSOLZI,O,X,X,O,X,O,X,X
JTSOZIL,O,O,X,X,X,O,X,X
JTSOZLI,O,O,X,X,X,O,X,X
JTZILSO,O,O,X,O,X,X,X,X
JTZILOS,O,O,X,O,X,X,X,X
JTZISLO,O,O,X,X,X,X,X,X
JTZISOL,O,O,X,X,X,X,X,X
JTZIOLS,O,O,X,O,X,X,X,X
JTZIOSL,O,O,X,X,X,X,X,X
JTZLISO,O,O,X,O,X,X,X,X
JTZLIOS,O,O,X,O,X,X,X,X
JTZLSIO,O,O,X,O,X,X,X,X
JTZLSOI,O,O,X,O,X,X,X,X
JTZLOIS,O,O,X,O,X,X,X,X
JTZLOSI,O,O,X,O,X,X,X,X
