sequence,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeRyXaAFLDmClc?JSAVDEHBEooRBJoAVBsfLuCvOBAAvhFyQB+PBsOB3NBTLBl?MB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeS0XaAFLDmClc?JSAVDEHBEooRBMoAVBJ3jFDqOBAAvhFRSBzLBXKB0HBOLBl?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JezuXaAFLDmClc?JSAVDEHBEooRBPoAVBp/rtC6OBAAvhFRSB2QB6PB3NB0LBl?MB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8Je1yXaAFLDmClc?JSAVDEHBEooRBUoAVBzfjWCP+AAAvhF3MB+PBsOBKLBzLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JezuXaAFLDmClc?JSAVDEHBEooRBPoAVBUNUFDK+AAAvhF1SB3MB6PBsLBOLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeS0XaAFLDmClc?JSAVDEHBEooRBMoAVB6+ytCp/AAAvhF0NB1RBTLBXPBRNBm?LB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeW0XaAFLDmClc?JSAVDEHBEooRBKoAVB6+bgCpCBAAvhF0NB1RB3LBTPBRNBi?LB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeW0XaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC6OBAAvhFRSBTKBKLBfMB0MBl?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeW0XaAFLDmClc?JSAVDEHBEooRBKoAVBzHLxCM+AAAvhF3NB0LBTKBlMBiLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeS0XaAFLDmClc?JSAVDEHBEooRBMoAVBa3TxCK+AAAvhF0MBTLBXKBlNBmLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JezuXaAFLDmClc?JSAVDEHBEooRBPoAVB6C+tCK+AAAvhF0MB6PBlNB3GB2QBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8Je0sXaAFLDmClc?JSAVDEHBEooRBaoAVBs+bgCK+AAAvhFCPBlNB3GBTPB2QBR?NB
ITJOSZL,O,O,O,O,O,O,O,X,O,X,X,X
ITJOZLS,O,O,O,O,X,O,O,O,X,X,X,X
ITJOZSL,O,O,O,O,X,O,O,X,O,X,X,X
ITSLJZO,O,O,O,O,X,X,O,O,O,X,X,X
ITSLJOZ,O,O,O,O,X,X,O,O,O,X,X,X
ITSLZJO,O,O,X,O,O,X,O,O,O,X,X,X
ITSLZOJ,O,O,X,O,O,X,O,O,X,X,X,X
ITSLOJZ,O,O,O,O,O,X,X,O,X,X,X,X
ITSLOZJ,O,O,O,O,O,X,O,O,X,X,X,X
ITSJLZO,O,X,O,O,X,X,O,O,O,X,X,X
ITSJLOZ,O,X,O,O,X,X,O,O,O,X,X,X
ITSJZLO,O,X,O,O,O,X,O,X,O,X,X,X
ITSJZOL,O,X,O,O,O,X,O,X,O,X,X,X
ITSJOLZ,O,X,O,O,O,X,O,O,O,X,X,X
ITSJOZL,O,X,O,O,O,X,O,X,O,X,X,X
ITSZLJO,O,O,X,O,O,O,O,X,O,X,X,X
ITSZLOJ,O,O,X,O,O,O,O,X,X,X,X,X
ITSZJLO,O,X,O,O,O,X,O,X,O,X,X,X
ITSZJOL,O,X,O,O,O,X,O,X,O,X,X,X
ITSZOLJ,X,O,O,X,O,O,O,X,X,X,X,X
ITSZOJL,X,O,O,X,O,O,O,X,O,X,X,X
ITSOLJZ,O,O,O,O,O,X,X,X,X,X,X,X
ITSOLZJ,O,O,O,O,O,X,O,X,X,X,X,X
ITSOJLZ,O,O,O,O,O,X,X,X,O,X,X,X
ITSOJZL,O,O,O,O,O,O,X,X,O,X,X,X
ITSOZLJ,X,O,O,X,O,O,O,X,X,X,X,X
ITSOZJL,X,O,O,X,O,O,O,X,O,X,X,X
ITZLJSO,O,O,X,O,X,O,O,O,X,X,X,X
ITZLJOS,O,O,X,O,X,O,O,O,X,X,X,X
ITZLSJO,O,O,X,O,X,O,O,O,O,X,X,X
ITZLSOJ,O,O,X,O,X,O,O,O,X,X,X,X
ITZLOJS,O,O,X,X,X,O,X,X,X,X,X,X
ITZLOSJ,O,O,X,X,X,O,X,X,X,X,X,X
ITZJLSO,O,O,O,O,X,O,O,O,X,X,X,X
ITZJLOS,O,O,O,O,X,O,O,O,X,X,X,X
ITZJSLO,O,X,O,O,X,X,O,X,O,X,X,X
ITZJSOL,O,X,O,O,X,X,O,X,O,X,X,X
ITZJOLS,O,O,O,O,X,O,O,O,X,X,X,X
ITZJOSL,O,O,O,O,X,O,O,X,O,X,X,X
ITZSLJO,O,O,X,O,O,O,O,X,O,X,X,X
ITZSLOJ,O,O,X,O,O,O,O,X,X,X,X,X
ITZSJLO,O,X,O,O,O,X,O,X,O,X,X,X
ITZSJOL,O,X,O,O,O,X,O,X,O,X,X,X
ITZSOLJ,X,O,O,X,O,O,O,X,X,X,X,X
ITZSOJL,X,O,O,X,O,O,O,X,O,X,X,X
ITZOLJS,X,O,O,X,X,O,X,X,X,X,X,X
ITZOLSJ,X,O,O,X,O,O,X,X,X,X,X,X
ITZOJLS,X,O,O,X,X,O,O,X,X,X,X,X
ITZOJSL,X,O,O,X,X,O,O,X,X,X,X,X
ITZOSLJ,X,O,O,X,O,O,O,X,X,X,X,X
ITZOSJL,X,O,O,X,O,O,O,X,O,X,X,X
ITOLJSZ,O,O,O,O,O,O,X,O,X,X,X,X
ITOLJZS,O,O,O,O,X,O,X,O,X,X,X,X
ITOLSJZ,O,O,O,O,O,O,X,O,X,X,X,X
ITOLSZJ,O,O,O,O,O,O,X,O,X,X,X,X
ITOLZJS,O,O,O,X,X,O,X,X,X,X,X,X
ITOLZSJ,O,O,O,X,O,O,X,X,X,X,X,X
ITOJLSZ,O,O,O,O,O,O,X,O,X,X,X,X
ITOJLZS,O,O,O,O,X,O,X,O,X,X,X,X
ITOJSLZ,O,O,O,O,O,X,X,O,X,X,X,X
ITOJSZL,O,O,O,O,O,O,X,X,X,X,X,X
ITOJZLS,O,O,O,O,X,O,X,O,X,X,X,X
ITOJZSL,O,O,O,O,X,O,X,X,X,X,X,X
ITOSLJZ,O,O,O,O,O,X,X,X,X,X,X,X
ITOSLZJ,O,O,O,O,O,X,O,X,X,X,X,X
ITOSJLZ,O,O,O,O,O,X,X,X,O,X,X,X
ITOSJZL,O,O,O,O,O,O,X,X,O,X,X,X
ITOSZLJ,X,O,O,X,O,O,O,X,X,X,X,X
ITOSZJL,X,O,O,X,O,O,O,X,O,X,X,X
ITOZLJS,X,O,O,X,X,O,X,X,X,X,X,X
ITOZLSJ,X,O,O,X,O,O,X,X,X,X,X,X
ITOZJLS,X,O,O,X,X,O,O,X,X,X,X,X
ITOZJSL,X,O,O,X,X,O,O,X,X,X,X,X
ITOZSLJ,X,O,O,X,O,O,O,X,X,X,X,X
ITOZSJL,X,O,O,X,O,O,O,X,O,X,X,X
ILTJSZO,O,O,O,O,X,X,X,O,X,X,X,X
ILTJSOZ,O,O,O,O,X,X,X,O,X,X,X,X
ILTJZSO,O,O,O,O,X,X,X,O,X,X,X,X
ILTJZOS,O,O,O,O,X,X,X,O,X,X,X,X
ILTJOSZ,O,O,O,O,X,X,X,O,X,X,X,X
ILTJOZS,O,O,O,O,X,X,X,O,X,X,X,X
ILTSJZO,O,O,O,O,X,X,X,O,X,X,X,X
ILTSJOZ,O,O,O,O,X,X,X,O,X,X,X,X
ILTSZJO,O,O,X,O,X,O,X,O,X,X,X,X
ILTSZOJ,O,O,X,O,X,O,X,O,X,X,X,X
ILTSOJZ,O,O,O,O,X,O,X,O,X,X,X,X
ILTSOZJ,O,O,O,O,X,O,X,O,X,X,X,X
ILTZJSO,O,O,X,O,X,O,X,O,X,X,X,X
ILTZJOS,O,O,X,O,X,O,X,O,X,X,X,X
ILTZSJO,O,O,X,O,X,O,X,O,X,X,X,X
ILTZSOJ,O,O,X,O,X,O,X,O,X,X,X,X
ILTZOJS,O,O,X,X,X,O,X,X,X,X,X,X
ILTZOSJ,O,O,X,X,X,O,X,X,X,X,X,X
ILTOJSZ,O,O,O,O,X,O,X,O,X,X,X,X
ILTOJZS,O,O,O,O,X,O,X,O,X,X,X,X
ILTOSJZ,O,O,O,O,X,O,X,O,X,X,X,X
ILTOSZJ,O,O,O,O,X,O,X,O,X,X,X,X
ILTOZJS,O,O,O,X,X,O,X,X,X,X,X,X
ILTOZSJ,O,O,O,X,X,O,X,X,X,X,X,X
ILJTSZO,O,O,O,O,X,X,X,O,X,X,X,X
ILJTSOZ,O,O,O,O,X,X,X,O,X,X,X,X
ILJTZSO,O,O,O,O,X,X,X,O,X,X,X,X
ILJTZOS,O,O,O,O,X,X,X,O,X,X,X,X
ILJTOSZ,O,O,O,O,X,X,X,O,X,X,X,X
ILJTOZS,O,O,O,O,X,X,X,O,X,X,X,X
ILJSTZO,O,O,O,O,X,X,X,O,X,X,X,X
ILJSTOZ,O,O,O,O,X,X,X,O,X,X,X,X
ILJSZTO,O,O,O,O,X,X,X,O,X,X,X,X
ILJSZOT,O,O,O,O,X,X,X,O,X,X,X,X
ILJSOTZ,O,O,O,O,X,X,X,O,X,X,X,X
ILJSOZT,O,O,O,O,X,X,X,O,X,X,X,X
ILJZTSO,O,O,O,O,X,X,X,O,X,X,X,X
ILJZTOS,O,O,O,O,X,X,X,O,X,X,X,X
ILJZSTO,O,O,O,O,X,X,X,O,X,X,X,X
ILJZSOT,O,O,O,O,O,X,X,O,X,X,X,X
ILJZOTS,O,O,O,X,X,X,X,O,X,X,X,X
ILJZOST,O,O,O,O,O,X,X,O,X,X,X,X
ILJOTSZ,O,O,O,X,X,X,X,O,X,X,X,X
ILJOTZS,O,O,O,X,X,X,X,O,X,X,X,X
ILJOSTZ,O,O,O,O,X,X,X,O,X,X,X,X
ILJOSZT,O,O,O,O,X,X,X,O,X,X,X,X
ILJOZTS,O,O,O,X,X,X,X,O,X,X,X,X
ILJOZST,O,O,O,O,O,X,X,O,X,X,X,X
ILSTJZO,O,O,O,O,X,X,X,O,X,X,X,X
ILSTJOZ,O,O,O,O,X,X,X,O,X,X,X,X
ILSTZJO,O,O,X,O,X,O,X,O,X,X,X,X
ILSTZOJ,O,O,X,O,X,O,X,O,X,X,X,X
ILSTOJZ,O,O,O,O,X,O,X,O,X,X,X,X
ILSTOZJ,O,O,O,O,X,O,X,O,X,X,X,X
ILSJTZO,O,O,O,O,X,X,X,O,X,X,X,X
ILSJTOZ,O,O,O,O,X,X,X,O,X,X,X,X
ILSJZTO,O,O,O,O,X,X,X,O,X,X,X,X
ILSJZOT,O,O,O,O,X,X,X,O,X,X,X,X
ILSJOTZ,O,O,O,O,X,X,X,O,X,X,X,X
ILSJOZT,O,O,O,O,X,X,X,O,X,X,X,X
ILSZTJO,O,O,X,O,X,O,X,O,X,O,X,X
ILSZTOJ,O,O,X,O,X,O,X,O,X,O,X,X
ILSZJTO,O,O,X,O,X,O,X,O,X,X,X,X
ILSZJOT,O,O,X,O,O,X,X,O,X,X,X,X
ILSZOTJ,O,O,X,O,O,O,X,O,X,O,X,X
ILSZOJT,O,O,X,O,O,X,X,O,X,X,X,X
ILSOTJZ,O,O,O,O,O,O,X,O,X,X,X,X
ILSOTZJ,O,O,O,O,O,O,X,O,X,X,X,X
ILSOJTZ,O,O,O,O,X,O,X,O,X,X,X,X
ILSOJZT,O,O,O,O,X,X,X,O,X,X,X,X
ILSOZTJ,O,O,O,O,O,O,X,O,X,O,X,X
ILSOZJT,O,O,O,O,O,X,X,O,X,X,X,X
ILZTJSO,O,O,X,X,X,O,X,O,X,O,X,O
ILZTJOS,O,O,X,X,X,O,X,O,X,O,X,X
ILZTSJO,O,O,X,X,X,O,X,O,X,O,X,O
ILZTSOJ,O,O,X,X,X,O,X,O,X,O,X,O
ILZTOJS,O,O,X,X,X,O,X,X,X,O,X,X
ILZTOSJ,O,O,X,X,X,O,X,X,X,O,X,O
ILZJTSO,O,O,X,X,X,O,X,O,X,X,X,X
ILZJTOS,O,O,X,X,X,O,X,O,X,X,X,X
ILZJSTO,O,O,X,X,X,O,X,O,X,X,X,X
ILZJSOT,O,O,X,X,O,X,X,O,X,X,X,X
ILZJOTS,O,O,X,X,X,X,X,O,X,X,X,X
ILZJOST,O,O,X,X,O,X,X,O,X,X,X,X
ILZSTJO,O,O,X,X,X,O,X,O,X,O,X,O
ILZSTOJ,O,O,X,X,X,O,X,O,X,O,X,O
ILZSJTO,O,O,X,X,X,O,X,O,X,X,X,X
ILZSJOT,O,O,X,X,O,X,X,O,X,X,X,X
ILZSOTJ,O,O,X,X,O,O,X,O,X,O,O,X
ILZSOJT,O,O,X,X,O,X,X,O,X,X,X,X
ILZOTJS,O,O,X,X,X,O,X,X,X,O,O,X
ILZOTSJ,O,O,X,X,X,O,X,X,X,O,O,X
ILZOJTS,O,O,X,X,X,X,X,X,X,X,X,X
ILZOJST,O,O,X,X,O,X,X,X,X,X,X,X
ILZOSTJ,O,O,X,X,O,O,X,X,X,O,O,X
ILZOSJT,O,O,X,X,O,X,X,X,X,X,X,X
ILOTJSZ,O,O,O,X,O,O,X,O,X,X,X,X
ILOTJZS,O,O,O,X,X,O,X,O,X,X,X,X
ILOTSJZ,O,O,O,X,O,O,X,O,X,X,X,X
ILOTSZJ,O,O,O,X,O,O,X,O,X,X,X,X
ILOTZJS,O,O,O,X,X,O,X,X,X,X,X,X
ILOTZSJ,O,O,O,X,O,O,X,X,X,X,X,X
ILOJTSZ,O,O,O,X,X,O,X,O,X,X,X,X
ILOJTZS,O,O,O,X,X,O,X,O,X,X,X,X
ILOJSTZ,O,O,O,O,X,O,X,O,X,X,X,X
ILOJSZT,O,O,O,O,X,X,X,O,X,X,X,X
ILOJZTS,O,O,O,X,X,X,X,O,X,X,X,X
ILOJZST,O,O,O,O,O,X,X,O,X,X,X,X
ILOSTJZ,O,O,O,O,O,O,X,O,X,X,X,X
ILOSTZJ,O,O,O,O,O,O,X,O,X,X,X,X
ILOSJTZ,O,O,O,O,X,O,X,O,X,X,X,X
ILOSJZT,O,O,O,O,X,X,X,O,X,X,X,X
ILOSZTJ,O,O,O,O,O,O,X,O,X,O,X,X
ILOSZJT,O,O,O,O,O,X,X,O,X,X,X,X
ILOZTJS,O,O,O,X,X,O,X,X,X,O,O,X
ILOZTSJ,O,O,O,X,X,O,X,X,X,O,O,X
ILOZJTS,O,O,O,X,X,X,X,X,X,X,X,X
ILOZJST,O,O,O,X,O,X,X,X,X,X,X,X
ILOZSTJ,O,O,O,X,O,O,X,X,X,O,O,X
ILOZSJT,O,O,O,X,O,X,X,X,X,X,X,X
IJTLSZO,O,O,O,O,X,X,X,O,X,X,X,X
IJTLSOZ,O,O,O,O,X,X,X,O,X,X,X,X
IJTLZSO,O,O,O,O,X,X,X,O,X,X,X,X
IJTLZOS,O,O,O,O,X,X,X,O,X,X,X,X
IJTLOSZ,O,O,O,O,X,X,X,O,X,X,X,X
IJTLOZS,O,O,O,O,X,X,X,O,X,X,X,X
IJTSLZO,O,X,O,O,X,X,O,O,O,X,X,X
IJTSLOZ,O,X,O,O,X,X,O,O,O,X,X,X
IJTSZLO,O,X,O,O,X,X,O,X,O,X,X,X
IJTSZOL,O,X,O,O,X,X,O,X,O,X,X,X
IJTSOLZ,O,X,O,O,X,X,O,O,O,X,X,X
IJTSOZL,O,X,O,O,X,X,O,X,O,X,X,X
IJTZLSO,O,O,O,O,X,X,O,O,X,X,X,X
IJTZLOS,O,O,O,O,X,X,O,O,X,X,X,X
IJTZSLO,O,X,O,O,X,X,O,X,O,X,X,X
IJTZSOL,O,X,O,O,X,X,O,X,O,X,X,X
IJTZOLS,O,O,O,O,X,X,O,O,X,X,X,X
IJTZOSL,O,O,O,O,X,X,O,X,O,X,X,X
IJTOLSZ,O,O,O,O,X,X,X,O,X,X,X,X
IJTOLZS,O,O,O,O,X,X,X,O,X,X,X,X
IJTOSLZ,O,O,O,O,X,X,O,O,O,X,X,X
IJTOSZL,O,O,O,O,X,X,O,X,O,X,X,X
IJTOZLS,O,O,O,O,X,X,O,O,X,X,X,X
IJTOZSL,O,O,O,O,X,X,O,X,O,X,X,X
IJLTSZO,O,O,O,O,X,X,X,O,X,X,X,X
IJLTSOZ,O,O,O,O,X,X,X,O,X,X,X,X
IJLTZSO,O,O,O,O,X,X,X,O,X,X,X,X
IJLTZOS,O,O,O,O,X,X,X,O,X,X,X,X
IJLTOSZ,O,O,O,O,X,X,X,O,X,X,X,X
IJLTOZS,O,O,O,O,X,X,X,O,X,X,X,X
IJLSTZO,O,O,O,O,X,X,X,O,X,X,X,X
IJLSTOZ,O,O,O,O,X,X,X,O,X,X,X,X
IJLSZTO,O,O,O,O,X,X,X,O,X,X,X,X
IJLSZOT,O,O,O,O,X,X,X,O,X,X,X,X
IJLSOTZ,O,O,O,O,X,X,X,O,X,X,X,X
IJLSOZT,O,O,O,O,X,X,X,O,X,X,X,X
IJLZTSO,O,O,O,O,X,X,X,O,X,X,X,X
IJLZTOS,O,O,O,O,X,X,X,O,X,X,X,X
IJLZSTO,O,O,O,O,X,X,X,O,X,X,X,X
IJLZSOT,O,O,O,O,O,X,X,O,X,X,X,X
IJLZOTS,O,O,O,X,X,X,X,O,X,X,X,X
IJLZOST,O,O,O,O,O,X,X,O,X,X,X,X
IJLOTSZ,O,O,O,X,X,X,X,O,X,X,X,X
IJLOTZS,O,O,O,X,X,X,X,O,X,X,X,X
IJLOSTZ,O,O,O,O,X,X,X,O,X,X,X,X
IJLOSZT,O,O,O,O,X,X,X,O,X,X,X,X
IJLOZTS,O,O,O,X,X,X,X,O,X,X,X,X
IJLOZST,O,O,O,O,O,X,X,O,X,X,X,X
IJSTLZO,O,X,O,O,X,X,O,O,O,X,X,X
IJSTLOZ,O,X,O,O,X,X,O,O,O,X,X,X
IJSTZLO,O,X,O,O,X,X,O,X,O,X,X,X
IJSTZOL,O,X,O,O,X,X,O,X,O,X,X,X
IJSTOLZ,O,X,O,O,X,X,O,O,O,X,X,X
IJSTOZL,O,X,O,O,X,X,O,X,O,X,X,X
IJSLTZO,O,X,O,O,X,X,O,O,O,X,X,X
IJSLTOZ,O,X,O,O,X,X,O,O,O,X,X,X
IJSLZTO,O,X,O,O,X,X,X,O,X,X,X,X
IJSLZOT,O,X,O,O,X,X,X,O,X,X,X,X
IJSLOTZ,O,X,O,O,X,X,O,O,O,X,X,X
IJSLOZT,O,X,O,O,X,X,X,O,X,X,X,X
IJSZTLO,O,X,O,O,X,X,X,X,O,X,X,X
IJSZTOL,O,X,O,O,X,X,X,X,O,X,X,X
IJSZLTO,O,X,O,O,X,X,X,X,X,X,X,X
IJSZLOT,O,X,O,O,X,X,X,X,X,X,X,X
IJSZOTL,O,X,O,X,X,X,X,X,O,X,X,X
IJSZOLT,O,X,O,X,X,X,X,X,X,X,X,X
IJSOTLZ,O,X,O,O,X,X,O,O,O,X,X,X
IJSOTZL,O,X,O,O,X,X,O,X,O,X,X,X
IJSOLTZ,O,X,O,O,X,X,O,O,O,X,X,X
IJSOLZT,O,X,O,O,X,X,X,O,X,X,X,X
IJSOZTL,O,X,O,X,X,X,X,X,O,X,X,X
IJSOZLT,O,X,O,X,X,X,X,X,X,X,X,X
IJZTLSO,O,O,O,O,X,X,O,O,X,X,X,X
IJZTLOS,O,O,O,O,X,X,O,O,X,X,X,X
IJZTSLO,O,X,O,O,X,X,O,X,O,X,X,X
IJZTSOL,O,X,O,O,X,X,O,X,O,X,X,X
IJZTOLS,O,O,O,O,X,X,O,O,X,X,X,X
IJZTOSL,O,O,O,O,X,X,O,X,O,X,X,X
IJZLTSO,O,O,O,O,X,X,O,O,X,X,X,X
IJZLTOS,O,O,O,O,X,X,O,O,X,X,X,X
IJZLSTO,O,O,O,O,X,X,X,O,X,X,X,X
IJZLSOT,O,O,O,O,O,X,X,O,X,X,X,X
IJZLOTS,O,O,O,X,X,X,O,O,X,X,X,X
IJZLOST,O,O,O,O,O,X,X,O,X,X,X,X
IJZSTLO,O,X,O,O,O,X,O,X,O,X,X,X
IJZSTOL,O,X,O,O,O,X,O,X,O,X,X,X
IJZSLTO,O,X,O,O,O,X,X,X,X,X,X,X
IJZSLOT,O,X,O,O,O,X,X,X,X,X,X,X
IJZSOTL,O,X,O,X,O,X,O,X,O,X,X,X
IJZSOLT,O,X,O,X,O,X,X,X,X,X,X,X
IJZOTLS,O,O,O,X,X,X,O,O,X,X,X,X
IJZOTSL,O,O,O,X,X,X,O,X,O,X,X,X
IJZOLTS,O,O,O,X,X,X,O,O,X,X,X,X
IJZOLST,O,O,O,X,O,X,X,O,X,X,X,X
IJZOSTL,O,O,O,X,O,X,O,X,O,X,X,X
IJZOSLT,O,O,O,X,O,X,X,X,X,X,X,X
IJOTLSZ,O,O,O,X,X,X,X,O,X,X,X,X
IJOTLZS,O,O,O,X,X,X,X,O,X,X,X,X
IJOTSLZ,O,O,O,X,X,X,O,O,O,X,X,X
IJOTSZL,O,O,O,X,X,X,O,X,O,X,X,X
IJOTZLS,O,O,O,X,X,X,O,O,X,X,X,X
IJOTZSL,O,O,O,X,X,X,O,X,O,X,X,X
IJOLTSZ,O,O,O,X,X,X,X,O,X,X,X,X
IJOLTZS,O,O,O,X,X,X,X,O,X,X,X,X
IJOLSTZ,O,O,O,X,X,X,X,O,X,X,X,X
IJOLSZT,O,O,O,X,X,X,X,O,X,X,X,X
IJOLZTS,O,O,O,X,X,X,X,O,X,X,X,X
IJOLZST,O,O,O,X,O,X,X,O,X,X,X,X
IJOSTLZ,O,O,O,X,X,X,O,O,O,X,X,X
IJOSTZL,O,O,O,X,X,X,O,X,O,X,X,X
IJOSLTZ,O,O,O,X,X,X,O,O,O,X,X,X
IJOSLZT,O,O,O,X,X,X,X,O,X,X,X,X
IJOSZTL,O,O,O,X,X,X,X,X,O,X,X,X
IJOSZLT,O,O,O,X,X,X,X,X,X,X,X,X
IJOZTLS,O,O,O,X,X,X,O,O,X,X,X,X
IJOZTSL,O,O,O,X,X,X,O,X,O,X,X,X
IJOZLTS,O,O,O,X,X,X,O,O,X,X,X,X
IJOZLST,O,O,O,X,O,X,X,O,X,X,X,X
IJOZSTL,O,O,O,X,O,X,O,X,O,X,X,X
IJOZSLT,O,O,O,X,O,X,X,X,X,X,X,X
ISTLJZO,O,O,O,O,X,X,O,O,O,X,X,X
ISTLJOZ,O,O,O,O,X,X,O,O,O,X,X,X
ISTLZJO,O,O,X,O,O,X,O,O,O,X,X,X
ISTLZOJ,O,O,X,O,O,X,O,O,X,X,X,X
ISTLOJZ,O,O,O,O,O,X,X,O,X,X,X,X
ISTLOZJ,O,O,O,O,O,X,O,O,X,X,X,X
ISTJLZO,O,X,O,O,X,X,O,O,O,X,X,X
ISTJLOZ,O,X,O,O,X,X,O,O,O,X,X,X
ISTJZLO,O,X,O,O,O,X,O,X,O,X,X,X
ISTJZOL,O,X,O,O,O,X,O,X,O,X,X,X
ISTJOLZ,O,X,O,O,O,X,O,O,O,X,X,X
ISTJOZL,O,X,O,O,O,X,O,X,O,X,X,X
ISTZLJO,O,O,X,O,O,X,O,X,O,X,X,X
ISTZLOJ,O,O,X,O,O,X,O,X,X,X,X,X
ISTZJLO,O,X,O,O,O,X,O,X,O,X,X,X
ISTZJOL,O,X,O,O,O,X,O,X,O,X,X,X
ISTZOLJ,X,O,O,X,O,X,O,X,X,X,X,X
ISTZOJL,X,O,O,X,O,X,O,X,O,X,X,X
ISTOLJZ,O,O,O,O,O,X,X,X,X,X,X,X
ISTOLZJ,O,O,O,O,O,X,O,X,X,X,X,X
ISTOJLZ,O,O,O,O,O,X,X,X,O,X,X,X
ISTOJZL,O,O,O,O,O,X,X,X,O,X,X,X
ISTOZLJ,X,O,O,X,O,X,O,X,X,X,X,X
ISTOZJL,X,O,O,X,O,X,O,X,O,X,X,X
ISLTJZO,O,O,O,O,X,X,O,O,O,X,X,X
ISLTJOZ,O,O,O,O,X,X,O,O,O,X,X,X
ISLTZJO,O,O,X,O,O,X,O,O,O,X,X,X
ISLTZOJ,O,O,X,O,O,X,O,O,X,X,X,X
ISLTOJZ,O,O,O,O,O,X,X,O,X,X,X,X
ISLTOZJ,O,O,O,O,O,X,O,O,X,X,X,X
ISLJTZO,O,O,O,O,X,X,O,O,O,X,X,X
ISLJTOZ,O,O,O,O,X,X,O,O,O,X,X,X
ISLJZTO,O,O,O,O,X,X,X,O,X,X,X,X
ISLJZOT,O,O,O,O,X,X,X,O,X,X,X,X
ISLJOTZ,O,O,O,O,X,X,O,O,O,X,X,X
ISLJOZT,O,O,O,O,X,X,X,O,X,X,X,X
ISLZTJO,O,O,X,O,O,X,X,O,X,X,X,X
ISLZTOJ,O,O,X,O,O,X,X,O,X,X,X,X
ISLZJTO,O,O,X,O,O,X,X,O,X,X,X,X
ISLZJOT,O,O,X,O,O,X,X,O,X,X,X,X
ISLZOTJ,O,O,X,O,O,X,X,O,X,X,X,X
ISLZOJT,O,O,X,O,O,X,X,O,X,X,X,X
ISLOTJZ,O,O,O,O,O,X,X,O,X,X,X,X
ISLOTZJ,O,O,O,O,O,X,X,O,X,X,X,X
ISLOJTZ,O,O,O,O,X,X,X,O,X,X,X,X
ISLOJZT,O,O,O,O,X,X,X,O,X,X,X,X
ISLOZTJ,O,O,O,O,O,X,X,O,X,X,X,X
ISLOZJT,O,O,O,O,O,X,X,O,X,X,X,X
ISJTLZO,O,X,O,O,X,X,O,O,O,X,X,X
ISJTLOZ,O,X,O,O,X,X,O,O,O,X,X,X
ISJTZLO,O,X,O,O,O,X,O,X,O,X,X,X
ISJTZOL,O,X,O,O,O,X,O,X,O,X,X,X
ISJTOLZ,O,X,O,O,O,X,O,O,O,X,X,X
ISJTOZL,O,X,O,O,O,X,O,X,O,X,X,X
ISJLTZO,O,X,O,O,X,X,O,O,O,X,X,X
ISJLTOZ,O,X,O,O,X,X,O,O,O,X,X,X
ISJLZTO,O,X,O,O,X,X,X,O,X,X,X,X
ISJLZOT,O,X,O,O,X,X,X,O,X,X,X,X
ISJLOTZ,O,X,O,O,X,X,O,O,O,X,X,X
ISJLOZT,O,X,O,O,X,X,X,O,X,X,X,X
ISJZTLO,O,X,O,O,O,X,X,X,O,X,X,X
ISJZTOL,O,X,O,O,O,X,X,X,O,X,X,X
ISJZLTO,O,X,O,O,O,X,X,X,X,X,X,X
ISJZLOT,O,X,O,O,X,X,X,X,X,X,X,X
ISJZOTL,O,X,O,X,O,X,X,X,O,X,X,X
ISJZOLT,O,X,O,X,X,X,X,X,X,X,X,X
ISJOTLZ,O,X,O,O,X,X,O,O,O,X,X,X
ISJOTZL,O,X,O,O,X,X,O,X,O,X,X,X
ISJOLTZ,O,X,O,O,X,X,O,O,O,X,X,X
ISJOLZT,O,X,O,O,X,X,X,O,X,X,X,X
ISJOZTL,O,X,O,X,X,X,X,X,O,X,X,X
ISJOZLT,O,X,O,X,X,X,X,X,X,X,X,X
ISZTLJO,O,O,X,O,O,X,X,X,O,X,X,X
ISZTLOJ,O,O,X,O,O,X,X,X,X,X,X,X
ISZTJLO,O,X,O,O,O,X,X,X,O,X,X,X
ISZTJOL,O,X,O,O,O,X,X,X,O,X,X,X
ISZTOLJ,X,O,O,X,O,X,X,X,X,X,X,X
ISZTOJL,X,O,O,X,O,X,X,X,O,X,X,X
ISZLTJO,O,O,X,O,O,X,X,X,X,X,X,X
ISZLTOJ,O,O,X,O,O,X,X,X,X,X,X,X
ISZLJTO,O,O,X,O,O,X,X,X,X,X,X,X
ISZLJOT,O,O,X,O,O,X,X,X,X,X,X,X
