sequence,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeRyXaAFLDmClc?JSAVDEHBEooRBJoAVBsfLuCvOBAAvhFyQB+PBsOB3NBTLBl?MB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeS0XaAFLDmClc?JSAVDEHBEooRBMoAVBJ3jFDqOBAAvhFRSBzLBXKB0HBOLBl?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JezuXaAFLDmClc?JSAVDEHBEooRBPoAVBp/rtC6OBAAvhFRSB2QB6PB3NB0LBl?MB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8Je1yXaAFLDmClc?JSAVDEHBEooRBUoAVBzfjWCP+AAAvhF3MB+PBsOBKLBzLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JezuXaAFLDmClc?JSAVDEHBEooRBPoAVBUNUFDK+AAAvhF1SB3MB6PBsLBOLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeS0XaAFLDmClc?JSAVDEHBEooRBMoAVB6+ytCp/AAAvhF0NB1RBTLBXPBRNBm?LB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeW0XaAFLDmClc?JSAVDEHBEooRBKoAVB6+bgCpCBAAvhF0NB1RB3LBTPBRNBi?LB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeW0XaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC6OBAAvhFRSBTKBKLBfMB0MBl?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeW0XaAFLDmClc?JSAVDEHBEooRBKoAVBzHLxCM+AAAvhF3NB0LBTKBlMBiLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeS0XaAFLDmClc?JSAVDEHBEooRBMoAVBa3TxCK+AAAvhF0MBTLBXKBlNBmLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JezuXaAFLDmClc?JSAVDEHBEooRBPoAVB6C+tCK+AAAvhF0MB6PBlNB3GB2QBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8Je0sXaAFLDmClc?JSAVDEHBEooRBaoAVBs+bgCK+AAAvhFCPBlNB3GBTPB2QBR?NB
JOTLSZI,X,O,X,O,O,O,O,O,O,X,X,X
JOTLZIS,X,O,O,O,X,O,O,X,X,X,X,X
JOTLZSI,X,O,O,O,O,O,O,X,O,X,X,X
JOTSILZ,X,X,X,O,O,X,O,X,O,X,X,X
JOTSIZL,X,X,X,O,O,O,O,X,O,X,X,X
JOTSLIZ,X,X,X,O,O,O,O,X,O,X,X,X
JOTSLZI,X,X,X,O,O,O,O,X,O,X,X,X
JOTSZIL,X,X,X,O,O,O,O,X,O,X,X,X
JOTSZLI,X,X,X,O,O,O,O,X,O,X,X,X
JOTZILS,X,O,O,O,X,O,O,X,X,X,X,X
JOTZISL,X,O,O,O,X,O,O,X,O,X,X,X
JOTZLIS,X,O,O,O,X,O,O,X,X,X,X,X
JOTZLSI,X,O,O,O,O,O,O,X,O,X,X,X
JOTZSIL,X,O,O,O,O,O,O,X,O,X,X,X
JOTZSLI,X,X,O,O,O,O,O,X,O,X,X,X
JOITLSZ,O,O,O,X,X,O,X,O,X,X,X,X
JOITLZS,O,O,O,X,X,O,X,O,X,X,X,X
JOITSLZ,O,O,O,X,X,X,O,O,O,X,X,X
JOITSZL,O,O,O,X,X,O,O,X,O,X,X,X
JOITZLS,O,O,O,X,X,O,O,O,X,X,X,X
JOITZSL,O,O,O,X,X,O,O,X,O,X,X,X
JOILTSZ,O,O,O,X,X,O,X,O,X,X,X,X
JOILTZS,O,O,O,X,X,O,X,O,X,X,X,X
JOILSTZ,O,O,O,X,X,O,X,O,X,X,X,X
JOILSZT,O,O,O,X,X,X,X,O,X,X,X,X
JOILZTS,O,O,O,X,X,X,X,O,X,X,X,X
JOILZST,O,O,O,X,O,X,X,O,X,X,X,X
JOISTLZ,O,O,O,X,X,X,O,O,O,X,X,X
JOISTZL,O,O,O,X,X,X,O,X,O,X,X,X
JOISLTZ,O,O,O,X,X,X,O,O,O,X,X,X
JOISLZT,O,O,O,X,X,X,X,O,X,X,X,X
JOISZTL,O,O,O,X,X,X,X,X,O,X,X,X
JOISZLT,O,O,O,X,X,X,X,X,X,X,X,X
JOIZTLS,O,O,O,X,X,X,O,O,X,X,X,X
JOIZTSL,O,O,O,X,X,X,O,X,O,X,X,X
JOIZLTS,O,O,O,X,X,X,O,O,X,X,X,X
JOIZLST,O,O,O,X,O,X,X,O,X,X,X,X
JOIZSTL,O,O,O,X,O,X,O,X,O,X,X,X
JOIZSLT,O,O,O,X,O,X,X,X,X,X,X,X
JOLTISZ,O,O,O,O,O,O,X,O,X,X,X,X
JOLTIZS,O,O,O,O,X,O,X,O,X,X,X,X
JOLTSIZ,O,O,X,O,O,O,O,O,O,X,X,X
JOLTSZI,O,O,X,O,O,O,O,O,O,X,X,X
JOLTZIS,O,O,O,O,X,O,O,X,X,X,X,X
JOLTZSI,O,O,O,O,O,O,O,X,O,X,X,X
JOLITSZ,O,O,O,X,X,O,X,O,X,X,X,X
JOLITZS,O,O,O,X,X,O,X,O,X,X,X,X
JOLISTZ,O,O,O,O,X,O,X,O,X,X,X,X
JOLISZT,O,O,O,O,X,X,X,O,X,X,X,X
JOLIZTS,O,O,O,X,X,X,X,O,X,X,X,X
JOLIZST,O,O,O,O,O,X,X,O,X,X,X,X
JOLSTIZ,O,O,X,O,O,O,O,O,O,X,X,X
JOLSTZI,O,O,X,O,O,O,O,O,O,X,X,X
JOLSITZ,O,O,O,O,X,O,O,O,O,X,X,X
JOLSIZT,O,O,O,O,X,X,X,O,X,X,X,X
JOLSZTI,O,O,O,O,O,O,O,O,O,O,X,X
JOLSZIT,O,O,O,O,O,X,X,O,X,X,X,X
JOLZTIS,O,O,O,O,X,O,O,X,X,O,O,X
JOLZTSI,O,O,O,O,O,O,O,X,O,O,O,X
JOLZITS,O,O,O,X,X,X,O,O,X,X,X,X
JOLZIST,O,O,O,O,O,X,X,O,X,X,X,X
JOLZSTI,O,O,O,O,O,O,X,O,O,O,O,X
JOLZSIT,O,O,O,O,O,X,X,O,X,X,X,X
JOSTILZ,X,X,X,O,O,X,O,X,O,X,X,X
JOSTIZL,X,X,X,O,O,O,O,X,O,X,X,X
JOSTLIZ,X,X,X,O,O,O,O,X,O,X,X,X
JOSTLZI,X,X,X,O,O,O,O,X,O,X,X,X
JOSTZIL,X,X,X,O,O,O,O,X,O,X,X,X
JOSTZLI,X,X,X,O,O,O,O,X,O,X,X,X
JOSITLZ,X,O,O,O,X,X,O,O,O,X,X,X
JOSITZL,X,O,O,O,X,X,O,X,O,X,X,X
JOSILTZ,X,O,O,O,X,X,O,O,O,X,X,X
JOSILZT,X,O,O,O,X,X,X,O,X,X,X,X
JOSIZTL,X,O,O,X,X,X,X,X,O,X,X,X
JOSIZLT,X,O,O,X,X,X,X,X,X,X,X,X
JOSLTIZ,X,O,X,O,O,O,O,O,O,X,X,X
JOSLTZI,X,O,X,O,O,O,O,O,O,X,X,X
JOSLITZ,X,O,O,O,X,O,O,O,O,X,X,X
JOSLIZT,X,O,O,O,X,X,X,O,X,X,X,X
JOSLZTI,X,O,O,O,O,O,O,O,O,X,X,X
JOSLZIT,X,O,O,O,O,X,X,O,X,X,X,X
JOSZTIL,X,O,O,O,O,X,O,X,O,X,X,X
JOSZTLI,X,X,O,O,O,X,O,X,O,X,X,X
JOSZITL,X,O,O,X,O,X,O,X,O,X,X,X
JOSZILT,X,O,O,X,O,X,X,X,X,X,X,X
JOSZLTI,X,O,O,O,O,X,O,X,O,X,X,X
JOSZLIT,X,O,O,O,O,X,X,X,X,X,X,X
JOZTILS,X,O,O,O,X,O,O,X,X,O,O,X
JOZTISL,X,O,O,O,X,O,O,X,O,X,O,X
JOZTLIS,X,O,O,O,X,O,O,X,X,O,O,X
JOZTLSI,X,O,O,O,O,O,O,X,O,O,O,X
JOZTSIL,X,O,O,O,O,O,O,X,O,X,O,X
JOZTSLI,X,X,O,O,O,O,O,X,O,X,O,X
JOZITLS,O,O,O,X,X,X,O,O,X,O,X,X
JOZITSL,O,O,O,X,X,X,O,X,O,X,X,X
JOZILTS,O,O,O,X,X,X,O,O,X,X,X,X
JOZILST,O,O,O,X,O,X,X,O,X,X,X,X
JOZISTL,O,O,O,X,O,X,O,X,O,X,X,X
JOZISLT,O,O,O,X,O,X,X,X,X,X,X,X
JOZLTIS,O,O,O,O,X,O,O,X,X,O,O,X
JOZLTSI,O,O,O,O,O,O,O,X,O,O,O,X
JOZLITS,O,O,O,X,X,X,O,O,X,X,X,X
JOZLIST,O,O,O,O,O,X,X,O,X,X,X,X
JOZLSTI,O,O,O,O,O,O,X,O,O,O,O,X
JOZLSIT,O,O,O,O,O,X,X,O,X,X,X,X
JOZSTIL,X,O,O,O,O,X,O,X,O,X,O,X
JOZSTLI,X,X,O,O,O,X,O,X,O,X,O,X
JOZSITL,X,O,O,X,O,X,O,X,O,X,X,X
JOZSILT,X,O,O,X,O,X,X,X,X,X,X,X
JOZSLTI,X,O,O,O,O,X,O,X,O,X,O,X
JOZSLIT,X,O,O,O,O,X,X,X,X,X,X,X
STILJZO,X,X,X,O,X,X,O,X,O,X,X,X
STILJOZ,X,X,X,O,X,X,O,X,O,X,X,X
STILZJO,X,X,X,O,O,X,O,X,O,X,X,X
STILZOJ,X,X,X,O,O,X,O,X,X,X,X,X
STILOJZ,X,X,X,O,O,X,X,X,X,X,X,X
STILOZJ,X,X,X,O,O,X,O,X,X,X,X,X
STIJLZO,X,X,X,O,X,X,O,X,O,X,X,X
STIJLOZ,X,X,X,O,X,X,O,X,O,X,X,X
STIJZLO,X,X,X,O,O,X,O,X,O,X,X,X
STIJZOL,X,X,X,O,O,X,O,X,O,X,X,X
STIJOLZ,X,X,X,O,O,X,O,X,O,X,X,X
STIJOZL,X,X,X,O,O,X,O,X,O,X,X,X
STIZLJO,X,X,X,O,O,O,O,X,O,X,X,X
STIZLOJ,X,X,X,O,O,O,O,X,X,X,X,X
STIZJLO,X,X,X,O,O,X,O,X,O,X,X,X
STIZJOL,X,X,X,O,O,X,O,X,O,X,X,X
STIZOLJ,X,X,X,X,O,O,O,X,X,X,X,X
STIZOJL,X,X,X,X,O,O,O,X,O,X,X,X
STIOLJZ,X,X,X,O,O,X,X,X,X,X,X,X
STIOLZJ,X,X,X,O,O,X,O,X,X,X,X,X
STIOJLZ,X,X,X,O,O,X,X,X,O,X,X,X
STIOJZL,X,X,X,O,O,O,X,X,O,X,X,X
STIOZLJ,X,X,X,X,O,O,O,X,X,X,X,X
STIOZJL,X,X,X,X,O,O,O,X,O,X,X,X
STLIJZO,X,X,X,O,X,X,O,X,O,X,X,X
STLIJOZ,X,X,X,O,X,X,O,X,O,X,X,X
STLIZJO,X,X,X,O,O,O,O,X,O,X,X,X
STLIZOJ,X,X,X,O,O,O,O,X,X,X,X,X
STLIOJZ,X,X,X,O,O,O,X,X,X,X,X,X
STLIOZJ,X,X,X,O,O,O,O,X,X,X,X,X
STLJIZO,X,X,X,O,X,X,O,X,O,X,X,X
STLJIOZ,X,X,X,O,X,X,O,X,O,X,X,X
STLJZIO,X,X,X,O,X,O,O,X,O,X,X,X
STLJZOI,X,X,X,O,X,O,O,X,O,X,X,X
STLJOIZ,X,X,X,O,X,O,O,X,O,X,X,X
STLJOZI,X,X,X,O,X,O,O,X,O,X,X,X
STLZIJO,X,X,X,O,O,O,O,X,O,X,X,X
STLZIOJ,X,X,X,O,O,O,O,X,X,X,X,X
STLZJIO,X,X,X,O,O,O,O,X,O,X,X,X
STLZJOI,X,X,X,O,O,O,O,X,O,X,X,X
STLZOIJ,X,X,X,O,O,O,O,X,X,X,X,X
STLZOJI,X,X,X,O,O,O,O,X,X,X,X,X
STLOIJZ,X,X,X,O,O,O,X,X,X,X,X,X
STLOIZJ,X,X,X,O,O,O,O,X,X,X,X,X
STLOJIZ,X,X,X,O,O,O,O,X,X,X,X,X
STLOJZI,X,X,X,O,O,O,O,X,X,X,X,X
STLOZIJ,X,X,X,O,O,O,O,X,X,X,X,X
STLOZJI,X,X,X,O,O,O,O,X,X,X,X,X
STJILZO,X,X,X,O,X,X,O,X,O,X,X,X
STJILOZ,X,X,X,O,X,X,O,X,O,X,X,X
STJIZLO,X,X,X,O,O,X,O,X,O,X,X,X
STJIZOL,X,X,X,O,O,X,O,X,O,X,X,X
STJIOLZ,X,X,X,O,O,X,O,X,O,X,X,X
STJIOZL,X,X,X,O,O,X,O,X,O,X,X,X
STJLIZO,X,X,X,O,X,X,O,X,O,X,X,X
STJLIOZ,X,X,X,O,X,X,O,X,O,X,X,X
STJLZIO,X,X,X,O,X,X,O,X,O,X,X,X
STJLZOI,X,X,X,O,X,X,O,X,O,X,X,X
STJLOIZ,X,X,X,O,X,X,O,X,O,X,X,X
STJLOZI,X,X,X,O,X,X,O,X,O,X,X,X
STJZILO,X,X,X,O,O,X,O,X,O,X,X,X
STJZIOL,X,X,X,O,O,X,O,X,O,X,X,X
STJZLIO,X,X,X,O,O,X,O,X,O,X,X,X
STJZLOI,X,X,X,O,O,X,O,X,O,X,X,X
STJZOIL,X,X,X,O,O,X,O,X,O,X,X,X
STJZOLI,X,X,X,O,O,X,O,X,O,X,X,X
STJOILZ,X,X,X,O,O,X,O,X,O,X,X,X
STJOIZL,X,X,X,O,O,X,O,X,O,X,X,X
STJOLIZ,X,X,X,O,O,X,O,X,O,X,X,X
STJOLZI,X,X,X,O,O,X,O,X,O,X,X,X
STJOZIL,X,X,X,O,O,X,O,X,O,X,X,X
STJOZLI,X,X,X,O,O,X,O,X,O,X,X,X
STZILJO,X,X,X,O,O,O,O,X,O,X,X,X
STZILOJ,X,X,X,O,O,O,O,X,X,X,X,X
STZIJLO,X,X,X,O,O,X,O,X,O,X,X,X
STZIJOL,X,X,X,O,O,X,O,X,O,X,X,X
STZIOLJ,X,X,X,X,O,O,O,X,X,X,X,X
STZIOJL,X,X,X,X,O,O,O,X,O,X,X,X
STZLIJO,X,X,X,O,O,O,O,X,O,X,X,X
STZLIOJ,X,X,X,O,O,O,O,X,X,X,X,X
STZLJIO,X,X,X,O,O,O,O,X,O,X,X,X
STZLJOI,X,X,X,O,O,O,O,X,O,X,X,X
STZLOIJ,X,X,X,O,O,O,O,X,X,X,X,X
STZLOJI,X,X,X,O,O,O,O,X,X,X,X,X
STZJILO,X,X,X,O,O,X,O,X,O,X,X,X
STZJIOL,X,X,X,O,O,X,O,X,O,X,X,X
STZJLIO,X,X,X,O,O,X,O,X,O,X,X,X
STZJLOI,X,X,X,O,O,X,O,X,O,X,X,X
STZJOIL,X,X,X,O,O,X,O,X,O,X,X,X
STZJOLI,X,X,X,O,O,X,O,X,O,X,X,X
STZOILJ,X,X,X,X,O,O,O,X,X,X,X,X
STZOIJL,X,X,X,X,O,O,O,X,O,X,X,X
STZOLIJ,X,X,X,X,O,O,O,X,X,X,X,X
STZOLJI,X,X,X,X,O,O,O,X,X,X,X,X
STZOJIL,X,X,X,X,O,O,O,X,O,X,X,X
STZOJLI,X,X,X,X,O,O,O,X,O,X,X,X
STOILJZ,X,X,X,O,O,X,X,X,X,X,X,X
STOILZJ,X,X,X,O,O,X,O,X,X,X,X,X
STOIJLZ,X,X,X,O,O,X,X,X,O,X,X,X
STOIJZL,X,X,X,O,O,O,X,X,O,X,X,X
STOIZLJ,X,X,X,X,O,O,O,X,X,X,X,X
STOIZJL,X,X,X,X,O,O,O,X,O,X,X,X
STOLIJZ,X,X,X,O,O,O,X,X,X,X,X,X
STOLIZJ,X,X,X,O,O,O,O,X,X,X,X,X
STOLJIZ,X,X,X,O,O,O,O,X,X,X,X,X
STOLJZI,X,X,X,O,O,O,O,X,X,X,X,X
STOLZIJ,X,X,X,O,O,O,O,X,X,X,X,X
STOLZJI,X,X,X,O,O,O,O,X,X,X,X,X
STOJILZ,X,X,X,O,O,X,O,X,O,X,X,X
STOJIZL,X,X,X,O,O,O,O,X,O,X,X,X
STOJLIZ,X,X,X,O,O,O,O,X,O,X,X,X
STOJLZI,X,X,X,O,O,O,O,X,O,X,X,X
STOJZIL,X,X,X,O,O,O,O,X,O,X,X,X
STOJZLI,X,X,X,O,O,O,O,X,O,X,X,X
STOZILJ,X,X,X,X,O,O,O,X,X,X,X,X
STOZIJL,X,X,X,X,O,O,O,X,O,X,X,X
STOZLIJ,X,X,X,X,O,O,O,X,X,X,X,X
STOZLJI,X,X,X,X,O,O,O,X,X,X,X,X
STOZJIL,X,X,X,X,O,O,O,X,O,X,X,X
STOZJLI,X,X,X,X,O,O,O,X,O,X,X,X
SITLJZO,O,O,O,O,X,X,O,O,O,X,X,X
SITLJOZ,O,O,O,O,X,X,O,O,O,X,X,X
SITLZJO,O,O,X,O,O,X,O,O,O,X,X,X
SITLZOJ,O,O,X,O,O,X,O,O,X,X,X,X
SITLOJZ,O,O,O,O,O,X,X,O,X,X,X,X
SITLOZJ,O,O,O,O,O,X,O,O,X,X,X,X
SITJLZO,O,X,O,O,X,X,O,O,O,X,X,X
SITJLOZ,O,X,O,O,X,X,O,O,O,X,X,X
SITJZLO,O,X,O,O,O,X,O,X,O,X,X,X
SITJZOL,O,X,O,O,O,X,O,X,O,X,X,X
SITJOLZ,O,X,O,O,O,X,O,O,O,X,X,X
SITJOZL,O,X,O,O,O,X,O,X,O,X,X,X
SITZLJO,O,O,X,O,O,X,O,X,O,X,X,X
SITZLOJ,O,O,X,O,O,X,O,X,X,X,X,X
SITZJLO,O,X,O,O,O,X,O,X,O,X,X,X
SITZJOL,O,X,O,O,O,X,O,X,O,X,X,X
SITZOLJ,X,O,O,X,O,X,O,X,X,X,X,X
SITZOJL,X,O,O,X,O,X,O,X,O,X,X,X
SITOLJZ,O,O,O,O,O,X,X,X,X,X,X,X
SITOLZJ,O,O,O,O,O,X,O,X,X,X,X,X
SITOJLZ,O,O,O,O,O,X,X,X,O,X,X,X
SITOJZL,O,O,O,O,O,X,X,X,O,X,X,X
SITOZLJ,X,O,O,X,O,X,O,X,X,X,X,X
SITOZJL,X,O,O,X,O,X,O,X,O,X,X,X
SILTJZO,O,O,O,O,X,X,O,O,O,X,X,X
SILTJOZ,O,O,O,O,X,X,O,O,O,X,X,X
SILTZJO,O,O,X,O,O,X,O,O,O,X,X,X
SILTZOJ,O,O,X,O,O,X,O,O,X,X,X,X
SILTOJZ,O,O,O,O,O,X,X,O,X,X,X,X
SILTOZJ,O,O,O,O,O,X,O,O,X,X,X,X
SILJTZO,O,O,O,O,X,X,O,O,O,X,X,X
SILJTOZ,O,O,O,O,X,X,O,O,O,X,X,X
SILJZTO,O,O,O,O,X,X,X,O,X,X,X,X
SILJZOT,O,O,O,O,X,X,X,O,X,X,X,X
SILJOTZ,O,O,O,O,X,X,O,O,O,X,X,X
SILJOZT,O,O,O,O,X,X,X,O,X,X,X,X
SILZTJO,O,O,X,O,O,X,X,O,X,X,X,X
SILZTOJ,O,O,X,O,O,X,X,O,X,X,X,X
SILZJTO,O,O,X,O,O,X,X,O,X,X,X,X
SILZJOT,O,O,X,O,O,X,X,O,X,X,X,X
SILZOTJ,O,O,X,O,O,X,X,O,X,X,X,X
SILZOJT,O,O,X,O,O,X,X,O,X,X,X,X
SILOTJZ,O,O,O,O,O,X,X,O,X,X,X,X
SILOTZJ,O,O,O,O,O,X,X,O,X,X,X,X
SILOJTZ,O,O,O,O,X,X,X,O,X,X,X,X
SILOJZT,O,O,O,O,X,X,X,O,X,X,X,X
SILOZTJ,O,O,O,O,O,X,X,O,X,X,X,X
SILOZJT,O,O,O,O,O,X,X,O,X,X,X,X
SIJTLZO,O,X,O,O,X,X,O,O,O,X,X,X
SIJTLOZ,O,X,O,O,X,X,O,O,O,X,X,X
SIJTZLO,O,X,O,O,O,X,O,X,O,X,X,X
SIJTZOL,O,X,O,O,O,X,O,X,O,X,X,X
SIJTOLZ,O,X,O,O,O,X,O,O,O,X,X,X
SIJTOZL,O,X,O,O,O,X,O,X,O,X,X,X
SIJLTZO,O,X,O,O,X,X,O,O,O,X,X,X
SIJLTOZ,O,X,O,O,X,X,O,O,O,X,X,X
SIJLZTO,O,X,O,O,X,X,X,O,X,X,X,X
SIJLZOT,O,X,O,O,X,X,X,O,X,X,X,X
SIJLOTZ,O,X,O,O,X,X,O,O,O,X,X,X
SIJLOZT,O,X,O,O,X,X,X,O,X,X,X,X
SIJZTLO,O,X,O,O,O,X,X,X,O,X,X,X
SIJZTOL,O,X,O,O,O,X,X,X,O,X,X,X
SIJZLTO,O,X,O,O,O,X,X,X,X,X,X,X
SIJZLOT,O,X,O,O,X,X,X,X,X,X,X,X
SIJZOTL,O,X,O,X,O,X,X,X,O,X,X,X
SIJZOLT,O,X,O,X,X,X,X,X,X,X,X,X
SIJOTLZ,O,X,O,O,X,X,O,O,O,X,X,X
SIJOTZL,O,X,O,O,X,X,O,X,O,X,X,X
SIJOLTZ,O,X,O,O,X,X,O,O,O,X,X,X
SIJOLZT,O,X,O,O,X,X,X,O,X,X,X,X
SIJOZTL,O,X,O,X,X,X,X,X,O,X,X,X
SIJOZLT,O,X,O,X,X,X,X,X,X,X,X,X
SIZTLJO,O,O,X,O,O,X,X,X,O,X,X,X
SIZTLOJ,O,O,X,O,O,X,X,X,X,X,X,X
SIZTJLO,O,X,O,O,O,X,X,X,O,X,X,X
SIZTJOL,O,X,O,O,O,X,X,X,O,X,X,X
SIZTOLJ,X,O,O,X,O,X,X,X,X,X,X,X
SIZTOJL,X,O,O,X,O,X,X,X,O,X,X,X
SIZLTJO,O,O,X,O,O,X,X,X,X,X,X,X
SIZLTOJ,O,O,X,O,O,X,X,X,X,X,X,X
SIZLJTO,O,O,X,O,O,X,X,X,X,X,X,X
SIZLJOT,O,O,X,O,O,X,X,X,X,X,X,X
SIZLOTJ,O,O,X,O,O,X,X,X,X,X,X,X
SIZLOJT,O,O,X,O,O,X,X,X,X,X,X,X
SIZJTLO,O,X,O,O,O,X,X,X,O,X,X,X
SIZJTOL,O,X,O,O,O,X,X,X,O,X,X,X
SIZJLTO,O,X,O,O,O,X,X,X,X,X,X,X
SIZJLOT,O,X,O,O,O,X,X,X,X,X,X,X
SIZJOTL,O,X,O,X,O,X,X,X,O,X,X,X
SIZJOLT,O,X,O,X,O,X,X,X,X,X,X,X
SIZOTLJ,X,O,O,X,O,X,X,X,X,X,X,X
SIZOTJL,X,O,O,X,O,X,X,X,X,X,X,X
SIZOLTJ,X,O,O,X,O,X,X,X,X,X,X,X
SIZOLJT,X,O,O,X,O,X,X,X,X,X,X,X
SIZOJTL,X,O,O,X,O,X,X,X,X,X,X,X
SIZOJLT,X,O,O,X,O,X,X,X,X,X,X,X
SIOTLJZ,O,O,O,O,O,X,X,X,X,X,X,X
SIOTLZJ,O,O,O,O,O,X,X,X,X,X,X,X
SIOTJLZ,O,O,O,O,O,X,X,X,O,X,X,X
SIOTJZL,O,O,O,O,O,X,X,X,O,X,X,X
SIOTZLJ,X,O,O,X,O,X,X,X,X,X,X,X
SIOTZJL,X,O,O,X,O,X,X,X,O,X,X,X
SIOLTJZ,O,O,O,O,O,X,X,X,X,X,X,X
SIOLTZJ,O,O,O,O,O,X,X,X,X,X,X,X
SIOLJTZ,O,O,O,O,X,X,X,X,X,X,X,X
SIOLJZT,O,O,O,O,X,X,X,X,X,X,X,X
SIOLZTJ,O,O,O,O,O,X,X,X,X,X,X,X
SIOLZJT,O,O,O,O,O,X,X,X,X,X,X,X
SIOJTLZ,O,O,O,O,X,X,X,X,O,X,X,X
SIOJTZL,O,O,O,O,X,X,X,X,O,X,X,X
SIOJLTZ,O,O,O,O,X,X,X,X,O,X,X,X
SIOJLZT,O,O,O,O,X,X,X,X,X,X,X,X
SIOJZTL,O,O,O,X,X,X,X,X,O,X,X,X
SIOJZLT,O,O,O,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,O,O,X,O,X,X,X,X,X,X,X
SIOZTJL,X,O,O,X,O,X,X,X,X,X,X,X
SIOZLTJ,X,O,O,X,O,X,X,X,X,X,X,X
SIOZLJT,X,O,O,X,O,X,X,X,X,X,X,X
SIOZJTL,X,O,O,X,O,X,X,X,X,X,X,X
SIOZJLT,X,O,O,X,O,X,X,X,X,X,X,X
SLTIJZO,O,O,X,O,X,X,O,O,O,X,X,X
SLTIJOZ,O,O,X,O,X,X,O,O,O,X,X,X
SLTIZJO,O,O,X,O,O,O,O,O,O,X,X,X
SLTIZOJ,O,O,X,O,O,O,O,O,X,X,X,X
SLTIOJZ,O,O,X,O,O,O,X,O,X,X,X,X
SLTIOZJ,O,O,X,O,O,O,O,O,X,X,X,X
SLTJIZO,O,X,X,O,X,X,O,O,O,X,X,X
SLTJIOZ,O,X,X,O,X,X,O,O,O,X,X,X
SLTJZIO,O,X,X,O,X,O,O,O,O,X,X,X
SLTJZOI,O,X,X,O,X,O,O,O,O,X,X,X
SLTJOIZ,O,O,X,O,X,O,O,O,O,X,X,X
SLTJOZI,O,O,X,O,X,O,O,O,O,X,X,X
SLTZIJO,X,X,X,O,O,O,O,O,O,O,X,X
SLTZIOJ,X,X,X,O,O,O,O,O,X,O,X,X
SLTZJIO,X,X,X,O,O,O,O,O,O,O,X,X
SLTZJOI,X,X,X,O,O,O,O,O,O,O,X,X
SLTZOIJ,X,X,X,O,O,O,O,O,X,O,X,X
SLTZOJI,X,X,X,O,O,O,O,X,X,O,X,X
SLTOIJZ,O,O,X,O,O,O,X,X,X,X,X,X
SLTOIZJ,O,O,X,O,O,O,O,X,X,X,X,X
SLTOJIZ,O,O,X,O,O,O,O,X,X,X,X,X
SLTOJZI,O,O,X,O,O,O,O,X,X,X,X,X
SLTOZIJ,X,O,X,O,O,O,O,X,X,O,X,X
SLTOZJI,X,O,X,O,O,O,O,X,X,O,X,X
SLITJZO,O,O,X,O,X,X,O,O,O,X,X,X
SLITJOZ,O,O,X,O,X,X,O,O,O,X,X,X
SLITZJO,O,O,X,O,O,O,O,O,O,X,X,X
SLITZOJ,O,O,X,O,O,O,O,O,X,X,X,X
SLITOJZ,O,O,X,O,O,O,X,O,X,X,X,X
SLITOZJ,O,O,X,O,O,O,O,O,X,X,X,X
SLIJTZO,O,O,X,O,X,X,O,O,O,X,X,X
SLIJTOZ,O,O,X,O,X,X,O,O,O,X,X,X
SLIJZTO,O,O,X,O,X,X,X,O,X,X,X,X
SLIJZOT,O,O,X,O,X,X,X,O,X,X,X,X
SLIJOTZ,O,O,X,O,X,X,O,O,O,X,X,X
SLIJOZT,O,O,X,O,X,X,X,O,X,X,X,X
SLIZTJO,O,O,X,O,O,O,X,O,X,O,X,X
SLIZTOJ,O,O,X,O,O,O,X,O,X,O,X,X
SLIZJTO,O,O,X,O,O,O,X,O,X,X,X,X
SLIZJOT,O,O,X,O,O,X,X,O,X,X,X,X
SLIZOTJ,O,O,X,O,O,O,X,O,X,O,X,X
SLIZOJT,O,O,X,O,O,X,X,O,X,X,X,X
SLIOTJZ,O,O,X,O,O,O,X,O,X,X,X,X
SLIOTZJ,O,O,X,O,O,O,X,O,X,X,X,X
SLIOJTZ,O,O,X,O,X,O,X,O,X,X,X,X
SLIOJZT,O,O,X,O,X,X,X,O,X,X,X,X
SLIOZTJ,O,O,X,O,O,O,X,O,X,O,X,X
SLIOZJT,O,O,X,O,O,X,X,O,X,X,X,X
SLJTIZO,O,X,X,O,X,X,O,O,O,X,X,X
SLJTIOZ,O,X,X,O,X,X,O,O,O,X,X,X
SLJTZIO,O,X,X,O,X,O,O,O,O,X,X,X
SLJTZOI,O,X,X,O,X,O,O,O,O,X,X,X
SLJTOIZ,O,O,X,O,X,O,O,O,O,X,X,X
SLJTOZI,O,O,X,O,X,O,O,O,O,X,X,X
