sequence,v115@vhGRRYaAFLDmClcJSAVDEHBEooRBJoAVBvXExCz/AA?ATqB0nB6tB1rB/pBmqB,v115@vhGUMYaAFLDmClcJSAVDEHBEooRBaoAVBp+ytCs/AA?AxvBFtBTlB/pBimBGtB,v115@vhGUMYaAFLDmClcJSAVDEHBEooRBaoAVBpvytCsOBA?AxvBGtBTlB/pBimBFtB,v115@vhGxRYaAFLDmClcJSAVDEHBEooRBJoAVBaH+tCqCBA?A0qBToBlrB/pBGnBiqB,v115@vhGUNYaAFLDmClcJSAVDEHBEooRBaoAVBJ3TWCqOBA?AxwBzmB/pBiqBGoBlqB,v115@vhGTNYaAFLDmClcJSAVDEHBEooRBPoAVBpX+tCqCBA?ARwBUnBVrB/pBOqBCtB,v115@vhGUNYaAFLDmClcJSAVDEHBEooRBaoAVBJ3TxCqCBA?AxwBzmB/pBlqBGoBiqB,v115@vhGTNYaAFLDmClcJSAVDEHBEooRBPoAVBTezPC0CBA?AXsBRvB0lB2pBlmBCtB,v115@vhGxRYaAFLDmClcJSAVDEHBEooRBJoAVBKHUFDzOBA?A2vBToBSsB0lB/pBlrB,v115@vhGVSYaAFLDmClcJSAVDEHBEooRBUoAVBaujPCvCBA?A0qBxrB/pBGoBzrBiqB,v115@vhG2QYaAFLDmClcJSAVDEHBEooRBKoAVBvuLuCM+AA?ATqBVsBUoB/pBSyBxqB,v115@vhG0LYaAFLDmClcJSAVDEHBEooRBaoAVBUuTWCv/AA?A1vBxsB/pBilBTtBGsB,v115@vhGWSYaAFLDmClcJSAVDEHBEooRBKoAVBPN8LC6OBA?AToB/pBKqBRrBUrBFsB,v115@vhGUNYaAFLDmClcJSAVDEHBEooRBaoAVBUdNPCvCBA?AVxB/pBxqBGoBTqBirB,v115@vhGyPYaAFLDmClcJSAVDEHBEooRBMoAVBKuytC6OBA?A+tBRsBTlB/pB0rBlsB,v115@vhG2PYaAFLDmClcJSAVDEHBEooRBKoAVBpHUxCMHBA?AxrBUoB/pBllBSyBzrB,v115@vhGWSYaAFLDmClcJSAVDEHBEooRBKoAVBJ9aFD0CBA?ARwBXqBToBUmBFnBikB,v115@vhGUMYaAFLDmClcJSAVDEHBEooRBaoAVBUtHgCpCBA?AVwBXqB+tBznBRmBikB,v115@vhGWSYaAFLDmClcJSAVDEHBEooRBKoAVBauytC0CBA?A0rBRvBToB3lBFnBikB,v115@vhGzLYaAFLDmClcJSAVDEHBEooRBPoAVB0fLuCpCBA?AVvB+tBssBfrBxmBikB
JSZLITO,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,O,O,O
JSZLIOT,X,O,O,X,O,X,O,X,O,X,X,X,O,X,O,X,O,O,O,X
JSZLOTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
JSZLOIT,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,O,O,O
JSZOTIL,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,O,O
JSZOTLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JSZOITL,X,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X,O,O,O,O
JSZOILT,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,O,O,O
JSZOLTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
JSZOLIT,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O,O
JSOTILZ,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,O,O,O
JSOTIZL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,O,O,O,O,O
JSOTLIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O
JSOTLZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
JSOTZIL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JSOTZLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JSOITLZ,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,O,O,O
JSOITZL,O,X,O,X,X,O,X,O,O,X,O,X,X,X,X,O,O,O,O,O
JSOILTZ,O,X,X,X,X,O,X,O,O,X,O,X,O,X,O,X,O,O,O,X
JSOILZT,O,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X,O,O,O,X
JSOIZTL,O,X,O,X,X,O,X,O,O,X,O,X,X,X,X,O,O,X,O,O
JSOIZLT,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O,O,O
JSOLTIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,O
JSOLTZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
JSOLITZ,O,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X
JSOLIZT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X
JSOLZTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
JSOLZIT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,O,X,O
JSOZTIL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JSOZTLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JSOZITL,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,O,O
JSOZILT,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,O
JSOZLTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
JSOZLIT,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O,O
JZTILSO,X,O,O,O,O,X,O,X,O,O,X,O,X,O,X,O,O,O,O,O
JZTILOS,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,O,O,O,O
JZTISLO,X,O,O,O,O,X,O,X,O,O,X,O,X,O,X,O,O,O,O,O
JZTISOL,X,O,O,O,O,X,O,X,O,O,O,X,X,O,X,O,O,O,O,O
JZTIOLS,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,O,O,O,O
JZTIOSL,X,O,O,O,O,X,O,X,O,O,O,X,X,O,X,O,O,O,O,O
JZTLISO,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,O,O
JZTLIOS,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
JZTLSIO,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,O,O
JZTLSOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
JZTLOIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
JZTLOSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
JZTSILO,X,O,O,O,O,X,O,X,O,O,X,O,X,O,X,O,X,O,O,O
JZTSIOL,X,O,O,O,O,X,O,X,O,O,O,X,X,O,X,O,X,O,O,O
JZTSLIO,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,O,O
JZTSLOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
JZTSOIL,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,O,O
JZTSOLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
JZTOILS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JZTOISL,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,O,O
JZTOLIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
JZTOLSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
JZTOSIL,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,O,O
JZTOSLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
JZITLSO,X,O,O,O,O,O,O,X,O,O,X,O,X,O,X,O,O,O,O,O
JZITLOS,X,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,O,O
JZITSLO,X,O,O,O,O,O,O,X,O,O,X,O,X,O,X,O,O,O,O,O
JZITSOL,X,O,O,O,O,O,O,X,O,O,O,X,X,O,X,O,O,O,O,O
JZITOLS,X,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,O,O
JZITOSL,X,O,O,O,O,O,O,X,O,O,O,X,X,O,X,O,O,O,O,O
JZILTSO,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O,O,O,O,X
JZILTOS,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,O,O,X
JZILSTO,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O,O,X,O,O
JZILSOT,X,O,O,X,O,X,O,X,O,X,X,X,X,X,O,X,O,X,O,X
JZILOTS,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,O,O,X
JZILOST,X,O,O,X,O,X,O,X,O,X,X,X,X,X,O,X,O,X,O,O
JZISTLO,X,O,O,O,O,O,O,X,O,O,X,O,X,O,X,O,O,O,O,O
JZISTOL,X,O,O,O,O,O,O,X,O,O,X,X,X,O,X,O,O,O,O,O
JZISLTO,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O,O,X,O,O
JZISLOT,X,O,O,X,O,X,O,X,O,X,X,X,X,X,O,X,O,X,O,X
JZISOTL,X,O,O,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O,O,O
JZISOLT,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,O
JZIOTLS,X,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,O,O
JZIOTSL,X,O,O,O,O,O,O,X,O,X,O,X,X,X,X,O,O,O,O,O
JZIOLTS,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,O,O,X
JZIOLST,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,O
JZIOSTL,X,O,O,O,O,O,O,X,O,X,O,X,X,X,X,O,O,O,O,O
JZIOSLT,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,O
JZLTISO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O
JZLTIOS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
JZLTSIO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O
JZLTSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
JZLTOIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
JZLTOSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
JZLITSO,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X
JZLITOS,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X
JZLISTO,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O
JZLISOT,X,O,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X
JZLIOTS,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X
JZLIOST,X,O,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,O,O
JZLSTIO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
JZLSTOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZLSITO,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O
JZLSIOT,X,O,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X
JZLSOTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZLSOIT,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O
JZLOTIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
JZLOTSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
JZLOITS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
JZLOIST,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O
JZLOSTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZLOSIT,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O
JZSTILO,X,O,O,O,O,X,O,X,O,O,X,O,X,O,X,O,X,O,O,O
JZSTIOL,X,O,O,O,O,X,O,X,O,O,O,X,X,O,X,O,X,O,O,O
JZSTLIO,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,O,O
JZSTLOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JZSTOIL,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,O,O
JZSTOLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JZSITLO,X,O,O,O,O,O,O,X,O,O,X,O,X,O,X,O,X,O,O,O
JZSITOL,X,O,O,O,O,O,O,X,O,O,X,X,X,O,X,O,X,O,O,O
JZSILTO,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,O,O,O
JZSILOT,X,O,O,X,O,X,O,X,O,X,X,X,X,X,O,X,O,O,O,X
JZSIOTL,X,O,O,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O,O,O
JZSIOLT,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,O,O,O
JZSLTIO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O
JZSLTOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
JZSLITO,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O,O
JZSLIOT,X,O,O,X,O,X,O,X,O,X,X,X,O,X,O,X,O,O,O,X
JZSLOTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
JZSLOIT,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,O,O,O
JZSOTIL,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,O,O
JZSOTLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JZSOITL,X,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X,O,O,O,O
JZSOILT,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,O,O,O
JZSOLTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
JZSOLIT,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O,O
JZOTILS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JZOTISL,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,O,O
JZOTLIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
JZOTLSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
JZOTSIL,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,O
JZOTSLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
JZOITLS,X,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X,O,O,O,O
JZOITSL,X,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X,O,O,O,O
JZOILTS,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,O,O,X
JZOILST,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,O
JZOISTL,X,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X,O,O,O,O
JZOISLT,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,O
JZOLTIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
JZOLTSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
JZOLITS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
JZOLIST,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
JZOLSTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZOLSIT,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
JZOSTIL,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,O,O
JZOSTLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JZOSITL,X,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X,O,O,O,O
JZOSILT,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,O,O,O
JZOSLTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
JZOSLIT,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O,O
JOTILSZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JOTILZS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
JOTISLZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JOTISZL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,O,O,O
JOTIZLS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JOTIZSL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,O,O,O
JOTLISZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,O,O
JOTLIZS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O
JOTLSIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O
JOTLSZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
JOTLZIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
JOTLZSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
JOTSILZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JOTSIZL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,O,O,O
JOTSLIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O
JOTSLZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
JOTSZIL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JOTSZLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JOTZILS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JOTZISL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JOTZLIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
JOTZLSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
JOTZSIL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
JOTZSLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
JOITLSZ,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,O,O
JOITLZS,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,O
JOITSLZ,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,O,O,O
JOITSZL,O,X,O,X,X,O,X,O,O,X,O,X,X,X,X,O,O,O,O,O
JOITZLS,O,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,O,O
JOITZSL,O,X,O,X,X,O,X,O,O,X,O,X,X,X,X,O,O,O,O,O
JOILTSZ,O,X,X,X,X,O,X,X,O,X,O,X,O,X,O,X,O,X,O,X
JOILTZS,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
JOILSTZ,O,X,X,X,X,O,X,O,O,X,O,X,O,X,O,X,O,X,O,X
JOILSZT,O,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X,O,X,O,X
JOILZTS,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
JOILZST,O,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X,O,X,O,X
JOISTLZ,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,O,O,O
JOISTZL,O,X,O,X,X,O,X,O,O,X,O,X,X,X,X,O,O,O,O,O
JOISLTZ,O,X,X,X,X,O,X,O,O,X,O,X,O,X,O,X,O,O,O,X
JOISLZT,O,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X,O,O,O,X
JOISZTL,O,X,O,X,X,O,X,O,O,X,O,X,X,X,X,O,O,X,O,O
JOISZLT,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O,O,O
JOIZTLS,O,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,O,O
JOIZTSL,O,X,O,X,X,O,X,O,O,X,O,X,X,X,X,O,O,O,O,O
JOIZLTS,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X
JOIZLST,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,O,O
JOIZSTL,O,X,O,X,X,O,X,O,O,X,O,X,X,X,X,O,O,O,O,O
JOIZSLT,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,O,O
JOLTISZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,O,O,O
JOLTIZS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O
JOLTSIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,O
JOLTSZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
JOLTZIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
JOLTZSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
JOLITSZ,O,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X,O,X,O,X
JOLITZS,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JOLISTZ,O,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X,O,X,O,X
JOLISZT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X
JOLIZTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
JOLIZST,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X
JOLSTIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,O
JOLSTZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
JOLSITZ,O,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X
JOLSIZT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X
JOLSZTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
JOLSZIT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,O,X,O
JOLZTIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
JOLZTSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
JOLZITS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
JOLZIST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O
JOLZSTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOLZSIT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O
JOSTILZ,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,O,O,O
JOSTIZL,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,O,O,O,O,O
JOSTLIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O
JOSTLZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
JOSTZIL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JOSTZLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JOSITLZ,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,O,O,O
JOSITZL,O,X,O,X,X,O,X,O,O,X,O,X,X,X,X,O,O,O,O,O
JOSILTZ,O,X,X,X,X,O,X,O,O,X,O,X,O,X,O,X,O,O,O,X
JOSILZT,O,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X,O,O,O,X
JOSIZTL,O,X,O,X,X,O,X,O,O,X,O,X,X,X,X,O,O,X,O,O
JOSIZLT,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O,O,O
JOSLTIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,O
JOSLTZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
JOSLITZ,O,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X
JOSLIZT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X
JOSLZTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
JOSLZIT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,O,X,O
JOSZTIL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JOSZTLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JOSZITL,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,O,O
JOSZILT,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,O
JOSZLTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
JOSZLIT,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O,O
JOZTILS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JOZTISL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JOZTLIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
JOZTLSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
JOZTSIL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
JOZTSLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
JOZITLS,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,O,O
JOZITSL,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,O,O
JOZILTS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X
JOZILST,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
JOZISTL,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,O,O
JOZISLT,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
JOZLTIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
JOZLTSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
JOZLITS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
JOZLIST,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
JOZLSTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
