sequence,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBpoByxB8nBOn?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBpoBetBMsBii?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBxxBKnBUoBGj?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBxxB2sB0iB6o?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmB2xBknB6tBxi?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBKsBEtBGoBxi?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmB0sBmnBpoBFl?BisB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmB6tB2xBpZBkn?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhF8qB/hBGtBSoBJn?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhF8qB/hBisB2nBpo?BFlB
ILOTSJZ,X,X,X,O,X,X,X,O,X,O
ILOTSZJ,O,X,O,X,X,X,X,X,X,O
ILOTZJS,O,X,O,X,X,X,X,X,X,O
ILOTZSJ,O,X,O,X,X,X,X,X,X,O
ILOJTSZ,X,X,X,O,X,X,X,O,O,O
ILOJTZS,X,X,X,O,X,X,X,O,O,O
ILOJSTZ,X,X,X,O,X,X,X,O,O,O
ILOJSZT,O,O,O,O,O,X,X,O,O,O
ILOJZTS,O,O,O,O,O,X,X,O,O,O
ILOJZST,O,O,O,O,O,X,X,O,O,O
ILOSTJZ,X,X,X,O,X,X,X,O,X,O
ILOSTZJ,O,X,O,X,X,X,X,X,X,O
ILOSJTZ,X,X,X,O,X,X,X,O,O,O
ILOSJZT,O,O,O,O,O,X,X,O,O,O
ILOSZTJ,O,X,O,X,X,X,X,X,X,O
ILOSZJT,O,X,O,O,X,O,O,O,O,O
ILOZTJS,O,X,O,X,X,X,X,X,X,O
ILOZTSJ,O,X,O,X,X,X,X,X,X,O
ILOZJTS,O,X,O,O,X,O,X,O,O,O
ILOZJST,O,X,O,O,X,O,O,O,O,O
ILOZSTJ,O,X,O,X,X,X,X,X,X,O
ILOZSJT,O,X,O,O,X,O,O,O,O,O
IJTLSZO,X,X,X,O,X,X,X,X,O,X
IJTLSOZ,X,X,X,O,X,X,X,X,O,X
IJTLZSO,X,X,X,O,X,X,X,X,O,X
IJTLZOS,X,X,X,O,X,X,X,X,O,X
IJTLOSZ,X,X,X,O,X,X,X,X,O,X
IJTLOZS,X,X,X,O,X,X,X,X,O,X
IJTSLZO,X,X,X,O,X,X,X,X,O,X
IJTSLOZ,X,X,X,O,X,X,X,X,O,X
IJTSZLO,X,O,X,O,X,X,X,X,O,X
IJTSZOL,X,O,X,O,X,X,X,X,O,X
IJTSOLZ,X,X,X,O,X,X,X,X,O,X
IJTSOZL,X,O,X,O,X,X,X,X,O,X
IJTZLSO,X,O,X,O,X,X,X,X,O,X
IJTZLOS,X,O,X,O,X,X,X,X,O,X
IJTZSLO,X,O,X,O,X,X,X,X,O,X
IJTZSOL,X,O,X,O,X,X,X,X,O,X
IJTZOLS,X,O,X,O,X,X,X,X,O,X
IJTZOSL,X,O,X,O,X,X,X,X,O,X
IJTOLSZ,X,X,X,O,X,X,X,X,O,X
IJTOLZS,X,X,X,O,X,X,X,X,O,X
IJTOSLZ,X,X,X,O,X,X,X,X,O,X
IJTOSZL,X,O,X,O,X,X,X,X,O,X
IJTOZLS,X,O,X,O,X,X,X,X,O,X
IJTOZSL,X,O,X,O,X,X,X,X,O,X
IJLTSZO,X,X,X,O,X,X,X,O,O,O
IJLTSOZ,X,X,X,O,X,X,X,O,O,O
IJLTZSO,X,X,X,O,X,X,X,O,O,O
IJLTZOS,X,X,X,O,X,X,X,O,O,O
IJLTOSZ,X,X,X,O,X,X,X,O,O,O
IJLTOZS,X,X,X,O,X,X,X,O,O,O
IJLSTZO,X,X,X,O,X,X,X,O,O,O
IJLSTOZ,X,X,X,O,X,X,X,O,O,O
IJLSZTO,O,O,O,O,O,X,X,O,O,O
IJLSZOT,O,O,O,O,O,X,X,O,O,O
IJLSOTZ,X,X,X,O,X,X,X,O,O,O
IJLSOZT,O,O,O,O,O,X,X,O,O,O
IJLZTSO,O,O,O,O,O,X,X,O,O,O
IJLZTOS,O,O,O,O,O,X,X,O,O,O
IJLZSTO,O,O,O,O,O,X,X,O,O,O
IJLZSOT,O,O,O,O,O,X,X,O,O,O
IJLZOTS,O,O,O,O,O,X,X,O,O,O
IJLZOST,O,O,O,O,O,X,X,O,O,O
IJLOTSZ,X,X,X,O,X,X,X,O,O,O
IJLOTZS,X,X,X,O,X,X,X,O,O,O
IJLOSTZ,X,X,X,O,X,X,X,O,O,O
IJLOSZT,O,O,O,O,O,X,X,O,O,O
IJLOZTS,O,O,O,O,O,X,X,O,O,O
IJLOZST,O,O,O,O,O,X,X,O,O,O
IJSTLZO,X,X,X,O,X,X,X,X,O,X
IJSTLOZ,X,X,X,O,X,X,X,X,O,X
IJSTZLO,X,O,X,O,X,X,X,X,O,X
IJSTZOL,X,O,X,O,X,X,X,X,O,X
IJSTOLZ,X,X,X,O,X,X,X,X,O,X
IJSTOZL,X,O,X,O,X,X,X,X,O,X
IJSLTZO,X,X,X,O,X,X,X,O,O,O
IJSLTOZ,X,X,X,O,X,X,X,O,O,O
IJSLZTO,O,O,O,O,O,X,X,O,O,O
IJSLZOT,O,O,O,O,O,X,X,O,O,O
IJSLOTZ,X,X,X,O,X,X,X,O,O,O
IJSLOZT,O,O,O,O,O,X,X,O,O,O
IJSZTLO,X,O,O,O,X,X,X,X,O,X
IJSZTOL,X,O,O,O,X,X,O,X,O,X
IJSZLTO,X,O,O,O,O,X,X,O,O,O
IJSZLOT,X,O,O,O,O,X,O,O,O,O
IJSZOTL,X,O,O,O,X,X,O,X,O,X
IJSZOLT,X,O,O,O,O,X,O,O,O,O
IJSOTLZ,X,X,X,O,X,X,X,X,O,X
IJSOTZL,X,O,X,O,X,X,X,X,O,X
IJSOLTZ,X,X,X,O,X,X,X,O,O,O
IJSOLZT,O,O,O,O,O,X,X,O,O,O
IJSOZTL,X,O,O,O,X,X,O,X,O,X
IJSOZLT,X,O,O,O,O,X,O,O,O,O
IJZTLSO,X,O,O,O,X,X,X,X,O,X
IJZTLOS,X,O,O,O,X,X,X,X,O,X
IJZTSLO,X,O,O,O,X,X,X,X,O,X
IJZTSOL,X,O,O,O,X,X,O,X,O,X
IJZTOLS,X,O,O,O,X,X,X,X,O,X
IJZTOSL,X,O,O,O,X,X,O,X,O,X
IJZLTSO,X,O,O,O,O,X,X,O,O,O
IJZLTOS,X,O,O,O,O,X,X,O,O,O
IJZLSTO,X,O,O,O,O,X,X,O,O,O
IJZLSOT,X,O,O,O,O,X,O,O,O,O
IJZLOTS,X,O,O,O,O,X,X,O,O,O
IJZLOST,X,O,O,O,O,X,O,O,O,O
IJZSTLO,X,O,O,O,X,X,X,X,O,X
IJZSTOL,X,O,O,O,X,X,O,X,O,X
IJZSLTO,X,O,O,O,O,X,X,O,O,O
IJZSLOT,X,O,O,O,O,X,O,O,O,O
IJZSOTL,X,O,O,O,X,X,O,X,O,X
IJZSOLT,X,O,O,O,O,X,O,O,O,O
IJZOTLS,X,O,O,O,X,X,X,X,O,X
IJZOTSL,X,O,O,O,X,X,O,X,O,X
IJZOLTS,X,O,O,O,O,X,X,O,O,O
IJZOLST,X,O,O,O,O,X,O,O,O,O
IJZOSTL,X,O,O,O,X,X,O,X,O,X
IJZOSLT,X,O,O,O,O,X,O,O,O,O
IJOTLSZ,X,X,X,O,X,X,X,X,O,X
IJOTLZS,X,X,X,O,X,X,X,X,O,X
IJOTSLZ,X,X,X,O,X,X,X,X,O,X
IJOTSZL,X,O,X,O,X,X,X,X,O,X
IJOTZLS,X,O,X,O,X,X,X,X,O,X
IJOTZSL,X,O,X,O,X,X,X,X,O,X
IJOLTSZ,X,X,X,O,X,X,X,O,O,O
IJOLTZS,X,X,X,O,X,X,X,O,O,O
IJOLSTZ,X,X,X,O,X,X,X,O,O,O
IJOLSZT,O,O,O,O,O,X,X,O,O,O
IJOLZTS,O,O,O,O,O,X,X,O,O,O
IJOLZST,O,O,O,O,O,X,X,O,O,O
IJOSTLZ,X,X,X,O,X,X,X,X,O,X
IJOSTZL,X,O,X,O,X,X,X,X,O,X
IJOSLTZ,X,X,X,O,X,X,X,O,O,O
IJOSLZT,O,O,O,O,O,X,X,O,O,O
IJOSZTL,X,O,O,O,X,X,O,X,O,X
IJOSZLT,X,O,O,O,O,X,O,O,O,O
IJOZTLS,X,O,O,O,X,X,X,X,O,X
IJOZTSL,X,O,O,O,X,X,O,X,O,X
IJOZLTS,X,O,O,O,O,X,X,O,O,O
IJOZLST,X,O,O,O,O,X,O,O,O,O
IJOZSTL,X,O,O,O,X,X,O,X,O,X
IJOZSLT,X,O,O,O,O,X,O,O,O,O
ISTLJZO,X,X,X,O,X,X,X,X,X,O
ISTLJOZ,X,X,X,O,X,X,X,X,X,O
ISTLZJO,O,X,O,X,X,X,X,X,X,O
ISTLZOJ,O,X,O,X,X,X,X,X,X,O
ISTLOJZ,X,X,X,O,X,X,X,X,X,O
ISTLOZJ,O,X,O,X,X,X,X,X,X,O
ISTJLZO,X,X,X,O,X,X,X,X,O,X
ISTJLOZ,X,X,X,O,X,X,X,X,O,X
ISTJZLO,X,O,X,O,X,X,X,X,O,X
ISTJZOL,X,O,X,O,X,X,X,X,O,X
ISTJOLZ,X,X,X,O,X,X,X,X,O,X
ISTJOZL,X,O,X,O,X,X,X,X,O,X
ISTZLJO,X,X,O,X,X,X,X,X,X,O
ISTZLOJ,X,X,O,X,X,X,X,X,X,O
ISTZJLO,X,X,O,X,X,X,X,X,O,X
ISTZJOL,X,X,O,X,X,X,O,X,O,X
ISTZOLJ,X,X,O,X,X,X,X,X,X,O
ISTZOJL,X,X,O,X,X,X,O,X,O,X
ISTOLJZ,X,X,X,O,X,X,X,X,X,O
ISTOLZJ,O,X,O,X,X,X,X,X,X,O
ISTOJLZ,X,X,X,O,X,X,X,X,O,X
ISTOJZL,X,O,X,O,X,X,X,X,O,X
ISTOZLJ,X,X,O,X,X,X,X,X,X,O
ISTOZJL,X,X,O,X,X,X,O,X,O,X
ISLTJZO,X,X,X,O,X,X,X,O,X,O
ISLTJOZ,X,X,X,O,X,X,X,O,X,O
ISLTZJO,O,X,O,X,X,X,X,X,X,O
ISLTZOJ,O,X,O,X,X,X,X,X,X,O
ISLTOJZ,X,X,X,O,X,X,X,O,X,O
ISLTOZJ,O,X,O,X,X,X,X,X,X,O
ISLJTZO,X,X,X,O,X,X,X,O,O,O
ISLJTOZ,X,X,X,O,X,X,X,O,O,O
ISLJZTO,O,O,O,O,O,X,X,O,O,O
ISLJZOT,O,O,O,O,O,X,X,O,O,O
ISLJOTZ,X,X,X,O,X,X,X,O,O,O
ISLJOZT,O,O,O,O,O,X,X,O,O,O
ISLZTJO,O,X,O,X,X,X,X,X,X,O
ISLZTOJ,O,X,O,X,X,X,X,X,X,O
ISLZJTO,O,X,O,O,X,O,X,O,O,O
ISLZJOT,O,X,O,O,X,O,O,O,O,O
ISLZOTJ,O,X,O,X,X,X,X,X,X,O
ISLZOJT,O,X,O,O,X,O,O,O,O,O
ISLOTJZ,X,X,X,O,X,X,X,O,X,O
ISLOTZJ,O,X,O,X,X,X,X,X,X,O
ISLOJTZ,X,X,X,O,X,X,X,O,O,O
ISLOJZT,O,O,O,O,O,X,X,O,O,O
ISLOZTJ,O,X,O,X,X,X,X,X,X,O
ISLOZJT,O,X,O,O,X,O,O,O,O,O
ISJTLZO,X,X,X,O,X,X,X,X,O,X
ISJTLOZ,X,X,X,O,X,X,X,X,O,X
ISJTZLO,X,O,X,O,X,X,X,X,O,X
ISJTZOL,X,O,X,O,X,X,X,X,O,X
ISJTOLZ,X,X,X,O,X,X,X,X,O,X
ISJTOZL,X,O,X,O,X,X,X,X,O,X
ISJLTZO,X,X,X,O,X,X,X,O,O,O
ISJLTOZ,X,X,X,O,X,X,X,O,O,O
ISJLZTO,O,O,O,O,O,X,X,O,O,O
ISJLZOT,O,O,O,O,O,X,X,O,O,O
ISJLOTZ,X,X,X,O,X,X,X,O,O,O
ISJLOZT,O,O,O,O,O,X,X,O,O,O
ISJZTLO,X,O,O,O,X,X,X,X,O,X
ISJZTOL,X,O,O,O,X,X,O,X,O,X
ISJZLTO,X,O,O,O,O,X,X,O,O,O
ISJZLOT,X,O,O,O,O,X,O,O,O,O
ISJZOTL,X,O,O,O,X,X,O,X,O,X
ISJZOLT,X,O,O,O,O,X,O,O,O,O
ISJOTLZ,X,X,X,O,X,X,X,X,O,X
ISJOTZL,X,O,X,O,X,X,X,X,O,X
ISJOLTZ,X,X,X,O,X,X,X,O,O,O
ISJOLZT,O,O,O,O,O,X,X,O,O,O
ISJOZTL,X,O,O,O,X,X,O,X,O,X
ISJOZLT,X,O,O,O,O,X,O,O,O,O
ISZTLJO,X,X,O,X,X,X,X,X,X,O
ISZTLOJ,X,X,O,X,X,X,X,X,X,O
ISZTJLO,X,X,O,X,X,X,X,X,O,X
ISZTJOL,X,X,O,X,X,X,O,X,O,X
ISZTOLJ,X,X,O,X,X,X,X,X,X,O
ISZTOJL,X,X,O,X,X,X,O,X,O,X
ISZLTJO,O,X,O,X,X,X,X,X,X,O
ISZLTOJ,O,X,O,X,X,X,X,X,X,O
ISZLJTO,O,X,O,O,X,X,X,X,O,O
ISZLJOT,O,X,O,O,X,X,O,X,O,O
ISZLOTJ,O,X,O,X,X,X,X,X,X,O
ISZLOJT,O,X,O,O,X,X,O,X,O,O
ISZJTLO,X,O,O,O,X,X,X,X,O,X
ISZJTOL,X,O,O,O,X,X,O,X,O,X
ISZJLTO,X,O,O,O,X,X,X,X,O,O
ISZJLOT,X,O,O,O,X,X,O,X,O,O
ISZJOTL,X,O,O,O,X,X,O,X,O,X
ISZJOLT,X,O,O,O,X,X,O,X,O,O
ISZOTLJ,X,X,O,X,X,X,X,X,X,O
ISZOTJL,X,X,O,X,X,X,O,X,O,X
ISZOLTJ,O,X,O,X,X,X,X,X,X,O
ISZOLJT,O,X,O,O,X,X,O,X,O,O
ISZOJTL,X,O,O,O,X,X,O,X,O,X
ISZOJLT,X,O,O,O,X,X,O,X,O,O
ISOTLJZ,X,X,X,O,X,X,X,X,X,O
ISOTLZJ,O,X,O,X,X,X,X,X,X,O
ISOTJLZ,X,X,X,O,X,X,X,X,O,X
ISOTJZL,X,O,X,O,X,X,X,X,O,X
ISOTZLJ,X,X,O,X,X,X,X,X,X,O
ISOTZJL,X,X,O,X,X,X,O,X,O,X
ISOLTJZ,X,X,X,O,X,X,X,O,X,O
ISOLTZJ,O,X,O,X,X,X,X,X,X,O
ISOLJTZ,X,X,X,O,X,X,X,O,O,O
ISOLJZT,O,O,O,O,O,X,X,O,O,O
ISOLZTJ,O,X,O,X,X,X,X,X,X,O
ISOLZJT,O,X,O,O,X,O,O,O,O,O
ISOJTLZ,X,X,X,O,X,X,X,X,O,X
ISOJTZL,X,O,X,O,X,X,X,X,O,X
ISOJLTZ,X,X,X,O,X,X,X,O,O,O
ISOJLZT,O,O,O,O,O,X,X,O,O,O
ISOJZTL,X,O,O,O,X,X,O,X,O,X
ISOJZLT,X,O,O,O,O,X,O,O,O,O
ISOZTLJ,X,X,O,X,X,X,X,X,X,O
ISOZTJL,X,X,O,X,X,X,O,X,O,X
ISOZLTJ,O,X,O,X,X,X,X,X,X,O
ISOZLJT,O,X,O,O,X,X,O,X,O,O
ISOZJTL,X,O,O,O,X,X,O,X,O,X
ISOZJLT,X,O,O,O,X,X,O,X,O,O
IZTLJSO,X,X,O,X,X,X,X,X,X,O
IZTLJOS,X,X,O,X,X,X,X,X,X,O
IZTLSJO,X,X,O,X,X,X,X,X,X,O
IZTLSOJ,X,X,O,X,X,X,X,X,X,O
IZTLOJS,X,X,O,X,X,X,X,X,X,O
IZTLOSJ,X,X,O,X,X,X,X,X,X,O
IZTJLSO,X,X,O,X,X,X,X,X,O,X
IZTJLOS,X,X,O,X,X,X,X,X,O,X
IZTJSLO,X,X,O,X,X,X,X,X,O,X
IZTJSOL,X,X,O,X,X,X,O,X,O,X
IZTJOLS,X,X,O,X,X,X,X,X,O,X
IZTJOSL,X,X,O,X,X,X,O,X,O,X
IZTSLJO,X,X,O,X,X,X,X,X,X,O
IZTSLOJ,X,X,O,X,X,X,X,X,X,O
IZTSJLO,X,X,O,X,X,X,X,X,O,X
IZTSJOL,X,X,O,X,X,X,O,X,O,X
IZTSOLJ,X,X,O,X,X,X,X,X,X,O
IZTSOJL,X,X,O,X,X,X,O,X,O,X
IZTOLJS,X,X,O,X,X,X,X,X,X,O
IZTOLSJ,X,X,O,X,X,X,X,X,X,O
IZTOJLS,X,X,O,X,X,X,X,X,O,X
IZTOJSL,X,X,O,X,X,X,O,X,O,X
IZTOSLJ,X,X,O,X,X,X,X,X,X,O
IZTOSJL,X,X,O,X,X,X,O,X,O,X
IZLTJSO,O,X,O,X,X,X,X,X,X,O
IZLTJOS,O,X,O,X,X,X,X,X,X,O
IZLTSJO,O,X,O,X,X,X,X,X,X,O
IZLTSOJ,O,X,O,X,X,X,X,X,X,O
IZLTOJS,O,X,O,X,X,X,X,X,X,O
IZLTOSJ,O,X,O,X,X,X,X,X,X,O
IZLJTSO,O,X,O,O,X,O,X,X,O,O
IZLJTOS,O,X,O,O,X,O,X,X,O,O
IZLJSTO,O,X,O,O,X,O,X,X,O,O
IZLJSOT,O,X,O,O,X,O,O,X,O,O
IZLJOTS,O,X,O,O,X,O,X,X,O,O
IZLJOST,O,X,O,O,X,O,O,X,O,O
IZLSTJO,O,X,O,X,X,X,X,X,X,O
IZLSTOJ,O,X,O,X,X,X,X,X,X,O
IZLSJTO,O,X,O,O,X,O,X,X,O,O
IZLSJOT,O,X,O,O,X,O,O,X,O,O
IZLSOTJ,O,X,O,X,X,X,X,X,X,O
IZLSOJT,O,X,O,O,X,O,O,X,O,O
IZLOTJS,O,X,O,X,X,X,X,X,X,O
IZLOTSJ,O,X,O,X,X,X,X,X,X,O
IZLOJTS,O,X,O,O,X,O,X,X,O,O
IZLOJST,O,X,O,O,X,O,O,X,O,O
IZLOSTJ,O,X,O,X,X,X,X,X,X,O
IZLOSJT,O,X,O,O,X,O,O,X,O,O
IZJTLSO,X,O,O,O,X,X,X,X,O,X
IZJTLOS,X,O,O,O,X,X,X,X,O,X
IZJTSLO,X,O,O,O,X,X,X,X,O,X
IZJTSOL,X,O,O,O,X,X,O,X,O,X
IZJTOLS,X,O,O,O,X,X,X,X,O,X
IZJTOSL,X,O,O,O,X,X,O,X,O,X
IZJLTSO,X,O,O,O,X,O,X,X,O,O
IZJLTOS,X,O,O,O,X,O,X,X,O,O
IZJLSTO,X,O,O,O,X,O,X,X,O,O
IZJLSOT,X,O,O,O,X,O,O,X,O,O
IZJLOTS,X,O,O,O,X,O,X,X,O,O
IZJLOST,X,O,O,O,X,O,O,X,O,O
IZJSTLO,X,O,O,O,X,X,X,X,O,X
IZJSTOL,X,O,O,O,X,X,O,X,O,X
IZJSLTO,X,O,O,O,X,X,X,X,O,O
IZJSLOT,X,O,O,O,X,X,O,X,O,O
IZJSOTL,X,O,O,O,X,X,O,X,O,X
IZJSOLT,X,O,O,O,X,X,O,X,O,O
IZJOTLS,X,O,O,O,X,X,X,X,O,X
IZJOTSL,X,O,O,O,X,X,O,X,O,X
IZJOLTS,X,O,O,O,X,O,X,X,O,O
IZJOLST,X,O,O,O,X,O,O,X,O,O
IZJOSTL,X,O,O,O,X,X,O,X,O,X
IZJOSLT,X,O,O,O,X,X,O,X,O,O
IZSTLJO,X,X,O,X,X,X,X,X,X,O
IZSTLOJ,X,X,O,X,X,X,X,X,X,O
IZSTJLO,X,X,O,X,X,X,X,X,O,X
IZSTJOL,X,X,O,X,X,X,O,X,O,X
IZSTOLJ,X,X,O,X,X,X,X,X,X,O
IZSTOJL,X,X,O,X,X,X,O,X,O,X
IZSLTJO,O,X,O,X,X,X,X,X,X,O
IZSLTOJ,O,X,O,X,X,X,X,X,X,O
IZSLJTO,O,X,O,O,X,X,X,X,O,O
IZSLJOT,O,X,O,O,X,X,O,X,O,O
IZSLOTJ,O,X,O,X,X,X,X,X,X,O
IZSLOJT,O,X,O,O,X,X,O,X,O,O
IZSJTLO,X,O,O,O,X,X,X,X,O,X
IZSJTOL,X,O,O,O,X,X,O,X,O,X
IZSJLTO,X,O,O,O,X,X,X,X,O,O
IZSJLOT,X,O,O,O,X,X,O,X,O,O
IZSJOTL,X,O,O,O,X,X,O,X,O,X
IZSJOLT,X,O,O,O,X,X,O,X,O,O
IZSOTLJ,X,X,O,X,X,X,X,X,X,O
IZSOTJL,X,X,O,X,X,X,O,X,O,X
IZSOLTJ,O,X,O,X,X,X,X,X,X,O
IZSOLJT,O,X,O,O,X,X,O,X,O,O
IZSOJTL,X,O,O,O,X,X,O,X,O,X
IZSOJLT,X,O,O,O,X,X,O,X,O,O
IZOTLJS,X,X,O,X,X,X,X,X,X,O
IZOTLSJ,X,X,O,X,X,X,X,X,X,O
IZOTJLS,X,X,O,X,X,X,X,X,O,X
IZOTJSL,X,X,O,X,X,X,O,X,O,X
IZOTSLJ,X,X,O,X,X,X,X,X,X,O
IZOTSJL,X,X,O,X,X,X,O,X,O,X
IZOLTJS,O,X,O,X,X,X,X,X,X,O
IZOLTSJ,O,X,O,X,X,X,X,X,X,O
IZOLJTS,O,X,O,O,X,O,X,X,O,O
IZOLJST,O,X,O,O,X,O,O,X,O,O
IZOLSTJ,O,X,O,X,X,X,X,X,X,O
IZOLSJT,O,X,O,O,X,O,O,X,O,O
IZOJTLS,X,O,O,O,X,X,X,X,O,X
IZOJTSL,X,O,O,O,X,X,O,X,O,X
IZOJLTS,X,O,O,O,X,O,X,X,O,O
IZOJLST,X,O,O,O,X,O,O,X,O,O
IZOJSTL,X,O,O,O,X,X,O,X,O,X
IZOJSLT,X,O,O,O,X,X,O,X,O,O
IZOSTLJ,X,X,O,X,X,X,X,X,X,O
IZOSTJL,X,X,O,X,X,X,O,X,O,X
IZOSLTJ,O,X,O,X,X,X,X,X,X,O
IZOSLJT,O,X,O,O,X,X,O,X,O,O
IZOSJTL,X,O,O,O,X,X,O,X,O,X
IZOSJLT,X,O,O,O,X,X,O,X,O,O
IOTLJSZ,X,X,X,O,X,X,X,X,X,O
IOTLJZS,X,X,X,O,X,X,X,X,X,O
IOTLSJZ,X,X,X,O,X,X,X,X,X,O
IOTLSZJ,O,X,O,X,X,X,X,X,X,O
IOTLZJS,O,X,O,X,X,X,X,X,X,O
IOTLZSJ,O,X,O,X,X,X,X,X,X,O
IOTJLSZ,X,X,X,O,X,X,X,X,O,X
IOTJLZS,X,X,X,O,X,X,X,X,O,X
IOTJSLZ,X,X,X,O,X,X,X,X,O,X
IOTJSZL,X,O,X,O,X,X,X,X,O,X
IOTJZLS,X,O,X,O,X,X,X,X,O,X
IOTJZSL,X,O,X,O,X,X,X,X,O,X
IOTSLJZ,X,X,X,O,X,X,X,X,X,O
IOTSLZJ,O,X,O,X,X,X,X,X,X,O
IOTSJLZ,X,X,X,O,X,X,X,X,O,X
IOTSJZL,X,O,X,O,X,X,X,X,O,X
IOTSZLJ,X,X,O,X,X,X,X,X,X,O
IOTSZJL,X,X,O,X,X,X,O,X,O,X
IOTZLJS,X,X,O,X,X,X,X,X,X,O
IOTZLSJ,X,X,O,X,X,X,X,X,X,O
IOTZJLS,X,X,O,X,X,X,X,X,O,X
IOTZJSL,X,X,O,X,X,X,O,X,O,X
IOTZSLJ,X,X,O,X,X,X,X,X,X,O
IOTZSJL,X,X,O,X,X,X,O,X,O,X
IOLTJSZ,X,X,X,O,X,X,X,O,X,O
IOLTJZS,X,X,X,O,X,X,X,O,X,O
IOLTSJZ,X,X,X,O,X,X,X,O,X,O
IOLTSZJ,O,X,O,X,X,X,X,X,X,O
IOLTZJS,O,X,O,X,X,X,X,X,X,O
IOLTZSJ,O,X,O,X,X,X,X,X,X,O
IOLJTSZ,X,X,X,O,X,X,X,O,O,O
IOLJTZS,X,X,X,O,X,X,X,O,O,O
IOLJSTZ,X,X,X,O,X,X,X,O,O,O
IOLJSZT,O,O,O,O,O,X,X,O,O,O
IOLJZTS,O,O,O,O,O,X,X,O,O,O
IOLJZST,O,O,O,O,O,X,X,O,O,O
IOLSTJZ,X,X,X,O,X,X,X,O,X,O
IOLSTZJ,O,X,O,X,X,X,X,X,X,O
IOLSJTZ,X,X,X,O,X,X,X,O,O,O
IOLSJZT,O,O,O,O,O,X,X,O,O,O
IOLSZTJ,O,X,O,X,X,X,X,X,X,O
IOLSZJT,O,X,O,O,X,O,O,O,O,O
IOLZTJS,O,X,O,X,X,X,X,X,X,O
IOLZTSJ,O,X,O,X,X,X,X,X,X,O
IOLZJTS,O,X,O,O,X,O,X,O,O,O
IOLZJST,O,X,O,O,X,O,O,O,O,O
IOLZSTJ,O,X,O,X,X,X,X,X,X,O
IOLZSJT,O,X,O,O,X,O,O,O,O,O
IOJTLSZ,X,X,X,O,X,X,X,X,O,X
IOJTLZS,X,X,X,O,X,X,X,X,O,X
IOJTSLZ,X,X,X,O,X,X,X,X,O,X
IOJTSZL,X,O,X,O,X,X,X,X,O,X
IOJTZLS,X,O,X,O,X,X,X,X,O,X
IOJTZSL,X,O,X,O,X,X,X,X,O,X
IOJLTSZ,X,X,X,O,X,X,X,O,O,O
IOJLTZS,X,X,X,O,X,X,X,O,O,O
IOJLSTZ,X,X,X,O,X,X,X,O,O,O
IOJLSZT,O,O,O,O,O,X,X,O,O,O
IOJLZTS,O,O,O,O,O,X,X,O,O,O
IOJLZST,O,O,O,O,O,X,X,O,O,O
IOJSTLZ,X,X,X,O,X,X,X,X,O,X
IOJSTZL,X,O,X,O,X,X,X,X,O,X
IOJSLTZ,X,X,X,O,X,X,X,O,O,O
IOJSLZT,O,O,O,O,O,X,X,O,O,O
IOJSZTL,X,O,O,O,X,X,O,X,O,X
IOJSZLT,X,O,O,O,O,X,O,O,O,O
IOJZTLS,X,O,O,O,X,X,X,X,O,X
IOJZTSL,X,O,O,O,X,X,O,X,O,X
IOJZLTS,X,O,O,O,O,X,X,O,O,O
IOJZLST,X,O,O,O,O,X,O,O,O,O
IOJZSTL,X,O,O,O,X,X,O,X,O,X
IOJZSLT,X,O,O,O,O,X,O,O,O,O
IOSTLJZ,X,X,X,O,X,X,X,X,X,O
IOSTLZJ,O,X,O,X,X,X,X,X,X,O
IOSTJLZ,X,X,X,O,X,X,X,X,O,X
IOSTJZL,X,O,X,O,X,X,X,X,O,X
IOSTZLJ,X,X,O,X,X,X,X,X,X,O
IOSTZJL,X,X,O,X,X,X,O,X,O,X
IOSLTJZ,X,X,X,O,X,X,X,O,X,O
IOSLTZJ,O,X,O,X,X,X,X,X,X,O
IOSLJTZ,X,X,X,O,X,X,X,O,O,O
IOSLJZT,O,O,O,O,O,X,X,O,O,O
IOSLZTJ,O,X,O,X,X,X,X,X,X,O
IOSLZJT,O,X,O,O,X,O,O,O,O,O
IOSJTLZ,X,X,X,O,X,X,X,X,O,X
IOSJTZL,X,O,X,O,X,X,X,X,O,X
IOSJLTZ,X,X,X,O,X,X,X,O,O,O
IOSJLZT,O,O,O,O,O,X,X,O,O,O
IOSJZTL,X,O,O,O,X,X,O,X,O,X
IOSJZLT,X,O,O,O,O,X,O,O,O,O
IOSZTLJ,X,X,O,X,X,X,X,X,X,O
IOSZTJL,X,X,O,X,X,X,O,X,O,X
IOSZLTJ,O,X,O,X,X,X,X,X,X,O
IOSZLJT,O,X,O,O,X,X,O,X,O,O
IOSZJTL,X,O,O,O,X,X,O,X,O,X
