sequence,v115@7gC8GeC8AeB8BeA8AeE8CeA8AeF8AeE8Je6/IvhETb?BOhB8hB5iBFrB,v115@7gC8GeC8AeB8BeA8AeE8CeA8AeF8AeE8Je6/IvhETb?B2hB5iB3hBFrB,v115@7gC8GeC8AeB8BeA8AeE8CeA8AeF8AeE8Je6/IvhETb?B5iBXmB8mBOrB,v115@7gC8GeC8AeB8BeA8AeE8CeA8AeF8AeE8Je6/IvhE2g?B5iBXmB8mBFrB,v115@7gC8GeC8AeB8BeA8AeE8CeA8AeF8AeE8Je6/IvhEFc?B5iBOrB/qB8rB
OILTJZS,O,O,X,X,X
OILTSJZ,X,O,X,X,X
OILTSZJ,O,X,O,X,X
OILTZJS,O,O,X,X,X
OILTZSJ,O,X,X,X,X
OILJTSZ,X,O,X,X,X
OILJTZS,O,O,X,X,X
OILJSTZ,X,O,X,X,X
OILJSZT,X,O,O,X,O
OILJZTS,O,X,X,X,X
OILJZST,O,O,X,X,O
OILSTJZ,X,O,X,X,X
OILSTZJ,O,X,O,X,X
OILSJTZ,X,O,X,X,X
OILSJZT,X,O,O,O,X
OILSZTJ,X,X,O,X,X
OILSZJT,O,X,O,O,X
OILZTJS,O,O,X,X,X
OILZTSJ,O,X,X,X,X
OILZJTS,O,X,X,X,X
OILZJST,O,O,X,X,X
OILZSTJ,X,X,O,X,X
OILZSJT,O,X,O,X,X
OIJTLSZ,X,O,X,X,X
OIJTLZS,O,O,X,X,X
OIJTSLZ,X,O,X,X,X
OIJTSZL,X,X,X,X,X
OIJTZLS,O,O,X,X,X
OIJTZSL,O,X,X,X,X
OIJLTSZ,X,O,X,X,X
OIJLTZS,O,O,X,X,X
OIJLSTZ,X,O,X,X,X
OIJLSZT,X,O,O,X,O
OIJLZTS,O,X,X,X,X
OIJLZST,O,O,X,X,O
OIJSTLZ,X,X,X,X,X
OIJSTZL,X,X,X,X,X
OIJSLTZ,X,O,X,X,X
OIJSLZT,X,O,O,X,X
OIJSZTL,X,X,X,X,X
OIJSZLT,X,X,X,X,X
OIJZTLS,O,X,X,X,X
OIJZTSL,X,X,X,X,X
OIJZLTS,O,X,X,X,X
OIJZLST,O,O,X,X,X
OIJZSTL,X,X,X,X,X
OIJZSLT,O,X,X,X,X
OISTLJZ,X,O,X,X,X
OISTLZJ,O,X,O,X,X
OISTJLZ,X,O,X,X,X
OISTJZL,X,X,X,X,X
OISTZLJ,O,X,X,X,X
OISTZJL,O,X,X,X,X
OISLTJZ,X,O,X,X,X
OISLTZJ,O,X,O,X,X
OISLJTZ,X,O,X,X,X
OISLJZT,X,O,O,O,X
OISLZTJ,X,X,O,X,X
OISLZJT,O,X,O,O,X
OISJTLZ,X,X,X,X,X
OISJTZL,X,X,X,X,X
OISJLTZ,X,O,X,X,X
OISJLZT,X,O,O,O,X
OISJZTL,X,X,X,X,X
OISJZLT,X,X,X,X,X
OISZTLJ,X,X,X,X,X
OISZTJL,X,X,X,X,X
OISZLTJ,X,X,O,X,X
OISZLJT,O,X,O,X,X
OISZJTL,X,X,X,X,X
OISZJLT,O,X,X,X,X
OIZTLJS,O,O,X,X,X
OIZTLSJ,O,X,X,X,X
OIZTJLS,O,O,X,X,X
OIZTJSL,O,X,X,X,X
OIZTSLJ,O,X,X,X,X
OIZTSJL,O,X,X,X,X
OIZLTJS,O,O,X,X,X
OIZLTSJ,O,X,X,X,X
OIZLJTS,O,X,X,X,X
OIZLJST,O,O,X,X,X
OIZLSTJ,X,X,O,X,X
OIZLSJT,O,X,O,X,X
OIZJTLS,O,X,X,X,X
OIZJTSL,X,X,X,X,X
OIZJLTS,O,X,X,X,X
OIZJLST,O,O,X,X,X
OIZJSTL,X,X,X,X,X
OIZJSLT,O,X,X,X,X
OIZSTLJ,X,X,X,X,X
OIZSTJL,X,X,X,X,X
OIZSLTJ,X,X,O,X,X
OIZSLJT,O,X,O,X,X
OIZSJTL,X,X,X,X,X
OIZSJLT,O,X,X,X,X
OLTIJSZ,X,O,X,X,X
OLTIJZS,O,O,X,X,X
OLTISJZ,X,O,X,X,X
OLTISZJ,O,X,O,X,X
OLTIZJS,O,O,X,X,X
OLTIZSJ,O,X,X,X,X
OLTJISZ,X,O,X,X,X
OLTJIZS,O,O,X,X,X
OLTJSIZ,X,O,X,X,X
OLTJSZI,X,X,X,X,X
OLTJZIS,O,O,X,X,X
OLTJZSI,O,X,X,X,X
OLTSIJZ,X,O,X,X,X
OLTSIZJ,O,X,O,X,X
OLTSJIZ,X,O,X,X,X
OLTSJZI,X,X,X,X,X
OLTSZIJ,O,X,X,X,X
OLTSZJI,O,X,X,X,X
OLTZIJS,O,O,X,X,X
OLTZISJ,O,X,X,X,X
OLTZJIS,O,O,X,X,X
OLTZJSI,O,X,X,X,X
OLTZSIJ,O,X,X,X,X
OLTZSJI,O,X,X,X,X
OLITJSZ,X,O,X,X,X
OLITJZS,O,O,X,X,X
OLITSJZ,X,O,X,X,X
OLITSZJ,O,X,O,X,X
OLITZJS,O,O,X,X,X
OLITZSJ,O,X,X,X,X
OLIJTSZ,X,O,X,X,X
OLIJTZS,O,O,X,X,X
OLIJSTZ,X,O,X,X,X
OLIJSZT,X,O,O,X,O
OLIJZTS,O,X,X,X,X
OLIJZST,O,O,X,X,O
OLISTJZ,X,O,X,X,X
OLISTZJ,O,X,O,X,X
OLISJTZ,X,O,X,X,X
OLISJZT,X,O,O,O,X
OLISZTJ,X,X,O,X,X
OLISZJT,O,X,O,O,X
OLIZTJS,O,O,X,X,X
OLIZTSJ,O,X,X,X,X
OLIZJTS,O,X,X,X,X
OLIZJST,O,O,X,X,X
OLIZSTJ,X,X,O,X,X
OLIZSJT,O,X,O,X,X
OLJTISZ,X,O,X,X,X
OLJTIZS,O,O,X,X,X
OLJTSIZ,X,O,X,X,X
OLJTSZI,X,X,X,X,X
OLJTZIS,O,O,X,X,X
OLJTZSI,O,X,X,X,X
OLJITSZ,X,O,X,X,X
OLJITZS,O,O,X,X,X
OLJISTZ,X,O,X,X,X
OLJISZT,X,O,O,X,O
OLJIZTS,O,X,X,X,X
OLJIZST,O,O,X,X,O
OLJSTIZ,X,X,X,X,X
OLJSTZI,X,X,X,X,X
OLJSITZ,X,O,X,X,X
OLJSIZT,X,O,O,X,X
OLJSZTI,X,X,X,X,X
OLJSZIT,X,X,X,X,X
OLJZTIS,O,X,X,X,X
OLJZTSI,X,X,X,X,X
OLJZITS,O,X,X,X,X
OLJZIST,O,O,X,X,X
OLJZSTI,X,X,X,X,X
OLJZSIT,O,X,X,X,X
OLSTIJZ,X,O,X,X,X
OLSTIZJ,O,X,O,X,X
OLSTJIZ,X,O,X,X,X
OLSTJZI,X,X,X,X,X
OLSTZIJ,O,X,X,X,X
OLSTZJI,O,X,X,X,X
OLSITJZ,X,O,X,X,X
OLSITZJ,O,X,O,X,X
OLSIJTZ,X,O,X,X,X
OLSIJZT,X,O,O,O,X
OLSIZTJ,X,X,O,X,X
OLSIZJT,O,X,O,O,X
OLSJTIZ,X,X,X,X,X
OLSJTZI,X,X,X,X,X
OLSJITZ,X,O,X,X,X
OLSJIZT,X,O,O,O,X
OLSJZTI,X,X,X,X,X
OLSJZIT,X,X,X,X,X
OLSZTIJ,X,X,X,X,X
OLSZTJI,X,X,X,X,X
OLSZITJ,X,X,O,X,X
OLSZIJT,O,X,O,X,X
OLSZJTI,X,X,X,X,X
OLSZJIT,O,X,X,X,X
OLZTIJS,O,O,X,X,X
OLZTISJ,O,X,X,X,X
OLZTJIS,O,O,X,X,X
OLZTJSI,O,X,X,X,X
OLZTSIJ,O,X,X,X,X
OLZTSJI,O,X,X,X,X
OLZITJS,O,O,X,X,X
OLZITSJ,O,X,X,X,X
OLZIJTS,O,X,X,X,X
OLZIJST,O,O,X,X,X
OLZISTJ,X,X,O,X,X
OLZISJT,O,X,O,X,X
OLZJTIS,O,X,X,X,X
OLZJTSI,X,X,X,X,X
OLZJITS,O,X,X,X,X
OLZJIST,O,O,X,X,X
OLZJSTI,X,X,X,X,X
OLZJSIT,O,X,X,X,X
OLZSTIJ,X,X,X,X,X
OLZSTJI,X,X,X,X,X
OLZSITJ,X,X,O,X,X
OLZSIJT,O,X,O,X,X
OLZSJTI,X,X,X,X,X
OLZSJIT,O,X,X,X,X
OJTILSZ,X,O,X,X,X
OJTILZS,O,O,X,X,X
OJTISLZ,X,O,X,X,X
OJTISZL,X,X,X,X,X
OJTIZLS,O,O,X,X,X
OJTIZSL,O,X,X,X,X
OJTLISZ,X,O,X,X,X
OJTLIZS,O,O,X,X,X
OJTLSIZ,X,O,X,X,X
OJTLSZI,X,X,X,X,X
OJTLZIS,O,O,X,X,X
OJTLZSI,O,X,X,X,X
OJTSILZ,X,O,X,X,X
OJTSIZL,X,X,X,X,X
OJTSLIZ,X,O,X,X,X
OJTSLZI,X,X,X,X,X
OJTSZIL,X,X,X,X,X
OJTSZLI,X,X,X,X,X
OJTZILS,O,O,X,X,X
OJTZISL,O,X,X,X,X
OJTZLIS,O,O,X,X,X
OJTZLSI,O,X,X,X,X
OJTZSIL,O,X,X,X,X
OJTZSLI,O,X,X,X,X
OJITLSZ,X,O,X,X,X
OJITLZS,O,O,X,X,X
OJITSLZ,X,O,X,X,X
OJITSZL,X,X,X,X,X
OJITZLS,O,O,X,X,X
OJITZSL,O,X,X,X,X
OJILTSZ,X,O,X,X,X
OJILTZS,O,O,X,X,X
OJILSTZ,X,O,X,X,X
OJILSZT,X,O,O,X,O
OJILZTS,O,X,X,X,X
OJILZST,O,O,X,X,O
OJISTLZ,X,X,X,X,X
OJISTZL,X,X,X,X,X
OJISLTZ,X,O,X,X,X
OJISLZT,X,O,O,X,X
OJISZTL,X,X,X,X,X
OJISZLT,X,X,X,X,X
OJIZTLS,O,X,X,X,X
OJIZTSL,X,X,X,X,X
OJIZLTS,O,X,X,X,X
OJIZLST,O,O,X,X,X
OJIZSTL,X,X,X,X,X
OJIZSLT,O,X,X,X,X
OJLTISZ,X,O,X,X,X
OJLTIZS,O,O,X,X,X
OJLTSIZ,X,O,X,X,X
OJLTSZI,X,X,X,X,X
OJLTZIS,O,O,X,X,X
OJLTZSI,O,X,X,X,X
OJLITSZ,X,O,X,X,X
OJLITZS,O,O,X,X,X
OJLISTZ,X,O,X,X,X
OJLISZT,X,O,O,X,O
OJLIZTS,O,X,X,X,X
OJLIZST,O,O,X,X,O
OJLSTIZ,X,X,X,X,X
OJLSTZI,X,X,X,X,X
OJLSITZ,X,O,X,X,X
OJLSIZT,X,O,O,X,X
OJLSZTI,X,X,X,X,X
OJLSZIT,X,X,X,X,X
OJLZTIS,O,X,X,X,X
OJLZTSI,X,X,X,X,X
OJLZITS,O,X,X,X,X
OJLZIST,O,O,X,X,X
OJLZSTI,X,X,X,X,X
OJLZSIT,O,X,X,X,X
OJSTILZ,X,X,X,X,X
OJSTIZL,X,X,X,X,X
OJSTLIZ,X,X,X,X,X
OJSTLZI,X,X,X,X,X
OJSTZIL,X,X,X,X,X
OJSTZLI,X,X,X,X,X
OJSITLZ,X,X,X,X,X
OJSITZL,X,X,X,X,X
OJSILTZ,X,O,X,X,X
OJSILZT,X,O,O,X,X
OJSIZTL,X,X,X,X,X
OJSIZLT,X,X,X,X,X
OJSLTIZ,X,X,X,X,X
OJSLTZI,X,X,X,X,X
OJSLITZ,X,O,X,X,X
OJSLIZT,X,O,O,X,X
OJSLZTI,X,X,X,X,X
OJSLZIT,X,X,X,X,X
OJSZTIL,X,X,X,X,X
OJSZTLI,X,X,X,X,X
OJSZITL,X,X,X,X,X
OJSZILT,X,X,X,X,X
OJSZLTI,X,X,X,X,X
OJSZLIT,X,X,X,X,X
OJZTILS,O,X,X,X,X
OJZTISL,X,X,X,X,X
OJZTLIS,O,X,X,X,X
OJZTLSI,X,X,X,X,X
OJZTSIL,X,X,X,X,X
OJZTSLI,X,X,X,X,X
OJZITLS,O,X,X,X,X
OJZITSL,X,X,X,X,X
OJZILTS,O,X,X,X,X
OJZILST,O,O,X,X,X
OJZISTL,X,X,X,X,X
OJZISLT,O,X,X,X,X
OJZLTIS,O,X,X,X,X
OJZLTSI,X,X,X,X,X
OJZLITS,O,X,X,X,X
OJZLIST,O,O,X,X,X
OJZLSTI,X,X,X,X,X
OJZLSIT,O,X,X,X,X
OJZSTIL,X,X,X,X,X
OJZSTLI,X,X,X,X,X
OJZSITL,X,X,X,X,X
OJZSILT,O,X,X,X,X
OJZSLTI,X,X,X,X,X
OJZSLIT,O,X,X,X,X
OSTILJZ,X,O,X,X,X
OSTILZJ,O,X,O,X,X
OSTIJLZ,X,O,X,X,X
OSTIJZL,X,X,X,X,X
OSTIZLJ,O,X,X,X,X
OSTIZJL,O,X,X,X,X
OSTLIJZ,X,O,X,X,X
OSTLIZJ,O,X,O,X,X
OSTLJIZ,X,O,X,X,X
OSTLJZI,X,X,X,X,X
OSTLZIJ,O,X,X,X,X
OSTLZJI,O,X,X,X,X
OSTJILZ,X,O,X,X,X
OSTJIZL,X,X,X,X,X
OSTJLIZ,X,O,X,X,X
OSTJLZI,X,X,X,X,X
OSTJZIL,X,X,X,X,X
OSTJZLI,X,X,X,X,X
OSTZILJ,O,X,X,X,X
OSTZIJL,O,X,X,X,X
OSTZLIJ,O,X,X,X,X
OSTZLJI,O,X,X,X,X
OSTZJIL,O,X,X,X,X
OSTZJLI,O,X,X,X,X
OSITLJZ,X,O,X,X,X
OSITLZJ,O,X,O,X,X
OSITJLZ,X,O,X,X,X
OSITJZL,X,X,X,X,X
OSITZLJ,O,X,X,X,X
OSITZJL,O,X,X,X,X
OSILTJZ,X,O,X,X,X
OSILTZJ,O,X,O,X,X
OSILJTZ,X,O,X,X,X
OSILJZT,X,O,O,O,X
OSILZTJ,X,X,O,X,X
OSILZJT,O,X,O,O,X
OSIJTLZ,X,X,X,X,X
OSIJTZL,X,X,X,X,X
OSIJLTZ,X,O,X,X,X
OSIJLZT,X,O,O,O,X
OSIJZTL,X,X,X,X,X
OSIJZLT,X,X,X,X,X
OSIZTLJ,X,X,X,X,X
OSIZTJL,X,X,X,X,X
OSIZLTJ,X,X,O,X,X
OSIZLJT,O,X,O,X,X
OSIZJTL,X,X,X,X,X
OSIZJLT,O,X,X,X,X
OSLTIJZ,X,O,X,X,X
OSLTIZJ,O,X,O,X,X
OSLTJIZ,X,O,X,X,X
OSLTJZI,X,X,X,X,X
OSLTZIJ,O,X,X,X,X
OSLTZJI,O,X,X,X,X
OSLITJZ,X,O,X,X,X
OSLITZJ,O,X,O,X,X
OSLIJTZ,X,O,X,X,X
OSLIJZT,X,O,O,O,X
OSLIZTJ,X,X,O,X,X
OSLIZJT,O,X,O,O,X
OSLJTIZ,X,X,X,X,X
OSLJTZI,X,X,X,X,X
OSLJITZ,X,O,X,X,X
OSLJIZT,X,O,O,O,X
OSLJZTI,X,X,X,X,X
OSLJZIT,X,X,X,X,X
OSLZTIJ,X,X,X,X,X
OSLZTJI,X,X,X,X,X
OSLZITJ,X,X,O,X,X
OSLZIJT,O,X,O,X,X
OSLZJTI,X,X,X,X,X
OSLZJIT,O,X,X,X,X
OSJTILZ,X,X,X,X,X
OSJTIZL,X,X,X,X,X
OSJTLIZ,X,X,X,X,X
OSJTLZI,X,X,X,X,X
OSJTZIL,X,X,X,X,X
OSJTZLI,X,X,X,X,X
OSJITLZ,X,X,X,X,X
OSJITZL,X,X,X,X,X
OSJILTZ,X,O,X,X,X
OSJILZT,X,O,O,O,X
OSJIZTL,X,X,X,X,X
OSJIZLT,X,X,X,X,X
OSJLTIZ,X,X,X,X,X
OSJLTZI,X,X,X,X,X
OSJLITZ,X,O,X,X,X
OSJLIZT,X,O,O,O,X
OSJLZTI,X,X,X,X,X
OSJLZIT,X,X,X,X,X
OSJZTIL,X,X,X,X,X
OSJZTLI,X,X,X,X,X
OSJZITL,X,X,X,X,X
OSJZILT,X,X,X,X,X
OSJZLTI,X,X,X,X,X
OSJZLIT,X,X,X,X,X
OSZTILJ,X,X,X,X,X
OSZTIJL,X,X,X,X,X
OSZTLIJ,X,X,X,X,X
OSZTLJI,X,X,X,X,X
OSZTJIL,X,X,X,X,X
OSZTJLI,X,X,X,X,X
OSZITLJ,X,X,X,X,X
OSZITJL,X,X,X,X,X
OSZILTJ,X,X,O,X,X
OSZILJT,O,X,O,X,X
OSZIJTL,X,X,X,X,X
OSZIJLT,O,X,X,X,X
OSZLTIJ,X,X,X,X,X
OSZLTJI,X,X,X,X,X
OSZLITJ,X,X,O,X,X
OSZLIJT,O,X,O,X,X
OSZLJTI,X,X,X,X,X
OSZLJIT,O,X,X,X,X
OSZJTIL,X,X,X,X,X
OSZJTLI,X,X,X,X,X
OSZJITL,X,X,X,X,X
OSZJILT,O,X,X,X,X
OSZJLTI,X,X,X,X,X
OSZJLIT,O,X,X,X,X
OZTILJS,O,O,X,X,X
OZTILSJ,O,X,X,X,X
OZTIJLS,O,O,X,X,X
OZTIJSL,O,X,X,X,X
OZTISLJ,O,X,X,X,X
OZTISJL,O,X,X,X,X
OZTLIJS,O,O,X,X,X
OZTLISJ,O,X,X,X,X
OZTLJIS,O,O,X,X,X
OZTLJSI,O,X,X,X,X
OZTLSIJ,O,X,X,X,X
OZTLSJI,O,X,X,X,X
OZTJILS,O,O,X,X,X
OZTJISL,O,X,X,X,X
OZTJLIS,O,O,X,X,X
OZTJLSI,O,X,X,X,X
OZTJSIL,O,X,X,X,X
OZTJSLI,O,X,X,X,X
OZTSILJ,O,X,X,X,X
OZTSIJL,O,X,X,X,X
OZTSLIJ,O,X,X,X,X
OZTSLJI,O,X,X,X,X
OZTSJIL,O,X,X,X,X
OZTSJLI,O,X,X,X,X
OZITLJS,O,O,X,X,X
OZITLSJ,O,X,X,X,X
OZITJLS,O,O,X,X,X
OZITJSL,O,X,X,X,X
OZITSLJ,O,X,X,X,X
OZITSJL,O,X,X,X,X
OZILTJS,O,O,X,X,X
OZILTSJ,O,X,X,X,X
OZILJTS,O,X,X,X,X
OZILJST,O,O,X,X,X
OZILSTJ,X,X,O,X,X
OZILSJT,O,X,O,X,X
OZIJTLS,O,X,X,X,X
OZIJTSL,X,X,X,X,X
OZIJLTS,O,X,X,X,X
OZIJLST,O,O,X,X,X
OZIJSTL,X,X,X,X,X
OZIJSLT,O,X,X,X,X
OZISTLJ,X,X,X,X,X
OZISTJL,X,X,X,X,X
OZISLTJ,X,X,O,X,X
OZISLJT,O,X,O,X,X
OZISJTL,X,X,X,X,X
OZISJLT,O,X,X,X,X
OZLTIJS,O,O,X,X,X
OZLTISJ,O,X,X,X,X
OZLTJIS,O,O,X,X,X
OZLTJSI,O,X,X,X,X
OZLTSIJ,O,X,X,X,X
OZLTSJI,O,X,X,X,X
OZLITJS,O,O,X,X,X
OZLITSJ,O,X,X,X,X
OZLIJTS,O,X,X,X,X
OZLIJST,O,O,X,X,X
OZLISTJ,X,X,O,X,X
OZLISJT,O,X,O,X,X
OZLJTIS,O,X,X,X,X
OZLJTSI,X,X,X,X,X
OZLJITS,O,X,X,X,X
OZLJIST,O,O,X,X,X
OZLJSTI,X,X,X,X,X
OZLJSIT,O,X,X,X,X
OZLSTIJ,X,X,X,X,X
OZLSTJI,X,X,X,X,X
OZLSITJ,X,X,O,X,X
OZLSIJT,O,X,O,X,X
OZLSJTI,X,X,X,X,X
OZLSJIT,O,X,X,X,X
OZJTILS,O,X,X,X,X
OZJTISL,X,X,X,X,X
OZJTLIS,O,X,X,X,X
OZJTLSI,X,X,X,X,X
OZJTSIL,X,X,X,X,X
OZJTSLI,X,X,X,X,X
OZJITLS,O,X,X,X,X
OZJITSL,X,X,X,X,X
OZJILTS,O,X,X,X,X
OZJILST,O,O,X,X,X
OZJISTL,X,X,X,X,X
OZJISLT,O,X,X,X,X
OZJLTIS,O,X,X,X,X
OZJLTSI,X,X,X,X,X
OZJLITS,O,X,X,X,X
OZJLIST,O,O,X,X,X
OZJLSTI,X,X,X,X,X
OZJLSIT,O,X,X,X,X
OZJSTIL,X,X,X,X,X
OZJSTLI,X,X,X,X,X
OZJSITL,X,X,X,X,X
OZJSILT,O,X,X,X,X
OZJSLTI,X,X,X,X,X
OZJSLIT,O,X,X,X,X
OZSTILJ,X,X,X,X,X
OZSTIJL,X,X,X,X,X
OZSTLIJ,X,X,X,X,X
OZSTLJI,X,X,X,X,X
OZSTJIL,X,X,X,X,X
OZSTJLI,X,X,X,X,X
OZSITLJ,X,X,X,X,X
OZSITJL,X,X,X,X,X
OZSILTJ,X,X,O,X,X
OZSILJT,O,X,O,X,X
OZSIJTL,X,X,X,X,X
OZSIJLT,O,X,X,X,X
OZSLTIJ,X,X,X,X,X
OZSLTJI,X,X,X,X,X
OZSLITJ,X,X,O,X,X
OZSLIJT,O,X,O,X,X
OZSLJTI,X,X,X,X,X
OZSLJIT,O,X,X,X,X
OZSJTIL,X,X,X,X,X
OZSJTLI,X,X,X,X,X
OZSJITL,X,X,X,X,X
OZSJILT,O,X,X,X,X
OZSJLTI,X,X,X,X,X
OZSJLIT,O,X,X,X,X
