sequence,v115@IhA8HeB8AeD8CeG8AeB8Je3BJvhEicB+oBMlBzaBJa?B,v115@IhA8HeB8AeD8CeG8AeB8Je+IJvhEJaBilBshBXcBza?B,v115@IhA8HeB8AeD8CeG8AeB8Je+IJvhEJaBalB3hBsgBzV?B,v115@IhA8HeB8AeD8CeG8AeB8Je+IJvhEThBPdBqNBMlBJa?B,v115@IhA8HeB8AeD8CeG8AeB8JeJ6IvhEuaBUhBvnBToBSj?B,v115@IhA8HeB8AeD8CeG8AeB8JeTIJvhEvnBUhBuaBJaBKL?B
JZIOLTS,X,O,O,X,X,O
JZIOLST,O,O,O,O,O,O
JZIOSTL,O,X,X,O,O,O
JZIOSLT,O,O,O,O,O,O
JZLTISO,X,O,O,X,X,X
JZLTIOS,X,O,O,X,X,X
JZLTSIO,X,O,O,X,X,X
JZLTSOI,X,O,O,X,X,X
JZLTOIS,X,O,O,X,X,X
JZLTOSI,X,O,O,X,X,X
JZLITSO,X,O,O,X,X,O
JZLITOS,X,O,O,X,X,O
JZLISTO,O,O,O,X,X,O
JZLISOT,O,O,O,X,O,O
JZLIOTS,X,O,O,X,X,O
JZLIOST,O,O,O,O,O,O
JZLSTIO,O,O,O,X,X,X
JZLSTOI,O,O,O,X,X,X
JZLSITO,O,O,O,X,X,O
JZLSIOT,O,O,O,X,O,O
JZLSOTI,O,O,O,X,O,X
JZLSOIT,O,O,O,X,O,O
JZLOTIS,X,O,O,X,X,X
JZLOTSI,X,O,O,X,X,X
JZLOITS,X,O,O,X,X,O
JZLOIST,O,O,O,O,O,O
JZLOSTI,O,O,O,O,O,X
JZLOSIT,O,O,O,O,O,O
JZSTILO,O,O,O,X,X,O
JZSTIOL,O,X,X,X,O,O
JZSTLIO,O,O,O,X,X,X
JZSTLOI,O,O,O,X,X,X
JZSTOIL,O,X,X,X,O,O
JZSTOLI,O,X,X,X,O,X
JZSITLO,O,O,O,X,X,O
JZSITOL,O,X,X,X,O,O
JZSILTO,O,O,O,X,X,O
JZSILOT,O,O,O,X,O,O
JZSIOTL,O,X,X,O,O,O
JZSIOLT,O,O,O,O,O,O
JZSLTIO,O,O,O,X,X,X
JZSLTOI,O,O,O,X,X,X
JZSLITO,O,O,O,X,X,O
JZSLIOT,O,O,O,X,O,O
JZSLOTI,O,O,O,X,O,X
JZSLOIT,O,O,O,X,O,O
JZSOTIL,O,X,X,O,O,O
JZSOTLI,O,X,X,O,O,X
JZSOITL,O,X,X,O,O,O
JZSOILT,O,O,O,O,O,O
JZSOLTI,O,O,O,O,O,X
JZSOLIT,O,O,O,O,O,O
JZOTILS,X,O,X,X,X,O
JZOTISL,O,X,X,O,O,O
JZOTLIS,X,O,X,X,X,X
JZOTLSI,X,O,X,X,X,X
JZOTSIL,O,X,X,O,O,O
JZOTSLI,O,X,X,O,O,X
JZOITLS,X,O,X,X,X,O
JZOITSL,O,X,X,O,O,O
JZOILTS,X,O,O,X,X,O
JZOILST,O,O,O,O,O,O
JZOISTL,O,X,X,O,O,O
JZOISLT,O,O,O,O,O,O
JZOLTIS,X,O,O,X,X,X
JZOLTSI,X,O,O,X,X,X
JZOLITS,X,O,O,X,X,O
JZOLIST,O,O,O,O,O,O
JZOLSTI,O,O,O,O,O,X
JZOLSIT,O,O,O,O,O,O
JZOSTIL,O,X,X,O,O,O
JZOSTLI,O,X,X,O,O,X
JZOSITL,O,X,X,O,O,O
JZOSILT,O,O,O,O,O,O
JZOSLTI,O,O,O,O,O,X
JZOSLIT,O,O,O,O,O,O
JOTILSZ,X,O,X,X,X,O
JOTILZS,X,O,X,X,X,O
JOTISLZ,X,X,X,O,O,O
JOTISZL,X,X,X,O,O,O
JOTIZLS,X,O,X,X,X,O
JOTIZSL,X,X,X,O,O,O
JOTLISZ,X,O,X,X,X,X
JOTLIZS,X,O,X,X,X,X
JOTLSIZ,X,O,X,X,X,X
JOTLSZI,X,O,X,X,X,X
JOTLZIS,X,O,X,X,X,X
JOTLZSI,X,O,X,X,X,X
JOTSILZ,X,X,X,O,O,O
JOTSIZL,X,X,X,O,O,O
JOTSLIZ,X,X,X,O,O,X
JOTSLZI,X,X,X,O,O,X
JOTSZIL,X,X,X,O,O,O
JOTSZLI,X,X,X,O,O,X
JOTZILS,X,O,X,X,X,O
JOTZISL,X,X,X,O,O,O
JOTZLIS,X,O,X,X,X,X
JOTZLSI,X,O,X,X,X,X
JOTZSIL,X,X,X,O,O,O
JOTZSLI,X,X,X,O,O,X
JOITLSZ,X,O,X,X,X,O
JOITLZS,X,O,X,X,X,O
JOITSLZ,X,X,X,O,O,O
JOITSZL,X,X,X,O,O,O
JOITZLS,X,O,X,X,X,O
JOITZSL,X,X,X,O,O,O
JOILTSZ,X,O,O,X,X,O
JOILTZS,X,O,O,X,X,O
JOILSTZ,X,O,O,O,O,O
JOILSZT,X,O,O,O,O,O
JOILZTS,X,O,O,X,X,O
JOILZST,X,O,O,O,O,O
JOISTLZ,X,X,X,O,O,O
JOISTZL,X,X,X,O,O,O
JOISLTZ,X,O,O,O,O,O
JOISLZT,O,O,O,O,O,O
JOISZTL,O,X,X,O,O,O
JOISZLT,O,O,O,O,O,O
JOIZTLS,X,O,X,X,X,O
JOIZTSL,O,X,X,O,O,O
JOIZLTS,X,O,O,X,X,O
JOIZLST,O,O,O,O,O,O
JOIZSTL,O,X,X,O,O,O
JOIZSLT,O,O,O,O,O,O
JOLTISZ,X,O,O,X,X,X
JOLTIZS,X,O,O,X,X,X
JOLTSIZ,X,O,O,X,X,X
JOLTSZI,X,O,O,X,X,X
JOLTZIS,X,O,O,X,X,X
JOLTZSI,X,O,O,X,X,X
JOLITSZ,X,O,O,X,X,O
JOLITZS,X,O,O,X,X,O
JOLISTZ,X,O,O,O,O,O
JOLISZT,X,O,O,O,O,O
JOLIZTS,X,O,O,X,X,O
JOLIZST,X,O,O,O,O,O
JOLSTIZ,X,O,O,O,O,X
JOLSTZI,X,O,O,O,O,X
JOLSITZ,X,O,O,O,O,O
JOLSIZT,X,O,O,O,O,O
JOLSZTI,X,O,O,O,O,X
JOLSZIT,X,O,O,O,O,O
JOLZTIS,X,O,O,X,X,X
JOLZTSI,X,O,O,X,X,X
JOLZITS,X,O,O,X,X,O
JOLZIST,X,O,O,O,O,O
JOLZSTI,X,O,O,O,O,X
JOLZSIT,X,O,O,O,O,O
JOSTILZ,X,X,X,O,O,O
JOSTIZL,X,X,X,O,O,O
JOSTLIZ,X,X,X,O,O,X
JOSTLZI,X,X,X,O,O,X
JOSTZIL,X,X,X,O,O,O
JOSTZLI,X,X,X,O,O,X
JOSITLZ,X,X,X,O,O,O
JOSITZL,X,X,X,O,O,O
JOSILTZ,X,O,O,O,O,O
JOSILZT,O,O,O,O,O,O
JOSIZTL,O,X,X,O,O,O
JOSIZLT,O,O,O,O,O,O
JOSLTIZ,X,O,O,O,O,X
JOSLTZI,X,O,O,O,O,X
JOSLITZ,X,O,O,O,O,O
JOSLIZT,O,O,O,O,O,O
JOSLZTI,O,O,O,O,O,X
JOSLZIT,O,O,O,O,O,O
JOSZTIL,O,X,X,O,O,O
JOSZTLI,O,X,X,O,O,X
JOSZITL,O,X,X,O,O,O
JOSZILT,O,O,O,O,O,O
JOSZLTI,O,O,O,O,O,X
JOSZLIT,O,O,O,O,O,O
JOZTILS,X,O,X,X,X,O
JOZTISL,O,X,X,O,O,O
JOZTLIS,X,O,X,X,X,X
JOZTLSI,X,O,X,X,X,X
JOZTSIL,O,X,X,O,O,O
JOZTSLI,O,X,X,O,O,X
JOZITLS,X,O,X,X,X,O
JOZITSL,O,X,X,O,O,O
JOZILTS,X,O,O,X,X,O
JOZILST,O,O,O,O,O,O
JOZISTL,O,X,X,O,O,O
JOZISLT,O,O,O,O,O,O
JOZLTIS,X,O,O,X,X,X
JOZLTSI,X,O,O,X,X,X
JOZLITS,X,O,O,X,X,O
JOZLIST,O,O,O,O,O,O
JOZLSTI,O,O,O,O,O,X
JOZLSIT,O,O,O,O,O,O
JOZSTIL,O,X,X,O,O,O
JOZSTLI,O,X,X,O,O,X
JOZSITL,O,X,X,O,O,O
JOZSILT,O,O,O,O,O,O
JOZSLTI,O,O,O,O,O,X
JOZSLIT,O,O,O,O,O,O
STILJZO,O,X,O,X,X,O
STILJOZ,X,X,O,X,X,O
STILZJO,O,X,O,X,X,O
STILZOJ,O,X,O,X,X,O
STILOJZ,X,X,O,X,X,O
STILOZJ,X,X,O,X,X,O
STIJLZO,O,X,O,X,X,O
STIJLOZ,X,X,O,X,X,O
STIJZLO,O,X,O,X,X,O
STIJZOL,O,X,X,X,O,O
STIJOLZ,X,X,X,X,O,O
STIJOZL,X,X,X,X,O,O
STIZLJO,O,X,O,X,X,O
STIZLOJ,O,X,O,X,X,O
STIZJLO,O,X,O,X,X,O
STIZJOL,O,X,X,X,O,O
STIZOLJ,O,X,X,X,O,O
STIZOJL,O,X,X,X,O,O
STIOLJZ,X,X,X,X,O,O
STIOLZJ,X,X,X,X,O,O
STIOJLZ,X,X,X,X,O,O
STIOJZL,X,X,X,X,O,O
STIOZLJ,X,X,X,X,O,O
STIOZJL,X,X,X,X,O,O
STLIJZO,O,X,O,X,X,X
STLIJOZ,X,X,O,X,X,X
STLIZJO,O,X,O,X,X,X
STLIZOJ,O,X,O,X,X,X
STLIOJZ,X,X,O,X,X,X
STLIOZJ,X,X,O,X,X,X
STLJIZO,O,X,O,X,X,X
STLJIOZ,X,X,O,X,X,X
STLJZIO,O,X,O,X,X,X
STLJZOI,O,X,O,X,X,X
STLJOIZ,X,X,O,X,X,X
STLJOZI,X,X,O,X,X,X
STLZIJO,O,X,O,X,X,X
STLZIOJ,O,X,O,X,X,X
STLZJIO,O,X,O,X,X,X
STLZJOI,O,X,O,X,X,X
STLZOIJ,O,X,O,X,X,X
STLZOJI,O,X,O,X,X,X
STLOIJZ,X,X,O,X,X,X
STLOIZJ,X,X,O,X,X,X
STLOJIZ,X,X,O,X,X,X
STLOJZI,X,X,O,X,X,X
STLOZIJ,X,X,O,X,X,X
STLOZJI,X,X,O,X,X,X
STJILZO,O,X,O,X,X,O
STJILOZ,X,X,O,X,X,O
STJIZLO,O,X,O,X,X,O
STJIZOL,O,X,X,X,O,O
STJIOLZ,X,X,X,X,O,O
STJIOZL,X,X,X,X,O,O
STJLIZO,O,X,O,X,X,X
STJLIOZ,X,X,O,X,X,X
STJLZIO,O,X,O,X,X,X
STJLZOI,O,X,O,X,X,X
STJLOIZ,X,X,O,X,X,X
STJLOZI,X,X,O,X,X,X
STJZILO,O,X,O,X,X,O
STJZIOL,O,X,X,X,O,O
STJZLIO,O,X,O,X,X,X
STJZLOI,O,X,O,X,X,X
STJZOIL,O,X,X,X,O,O
STJZOLI,O,X,X,X,O,X
STJOILZ,X,X,X,X,O,O
STJOIZL,X,X,X,X,O,O
STJOLIZ,X,X,X,X,O,X
STJOLZI,X,X,X,X,O,X
STJOZIL,X,X,X,X,O,O
STJOZLI,X,X,X,X,O,X
STZILJO,O,X,O,X,X,O
STZILOJ,O,X,O,X,X,O
STZIJLO,O,X,O,X,X,O
STZIJOL,O,X,X,X,O,O
STZIOLJ,O,X,X,X,O,O
STZIOJL,O,X,X,X,O,O
STZLIJO,O,X,O,X,X,X
STZLIOJ,O,X,O,X,X,X
STZLJIO,O,X,O,X,X,X
STZLJOI,O,X,O,X,X,X
STZLOIJ,O,X,O,X,X,X
STZLOJI,O,X,O,X,X,X
STZJILO,O,X,O,X,X,O
STZJIOL,O,X,X,X,O,O
STZJLIO,O,X,O,X,X,X
STZJLOI,O,X,O,X,X,X
STZJOIL,O,X,X,X,O,O
STZJOLI,O,X,X,X,O,X
STZOILJ,O,X,X,X,O,O
STZOIJL,O,X,X,X,O,O
STZOLIJ,O,X,X,X,O,X
STZOLJI,O,X,X,X,O,X
STZOJIL,O,X,X,X,O,O
STZOJLI,O,X,X,X,O,X
STOILJZ,X,X,X,X,O,O
STOILZJ,X,X,X,X,O,O
STOIJLZ,X,X,X,X,O,O
STOIJZL,X,X,X,X,O,O
STOIZLJ,X,X,X,X,O,O
STOIZJL,X,X,X,X,O,O
STOLIJZ,X,X,X,X,O,X
STOLIZJ,X,X,X,X,O,X
STOLJIZ,X,X,X,X,O,X
STOLJZI,X,X,X,X,O,X
STOLZIJ,X,X,X,X,O,X
STOLZJI,X,X,X,X,O,X
STOJILZ,X,X,X,X,O,O
STOJIZL,X,X,X,X,O,O
STOJLIZ,X,X,X,X,O,X
STOJLZI,X,X,X,X,O,X
STOJZIL,X,X,X,X,O,O
STOJZLI,X,X,X,X,O,X
STOZILJ,X,X,X,X,O,O
STOZIJL,X,X,X,X,O,O
STOZLIJ,X,X,X,X,O,X
STOZLJI,X,X,X,X,O,X
STOZJIL,X,X,X,X,O,O
STOZJLI,X,X,X,X,O,X
SITLJZO,O,X,O,X,X,O
SITLJOZ,X,X,O,X,X,O
SITLZJO,O,X,O,X,X,O
SITLZOJ,O,X,O,X,X,O
SITLOJZ,X,X,O,X,X,O
SITLOZJ,X,X,O,X,X,O
SITJLZO,O,X,O,X,X,O
SITJLOZ,X,X,O,X,X,O
SITJZLO,O,X,O,X,X,O
SITJZOL,O,X,X,X,O,O
SITJOLZ,X,X,X,X,O,O
SITJOZL,X,X,X,X,O,O
SITZLJO,O,X,O,X,X,O
SITZLOJ,O,X,O,X,X,O
SITZJLO,O,X,O,X,X,O
SITZJOL,O,X,X,X,O,O
SITZOLJ,O,X,X,X,O,O
SITZOJL,O,X,X,X,O,O
SITOLJZ,X,X,X,X,O,O
SITOLZJ,X,X,X,X,O,O
SITOJLZ,X,X,X,X,O,O
SITOJZL,X,X,X,X,O,O
SITOZLJ,X,X,X,X,O,O
SITOZJL,X,X,X,X,O,O
SILTJZO,O,O,O,X,X,O
SILTJOZ,X,O,O,X,X,O
SILTZJO,O,O,O,X,X,O
SILTZOJ,O,O,O,X,X,O
SILTOJZ,X,O,O,X,X,O
SILTOZJ,X,O,O,X,X,O
SILJTZO,O,O,O,X,X,O
SILJTOZ,X,O,O,X,X,O
SILJZTO,O,O,O,X,X,O
SILJZOT,O,O,O,X,O,O
SILJOTZ,X,O,O,X,O,O
SILJOZT,O,O,O,X,O,O
SILZTJO,O,O,O,X,X,O
SILZTOJ,O,O,O,X,X,O
SILZJTO,O,O,O,X,X,O
SILZJOT,O,O,O,X,O,O
SILZOTJ,O,O,O,X,O,O
SILZOJT,O,O,O,X,O,O
SILOTJZ,X,O,O,X,O,O
SILOTZJ,X,O,O,X,O,O
SILOJTZ,X,O,O,X,O,O
SILOJZT,O,O,O,X,O,O
SILOZTJ,O,O,O,X,O,O
SILOZJT,O,O,O,X,O,O
SIJTLZO,O,X,O,X,X,O
SIJTLOZ,X,X,O,X,X,O
SIJTZLO,O,X,O,X,X,O
SIJTZOL,O,X,X,X,O,O
SIJTOLZ,X,X,X,X,O,O
SIJTOZL,X,X,X,X,O,O
SIJLTZO,O,O,O,X,X,O
SIJLTOZ,X,O,O,X,X,O
SIJLZTO,O,O,O,X,X,O
SIJLZOT,O,O,O,X,O,O
SIJLOTZ,X,O,O,X,O,O
SIJLOZT,O,O,O,X,O,O
SIJZTLO,O,O,O,X,X,O
SIJZTOL,O,X,X,X,O,O
SIJZLTO,O,O,O,X,X,O
SIJZLOT,O,O,O,X,O,O
SIJZOTL,O,X,X,O,O,O
SIJZOLT,O,O,O,O,O,O
SIJOTLZ,X,X,X,O,O,O
SIJOTZL,X,X,X,O,O,O
SIJOLTZ,X,O,O,O,O,O
SIJOLZT,O,O,O,O,O,O
SIJOZTL,O,X,X,O,O,O
SIJOZLT,O,O,O,O,O,O
SIZTLJO,O,O,O,X,X,O
SIZTLOJ,O,O,O,X,X,O
SIZTJLO,O,O,O,X,X,O
SIZTJOL,O,X,X,X,O,O
SIZTOLJ,O,X,X,X,O,O
SIZTOJL,O,X,X,X,O,O
SIZLTJO,O,O,O,X,X,O
SIZLTOJ,O,O,O,X,X,O
SIZLJTO,O,O,O,X,X,O
SIZLJOT,O,O,O,X,O,O
SIZLOTJ,O,O,O,X,O,O
SIZLOJT,O,O,O,X,O,O
SIZJTLO,O,O,O,X,X,O
SIZJTOL,O,X,X,X,O,O
SIZJLTO,O,O,O,X,X,O
SIZJLOT,O,O,O,X,O,O
SIZJOTL,O,X,X,O,O,O
SIZJOLT,O,O,O,O,O,O
SIZOTLJ,O,X,X,O,O,O
SIZOTJL,O,X,X,O,O,O
SIZOLTJ,O,O,O,O,O,O
SIZOLJT,O,O,O,O,O,O
SIZOJTL,O,X,X,O,O,O
SIZOJLT,O,O,O,O,O,O
SIOTLJZ,X,X,X,O,O,O
SIOTLZJ,X,X,X,O,O,O
SIOTJLZ,X,X,X,O,O,O
SIOTJZL,X,X,X,O,O,O
SIOTZLJ,X,X,X,O,O,O
SIOTZJL,X,X,X,O,O,O
SIOLTJZ,X,O,O,O,O,O
SIOLTZJ,X,O,O,O,O,O
SIOLJTZ,X,O,O,O,O,O
SIOLJZT,O,O,O,O,O,O
SIOLZTJ,O,O,O,O,O,O
SIOLZJT,O,O,O,O,O,O
SIOJTLZ,X,X,X,O,O,O
SIOJTZL,X,X,X,O,O,O
SIOJLTZ,X,O,O,O,O,O
SIOJLZT,O,O,O,O,O,O
SIOJZTL,O,X,X,O,O,O
SIOJZLT,O,O,O,O,O,O
SIOZTLJ,O,X,X,O,O,O
SIOZTJL,O,X,X,O,O,O
SIOZLTJ,O,O,O,O,O,O
SIOZLJT,O,O,O,O,O,O
SIOZJTL,O,X,X,O,O,O
SIOZJLT,O,O,O,O,O,O
SLTIJZO,O,O,O,X,X,X
SLTIJOZ,X,O,O,X,X,X
SLTIZJO,O,O,O,X,X,X
SLTIZOJ,O,O,O,X,X,X
SLTIOJZ,X,O,O,X,X,X
SLTIOZJ,X,O,O,X,X,X
SLTJIZO,O,O,O,X,X,X
SLTJIOZ,X,O,O,X,X,X
SLTJZIO,O,O,O,X,X,X
SLTJZOI,O,O,O,X,X,X
SLTJOIZ,X,O,O,X,X,X
SLTJOZI,X,O,O,X,X,X
SLTZIJO,O,O,O,X,X,X
SLTZIOJ,O,O,O,X,X,X
SLTZJIO,O,O,O,X,X,X
SLTZJOI,O,O,O,X,X,X
SLTZOIJ,O,O,O,X,X,X
SLTZOJI,O,O,O,X,X,X
SLTOIJZ,X,O,O,X,X,X
SLTOIZJ,X,O,O,X,X,X
SLTOJIZ,X,O,O,X,X,X
SLTOJZI,X,O,O,X,X,X
SLTOZIJ,X,O,O,X,X,X
SLTOZJI,X,O,O,X,X,X
SLITJZO,O,O,O,X,X,O
SLITJOZ,X,O,O,X,X,O
SLITZJO,O,O,O,X,X,O
SLITZOJ,O,O,O,X,X,O
SLITOJZ,X,O,O,X,X,O
SLITOZJ,X,O,O,X,X,O
SLIJTZO,O,O,O,X,X,O
SLIJTOZ,X,O,O,X,X,O
SLIJZTO,O,O,O,X,X,O
SLIJZOT,O,O,O,X,O,O
SLIJOTZ,X,O,O,X,O,O
SLIJOZT,O,O,O,X,O,O
SLIZTJO,O,O,O,X,X,O
SLIZTOJ,O,O,O,X,X,O
SLIZJTO,O,O,O,X,X,O
SLIZJOT,O,O,O,X,O,O
SLIZOTJ,O,O,O,X,O,O
SLIZOJT,O,O,O,X,O,O
SLIOTJZ,X,O,O,X,O,O
SLIOTZJ,X,O,O,X,O,O
SLIOJTZ,X,O,O,X,O,O
SLIOJZT,O,O,O,X,O,O
SLIOZTJ,O,O,O,X,O,O
SLIOZJT,O,O,O,X,O,O
SLJTIZO,O,O,O,X,X,X
SLJTIOZ,X,O,O,X,X,X
SLJTZIO,O,O,O,X,X,X
SLJTZOI,O,O,O,X,X,X
SLJTOIZ,X,O,O,X,X,X
SLJTOZI,X,O,O,X,X,X
SLJITZO,O,O,O,X,X,O
SLJITOZ,X,O,O,X,X,O
SLJIZTO,O,O,O,X,X,O
SLJIZOT,O,O,O,X,O,O
SLJIOTZ,X,O,O,X,O,O
SLJIOZT,O,O,O,X,O,O
SLJZTIO,O,O,O,X,X,X
SLJZTOI,O,O,O,X,X,X
SLJZITO,O,O,O,X,X,O
SLJZIOT,O,O,O,X,O,O
SLJZOTI,O,O,O,X,O,X
SLJZOIT,O,O,O,X,O,O
SLJOTIZ,X,O,O,X,O,X
SLJOTZI,X,O,O,X,O,X
SLJOITZ,X,O,O,X,O,O
SLJOIZT,O,O,O,X,O,O
SLJOZTI,O,O,O,X,O,X
SLJOZIT,O,O,O,X,O,O
SLZTIJO,O,O,O,X,X,X
SLZTIOJ,O,O,O,X,X,X
SLZTJIO,O,O,O,X,X,X
SLZTJOI,O,O,O,X,X,X
SLZTOIJ,O,O,O,X,X,X
SLZTOJI,O,O,O,X,X,X
SLZITJO,O,O,O,X,X,O
SLZITOJ,O,O,O,X,X,O
SLZIJTO,O,O,O,X,X,O
SLZIJOT,O,O,O,X,O,O
SLZIOTJ,O,O,O,X,O,O
SLZIOJT,O,O,O,X,O,O
SLZJTIO,O,O,O,X,X,X
SLZJTOI,O,O,O,X,X,X
SLZJITO,O,O,O,X,X,O
SLZJIOT,O,O,O,X,O,O
SLZJOTI,O,O,O,X,O,X
SLZJOIT,O,O,O,X,O,O
SLZOTIJ,O,O,O,X,O,X
SLZOTJI,O,O,O,X,O,X
SLZOITJ,O,O,O,X,O,O
SLZOIJT,O,O,O,X,O,O
SLZOJTI,O,O,O,X,O,X
SLZOJIT,O,O,O,X,O,O
SLOTIJZ,X,O,O,X,O,X
SLOTIZJ,X,O,O,X,O,X
SLOTJIZ,X,O,O,X,O,X
SLOTJZI,X,O,O,X,O,X
SLOTZIJ,X,O,O,X,O,X
SLOTZJI,X,O,O,X,O,X
SLOITJZ,X,O,O,X,O,O
SLOITZJ,X,O,O,X,O,O
SLOIJTZ,X,O,O,X,O,O
SLOIJZT,O,O,O,X,O,O
SLOIZTJ,O,O,O,X,O,O
SLOIZJT,O,O,O,X,O,O
SLOJTIZ,X,O,O,X,O,X
SLOJTZI,X,O,O,X,O,X
SLOJITZ,X,O,O,X,O,O
SLOJIZT,O,O,O,X,O,O
SLOJZTI,O,O,O,X,O,X
SLOJZIT,O,O,O,X,O,O
SLOZTIJ,O,O,O,X,O,X
SLOZTJI,O,O,O,X,O,X
SLOZITJ,O,O,O,X,O,O
SLOZIJT,O,O,O,X,O,O
SLOZJTI,O,O,O,X,O,X
SLOZJIT,O,O,O,X,O,O
SJTILZO,O,X,O,X,X,O
SJTILOZ,X,X,O,X,X,O
SJTIZLO,O,X,O,X,X,O
SJTIZOL,O,X,X,X,O,O
SJTIOLZ,X,X,X,X,O,O
SJTIOZL,X,X,X,X,O,O
SJTLIZO,O,X,O,X,X,X
SJTLIOZ,X,X,O,X,X,X
SJTLZIO,O,X,O,X,X,X
SJTLZOI,O,X,O,X,X,X
SJTLOIZ,X,X,O,X,X,X
SJTLOZI,X,X,O,X,X,X
SJTZILO,O,X,O,X,X,O
SJTZIOL,O,X,X,X,O,O
SJTZLIO,O,X,O,X,X,X
SJTZLOI,O,X,O,X,X,X
SJTZOIL,O,X,X,X,O,O
SJTZOLI,O,X,X,X,O,X
SJTOILZ,X,X,X,X,O,O
SJTOIZL,X,X,X,X,O,O
SJTOLIZ,X,X,X,X,O,X
SJTOLZI,X,X,X,X,O,X
SJTOZIL,X,X,X,X,O,O
SJTOZLI,X,X,X,X,O,X
SJITLZO,O,X,O,X,X,O
SJITLOZ,X,X,O,X,X,O
SJITZLO,O,X,O,X,X,O
SJITZOL,O,X,X,X,O,O
SJITOLZ,X,X,X,X,O,O
SJITOZL,X,X,X,X,O,O
SJILTZO,O,O,O,X,X,O
SJILTOZ,X,O,O,X,X,O
SJILZTO,O,O,O,X,X,O
SJILZOT,O,O,O,X,O,O
SJILOTZ,X,O,O,X,O,O
SJILOZT,O,O,O,X,O,O
SJIZTLO,O,O,O,X,X,O
SJIZTOL,O,X,X,X,O,O
SJIZLTO,O,O,O,X,X,O
SJIZLOT,O,O,O,X,O,O
SJIZOTL,O,X,X,O,O,O
SJIZOLT,O,O,O,O,O,O
SJIOTLZ,X,X,X,O,O,O
SJIOTZL,X,X,X,O,O,O
SJIOLTZ,X,O,O,O,O,O
SJIOLZT,O,O,O,O,O,O
SJIOZTL,O,X,X,O,O,O
SJIOZLT,O,O,O,O,O,O
SJLTIZO,O,O,O,X,X,X
SJLTIOZ,X,O,O,X,X,X
SJLTZIO,O,O,O,X,X,X
SJLTZOI,O,O,O,X,X,X
SJLTOIZ,X,O,O,X,X,X
SJLTOZI,X,O,O,X,X,X
SJLITZO,O,O,O,X,X,O
SJLITOZ,X,O,O,X,X,O
SJLIZTO,O,O,O,X,X,O
SJLIZOT,O,O,O,X,O,O
SJLIOTZ,X,O,O,X,O,O
SJLIOZT,O,O,O,X,O,O
SJLZTIO,O,O,O,X,X,X
SJLZTOI,O,O,O,X,X,X
SJLZITO,O,O,O,X,X,O
SJLZIOT,O,O,O,X,O,O
SJLZOTI,O,O,O,X,O,X
SJLZOIT,O,O,O,X,O,O
SJLOTIZ,X,O,O,X,O,X
SJLOTZI,X,O,O,X,O,X
SJLOITZ,X,O,O,X,O,O
SJLOIZT,O,O,O,X,O,O
SJLOZTI,O,O,O,X,O,X
SJLOZIT,O,O,O,X,O,O
SJZTILO,O,O,O,X,X,O
SJZTIOL,O,X,X,X,O,O
SJZTLIO,O,O,O,X,X,X
SJZTLOI,O,O,O,X,X,X
SJZTOIL,O,X,X,X,O,O
SJZTOLI,O,X,X,X,O,X
SJZITLO,O,O,O,X,X,O
SJZITOL,O,X,X,X,O,O
SJZILTO,O,O,O,X,X,O
SJZILOT,O,O,O,X,O,O
SJZIOTL,O,X,X,O,O,O
SJZIOLT,O,O,O,O,O,O
SJZLTIO,O,O,O,X,X,X
SJZLTOI,O,O,O,X,X,X
SJZLITO,O,O,O,X,X,O
SJZLIOT,O,O,O,X,O,O
SJZLOTI,O,O,O,X,O,X
SJZLOIT,O,O,O,X,O,O
SJZOTIL,O,X,X,O,O,O
SJZOTLI,O,X,X,O,O,X
SJZOITL,O,X,X,O,O,O
SJZOILT,O,O,O,O,O,O
SJZOLTI,O,O,O,O,O,X
SJZOLIT,O,O,O,O,O,O
SJOTILZ,X,X,X,O,O,O
SJOTIZL,X,X,X,O,O,O
SJOTLIZ,X,X,X,O,O,X
SJOTLZI,X,X,X,O,O,X
SJOTZIL,X,X,X,O,O,O
SJOTZLI,X,X,X,O,O,X
SJOITLZ,X,X,X,O,O,O
SJOITZL,X,X,X,O,O,O
SJOILTZ,X,O,O,O,O,O
SJOILZT,O,O,O,O,O,O
SJOIZTL,O,X,X,O,O,O
SJOIZLT,O,O,O,O,O,O
SJOLTIZ,X,O,O,O,O,X
SJOLTZI,X,O,O,O,O,X
SJOLITZ,X,O,O,O,O,O
SJOLIZT,O,O,O,O,O,O
SJOLZTI,O,O,O,O,O,X
SJOLZIT,O,O,O,O,O,O
SJOZTIL,O,X,X,O,O,O
SJOZTLI,O,X,X,O,O,X
SJOZITL,O,X,X,O,O,O
SJOZILT,O,O,O,O,O,O
SJOZLTI,O,O,O,O,O,X
SJOZLIT,O,O,O,O,O,O
SZTILJO,O,O,O,X,X,O
SZTILOJ,O,O,O,X,X,O
SZTIJLO,O,O,O,X,X,O
SZTIJOL,O,X,X,X,O,O
SZTIOLJ,O,X,X,X,O,O
SZTIOJL,O,X,X,X,O,O
SZTLIJO,O,O,O,X,X,X
SZTLIOJ,O,O,O,X,X,X
SZTLJIO,O,O,O,X,X,X
SZTLJOI,O,O,O,X,X,X
SZTLOIJ,O,O,O,X,X,X
SZTLOJI,O,O,O,X,X,X
SZTJILO,O,O,O,X,X,O
SZTJIOL,O,X,X,X,O,O
SZTJLIO,O,O,O,X,X,X
SZTJLOI,O,O,O,X,X,X
