sequence,v115@RhE8AeJ8AeC8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VBv+jFDK+AAAvhFzhB1lBXeBsfBOfBxhB,v115@RhE8AeJ8AeC8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VBv3ntCpOBAAvhFzhB0gB2kBXjBxhBlfB,v115@RhE8AeJ8AeC8JezBYaAFLDmClcJSAVDEHBEooRBPoA?VBUtPFDpCBAAvhF1lB3fB+jBsiBxhBifB,v115@RhE8AeJ8AeC8JezBYaAFLDmClcJSAVDEHBEooRBPoA?VB6/9tCM+AAAvhF0fBGjBlgBXjBifBxhB,v115@RhE8AeJ8AeC8JeTDYaAFLDmClcJSAVDEHBEooRBPoA?VBz/lFDM+AAAvhF3gBGiBlfB0hBifBxiB,v115@RhE8AeJ8AeC8JeTDYaAFLDmClcJSAVDEHBEooRBPoA?VBz/TFDU+AAAvhF3gBGiBifB0hBlfBxiB,v115@RhE8AeJ8AeC8JeUCYaAFLDmClcJSAVDEHBEooRBaoA?VBJNUPCvOBAAvhFxkBfjB6jB2gBTaBlhB,v115@RhE8AeJ8AeC8JexHYaAFLDmClcJSAVDEHBEooRBJoA?VBTHUFDqOBAAvhF3gBTeBSiBsfBOfBlhB,v115@RhE8AeJ8AeC8JezBYaAFLDmClcJSAVDEHBEooRBPoA?VBzfjxCM+AAAvhF3gB+jBsiBlfBifBxhB,v115@RhE8AeJ8AeC8JezBYaAFLDmClcJSAVDEHBEooRBPoA?VBzfjWCU+AAAvhF3gB+jBsiBifBlfBxhB,v115@RhE8AeJ8AeC8JeTDYaAFLDmClcJSAVDEHBEooRBPoA?VBsX+tCK+AAAvhFSnB0cBlgB3aB2kBxiB,v115@RhE8AeJ8AeC8JeXCYaAFLDmClcJSAVDEHBEooRBToA?VBp3HgC0CBAAvhFxkBUeB2gBTaBlcBSoB,v115@RhE8AeJ8AeC8Je3AYaAFLDmClcJSAVDEHBEooRBToA?VBK+LgC6OBAAvhF+jBRiBKfBzaB0hBliB,v115@RhE8AeJ8AeC8Je3AYaAFLDmClcJSAVDEHBEooRBToA?VBK+TFDvOBAAvhF+jBRiByfB0hBTfBliB,v115@RhE8AeJ8AeC8JeUDYaAFLDmClcJSAVDEHBEooRBaoA?VBUubgCqCBAAvhFVnBxkB3cBTaBGeBibB,v115@RhE8AeJ8AeC8JeVHYaAFLDmClcJSAVDEHBEooRBUoA?VBK3TWCa+AAAvhF+jBzdB3cBKfBUgBRbB
TLZSIOJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
TLZSJIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TLZSJOI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O
TLZSOIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O
TLZSOJI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O
TLZOIJS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
TLZOISJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
TLZOJIS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
TLZOJSI,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
TLZOSIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
TLZOSJI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
TLOIJSZ,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TLOIJZS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TLOISJZ,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TLOISZJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TLOIZJS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TLOIZSJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TLOJISZ,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,O
TLOJIZS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
TLOJSIZ,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O
TLOJSZI,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O
TLOJZIS,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
TLOJZSI,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
TLOSIJZ,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,O
TLOSIZJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TLOSJIZ,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O
TLOSJZI,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O
TLOSZIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
TLOSZJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
TLOZIJS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
TLOZISJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
TLOZJIS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
TLOZJSI,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
TLOZSIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
TLOZSJI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
TJILSZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJILSOZ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O
TJILZSO,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O
TJILZOS,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O
TJILOSZ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O
TJILOZS,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O
TJISLZO,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,O
TJISLOZ,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O
TJISZLO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJISZOL,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
TJISOLZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O
TJISOZL,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X
TJIZLSO,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
TJIZLOS,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
TJIZSLO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
TJIZSOL,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X
TJIZOLS,X,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X
TJIZOSL,X,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X
TJIOLSZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O
TJIOLZS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O
TJIOSLZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O
TJIOSZL,X,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X
TJIOZLS,X,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X
TJIOZSL,X,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X
TJLISZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJLISOZ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TJLIZSO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJLIZOS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJLIOSZ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TJLIOZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJLSIZO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJLSIOZ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O
TJLSZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJLSZOI,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,O
TJLSOIZ,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O
TJLSOZI,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O
TJLZISO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJLZIOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJLZSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJLZSOI,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,O
TJLZOIS,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
TJLZOSI,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
TJLOISZ,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,O
TJLOIZS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
TJLOSIZ,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O
TJLOSZI,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O
TJLOZIS,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
TJLOZSI,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
TJSILZO,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,O
TJSILOZ,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O
TJSIZLO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJSIZOL,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
TJSIOLZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O
TJSIOZL,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X
TJSLIZO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
TJSLIOZ,X,O,O,X,X,X,X,X,X,X,X,X,O,O,O,O
TJSLZIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
TJSLZOI,X,O,O,X,X,X,X,X,O,O,O,X,X,X,O,O
TJSLOIZ,X,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O
TJSLOZI,X,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O
TJSZILO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJSZIOL,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
TJSZLIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
TJSZLOI,X,O,O,X,X,X,X,X,O,O,O,X,X,X,O,O
TJSZOIL,X,O,O,O,O,X,X,X,O,O,X,X,X,X,O,X
TJSZOLI,X,O,O,O,O,X,X,X,O,O,O,X,X,X,O,O
TJSOILZ,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O
TJSOIZL,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TJSOLIZ,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,O
TJSOLZI,X,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O
TJSOZIL,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
TJSOZLI,X,O,O,O,O,X,X,X,O,O,O,X,X,X,X,O
TJZILSO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
TJZILOS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
TJZISLO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
TJZISOL,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X
TJZIOLS,O,O,O,O,X,X,X,O,O,O,X,X,X,X,O,X
TJZIOSL,O,O,O,O,X,X,X,O,O,O,X,X,X,X,O,X
TJZLISO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJZLIOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJZLSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
TJZLSOI,O,O,O,X,X,X,X,X,O,O,O,X,X,X,O,O
TJZLOIS,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
TJZLOSI,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
TJZSILO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
TJZSIOL,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X
TJZSLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
TJZSLOI,O,O,O,X,X,X,X,X,O,O,O,X,X,X,O,O
TJZSOIL,O,O,O,O,O,X,X,X,O,O,X,X,X,X,O,X
TJZSOLI,O,O,O,O,O,X,X,X,O,O,O,X,X,X,O,O
TJZOILS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X
TJZOISL,O,O,O,O,O,X,X,X,O,O,X,X,X,X,O,X
TJZOLIS,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
TJZOLSI,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
TJZOSIL,O,O,O,O,O,X,X,X,O,O,X,X,X,X,O,X
TJZOSLI,O,O,O,O,O,X,X,X,O,O,O,X,X,X,O,O
TJOILSZ,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,O
TJOILZS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
TJOISLZ,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O
TJOISZL,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TJOIZLS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
TJOIZSL,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TJOLISZ,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,O
TJOLIZS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
TJOLSIZ,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,O
TJOLSZI,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O
TJOLZIS,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
TJOLZSI,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
TJOSILZ,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O
TJOSIZL,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TJOSLIZ,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,O
TJOSLZI,X,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O
TJOSZIL,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
TJOSZLI,X,O,O,O,O,X,X,X,O,O,O,X,X,X,X,O
TJOZILS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
TJOZISL,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
TJOZLIS,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
TJOZLSI,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
TJOZSIL,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
TJOZSLI,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,O
TSILJZO,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
TSILJOZ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
TSILZJO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,O
TSILZOJ,X,X,X,X,X,X,O,O,X,X,O,O,X,X,O,O
TSILOJZ,X,X,O,X,X,X,O,X,X,X,O,O,X,X,O,O
TSILOZJ,X,X,X,X,X,X,O,O,X,X,O,O,X,X,O,X
TSIJLZO,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
TSIJLOZ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
TSIJZLO,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
TSIJZOL,X,X,O,X,X,X,O,X,O,X,X,O,X,X,O,X
TSIJOLZ,X,X,O,X,O,X,O,X,X,X,X,O,X,X,O,O
TSIJOZL,X,X,O,X,O,X,O,X,O,X,X,O,X,X,O,X
TSIZLJO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
TSIZLOJ,X,X,X,X,X,X,O,O,X,X,O,O,X,X,O,X
TSIZJLO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
TSIZJOL,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
TSIZOLJ,X,X,X,X,X,X,O,O,X,X,O,O,X,X,O,X
TSIZOJL,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O,X
TSIOLJZ,X,X,O,X,O,X,O,X,X,X,O,O,X,X,O,X
TSIOLZJ,X,X,X,X,X,X,O,O,X,X,O,O,X,X,O,X
TSIOJLZ,X,X,O,X,O,X,O,X,X,X,O,O,X,X,O,X
TSIOJZL,X,X,O,O,O,X,O,X,O,X,X,O,X,X,O,X
TSIOZLJ,X,X,X,X,X,X,O,O,X,X,O,O,X,X,O,X
TSIOZJL,X,X,X,O,O,X,O,O,X,X,X,O,X,X,O,X
TSLIJZO,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
TSLIJOZ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
TSLIZJO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O
TSLIZOJ,O,X,X,X,X,X,O,X,X,X,O,O,X,X,O,O
TSLIOJZ,O,X,O,X,X,X,O,X,X,X,O,O,X,X,O,O
TSLIOZJ,O,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X
TSLJIZO,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,O
TSLJIOZ,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O
TSLJZIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
TSLJZOI,O,X,O,X,X,X,X,X,O,O,O,X,X,X,O,O
TSLJOIZ,O,X,O,X,O,O,X,X,X,X,O,X,O,X,X,O
TSLJOZI,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O
TSLZIJO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O
TSLZIOJ,O,X,X,X,X,X,O,X,X,X,O,O,X,X,O,O
TSLZJIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
TSLZJOI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O
TSLZOIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
TSLZOJI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O
TSLOIJZ,O,X,O,X,O,O,X,X,X,X,O,X,X,X,O,O
TSLOIZJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TSLOJIZ,O,X,O,X,O,O,X,X,X,X,O,X,O,X,X,O
TSLOJZI,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O
TSLOZIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
TSLOZJI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O
TSJILZO,X,X,O,X,X,X,X,X,X,X,X,O,X,O,O,O
TSJILOZ,X,X,O,X,X,X,X,X,X,X,X,O,O,O,O,O
TSJIZLO,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
TSJIZOL,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X
TSJIOLZ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O
TSJIOZL,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X
TSJLIZO,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,O
TSJLIOZ,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O
TSJLZIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
TSJLZOI,X,X,O,X,X,X,X,X,O,O,O,X,X,X,O,O
TSJLOIZ,X,X,O,X,O,O,X,X,X,X,O,X,O,X,X,O
TSJLOZI,X,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O
TSJZILO,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
TSJZIOL,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X
TSJZLIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
TSJZLOI,X,X,O,X,X,X,X,X,O,O,O,X,X,X,O,O
TSJZOIL,X,X,O,O,O,X,X,X,O,O,X,X,X,X,O,X
TSJZOLI,X,X,O,O,O,X,X,X,O,O,O,X,X,X,O,O
TSJOILZ,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O
TSJOIZL,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TSJOLIZ,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O
TSJOLZI,X,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O
TSJOZIL,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X
TSJOZLI,X,X,O,O,O,X,X,X,O,O,O,X,X,X,X,O
TSZILJO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
TSZILOJ,X,X,X,X,X,X,O,O,X,X,O,O,X,X,O,X
TSZIJLO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
TSZIJOL,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
TSZIOLJ,X,X,X,X,X,X,O,O,X,X,O,O,X,X,O,X
TSZIOJL,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O,X
TSZLIJO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O
TSZLIOJ,O,X,X,X,X,X,O,X,X,X,O,O,X,X,O,O
TSZLJIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
TSZLJOI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O
TSZLOIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
TSZLOJI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O
TSZJILO,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X
TSZJIOL,X,X,O,X,X,X,X,O,O,X,X,O,X,X,O,X
TSZJLIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
TSZJLOI,O,X,O,X,X,X,X,X,O,X,O,X,X,X,O,O
TSZJOIL,O,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X
TSZJOLI,O,X,O,O,O,X,X,X,O,X,O,X,X,X,O,O
TSZOILJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
TSZOIJL,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X
TSZOLIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TSZOLJI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
TSZOJIL,O,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X
TSZOJLI,O,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X
TSOILJZ,O,X,O,X,O,O,X,X,X,X,O,O,X,X,O,X
TSOILZJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
TSOIJLZ,X,X,O,X,O,O,X,X,X,X,O,O,X,X,O,X
TSOIJZL,X,X,O,O,O,X,X,X,O,X,X,O,X,X,O,X
TSOIZLJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
TSOIZJL,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X
TSOLIJZ,O,X,O,X,O,O,X,X,X,X,O,X,X,X,O,O
TSOLIZJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TSOLJIZ,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O
TSOLJZI,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O
TSOLZIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
TSOLZJI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O
TSOJILZ,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O
TSOJIZL,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TSOJLIZ,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O
TSOJLZI,X,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O
TSOJZIL,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X
TSOJZLI,X,X,O,O,O,X,X,X,O,O,O,X,X,X,X,O
TSOZILJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
TSOZIJL,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X
TSOZLIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TSOZLJI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
TSOZJIL,O,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X
TSOZJLI,O,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X
TZILJSO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
TZILJOS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
TZILSJO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
TZILSOJ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
TZILOJS,O,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X
TZILOSJ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
TZIJLSO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
TZIJLOS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
TZIJSLO,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
TZIJSOL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
TZIJOLS,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
TZIJOSL,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X
TZISLJO,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
TZISLOJ,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X
TZISJLO,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
TZISJOL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
TZISOLJ,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X
TZISOJL,X,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X
TZIOLJS,O,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X
TZIOLSJ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
TZIOJLS,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
TZIOJSL,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X
TZIOSLJ,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X
TZIOSJL,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X
TZLIJSO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TZLIJOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TZLISJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TZLISOJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
TZLIOJS,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,O
TZLIOSJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
TZLJISO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TZLJIOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TZLJSIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TZLJSOI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O
TZLJOIS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
TZLJOSI,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
TZLSIJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TZLSIOJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
TZLSJIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TZLSJOI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O
TZLSOIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O
TZLSOJI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O
TZLOIJS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
