sequence,v115@ygA8IeB8EeA8BeC8BeD8AeH8AeE8CeD8Je+vIvhEZQ?BTWBfgB8gBCdB,v115@ygA8IeB8EeA8BeC8BeD8AeH8AeE8CeD8Je+vIvhEZQ?B8aBfcBCdBTgB,v115@ygA8IeB8EeA8BeC8BeD8AeH8AeE8CeD8Je+vIvhEZQ?B0WBzaBCdB3gB,v115@ygA8IeB8EeA8BeC8BeD8AeH8AeE8CeD8Je+vIvhEZQ?BXWBzbBCdBUgB
SZLIOJT,O,X,O,O
SZLJTIO,O,X,X,X
SZLJTOI,O,X,X,X
SZLJITO,O,X,X,X
SZLJIOT,O,X,O,O
SZLJOTI,O,X,O,O
SZLJOIT,O,X,O,O
SZLOTIJ,O,X,O,O
SZLOTJI,O,X,O,O
SZLOITJ,O,X,O,O
SZLOIJT,O,X,O,O
SZLOJTI,O,X,O,O
SZLOJIT,O,X,O,O
SZJTILO,O,X,X,X
SZJTIOL,O,X,X,O
SZJTLIO,O,X,X,X
SZJTLOI,O,X,X,X
SZJTOIL,O,X,X,O
SZJTOLI,O,X,X,O
SZJITLO,O,X,X,X
SZJITOL,O,X,X,O
SZJILTO,O,X,X,X
SZJILOT,O,X,O,O
SZJIOTL,O,X,O,O
SZJIOLT,O,X,O,O
SZJLTIO,O,X,X,X
SZJLTOI,O,X,X,X
SZJLITO,O,X,X,X
SZJLIOT,O,X,O,O
SZJLOTI,O,X,O,O
SZJLOIT,O,X,O,O
SZJOTIL,O,X,O,O
SZJOTLI,O,X,O,O
SZJOITL,O,X,O,O
SZJOILT,O,X,O,O
SZJOLTI,O,X,O,O
SZJOLIT,O,X,O,O
SZOTILJ,O,X,O,O
SZOTIJL,O,X,O,O
SZOTLIJ,O,X,O,O
SZOTLJI,O,X,O,O
SZOTJIL,O,X,O,O
SZOTJLI,O,X,O,O
SZOITLJ,O,X,O,O
SZOITJL,O,X,O,O
SZOILTJ,O,X,O,O
SZOILJT,O,X,O,O
SZOIJTL,O,X,O,O
SZOIJLT,O,X,O,O
SZOLTIJ,O,X,O,O
SZOLTJI,O,X,O,O
SZOLITJ,O,X,O,O
SZOLIJT,O,X,O,O
SZOLJTI,O,X,O,O
SZOLJIT,O,X,O,O
SZOJTIL,O,X,O,O
SZOJTLI,O,X,O,O
SZOJITL,O,X,O,O
SZOJILT,O,X,O,O
SZOJLTI,O,X,O,O
SZOJLIT,O,X,O,O
SOTILJZ,X,O,O,X
SOTILZJ,X,O,O,X
SOTIJLZ,X,O,O,X
SOTIJZL,X,O,O,X
SOTIZLJ,X,O,O,X
SOTIZJL,X,O,O,X
SOTLIJZ,X,O,O,X
SOTLIZJ,X,O,O,X
SOTLJIZ,X,O,O,X
SOTLJZI,X,O,O,X
SOTLZIJ,X,O,O,X
SOTLZJI,X,O,O,X
SOTJILZ,X,O,O,X
SOTJIZL,X,O,O,X
SOTJLIZ,X,O,O,X
SOTJLZI,X,O,O,X
SOTJZIL,X,O,O,X
SOTJZLI,X,O,O,X
SOTZILJ,X,O,O,X
SOTZIJL,X,O,O,X
SOTZLIJ,X,O,O,X
SOTZLJI,X,O,O,X
SOTZJIL,X,O,O,X
SOTZJLI,X,O,O,X
SOITLJZ,X,O,O,X
SOITLZJ,X,O,O,X
SOITJLZ,X,O,O,X
SOITJZL,X,O,O,X
SOITZLJ,X,O,O,X
SOITZJL,X,O,O,X
SOILTJZ,X,O,O,X
SOILTZJ,X,O,O,X
SOILJTZ,X,O,O,X
SOILJZT,O,O,O,O
SOILZTJ,O,O,O,O
SOILZJT,O,O,O,O
SOIJTLZ,X,O,O,X
SOIJTZL,X,O,O,X
SOIJLTZ,X,O,O,X
SOIJLZT,O,O,O,O
SOIJZTL,O,O,O,O
SOIJZLT,O,O,O,O
SOIZTLJ,O,O,O,O
SOIZTJL,O,O,O,O
SOIZLTJ,O,O,O,O
SOIZLJT,O,O,O,O
SOIZJTL,O,O,O,O
SOIZJLT,O,O,O,O
SOLTIJZ,X,O,O,X
SOLTIZJ,X,O,O,X
SOLTJIZ,X,O,O,X
SOLTJZI,X,O,O,X
SOLTZIJ,X,O,O,X
SOLTZJI,X,O,O,X
SOLITJZ,X,O,O,X
SOLITZJ,X,O,O,X
SOLIJTZ,X,O,O,X
SOLIJZT,O,O,O,O
SOLIZTJ,O,O,O,O
SOLIZJT,O,O,O,O
SOLJTIZ,X,O,O,X
SOLJTZI,X,O,O,X
SOLJITZ,X,O,O,X
SOLJIZT,O,O,O,O
SOLJZTI,O,O,O,X
SOLJZIT,O,O,O,X
SOLZTIJ,O,O,O,X
SOLZTJI,O,O,O,X
SOLZITJ,O,O,O,X
SOLZIJT,O,O,O,X
SOLZJTI,O,O,O,X
SOLZJIT,O,O,O,X
SOJTILZ,X,O,O,X
SOJTIZL,X,O,O,X
SOJTLIZ,X,O,O,X
SOJTLZI,X,O,O,X
SOJTZIL,X,O,O,X
SOJTZLI,X,O,O,X
SOJITLZ,X,O,O,X
SOJITZL,X,O,O,X
SOJILTZ,X,O,O,X
SOJILZT,O,O,O,O
SOJIZTL,O,O,O,O
SOJIZLT,O,O,O,O
SOJLTIZ,X,O,O,X
SOJLTZI,X,O,O,X
SOJLITZ,X,O,O,X
SOJLIZT,O,O,O,O
SOJLZTI,O,O,O,X
SOJLZIT,O,O,O,X
SOJZTIL,O,O,O,X
SOJZTLI,O,O,O,X
SOJZITL,O,O,O,X
SOJZILT,O,O,O,X
SOJZLTI,O,O,O,X
SOJZLIT,O,O,O,X
SOZTILJ,O,O,O,X
SOZTIJL,O,O,O,X
SOZTLIJ,O,O,O,X
SOZTLJI,O,O,O,X
SOZTJIL,O,O,O,X
SOZTJLI,O,O,O,X
SOZITLJ,O,O,O,X
SOZITJL,O,O,O,X
SOZILTJ,O,O,O,X
SOZILJT,O,O,O,X
SOZIJTL,O,O,O,X
SOZIJLT,O,O,O,X
SOZLTIJ,O,O,O,X
SOZLTJI,O,O,O,X
SOZLITJ,O,O,O,X
SOZLIJT,O,O,O,X
SOZLJTI,O,O,O,X
SOZLJIT,O,O,O,X
SOZJTIL,O,O,O,X
SOZJTLI,O,O,O,X
SOZJITL,O,O,O,X
SOZJILT,O,O,O,X
SOZJLTI,O,O,O,X
SOZJLIT,O,O,O,X
ZTILJSO,O,X,X,X
ZTILJOS,X,X,X,O
ZTILSJO,O,X,X,X
ZTILSOJ,O,X,X,X
ZTILOJS,X,X,X,O
ZTILOSJ,X,X,X,O
ZTIJLSO,O,X,X,X
ZTIJLOS,X,X,X,O
ZTIJSLO,O,X,X,X
ZTIJSOL,O,X,X,O
ZTIJOLS,X,X,X,O
ZTIJOSL,X,X,X,O
ZTISLJO,O,X,X,X
ZTISLOJ,O,X,X,X
ZTISJLO,O,X,X,X
ZTISJOL,O,X,X,O
ZTISOLJ,O,X,X,O
ZTISOJL,O,X,X,O
ZTIOLJS,X,X,X,O
ZTIOLSJ,X,X,X,O
ZTIOJLS,X,X,X,O
ZTIOJSL,X,X,X,O
ZTIOSLJ,X,X,X,O
ZTIOSJL,X,X,X,O
ZTLIJSO,O,X,X,X
ZTLIJOS,X,X,X,O
ZTLISJO,O,X,X,X
ZTLISOJ,O,X,X,X
ZTLIOJS,X,X,X,O
ZTLIOSJ,X,X,X,O
ZTLJISO,O,X,X,X
ZTLJIOS,X,X,X,O
ZTLJSIO,O,X,X,X
ZTLJSOI,O,X,X,X
ZTLJOIS,X,X,X,O
ZTLJOSI,X,X,X,O
ZTLSIJO,O,X,X,X
ZTLSIOJ,O,X,X,X
ZTLSJIO,O,X,X,X
ZTLSJOI,O,X,X,X
ZTLSOIJ,O,X,X,X
ZTLSOJI,O,X,X,X
ZTLOIJS,X,X,X,O
ZTLOISJ,X,X,X,O
ZTLOJIS,X,X,X,O
ZTLOJSI,X,X,X,O
ZTLOSIJ,X,X,X,O
ZTLOSJI,X,X,X,O
ZTJILSO,O,X,X,X
ZTJILOS,X,X,X,O
ZTJISLO,O,X,X,X
ZTJISOL,O,X,X,O
ZTJIOLS,X,X,X,O
ZTJIOSL,X,X,X,O
ZTJLISO,O,X,X,X
ZTJLIOS,X,X,X,O
ZTJLSIO,O,X,X,X
ZTJLSOI,O,X,X,X
ZTJLOIS,X,X,X,O
ZTJLOSI,X,X,X,O
ZTJSILO,O,X,X,X
ZTJSIOL,O,X,X,O
ZTJSLIO,O,X,X,X
ZTJSLOI,O,X,X,X
ZTJSOIL,O,X,X,O
ZTJSOLI,O,X,X,O
ZTJOILS,X,X,X,O
ZTJOISL,X,X,X,O
ZTJOLIS,X,X,X,O
ZTJOLSI,X,X,X,O
ZTJOSIL,X,X,X,O
ZTJOSLI,X,X,X,O
ZTSILJO,O,X,X,X
ZTSILOJ,O,X,X,X
ZTSIJLO,O,X,X,X
ZTSIJOL,O,X,X,O
ZTSIOLJ,O,X,X,O
ZTSIOJL,O,X,X,O
ZTSLIJO,O,X,X,X
ZTSLIOJ,O,X,X,X
ZTSLJIO,O,X,X,X
ZTSLJOI,O,X,X,X
ZTSLOIJ,O,X,X,X
ZTSLOJI,O,X,X,X
ZTSJILO,O,X,X,X
ZTSJIOL,O,X,X,O
ZTSJLIO,O,X,X,X
ZTSJLOI,O,X,X,X
ZTSJOIL,O,X,X,O
ZTSJOLI,O,X,X,O
ZTSOILJ,O,X,X,O
ZTSOIJL,O,X,X,O
ZTSOLIJ,O,X,X,O
ZTSOLJI,O,X,X,O
ZTSOJIL,O,X,X,O
ZTSOJLI,O,X,X,O
ZTOILJS,X,X,X,O
ZTOILSJ,X,X,X,O
ZTOIJLS,X,X,X,O
ZTOIJSL,X,X,X,O
ZTOISLJ,X,X,X,O
ZTOISJL,X,X,X,O
ZTOLIJS,X,X,X,O
ZTOLISJ,X,X,X,O
ZTOLJIS,X,X,X,O
ZTOLJSI,X,X,X,O
ZTOLSIJ,X,X,X,O
ZTOLSJI,X,X,X,O
ZTOJILS,X,X,X,O
ZTOJISL,X,X,X,O
ZTOJLIS,X,X,X,O
ZTOJLSI,X,X,X,O
ZTOJSIL,X,X,X,O
ZTOJSLI,X,X,X,O
ZTOSILJ,X,X,X,O
ZTOSIJL,X,X,X,O
ZTOSLIJ,X,X,X,O
ZTOSLJI,X,X,X,O
ZTOSJIL,X,X,X,O
ZTOSJLI,X,X,X,O
ZITLJSO,O,X,X,X
ZITLJOS,X,X,X,O
ZITLSJO,O,X,X,X
ZITLSOJ,O,X,X,X
ZITLOJS,X,X,X,O
ZITLOSJ,X,X,X,O
ZITJLSO,O,X,X,X
ZITJLOS,X,X,X,O
ZITJSLO,O,X,X,X
ZITJSOL,O,X,X,O
ZITJOLS,X,X,X,O
ZITJOSL,X,X,X,O
ZITSLJO,O,X,X,X
ZITSLOJ,O,X,X,X
ZITSJLO,O,X,X,X
ZITSJOL,O,X,X,O
ZITSOLJ,O,X,X,O
ZITSOJL,O,X,X,O
ZITOLJS,X,X,X,O
ZITOLSJ,X,X,X,O
ZITOJLS,X,X,X,O
ZITOJSL,X,X,X,O
ZITOSLJ,X,X,X,O
ZITOSJL,X,X,X,O
ZILTJSO,O,X,X,X
ZILTJOS,X,X,X,O
ZILTSJO,O,X,X,X
ZILTSOJ,O,X,X,X
ZILTOJS,X,X,X,O
ZILTOSJ,X,X,X,O
ZILJTSO,O,X,X,X
ZILJTOS,X,X,X,O
ZILJSTO,O,X,X,X
ZILJSOT,O,X,O,O
ZILJOTS,X,O,X,O
ZILJOST,O,O,O,O
ZILSTJO,O,X,X,X
ZILSTOJ,O,X,X,X
ZILSJTO,O,X,X,X
ZILSJOT,O,X,O,O
ZILSOTJ,O,X,O,O
ZILSOJT,O,X,O,O
ZILOTJS,X,O,X,O
ZILOTSJ,X,O,X,O
ZILOJTS,X,O,X,O
ZILOJST,O,O,O,O
ZILOSTJ,O,O,O,O
ZILOSJT,O,O,O,O
ZIJTLSO,O,X,X,X
ZIJTLOS,X,X,X,O
ZIJTSLO,O,X,X,X
ZIJTSOL,O,X,X,O
ZIJTOLS,X,X,X,O
ZIJTOSL,X,X,X,O
ZIJLTSO,O,X,X,X
ZIJLTOS,X,X,X,O
ZIJLSTO,O,X,X,X
ZIJLSOT,O,X,O,O
ZIJLOTS,X,O,X,O
ZIJLOST,O,O,O,O
ZIJSTLO,O,X,X,X
ZIJSTOL,O,X,X,O
ZIJSLTO,O,X,X,X
ZIJSLOT,O,X,O,O
ZIJSOTL,O,X,O,O
ZIJSOLT,O,X,O,O
ZIJOTLS,X,O,X,O
ZIJOTSL,X,O,X,O
ZIJOLTS,X,O,X,O
ZIJOLST,O,O,O,O
ZIJOSTL,O,O,X,O
ZIJOSLT,O,O,X,O
ZISTLJO,O,X,X,X
ZISTLOJ,O,X,X,X
ZISTJLO,O,X,X,X
ZISTJOL,O,X,X,O
ZISTOLJ,O,X,X,O
ZISTOJL,O,X,X,O
ZISLTJO,O,X,X,X
ZISLTOJ,O,X,X,X
ZISLJTO,O,X,X,X
ZISLJOT,O,X,O,O
ZISLOTJ,O,X,O,O
ZISLOJT,O,X,O,O
ZISJTLO,O,X,X,X
ZISJTOL,O,X,X,O
ZISJLTO,O,X,X,X
ZISJLOT,O,X,O,O
ZISJOTL,O,X,O,O
ZISJOLT,O,X,O,O
ZISOTLJ,O,X,O,O
ZISOTJL,O,X,O,O
ZISOLTJ,O,X,O,O
ZISOLJT,O,X,O,O
ZISOJTL,O,X,O,O
ZISOJLT,O,X,O,O
ZIOTLJS,X,O,X,O
ZIOTLSJ,X,O,X,O
ZIOTJLS,X,O,X,O
ZIOTJSL,X,O,X,O
ZIOTSLJ,X,O,X,O
ZIOTSJL,X,O,X,O
ZIOLTJS,X,O,X,O
ZIOLTSJ,X,O,X,O
ZIOLJTS,X,O,X,O
ZIOLJST,O,O,O,O
ZIOLSTJ,O,O,O,O
ZIOLSJT,O,O,O,O
ZIOJTLS,X,O,X,O
ZIOJTSL,X,O,X,O
ZIOJLTS,X,O,X,O
ZIOJLST,O,O,O,O
ZIOJSTL,O,O,X,O
ZIOJSLT,O,O,X,O
ZIOSTLJ,O,O,X,O
ZIOSTJL,O,O,X,O
ZIOSLTJ,O,O,X,O
ZIOSLJT,O,O,X,O
ZIOSJTL,O,O,X,O
ZIOSJLT,O,O,X,O
ZLTIJSO,O,X,X,X
ZLTIJOS,X,X,X,O
ZLTISJO,O,X,X,X
ZLTISOJ,O,X,X,X
ZLTIOJS,X,X,X,O
ZLTIOSJ,X,X,X,O
ZLTJISO,O,X,X,X
ZLTJIOS,X,X,X,O
ZLTJSIO,O,X,X,X
ZLTJSOI,O,X,X,X
ZLTJOIS,X,X,X,O
ZLTJOSI,X,X,X,O
ZLTSIJO,O,X,X,X
ZLTSIOJ,O,X,X,X
ZLTSJIO,O,X,X,X
ZLTSJOI,O,X,X,X
ZLTSOIJ,O,X,X,X
ZLTSOJI,O,X,X,X
ZLTOIJS,X,X,X,O
ZLTOISJ,X,X,X,O
ZLTOJIS,X,X,X,O
ZLTOJSI,X,X,X,O
ZLTOSIJ,X,X,X,O
ZLTOSJI,X,X,X,O
ZLITJSO,O,X,X,X
ZLITJOS,X,X,X,O
ZLITSJO,O,X,X,X
ZLITSOJ,O,X,X,X
ZLITOJS,X,X,X,O
ZLITOSJ,X,X,X,O
ZLIJTSO,O,X,X,X
ZLIJTOS,X,X,X,O
ZLIJSTO,O,X,X,X
ZLIJSOT,O,X,O,O
ZLIJOTS,X,O,X,O
ZLIJOST,O,O,O,O
ZLISTJO,O,X,X,X
ZLISTOJ,O,X,X,X
ZLISJTO,O,X,X,X
ZLISJOT,O,X,O,O
ZLISOTJ,O,X,O,O
ZLISOJT,O,X,O,O
ZLIOTJS,X,O,X,O
ZLIOTSJ,X,O,X,O
ZLIOJTS,X,O,X,O
ZLIOJST,O,O,O,O
ZLIOSTJ,O,O,O,O
ZLIOSJT,O,O,O,O
ZLJTISO,O,X,X,X
ZLJTIOS,X,X,X,O
ZLJTSIO,O,X,X,X
ZLJTSOI,O,X,X,X
ZLJTOIS,X,X,X,O
ZLJTOSI,X,X,X,O
ZLJITSO,O,X,X,X
ZLJITOS,X,X,X,O
ZLJISTO,O,X,X,X
ZLJISOT,O,X,O,O
ZLJIOTS,X,O,X,O
ZLJIOST,O,O,O,O
ZLJSTIO,O,X,X,X
ZLJSTOI,O,X,X,X
ZLJSITO,O,X,X,X
ZLJSIOT,O,X,O,O
ZLJSOTI,O,X,O,O
ZLJSOIT,O,X,O,O
ZLJOTIS,X,O,X,O
ZLJOTSI,X,O,X,O
ZLJOITS,X,O,X,O
ZLJOIST,O,O,O,O
ZLJOSTI,O,O,O,O
ZLJOSIT,O,O,O,O
ZLSTIJO,O,X,X,X
ZLSTIOJ,O,X,X,X
ZLSTJIO,O,X,X,X
ZLSTJOI,O,X,X,X
ZLSTOIJ,O,X,X,X
ZLSTOJI,O,X,X,X
ZLSITJO,O,X,X,X
ZLSITOJ,O,X,X,X
ZLSIJTO,O,X,X,X
ZLSIJOT,O,X,O,O
ZLSIOTJ,O,X,O,O
ZLSIOJT,O,X,O,O
ZLSJTIO,O,X,X,X
ZLSJTOI,O,X,X,X
ZLSJITO,O,X,X,X
ZLSJIOT,O,X,O,O
ZLSJOTI,O,X,O,O
ZLSJOIT,O,X,O,O
ZLSOTIJ,O,X,O,O
ZLSOTJI,O,X,O,O
ZLSOITJ,O,X,O,O
ZLSOIJT,O,X,O,O
ZLSOJTI,O,X,O,O
ZLSOJIT,O,X,O,O
ZLOTIJS,X,O,X,O
ZLOTISJ,X,O,X,O
ZLOTJIS,X,O,X,O
ZLOTJSI,X,O,X,O
ZLOTSIJ,X,O,X,O
ZLOTSJI,X,O,X,O
ZLOITJS,X,O,X,O
ZLOITSJ,X,O,X,O
ZLOIJTS,X,O,X,O
ZLOIJST,O,O,O,O
ZLOISTJ,O,O,O,O
ZLOISJT,O,O,O,O
ZLOJTIS,X,O,X,O
ZLOJTSI,X,O,X,O
ZLOJITS,X,O,X,O
ZLOJIST,O,O,O,O
ZLOJSTI,O,O,O,O
ZLOJSIT,O,O,O,O
ZLOSTIJ,O,O,O,O
ZLOSTJI,O,O,O,O
ZLOSITJ,O,O,O,O
ZLOSIJT,O,O,O,O
ZLOSJTI,O,O,O,O
ZLOSJIT,O,O,O,O
ZJTILSO,O,X,X,X
ZJTILOS,X,X,X,O
ZJTISLO,O,X,X,X
ZJTISOL,O,X,X,O
ZJTIOLS,X,X,X,O
ZJTIOSL,X,X,X,O
ZJTLISO,O,X,X,X
ZJTLIOS,X,X,X,O
ZJTLSIO,O,X,X,X
ZJTLSOI,O,X,X,X
ZJTLOIS,X,X,X,O
ZJTLOSI,X,X,X,O
ZJTSILO,O,X,X,X
ZJTSIOL,O,X,X,O
ZJTSLIO,O,X,X,X
ZJTSLOI,O,X,X,X
ZJTSOIL,O,X,X,O
ZJTSOLI,O,X,X,O
ZJTOILS,X,X,X,O
ZJTOISL,X,X,X,O
ZJTOLIS,X,X,X,O
ZJTOLSI,X,X,X,O
ZJTOSIL,X,X,X,O
ZJTOSLI,X,X,X,O
ZJITLSO,O,X,X,X
ZJITLOS,X,X,X,O
ZJITSLO,O,X,X,X
ZJITSOL,O,X,X,O
ZJITOLS,X,X,X,O
ZJITOSL,X,X,X,O
ZJILTSO,O,X,X,X
ZJILTOS,X,X,X,O
ZJILSTO,O,X,X,X
ZJILSOT,O,X,O,O
ZJILOTS,X,O,X,O
ZJILOST,O,O,O,O
ZJISTLO,O,X,X,X
ZJISTOL,O,X,X,O
ZJISLTO,O,X,X,X
ZJISLOT,O,X,O,O
ZJISOTL,O,X,O,O
ZJISOLT,O,X,O,O
ZJIOTLS,X,O,X,O
ZJIOTSL,X,O,X,O
ZJIOLTS,X,O,X,O
ZJIOLST,O,O,O,O
ZJIOSTL,O,O,X,O
ZJIOSLT,O,O,X,O
ZJLTISO,O,X,X,X
ZJLTIOS,X,X,X,O
ZJLTSIO,O,X,X,X
ZJLTSOI,O,X,X,X
ZJLTOIS,X,X,X,O
ZJLTOSI,X,X,X,O
ZJLITSO,O,X,X,X
ZJLITOS,X,X,X,O
ZJLISTO,O,X,X,X
ZJLISOT,O,X,O,O
ZJLIOTS,X,O,X,O
ZJLIOST,O,O,O,O
ZJLSTIO,O,X,X,X
ZJLSTOI,O,X,X,X
ZJLSITO,O,X,X,X
ZJLSIOT,O,X,O,O
ZJLSOTI,O,X,O,O
ZJLSOIT,O,X,O,O
ZJLOTIS,X,O,X,O
ZJLOTSI,X,O,X,O
ZJLOITS,X,O,X,O
ZJLOIST,O,O,O,O
ZJLOSTI,O,O,O,O
ZJLOSIT,O,O,O,O
ZJSTILO,O,X,X,X
ZJSTIOL,O,X,X,O
ZJSTLIO,O,X,X,X
ZJSTLOI,O,X,X,X
ZJSTOIL,O,X,X,O
ZJSTOLI,O,X,X,O
ZJSITLO,O,X,X,X
ZJSITOL,O,X,X,O
ZJSILTO,O,X,X,X
ZJSILOT,O,X,O,O
ZJSIOTL,O,X,O,O
ZJSIOLT,O,X,O,O
ZJSLTIO,O,X,X,X
ZJSLTOI,O,X,X,X
ZJSLITO,O,X,X,X
ZJSLIOT,O,X,O,O
ZJSLOTI,O,X,O,O
ZJSLOIT,O,X,O,O
ZJSOTIL,O,X,O,O
ZJSOTLI,O,X,O,O
ZJSOITL,O,X,O,O
ZJSOILT,O,X,O,O
ZJSOLTI,O,X,O,O
ZJSOLIT,O,X,O,O
ZJOTILS,X,O,X,O
ZJOTISL,X,O,X,O
ZJOTLIS,X,O,X,O
ZJOTLSI,X,O,X,O
ZJOTSIL,X,O,X,O
ZJOTSLI,X,O,X,O
ZJOITLS,X,O,X,O
ZJOITSL,X,O,X,O
ZJOILTS,X,O,X,O
ZJOILST,O,O,O,O
ZJOISTL,O,O,X,O
ZJOISLT,O,O,X,O
ZJOLTIS,X,O,X,O
ZJOLTSI,X,O,X,O
ZJOLITS,X,O,X,O
ZJOLIST,O,O,O,O
ZJOLSTI,O,O,O,O
ZJOLSIT,O,O,O,O
ZJOSTIL,O,O,X,O
ZJOSTLI,O,O,X,O
ZJOSITL,O,O,X,O
ZJOSILT,O,O,X,O
ZJOSLTI,O,O,X,O
ZJOSLIT,O,O,X,O
ZSTILJO,O,X,X,X
ZSTILOJ,O,X,X,X
ZSTIJLO,O,X,X,X
ZSTIJOL,O,X,X,O
ZSTIOLJ,O,X,X,O
ZSTIOJL,O,X,X,O
ZSTLIJO,O,X,X,X
ZSTLIOJ,O,X,X,X
ZSTLJIO,O,X,X,X
ZSTLJOI,O,X,X,X
ZSTLOIJ,O,X,X,X
ZSTLOJI,O,X,X,X
ZSTJILO,O,X,X,X
ZSTJIOL,O,X,X,O
ZSTJLIO,O,X,X,X
ZSTJLOI,O,X,X,X
ZSTJOIL,O,X,X,O
ZSTJOLI,O,X,X,O
ZSTOILJ,O,X,X,O
ZSTOIJL,O,X,X,O
ZSTOLIJ,O,X,X,O
ZSTOLJI,O,X,X,O
ZSTOJIL,O,X,X,O
ZSTOJLI,O,X,X,O
ZSITLJO,O,X,X,X
ZSITLOJ,O,X,X,X
ZSITJLO,O,X,X,X
ZSITJOL,O,X,X,O
ZSITOLJ,O,X,X,O
ZSITOJL,O,X,X,O
ZSILTJO,O,X,X,X
ZSILTOJ,O,X,X,X
ZSILJTO,O,X,X,X
ZSILJOT,O,X,O,O
ZSILOTJ,O,X,O,O
ZSILOJT,O,X,O,O
ZSIJTLO,O,X,X,X
ZSIJTOL,O,X,X,O
ZSIJLTO,O,X,X,X
ZSIJLOT,O,X,O,O
ZSIJOTL,O,X,O,O
ZSIJOLT,O,X,O,O
ZSIOTLJ,O,X,O,O
ZSIOTJL,O,X,O,O
ZSIOLTJ,O,X,O,O
ZSIOLJT,O,X,O,O
ZSIOJTL,O,X,O,O
ZSIOJLT,O,X,O,O
ZSLTIJO,O,X,X,X
ZSLTIOJ,O,X,X,X
ZSLTJIO,O,X,X,X
ZSLTJOI,O,X,X,X
ZSLTOIJ,O,X,X,X
ZSLTOJI,O,X,X,X
ZSLITJO,O,X,X,X
ZSLITOJ,O,X,X,X
ZSLIJTO,O,X,X,X
ZSLIJOT,O,X,O,O
ZSLIOTJ,O,X,O,O
ZSLIOJT,O,X,O,O
ZSLJTIO,O,X,X,X
ZSLJTOI,O,X,X,X
ZSLJITO,O,X,X,X
ZSLJIOT,O,X,O,O
ZSLJOTI,O,X,O,O
ZSLJOIT,O,X,O,O
ZSLOTIJ,O,X,O,O
ZSLOTJI,O,X,O,O
ZSLOITJ,O,X,O,O
ZSLOIJT,O,X,O,O
ZSLOJTI,O,X,O,O
ZSLOJIT,O,X,O,O
ZSJTILO,O,X,X,X
ZSJTIOL,O,X,X,O
ZSJTLIO,O,X,X,X
ZSJTLOI,O,X,X,X
ZSJTOIL,O,X,X,O
ZSJTOLI,O,X,X,O
ZSJITLO,O,X,X,X
ZSJITOL,O,X,X,O
ZSJILTO,O,X,X,X
ZSJILOT,O,X,O,O
ZSJIOTL,O,X,O,O
ZSJIOLT,O,X,O,O
ZSJLTIO,O,X,X,X
ZSJLTOI,O,X,X,X
ZSJLITO,O,X,X,X
ZSJLIOT,O,X,O,O
ZSJLOTI,O,X,O,O
ZSJLOIT,O,X,O,O
ZSJOTIL,O,X,O,O
ZSJOTLI,O,X,O,O
ZSJOITL,O,X,O,O
ZSJOILT,O,X,O,O
ZSJOLTI,O,X,O,O
ZSJOLIT,O,X,O,O
ZSOTILJ,O,X,O,O
ZSOTIJL,O,X,O,O
ZSOTLIJ,O,X,O,O
ZSOTLJI,O,X,O,O
ZSOTJIL,O,X,O,O
ZSOTJLI,O,X,O,O
ZSOITLJ,O,X,O,O
ZSOITJL,O,X,O,O
ZSOILTJ,O,X,O,O
ZSOILJT,O,X,O,O
ZSOIJTL,O,X,O,O
ZSOIJLT,O,X,O,O
ZSOLTIJ,O,X,O,O
ZSOLTJI,O,X,O,O
ZSOLITJ,O,X,O,O
ZSOLIJT,O,X,O,O
ZSOLJTI,O,X,O,O
ZSOLJIT,O,X,O,O
ZSOJTIL,O,X,O,O
ZSOJTLI,O,X,O,O
ZSOJITL,O,X,O,O
ZSOJILT,O,X,O,O
ZSOJLTI,O,X,O,O
ZSOJLIT,O,X,O,O
ZOTILJS,X,O,X,O
ZOTILSJ,X,O,X,O
ZOTIJLS,X,O,X,O
ZOTIJSL,X,O,X,O
ZOTISLJ,X,O,X,O
ZOTISJL,X,O,X,O
ZOTLIJS,X,O,X,O
ZOTLISJ,X,O,X,O
ZOTLJIS,X,O,X,O
ZOTLJSI,X,O,X,O
ZOTLSIJ,X,O,X,O
ZOTLSJI,X,O,X,O
ZOTJILS,X,O,X,O
ZOTJISL,X,O,X,O
ZOTJLIS,X,O,X,O
ZOTJLSI,X,O,X,O
ZOTJSIL,X,O,X,O
ZOTJSLI,X,O,X,O
ZOTSILJ,X,O,X,O
ZOTSIJL,X,O,X,O
ZOTSLIJ,X,O,X,O
ZOTSLJI,X,O,X,O
ZOTSJIL,X,O,X,O
ZOTSJLI,X,O,X,O
ZOITLJS,X,O,X,O
ZOITLSJ,X,O,X,O
ZOITJLS,X,O,X,O
ZOITJSL,X,O,X,O
ZOITSLJ,X,O,X,O
ZOITSJL,X,O,X,O
ZOILTJS,X,O,X,O
ZOILTSJ,X,O,X,O
ZOILJTS,X,O,X,O
ZOILJST,O,O,O,O
ZOILSTJ,O,O,O,O
ZOILSJT,O,O,O,O
ZOIJTLS,X,O,X,O
ZOIJTSL,X,O,X,O
ZOIJLTS,X,O,X,O
ZOIJLST,O,O,O,O
ZOIJSTL,O,O,X,O
ZOIJSLT,O,O,X,O
ZOISTLJ,O,O,X,O
ZOISTJL,O,O,X,O
ZOISLTJ,O,O,X,O
ZOISLJT,O,O,X,O
ZOISJTL,O,O,X,O
ZOISJLT,O,O,X,O
