sequence,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jem1IvhFqcBxYB?TaBXeB0iBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jei1IvhFWdBTZB?3aBRiB0iBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jem1IvhFqcBxYB?TaB0dBXjBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jei1IvhFzXB3aB?RiBuiBcjBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeO6IvhF8aBzXB?CZBRiBXjBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jei1IvhFTZB3aB?RiBGiB8sBFsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jei1IvhFRYBceB?3aBznBFnBGsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeK6IvhFzVBWdB?RiB3nBcoBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeK6IvhFzVBlYB?RiBusBfsBctB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeO6IvhF8aBSeB?RiBznBfnBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeO6IvhF8aBzXB?RiB3nBFoBCtB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeK6IvhFzVBxYB?FeBGiB8sBfsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Je26IvhFRYBceB?zcBqiB3fBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jey6IvhFUYBOjB?5nBfsBTkBFtB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jem1IvhFTaBRiB?cjBqnBfnBlsB
TLOJZIS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TLOJZSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TLOSIJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TLOSIZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TLOSJIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSJZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TLOSZIJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TLOSZJI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TLOZIJS,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
TLOZISJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TLOZJIS,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
TLOZJSI,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X
TLOZSIJ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TLOZSJI,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X
TJILSZO,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
TJILSOZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJILZSO,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TJILZOS,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
TJILOSZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJILOZS,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X
TJISLZO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
TJISLOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJISZLO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
TJISZOL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJISOLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJISOZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJIZLSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJIZLOS,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
TJIZSLO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJIZSOL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJIZOLS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJIZOSL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJIOLSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOLZS,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
TJIOSLZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJIOSZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJIOZLS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJIOZSL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLISZO,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
TJLISOZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJLIZSO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TJLIZOS,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X
TJLIOSZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJLIOZS,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TJLSIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSZIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLSZOI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJLSOIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSOZI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJLZISO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLZIOS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJLZSIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSOI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJLZOIS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJLZOSI,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJLOISZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJLOIZS,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X
TJLOSIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOSZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJLOZIS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJLOZSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJSILZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSILOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSIZLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSIZOL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSIOLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSIOZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSLIZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSLIOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSLZIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSLZOI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSLOIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLOZI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSZILO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZIOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLOI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSZOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOLIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOLZI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSOZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOZLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZILSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZILOS,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
TJZISLO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZISOL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZIOLS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZIOSL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZLISO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJZLIOS,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TJZLSIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSOI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZLOIS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJZLOSI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZSILO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZSIOL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZSLIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSLOI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZSOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOILS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZOISL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZOLIS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZOLSI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZOSIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOILSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOILZS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJOISLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOISZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOIZLS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOIZSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLIZS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJOLSIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLSZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJOLZIS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJOLZSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJOSILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSLIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSLZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJOSZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSZLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZILS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZISL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZLIS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJOZLSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJOZSIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZSLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILJZO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TSILJOZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TSILZJO,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TSILZOJ,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TSILOJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TSILOZJ,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X
TSIJLZO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TSIJLOZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TSIJZLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIJZOL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIJOLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIJOZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIZLJO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TSIZLOJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TSIZJLO,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
TSIZJOL,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
TSIZOLJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TSIZOJL,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
TSIOLJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIOLZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSIOJLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIOJZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIOZLJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSIOZJL,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
TSLIJZO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TSLIJOZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TSLIZJO,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSLIZOJ,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSLIOJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TSLIOZJ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TSLJIZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLJIOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLJZIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLJZOI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSLJOIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJOZI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSLZIJO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSLZIOJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSLZJIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLZJOI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSLZOIJ,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X
TSLZOJI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TSLOIJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TSLOIZJ,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
TSLOJIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOJZI,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
TSLOZIJ,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X
TSLOZJI,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
TSJILZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJILOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJIZLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJIZOL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJIOLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJIOZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJLIZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJLIOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJLZIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSJLZOI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSJLOIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLOZI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSJZILO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZIOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZLIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZLOI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSJZOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOLIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOLZI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSJOZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOZLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZILJO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TSZILOJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TSZIJLO,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
TSZIJOL,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
TSZIOLJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TSZIOJL,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
TSZLIJO,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSZLIOJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSZLJIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZLJOI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSZLOIJ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
TSZLOJI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSZJILO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TSZJIOL,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TSZJLIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZJLOI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSZJOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZJOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZOILJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSZOIJL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSZOLIJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSZOLJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZOJIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZOJLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOILJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOILZJ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSOIJLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOIJZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOIZLJ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSOIZJL,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSOLIJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOLIZJ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSOLJIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOLJZI,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
TSOLZIJ,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X
TSOLZJI,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
TSOJILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOJIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOJLIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOJLZI,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
TSOJZIL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSOJZLI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSOZILJ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TSOZIJL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TSOZLIJ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TSOZLJI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSOZJIL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSOZJLI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZILJSO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TZILJOS,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
TZILSJO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZILSOJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZILOJS,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
TZILOSJ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
TZIJLSO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TZIJLOS,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
TZIJSLO,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TZIJSOL,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TZIJOLS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TZIJOSL,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X
TZISLJO,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZISLOJ,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZISJLO,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZISJOL,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZISOLJ,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZISOJL,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZIOLJS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIOLSJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIOJLS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIOJSL,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TZIOSLJ,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZIOSJL,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZLIJSO,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TZLIJOS,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X
TZLISJO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLISOJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLIOJS,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X
TZLIOSJ,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TZLJISO,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TZLJIOS,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X
TZLJSIO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TZLJSOI,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TZLJOIS,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
TZLJOSI,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
TZLSIJO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLSIOJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLSJIO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TZLSJOI,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TZLSOIJ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TZLSOJI,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X
TZLOIJS,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
TZLOISJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TZLOJIS,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
TZLOJSI,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X
TZLOSIJ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TZLOSJI,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X
TZJILSO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TZJILOS,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
TZJISLO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TZJISOL,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TZJIOLS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TZJIOSL,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
TZJLISO,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TZJLIOS,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X
TZJLSIO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TZJLSOI,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TZJLOIS,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
TZJLOSI,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TZJSILO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TZJSIOL,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TZJSLIO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TZJSLOI,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TZJSOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJSOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJOILS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TZJOISL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TZJOLIS,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
TZJOLSI,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TZJOSIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJOSLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSILJO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZSILOJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZSIJLO,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
TZSIJOL,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
TZSIOLJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZSIOJL,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
TZSLIJO,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TZSLIOJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TZSLJIO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TZSLJOI,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TZSLOIJ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
TZSLOJI,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TZSJILO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TZSJIOL,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TZSJLIO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TZSJLOI,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TZSJOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSJOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
